CHILDCODE	ACTIDR5	ACTR5	ACTOWNR5	ACTMTHR5	ACTDAYR5	ACTHRSR5	PYMRECR5	PDCASHR5	PDKINDR5	PDTIMER5	PDNMPCR5	KEEPMYR5
60068	1	2	1	12	23	2	0	 	 	 	 	 
60069	1	2	1	12	20	1	0	 	 	 	 	 
60071	1	2	1	12	29	1	0	 	 	 	 	 
60073	1	2	1	12	10	2	0	 	 	 	 	 
60074	1	1	1	12	15	2	0	 	 	 	 	 
60075	1	2	1	12	20	2	0	 	 	 	 	 
60076	1	2	1	12	29	2	0	 	 	 	 	 
60077	1	4	1	12	30	3	0	 	 	 	 	 
60078	1	6	2	12	15	8	1	150	 	2	 	2
60078	2	1	1	12	5	4	0	 	 	 	 	 
60079	1	2	1	12	15	1	0	 	 	 	 	 
60080	1	2	1	12	30	1	0	 	 	 	 	 
60081	1	2	1	12	25	2	0	 	 	 	 	 
60081	2	1	1	12	3	1	0	 	 	 	 	 
60082	1	2	1	12	30	1	0	 	 	 	 	 
60083	1	2	1	12	15	1	0	 	 	 	 	 
60084	1	4	1	12	30	2	1	30	 	6	1	1
60084	2	2	1	12	30	2	0	 	 	 	 	 
60085	1	2	1	9	15	1	0	 	 	 	 	 
60086	1	2	1	12	20	1	0	 	 	 	 	 
60087	1	2	1	12	4	1	0	 	 	 	 	 
60088	1	2	1	12	30	2	0	 	 	 	 	 
60089	1	2	1	10	24	1	0	 	 	 	 	 
60091	1	2	1	12	10	2	0	 	 	 	 	 
60092	1	2	1	12	28	1	0	 	 	 	 	 
60092	2	1	1	8	24	1	0	 	 	 	 	 
60093	1	2	1	12	30	1	0	 	 	 	 	 
60094	1	2	1	12	15	2	0	 	 	 	 	 
60095	1	6	2	12	26	8	1	250	 	2	 	0
60097	1	3	1	12	22	1	0	 	 	 	 	 
60098	2	2	1	12	30	3	0	 	 	 	 	 
60098	3	4	2	2	16	5	1	120	 	2	 	2
60099	1	2	1	12	18	2	0	 	 	 	 	 
60100	1	2	1	12	10	2	0	 	 	 	 	 
60103	1	2	1	12	30	2	0	 	 	 	 	 
60103	2	6	2	1	29	7	1	1000	 	4	 	2
60104	1	2	1	12	30	2	0	 	 	 	 	 
60105	1	2	1	12	30	1	0	 	 	 	 	 
60106	1	2	1	12	30	2	0	 	 	 	 	 
60106	2	3	1	6	2	1	0	 	 	 	 	 
60108	1	2	1	11	27	2	0	 	 	 	 	 
60108	2	3	1	12	20	1	0	 	 	 	 	 
60109	1	5	2	3	30	4	1	3000	 	4	 	2
60109	2	2	1	12	20	2	0	 	 	 	 	 
60115	1	1	1	12	5	1	0	 	 	 	 	 
60119	1	1	1	10	20	1	0	 	 	 	 	 
60119	2	2	1	10	20	1	0	 	 	 	 	 
60127	1	1	2	12	25	8	1	200	 	2	 	0
70003	1	6	2	2	26	8	1	13	 	1	 	0
70005	1	2	1	12	4	1	0	 	 	 	 	 
70006	1	3	1	12	26	1	0	 	 	 	 	 
70007	1	6	2	1	15	10	1	130	 	2	 	1
70011	1	2	1	12	30	2	0	 	 	 	 	 
70011	2	4	1	12	18	3	1	200	 	2	 	2
70011	3	7	2	12	15	5	1	70	 	2	 	1
70013	1	7	2	11	26	10	1	14	 	1	 	2
70015	1	2	1	12	30	2	0	 	 	 	 	 
70017	1	6	2	6	30	8	1	120	 	2	 	0
70021	1	4	1	12	24	3	0	 	 	 	 	 
70021	2	2	1	12	5	15	0	 	 	 	 	 
70022	1	2	1	3	30	2	0	 	 	 	 	 
70026	1	7	1	2	20	1	1	0	 	6	0	88
70038	1	2	1	12	30	1	0	 	 	 	 	 
70039	1	4	2	5	30	13	1	4500	 	4	 	2
70043	1	2	2	3	20	4	2	 	200	4	 	1
70044	1	4	2	1	30	6	1	2500	 	4	 	0
70046	1	2	1	12	30	1	0	 	 	 	 	 
70050	1	1	1	3	30	4	0	 	 	 	 	 
70053	1	2	1	12	30	1	0	 	 	 	 	 
70066	1	3	1	12	30	5	0	 	 	 	 	 
70066	2	2	1	12	28	4	0	 	 	 	 	 
70070	1	2	1	12	10	2	0	 	 	 	 	 
70070	2	3	1	12	10	2	0	 	 	 	 	 
70076	1	2	1	12	30	2	0	 	 	 	 	 
70077	1	2	1	12	20	2	0	 	 	 	 	 
70080	1	2	1	3	26	2	0	 	 	 	 	 
70081	1	2	1	10	25	1	0	 	 	 	 	 
70083	1	4	1	12	30	1	2	 	200	4	 	1
70084	1	2	1	12	10	1	0	 	 	 	 	 
70088	1	2	1	6	20	1	0	 	 	 	 	 
70090	1	2	1	10	30	2	0	 	 	 	 	 
70091	1	2	1	12	30	1	0	 	 	 	 	 
70095	1	2	1	12	4	1	0	 	 	 	 	 
70097	1	2	1	12	4	2	0	 	 	 	 	 
70097	2	3	1	7	30	2	0	 	 	 	 	 
70097	3	5	1	1	30	1	1	50	 	2	 	2
70098	1	2	1	12	10	1	0	 	 	 	 	 
70102	1	7	1	1	10	5	0	 	 	 	 	 
70105	1	4	2	2	28	11	1	2500	 	4	 	2
70125	1	2	1	12	15	1	0	 	 	 	 	 
70126	1	2	1	12	30	1	0	 	 	 	 	 
80001	1	2	1	12	10	2	0	 	 	 	 	 
80002	1	2	1	12	6	2	0	 	 	 	 	 
80003	1	6	2	8	20	7	1	3000	 	4	 	1
80003	2	2	1	6	15	2	0	 	 	 	 	 
80004	1	2	1	12	25	1	0	 	 	 	 	 
80004	2	1	1	10	15	1	0	 	 	 	 	 
80005	1	2	1	12	30	1	0	 	 	 	 	 
80006	1	4	2	1	29	9	1	3000	 	4	 	1
80008	1	4	2	12	28	9	1	2000	 	4	 	2
80008	2	2	1	12	10	2	0	 	 	 	 	 
80009	1	2	1	12	14	2	0	 	 	 	 	 
80012	1	2	1	12	15	1	0	 	 	 	 	 
80013	1	2	1	12	30	1	0	 	 	 	 	 
80016	1	2	1	8	27	1	0	 	 	 	 	 
80016	2	6	2	10	28	9	1	3500	 	4	 	1
80017	1	2	1	8	20	1	0	 	 	 	 	 
80018	1	2	1	12	10	1	0	 	 	 	 	 
80019	1	2	1	12	30	1	0	 	 	 	 	 
80020	1	2	1	10	20	2	0	 	 	 	 	 
80020	2	3	1	8	30	1	0	 	 	 	 	 
80021	1	6	2	4	30	8	1	1700	 	4	 	2
80021	2	2	1	12	30	1	0	 	 	 	 	 
80024	1	3	1	8	30	4	0	 	 	 	 	 
80024	2	2	1	12	30	1	0	 	 	 	 	 
80025	1	4	2	3	30	9	1	3000	 	4	 	2
80025	2	2	1	12	15	1	0	 	 	 	 	 
80027	1	2	1	9	24	1	0	 	 	 	 	 
80029	1	2	1	12	30	1	0	 	 	 	 	 
80030	1	2	1	12	15	1	0	 	 	 	 	 
80031	1	2	1	5	5	2	0	 	 	 	 	 
80033	1	2	1	12	20	1	0	 	 	 	 	 
80035	1	2	1	12	30	1	0	 	 	 	 	 
80036	1	1	1	6	27	4	0	 	 	 	 	 
80036	2	2	1	12	25	2	0	 	 	 	 	 
80037	1	2	1	10	22	2	0	 	 	 	 	 
80040	1	6	2	5	30	6	1	4500	 	4	 	0
80041	1	1	1	12	14	1	0	 	 	 	 	 
80041	2	2	1	12	30	1	0	 	 	 	 	 
80042	1	2	1	7	15	1	0	 	 	 	 	 
80045	1	2	1	12	30	1	0	 	 	 	 	 
80046	1	2	1	12	16	2	0	 	 	 	 	 
80047	1	6	2	1	22	8	1	2000	 	4	 	1
80047	2	2	1	12	6	2	0	 	 	 	 	 
80048	1	4	1	12	25	4	0	 	 	 	 	 
80048	2	2	1	12	30	1	0	 	 	 	 	 
80049	1	6	2	5	30	8	1	2100	 	4	 	1
80049	2	2	1	12	15	3	0	 	 	 	 	 
80050	1	2	1	12	30	2	0	 	 	 	 	 
80050	2	3	1	12	30	2	0	 	 	 	 	 
80051	1	2	1	12	30	3	0	 	 	 	 	 
80051	2	4	1	12	30	1	0	 	 	 	 	 
80052	1	2	1	12	29	2	0	 	 	 	 	 
80053	1	2	1	12	30	1	0	 	 	 	 	 
80055	1	2	1	12	5	1	0	 	 	 	 	 
80056	1	2	1	12	15	2	0	 	 	 	 	 
80058	1	2	1	12	16	2	0	 	 	 	 	 
80059	1	6	2	12	26	7	1	1800	 	4	 	2
80059	2	2	1	12	5	2	0	 	 	 	 	 
80061	1	1	1	12	15	1	0	 	 	 	 	 
80064	1	4	1	12	15	2	0	 	 	 	 	 
80064	2	2	1	12	17	1	0	 	 	 	 	 
80065	1	2	1	12	30	2	0	 	 	 	 	 
80065	2	3	1	12	30	1	0	 	 	 	 	 
80066	1	4	1	12	30	2	1	400	 	3	 	1
80066	2	2	1	12	20	1	0	 	 	 	 	 
80067	1	1	1	12	28	6	0	 	 	 	 	 
80069	1	7	2	3	26	8	0	 	 	 	 	 
80069	2	2	1	12	30	2	0	 	 	 	 	 
80070	1	2	1	6	20	1	0	 	 	 	 	 
80071	1	2	1	12	30	1	0	 	 	 	 	 
80071	2	3	1	12	30	1	0	 	 	 	 	 
80072	1	2	1	12	30	2	0	 	 	 	 	 
80075	1	2	1	10	25	2	0	 	 	 	 	 
80076	1	2	1	12	24	4	0	 	 	 	 	 
80078	2	2	1	12	25	1	0	 	 	 	 	 
80079	1	2	1	12	20	1	0	 	 	 	 	 
80080	1	4	2	2	10	1	1	500	 	1	 	1
80081	1	2	1	12	10	1	0	 	 	 	 	 
80082	1	2	1	12	18	1	0	 	 	 	 	 
80083	1	5	1	12	30	3	0	 	 	 	 	 
80084	1	2	1	12	15	1	0	 	 	 	 	 
80085	1	4	1	12	20	2	1	300	 	3	 	1
80085	2	2	1	12	18	1	0	 	 	 	 	 
80086	1	2	1	8	20	3	0	 	 	 	 	 
80087	1	2	1	12	30	1	0	 	 	 	 	 
80088	1	2	1	12	25	3	0	 	 	 	 	 
80088	2	1	1	3	10	1	0	 	 	 	 	 
80090	1	2	1	12	20	2	0	 	 	 	 	 
80092	1	2	1	10	25	1	0	 	 	 	 	 
80093	1	3	1	2	30	4	0	 	 	 	 	 
80093	2	2	1	12	10	1	0	 	 	 	 	 
80094	1	2	1	12	25	1	0	 	 	 	 	 
80095	1	2	1	12	30	2	0	 	 	 	 	 
80095	2	5	2	2	20	1	1	200	 	2	 	0
80096	1	2	1	7	27	2	0	 	 	 	 	 
80099	1	6	1	12	26	12	1	2500	 	4	 	0
80100	1	2	1	12	15	2	0	 	 	 	 	 
80104	1	2	1	12	14	1	0	 	 	 	 	 
80119	1	2	1	10	20	1	0	 	 	 	 	 
80120	1	2	1	12	30	1	0	 	 	 	 	 
80124	1	2	1	12	20	1	0	 	 	 	 	 
80132	1	2	1	6	14	1	0	 	 	 	 	 
80154	1	2	1	10	20	1	0	 	 	 	 	 
80162	1	2	1	12	10	2	0	 	 	 	 	 
80165	1	7	2	12	30	2	1	200	 	4	 	0
80165	2	2	1	12	25	1	1	900	 	6	2	1
90002	1	1	1	12	8	6	0	 	 	 	 	 
90005	1	1	1	12	30	2	0	 	 	 	 	 
90006	1	1	1	4	15	7	0	 	 	 	 	 
90006	2	6	2	0	9	8	1	260	 	2	 	1
90009	1	4	1	12	30	4	0	 	 	 	 	 
90010	1	1	1	12	30	3	0	 	 	 	 	 
90013	1	2	1	12	30	1	0	 	 	 	 	 
90014	1	4	2	2	28	8	1	4000	 	4	 	1
90014	2	1	1	10	25	3	0	 	 	 	 	 
90015	1	1	1	12	30	3	0	 	 	 	 	 
90015	2	2	1	12	30	2	0	 	 	 	 	 
90015	3	7	2	12	30	2	2	 	200	5	 	1
90016	1	1	1	11	28	7	0	 	 	 	 	 
90017	1	1	1	4	30	6	0	 	 	 	 	 
90018	1	6	2	2	30	8	1	2000	 	4	 	1
90019	1	1	1	12	25	7	0	 	 	 	 	 
90020	1	1	1	12	30	3	0	 	 	 	 	 
90021	1	7	1	12	20	5	0	 	 	 	 	 
90021	2	1	1	1	7	5	0	 	 	 	 	 
90023	1	1	1	12	25	3	0	 	 	 	 	 
90025	1	1	1	12	25	4	0	 	 	 	 	 
90026	1	1	1	12	20	5	0	 	 	 	 	 
90028	1	1	1	12	28	4	0	 	 	 	 	 
90028	2	2	1	12	30	2	0	 	 	 	 	 
90031	1	1	1	3	25	5	0	 	 	 	 	 
90033	1	1	1	5	20	6	0	 	 	 	 	 
90035	1	1	1	7	15	5	0	 	 	 	 	 
90037	1	1	1	12	24	4	0	 	 	 	 	 
90037	2	2	1	12	30	1	0	 	 	 	 	 
90038	1	1	1	12	20	6	0	 	 	 	 	 
90042	1	1	1	12	15	5	0	 	 	 	 	 
90043	1	1	1	12	20	8	0	 	 	 	 	 
90043	2	2	1	12	30	2	0	 	 	 	 	 
90045	1	1	1	12	30	3	0	 	 	 	 	 
90045	2	2	1	12	30	2	0	 	 	 	 	 
90046	1	2	1	12	26	3	0	 	 	 	 	 
90047	1	3	1	12	30	3	0	 	 	 	 	 
90048	1	1	1	12	30	4	0	 	 	 	 	 
90049	1	1	1	12	28	8	0	 	 	 	 	 
90050	1	1	1	10	20	3	0	 	 	 	 	 
90050	2	2	1	12	30	2	0	 	 	 	 	 
90051	1	1	1	2	25	8	0	 	 	 	 	 
90051	2	2	1	12	4	4	0	 	 	 	 	 
90052	1	1	1	2	20	8	0	 	 	 	 	 
90053	1	1	1	2	15	8	0	 	 	 	 	 
90053	2	3	1	12	30	3	0	 	 	 	 	 
90054	1	1	1	3	27	5	0	 	 	 	 	 
90056	1	1	1	4	26	7	0	 	 	 	 	 
90057	1	1	1	3	28	6	0	 	 	 	 	 
90058	1	1	1	12	10	4	0	 	 	 	 	 
90060	1	1	1	2	30	8	0	 	 	 	 	 
90060	2	3	1	12	2	5	0	 	 	 	 	 
90062	1	5	2	2	20	8	1	150	 	2	 	2
90062	2	1	1	10	25	5	0	 	 	 	 	 
90063	1	1	1	3	27	10	0	 	 	 	 	 
90063	2	2	1	12	4	2	0	 	 	 	 	 
90066	1	1	1	3	20	4	0	 	 	 	 	 
90067	1	1	1	2	15	5	0	 	 	 	 	 
90067	2	2	1	12	8	4	0	 	 	 	 	 
90068	1	1	1	3	28	6	0	 	 	 	 	 
90069	1	1	1	12	10	3	0	 	 	 	 	 
90070	1	1	1	3	28	8	0	 	 	 	 	 
90071	1	1	1	12	15	4	0	 	 	 	 	 
90072	1	1	1	5	30	7	0	 	 	 	 	 
90073	1	1	1	2	25	8	0	 	 	 	 	 
90073	2	2	1	12	4	3	0	 	 	 	 	 
90074	1	1	1	12	28	4	0	 	 	 	 	 
90074	2	2	1	12	30	1	0	 	 	 	 	 
90075	1	1	1	12	25	4	0	 	 	 	 	 
90075	2	2	1	12	28	1	0	 	 	 	 	 
90078	1	1	1	12	30	2	0	 	 	 	 	 
90079	1	1	1	12	8	5	0	 	 	 	 	 
90080	1	1	1	7	24	8	0	 	 	 	 	 
90081	1	1	1	12	30	2	0	 	 	 	 	 
90082	1	1	1	3	28	4	0	 	 	 	 	 
90082	2	2	1	4	29	2	0	 	 	 	 	 
90084	1	1	1	12	22	8	0	 	 	 	 	 
90084	2	4	2	4	5	9	1	200	 	2	 	1
90086	1	1	1	8	26	8	0	 	 	 	 	 
90086	2	1	2	2	10	8	1	120	 	2	 	2
90087	1	1	1	3	27	3	0	 	 	 	 	 
90087	2	2	1	4	28	2	0	 	 	 	 	 
90090	1	1	2	8	10	5	1	1000	 	4	 	2
90090	2	1	1	12	25	4	0	 	 	 	 	 
90092	1	1	1	12	25	5	0	 	 	 	 	 
90093	1	1	1	12	15	4	0	 	 	 	 	 
90094	1	1	1	4	26	5	0	 	 	 	 	 
90094	2	2	1	5	28	1	0	 	 	 	 	 
90097	1	1	1	2	20	8	0	 	 	 	 	 
90097	2	2	1	12	6	2	0	 	 	 	 	 
90098	1	1	1	6	25	6	0	 	 	 	 	 
90099	1	1	1	3	23	8	0	 	 	 	 	 
90099	2	2	1	12	8	5	0	 	 	 	 	 
90100	1	1	1	6	15	8	0	 	 	 	 	 
90101	1	1	1	12	8	5	0	 	 	 	 	 
90106	1	1	1	12	10	5	0	 	 	 	 	 
90120	1	7	1	12	30	5	0	 	 	 	 	 
90120	2	2	1	12	30	1	0	 	 	 	 	 
100002	1	1	1	12	15	4	0	 	 	 	 	 
100002	2	2	1	12	30	3	0	 	 	 	 	 
100003	1	2	1	12	30	1	0	 	 	 	 	 
100004	1	1	1	12	10	3	0	 	 	 	 	 
100004	2	2	1	12	28	2	0	 	 	 	 	 
100006	1	1	1	12	30	3	0	 	 	 	 	 
100009	1	1	1	12	9	5	0	 	 	 	 	 
100010	1	2	1	12	30	2	0	 	 	 	 	 
100011	1	1	1	6	20	2	0	 	 	 	 	 
100011	2	2	1	12	26	1	0	 	 	 	 	 
100012	1	2	1	12	30	1	0	 	 	 	 	 
100017	1	4	1	12	30	4	0	 	 	 	 	 
100018	1	3	1	12	30	3	0	 	 	 	 	 
100018	2	2	1	12	30	1	0	 	 	 	 	 
100020	1	2	1	12	30	2	0	 	 	 	 	 
100025	1	1	1	12	15	2	0	 	 	 	 	 
100025	2	2	1	12	30	2	0	 	 	 	 	 
100026	1	7	2	1	30	10	0	 	 	 	 	 
100027	1	2	1	12	30	1	0	 	 	 	 	 
100029	1	2	1	12	26	1	0	 	 	 	 	 
100030	1	2	1	12	30	2	0	 	 	 	 	 
100033	1	1	1	12	20	1	0	 	 	 	 	 
100035	1	1	1	12	26	2	0	 	 	 	 	 
100035	2	2	1	12	28	1	0	 	 	 	 	 
100036	1	2	1	12	30	1	0	 	 	 	 	 
100038	1	1	1	12	20	5	0	 	 	 	 	 
100039	1	2	1	12	8	3	0	 	 	 	 	 
100039	2	1	1	12	8	4	0	 	 	 	 	 
100040	1	1	1	3	26	8	0	 	 	 	 	 
100041	1	1	1	7	22	8	0	 	 	 	 	 
100041	2	2	1	12	15	2	0	 	 	 	 	 
100042	1	1	1	4	20	1	0	 	 	 	 	 
100043	1	2	1	12	20	1	0	 	 	 	 	 
100044	1	3	1	12	30	1	0	 	 	 	 	 
100044	2	2	1	12	30	1	0	 	 	 	 	 
100046	1	2	1	12	30	3	0	 	 	 	 	 
100046	2	1	1	2	30	3	0	 	 	 	 	 
100047	1	1	1	12	24	4	0	 	 	 	 	 
100047	2	2	1	12	30	1	0	 	 	 	 	 
100048	1	2	1	12	25	2	0	 	 	 	 	 
100051	1	1	1	12	20	2	0	 	 	 	 	 
100053	1	1	1	12	30	6	0	 	 	 	 	 
100054	1	2	1	12	20	2	0	 	 	 	 	 
100055	1	1	1	2	30	4	0	 	 	 	 	 
100055	2	2	1	12	30	2	0	 	 	 	 	 
100056	1	2	1	12	20	1	0	 	 	 	 	 
100057	1	2	1	12	30	2	0	 	 	 	 	 
100058	1	2	1	12	30	1	0	 	 	 	 	 
100058	2	1	1	12	30	3	0	 	 	 	 	 
100060	1	2	1	12	28	2	0	 	 	 	 	 
100060	2	1	1	5	20	3	0	 	 	 	 	 
100062	1	2	1	12	30	1	0	 	 	 	 	 
100064	1	1	1	12	20	2	0	 	 	 	 	 
100066	1	1	1	12	22	2	0	 	 	 	 	 
100067	1	4	1	4	30	8	0	 	 	 	 	 
100067	2	2	1	12	20	2	0	 	 	 	 	 
100068	1	1	1	12	20	5	0	 	 	 	 	 
100069	1	1	1	12	30	5	0	 	 	 	 	 
100071	1	1	1	12	30	4	0	 	 	 	 	 
100071	2	2	1	12	30	2	0	 	 	 	 	 
100072	1	6	1	12	7	9	1	150	 	2	 	0
100073	1	2	1	12	30	2	0	 	 	 	 	 
100074	1	1	2	2	30	10	1	150	 	2	 	2
100079	1	1	2	3	20	4	0	 	 	 	 	 
100080	1	1	1	3	25	4	0	 	 	 	 	 
100081	1	1	1	2	30	7	0	 	 	 	 	 
100081	2	2	1	12	30	2	0	 	 	 	 	 
100086	1	1	1	12	25	1	0	 	 	 	 	 
100089	1	1	1	12	15	2	0	 	 	 	 	 
100089	2	2	1	12	30	2	0	 	 	 	 	 
100090	1	1	1	12	27	3	0	 	 	 	 	 
100090	2	2	1	12	30	2	0	 	 	 	 	 
100092	1	2	1	8	10	2	0	 	 	 	 	 
100093	1	2	1	12	30	2	0	 	 	 	 	 
100093	2	1	1	12	30	3	0	 	 	 	 	 
100094	1	1	1	3	28	6	0	 	 	 	 	 
100097	1	1	1	12	25	4	0	 	 	 	 	 
100097	2	2	1	12	30	1	0	 	 	 	 	 
100099	1	2	1	12	30	1	0	 	 	 	 	 
100099	2	3	1	12	30	2	0	 	 	 	 	 
100100	1	2	1	12	29	1	0	 	 	 	 	 
100101	1	1	1	12	10	8	0	 	 	 	 	 
100104	1	1	1	12	30	4	0	 	 	 	 	 
100104	2	2	1	12	30	2	0	 	 	 	 	 
100107	1	2	1	12	30	1	88	 	 	 	 	 
100108	1	2	1	12	20	1	0	 	 	 	 	 
100109	1	2	1	12	30	1	0	 	 	 	 	 
100111	1	1	1	12	28	1	0	 	 	 	 	 
100111	2	2	1	12	30	1	0	 	 	 	 	 
100115	1	1	1	12	10	8	0	 	 	 	 	 
100118	1	2	1	12	28	2	0	 	 	 	 	 
100118	2	3	1	12	28	2	0	 	 	 	 	 
110001	1	2	1	12	30	1	88	 	 	 	 	 
110002	1	2	1	12	30	2	0	 	 	 	 	 
110002	2	1	1	12	15	3	0	 	 	 	 	 
110006	1	2	1	12	5	1	0	 	 	 	 	 
110012	1	2	1	12	30	2	0	 	 	 	 	 
110013	1	5	1	12	4	6	0	 	 	 	 	 
110014	1	2	1	12	30	7	0	 	 	 	 	 
110015	1	2	1	12	30	1	2	 	180	5	 	88
110019	1	1	1	3	20	8	0	 	 	 	 	 
110019	2	2	1	3	20	2	0	 	 	 	 	 
110021	1	2	1	12	30	2	0	 	 	 	 	 
110021	2	1	1	12	30	1	0	 	 	 	 	 
110025	1	2	1	12	30	2	0	 	 	 	 	 
110026	1	2	1	10	30	1	0	 	 	 	 	 
110027	1	6	2	1	30	8	1	3000	 	4	 	1
110028	1	2	1	12	30	1	0	 	 	 	 	 
110029	1	4	2	4	30	12	1	4500	 	4	 	1
110029	2	2	1	12	30	2	0	 	 	 	 	 
110030	1	2	1	12	30	1	0	 	 	 	 	 
110032	1	2	1	12	30	1	0	 	 	 	 	 
110032	2	7	1	12	5	2	0	 	 	 	 	 
110033	1	1	1	10	26	4	0	 	 	 	 	 
110034	1	1	1	9	20	4	0	 	 	 	 	 
110035	1	2	1	10	20	1	0	 	 	 	 	 
110035	2	3	1	10	20	1	0	 	 	 	 	 
110036	1	2	1	9	20	2	0	 	 	 	 	 
110037	1	2	1	10	20	2	0	 	 	 	 	 
110038	1	2	1	3	25	3	0	 	 	 	 	 
110041	1	1	1	3	20	3	0	 	 	 	 	 
110041	2	2	1	9	20	1	0	 	 	 	 	 
110042	1	7	2	2	26	8	1	3000	 	4	 	2
110043	1	4	1	12	20	4	0	 	 	 	 	 
110043	2	2	1	12	25	2	0	 	 	 	 	 
110045	1	2	1	10	20	1	0	 	 	 	 	 
110047	1	6	2	4	30	8	1	4000	 	4	 	2
110048	1	4	2	1	30	8	1	2500	 	4	 	2
110049	1	6	2	8	28	12	1	4000	 	4	 	2
110051	1	1	2	1	2	5	1	100	 	2	 	1
110052	1	2	1	9	20	2	0	 	 	 	 	 
110053	1	7	1	12	30	3	0	 	 	 	 	 
110054	1	6	2	2	28	6	1	150	 	2	 	1
110056	1	4	2	4	30	8	1	4500	 	4	 	1
110056	2	2	1	1	30	5	0	 	 	 	 	 
110057	1	1	1	11	22	7	0	 	 	 	 	 
110057	2	2	1	11	22	2	0	 	 	 	 	 
110058	1	2	1	12	30	3	0	 	 	 	 	 
110059	1	6	2	2	25	9	1	6000	 	4	 	1
110060	1	6	1	4	18	8	1	2000	 	4	 	0
110061	1	2	1	12	25	3	0	 	 	 	 	 
110062	1	2	1	12	30	4	0	 	 	 	 	 
110062	2	3	1	12	30	4	0	 	 	 	 	 
110064	1	1	1	10	20	1	0	 	 	 	 	 
110064	2	2	1	10	20	1	0	 	 	 	 	 
110064	3	3	1	5	8	1	0	 	 	 	 	 
110066	1	2	1	12	30	5	0	 	 	 	 	 
110066	2	1	1	12	30	2	0	 	 	 	 	 
110067	1	4	1	6	30	8	1	3500	 	4	 	0
110068	1	2	1	12	7	3	0	 	 	 	 	 
110068	2	1	1	12	7	1	0	 	 	 	 	 
110069	1	2	1	10	20	1	0	 	 	 	 	 
110072	1	1	1	12	30	1	0	 	 	 	 	 
110072	2	2	1	12	30	1	0	 	 	 	 	 
110072	3	3	1	12	30	1	0	 	 	 	 	 
110073	1	1	1	10	20	1	0	 	 	 	 	 
110073	2	2	1	10	20	1	0	 	 	 	 	 
110074	1	2	1	10	20	1	0	 	 	 	 	 
110075	1	4	2	4	30	12	1	4500	 	4	 	1
110075	2	2	1	8	30	1	0	 	 	 	 	 
110076	1	1	1	12	15	6	0	 	 	 	 	 
110077	1	2	1	12	30	1	0	 	 	 	 	 
110080	1	6	2	1	13	9	1	150	 	2	 	1
110083	1	5	1	12	30	3	0	 	 	 	 	 
110083	2	6	2	1	10	9	1	100	 	2	 	0
110084	1	1	1	12	4	6	0	 	 	 	 	 
110085	1	2	1	12	30	2	0	 	 	 	 	 
110086	1	2	1	12	30	2	0	 	 	 	 	 
110089	1	2	1	10	15	1	0	 	 	 	 	 
110091	1	2	1	12	30	1	0	 	 	 	 	 
110092	1	2	1	12	20	2	0	 	 	 	 	 
110092	2	1	1	3	25	2	0	 	 	 	 	 
110093	1	2	1	12	26	2	0	 	 	 	 	 
110094	1	2	1	12	4	4	0	 	 	 	 	 
110095	1	1	1	12	20	2	0	 	 	 	 	 
110096	1	2	1	12	30	2	0	 	 	 	 	 
110097	1	2	2	4	20	8	1	1000	 	4	 	2
110098	1	1	1	9	20	1	0	 	 	 	 	 
110098	2	2	1	9	20	1	0	 	 	 	 	 
110100	1	2	1	12	20	1	0	 	 	 	 	 
110101	1	2	1	12	30	1	0	 	 	 	 	 
110104	1	2	1	9	20	1	0	 	 	 	 	 
110108	1	1	1	12	30	1	0	 	 	 	 	 
110108	2	2	1	12	30	1	0	 	 	 	 	 
110115	1	2	1	8	30	2	0	 	 	 	 	 
110115	2	1	1	8	30	3	0	 	 	 	 	 
110115	3	6	2	1	15	10	1	4000	 	4	 	1
110119	1	2	1	12	25	1	0	 	 	 	 	 
110121	1	7	1	12	30	1	0	 	 	 	 	 
110121	2	2	1	12	30	1	0	 	 	 	 	 
110123	1	2	1	12	30	1	1	30	 	3	 	1
110123	2	7	1	10	20	3	0	 	 	 	 	 
110123	3	1	1	3	15	1	0	 	 	 	 	 
110125	1	2	1	12	20	1	0	 	 	 	 	 
110126	1	4	2	3	30	14	1	2000	 	4	 	0
120001	1	2	1	12	30	3	0	 	 	 	 	 
120003	1	2	1	12	30	3	0	 	 	 	 	 
120004	1	2	1	12	30	2	88	 	 	 	 	 
120004	2	7	1	12	30	1	88	 	 	 	 	 
120011	1	1	1	12	25	3	0	 	 	 	 	 
120011	2	6	2	2	20	6	1	300	 	4	 	2
120012	1	7	1	12	26	11	88	 	 	 	 	 
120014	1	2	1	12	25	1	88	 	 	 	 	 
120014	2	1	1	3	4	8	88	 	 	 	 	 
120015	1	1	1	3	7	4	88	 	 	 	 	 
120015	2	2	1	12	20	2	88	 	 	 	 	 
120017	1	7	1	12	8	5	0	 	 	 	 	 
120018	1	1	1	12	20	3	0	 	 	 	 	 
120018	2	2	1	12	25	1	0	 	 	 	 	 
120020	1	1	1	3	20	8	0	 	 	 	 	 
120020	2	2	1	3	20	2	0	 	 	 	 	 
120022	1	1	1	7	22	8	0	 	 	 	 	 
120022	2	5	2	4	27	10	1	6000	 	4	 	1
120024	1	1	1	4	25	4	0	 	 	 	 	 
120024	2	5	2	3	3	8	1	100	 	2	 	1
120026	1	4	1	3	2	6	0	 	 	 	 	 
120027	1	2	1	12	30	5	88	 	 	 	 	 
120027	2	1	1	12	4	6	88	 	 	 	 	 
