round	childid	s_math	sibid	yc
4	IN080029	466.160858154297	4	1
5	IN080029	221.281494140625	4	1
4	IN080033	481.417724609375	4	1
5	IN080033	587.035461425781	4	1
4	IN080035	288.012298583984	4	1
5	IN080035	590.944274902344	4	1
4	IN080038	248.9013671875	4	1
5	IN080038	327.46728515625	4	1
4	IN080065	207.872940063477	4	1
5	IN080065	238.017730712891	4	1
4	IN080072	490.648284912109	4	1
5	IN080072	480.443206787109	4	1
4	IN080077	423.742492675781	4	1
5	IN080077	573.239135742188	4	1
4	IN080080	302.794769287109	4	1
5	IN080080	376.012298583984	4	1
4	IN080083	546.173706054688	4	1
4	IN080088	398.751831054688	4	1
5	IN080088	474.476501464844	4	1
4	IN090016	279.389312744141	4	1
5	IN090016	228.058395385742	4	1
4	IN090040	464.927093505859	4	1
4	IN090054	205.163940429688	4	1
5	IN090054	401.005584716797	4	1
4	IN090055	191.942031860352	4	1
5	IN090055	239.009658813477	4	1
4	IN090058	196.48583984375	4	1
5	IN090058	242.377456665039	4	1
4	IN090062	572.364440917969	4	1
5	IN090062	610.551086425781	4	1
4	IN090073	404.702514648438	4	1
5	IN090073	415.349304199219	4	1
4	IN090074	359.065399169922	4	1
5	IN090074	491.764068603516	4	1
4	IN090075	451.927795410156	4	1
5	IN090079	227.83171081543	4	1
4	IN090081	629.611877441406	4	1
4	IN090100	351.671173095703	4	1
5	IN090100	477.564239501953	4	1
4	IN100004	243.259155273438	4	1
5	IN100004	407.841247558594	4	1
4	IN100011	568.094543457031	4	1
5	IN100011	584.744750976563	4	1
4	IN100025	430.179870605469	4	1
5	IN100025	514.542907714844	4	1
4	IN100028	208.841079711914	4	1
5	IN100028	332.281280517578	4	1
4	IN100029	354.362884521484	4	1
5	IN100029	294.281982421875	4	1
4	IN100043	248.627075195313	4	1
5	IN100043	547.648803710938	4	1
4	IN100051	498.525939941406	4	1
5	IN100051	506.251831054688	4	1
4	IN100054	399.915863037109	4	1
5	IN100054	533.239990234375	4	1
4	IN100062	476.814666748047	4	1
5	IN100062	410.031372070313	4	1
4	IN100076	590.073852539063	4	1
5	IN100076	555.918762207031	4	1
4	IN100079	381.637115478516	4	1
5	IN100079	481.436279296875	4	1
4	IN100081	193.095504760742	4	1
5	IN100081	481.610107421875	4	1
4	IN100086	469.9345703125	4	1
5	IN100086	471.175842285156	4	1
4	IN100090	204.193313598633	4	1
5	IN100090	506.091278076172	4	1
4	IN100095	258.3359375	4	1
5	IN100095	463.756805419922	4	1
4	IN100100	207.836624145508	4	1
5	IN100100	379.298187255859	4	1
4	IN110016	566.947570800781	4	1
5	IN110016	604.865051269531	4	1
4	IN110019	478.075988769531	4	1
5	IN110019	532.553405761719	4	1
4	IN110036	421.892272949219	4	1
5	IN110046	453.646362304688	4	1
4	IN110055	453.404724121094	4	1
5	IN110055	445.861724853516	4	1
4	IN110071	390.345275878906	4	1
5	IN110071	449.785034179688	4	1
4	IN110079	488.615081787109	4	1
5	IN110079	471.873809814453	4	1
4	IN110081	360.668884277344	4	1
5	IN110081	390.205993652344	4	1
4	IN110083	401.230407714844	4	1
5	IN110083	420.683929443359	4	1
4	IN110099	204.172012329102	4	1
5	IN110099	219.407852172852	4	1
5	IN110100	217.053268432617	4	1
4	IN120005	467.802551269531	4	1
5	IN120005	529.20751953125	4	1
4	IN120009	437.557830810547	4	1
5	IN120009	495.639343261719	4	1
4	IN120010	401.416625976563	4	1
5	IN120010	530.689270019531	4	1
4	IN120013	638.471557617188	4	1
5	IN120013	646.836547851563	4	1
4	IN120025	419.810974121094	4	1
5	IN120025	424.858276367188	4	1
4	IN120030	532.019104003906	4	1
5	IN120030	512.654235839844	4	1
4	IN120036	481.055145263672	4	1
5	IN120036	464.771026611328	4	1
4	IN120037	253.045654296875	4	1
5	IN120037	549.109191894531	4	1
4	IN120038	436.203521728516	4	1
5	IN120038	524.864440917969	4	1
4	IN120040	400.479309082031	4	1
4	IN120044	609.659362792969	4	1
5	IN120044	607.693054199219	4	1
4	IN120046	543.058044433594	4	1
5	IN120046	593.391540527344	4	1
4	IN120047	436.799835205078	4	1
5	IN120047	533.397277832031	4	1
4	IN120049	535.55712890625	4	1
5	IN120049	539.400939941406	4	1
4	IN120064	578.689208984375	4	1
5	IN120064	682.013610839844	4	1
4	IN120065	640.407836914063	4	1
5	IN120065	559.169677734375	4	1
4	IN120071	412.649566650391	4	1
5	IN120071	488.438110351563	4	1
4	IN120094	374.058380126953	4	1
5	IN120094	445.972564697266	4	1
4	IN120101	468.469451904297	4	1
5	IN120101	345.867523193359	4	1
4	IN130012	452.4501953125	4	1
5	IN130012	531.927551269531	4	1
4	IN130027	274.981994628906	4	1
5	IN130027	374.401306152344	4	1
4	IN130067	314.024078369141	4	1
5	IN130067	230.149963378906	4	1
4	IN130070	507.877868652344	4	1
5	IN130070	502.091888427734	4	1
4	IN130080	404.308502197266	4	1
5	IN130080	381.329376220703	4	1
4	IN130084	192.096069335938	4	1
5	IN130084	249.219482421875	4	1
4	IN130085	405.576080322266	4	1
5	IN130085	537.910278320313	4	1
4	IN130098	575.2587890625	4	1
5	IN130098	532.134460449219	4	1
4	IN140001	299.388153076172	4	1
5	IN140001	422.4873046875	4	1
4	IN140010	547.96484375	4	1
5	IN140010	532.53564453125	4	1
4	IN140011	424.696105957031	4	1
5	IN140011	550.419982910156	4	1
4	IN140017	339.107391357422	4	1
5	IN140017	413.292938232422	4	1
4	IN140026	278.912139892578	4	1
5	IN140026	547.428649902344	4	1
4	IN140044	532.876647949219	4	1
5	IN140044	526.890014648438	4	1
4	IN140049	548.490478515625	4	1
5	IN140049	618.947387695313	4	1
4	IN140054	462.622344970703	4	1
5	IN140054	499.734802246094	4	1
4	IN140058	392.456604003906	4	1
5	IN140058	478.133728027344	4	1
4	IN140071	371.24267578125	4	1
5	IN140071	586.772399902344	4	1
5	IN140072	455.994537353516	4	1
5	IN140085	414.192321777344	4	1
4	IN140089	350.520446777344	4	1
5	IN140089	341.449432373047	4	1
4	IN140092	659.216857910156	4	1
5	IN140092	606.44189453125	4	1
4	IN150005	482.524505615234	4	1
5	IN150005	641.543762207031	4	1
5	IN150007	276.689086914063	4	1
4	IN150010	512.689697265625	4	1
5	IN150010	579.803894042969	4	1
4	IN150017	271.347442626953	4	1
5	IN150017	397.002197265625	4	1
4	IN150019	464.424743652344	4	1
5	IN150019	515.568420410156	4	1
4	IN150034	377.490173339844	4	1
5	IN150034	421.078948974609	4	1
4	IN150040	608.416931152344	4	1
5	IN150040	521.811401367188	4	1
4	IN150043	475.041107177734	4	1
5	IN150043	465.812042236328	4	1
4	IN150053	370.246734619141	4	1
5	IN150053	478.860778808594	4	1
4	IN150059	618.322448730469	4	1
5	IN150059	234.781448364258	4	1
4	IN150062	496.70703125	4	1
5	IN150062	231.968475341797	4	1
5	IN150063	487.522827148438	4	1
4	IN150067	201.28515625	4	1
5	IN150067	244.892333984375	4	1
5	IN150079	236.265594482422	4	1
4	IN150087	409.588897705078	4	1
5	IN150087	376.844055175781	4	1
4	IN150096	282.456512451172	4	1
5	IN150096	375.384979248047	4	1
4	IN160001	243.89665222168	4	1
5	IN160001	379.989898681641	4	1
4	IN160013	394.821838378906	4	1
5	IN160013	418.620666503906	4	1
4	IN160024	296.521331787109	4	1
5	IN160024	221.984100341797	4	1
4	IN160032	426.406677246094	4	1
5	IN160032	461.076232910156	4	1
4	IN160034	426.404418945313	4	1
5	IN160034	480.408264160156	4	1
4	IN160035	421.661834716797	4	1
5	IN160036	476.958831787109	4	1
4	IN160040	438.388763427734	4	1
5	IN160040	416.173675537109	4	1
5	IN160043	254.387008666992	4	1
4	IN160044	458.635437011719	4	1
5	IN160044	482.477172851563	4	1
4	IN160047	394.411773681641	4	1
5	IN160047	410.071197509766	4	1
5	IN160048	238.580078125	4	1
4	IN160050	191.154220581055	4	1
5	IN160050	409.849151611328	4	1
4	IN160054	364.857635498047	4	1
5	IN160054	453.315063476563	4	1
4	IN160056	561.496704101563	4	1
5	IN160056	251.562774658203	4	1
5	IN160065	236.409622192383	4	1
4	IN160078	318.893524169922	4	1
5	IN160078	550.220581054688	4	1
4	IN160090	229.387222290039	4	1
5	IN160090	536.67138671875	4	1
4	IN160094	200.680221557617	4	1
5	IN160094	358.859130859375	4	1
4	IN170004	447.660430908203	4	1
5	IN170004	427.437042236328	4	1
4	IN170006	196.727554321289	4	1
5	IN170006	338.797912597656	4	1
4	IN170009	445.420623779297	4	1
5	IN170009	421.46533203125	4	1
5	IN170013	321.379608154297	4	1
5	IN170026	412.867858886719	4	1
5	IN170029	441.092346191406	4	1
5	IN170038	332.313720703125	4	1
5	IN170064	344.51904296875	4	1
4	IN170065	256.422210693359	4	1
5	IN170065	287.793151855469	4	1
5	IN170089	407.166687011719	4	1
4	IN170096	333.392791748047	4	1
5	IN170096	398.873687744141	4	1
4	IN180009	392.248199462891	4	1
5	IN180023	419.036865234375	4	1
4	IN180036	423.872497558594	4	1
5	IN180036	471.107086181641	4	1
5	IN180038	250.734939575195	4	1
5	IN180049	391.743743896484	4	1
4	IN180056	339.69189453125	4	1
5	IN180056	217.573043823242	4	1
4	IN180059	349.957977294922	4	1
5	IN180069	410.245788574219	4	1
4	IN180079	372.631500244141	4	1
5	IN180079	447.299163818359	4	1
4	IN180087	501.932189941406	4	1
5	IN180087	524.105102539063	4	1
4	IN180091	508.22216796875	4	1
4	IN190013	366.299713134766	4	1
5	IN190013	585.188110351563	4	1
4	IN190034	371.275604248047	4	1
5	IN190034	547.252563476563	4	1
4	IN190052	262.511535644531	4	1
5	IN190052	481.714172363281	4	1
4	IN190053	308.1689453125	4	1
5	IN190053	353.826843261719	4	1
5	IN190067	320.367645263672	4	1
5	IN190071	222.769378662109	4	1
4	IN190088	311.184814453125	4	1
4	IN200003	298.64794921875	4	1
5	IN200003	451.354797363281	4	1
4	IN200006	431.339996337891	4	1
5	IN200006	551.95458984375	4	1
5	IN200012	524.488220214844	4	1
4	IN200013	301.479705810547	4	1
5	IN200013	455.744598388672	4	1
4	IN200019	326.798126220703	4	1
4	IN200025	519.7626953125	4	1
5	IN200025	511.203948974609	4	1
4	IN200030	391.569519042969	4	1
5	IN200030	417.962890625	4	1
4	IN200043	464.86572265625	4	1
5	IN200043	614.029113769531	4	1
4	IN200047	295.047210693359	4	1
5	IN200047	354.820159912109	4	1
4	IN200048	480.599761962891	4	1
5	IN200048	378.245147705078	4	1
4	IN200054	460.198638916016	4	1
5	IN200054	402.822479248047	4	1
4	IN200064	488.785919189453	4	1
5	IN200064	561.553466796875	4	1
4	IN200074	520.137512207031	4	1
5	IN200074	497.866546630859	4	1
4	IN010005	325.339294433594	5	1
5	IN010005	480.891082763672	5	1
4	IN010010	478.954711914063	5	1
5	IN010010	465.766082763672	5	1
4	IN010026	513.250183105469	5	1
5	IN010026	518.502014160156	5	1
4	IN010036	398.844635009766	5	1
5	IN010036	472.581573486328	5	1
4	IN010054	368.913635253906	5	1
5	IN010054	492.042602539063	5	1
5	IN010055	458.678894042969	5	1
5	IN010058	312.358337402344	5	1
4	IN010059	463.66650390625	5	1
5	IN010059	390.291046142578	5	1
4	IN010060	396.7373046875	5	1
5	IN010060	519.193176269531	5	1
4	IN010073	425.629791259766	5	1
5	IN010073	477.526916503906	5	1
4	IN010075	503.944213867188	5	1
5	IN010075	519.371704101563	5	1
4	IN010077	268.023498535156	5	1
5	IN010077	349.288299560547	5	1
4	IN010081	615.552062988281	5	1
5	IN010081	713.474731445313	5	1
4	IN010094	703.200988769531	5	1
5	IN010094	840.711791992188	5	1
4	IN010097	376.019958496094	5	1
5	IN010097	387.11474609375	5	1
4	IN010100	354.878387451172	5	1
5	IN010100	482.2412109375	5	1
4	IN020002	324.62841796875	5	1
5	IN020002	253.808395385742	5	1
4	IN020015	321.360809326172	5	1
5	IN020015	465.635833740234	5	1
5	IN020016	504.804382324219	5	1
4	IN020022	299.354339599609	5	1
5	IN020022	436.792388916016	5	1
4	IN020037	459.556091308594	5	1
5	IN020037	647.019409179688	5	1
4	IN020038	584.308898925781	5	1
5	IN020038	612.845581054688	5	1
4	IN020039	675.548583984375	5	1
4	IN020061	435.932403564453	5	1
5	IN020061	252.262893676758	5	1
4	IN020074	404.702392578125	5	1
5	IN020074	512.372436523438	5	1
4	IN020080	366.739288330078	5	1
5	IN020080	444.180908203125	5	1
4	IN020082	249.768035888672	5	1
5	IN020082	386.701202392578	5	1
4	IN030001	448.632934570313	5	1
5	IN030001	550.862854003906	5	1
4	IN030016	718.911499023438	5	1
5	IN030016	701.487670898438	5	1
4	IN030021	395.184661865234	5	1
5	IN030021	526.441162109375	5	1
4	IN030040	350.603210449219	5	1
5	IN030040	362.981872558594	5	1
4	IN030047	518.791687011719	5	1
5	IN030047	614.636535644531	5	1
4	IN030085	545.718933105469	5	1
5	IN030085	595.149963378906	5	1
4	IN030100	410.556274414063	5	1
5	IN030100	506.603759765625	5	1
4	IN040001	317.310455322266	5	1
4	IN040005	579.966735839844	5	1
5	IN040005	490.9970703125	5	1
4	IN040006	558.700927734375	5	1
5	IN040006	505.028564453125	5	1
4	IN040007	305.369750976563	5	1
5	IN040007	393.886505126953	5	1
5	IN040008	397.965179443359	5	1
4	IN040010	355.383514404297	5	1
5	IN040010	480.190460205078	5	1
4	IN040011	382.007568359375	5	1
5	IN040011	481.30712890625	5	1
4	IN040030	331.870483398438	5	1
5	IN040030	370.324249267578	5	1
4	IN040032	281.871643066406	5	1
5	IN040032	371.303802490234	5	1
4	IN040039	558.682739257813	5	1
5	IN040039	600.296203613281	5	1
4	IN040045	458.452301025391	5	1
5	IN040045	439.964691162109	5	1
4	IN040046	384.018341064453	5	1
5	IN040046	474.243560791016	5	1
5	IN040048	470.635528564453	5	1
4	IN040052	317.864044189453	5	1
5	IN040052	526.469482421875	5	1
4	IN040054	542.313598632813	5	1
5	IN040054	509.355590820313	5	1
4	IN040060	652.352294921875	5	1
5	IN040060	703.008117675781	5	1
4	IN040065	505.013427734375	5	1
5	IN040065	483.343475341797	5	1
4	IN040067	582.098327636719	5	1
5	IN040067	612.6865234375	5	1
4	IN040070	495.552307128906	5	1
5	IN040070	532.472839355469	5	1
4	IN040087	439.779113769531	5	1
5	IN040087	482.294067382813	5	1
4	IN040096	626.374328613281	5	1
5	IN040096	648.278076171875	5	1
5	IN040098	376.381530761719	5	1
5	IN040099	467.582977294922	5	1
4	IN050008	295.999053955078	5	1
5	IN050008	429.492919921875	5	1
4	IN050011	709.583435058594	5	1
5	IN050011	586.731079101563	5	1
4	IN050012	498.834289550781	5	1
4	IN050017	278.897125244141	5	1
4	IN050018	440.850646972656	5	1
5	IN050018	521.020751953125	5	1
4	IN050021	495.923767089844	5	1
5	IN050021	533.999450683594	5	1
4	IN050025	608.935485839844	5	1
4	IN050037	488.350067138672	5	1
4	IN050043	535.506774902344	5	1
5	IN050043	449.436889648438	5	1
4	IN050060	488.473571777344	5	1
5	IN050082	247.781692504883	5	1
4	IN050093	327.894378662109	5	1
4	IN050097	580.688110351563	5	1
5	IN060023	551.676513671875	5	1
4	IN060027	377.091033935547	5	1
5	IN060027	441.604156494141	5	1
4	IN060029	531.416931152344	5	1
4	IN060063	563.038452148438	5	1
5	IN060063	515.973205566406	5	1
4	IN060065	452.549102783203	5	1
5	IN060065	499.66064453125	5	1
4	IN060074	370.770263671875	5	1
5	IN060074	239.066024780273	5	1
4	IN060078	477.283325195313	5	1
5	IN060078	435.718505859375	5	1
4	IN060079	476.044921875	5	1
5	IN060079	545.319702148438	5	1
4	IN060085	529.664428710938	5	1
5	IN060085	599.019958496094	5	1
4	IN070004	496.557739257813	5	1
5	IN070004	556.940368652344	5	1
4	IN070022	465.681304931641	5	1
5	IN070022	478.391357421875	5	1
4	IN070038	420.967864990234	5	1
4	IN070046	419.874481201172	5	1
5	IN070046	504.539367675781	5	1
4	IN070051	595.625854492188	5	1
4	IN070052	532.944030761719	5	1
5	IN070052	516.479187011719	5	1
4	IN070054	513.055297851563	5	1
4	IN070058	441.361602783203	5	1
4	IN070060	196.960494995117	5	1
5	IN070060	448.218627929688	5	1
4	IN070064	433.854614257813	5	1
4	IN070069	579.056213378906	5	1
4	IN070089	447.577453613281	5	1
5	IN070089	417.069915771484	5	1
4	IN080007	456.034851074219	5	1
4	IN080010	432.220458984375	5	1
4	IN080013	186.170806884766	5	1
4	IN080021	602.896240234375	5	1
5	IN080021	567.855224609375	5	1
4	IN080025	196.51838684082	5	1
5	IN080025	592.218017578125	5	1
4	IN080030	606.028564453125	5	1
5	IN080030	625.121887207031	5	1
4	IN080041	200.226852416992	5	1
5	IN080041	433.250823974609	5	1
4	IN080053	403.645080566406	5	1
5	IN080053	497.545684814453	5	1
4	IN080066	314.791809082031	5	1
5	IN080066	511.653076171875	5	1
4	IN080079	359.986206054688	5	1
4	IN080091	519.236511230469	5	1
4	IN090001	302.600646972656	5	1
5	IN090001	509.009063720703	5	1
4	IN090009	591.753356933594	5	1
5	IN090009	675.681335449219	5	1
4	IN090013	274.780364990234	5	1
5	IN090013	457.729156494141	5	1
4	IN090020	421.428985595703	5	1
5	IN090020	294.541229248047	5	1
4	IN090022	504.441802978516	5	1
5	IN090022	492.452270507813	5	1
4	IN090023	517.870239257813	5	1
5	IN090023	576.314636230469	5	1
4	IN090025	392.752563476563	5	1
5	IN090025	518.348571777344	5	1
4	IN090034	424.76171875	5	1
5	IN090034	495.741790771484	5	1
4	IN090041	330.601745605469	5	1
4	IN090042	196.641143798828	5	1
5	IN090042	561.438232421875	5	1
4	IN090047	305.984710693359	5	1
5	IN090047	305.25830078125	5	1
5	IN090053	242.108169555664	5	1
4	IN090057	402.062133789063	5	1
5	IN090057	394.485687255859	5	1
4	IN090065	601.028869628906	5	1
5	IN090065	634.123107910156	5	1
4	IN090067	447.474334716797	5	1
5	IN090067	489.234893798828	5	1
4	IN090069	559.296203613281	5	1
4	IN090071	204.825775146484	5	1
5	IN090071	390.5361328125	5	1
4	IN090072	520.308349609375	5	1
5	IN090072	496.130432128906	5	1
4	IN100002	698.549499511719	5	1
5	IN100002	584.867492675781	5	1
4	IN100003	719.547729492188	5	1
5	IN100003	520.085815429688	5	1
4	IN100006	542.593872070313	5	1
5	IN100006	521.063232421875	5	1
4	IN100010	370.670440673828	5	1
5	IN100010	452.518676757813	5	1
4	IN100015	423.290985107422	5	1
4	IN100019	521.557434082031	5	1
5	IN100019	512.089782714844	5	1
4	IN100024	483.559631347656	5	1
5	IN100024	458.716979980469	5	1
4	IN100040	681.962280273438	5	1
5	IN100040	739.167114257813	5	1
4	IN100053	411.313842773438	5	1
5	IN100053	371.486145019531	5	1
4	IN100066	327.581756591797	5	1
5	IN100066	480.763580322266	5	1
4	IN100077	639.894348144531	5	1
5	IN100077	608.460815429688	5	1
4	IN100078	538.043823242188	5	1
5	IN100078	526.804870605469	5	1
4	IN100085	350.86083984375	5	1
5	IN100085	343.582824707031	5	1
4	IN100087	361.404693603516	5	1
5	IN100087	419.850799560547	5	1
4	IN100092	335.358856201172	5	1
5	IN100092	444.05224609375	5	1
4	IN110025	459.556976318359	5	1
5	IN110025	537.059753417969	5	1
4	IN110028	521.880065917969	5	1
5	IN110028	498.681365966797	5	1
4	IN110031	445.179351806641	5	1
5	IN110031	353.543792724609	5	1
4	IN110064	647.785888671875	5	1
5	IN110069	246.416534423828	5	1
4	IN120008	482.122589111328	5	1
5	IN120008	595.546997070313	5	1
4	IN120020	517.787109375	5	1
5	IN120020	613.867553710938	5	1
4	IN120021	604.033447265625	5	1
5	IN120021	637.51220703125	5	1
4	IN120023	323.981018066406	5	1
5	IN120023	554.967041015625	5	1
4	IN120028	631.45166015625	5	1
4	IN120053	387.274810791016	5	1
5	IN120053	443.054077148438	5	1
4	IN120055	508.201995849609	5	1
5	IN120055	554.55224609375	5	1
4	IN120058	307.764404296875	5	1
5	IN120058	491.70556640625	5	1
5	IN120066	223.143844604492	5	1
4	IN120069	588.629760742188	5	1
5	IN120069	633.129943847656	5	1
4	IN120070	312.714019775391	5	1
5	IN120070	261.369323730469	5	1
4	IN120097	661.933349609375	5	1
4	IN130002	477.377502441406	5	1
5	IN130002	560.395080566406	5	1
4	IN130003	201.357803344727	5	1
5	IN130005	224.678085327148	5	1
4	IN130021	350.685241699219	5	1
5	IN130021	370.04345703125	5	1
4	IN130026	462.962524414063	5	1
4	IN130053	257.055969238281	5	1
5	IN130053	388.595245361328	5	1
4	IN130054	329.867340087891	5	1
5	IN130054	378.425506591797	5	1
5	IN130060	243.393173217773	5	1
4	IN130068	614.000305175781	5	1
5	IN130068	724.915649414063	5	1
4	IN130089	616.884643554688	5	1
5	IN130089	507.421722412109	5	1
5	IN130097	257.771087646484	5	1
4	IN140034	354.0263671875	5	1
5	IN140034	524.436767578125	5	1
4	IN140037	540.503845214844	5	1
5	IN140037	458.619537353516	5	1
4	IN140053	556.2783203125	5	1
5	IN140053	565.222839355469	5	1
4	IN140056	665.525329589844	5	1
5	IN140056	733.840515136719	5	1
4	IN140069	536.308044433594	5	1
5	IN140069	577.638427734375	5	1
4	IN140073	564.592468261719	5	1
5	IN140073	636.496459960938	5	1
4	IN140076	542.898742675781	5	1
5	IN140076	462.516418457031	5	1
4	IN140082	265.742797851563	5	1
5	IN140082	358.338623046875	5	1
4	IN140098	420.767456054688	5	1
5	IN140098	550.372619628906	5	1
4	IN140100	382.949645996094	5	1
5	IN140100	484.287933349609	5	1
4	IN150003	525.783142089844	5	1
5	IN150003	548.037353515625	5	1
4	IN150008	530.115173339844	5	1
5	IN150008	581.181579589844	5	1
5	IN150011	371.670745849609	5	1
4	IN150032	573.313659667969	5	1
5	IN150032	466.503784179688	5	1
4	IN150045	502.319580078125	5	1
5	IN150045	470.477996826172	5	1
4	IN150050	449.122528076172	5	1
5	IN150050	412.277465820313	5	1
4	IN150065	538.857238769531	5	1
5	IN150065	477.199798583984	5	1
4	IN150069	506.628173828125	5	1
5	IN150069	484.013519287109	5	1
4	IN150071	347.783630371094	5	1
5	IN150071	359.127136230469	5	1
4	IN150076	469.211273193359	5	1
5	IN150076	493.900207519531	5	1
4	IN150082	410.531341552734	5	1
5	IN150082	498.895782470703	5	1
4	IN150083	479.427612304688	5	1
5	IN150083	569.729431152344	5	1
4	IN150100	332.472778320313	5	1
5	IN150100	471.726409912109	5	1
5	IN160006	427.811645507813	5	1
4	IN160016	300.393859863281	5	1
5	IN160016	431.920745849609	5	1
4	IN160030	452.704254150391	5	1
5	IN160030	516.925903320313	5	1
4	IN160036	442.148284912109	5	1
4	IN160053	473.533416748047	5	1
5	IN160053	454.591552734375	5	1
4	IN170011	421.286956787109	5	1
5	IN170011	238.526214599609	5	1
4	IN170012	275.131042480469	5	1
5	IN170012	326.422882080078	5	1
5	IN170014	388.998260498047	5	1
4	IN170030	257.126098632813	5	1
5	IN170030	527.106201171875	5	1
4	IN170037	197.561676025391	5	1
5	IN170037	362.975494384766	5	1
4	IN170039	371.143981933594	5	1
5	IN170039	480.946441650391	5	1
5	IN170040	364.562835693359	5	1
4	IN170045	172.093460083008	5	1
5	IN170045	263.969390869141	5	1
5	IN170049	238.722854614258	5	1
4	IN170058	196.64616394043	5	1
5	IN170058	350.559020996094	5	1
4	IN170060	287.367309570313	5	1
5	IN170060	338.264770507813	5	1
4	IN170079	247.052764892578	5	1
5	IN170079	369.013092041016	5	1
4	IN170088	282.729553222656	5	1
5	IN170088	330.062469482422	5	1
4	IN180006	237.568115234375	5	1
5	IN180006	339.285125732422	5	1
4	IN180014	404.625366210938	5	1
5	IN180014	424.44873046875	5	1
4	IN180020	320.132171630859	5	1
5	IN180020	271.132019042969	5	1
5	IN180025	347.540283203125	5	1
4	IN180032	322.873748779297	5	1
5	IN180032	361.433135986328	5	1
4	IN180033	328.355407714844	5	1
5	IN180033	387.981292724609	5	1
4	IN180041	329.500610351563	5	1
5	IN180041	361.843170166016	5	1
4	IN180043	572.411926269531	5	1
5	IN180043	521.3291015625	5	1
4	IN180076	331.56298828125	5	1
5	IN180076	472.649200439453	5	1
4	IN180089	263.191619873047	5	1
5	IN180089	315.262725830078	5	1
4	IN180094	386.040649414063	5	1
5	IN180094	539.0849609375	5	1
4	IN190005	456.275756835938	5	1
5	IN190005	437.791412353516	5	1
4	IN190007	207.448379516602	5	1
4	IN190010	277.572021484375	5	1
5	IN190010	393.8271484375	5	1
5	IN190012	436.484069824219	5	1
4	IN190014	368.444976806641	5	1
5	IN190014	441.4462890625	5	1
4	IN190020	269.696746826172	5	1
5	IN190020	471.344299316406	5	1
4	IN190026	400.641387939453	5	1
5	IN190026	432.946105957031	5	1
4	IN190041	293.090911865234	5	1
5	IN190041	299.706268310547	5	1
4	IN190044	249.340972900391	5	1
5	IN190044	374.839782714844	5	1
4	IN190046	345.587982177734	5	1
5	IN190046	408.433258056641	5	1
4	IN190055	345.552429199219	5	1
5	IN190055	410.791839599609	5	1
4	IN190060	203.019775390625	5	1
5	IN190060	463.605255126953	5	1
4	IN190078	340.161193847656	5	1
5	IN190078	430.148803710938	5	1
4	IN190081	333.197662353516	5	1
5	IN190081	375.054321289063	5	1
4	IN190083	544.778625488281	5	1
5	IN190083	575.714721679688	5	1
4	IN200005	375.798278808594	5	1
4	IN200023	498.872253417969	5	1
5	IN200023	542.5107421875	5	1
5	IN200028	518.479919433594	5	1
4	IN200029	566.379699707031	5	1
5	IN200029	505.600311279297	5	1
4	IN200049	414.630798339844	5	1
5	IN200049	491.177673339844	5	1
4	IN200076	193.074203491211	5	1
5	IN200076	353.934326171875	5	1
4	IN200093	200.646423339844	5	1
5	IN200093	397.031616210938	5	1
4	IN200096	191.334579467773	5	1
5	IN200096	414.779327392578	5	1
4	IN200101	474.937774658203	5	1
5	IN200101	425.797973632813	5	1
4	IN010009	353.151550292969	6	1
5	IN010009	386.222747802734	6	1
4	IN010020	501.443481445313	6	1
5	IN010020	470.763793945313	6	1
5	IN010066	509.387298583984	6	1
4	IN010067	406.951751708984	6	1
5	IN010067	442.563110351563	6	1
4	IN010072	413.382507324219	6	1
5	IN010072	496.769165039063	6	1
5	IN010093	580.205932617188	6	1
4	IN010099	766.966064453125	6	1
5	IN010099	709.469421386719	6	1
5	IN020009	368.740447998047	6	1
5	IN020010	528.937744140625	6	1
4	IN020031	518.620239257813	6	1
5	IN020031	510.223175048828	6	1
4	IN020044	434.940979003906	6	1
5	IN020044	570.2021484375	6	1
4	IN020052	406.647430419922	6	1
4	IN020097	483.684631347656	6	1
5	IN020097	443.981201171875	6	1
4	IN020100	476.437805175781	6	1
5	IN020100	428.930694580078	6	1
4	IN030012	436.610046386719	6	1
5	IN030012	525.428039550781	6	1
5	IN030026	244.67692565918	6	1
4	IN030093	304.612030029297	6	1
5	IN030093	504.959686279297	6	1
4	IN030099	535.054016113281	6	1
5	IN030099	521.650573730469	6	1
4	IN040002	399.951049804688	6	1
5	IN040002	334.412658691406	6	1
5	IN040003	458.653991699219	6	1
5	IN040018	462.802581787109	6	1
5	IN040022	392.086761474609	6	1
4	IN040028	531.830871582031	6	1
5	IN040028	336.111846923828	6	1
4	IN040041	186.199615478516	6	1
5	IN040041	230.893890380859	6	1
4	IN040053	282.049468994141	6	1
5	IN040053	357.709503173828	6	1
4	IN040069	381.011383056641	6	1
5	IN040069	482.901611328125	6	1
4	IN040094	285.631439208984	6	1
5	IN040094	415.777282714844	6	1
4	IN040095	451.857025146484	6	1
5	IN040095	463.669006347656	6	1
4	IN050035	525.525268554688	6	1
5	IN050035	641.572570800781	6	1
4	IN050041	498.597961425781	6	1
5	IN050041	508.412384033203	6	1
4	IN050061	399.052917480469	6	1
5	IN050061	541.938598632813	6	1
4	IN050099	416.700439453125	6	1
5	IN050099	463.624694824219	6	1
4	IN060049	225.165267944336	6	1
5	IN060049	419.746612548828	6	1
