childid	yc	round	theta_eap	ppvt_score	country	group	language
IN171007	0	2	.206239998340607	1.87710165977478	2	7	4
IN171008	0	2	.294452995061874	2.00768899917603	2	7	4
IN171009	0	2	-.0763847976922989	1.4587140083313	2	7	4
IN171010	0	2	.662836015224457	2.55303001403809	2	7	4
IN171011	0	2	.244192004203796	1.93328440189362	2	7	4
IN171012	0	2	.161537006497383	1.81092500686646	2	7	4
IN171013	0	2	-.610850989818573	.667509496212006	2	7	4
IN171014	0	2	-.0049876500852406	1.56440782546997	2	7	4
IN171015	0	2	-1.18382000923157	-.180693253874779	2	7	4
IN171016	0	2	.315412998199463	2.03871750831604	2	7	4
IN171018	0	2	-.346572995185852	1.05873715877533	2	7	4
IN171019	0	2	.301483005285263	2.01809597015381	2	7	4
IN171020	0	2	-.508499979972839	.819026231765747	2	7	4
IN171021	0	2	-.295908987522125	1.13373827934265	2	7	4
IN171022	0	2	-.528297007083893	.789719462394714	2	7	4
IN171023	0	2	-.124977998435497	1.38677847385406	2	7	4
IN171024	0	2	-.201856002211571	1.27297103404999	2	7	4
IN171025	0	2	.037467498332262	1.62725687026978	2	7	4
IN171026	0	2	.112067997455597	1.73769283294678	2	7	4
IN171027	0	2	.341412007808685	2.07720541954041	2	7	4
IN171028	0	2	.305732995271683	2.02438759803772	2	7	4
IN171029	0	2	.066686600446701	1.67051184177399	2	7	4
IN171030	0	2	.188282996416092	1.85051870346069	2	7	4
IN171031	0	2	-.0428166016936302	1.50840723514557	2	7	4
IN171032	0	2	-.381233990192413	1.00742626190186	2	7	4
IN171033	0	2	.362040996551514	2.10774374008179	2	7	4
IN171034	0	2	-.654141008853912	.603424489498138	2	7	4
IN171035	0	2	.575152993202209	2.42322731018066	2	7	4
IN171036	0	2	-.504969000816345	.824253380298615	2	7	4
IN171037	0	2	-.435591995716095	.926956593990326	2	7	4
IN171038	0	2	.353132009506226	2.09455537796021	2	7	4
IN171039	0	2	.00775466021150351	1.58327114582062	2	7	4
IN171040	0	2	.0532390996813774	1.65060460567474	2	7	4
IN171041	0	2	.000563129025977105	1.572625041008	2	7	4
IN171042	0	2	.667294025421143	2.55962944030762	2	7	4
IN171043	0	2	.495270013809204	2.30497121810913	2	7	4
IN171044	0	2	.464962989091873	2.26010584831238	2	7	4
IN171045	0	2	.0909340009093285	1.70640683174133	2	7	4
IN171046	0	2	-.577457010746002	.716944754123688	2	7	4
IN171047	0	2	.162972003221512	1.81304931640625	2	7	4
IN171048	0	2	-.216856002807617	1.2507655620575	2	7	4
IN171049	0	2	-.0997677966952324	1.42409873008728	2	7	4
IN171050	0	2	-.159943997859955	1.33501601219177	2	7	4
IN181001	0	2	1.17551004886627	3.31197428703308	2	7	4
IN181002	0	2	-.0911035016179085	1.4369250535965	2	7	4
IN181003	0	2	.0690521001815796	1.67401361465454	2	7	4
IN181004	0	2	.543025016784668	2.37566614151001	2	7	4
IN181005	0	2	.50628000497818	2.32126998901367	2	7	4
IN181006	0	2	.240963995456696	1.92850577831268	2	7	4
IN181007	0	2	.241965994238853	1.92998909950256	2	7	4
IN181008	0	2	.0418263003230095	1.63370954990387	2	7	4
IN181009	0	2	.752605020999908	2.68592071533203	2	7	4
IN181010	0	2	.308539003133774	2.02854132652283	2	7	4
IN181011	0	2	1.28745996952057	3.47770094871521	2	7	4
IN181012	0	2	.251653999090195	1.94433093070984	2	7	4
IN181013	0	2	.387998998165131	2.14617109298706	2	7	4
IN181014	0	2	-.0264976993203163	1.53256511688232	2	7	4
IN181015	0	2	.472608000040054	2.27142333984375	2	7	4
IN181016	0	2	1.05853998661041	3.13881587982178	2	7	4
IN181018	0	2	.00155953003559262	1.57410001754761	2	7	4
IN181019	0	2	-.507252991199493	.820872247219086	2	7	4
IN181020	0	2	.726952016353607	2.64794492721558	2	7	4
IN181021	0	2	.258666008710861	1.95471119880676	2	7	4
IN181022	0	2	-.418958008289337	.951581001281738	2	7	4
IN181023	0	2	.479672014713287	2.28188061714172	2	7	4
IN181024	0	2	-.920406997203827	.209253907203674	2	7	4
IN181025	0	2	.0637132972478867	1.6661102771759	2	7	4
IN181026	0	2	-.602671027183533	.679618835449219	2	7	4
IN181027	0	2	-.323040008544922	1.09357452392578	2	7	4
IN181028	0	2	-.299874007701874	1.12786865234375	2	7	4
IN181029	0	2	-.04774060100317	1.50111794471741	2	7	4
IN181030	0	2	-.180847004055977	1.30407190322876	2	7	4
IN181031	0	2	-1.10725998878479	-.0673565492033958	2	7	4
IN181032	0	2	-.64293098449707	.620019435882568	2	7	4
IN181033	0	2	.643639981746674	2.52461290359497	2	7	4
IN181034	0	2	-.363642990589142	1.03346729278564	2	7	4
IN181035	0	2	-.0392457991838455	1.51369333267212	2	7	4
IN181036	0	2	-.503143012523651	.826956510543823	2	7	4
IN181037	0	2	-.144464999437332	1.35793054103851	2	7	4
IN181038	0	2	.652472972869873	2.5376889705658	2	7	4
IN181039	0	2	.00474763987585902	1.57881963253021	2	7	4
IN181040	0	2	-.754151999950409	.455371826887131	2	7	4
IN181041	0	2	-.993422985076904	.101163662970066	2	7	4
IN181042	0	2	1.43854999542236	3.70136904716492	2	7	4
IN181043	0	2	-.400573998689651	.978796005249023	2	7	4
IN181044	0	2	-.473277986049652	.871167659759521	2	7	4
IN181045	0	2	.659331023693085	2.5478413105011	2	7	4
IN181046	0	2	.0221030004322529	1.60451185703278	2	7	4
IN181047	0	2	-.306275993585587	1.11839139461517	2	7	4
IN181048	0	2	.74030202627182	2.66770792007446	2	7	4
IN181049	0	2	.340063005685806	2.07520842552185	2	7	4
IN181050	0	2	.782155990600586	2.72966694831848	2	7	4
IN191001	0	2	.19250799715519	1.85677325725555	2	7	4
IN191002	0	2	-.139045998454094	1.36595261096954	2	7	4
IN191003	0	2	-.742057025432587	.473276793956757	2	7	4
IN191004	0	2	.00416932022199035	1.57796347141266	2	7	4
IN191005	0	2	-.155002996325493	1.34233045578003	2	7	4
IN191007	0	2	-.126683995127678	1.38425290584564	2	7	4
IN191008	0	2	.0582621991634369	1.65804064273834	2	7	4
IN191009	0	2	-.0135097000747919	1.55179214477539	2	7	4
IN191010	0	2	.200767993927002	1.86900115013123	2	7	4
IN191011	0	2	.989476978778839	3.03657746315002	2	7	4
IN191012	0	2	-.0919758006930351	1.43563365936279	2	7	4
IN191013	0	2	-.399257987737656	.980744183063507	2	7	4
IN191014	0	2	-.104457996785641	1.41715550422668	2	7	4
IN191015	0	2	.693916022777557	2.59903979301453	2	7	4
IN191016	0	2	1.03654003143311	3.1062479019165	2	7	4
IN191017	0	2	.445876985788345	2.23185157775879	2	7	4
IN191018	0	2	.859230995178223	2.8437659740448	2	7	4
IN191019	0	2	-.0577928982675076	1.4862368106842	2	7	4
IN191020	0	2	-.412086009979248	.961754024028778	2	7	4
IN191021	0	2	-.0696619972586632	1.46866619586945	2	7	4
IN191022	0	2	-.833333015441895	.338155090808868	2	7	4
IN191023	0	2	.552809000015259	2.39015007019043	2	7	4
IN191024	0	2	.395489990711212	2.15726065635681	2	7	4
IN191025	0	2	-.594839990139008	.691211640834808	2	7	4
IN191026	0	2	-.182054996490479	1.30228364467621	2	7	4
IN191027	0	2	.128459006547928	1.76195740699768	2	7	4
IN191028	0	2	-.0752386972308159	1.46041071414948	2	7	4
IN191029	0	2	.435158997774124	2.21598505973816	2	7	4
IN191030	0	2	.493551999330521	2.30242800712585	2	7	4
IN191031	0	2	.187847003340721	1.84987330436707	2	7	4
IN191032	0	2	.702634990215302	2.61194705963135	2	7	4
IN191033	0	2	.474509000778198	2.27423739433289	2	7	4
IN191034	0	2	.31742799282074	2.04170036315918	2	7	4
IN191035	0	2	.0901008024811745	1.70517337322235	2	7	4
IN191036	0	2	.00291745993308723	1.5761102437973	2	7	4
IN191037	0	2	.166307002305984	1.81798624992371	2	7	4
IN191038	0	2	-.253156989812851	1.19702684879303	2	7	4
IN191039	0	2	.258942991495132	1.95512127876282	2	7	4
IN191040	0	2	-.158265992999077	1.33750009536743	2	7	4
IN191041	0	2	-.344235002994537	1.06219828128815	2	7	4
IN191042	0	2	-.491575002670288	.844081401824951	2	7	4
IN191043	0	2	-1.22432994842529	-.240662708878517	2	7	4
IN191044	0	2	.500298023223877	2.31241464614868	2	7	4
IN191045	0	2	1.62995004653931	3.98471093177795	2	7	4
IN191046	0	2	-.230863004922867	1.23003005981445	2	7	4
IN191047	0	2	-.338216990232468	1.07110702991486	2	7	4
IN191048	0	2	-1.17528998851776	-.168065711855888	2	7	4
IN191049	0	2	-.723475992679596	.500783503055573	2	7	4
IN191050	0	2	-.147581994533539	1.35331630706787	2	7	4
IN201001	0	2	.498912006616592	2.31036281585693	2	7	4
IN201002	0	2	.848630011081696	2.82807278633118	2	7	4
IN201003	0	2	.278863996267319	1.98461163043976	2	7	4
IN201004	0	2	1.1970499753952	3.34386110305786	2	7	4
IN201005	0	2	.344357997179031	2.08156657218933	2	7	4
IN201006	0	2	-.725925028324127	.497158020734787	2	7	4
IN201007	0	2	-.0643028020858765	1.47659981250763	2	7	4
IN201008	0	2	.511536002159119	2.32905077934265	2	7	4
IN201009	0	2	.832633972167969	2.80439281463623	2	7	4
IN201010	0	2	-.173767000436783	1.31455290317535	2	7	4
IN201011	0	2	.231344997882843	1.91426622867584	2	7	4
IN201012	0	2	-.35105898976326	1.05209624767303	2	7	4
IN201013	0	2	.0117354998365045	1.58916413784027	2	7	4
IN201014	0	2	.445452988147736	2.23122406005859	2	7	4
IN201015	0	2	.432590991258621	2.21218347549438	2	7	4
IN201016	0	2	.874772012233734	2.86677241325378	2	7	4
IN201017	0	2	.760006010532379	2.69687700271606	2	7	4
IN201018	0	2	-.393720000982285	.988942444324493	2	7	4
IN201019	0	2	.293112009763718	2.00570392608643	2	7	4
IN201020	0	2	1.29914999008179	3.49500632286072	2	7	4
IN201021	0	2	-.169244006276131	1.32124865055084	2	7	4
IN201022	0	2	1.62706995010376	3.98044729232788	2	7	4
IN201023	0	2	.885414004325867	2.88252639770508	2	7	4
IN201024	0	2	.706534028053284	2.61771893501282	2	7	4
IN201026	0	2	1.01057004928589	3.06780290603638	2	7	4
IN201027	0	2	.580029010772705	2.43044543266296	2	7	4
IN201032	0	2	1.49598002433777	3.78638648986816	2	7	4
IN201033	0	2	.918456971645355	2.93144202232361	2	7	4
IN201034	0	2	.738249003887177	2.66466856002808	2	7	4
IN201038	0	2	.622729003429413	2.49365711212158	2	7	4
IN201040	0	2	1.17557001113892	3.31206297874451	2	7	4
IN011001	0	3	1.27363002300262	3.4572274684906	2	8	4
IN011002	0	3	1.16929996013641	3.3027811050415	2	8	4
IN011003	0	3	1.42904996871948	3.68730568885803	2	8	4
IN011004	0	3	1.1243599653244	3.23625349998474	2	8	4
IN011006	0	3	1.31773996353149	3.52252626419067	2	8	4
IN011007	0	3	1.2393000125885	3.40640664100647	2	8	4
IN011008	0	3	1.5657399892807	3.88965654373169	2	8	4
IN011009	0	3	-.0526211000978947	1.4938930273056	2	8	4
IN011010	0	3	1.00555002689362	3.06037139892578	2	8	4
IN011011	0	3	.894227981567383	2.89557433128357	2	8	4
IN011012	0	3	.461721986532211	2.25530791282654	2	8	4
IN011014	0	3	1.22618997097015	3.38699889183044	2	8	4
IN011015	0	3	.525520980358124	2.34975385665894	2	8	4
IN011016	0	3	.419526994228363	2.19284415245056	2	8	4
IN011018	0	3	.550445973873138	2.38665175437927	2	8	4
IN011019	0	3	1.53357994556427	3.84204792976379	2	8	4
IN011021	0	3	1.04773998260498	3.12282800674438	2	8	4
IN011023	0	3	.859745025634766	2.84452700614929	2	8	4
IN011024	0	3	.399942010641098	2.16385126113892	2	8	4
IN011026	0	3	2.10127997398376	4.68245077133179	2	8	4
IN011027	0	3	1.76691997051239	4.18747615814209	2	8	4
IN011028	0	3	2.35413002967834	5.05676078796387	2	8	4
IN011029	0	3	1.23754000663757	3.40380120277405	2	8	4
IN011031	0	3	.914668023586273	2.92583298683167	2	8	4
IN011032	0	3	2.39651989936829	5.11951351165771	2	8	4
IN011033	0	3	1.15125000476837	3.27606058120728	2	8	4
IN011035	0	3	1.98940002918243	4.51682758331299	2	8	4
IN011038	0	3	.448332995176315	2.23548746109009	2	8	4
IN011039	0	3	1.52789998054504	3.83363962173462	2	8	4
IN011042	0	3	.881945013999939	2.87739109992981	2	8	4
IN011044	0	3	.975830018520355	3.01637506484985	2	8	4
IN011045	0	3	1.05677998065948	3.13621044158936	2	8	4
IN011046	0	3	.851306974887848	2.83203554153442	2	8	4
IN011047	0	3	.879436016082764	2.87367677688599	2	8	4
IN011048	0	3	1.04040002822876	3.11196208000183	2	8	4
IN011049	0	3	.229295998811722	1.91123294830322	2	8	4
IN011050	0	3	1.17974996566772	3.31825089454651	2	8	4
IN021001	0	3	.265895009040833	1.96541273593903	2	8	4
IN021002	0	3	-.0550577007234097	1.49028587341309	2	8	4
IN021003	0	3	.240896999835968	1.92840659618378	2	8	4
IN021004	0	3	.474287003278732	2.27390885353088	2	8	4
IN021005	0	3	.875222027301788	2.86743855476379	2	8	4
IN021006	0	3	.879283010959625	2.87345027923584	2	8	4
IN021007	0	3	1.04586005210876	3.12004494667053	2	8	4
IN021008	0	3	.614539980888367	2.48153424263	2	8	4
IN021009	0	3	2.46901988983154	5.22683954238892	2	8	4
IN021010	0	3	.919362008571625	2.93278193473816	2	8	4
IN021011	0	3	1.02760994434357	3.09302830696106	2	8	4
IN021012	0	3	.199229001998901	1.86672282218933	2	8	4
IN021013	0	3	.989868998527527	3.03715777397156	2	8	4
IN021014	0	3	.753001987934113	2.68650841712952	2	8	4
IN021015	0	3	.620653986930847	2.49058532714844	2	8	4
IN021016	0	3	.267096012830734	1.96719074249268	2	8	4
IN021017	0	3	-.00182080001104623	1.56909596920013	2	8	4
IN021018	0	3	.702850997447968	2.61226677894592	2	8	4
IN021019	0	3	1.12881004810333	3.2428412437439	2	8	4
IN021020	0	3	.740128993988037	2.66745185852051	2	8	4
IN021021	0	3	.673166990280151	2.56832361221313	2	8	4
IN021022	0	3	.358792006969452	2.10293412208557	2	8	4
IN021023	0	3	1.25617003440857	3.43138027191162	2	8	4
IN021024	0	3	.594146013259888	2.45134377479553	2	8	4
IN021025	0	3	1.59109997749329	3.92719864845276	2	8	4
IN021026	0	3	.82701301574707	2.79607176780701	2	8	4
IN021027	0	3	.96678501367569	3.00298523902893	2	8	4
IN021028	0	3	.759868025779724	2.69667267799377	2	8	4
IN021029	0	3	1.5894900560379	3.92481541633606	2	8	4
IN021030	0	3	-.394181996583939	.988258481025696	2	8	4
IN021031	0	3	.482401996850967	2.28592205047607	2	8	4
IN021032	0	3	.24634200334549	1.93646717071533	2	8	4
IN021033	0	3	.792389988899231	2.74481701850891	2	8	4
IN021034	0	3	-.704150021076202	.529392957687378	2	8	4
IN021035	0	3	-.281446993350983	1.15514731407166	2	8	4
IN021036	0	3	.941085994243622	2.96494126319885	2	8	4
IN021037	0	3	.299961000680923	2.0158429145813	2	8	4
IN021038	0	3	.938099026679993	2.96051955223083	2	8	4
IN021039	0	3	.65843802690506	2.54651927947998	2	8	4
IN021042	0	3	1.05525004863739	3.13394570350647	2	8	4
IN021043	0	3	.529357016086578	2.35543251037598	2	8	4
IN021044	0	3	-.271425008773804	1.1699835062027	2	8	4
IN021045	0	3	-.250117987394333	1.20152568817139	2	8	4
IN021046	0	3	.724635004997253	2.64451503753662	2	8	4
IN021047	0	3	.397909998893738	2.16084313392639	2	8	4
IN021049	0	3	.260607987642288	1.95758605003357	2	8	4
IN021050	0	3	1.19042003154755	3.33404636383057	2	8	4
IN031002	0	3	1.09944999217987	3.19937753677368	2	8	4
IN031003	0	3	.894039988517761	2.89529609680176	2	8	4
IN031004	0	3	1.55687999725342	3.87654066085815	2	8	4
IN031005	0	3	2.19879007339478	4.82680130004883	2	8	4
IN031006	0	3	1.77600002288818	4.20091819763184	2	8	4
IN031010	0	3	2.05052995681763	4.60732221603394	2	8	4
IN031011	0	3	1.52009999752045	3.82209277153015	2	8	4
IN031012	0	3	1.24006998538971	3.40754652023315	2	8	4
IN031013	0	3	1.14752995967865	3.27055358886719	2	8	4
IN031014	0	3	1.26844000816345	3.44954442977905	2	8	4
IN031015	0	3	1.00297999382019	3.05656695365906	2	8	4
IN031016	0	3	.334439009428024	2.06688284873962	2	8	4
IN031018	0	3	.0368942990899086	1.62640833854675	2	8	4
IN031020	0	3	1.90171003341675	4.38701438903809	2	8	4
IN031021	0	3	.28031998872757	1.98676705360413	2	8	4
IN031022	0	3	1.52424001693726	3.82822155952454	2	8	4
IN031023	0	3	.757224023342133	2.69275856018066	2	8	4
IN031024	0	3	1.28190004825592	3.46947026252747	2	8	4
IN031025	0	3	1.28889000415802	3.47981786727905	2	8	4
IN031026	0	3	.949252009391785	2.97703003883362	2	8	4
IN031027	0	3	.950643002986908	2.97908902168274	2	8	4
IN031028	0	3	-.268029987812042	1.17500936985016	2	8	4
IN031029	0	3	1.36783003807068	3.59667778015137	2	8	4
IN031030	0	3	.938942015171051	2.96176743507385	2	8	4
IN031031	0	3	1.57727003097534	3.90672516822815	2	8	4
IN031032	0	3	.158837005496025	1.80692791938782	2	8	4
IN031033	0	3	2.52321004867554	5.30706071853638	2	8	4
IN031034	0	3	2.09699010848999	4.67610025405884	2	8	4
IN031035	0	3	.553635001182556	2.39137268066406	2	8	4
IN031036	0	3	1.42725002765656	3.68464112281799	2	8	4
IN031037	0	3	-.420322000980377	.949561774730682	2	8	4
IN031038	0	3	.413368999958038	2.18372797966003	2	8	4
IN031039	0	3	1.53235995769501	3.8402419090271	2	8	4
IN031040	0	3	2.08274006843567	4.65500497817993	2	8	4
IN031041	0	3	1.47977995872498	3.7624044418335	2	8	4
IN031043	0	3	1.83300995826721	4.28531360626221	2	8	4
IN031047	0	3	.827129006385803	2.79624342918396	2	8	4
IN031048	0	3	.775629997253418	2.72000622749329	2	8	4
IN031050	0	3	.812644004821777	2.77480030059814	2	8	4
IN041001	0	3	.736901998519897	2.66267466545105	2	8	4
IN041002	0	3	.844555974006653	2.82204174995422	2	8	4
IN041003	0	3	.403833985328674	2.16961264610291	2	8	4
IN041004	0	3	.150355994701385	1.79437303543091	2	8	4
IN041005	0	3	1.03664004802704	3.10639595985413	2	8	4
IN041006	0	3	-.811218976974487	.370891928672791	2	8	4
IN041007	0	3	-.159433007240295	1.33577251434326	2	8	4
IN041009	0	3	1.10722005367279	3.21088027954102	2	8	4
IN041010	0	3	.530085027217865	2.35651016235352	2	8	4
IN041011	0	3	-.0584582984447479	1.48525178432465	2	8	4
IN041012	0	3	.411958009004593	2.18163919448853	2	8	4
IN041013	0	3	.441955000162125	2.22604560852051	2	8	4
IN041014	0	3	.867119014263153	2.85544323921204	2	8	4
IN041015	0	3	.543262004852295	2.37601685523987	2	8	4
IN041016	0	3	.437938988208771	2.22010040283203	2	8	4
IN041017	0	3	1.38780999183655	3.62625551223755	2	8	4
IN041018	0	3	.0044526900164783	1.57838296890259	2	8	4
IN041019	0	3	.693759024143219	2.5988073348999	2	8	4
IN041020	0	3	.696862995624542	2.60340237617493	2	8	4
IN041021	0	3	.261527001857758	1.95894658565521	2	8	4
IN041022	0	3	.347057014703751	2.08556199073792	2	8	4
IN041023	0	3	.903528988361359	2.90934324264526	2	8	4
IN041024	0	3	-.179469004273415	1.30611193180084	2	8	4
IN041025	0	3	.195425003767014	1.86109149456024	2	8	4
IN041026	0	3	.222412005066872	1.9010421037674	2	8	4
IN041027	0	3	1.29948997497559	3.4955096244812	2	8	4
IN041028	0	3	1.95257997512817	4.46232080459595	2	8	4
IN041029	0	3	1.57684004306793	3.90608882904053	2	8	4
IN041030	0	3	.921329975128174	2.9356951713562	2	8	4
IN041031	0	3	.762700974941254	2.70086646080017	2	8	4
IN041032	0	3	1.72813999652863	4.13006782531738	2	8	4
IN041033	0	3	1.59862995147705	3.93834567070007	2	8	4
IN041034	0	3	2.39010000228882	5.11000967025757	2	8	4
IN041035	0	3	1.20624995231628	3.35748052597046	2	8	4
IN041036	0	3	1.22758996486664	3.38907146453857	2	8	4
IN041037	0	3	1.02926003932953	3.09547090530396	2	8	4
IN041038	0	3	-.180612996220589	1.30441832542419	2	8	4
IN041039	0	3	.389241009950638	2.14800977706909	2	8	4
IN041040	0	3	1.66312003135681	4.03381443023682	2	8	4
IN041041	0	3	1.44289994239807	3.70780849456787	2	8	4
IN041042	0	3	1.18816995620728	3.33071541786194	2	8	4
IN041043	0	3	.355361014604568	2.09785509109497	2	8	4
IN041044	0	3	1.0867999792099	3.18065094947815	2	8	4
IN041045	0	3	.509347021579742	2.32581043243408	2	8	4
IN041046	0	3	2.21174001693726	4.84597206115723	2	8	4
IN041047	0	3	.473818987607956	2.27321600914001	2	8	4
IN041048	0	3	.874683976173401	2.86664199829102	2	8	4
IN041049	0	3	1.33451998233795	3.54736685752869	2	8	4
IN051001	0	3	.736271023750305	2.66174054145813	2	8	4
IN051002	0	3	.857564985752106	2.84129977226257	2	8	4
IN051003	0	3	1.30185997486115	3.49901819229126	2	8	4
IN051004	0	3	2.50360989570618	5.27804565429688	2	8	4
IN051005	0	3	.898957014083862	2.90257501602173	2	8	4
IN051006	0	3	1.28881001472473	3.47969937324524	2	8	4
IN051007	0	3	.28091299533844	1.98764491081238	2	8	4
IN051008	0	3	2.02677011489868	4.5721492767334	2	8	4
IN051009	0	3	1.91349005699158	4.40445327758789	2	8	4
IN051010	0	3	1.24619996547699	3.41662096977234	2	8	4
IN051011	0	3	.509985983371735	2.32675623893738	2	8	4
IN051012	0	3	.469031989574432	2.26612949371338	2	8	4
IN051013	0	3	-1.36730003356934	-.452310502529144	2	8	4
IN051015	0	3	.661252975463867	2.5506865978241	2	8	4
IN051016	0	3	-.00851660966873169	1.55918371677399	2	8	4
IN051017	0	3	1.25185000896454	3.42498517036438	2	8	4
IN051018	0	3	1.60811996459961	3.95239448547363	2	8	4
IN051019	0	3	.00934035982936621	1.58561849594116	2	8	4
IN051020	0	3	.250384002923965	1.94245088100433	2	8	4
IN051021	0	3	-.812819004058838	.368523299694061	2	8	4
IN051022	0	3	.988241016864777	3.034747838974	2	8	4
IN051023	0	3	.924399971961975	2.94023990631104	2	8	4
IN051024	0	3	1.38074994087219	3.61580395698547	2	8	4
IN051025	0	3	-.340514004230499	1.06770670413971	2	8	4
IN051026	0	3	.0922774001955986	1.70839548110962	2	8	4
IN051027	0	3	.522015988826752	2.34456515312195	2	8	4
IN051028	0	3	1.19307994842529	3.33798408508301	2	8	4
IN051029	0	3	1.20069003105164	3.34924983978271	2	8	4
IN051030	0	3	1.22267997264862	3.3818027973175	2	8	4
IN051031	0	3	2.01122999191284	4.54914379119873	2	8	4
IN051032	0	3	.858865976333618	2.84322571754456	2	8	4
IN051033	0	3	1.37827003002167	3.61213278770447	2	8	4
IN051034	0	3	.444023013114929	2.22910714149475	2	8	4
IN051035	0	3	.809031009674072	2.76945185661316	2	8	4
IN051036	0	3	.50127500295639	2.31386089324951	2	8	4
IN051037	0	3	1.62703001499176	3.98038816452026	2	8	4
IN051038	0	3	.739874005317688	2.66707420349121	2	8	4
IN051039	0	3	1.09789001941681	3.1970682144165	2	8	4
IN051040	0	3	.988264977931976	3.03478336334229	2	8	4
IN051041	0	3	.814467012882233	2.777498960495	2	8	4
IN051042	0	3	.733177006244659	2.65716028213501	2	8	4
IN051043	0	3	.23292900621891	1.91661107540131	2	8	4
IN051044	0	3	1.65910005569458	4.02786350250244	2	8	4
IN051045	0	3	.415481001138687	2.18685460090637	2	8	4
IN051046	0	3	.620477974414825	2.49032473564148	2	8	4
IN051047	0	3	-.207800000905991	1.26417171955109	2	8	4
IN051048	0	3	.513213992118835	2.33153486251831	2	8	4
IN051049	0	3	1.1870299577713	3.32902789115906	2	8	4
IN051050	0	3	-1.23680996894836	-.259137690067291	2	8	4
IN061001	0	3	1.64418005943298	4.00577640533447	2	8	4
IN061002	0	3	1.67755997180939	4.05519104003906	2	8	4
IN061003	0	3	1.48220002651215	3.76598715782166	2	8	4
IN061004	0	3	1.89904999732971	4.38307666778564	2	8	4
IN061005	0	3	.514654994010925	2.33366823196411	2	8	4
IN061006	0	3	.345914006233215	2.08386993408203	2	8	4
IN061007	0	3	.905197024345398	2.91181254386902	2	8	4
IN061008	0	3	2.06912994384766	4.63485717773438	2	8	4
IN061009	0	3	1.53801000118256	3.84860610961914	2	8	4
IN061010	0	3	1.39313995838165	3.63414573669434	2	8	4
IN061011	0	3	-.368016004562378	1.02699375152588	2	8	4
IN061012	0	3	-.365063011646271	1.03136515617371	2	8	4
IN061013	0	3	1.14996004104614	3.27415084838867	2	8	4
IN061014	0	3	1.8672399520874	4.33598613739014	2	8	4
IN061015	0	3	1.05379998683929	3.13179898262024	2	8	4
IN061016	0	3	1.81808996200562	4.26322650909424	2	8	4
IN061018	0	3	.694651007652283	2.60012769699097	2	8	4
IN061019	0	3	.795229971408844	2.74902129173279	2	8	4
IN061020	0	3	.852708995342255	2.83411121368408	2	8	4
IN061021	0	3	-.0110440999269485	1.55544209480286	2	8	4
IN061022	0	3	.0492817014455795	1.64474618434906	2	8	4
IN061023	0	3	.322311013936996	2.04892897605896	2	8	4
IN061024	0	3	-.627595007419586	.642722249031067	2	8	4
IN061025	0	3	1.07044005393982	3.15643239021301	2	8	4
IN061026	0	3	-.546284973621368	.76309072971344	2	8	4
IN061027	0	3	1.13827002048492	3.25684547424316	2	8	4
IN061028	0	3	1.34222996234894	3.55878043174744	2	8	4
IN061029	0	3	1.2676899433136	3.44843411445618	2	8	4
IN061030	0	3	.127655997872353	1.76076877117157	2	8	4
IN061031	0	3	.0956891030073166	1.71344602108002	2	8	4
IN061032	0	3	.868764996528625	2.85787987709045	2	8	4
IN061033	0	3	1.72020995616913	4.11832857131958	2	8	4
IN061034	0	3	1.8260999917984	4.27508401870728	2	8	4
IN061035	0	3	1.80891001224518	4.24963665008545	2	8	4
IN061036	0	3	.826336026191711	2.79506945610046	2	8	4
IN061037	0	3	1.860720038414	4.32633447647095	2	8	4
IN061038	0	3	1.1481499671936	3.27147126197815	2	8	4
IN061039	0	3	1.03945004940033	3.11055588722229	2	8	4
IN061040	0	3	.367983996868134	2.11654162406921	2	8	4
IN061041	0	3	1.27790999412537	3.46356344223022	2	8	4
IN061042	0	3	-.897089004516602	.243773028254509	2	8	4
IN061043	0	3	.494661003351212	2.30406975746155	2	8	4
IN061044	0	3	.781612992286682	2.72886323928833	2	8	4
IN061045	0	3	.790552020072937	2.7420961856842	2	8	4
IN061046	0	3	.642269015312195	2.52258324623108	2	8	4
IN061047	0	3	.366775989532471	2.11475348472595	2	8	4
IN061048	0	3	.849656999111176	2.82959318161011	2	8	4
IN061049	0	3	1.17048001289368	3.30452799797058	2	8	4
IN061050	0	3	1.40733003616333	3.65515232086182	2	8	4
IN071001	0	3	.753278970718384	2.68691849708557	2	8	4
IN071002	0	3	1.14533996582031	3.26731157302856	2	8	4
IN071003	0	3	.110890001058578	1.73594892024994	2	8	4
IN071004	0	3	.256020992994308	1.95079565048218	2	8	4
IN071005	0	3	1.29089999198914	3.48279333114624	2	8	4
IN071006	0	3	.638828992843628	2.51749086380005	2	8	4
IN071007	0	3	1.83824002742767	4.29305601119995	2	8	4
IN071008	0	3	1.6670800447464	4.03967666625977	2	8	4
IN071009	0	3	1.00722002983093	3.06284379959106	2	8	4
IN071010	0	3	2.05714988708496	4.61712217330933	2	8	4
IN071011	0	3	.721336007118225	2.6396312713623	2	8	4
IN071012	0	3	1.51321005821228	3.81189322471619	2	8	4
IN071013	0	3	1.82650005817413	4.27567625045776	2	8	4
IN071014	0	3	.995523989200592	3.04552936553955	2	8	4
IN071015	0	3	.393023997545242	2.15360999107361	2	8	4
IN071019	0	3	.474384993314743	2.27405381202698	2	8	4
