sibid	childid	round	theta_eap	ppvt_score	yc	country	group	language
11	PE151106	4	.402655005455017	2.32745599746704	1	3	17	5
16	PE151108	4	-1.03620994091034	.526463627815247	1	3	17	5
6	PE161001	4	.699270009994507	2.69872164726257	1	3	17	5
16	PE161004	4	-1.01898002624512	.548029899597168	1	3	17	5
4	PE161006	4	-.691291987895966	.958189070224762	1	3	17	5
17	PE161008	4	.129304006695747	1.98530912399292	1	3	17	5
16	PE161012	4	.503764986991882	2.45401287078857	1	3	17	5
3	PE161014	4	-.101026996970177	1.69700932502747	1	3	17	5
16	PE161022	4	-.526947021484375	1.16389560699463	1	3	17	5
16	PE161029	4	-.797016024589539	.825856864452362	1	3	17	5
5	PE161031	4	-.490694999694824	1.20927143096924	1	3	17	5
4	PE161032	4	-1.59632003307343	-.174612551927567	1	3	17	5
16	PE161036	4	.0123054003342986	1.83886480331421	1	3	17	5
16	PE161039	4	-.0670773014426231	1.73950338363647	1	3	17	5
16	PE161045	4	.320365995168686	2.22445678710938	1	3	17	5
16	PE161046	4	-.762524008750916	.869029641151428	1	3	17	5
3	PE161049	4	-.210910007357597	1.55947148799896	1	3	17	5
16	PE161052	4	-.510984003543854	1.18387615680695	1	3	17	5
18	PE161053	4	-.232915997505188	1.53192710876465	1	3	17	5
16	PE161054	4	.276791006326675	2.16991496086121	1	3	17	5
3	PE161058	4	-1.04359996318817	.517213702201843	1	3	17	5
6	PE161059	4	.279318988323212	2.17307925224304	1	3	17	5
3	PE161062	4	-.110498003661633	1.68515479564667	1	3	17	5
17	PE161066	4	-1.03734004497528	.525049090385437	1	3	17	5
4	PE161067	4	-.727554976940155	.912799537181854	1	3	17	5
3	PE161068	4	-.860687971115112	.746160209178925	1	3	17	5
5	PE161070	4	.259137004613876	2.14781785011292	1	3	17	5
16	PE161071	4	.42094099521637	2.35034394264221	1	3	17	5
9	PE161075	4	-.683817982673645	.967544078826904	1	3	17	5
16	PE161081	4	-.361788004636765	1.37062120437622	1	3	17	5
7	PE161082	4	-.0814540982246399	1.72150826454163	1	3	17	5
16	PE161083	4	-.0994272977113724	1.69901168346405	1	3	17	5
16	PE161085	4	-.157510995864868	1.62630975246429	1	3	17	5
16	PE161088	4	-.845137000083923	.765625	1	3	17	5
16	PE161099	4	-.40192899107933	1.32037770748138	1	3	17	5
16	PE161100	4	-.878811001777649	.723476052284241	1	3	17	5
16	PE161105	4	-.0204377993941307	1.79788088798523	1	3	17	5
16	PE161107	4	-.088137298822403	1.71314311027527	1	3	17	5
16	PE161108	4	-.146427005529404	1.64018332958221	1	3	17	5
16	PE171003	4	-.0313826985657215	1.78418147563934	1	3	17	5
16	PE171015	4	1.17745995521545	3.29726028442383	1	3	17	5
16	PE171017	4	.412910997867584	2.34029316902161	1	3	17	5
17	PE171019	4	-.341093987226486	1.39652335643768	1	3	17	5
16	PE171020	4	-1.06191003322601	.494295448064804	1	3	17	5
4	PE171030	4	-.366665989160538	1.36451554298401	1	3	17	5
3	PE171031	4	-.0885313004255295	1.7126499414444	1	3	17	5
3	PE171033	4	.360374987125397	2.2745349407196	1	3	17	5
4	PE171035	4	-.133613005280495	1.65622222423553	1	3	17	5
16	PE171036	4	.157177001237869	2.02019715309143	1	3	17	5
16	PE171039	4	.120166003704071	1.9738712310791	1	3	17	5
4	PE171040	4	1.06003999710083	3.15028858184814	1	3	17	5
9	PE171041	4	.0346409007906914	1.86682152748108	1	3	17	5
16	PE171044	4	-.39282301068306	1.33177542686462	1	3	17	5
16	PE171046	4	-.37984499335289	1.34801971912384	1	3	17	5
7	PE171047	4	.268689006567001	2.15977382659912	1	3	17	5
15	PE171049	4	1.34359002113342	3.50520133972168	1	3	17	5
8	PE171050	4	.125477999448776	1.9805201292038	1	3	17	5
4	PE171051	4	-.242475003004074	1.51996231079102	1	3	17	5
3	PE171053	4	-.281082004308701	1.47163891792297	1	3	17	5
16	PE171059	4	.290630996227264	2.18723821640015	1	3	17	5
16	PE171060	4	-.174781993031502	1.60469198226929	1	3	17	5
16	PE171062	4	.0682879015803337	1.9089367389679	1	3	17	5
4	PE171066	4	.395370006561279	2.31833744049072	1	3	17	5
5	PE171067	4	.378463000059128	2.29717540740967	1	3	17	5
16	PE171068	4	-.0186892002820969	1.80006957054138	1	3	17	5
16	PE171071	4	.0524558015167713	1.88912010192871	1	3	17	5
5	PE171072	4	-.0912768021225929	1.70921349525452	1	3	17	5
16	PE171074	4	.0834010988473892	1.92785358428955	1	3	17	5
4	PE171075	4	-.317355990409851	1.42623567581177	1	3	17	5
16	PE171076	4	-.980967998504639	.595608651638031	1	3	17	5
4	PE171077	4	-.200332999229431	1.5727105140686	1	3	17	5
16	PE171078	4	.497877985239029	2.44664406776428	1	3	17	5
3	PE171083	4	.366977006196976	2.28279852867126	1	3	17	5
16	PE171085	4	-1.00375998020172	.567080438137054	1	3	17	5
4	PE171086	4	.639836013317108	2.62432956695557	1	3	17	5
7	PE171094	4	-.0684702023863792	1.73775994777679	1	3	17	5
5	PE171095	4	-.0964931026101112	1.70268428325653	1	3	17	5
4	PE171097	4	-.500680983066559	1.19677221775055	1	3	17	5
4	PE171101	4	-1.23693001270294	.275227189064026	1	3	17	5
16	PE171102	4	-.131035998463631	1.6594477891922	1	3	17	5
17	PE171103	4	-.1112399995327	1.68422603607178	1	3	17	5
16	PE181002	4	-1.05725002288818	.500128269195557	1	3	17	5
16	PE181004	4	-.0341698005795479	1.78069293498993	1	3	17	5
16	PE181006	4	.0811014026403427	1.92497503757477	1	3	17	5
7	PE181008	4	-.238373994827271	1.52509546279907	1	3	17	5
3	PE181010	4	-.752656996250153	.881379961967468	1	3	17	5
3	PE181012	4	-.698490023612976	.949179410934448	1	3	17	5
3	PE181016	4	.243626996874809	2.12840437889099	1	3	17	5
3	PE181018	4	-.654958009719849	1.00366735458374	1	3	17	5
5	PE181021	4	-.245802998542786	1.51579678058624	1	3	17	5
3	PE181031	4	-.112660996615887	1.68244743347168	1	3	17	5
17	PE181038	4	-.436652004718781	1.27691566944122	1	3	17	5
16	PE181041	4	-.693347990512848	.95561558008194	1	3	17	5
16	PE181042	4	-.1083590015769	1.68783211708069	1	3	17	5
4	PE181045	4	-1.14339005947113	.39230889081955	1	3	17	5
16	PE181050	4	-.707701981067657	.937649071216583	1	3	17	5
16	PE181051	4	-.736846029758453	.901170134544373	1	3	17	5
16	PE181052	4	.327672988176346	2.23360276222229	1	3	17	5
7	PE181054	4	-.464747995138168	1.24174869060516	1	3	17	5
5	PE181055	4	-.0426618009805679	1.77006363868713	1	3	17	5
3	PE181058	4	-.0694243982434273	1.73656558990479	1	3	17	5
16	PE181060	4	-.0665827021002769	1.74012243747711	1	3	17	5
16	PE181061	4	.201434999704361	2.07559370994568	1	3	17	5
16	PE181063	4	-.140231996774673	1.64793741703033	1	3	17	5
4	PE181065	4	-.36081001162529	1.37184524536133	1	3	17	5
16	PE181066	4	-.195669993758202	1.57854700088501	1	3	17	5
9	PE181067	4	.32056799530983	2.22470951080322	1	3	17	5
3	PE181069	4	-.0614475011825562	1.7465500831604	1	3	17	5
17	PE181073	4	-.643737018108368	1.01771247386932	1	3	17	5
4	PE181077	4	.057482298463583	1.89541161060333	1	3	17	5
3	PE181080	4	-.0833017975091934	1.71919560432434	1	3	17	5
7	PE181082	4	.250043004751205	2.13643527030945	1	3	17	5
16	PE181084	4	-.377835005521774	1.35053551197052	1	3	17	5
7	PE181086	4	-.102224998176098	1.6955099105835	1	3	17	5
16	PE181091	4	-1.17962002754211	.346960723400116	1	3	17	5
16	PE181100	4	.204207003116608	2.07906341552734	1	3	17	5
16	PE181101	4	-.212485000491142	1.55750012397766	1	3	17	5
9	PE181102	4	-.0340453013777733	1.78084874153137	1	3	17	5
16	PE181103	4	-.392969012260437	1.33159267902374	1	3	17	5
16	PE181104	4	-.417766988277435	1.30055367946625	1	3	17	5
6	PE181105	4	-1.11283004283905	.430560111999512	1	3	17	5
7	PE191001	4	.637889981269836	2.62189388275146	1	3	17	5
3	PE191009	4	-.205515995621681	1.56622302532196	1	3	17	5
7	PE191015	4	-.0497941002249718	1.76113629341125	1	3	17	5
7	PE191016	4	.781710982322693	2.80191111564636	1	3	17	5
3	PE191020	4	1.23486995697021	3.36911916732788	1	3	17	5
7	PE191024	4	1.39759004116058	3.57279181480408	1	3	17	5
5	PE191034	4	.511681973934174	2.46392226219177	1	3	17	5
19	PE191041	4	.512021005153656	2.46434664726257	1	3	17	5
17	PE191043	4	-.396975994110107	1.32657718658447	1	3	17	5
10	PE191044	4	.195251002907753	2.06785345077515	1	3	17	5
4	PE191056	4	1.19772005081177	3.32261943817139	1	3	17	5
16	PE191068	4	-.464475005865097	1.24209034442902	1	3	17	5
5	PE191069	4	-1.54660999774933	-.112391710281372	1	3	17	5
7	PE191071	4	1.23619997501373	3.37078380584717	1	3	17	5
3	PE191073	4	.163229003548622	2.02777218818665	1	3	17	5
3	PE191085	4	.673810005187988	2.66685390472412	1	3	17	5
4	PE191086	4	.779209017753601	2.79877948760986	1	3	17	5
3	PE191089	4	.729173004627228	2.73615050315857	1	3	17	5
16	PE191092	4	-.713624000549316	.930236577987671	1	3	17	5
4	PE191100	4	.305909007787704	2.20636129379272	1	3	17	5
3	PE191104	4	.126176998019218	1.9813951253891	1	3	17	5
19	PE201003	4	-.217335999011993	1.55142819881439	1	3	17	5
3	PE201004	4	1.26040995121002	3.40108680725098	1	3	17	5
16	PE201007	4	.779614984989166	2.79928755760193	1	3	17	5
3	PE201008	4	.605638027191162	2.58152484893799	1	3	17	5
17	PE201012	4	-.0258785001933575	1.79107093811035	1	3	17	5
16	PE201013	4	-.0362376011908054	1.7781046628952	1	3	17	5
19	PE201016	4	-.556798994541168	1.12653064727783	1	3	17	5
5	PE201018	4	-.455141007900238	1.25377345085144	1	3	17	5
16	PE201021	4	.136562004685402	1.99439370632172	1	3	17	5
16	PE201022	4	-.0477747991681099	1.7636638879776	1	3	17	5
7	PE201023	4	1.61699998378754	3.84742188453674	1	3	17	5
4	PE201025	4	.54593300819397	2.50679349899292	1	3	17	5
4	PE201028	4	-.275721997022629	1.4783478975296	1	3	17	5
16	PE201030	4	-.383617013692856	1.34329831600189	1	3	17	5
4	PE201032	4	.207638993859291	2.08335900306702	1	3	17	5
16	PE201035	4	1.04776000976563	3.13491821289063	1	3	17	5
17	PE201037	4	.394573003053665	2.31733989715576	1	3	17	5
4	PE201038	4	-.230015993118286	1.53555703163147	1	3	17	5
3	PE201039	4	-1.00961995124817	.559745669364929	1	3	17	5
7	PE201042	4	.214027002453804	2.09135484695435	1	3	17	5
6	PE201048	4	-.975548982620239	.602391481399536	1	3	17	5
6	PE201050	4	-.10861100256443	1.68751668930054	1	3	17	5
16	PE201052	4	-.278726994991302	1.4745866060257	1	3	17	5
3	PE201061	4	-.376275986433029	1.35248696804047	1	3	17	5
3	PE201072	4	-.246104001998901	1.51541996002197	1	3	17	5
17	PE201076	4	-.758215010166168	.874423146247864	1	3	17	5
16	PE201077	4	.183109000325203	2.05265545845032	1	3	17	5
8	PE201092	4	1.36868000030518	3.53660583496094	1	3	17	5
16	PE201096	4	-.512193977832794	1.18236172199249	1	3	17	5
3	PE201097	4	-.141282007098198	1.64662313461304	1	3	17	5
3	PE201100	4	-.59986799955368	1.07262217998505	1	3	17	5
3	PE011004	5	1.40775001049042	3.58550882339478	1	3	18	5
5	PE011006	5	-.234698995947838	1.52969539165497	1	3	18	5
16	PE011008	5	1.54200994968414	3.75355887413025	1	3	18	5
6	PE011009	5	.955978989601135	3.02003812789917	1	3	18	5
16	PE011010	5	.75382798910141	2.76701068878174	1	3	18	5
16	PE011011	5	.964524984359741	3.03073477745056	1	3	18	5
7	PE011013	5	.488391011953354	2.43476963043213	1	3	18	5
16	PE011014	5	1.0958399772644	3.19509863853455	1	3	18	5
20	PE011015	5	1.5806200504303	3.80188608169556	1	3	18	5
11	PE011016	5	1.3775999546051	3.54777073860168	1	3	18	5
3	PE011019	5	1.44749999046326	3.63526296615601	1	3	18	5
4	PE011022	5	.527737021446228	2.48401808738708	1	3	18	5
3	PE011023	5	.878737986087799	2.92335748672485	1	3	18	5
16	PE011026	5	.679588973522186	2.67408728599548	1	3	18	5
22	PE011028	5	.566645979881287	2.532719373703	1	3	18	5
7	PE011032	5	1.62446999549866	3.85677194595337	1	3	18	5
6	PE011038	5	1.26217997074127	3.40330243110657	1	3	18	5
3	PE011041	5	.599372982978821	2.57368302345276	1	3	18	5
3	PE011042	5	.223951995372772	2.10377764701843	1	3	18	5
16	PE011043	5	.439462006092072	2.37352633476257	1	3	18	5
6	PE011044	5	.897971987724304	2.94743204116821	1	3	18	5
4	PE011046	5	.26128301024437	2.15050411224365	1	3	18	5
4	PE011047	5	1.50751996040344	3.71038842201233	1	3	18	5
3	PE011054	5	1.52407002449036	3.73110389709473	1	3	18	5
3	PE011056	5	1.6991800069809	3.95028471946716	1	3	18	5
18	PE011061	5	1.08230996131897	3.17816352844238	1	3	18	5
3	PE011063	5	1.02048003673553	3.10077238082886	1	3	18	5
16	PE011066	5	.347894996404648	2.25891423225403	1	3	18	5
3	PE011067	5	1.02068996429443	3.10103511810303	1	3	18	5
3	PE011072	5	1.07624995708466	3.17057824134827	1	3	18	5
5	PE011074	5	1.51736998558044	3.72271752357483	1	3	18	5
4	PE011077	5	.080019898712635	1.92362141609192	1	3	18	5
6	PE011079	5	.413922011852264	2.3415584564209	1	3	18	5
3	PE011080	5	1.30131995677948	3.45229291915894	1	3	18	5
5	PE011083	5	.413359999656677	2.34085512161255	1	3	18	5
16	PE011086	5	.546523988246918	2.50753331184387	1	3	18	5
15	PE011093	5	.790100991725922	2.81241250038147	1	3	18	5
5	PE011095	5	1.60824000835419	3.83645725250244	1	3	18	5
19	PE011099	5	.427964001893997	2.35913443565369	1	3	18	5
9	PE011100	5	1.3899199962616	3.56319141387939	1	3	18	5
3	PE021001	5	.709039986133575	2.71095061302185	1	3	18	5
4	PE021004	5	-.114753998816013	1.67982757091522	1	3	18	5
16	PE021006	5	.909489989280701	2.96184897422791	1	3	18	5
3	PE021007	5	1.05953001976013	3.14965033531189	1	3	18	5
16	PE021011	5	.744107007980347	2.75484299659729	1	3	18	5
4	PE021012	5	.561240017414093	2.52595281600952	1	3	18	5
17	PE021014	5	.43155300617218	2.36362671852112	1	3	18	5
3	PE021020	5	.731051027774811	2.73850131034851	1	3	18	5
6	PE021021	5	.797260999679565	2.8213746547699	1	3	18	5
3	PE021023	5	.108709998428822	1.9595320224762	1	3	18	5
4	PE021026	5	.0881365016102791	1.93378067016602	1	3	18	5
16	PE021028	5	.30061399936676	2.19973373413086	1	3	18	5
16	PE021029	5	.181904003024101	2.05114722251892	1	3	18	5
4	PE021033	5	.143059998750687	2.00252723693848	1	3	18	5
16	PE021036	5	.490339994430542	2.4372091293335	1	3	18	5
3	PE021039	5	.359088987112045	2.27292537689209	1	3	18	5
5	PE021040	5	.371454000473022	2.28840231895447	1	3	18	5
16	PE021042	5	.514916002750397	2.46797013282776	1	3	18	5
4	PE021043	5	1.52585005760193	3.73333191871643	1	3	18	5
6	PE021044	5	.420358002185822	2.34961438179016	1	3	18	5
16	PE021046	5	1.08200001716614	3.17777562141418	1	3	18	5
6	PE021047	5	.541851997375488	2.50168538093567	1	3	18	5
15	PE021050	5	1.13750004768372	3.24724364280701	1	3	18	5
4	PE021051	5	.583209991455078	2.55345225334167	1	3	18	5
16	PE021056	5	.526271998882294	2.48218417167664	1	3	18	5
5	PE021057	5	.292394995689392	2.18944621086121	1	3	18	5
17	PE021059	5	.756932020187378	2.7708957195282	1	3	18	5
8	PE021060	5	.0925586000084877	1.93931579589844	1	3	18	5
7	PE021062	5	.774668991565704	2.79309678077698	1	3	18	5
16	PE021066	5	.821680009365082	2.85193920135498	1	3	18	5
16	PE021069	5	.312234997749329	2.21427941322327	1	3	18	5
10	PE021072	5	.78389698266983	2.80464720726013	1	3	18	5
7	PE021073	5	.637745022773743	2.62171244621277	1	3	18	5
3	PE021074	5	.670083999633789	2.66219019889832	1	3	18	5
16	PE021075	5	.136604994535446	1.99444758892059	1	3	18	5
3	PE021077	5	.691878974437714	2.68947052955627	1	3	18	5
33	PE021080	5	.975154995918274	3.04404020309448	1	3	18	5
4	PE021083	5	.855516016483307	2.89429092407227	1	3	18	5
16	PE021086	5	.767796993255615	2.78449535369873	1	3	18	5
16	PE021087	5	.27038499712944	2.16189670562744	1	3	18	5
4	PE021089	5	.156779006123543	2.01969885826111	1	3	18	5
17	PE021091	5	.43980398774147	2.37395429611206	1	3	18	5
10	PE021093	5	1.48458003997803	3.68167519569397	1	3	18	5
3	PE021094	5	.234750002622604	2.11729335784912	1	3	18	5
16	PE021095	5	.463156998157501	2.40318465232849	1	3	18	5
4	PE021096	5	1.55639004707336	3.77155804634094	1	3	18	5
5	PE021097	5	.123993001878262	1.97866141796112	1	3	18	5
17	PE031002	5	-.0836843028664589	1.7187168598175	1	3	18	5
16	PE031004	5	.343910992145538	2.25392746925354	1	3	18	5
16	PE031006	5	.409644991159439	2.33620500564575	1	3	18	5
16	PE031007	5	.0918309018015862	1.93840491771698	1	3	18	5
17	PE031009	5	-1.21341001987457	.304666608572006	1	3	18	5
6	PE031011	5	.17569899559021	2.04338049888611	1	3	18	5
6	PE031013	5	.413163989782333	2.34060978889465	1	3	18	5
5	PE031015	5	.350389003753662	2.26203584671021	1	3	18	5
7	PE031017	5	.673313975334167	2.66623306274414	1	3	18	5
16	PE031019	5	.376888006925583	2.29520392417908	1	3	18	5
5	PE031022	5	1.01302003860474	3.09143495559692	1	3	18	5
16	PE031023	5	1.4679000377655	3.66079711914063	1	3	18	5
16	PE031024	5	.976450979709625	3.04566240310669	1	3	18	5
7	PE031025	5	1.4779200553894	3.67333889007568	1	3	18	5
5	PE031026	5	1.33653998374939	3.49637699127197	1	3	18	5
4	PE031029	5	1.6861799955368	3.93401288986206	1	3	18	5
16	PE031032	5	1.2566499710083	3.39638066291809	1	3	18	5
6	PE031037	5	1.48864996433258	3.68676948547363	1	3	18	5
16	PE031038	5	1.16419994831085	3.28066325187683	1	3	18	5
16	PE031040	5	.620184004306793	2.59973168373108	1	3	18	5
8	PE031044	5	1.04104995727539	3.12651944160461	1	3	18	5
22	PE031047	5	.374787986278534	2.29257535934448	1	3	18	5
16	PE031048	5	.148101001977921	2.00883674621582	1	3	18	5
17	PE031055	5	.450875997543335	2.3878128528595	1	3	18	5
16	PE031059	5	1.18533003330231	3.30711126327515	1	3	18	5
16	PE031061	5	.56836199760437	2.53486728668213	1	3	18	5
16	PE031062	5	.385374009609222	2.30582571029663	1	3	18	5
16	PE031069	5	.328346014022827	2.23444509506226	1	3	18	5
5	PE031071	5	.914588987827301	2.96823120117188	1	3	18	5
16	PE031073	5	-.217996999621391	1.55060088634491	1	3	18	5
16	PE031074	5	.153881996870041	2.01607275009155	1	3	18	5
16	PE031076	5	.925068974494934	2.98134875297546	1	3	18	5
16	PE031080	5	1.14410996437073	3.25551700592041	1	3	18	5
5	PE031081	5	1.52688002586365	3.73462104797363	1	3	18	5
16	PE031083	5	1.28805994987488	3.43569564819336	1	3	18	5
16	PE031085	5	1.45222997665405	3.64118337631226	1	3	18	5
17	PE031086	5	.607087016105652	2.58333849906921	1	3	18	5
16	PE031088	5	.55036199092865	2.51233720779419	1	3	18	5
6	PE031089	5	.0571927018463612	1.89504909515381	1	3	18	5
6	PE031090	5	-.082684300839901	1.7199684381485	1	3	18	5
16	PE031092	5	.262279003858566	2.1517505645752	1	3	18	5
16	PE031093	5	-.108787998557091	1.68729507923126	1	3	18	5
5	PE031095	5	1.42800998687744	3.61086773872375	1	3	18	5
3	PE031096	5	.449106991291046	2.38559865951538	1	3	18	5
6	PE031097	5	.488225996494293	2.43456292152405	1	3	18	5
16	PE031100	5	1.38752996921539	3.56019997596741	1	3	18	5
16	PE041002	5	-.206109002232552	1.56548082828522	1	3	18	5
16	PE041007	5	1.36618995666504	3.53348922729492	1	3	18	5
16	PE041009	5	.708526015281677	2.71030712127686	1	3	18	5
6	PE041010	5	1.06871998310089	3.1611533164978	1	3	18	5
10	PE041012	5	.218628004193306	2.09711384773254	1	3	18	5
5	PE041013	5	1.0961799621582	3.19552421569824	1	3	18	5
16	PE041014	5	1.56452000141144	3.78173398971558	1	3	18	5
5	PE041019	5	1.20667004585266	3.33382201194763	1	3	18	5
16	PE041020	5	.0740810036659241	1.91618776321411	1	3	18	5
17	PE041021	5	-.0802109017968178	1.72306442260742	1	3	18	5
16	PE041024	5	-.309500992298126	1.43606758117676	1	3	18	5
3	PE041025	5	.129738003015518	1.9858523607254	1	3	18	5
4	PE041030	5	1.173259973526	3.29200339317322	1	3	18	5
16	PE041032	5	-.255492985248566	1.50366806983948	1	3	18	5
9	PE041034	5	.491986989974976	2.43927049636841	1	3	18	5
16	PE041035	5	-.0105504002422094	1.81025671958923	1	3	18	5
16	PE041039	5	.00174797000363469	1.82565033435822	1	3	18	5
6	PE041041	5	.229228004813194	2.11038160324097	1	3	18	5
18	PE041043	5	-.159738004207611	1.62352228164673	1	3	18	5
16	PE041044	5	.191198006272316	2.06278038024902	1	3	18	5
3	PE041045	5	.962391972541809	3.02806496620178	1	3	18	5
16	PE041046	5	.916693985462189	2.97086596488953	1	3	18	5
3	PE041047	5	.27250200510025	2.16454648971558	1	3	18	5
16	PE041050	5	.770667016506195	2.78808760643005	1	3	18	5
16	PE041052	5	1.11554002761841	3.21975684165955	1	3	18	5
3	PE041053	5	1.18076002597809	3.30139112472534	1	3	18	5
16	PE041055	5	.314442992210388	2.21704316139221	1	3	18	5
16	PE041060	5	.764307022094727	2.78012681007385	1	3	18	5
16	PE041061	5	.234576001763344	2.11707544326782	1	3	18	5
3	PE041064	5	.542861998081207	2.50294947624207	1	3	18	5
16	PE041068	5	.8853679895401	2.93165588378906	1	3	18	5
16	PE041071	5	-.155590996146202	1.62871289253235	1	3	18	5
16	PE041074	5	-.0625666975975037	1.74514925479889	1	3	18	5
7	PE041075	5	-.502578020095825	1.19439768791199	1	3	18	5
16	PE041076	5	-.603138983249664	1.06852805614471	1	3	18	5
7	PE041079	5	.690973997116089	2.68833780288696	1	3	18	5
16	PE041080	5	.359201014041901	2.2730655670166	1	3	18	5
3	PE041083	5	.768332004547119	2.78516483306885	1	3	18	5
16	PE041085	5	.0576043017208576	1.89556431770325	1	3	18	5
16	PE041089	5	-.276654988527298	1.47718012332916	1	3	18	5
16	PE041092	5	.15531000494957	2.01786017417908	1	3	18	5
16	PE041096	5	.283398985862732	2.17818593978882	1	3	18	5
17	PE041097	5	.874293029308319	2.91779375076294	1	3	18	5
21	PE041099	5	.827624976634979	2.85938048362732	1	3	18	5
16	PE041100	5	-.54679399728775	1.13905370235443	1	3	18	5
16	PE041101	5	.43401500582695	2.36670851707458	1	3	18	5
17	PE051004	5	.577449023723602	2.54624128341675	1	3	18	5
5	PE051008	5	.375124007463455	2.29299592971802	1	3	18	5
15	PE051010	5	1.00987005233765	3.08749222755432	1	3	18	5
16	PE051015	5	.999786972999573	3.07487154006958	1	3	18	5
3	PE051017	5	-.165042996406555	1.61688208580017	1	3	18	5
3	PE051029	5	.0112781999632716	1.83757901191711	1	3	18	5
3	PE051031	5	1.61751997470856	3.84807276725769	1	3	18	5
3	PE051034	5	.522135019302368	2.47700619697571	1	3	18	5
17	PE051035	5	-.454441010951996	1.25464963912964	1	3	18	5
3	PE051039	5	1.30030000209808	3.45101618766785	1	3	18	5
3	PE051041	5	-.436592996120453	1.27698957920074	1	3	18	5
3	PE051042	5	.712777018547058	2.71562814712524	1	3	18	5
6	PE051046	5	.0332928001880646	1.86513423919678	1	3	18	5
16	PE051058	5	.178724005818367	2.04716682434082	1	3	18	5
16	PE051071	5	-.230451002717018	1.5350124835968	1	3	18	5
17	PE051072	5	.96918398141861	3.03656649589539	1	3	18	5
17	PE051075	5	.507404029369354	2.45856761932373	1	3	18	5
8	PE051078	5	1.6586799621582	3.89959168434143	1	3	18	5
4	PE051080	5	.688645005226135	2.68542265892029	1	3	18	5
16	PE051082	5	.945765018463135	3.00725340843201	1	3	18	5
16	PE051084	5	1.54736995697021	3.76026773452759	1	3	18	5
4	PE051087	5	.560055017471313	2.52446961402893	1	3	18	5
17	PE051089	5	.275597006082535	2.1684205532074	1	3	18	5
6	PE051090	5	.400786995887756	2.32511782646179	1	3	18	5
3	PE051092	5	.413572996854782	2.34112167358398	1	3	18	5
3	PE051100	5	-.641363978385925	1.02068269252777	1	3	18	5
16	PE051102	5	.215003997087479	2.09257769584656	1	3	18	5
6	PE061001	5	.222742006182671	2.10226321220398	1	3	18	5
3	PE061003	5	1.14602994918823	3.25792026519775	1	3	18	5
9	PE061005	5	.722135007381439	2.72734117507935	1	3	18	5
3	PE061008	5	-.0742072984576225	1.73057889938354	1	3	18	5
15	PE061009	5	1.03735995292664	3.12190055847168	1	3	18	5
17	PE061011	5	.611320018768311	2.58863687515259	1	3	18	5
6	PE061013	5	1.05508005619049	3.14408040046692	1	3	18	5
4	PE061025	5	-.0693875998258591	1.73661160469055	1	3	18	5
16	PE061033	5	1.24282002449036	3.37907004356384	1	3	18	5
3	PE061034	5	.376827001571655	2.29512763023376	1	3	18	5
3	PE061036	5	.393260985612869	2.31569766998291	1	3	18	5
4	PE061037	5	1.54752004146576	3.76045560836792	1	3	18	5
17	PE061043	5	1.00275003910065	3.0785801410675	1	3	18	5
3	PE061044	5	.976361989974976	3.04555106163025	1	3	18	5
18	PE061049	5	1.4145599603653	3.59403276443481	1	3	18	5
6	PE061050	5	.2639220058918	2.15380716323853	1	3	18	5
16	PE061059	5	.675841987133026	2.66939735412598	1	3	18	5
3	PE061066	5	.844555020332336	2.88057136535645	1	3	18	5
10	PE061071	5	1.25910997390747	3.39945983886719	1	3	18	5
4	PE061077	5	1.16038000583649	3.27588176727295	1	3	18	5
4	PE061078	5	.683894991874695	2.67947721481323	1	3	18	5
3	PE061081	5	.882118999958038	2.92758941650391	1	3	18	5
3	PE061085	5	1.18022000789642	3.30071520805359	1	3	18	5
8	PE061087	5	1.50819003582001	3.71122717857361	1	3	18	5
5	PE061094	5	1.09921002388	3.19931697845459	1	3	18	5
3	PE061100	5	1.3469899892807	3.50945711135864	1	3	18	5
3	PE061101	5	.0113851996138692	1.83771300315857	1	3	18	5
3	PE071013	5	1.5908499956131	3.81469058990479	1	3	18	5
4	PE071026	5	1.66442000865936	3.90677642822266	1	3	18	5
16	PE071028	5	.735392987728119	2.74393582344055	1	3	18	5
16	PE071030	5	.530341982841492	2.4872784614563	1	3	18	5
16	PE071034	5	.360936999320984	2.27523851394653	1	3	18	5
3	PE071044	5	.087901696562767	1.93348681926727	1	3	18	5
16	PE071049	5	1.35555994510651	3.520183801651	1	3	18	5
4	PE071053	5	1.40087997913361	3.57690978050232	1	3	18	5
3	PE071059	5	.79416698217392	2.81750202178955	1	3	18	5
3	PE071062	5	1.38841998577118	3.56131386756897	1	3	18	5
5	PE071066	5	-.153129994869232	1.63179326057434	1	3	18	5
3	PE071071	5	1.0401599407196	3.12540531158447	1	3	18	5
5	PE071077	5	.0949556976556778	1.94231617450714	1	3	18	5
5	PE071082	5	1.4833300113678	3.68011045455933	1	3	18	5
8	PE071083	5	.319716989994049	2.22364449501038	1	3	18	5
3	PE071086	5	.579270005226135	2.54852056503296	1	3	18	5
5	PE071087	5	.872461020946503	2.91550064086914	1	3	18	5
3	PE071088	5	.425886988639832	2.35653471946716	1	3	18	5
5	PE071089	5	1.60537004470825	3.83286499977112	1	3	18	5
6	PE071092	5	.778201997280121	2.79751896858215	1	3	18	5
16	PE071100	5	.702593982219696	2.70288228988647	1	3	18	5
10	PE071101	5	1.09267997741699	3.19114327430725	1	3	18	5
