childid	round	yc	theta_eap	read_score	country	group	language
PE171099	4	1	-1.53361999988556	-1.62477493286133	3	17	5
PE171100	4	1	-.847811996936798	-.763002336025238	3	17	5
PE171101	4	1	-.324081003665924	-.104892514646053	3	17	5
PE171102	4	1	.440261006355286	.855564296245575	3	17	5
PE171103	4	1	-.267358005046844	-.0336155295372009	3	17	5
PE171104	4	1	-.795687973499298	-.697504341602325	3	17	5
PE171105	4	1	-.633365988731384	-.493533819913864	3	17	5
PE171106	4	1	-.110123001039028	.163962826132774	3	17	5
PE181001	4	1	-.479167014360428	-.299770474433899	3	17	5
PE181002	4	1	-1.15497994422913	-1.14898347854614	3	17	5
PE181003	4	1	-2.94639992713928	-3.40004587173462	3	17	5
PE181004	4	1	-1.43707001209259	-1.5034521818161	3	17	5
PE181005	4	1	-1.06123995780945	-1.03119170665741	3	17	5
PE181006	4	1	-1.44919002056122	-1.51868188381195	3	17	5
PE181007	4	1	-1.48124003410339	-1.55895531177521	3	17	5
PE181008	4	1	-.631600975990295	-.491315931081772	3	17	5
PE181009	4	1	-1.6923600435257	-1.82424449920654	3	17	5
PE181010	4	1	-1.6217999458313	-1.73558008670807	3	17	5
PE181011	4	1	-.871560990810394	-.792844891548157	3	17	5
PE181012	4	1	-1.1747100353241	-1.17377591133118	3	17	5
PE181013	4	1	-.502074003219604	-.328554928302765	3	17	5
PE181014	4	1	-1.39348995685577	-1.44869029521942	3	17	5
PE181015	4	1	-1.1054300069809	-1.08671998977661	3	17	5
PE181016	4	1	-2.25115990638733	-2.52642107009888	3	17	5
PE181017	4	1	-1.70162999629974	-1.83589291572571	3	17	5
PE181018	4	1	-1.41887998580933	-1.48059487342834	3	17	5
PE181019	4	1	-1.44317996501923	-1.51112985610962	3	17	5
PE181020	4	1	-1.56341004371643	-1.66220855712891	3	17	5
PE181021	4	1	-1.21066999435425	-1.21896243095398	3	17	5
PE181022	4	1	-1.82965004444122	-1.99676036834717	3	17	5
PE181023	4	1	-1.35479998588562	-1.40007328987122	3	17	5
PE181024	4	1	-2.01105999946594	-2.22471642494202	3	17	5
PE181025	4	1	-.290571004152298	-.0627845153212547	3	17	5
PE181027	4	1	-1.70885002613068	-1.84496545791626	3	17	5
PE181029	4	1	.161201000213623	.504903137683868	3	17	5
PE181030	4	1	-.676034986972809	-.547150850296021	3	17	5
PE181031	4	1	-1.60601997375488	-1.71575129032135	3	17	5
PE181032	4	1	-1.82265996932983	-1.98797678947449	3	17	5
PE181033	4	1	-.0684700012207031	.216303139925003	3	17	5
PE181034	4	1	-1.23605000972748	-1.2508544921875	3	17	5
PE181036	4	1	-2.56047010421753	-2.91509413719177	3	17	5
PE181037	4	1	-.615108013153076	-.470591217279434	3	17	5
PE181038	4	1	-1.57533001899719	-1.67718684673309	3	17	5
PE181039	4	1	-1.39092004299164	-1.44546103477478	3	17	5
PE181040	4	1	-.530278027057648	-.363995552062988	3	17	5
PE181041	4	1	-1.13323998451233	-1.12166547775269	3	17	5
PE181042	4	1	.263788998126984	.633813142776489	3	17	5
PE181043	4	1	-1.64539003372192	-1.76522290706635	3	17	5
PE181044	4	1	-.494706004858017	-.319296449422836	3	17	5
PE181045	4	1	-2.24729990959167	-2.52157068252563	3	17	5
PE181046	4	1	-.0507293008267879	.238595753908157	3	17	5
PE181047	4	1	-1.57439994812012	-1.67601823806763	3	17	5
PE181048	4	1	-1.19328999519348	-1.1971230506897	3	17	5
PE181049	4	1	-1.6366800069809	-1.75427806377411	3	17	5
PE181050	4	1	-.838393986225128	-.751167893409729	3	17	5
PE181051	4	1	-1.26771998405457	-1.29065036773682	3	17	5
PE181052	4	1	.107707001268864	.437683641910553	3	17	5
PE181053	4	1	-1.65541005134583	-1.77781391143799	3	17	5
PE181054	4	1	-1.08618998527527	-1.0625433921814	3	17	5
PE181055	4	1	.591364979743958	1.04543852806091	3	17	5
PE181056	4	1	-.947534024715424	-.888311088085175	3	17	5
PE181057	4	1	-.74795001745224	-.637517809867859	3	17	5
PE181058	4	1	-1.13584995269775	-1.12494504451752	3	17	5
PE181059	4	1	-.758830010890961	-.651189386844635	3	17	5
PE181060	4	1	-.441395998001099	-.252308189868927	3	17	5
PE181061	4	1	-.890114009380341	-.81615823507309	3	17	5
PE181062	4	1	-.176265001296997	.0808501094579697	3	17	5
PE181063	4	1	-.593773007392883	-.443782061338425	3	17	5
PE181064	4	1	-1.05967998504639	-1.02923142910004	3	17	5
PE181065	4	1	-.896459996700287	-.824132442474365	3	17	5
PE181066	4	1	1.06681001186371	1.64287316799164	3	17	5
PE181067	4	1	-.97595602273941	-.924025595188141	3	17	5
PE181068	4	1	-1.33243000507355	-1.37196362018585	3	17	5
PE181069	4	1	-.191097006201744	.0622125118970871	3	17	5
PE181070	4	1	-.977033019065857	-.925378918647766	3	17	5
PE181071	4	1	.170129999518394	.516123116016388	3	17	5
PE181072	4	1	-.690324008464813	-.565106093883514	3	17	5
PE181073	4	1	-1.02522003650665	-.985929727554321	3	17	5
PE181074	4	1	-.733892977237701	-.619854032993317	3	17	5
PE181075	4	1	-.666492998600006	-.535160541534424	3	17	5
PE181076	4	1	-.294032990932465	-.0671347826719284	3	17	5
PE181077	4	1	-1.14302003383636	-1.13395488262177	3	17	5
PE181078	4	1	-.0674993991851807	.217522785067558	3	17	5
PE181080	4	1	-.885035991668701	-.80977725982666	3	17	5
PE181081	4	1	-1.04720997810364	-1.01356184482574	3	17	5
PE181082	4	1	-.935168981552124	-.872773408889771	3	17	5
PE181083	4	1	-.315584987401962	-.0942165851593018	3	17	5
PE181084	4	1	-1.40425002574921	-1.46221125125885	3	17	5
PE181086	4	1	-.485157996416092	-.307298630475998	3	17	5
PE181087	4	1	-.458903014659882	-.274307131767273	3	17	5
PE181088	4	1	-1.62297999858856	-1.73706293106079	3	17	5
PE181089	4	1	-1.20434999465942	-1.2110208272934	3	17	5
PE181090	4	1	-.929414987564087	-.865543067455292	3	17	5
PE181091	4	1	.930454015731812	1.47153103351593	3	17	5
PE181092	4	1	-.715839028358459	-.597167789936066	3	17	5
PE181093	4	1	-.361550003290176	-.151975303888321	3	17	5
PE181094	4	1	-.566191971302032	-.409124284982681	3	17	5
PE181095	4	1	-.946220993995667	-.886661112308502	3	17	5
PE181096	4	1	.214027002453804	.571283221244812	3	17	5
PE181097	4	1	-1.02846002578735	-.990001022815704	3	17	5
PE181098	4	1	-.444485992193222	-.25619101524353	3	17	5
PE181099	4	1	-1.89011001586914	-2.07273316383362	3	17	5
PE181100	4	1	.550758004188538	.99441260099411	3	17	5
PE181101	4	1	-.328896999359131	-.110944196581841	3	17	5
PE181102	4	1	-1.46189999580383	-1.53465306758881	3	17	5
PE181103	4	1	-1.1381299495697	-1.12781012058258	3	17	5
PE181104	4	1	-1.09920001029968	-1.07889151573181	3	17	5
PE181105	4	1	-.485127002000809	-.307259678840637	3	17	5
PE191001	4	1	.312000006437302	.694394111633301	3	17	5
PE191002	4	1	.820894002914429	1.333860039711	3	17	5
PE191003	4	1	.202929005026817	.557337701320648	3	17	5
PE191004	4	1	.677949011325836	1.15423834323883	3	17	5
PE191005	4	1	-.0975911021232605	.179710149765015	3	17	5
PE191006	4	1	-.419167011976242	-.224375680088997	3	17	5
PE191007	4	1	.891641974449158	1.42276060581207	3	17	5
PE191009	4	1	.525252997875214	.962363541126251	3	17	5
PE191010	4	1	.239776998758316	.603640139102936	3	17	5
PE191011	4	1	.722792029380798	1.21058714389801	3	17	5
PE191012	4	1	1.2021199464798	1.81290102005005	3	17	5
PE191013	4	1	-.0180008001625538	.279721736907959	3	17	5
PE191014	4	1	1.22250998020172	1.8385226726532	3	17	5
PE191015	4	1	-.559036016464233	-.400132268667221	3	17	5
PE191016	4	1	2.02708005905151	2.84952926635742	3	17	5
PE191017	4	1	-.566797018051147	-.409884572029114	3	17	5
PE191019	4	1	.43724000453949	.85176819562912	3	17	5
PE191020	4	1	.982635974884033	1.53710186481476	3	17	5
PE191021	4	1	-.649568974971771	-.513894140720367	3	17	5
PE191022	4	1	-.446877002716064	-.259195506572723	3	17	5
PE191023	4	1	.427513986825943	.839546680450439	3	17	5
PE191024	4	1	-.150113999843597	.113710932433605	3	17	5
PE191025	4	1	.0757120028138161	.397479355335236	3	17	5
PE191026	4	1	.228462994098663	.589423179626465	3	17	5
PE191027	4	1	-.286269992589951	-.0573799535632133	3	17	5
PE191028	4	1	.0519051998853683	.36756420135498	3	17	5
PE191029	4	1	.309823989868164	.69165974855423	3	17	5
PE191030	4	1	.0767821967601776	.398824125528336	3	17	5
PE191031	4	1	1.74532997608185	2.49548768997192	3	17	5
PE191032	4	1	-.409718990325928	-.212503492832184	3	17	5
PE191033	4	1	.526706993579865	.964190602302551	3	17	5
PE191034	4	1	.630553007125854	1.09468138217926	3	17	5
PE191035	4	1	-.428265005350113	-.235808029770851	3	17	5
PE191036	4	1	-.302103012800217	-.0772754102945328	3	17	5
PE191037	4	1	-.18707600235939	.0672652199864388	3	17	5
PE191038	4	1	1.36954998970032	2.02329015731812	3	17	5
PE191039	4	1	.88780802488327	1.41794288158417	3	17	5
PE191041	4	1	.906521022319794	1.44145727157593	3	17	5
PE191042	4	1	-.634164988994598	-.494537830352783	3	17	5
PE191043	4	1	-.57159298658371	-.415911108255386	3	17	5
PE191044	4	1	-.596104025840759	-.446711182594299	3	17	5
PE191045	4	1	1.16813004016876	1.77018988132477	3	17	5
PE191047	4	1	.0167053993791342	.323332846164703	3	17	5
PE191048	4	1	-.776104986667633	-.672896802425385	3	17	5
PE191050	4	1	-.0455591008067131	.245092526078224	3	17	5
PE191051	4	1	-.102716997265816	.173269048333168	3	17	5
PE191052	4	1	.484892994165421	.911647975444794	3	17	5
PE191053	4	1	-.399269998073578	-.199373498558998	3	17	5
PE191054	4	1	.17137399315834	.517686307430267	3	17	5
PE191055	4	1	.215051993727684	.572571218013763	3	17	5
PE191056	4	1	-.129612997174263	.139472082257271	3	17	5
PE191057	4	1	.230458006262779	.591930091381073	3	17	5
PE191058	4	1	-.00318575999699533	.298337996006012	3	17	5
PE191059	4	1	-1.14658999443054	-1.13844084739685	3	17	5
PE191060	4	1	1.26857995986938	1.89641332626343	3	17	5
PE191061	4	1	.513557970523834	.9476677775383	3	17	5
PE191062	4	1	.0503312014043331	.365586340427399	3	17	5
PE191063	4	1	-.77914297580719	-.676714241504669	3	17	5
PE191064	4	1	-.122993998229504	.147789388895035	3	17	5
PE191065	4	1	.430393993854523	.843165636062622	3	17	5
PE191066	4	1	.585245013237	1.03774833679199	3	17	5
PE191067	4	1	.0709566026926041	.391503810882568	3	17	5
PE191068	4	1	-.199088007211685	.0521711781620979	3	17	5
PE191069	4	1	.422542989253998	.833300232887268	3	17	5
PE191070	4	1	.0146265001967549	.32072052359581	3	17	5
PE191071	4	1	1.69409000873566	2.43110060691833	3	17	5
PE191072	4	1	.295753985643387	.673979699611664	3	17	5
PE191073	4	1	.213813006877899	.571014285087585	3	17	5
PE191074	4	1	-.193090006709099	.0597081445157528	3	17	5
PE191075	4	1	-.731435000896454	-.616765379905701	3	17	5
PE191076	4	1	.781880021095276	1.28483593463898	3	17	5
PE191077	4	1	.806626975536346	1.31593239307404	3	17	5
PE191078	4	1	-.463728994131088	-.280371367931366	3	17	5
PE191079	4	1	.149262994527817	.489902049303055	3	17	5
PE191080	4	1	-.133197993040085	.134967252612114	3	17	5
PE191081	4	1	-.15939399600029	.102049879729748	3	17	5
PE191082	4	1	.849852025508881	1.37024819850922	3	17	5
PE191083	4	1	.449422001838684	.867075860500336	3	17	5
PE191084	4	1	1.11849999427795	1.70782577991486	3	17	5
PE191085	4	1	1.07851004600525	1.65757524967194	3	17	5
PE191086	4	1	-.00366395991295576	.297737121582031	3	17	5
PE191087	4	1	.11345099657774	.444901406764984	3	17	5
PE191088	4	1	-.235661998391151	.00621303590014577	3	17	5
PE191089	4	1	.29357498884201	.671241581439972	3	17	5
PE191090	4	1	1.05781996250153	1.63157653808594	3	17	5
PE191091	4	1	-.926463007926941	-.86183363199234	3	17	5
PE191092	4	1	.989462018013	1.54567933082581	3	17	5
PE191093	4	1	.848076999187469	1.36801767349243	3	17	5
PE191094	4	1	-.342689007520676	-.128274962306023	3	17	5
PE191096	4	1	-.528447985649109	-.361695945262909	3	17	5
PE191097	4	1	.37942498922348	.77911901473999	3	17	5
PE191098	4	1	.146690994501114	.486670136451721	3	17	5
PE191099	4	1	.99530702829361	1.55302405357361	3	17	5
PE191100	4	1	-.828123986721039	-.738262832164764	3	17	5
PE191101	4	1	.485433012247086	.912326574325562	3	17	5
PE191102	4	1	-1.18334996700287	-1.18463265895844	3	17	5
PE191103	4	1	-.716206014156342	-.597628951072693	3	17	5
PE191104	4	1	.712476015090942	1.19762420654297	3	17	5
PE201001	4	1	1.42614996433258	2.09441256523132	3	17	5
PE201002	4	1	1.28332996368408	1.91494786739349	3	17	5
PE201003	4	1	-.466163009405136	-.28342992067337	3	17	5
PE201004	4	1	.0188500992953777	.3260278403759	3	17	5
PE201005	4	1	-.389629006385803	-.187258809804916	3	17	5
PE201006	4	1	-.36149001121521	-.151899918913841	3	17	5
PE201007	4	1	-.235212996602058	.00677724229171872	3	17	5
PE201008	4	1	-.622817993164063	-.480279415845871	3	17	5
PE201011	4	1	-.231468006968498	.011483121663332	3	17	5
PE201012	4	1	-.774398028850555	-.670751869678497	3	17	5
PE201013	4	1	-.926765978336334	-.862214326858521	3	17	5
PE201014	4	1	-.786339998245239	-.685757875442505	3	17	5
PE201015	4	1	.379969000816345	.779802560806274	3	17	5
PE201016	4	1	-.410219997167587	-.213133037090302	3	17	5
PE201018	4	1	-.213531002402306	.0340224020183086	3	17	5
PE201020	4	1	-.553795993328094	-.393547743558884	3	17	5
PE201021	4	1	-.598949015140533	-.450286149978638	3	17	5
PE201022	4	1	-.404103010892868	-.205446556210518	3	17	5
PE201023	4	1	.91168600320816	1.44794750213623	3	17	5
PE201024	4	1	-.329124987125397	-.111230678856373	3	17	5
PE201025	4	1	-.752655029296875	-.643430054187775	3	17	5
PE201027	4	1	-.22723500430584	.0168022271245718	3	17	5
PE201028	4	1	.139429003000259	.477544844150543	3	17	5
PE201029	4	1	1.12943994998932	1.72157275676727	3	17	5
PE201030	4	1	-.770694971084595	-.666098654270172	3	17	5
PE201032	4	1	-.606639981269836	-.45995044708252	3	17	5
PE201033	4	1	-1.33012998104095	-1.36907351016998	3	17	5
PE201034	4	1	-.0267136991024017	.268773287534714	3	17	5
PE201035	4	1	.0750098004937172	.396596968173981	3	17	5
PE201037	4	1	-.678692996501923	-.55049079656601	3	17	5
PE201038	4	1	.591808021068573	1.04599523544312	3	17	5
PE201039	4	1	-.29815399646759	-.0723131522536278	3	17	5
PE201041	4	1	.431715995073318	.844826817512512	3	17	5
PE201042	4	1	-1.51075994968414	-1.59604942798615	3	17	5
PE201043	4	1	.180026993155479	.528559505939484	3	17	5
PE201044	4	1	-.721961975097656	-.604861736297607	3	17	5
PE201045	4	1	-.176226004958153	.0808991119265556	3	17	5
PE201046	4	1	-.639231979846954	-.50090491771698	3	17	5
PE201048	4	1	.655496001243591	1.12602424621582	3	17	5
PE201049	4	1	1.21482002735138	1.8288596868515	3	17	5
PE201050	4	1	1.31430995464325	1.95387673377991	3	17	5
PE201051	4	1	-.315120011568069	-.093632310628891	3	17	5
PE201052	4	1	-1.11583995819092	-1.09980094432831	3	17	5
PE201053	4	1	.652899026870728	1.12276101112366	3	17	5
PE201054	4	1	-.119930997490883	.1516382843256	3	17	5
PE201055	4	1	.846095979213715	1.36552834510803	3	17	5
PE201056	4	1	1.42193996906281	2.08912229537964	3	17	5
PE201057	4	1	.338378012180328	.727540194988251	3	17	5
PE201058	4	1	-.537442982196808	-.372998893260956	3	17	5
PE201059	4	1	.181143000721931	.529961824417114	3	17	5
PE201060	4	1	-.959622979164124	-.903501808643341	3	17	5
PE201061	4	1	-.0470568984746933	.243210420012474	3	17	5
PE201062	4	1	.526611983776093	.964071214199066	3	17	5
PE201063	4	1	-.743898987770081	-.632427334785461	3	17	5
PE201065	4	1	-1.14857995510101	-1.14094138145447	3	17	5
PE201066	4	1	.36362099647522	.75925999879837	3	17	5
PE201067	4	1	-1.32824003696442	-1.36669862270355	3	17	5
PE201068	4	1	.471531003713608	.894857585430145	3	17	5
PE201069	4	1	.659686982631683	1.13129055500031	3	17	5
PE201070	4	1	.791665971279144	1.29713273048401	3	17	5
PE201071	4	1	-1.07454001903534	-1.04790425300598	3	17	5
PE201072	4	1	-.417342007160187	-.222082421183586	3	17	5
PE201073	4	1	-1.04919004440308	-1.01604998111725	3	17	5
PE201074	4	1	-.346271008253098	-.132776021957397	3	17	5
PE201075	4	1	-.321420013904572	-.101548761129379	3	17	5
PE201076	4	1	-.195455998182297	.0567350871860981	3	17	5
PE201077	4	1	-2.49218988418579	-2.82929468154907	3	17	5
PE201078	4	1	.281482994556427	.65604704618454	3	17	5
PE201079	4	1	-.585207998752594	-.433019459247589	3	17	5
PE201080	4	1	-.576784014701843	-.422434031963348	3	17	5
PE201083	4	1	-.880828976631165	-.804490864276886	3	17	5
PE201085	4	1	-.176955997943878	.0799818187952042	3	17	5
PE201086	4	1	.428196012973785	.84040367603302	3	17	5
PE201087	4	1	.626401007175446	1.08946406841278	3	17	5
PE201088	4	1	.00883140042424202	.313438534736633	3	17	5
PE201090	4	1	-.971940994262695	-.918980360031128	3	17	5
PE201091	4	1	.988951027393341	1.545037150383	3	17	5
PE201092	4	1	.212351992726326	.569178402423859	3	17	5
PE201093	4	1	-.974303007125854	-.921948432922363	3	17	5
PE201094	4	1	-3.15405011177063	-3.66097497940063	3	17	5
PE201096	4	1	-.387501001358032	-.184584811329842	3	17	5
PE201097	4	1	-.501474022865295	-.327801018953323	3	17	5
PE201098	4	1	.832482993602753	1.34842264652252	3	17	5
PE201099	4	1	-.484889000654221	-.306960612535477	3	17	5
PE201100	4	1	.681774973869324	1.15904593467712	3	17	5
PE201101	4	1	-1.32517004013062	-1.3628408908844	3	17	5
PE011001	5	1	-.856498003005981	-.773917019367218	3	18	5
PE011002	5	1	.28676301240921	.662681818008423	3	18	5
PE011003	5	1	.163418993353844	.507690191268921	3	18	5
PE011004	5	1	.263357013463974	.63327032327652	3	18	5
PE011005	5	1	-.388808995485306	-.186228409409523	3	18	5
PE011006	5	1	-.133948996663094	.134023547172546	3	18	5
PE011007	5	1	.947467982769012	1.49291038513184	3	18	5
PE011008	5	1	.660328984260559	1.13209736347198	3	18	5
PE011009	5	1	.318304002285004	.70231556892395	3	18	5
PE011010	5	1	-.661369025707245	-.528721868991852	3	18	5
PE011011	5	1	-1.15227997303009	-1.14559066295624	3	18	5
PE011012	5	1	.289797008037567	.666494250297546	3	18	5
PE011013	5	1	.757432997226715	1.25411629676819	3	18	5
PE011014	5	1	-.820118010044098	-.728202641010284	3	18	5
PE011015	5	1	-.571593999862671	-.415912359952927	3	18	5
PE011016	5	1	1.38776004314423	2.04617261886597	3	18	5
PE011017	5	1	.436648994684219	.851025521755219	3	18	5
PE011018	5	1	-.35029399394989	-.137831225991249	3	18	5
PE011019	5	1	-.459791004657745	-.275422960519791	3	18	5
PE011020	5	1	.81850802898407	1.3308619260788	3	18	5
PE011021	5	1	.492312014102936	.920970559120178	3	18	5
PE011022	5	1	-.0875141993165016	.192372590303421	3	18	5
PE011023	5	1	.995341002941132	1.55306673049927	3	18	5
PE011024	5	1	.819931983947754	1.33265125751495	3	18	5
PE011025	5	1	.423170000314713	.834088087081909	3	18	5
PE011026	5	1	-.695293009281158	-.571350038051605	3	18	5
PE011027	5	1	-1.25697004795074	-1.27714216709137	3	18	5
PE011028	5	1	-.141507998108864	.124525062739849	3	18	5
PE011029	5	1	-.804368019104004	-.708411514759064	3	18	5
PE011030	5	1	1.55604994297028	2.25764226913452	3	18	5
PE011031	5	1	1.06405997276306	1.63941752910614	3	18	5
PE011032	5	1	2.23552989959717	3.11146306991577	3	18	5
PE011033	5	1	-1.10204994678497	-1.08247268199921	3	18	5
PE011034	5	1	-.0272397007793188	.268112301826477	3	18	5
PE011035	5	1	.901517987251282	1.43517053127289	3	18	5
PE011036	5	1	-.474608987569809	-.294042944908142	3	18	5
PE011037	5	1	-1.19626998901367	-1.20086765289307	3	18	5
PE011038	5	1	.0793337002396584	.402030318975449	3	18	5
PE011039	5	1	-1.06531000137329	-1.03630602359772	3	18	5
PE011041	5	1	.346156001091003	.737313866615295	3	18	5
PE011042	5	1	-.298070996999741	-.072208859026432	3	18	5
PE011043	5	1	-.436533004045486	-.246197432279587	3	18	5
PE011044	5	1	.265318989753723	.635735690593719	3	18	5
PE011045	5	1	-.610242009162903	-.464476674795151	3	18	5
PE011046	5	1	-.738862991333008	-.626099228858948	3	18	5
PE011047	5	1	1.14620995521545	1.74264562129974	3	18	5
PE011048	5	1	1.64709997177124	2.37205386161804	3	18	5
PE011049	5	1	.887603998184204	1.41768658161163	3	18	5
PE011050	5	1	-.0153347002342343	.283071905374527	3	18	5
PE011051	5	1	.329180002212524	.715982139110565	3	18	5
PE011052	5	1	1.20784997940063	1.82010126113892	3	18	5
PE011053	5	1	-.402404993772507	-.203312858939171	3	18	5
PE011054	5	1	1.3605500459671	2.01198101043701	3	18	5
PE011055	5	1	.172742992639542	.51940655708313	3	18	5
PE011056	5	1	1.4996999502182	2.18683409690857	3	18	5
PE011057	5	1	.00619027018547058	.31011974811554	3	18	5
PE011059	5	1	.330906987190247	.718152225017548	3	18	5
PE011060	5	1	-.456070989370346	-.270748466253281	3	18	5
PE011061	5	1	.0613280981779099	.379404842853546	3	18	5
PE011062	5	1	1.71424996852875	2.45643329620361	3	18	5
PE011063	5	1	.719551980495453	1.20651578903198	3	18	5
PE011064	5	1	-.178026005625725	.0786372646689415	3	18	5
PE011065	5	1	-.2447379976511	-.0051916828379035	3	18	5
PE011066	5	1	.147029995918274	.487096101045609	3	18	5
PE011067	5	1	.595115005970001	1.05015075206757	3	18	5
PE011068	5	1	.0479735992848873	.36262384057045	3	18	5
PE011069	5	1	.58889502286911	1.04233479499817	3	18	5
PE011070	5	1	.718209981918335	1.204829454422	3	18	5
PE011071	5	1	.977403998374939	1.53052747249603	3	18	5
PE011072	5	1	.165668994188309	.510517477989197	3	18	5
PE011073	5	1	-.765025019645691	-.658973932266235	3	18	5
PE011074	5	1	1.04773998260498	1.6189101934433	3	18	5
PE011075	5	1	-.562878012657166	-.404960036277771	3	18	5
PE011076	5	1	-.356685012578964	-.145862057805061	3	18	5
PE011077	5	1	-.644497990608215	-.50752204656601	3	18	5
PE011078	5	1	-1.44798004627228	-1.51716148853302	3	18	5
PE011079	5	1	.454957008361816	.874031007289886	3	18	5
PE011080	5	1	-.731979012489319	-.61744898557663	3	18	5
PE011081	5	1	.00448788003996015	.307980537414551	3	18	5
PE011082	5	1	-1.16721999645233	-1.16436409950256	3	18	5
PE011083	5	1	.189547002315521	.540522158145905	3	18	5
PE011084	5	1	.784717977046967	1.28840208053589	3	18	5
PE011085	5	1	-.44794699549675	-.260540038347244	3	18	5
PE011086	5	1	2.3043999671936	3.19800400733948	3	18	5
PE011087	5	1	1.57692003250122	2.2838671207428	3	18	5
PE011088	5	1	.800144970417023	1.30778729915619	3	18	5
PE011089	5	1	-.0635795965790749	.222448334097862	3	18	5
PE011090	5	1	-.407288014888763	-.209448769688606	3	18	5
PE011091	5	1	-.950718998908997	-.892313241958618	3	18	5
PE011092	5	1	1.48734998703003	2.17131519317627	3	18	5
PE011093	5	1	.430160999298096	.842872858047485	3	18	5
PE011094	5	1	-.184873998165131	.0700322166085243	3	18	5
PE011095	5	1	-.83874499797821	-.751608967781067	3	18	5
PE011096	5	1	-.00871752016246319	.291386902332306	3	18	5
PE011097	5	1	1.02796995639801	1.59406757354736	3	18	5
PE011098	5	1	.422515988349915	.833266258239746	3	18	5
PE011099	5	1	-.689996004104614	-.564693927764893	3	18	5
PE011100	5	1	-.744370996952057	-.633020460605621	3	18	5
PE011104	5	1	1.61960995197296	2.33751058578491	3	18	5
PE021001	5	1	-1.79145002365112	-1.9487589597702	3	18	5
PE021002	5	1	-.0809582993388176	.200610592961311	3	18	5
PE021003	5	1	1.15556001663208	1.75439465045929	3	18	5
PE021004	5	1	-.167017996311188	.0924697071313858	3	18	5
PE021005	5	1	-2.83085989952087	-3.25486063957214	3	18	5
PE021006	5	1	1.09404003620148	1.67708992958069	3	18	5
PE021007	5	1	-2.85483002662659	-3.28498101234436	3	18	5
PE021008	5	1	-2.89625000953674	-3.33702850341797	3	18	5
PE021009	5	1	-.251901000738144	-.0141925681382418	3	18	5
PE021010	5	1	-.333927005529404	-.117264799773693	3	18	5
PE021011	5	1	.0682218000292778	.388067305088043	3	18	5
PE021012	5	1	-.345607995986938	-.131942898035049	3	18	5
PE021013	5	1	-.744347989559174	-.632991552352905	3	18	5
PE021014	5	1	-.0234778001904488	.272839426994324	3	18	5
PE021015	5	1	-.511566996574402	-.340483635663986	3	18	5
PE021016	5	1	.00629884982481599	.31025618314743	3	18	5
PE021017	5	1	.12729500234127	.462297528982162	3	18	5
PE021018	5	1	.045551098883152	.359579771757126	3	18	5
PE021019	5	1	-.270693004131317	-.03780622407794	3	18	5
PE021020	5	1	-1.30559003353119	-1.33823704719543	3	18	5
PE021021	5	1	.689683973789215	1.16898417472839	3	18	5
PE021022	5	1	.100749000906944	.42894035577774	3	18	5
PE021023	5	1	-.541387975215912	-.377956092357635	3	18	5
PE021024	5	1	-.163333997130394	.0970989465713501	3	18	5
PE021025	5	1	.219778001308441	.57850980758667	3	18	5
PE021026	5	1	.335130006074905	.723458826541901	3	18	5
PE021027	5	1	-.562421023845673	-.404385805130005	3	18	5
PE021028	5	1	.646426022052765	1.11462712287903	3	18	5
PE021029	5	1	.596933007240295	1.05243515968323	3	18	5
PE021030	5	1	.273431986570358	.645930290222168	3	18	5
PE021031	5	1	-.952754974365234	-.894871592521667	3	18	5
PE021032	5	1	1.18856000900269	1.79586184024811	3	18	5
PE021033	5	1	-.186520993709564	.0679626390337944	3	18	5
PE021034	5	1	.334901988506317	.723172307014465	3	18	5
PE021035	5	1	-.376298010349274	-.170507356524467	3	18	5
PE021036	5	1	.299560010433197	.678762257099152	3	18	5
PE021037	5	1	-.242118999361992	-.00190070201642811	3	18	5
PE021038	5	1	.994907975196838	1.55252254009247	3	18	5
PE021039	5	1	.924630999565125	1.4642139673233	3	18	5
PE021040	5	1	1.59107005596161	2.30164790153503	3	18	5
PE021041	5	1	.326303988695145	.712368190288544	3	18	5
PE021042	5	1	-.345409989356995	-.131694093346596	3	18	5
PE021043	5	1	.946538984775543	1.49174308776855	3	18	5
PE021044	5	1	.405366986989975	.811717212200165	3	18	5
PE021045	5	1	.62246298789978	1.08451569080353	3	18	5
PE021046	5	1	.871765971183777	1.39778482913971	3	18	5
PE021047	5	1	.277794003486633	.651411533355713	3	18	5
PE021048	5	1	.751039981842041	1.24608290195465	3	18	5
PE021049	5	1	.329809010028839	.716772556304932	3	18	5
PE021050	5	1	-.882773995399475	-.806934893131256	3	18	5
PE021051	5	1	-.235856994986534	.00596800679340959	3	18	5
PE021052	5	1	-1.15626001358032	-1.15059196949005	3	18	5
PE021053	5	1	-.765869975090027	-.660035669803619	3	18	5
PE021054	5	1	.763256013393402	1.26143336296082	3	18	5
PE021055	5	1	.383493006229401	.784230768680573	3	18	5
PE021056	5	1	-1.07986998558044	-1.05460178852081	3	18	5
PE021057	5	1	-.69455099105835	-.570417642593384	3	18	5
PE021058	5	1	.257728010416031	.626197040081024	3	18	5
PE021059	5	1	.220813006162643	.579810380935669	3	18	5
PE021060	5	1	-.368914991617203	-.161229997873306	3	18	5
PE021061	5	1	.737155020236969	1.228635430336	3	18	5
PE021062	5	1	.77804297208786	1.28001439571381	3	18	5
