childid	country	round	yc	math	group
IN150084	2	4	1	536.396179199219	11
IN150085	2	4	1	483.842712402344	11
IN150086	2	4	1	658.687072753906	11
IN150087	2	4	1	395.149475097656	11
IN150088	2	4	1	350.342224121094	11
IN150089	2	4	1	396.603637695313	11
IN150090	2	4	1	507.561462402344	11
IN150091	2	4	1	481.004608154297	11
IN150092	2	4	1	471.321563720703	11
IN150093	2	4	1	429.731018066406	11
IN150094	2	4	1	521.386596679688	11
IN150095	2	4	1	458.437255859375	11
IN150096	2	4	1	479.010284423828	11
IN150097	2	4	1	239.630325317383	11
IN150098	2	4	1	369.835113525391	11
IN150099	2	4	1	560.209655761719	11
IN150100	2	4	1	300.157623291016	11
IN160001	2	4	1	342.94677734375	11
IN160002	2	4	1	236.963470458984	11
IN160003	2	4	1	307.392730712891	11
IN160004	2	4	1	400.494476318359	11
IN160005	2	4	1	518.543029785156	11
IN160006	2	4	1	529.982543945313	11
IN160007	2	4	1	385.004669189453	11
IN160008	2	4	1	425.286407470703	11
IN160009	2	4	1	287.069244384766	11
IN160010	2	4	1	381.655456542969	11
IN160011	2	4	1	465.614898681641	11
IN160012	2	4	1	462.670043945313	11
IN160013	2	4	1	516.346374511719	11
IN160016	2	4	1	530.838989257813	11
IN160017	2	4	1	416.748962402344	11
IN160018	2	4	1	445.874298095703	11
IN160019	2	4	1	399.280792236328	11
IN160020	2	4	1	489.990142822266	11
IN160021	2	4	1	489.871185302734	11
IN160022	2	4	1	388.897186279297	11
IN160023	2	4	1	273.984680175781	11
IN160024	2	4	1	374.999938964844	11
IN160025	2	4	1	532.88623046875	11
IN160026	2	4	1	374.761016845703	11
IN160027	2	4	1	583.020935058594	11
IN160028	2	4	1	411.628601074219	11
IN160029	2	4	1	489.733764648438	11
IN160030	2	4	1	461.47216796875	11
IN160031	2	4	1	350.475830078125	11
IN160032	2	4	1	457.759185791016	11
IN160033	2	4	1	550.634094238281	11
IN160034	2	4	1	519.216064453125	11
IN160035	2	4	1	408.793640136719	11
IN160036	2	4	1	430.329467773438	11
IN160037	2	4	1	410.373138427734	11
IN160040	2	4	1	511.005828857422	11
IN160041	2	4	1	488.343933105469	11
IN160042	2	4	1	373.472534179688	11
IN160043	2	4	1	362.753601074219	11
IN160044	2	4	1	450.413665771484	11
IN160045	2	4	1	375.064636230469	11
IN160046	2	4	1	501.030120849609	11
IN160047	2	4	1	445.736145019531	11
IN160048	2	4	1	385.885314941406	11
IN160049	2	4	1	529.78564453125	11
IN160050	2	4	1	231.796630859375	11
IN160051	2	4	1	502.310333251953	11
IN160052	2	4	1	465.805877685547	11
IN160053	2	4	1	467.23974609375	11
IN160054	2	4	1	420.150909423828	11
IN160055	2	4	1	505.019683837891	11
IN160056	2	4	1	447.606353759766	11
IN160058	2	4	1	307.4296875	11
IN160059	2	4	1	263.457397460938	11
IN160060	2	4	1	323.058837890625	11
IN160061	2	4	1	346.707885742188	11
IN160063	2	4	1	423.553100585938	11
IN160064	2	4	1	330.560119628906	11
IN160065	2	4	1	441.241363525391	11
IN160066	2	4	1	459.868743896484	11
IN160067	2	4	1	290.546051025391	11
IN160068	2	4	1	501.813507080078	11
IN160069	2	4	1	429.309844970703	11
IN160070	2	4	1	354.353454589844	11
IN160071	2	4	1	415.466491699219	11
IN160072	2	4	1	437.534515380859	11
IN160073	2	4	1	367.804565429688	11
IN160074	2	4	1	392.150360107422	11
IN160075	2	4	1	298.409027099609	11
IN160076	2	4	1	367.837036132813	11
IN160077	2	4	1	359.056854248047	11
IN160078	2	4	1	295.915405273438	11
IN160079	2	4	1	367.423522949219	11
IN160080	2	4	1	495.591888427734	11
IN160081	2	4	1	568.169555664063	11
IN160082	2	4	1	497.212249755859	11
IN160083	2	4	1	458.847076416016	11
IN160084	2	4	1	419.336700439453	11
IN160086	2	4	1	478.429077148438	11
IN160087	2	4	1	476.637390136719	11
IN160088	2	4	1	469.523315429688	11
IN160089	2	4	1	582.79638671875	11
IN160090	2	4	1	458.940948486328	11
IN160091	2	4	1	334.524719238281	11
IN160092	2	4	1	547.035034179688	11
IN160093	2	4	1	400.38916015625	11
IN160094	2	4	1	326.424865722656	11
IN160095	2	4	1	553.071716308594	11
IN160096	2	4	1	355.574798583984	11
IN160097	2	4	1	532.390441894531	11
IN160098	2	4	1	406.832000732422	11
IN160099	2	4	1	485.979553222656	11
IN160100	2	4	1	563.030822753906	11
IN170001	2	4	1	266.615844726563	11
IN170002	2	4	1	382.656707763672	11
IN170003	2	4	1	510.645263671875	11
IN170004	2	4	1	405.864959716797	11
IN170005	2	4	1	542.014526367188	11
IN170006	2	4	1	457.339294433594	11
IN170007	2	4	1	297.069244384766	11
IN170008	2	4	1	380.578125	11
IN170009	2	4	1	459.998718261719	11
IN170010	2	4	1	474.551696777344	11
IN170011	2	4	1	433.335571289063	11
IN170012	2	4	1	177.945327758789	11
IN170013	2	4	1	394.081970214844	11
IN170015	2	4	1	348.035430908203	11
IN170016	2	4	1	300.093963623047	11
IN170017	2	4	1	454.303649902344	11
IN170018	2	4	1	460.235809326172	11
IN170019	2	4	1	501.931945800781	11
IN170020	2	4	1	330.001037597656	11
IN170021	2	4	1	461.462585449219	11
IN170022	2	4	1	450.569183349609	11
IN170023	2	4	1	381.829284667969	11
IN170024	2	4	1	469.843200683594	11
IN170025	2	4	1	352.040802001953	11
IN170026	2	4	1	342.862731933594	11
IN170027	2	4	1	479.773010253906	11
IN170028	2	4	1	478.120452880859	11
IN170029	2	4	1	373.04296875	11
IN170030	2	4	1	432.004455566406	11
IN170031	2	4	1	355.109436035156	11
IN170032	2	4	1	476.991455078125	11
IN170033	2	4	1	385.027954101563	11
IN170034	2	4	1	400.005187988281	11
IN170035	2	4	1	432.734710693359	11
IN170036	2	4	1	482.882904052734	11
IN170037	2	4	1	474.169616699219	11
IN170039	2	4	1	221.373809814453	11
IN170040	2	4	1	492.954223632813	11
IN170041	2	4	1	554.252807617188	11
IN170042	2	4	1	516.620727539063	11
IN170043	2	4	1	438.121765136719	11
IN170044	2	4	1	514.471069335938	11
IN170045	2	4	1	402.051025390625	11
IN170046	2	4	1	464.187774658203	11
IN170048	2	4	1	437.575408935547	11
IN170049	2	4	1	373.481964111328	11
IN170050	2	4	1	389.429779052734	11
IN170051	2	4	1	372.787628173828	11
IN170052	2	4	1	319.443176269531	11
IN170053	2	4	1	469.144317626953	11
IN170055	2	4	1	374.646636962891	11
IN170056	2	4	1	210.824890136719	11
IN170057	2	4	1	282.225891113281	11
IN170058	2	4	1	307.367279052734	11
IN170059	2	4	1	246.600524902344	11
IN170060	2	4	1	492.706115722656	11
IN170061	2	4	1	424.275207519531	11
IN170063	2	4	1	320.529541015625	11
IN170064	2	4	1	308.807678222656	11
IN170065	2	4	1	323.709625244141	11
IN170066	2	4	1	261.508850097656	11
IN170067	2	4	1	455.651947021484	11
IN170068	2	4	1	496.862274169922	11
IN170069	2	4	1	388.261016845703	11
IN170070	2	4	1	540.732666015625	11
IN170071	2	4	1	250.552398681641	11
IN170072	2	4	1	461.035369873047	11
IN170073	2	4	1	450.275360107422	11
IN170074	2	4	1	477.271423339844	11
IN170075	2	4	1	491.960083007813	11
IN170076	2	4	1	331.314086914063	11
IN170077	2	4	1	460.533874511719	11
IN170078	2	4	1	304.831604003906	11
IN170080	2	4	1	445.580383300781	11
IN170081	2	4	1	388.040069580078	11
IN170082	2	4	1	482.369110107422	11
IN170083	2	4	1	453.513397216797	11
IN170084	2	4	1	306.768707275391	11
IN170086	2	4	1	240.312957763672	11
IN170087	2	4	1	460.756683349609	11
IN170088	2	4	1	189.159057617188	11
IN170089	2	4	1	374.688537597656	11
IN170091	2	4	1	374.382904052734	11
IN170092	2	4	1	447.652709960938	11
IN170093	2	4	1	405.166046142578	11
IN170094	2	4	1	442.309875488281	11
IN170095	2	4	1	178.247177124023	11
IN170096	2	4	1	470.192077636719	11
IN170097	2	4	1	362.157958984375	11
IN170098	2	4	1	557.4990234375	11
IN170099	2	4	1	607.623596191406	11
IN170100	2	4	1	504.373626708984	11
IN180001	2	4	1	501.990142822266	11
IN180002	2	4	1	348.333709716797	11
IN180003	2	4	1	297.689483642578	11
IN180004	2	4	1	435.938995361328	11
IN180005	2	4	1	191.648849487305	11
IN180007	2	4	1	325.232818603516	11
IN180008	2	4	1	426.380157470703	11
IN180009	2	4	1	271.713897705078	11
IN180010	2	4	1	307.913635253906	11
IN180011	2	4	1	542.992614746094	11
IN180012	2	4	1	483.22900390625	11
IN180013	2	4	1	429.549530029297	11
IN180014	2	4	1	411.583129882813	11
IN180015	2	4	1	306.193054199219	11
IN180016	2	4	1	456.484375	11
IN180017	2	4	1	547.750793457031	11
IN180018	2	4	1	567.072631835938	11
IN180020	2	4	1	366.332702636719	11
IN180023	2	4	1	244.08268737793	11
IN180024	2	4	1	440.305908203125	11
IN180025	2	4	1	447.227355957031	11
IN180027	2	4	1	544.425720214844	11
IN180028	2	4	1	259.472412109375	11
IN180030	2	4	1	274.435485839844	11
IN180031	2	4	1	493.604888916016	11
IN180032	2	4	1	383.505920410156	11
IN180034	2	4	1	278.196319580078	11
IN180035	2	4	1	447.581268310547	11
IN180036	2	4	1	401.949645996094	11
IN180038	2	4	1	293.574584960938	11
IN180040	2	4	1	417.019073486328	11
IN180041	2	4	1	371.820220947266	11
IN180043	2	4	1	448.383117675781	11
IN180044	2	4	1	486.447845458984	11
IN180045	2	4	1	582.044616699219	11
IN180046	2	4	1	394.887115478516	11
IN180047	2	4	1	321.279663085938	11
IN180048	2	4	1	388.031158447266	11
IN180049	2	4	1	417.850341796875	11
IN180050	2	4	1	358.605743408203	11
IN180051	2	4	1	349.241760253906	11
IN180052	2	4	1	471.111724853516	11
IN180053	2	4	1	311.191772460938	11
IN180054	2	4	1	325.85302734375	11
IN180055	2	4	1	318.119964599609	11
IN180056	2	4	1	303.563140869141	11
IN180057	2	4	1	487.390655517578	11
IN180058	2	4	1	470.905212402344	11
IN180059	2	4	1	453.103698730469	11
IN180060	2	4	1	500.609985351563	11
IN180062	2	4	1	407.366241455078	11
IN180063	2	4	1	314.547607421875	11
IN180064	2	4	1	363.987945556641	11
IN180065	2	4	1	360.657958984375	11
IN180067	2	4	1	355.978759765625	11
IN180068	2	4	1	368.019287109375	11
IN180069	2	4	1	474.357177734375	11
IN180070	2	4	1	447.870758056641	11
IN180071	2	4	1	387.867614746094	11
IN180072	2	4	1	409.582122802734	11
IN180073	2	4	1	378.254913330078	11
IN180074	2	4	1	404.858612060547	11
IN180075	2	4	1	500.253784179688	11
IN180076	2	4	1	488.6103515625	11
IN180077	2	4	1	360.461212158203	11
IN180079	2	4	1	473.091735839844	11
IN180080	2	4	1	511.021118164063	11
IN180081	2	4	1	580.845153808594	11
IN180082	2	4	1	455.657196044922	11
IN180084	2	4	1	541.837768554688	11
IN180085	2	4	1	458.704040527344	11
IN180086	2	4	1	464.115844726563	11
IN180087	2	4	1	374.992553710938	11
IN180088	2	4	1	387.613037109375	11
IN180089	2	4	1	418.172668457031	11
IN180090	2	4	1	406.95654296875	11
IN180091	2	4	1	508.256317138672	11
IN180093	2	4	1	370.224853515625	11
IN180094	2	4	1	422.77978515625	11
IN180095	2	4	1	246.864151000977	11
IN180096	2	4	1	386.350189208984	11
IN180097	2	4	1	329.681365966797	11
IN180098	2	4	1	641.481262207031	11
IN180099	2	4	1	472.092254638672	11
IN180100	2	4	1	462.110076904297	11
IN190001	2	4	1	490.959564208984	11
IN190002	2	4	1	346.535308837891	11
IN190003	2	4	1	525.341796875	11
IN190004	2	4	1	453.601013183594	11
IN190005	2	4	1	447.103302001953	11
IN190006	2	4	1	445.402587890625	11
IN190007	2	4	1	506.9365234375	11
IN190008	2	4	1	415.842559814453	11
IN190009	2	4	1	468.091857910156	11
IN190010	2	4	1	478.235900878906	11
IN190011	2	4	1	349.226989746094	11
IN190012	2	4	1	400.440368652344	11
IN190013	2	4	1	338.822998046875	11
IN190014	2	4	1	360.170562744141	11
IN190015	2	4	1	399.079284667969	11
IN190016	2	4	1	374.438812255859	11
IN190017	2	4	1	459.860900878906	11
IN190018	2	4	1	485.234405517578	11
IN190020	2	4	1	430.704406738281	11
IN190021	2	4	1	392.337707519531	11
IN190022	2	4	1	364.133392333984	11
IN190023	2	4	1	404.406372070313	11
IN190024	2	4	1	407.072296142578	11
IN190025	2	4	1	343.3173828125	11
IN190027	2	4	1	336.125579833984	11
IN190029	2	4	1	547.580078125	11
IN190030	2	4	1	511.625396728516	11
IN190031	2	4	1	661.427795410156	11
IN190032	2	4	1	413.338500976563	11
IN190033	2	4	1	462.159240722656	11
IN190034	2	4	1	492.451049804688	11
IN190035	2	4	1	384.627685546875	11
IN190036	2	4	1	462.926361083984	11
IN190037	2	4	1	533.644287109375	11
IN190038	2	4	1	547.529541015625	11
IN190039	2	4	1	321.65283203125	11
IN190040	2	4	1	455.123931884766	11
IN190041	2	4	1	544.400939941406	11
IN190042	2	4	1	352.876495361328	11
IN190043	2	4	1	402.352874755859	11
IN190044	2	4	1	413.190246582031	11
IN190045	2	4	1	467.35546875	11
IN190046	2	4	1	439.111938476563	11
IN190047	2	4	1	300.279907226563	11
IN190049	2	4	1	490.452423095703	11
IN190050	2	4	1	343.426910400391	11
IN190051	2	4	1	516.998596191406	11
IN190052	2	4	1	414.914520263672	11
IN190054	2	4	1	478.059417724609	11
IN190055	2	4	1	460.514038085938	11
IN190056	2	4	1	398.320373535156	11
IN190057	2	4	1	219.639205932617	11
IN190058	2	4	1	375.193756103516	11
IN190059	2	4	1	408.862426757813	11
IN190060	2	4	1	454.323394775391	11
IN190061	2	4	1	613.048950195313	11
IN190062	2	4	1	375.458923339844	11
IN190063	2	4	1	457.572875976563	11
IN190064	2	4	1	433.362823486328	11
IN190065	2	4	1	333.716003417969	11
IN190066	2	4	1	415.986083984375	11
IN190068	2	4	1	249.51953125	11
IN190069	2	4	1	381.741546630859	11
IN190073	2	4	1	405.754028320313	11
IN190074	2	4	1	253.287994384766	11
IN190075	2	4	1	345.632110595703	11
IN190076	2	4	1	458.144439697266	11
IN190077	2	4	1	476.118865966797	11
IN190078	2	4	1	344.070068359375	11
IN190079	2	4	1	400.772369384766	11
IN190080	2	4	1	444.813049316406	11
IN190081	2	4	1	441.458221435547	11
IN190082	2	4	1	436.244903564453	11
IN190083	2	4	1	500.690460205078	11
IN190084	2	4	1	448.341583251953	11
IN190085	2	4	1	419.829193115234	11
IN190086	2	4	1	482.726623535156	11
IN190087	2	4	1	534.128845214844	11
IN190088	2	4	1	422.545715332031	11
IN190089	2	4	1	368.648681640625	11
IN190090	2	4	1	198.587219238281	11
IN190091	2	4	1	490.585662841797	11
IN190092	2	4	1	342.052734375	11
IN190093	2	4	1	464.612670898438	11
IN190094	2	4	1	495.490509033203	11
IN190095	2	4	1	479.384338378906	11
IN190096	2	4	1	440.212829589844	11
IN190097	2	4	1	452.898132324219	11
IN190099	2	4	1	397.273773193359	11
IN190100	2	4	1	489.984405517578	11
IN200001	2	4	1	492.416778564453	11
IN200002	2	4	1	513.086547851563	11
IN200003	2	4	1	470.308929443359	11
IN200004	2	4	1	547.4052734375	11
IN200005	2	4	1	441.143524169922	11
IN200006	2	4	1	483.999877929688	11
IN200007	2	4	1	426.197387695313	11
IN200008	2	4	1	435.831634521484	11
IN200009	2	4	1	282.402923583984	11
IN200010	2	4	1	384.46337890625	11
IN200011	2	4	1	481.783447265625	11
IN200012	2	4	1	428.254211425781	11
IN200013	2	4	1	313.288055419922	11
IN200014	2	4	1	281.850189208984	11
IN200015	2	4	1	417.236236572266	11
IN200016	2	4	1	386.973968505859	11
IN200017	2	4	1	552.713195800781	11
IN200018	2	4	1	506.807647705078	11
IN200019	2	4	1	445.071594238281	11
IN200020	2	4	1	507.280395507813	11
IN200021	2	4	1	425.031707763672	11
IN200022	2	4	1	379.851837158203	11
IN200023	2	4	1	381.611511230469	11
IN200024	2	4	1	340.996948242188	11
IN200025	2	4	1	542.013000488281	11
IN200026	2	4	1	413.284362792969	11
IN200027	2	4	1	375.985809326172	11
IN200028	2	4	1	432.887542724609	11
IN200029	2	4	1	543.204406738281	11
IN200030	2	4	1	326.2236328125	11
IN200031	2	4	1	472.870452880859	11
IN200032	2	4	1	409.153442382813	11
IN200033	2	4	1	386.084625244141	11
IN200034	2	4	1	619.006713867188	11
IN200035	2	4	1	396.866119384766	11
IN200036	2	4	1	440.399780273438	11
IN200038	2	4	1	411.057525634766	11
IN200039	2	4	1	327.583801269531	11
IN200040	2	4	1	355.394958496094	11
IN200041	2	4	1	410.551300048828	11
IN200042	2	4	1	462.750701904297	11
IN200043	2	4	1	537.261962890625	11
IN200044	2	4	1	509.4365234375	11
IN200045	2	4	1	434.506225585938	11
IN200047	2	4	1	446.624816894531	11
IN200048	2	4	1	421.925476074219	11
IN200049	2	4	1	460.412780761719	11
IN200050	2	4	1	541.207580566406	11
IN200051	2	4	1	492.970397949219	11
IN200053	2	4	1	354.136291503906	11
IN200054	2	4	1	364.836395263672	11
IN200056	2	4	1	478.591735839844	11
IN200057	2	4	1	230.035293579102	11
IN200058	2	4	1	576.131103515625	11
IN200060	2	4	1	396.406860351563	11
IN200061	2	4	1	467.305694580078	11
IN200062	2	4	1	455.686218261719	11
IN200063	2	4	1	450.811920166016	11
IN200064	2	4	1	472.313873291016	11
IN200065	2	4	1	456.1845703125	11
IN200066	2	4	1	603.364807128906	11
IN200067	2	4	1	462.781982421875	11
IN200069	2	4	1	483.592926025391	11
IN200070	2	4	1	410.951568603516	11
IN200071	2	4	1	380.088195800781	11
IN200072	2	4	1	427.715087890625	11
IN200074	2	4	1	474.307708740234	11
IN200075	2	4	1	643.549499511719	11
IN200076	2	4	1	420.695098876953	11
IN200077	2	4	1	444.486755371094	11
IN200078	2	4	1	492.828399658203	11
IN200079	2	4	1	602.047973632813	11
IN200080	2	4	1	472.003601074219	11
IN200081	2	4	1	452.535308837891	11
IN200082	2	4	1	563.465637207031	11
IN200083	2	4	1	432.674865722656	11
IN200084	2	4	1	409.654846191406	11
IN200085	2	4	1	421.796844482422	11
IN200086	2	4	1	293.821655273438	11
IN200087	2	4	1	328.566986083984	11
IN200088	2	4	1	480.840484619141	11
IN200091	2	4	1	244.896499633789	11
IN200093	2	4	1	244.448211669922	11
IN200094	2	4	1	448.686340332031	11
IN200096	2	4	1	234.122161865234	11
IN200098	2	4	1	220.005996704102	11
IN200099	2	4	1	391.162445068359	11
IN200100	2	4	1	437.378631591797	11
IN200101	2	4	1	455.362365722656	11
IN200105	2	4	1	319.082794189453	11
IN010001	2	5	1	609.73388671875	12
IN010002	2	5	1	610.076477050781	12
IN010003	2	5	1	466.293914794922	12
IN010004	2	5	1	603.96337890625	12
IN010005	2	5	1	585.267761230469	12
IN010007	2	5	1	635.096862792969	12
IN010008	2	5	1	596.168701171875	12
IN010009	2	5	1	436.325531005859	12
IN010010	2	5	1	537.380249023438	12
IN010011	2	5	1	385.236968994141	12
IN010012	2	5	1	560.374084472656	12
IN010013	2	5	1	434.403839111328	12
IN010014	2	5	1	591.720092773438	12
IN010015	2	5	1	500.237213134766	12
IN010016	2	5	1	382.106170654297	12
IN010017	2	5	1	507.878967285156	12
IN010018	2	5	1	523.098449707031	12
IN010019	2	5	1	694.921203613281	12
IN010020	2	5	1	596.909790039063	12
IN010021	2	5	1	515.13623046875	12
IN010023	2	5	1	616.641723632813	12
IN010024	2	5	1	519.025329589844	12
IN010025	2	5	1	573.1787109375	12
IN010026	2	5	1	461.608245849609	12
IN010027	2	5	1	493.019561767578	12
IN010028	2	5	1	550.302734375	12
IN010029	2	5	1	535.343566894531	12
IN010030	2	5	1	532.901794433594	12
IN010031	2	5	1	630.819030761719	12
IN010032	2	5	1	617.430053710938	12
IN010033	2	5	1	449.394317626953	12
IN010034	2	5	1	478.917449951172	12
IN010035	2	5	1	496.251983642578	12
IN010036	2	5	1	467.576538085938	12
IN010037	2	5	1	541.069030761719	12
IN010038	2	5	1	581.930786132813	12
IN010039	2	5	1	601.08642578125	12
IN010040	2	5	1	558.779541015625	12
IN010041	2	5	1	533.193420410156	12
IN010042	2	5	1	493.536376953125	12
IN010043	2	5	1	540.786682128906	12
IN010044	2	5	1	597.744079589844	12
IN010045	2	5	1	435.559997558594	12
IN010046	2	5	1	454.106109619141	12
IN010047	2	5	1	535.20263671875	12
IN010048	2	5	1	598.482360839844	12
IN010049	2	5	1	519.626037597656	12
IN010050	2	5	1	526.942260742188	12
IN010051	2	5	1	605.122314453125	12
IN010052	2	5	1	750.181091308594	12
IN010053	2	5	1	679.5849609375	12
IN010054	2	5	1	467.411987304688	12
IN010055	2	5	1	483.465393066406	12
IN010056	2	5	1	542.91455078125	12
IN010057	2	5	1	508.767272949219	12
IN010058	2	5	1	399.493347167969	12
IN010059	2	5	1	468.807891845703	12
IN010060	2	5	1	273.289306640625	12
IN010062	2	5	1	562.505859375	12
IN010063	2	5	1	479.585540771484	12
IN010064	2	5	1	554.902221679688	12
IN010065	2	5	1	468.190460205078	12
IN010066	2	5	1	563.309265136719	12
IN010067	2	5	1	484.483306884766	12
IN010068	2	5	1	506.348663330078	12
IN010069	2	5	1	406.633941650391	12
IN010070	2	5	1	581.099365234375	12
IN010071	2	5	1	555.525634765625	12
IN010072	2	5	1	477.077209472656	12
IN010073	2	5	1	496.609588623047	12
IN010074	2	5	1	535.836853027344	12
IN010075	2	5	1	628.254028320313	12
IN010076	2	5	1	578.972778320313	12
IN010077	2	5	1	220.184295654297	12
IN010079	2	5	1	523.515747070313	12
IN010080	2	5	1	547.727355957031	12
IN010081	2	5	1	634.055114746094	12
IN010082	2	5	1	433.513000488281	12
IN010083	2	5	1	279.449523925781	12
IN010084	2	5	1	419.222473144531	12
IN010085	2	5	1	525.317199707031	12
IN010086	2	5	1	445.94677734375	12
IN010087	2	5	1	577.903747558594	12
IN010088	2	5	1	418.799530029297	12
IN010089	2	5	1	554.216003417969	12
IN010090	2	5	1	525.763732910156	12
IN010091	2	5	1	513.377807617188	12
IN010092	2	5	1	637.10400390625	12
IN010093	2	5	1	511.026580810547	12
IN010094	2	5	1	560.8232421875	12
IN010095	2	5	1	545.75	12
IN010096	2	5	1	525.608459472656	12
IN010097	2	5	1	427.224151611328	12
IN010098	2	5	1	479.991333007813	12
IN010099	2	5	1	462.978485107422	12
IN010100	2	5	1	534.296997070313	12
IN020001	2	5	1	269.225341796875	12
IN020002	2	5	1	514.3798828125	12
IN020003	2	5	1	393.176086425781	12
IN020004	2	5	1	549.336975097656	12
IN020005	2	5	1	444.888824462891	12
IN020006	2	5	1	429.861175537109	12
IN020007	2	5	1	454.391265869141	12
IN020008	2	5	1	385.204345703125	12
IN020009	2	5	1	318.671417236328	12
IN020010	2	5	1	351.613647460938	12
IN020011	2	5	1	444.575012207031	12
IN020014	2	5	1	465.262420654297	12
IN020015	2	5	1	433.012481689453	12
IN020016	2	5	1	481.295806884766	12
IN020017	2	5	1	464.929077148438	12
IN020018	2	5	1	443.933654785156	12
IN020019	2	5	1	421.343475341797	12
IN020020	2	5	1	375.530487060547	12
IN020021	2	5	1	550.043029785156	12
IN020022	2	5	1	435.953765869141	12
IN020023	2	5	1	545.267944335938	12
IN020024	2	5	1	521.160461425781	12
IN020025	2	5	1	528.080200195313	12
IN020026	2	5	1	479.45556640625	12
IN020027	2	5	1	465.272064208984	12
IN020028	2	5	1	393.921234130859	12
IN020029	2	5	1	461.625457763672	12
IN020030	2	5	1	517.059814453125	12
IN020031	2	5	1	585.088439941406	12
IN020032	2	5	1	517.191284179688	12
IN020033	2	5	1	458.588043212891	12
IN020034	2	5	1	567.671325683594	12
IN020035	2	5	1	491.375396728516	12
IN020036	2	5	1	597.608703613281	12
IN020037	2	5	1	480.767395019531	12
IN020038	2	5	1	539.047607421875	12
IN020039	2	5	1	463.4921875	12
IN020040	2	5	1	537.521240234375	12
IN020041	2	5	1	533.207214355469	12
IN020042	2	5	1	440.924865722656	12
IN020043	2	5	1	603.254028320313	12
IN020044	2	5	1	496.283325195313	12
IN020045	2	5	1	450.790405273438	12
IN020046	2	5	1	484.474365234375	12
IN020047	2	5	1	480.734100341797	12
IN020048	2	5	1	473.409454345703	12
IN020049	2	5	1	355.116577148438	12
IN020050	2	5	1	390.578765869141	12
IN020051	2	5	1	553.463989257813	12
IN020052	2	5	1	498.226013183594	12
IN020053	2	5	1	523.37744140625	12
IN020054	2	5	1	441.343475341797	12
IN020055	2	5	1	452.213226318359	12
IN020056	2	5	1	627.80322265625	12
IN020057	2	5	1	553.298400878906	12
IN020058	2	5	1	449.347442626953	12
IN020059	2	5	1	435.530181884766	12
IN020060	2	5	1	463.104431152344	12
IN020061	2	5	1	506.019439697266	12
IN020062	2	5	1	377.488861083984	12
IN020063	2	5	1	496.545654296875	12
IN020064	2	5	1	389.829559326172	12
IN020065	2	5	1	572.738586425781	12
IN020066	2	5	1	524.716003417969	12
IN020067	2	5	1	567.7314453125	12
IN020068	2	5	1	491.18408203125	12
IN020069	2	5	1	471.245727539063	12
IN020070	2	5	1	541.411865234375	12
IN020071	2	5	1	414.199279785156	12
IN020072	2	5	1	562.021667480469	12
IN020073	2	5	1	570.251037597656	12
IN020074	2	5	1	524.567626953125	12
IN020075	2	5	1	452.726593017578	12
IN020076	2	5	1	609.899475097656	12
IN020078	2	5	1	493.547454833984	12
IN020079	2	5	1	453.142028808594	12
IN020080	2	5	1	394.025299072266	12
IN020081	2	5	1	491.480194091797	12
IN020082	2	5	1	251.608169555664	12
IN020083	2	5	1	377.785095214844	12
IN020084	2	5	1	491.735809326172	12
IN020085	2	5	1	549.041748046875	12
IN020086	2	5	1	427.908538818359	12
IN020087	2	5	1	488.6337890625	12
IN020088	2	5	1	489.963500976563	12
IN020089	2	5	1	554.313415527344	12
IN020090	2	5	1	561.926513671875	12
IN020091	2	5	1	501.085662841797	12
IN020093	2	5	1	562.173706054688	12
IN020094	2	5	1	459.940185546875	12
IN020095	2	5	1	538.463317871094	12
IN020096	2	5	1	517.026611328125	12
IN020097	2	5	1	453.6259765625	12
IN020098	2	5	1	482.82666015625	12
IN020099	2	5	1	486.80126953125	12
IN020100	2	5	1	574.765197753906	12
IN030001	2	5	1	564.273071289063	12
IN030003	2	5	1	577.3935546875	12
IN030004	2	5	1	534.502014160156	12
IN030005	2	5	1	323.349212646484	12
IN030006	2	5	1	555.439514160156	12
IN030007	2	5	1	205.689865112305	12
IN030008	2	5	1	611.052062988281	12
IN030009	2	5	1	621.078796386719	12
IN030010	2	5	1	574.712341308594	12
IN030011	2	5	1	640.236999511719	12
IN030012	2	5	1	658.195495605469	12
IN030013	2	5	1	530.678283691406	12
IN030014	2	5	1	449.373291015625	12
IN030015	2	5	1	425.690124511719	12
IN030016	2	5	1	653.883239746094	12
IN030017	2	5	1	689.371032714844	12
IN030018	2	5	1	557.870361328125	12
IN030019	2	5	1	477.426086425781	12
IN030020	2	5	1	612.521728515625	12
IN030021	2	5	1	625.06884765625	12
IN030022	2	5	1	546.457092285156	12
IN030023	2	5	1	520.843566894531	12
IN030024	2	5	1	517.780029296875	12
IN030026	2	5	1	508.870422363281	12
IN030027	2	5	1	646.236755371094	12
IN030028	2	5	1	588.7900390625	12
IN030029	2	5	1	674.479248046875	12
IN030030	2	5	1	264.806091308594	12
IN030031	2	5	1	564.931274414063	12
IN030032	2	5	1	269.581939697266	12
IN030033	2	5	1	527.738037109375	12
IN030034	2	5	1	597.90185546875	12
IN030035	2	5	1	287.939086914063	12
IN030036	2	5	1	486.093017578125	12
IN030037	2	5	1	578.336120605469	12
IN030038	2	5	1	700.526184082031	12
IN030039	2	5	1	611.664611816406	12
IN030040	2	5	1	505.408142089844	12
IN030042	2	5	1	619.768310546875	12
IN030045	2	5	1	641.62646484375	12
IN030047	2	5	1	553.740173339844	12
