childid	country	round	yc	math	group
IN031031	2	3	0	474.682739257813	8
IN031033	2	3	0	555.328063964844	8
IN031034	2	3	0	491.137237548828	8
IN031035	2	3	0	393.783966064453	8
IN031036	2	3	0	510.995239257813	8
IN031037	2	3	0	306.158660888672	8
IN031038	2	3	0	557.37646484375	8
IN031039	2	3	0	413.582244873047	8
IN031040	2	3	0	612.437683105469	8
IN031041	2	3	0	551.572204589844	8
IN031042	2	3	0	625.105773925781	8
IN031043	2	3	0	522.855041503906	8
IN031047	2	3	0	461.512817382813	8
IN031048	2	3	0	502.585144042969	8
IN031049	2	3	0	595.065795898438	8
IN031050	2	3	0	507.727935791016	8
IN041001	2	3	0	455.237152099609	8
IN041002	2	3	0	405.950927734375	8
IN041003	2	3	0	367.132629394531	8
IN041004	2	3	0	347.568176269531	8
IN041005	2	3	0	587.538757324219	8
IN041006	2	3	0	449.193084716797	8
IN041007	2	3	0	386.159027099609	8
IN041009	2	3	0	440.169403076172	8
IN041010	2	3	0	415.063781738281	8
IN041011	2	3	0	315.655609130859	8
IN041012	2	3	0	378.268157958984	8
IN041013	2	3	0	521.866149902344	8
IN041014	2	3	0	461.723754882813	8
IN041015	2	3	0	425.783996582031	8
IN041016	2	3	0	416.926239013672	8
IN041017	2	3	0	508.602111816406	8
IN041018	2	3	0	367.258575439453	8
IN041019	2	3	0	334.497985839844	8
IN041020	2	3	0	522.793273925781	8
IN041021	2	3	0	473.480682373047	8
IN041022	2	3	0	462.036163330078	8
IN041023	2	3	0	423.991973876953	8
IN041024	2	3	0	394.64501953125	8
IN041025	2	3	0	299.220306396484	8
IN041026	2	3	0	525.614624023438	8
IN041027	2	3	0	580.519287109375	8
IN041028	2	3	0	639.397705078125	8
IN041029	2	3	0	624.429504394531	8
IN041030	2	3	0	504.863677978516	8
IN041031	2	3	0	520.058959960938	8
IN041032	2	3	0	536.166076660156	8
IN041033	2	3	0	458.802124023438	8
IN041034	2	3	0	585.60498046875	8
IN041035	2	3	0	658.07958984375	8
IN041036	2	3	0	572.561645507813	8
IN041037	2	3	0	528.234680175781	8
IN041038	2	3	0	437.592346191406	8
IN041039	2	3	0	489.663208007813	8
IN041040	2	3	0	565.74609375	8
IN041041	2	3	0	467.2919921875	8
IN041042	2	3	0	503.753662109375	8
IN041043	2	3	0	315.431457519531	8
IN041044	2	3	0	570.932556152344	8
IN041045	2	3	0	482.138641357422	8
IN041046	2	3	0	580.088195800781	8
IN041047	2	3	0	426.515777587891	8
IN041048	2	3	0	445.334442138672	8
IN041049	2	3	0	540.135009765625	8
IN041050	2	3	0	634.462646484375	8
IN051001	2	3	0	533.577941894531	8
IN051002	2	3	0	587.213500976563	8
IN051003	2	3	0	514.343933105469	8
IN051004	2	3	0	398.032806396484	8
IN051005	2	3	0	443.031219482422	8
IN051006	2	3	0	373.526031494141	8
IN051007	2	3	0	499.754913330078	8
IN051008	2	3	0	592.097106933594	8
IN051009	2	3	0	623.830932617188	8
IN051010	2	3	0	552.212585449219	8
IN051011	2	3	0	477.217620849609	8
IN051012	2	3	0	437.942169189453	8
IN051015	2	3	0	545.362487792969	8
IN051016	2	3	0	515.238891601563	8
IN051017	2	3	0	538.354064941406	8
IN051018	2	3	0	542.137268066406	8
IN051020	2	3	0	399.806518554688	8
IN051022	2	3	0	485.7841796875	8
IN051023	2	3	0	529.613586425781	8
IN051024	2	3	0	526.028869628906	8
IN051025	2	3	0	389.412445068359	8
IN051026	2	3	0	574.358642578125	8
IN051027	2	3	0	575.47509765625	8
IN051028	2	3	0	471.117584228516	8
IN051029	2	3	0	548.475036621094	8
IN051030	2	3	0	480.398620605469	8
IN051031	2	3	0	600.094299316406	8
IN051032	2	3	0	455.645599365234	8
IN051033	2	3	0	604.531372070313	8
IN051034	2	3	0	475.008026123047	8
IN051035	2	3	0	500.239379882813	8
IN051036	2	3	0	517.515014648438	8
IN051037	2	3	0	557.8876953125	8
IN051038	2	3	0	427.230377197266	8
IN051039	2	3	0	562.938537597656	8
IN051040	2	3	0	432.692321777344	8
IN051041	2	3	0	526.178649902344	8
IN051042	2	3	0	494.341247558594	8
IN051043	2	3	0	406.696105957031	8
IN051044	2	3	0	437.677673339844	8
IN051045	2	3	0	532.739807128906	8
IN051046	2	3	0	281.072052001953	8
IN051047	2	3	0	332.827056884766	8
IN051048	2	3	0	462.189422607422	8
IN051049	2	3	0	520.111389160156	8
IN051050	2	3	0	293.249847412109	8
IN061001	2	3	0	556.910461425781	8
IN061002	2	3	0	474.688598632813	8
IN061003	2	3	0	528.212280273438	8
IN061004	2	3	0	572.137817382813	8
IN061005	2	3	0	490.504638671875	8
IN061006	2	3	0	368.656188964844	8
IN061007	2	3	0	510.405334472656	8
IN061008	2	3	0	615.110900878906	8
IN061009	2	3	0	598.822814941406	8
IN061010	2	3	0	566.749633789063	8
IN061011	2	3	0	392.171752929688	8
IN061012	2	3	0	361.272979736328	8
IN061013	2	3	0	618.262939453125	8
IN061014	2	3	0	617.889770507813	8
IN061015	2	3	0	425.887542724609	8
IN061016	2	3	0	651.454528808594	8
IN061017	2	3	0	543.043395996094	8
IN061018	2	3	0	507.275421142578	8
IN061019	2	3	0	486.206512451172	8
IN061020	2	3	0	538.276000976563	8
IN061021	2	3	0	295.447998046875	8
IN061022	2	3	0	322.507385253906	8
IN061023	2	3	0	435.752563476563	8
IN061024	2	3	0	504.730224609375	8
IN061025	2	3	0	506.213928222656	8
IN061026	2	3	0	235.200866699219	8
IN061027	2	3	0	559.88134765625	8
IN061028	2	3	0	491.521575927734	8
IN061029	2	3	0	618.894653320313	8
IN061030	2	3	0	397.710845947266	8
IN061032	2	3	0	536.666809082031	8
IN061033	2	3	0	693.829772949219	8
IN061034	2	3	0	591.30517578125	8
IN061035	2	3	0	621.077514648438	8
IN061036	2	3	0	441.577453613281	8
IN061037	2	3	0	620.443298339844	8
IN061038	2	3	0	372.549102783203	8
IN061039	2	3	0	305.7001953125	8
IN061040	2	3	0	500.100677490234	8
IN061041	2	3	0	568.404113769531	8
IN061042	2	3	0	290.707824707031	8
IN061043	2	3	0	474.097503662109	8
IN061044	2	3	0	465.491821289063	8
IN061045	2	3	0	402.848419189453	8
IN061046	2	3	0	419.255340576172	8
IN061048	2	3	0	420.631805419922	8
IN061049	2	3	0	527.745788574219	8
IN061050	2	3	0	517.437683105469	8
IN071001	2	3	0	552.58251953125	8
IN071002	2	3	0	470.308258056641	8
IN071003	2	3	0	381.965942382813	8
IN071004	2	3	0	415.226043701172	8
IN071005	2	3	0	531.154846191406	8
IN071006	2	3	0	474.428924560547	8
IN071007	2	3	0	485.068206787109	8
IN071008	2	3	0	586.241394042969	8
IN071009	2	3	0	563.027160644531	8
IN071010	2	3	0	764.550659179688	8
IN071011	2	3	0	431.95263671875	8
IN071012	2	3	0	489.049468994141	8
IN071013	2	3	0	603.791442871094	8
IN071014	2	3	0	622.618530273438	8
IN071015	2	3	0	440.877746582031	8
IN071016	2	3	0	506.231994628906	8
IN071017	2	3	0	455.932281494141	8
IN071018	2	3	0	462.346771240234	8
IN071019	2	3	0	474.318054199219	8
IN071020	2	3	0	373.977905273438	8
IN071021	2	3	0	520.544311523438	8
IN071022	2	3	0	451.004364013672	8
IN071023	2	3	0	588.842529296875	8
IN071024	2	3	0	468.012634277344	8
IN071025	2	3	0	334.142669677734	8
IN071026	2	3	0	452.338653564453	8
IN071027	2	3	0	508.872619628906	8
IN071028	2	3	0	246.443878173828	8
IN071029	2	3	0	441.833160400391	8
IN071030	2	3	0	459.877410888672	8
IN071031	2	3	0	566.025756835938	8
IN071032	2	3	0	462.209686279297	8
IN071033	2	3	0	379.636322021484	8
IN071034	2	3	0	546.117309570313	8
IN071035	2	3	0	456.232330322266	8
IN071036	2	3	0	482.839172363281	8
IN071037	2	3	0	317.176239013672	8
IN071038	2	3	0	416.324371337891	8
IN071039	2	3	0	512.894409179688	8
IN071040	2	3	0	466.059478759766	8
IN071041	2	3	0	355.018646240234	8
IN071042	2	3	0	520.628479003906	8
IN071043	2	3	0	497.128204345703	8
IN071044	2	3	0	544.238891601563	8
IN071045	2	3	0	341.140899658203	8
IN071046	2	3	0	586.75830078125	8
IN071047	2	3	0	450.601135253906	8
IN071048	2	3	0	692.776550292969	8
IN071049	2	3	0	582.206115722656	8
IN071050	2	3	0	412.680328369141	8
IN081001	2	3	0	518.809448242188	8
IN081002	2	3	0	638.212036132813	8
IN081003	2	3	0	552.815368652344	8
IN081004	2	3	0	495.504913330078	8
IN081005	2	3	0	484.403503417969	8
IN081006	2	3	0	537.082397460938	8
IN081007	2	3	0	471.307006835938	8
IN081008	2	3	0	470.077728271484	8
IN081009	2	3	0	625.778259277344	8
IN081010	2	3	0	449.448181152344	8
IN081011	2	3	0	308.133972167969	8
IN081012	2	3	0	648.173828125	8
IN081013	2	3	0	448.821472167969	8
IN081014	2	3	0	373.011535644531	8
IN081015	2	3	0	458.079254150391	8
IN081016	2	3	0	281.173919677734	8
IN081017	2	3	0	505.095611572266	8
IN081018	2	3	0	537.069885253906	8
IN081020	2	3	0	523.118286132813	8
IN081021	2	3	0	590.885314941406	8
IN081022	2	3	0	550.263366699219	8
IN081023	2	3	0	408.402801513672	8
IN081024	2	3	0	290.456909179688	8
IN081025	2	3	0	361.006286621094	8
IN081026	2	3	0	311.915161132813	8
IN081027	2	3	0	588.535095214844	8
IN081028	2	3	0	275.512939453125	8
IN081029	2	3	0	530.631774902344	8
IN081030	2	3	0	270.315521240234	8
IN081031	2	3	0	377.478790283203	8
IN081032	2	3	0	326.808227539063	8
IN081033	2	3	0	559.796875	8
IN081034	2	3	0	531.242614746094	8
IN081035	2	3	0	504.716827392578	8
IN081036	2	3	0	434.805786132813	8
IN081037	2	3	0	505.889282226563	8
IN081038	2	3	0	588.376525878906	8
IN081039	2	3	0	428.407165527344	8
IN081040	2	3	0	594.965515136719	8
IN081041	2	3	0	623.285888671875	8
IN081042	2	3	0	470.887908935547	8
IN081043	2	3	0	561.428039550781	8
IN081044	2	3	0	504.204986572266	8
IN081045	2	3	0	514.14794921875	8
IN081046	2	3	0	526.868408203125	8
IN081047	2	3	0	499.456268310547	8
IN081048	2	3	0	380.905822753906	8
IN081049	2	3	0	629.716125488281	8
IN081050	2	3	0	563.915954589844	8
IN091001	2	3	0	563.845947265625	8
IN091002	2	3	0	501.728546142578	8
IN091003	2	3	0	592.978149414063	8
IN091004	2	3	0	556.702392578125	8
IN091005	2	3	0	528.424865722656	8
IN091006	2	3	0	445.092468261719	8
IN091010	2	3	0	463.134307861328	8
IN091013	2	3	0	473.124298095703	8
IN091014	2	3	0	392.520599365234	8
IN091015	2	3	0	271.720275878906	8
IN091016	2	3	0	456.184051513672	8
IN091017	2	3	0	297.828308105469	8
IN091019	2	3	0	469.795959472656	8
IN091020	2	3	0	441.659088134766	8
IN091021	2	3	0	491.157592773438	8
IN091022	2	3	0	462.931457519531	8
IN091023	2	3	0	532.756713867188	8
IN091025	2	3	0	230.563827514648	8
IN091028	2	3	0	408.96533203125	8
IN091030	2	3	0	495.630615234375	8
IN091031	2	3	0	456.816375732422	8
IN091033	2	3	0	454.563690185547	8
IN091034	2	3	0	558.978637695313	8
IN091037	2	3	0	591.190673828125	8
IN091039	2	3	0	500.098663330078	8
IN091040	2	3	0	296.465576171875	8
IN091041	2	3	0	330.951110839844	8
IN091042	2	3	0	434.754455566406	8
IN091043	2	3	0	440.932647705078	8
IN091044	2	3	0	493.143463134766	8
IN091045	2	3	0	539.083435058594	8
IN091046	2	3	0	449.071197509766	8
IN091047	2	3	0	461.773376464844	8
IN091049	2	3	0	245.804550170898	8
IN101001	2	3	0	470.241363525391	8
IN101002	2	3	0	603.917541503906	8
IN101003	2	3	0	555.444091796875	8
IN101004	2	3	0	663.433654785156	8
IN101005	2	3	0	504.042236328125	8
IN101006	2	3	0	506.253021240234	8
IN101007	2	3	0	516.550170898438	8
IN101008	2	3	0	630.978210449219	8
IN101009	2	3	0	607.708923339844	8
IN101010	2	3	0	590.106506347656	8
IN101011	2	3	0	513.932067871094	8
IN101012	2	3	0	523.7294921875	8
IN101013	2	3	0	551.372253417969	8
IN101016	2	3	0	558.819152832031	8
IN101017	2	3	0	386.131896972656	8
IN101018	2	3	0	591.475219726563	8
IN101019	2	3	0	551.950866699219	8
IN101020	2	3	0	414.380004882813	8
IN101021	2	3	0	536.481506347656	8
IN101022	2	3	0	466.38037109375	8
IN101023	2	3	0	417.930816650391	8
IN101024	2	3	0	614.679138183594	8
IN101025	2	3	0	644.919860839844	8
IN101026	2	3	0	483.93017578125	8
IN101027	2	3	0	392.317840576172	8
IN101028	2	3	0	563.741516113281	8
IN101030	2	3	0	458.52001953125	8
IN101031	2	3	0	415.558319091797	8
IN101032	2	3	0	407.326141357422	8
IN101033	2	3	0	485.654418945313	8
IN101034	2	3	0	452.236389160156	8
IN101035	2	3	0	395.972839355469	8
IN101036	2	3	0	557.435546875	8
IN101037	2	3	0	476.1806640625	8
IN101038	2	3	0	418.610534667969	8
IN101040	2	3	0	422.964965820313	8
IN101041	2	3	0	578.080932617188	8
IN101042	2	3	0	566.526000976563	8
IN101043	2	3	0	377.714019775391	8
IN101044	2	3	0	487.592651367188	8
IN101045	2	3	0	281.985168457031	8
IN101046	2	3	0	377.892456054688	8
IN101047	2	3	0	443.878784179688	8
IN101048	2	3	0	417.125946044922	8
IN101049	2	3	0	426.814697265625	8
IN101050	2	3	0	436.807434082031	8
IN111001	2	3	0	505.332214355469	8
IN111002	2	3	0	441.838775634766	8
IN111003	2	3	0	440.430206298828	8
IN111004	2	3	0	392.184875488281	8
IN111005	2	3	0	594.000305175781	8
IN111006	2	3	0	344.966400146484	8
IN111007	2	3	0	235.036590576172	8
IN111008	2	3	0	305.455657958984	8
IN111009	2	3	0	463.852783203125	8
IN111010	2	3	0	285.893737792969	8
IN111011	2	3	0	480.962677001953	8
IN111012	2	3	0	499.352203369141	8
IN111013	2	3	0	462.652465820313	8
IN111014	2	3	0	429.684143066406	8
IN111015	2	3	0	448.178314208984	8
IN111016	2	3	0	396.073699951172	8
IN111017	2	3	0	504.982391357422	8
IN111018	2	3	0	469.34716796875	8
IN111019	2	3	0	541.075012207031	8
IN111020	2	3	0	306.089904785156	8
IN111022	2	3	0	290.0302734375	8
IN111023	2	3	0	405.074737548828	8
IN111024	2	3	0	417.926635742188	8
IN111025	2	3	0	323.545318603516	8
IN111026	2	3	0	617.777709960938	8
IN111027	2	3	0	497.114318847656	8
IN111028	2	3	0	291.173919677734	8
IN111029	2	3	0	466.235992431641	8
IN111030	2	3	0	501.982360839844	8
IN111031	2	3	0	405.780395507813	8
IN111032	2	3	0	492.995727539063	8
IN111033	2	3	0	350.378021240234	8
IN111034	2	3	0	396.758758544922	8
IN111035	2	3	0	403.319763183594	8
IN111036	2	3	0	375.161163330078	8
IN111038	2	3	0	439.767578125	8
IN111039	2	3	0	514.655700683594	8
IN111040	2	3	0	434.613616943359	8
IN111041	2	3	0	440.882965087891	8
IN111043	2	3	0	289.485198974609	8
IN111044	2	3	0	405.410430908203	8
IN111045	2	3	0	509.306365966797	8
IN111046	2	3	0	426.714324951172	8
IN111047	2	3	0	498.479187011719	8
IN111048	2	3	0	416.775451660156	8
IN111049	2	3	0	412.407897949219	8
IN111050	2	3	0	511.269561767578	8
IN111051	2	3	0	458.856109619141	8
IN111053	2	3	0	538.41748046875	8
IN111054	2	3	0	470.852874755859	8
IN111055	2	3	0	514.216735839844	8
IN111056	2	3	0	455.351013183594	8
IN111057	2	3	0	414.417449951172	8
IN121001	2	3	0	489.574188232422	8
IN121002	2	3	0	412.516143798828	8
IN121003	2	3	0	460.923370361328	8
IN121004	2	3	0	607.523010253906	8
IN121005	2	3	0	448.695129394531	8
IN121006	2	3	0	309.511962890625	8
IN121007	2	3	0	529.639038085938	8
IN121008	2	3	0	630.445861816406	8
IN121009	2	3	0	535.2763671875	8
IN121010	2	3	0	607.629943847656	8
IN121011	2	3	0	512.713806152344	8
IN121012	2	3	0	541.881713867188	8
IN121013	2	3	0	432.975036621094	8
IN121014	2	3	0	538.152038574219	8
IN121015	2	3	0	529.786682128906	8
IN121016	2	3	0	507.016754150391	8
IN121017	2	3	0	532.617553710938	8
IN121018	2	3	0	591.736145019531	8
IN121019	2	3	0	521.699768066406	8
IN121020	2	3	0	544.287963867188	8
IN121021	2	3	0	587.648132324219	8
IN121022	2	3	0	598.967102050781	8
IN121023	2	3	0	565.786682128906	8
IN121024	2	3	0	475.049224853516	8
IN121025	2	3	0	498.252502441406	8
IN121026	2	3	0	520.735595703125	8
IN121027	2	3	0	524.303344726563	8
IN121028	2	3	0	477.196746826172	8
IN121029	2	3	0	460.363830566406	8
IN121030	2	3	0	419.589385986328	8
IN121031	2	3	0	391.141204833984	8
IN121032	2	3	0	514.127807617188	8
IN121033	2	3	0	434.288848876953	8
IN121034	2	3	0	382.668823242188	8
IN121035	2	3	0	545.261474609375	8
IN121036	2	3	0	600.154174804688	8
IN121037	2	3	0	480.244018554688	8
IN121038	2	3	0	497.748657226563	8
IN121039	2	3	0	501.501098632813	8
IN121040	2	3	0	481.533111572266	8
IN121041	2	3	0	384.863800048828	8
IN121042	2	3	0	512.673706054688	8
IN121043	2	3	0	497.958312988281	8
IN121044	2	3	0	365.153259277344	8
IN121045	2	3	0	504.357696533203	8
IN121047	2	3	0	399.198394775391	8
IN121048	2	3	0	494.558654785156	8
IN121049	2	3	0	477.060852050781	8
IN121050	2	3	0	485.823028564453	8
IN131001	2	3	0	445.487030029297	8
IN131002	2	3	0	323.685424804688	8
IN131003	2	3	0	403.900115966797	8
IN131005	2	3	0	495.411041259766	8
IN131006	2	3	0	570.997619628906	8
IN131007	2	3	0	480.338104248047	8
IN131008	2	3	0	545.990478515625	8
IN131009	2	3	0	463.110809326172	8
IN131010	2	3	0	613.819458007813	8
IN131011	2	3	0	564.060668945313	8
IN131012	2	3	0	635.486572265625	8
IN131013	2	3	0	581.639099121094	8
IN131014	2	3	0	537.046447753906	8
IN131015	2	3	0	547.565612792969	8
IN131016	2	3	0	539.073852539063	8
IN131017	2	3	0	337.062927246094	8
IN131018	2	3	0	427.974639892578	8
IN131019	2	3	0	559.301208496094	8
IN131021	2	3	0	394.923400878906	8
IN131022	2	3	0	515.902404785156	8
IN131023	2	3	0	411.1357421875	8
IN131024	2	3	0	484.192199707031	8
IN131025	2	3	0	291.769958496094	8
IN131026	2	3	0	407.087341308594	8
IN131027	2	3	0	466.259979248047	8
IN131028	2	3	0	346.036956787109	8
IN131030	2	3	0	474.293914794922	8
IN131031	2	3	0	446.917999267578	8
IN131032	2	3	0	416.756866455078	8
IN131034	2	3	0	397.813507080078	8
IN131035	2	3	0	476.392272949219	8
IN131036	2	3	0	451.407684326172	8
IN131037	2	3	0	450.29345703125	8
IN131038	2	3	0	325.649261474609	8
IN131039	2	3	0	519.4091796875	8
IN131040	2	3	0	620.741271972656	8
IN131041	2	3	0	467.540252685547	8
IN131042	2	3	0	460.539916992188	8
IN131043	2	3	0	544.904968261719	8
IN131044	2	3	0	579.414978027344	8
IN131045	2	3	0	347.998382568359	8
IN131046	2	3	0	575.196411132813	8
IN131047	2	3	0	364.269897460938	8
IN131048	2	3	0	438.767456054688	8
IN131049	2	3	0	522.730590820313	8
IN131050	2	3	0	546.660339355469	8
IN141001	2	3	0	453.785034179688	8
IN141002	2	3	0	357.953552246094	8
IN141003	2	3	0	470.000305175781	8
IN141004	2	3	0	291.572540283203	8
IN141005	2	3	0	334.281463623047	8
IN141006	2	3	0	531.700317382813	8
IN141007	2	3	0	372.313232421875	8
IN141008	2	3	0	381.971282958984	8
IN141009	2	3	0	331.3408203125	8
IN141010	2	3	0	416.223114013672	8
IN141011	2	3	0	510.843170166016	8
IN141012	2	3	0	497.631774902344	8
IN141013	2	3	0	538.53515625	8
IN141014	2	3	0	409.656494140625	8
IN141015	2	3	0	349.864654541016	8
IN141016	2	3	0	529.410827636719	8
IN141017	2	3	0	410.373260498047	8
IN141018	2	3	0	369.473571777344	8
IN141020	2	3	0	497.847503662109	8
IN141021	2	3	0	454.337524414063	8
IN141022	2	3	0	520.802185058594	8
IN141023	2	3	0	553.090026855469	8
IN141024	2	3	0	611.88623046875	8
IN141025	2	3	0	521.241455078125	8
IN141026	2	3	0	383.911956787109	8
IN141027	2	3	0	494.467071533203	8
IN141028	2	3	0	629.60400390625	8
IN141029	2	3	0	452.138061523438	8
IN141030	2	3	0	502.751220703125	8
IN141031	2	3	0	493.292083740234	8
IN141032	2	3	0	580.732482910156	8
IN141033	2	3	0	469.512786865234	8
IN141034	2	3	0	451.469207763672	8
IN141035	2	3	0	646.455810546875	8
IN141036	2	3	0	576.484375	8
IN141037	2	3	0	367.418670654297	8
IN141038	2	3	0	431.408416748047	8
IN141039	2	3	0	238.489212036133	8
IN141040	2	3	0	389.644378662109	8
IN141041	2	3	0	769.295959472656	8
IN141042	2	3	0	476.058410644531	8
IN141043	2	3	0	531.32421875	8
IN141044	2	3	0	497.371826171875	8
IN141045	2	3	0	546.179565429688	8
IN141046	2	3	0	523.377075195313	8
IN141047	2	3	0	462.137786865234	8
IN141048	2	3	0	268.922241210938	8
IN141049	2	3	0	618.255310058594	8
IN141050	2	3	0	584.611755371094	8
IN151001	2	3	0	423.859008789063	8
IN151002	2	3	0	451.982940673828	8
IN151003	2	3	0	427.261444091797	8
IN151004	2	3	0	517.91796875	8
IN151005	2	3	0	346.796508789063	8
IN151006	2	3	0	574.692443847656	8
IN151007	2	3	0	415.097412109375	8
IN151008	2	3	0	533.114624023438	8
IN151009	2	3	0	332.261596679688	8
IN151010	2	3	0	489.98388671875	8
IN151011	2	3	0	414.564300537109	8
IN151012	2	3	0	467.962371826172	8
IN151013	2	3	0	393.032806396484	8
IN151014	2	3	0	275.290069580078	8
IN151015	2	3	0	480.053741455078	8
IN151016	2	3	0	420.786041259766	8
IN151017	2	3	0	325.786804199219	8
IN151018	2	3	0	545.2939453125	8
IN151019	2	3	0	502.844970703125	8
IN151020	2	3	0	607.5166015625	8
IN151021	2	3	0	514.986206054688	8
IN151022	2	3	0	486.06884765625	8
IN151023	2	3	0	620.808776855469	8
IN151024	2	3	0	466.879974365234	8
IN151025	2	3	0	560.09619140625	8
IN151026	2	3	0	453.395721435547	8
IN151027	2	3	0	346.239593505859	8
IN151028	2	3	0	507.034729003906	8
IN151029	2	3	0	291.521606445313	8
IN151030	2	3	0	367.875366210938	8
IN151031	2	3	0	404.109741210938	8
IN151032	2	3	0	537.476684570313	8
IN151033	2	3	0	617.478454589844	8
IN151034	2	3	0	484.111053466797	8
IN151035	2	3	0	381.793487548828	8
IN151036	2	3	0	476.673461914063	8
IN151037	2	3	0	325.402191162109	8
IN151038	2	3	0	465.116180419922	8
IN151039	2	3	0	527.727722167969	8
IN151040	2	3	0	639.800170898438	8
IN151041	2	3	0	405.786651611328	8
IN151042	2	3	0	344.247100830078	8
IN151043	2	3	0	372.618103027344	8
IN151044	2	3	0	610.399963378906	8
IN151045	2	3	0	517.719543457031	8
IN151046	2	3	0	588.516479492188	8
IN151048	2	3	0	275.487457275391	8
IN151049	2	3	0	340.265930175781	8
IN161001	2	3	0	243.742660522461	8
IN161002	2	3	0	570.101013183594	8
IN161004	2	3	0	252.959411621094	8
IN161005	2	3	0	219.229125976563	8
IN161006	2	3	0	347.635040283203	8
IN161007	2	3	0	307.043792724609	8
IN161008	2	3	0	381.912078857422	8
IN161009	2	3	0	330.584320068359	8
IN161010	2	3	0	524.722351074219	8
IN161011	2	3	0	340.125854492188	8
IN161013	2	3	0	550.359802246094	8
IN161014	2	3	0	509.635711669922	8
IN161015	2	3	0	476.564910888672	8
IN161016	2	3	0	442.458374023438	8
IN161017	2	3	0	416.616638183594	8
IN161018	2	3	0	437.741333007813	8
IN161019	2	3	0	418.737487792969	8
IN161020	2	3	0	213.517181396484	8
IN161021	2	3	0	591.738464355469	8
IN161022	2	3	0	394.854644775391	8
IN161023	2	3	0	356.660369873047	8
IN161024	2	3	0	472.734039306641	8
IN161025	2	3	0	486.294891357422	8
IN161026	2	3	0	392.841644287109	8
IN161027	2	3	0	461.967376708984	8
IN161028	2	3	0	557.625305175781	8
IN161029	2	3	0	404.322448730469	8
IN161030	2	3	0	502.504028320313	8
IN161031	2	3	0	425.263610839844	8
IN161032	2	3	0	397.738250732422	8
IN161033	2	3	0	520.981628417969	8
IN161034	2	3	0	455.631195068359	8
IN161035	2	3	0	414.819122314453	8
IN161036	2	3	0	510.004791259766	8
IN161037	2	3	0	563.295593261719	8
IN161038	2	3	0	398.305877685547	8
IN161039	2	3	0	570.408996582031	8
IN161040	2	3	0	493.253875732422	8
IN161041	2	3	0	448.130798339844	8
IN161042	2	3	0	433.969055175781	8
IN161043	2	3	0	418.226043701172	8
IN161044	2	3	0	469.301452636719	8
IN161045	2	3	0	376.028350830078	8
IN161046	2	3	0	436.617309570313	8
IN161047	2	3	0	627.855407714844	8
IN161048	2	3	0	513.490295410156	8
IN161049	2	3	0	520.871826171875	8
IN171002	2	3	0	528.132080078125	8
IN171003	2	3	0	494.518798828125	8
IN171004	2	3	0	487.769927978516	8
IN171005	2	3	0	381.869903564453	8
IN171006	2	3	0	303.509674072266	8
IN171007	2	3	0	354.413299560547	8
IN171008	2	3	0	404.194061279297	8
IN171009	2	3	0	287.438568115234	8
IN171010	2	3	0	368.714141845703	8
IN171011	2	3	0	346.75830078125	8
IN171012	2	3	0	370.021575927734	8
IN171014	2	3	0	404.124908447266	8
IN171016	2	3	0	421.777618408203	8
IN171018	2	3	0	351.192199707031	8
IN171019	2	3	0	360.663696289063	8
IN171020	2	3	0	425.811004638672	8
IN171021	2	3	0	503.877685546875	8
IN171022	2	3	0	312.990051269531	8
IN171023	2	3	0	267.947967529297	8
IN171024	2	3	0	415.084686279297	8
IN171025	2	3	0	388.943664550781	8
IN171026	2	3	0	351.589965820313	8
IN171027	2	3	0	489.427978515625	8
IN171028	2	3	0	473.657897949219	8
IN171029	2	3	0	315.791900634766	8
IN171031	2	3	0	431.338134765625	8
IN171032	2	3	0	292.341796875	8
IN171033	2	3	0	279.420227050781	8
IN171034	2	3	0	256.498657226563	8
IN171035	2	3	0	291.819610595703	8
IN171036	2	3	0	257.641052246094	8
IN171037	2	3	0	389.646667480469	8
IN171038	2	3	0	457.097076416016	8
IN171039	2	3	0	417.759521484375	8
IN171040	2	3	0	345.328338623047	8
IN171041	2	3	0	282.448760986328	8
IN171042	2	3	0	550.195617675781	8
IN171043	2	3	0	514.364074707031	8
IN171044	2	3	0	491.430267333984	8
IN171045	2	3	0	443.473907470703	8
IN171046	2	3	0	216.223510742188	8
IN171047	2	3	0	382.404052734375	8
IN171048	2	3	0	540.317016601563	8
IN171049	2	3	0	403.718902587891	8
IN171050	2	3	0	515.443420410156	8
IN181001	2	3	0	589.629577636719	8
IN181002	2	3	0	343.768249511719	8
IN181003	2	3	0	399.051422119141	8
IN181004	2	3	0	449.996337890625	8
IN181005	2	3	0	481.524230957031	8
IN181006	2	3	0	462.289794921875	8
IN181007	2	3	0	488.019805908203	8
IN181008	2	3	0	365.808258056641	8
IN181009	2	3	0	453.598083496094	8
IN181010	2	3	0	362.123077392578	8
IN181011	2	3	0	281.624755859375	8
IN181012	2	3	0	368.703826904297	8
IN181013	2	3	0	406.043640136719	8
IN181014	2	3	0	397.523376464844	8
IN181015	2	3	0	413.881805419922	8
IN181016	2	3	0	472.715270996094	8
IN181017	2	3	0	388.935882568359	8
IN181018	2	3	0	361.481079101563	8
IN181019	2	3	0	404.974365234375	8
IN181020	2	3	0	459.922088623047	8
IN181021	2	3	0	527.545715332031	8
IN181023	2	3	0	487.536346435547	8
IN181024	2	3	0	452.831146240234	8
IN181025	2	3	0	434.318145751953	8
