CHILDCODE	ACTIDR4	ACTR5	ACTOWNR5	ACTMTHR5	ACTDAYR5	ACTHRSR5	PYMRECR5	PDCASHR5	PDKINDR5	PDTIMER5	PDNMPCR5	KEEPMYR5
41026	2	4	1	1	4	8	1	30	 	2	 	2
41027	1	2	1	12	4	1	0	 	 	 	 	 
41028	1	2	1	12	28	1	0	 	 	 	 	 
41029	1	1	1	12	12	8	0	 	 	 	 	 
41029	2	2	1	12	28	2	0	 	 	 	 	 
41030	1	1	1	12	4	8	0	 	 	 	 	 
41031	1	2	1	12	30	1	0	 	 	 	 	 
41031	2	1	1	12	8	1	0	 	 	 	 	 
41032	1	2	1	12	20	1	0	 	 	 	 	 
41032	2	1	1	2	2	1	0	 	 	 	 	 
41033	1	2	1	12	30	1	0	 	 	 	 	 
41033	2	3	1	12	30	1	0	 	 	 	 	 
41034	1	2	1	12	30	2	0	 	 	 	 	 
41034	2	3	1	12	30	2	0	 	 	 	 	 
41034	3	1	2	12	8	8	1	20	 	2	 	1
41035	1	3	1	12	20	2	0	 	 	 	 	 
41035	2	2	1	12	28	1	0	 	 	 	 	 
41035	3	1	1	12	8	9	0	 	 	 	 	 
41036	1	2	1	12	30	2	0	 	 	 	 	 
41037	1	2	1	12	20	2	0	 	 	 	 	 
41038	1	3	1	12	26	2	0	 	 	 	 	 
41038	2	2	1	12	24	1	0	 	 	 	 	 
41038	3	1	1	12	8	7	0	 	 	 	 	 
41039	1	2	1	12	30	1	0	 	 	 	 	 
41039	2	3	1	12	30	1	0	 	 	 	 	 
41040	1	2	1	12	30	1	0	 	 	 	 	 
41040	2	1	1	2	8	8	0	 	 	 	 	 
41041	1	2	1	12	8	1	0	 	 	 	 	 
41041	2	1	1	12	8	4	0	 	 	 	 	 
41042	1	2	1	12	20	1	0	 	 	 	 	 
41042	2	1	1	10	8	5	0	 	 	 	 	 
41042	3	3	1	12	20	1	0	 	 	 	 	 
41043	1	2	1	12	28	1	0	 	 	 	 	 
41043	2	1	1	12	6	8	0	 	 	 	 	 
41043	3	3	1	12	20	2	0	 	 	 	 	 
41044	1	1	1	12	8	8	0	 	 	 	 	 
41044	2	2	1	12	28	1	0	 	 	 	 	 
41044	3	3	1	12	28	1	0	 	 	 	 	 
41045	1	2	1	12	24	1	0	 	 	 	 	 
41046	1	2	1	10	24	1	0	 	 	 	 	 
41046	2	1	1	2	8	8	0	 	 	 	 	 
41047	1	3	1	12	24	3	0	 	 	 	 	 
41047	2	1	1	12	8	6	0	 	 	 	 	 
41047	3	2	1	12	20	1	0	 	 	 	 	 
41048	1	2	1	12	30	2	0	 	 	 	 	 
41048	2	3	1	12	20	2	0	 	 	 	 	 
41048	3	1	2	12	4	8	1	15	 	2	 	1
41049	1	1	1	12	8	8	0	 	 	 	 	 
41049	2	2	1	12	7	2	0	 	 	 	 	 
41050	1	2	1	12	30	2	0	 	 	 	 	 
41050	2	1	1	12	8	9	0	 	 	 	 	 
41051	1	2	1	12	20	1	0	 	 	 	 	 
41051	2	4	1	12	30	4	0	 	 	 	 	 
41052	1	2	1	12	20	2	0	 	 	 	 	 
41053	1	3	1	9	7	2	0	 	 	 	 	 
41053	2	1	1	12	30	3	0	 	 	 	 	 
41053	3	7	2	1	3	8	0	 	 	 	 	 
41054	1	1	1	12	8	6	0	 	 	 	 	 
41054	2	2	1	12	5	2	0	 	 	 	 	 
41055	1	2	1	12	12	2	0	 	 	 	 	 
41055	2	1	1	12	8	2	0	 	 	 	 	 
41056	1	2	1	12	20	1	0	 	 	 	 	 
41057	1	2	1	12	20	2	0	 	 	 	 	 
41059	1	1	1	2	6	8	0	 	 	 	 	 
41060	1	1	1	2	4	8	0	 	 	 	 	 
41061	1	2	1	12	7	1	0	 	 	 	 	 
41062	1	2	1	12	28	1	0	 	 	 	 	 
41063	1	2	1	12	8	1	0	 	 	 	 	 
41063	2	1	1	12	10	4	0	 	 	 	 	 
41064	1	2	1	12	30	2	0	 	 	 	 	 
41065	1	2	1	12	30	3	0	 	 	 	 	 
41066	1	3	1	12	30	4	0	 	 	 	 	 
41066	2	2	1	12	30	1	0	 	 	 	 	 
41066	3	1	1	12	4	8	0	 	 	 	 	 
41067	1	2	2	10	12	1	0	 	 	 	 	 
41067	2	2	1	12	4	2	0	 	 	 	 	 
41068	1	1	1	12	20	1	0	 	 	 	 	 
41068	2	2	1	12	8	3	0	 	 	 	 	 
41069	1	1	1	12	8	8	0	 	 	 	 	 
41069	2	2	1	12	30	1	0	 	 	 	 	 
41070	1	2	1	12	30	1	0	 	 	 	 	 
41070	2	3	1	12	30	1	0	 	 	 	 	 
41071	1	2	1	12	30	1	0	 	 	 	 	 
41071	2	1	1	12	30	10	0	 	 	 	 	 
41072	1	2	1	12	30	2	0	 	 	 	 	 
41073	1	1	1	12	3	2	0	 	 	 	 	 
41073	2	2	1	12	2	1	0	 	 	 	 	 
41074	1	1	1	12	4	8	0	 	 	 	 	 
41074	2	2	1	12	24	1	0	 	 	 	 	 
41074	3	3	1	12	24	1	0	 	 	 	 	 
41075	1	1	1	12	8	2	0	 	 	 	 	 
41075	2	2	1	12	30	2	0	 	 	 	 	 
41076	1	1	1	12	4	3	0	 	 	 	 	 
41076	2	2	1	12	28	2	0	 	 	 	 	 
41076	3	3	1	12	28	1	0	 	 	 	 	 
41076	4	7	2	12	12	2	2	 	4	2	 	0
41077	1	2	1	12	20	1	0	 	 	 	 	 
41078	1	1	1	12	4	6	0	 	 	 	 	 
41078	2	2	1	12	20	1	0	 	 	 	 	 
41079	1	2	1	12	30	4	0	 	 	 	 	 
41080	1	2	1	10	24	1	0	 	 	 	 	 
41080	2	3	1	10	24	1	0	 	 	 	 	 
41080	3	6	2	7	6	8	1	220	 	3	 	2
41081	1	2	1	12	3	1	0	 	 	 	 	 
41081	2	1	1	12	24	1	0	 	 	 	 	 
41082	1	2	1	12	30	2	0	 	 	 	 	 
41082	2	1	2	2	24	10	1	20	 	2	 	2
41083	1	2	1	12	30	1	0	 	 	 	 	 
41084	1	1	1	12	2	10	0	 	 	 	 	 
41084	2	2	1	12	5	1	0	 	 	 	 	 
41084	3	3	1	8	5	1	0	 	 	 	 	 
41085	1	1	1	1	4	7	0	 	 	 	 	 
41086	1	2	1	12	8	1	0	 	 	 	 	 
41086	2	1	1	12	10	2	0	 	 	 	 	 
41087	1	1	1	12	4	8	0	 	 	 	 	 
41088	1	1	1	3	8	2	0	 	 	 	 	 
41088	2	3	1	3	20	7	0	 	 	 	 	 
41089	1	2	1	12	30	1	0	 	 	 	 	 
41089	2	3	1	12	22	3	0	 	 	 	 	 
41089	3	1	1	12	8	12	0	 	 	 	 	 
41090	1	3	1	12	20	1	0	 	 	 	 	 
41090	2	2	1	12	30	2	0	 	 	 	 	 
41091	1	2	1	12	30	1	0	 	 	 	 	 
41091	2	7	2	12	4	5	1	10	 	2	 	2
41092	1	1	1	12	30	4	0	 	 	 	 	 
41093	1	3	1	12	20	2	0	 	 	 	 	 
41093	2	2	1	12	20	2	0	 	 	 	 	 
41093	3	1	1	10	5	1	0	 	 	 	 	 
41094	1	2	1	12	5	1	0	 	 	 	 	 
41096	1	2	1	12	28	1	0	 	 	 	 	 
41097	1	2	1	12	30	2	0	 	 	 	 	 
41098	1	2	1	12	30	2	0	 	 	 	 	 
41098	2	1	1	12	4	4	0	 	 	 	 	 
41099	1	2	1	12	16	1	0	 	 	 	 	 
41099	2	3	1	12	12	2	0	 	 	 	 	 
41100	1	2	1	12	20	2	0	 	 	 	 	 
41101	1	2	1	12	20	3	0	 	 	 	 	 
51001	1	2	1	12	20	3	0	 	 	 	 	 
51002	1	1	1	12	4	6	0	 	 	 	 	 
51002	2	2	1	12	26	2	0	 	 	 	 	 
51002	3	3	1	12	24	2	0	 	 	 	 	 
51003	1	1	1	12	8	4	0	 	 	 	 	 
51003	2	2	1	12	24	1	0	 	 	 	 	 
51003	3	3	1	12	15	2	0	 	 	 	 	 
51004	1	1	1	12	4	2	0	 	 	 	 	 
51004	2	2	1	12	24	2	0	 	 	 	 	 
51004	3	3	1	12	24	2	0	 	 	 	 	 
51005	1	3	1	12	20	1	0	 	 	 	 	 
51005	2	7	2	12	4	1	5	 	 	2	 	2
51008	1	2	1	12	7	1	0	 	 	 	 	 
51009	1	2	1	12	16	1	0	 	 	 	 	 
51009	2	4	1	12	30	3	0	 	 	 	 	 
51010	1	1	2	12	20	3	1	25	 	7	 	0
51010	2	2	1	12	28	1	0	 	 	 	 	 
51011	1	1	1	2	12	8	1	25	 	2	 	2
51011	2	2	1	12	30	1	0	 	 	 	 	 
51012	1	1	1	2	8	8	0	 	 	 	 	 
51012	2	2	1	12	20	1	0	 	 	 	 	 
51013	1	2	1	12	20	1	0	 	 	 	 	 
51014	1	2	1	12	28	2	0	 	 	 	 	 
51014	2	1	1	2	20	5	0	 	 	 	 	 
51015	1	2	1	12	30	1	0	 	 	 	 	 
51016	1	1	1	12	4	8	0	 	 	 	 	 
51016	2	2	1	12	15	1	0	 	 	 	 	 
51017	1	2	1	12	7	2	0	 	 	 	 	 
51018	1	2	1	12	28	2	0	 	 	 	 	 
51020	1	1	1	1	20	8	5	 	 	3	 	2
51020	2	2	1	12	30	1	0	 	 	 	 	 
51021	1	3	1	12	3	1	0	 	 	 	 	 
51021	2	2	1	12	7	3	0	 	 	 	 	 
51022	1	2	1	12	25	1	0	 	 	 	 	 
51022	2	3	1	12	20	1	0	 	 	 	 	 
51022	3	1	1	7	10	3	0	 	 	 	 	 
51022	4	1	2	6	20	7	1	20	 	2	 	1
51024	1	2	1	12	25	1	0	 	 	 	 	 
51024	2	3	1	12	20	1	0	 	 	 	 	 
51025	1	2	1	12	20	2	0	 	 	 	 	 
51025	2	1	1	12	4	4	5	 	 	2	 	2
51027	1	4	1	12	24	4	0	 	 	 	 	 
51027	2	2	1	12	16	1	0	 	 	 	 	 
51027	3	3	1	12	16	3	0	 	 	 	 	 
51027	4	1	1	12	4	10	0	 	 	 	 	 
51028	1	1	1	12	4	8	0	 	 	 	 	 
51028	2	2	1	12	28	2	0	 	 	 	 	 
51029	1	2	1	12	30	2	0	 	 	 	 	 
51029	2	3	1	12	30	2	0	 	 	 	 	 
51029	3	1	1	12	8	3	0	 	 	 	 	 
51030	1	2	1	12	30	2	0	 	 	 	 	 
51030	2	1	1	1	4	8	0	 	 	 	 	 
51031	1	2	1	12	6	1	0	 	 	 	 	 
51032	1	2	1	12	8	1	0	 	 	 	 	 
51032	2	4	1	12	8	2	0	 	 	 	 	 
51033	1	1	2	3	20	8	1	25	 	2	 	2
51034	1	2	1	12	30	1	0	 	 	 	 	 
51034	2	1	1	2	20	8	0	 	 	 	 	 
51035	1	2	1	12	30	3	0	 	 	 	 	 
51035	2	1	1	2	2	9	0	 	 	 	 	 
51035	3	3	1	12	30	1	0	 	 	 	 	 
51036	1	2	1	12	30	1	0	 	 	 	 	 
51036	2	1	1	12	30	1	0	 	 	 	 	 
51037	1	2	1	12	20	1	0	 	 	 	 	 
51037	2	6	1	3	12	3	1	20	 	2	 	1
51039	1	1	1	12	4	3	0	 	 	 	 	 
51039	2	3	1	12	24	2	0	 	 	 	 	 
51039	3	2	1	12	24	1	0	 	 	 	 	 
51040	1	1	1	12	30	1	0	 	 	 	 	 
51040	2	2	1	12	30	1	0	 	 	 	 	 
51041	1	2	1	12	16	1	0	 	 	 	 	 
51041	2	3	1	12	12	1	0	 	 	 	 	 
51041	3	1	1	12	4	8	0	 	 	 	 	 
51042	1	2	1	12	10	1	0	 	 	 	 	 
51042	2	1	1	4	8	1	0	 	 	 	 	 
51043	1	2	1	12	30	1	0	 	 	 	 	 
51044	1	2	1	12	24	1	0	 	 	 	 	 
51045	1	2	1	12	30	2	0	 	 	 	 	 
51045	2	1	1	12	24	1	0	 	 	 	 	 
51046	1	1	2	4	24	8	1	180	 	3	 	2
51046	2	2	1	12	30	1	0	 	 	 	 	 
51046	3	3	1	10	30	3	0	 	 	 	 	 
51047	1	4	1	12	8	6	1	20	 	2	 	2
51047	2	2	1	12	30	1	0	 	 	 	 	 
51048	1	1	2	10	20	8	1	25	 	2	 	2
51048	2	6	2	2	24	8	1	35	 	2	 	2
51049	1	2	1	12	20	1	0	 	 	 	 	 
51052	1	2	1	12	30	1	0	 	 	 	 	 
51052	2	1	1	12	8	9	0	 	 	 	 	 
51056	1	2	1	5	20	1	0	 	 	 	 	 
51056	2	3	1	12	12	1	0	 	 	 	 	 
51056	3	1	1	12	4	8	0	 	 	 	 	 
51058	1	2	1	12	30	2	0	 	 	 	 	 
51058	2	3	1	12	30	2	0	 	 	 	 	 
51058	3	1	1	12	8	7	0	 	 	 	 	 
51059	1	2	1	12	28	3	0	 	 	 	 	 
51060	1	1	1	12	4	8	0	 	 	 	 	 
51060	2	3	1	12	5	2	0	 	 	 	 	 
51060	3	2	1	12	5	1	0	 	 	 	 	 
51061	1	2	1	12	30	1	0	 	 	 	 	 
51062	1	2	1	12	20	1	0	 	 	 	 	 
51062	2	3	1	12	12	2	0	 	 	 	 	 
51062	3	1	1	12	8	2	0	 	 	 	 	 
51062	4	1	2	1	4	8	1	20	 	2	 	2
51063	1	1	1	12	8	4	0	 	 	 	 	 
51063	2	2	1	12	24	2	0	 	 	 	 	 
51064	1	1	1	12	8	8	0	 	 	 	 	 
51064	2	2	1	12	24	2	0	 	 	 	 	 
51064	3	3	1	12	24	4	0	 	 	 	 	 
51065	1	7	2	3	8	6	1	15	 	2	 	2
51065	2	2	1	12	20	1	0	 	 	 	 	 
51065	3	3	1	12	20	1	0	 	 	 	 	 
51068	1	2	1	10	20	1	0	 	 	 	 	 
51068	2	1	2	4	6	9	1	20	 	2	 	2
51069	1	2	1	12	30	2	0	 	 	 	 	 
51069	2	3	1	12	8	4	0	 	 	 	 	 
51069	3	6	2	2	30	14	1	300	 	4	 	0
51070	1	2	1	12	7	1	0	 	 	 	 	 
51070	2	4	1	12	30	2	0	 	 	 	 	 
51071	1	2	1	12	7	2	0	 	 	 	 	 
51071	2	3	1	12	7	3	0	 	 	 	 	 
51074	1	2	1	12	16	1	0	 	 	 	 	 
51075	1	2	1	12	20	2	0	 	 	 	 	 
51077	1	2	1	12	30	1	0	 	 	 	 	 
51077	2	1	1	2	5	8	0	 	 	 	 	 
51077	3	1	2	1	5	8	1	125	 	3	 	2
51078	1	2	1	8	30	4	5	 	 	4	 	2
51080	1	1	1	12	8	10	0	 	 	 	 	 
51080	2	2	1	8	20	2	0	 	 	 	 	 
51080	3	3	1	10	20	2	0	 	 	 	 	 
51081	1	2	1	12	30	1	0	 	 	 	 	 
51081	2	1	1	12	8	8	0	 	 	 	 	 
51082	1	2	1	12	5	1	0	 	 	 	 	 
51082	2	3	1	12	20	1	0	 	 	 	 	 
51082	3	1	1	12	20	1	0	 	 	 	 	 
51083	1	1	1	10	20	2	0	 	 	 	 	 
51083	2	2	1	10	20	2	0	 	 	 	 	 
51084	1	2	1	12	20	1	0	 	 	 	 	 
51084	2	3	1	12	25	1	0	 	 	 	 	 
51086	1	2	1	12	30	2	0	 	 	 	 	 
51086	2	1	1	12	8	8	0	 	 	 	 	 
51087	1	2	1	9	30	1	0	 	 	 	 	 
51088	1	2	1	12	30	1	0	 	 	 	 	 
51089	1	2	1	12	30	2	0	 	 	 	 	 
51090	1	1	1	12	4	4	0	 	 	 	 	 
51090	2	2	1	12	24	3	0	 	 	 	 	 
51091	1	3	1	12	12	1	0	 	 	 	 	 
51091	2	2	1	12	20	1	0	 	 	 	 	 
51092	1	2	1	12	30	2	0	 	 	 	 	 
51092	2	4	2	6	8	6	3	15	6	2	 	2
51094	1	2	1	12	30	2	0	 	 	 	 	 
51094	2	1	2	2	8	5	1	40	 	2	 	1
51095	1	2	1	12	30	2	0	 	 	 	 	 
51100	1	1	1	12	24	1	0	 	 	 	 	 
51100	2	2	1	12	24	1	0	 	 	 	 	 
51100	3	3	1	12	25	4	0	 	 	 	 	 
51101	1	1	1	12	5	1	5	 	 	2	 	2
51101	2	3	1	12	20	2	0	 	 	 	 	 
51101	3	2	1	12	20	1	0	 	 	 	 	 
51102	1	3	1	12	4	1	0	 	 	 	 	 
51102	2	2	1	12	30	3	0	 	 	 	 	 
51102	3	1	2	12	20	8	1	85	 	3	 	2
51103	1	2	1	12	16	1	0	 	 	 	 	 
51103	2	6	1	12	12	4	1	50	 	2	 	2
51104	1	2	1	12	24	1	0	 	 	 	 	 
51105	1	2	1	12	12	1	0	 	 	 	 	 
61001	1	3	1	1	10	2	0	 	 	 	 	 
61001	2	2	1	12	20	1	0	 	 	 	 	 
61002	1	2	1	12	20	1	0	 	 	 	 	 
61002	2	7	2	1	15	8	1	25	 	2	 	2
61002	3	7	2	1	24	8	1	10	 	2	 	2
61002	4	7	2	11	8	12	1	25	 	2	 	2
61003	1	2	1	12	24	1	0	 	 	 	 	 
61003	2	4	1	12	30	2	0	 	 	 	 	 
61004	1	2	1	12	7	1	0	 	 	 	 	 
61005	1	2	1	12	20	1	0	 	 	 	 	 
61005	2	7	1	1	7	3	1	10	 	2	 	0
61006	1	2	1	12	30	1	0	 	 	 	 	 
61007	1	2	1	12	30	2	0	 	 	 	 	 
61008	1	2	1	12	30	3	0	 	 	 	 	 
61008	2	3	1	12	30	4	0	 	 	 	 	 
61009	1	2	1	12	30	1	0	 	 	 	 	 
61010	1	3	1	12	30	1	0	 	 	 	 	 
61010	2	2	1	12	30	1	0	 	 	 	 	 
61011	1	2	1	12	20	1	0	 	 	 	 	 
61011	2	3	1	10	20	2	0	 	 	 	 	 
61011	3	7	1	12	8	5	1	50	 	2	 	1
61016	1	7	2	12	4	6	1	125	 	4	 	2
61017	1	2	1	12	30	2	0	 	 	 	 	 
61018	1	2	1	12	20	2	0	 	 	 	 	 
61021	1	2	1	12	30	1	0	 	 	 	 	 
61022	1	2	1	12	30	2	0	 	 	 	 	 
61022	2	3	1	12	30	2	0	 	 	 	 	 
61022	3	6	1	12	8	8	1	170	 	7	 	2
61023	1	7	2	12	2	4	1	15	 	2	 	2
61024	1	2	1	12	30	1	0	 	 	 	 	 
61024	2	4	2	12	24	4	5	 	 	2	 	2
61025	1	7	1	12	24	4	0	 	 	 	 	 
61026	1	2	1	12	10	3	0	 	 	 	 	 
61026	2	3	1	12	20	1	0	 	 	 	 	 
61028	1	2	1	12	5	1	0	 	 	 	 	 
61029	1	2	1	12	30	1	0	 	 	 	 	 
61029	2	3	1	12	30	1	0	 	 	 	 	 
61029	3	1	1	12	8	4	0	 	 	 	 	 
61032	1	2	1	12	30	1	0	 	 	 	 	 
61033	1	2	1	12	20	1	0	 	 	 	 	 
61033	2	3	1	12	24	1	0	 	 	 	 	 
61034	1	2	1	12	5	2	0	 	 	 	 	 
61035	1	2	1	12	28	1	0	 	 	 	 	 
61036	1	2	1	12	30	1	0	 	 	 	 	 
61036	2	3	1	12	30	2	0	 	 	 	 	 
61036	3	5	2	2	24	12	1	1100	 	4	 	1
61037	1	2	1	12	3	1	0	 	 	 	 	 
61038	1	2	1	12	30	1	0	 	 	 	 	 
61040	1	2	1	12	4	1	0	 	 	 	 	 
61041	1	2	1	12	28	2	0	 	 	 	 	 
61043	1	2	1	12	15	1	0	 	 	 	 	 
61043	2	3	1	12	10	1	0	 	 	 	 	 
61044	1	3	1	12	20	1	0	 	 	 	 	 
61044	2	2	1	12	20	1	0	 	 	 	 	 
61045	1	2	1	12	20	1	0	 	 	 	 	 
61045	2	4	2	2	30	11	1	20	 	2	 	1
61046	1	2	1	12	5	1	0	 	 	 	 	 
61047	1	2	1	12	30	2	0	 	 	 	 	 
61047	2	4	1	3	20	3	0	 	 	 	 	 
61048	1	2	1	10	24	1	0	 	 	 	 	 
61048	2	1	1	2	28	7	0	 	 	 	 	 
61050	1	3	1	12	20	3	0	 	 	 	 	 
61051	1	2	1	12	30	2	0	 	 	 	 	 
61051	2	4	1	3	20	5	0	 	 	 	 	 
61052	1	2	1	12	8	1	0	 	 	 	 	 
61052	2	4	2	1	4	12	1	30	 	2	 	2
61053	1	2	1	12	20	3	0	 	 	 	 	 
61054	1	2	1	12	24	1	0	 	 	 	 	 
61056	1	2	1	12	30	1	0	 	 	 	 	 
61057	1	2	1	9	30	1	0	 	 	 	 	 
61060	1	4	1	11	24	5	0	 	 	 	 	 
61061	1	2	1	12	20	2	0	 	 	 	 	 
61062	1	2	1	12	20	1	0	 	 	 	 	 
61062	2	3	1	12	12	1	0	 	 	 	 	 
61063	1	2	1	12	30	1	0	 	 	 	 	 
61063	2	4	1	1	30	5	0	 	 	 	 	 
61064	1	2	1	12	30	1	0	 	 	 	 	 
61064	2	4	1	12	12	3	0	 	 	 	 	 
61065	1	2	1	12	24	2	0	 	 	 	 	 
61066	1	2	1	12	30	2	0	 	 	 	 	 
61067	1	2	1	10	5	1	0	 	 	 	 	 
61068	1	2	1	12	5	1	0	 	 	 	 	 
61068	2	3	1	12	3	1	0	 	 	 	 	 
61069	1	2	1	12	5	1	0	 	 	 	 	 
61071	1	2	1	12	30	1	0	 	 	 	 	 
61072	1	2	1	12	30	2	0	 	 	 	 	 
61072	2	6	2	2	7	8	1	20	 	2	 	1
61074	1	2	1	10	4	1	0	 	 	 	 	 
61074	2	3	1	10	5	1	0	 	 	 	 	 
61074	3	7	1	12	1	6	1	20	 	2	 	2
61075	1	2	1	12	30	2	0	 	 	 	 	 
61075	2	4	1	12	30	3	0	 	 	 	 	 
61076	1	2	1	12	20	2	0	 	 	 	 	 
61077	1	2	1	12	30	1	0	 	 	 	 	 
61078	1	2	1	12	30	5	0	 	 	 	 	 
61079	1	2	1	12	20	3	0	 	 	 	 	 
61080	1	6	1	12	24	10	1	1200	 	3	 	2
61081	1	2	1	10	20	1	0	 	 	 	 	 
61081	2	3	1	12	30	1	0	 	 	 	 	 
61083	1	2	1	12	24	1	0	 	 	 	 	 
61083	2	5	1	12	4	1	0	 	 	 	 	 
61084	1	2	1	12	30	2	0	 	 	 	 	 
61084	2	3	1	3	5	1	0	 	 	 	 	 
61084	3	4	2	2	24	10	1	300	 	4	 	2
61086	1	2	1	12	20	1	0	 	 	 	 	 
61087	1	7	1	12	15	3	1	25	 	2	 	1
61089	1	2	1	12	8	1	0	 	 	 	 	 
61090	1	2	1	12	20	1	0	 	 	 	 	 
61092	1	2	1	12	28	1	0	 	 	 	 	 
61093	1	2	1	12	30	1	0	 	 	 	 	 
61093	2	7	1	12	6	2	0	 	 	 	 	 
61094	1	6	2	5	8	10	1	30	 	2	 	2
61095	1	2	1	12	20	2	0	 	 	 	 	 
61095	2	3	1	12	20	1	0	 	 	 	 	 
61096	1	2	1	12	20	3	0	 	 	 	 	 
61097	1	2	1	12	30	1	0	 	 	 	 	 
61098	1	2	1	12	30	1	0	 	 	 	 	 
61098	2	3	1	12	30	1	0	 	 	 	 	 
61099	1	2	1	12	20	5	0	 	 	 	 	 
61100	1	2	1	12	6	1	0	 	 	 	 	 
61101	1	3	1	12	30	2	0	 	 	 	 	 
61102	1	4	1	12	5	3	0	 	 	 	 	 
61103	1	2	1	12	30	2	0	 	 	 	 	 
71002	1	2	1	10	15	1	0	 	 	 	 	 
71003	1	2	1	12	30	1	0	 	 	 	 	 
71005	1	2	1	12	16	1	2	 	300	4	 	2
71007	1	2	1	12	26	1	0	 	 	 	 	 
71008	1	2	1	12	4	1	0	 	 	 	 	 
71009	1	2	1	12	30	2	0	 	 	 	 	 
71011	1	2	1	12	8	1	0	 	 	 	 	 
71013	1	2	1	12	4	2	0	 	 	 	 	 
71014	1	2	1	1	28	2	0	 	 	 	 	 
71014	2	4	1	1	16	4	1	3	 	2	 	2
71015	1	2	1	12	30	1	0	 	 	 	 	 
71015	2	3	1	12	30	1	0	 	 	 	 	 
71017	1	2	1	12	2	2	0	 	 	 	 	 
71018	1	2	1	12	30	3	0	 	 	 	 	 
71018	2	3	1	12	30	2	0	 	 	 	 	 
71019	1	2	1	12	24	1	0	 	 	 	 	 
71021	1	2	1	12	30	2	0	 	 	 	 	 
71022	1	3	1	12	6	2	0	 	 	 	 	 
71023	1	2	1	12	30	1	0	 	 	 	 	 
71024	1	2	1	10	24	1	0	 	 	 	 	 
71024	2	3	1	10	24	1	0	 	 	 	 	 
71026	1	2	1	12	30	2	0	 	 	 	 	 
71026	2	6	2	1	4	12	1	10	 	2	 	2
71028	1	3	1	1	20	1	0	 	 	 	 	 
71028	2	2	1	12	30	1	0	 	 	 	 	 
71030	1	2	1	12	30	1	0	 	 	 	 	 
71030	2	3	2	1	11	3	1	70	 	3	 	1
71031	1	2	1	12	30	2	0	 	 	 	 	 
71031	2	3	1	12	30	1	0	 	 	 	 	 
71032	1	2	1	12	7	2	0	 	 	 	 	 
71034	1	6	2	12	12	2	1	60	 	4	 	2
71034	2	2	1	12	30	1	0	 	 	 	 	 
71035	1	2	1	12	30	1	0	 	 	 	 	 
71035	2	4	1	12	30	2	0	 	 	 	 	 
71036	1	2	1	12	16	2	0	 	 	 	 	 
71037	1	2	1	12	4	1	0	 	 	 	 	 
71038	1	2	1	12	30	2	0	 	 	 	 	 
71039	1	2	1	12	20	1	0	 	 	 	 	 
71039	2	3	1	12	20	2	0	 	 	 	 	 
71040	1	2	1	12	30	1	0	 	 	 	 	 
71041	1	3	1	12	30	1	0	 	 	 	 	 
71041	2	2	1	12	30	1	0	 	 	 	 	 
71041	3	4	1	12	30	3	0	 	 	 	 	 
71042	1	2	1	12	30	2	0	 	 	 	 	 
71043	1	4	1	12	30	1	0	 	 	 	 	 
71044	1	3	1	8	30	3	0	 	 	 	 	 
71044	2	2	1	12	30	2	0	 	 	 	 	 
71044	3	6	2	5	20	2	1	350	 	4	 	1
71045	1	2	1	12	30	2	0	 	 	 	 	 
71047	1	2	1	12	30	1	0	 	 	 	 	 
71047	2	3	1	12	30	2	0	 	 	 	 	 
71048	1	3	1	12	30	2	0	 	 	 	 	 
71048	2	2	1	12	30	1	0	 	 	 	 	 
71050	1	2	1	12	8	1	0	 	 	 	 	 
71050	2	3	1	12	8	1	0	 	 	 	 	 
71051	1	2	1	12	30	2	0	 	 	 	 	 
71052	1	2	1	12	30	2	0	 	 	 	 	 
71052	2	6	2	3	6	8	1	15	 	2	 	1
71053	1	2	1	12	8	1	0	 	 	 	 	 
71054	1	2	1	12	30	1	0	 	 	 	 	 
71056	1	2	1	12	30	2	0	 	 	 	 	 
71057	1	5	1	12	4	3	5	 	 	2	 	2
71057	2	2	1	12	24	2	0	 	 	 	 	 
71058	1	2	1	12	30	1	1	2	 	2	 	2
71059	1	2	1	12	30	2	0	 	 	 	 	 
71060	1	3	1	1	15	1	0	 	 	 	 	 
71060	2	2	1	12	16	1	0	 	 	 	 	 
71061	1	1	1	12	20	1	0	 	 	 	 	 
71061	2	6	1	10	4	8	1	50	 	2	 	2
71061	3	2	1	12	30	1	0	 	 	 	 	 
71061	4	3	1	12	30	1	0	 	 	 	 	 
71062	1	3	1	12	30	3	0	 	 	 	 	 
71062	2	2	1	12	30	2	0	 	 	 	 	 
71064	1	2	1	12	10	1	0	 	 	 	 	 
71066	1	6	2	1	30	8	1	110	 	3	 	1
71066	2	2	1	12	30	1	0	 	 	 	 	 
71067	1	2	1	12	30	2	0	 	 	 	 	 
71068	1	3	1	12	2	1	0	 	 	 	 	 
71068	2	2	1	12	1	1	0	 	 	 	 	 
71069	1	2	1	12	12	2	0	 	 	 	 	 
71069	2	2	1	12	24	2	0	 	 	 	 	 
71071	1	2	1	12	20	2	0	 	 	 	 	 
71072	1	2	1	12	12	1	0	 	 	 	 	 
71073	1	2	1	12	30	1	0	 	 	 	 	 
71074	1	2	1	12	30	1	0	 	 	 	 	 
71074	2	5	1	12	30	2	0	 	 	 	 	 
71075	1	5	1	12	30	2	5	 	 	2	 	2
71075	2	2	1	12	30	1	0	 	 	 	 	 
