PLACEID	RSID	AGERES	SEXRES	CASTE	CAPAC	LIVRES
37	13	29	1	3	8	29
37	14	39	1	3	8	39
37	15	45	1	3	8	45
37	16	38	1	4	8	38
37	17	28	1	3	8	28
37	18	64	1	4	8	64
37	19	49	1	3	8	20
37	20	26	1	4	8	26
37	21	46	1	3	8	15
37	22	45	1	4	8	55
37	23	45	1	3	8	45
37	24	30	2	2	6	30
37	25	45	2	2	6	45
38	1	29	2	3	8	13
38	2	30	2	3	3	5
38	3	28	2	2	1	10
38	4	38	1	3	7	38
38	5	75	1	3	7	75
38	6	70	1	3	7	70
38	7	55	1	3	7	70
38	8	42	1	1	7	42
38	9	65	2	3	6	45
38	10	38	1	4	8	38
38	11	45	1	3	8	45
38	12	39	1	3	8	39
38	13	26	1	1	8	15
38	14	45	1	4	8	45
38	15	38	1	3	8	38
38	16	39	1	3	8	39
38	17	64	1	4	8	64
38	18	29	1	3	8	29
38	19	45	1	3	8	45
38	20	60	2	3	8	60
38	21	49	1	3	8	20
38	22	46	1	3	8	15
38	23	26	1	4	8	26
38	24	55	1	3	8	55
38	25	45	1	4	8	45
40	1	34	1	3	7	34
40	2	36	1	3	7	36
40	3	50	1	1	7	50
40	4	75	1	3	7	75
40	5	36	2	3	8	36
40	6	60	1	4	7	60
40	7	26	2	3	6	26
40	8	28	2	1	3	10
40	9	29	1	3	7	29
40	10	30	2	3	8	12
40	11	38	1	4	8	38
40	12	45	1	3	8	45
40	13	39	1	3	8	39
40	14	26	1	1	8	15
40	15	28	1	3	8	28
40	16	45	1	4	8	45
40	17	39	1	3	8	39
40	18	64	1	4	8	64
40	19	29	1	3	8	29
40	20	45	1	3	8	45
40	21	60	2	3	8	60
40	22	49	1	3	8	20
40	23	46	1	3	8	15
40	24	26	1	4	8	26
40	25	55	1	3	8	55
40	26	45	1	4	8	45
41	1	46	1	3	1	46
41	2	32	1	3	1	32
41	3	45	1	3	9	3
41	4	44	1	2	4	44
41	5	55	2	3	6	55
41	6	38	2	3	6	12
41	7	48	1	4	4	48
41	8	25	2	3	8	3
41	9	49	1	3	8	2
41	10	48	2	4	3	30
41	11	32	1	3	8	32
41	12	28	1	3	8	28
41	13	25	1	3	8	25
41	14	60	1	1	8	60
41	15	44	1	4	8	44
41	16	38	1	4	8	38
41	17	65	1	3	8	65
41	18	30	2	4	8	30
41	19	38	1	4	8	38
41	20	45	2	3	8	45
41	21	30	2	1	8	30
41	22	40	2	4	8	40
41	23	50	2	3	8	50
42	1	34	1	4	1	34
42	2	38	1	4	9	2
42	3	40	1	3	2	40
42	4	35	1	3	4	39
42	5	35	2	4	6	20
42	6	44	1	3	8	1
42	7	40	2	3	8	2
42	8	50	1	4	8	50
42	9	46	1	4	8	46
42	10	56	1	4	8	56
42	11	62	1	4	8	62
42	12	63	1	4	8	63
42	13	55	1	4	8	55
42	14	45	1	1	8	45
42	15	30	1	4	8	30
42	16	40	1	3	8	40
42	17	60	1	3	8	60
42	18	64	1	4	8	64
42	19	45	1	4	8	45
42	20	30	1	4	8	30
42	21	56	1	4	8	56
42	22	88	1	88	88	88
43	1	40	1	1	1	40
43	2	39	1	3	7	39
43	3	27	1	1	2	27
43	4	38	1	3	7	38
43	5	40	2	4	6	40
43	6	28	2	3	8	1
43	7	42	1	4	8	42
43	8	39	1	3	8	39
43	9	32	1	4	8	32
43	10	60	1	3	8	60
43	11	45	1	3	8	45
43	12	43	2	4	8	43
43	13	40	1	4	8	40
43	14	48	1	3	8	48
43	15	55	1	4	8	55
43	16	48	1	4	8	48
43	17	46	1	3	8	5
43	18	42	1	3	8	5
44	1	42	1	3	1	42
44	2	35	1	4	9	2
44	3	44	1	3	8	44
44	4	30	2	3	6	30
44	5	42	1	1	8	42
44	6	28	2	3	8	1
44	7	26	2	1	3	1
44	8	29	1	3	8	29
44	9	35	2	4	8	35
44	10	48	1	3	8	48
44	11	26	1	3	8	26
44	12	43	1	3	8	43
44	13	34	2	4	8	34
44	14	45	1	3	8	45
44	15	52	1	3	8	52
44	16	48	1	3	8	48
44	17	59	1	3	8	59
44	18	45	2	3	8	45
44	19	29	2	3	8	29
45	1	54	1	3	1	54
45	2	40	1	4	2	40
45	3	56	1	3	7	56
45	4	30	1	3	8	30
45	5	54	1	3	7	54
45	6	30	2	3	6	20
45	7	28	2	3	8	1
45	8	60	1	3	8	60
45	9	32	1	4	8	39
45	10	42	1	4	8	43
45	11	39	1	3	8	39
45	12	48	1	3	8	48
45	13	40	1	4	8	40
45	14	45	1	3	8	45
45	15	43	2	4	8	43
45	16	55	1	4	8	55
45	17	48	1	4	8	48
45	18	46	1	3	8	46
45	19	42	1	3	8	42
46	1	55	2	4	1	40
46	2	32	1	4	2	32
46	3	34	1	3	7	34
46	4	31	1	3	8	28
46	5	28	2	3	6	3
46	6	40	1	3	4	3
46	7	36	1	3	4	3
46	8	42	1	4	8	42
46	9	39	1	3	8	39
46	10	32	1	4	8	32
46	11	60	1	3	8	60
46	12	45	1	3	8	45
46	13	43	2	4	8	43
46	14	40	1	4	8	40
46	15	48	1	3	8	48
46	16	55	1	4	8	55
46	17	48	1	4	8	48
46	18	46	1	3	8	5
46	19	42	1	3	8	5
46	20	28	2	3	8	1
47	1	35	1	4	1	30
47	2	52	1	4	1	52
47	3	35	2	3	3	10
47	4	41	1	3	4	2
47	5	43	2	4	4	20
47	6	45	1	3	8	40
47	7	35	1	1	8	35
47	8	36	2	2	6	21
47	9	32	1	4	5	32
47	10	39	1	3	7	39
47	11	33	1	4	8	22
47	12	34	2	3	8	34
47	13	46	1	4	8	46
47	14	35	1	2	8	35
47	15	27	2	3	8	37
48	1	50	1	1	1	50
48	2	53	1	1	8	53
48	3	47	1	1	8	47
48	4	40	1	1	8	40
48	5	42	1	1	8	42
48	6	63	1	1	8	63
48	7	46	1	3	8	25
48	8	35	1	1	8	35
48	9	65	1	1	7	65
48	10	45	1	1	8	45
48	11	56	1	1	4	8
48	12	33	2	3	8	5
48	13	25	2	3	3	13
48	14	50	2	4	8	20
48	15	36	1	1	8	36
48	16	26	1	1	8	26
48	17	30	1	1	8	30
48	18	38	1	3	8	25
48	19	46	1	3	8	26
48	20	28	1	2	8	22
48	21	30	1	1	8	30
48	22	34	1	2	8	30
48	23	28	2	4	8	20
48	24	39	1	1	8	30
48	25	50	1	1	8	50
48	26	42	1	2	8	5
48	27	53	1	3	8	6
49	1	50	1	4	4	50
49	2	45	1	4	1	45
49	3	62	1	4	5	62
49	4	44	2	3	3	44
49	5	38	2	3	8	38
49	6	42	1	1	2	42
49	7	37	2	4	6	37
49	8	37	1	3	8	37
49	9	34	2	4	8	34
49	10	55	1	4	2	55
49	11	45	1	1	4	45
49	12	33	2	3	8	5
49	13	42	2	2	8	5
49	14	34	2	3	8	34
49	15	32	1	3	8	32
49	16	30	2	2	8	30
49	17	24	1	2	8	24
49	18	28	1	1	8	28
49	19	28	2	3	8	28
49	20	30	1	3	8	30
50	1	50	1	4	1	50
50	2	48	1	3	9	8
50	3	51	1	4	7	50
50	4	32	2	3	8	12
50	5	39	2	4	6	20
50	6	42	2	3	8	15
50	7	45	1	3	4	5
50	8	48	1	4	8	48
50	9	52	1	3	8	52
51	1	46	2	4	1	25
51	2	50	1	3	8	50
51	3	45	1	3	2	45
51	4	38	1	3	2	38
51	5	40	1	3	2	40
51	6	35	2	3	6	10
51	7	52	1	3	2	52
51	8	60	1	3	7	60
51	9	38	1	2	8	38
51	10	39	1	4	8	39
51	11	38	1	4	8	38
51	12	36	2	3	8	16
51	13	25	2	3	8	25
51	14	40	2	1	3	8
51	15	27	2	3	8	27
51	16	47	1	3	4	8
51	17	53	1	3	2	53
52	1	60	1	3	1	60
52	2	50	1	4	8	6
52	3	57	1	4	8	45
52	4	57	1	4	8	57
52	5	50	2	4	8	50
52	6	37	1	4	8	37
52	7	40	1	4	7	40
52	8	54	1	4	8	54
52	9	50	1	3	8	50
52	10	50	2	4	3	5
52	11	43	2	3	3	5
52	12	24	2	4	8	4
52	13	26	2	4	6	26
52	14	65	1	4	8	65
52	15	46	2	3	4	4
53	1	32	2	3	1	15
53	2	31	2	1	9	11
53	3	52	2	3	8	52
53	4	48	1	4	2	48
53	5	53	1	3	4	4
53	6	57	1	3	4	4
53	7	40	1	4	4	40
53	8	38	2	4	8	12
53	9	40	2	1	8	14
53	10	78	1	4	7	78
54	1	50	1	1	1	50
54	2	42	1	3	2	42
54	3	35	2	4	2	13
54	4	33	2	3	8	12
54	5	36	2	3	6	15
54	6	55	1	3	7	55
54	7	35	1	3	8	35
54	8	28	1	3	8	28
54	9	58	2	4	8	30
54	10	26	2	1	8	4
54	11	42	1	3	4	3
55	1	30	2	4	1	15
55	2	60	1	4	7	60
55	3	50	1	1	8	50
55	4	40	2	3	8	17
55	5	30	2	4	6	15
55	6	50	2	3	9	8
55	7	55	1	4	8	55
55	8	48	1	3	8	48
55	9	31	2	3	8	15
55	10	65	1	4	2	65
55	11	29	2	3	8	8
55	12	65	1	3	7	65
55	13	35	1	4	8	35
56	1	34	1	4	1	34
56	2	65	1	4	8	65
56	3	50	1	4	7	50
56	4	55	1	4	7	55
56	5	45	1	4	8	45
56	6	35	1	1	9	35
56	7	30	2	4	8	30
56	8	28	2	1	8	28
56	9	50	1	3	4	50
56	10	40	2	4	6	20
56	11	42	2	4	6	21
56	12	50	1	4	8	30
56	13	30	1	1	8	20
56	14	51	1	3	4	31
56	15	35	1	4	8	31
56	16	55	1	4	8	50
56	17	34	2	3	8	30
56	18	41	2	1	8	28
56	19	35	1	4	8	20
56	20	42	1	3	8	30
57	1	39	1	4	1	39
57	2	40	2	1	6	25
57	3	46	1	4	3	1
57	4	35	2	1	8	18
57	5	39	1	1	8	12
57	6	25	1	3	8	10
57	7	40	1	1	8	40
57	9	28	2	3	8	5
57	10	29	1	1	8	29
57	11	32	1	3	8	30
57	12	45	1	1	8	40
57	13	30	1	3	8	25
57	14	40	1	4	8	35
57	15	42	1	3	8	40
57	16	28	1	4	8	26
57	17	38	1	3	8	20
57	18	58	1	3	8	20
57	19	26	1	1	8	20
57	20	45	1	3	4	10
58	1	40	1	4	1	40
58	2	35	1	1	8	5
58	3	45	1	1	8	8
58	4	65	1	3	7	65
58	5	40	1	4	8	40
58	6	48	1	1	8	48
58	7	45	2	1	6	45
58	8	58	1	1	8	58
58	9	65	1	1	8	65
58	10	32	2	3	8	32
58	11	50	2	4	4	3
58	12	45	1	3	7	45
61	1	30	1	4	1	30
61	2	55	2	1	9	3
61	3	30	2	4	8	13
61	4	40	1	4	8	40
61	5	32	2	3	6	15
61	6	40	1	4	8	40
61	7	35	2	1	8	15
61	8	55	1	1	8	55
61	9	45	2	3	4	2
61	10	45	1	2	7	45
61	11	41	1	3	3	3
61	12	55	2	4	8	1
61	13	30	1	4	8	30
61	14	45	1	4	8	45
61	15	42	1	3	8	42
61	16	55	1	4	8	55
61	17	40	1	4	8	40
61	18	50	1	4	8	50
61	19	36	1	3	8	36
61	20	30	1	3	8	30
61	21	37	2	2	8	20
61	22	40	1	4	8	22
61	23	45	1	3	8	45
62	1	40	1	3	1	40
62	2	55	1	3	9	7
62	3	45	2	3	8	30
62	4	43	2	3	8	23
62	5	55	1	1	7	55
62	6	30	2	2	4	4
62	7	41	1	3	3	1
62	8	49	2	3	3	1
62	9	55	2	4	8	2
62	10	42	2	3	8	42
62	11	40	1	4	8	40
62	12	30	2	4	8	30
62	13	45	1	4	8	45
62	14	42	1	3	8	42
62	15	55	1	4	8	55
62	16	40	1	4	8	40
62	17	50	1	4	8	50
62	18	36	1	3	8	36
62	19	30	1	3	8	30
62	20	55	2	3	8	55
62	21	65	2	3	8	65
62	22	32	2	1	6	15
62	23	40	1	3	8	40
63	1	38	2	3	1	22
63	2	50	1	3	9	2
63	3	55	2	3	8	35
63	4	47	1	3	4	2
63	5	41	1	3	3	1
63	6	55	2	4	8	1
63	7	50	1	4	7	50
63	8	35	2	3	6	20
63	9	36	2	1	8	20
63	10	60	1	3	8	60
63	11	30	1	3	8	30
63	12	45	1	3	8	45
63	13	42	1	3	8	42
63	14	55	1	4	8	55
63	15	40	1	3	8	40
63	16	50	1	3	8	50
63	17	36	1	3	8	36
63	18	30	1	3	8	30
63	19	25	2	3	8	5
63	20	40	2	3	8	20
63	21	45	1	3	8	40
64	1	28	2	3	1	15
64	2	38	1	3	9	1
64	3	55	1	4	9	2
64	4	60	1	3	7	60
64	5	30	1	3	8	30
64	6	50	1	4	8	50
64	7	40	1	3	6	20
64	8	40	2	4	8	16
64	9	43	1	3	8	43
64	10	29	1	3	8	29
64	11	45	1	3	8	45
64	12	45	1	3	8	45
64	13	40	1	3	8	40
64	14	63	1	3	8	63
64	15	40	1	3	8	40
64	16	52	1	3	8	30
64	17	35	1	3	8	35
64	18	27	1	3	8	27
64	19	40	1	3	8	40
64	20	37	2	3	8	20
64	21	40	2	3	8	22
64	22	45	1	3	4	4
64	23	55	2	4	8	1
65	1	36	1	3	1	36
65	2	18	1	3	8	18
65	3	40	1	3	9	5
65	4	30	2	3	8	25
65	5	45	1	3	8	45
65	6	36	2	1	8	20
65	7	54	1	1	7	54
65	8	41	1	3	3	1
65	9	55	2	4	8	1
65	10	36	1	3	4	4
65	11	33	2	3	6	20
65	12	30	1	3	8	30
65	13	45	1	3	8	45
65	14	42	1	3	8	42
65	15	55	1	4	8	55
65	16	40	1	4	8	40
65	17	50	1	4	8	50
65	18	36	1	3	8	36
65	19	30	1	3	8	30
65	20	36	1	3	8	36
65	21	30	2	3	8	15
66	1	29	2	3	1	11
66	2	32	1	1	9	4
66	3	34	2	3	8	15
66	4	45	1	3	8	45
66	5	30	2	3	6	30
66	6	60	1	4	8	33
66	7	42	2	4	3	15
66	8	60	1	4	8	60
66	9	41	1	3	8	41
66	10	48	1	3	8	48
66	11	42	1	4	4	4
66	12	44	1	3	8	4
66	13	25	1	4	8	25
66	14	32	1	4	8	27
66	15	35	1	4	8	35
66	16	37	1	3	8	37
66	17	37	1	4	8	1
66	18	26	1	3	8	10
66	19	36	1	4	8	28
66	20	60	1	4	8	60
66	21	60	1	4	8	60
67	1	35	2	3	1	20
67	2	32	2	3	8	15
67	3	58	1	3	8	58
67	4	60	1	4	9	2
67	5	35	1	3	9	5
67	6	70	1	3	7	70
67	7	49	1	3	4	1
67	8	35	1	4	8	1
67	9	33	1	4	4	2
67	10	40	1	4	1	40
67	11	44	1	4	8	44
67	12	40	1	4	8	40
67	13	35	1	4	8	35
67	14	37	1	3	8	37
67	15	26	1	3	8	26
67	16	36	1	4	8	20
67	17	35	1	3	9	11
67	18	45	1	3	8	10
67	19	40	2	3	8	25
67	20	48	1	3	8	48
68	1	28	1	1	1	28
68	2	40	1	4	8	40
68	3	45	1	3	8	45
68	4	48	1	4	9	6
68	5	38	2	3	9	8
68	6	45	1	3	8	45
68	7	50	1	3	4	1
68	8	50	2	3	6	50
68	9	40	2	3	8	20
68	10	50	1	3	8	50
68	11	37	1	4	8	1
68	12	35	1	4	8	35
68	13	37	1	3	8	37
68	14	44	1	4	8	44
68	15	40	1	4	8	40
68	16	35	1	3	8	11
68	17	45	1	3	8	10
68	18	26	1	3	8	26
68	19	36	1	4	8	20
68	20	42	2	3	8	20
69	1	45	2	3	1	30
69	2	40	1	4	9	7
69	3	46	2	4	8	30
69	4	50	1	3	8	50
69	5	38	1	3	8	38
69	6	50	1	3	8	50
69	7	35	1	1	8	2
69	8	25	1	4	8	25
69	9	32	1	4	8	27
69	10	35	1	4	8	35
69	11	37	1	3	8	37
69	12	26	1	3	8	10
69	13	36	1	4	8	26
69	14	37	1	4	8	1
69	15	40	1	3	8	40
69	16	50	2	4	8	40
69	17	45	1	4	8	45
69	18	70	1	3	7	68
69	19	35	2	3	8	35
69	20	40	1	3	8	40
69	21	35	2	4	6	20
69	22	48	1	4	8	18
69	23	32	1	4	8	20
70	1	23	1	3	1	1
70	2	35	2	3	9	7
70	3	28	1	3	8	12
70	4	20	2	3	8	20
70	5	32	1	3	8	32
70	6	25	1	3	8	25
70	7	45	1	1	8	25
70	8	60	1	4	8	60
70	9	35	1	4	8	1
70	10	30	2	3	8	2
70	11	36	1	4	4	5
70	12	35	1	3	8	35
70	13	45	2	3	8	45
70	14	35	1	4	8	35
70	15	38	1	4	8	38
70	16	35	1	3	8	18
70	17	37	1	3	8	25
70	18	26	1	3	8	26
70	19	36	1	3	8	36
70	20	30	1	4	8	30
70	21	60	1	4	8	45
70	22	40	1	3	8	40
70	23	50	1	3	8	40
71	1	32	1	1	9	32
71	2	35	1	4	8	35
71	3	25	1	3	8	25
71	4	24	1	1	8	24
71	5	30	1	1	7	30
71	6	34	1	1	4	2
71	7	40	1	4	8	40
71	8	60	1	4	8	60
71	9	30	2	3	3	12
71	10	28	2	2	8	8
71	11	40	1	3	8	30
72	1	73	1	4	8	73
72	2	34	1	4	8	34
72	3	60	1	4	7	60
72	4	30	2	4	8	12
72	5	30	2	3	3	8
72	6	45	1	4	8	40
72	7	46	1	4	8	46
72	8	45	2	1	8	15
72	9	40	2	4	8	25
72	10	45	1	2	1	45
72	11	50	1	2	8	50
72	12	50	1	1	8	50
72	13	52	2	3	8	35
73	1	37	1	3	8	37
73	2	40	1	1	8	40
73	3	39	1	1	8	39
73	4	45	1	2	7	45
73	5	30	2	2	1	12
73	6	70	1	4	8	70
73	7	50	1	3	8	50
73	8	38	2	4	8	20
73	9	28	1	2	8	28
73	10	40	1	3	8	40
73	11	28	2	2	4	3
73	12	35	2	2	3	15
73	13	50	2	3	8	30
74	1	26	1	2	1	26
74	2	23	2	2	3	9
74	3	35	1	2	4	35
74	4	37	2	2	6	17
74	5	54	1	2	8	54
74	6	38	1	3	8	38
74	7	24	2	2	8	24
74	8	54	1	4	8	54
74	9	38	1	4	8	38
74	10	63	1	3	8	63
74	11	38	2	2	8	22
75	1	35	1	4	5	35
75	2	28	1	1	8	28
75	3	36	1	3	8	36
75	4	26	2	3	8	1
75	5	57	2	3	4	28
75	6	30	2	2	8	10
75	7	55	1	2	1	55
75	8	30	2	2	8	10
75	9	30	2	1	8	13
75	10	28	1	2	8	2
75	11	35	2	3	8	15
76	1	40	2	1	1	40
76	2	48	1	4	9	3
76	3	35	2	4	8	15
76	4	34	2	4	3	15
76	5	45	1	3	8	45
76	6	28	2	3	8	10
76	7	30	1	3	8	30
76	8	56	1	4	8	56
76	9	35	2	3	8	3
76	10	41	1	3	4	3
76	11	60	1	4	8	60
76	12	45	1	4	8	45
76	13	38	1	3	8	30
76	14	38	1	3	8	38
76	15	65	1	3	8	45
76	16	45	1	3	8	46
76	17	40	1	4	8	20
76	18	60	1	4	8	60
76	19	28	1	4	8	28
76	20	45	1	3	8	45
76	21	48	1	4	8	48
76	22	48	1	3	8	48
77	1	40	1	3	1	40
77	2	50	1	3	9	1
77	3	51	2	1	9	2
77	4	45	2	1	8	3
77	5	50	1	3	8	50
77	6	45	2	3	8	30
77	7	35	2	1	8	10
77	8	30	2	1	8	10
77	9	54	1	1	4	4
77	10	38	1	3	8	1
77	11	25	1	3	8	25
77	12	28	1	4	8	7
77	13	45	1	4	8	45
77	14	30	1	3	8	30
77	15	22	1	3	8	22
77	16	35	1	3	8	35
77	17	27	1	3	8	27
77	18	38	2	3	8	3
77	19	40	1	4	8	20
77	20	60	1	3	8	60
77	21	45	1	3	8	45
77	22	45	1	4	8	18
78	1	38	1	3	8	38
78	2	60	2	1	1	40
78	3	38	1	3	9	6
78	4	58	1	4	9	25
78	5	30	1	1	8	30
78	6	45	1	1	8	45
78	7	50	1	3	8	50
78	8	28	2	3	8	28
78	9	40	2	3	6	25
78	10	51	1	4	4	1
78	12	45	1	4	4	4
78	13	38	1	3	8	1
78	14	40	2	1	3	4
78	15	27	1	3	8	27
78	16	29	2	3	8	3
78	17	28	1	4	8	7
78	18	25	1	3	8	25
78	19	35	1	3	8	10
78	20	60	1	3	8	60
78	21	45	1	4	8	45
78	22	30	1	3	8	30
78	23	22	1	4	8	22
78	24	35	1	4	8	35
78	25	25	1	4	8	10
78	26	20	1	4	8	10
79	1	38	1	3	1	38
79	2	36	1	4	7	36
79	3	35	1	3	9	2
79	4	45	1	3	9	2
79	5	40	1	3	8	40
79	6	32	1	3	8	32
79	7	42	1	1	4	4
79	8	40	2	1	3	20
79	9	32	2	1	8	12
79	10	28	1	4	8	7
79	11	25	1	3	8	25
79	12	45	1	4	8	45
79	13	30	1	3	8	30
79	14	22	1	3	8	22
79	15	35	1	3	8	35
79	16	27	1	3	8	27
79	17	29	2	3	8	3
79	18	38	1	3	8	1
79	19	35	1	3	8	10
79	20	60	1	3	8	60
79	21	40	1	4	8	40
79	22	28	1	4	8	28
80	1	60	2	3	1	1
80	2	38	1	3	9	2
80	3	42	1	3	8	42
80	4	48	1	3	8	48
80	5	34	1	3	8	34
80	6	35	1	4	8	35
80	7	48	1	3	8	48
80	8	28	1	4	8	7
80	9	25	1	3	8	25
80	10	50	1	3	8	50
80	11	35	1	3	8	35
80	12	35	1	3	8	35
80	13	30	1	4	8	30
80	14	40	1	3	8	12
80	15	46	1	4	8	9
80	16	60	1	3	8	60
80	17	55	1	3	8	55
80	18	22	1	4	8	22
80	19	25	1	4	8	25
80	20	45	1	4	8	45
80	21	60	1	4	8	40
81	1	38	1	4	8	38
81	2	30	1	3	8	30
81	3	31	1	3	8	31
81	4	50	1	4	8	50
81	5	38	1	4	8	38
81	6	29	1	4	8	29
81	7	36	1	3	8	36
81	8	40	2	3	6	40
81	9	32	2	1	1	14
81	10	40	2	3	8	25
81	11	35	1	3	8	2
82	1	40	1	1	1	40
82	2	35	2	4	6	20
82	3	32	1	4	8	32
82	4	35	1	4	8	35
82	5	45	1	3	8	45
82	6	40	1	4	8	40
82	7	47	2	4	4	4
82	8	45	2	3	8	45
82	9	29	1	1	8	29
82	10	31	2	3	8	22
82	11	35	1	3	8	2
83	1	27	1	4	1	27
83	2	33	1	3	8	33
83	3	25	1	3	8	25
83	4	48	2	4	8	48
83	5	38	2	3	6	20
83	6	50	1	4	8	50
83	7	38	1	3	8	38
83	8	29	1	4	8	29
83	9	36	1	4	8	36
83	10	34	1	3	4	34
83	11	35	1	3	8	35
84	1	40	1	3	8	40
84	2	45	1	4	1	45
84	3	35	1	1	8	35
84	4	44	2	1	6	25
84	5	21	1	1	1	21
84	6	50	1	4	8	50
84	7	38	1	3	8	38
84	8	29	1	4	8	29
84	9	36	1	4	8	36
84	10	33	2	1	8	33
84	11	35	1	3	8	2
84	12	35	1	4	4	2
85	1	35	1	4	8	35
85	2	45	1	4	8	45
85	3	48	1	4	8	48
85	4	55	1	4	8	55
85	5	29	1	4	8	29
85	6	38	1	3	8	38
85	7	45	2	4	6	30
85	8	40	1	3	1	40
85	9	30	2	4	8	12
85	10	35	1	3	4	4
85	11	35	1	3	8	2
86	1	40	2	3	1	40
86	2	55	1	4	8	55
86	3	40	1	3	8	40
86	4	48	1	4	8	48
86	5	46	1	4	8	46
86	6	34	2	3	8	34
86	7	30	1	4	8	30
86	8	31	1	4	8	31
86	9	50	1	4	4	4
86	10	40	1	4	3	40
87	1	45	1	3	8	45
87	2	49	1	3	8	49
87	3	40	1	3	1	40
87	4	55	1	4	8	55
87	5	50	1	4	8	50
87	6	36	1	3	8	36
87	7	40	1	4	8	40
87	8	43	1	3	3	43
87	9	36	1	3	4	36
87	10	33	2	3	8	33
88	1	45	1	3	8	45
88	2	50	1	3	8	50
88	3	38	1	3	8	38
88	4	40	1	4	8	40
88	5	46	1	3	8	46
88	6	39	2	3	8	39
88	7	47	1	4	4	47
88	8	52	1	2	1	52
88	9	43	2	3	8	43
88	10	48	1	4	3	48
89	1	42	1	3	1	24
89	2	41	1	3	7	13
89	3	24	2	1	6	8
89	4	35	1	1	8	15
89	5	58	1	3	7	20
89	6	39	2	2	8	22
89	7	56	1	3	4	3
89	8	47	1	3	8	10
89	9	44	1	3	8	35
89	10	38	1	3	8	12
89	11	51	1	3	8	10
89	12	46	2	3	8	14
89	13	53	1	3	8	13
89	14	42	1	4	8	11
89	15	39	1	4	8	16
89	16	57	1	4	8	10
89	17	65	1	4	8	15
89	18	43	2	3	8	9
89	19	37	2	3	8	12
89	20	45	1	3	8	10
89	21	37	1	3	8	9
89	22	52	1	4	8	12
90	1	45	1	3	1	20
90	2	35	1	4	7	16
90	3	36	2	4	7	20
90	4	37	1	3	7	16
90	5	30	1	1	7	15
90	6	28	1	3	7	15
90	7	30	2	3	4	5
90	8	50	1	4	7	10
90	9	42	1	3	7	15
90	10	44	1	1	7	7
90	11	40	1	4	8	4
90	12	43	1	3	8	15
90	13	49	2	3	8	10
90	14	51	1	3	8	20
90	15	48	1	3	8	16
90	17	53	2	3	8	6
90	18	40	1	4	8	4
90	19	50	1	4	8	8
90	20	45	1	3	8	6
90	21	49	1	4	8	8
90	22	30	1	3	8	10
90	23	48	1	3	8	10
90	24	24	1	4	8	7
90	25	28	1	4	8	6
90	26	32	1	4	8	8
90	27	30	2	3	8	9
90	28	30	1	3	8	7
90	29	42	1	3	8	9
90	30	43	1	4	8	7
90	31	38	1	4	8	8
90	32	27	2	3	8	7
90	33	43	1	3	8	5
91	1	38	1	4	1	38
91	2	64	1	4	7	64
91	3	56	1	4	7	50
91	4	36	2	3	8	10
91	5	71	1	4	7	71
91	6	40	1	4	8	12
91	7	40	1	4	8	14
91	8	36	1	4	8	10
91	9	45	1	4	8	15
91	10	43	1	4	8	11
91	11	39	1	4	8	20
91	12	47	1	4	8	9
91	13	52	1	4	8	12
91	14	32	1	4	8	11
91	15	40	1	4	8	13
91	16	45	1	4	8	20
91	17	56	1	4	8	15
91	18	43	1	4	8	17
91	19	50	1	4	8	20
91	20	54	1	4	8	19
91	21	45	1	4	8	21
91	22	48	2	4	8	5
91	23	43	2	3	8	2
91	24	39	2	3	8	2
91	25	39	1	4	8	7
92	1	42	1	3	1	42
92	2	35	2	3	4	4
92	3	38	1	1	8	38
92	4	38	1	1	8	38
92	5	60	2	1	6	45
92	6	40	1	1	2	40
92	7	45	2	4	6	25
92	8	40	1	1	8	40
92	9	52	1	3	7	52
92	10	23	2	1	3	5
92	11	46	2	1	8	28
92	12	45	1	4	8	45
92	13	48	1	3	8	15
92	14	40	1	3	8	40
92	15	45	1	4	8	40
92	16	52	1	4	8	52
92	17	60	1	4	8	60
92	18	46	1	4	8	46
92	19	50	1	4	8	50
92	20	55	1	4	8	55
92	21	56	1	4	8	18
92	22	42	1	3	8	16
92	23	48	1	4	8	25
92	24	47	1	4	8	47
92	25	36	1	3	8	14
92	26	38	2	3	8	10
92	27	45	1	3	8	47
92	28	37	1	1	8	37
92	29	34	1	3	8	34
92	30	35	1	3	8	35
92	31	29	1	3	8	29
92	32	32	1	3	8	32
92	33	45	1	3	8	45
92	34	36	1	3	8	36
93	1	40	1	2	1	40
93	2	38	1	2	4	38
93	3	28	2	2	4	9
93	4	34	1	4	8	34
93	5	45	1	4	8	30
93	6	39	1	4	8	30
93	7	40	1	4	8	20
93	8	54	1	4	8	54
93	9	54	1	4	8	24
93	10	40	1	4	8	40
93	11	45	1	4	8	45
93	12	35	1	3	8	35
93	13	25	1	4	8	25
93	14	28	2	2	3	1
93	15	30	2	2	3	5
94	1	50	1	3	1	50
94	2	48	2	4	4	48
94	3	35	2	4	6	35
94	4	47	1	4	8	47
94	5	39	1	4	8	39
94	6	54	1	4	8	54
94	7	42	1	4	8	42
94	8	50	1	3	8	50
94	9	58	1	3	8	30
94	10	55	1	3	8	30
94	11	44	1	3	8	20
94	12	34	1	4	8	34
94	13	38	1	4	8	38
94	14	40	2	1	3	20
94	15	34	2	3	3	15
96	1	40	1	4	8	25
96	2	46	1	4	8	46
96	3	50	1	4	8	50
96	4	38	1	3	8	38
96	5	50	1	2	1	50
96	6	29	1	4	8	29
