PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
14	16	40	8	16	40	8	17	38
14	17	30	8	16	30	8	17	28
14	18	32	8	16	32	8	17	30
14	19	75	1	5	73	8	16	70
14	20	55	1	5	53	8	16	50
14	21	75	1	5	73	8	16	70
14	22	30	8	16	30	8	17	28
14	23	10	1	28	10	1	29	9
14	24	30	1	5	28	8	16	26
14	25	42	1	5	42	1	18	40
14	26	180	8	16	180	8	17	175
14	27	0	88	18	0	88	19	0
14	28	160	1	18	160	1	19	157
14	29	43	1	5	43	1	18	40
14	30	4	1	5	4	8	16	3.75
14	31	0	88	18	0	88	19	0
14	32	0	88	24	0	88	25	0
14	33	400	6	24	400	6	25	370
14	34	130	6	24	130	6	25	110
14	35	400	6	24	400	6	25	360
14	36	90	6	32	90	6	33	70
14	37	340	8	16	340	8	17	300
14	39	18	1	5	118	5	27	17
14	40	15	5	26	15	5	27	13
14	41	18	5	26	18	5	27	17
14	42	60	1	5	58	5	27	54
14	43	45	1	5	43	5	27	41
14	44	210	8	16	210	8	17	205
14	45	650	8	16	650	8	17	630
14	46	40	1	5	40	8	16	38
14	47	73	1	5	70	8	16	65
14	48	10	1	5	10	8	16	9
14	49	310	8	16	310	8	17	300
14	50	53	1	5	50	8	16	45
14	51	105	1	5	100	8	16	90
14	52	200	1	28	200	1	29	180
14	53	30	1	30	30	1	31	24
14	54	15	1	30	15	1	31	13
14	55	80	1	30	80	1	31	75
14	56	11	1	5	10	1	29	9
14	57	560	1	34	560	1	35	480
14	59	0	88	16	0	88	17	0
15	1	10	1	27	10	1	28	9
15	2	240	1	21	240	1	22	225
15	3	245	1	11	245	1	12	225
15	4	80	1	11	80	1	12	77
15	5	235	1	11	235	1	12	195
15	6	140	1	11	140	1	12	125
15	7	17.5	1	15	17.5	1	16	15.5
15	8	1.39999997615814	1	15	1.39999997615814	1	16	1.10000002384186
15	9	4	1	15	4	1	16	3.5
15	10	12	1	15	12	1	16	9
15	11	5	1	29	5	1	30	4.5
15	12	19	1	29	16	1	30	15
15	13	38	1	29	38	1	30	15
15	14	24	1	29	22	1	30	19
15	15	28	1	29	25	1	30	22
15	16	41	1	29	41	1	30	39
15	17	29	1	29	29	1	30	27.5
15	18	31	1	29	31	1	30	26.5
15	19	73	1	29	70	1	30	68
15	20	60	1	29	60	1	30	58
15	21	76	1	29	73	1	30	70
15	22	29	1	29	29	1	30	26
15	23	10	1	13	10	1	14	9
15	24	29	1	29	29	1	30	26.5
15	25	43	1	17	41	1	18	36
15	26	180	1	17	180	1	18	175
15	27	0	88	30	0	88	10	0
15	28	161	1	17	161	1	18	149
15	29	44	1	17	41	1	18	39
15	30	4	1	29	4	1	30	3.75
15	31	0	88	6	0	88	6	0
15	32	0	88	5	0	88	6	0
15	33	420	1	19	420	1	20	380
15	34	120	1	19	120	1	20	105
15	35	380	1	19	380	1	20	355
15	36	120	1	33	120	1	34	90
15	37	350	1	33	350	1	34	350
15	39	15	1	23	15	1	24	12
15	40	14	1	23	14	1	24	12
15	41	17	1	23	17	1	24	15
15	42	58	1	23	17	1	24	15
15	43	44	1	23	40	1	24	38
15	44	295	1	29	205	1	30	250
15	45	660	1	29	660	1	30	640
15	46	43	1	29	40	1	30	640
15	47	71	1	29	68	1	30	66
15	48	11	1	29	10	1	30	9
15	49	307	1	29	307	1	30	300
15	50	46	1	29	46	1	30	44
15	51	112	1	29	100	1	30	95
15	52	200	1	13	200	1	14	190
15	53	28	1	31	28	1	32	25
15	54	12	1	31	12	1	32	9
15	55	78	1	31	78	1	32	75
15	56	10	1	13	10	1	14	9
15	57	560	1	25	560	1	26	480
15	59	0	88	 	0	88	 	0
16	1	10	15	28	10	15	29	9
16	2	250	1	22	250	1	23	225
16	3	200	1	12	200	1	13	175
16	4	90	1	12	90	1	13	75
16	5	220	1	12	220	1	13	200
16	6	180	1	12	180	1	13	160
16	7	17.5	9	16	17.5	9	17	16.25
16	8	2	9	16	2	9	17	1.29999995231628
16	9	5	9	16	5	9	17	4
16	10	10	9	16	10	9	17	9
16	11	5	1	36	5	1	31	4.5
16	12	15	1	36	15	1	31	14
16	13	42	1	30	42	1	31	36
16	14	25	1	30	25	1	31	24
16	15	31	1	36	30	1	31	28
16	16	42	1	30	42	1	31	40
16	17	30	1	30	30	1	31	28
16	18	32	1	30	32	1	31	30
16	19	76	1	36	75	1	31	73
16	20	66	1	36	65	1	31	64
16	21	73	1	36	72	1	31	69
16	22	32	1	30	32	1	31	30
16	23	10	1	14	10	1	15	9
16	24	33	1	36	32	1	31	30
16	25	43	1	36	42	1	19	38
16	26	200	1	30	200	1	31	190
16	27	0	88	18	0	88	19	0
16	28	160	1	18	160	1	19	155
16	29	42	1	36	42	1	19	38
16	30	4	1	36	4	1	31	3.75
16	31	0	88	18	0	88	19	0
16	32	0	88	20	0	88	21	0
16	33	430	6	20	430	6	21	400
16	34	130	6	20	130	6	21	110
16	35	450	6	20	450	6	21	400
16	36	110	6	34	110	6	35	90
16	37	330	1	30	330	1	31	280
16	39	20	5	24	20	5	25	17
16	40	18	5	24	18	5	25	16
16	41	20	5	24	20	5	25	18
16	42	60	5	24	60	5	25	55
16	43	50	5	24	50	5	25	45
16	44	205	1	30	205	1	31	195
16	45	650	1	30	650	1	31	642
16	46	42	1	36	40	1	31	39
16	47	76	1	36	75	1	31	74
16	48	10	1	36	10	1	31	9
16	49	300	1	30	300	1	31	290
16	50	53	1	36	50	1	31	45
16	51	100	1	30	100	1	31	90
16	52	220	1	14	220	1	15	190
16	53	30	1	32	30	1	33	25
16	54	15	1	32	15	1	33	12
16	55	80	1	32	80	1	33	72
16	56	10	1	14	10	1	15	9
16	57	550	1	26	550	1	27	510
16	59	0	88	30	0	88	31	0
17	1	10	1	10	10	15	11	9
17	2	180	1	12	180	1	13	145
17	3	230	1	14	230	1	15	215
17	4	80	1	14	80	1	15	75
17	5	230	1	14	220	1	15	200
17	6	150	1	14	150	1	15	130
17	7	17.5	9	16	17.5	1	17	16.25
17	8	1.5	9	16	1.5	9	17	1.14999997615814
17	9	4	9	16	4	9	17	3.5
17	10	12	9	16	12	9	17	10.3000001907349
17	11	5	1	10	5	1	18	4.5
17	12	18	1	10	18	1	18	17
17	13	40	1	18	40	1	19	32
17	14	24	1	10	23	1	18	22
17	15	25	1	18	23	1	19	21
17	16	40	1	18	40	1	19	38
17	17	30	1	18	30	1	19	28
17	18	32	1	18	32	1	19	30
17	19	75	1	10	73	1	18	70
17	20	55	1	10	53	1	18	50
17	21	75	1	10	73	1	18	70
17	22	30	1	18	30	1	19	28
17	23	10	1	18	10	1	19	9
17	24	30	1	18	28	1	19	26
17	25	42	1	20	42	1	21	40
17	26	180	1	18	180	1	19	175
17	27	0	88	13	0	88	28	0
17	28	160	1	20	160	1	21	157
17	29	43	1	20	43	1	21	40
17	30	4	1	10	4	1	18	3.75
17	31	0	88	32	0	88	4	0
17	32	0	88	27	0	88	6	0
17	33	440	6	22	440	6	23	390
17	34	130	6	22	130	6	23	110
17	35	400	6	22	400	6	23	360
17	36	90	6	30	90	6	31	70
17	37	340	6	30	340	6	31	300
17	39	22	1	10	18	1	24	16
17	40	15	5	24	15	5	25	13
17	41	18	5	24	18	5	25	17
17	42	60	1	10	58	1	24	54
17	43	45	1	10	43	5	24	41
17	44	210	1	18	210	1	19	205
17	45	650	1	18	650	1	19	630
17	46	40	1	10	40	1	18	38
17	47	80	1	10	75	1	18	70
17	48	10	1	10	10	1	18	9
17	49	310	1	18	310	1	19	300
17	50	53	1	10	50	1	18	45
17	51	105	1	26	100	1	27	90
17	52	200	1	26	200	1	27	180
17	53	30	1	28	30	1	29	24
17	54	15	1	28	15	1	29	13
17	55	80	1	28	80	1	29	75
17	56	12	1	10	11	1	26	10
17	57	560	1	32	560	1	33	480
17	59	0	88	 	0	88	 	0
18	1	5	1	12	5	15	15	4
18	2	110	17	16	110	1	27	80
18	3	80	17	26	80	1	23	70
18	4	80	17	23	80	1	26	70
18	5	140	17	23	135	1	26	120
18	6	140	17	23	140	1	26	120
18	7	17.5	9	17	17.5	9	18	15.25
18	8	1	9	17	1	9	18	.850000023841858
18	9	3	9	17	3	9	18	2.25
18	10	10	9	17	10	9	18	8.75
18	11	25	1	12	24	8	24	23
18	12	10	1	12	9	8	24	8.5
18	13	26	1	12	25	8	24	22.5
18	14	29	1	12	28	8	24	27
18	15	25	1	12	23	8	24	23
18	16	32	1	12	30	8	24	27
18	17	31	1	12	30	8	24	27
18	18	26	1	12	25	8	24	23
18	19	80	1	12	78	8	24	76
18	20	60	1	12	57	8	24	55
18	21	75	1	12	73	8	24	72
18	22	30	1	12	28	8	24	26
18	23	11	1	12	10	8	24	9.5
18	24	38	1	12	36	8	24	35
18	25	42	17	28	40	17	30	38
18	26	170	1	12	165	8	24	155
18	27	0	1	12	0	1	12	0
18	28	260	17	33	255	17	34	245
18	29	50	17	33	45	17	34	43
18	30	4	1	12	3.75	8	24	3.59999990463257
18	31	0	1	12	0	17	33	0
18	32	0	6	19	0	6	20	0
18	33	400	6	20	400	6	19	350
18	34	170	6	19	170	6	20	140
18	35	400	6	19	400	6	20	350
18	36	120	6	21	120	6	32	80
18	37	360	6	21	360	6	32	300
18	39	17	1	12	15	5	25	12
18	40	22	1	12	22	5	25	15
18	41	22	1	12	22	5	25	15
18	42	55	1	12	53	5	25	30
18	43	35	1	12	33	5	25	25
18	44	205	1	12	200	8	24	195
18	45	690	1	12	680	8	24	650
18	46	40	1	12	38	8	24	34
18	47	76	1	12	72	8	24	70
18	48	11	1	12	10	8	24	9
18	49	320	1	12	310	8	24	290
18	50	52	1	12	50	8	24	45
18	51	100	17	33	90	17	34	86
18	52	150	17	33	140	17	34	130
18	53	30	17	35	23	8	24	21
18	54	12	17	35	10	8	24	9
18	55	80	17	35	75	8	24	70
18	56	12	1	12	11	8	24	9.5
18	57	590	17	29	575	17	31	500
18	59	0	88	 	0	88	 	0
19	1	5	1	11	5	15	16	4.5
19	2	120	17	17	110	17	28	80
19	3	80	17	24	80	17	27	70
19	4	80	17	24	80	17	27	70
19	5	140	17	24	130	17	27	120
19	6	140	17	24	140	17	27	120
19	7	17.5	9	19	17.5	9	18	15.25
19	8	1	9	19	1	9	18	.850000023841858
19	9	3	9	19	3	9	18	2.25
19	10	10	9	19	10	9	18	8.75
19	11	25	1	11	25	8	25	23.5
19	12	10	1	11	10	8	25	9
19	13	26	1	11	25	8	25	22.5
19	14	29	1	15	28	8	25	27
19	15	25	1	11	23	8	25	22
19	16	32	1	25	30	8	25	27
19	17	31	1	15	30	8	25	27
19	18	26	1	15	25	8	25	23
19	19	80	1	11	78	8	25	76
19	20	60	1	11	57	8	25	55
19	21	75	1	11	73	8	25	72
19	22	30	1	11	28	8	25	26
19	23	11	1	11	12	8	25	9.5
19	24	38	1	11	36	8	25	35
19	25	42	17	29	40	17	31	38
19	26	170	1	11	160	8	25	155
19	27	0	88	1	0	88	1	0
19	28	260	17	29	255	17	31	245
19	29	50	17	29	48	17	31	40
19	30	4	1	11	4	8	25	3.75
19	31	0	88	29	0	88	31	0
19	32	0	88	21	0	88	21	0
19	33	400	1	12	400	6	21	360
19	34	170	1	12	160	17	20	140
19	35	400	1	12	400	6	21	350
19	36	120	17	22	110	17	33	80
19	37	360	17	22	360	17	33	300
19	39	15	1	11	14	5	26	10
19	40	22	1	11	20	5	26	15
19	41	23	1	15	20	5	26	15
19	42	55	1	11	50	8	25	48
19	43	35	1	11	30	5	26	25
19	44	205	1	15	200	8	25	195
19	45	690	1	15	680	8	25	650
19	46	40	1	11	38	8	25	34.5
19	47	76	1	15	75	8	25	73
19	48	11	1	15	10	8	25	9
19	49	310	1	11	300	8	25	290
19	50	52	1	15	50	8	25	45
19	51	100	1	11	90	8	25	86
19	52	150	1	15	140	17	34	130
19	53	30	1	11	25	17	23	23
19	54	12	1	11	10	17	23	9
19	55	80	1	11	75	17	23	70
19	56	12	1	11	11	17	34	9
19	57	590	1	30	575	17	32	500
19	59	0	88	34	0	88	33	0
20	1	5	1	4	5	15	11	4.5
20	2	100	1	4	110	1	12	80
20	3	80	1	18	80	1	19	70
20	4	80	1	18	80	1	19	70
20	5	140	1	18	140	1	19	120
20	6	140	1	18	140	1	19	120
20	7	17.5	9	13	17.5	9	14	15.25
20	8	1	9	13	1	9	14	.850000023841858
20	9	3	9	13	3	9	14	2.25
20	10	10	9	13	10	9	14	8.75
20	11	10	1	4	10	8	20	8
20	12	10	1	4	10	8	20	9
20	13	26	1	4	25	8	20	22.5
20	14	29	1	4	28	8	20	27
20	15	25	1	4	23	8	20	22
20	16	32	1	4	30	8	20	27
20	17	32	1	4	30	8	20	27
20	18	26	1	4	25	8	20	23
20	19	80	1	4	78	8	20	76
20	20	60	1	4	57	8	20	55
20	21	75	1	4	73	8	20	72
20	22	30	1	4	28	8	20	26
20	23	11	1	4	10	8	20	9
20	24	38	1	4	36	8	20	35
20	25	42	1	22	40	1	23	38
20	26	170	1	4	160	8	20	155
20	27	0	88	23	0	88	22	0
20	28	260	1	22	255	1	23	245
20	29	50	1	22	48	1	23	40
20	30	4	1	4	4	8	20	3.75
20	31	0	88	23	0	88	22	0
20	32	0	88	23	0	88	22	0
20	33	400	6	15	400	6	16	340
20	34	160	6	15	150	6	16	130
20	35	400	6	15	400	6	16	350
20	36	120	6	26	110	6	25	80
20	37	380	1	4	360	8	20	300
20	39	14	1	4	12	5	21	10
20	40	24	1	4	21	5	21	19
20	41	22	1	4	20	5	21	15
20	42	37	1	4	36	5	21	34
20	43	40	1	4	38	5	21	36
20	44	205	1	4	200	8	20	195
20	45	690	1	4	680	8	20	650
20	46	40	1	4	38	8	20	35
20	47	76	1	4	75	8	20	73
20	48	11	1	4	10.5	8	20	10
20	49	310	1	4	300	8	20	290
20	50	52	1	4	50	8	20	45
20	51	100	1	4	90	8	20	86
20	52	150	17	28	140	1	29	130
20	53	32	1	4	30	5	17	25
20	54	12	1	4	10	5	17	9
20	55	80	1	4	75	5	17	70
20	56	12	1	4	11	1	28	9
20	57	590	17	24	575	17	27	500
20	59	0	88	 	0	88	 	0
21	1	5	1	11	5	15	12	4.5
21	2	110	1	11	100	17	13	80
21	3	80	17	23	80	17	22	70
21	4	80	17	23	80	17	22	70
21	5	140	17	23	130	17	22	120
21	6	140	17	23	140	17	22	120
21	7	17.5	9	18	17.5	9	19	15.25
21	8	1	9	18	1	9	19	.850000023841858
21	9	3	9	18	3	9	19	2.25
21	10	10	9	18	10	9	19	8.75
21	11	10	1	11	10	8	15	8
21	12	10	1	11	10	8	15	9
21	13	26	1	11	25	8	15	22.5
21	14	29	1	11	28	8	15	27
21	15	25	1	11	23	8	15	22
21	16	32	1	11	30	8	15	27
21	17	32	1	11	30	8	15	27
21	18	26	1	11	25	8	15	23
21	19	80	1	11	78	8	15	76
21	20	60	1	11	57	8	15	55
21	21	75	1	11	73	8	15	72
21	22	30	1	11	28	8	15	26
21	23	11	17	28	10	17	29	9
21	24	38	1	11	36	8	15	35
21	25	42	17	25	40	17	24	38
21	26	170	17	25	160	17	24	155
21	27	0	88	25	0	88	24	0
21	28	260	17	25	255	17	24	245
21	29	50	17	25	48	17	24	40
21	30	4	1	11	4	8	15	3.75
21	31	0	88	25	0	88	24	0
21	32	0	88	20	0	88	21	0
21	33	400	6	20	400	6	21	340
21	34	160	6	20	150	6	21	130
21	35	400	6	20	400	6	21	350
21	36	120	6	26	110	6	27	80
21	37	380	1	11	360	8	15	300
21	39	14	1	11	12	5	16	10
21	40	24	1	11	21	5	16	19
21	41	22	1	11	20	5	16	15
21	42	37	1	11	36	5	16	34
21	43	40	1	11	38	5	16	34
21	44	205	1	11	200	8	15	195
21	45	690	1	11	680	8	15	650
21	46	40	1	11	38	8	15	35
21	47	76	1	11	75	8	15	73
21	48	11	1	11	10.5	8	15	10
21	49	310	1	11	300	8	15	290
21	50	52	1	11	50	8	15	45
21	51	100	1	11	90	8	15	86
21	52	150	17	28	140	17	29	130
21	53	32	1	11	30	17	14	25
21	54	12	1	11	10	17	14	9
21	55	80	1	11	75	17	14	70
21	56	12	1	11	11	17	28	9
21	57	590	17	31	575	17	30	500
21	59	0	88	 	0	88	 	0
22	1	10	1	6	10	15	13	4.5
22	2	120	1	6	120	17	12	105
22	3	100	17	16	110	17	17	85
22	4	90	17	16	100	17	17	85
22	5	150	17	16	160	17	17	130
22	6	145	17	16	155	17	17	125
22	7	16	17	10	17.5	17	11	14.3999996185303
22	8	2	17	10	2	17	11	1.79999995231628
22	9	5.19999980926514	17	10	5	17	11	4.40000009536743
22	10	3	17	10	4	17	11	2.40000009536743
22	11	25	17	18	25	17	19	23.5
22	12	10	1	6	28	17	18	26.2999992370605
22	13	30	17	18	32	17	19	27
22	14	31	17	18	32	17	19	29.5
22	15	25	1	6	27	17	19	25.5
22	16	32	17	18	31	17	19	29
22	17	28	17	18	30	17	19	24
22	18	26	17	18	25	17	19	24
22	19	76	17	18	76	17	19	74
22	20	63	17	18	64	17	19	60
22	21	70	17	18	69	17	19	68
22	22	0	88	18	0	88	19	0
22	23	12	1	6	12	17	19	10
22	24	30	1	6	28	17	19	28
22	25	40	1	6	36	17	19	36
22	26	290	17	18	293	17	19	284
22	27	0	88	18	0	88	19	0
22	28	0	88	18	0	88	19	0
22	29	48	17	18	50	17	19	40
22	30	4	17	18	4	17	19	3.75
22	31	0	88	18	0	88	19	0
22	32	0	88	21	0	88	28	0
22	33	400	6	21	400	1	28	380
22	34	140	14	21	145	1	27	130
22	35	400	14	21	400	1	28	375
22	36	120	17	34	125	17	35	100
22	37	325	6	34	315	6	35	300
22	39	16	1	6	12	17	19	12
22	40	19	5	18	20	1	19	15
22	41	22	5	29	20	5	32	16
22	42	40	1	6	38	5	32	36
22	43	39	5	29	28	5	32	28
22	44	310	8	20	320	8	22	285
22	45	0	88	20	0	88	22	0
22	46	40	1	6	39	8	22	37
22	47	80	1	6	77	8	22	75
22	48	10	1	6	10	8	22	9
22	49	0	88	22	0	88	20	0
22	50	45	8	20	45	8	22	42
22	51	100	1	6	60	17	19	95
22	52	120	17	36	135	17	36	120
22	53	30	7	26	32	7	33	25
22	54	10	7	26	10	7	33	9
22	55	80	7	26	78	1	33	70
22	56	10	17	18	11	17	19	9
22	57	140	17	23	150	1	24	135
22	59	1400	1	16	1500	1	15	1000
23	1	16	1	13	15	17	14	13
23	2	120	1	12	120	17	15	105
23	3	100	1	16	110	17	17	85
23	4	90	1	16	100	17	17	80
23	5	150	1	16	160	17	17	130
23	6	145	1	16	155	17	17	125
23	7	16	9	10	17.5	9	11	14.3999996185303
23	8	2	9	10	2	9	11	1.79999995231628
23	9	5.19999980926514	9	10	5	9	11	4.40000009536743
23	10	3	9	10	4	9	11	2.40000009536743
23	11	25	1	18	25	8	22	23.5
23	12	28	1	37	28	17	19	26.2999992370605
23	13	30	1	19	32	17	25	27
23	14	31	8	19	32	8	22	29.5
23	15	28	1	37	27	8	22	25.5
23	16	32	8	22	31	17	25	29
23	17	28	8	22	30	17	25	26
23	18	26	1	20	25	17	25	24
23	19	76	8	22	76	1	37	74
23	20	63	1	37	64	8	22	60
23	21	70	1	37	69	8	22	68
23	22	0	88	37	0	88	22	0
23	23	12	1	37	12	17	19	10.5
23	24	36	1	19	36	17	25	35
23	25	40	1	30	36	17	31	36
23	26	290	1	25	293	17	22	284
23	27	0	88	25	0	88	25	0
23	28	0	88	25	0	88	22	0
23	29	48	1	22	50	17	25	40
23	30	4	1	25	4	17	19	3.75
23	31	0	88	37	0	88	19	0
23	32	0	88	28	0	88	21	0
23	33	400	1	21	400	17	28	380
23	34	140	1	21	145	17	26	130
23	35	400	1	28	400	17	21	375
23	36	120	1	34	125	17	35	100
23	37	325	1	34	315	17	35	300
23	39	15	1	37	16	5	32	12
23	40	20	5	32	19	5	29	15
23	41	22	5	29	20	5	32	16
23	42	49	5	32	50	5	29	47
23	43	30	5	32	32	5	29	28
23	44	310	1	22	320	17	25	285
23	45	0	88	22	0	88	22	0
23	46	40	1	37	39	17	25	37
23	47	77	1	37	77	17	19	75
23	48	10	17	19	10	1	37	9
23	49	0	88	19	0	88	19	0
23	50	45	1	19	45	17	25	42
23	51	100	1	25	100	17	19	95
23	52	150	1	36	130	17	38	120
23	53	30	5	32	32	17	33	25
23	54	10	1	33	10	17	26	9
23	55	80	1	33	78	17	26	70
23	56	10	1	22	11	17	20	9
23	57	590	1	23	575	17	24	500
23	59	0	88	 	0	88	 	0
24	1	10	15	11	10	15	12	9
24	2	240	1	13	245	1	14	235
24	3	220	1	15	220	1	16	210
24	4	150	1	15	150	1	16	140
24	5	245	1	15	245	1	16	235
24	6	140	1	15	140	1	16	130
24	7	17	1	17	17	1	18	16
24	8	2	9	17	2	9	18	1.75
24	9	6	9	17	6	9	18	5.5
24	10	15	9	17	15	9	18	14
24	11	9	1	19	9	1	20	8
24	12	10	1	19	10	1	20	9
24	13	32	1	19	32	1	20	25
24	14	28	1	19	28	1	20	26
24	15	40	1	19	40	1	20	38
24	16	30	1	19	30	1	20	28
24	17	29	1	19	29	1	20	27
24	18	31	1	19	31	1	20	30
24	19	74	8	19	73	8	20	72
24	20	68	8	19	68	8	20	66
24	21	78	8	19	78	8	20	76
24	22	46	1	19	46	1	20	44
24	23	12	1	21	12	1	22	11
24	24	42	1	19	42	1	20	40
24	25	38	1	23	40	1	24	37
24	26	175	1	23	175	1	24	170
24	27	185	1	23	185	1	24	180
24	28	150	1	23	152	1	24	148
24	29	52	1	23	52	1	24	50
24	30	4	1	19	4	1	20	3.75
24	31	0	88	19	0	88	6	0
24	32	90	6	37	90	6	38	80
24	33	400	1	27	400	6	28	370
24	34	140	6	25	140	6	26	125
24	35	380	6	27	380	6	28	360
24	36	120	6	29	120	6	30	100
24	37	380	6	29	390	6	30	370
24	39	18	5	31	18	5	32	17
24	40	17	5	31	17	5	32	16
24	41	15	5	31	15	5	32	16
24	42	20	5	31	20	5	32	18
24	43	22	5	31	22	5	32	20
24	44	200	8	19	200	8	20	192
24	45	610	8	19	610	8	20	590
24	46	42	8	19	42	8	20	40
24	47	76	8	19	76	8	20	74
24	48	10	1	19	10	1	20	9
24	49	320	8	19	320	8	20	310
24	50	52	8	19	52	8	20	50
24	51	125	8	21	125	8	22	120
24	52	100	1	21	100	1	22	90
24	53	40	1	33	40	1	34	37
24	54	100	1	33	100	1	34	85
24	55	85	1	33	85	1	34	80
24	56	12	1	21	12	1	22	11
24	57	540	1	35	540	1	36	500
24	59	0	88	 	0	88	 	0
25	1	15	15	32	15	15	33	14
25	2	280	1	12	280	1	13	250
25	3	250	1	8	260	1	9	240
25	4	100	1	8	110	1	9	80
25	5	300	1	8	320	1	9	280
25	6	220	1	8	200	1	9	190
25	7	26	9	10	24	9	11	23.5
25	8	3	9	10	2.5	9	11	2.29999995231628
25	9	5.25	9	10	5.25	9	11	5.09999990463257
25	10	7.5	9	10	7.25	9	11	7.09999990463257
25	11	16	1	18	15	1	19	14.5
25	12	10	1	18	10	1	19	9
25	13	35	1	18	35	1	19	30
25	14	42	1	18	40	1	19	36
25	15	38	1	18	39	1	19	36
25	16	150	1	18	155	1	19	145
25	17	0	88	18	0	88	19	0
25	18	0	88	18	0	88	18	0
25	19	76	1	18	75	1	19	73
25	20	65	1	18	65	1	19	62
25	21	70	1	18	72	1	19	65
25	22	0	88	18	0	88	19	0
25	23	20	1	14	22	1	15	18
25	24	34	1	18	32	1	19	30
25	25	45	1	20	44	1	21	40
25	26	250	1	18	245	1	19	243
25	27	0	88	20	0	88	21	0
25	28	230	1	20	235	1	21	220
25	29	58	1	20	58	1	21	56
25	30	5	1	18	5	1	19	4.30000019073486
25	31	0	1	20	0	88	21	0
25	32	250	6	24	250	6	25	230
25	33	430	6	24	440	6	25	400
25	34	160	6	26	155	6	27	140
25	35	450	6	24	450	6	25	410
25	36	170	6	30	175	6	31	150
25	37	210	6	30	200	6	31	185
25	39	28	5	28	26	5	29	24
25	40	22	5	28	20	5	29	19
25	41	18	5	28	18	5	29	15
25	42	23	5	28	23	5	29	20
25	43	26	5	28	25	5	29	22
25	44	220	1	18	218	1	19	210
25	45	300	1	18	295	1	19	286
25	46	38	1	18	39	1	19	35
25	47	84	1	18	82	1	19	80
25	48	16	1	18	15	1	19	14.5
25	49	550	1	18	545	1	19	530
25	50	25	1	18	25	1	19	23
25	51	180	1	14	185	1	15	175
25	52	160	1	14	165	1	15	145
25	53	36	1	22	35	1	23	30
25	54	18	1	22	18	1	23	15
25	55	60	1	22	65	1	23	55
25	56	11	1	14	11	1	15	10
25	57	490	1	16	500	1	17	480
25	59	0	88	18	0	88	19	0
26	1	10	1	22	10	1	23	9
26	2	210	1	32	210	1	33	200
26	3	130	17	14	125	17	15	124
26	4	155	17	14	150	17	15	146
26	5	180	17	14	184	17	15	178
26	6	175	17	14	165	17	15	160
26	7	18	1	26	17.5	1	27	16
26	8	2	1	26	2	1	27	1.79999995231628
26	9	8	1	26	8	1	27	7.09999990463257
26	10	15	1	26	15	1	27	14.3000001907349
26	11	25	3	22	25	3	23	23
26	12	20	3	22	20	3	23	18
26	13	30	1	22	32	1	23	28
26	14	32	1	22	33	1	23	30
26	15	28	1	22	27	1	23	26
26	16	35	1	22	35	1	23	32
26	17	25	1	22	26	1	23	24
26	18	31	1	22	33	1	23	30.2000007629395
26	19	82	1	22	83	1	23	80
26	20	66	1	22	64	1	23	62
26	21	73	1	22	72	1	23	70
26	22	0	1	22	0	1	23	0
26	23	15	1	22	15	1	23	13
26	24	32	1	22	32	1	23	30
26	25	40	17	8	38	17	9	36
26	26	280	17	8	270	17	9	260
26	27	400	17	8	380	17	9	360
26	28	300	17	8	300	17	9	290
26	29	48	17	8	45	17	9	40
26	30	5	1	22	5	1	23	4.5
26	31	0	17	16	0	17	17	0
26	32	0	6	20	0	6	21	0
26	33	455	6	20	480	6	21	480
26	34	140	6	18	140	6	19	138
26	35	460	6	19	455	6	20	450
26	36	150	6	10	145	6	11	130
26	37	350	6	10	345	6	11	340
26	39	40	5	12	40	5	13	35
26	40	25	5	12	22	5	13	20
26	41	40	5	12	40	5	13	35
26	42	50	5	12	50	5	13	48
26	43	50	5	12	50	5	13	45
26	44	320	1	22	320	1	23	300
26	45	380	1	22	380	1	23	380
26	46	50	1	22	52	1	23	50
26	47	80	1	22	85	1	23	80
26	48	10	1	22	11	1	23	9
26	49	0	1	14	0	1	22	0
26	50	20	1	22	20	1	23	18
26	51	100	1	22	100	1	23	95
26	52	140	17	16	130	17	17	130
26	53	32	17	24	35	17	25	30
26	54	12	17	24	15	17	25	10
26	55	45	17	24	50	17	25	40
26	56	70	1	22	75	1	23	65
26	57	200	1	30	190	1	31	180
26	59	0	88	 	0	88	 	0
27	1	8	1	4	9	1	5	8
27	2	150	1	8	150	1	9	150
27	3	160	1	8	150	1	9	155
27	4	1150	1	8	150	1	9	150
27	5	250	1	8	200	1	9	225
27	6	160	1	8	150	1	9	155
27	7	25	9	6	25	1	7	25
27	8	1	9	6	1	9	7	1
27	9	3	9	6	3	9	7	3
27	10	5	9	6	5	9	7	5
27	11	30	1	4	30	1	5	30
27	12	10	1	4	10	1	5	10
27	13	40	1	4	40	1	5	40
27	14	35	1	4	35	1	5	35
27	15	35	1	4	35	1	5	35
27	16	35	1	4	37	1	5	36
27	17	20	1	4	18	1	5	19
27	18	25	1	4	24	1	5	24
27	19	85	1	4	85	1	5	85
27	20	98	1	4	96	1	5	97
27	21	100	1	4	100	1	5	100
27	22	42	1	4	42	1	5	42
27	23	10	1	4	10	1	5	10
27	24	45	1	4	45	1	5	45
27	25	40	1	4	40	1	5	40
27	26	150	1	4	150	1	5	150
27	27	300	1	4	300	1	5	300
27	28	180	1	4	180	1	5	180
