PLACEID	PRGIDR4	CURRPROG	PROGSTOP
51	29	1	 
51	34	0	88
51	35	1	 
51	37	1	 
51	38	0	88
51	39	0	88
51	40	0	88
51	44	0	88
51	45	0	88
51	46	0	88
51	47	1	 
51	50	0	88
51	51	1	 
51	52	1	 
51	53	1	 
51	55	1	 
51	62	1	 
51	63	0	88
51	65	1	 
51	66	0	88
51	67	0	88
51	68	1	 
52	10	1	 
52	11	1	 
52	12	0	88
52	13	0	88
52	15	0	88
52	16	0	88
52	17	1	 
52	18	1	 
52	21	1	 
52	24	1	 
52	25	1	 
52	26	1	 
52	27	1	 
52	29	0	88
52	34	0	88
52	35	1	 
52	37	1	 
52	38	0	88
52	39	0	88
52	40	1	 
52	44	0	88
52	45	0	88
52	46	0	88
52	47	1	 
52	50	0	88
52	51	1	 
52	52	1	 
52	53	1	 
52	55	1	 
52	62	1	 
52	63	0	88
52	65	1	 
52	66	0	88
52	67	1	 
52	68	1	 
53	10	1	 
53	11	1	 
53	12	1	 
53	13	0	88
53	15	1	 
53	16	1	 
53	17	1	 
53	18	1	 
53	21	1	 
53	24	1	 
53	25	1	 
53	26	1	 
53	27	1	 
53	29	1	 
53	34	0	88
53	35	1	 
53	37	1	 
53	38	1	 
53	39	0	88
53	40	1	 
53	44	0	88
53	45	0	88
53	46	0	88
53	47	1	 
53	50	0	88
53	51	1	 
53	52	1	 
53	53	1	 
53	55	1	 
53	62	1	 
53	63	0	88
53	65	1	 
53	66	1	 
53	67	1	 
53	68	1	 
54	10	1	 
54	11	1	 
54	12	1	 
54	13	0	88
54	15	1	 
54	16	0	88
54	17	1	 
54	18	0	88
54	21	1	 
54	24	1	 
54	25	1	 
54	26	1	 
54	27	1	 
54	29	1	 
54	34	0	88
54	35	1	 
54	37	0	88
54	38	0	88
54	39	0	88
54	40	1	 
54	44	0	88
54	45	0	88
54	46	0	88
54	47	1	 
54	50	0	88
54	51	1	 
54	52	1	 
54	53	1	 
54	55	1	 
54	62	1	 
54	63	0	88
54	65	0	88
54	66	1	 
54	67	0	88
54	68	0	88
55	10	1	 
55	11	1	 
55	12	1	 
55	13	1	 
55	15	0	88
55	16	0	88
55	17	1	 
55	18	1	 
55	21	1	 
55	24	1	 
55	25	1	 
55	26	1	 
55	27	1	 
55	29	1	 
55	34	0	88
55	35	1	 
55	37	1	 
55	38	0	88
55	39	0	88
55	40	1	 
55	44	0	88
55	45	1	 
55	46	0	88
55	47	1	 
55	50	0	88
55	51	1	 
55	52	1	 
55	53	1	 
55	55	1	 
55	62	1	 
55	63	0	88
55	65	0	88
55	66	0	88
55	67	0	88
55	68	1	 
56	10	1	 
56	11	1	 
56	12	1	 
56	13	0	88
56	15	0	88
56	16	0	88
56	17	1	 
56	18	0	88
56	21	0	88
56	24	0	88
56	25	0	88
56	26	0	88
56	27	0	88
56	29	0	88
56	34	0	88
56	35	1	 
56	37	0	88
56	38	0	88
56	39	0	88
56	40	0	88
56	44	0	88
56	45	1	 
56	46	1	 
56	47	1	 
56	50	0	88
56	51	0	88
56	52	0	88
56	53	0	88
56	55	0	88
56	62	1	 
56	63	0	88
56	65	0	88
56	66	0	88
56	67	0	88
56	68	0	88
57	10	1	 
57	11	1	 
57	12	0	88
57	13	0	88
57	15	0	88
57	16	1	 
57	17	1	 
57	18	0	88
57	21	0	88
57	24	1	 
57	25	0	88
57	26	0	88
57	27	0	88
57	29	0	88
57	34	0	88
57	35	1	 
57	37	0	88
57	38	0	88
57	39	1	 
57	40	0	88
57	44	0	88
57	45	1	 
57	46	1	 
57	47	1	 
57	50	1	 
57	51	0	88
57	52	0	88
57	53	0	88
57	55	1	 
57	62	1	 
57	63	0	88
57	65	0	88
57	66	0	88
57	67	0	88
57	68	0	88
58	10	1	 
58	11	1	 
58	12	1	 
58	13	0	88
58	15	0	88
58	16	1	 
58	17	1	 
58	18	1	 
58	21	1	 
58	24	1	 
58	25	1	 
58	26	1	 
58	27	1	 
58	29	1	 
58	34	0	88
58	35	0	88
58	37	0	88
58	38	0	88
58	39	0	88
58	40	1	 
58	44	0	88
58	45	0	88
58	46	0	88
58	47	1	 
58	50	0	88
58	51	1	 
58	52	1	 
58	53	1	 
58	55	1	 
58	62	1	 
58	63	0	88
58	65	1	 
58	66	0	88
58	67	1	 
58	68	1	 
61	10	1	 
61	11	1	 
61	12	1	 
61	13	1	 
61	15	0	88
61	16	0	88
61	17	1	 
61	18	1	 
61	21	1	 
61	24	1	 
61	25	1	 
61	26	1	 
61	27	1	 
61	29	1	 
61	34	0	88
61	35	1	 
61	37	0	88
61	38	1	 
61	39	0	88
61	40	1	 
61	44	0	88
61	45	0	88
61	46	0	88
61	47	1	 
61	50	1	 
61	51	1	 
61	52	1	 
61	53	1	 
61	55	1	 
61	62	0	88
61	63	0	88
61	65	0	88
61	66	0	88
61	67	0	88
61	68	1	 
62	10	1	 
62	11	1	 
62	12	1	 
62	13	1	 
62	15	0	88
62	16	0	88
62	17	1	 
62	18	1	 
62	21	1	 
62	24	1	 
62	25	1	 
62	26	1	 
62	27	1	 
62	29	1	 
62	34	0	88
62	35	1	 
62	37	1	 
62	38	1	 
62	39	0	88
62	40	1	 
62	44	0	88
62	45	0	2
62	46	0	2
62	47	1	 
62	50	0	88
62	51	1	 
62	52	1	 
62	53	1	 
62	55	1	 
62	62	1	 
62	63	0	88
62	65	0	88
62	66	0	88
62	67	0	88
62	68	1	 
63	10	1	 
63	11	1	 
63	12	1	 
63	13	1	 
63	15	0	88
63	16	0	88
63	17	1	 
63	18	1	 
63	21	0	88
63	24	1	 
63	25	1	 
63	26	1	 
63	27	0	88
63	29	0	88
63	34	0	88
63	35	1	 
63	37	1	 
63	38	1	 
63	39	0	88
63	40	1	 
63	44	0	88
63	45	0	2
63	46	0	2
63	47	1	 
63	50	1	 
63	51	1	 
63	52	1	 
63	53	1	 
63	55	1	 
63	62	1	 
63	63	0	88
63	65	0	88
63	66	0	88
63	67	1	 
63	68	1	 
64	10	1	 
64	11	1	 
64	12	0	88
64	13	1	 
64	15	0	88
64	16	0	88
64	17	1	 
64	18	1	 
64	21	1	 
64	24	1	 
64	25	1	 
64	26	1	 
64	27	1	 
64	29	1	 
64	34	0	88
64	35	1	 
64	37	1	 
64	38	1	 
64	39	0	88
64	40	1	 
64	44	0	88
64	45	0	88
64	46	0	88
64	47	1	 
64	50	1	 
64	51	1	 
64	52	1	 
64	53	1	 
64	55	1	 
64	62	0	88
64	63	0	88
64	65	0	2
64	66	0	88
64	67	1	 
64	68	1	 
65	10	1	 
65	11	1	 
65	12	0	88
65	13	0	88
65	15	0	88
65	16	0	88
65	17	1	 
65	18	1	 
65	21	0	88
65	24	1	 
65	25	1	 
65	26	1	 
65	27	1	 
65	29	0	88
65	34	0	88
65	35	1	 
65	37	1	 
65	38	1	 
65	39	0	88
65	40	1	 
65	44	0	88
65	45	0	3
65	46	0	3
65	47	0	3
65	50	1	 
65	51	1	 
65	52	1	 
65	53	1	 
65	55	1	 
65	62	0	1
65	63	0	88
65	65	0	88
65	66	0	88
65	67	0	88
65	68	1	 
66	10	1	 
66	11	1	 
66	12	0	88
66	13	1	 
66	15	0	88
66	16	0	88
66	17	1	 
66	18	0	88
66	21	1	 
66	24	1	 
66	25	1	 
66	26	1	 
66	27	0	88
66	29	0	88
66	34	0	88
66	35	1	 
66	37	1	 
66	38	1	 
66	39	0	88
66	40	1	 
66	44	0	88
66	45	0	88
66	46	0	88
66	47	1	 
66	50	1	 
66	51	1	 
66	52	1	 
66	53	1	 
66	55	1	 
66	62	1	 
66	63	0	88
66	65	0	88
66	66	0	88
66	67	0	88
66	68	1	 
67	10	1	 
67	11	1	 
67	12	0	88
67	13	1	 
67	15	0	88
67	16	0	88
67	17	1	 
67	18	0	88
67	21	1	 
67	24	1	 
67	25	1	 
67	26	1	 
67	27	1	 
67	29	0	88
67	34	0	88
67	35	1	 
67	37	1	 
67	38	1	 
67	39	0	88
67	40	1	 
67	44	0	88
67	45	0	88
67	46	0	88
67	47	1	 
67	50	1	 
67	51	1	 
67	52	1	 
67	53	1	 
67	55	1	 
67	62	1	 
67	63	0	88
67	65	0	88
67	66	0	88
67	67	1	 
67	68	1	 
68	10	1	 
68	11	1	 
68	12	0	88
68	13	1	 
68	15	0	88
68	16	0	88
68	17	1	 
68	18	0	88
68	21	1	 
68	24	1	 
68	25	0	88
68	26	1	 
68	27	0	88
68	29	0	88
68	34	0	88
68	35	1	 
68	37	1	 
68	38	1	 
68	39	0	88
68	40	1	 
68	44	0	88
68	45	0	88
68	46	0	88
68	47	1	 
68	50	1	 
68	51	1	 
68	52	1	 
68	53	1	 
68	55	1	 
68	62	0	88
68	63	0	88
68	65	0	88
68	66	0	88
68	67	1	 
68	68	1	 
69	10	1	 
69	11	1	 
69	12	1	 
69	13	1	 
69	15	0	88
69	16	0	88
69	17	1	 
69	18	1	 
69	21	1	 
69	24	1	 
69	25	1	 
69	26	1	 
69	27	1	 
69	29	0	88
69	34	0	88
69	35	1	 
69	37	0	2
69	38	0	2
69	39	0	88
69	40	1	 
69	44	0	88
69	45	0	88
69	46	0	88
69	47	0	3
69	50	1	 
69	51	1	 
69	52	1	 
69	53	1	 
69	55	1	 
69	62	1	 
69	63	0	88
69	65	0	2
69	66	0	88
69	67	0	88
69	68	1	 
70	10	1	 
70	11	1	 
70	12	1	 
70	13	1	 
70	15	0	88
70	16	0	88
70	17	1	 
70	18	0	88
70	21	1	 
70	24	1	 
70	25	1	 
70	26	1	 
70	27	1	 
70	29	1	 
70	34	1	 
70	35	1	 
70	37	0	3
70	38	0	3
70	39	0	88
70	40	1	 
70	44	0	88
70	45	1	 
70	46	0	88
70	47	1	 
70	50	1	 
70	51	1	 
70	52	1	 
70	53	1	 
70	55	1	 
70	62	0	88
70	63	0	88
70	65	0	88
70	66	0	88
70	67	0	88
70	68	1	 
71	10	1	 
71	11	1	 
71	12	0	88
71	13	1	 
71	15	0	88
71	16	0	88
71	17	1	 
71	18	0	77
71	21	1	 
71	24	1	 
71	25	1	 
71	26	1	 
71	27	0	88
71	29	0	88
71	34	0	88
71	35	1	 
71	37	0	88
71	38	0	88
71	39	0	88
71	40	1	 
71	44	0	88
71	45	0	88
71	46	1	 
71	47	0	88
71	50	0	88
71	51	1	 
71	52	1	 
71	53	1	 
71	55	0	88
71	62	0	88
71	63	0	88
71	65	0	88
71	66	0	88
71	67	1	 
71	68	1	 
72	10	1	 
72	11	1	 
72	12	1	 
72	13	1	 
72	15	0	88
72	16	0	88
72	17	1	 
72	18	0	88
72	21	1	 
72	24	1	 
72	25	1	 
72	26	1	 
72	27	0	88
72	29	0	88
72	34	0	88
72	35	1	 
72	37	1	 
72	38	0	77
72	39	0	88
72	40	1	 
72	44	0	88
72	45	0	88
72	46	0	88
72	47	0	88
72	50	1	 
72	51	1	 
72	52	1	 
72	53	1	 
72	55	1	 
72	62	0	88
72	63	0	88
72	65	0	88
72	66	0	88
72	67	1	 
72	68	0	88
73	10	1	 
73	11	1	 
73	12	0	88
73	13	1	 
73	15	0	88
73	16	0	88
73	17	1	 
73	18	0	77
73	21	1	 
73	24	1	 
73	25	1	 
73	26	1	 
73	27	0	77
73	29	0	88
73	34	0	88
73	35	1	 
73	37	0	88
73	38	0	88
73	39	0	88
73	40	1	 
73	44	0	88
73	45	1	 
73	46	0	88
73	47	0	88
73	50	1	 
73	51	1	 
73	52	1	 
73	53	1	 
73	55	0	77
73	62	0	88
73	63	0	88
73	65	0	88
73	66	0	88
73	67	1	 
73	68	0	88
74	10	1	 
74	11	1	 
74	12	1	 
74	13	1	 
74	15	1	 
74	16	0	88
74	17	1	 
74	18	1	 
74	21	1	 
74	24	1	 
74	25	1	 
74	26	1	 
74	27	1	 
74	29	1	 
74	34	0	88
74	35	1	 
74	37	1	 
74	38	1	 
74	39	0	88
74	40	1	 
74	44	0	88
74	45	1	 
74	46	1	 
74	47	1	 
74	50	0	88
74	51	1	 
74	52	1	 
74	53	1	 
74	55	1	 
74	62	1	 
74	63	0	88
74	65	1	 
74	66	0	88
74	67	1	 
74	68	1	 
75	10	1	 
75	11	1	 
75	12	0	88
75	13	1	 
75	15	0	88
75	16	0	88
75	17	1	 
75	18	0	88
75	21	1	 
75	24	1	 
75	25	1	 
75	26	1	 
75	27	0	88
75	29	0	88
75	34	0	88
75	35	1	 
75	37	1	 
75	38	1	 
75	39	0	88
75	40	1	 
75	44	0	88
75	45	0	88
75	46	0	88
75	47	0	88
75	50	1	 
75	51	1	 
75	52	1	 
75	53	1	 
75	55	0	88
75	62	0	88
75	63	0	88
75	65	0	88
75	66	0	88
75	67	1	 
75	68	1	 
76	10	1	 
76	11	1	 
76	12	0	88
76	13	1	 
76	15	0	88
76	16	0	88
76	17	1	 
76	18	0	88
76	21	1	 
76	24	1	 
76	25	1	 
76	26	1	 
76	27	1	 
76	29	1	 
76	34	0	88
76	35	1	 
76	37	1	 
76	38	0	88
76	39	0	88
76	40	1	 
76	44	0	88
76	45	0	88
76	46	0	88
76	47	1	 
76	50	1	 
76	51	1	 
76	52	1	 
76	53	1	 
76	55	1	 
76	62	1	 
76	63	0	88
76	65	0	88
76	66	0	88
76	67	0	88
76	68	1	 
77	10	1	 
77	11	1	 
77	12	1	 
77	13	1	 
77	15	0	88
77	16	0	88
77	17	1	 
77	18	0	88
77	21	1	 
77	24	1	 
77	25	1	 
77	26	1	 
77	27	1	 
77	29	0	88
77	34	0	88
77	35	1	 
77	37	1	 
77	38	1	 
77	39	0	88
77	40	1	 
77	44	0	88
77	45	0	88
77	46	0	88
77	47	1	 
77	50	0	88
77	51	1	 
77	52	1	 
77	53	1	 
77	55	1	 
77	62	1	 
77	63	0	88
77	65	0	88
77	66	0	88
77	67	0	88
77	68	1	 
78	10	1	 
78	11	1	 
78	12	1	 
78	13	1	 
78	15	0	88
78	16	0	88
78	17	1	 
78	18	0	88
78	21	1	 
78	24	1	 
78	25	1	 
78	26	1	 
78	27	1	 
78	29	0	88
78	34	0	88
78	35	1	 
78	37	1	 
78	38	1	 
78	39	0	88
78	40	1	 
78	44	0	88
78	45	0	2
78	46	0	88
78	47	1	 
78	50	1	 
78	51	1	 
78	52	1	 
78	53	1	 
78	55	1	 
78	62	1	 
78	63	0	88
78	65	1	 
78	66	0	88
78	67	1	 
78	68	1	 
79	10	1	 
79	11	1	 
79	12	1	 
79	13	1	 
79	15	0	1
79	16	1	 
79	17	1	 
79	18	0	88
79	21	1	 
79	24	1	 
79	25	1	 
79	26	1	 
79	27	1	 
79	29	0	2
79	34	0	88
79	35	1	 
79	37	1	 
79	38	1	 
79	39	0	88
79	40	1	 
79	44	0	88
79	45	0	88
79	46	0	88
79	47	1	 
79	50	1	 
79	51	1	 
79	52	1	 
79	53	1	 
79	55	1	 
79	62	1	 
79	63	0	88
79	65	0	2
79	66	0	88
79	67	1	 
79	68	1	 
80	10	1	 
80	11	1	 
80	12	1	 
80	13	1	 
80	15	0	2
80	16	0	88
80	17	1	 
80	18	0	1
80	21	1	 
80	24	1	 
80	25	1	 
80	26	1	 
80	27	1	 
80	29	1	 
80	34	0	88
80	35	1	 
80	37	1	 
80	38	1	 
80	39	0	88
80	40	1	 
80	44	0	1
80	45	0	1
80	46	0	1
80	47	0	1
80	50	1	 
80	51	1	 
80	52	1	 
80	53	1	 
80	55	1	 
80	62	1	 
80	63	0	88
80	65	0	2
80	66	0	1
80	67	0	88
80	68	1	 
81	10	1	 
81	11	1	 
81	12	0	88
81	13	1	 
81	15	0	88
81	16	0	88
81	17	1	 
81	18	0	88
81	21	1	 
81	24	1	 
81	25	1	 
81	26	1	 
81	27	1	 
81	29	1	 
81	34	0	77
81	35	1	 
81	37	1	 
81	38	0	88
81	39	0	88
81	40	1	 
81	44	0	88
81	45	0	88
81	46	0	88
81	47	1	 
81	50	0	88
81	51	1	 
81	52	1	 
81	53	1	 
81	55	1	 
81	62	1	 
81	63	0	88
81	65	1	 
81	66	0	88
81	67	1	 
81	68	1	 
82	10	1	 
82	11	1	 
82	12	0	88
82	13	1	 
82	15	0	88
82	16	0	88
82	17	1	 
82	18	0	88
82	21	1	 
82	24	1	 
82	25	1	 
82	26	1	 
82	27	1	 
82	29	1	 
82	34	0	88
82	35	1	 
82	37	1	 
82	38	1	 
82	39	0	88
82	40	1	 
82	44	0	88
82	45	0	88
82	46	0	88
82	47	1	 
82	50	0	88
82	51	1	 
82	52	1	 
82	53	1	 
82	55	1	 
82	62	1	 
82	63	0	88
82	65	1	 
82	66	0	88
82	67	1	 
82	68	0	88
83	10	1	 
83	11	1	 
83	12	0	88
83	13	1	 
83	15	0	88
83	16	0	88
83	17	1	 
83	18	0	88
83	21	1	 
83	24	1	 
83	25	1	 
83	26	1	 
83	27	1	 
83	29	1	 
83	34	0	88
83	35	1	 
83	37	1	 
83	38	1	 
83	39	0	88
83	40	1	 
83	44	0	88
83	45	0	88
83	46	1	 
83	47	0	88
83	50	0	88
83	51	0	88
83	52	0	88
83	53	0	88
83	55	0	88
83	62	0	88
83	63	0	88
83	65	1	 
83	66	0	88
83	67	1	 
83	68	0	88
84	10	1	 
84	11	1	 
84	12	0	88
84	13	1	 
84	15	1	 
84	16	0	88
84	17	1	 
84	18	0	88
84	21	1	 
84	24	1	 
84	25	1	 
84	26	1	 
84	27	1	 
84	29	1	 
84	34	0	88
84	35	1	 
84	37	1	 
84	38	1	 
84	39	0	88
84	40	1	 
84	44	0	88
84	45	0	88
84	46	0	88
84	47	1	 
84	50	0	88
84	51	1	 
84	52	1	 
84	53	1	 
84	55	1	 
84	62	1	 
84	63	0	88
84	65	1	 
84	66	0	88
84	67	1	 
84	68	0	88
85	10	1	 
85	11	1	 
85	12	0	88
85	13	1	 
85	15	0	88
85	16	0	88
85	17	1	 
85	18	0	88
85	21	1	 
85	24	1	 
85	25	1	 
85	26	1	 
85	27	1	 
85	29	1	 
85	34	0	88
85	35	1	 
85	37	1	 
85	38	0	88
85	39	0	88
85	40	1	 
85	44	0	88
85	45	0	88
85	46	0	88
85	47	1	 
85	50	0	88
85	51	1	 
85	52	1	 
85	53	1	 
85	55	1	 
85	62	1	 
85	63	0	88
85	65	1	 
85	66	0	88
85	67	1	 
85	68	0	88
86	10	1	 
86	11	1	 
86	12	1	 
86	13	1	 
86	15	1	 
86	16	1	 
86	17	1	 
86	18	1	 
86	21	1	 
86	24	1	 
86	25	1	 
86	26	1	 
86	27	1	 
86	29	1	 
86	34	0	88
86	35	1	 
86	37	0	88
86	38	1	 
86	39	1	 
86	40	1	 
86	44	0	88
86	45	0	88
86	46	0	88
86	47	1	 
86	50	0	88
86	51	0	88
86	52	0	88
86	53	0	88
86	55	1	 
86	62	1	 
86	63	0	88
86	65	1	 
86	66	1	 
86	67	1	 
86	68	1	 
87	10	1	 
87	11	1	 
87	12	1	 
87	13	1	 
87	15	1	 
87	16	1	 
87	17	1	 
87	18	1	 
87	21	1	 
87	24	1	 
87	25	1	 
87	26	1	 
87	27	1	 
87	29	1	 
87	34	0	88
87	35	1	 
87	37	0	88
87	38	1	 
87	39	1	 
87	40	1	 
87	44	0	88
87	45	0	88
87	46	0	88
87	47	1	 
87	50	0	88
87	51	0	88
87	52	0	88
87	53	1	 
87	55	1	 
87	62	1	 
87	63	0	88
87	65	1	 
87	66	1	 
87	67	1	 
87	68	1	 
88	10	1	 
88	11	1	 
88	12	1	 
88	13	1	 
88	15	1	 
88	16	1	 
88	17	1	 
88	18	1	 
88	21	1	 
88	24	1	 
88	25	1	 
88	26	1	 
88	27	1	 
88	29	1	 
88	34	0	88
88	35	1	 
88	37	0	88
88	38	1	 
88	39	1	 
88	40	1	 
88	44	0	88
88	45	0	88
88	46	0	88
88	47	0	88
88	50	0	88
88	51	0	88
88	52	0	88
88	53	0	88
88	55	1	 
88	62	1	 
88	63	0	88
88	65	1	 
88	66	1	 
88	67	1	 
88	68	1	 
89	10	1	 
89	11	1	 
89	12	1	 
89	13	0	1
89	15	0	1
89	16	0	1
89	17	1	 
89	18	0	1
89	21	1	 
89	24	1	 
89	25	1	 
89	26	1	 
89	27	1	 
89	29	1	 
89	34	0	79
89	35	1	 
89	37	0	1
89	38	1	 
89	39	0	1
89	40	1	 
89	44	0	1
89	45	1	 
89	46	1	 
89	47	1	 
89	50	0	1
89	51	0	1
89	52	0	1
89	53	0	1
89	55	1	 
89	62	1	 
89	63	0	1
89	65	1	 
89	66	1	 
89	67	1	 
89	68	1	 
90	10	1	 
90	11	1	 
90	12	1	 
90	13	1	 
90	15	0	88
90	16	0	88
90	17	1	 
90	18	1	 
90	21	1	 
90	24	1	 
90	25	1	 
90	26	1	 
90	27	1	 
90	29	1	 
90	34	0	88
90	35	1	 
90	37	1	 
90	38	1	 
90	39	0	88
90	40	1	 
90	44	0	88
90	45	0	88
90	46	0	88
90	47	0	88
90	50	1	 
90	51	0	88
90	52	0	88
90	53	0	88
90	55	0	88
90	62	1	 
90	63	0	88
90	65	1	 
90	66	1	 
90	67	1	 
90	68	1	 
91	10	1	 
91	11	1	 
91	12	1	 
91	13	1	 
91	15	1	 
91	16	1	 
91	17	1	 
91	18	1	 
91	21	1	 
91	24	1	 
91	25	1	 
91	26	1	 
91	27	1	 
91	29	1	 
91	34	0	88
91	35	1	 
91	37	1	 
91	38	1	 
91	39	0	88
91	40	1	 
91	44	0	77
91	45	1	 
91	46	1	 
91	47	1	 
91	50	0	88
91	51	0	88
91	52	1	 
91	53	0	88
91	55	1	 
91	62	1	 
91	63	0	88
91	65	1	 
91	66	1	 
91	67	1	 
91	68	1	 
92	10	1	 
92	11	1	 
92	12	0	88
92	13	0	88
92	15	0	88
92	16	0	88
92	17	1	 
92	18	1	 
92	21	1	 
92	24	1	 
92	25	1	 
92	26	1	 
92	27	1	 
92	29	1	 
92	34	0	88
92	35	1	 
92	37	1	 
92	38	1	 
92	39	0	88
92	40	1	 
92	44	0	88
92	45	1	 
92	46	0	88
92	47	1	 
92	50	1	 
92	51	1	 
92	52	0	88
92	53	1	 
92	55	1	 
92	62	1	 
92	63	1	 
92	65	0	88
92	66	0	88
92	67	1	 
92	68	1	 
93	10	1	 
93	11	1	 
93	12	0	88
93	13	1	 
93	15	1	 
93	16	0	88
93	17	1	 
93	18	0	88
93	21	1	 
93	24	1	 
93	25	1	 
93	26	1	 
93	27	1	 
93	29	0	88
93	34	0	88
93	35	1	 
93	37	1	 
93	38	1	 
93	39	0	88
93	40	1	 
93	44	0	88
93	45	0	88
93	46	0	88
93	47	1	 
93	50	0	88
93	51	1	 
93	52	1	 
93	53	1	 
93	55	1	 
93	62	1	 
93	63	0	88
93	65	0	88
93	66	0	88
93	67	1	 
93	68	1	 
94	10	1	 
94	11	1	 
94	12	0	88
94	13	1	 
94	15	0	88
94	16	1	 
94	17	1	 
94	18	0	88
94	21	1	 
94	24	1	 
94	25	1	 
94	26	1	 
94	27	1	 
94	29	1	 
94	34	0	88
94	35	1	 
94	37	1	 
94	38	1	 
94	39	0	88
94	40	1	 
94	44	0	88
94	45	0	88
94	46	0	88
94	47	1	 
94	50	0	88
94	51	0	88
94	52	1	 
94	53	0	88
94	55	1	 
94	62	1	 
94	63	0	88
94	65	1	 
94	66	0	88
94	67	1	 
94	68	1	 
96	10	1	 
96	11	1	 
96	12	1	 
96	13	1	 
96	15	0	88
96	16	0	88
96	17	1	 
96	18	0	88
96	21	1	 
96	24	1	 
96	25	1	 
96	26	1	 
96	27	1	 
96	29	1	 
96	34	0	88
96	35	1	 
96	37	1	 
96	38	1	 
96	39	0	88
96	40	1	 
96	44	0	88
96	45	0	88
96	46	0	88
96	47	1	 
96	50	0	88
96	51	1	 
96	52	1	 
96	53	1	 
96	55	1	 
96	62	1	 
96	63	0	88
96	65	1	 
96	66	1	 
96	67	1	 
96	68	1	 
97	10	1	 
97	11	1	 
97	12	0	88
97	13	0	88
97	15	0	88
97	16	1	 
97	17	1	 
97	18	0	88
97	21	1	 
97	24	1	 
97	25	1	 
97	26	1	 
97	27	1	 
97	29	1	 
97	34	0	88
97	35	1	 
97	37	1	 
97	38	1	 
97	39	1	 
97	40	1	 
97	44	0	88
97	45	1	 
97	46	0	88
97	47	0	88
97	50	0	88
97	51	0	88
97	52	0	88
97	53	1	 
97	55	0	88
97	62	1	 
97	63	0	88
97	65	0	88
97	66	1	 
97	67	1	 
97	68	1	 
99	10	1	 
99	11	1	 
99	12	0	88
99	13	0	88
99	15	0	88
99	16	0	88
99	17	1	 
99	18	0	88
99	21	1	 
99	24	1	 
99	25	1	 
99	26	1	 
99	27	0	88
99	29	1	 
99	34	0	88
99	35	1	 
99	37	0	88
99	38	0	88
99	39	0	88
99	40	1	 
99	44	0	88
99	45	0	88
99	46	0	88
99	47	0	88
99	50	1	 
99	51	0	88
99	52	1	 
99	53	1	 
99	55	1	 
99	62	1	 
99	63	0	88
99	65	1	 
99	66	1	 
99	67	1	 
99	68	0	88
101	10	1	 
101	11	1	 
101	12	1	 
101	13	1	 
101	15	1	 
101	16	0	88
101	17	1	 
101	18	1	 
101	21	1	 
101	24	1	 
101	25	1	 
101	26	1	 
101	27	1	 
101	29	1	 
101	34	0	88
101	35	1	 
101	37	1	 
101	38	1	 
101	39	1	 
101	40	1	 
101	44	0	88
101	45	0	88
101	46	0	88
101	47	1	 
101	50	1	 
101	51	0	88
101	52	1	 
101	53	1	 
101	55	1	 
101	62	1	 
101	63	0	88
101	65	1	 
101	66	0	88
101	67	1	 
101	68	0	88
102	10	1	 
102	11	1	 
102	12	0	88
102	13	1	 
102	15	0	88
102	16	0	88
102	17	1	 
102	18	1	 
102	21	1	 
102	24	1	 
102	25	1	 
102	26	1	 
102	27	1	 
102	29	1	 
102	34	0	88
102	35	0	88
102	37	1	 
102	38	1	 
102	39	1	 
102	40	1	 
102	44	0	88
102	45	1	 
102	46	0	88
102	47	1	 
102	50	0	88
102	51	0	88
102	52	0	88
102	53	0	88
102	55	1	 
102	62	1	 
102	63	0	88
102	65	1	 
102	66	1	 
102	67	1	 
102	68	0	88
