PLACEID	SCPRIDR4	PRBLCTLY	AGSTPRB	O4YRDIMS
30	4	0	0	6
30	5	0	0	6
30	6	0	0	6
30	7	0	0	6
30	8	1	1	1
30	9	0	0	6
30	10	0	0	6
30	11	0	0	6
31	1	0	0	6
31	2	0	0	6
31	3	0	0	6
31	4	0	0	6
31	5	0	0	6
31	6	0	0	6
31	7	0	0	6
31	8	1	1	1
31	9	0	0	6
31	10	0	0	6
31	11	0	0	6
32	1	0	0	6
32	2	0	0	6
32	3	0	0	6
32	4	0	0	6
32	5	0	0	6
32	6	0	0	6
32	7	0	0	6
32	8	1	1	1
32	9	0	0	6
32	10	0	0	6
32	11	0	0	6
33	1	1	1	4
33	2	0	0	88
33	3	0	0	88
33	4	0	0	88
33	5	0	0	88
33	6	0	0	88
33	7	0	0	88
33	8	1	1	5
33	9	0	0	88
33	10	0	0	88
33	11	0	0	88
34	1	1	1	2
34	2	0	0	88
34	3	0	0	88
34	4	0	0	88
34	5	0	0	88
34	6	0	0	88
34	7	0	0	88
34	8	1	0	4
34	9	0	0	88
34	10	0	0	88
34	11	0	0	88
35	1	0	0	6
35	2	0	0	6
35	3	0	0	6
35	4	0	0	6
35	5	0	0	6
35	6	0	0	6
35	7	0	0	6
35	8	1	0	5
35	9	0	0	6
35	10	0	0	6
35	11	0	0	6
36	1	0	0	6
36	2	1	0	4
36	3	0	0	6
36	4	0	0	6
36	5	0	0	6
36	6	0	0	6
36	7	0	0	6
36	8	1	1	5
36	9	0	0	0
36	10	1	1	4
36	11	0	0	6
37	1	0	0	6
37	2	0	0	6
37	3	0	0	6
37	4	0	0	6
37	5	0	0	6
37	6	0	0	6
37	7	0	0	6
37	8	1	0	5
37	9	0	0	6
37	10	0	0	6
37	11	0	0	6
38	1	0	0	6
38	2	0	0	6
38	3	0	0	6
38	4	0	0	6
38	5	0	0	6
38	6	0	0	6
38	7	0	0	6
38	8	1	0	5
38	9	0	0	6
38	10	0	0	88
38	11	0	0	88
40	1	0	0	6
40	2	0	0	6
40	3	0	0	6
40	4	0	0	6
40	5	0	0	6
40	6	0	0	6
40	7	0	0	6
40	8	1	0	5
40	9	0	0	6
40	10	0	0	6
40	11	0	0	88
41	1	0	0	6
41	2	0	0	6
41	3	0	0	6
41	4	0	0	6
41	5	0	0	6
41	6	0	0	6
41	7	0	0	6
41	8	1	0	5
41	9	0	0	6
41	10	0	0	6
41	11	0	0	6
42	1	0	0	6
42	2	0	0	6
42	3	0	0	6
42	4	0	0	6
42	5	0	0	6
42	6	0	0	6
42	7	0	0	6
42	8	1	0	5
42	9	0	0	6
42	10	0	0	6
42	11	0	0	6
43	1	0	0	6
43	2	0	0	6
43	3	0	0	6
43	4	0	0	6
43	5	0	0	6
43	6	0	0	6
43	7	0	0	6
43	8	1	0	5
43	9	0	0	6
43	10	0	0	88
43	11	0	0	0
44	1	0	0	88
44	2	0	0	88
44	3	0	0	88
44	4	0	0	88
44	5	0	0	88
44	6	0	0	88
44	7	0	0	88
44	8	1	0	88
44	9	0	0	88
44	10	0	0	88
44	11	0	0	88
45	1	0	0	88
45	2	0	0	88
45	3	0	0	88
45	4	0	0	88
45	5	0	0	88
45	6	0	0	88
45	7	0	0	88
45	8	0	0	88
45	9	0	0	88
45	10	0	0	88
45	11	0	0	88
46	1	0	0	88
46	2	0	0	88
46	3	0	0	88
46	4	0	0	88
46	5	0	0	88
46	6	0	0	88
46	7	0	0	88
46	8	0	0	88
46	9	0	0	88
46	10	0	0	88
46	11	0	0	88
47	1	1	1	2
47	2	0	1	2
47	3	0	0	6
47	4	0	1	2
47	5	0	0	6
47	6	0	0	6
47	7	0	0	6
47	8	1	1	1
47	9	0	0	6
47	10	0	0	6
47	11	0	0	6
48	1	1	0	4
48	2	0	0	88
48	3	0	0	88
48	4	0	0	88
48	5	0	0	88
48	6	0	0	88
48	7	0	0	88
48	8	1	1	4
48	9	0	0	88
48	10	0	0	88
48	11	1	1	5
49	1	1	1	2
49	2	0	0	6
49	3	0	0	6
49	4	0	0	6
49	5	0	0	6
49	6	0	0	6
49	7	0	0	6
49	8	1	1	5
49	9	0	0	6
49	10	0	0	6
49	11	0	0	6
50	1	0	0	88
50	2	1	1	4
50	3	0	0	88
50	4	0	0	88
50	5	0	0	88
50	6	0	0	88
50	7	0	0	88
50	8	1	1	5
50	9	0	0	88
50	10	0	0	88
50	11	0	0	88
51	1	0	0	88
51	2	0	0	88
51	3	0	0	88
51	4	0	0	88
51	5	0	0	88
51	6	0	0	88
51	7	0	1	88
51	8	1	1	0
51	9	0	0	88
51	10	0	0	88
51	11	0	0	88
52	1	0	0	6
52	2	0	0	6
52	3	0	0	6
52	4	0	0	6
52	5	0	0	6
52	6	0	0	6
52	7	0	0	6
52	8	1	1	0
52	9	0	0	6
52	10	0	0	88
52	11	0	0	88
53	1	0	0	88
53	2	0	0	88
53	3	0	0	88
53	4	0	0	88
53	5	0	0	88
53	6	0	0	88
53	7	0	0	88
53	8	1	1	4
53	9	0	0	88
53	10	0	0	88
53	11	0	0	88
54	1	0	0	6
54	2	1	1	4
54	3	0	0	6
54	4	0	0	6
54	5	0	0	6
54	6	0	0	6
54	7	0	0	6
54	8	1	1	4
54	9	0	0	6
54	10	0	0	6
54	11	0	0	6
55	1	0	0	88
55	2	0	0	88
55	3	0	0	88
55	4	0	0	88
55	5	0	0	88
55	6	0	0	88
55	7	0	0	88
55	8	1	1	0
55	9	0	0	88
55	10	0	0	88
55	11	0	0	88
56	1	0	0	6
56	2	0	0	6
56	3	0	0	6
56	4	0	0	6
56	5	0	0	6
56	6	0	0	6
56	7	0	0	6
56	8	1	1	1
56	9	0	0	6
56	10	0	0	88
56	11	0	0	88
57	1	0	0	6
57	2	0	0	6
57	3	0	0	6
57	4	0	0	6
57	5	1	1	0
57	6	0	0	6
57	7	0	0	6
57	8	1	1	1
57	9	0	0	6
57	10	0	0	88
57	11	0	0	88
58	1	0	0	88
58	2	0	0	88
58	3	0	0	88
58	4	0	0	88
58	5	0	0	88
58	6	0	0	88
58	7	0	0	88
58	8	1	1	4
58	9	0	0	88
58	10	0	0	88
58	11	0	0	88
61	1	0	0	6
61	2	0	0	6
61	3	0	0	6
61	4	0	0	6
61	5	0	0	6
61	6	0	0	6
61	7	0	0	6
61	8	1	0	4
61	9	1	0	2
61	10	0	0	88
61	11	0	0	88
62	1	1	1	1
62	2	0	0	6
62	3	0	0	6
62	4	0	0	6
62	5	0	0	6
62	6	0	0	6
62	7	0	0	6
62	8	1	1	5
62	9	0	0	6
62	10	0	0	88
62	11	0	0	88
63	1	0	0	6
63	2	0	0	6
63	3	0	0	6
63	4	0	0	6
63	5	0	0	6
63	6	0	0	6
63	7	0	0	6
63	8	1	1	5
63	9	0	0	6
63	10	0	0	6
63	11	0	0	6
64	1	1	1	1
64	2	1	1	4
64	3	0	0	6
64	4	0	0	6
64	5	0	0	6
64	6	0	0	6
64	7	0	0	6
64	8	1	0	5
64	9	0	0	6
64	10	0	0	88
64	11	0	0	88
65	1	1	1	1
65	2	0	0	6
65	3	0	0	6
65	4	0	0	6
65	5	1	1	0
65	6	0	0	6
65	7	0	0	6
65	8	1	1	4
65	9	0	0	6
65	10	0	0	6
65	11	0	0	6
66	1	1	1	1
66	2	1	1	1
66	3	0	0	6
66	4	0	0	6
66	5	0	0	6
66	6	0	0	6
66	7	0	0	6
66	8	1	0	5
66	9	0	0	6
66	10	0	0	6
66	11	0	0	6
67	1	0	0	6
67	2	1	0	1
67	3	0	0	6
67	4	0	0	6
67	5	0	0	6
67	6	0	0	6
67	7	0	0	6
67	8	1	0	4
67	9	0	0	6
67	10	0	0	88
67	11	0	0	88
68	1	0	1	0
68	2	1	1	1
68	3	0	0	6
68	4	0	0	6
68	5	0	0	6
68	6	0	0	6
68	7	0	0	6
68	8	1	0	5
68	9	0	0	6
68	10	0	0	88
68	11	0	0	88
69	1	0	0	6
69	2	0	0	6
69	3	0	0	6
69	4	0	0	6
69	5	0	0	6
69	6	0	0	6
69	7	0	0	6
69	8	1	0	5
69	9	0	0	6
69	10	0	0	6
69	11	0	0	6
70	1	0	0	6
70	2	1	0	4
70	3	0	0	6
70	4	0	0	6
70	5	0	0	6
70	6	0	0	6
70	7	0	0	6
70	8	1	1	4
70	9	0	0	6
70	10	0	0	88
70	11	0	0	88
71	1	0	0	6
71	2	0	0	6
71	3	0	0	6
71	4	0	0	6
71	5	0	0	6
71	6	0	0	6
71	7	0	0	6
71	8	1	1	4
71	9	0	0	6
71	10	0	0	88
71	11	0	0	88
72	1	0	0	6
72	2	0	0	6
72	3	0	0	6
72	4	0	0	6
72	5	0	0	6
72	6	0	0	6
72	7	0	0	6
72	8	1	1	4
72	9	0	0	6
72	10	0	0	88
72	11	0	0	88
73	1	0	0	6
73	2	0	0	6
73	3	0	0	6
73	4	0	0	6
73	5	0	0	6
73	6	0	0	6
73	7	0	0	6
73	8	1	1	4
73	9	0	0	6
73	10	0	0	88
73	11	0	0	88
74	1	0	0	88
74	2	0	0	88
74	3	0	0	88
74	4	0	0	88
74	5	1	0	5
74	6	0	0	88
74	7	0	0	88
74	8	1	0	4
74	9	0	0	88
74	10	0	0	88
74	11	0	0	88
75	1	0	0	6
75	2	0	0	6
75	3	0	0	6
75	4	0	0	6
75	5	0	0	6
75	6	0	0	6
75	7	0	0	6
75	8	1	1	4
75	9	0	0	6
75	10	0	0	88
75	11	0	0	88
76	1	0	0	6
76	2	0	0	6
76	3	0	0	6
76	4	0	0	6
76	5	0	0	6
76	6	0	0	6
76	7	0	0	6
76	8	1	0	4
76	9	0	0	6
76	10	0	0	88
76	11	0	0	88
77	1	1	1	1
77	2	1	1	1
77	3	0	0	6
77	4	0	0	6
77	5	0	0	6
77	6	1	1	1
77	7	0	0	6
77	8	1	1	0
77	9	0	0	6
77	10	0	0	6
77	11	0	0	6
78	1	0	0	6
78	2	1	1	1
78	3	0	0	6
78	4	0	0	6
78	5	0	0	6
78	6	0	0	6
78	7	0	0	6
78	8	1	1	4
78	9	0	0	6
78	10	0	0	88
78	11	0	0	88
79	1	0	0	6
79	2	0	0	6
79	3	0	0	6
79	4	0	0	6
79	5	0	0	6
79	6	0	0	6
79	7	0	0	6
79	8	1	1	1
79	9	0	0	6
79	10	0	0	6
79	11	0	0	6
80	1	1	1	5
80	2	1	1	5
80	3	0	0	6
80	4	0	0	6
80	5	1	1	5
80	6	0	0	6
80	7	0	0	6
80	8	1	1	5
80	9	0	0	6
80	10	0	0	88
80	11	0	0	88
81	1	0	0	6
81	2	0	0	6
81	3	0	0	6
81	4	0	0	6
81	5	0	0	6
81	6	0	0	6
81	7	0	0	6
81	8	1	0	4
81	9	0	0	6
81	10	0	0	6
81	11	0	0	88
82	1	0	0	6
82	2	0	0	6
82	3	0	0	88
82	4	0	0	88
82	5	0	0	6
82	6	0	0	6
82	7	0	0	6
82	8	1	0	4
82	9	0	0	6
82	10	0	0	88
82	11	0	0	88
83	1	0	0	6
83	2	0	0	6
83	3	0	0	6
83	4	0	0	6
83	5	0	0	6
83	6	0	0	6
83	7	0	0	6
83	8	1	0	4
83	9	0	0	6
83	10	0	0	88
83	11	0	0	88
84	1	0	0	6
84	2	0	0	6
84	3	0	0	6
84	4	0	0	6
84	5	0	0	6
84	6	0	0	6
84	7	0	0	6
84	8	1	0	4
84	9	0	0	6
84	10	0	0	88
84	11	0	0	88
85	1	0	0	6
85	2	1	1	4
85	3	0	0	88
85	4	0	0	88
85	5	0	0	88
85	6	0	0	88
85	7	0	0	88
85	8	1	0	4
85	9	0	0	88
85	10	0	0	88
85	11	0	0	88
86	1	0	0	6
86	2	0	0	6
86	3	0	0	6
86	4	0	0	6
86	5	0	0	6
86	6	0	0	6
86	7	0	0	6
86	8	1	0	4
86	9	0	0	6
86	10	0	0	88
86	11	0	0	88
87	1	0	0	6
87	2	0	0	6
87	3	0	0	6
87	4	0	0	6
87	5	0	0	6
87	6	0	0	6
87	7	0	0	6
87	8	1	0	4
87	9	0	0	6
87	10	0	0	6
87	11	0	0	6
88	1	0	0	6
88	2	0	0	6
88	3	0	0	6
88	4	0	0	6
88	5	0	0	6
88	6	0	0	6
88	7	0	0	6
88	8	1	0	4
88	9	0	0	6
88	10	0	0	88
88	11	0	0	88
89	1	0	0	6
89	2	0	0	6
89	3	1	1	1
89	4	0	0	6
89	5	1	1	2
89	6	0	0	6
89	7	0	0	77
89	8	1	1	5
89	9	1	1	1
89	10	0	0	6
89	11	0	0	6
90	1	1	1	2
90	2	0	0	88
90	3	0	0	88
90	4	0	0	88
90	5	0	0	88
90	6	0	0	88
90	7	0	0	88
90	8	1	1	4
90	9	1	1	4
90	10	0	0	88
90	11	0	0	88
91	1	1	1	2
91	2	0	0	88
91	3	0	0	88
91	4	0	0	88
91	5	1	1	2
91	6	0	0	2
91	7	0	0	88
91	8	1	1	2
91	9	1	1	2
91	10	1	1	2
91	11	0	0	6
92	1	0	0	88
92	2	0	0	88
92	3	0	0	88
92	4	0	0	88
92	5	0	0	88
92	6	0	0	88
92	7	0	0	88
92	8	1	0	4
92	9	0	0	88
92	10	0	0	88
92	11	0	0	88
93	1	1	1	1
93	2	0	0	6
93	3	0	0	6
93	4	0	0	6
93	5	0	0	6
93	6	0	0	6
93	7	0	0	6
93	8	1	1	1
93	9	0	0	6
93	10	0	0	6
93	11	0	0	6
94	1	1	1	2
94	2	0	0	88
94	3	0	0	88
94	4	0	0	88
94	5	0	0	88
94	6	0	0	88
94	7	0	0	88
94	8	1	1	4
94	9	0	0	88
94	10	0	0	88
94	11	0	0	88
96	1	0	0	6
96	2	0	0	6
96	3	0	0	6
96	4	0	0	6
96	5	0	0	6
96	6	0	0	6
96	7	0	0	6
96	8	1	0	4
96	9	0	0	6
96	10	0	0	88
96	11	0	0	88
97	1	0	0	6
97	2	0	0	6
97	3	0	0	6
97	4	0	0	6
97	5	1	0	4
97	6	0	0	6
97	7	0	0	6
97	8	1	1	4
97	9	0	0	6
97	10	0	0	6
97	11	0	0	6
99	1	0	0	88
99	2	0	0	88
99	3	0	0	88
99	4	0	0	88
99	5	0	0	88
99	6	0	0	88
99	7	0	0	88
99	8	1	1	0
99	9	0	0	88
99	10	0	0	88
99	11	0	0	88
101	1	1	0	5
101	2	0	0	88
101	3	0	0	88
101	4	0	0	88
101	5	1	0	4
101	6	0	0	88
101	7	0	0	88
101	8	1	0	5
101	9	1	1	2
101	10	0	0	88
101	11	0	0	88
102	1	1	0	0
102	2	0	0	88
102	3	0	0	88
102	4	0	0	88
102	5	1	0	4
102	6	0	0	88
102	7	0	0	88
102	8	1	1	5
102	9	0	0	88
102	10	0	0	88
102	11	0	0	88
