CHILDID	PASSID	PASSET	NUMPASS	VALPASS	DECPASS
VN121049	2	1	6	100	1
VN121050	1	1	10	200	80
VN121050	2	8	2	500	80
VN121057	1	1	5	30	1
VN121057	2	8	1	2000	1
VN121063	1	1	8	300	80
VN121063	2	8	5	1000	80
VN121074	1	1	11	200	80
VN121074	2	8	6	200	80
VN121088	1	1	5	40	80
VN121088	2	8	1	1000	80
VN121094	1	1	7	120	80
VN121094	2	8	2	300	80
VN121109	1	1	9	200	80
VN121109	2	8	3	300	80
VN121124	1	1	8	300	80
VN121124	2	8	1	200	80
VN121126	1	8	1	4000	2
VN121126	2	1	6	30	2
VN131002	1	13	1	10	1
VN131003	1	19	10	20	2
VN131004	1	30	9	30000	1
VN131008	1	25	1	10000	1
VN131008	2	23	1	100	1
VN131008	3	30	23	150	1
VN131010	1	30	10	50000	1
VN131011	1	1	3	10	2
VN131011	2	3	1	10	2
VN131012	1	23	2	2800	1
VN131013	1	23	1	500	1
VN131017	1	22	10	50	2
VN131019	1	30	10	20000	1
VN131020	1	1	10	100	1
VN131022	1	25	1	10000	3
VN131022	2	23	5	50	3
VN131023	1	23	3	100	2
VN131023	2	25	1	10000	2
VN131026	1	25	1	200000	2
VN131027	1	25	1	8000	2
VN131028	1	5	2	3000	1
VN131028	2	8	1	50	2
VN131028	3	25	1	50	2
VN131030	1	1	6	100	2
VN131030	2	3	1	5	2
VN131031	1	1	3	40	2
VN131031	2	5	1	300	2
VN131031	3	3	1	70	2
VN131033	1	25	1	8000	1
VN131033	2	23	4	700	1
VN131033	3	30	2	50	1
VN131036	1	20	1	40	1
VN131036	2	30	1	20	1
VN131037	1	5	3	1500	2
VN131037	2	3	1	50	2
VN131037	3	1	6	5	2
VN131041	1	2	1	2000	1
VN131042	1	30	3	5	3
VN131043	1	5	1	2000	1
VN131045	1	5	1	300	1
VN131045	2	3	1	350	1
VN131045	3	1	10	20	1
VN131046	1	1	3	20	1
VN131046	2	3	1	30	1
VN131047	1	1	8	100	2
VN131047	2	30	8	400	2
VN131047	3	3	1	100	2
VN131050	1	3	1	50	1
VN131050	2	1	3	50	1
VN131051	1	23	3	1000	2
VN131052	1	22	5	50	3
VN131053	1	30	2	1800	1
VN131053	2	25	1	12000	1
VN131054	1	30	10	15000	2
VN131055	1	25	1	5000	1
VN141002	1	3	1	500	1
VN141002	2	5	3	2000	1
VN141003	1	5	1	300	2
VN141003	2	3	1	150	2
VN141003	3	1	2	20	2
VN141004	1	23	3	300	2
VN141005	1	1	4	5	2
VN141005	2	3	1	20	2
VN141005	3	5	1	200	2
VN141006	1	20	1	20	1
VN141007	1	3	1	400	1
VN141007	2	5	2	500	1
VN141007	3	1	2	30	1
VN141008	1	25	1	200000	3
VN141009	1	1	7	10	3
VN141009	2	4	2	300	3
VN141009	3	5	1	200	3
VN141010	1	23	1	2000	1
VN141011	1	3	1	100	2
VN141011	2	5	1	200	2
VN141012	1	5	2	600	2
VN141012	2	3	1	100	2
VN141012	3	1	6	100	2
VN141013	1	8	6	120	1
VN141013	2	5	2	1000	1
VN141013	3	3	1	50	1
VN141014	1	13	2	15	1
VN141016	1	3	2	900	2
VN141016	2	5	1	400	2
VN141016	3	1	4	80	2
VN141017	1	1	3	50	2
VN141017	2	3	2	1000	1
VN141017	3	5	1	1000	1
VN141020	1	5	1	300	2
VN141020	2	3	1	200	2
VN141020	3	30	1	300	2
VN141025	1	1	6	10	2
VN141025	2	3	1	15	2
VN141025	3	5	1	1000	1
VN141026	1	1	45	100	3
VN141026	2	3	1	75	3
VN141026	3	30	2	100	3
VN141027	1	25	1	50000	1
VN141028	1	5	2	1000	1
VN141028	2	3	1	500	1
VN141028	3	1	6	100	1
VN141029	1	5	1	300	1
VN141029	2	3	1	450	1
VN141029	3	1	5	70	1
VN141030	1	5	2	2000	1
VN141030	2	3	2	500	1
VN141030	3	1	8	200	1
VN141031	1	5	2	1000	2
VN141031	2	1	4	100	2
VN141031	3	25	1	1000	2
VN141032	1	5	1	300	1
VN141032	2	30	1	300	1
VN141032	3	3	1	400	1
VN141033	1	31	2	70000	1
VN141034	1	30	2	700	2
VN141034	2	30	1	200	2
VN141034	3	5	1	300	2
VN141035	1	25	1	10000	1
VN141035	2	23	2	200	1
VN141036	1	25	1	250	2
VN141037	1	1	5	100	3
VN141037	2	3	1	15	3
VN141037	3	5	2	300	3
VN141039	1	1	5	30	1
VN141039	2	3	1	500	1
VN141039	3	5	1	100	1
VN141040	1	30	5	300	1
VN141041	1	23	2	300	1
VN141041	2	25	2	700	1
VN141042	1	1	4	300	1
VN141042	2	3	1	70	1
VN141042	3	5	1	300	1
VN141043	1	5	1	30	2
VN141043	2	3	1	0	2
VN141043	3	1	5	0	2
VN141044	1	14	5	3600	1
VN141045	1	23	3	100	1
VN141045	2	25	1	150	1
VN141045	3	88	-99	-99	99
VN141047	1	25	2	6000	2
VN141048	1	30	2	1000	1
VN141048	2	5	2	1000	1
VN141048	3	30	2	2000	1
VN141049	1	1	5	100	1
VN141049	2	3	1	10	1
VN141049	3	5	1	100	1
VN141050	1	5	1	200	1
VN141050	2	3	1	10	1
VN141050	3	1	6	50	1
VN141051	1	30	2	300	4
VN141051	2	5	1	300	4
VN141051	3	3	1	700	4
VN141052	1	30	6	90	1
VN141052	2	30	4	100	1
VN141062	1	15	3	3500	1
VN141073	1	30	3	40	1
VN141073	2	30	2	10	1
VN151001	1	25	1	2000	1
VN151001	2	30	2	50	2
VN151001	3	30	2	50	2
VN151002	1	3	1	80	2
VN151002	2	1	4	100	2
VN151003	1	25	1	15600	1
VN151003	2	30	1	120	1
VN151004	1	13	1	200	1
VN151005	1	1	4	80	1
VN151005	2	2	1	700	2
VN151006	1	4	0	-77	88
VN151006	2	6	0	-77	88
VN151006	3	2	1	500	2
VN151007	1	23	1	5000	2
VN151007	2	30	20	40	2
VN151008	1	30	0	-77	88
VN151010	1	23	2	5000	1
VN151011	1	4	0	-77	88
VN151011	2	1	4	40	2
VN151011	3	30	1	150	2
VN151012	1	1	3	20	1
VN151014	1	2	1	100	2
VN151014	2	4	0	-77	88
VN151014	3	6	0	-77	88
VN151015	1	30	6	20000	1
VN151016	1	5	1	1000	3
VN151016	2	1	-77	100	3
VN151017	1	4	0	-77	88
VN151017	2	6	0	-77	88
VN151017	3	3	1	5	1
VN151018	1	13	4	120	1
VN151019	1	30	1	10000	1
VN151019	2	2	1	1000	1
VN151021	1	6	1	1000	1
VN151021	2	5	1	500	1
VN151021	3	4	0	-77	88
VN151022	1	2	1	1200	80
VN151023	1	4	0	-77	88
VN151023	2	2	1	400	1
VN151023	3	3	1	20	1
VN151024	1	3	1	60	2
VN151024	2	1	0	-77	88
VN151025	1	1	5	10	1
VN151025	2	3	1	20	1
VN151025	3	30	1	300	1
VN151028	1	23	1	7600	1
VN151028	2	15	2	1500	1
VN151030	1	25	1	100	2
VN151030	2	23	1	50	2
VN151031	1	25	1	8000	1
VN151031	2	26	2	2500	1
VN151031	3	26	3	12	1
VN151032	1	1	6	10	2
VN151032	2	3	1	15	2
VN151032	3	30	1	100	2
VN151034	1	2	1	900	2
VN151034	2	14	3	2800	2
VN151035	1	22	0	-77	2
VN151036	1	8	2	25000	1
VN151036	2	4	1	7000	1
VN151039	1	17	0	-77	88
VN151040	1	30	1	2500	1
VN151040	2	30	2	10	1
VN151040	3	30	35	1750	1
VN151041	1	3	1	30	2
VN151041	2	1	5	15	2
VN151041	3	30	1	100	2
VN151042	1	30	1	100	1
VN151042	2	4	0	-77	88
VN151042	3	1	9	80	2
VN151045	1	1	6	3	3
VN151045	2	3	1	15	3
VN151045	3	30	1	100	3
VN151046	1	21	0	-77	88
VN151047	1	1	1	500	3
VN151047	2	3	1	100	3
VN151049	1	30	2	3000	1
VN151049	2	30	1	200	1
VN151049	3	30	1	300	1
VN151051	1	30	1	5000	4
VN151075	1	13	-77	-77	1
VN151079	1	25	1	10500	1
VN151081	1	1	8	20	1
VN151081	2	3	1	20	1
VN151081	3	30	1	100	1
VN151082	1	30	2	1000	1
VN151082	2	23	2	1500	1
VN161001	1	30	1	7000	1
VN161001	2	30	11	5	1
VN161001	3	30	1	100	1
VN161002	1	21	5	7000	2
VN161002	2	30	5	25	2
VN161002	3	30	2	5	2
VN161003	1	30	1	120	4
VN161003	2	3	1	60	4
VN161003	3	1	5	35	4
VN161005	1	23	2	1500	2
VN161006	1	2	1	65	1
VN161006	2	30	1	300	1
VN161006	3	1	5	70	1
VN161007	1	1	8	50	2
VN161007	2	3	1	25	2
VN161007	3	2	1	450	2
VN161008	1	23	2	10000	1
VN161008	2	15	2	1700	1
VN161009	1	4	1	7500	1
VN161009	2	3	1	60	2
VN161009	3	30	1	300	1
VN161010	1	25	1	200000	3
VN161010	2	23	6	1500	2
VN161012	1	30	1	300	2
VN161012	2	30	1	5	2
VN161012	3	30	1	30	2
VN161013	1	30	2	5	1
VN161013	2	30	2	2	1
VN161015	1	13	6	20000	1
VN161016	1	23	1	10500	2
VN161016	2	25	2	10000	1
VN161017	1	1	4	10	2
VN161017	2	3	1	20	2
VN161017	3	30	1	50	2
VN161018	1	3	1	60	1
VN161018	2	1	2	110	1
VN161020	1	30	1	2000	80
VN161020	2	30	1	150	80
VN161020	3	30	3	30	80
VN161021	1	30	2	2000	1
VN161021	2	30	1	70	1
VN161021	3	3	1	70	1
VN161024	1	30	1	50	1
VN161024	2	30	2	100	1
VN161024	3	30	1	60	1
VN161025	1	30	1	50	1
VN161025	2	3	1	15	1
VN161025	3	1	4	4	1
VN161026	1	30	1	100	2
VN161026	2	3	1	10	2
VN161026	3	1	6	15	2
VN161027	1	30	1	100	1
VN161027	2	3	1	65	1
VN161027	3	1	3	55	1
VN161030	1	30	1	10	1
VN161030	2	1	2	5	1
VN161030	3	30	1	100	1
VN161031	1	3	1	30	2
VN161031	2	1	3	15	2
VN161031	3	26	1	5	1
VN161032	1	1	5	22	1
VN161032	2	3	1	500	1
VN161034	1	30	1	100	1
VN161034	2	30	4	120	1
VN161034	3	1	4	20	2
VN161035	1	30	1	1500	3
VN161035	2	30	2	50	3
VN161035	3	30	1	200	3
VN161037	1	30	1	300	1
VN161037	2	3	1	50	1
VN161037	3	1	4	40	2
VN161038	1	30	1	300	1
VN161038	2	3	1	20	1
VN161038	3	1	4	20	1
VN161040	1	1	1	500	90
VN161040	2	3	1	-77	90
VN161040	3	1	3	50	2
VN161043	1	30	1	1000	1
VN161043	2	15	7	900	1
VN161043	3	30	2	100	1
VN161044	1	30	1	100	1
VN161044	2	3	1	10	1
VN161044	3	1	6	25	1
VN161045	1	30	1	200	1
VN161045	2	3	1	70	1
VN161045	3	1	3	30	2
VN161047	1	30	1	350	1
VN161047	2	3	1	60	88
VN161047	3	1	4	50	1
VN161049	1	30	1	300	1
VN161049	2	3	1	50	1
VN161049	3	1	5	30	1
VN161050	1	2	1	700	1
VN161050	2	3	1	56	1
VN161050	3	1	4	150	2
VN171001	1	12	20	2000	2
VN171001	2	23	1	1000	2
VN171004	1	30	3	7000	80
VN171007	1	30	1	0	90
VN171007	2	24	1	0	90
VN171007	3	23	4	5000	80
VN171008	1	25	1	2000	1
VN171008	2	30	5	50	1
VN171008	3	30	1	3500	1
VN171011	1	30	2	150	80
VN171012	1	21	1	200	80
VN171012	2	30	1	50	80
VN171015	1	25	1	1000	1
VN171019	1	25	1	4000	3
VN171021	1	15	2	30	80
VN171021	2	23	7	100	80
VN171024	1	30	1	500	1
VN171024	2	30	20	200	1
VN171025	1	23	4	320	2
VN171025	2	15	-77	-77	2
VN171026	1	30	1	0	90
VN171026	2	30	6	1200	3
VN171026	3	15	56	1800	3
VN171027	1	9	-77	500	3
VN171030	1	25	1	1000	1
VN171031	1	25	1	2000	1
VN171033	1	30	4	30	80
VN171033	2	25	1	3000	80
VN171037	1	30	2	40	2
VN171037	2	15	10	30	2
VN171037	3	15	1	35	2
VN171038	1	30	2	1400	1
VN171038	2	30	2	600	1
VN171038	3	30	2	890	1
VN171040	1	25	1	3900	1
VN171041	1	30	6	30	1
VN171042	1	23	-77	200	1
VN171043	1	30	-77	1700	2
VN171044	1	18	2	-77	1
VN171045	1	25	3	170	1
VN171045	2	24	1	0	90
VN171046	1	30	1	1500	80
VN171046	2	30	60	780	80
VN171046	3	25	1	20000	80
VN171047	1	12	-77	2500	2
VN171048	1	23	3	50	88
VN171049	1	30	3	10000	1
VN171049	2	17	4	2000	1
VN171051	1	23	7	-77	80
VN171051	2	30	2	1000	80
VN171052	1	21	2	3000	1
VN171052	2	30	10	500	1
VN171053	1	88	-99	-99	99
VN171057	1	25	-77	300000	1
VN171057	2	30	2	10000	2
VN171059	1	88	-99	-99	99
VN171060	1	25	1	70000	3
VN171061	1	23	2	50	2
VN171080	1	30	-77	500	2
VN181001	1	23	1	5000	80
VN181002	1	23	1	30000	3
VN181006	1	30	1	5000	1
VN181008	1	25	1	2000	80
VN181011	1	26	1	3000	2
VN181011	2	26	30	500	2
VN181013	1	21	30	90000	2
VN181014	1	15	1	0	90
VN181015	1	21	3	1000	2
VN181017	1	23	3	6000	2
VN181021	1	9	7	3000	3
VN181023	1	30	-99	-99	99
VN181024	1	15	1	500	3
VN181024	2	23	1	200	3
VN181027	1	23	10	200	3
VN181033	1	15	40	100	80
VN181039	1	23	1	500	3
VN181044	1	15	1	5000	2
VN181045	1	23	1	2000	1
VN181045	2	24	1	5000	90
VN181046	1	30	1	100	1
VN181050	1	99	1	50	2
VN181052	1	23	3	15000	3
VN181058	1	23	1	3000	3
VN191001	1	30	4	20	2
VN191004	1	14	5	10000	80
VN191005	1	30	1	10	1
VN191006	1	1	1	100	1
VN191007	1	30	2	0	2
VN191008	1	31	1	20000	80
VN191009	1	30	2	0	80
VN191012	1	15	1	1500	80
VN191015	1	30	1	3000	1
VN191016	1	22	-77	-77	80
VN191018	1	8	-77	-77	1
VN191020	1	30	2	700	1
VN191022	1	25	1	3000	2
VN191023	1	30	2	5000	1
VN191026	1	30	3	50	1
VN191027	1	30	1	1500	1
VN191029	1	31	1	7000	80
VN191030	1	31	2	5000	2
VN191033	1	8	1	0	2
VN191035	1	23	3	500	80
VN191036	1	23	1	100000	2
VN191037	1	15	1	500	80
VN191039	1	15	5	300	2
VN191041	1	30	1	5000	1
VN191044	1	1	3	20	2
VN191045	1	30	3	300	2
VN191049	1	23	1	1500	3
VN191057	1	26	1	5000	1
VN191070	1	23	5	100	2
VN201003	1	23	-77	300	2
VN201005	1	21	1	200	3
VN201006	1	9	5	1000	2
VN201008	1	26	1	0	90
VN201008	2	24	1	0	90
VN201011	1	23	-77	100	2
VN201013	1	23	-77	-77	2
VN201014	1	13	3	0	1
VN201016	1	1	-77	50	1
VN201016	2	5	1	100	1
VN201016	3	8	-77	200	1
VN201017	1	23	1	50	2
VN201024	1	31	1	600	2
VN201024	2	30	1	200	2
VN201024	3	30	50	150	2
VN201025	1	23	-77	390	2
VN201030	1	30	-77	3000	1
VN201034	1	25	1	5000	2
VN201034	2	30	1	3000	2
VN201037	1	25	1	8000	2
VN201039	1	13	4	14000	1
VN201042	1	25	1	6000	1
VN201046	1	25	1	50	1
VN201049	1	21	3	1500	2
VN201052	1	23	1	50	2
VN201054	1	21	3	1500	2
VN201054	2	21	1	200	2
VN201054	3	21	3	1000	2
VN201056	1	13	4	700	2
VN201056	2	13	20	2000	2
VN201059	1	30	3	500	1
VN201065	1	25	2	190000	3
VN201071	1	23	-77	300	2
VN201073	1	30	10	-77	77
VN201074	1	31	1	75	1
VN201082	1	23	3	150	80
VN201086	1	15	6	6000	80
VN201086	2	24	1	0	90
VN201104	1	23	-77	-77	1
