CHILDID	GRPID	GROUP	IDGRP	YEARMEM	BENGRP1	BENGRP2	FRQATTEN	LEADMEM	YEARLEAD	PAREPOST	WHYJOIN	INFLNCE
VN111036	1	28	1	1995	8	2	4	0	-88	88	88	88
VN111036	2	23	3	1999	5	8	4	0	-88	88	88	88
VN111038	1	23	2	2003	6	88	4	0	-88	88	88	88
VN111039	1	28	1	2004	8	7	4	0	-88	88	88	88
VN111039	2	23	2	1988	8	2	4	0	-88	88	88	88
VN111040	1	24	1	2002	3	88	5	0	-88	88	88	88
VN111041	1	24	1	2001	8	3	4	0	-88	88	88	88
VN111042	1	23	2	1997	8	88	4	0	-88	88	88	88
VN111043	1	24	1	2005	8	88	4	0	-88	88	88	88
VN111043	2	23	2	2005	8	88	4	0	-88	88	88	88
VN111044	1	23	2	2000	3	88	3	0	-88	88	88	88
VN111045	1	23	2	1989	3	2	4	0	-88	88	88	88
VN111045	2	24	2	1989	3	2	4	0	-88	88	88	88
VN111045	3	6	1	1990	6	88	4	0	-88	88	88	88
VN111047	1	23	1	2002	6	4	3	0	-88	88	88	88
VN111047	2	16	3	2001	11	88	3	0	-88	88	88	88
VN111047	3	16	4	2001	11	88	3	0	-88	88	88	88
VN111047	4	16	5	2001	11	88	3	0	-88	88	88	88
VN111050	1	23	2	1998	3	88	3	0	-88	88	88	88
VN111050	2	24	80	1998	3	88	5	0	-88	88	88	88
VN111057	1	23	2	1993	4	88	4	0	-88	88	88	88
VN111057	2	24	1	1993	6	88	5	0	-88	88	88	88
VN111065	1	23	2	1996	7	99	4	0	-88	88	88	88
VN111065	2	5	1	1998	99	88	4	0	-88	88	88	88
VN111069	1	23	2	1993	4	6	4	0	-88	88	88	88
VN111069	2	24	3	1993	4	6	5	0	-88	88	88	88
VN111086	1	24	1	1999	3	5	5	0	-88	88	88	88
VN111109	1	23	2	2004	3	8	3	0	-88	88	88	88
VN111109	2	24	1	1994	3	8	5	0	-88	88	88	88
VN111111	1	23	2	2000	6	7	4	0	-88	88	88	88
VN121001	1	23	2	2001	3	8	3	0	-88	88	88	88
VN121001	2	24	1	1996	8	88	5	0	-88	88	88	88
VN121001	3	28	1	2002	8	88	3	0	-88	88	88	88
VN121002	1	24	1	2002	3	8	4	0	-88	88	88	88
VN121002	2	23	2	2000	3	8	4	0	-88	88	88	88
VN121003	1	23	2	2000	7	6	4	0	-88	88	88	88
VN121004	1	23	1	2001	8	88	3	0	-88	88	88	88
VN121005	1	23	3	1992	3	8	3	0	-88	88	88	88
VN121005	2	24	2	1991	8	88	5	0	-88	88	88	88
VN121006	1	23	1	2003	7	6	4	0	-88	88	88	88
VN121006	2	24	1	1996	7	3	4	0	-88	88	88	88
VN121007	1	23	1	1994	3	8	6	0	-88	88	88	88
VN121007	2	24	2	2003	3	8	6	0	-88	88	88	88
VN121009	1	24	1	1997	2	8	4	0	-88	88	88	88
VN121009	2	23	2	1993	2	8	4	0	-88	88	88	88
VN121009	3	16	3	2004	2	7	4	0	-88	88	88	88
VN121009	4	16	4	2005	2	7	4	0	-88	88	88	88
VN121011	1	23	4	2001	6	88	4	0	-88	88	88	88
VN121011	2	24	3	2004	1	88	5	0	-88	88	88	88
VN121012	1	28	2	2004	7	5	4	0	-88	88	88	88
VN121013	1	24	1	2000	3	8	4	0	-88	88	88	88
VN121013	2	23	2	1990	8	88	4	0	-88	88	88	88
VN121013	3	28	18	2002	8	8	4	0	-88	88	88	88
VN121014	1	24	1	2002	3	2	4	0	-88	88	88	88
VN121014	2	23	2	1987	3	2	4	0	-88	88	88	88
VN121019	1	24	3	2005	3	1	4	0	-88	88	88	88
VN121019	2	23	4	2001	8	2	4	0	-88	88	88	88
VN121020	1	23	2	1992	8	88	3	0	-88	88	88	88
VN121021	1	24	80	2006	8	88	2	0	-88	88	88	88
VN121022	1	23	3	2001	8	88	3	1	2001	0	15	3
VN121022	2	24	2	2000	8	88	3	0	-88	88	88	88
VN121022	3	16	5	2002	8	88	3	1	2005	0	15	3
VN121022	4	16	6	2005	8	88	3	0	-88	88	88	88
VN121023	1	23	2	1990	8	88	3	0	-88	88	88	88
VN121023	2	24	1	2002	8	88	4	0	-88	88	88	88
VN121025	1	23	2	1994	7	6	4	0	-88	88	88	88
VN121025	2	24	2	2002	7	5	4	0	-88	88	88	88
VN121031	1	23	2	1986	8	5	3	0	-88	88	88	88
VN121031	2	24	1	2002	8	88	5	1	2003	0	16	3
VN121032	1	24	1	2006	8	88	4	0	-88	88	88	88
VN121032	2	23	2	2000	3	8	4	0	-88	88	88	88
VN121034	1	24	1	2003	8	2	4	0	-88	88	88	88
VN121034	2	23	2	1993	3	2	4	1	2006	0	2	2
VN121035	1	23	2	1991	6	7	4	0	-88	88	88	88
VN121035	2	24	2	2000	5	7	4	0	-88	88	88	88
VN121036	1	23	2	2000	4	8	3	0	-88	88	88	88
VN121036	2	24	1	2003	4	8	5	0	-88	88	88	88
VN121037	1	23	2	1994	8	4	3	0	-88	88	88	88
VN121038	1	23	2	2001	8	88	4	0	-88	88	88	88
VN121039	1	23	1	2004	4	5	4	0	-88	88	88	88
VN121040	1	23	2	1996	8	3	4	0	-88	88	88	88
VN121040	2	24	1	2001	8	3	5	0	-88	88	88	88
VN121041	1	23	3	1996	8	88	4	0	-88	88	88	88
VN121042	1	24	2	2001	2	3	4	0	-88	88	88	88
VN121042	2	23	3	2002	3	4	4	0	-88	88	88	88
VN121043	1	28	1	2003	8	88	5	0	-88	88	88	88
VN121043	2	16	3	2003	8	88	3	0	-88	88	88	88
VN121043	3	16	4	2003	8	88	3	0	-88	88	88	88
VN121043	4	16	5	2003	8	88	3	0	-88	88	88	88
VN121044	1	24	1	2004	5	4	4	0	-88	88	88	88
VN121044	2	23	2	2001	7	4	4	0	-88	88	88	88
VN121045	1	23	3	2003	4	5	4	0	-88	88	88	88
VN121047	1	24	1	2000	3	8	4	0	-88	88	88	88
VN121047	2	23	2	2000	3	8	4	0	-88	88	88	88
VN121048	1	24	1	2001	7	6	4	0	-88	88	88	88
VN121048	2	23	2	2001	6	7	4	0	-88	88	88	88
VN121049	1	24	1	2003	8	88	4	0	-88	88	88	88
VN121050	1	24	1	2004	8	2	4	0	-88	88	88	88
VN121050	2	23	2	1997	3	2	4	0	-88	88	88	88
VN121057	1	23	1	1996	8	6	2	1	2002	0	15	3
VN121061	1	28	2	1987	7	88	2	1	1995	0	6	99
VN121063	1	23	3	1995	7	3	4	0	-88	88	88	88
VN121063	2	24	2	2003	7	5	4	0	-88	88	88	88
VN121063	3	28	1	2004	7	6	4	0	-88	88	88	88
VN121088	1	23	2	2006	8	4	4	0	-88	88	88	88
VN121088	2	28	1	1996	6	8	2	0	-88	88	88	88
VN121094	1	24	1	2003	3	8	4	0	-88	88	88	88
VN121094	2	23	2	2001	8	88	4	0	-88	88	88	88
VN121109	1	24	1	2001	4	5	4	0	-88	88	88	88
VN121109	2	23	1	2003	4	7	4	0	-88	88	88	88
VN121124	1	23	3	2004	3	4	4	0	-88	88	88	88
VN121126	1	28	3	2004	8	88	3	1	2004	0	15	3
VN131001	1	23	2	1988	4	7	6	0	-88	88	88	88
VN131001	2	16	3	2003	7	88	5	0	-88	88	88	88
VN131002	1	23	2	1988	2	4	5	0	-88	88	88	88
VN131002	2	24	1	2002	4	88	4	0	-88	88	88	88
VN131002	3	16	3	2004	8	88	3	0	-88	88	88	88
VN131003	1	23	2	1993	2	4	99	99	-99	99	99	99
VN131003	2	28	1	1993	8	88	99	99	-99	99	99	99
VN131003	3	28	1	1993	8	88	99	99	-99	99	99	99
VN131004	1	28	1	1994	7	88	5	0	-88	88	88	88
VN131004	2	28	1	2000	7	88	5	0	-88	88	88	88
VN131004	3	23	2	1983	4	7	4	0	-88	88	88	88
VN131004	4	16	3	2003	7	88	3	1	2003	0	9	3
VN131004	5	16	4	2004	7	88	3	0	-88	88	88	88
VN131004	6	28	18	-77	88	88	3	0	-88	88	88	88
VN131005	1	6	1	2002	7	88	4	0	-88	88	88	88
VN131005	2	23	2	1992	4	6	4	0	-88	88	88	88
VN131006	1	6	1	2000	5	6	5	0	-88	88	88	88
VN131006	2	6	2	2002	5	6	5	0	-88	88	88	88
VN131006	3	23	2	1989	3	5	4	0	-88	88	88	88
VN131006	4	24	1	2005	3	5	4	0	-88	88	88	88
VN131007	1	28	1	2003	8	88	5	0	-88	88	88	88
VN131007	2	28	1	2000	8	88	5	0	-88	88	88	88
VN131007	3	28	1	2002	8	88	5	0	-88	88	88	88
VN131007	4	22	2	1990	11	88	5	0	-88	88	88	88
VN131008	1	23	2	-77	4	3	5	0	-88	88	88	88
VN131008	2	28	1	-77	7	88	4	0	-88	88	88	88
VN131008	3	16	3	2005	7	88	5	0	-88	88	88	88
VN131009	1	23	2	1998	7	4	5	0	-88	88	88	88
VN131010	1	23	2	1988	7	5	4	0	-88	88	88	88
VN131011	1	23	2	1985	3	5	5	0	-88	88	88	88
VN131011	2	28	1	-77	7	8	3	0	-88	88	88	88
VN131012	1	23	2	2000	6	5	2	1	2002	0	2	3
VN131012	2	28	2	2002	4	3	2	0	-88	88	88	88
VN131012	3	24	2	2000	4	3	4	0	-88	88	88	88
VN131012	4	24	1	2000	4	3	4	0	-88	88	88	88
VN131013	1	23	2	1998	4	3	4	0	-88	88	88	88
VN131013	2	24	1	2003	4	5	4	0	-88	88	88	88
VN131013	3	28	1	2001	4	7	5	0	-88	88	88	88
VN131014	1	23	4	1987	4	5	5	0	-88	88	88	88
VN131017	1	23	2	1991	7	4	4	0	-88	88	88	88
VN131017	2	24	1	2005	4	5	5	0	-88	88	88	88
VN131017	3	7	2	1988	4	5	3	0	-88	88	88	88
VN131019	1	28	1	2004	7	88	4	0	-88	88	88	88
VN131019	2	23	2	1990	4	88	5	0	-88	88	88	88
VN131020	1	23	2	1990	7	88	4	0	-88	88	88	88
VN131020	2	28	1	2000	7	5	5	0	-88	88	88	88
VN131021	1	28	1	2001	5	7	5	0	-88	88	88	88
VN131021	2	23	2	2001	7	4	5	0	-88	88	88	88
VN131022	1	23	4	1990	4	88	6	0	-88	88	88	88
VN131022	2	28	2	1990	7	88	4	0	-88	88	88	88
VN131022	3	28	1	1992	7	88	4	0	-88	88	88	88
VN131023	1	23	3	1986	7	88	5	0	-88	88	88	88
VN131024	1	23	3	1993	7	4	4	0	-88	88	88	88
VN131024	2	28	2	1990	7	6	5	0	-88	88	88	88
VN131025	1	28	2	1995	7	8	5	0	-88	88	88	88
VN131025	2	6	3	2000	5	7	5	0	-88	88	88	88
VN131025	3	6	4	2000	5	7	5	0	-88	88	88	88
VN131025	4	23	4	1994	4	6	5	0	-88	88	88	88
VN131026	1	28	2	1996	8	88	5	1	2006	0	3	3
VN131027	1	28	1	1980	4	7	6	0	-88	88	88	88
VN131027	2	23	3	1982	4	5	4	0	-88	88	88	88
VN131028	1	23	2	1993	4	3	4	0	-88	88	88	88
VN131028	2	28	1	1985	7	88	4	0	-88	88	88	88
VN131028	3	8	1	2002	7	88	3	0	-88	88	88	88
VN131030	1	6	1	2002	7	88	4	0	-88	88	88	88
VN131030	2	24	1	1994	4	3	4	0	-88	88	88	88
VN131030	3	23	2	1976	4	5	4	0	-88	88	88	88
VN131030	4	16	4	2002	7	88	5	0	-88	88	88	88
VN131030	5	16	5	2004	7	88	5	0	-88	88	88	88
VN131031	1	28	1	-77	7	6	5	0	-88	88	88	88
VN131031	2	28	2	2000	6	5	5	0	-88	88	88	88
VN131031	3	23	3	1986	3	4	4	0	-88	88	88	88
VN131031	4	24	2	1996	4	6	4	0	-88	88	88	88
VN131033	1	24	1	2004	88	88	77	0	-88	88	88	88
VN131033	2	23	2	1992	3	88	77	0	-88	88	88	88
VN131036	1	23	2	1994	4	7	6	0	-88	88	88	88
VN131036	2	28	2	1994	5	11	4	0	-88	88	88	88
VN131037	1	23	2	1988	4	3	3	1	2001	0	6	3
VN131037	2	24	2	1991	4	3	5	0	-88	88	88	88
VN131037	3	28	1	2000	7	88	5	0	-88	88	88	88
VN131037	4	23	1	1993	4	3	6	0	-88	88	88	88
VN131037	5	16	3	2006	7	88	5	0	-88	88	88	88
VN131038	1	24	1	2002	4	7	4	0	-88	88	88	88
VN131038	2	28	1	2000	7	88	5	0	-88	88	88	88
VN131038	3	23	2	1991	4	7	3	1	2006	0	9	77
VN131038	4	16	3	2006	7	88	4	0	-88	88	88	88
VN131039	1	28	1	1988	7	88	5	0	-88	88	88	88
VN131039	2	24	2	2000	4	3	2	0	-88	88	88	88
VN131039	3	23	3	2000	4	7	4	0	-88	88	88	88
VN131040	1	6	1	1994	5	7	4	0	-88	88	88	88
VN131040	2	23	2	1994	4	3	5	0	-88	88	88	88
VN131041	1	23	2	1991	3	4	4	0	-88	88	88	88
VN131041	2	24	1	1992	4	5	5	0	-88	88	88	88
VN131041	3	28	1	2003	6	7	5	0	-88	88	88	88
VN131042	1	24	1	-77	4	88	5	0	-88	88	88	88
VN131042	2	28	1	1986	7	88	5	0	-88	88	88	88
VN131042	3	23	2	1987	4	7	5	0	-88	88	88	88
VN131042	4	16	3	2004	7	88	5	0	-88	88	88	88
VN131042	5	16	4	2006	7	88	5	0	-88	88	88	88
VN131043	1	23	2	1991	7	88	6	0	-88	88	88	88
VN131045	1	23	2	1990	4	7	4	0	-88	88	88	88
VN131045	2	24	2	-77	4	7	4	0	-88	88	88	88
VN131045	3	24	1	-77	4	7	4	0	-88	88	88	88
VN131045	4	28	4	1982	7	88	3	0	-88	88	88	88
VN131045	5	28	4	1982	7	8	3	0	-88	88	88	88
VN131046	1	23	2	1991	5	4	5	0	-88	88	88	88
VN131046	2	24	1	1996	4	5	4	0	-88	88	88	88
VN131047	1	24	2	2006	5	4	4	0	-88	88	88	88
VN131047	2	28	2	1997	7	88	5	0	-88	88	88	88
VN131047	3	23	1	1990	4	88	5	0	-88	88	88	88
VN131047	4	16	3	2004	7	4	4	0	-88	88	88	88
VN131047	5	16	4	2005	7	4	4	0	-88	88	88	88
VN131048	1	23	1	1990	4	7	4	0	-88	88	88	88
VN131049	1	6	1	2000	7	88	5	0	-88	88	88	88
VN131049	2	23	2	1989	4	3	4	0	-88	88	88	88
VN131049	3	16	3	2005	4	7	4	0	-88	88	88	88
VN131050	1	24	1	2000	5	4	4	0	-88	88	88	88
VN131050	2	28	1	2001	6	7	5	0	-88	88	88	88
VN131050	3	23	2	1990	7	4	5	0	-88	88	88	88
VN131051	1	23	2	1988	7	88	5	0	-88	88	88	88
VN131051	2	16	3	2005	7	88	5	0	-88	88	88	88
VN131052	1	23	3	1990	5	7	5	0	-88	88	88	88
VN131052	2	24	2	2000	4	5	5	0	-88	88	88	88
VN131052	3	24	1	1999	4	5	5	0	-88	88	88	88
VN131052	4	28	2	1991	6	5	5	0	-88	88	88	88
VN131053	1	24	1	2000	4	5	5	0	-88	88	88	88
VN131053	2	28	1	1995	6	7	5	0	-88	88	88	88
VN131053	3	23	2	1995	3	4	4	0	-88	88	88	88
VN131054	1	23	3	1992	8	88	4	0	-88	88	88	88
VN131054	2	24	2	1986	8	88	6	0	-88	88	88	88
VN131054	3	28	1	1995	8	88	5	0	-88	88	88	88
VN131055	1	23	2	1991	4	5	5	0	-88	88	88	88
VN131056	1	16	3	2004	4	88	5	0	-88	88	88	88
VN131058	1	6	1	2002	7	5	4	0	-88	88	88	88
VN131058	2	23	1	1989	4	7	6	0	-88	88	88	88
VN141001	1	28	1	2005	7	88	5	0	-88	88	88	88
VN141001	2	24	2	1992	4	7	4	0	-88	88	88	88
VN141001	3	16	3	2005	7	88	4	0	-88	88	88	88
VN141002	1	24	1	2006	4	7	4	0	-88	88	88	88
VN141002	2	23	2	2001	4	7	4	0	-88	88	88	88
VN141002	3	16	4	2005	6	5	3	0	-88	88	88	88
VN141003	1	28	1	1980	8	88	5	0	-88	88	88	88
VN141003	2	28	6	1980	8	88	5	0	-88	88	88	88
VN141003	3	24	2	1981	88	88	6	0	-88	88	88	88
VN141003	4	28	2	1996	7	88	5	0	-88	88	88	88
VN141003	5	23	3	1984	7	88	88	0	-88	88	88	88
VN141003	6	16	4	2002	7	88	4	0	-88	88	88	88
VN141004	1	23	2	1993	4	7	6	0	-88	88	88	88
VN141004	2	6	2	2005	5	7	3	1	2005	0	6	2
VN141004	3	28	1	-77	7	88	5	0	-88	88	88	88
VN141004	4	6	1	2005	5	7	5	0	-88	88	88	88
VN141005	1	28	1	2000	7	88	5	0	-88	88	88	88
VN141005	2	24	2	1998	4	6	4	0	-88	88	88	88
VN141005	3	23	3	1990	4	88	5	0	-88	88	88	88
VN141006	1	23	2	1993	5	5	4	0	-88	88	88	88
VN141006	2	6	2	2002	8	7	6	0	-88	88	88	88
VN141007	1	23	2	1989	5	8	4	0	-88	88	88	88
VN141007	2	24	1	2003	4	2	4	0	-88	88	88	88
VN141008	1	23	2	2004	8	4	4	0	-88	88	88	88
VN141009	1	28	1	1990	8	88	4	0	-88	88	88	88
VN141009	2	5	2	1994	4	5	6	0	-88	88	88	88
VN141009	3	23	3	1990	4	3	4	0	-88	88	88	88
VN141010	1	23	2	2001	8	4	4	0	-88	88	88	88
VN141011	2	24	2	1999	4	7	4	0	-88	88	88	88
VN141012	1	23	2	1987	4	3	4	0	-88	88	88	88
VN141013	1	24	1	2005	3	8	5	0	-88	88	88	88
VN141013	2	16	3	2003	7	88	5	0	-88	88	88	88
VN141014	1	23	2	1990	5	7	4	0	-88	88	88	88
VN141014	2	24	1	1992	4	5	4	0	-88	88	88	88
VN141015	1	2	77	2006	2	88	2	0	-88	88	88	88
VN141016	1	23	3	1986	7	88	4	0	-88	88	88	88
VN141016	2	28	1	1990	7	88	4	0	-88	88	88	88
VN141017	1	23	2	1986	5	7	4	0	-88	88	88	88
VN141017	2	24	1	2004	4	5	4	1	2004	0	9	2
VN141018	1	23	1	1971	4	5	4	0	-88	88	88	88
VN141018	2	28	1	2005	7	4	5	0	-88	88	88	88
VN141018	3	24	2	2002	4	5	4	0	-88	88	88	88
VN141018	4	23	3	1993	3	5	4	0	-88	88	88	88
VN141019	1	23	2	1983	7	5	4	0	-88	88	88	88
VN141019	2	23	3	2005	7	88	4	0	-88	88	88	88
VN141020	1	23	2	1993	4	88	5	0	-88	88	88	88
VN141025	1	24	1	2006	6	3	4	0	-88	88	88	88
VN141025	2	23	2	1990	4	3	4	0	-88	88	88	88
VN141026	1	23	2	1978	8	88	5	0	-88	88	88	88
VN141026	2	28	3	1990	7	4	2	0	-88	88	88	88
VN141026	3	28	2	1989	8	88	2	0	-88	88	88	88
VN141027	1	23	2	2000	3	4	4	0	-88	88	88	88
VN141028	1	24	1	2002	4	3	4	0	-88	88	88	88
VN141028	2	23	2	1987	4	3	4	0	-88	88	88	88
VN141029	1	24	1	2003	8	2	3	1	2004	0	7	2
VN141029	2	23	2	1998	8	2	4	0	-88	88	88	88
VN141030	1	24	1	1999	4	3	5	0	-88	88	88	88
VN141030	2	23	2	1993	4	3	5	0	-88	88	88	88
VN141031	1	28	1	1997	8	88	3	0	-88	88	88	88
VN141031	2	24	2	2004	2	88	4	0	-88	88	88	88
VN141031	3	23	3	1996	2	88	4	0	-88	88	88	88
VN141032	1	23	2	1990	4	7	4	0	-88	88	88	88
VN141032	2	28	1	1989	7	88	5	0	-88	88	88	88
VN141032	3	28	1	2002	7	88	5	0	-88	88	88	88
VN141033	1	16	3	2005	4	88	3	0	-88	88	88	88
VN141033	2	16	4	2003	4	88	3	0	-88	88	88	88
VN141034	1	24	2	2005	4	3	4	0	-88	88	88	88
VN141034	2	28	2	2000	5	7	5	0	-88	88	88	88
VN141034	3	16	4	2005	7	88	4	0	-88	88	88	88
VN141036	1	23	2	1998	7	88	6	0	-88	88	88	88
VN141037	1	23	4	1992	4	5	3	0	-88	88	88	88
VN141037	2	28	1	1989	7	88	5	0	-88	88	88	88
VN141037	3	28	2	1988	7	88	5	0	-88	88	88	88
VN141039	1	23	2	1994	7	5	4	0	-88	88	88	88
VN141039	2	24	1	1994	7	4	3	0	-88	88	88	88
VN141040	1	23	2	1986	4	88	4	0	-88	88	88	88
VN141041	1	23	1	1994	5	3	2	0	-88	88	88	88
VN141041	2	16	2	2005	4	6	3	0	-88	88	88	88
VN141042	1	23	2	1992	7	4	4	0	-88	88	88	88
VN141042	2	24	1	2000	3	5	4	0	-88	88	88	88
VN141043	1	28	1	1990	7	88	5	0	-88	88	88	88
VN141043	2	23	3	1986	4	5	6	0	-88	88	88	88
VN141044	1	23	2	-77	3	4	6	0	-88	88	88	88
VN141045	1	23	2	1987	7	8	4	0	-88	88	88	88
VN141045	2	24	2	2001	3	4	4	0	-88	88	88	88
VN141045	3	28	1	1992	4	3	5	0	-88	88	88	88
VN141048	1	23	2	2001	3	4	4	0	-88	88	88	88
VN141048	2	16	3	2005	7	88	4	0	-88	88	88	88
VN141049	1	28	1	1992	5	88	4	0	-88	88	88	88
VN141049	2	23	2	1992	4	5	6	0	-88	88	88	88
VN141050	1	28	1	2003	7	88	5	0	-88	88	88	88
VN141050	2	23	2	1990	4	3	5	0	-88	88	88	88
VN141050	3	16	3	2006	7	88	5	0	-88	88	88	88
VN141051	1	23	5	1990	4	88	2	0	-88	88	88	88
VN141051	2	24	4	2005	4	5	5	0	-88	88	88	88
VN141051	3	28	4	2006	7	88	5	0	-88	88	88	88
VN141051	4	28	4	2000	5	7	5	0	-88	88	88	88
VN141051	5	16	6	2006	7	4	5	0	-88	88	88	88
VN141052	1	23	2	1989	5	4	5	0	-88	88	88	88
VN141052	2	16	3	2005	4	8	4	0	-88	88	88	88
VN141062	1	23	2	1994	4	5	4	0	-88	88	88	88
VN141062	2	24	1	2002	4	7	6	0	-88	88	88	88
VN141066	1	24	1	1995	4	2	5	0	-88	88	88	88
VN141066	2	16	3	2005	7	88	5	0	-88	88	88	88
VN141073	1	23	2	1993	4	3	4	0	-88	88	88	88
VN151002	1	11	18	2005	2	99	3	0	-88	88	88	88
VN151002	2	23	19	2000	6	99	3	0	-88	88	88	88
VN151003	1	23	1	1992	6	88	4	0	-88	88	88	88
VN151006	1	24	2	1992	2	8	5	0	-88	88	88	88
VN151006	2	23	2	1992	5	7	3	0	-88	88	88	88
VN151006	3	28	2	1995	6	88	4	0	-88	88	88	88
VN151007	1	23	2	1996	6	2	4	0	-88	88	88	88
VN151007	2	24	1	2001	6	88	4	0	-88	88	88	88
VN151007	3	18	1	2002	6	88	4	0	-88	88	88	88
VN151008	1	23	3	1997	7	8	6	0	-88	88	88	88
VN151008	2	28	2	1995	7	8	6	0	-88	88	88	88
VN151008	3	28	2	1995	7	8	6	0	-88	88	88	88
VN151011	1	23	2	2000	5	88	5	0	-88	88	88	88
VN151011	2	24	1	2000	4	88	5	0	-88	88	88	88
VN151011	3	28	1	1999	6	88	5	0	-88	88	88	88
VN151012	1	23	2	1988	7	8	6	0	-88	88	88	88
VN151012	2	24	1	2003	3	5	6	0	-88	88	88	88
VN151013	1	16	2	1986	4	6	5	0	-88	88	88	88
VN151013	2	17	1	-99	4	8	5	0	-88	88	88	88
VN151013	3	20	2	2003	4	2	5	0	-88	88	88	88
VN151014	1	24	1	2000	7	8	5	0	-88	88	88	88
VN151014	2	28	1	2005	7	8	5	0	-88	88	88	88
VN151014	3	23	2	2003	7	8	5	0	-88	88	88	88
VN151017	1	28	1	2004	8	88	5	0	-88	88	88	88
VN151017	2	23	2	1986	8	88	5	0	-88	88	88	88
VN151019	1	5	1	2001	6	99	5	0	-88	88	88	88
VN151019	2	23	2	2004	6	99	4	0	-88	88	88	88
VN151021	1	23	2	1992	7	11	5	0	-88	88	88	88
VN151023	1	23	2	1995	5	11	4	0	-88	88	88	88
VN151024	1	24	1	2004	6	88	5	0	-88	88	88	88
VN151024	2	23	2	1984	5	88	4	0	-88	88	88	88
VN151025	1	23	2	1991	7	8	5	0	-88	88	88	88
VN151025	2	24	1	1991	7	8	5	0	-88	88	88	88
VN151028	1	6	18	1999	7	88	5	0	-88	88	88	88
VN151028	2	24	19	1998	5	88	4	0	-88	88	88	88
VN151029	1	23	3	1999	7	8	5	0	-88	88	88	88
VN151029	2	28	1	1998	7	8	5	0	-88	88	88	88
VN151030	1	24	1	1998	7	8	5	0	-88	88	88	88
VN151030	2	23	2	1998	3	5	5	0	-88	88	88	88
VN151032	1	23	2	1993	7	8	5	0	-88	88	88	88
VN151032	2	24	1	2003	7	8	5	0	-88	88	88	88
VN151034	1	21	1	1980	6	99	4	1	1990	0	5	2
VN151034	2	5	2	1994	6	99	5	1	1994	1	6	3
VN151034	3	23	3	1980	4	99	4	0	-88	88	88	88
VN151034	4	24	3	2005	2	99	5	0	-88	88	88	88
VN151035	1	28	1	1996	5	88	5	0	-88	88	88	88
VN151035	2	23	2	1986	6	88	4	0	-88	88	88	88
VN151036	1	5	1	2000	2	88	5	0	-88	88	88	88
VN151036	2	5	2	2000	2	88	5	0	-88	88	88	88
VN151036	3	23	2	1996	5	88	4	0	-88	88	88	88
VN151037	1	23	2	2002	3	5	5	0	-88	88	88	88
VN151038	1	28	2	1989	6	7	4	0	-88	88	88	88
VN151039	1	22	1	1982	6	99	3	0	-88	88	88	88
VN151039	2	23	2	1989	4	99	4	0	-88	88	88	88
VN151040	1	23	2	2000	7	8	5	0	-88	88	88	88
VN151041	1	23	2	1993	7	8	5	0	-88	88	88	88
VN151042	1	24	1	1995	6	5	4	0	-88	88	88	88
VN151042	2	23	2	1984	6	7	4	0	-88	88	88	88
VN151042	3	28	1	1996	6	7	4	0	-88	88	88	88
VN151043	1	28	2	1990	6	7	4	0	-88	88	88	88
VN151044	1	28	20	1981	6	7	5	0	-88	88	88	88
VN151045	1	23	3	1985	3	8	5	0	-88	88	88	88
VN151045	2	24	3	1995	3	8	5	0	-88	88	88	88
VN151045	3	28	2	2002	3	8	5	0	-88	88	88	88
VN151046	1	23	2	1994	6	7	4	0	-88	88	88	88
VN151046	2	28	1	1984	6	7	4	0	-88	88	88	88
VN151046	3	28	2	2002	5	6	4	0	-88	88	88	88
VN151047	1	24	2	2000	6	88	4	0	-88	88	88	88
VN151047	2	23	3	1995	5	88	4	0	-88	88	88	88
VN151049	1	23	2	1996	7	8	5	0	-88	88	88	88
VN151049	2	24	1	2002	7	8	5	0	-88	88	88	88
VN151075	1	24	1	2003	6	99	5	0	-88	88	88	88
VN151075	2	23	2	1990	5	99	4	0	-88	88	88	88
VN151075	3	24	2	2003	6	99	5	0	-88	88	88	88
VN151079	1	23	1	1996	6	5	5	0	-88	88	88	88
VN151079	2	24	1	2002	6	4	5	0	-88	88	88	88
VN151081	1	23	1	1989	3	7	5	0	-88	88	88	88
VN151081	2	24	2	2000	7	8	5	0	-88	88	88	88
VN151082	1	28	4	-77	7	8	6	0	-88	88	88	88
VN161001	1	28	1	1998	7	11	1	0	-88	88	88	88
VN161002	1	23	2	2002	3	7	5	0	-88	88	88	88
VN161003	1	23	4	2002	6	7	4	0	-88	88	88	88
VN161004	1	23	2	2002	6	7	4	0	-88	88	88	88
VN161005	1	24	1	1996	6	7	4	0	-88	88	88	88
VN161005	2	23	2	1990	6	7	4	0	-88	88	88	88
VN161006	1	23	2	2003	7	6	4	0	-88	88	88	88
VN161007	1	23	3	2002	6	7	4	0	-88	88	88	88
VN161007	2	28	2	1996	6	7	4	0	-88	88	88	88
VN161008	1	28	1	-77	11	88	77	77	-88	88	88	88
VN161008	2	24	2	-77	5	6	4	0	-88	88	88	88
VN161009	1	28	1	1999	6	10	3	0	-88	88	88	88
VN161009	2	24	2	1995	5	3	2	0	-88	88	88	88
VN161010	1	23	2	1980	3	5	5	0	-88	88	88	88
VN161011	1	23	3	1998	5	6	4	0	-88	88	88	88
VN161012	1	23	2	2001	3	8	5	0	-88	88	88	88
VN161012	2	24	2	2006	7	8	5	0	-88	88	88	88
