CHILDID	ID	AGE	MEMSEX	RELATE	LIVHSE	GRADE	STILL	CHGRADE	CHSTILL	WHYNOT	AGEGRADE	AGESTSCH	HHSCHTYP	PERF	SCHOOLEN	DISAB	ACT1	MONTHS1	DAYS1	HOURS1	ACT2	MONTHS2	DAYS2	HOURS2	ACT3	MONTHS3	DAYS3	HOURS3	SLEEP	CHCARE	HHCHORE	NPAYWORK	PAYWORK	SCHOOL	STUDY	PLAY
VN041013	0	12	2	0	1	 	 	5	1	88	88	7	3	3	2	0	15	12	30	1	17	88	88	88	88	88	88	88	8	0	2	0	0	4	2	8
VN041013	1	50	1	1	1	0	0	 	 	 	 	 	 	 	 	0	11	12	30	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041013	2	51	2	1	1	0	0	 	 	 	 	 	 	 	 	0	11	12	30	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041013	3	21	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041014	0	12	1	0	1	 	 	6	1	88	88	6	3	1	2	0	15	12	28	2	88	88	88	88	88	88	88	88	9	1	1	0	0	5	2	6
VN041014	1	34	1	1	1	6	0	 	 	 	 	 	 	 	 	0	11	10	15	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041014	2	33	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041014	3	10	1	7	1	 	 	4	1	88	88	6	3	3	2	0	15	12	27	1	88	88	88	88	88	88	88	88	9	1	0	0	0	4	2	8
VN041015	0	12	2	0	1	 	 	7	1	88	88	5	3	2	2	0	15	12	27	1	17	88	88	88	88	88	88	88	9	0	1	1	0	5	2	6
VN041015	1	40	1	1	1	10	0	 	 	 	 	 	 	 	 	0	3	12	30	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041015	2	39	2	1	1	5	0	 	 	 	 	 	 	 	 	0	16	12	30	4	10	12	30	4	15	12	30	2	 	 	 	 	 	 	 	 
VN041015	3	18	1	7	1	12	1	 	 	 	 	 	 	 	 	0	16	12	20	2	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041015	4	15	2	7	1	 	 	10	1	88	88	6	3	3	2	0	16	12	4	2	17	88	88	88	88	88	88	88	9	0	2	3	0	5	3	2
VN041016	0	12	1	0	1	 	 	6	1	88	88	6	3	3	3	0	15	12	20	1	88	88	88	88	88	88	88	88	9	0	0	1	0	5	2	7
VN041016	1	39	1	1	1	12	0	 	 	 	 	 	 	 	 	0	13	12	26	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041016	2	36	2	1	1	10	0	 	 	 	 	 	 	 	 	0	10	9	26	8	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041016	3	4	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041017	0	11	1	0	1	 	 	5	1	88	88	6	3	3	3	0	15	12	30	2	88	88	88	88	88	88	88	88	9	0	1	0	0	5	2	7
VN041017	1	66	2	6	1	9	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041017	2	34	1	1	1	7	0	 	 	 	 	 	 	 	 	0	3	12	30	3	12	4	20	6	88	88	88	88	 	 	 	 	 	 	 	 
VN041017	3	34	2	1	1	4	0	 	 	 	 	 	 	 	 	0	9	12	30	3	15	12	30	1	88	88	88	88	 	 	 	 	 	 	 	 
VN041017	4	16	2	7	1	 	 	9	1	88	88	6	3	2	2	0	9	12	30	3	15	12	30	2	88	88	88	88	8	0	1	3	0	5	2	5
VN041019	0	12	1	0	1	 	 	6	1	88	88	6	3	2	2	0	15	9	20	2	88	88	88	88	88	88	88	88	9	0	2	0	0	4	0	9
VN041019	1	34	1	1	1	10	0	 	 	 	 	 	 	 	 	0	3	12	30	4	16	12	26	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041019	2	34	2	1	1	10	0	 	 	 	 	 	 	 	 	0	9	12	26	4	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041019	3	14	1	7	1	 	 	8	1	88	88	6	3	2	2	0	15	12	30	2	88	88	88	88	88	88	88	88	8	0	3	0	0	4	0	9
VN041020	0	11	2	0	1	 	 	5	1	88	88	6	5	2	2	0	15	12	29	2	17	88	88	88	88	88	88	88	9	0	2	0	0	4	2	7
VN041020	1	36	1	1	1	9	0	 	 	 	 	 	 	 	 	0	12	10	23	9	15	4	21	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041020	2	32	2	1	1	7	0	 	 	 	 	 	 	 	 	0	15	12	30	2	12	7	25	8	88	88	88	88	 	 	 	 	 	 	 	 
VN041020	3	10	2	7	1	 	 	4	1	88	88	6	5	2	2	0	15	10	25	2	17	88	88	88	88	88	88	88	10	0	2	0	0	4	2	6
VN041020	17	7	1	7	1	 	 	1	1	88	88	6	5	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	4	2	6
VN041021	0	12	1	0	1	 	 	6	1	88	88	6	3	3	3	0	15	12	30	1	88	88	88	88	88	88	88	88	6	1	1	0	0	4	2	10
VN041021	1	38	1	1	1	9	0	 	 	 	 	 	 	 	 	0	3	12	30	4	11	3	20	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041021	2	36	2	1	1	6	0	 	 	 	 	 	 	 	 	0	9	12	30	6	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041021	3	10	2	7	1	 	 	4	1	88	88	6	3	3	2	0	15	12	30	1	88	88	88	88	88	88	88	88	7	1	1	0	0	4	2	9
VN041021	17	6	2	7	1	 	 	0	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	8	0	0	0	0	4	1	11
VN041022	0	11	1	0	1	 	 	6	1	88	88	6	3	2	4	0	16	12	8	1	88	88	88	88	88	88	88	88	9	0	1	1	0	4	4	5
VN041022	1	41	2	1	1	5	0	 	 	 	 	 	 	 	 	0	16	12	20	6	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041022	2	41	1	1	1	8	0	 	 	 	 	 	 	 	 	0	11	12	20	6	3	8	15	1	88	88	88	88	 	 	 	 	 	 	 	 
VN041022	3	18	1	7	1	14	1	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041022	4	15	1	7	1	 	 	10	1	88	88	6	3	3	3	0	16	12	10	2	88	88	88	88	88	88	88	88	9	0	1	1	0	5	4	4
VN041023	0	11	1	0	1	 	 	6	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	3	7
VN041023	1	46	1	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	30	6	15	12	20	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041023	2	44	2	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	30	9	15	12	29	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041023	3	9	2	7	1	 	 	3	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	2	8
VN041023	4	65	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041023	5	20	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041023	6	19	2	7	1	12	1	 	 	 	 	 	 	 	 	0	15	12	28	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041023	7	2	1	15	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041024	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	10	12	15	2	17	88	88	88	88	88	88	88	8	0	0	2	0	5	2	7
VN041024	1	35	1	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	30	4	3	10	30	1	88	88	88	88	 	 	 	 	 	 	 	 
VN041024	2	34	2	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	30	6	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041024	3	14	1	7	1	 	 	8	1	88	88	6	3	2	2	0	10	12	20	3	17	88	88	88	88	88	88	88	8	0	1	2	0	5	3	5
VN041024	17	7	2	7	1	 	 	0	1	88	88	6	3	1	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	2	9
VN041025	0	11	2	0	1	 	 	6	1	88	88	6	3	3	3	0	17	88	88	88	88	88	88	88	88	88	88	88	7	0	1	0	0	4	2	10
VN041025	1	44	1	1	1	7	0	 	 	 	 	 	 	 	 	0	3	12	30	3	11	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041025	2	42	2	1	1	5	0	 	 	 	 	 	 	 	 	0	11	12	30	5	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041025	3	19	2	7	1	12	0	 	 	 	 	 	 	 	 	0	11	12	30	3	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041025	4	17	2	7	1	 	 	9	1	88	88	7	3	3	3	0	15	12	30	2	88	88	88	88	88	88	88	88	6	0	2	0	0	5	2	9
VN041026	0	11	1	0	1	 	 	6	1	88	88	6	3	2	3	0	15	12	30	2	88	88	88	88	88	88	88	88	8	0	1	0	0	4	3	8
VN041026	1	38	1	1	1	5	0	 	 	 	 	 	 	 	 	0	9	12	15	8	3	12	20	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041026	2	31	2	1	1	7	0	 	 	 	 	 	 	 	 	0	9	12	30	4	15	12	25	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041026	3	13	1	7	1	 	 	7	1	88	88	6	3	2	3	0	15	12	30	3	88	88	88	88	88	88	88	88	8	0	2	0	0	5	3	6
VN041027	0	12	2	0	1	 	 	5	1	88	88	6	3	3	3	0	15	12	30	2	88	88	88	88	88	88	88	88	9	0	2	0	0	5	1	7
VN041027	1	39	1	1	1	3	0	 	 	 	 	 	 	 	 	0	3	12	30	3	11	4	20	8	88	88	88	88	 	 	 	 	 	 	 	 
VN041027	2	42	2	1	1	3	0	 	 	 	 	 	 	 	 	0	3	12	30	1	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041027	3	19	2	7	1	12	0	 	 	 	 	 	 	 	 	0	3	12	30	1	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041027	4	15	2	7	1	 	 	9	1	88	88	6	3	2	1	0	17	88	88	88	88	88	88	88	88	88	88	88	8	0	0	0	0	5	3	8
VN041027	5	14	1	7	1	 	 	8	1	88	88	6	3	4	3	0	15	12	30	1	88	88	88	88	88	88	88	88	9	0	1	0	0	5	2	7
VN041028	0	12	2	0	1	 	 	6	0	31	11	6	 	 	 	0	15	12	15	2	88	88	88	88	88	88	88	88	9	0	2	0	0	0	0	13
VN041028	1	42	1	1	1	10	0	 	 	 	 	 	 	 	 	0	12	7	25	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041028	2	41	2	1	1	6	0	 	 	 	 	 	 	 	 	0	12	2	10	3	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041028	3	17	1	7	1	 	 	5	0	5	10	6	 	 	 	0	12	7	15	9	15	2	5	2	88	88	88	88	6	0	2	0	8	0	0	8
VN041028	4	16	2	7	1	 	 	5	0	31	10	6	 	 	 	0	12	3	30	8	9	12	25	5	88	88	88	88	7	0	2	6	8	0	0	1
VN041030	0	11	2	0	1	 	 	4	1	88	88	6	3	2	2	0	15	11	26	2	88	88	88	88	88	88	88	88	9	0	1	0	0	4	2	8
VN041030	1	34	1	1	1	5	0	 	 	 	 	 	 	 	 	0	11	10	24	12	15	1	9	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041030	2	33	2	1	1	6	0	 	 	 	 	 	 	 	 	0	9	4	16	4	15	8	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041030	3	13	2	7	1	 	 	7	1	88	88	6	3	2	2	0	15	12	28	3	88	88	88	88	88	88	88	88	8	0	3	0	0	5	2	6
VN041031	0	12	2	0	1	 	 	6	1	88	88	5	3	2	3	0	15	12	20	2	88	88	88	88	88	88	88	88	9	1	1	0	0	4	3	6
VN041031	1	56	2	6	1	0	0	 	 	 	 	 	 	 	 	0	15	12	30	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041031	2	36	1	1	1	6	0	 	 	 	 	 	 	 	 	0	11	12	20	13	15	12	10	1	88	88	88	88	 	 	 	 	 	 	 	 
VN041031	3	32	2	1	1	7	0	 	 	 	 	 	 	 	 	0	12	8	15	5	15	4	30	5	88	88	88	88	 	 	 	 	 	 	 	 
VN041031	17	7	1	7	1	 	 	1	1	88	88	6	3	1	3	0	15	12	25	2	88	88	88	88	88	88	88	88	10	2	0	0	0	4	2	6
VN041031	18	3	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041032	0	11	1	0	1	 	 	6	1	88	88	6	3	3	2	0	11	11	5	3	88	88	88	88	88	88	88	88	9	0	0	0	0	4	2	9
VN041032	1	36	1	1	1	3	0	 	 	 	 	 	 	 	 	0	11	12	20	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041032	2	33	2	1	1	7	0	 	 	 	 	 	 	 	 	0	15	12	30	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041032	3	14	2	7	1	 	 	5	0	8	12	6	 	 	 	0	15	12	30	6	17	88	88	88	88	88	88	88	10	5	1	0	0	0	0	8
VN041032	4	9	2	7	1	 	 	2	1	88	88	6	3	2	2	0	15	12	30	3	17	88	88	88	88	88	88	88	9	3	0	0	0	4	2	6
VN041032	5	2	2	7	1	 	 	 	 	 	 	 	 	 	 	0	99	99	99	99	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041034	0	11	1	0	1	 	 	5	1	88	88	6	3	2	2	0	15	6	14	1	17	88	88	88	88	88	88	88	8	2	1	0	0	4	2	7
VN041034	1	46	1	1	1	12	0	 	 	 	 	 	 	 	 	0	3	4	20	10	16	6	18	4	17	88	88	88	 	 	 	 	 	 	 	 
VN041034	2	42	2	1	1	2	0	 	 	 	 	 	 	 	 	0	15	12	30	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041034	3	20	2	7	1	5	0	 	 	 	 	 	 	 	 	3	15	11	16	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041034	4	18	1	7	1	9	0	 	 	 	 	 	 	 	 	0	3	6	26	11	15	5	10	1	17	88	88	88	 	 	 	 	 	 	 	 
VN041034	5	16	2	7	1	 	 	10	1	88	88	6	3	2	2	0	12	3	25	6	15	4	15	2	88	88	88	88	9	3	2	0	0	5	2	3
VN041034	6	14	1	7	1	 	 	8	1	88	88	6	3	2	2	0	15	8	26	3	17	88	88	88	88	88	88	88	9	2	2	0	0	5	2	4
VN041036	0	11	1	0	1	 	 	5	1	88	88	6	3	3	2	0	15	12	20	2	17	88	88	88	88	88	88	88	8	0	2	0	0	4	2	8
VN041036	1	38	1	1	1	6	0	 	 	 	 	 	 	 	 	0	10	10	10	12	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041036	2	37	2	1	1	5	0	 	 	 	 	 	 	 	 	0	10	10	10	12	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041036	3	14	2	7	1	 	 	8	1	88	88	6	3	2	2	0	10	10	10	3	15	12	30	2	17	88	88	88	8	0	2	3	0	4	3	4
VN041037	0	12	1	0	1	 	 	6	1	88	88	6	3	2	2	0	9	3	25	6	15	9	20	2	88	88	88	88	10	0	1	2	0	4	2	5
VN041037	1	36	1	1	1	5	0	 	 	 	 	 	 	 	 	0	11	10	26	10	15	2	10	1	88	88	88	88	 	 	 	 	 	 	 	 
VN041037	2	32	2	1	1	5	0	 	 	 	 	 	 	 	 	0	9	6	26	8	15	6	28	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041037	3	11	2	7	1	 	 	5	1	88	88	6	3	3	2	0	15	11	28	2	88	88	88	88	88	88	88	88	11	0	2	0	0	4	2	5
VN041037	17	6	1	7	1	 	 	1	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	4	1	7
VN041038	0	12	1	0	1	 	 	8	1	88	88	5	3	2	2	0	15	12	10	1	11	3	5	12	88	88	88	88	8	0	1	0	0	5	3	7
VN041038	1	43	2	1	1	28	0	 	 	 	 	 	 	 	 	0	11	6	20	12	12	6	17	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041038	2	39	1	1	1	28	0	 	 	 	 	 	 	 	 	0	12	4	15	10	15	12	30	5	88	88	88	88	 	 	 	 	 	 	 	 
VN041038	3	20	1	7	1	5	0	 	 	 	 	 	 	 	 	0	11	6	20	12	12	6	25	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041038	4	15	1	7	1	 	 	8	1	88	88	6	3	2	2	0	15	12	15	1	11	3	10	12	88	88	88	88	8	0	1	0	0	5	3	7
VN041038	17	8	1	7	1	 	 	3	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	2	9
VN041039	0	12	1	0	1	 	 	6	0	11	12	6	 	 	 	0	15	12	15	3	17	88	88	88	88	88	88	88	8	5	0	0	0	0	0	11
VN041039	1	35	1	1	1	4	0	 	 	 	 	 	 	 	 	0	11	6	20	13	12	6	30	12	88	88	88	88	 	 	 	 	 	 	 	 
VN041039	2	33	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041039	17	6	1	7	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	0	10
VN041040	0	11	2	0	1	 	 	6	1	88	88	6	3	3	3	0	15	12	10	2	17	88	88	88	88	88	88	88	8	0	2	0	0	6	0	8
VN041040	1	39	1	1	1	5	0	 	 	 	 	 	 	 	 	0	11	5	20	13	16	7	7	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041040	2	35	2	1	1	7	0	 	 	 	 	 	 	 	 	0	15	12	30	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041040	3	14	1	7	1	 	 	8	1	88	88	6	3	4	3	0	15	11	25	2	17	88	88	88	88	88	88	88	8	0	2	0	0	6	7	1
VN041041	0	12	1	0	1	 	 	6	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	1	10
VN041041	1	35	1	1	1	5	0	 	 	 	 	 	 	 	 	0	11	6	21	12	15	5	12	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041041	2	33	2	1	1	6	0	 	 	 	 	 	 	 	 	0	15	99	29	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041041	3	10	2	7	1	 	 	4	1	88	88	6	3	2	2	0	15	9	26	2	88	88	88	88	88	88	88	88	10	0	1	0	0	3	2	8
VN041042	0	12	2	0	1	 	 	7	1	88	88	6	3	2	3	0	15	12	28	2	88	88	88	88	88	88	88	88	9	0	2	0	0	5	2	6
VN041042	1	42	1	1	1	10	0	 	 	 	 	 	 	 	 	0	12	4	28	8	3	4	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041042	2	41	2	1	1	5	0	 	 	 	 	 	 	 	 	0	1	7	20	8	15	12	26	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041042	3	18	1	7	1	13	1	 	 	 	 	 	 	 	 	0	3	4	30	9	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041042	4	16	1	7	1	 	 	11	1	88	88	6	3	3	2	0	15	12	8	2	88	88	88	88	88	88	88	88	8	0	2	0	0	5	4	5
VN041043	0	12	2	0	1	 	 	5	1	88	88	7	3	3	2	0	15	11	25	2	17	88	88	88	88	88	88	88	9	0	2	0	0	4	2	7
VN041043	1	47	1	1	1	9	0	 	 	 	 	 	 	 	 	0	10	9	24	8	1	5	3	4	15	8	23	1	 	 	 	 	 	 	 	 
VN041043	2	47	2	1	1	6	0	 	 	 	 	 	 	 	 	0	10	9	24	8	1	5	7	4	4	10	28	2	 	 	 	 	 	 	 	 
VN041043	3	14	1	7	1	 	 	7	1	88	88	7	3	3	2	0	16	6	21	3	15	2	23	4	88	88	88	88	9	0	1	4	0	4	2	4
VN041046	0	11	2	0	1	 	 	5	1	88	88	6	3	3	2	0	16	12	6	2	17	88	88	88	88	88	88	88	10	0	2	0	0	5	2	5
VN041046	1	40	2	1	1	4	0	 	 	 	 	 	 	 	 	0	3	12	28	3	11	5	20	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041046	2	39	1	1	1	5	0	 	 	 	 	 	 	 	 	0	16	12	27	2	15	12	30	1	88	88	88	88	 	 	 	 	 	 	 	 
VN041046	3	18	1	7	1	10	0	 	 	 	 	 	 	 	 	0	16	12	27	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041046	4	15	2	7	1	 	 	6	0	21	12	6	 	 	 	0	15	12	30	4	15	88	88	88	88	88	88	88	10	0	4	0	0	0	0	10
VN041046	5	75	2	6	1	0	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041047	0	12	1	0	1	 	 	5	1	88	88	6	3	2	3	0	15	12	30	1	16	12	30	1	88	88	88	88	9	0	1	1	0	5	4	4
VN041047	1	74	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041047	2	70	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041047	3	38	1	1	1	8	0	 	 	 	 	 	 	 	 	0	11	4	25	8	3	8	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041047	4	38	2	1	1	12	0	 	 	 	 	 	 	 	 	0	15	12	30	6	4	12	30	1	88	88	88	88	 	 	 	 	 	 	 	 
VN041047	5	14	2	7	1	 	 	8	1	88	88	6	3	2	3	0	15	12	30	3	17	88	88	88	88	88	88	88	7	0	3	0	0	6	5	3
VN041049	0	12	1	0	1	 	 	6	1	88	88	6	3	3	3	0	16	12	10	2	17	88	88	88	88	88	88	88	8	0	0	2	0	5	2	7
VN041049	1	45	1	1	1	9	0	 	 	 	 	 	 	 	 	0	11	6	20	12	3	6	30	5	88	88	88	88	 	 	 	 	 	 	 	 
VN041049	2	43	2	1	1	5	0	 	 	 	 	 	 	 	 	0	9	12	30	4	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041049	3	19	2	7	1	12	0	 	 	 	 	 	 	 	 	0	13	4	26	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041049	4	17	1	7	1	 	 	11	1	88	88	6	3	2	2	0	3	12	10	2	88	88	88	88	88	88	88	88	8	0	0	2	0	6	4	4
VN041050	0	11	1	0	1	 	 	5	1	88	88	6	3	3	3	0	15	12	30	1	17	88	88	88	88	88	88	88	9	1	2	0	0	5	2	5
VN041050	1	41	1	1	1	6	0	 	 	 	 	 	 	 	 	0	11	12	20	10	3	12	15	2	88	88	88	88	 	 	 	 	 	 	 	 
VN041050	2	41	2	1	1	7	0	 	 	 	 	 	 	 	 	0	3	12	30	4	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041050	3	17	1	7	1	 	 	7	0	24	15	6	 	 	 	0	11	12	20	10	3	12	20	1	88	88	88	88	8	0	0	11	0	0	0	5
VN041050	4	15	1	7	1	 	 	9	1	88	88	6	3	3	2	0	15	12	30	1	17	88	88	88	88	88	88	88	8	1	2	0	0	5	3	5
VN041050	17	8	2	7	1	 	 	2	1	88	88	6	3	4	3	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	1	10
VN041059	0	11	2	0	1	 	 	5	1	88	88	6	3	3	2	0	15	12	28	1	88	88	88	88	88	88	88	88	10	0	1	0	0	5	2	6
VN041059	1	35	1	1	1	10	0	 	 	 	 	 	 	 	 	0	10	8	15	7	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041059	2	34	2	1	1	10	0	 	 	 	 	 	 	 	 	0	10	12	30	4	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041059	3	16	1	7	1	 	 	9	0	1	16	6	 	 	 	0	10	12	15	6	88	88	88	88	88	88	88	88	10	0	0	6	0	0	0	8
VN041092	0	12	2	0	1	 	 	6	1	88	88	6	3	3	2	0	10	12	19	1	15	12	9	2	17	88	88	88	6	2	1	1	0	5	3	6
VN041092	1	40	1	1	1	2	0	 	 	 	 	 	 	 	 	0	11	6	20	10	12	5	15	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041092	2	38	2	1	1	4	0	 	 	 	 	 	 	 	 	0	10	12	20	8	15	12	24	4	88	88	88	88	 	 	 	 	 	 	 	 
VN041092	3	20	1	7	1	4	0	 	 	 	 	 	 	 	 	0	11	6	20	10	12	5	15	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041092	4	18	2	7	1	5	0	 	 	 	 	 	 	 	 	0	12	5	17	8	15	4	20	5	10	2	15	2	 	 	 	 	 	 	 	 
VN041092	5	17	2	7	1	 	 	6	0	21	13	6	 	 	 	0	12	5	17	8	15	3	20	5	10	2	10	1	 	 	 	 	 	 	 	 
VN041092	6	14	2	7	1	 	 	8	0	21	99	99	 	 	 	0	10	12	9	2	15	6	20	3	99	99	99	99	 	 	 	 	 	 	 	 
VN041092	17	7	1	7	1	 	 	1	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN041106	0	11	2	0	1	 	 	5	1	88	88	6	3	2	2	0	15	10	30	2	17	88	88	88	88	88	88	88	9	1	1	0	0	5	3	5
VN041106	1	56	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN041106	2	37	2	1	1	2	0	 	 	 	 	 	 	 	 	0	15	12	30	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041106	3	37	1	1	1	2	0	 	 	 	 	 	 	 	 	0	12	12	15	12	15	12	10	3	88	88	88	88	 	 	 	 	 	 	 	 
VN041106	4	16	1	7	1	 	 	9	0	11	14	6	 	 	 	0	12	12	15	12	17	88	88	88	88	88	88	88	7	0	0	0	12	0	0	5
VN041106	5	14	1	7	1	 	 	6	0	31	12	6	 	 	 	0	12	6	15	12	17	88	88	88	88	88	88	88	10	0	0	0	12	0	0	2
VN041106	17	7	2	7	1	 	 	1	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	3	7
VN041106	18	6	2	7	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	4	0	8
VN041106	19	3	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN041109	0	12	1	0	1	 	 	5	1	88	88	6	3	3	2	0	15	10	12	4	16	9	20	5	88	88	88	88	9	2	1	0	0	4	2	6
