CHILDID	ID	AGE	MEMSEX	RELATE	LIVHSE	GRADE	STILL	CHGRADE	CHSTILL	WHYNOT	AGEGRADE	AGESTSCH	HHSCHTYP	PERF	SCHOOLEN	DISAB	ACT1	MONTHS1	DAYS1	HOURS1	ACT2	MONTHS2	DAYS2	HOURS2	ACT3	MONTHS3	DAYS3	HOURS3	SLEEP	CHCARE	HHCHORE	NPAYWORK	PAYWORK	SCHOOL	STUDY	PLAY
VN101013	1	46	1	1	1	13	0	 	 	 	 	 	 	 	 	0	11	9	20	4	2	12	1	4	15	12	20	2	 	 	 	 	 	 	 	 
VN101013	2	46	2	1	1	9	0	 	 	 	 	 	 	 	 	0	13	12	22	8	15	12	8	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101013	3	16	1	7	1	 	 	10	1	88	88	6	3	2	2	0	15	12	6	1	88	88	88	88	88	88	88	88	9	0	1	0	0	5	2	7
VN101014	0	12	2	0	1	 	 	7	1	88	88	5	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	77	77	77	77	77	77	77	77
VN101014	1	50	1	1	1	5	0	 	 	 	 	 	 	 	 	0	11	12	10	8	5	2	10	8	15	12	30	2	 	 	 	 	 	 	 	 
VN101014	2	49	2	1	1	9	0	 	 	 	 	 	 	 	 	0	12	12	24	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101014	3	24	2	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101014	4	18	2	7	1	7	0	 	 	 	 	 	 	 	 	0	12	12	24	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101015	0	12	2	0	1	 	 	6	1	88	88	6	3	2	3	0	15	12	20	1	17	88	88	88	88	88	88	88	7	99	1	0	0	4	3	9
VN101015	1	43	1	1	1	12	0	 	 	 	 	 	 	 	 	0	13	12	22	8	11	12	8	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101015	2	42	2	1	1	9	0	 	 	 	 	 	 	 	 	0	11	12	30	6	4	12	30	1	15	12	4	1	 	 	 	 	 	 	 	 
VN101015	3	16	1	7	1	 	 	10	1	88	88	6	3	2	3	0	15	12	15	1	17	88	88	88	88	88	88	88	7	0	1	0	0	5	4	7
VN101016	0	11	2	0	1	 	 	5	1	88	88	6	3	3	1	0	15	12	30	2	88	88	88	88	88	88	88	88	9	0	2	0	0	4	4	5
VN101016	1	70	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101016	2	67	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101016	3	35	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101016	4	31	2	1	1	9	0	 	 	 	 	 	 	 	 	0	11	12	26	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101016	5	34	1	2	1	12	0	 	 	 	 	 	 	 	 	0	11	12	26	10	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101016	6	3	1	9	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101017	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	15	12	30	2	17	88	88	88	88	88	88	88	9	0	2	0	0	4	2	7
VN101017	1	33	1	1	1	8	0	 	 	 	 	 	 	 	 	0	8	12	30	3	1	5	15	2	99	12	30	1	 	 	 	 	 	 	 	 
VN101017	2	33	2	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	20	8	15	12	30	2	1	7	10	2	 	 	 	 	 	 	 	 
VN101017	3	14	2	7	1	 	 	8	1	88	88	6	3	2	2	0	15	12	30	2	88	88	88	88	88	88	88	88	9	0	2	0	0	4	3	6
VN101017	17	6	1	7	1	 	 	0	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	2	8
VN101018	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	16	5	10	1	15	6	15	2	88	88	88	88	8	0	2	1	0	5	2	6
VN101018	1	38	1	1	1	7	0	 	 	 	 	 	 	 	 	0	1	5	20	4	12	2	20	5	15	2	10	1	 	 	 	 	 	 	 	 
VN101018	2	35	2	1	1	6	0	 	 	 	 	 	 	 	 	0	2	6	20	4	4	7	18	1	15	10	25	1	 	 	 	 	 	 	 	 
VN101018	3	15	2	7	1	 	 	9	1	88	88	6	3	3	2	0	16	5	12	3	15	6	20	1	88	88	88	88	8	0	1	1	0	5	3	6
VN101018	4	9	1	7	1	 	 	3	1	88	88	6	3	2	2	0	16	7	10	1	88	88	88	88	88	88	88	88	8	0	0	0	0	4	1	11
VN101018	5	80	2	6	1	0	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101019	0	12	1	0	1	 	 	6	1	88	88	6	3	2	2	0	15	12	30	2	17	88	88	88	88	88	88	88	9	0	2	0	0	5	2	6
VN101019	1	34	1	1	1	9	0	 	 	 	 	 	 	 	 	0	9	12	26	4	10	12	26	4	88	88	88	88	 	 	 	 	 	 	 	 
VN101019	2	31	2	1	1	3	0	 	 	 	 	 	 	 	 	0	9	12	20	4	15	12	30	3	4	12	30	2	 	 	 	 	 	 	 	 
VN101019	17	8	2	7	1	 	 	2	1	88	88	5	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	2	8
VN101020	0	12	1	0	1	 	 	6	1	88	88	6	3	2	2	0	4	99	20	3	15	7	15	1	88	88	88	88	8	0	1	3	0	5	2	3
VN101020	1	44	1	1	1	9	0	 	 	 	 	 	 	 	 	0	1	4	20	4	12	4	30	10	15	5	20	1	 	 	 	 	 	 	 	 
VN101020	2	40	2	1	1	9	0	 	 	 	 	 	 	 	 	0	1	6	25	4	4	9	20	2	15	10	23	2	 	 	 	 	 	 	 	 
VN101020	3	18	1	7	1	9	0	 	 	 	 	 	 	 	 	0	1	4	20	4	12	4	20	8	15	5	15	1	 	 	 	 	 	 	 	 
VN101020	4	16	1	7	1	 	 	9	0	14	15	6	 	 	 	0	12	10	25	8	15	2	10	1	88	88	88	88	8	0	1	0	8	0	0	7
VN101021	0	12	1	0	1	 	 	6	1	88	88	6	3	2	2	0	16	6	15	1	15	10	15	1	17	88	88	88	8	0	1	1	0	5	2	7
VN101021	1	35	1	1	1	9	0	 	 	 	 	 	 	 	 	0	1	4	20	6	8	10	28	7	15	5	15	1	 	 	 	 	 	 	 	 
VN101021	2	33	2	1	1	7	0	 	 	 	 	 	 	 	 	0	1	6	20	6	4	9	20	1	15	10	25	2	 	 	 	 	 	 	 	 
VN101021	3	16	1	7	1	 	 	9	0	11	14	5	 	 	 	0	1	4	15	5	8	6	25	6	15	7	20	1	9	0	1	6	0	0	0	8
VN101021	4	9	2	7	1	 	 	3	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	1	10
VN101022	0	12	2	0	1	 	 	5	1	88	88	6	3	4	2	0	15	12	30	3	17	88	88	88	88	88	88	88	9	0	3	0	0	4	1	7
VN101022	1	41	2	1	1	9	0	 	 	 	 	 	 	 	 	0	1	6	10	8	8	12	10	4	15	12	10	2	 	 	 	 	 	 	 	 
VN101022	2	38	1	1	1	8	0	 	 	 	 	 	 	 	 	0	1	6	10	8	4	12	8	4	15	12	20	2	 	 	 	 	 	 	 	 
VN101022	3	16	2	7	1	 	 	10	1	88	88	6	3	3	2	0	1	6	10	4	4	12	10	4	15	12	30	1	9	0	1	3	0	5	1	5
VN101022	4	15	2	7	1	 	 	9	1	88	88	6	3	2	2	0	1	6	10	4	4	4	12	10	15	12	30	1	9	0	1	3	0	5	1	5
VN101023	0	12	2	0	1	 	 	6	1	88	88	6	3	3	3	0	4	6	25	3	15	3	20	1	88	88	88	88	9	0	1	3	0	4	1	6
VN101023	1	45	2	1	1	9	0	 	 	 	 	 	 	 	 	0	1	8	20	7	15	10	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101023	2	42	1	1	1	4	0	 	 	 	 	 	 	 	 	0	1	8	20	6	12	4	20	9	4	4	30	3	 	 	 	 	 	 	 	 
VN101023	3	17	1	7	1	 	 	10	1	88	88	6	3	3	2	0	1	4	15	3	88	88	88	88	88	88	88	88	8	0	0	3	0	5	1	7
VN101023	4	14	1	7	1	 	 	8	1	88	88	6	3	3	3	0	4	5	20	3	88	88	88	88	88	88	88	88	8	0	0	3	0	4	1	8
VN101024	0	12	2	0	1	 	 	5	0	20	11	6	 	 	 	0	4	12	20	5	1	4	5	3	88	88	88	88	10	0	0	5	0	99	99	9
VN101024	1	37	1	1	1	0	0	 	 	 	 	 	 	 	 	0	1	10	15	5	4	12	4	2	15	12	25	2	 	 	 	 	 	 	 	 
VN101024	2	36	2	1	1	0	0	 	 	 	 	 	 	 	 	0	1	10	17	5	4	12	30	1	15	12	5	1	 	 	 	 	 	 	 	 
VN101024	3	18	1	7	1	0	0	 	 	 	 	 	 	 	 	0	12	6	25	8	1	4	7	5	88	88	88	88	 	 	 	 	 	 	 	 
VN101024	4	14	1	7	1	 	 	6	0	8	12	6	 	 	 	0	1	10	10	5	4	12	8	4	88	88	88	88	9	0	0	4	0	99	99	11
VN101024	17	7	1	7	1	 	 	0	1	88	88	7	3	3	3	0	17	88	88	88	88	88	88	88	88	88	88	88	10	99	0	0	0	5	1	8
VN101025	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	16	10	20	3	15	10	20	3	88	88	88	88	8	3	1	1	0	5	2	4
VN101025	1	68	1	6	1	2	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101025	2	62	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101025	3	37	1	1	1	4	0	 	 	 	 	 	 	 	 	0	1	7	25	6	12	3	7	8	15	4	20	2	 	 	 	 	 	 	 	 
VN101025	4	36	2	1	1	9	0	 	 	 	 	 	 	 	 	0	1	7	25	6	4	10	20	1	15	8	25	1	 	 	 	 	 	 	 	 
VN101025	5	10	1	7	1	 	 	4	1	88	88	6	3	3	2	0	16	12	20	3	15	7	15	2	88	88	88	88	9	3	2	0	0	4	2	4
VN101025	6	2	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101026	0	12	2	0	1	 	 	4	0	8	10	6	 	 	 	0	1	2	20	6	4	10	30	4	88	88	88	88	9	0	1	7	0	0	0	7
VN101026	1	33	1	1	1	0	0	 	 	 	 	 	 	 	 	0	1	10	25	7	11	4	20	7	88	88	88	88	 	 	 	 	 	 	 	 
VN101026	2	34	2	1	1	0	0	 	 	 	 	 	 	 	 	0	1	10	25	6	15	8	25	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101026	3	15	2	7	1	 	 	8	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101026	4	14	2	7	1	 	 	5	0	8	12	6	 	 	 	0	1	3	20	6	15	6	20	2	15	12	10	1	9	1	2	6	0	0	0	6
VN101026	17	6	2	7	1	 	 	0	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN101026	18	4	1	7	2	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101026	19	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101027	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	16	5	10	1	17	5	15	1	88	88	88	88	9	0	1	1	0	5	1	7
VN101027	1	64	2	5	1	7	0	 	 	 	 	 	 	 	 	0	15	9	20	2	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101027	2	33	1	1	1	5	0	 	 	 	 	 	 	 	 	0	1	6	25	7	12	8	20	10	15	8	10	1	 	 	 	 	 	 	 	 
VN101027	3	31	2	1	1	8	0	 	 	 	 	 	 	 	 	0	1	6	25	7	4	9	20	1	15	9	20	2	 	 	 	 	 	 	 	 
VN101027	17	8	2	7	1	 	 	2	1	88	88	6	3	2	2	0	15	4	10	1	17	88	88	88	88	88	88	88	9	0	1	0	0	4	1	9
VN101028	0	12	1	0	1	 	 	6	1	88	88	6	3	2	2	0	16	12	25	4	17	88	88	88	88	88	88	88	9	99	0	4	0	4	2	5
VN101028	1	41	1	1	1	9	0	 	 	 	 	 	 	 	 	0	11	12	20	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101028	2	38	2	1	1	9	0	 	 	 	 	 	 	 	 	0	11	12	20	2	1	6	10	4	4	12	30	1	 	 	 	 	 	 	 	 
VN101028	3	19	1	7	1	12	0	 	 	 	 	 	 	 	 	0	11	5	25	2	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101028	4	16	1	7	1	 	 	10	1	88	88	6	3	3	1	0	4	12	4	4	15	12	20	1	88	88	88	88	8	0	1	0	0	5	2	8
VN101029	0	11	1	0	1	 	 	5	1	88	88	6	3	2	2	0	15	3	15	1	17	88	88	88	88	88	88	88	9	0	1	0	0	7	1	6
VN101029	1	77	1	6	1	3	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101029	2	75	2	6	1	4	0	 	 	 	 	 	 	 	 	0	15	2	20	1	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101029	3	35	1	1	1	7	0	 	 	 	 	 	 	 	 	0	12	8	20	4	1	3	20	6	88	88	88	88	 	 	 	 	 	 	 	 
VN101029	4	33	2	1	1	8	0	 	 	 	 	 	 	 	 	0	1	10	25	6	4	10	25	2	15	5	30	1	 	 	 	 	 	 	 	 
VN101029	5	14	2	7	1	 	 	8	1	88	88	6	3	2	2	0	15	4	25	1	88	88	88	88	88	88	88	88	9	0	1	0	0	4	2	8
VN101030	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	4	5	15	1	15	8	20	1	88	88	88	88	8	0	1	1	0	5	2	7
VN101030	1	41	1	1	1	9	0	 	 	 	 	 	 	 	 	0	1	6	20	4	11	2	9	1	15	7	10	1	 	 	 	 	 	 	 	 
VN101030	2	38	2	1	1	7	0	 	 	 	 	 	 	 	 	0	1	6	20	4	4	5	23	1	15	9	15	1	 	 	 	 	 	 	 	 
VN101030	3	18	1	7	1	9	0	 	 	 	 	 	 	 	 	0	1	5	20	3	11	8	20	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101030	4	16	2	7	1	 	 	10	1	88	88	6	3	2	2	0	4	5	17	2	15	8	20	2	88	88	88	88	8	0	2	2	0	5	3	4
VN101031	0	11	2	0	1	 	 	5	1	88	88	6	3	3	2	0	15	3	20	1	88	88	88	88	88	88	88	88	9	0	1	0	0	4	2	8
VN101031	1	38	1	1	1	9	0	 	 	 	 	 	 	 	 	0	1	10	25	7	9	2	30	9	88	88	88	88	 	 	 	 	 	 	 	 
VN101031	2	37	2	1	1	9	0	 	 	 	 	 	 	 	 	0	1	9	20	6	15	10	25	1	4	10	25	1	 	 	 	 	 	 	 	 
VN101031	3	18	1	7	1	11	1	 	 	 	 	 	 	 	 	0	1	3	20	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101031	4	16	1	7	1	 	 	10	1	88	88	6	3	3	2	0	1	2	20	4	88	88	88	88	88	88	88	88	9	0	0	2	0	4	2	7
VN101034	0	11	2	0	1	 	 	5	1	88	88	6	3	3	3	0	16	7	20	3	17	88	88	88	88	88	88	88	9	0	0	3	0	4	2	6
VN101034	1	75	2	6	1	0	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101034	2	39	1	1	1	7	0	 	 	 	 	 	 	 	 	0	1	6	20	7	12	6	20	7	88	88	88	88	 	 	 	 	 	 	 	 
VN101034	3	37	2	1	1	6	0	 	 	 	 	 	 	 	 	0	1	8	25	6	15	10	25	1	4	8	20	2	 	 	 	 	 	 	 	 
VN101034	4	18	1	7	1	11	0	 	 	 	 	 	 	 	 	0	12	8	20	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101034	5	16	1	7	1	 	 	10	1	88	88	6	3	3	3	0	15	5	15	2	17	88	88	88	88	88	88	88	9	0	2	0	0	4	2	7
VN101035	0	12	1	0	1	 	 	6	1	88	88	6	3	3	3	0	16	5	20	2	17	88	88	88	88	88	88	88	9	0	0	2	0	4	1	8
VN101035	1	38	1	1	1	4	0	 	 	 	 	 	 	 	 	0	1	6	25	7	12	6	20	8	88	88	88	88	 	 	 	 	 	 	 	 
VN101035	2	34	2	1	1	3	0	 	 	 	 	 	 	 	 	0	1	9	20	6	15	10	30	2	4	8	20	2	 	 	 	 	 	 	 	 
VN101035	3	10	1	7	1	 	 	3	1	88	88	6	3	3	3	0	15	3	10	1	17	88	88	88	88	88	88	88	9	0	1	0	0	4	2	8
VN101036	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	16	12	12	3	15	12	10	1	88	88	88	88	9	1	1	2	0	4	1	6
VN101036	1	39	1	1	1	9	0	 	 	 	 	 	 	 	 	0	1	9	15	5	12	3	20	8	4	12	4	2	 	 	 	 	 	 	 	 
VN101036	2	32	2	1	1	7	0	 	 	 	 	 	 	 	 	0	1	7	10	5	4	12	30	2	15	12	20	1	 	 	 	 	 	 	 	 
VN101036	17	7	2	7	1	 	 	1	1	88	88	6	3	2	2	0	16	12	8	2	88	88	88	88	88	88	88	88	10	0	0	2	0	5	1	6
VN101036	18	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101037	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	16	5	20	1	15	8	20	2	88	88	88	88	8	0	2	1	0	5	2	6
VN101037	1	61	2	6	1	3	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101037	2	37	1	1	1	4	0	 	 	 	 	 	 	 	 	0	1	6	25	6	7	2	20	8	15	5	15	1	 	 	 	 	 	 	 	 
VN101037	3	36	2	1	1	9	0	 	 	 	 	 	 	 	 	0	1	6	25	6	4	10	18	1	15	8	20	2	 	 	 	 	 	 	 	 
VN101037	4	16	2	7	1	 	 	8	0	11	13	6	 	 	 	0	12	10	30	10	1	1	10	5	88	88	88	88	99	0	0	0	10	0	0	99
VN101037	5	9	1	7	1	 	 	3	1	88	88	6	3	2	2	0	16	5	15	1	15	5	10	1	88	88	88	88	8	0	1	1	0	4	1	9
VN101038	0	12	1	0	1	 	 	6	1	88	88	6	3	3	2	0	15	4	20	2	17	88	88	88	88	88	88	88	9	0	2	0	0	4	1	8
VN101038	1	75	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101038	2	37	2	1	1	2	0	 	 	 	 	 	 	 	 	0	1	10	25	6	15	10	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101039	0	12	2	0	1	 	 	6	1	88	88	5	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	77	77	77	77	77	8	77	77
VN101039	1	51	1	1	1	4	0	 	 	 	 	 	 	 	 	0	1	6	15	6	4	12	20	3	15	12	20	2	 	 	 	 	 	 	 	 
VN101039	2	63	2	13	1	0	0	 	 	 	 	 	 	 	 	2	15	12	30	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101039	3	48	2	1	1	3	0	 	 	 	 	 	 	 	 	0	1	6	15	6	4	12	20	2	15	12	20	2	 	 	 	 	 	 	 	 
VN101039	4	22	2	7	1	0	0	 	 	 	 	 	 	 	 	1	1	6	15	5	4	12	30	3	15	12	20	2	 	 	 	 	 	 	 	 
VN101039	5	19	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101039	6	16	2	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101039	17	8	1	7	1	 	 	1	1	88	88	6	3	2	2	0	4	12	8	4	88	88	88	88	88	88	88	88	10	0	0	2	0	4	1	7
VN101039	18	3	1	7	1	 	 	 	 	 	 	 	 	 	 	5	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101040	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	99	0	0	0	0	99	99	99
VN101040	1	37	1	1	1	4	0	 	 	 	 	 	 	 	 	0	1	8	20	7	12	4	20	8	88	88	88	88	 	 	 	 	 	 	 	 
VN101040	2	31	2	1	1	4	0	 	 	 	 	 	 	 	 	0	1	9	25	8	15	11	30	2	4	10	30	1	 	 	 	 	 	 	 	 
VN101040	3	10	2	7	1	 	 	4	1	88	88	6	3	2	2	0	15	2	20	1	88	88	88	88	88	88	88	88	9	0	1	0	0	4	1	9
VN101040	17	6	2	7	1	 	 	0	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN101041	0	12	1	0	1	 	 	6	1	88	88	6	3	3	2	0	4	2	15	2	88	88	88	88	88	88	88	88	9	0	0	2	0	4	1	8
VN101041	1	34	1	1	1	0	0	 	 	 	 	 	 	 	 	0	1	7	20	6	12	6	20	8	4	10	20	1	 	 	 	 	 	 	 	 
VN101041	2	32	2	1	1	5	0	 	 	 	 	 	 	 	 	0	1	8	20	5	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101041	3	9	2	7	1	 	 	3	1	88	88	6	3	2	2	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	1	10
VN101042	0	12	2	0	1	 	 	6	1	88	88	6	3	2	2	0	16	12	6	6	15	12	8	1	88	88	88	88	9	0	1	4	0	4	1	5
VN101042	1	37	1	1	1	3	0	 	 	 	 	 	 	 	 	0	1	10	12	5	4	12	8	2	88	88	88	88	 	 	 	 	 	 	 	 
VN101042	2	36	2	1	1	0	0	 	 	 	 	 	 	 	 	0	1	10	10	5	4	12	30	1	15	12	25	1	 	 	 	 	 	 	 	 
VN101042	3	15	1	7	1	 	 	28	1	88	88	6	3	3	3	0	16	6	8	5	15	99	99	99	88	88	88	88	10	0	0	2	0	4	1	7
VN101042	17	8	2	7	1	 	 	2	1	88	88	6	3	3	2	0	16	12	20	3	15	99	99	99	88	88	88	88	10	0	0	3	0	4	1	6
VN101042	18	6	2	7	1	 	 	0	1	88	88	6	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	3	1	10
VN101042	19	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101043	0	12	1	0	1	 	 	6	1	88	88	6	3	3	2	0	4	12	10	2	15	12	10	2	88	88	88	88	8	0	2	2	0	5	2	5
VN101043	1	37	1	1	1	9	0	 	 	 	 	 	 	 	 	0	1	6	15	8	4	12	5	2	12	4	30	8	 	 	 	 	 	 	 	 
VN101043	2	35	2	1	1	5	0	 	 	 	 	 	 	 	 	0	1	6	15	8	4	12	30	3	15	12	30	3	 	 	 	 	 	 	 	 
VN101043	3	10	1	7	1	 	 	5	1	88	88	5	3	3	2	0	15	12	30	2	88	88	88	88	88	88	88	88	10	0	2	0	0	5	2	5
VN101044	0	12	2	0	1	 	 	5	1	88	88	6	3	2	3	0	15	8	20	1	17	88	88	88	88	88	88	88	9	0	1	0	0	4	1	9
VN101044	1	36	1	1	1	5	0	 	 	 	 	 	 	 	 	0	1	10	25	7	12	3	20	8	4	10	25	2	 	 	 	 	 	 	 	 
VN101044	2	37	2	1	1	7	0	 	 	 	 	 	 	 	 	0	1	9	20	6	4	8	15	2	15	10	30	2	 	 	 	 	 	 	 	 
VN101044	17	8	1	7	1	 	 	2	1	88	88	6	3	3	3	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN101045	0	12	2	0	1	 	 	3	1	88	88	6	3	3	2	0	15	9	22	2	4	3	10	1	88	88	88	88	8	1	2	0	0	4	2	7
VN101045	1	39	1	1	1	7	0	 	 	 	 	 	 	 	 	0	12	5	25	5	1	4	17	3	88	88	88	88	 	 	 	 	 	 	 	 
VN101045	2	31	2	1	1	2	0	 	 	 	 	 	 	 	 	0	7	2	20	4	1	4	20	3	4	9	15	2	 	 	 	 	 	 	 	 
VN101045	3	10	1	7	1	 	 	2	1	88	88	6	3	3	2	0	15	7	18	1	88	88	88	88	88	88	88	88	8	0	2	0	0	4	2	6
VN101045	17	7	2	7	1	 	 	0	1	88	88	7	3	3	2	0	17	88	88	88	88	88	88	88	88	88	88	88	8	0	0	0	0	4	1	11
VN101047	0	12	1	0	1	 	 	5	1	88	88	6	3	3	2	0	16	10	17	2	15	9	15	1	88	88	88	88	8	0	1	2	0	4	1	8
VN101047	1	35	1	1	1	6	0	 	 	 	 	 	 	 	 	0	1	5	20	3	5	2	10	3	15	6	15	1	 	 	 	 	 	 	 	 
VN101047	2	33	2	1	1	5	0	 	 	 	 	 	 	 	 	0	1	5	20	3	4	10	20	1	15	10	23	2	 	 	 	 	 	 	 	 
VN101047	17	8	1	7	1	 	 	2	1	88	88	6	3	3	2	0	15	8	10	1	17	88	88	88	88	88	88	88	8	0	1	0	0	4	1	10
VN101048	0	12	2	0	1	 	 	5	1	88	88	6	3	3	1	0	16	12	16	3	17	88	88	88	88	88	88	88	8	0	2	2	0	5	2	5
VN101048	1	69	1	5	1	3	0	 	 	 	 	 	 	 	 	0	1	6	15	6	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101048	2	64	2	5	1	2	0	 	 	 	 	 	 	 	 	0	15	12	20	2	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN101048	3	43	2	1	1	5	0	 	 	 	 	 	 	 	 	0	1	6	20	8	4	12	30	3	15	12	30	3	 	 	 	 	 	 	 	 
VN101048	4	40	1	1	1	9	0	 	 	 	 	 	 	 	 	0	1	6	20	8	4	12	20	2	11	6	15	2	 	 	 	 	 	 	 	 
VN101048	5	17	2	7	1	 	 	11	1	88	88	6	3	3	2	0	16	6	15	3	16	12	30	2	15	12	30	2	7	0	2	2	0	5	3	5
VN101048	6	14	1	7	1	 	 	6	1	88	88	6	3	3	1	0	16	12	15	3	17	88	88	88	88	88	88	88	8	0	0	3	0	5	2	6
VN101049	0	11	2	0	1	 	 	5	1	88	88	6	3	3	2	0	15	4	20	1	88	88	88	88	88	88	88	88	9	0	1	0	0	8	1	5
VN101049	1	71	2	6	1	0	0	 	 	 	 	 	 	 	 	0	1	3	15	3	15	4	20	1	88	88	88	88	 	 	 	 	 	 	 	 
VN101049	2	41	2	1	1	1	0	 	 	 	 	 	 	 	 	0	1	10	20	6	15	10	20	2	4	10	30	1	 	 	 	 	 	 	 	 
VN101049	3	37	1	1	1	1	0	 	 	 	 	 	 	 	 	0	1	9	25	7	12	2	20	8	88	88	88	88	 	 	 	 	 	 	 	 
