PLACEID	SERVIDR4	SERVAVLB	TIM2PLCE	CMNTRNSP
203	23	0	30	6
203	24	1	 	 
203	25	0	 	 
203	27	0	30	6
203	28	88	 	 
203	29	0	30	7
203	32	1	 	 
204	1	0	 	 
204	2	1	 	 
204	3	0	 	 
204	4	0	 	 
204	5	0	 	 
204	6	0	 	 
204	7	1	 	 
204	8	0	 	 
204	9	1	 	 
204	10	1	 	 
204	11	0	 	 
204	12	1	 	 
204	13	1	 	 
204	14	1	 	 
204	15	0	 	 
204	16	0	15	6
204	17	1	 	 
204	18	0	15	6
204	19	0	25	6
204	20	0	25	6
204	21	0	25	6
204	22	0	15	6
204	23	0	15	6
204	24	1	 	 
204	25	0	 	 
204	27	0	25	6
204	28	88	 	 
204	29	0	25	6
204	32	1	 	 
205	1	1	 	 
205	2	1	 	 
205	3	1	 	 
205	4	0	 	 
205	5	0	 	 
205	6	1	 	 
205	7	1	 	 
205	8	0	 	 
205	9	1	 	 
205	10	1	 	 
205	11	1	 	 
205	12	1	 	 
205	13	1	 	 
205	14	1	 	 
205	15	1	 	 
205	16	0	5	6
205	17	0	10	6
205	18	1	 	 
205	19	0	10	6
205	20	0	10	6
205	21	1	 	 
205	22	0	10	6
205	23	0	5	6
205	24	1	 	 
205	25	0	 	 
205	27	0	5	6
205	28	1	 	 
205	29	1	 	 
205	32	1	 	 
301	1	0	 	 
301	2	1	 	 
301	3	0	 	 
301	4	0	 	 
301	5	0	 	 
301	6	0	 	 
301	7	0	 	 
301	8	0	 	 
301	9	1	 	 
301	10	0	120	1
301	11	0	 	 
301	12	0	120	1
301	13	1	 	 
301	14	1	 	 
301	15	0	 	 
301	16	0	120	1
301	17	0	120	1
301	18	0	120	1
301	19	0	120	1
301	20	0	120	1
301	21	0	120	1
301	22	1	 	 
301	23	0	120	1
301	24	0	 	 
301	25	0	 	 
301	27	0	420	8
301	28	88	 	 
301	29	0	320	1
301	32	1	 	 
304	1	0	 	 
304	2	1	 	 
304	3	0	 	 
304	4	0	 	 
304	5	0	 	 
304	6	1	 	 
304	7	1	 	 
304	8	0	 	 
304	9	1	 	 
304	10	1	 	 
304	11	0	 	 
304	12	1	 	 
304	13	1	 	 
304	14	1	 	 
304	15	0	 	 
304	16	0	240	1
304	17	1	 	 
304	18	0	180	6
304	19	0	240	1
304	20	0	180	6
304	21	0	240	6
304	22	0	240	6
304	23	0	240	1
304	24	0	 	 
304	25	0	 	 
304	27	0	180	6
304	28	88	 	 
304	29	0	180	6
304	32	1	 	 
305	1	0	 	 
305	2	1	 	 
305	3	0	 	 
305	4	0	 	 
305	5	0	 	 
305	6	0	 	 
305	7	1	 	 
305	8	0	 	 
305	9	1	 	 
305	10	0	60	1
305	11	0	 	 
305	12	0	60	1
305	13	1	 	 
305	14	1	 	 
305	15	0	 	 
305	16	0	120	1
305	17	0	150	1
305	18	0	150	1
305	19	0	150	1
305	20	0	150	1
305	21	0	150	1
305	22	1	 	 
305	23	0	150	1
305	24	0	 	 
305	25	0	 	 
305	27	0	210	6
305	28	88	 	 
305	29	0	150	1
305	32	0	 	 
306	1	0	 	 
306	2	1	 	 
306	3	0	 	 
306	4	0	 	 
306	5	0	 	 
306	6	0	 	 
306	7	0	 	 
306	8	0	 	 
306	9	1	 	 
306	10	1	 	 
306	11	0	 	 
306	12	0	90	1
306	13	1	 	 
306	14	1	 	 
306	15	0	 	 
306	16	0	90	1
306	17	0	90	1
306	18	0	90	1
306	19	0	90	1
306	20	0	-77	88
306	21	0	90	1
306	22	0	90	1
306	23	0	90	1
306	24	1	 	 
306	25	0	 	 
306	27	0	300	8
306	28	88	 	 
306	29	0	180	8
306	32	1	 	 
307	1	0	 	 
307	2	1	 	 
307	3	0	 	 
307	4	0	 	 
307	5	0	 	 
307	6	0	 	 
307	7	0	 	 
307	8	0	 	 
307	9	1	 	 
307	10	0	30	1
307	11	0	 	 
307	12	0	30	1
307	13	1	 	 
307	14	1	 	 
307	15	0	 	 
307	16	0	30	1
307	17	0	30	1
307	18	0	30	1
307	19	0	30	1
307	20	0	30	1
307	21	0	30	1
307	22	1	 	 
307	23	0	30	1
307	24	1	 	 
307	25	0	 	 
307	27	0	240	8
307	28	88	 	 
307	29	0	30	1
307	32	88	 	 
308	1	1	 	 
308	2	1	 	 
308	3	0	 	 
308	4	0	 	 
308	5	1	 	 
308	6	1	 	 
308	7	1	 	 
308	8	0	 	 
308	9	1	 	 
308	10	1	 	 
308	11	1	 	 
308	12	1	 	 
308	13	1	 	 
308	14	1	 	 
308	15	1	 	 
308	16	1	 	 
308	17	1	 	 
308	18	0	240	8
308	19	1	 	 
308	20	0	240	8
308	21	1	 	 
308	22	1	 	 
308	23	1	 	 
308	24	1	 	 
308	25	0	 	 
308	27	0	240	8
308	28	88	 	 
308	29	1	 	 
308	32	1	 	 
309	1	0	 	 
309	2	0	 	 
309	3	0	 	 
309	4	0	 	 
309	5	0	 	 
309	6	0	 	 
309	7	0	 	 
309	8	0	 	 
309	9	1	 	 
309	10	1	 	 
309	11	0	 	 
309	12	1	 	 
309	13	1	 	 
309	14	1	 	 
309	15	0	 	 
309	16	0	120	6
309	17	1	 	 
309	18	0	240	1
309	19	0	240	1
309	20	0	120	6
309	21	0	120	1
309	22	0	120	6
309	23	0	240	1
309	24	0	 	 
309	25	0	 	 
309	27	0	120	6
309	28	88	 	 
309	29	0	120	6
309	32	0	 	 
310	1	0	 	 
310	2	1	 	 
310	3	0	 	 
310	4	0	 	 
310	5	0	 	 
310	6	0	 	 
310	7	1	 	 
310	8	0	 	 
310	9	1	 	 
310	10	1	 	 
310	11	0	 	 
310	12	0	60	1
310	13	1	 	 
310	14	1	 	 
310	15	0	 	 
310	16	0	60	1
310	17	0	60	1
310	18	0	60	1
310	19	0	60	1
310	20	0	180	8
310	21	0	60	1
310	22	0	60	1
310	23	0	60	1
310	24	1	 	 
310	25	0	 	 
310	27	0	-77	88
310	28	88	 	 
310	29	0	60	1
310	32	1	 	 
311	1	0	 	 
311	2	1	 	 
311	3	0	 	 
311	4	0	 	 
311	5	0	 	 
311	6	0	 	 
311	7	1	 	 
311	8	0	 	 
311	9	1	 	 
311	10	0	90	1
311	11	0	 	 
311	12	0	90	1
311	13	1	 	 
311	14	1	 	 
311	15	0	 	 
311	16	0	90	1
311	17	0	90	1
311	18	0	90	1
311	19	0	90	1
311	20	0	90	1
311	21	1	 	 
311	22	1	 	 
311	23	0	90	1
311	24	0	 	 
311	25	0	 	 
311	27	0	90	1
311	28	88	 	 
311	29	1	 	 
311	32	88	 	 
312	1	0	 	 
312	2	1	 	 
312	3	0	 	 
312	4	0	 	 
312	5	0	 	 
312	6	0	 	 
312	7	0	 	 
312	8	0	 	 
312	9	1	 	 
312	10	0	15	1
312	11	0	 	 
312	12	0	15	1
312	13	1	 	 
312	14	1	 	 
312	15	0	 	 
312	16	0	15	1
312	17	0	15	1
312	18	0	15	1
312	19	0	15	1
312	20	0	180	8
312	21	0	15	1
312	22	0	180	8
312	23	0	15	1
312	24	0	 	 
312	25	0	 	 
312	27	0	180	8
312	28	88	 	 
312	29	0	180	8
312	32	1	 	 
313	1	0	 	 
313	2	1	 	 
313	3	0	 	 
313	4	0	 	 
313	5	0	 	 
313	6	0	 	 
313	7	0	 	 
313	8	0	 	 
313	9	1	 	 
313	10	1	 	 
313	11	0	 	 
313	12	0	15	1
313	13	1	 	 
313	14	1	 	 
313	15	0	 	 
313	16	0	15	1
313	17	0	15	1
313	18	0	15	1
313	19	0	15	1
313	20	0	120	8
313	21	0	120	8
313	22	0	120	8
313	23	0	15	1
313	24	0	 	 
313	25	0	 	 
313	27	0	240	9
313	28	0	15	8
313	29	0	120	8
313	32	1	 	 
314	1	0	 	 
314	2	1	 	 
314	3	0	 	 
314	4	0	 	 
314	5	0	 	 
314	6	1	 	 
314	7	1	 	 
314	8	0	 	 
314	9	0	15	1
314	10	0	15	1
314	11	0	 	 
314	12	0	15	1
314	13	1	 	 
314	14	1	 	 
314	15	1	 	 
314	16	0	15	1
314	17	0	15	1
314	18	0	240	8
314	19	0	15	1
314	20	0	240	8
314	21	0	15	1
314	22	0	15	1
314	23	0	15	1
314	24	0	 	 
314	25	0	 	 
314	27	0	240	8
314	28	88	 	 
314	29	0	240	8
314	32	1	 	 
401	1	1	 	 
401	2	1	 	 
401	3	0	 	 
401	4	0	 	 
401	5	0	 	 
401	6	0	 	 
401	7	1	 	 
401	8	0	 	 
401	9	1	 	 
401	10	1	 	 
401	11	0	 	 
401	12	1	 	 
401	13	1	 	 
401	14	1	 	 
401	15	1	 	 
401	16	1	 	 
401	17	1	 	 
401	18	0	30	7
401	19	0	120	7
401	20	0	120	7
401	21	0	120	7
401	22	0	120	7
401	23	0	120	7
401	24	1	 	 
401	25	1	 	 
401	27	0	120	7
401	28	88	 	 
401	29	0	120	7
401	32	1	 	 
402	1	1	 	 
402	2	1	 	 
402	3	0	 	 
402	4	0	 	 
402	5	0	 	 
402	6	0	 	 
402	7	1	 	 
402	8	0	 	 
402	9	1	 	 
402	10	1	 	 
402	11	1	 	 
402	12	1	 	 
402	13	1	 	 
402	14	1	 	 
402	15	1	 	 
402	16	0	20	7
402	17	1	 	 
402	18	0	90	7
402	19	0	90	7
402	20	0	90	7
402	21	0	90	7
402	22	0	90	7
402	23	0	90	7
402	24	1	 	 
402	25	0	 	 
402	27	0	90	7
402	28	88	 	 
402	29	0	90	7
402	32	1	 	 
403	1	0	 	 
403	2	1	 	 
403	3	0	 	 
403	4	0	 	 
403	5	1	 	 
403	6	1	 	 
403	7	1	 	 
403	8	0	 	 
403	9	1	 	 
403	10	1	 	 
403	11	0	 	 
403	12	1	 	 
403	13	1	 	 
403	14	1	 	 
403	15	1	 	 
403	16	1	 	 
403	17	1	 	 
403	18	0	180	7
403	19	0	180	7
403	20	0	180	7
403	21	0	180	7
403	22	1	 	 
403	23	0	180	7
403	24	1	 	 
403	25	0	 	 
403	27	0	180	7
403	28	88	 	 
403	29	0	180	7
403	32	1	 	 
404	1	0	 	 
404	2	1	 	 
404	3	0	 	 
404	4	0	 	 
404	5	0	 	 
404	6	0	 	 
404	7	0	 	 
404	8	0	 	 
404	9	1	 	 
404	10	1	 	 
404	11	0	 	 
404	12	0	60	1
404	13	1	 	 
404	14	1	 	 
404	15	1	 	 
404	16	0	120	1
404	17	0	15	1
404	18	0	120	1
404	19	0	120	7
404	20	0	120	7
404	21	0	120	7
404	22	1	 	 
404	23	0	120	7
404	24	0	 	 
404	25	0	 	 
404	27	0	120	7
404	28	88	 	 
404	29	0	120	7
404	32	1	 	 
405	1	0	 	 
405	2	1	 	 
405	3	0	 	 
405	4	0	 	 
405	5	0	 	 
405	6	0	 	 
405	7	1	 	 
405	8	0	 	 
405	9	1	 	 
405	10	0	60	1
405	11	0	 	 
405	12	0	60	1
405	13	1	 	 
405	14	1	 	 
405	15	0	 	 
405	16	0	120	1
405	17	1	 	 
405	18	0	120	1
405	19	0	120	7
405	20	0	120	7
405	21	0	120	7
405	22	0	120	1
405	23	0	120	7
405	24	1	 	 
405	25	0	 	 
405	27	0	120	7
405	28	88	 	 
405	29	0	120	7
405	32	1	 	 
406	1	0	 	 
406	2	1	 	 
406	3	0	 	 
406	4	0	 	 
406	5	0	 	 
406	6	0	 	 
406	7	0	 	 
406	8	0	 	 
406	9	1	 	 
406	10	1	 	 
406	11	0	 	 
406	12	0	45	1
406	13	1	 	 
406	14	1	 	 
406	15	1	 	 
406	16	0	15	1
406	17	1	 	 
406	18	0	180	7
406	19	0	180	7
406	20	0	180	7
406	21	0	180	7
406	22	0	180	7
406	23	0	180	7
406	24	0	 	 
406	25	0	 	 
406	27	0	180	7
406	28	88	 	 
406	29	0	180	7
406	32	1	 	 
408	1	0	 	 
408	2	1	 	 
408	3	0	 	 
408	4	0	 	 
408	5	0	 	 
408	6	0	 	 
408	7	0	 	 
408	8	0	 	 
408	9	1	 	 
408	10	1	 	 
408	11	0	 	 
408	12	0	30	1
408	13	1	 	 
408	14	1	 	 
408	15	1	 	 
408	16	0	180	1
408	17	1	 	 
408	18	0	120	1
408	19	0	120	7
408	20	0	120	7
408	21	0	120	7
408	22	1	 	 
408	23	0	180	7
408	24	1	 	 
408	25	0	 	 
408	27	0	180	7
408	28	88	 	 
408	29	0	120	7
408	32	1	 	 
501	1	0	 	 
501	2	1	 	 
501	3	0	 	 
501	4	0	 	 
501	5	0	 	 
501	6	1	 	 
501	7	1	 	 
501	8	0	 	 
501	9	1	 	 
501	10	1	 	 
501	11	0	 	 
501	12	0	20	6
501	13	1	 	 
501	14	1	 	 
501	15	0	 	 
501	16	0	10	6
501	17	1	 	 
501	18	0	20	6
501	19	0	20	6
501	20	0	45	6
501	21	0	20	6
501	22	0	45	6
501	23	0	20	6
501	24	1	 	 
501	25	1	 	 
501	27	0	20	6
501	28	88	 	 
501	29	0	20	6
501	32	1	 	 
503	1	1	 	 
503	2	1	 	 
503	3	0	 	 
503	4	0	 	 
503	5	0	 	 
503	6	0	 	 
503	7	1	 	 
503	8	0	 	 
503	9	1	 	 
503	10	1	 	 
503	11	0	 	 
503	12	0	12	6
503	13	1	 	 
503	14	1	 	 
503	15	1	 	 
503	16	1	 	 
503	17	1	 	 
503	18	0	40	6
503	19	0	12	6
503	20	0	40	6
503	21	0	12	6
503	22	1	 	 
503	23	0	12	6
503	24	1	 	 
503	25	0	 	 
503	27	0	90	6
503	28	88	 	 
503	29	0	12	6
503	32	1	 	 
504	1	0	 	 
504	2	1	 	 
504	3	0	 	 
504	4	0	 	 
504	5	0	 	 
504	6	0	 	 
504	7	1	 	 
504	8	0	 	 
504	9	1	 	 
504	10	1	 	 
504	11	0	 	 
504	12	0	10	5
504	13	1	 	 
504	14	1	 	 
504	15	0	 	 
504	16	0	10	5
504	17	1	 	 
504	18	0	60	6
504	19	0	10	5
504	20	0	60	6
504	21	0	60	6
504	22	0	90	6
504	23	0	10	5
504	24	0	 	 
504	25	1	 	 
504	27	0	60	6
504	28	88	 	 
504	29	0	60	6
504	32	1	 	 
505	1	0	 	 
505	2	1	 	 
505	3	0	 	 
505	4	0	 	 
505	5	0	 	 
505	6	1	 	 
505	7	0	 	 
505	8	0	 	 
505	9	1	 	 
505	10	1	 	 
505	11	0	 	 
505	12	0	5	5
505	13	1	 	 
505	14	1	 	 
505	15	0	 	 
505	16	0	5	5
505	17	1	 	 
505	18	0	45	6
505	19	0	5	5
505	20	0	5	5
505	21	0	5	5
505	22	0	5	5
505	23	0	5	5
505	24	1	 	 
505	25	0	 	 
505	27	0	60	6
505	28	88	 	 
505	29	0	5	5
505	32	1	 	 
507	1	0	 	 
507	2	1	 	 
507	3	0	 	 
507	4	0	 	 
507	5	0	 	 
507	6	0	 	 
507	7	0	 	 
507	8	0	 	 
507	9	1	 	 
507	10	0	5	5
507	11	0	 	 
507	12	0	5	5
507	13	1	 	 
507	14	1	 	 
507	15	0	 	 
507	16	0	5	5
507	17	0	5	5
507	18	0	5	5
507	19	0	25	5
507	20	0	25	5
507	21	0	25	5
507	22	0	5	5
507	23	0	25	5
507	24	1	 	 
507	25	0	 	 
507	27	0	25	5
507	28	0	0	88
507	29	0	5	5
507	32	1	 	 
508	1	0	 	 
508	2	1	 	 
508	3	0	 	 
508	4	0	 	 
508	5	0	 	 
508	6	0	 	 
508	7	0	 	 
508	8	0	 	 
508	9	1	 	 
508	10	0	10	5
508	11	0	 	 
508	12	0	10	5
508	13	0	 	 
508	14	1	 	 
508	15	0	 	 
508	16	0	10	5
508	17	0	10	5
508	18	0	20	5
508	19	0	20	5
508	20	0	20	5
508	21	0	20	5
508	22	0	20	5
508	23	0	10	5
508	24	1	 	 
508	25	1	 	 
508	27	0	20	5
508	28	88	 	 
508	29	0	20	5
508	32	1	 	 
509	1	0	 	 
509	2	1	 	 
509	3	0	 	 
509	4	0	 	 
509	5	0	 	 
509	6	0	 	 
509	7	0	 	 
509	8	0	 	 
509	9	1	 	 
509	10	0	15	5
509	11	0	 	 
509	12	0	15	5
509	13	0	 	 
509	14	1	 	 
509	15	0	 	 
509	16	0	15	5
509	17	0	15	5
509	18	0	20	5
509	19	0	20	5
509	20	0	30	6
509	21	0	30	6
509	22	0	30	6
509	23	0	20	5
509	24	0	 	 
509	25	0	 	 
509	27	0	30	6
509	28	88	 	 
509	29	0	20	5
509	32	1	 	 
510	1	0	 	 
510	2	1	 	 
510	3	0	 	 
510	4	0	 	 
510	5	0	 	 
510	6	1	 	 
510	7	1	 	 
510	8	0	 	 
510	9	1	 	 
510	10	0	20	6
510	11	1	 	 
510	12	1	 	 
510	13	1	 	 
510	14	1	 	 
510	15	0	 	 
510	16	1	 	 
510	17	1	 	 
510	18	0	20	6
510	19	0	20	6
510	20	0	20	6
510	21	0	20	6
510	22	1	 	 
510	23	1	 	 
510	24	1	 	 
510	25	0	 	 
510	27	0	20	6
510	28	88	 	 
510	29	1	 	 
510	32	1	 	 
511	1	0	 	 
511	2	1	 	 
511	3	0	 	 
511	4	0	 	 
511	5	0	 	 
511	6	0	 	 
511	7	0	 	 
511	8	0	 	 
511	9	1	 	 
511	10	0	5	6
511	11	0	 	 
511	12	0	10	6
511	13	1	 	 
511	14	1	 	 
511	15	0	 	 
511	16	0	5	6
511	17	0	5	6
511	18	0	10	6
511	19	0	10	6
511	20	0	10	6
511	21	0	10	6
511	22	0	10	6
511	23	0	60	6
511	24	0	 	 
511	25	0	 	 
511	27	0	60	6
511	28	88	 	 
511	29	0	10	6
511	32	1	 	 
512	1	0	 	 
512	2	1	 	 
512	3	1	 	 
512	4	1	 	 
512	5	1	 	 
512	6	1	 	 
512	7	1	 	 
512	8	1	 	 
512	9	1	 	 
512	10	1	 	 
512	11	0	 	 
512	12	1	 	 
512	13	1	 	 
512	14	1	 	 
512	15	1	 	 
512	16	1	 	 
512	17	1	 	 
512	18	0	30	6
512	19	1	 	 
512	20	0	30	6
512	21	1	 	 
512	22	0	240	6
512	23	1	 	 
512	24	1	 	 
512	25	1	 	 
512	27	0	60	7
512	28	88	 	 
512	29	1	 	 
512	32	1	 	 
601	1	1	 	 
601	2	1	 	 
601	3	0	 	 
601	4	0	 	 
601	5	1	 	 
601	6	0	 	 
601	7	0	 	 
601	8	0	 	 
601	9	1	 	 
601	10	1	 	 
601	11	1	 	 
601	12	1	 	 
601	13	1	 	 
601	14	1	 	 
601	15	1	 	 
601	16	1	 	 
601	17	0	5	5
601	18	0	5	5
601	19	0	5	5
601	20	0	5	5
601	21	0	5	5
601	22	1	 	 
601	23	0	5	5
601	24	1	 	 
601	25	0	 	 
601	27	0	10	5
601	28	88	 	 
601	29	1	 	 
601	32	1	 	 
602	1	1	 	 
602	2	1	 	 
602	3	1	 	 
602	4	1	 	 
602	5	1	 	 
602	6	0	 	 
602	7	1	 	 
602	8	1	 	 
602	9	1	 	 
602	10	1	 	 
602	11	1	 	 
602	12	1	 	 
602	13	1	 	 
602	14	1	 	 
602	15	1	 	 
602	16	1	 	 
602	17	1	 	 
602	18	1	 	 
602	19	1	 	 
602	20	1	 	 
602	21	1	 	 
602	22	1	 	 
602	23	1	 	 
602	24	1	 	 
602	25	0	 	 
602	27	1	 	 
602	28	88	 	 
602	29	1	 	 
602	32	1	 	 
701	1	1	 	 
701	2	0	 	 
701	3	0	 	 
701	4	0	 	 
701	5	1	 	 
701	6	0	 	 
701	7	0	 	 
701	8	0	 	 
701	9	1	 	 
701	10	1	 	 
701	11	1	 	 
701	12	1	 	 
701	13	1	 	 
701	14	1	 	 
701	15	1	 	 
701	16	0	10	7
701	17	0	15	7
701	18	0	10	7
701	19	0	10	7
701	20	0	10	7
701	21	0	10	7
701	22	0	10	7
701	23	0	10	7
701	24	1	 	 
701	25	0	 	 
701	27	0	20	7
701	28	88	 	 
701	29	1	 	 
701	32	1	 	 
702	1	0	 	 
702	2	0	 	 
702	3	1	 	 
702	4	0	 	 
702	5	0	 	 
702	6	0	 	 
702	7	0	 	 
702	8	0	 	 
702	9	1	 	 
702	10	1	 	 
702	11	1	 	 
702	12	0	5	1
702	13	1	 	 
702	14	1	 	 
702	15	1	 	 
702	16	0	15	1
702	17	0	10	1
702	18	0	15	1
702	19	0	15	1
702	20	0	15	1
702	21	0	15	1
702	22	1	 	 
702	23	0	15	1
702	24	1	 	 
702	25	0	 	 
702	27	0	15	1
702	28	88	 	 
702	29	0	15	1
702	32	1	 	 
703	1	0	 	 
703	2	1	 	 
703	3	0	 	 
703	4	0	 	 
703	5	1	 	 
703	6	0	 	 
703	7	0	 	 
703	8	0	 	 
703	9	1	 	 
703	10	1	 	 
703	11	1	 	 
703	12	1	 	 
703	13	1	 	 
703	14	1	 	 
703	15	1	 	 
703	16	0	10	7
703	17	0	10	1
703	18	0	10	1
703	19	0	10	1
703	20	0	10	1
703	21	0	10	1
703	22	1	 	 
703	23	0	10	1
703	24	1	 	 
703	25	0	 	 
703	27	0	10	1
703	28	0	-88	88
703	29	0	5	1
703	32	1	 	 
704	1	0	 	 
704	2	1	 	 
704	3	0	 	 
704	4	0	 	 
704	5	0	 	 
704	6	0	 	 
704	7	0	 	 
704	8	0	 	 
704	9	1	 	 
704	10	1	 	 
704	11	1	 	 
704	12	1	 	 
704	13	1	 	 
704	14	1	 	 
704	15	1	 	 
704	16	0	15	7
704	17	0	20	7
704	18	0	15	7
704	19	0	15	7
704	20	0	15	7
704	21	0	15	7
704	22	0	15	7
704	23	0	15	7
704	24	1	 	 
704	25	0	 	 
704	27	0	15	7
704	28	88	 	 
704	29	0	15	7
704	32	1	 	 
801	1	1	 	 
801	2	1	 	 
801	3	1	 	 
801	4	0	 	 
801	5	1	 	 
801	6	0	 	 
801	7	1	 	 
801	8	0	 	 
801	9	1	 	 
801	10	1	 	 
801	11	1	 	 
801	12	1	 	 
801	13	1	 	 
801	14	1	 	 
801	15	1	 	 
801	16	1	 	 
801	17	1	 	 
801	18	1	 	 
801	19	0	10	7
801	20	1	 	 
801	21	0	10	7
801	22	1	 	 
801	23	0	10	7
801	24	1	 	 
801	25	0	 	 
801	27	0	30	7
801	28	88	 	 
801	29	1	 	 
801	32	1	 	 
802	1	1	 	 
802	2	1	 	 
802	3	0	 	 
802	4	0	 	 
802	5	0	 	 
802	6	1	 	 
802	7	1	 	 
802	8	0	 	 
802	9	1	 	 
802	10	1	 	 
802	11	1	 	 
802	12	1	 	 
802	13	1	 	 
802	14	1	 	 
802	15	1	 	 
802	16	1	 	 
802	17	0	-88	88
802	18	1	 	 
802	19	0	15	6
802	20	0	15	6
802	21	0	15	6
802	22	0	15	6
802	23	1	 	 
802	24	1	 	 
802	25	0	 	 
802	27	0	15	6
802	28	1	 	 
802	29	1	 	 
802	32	1	 	 
901	1	0	 	 
901	2	1	 	 
901	3	0	 	 
901	4	1	 	 
901	5	1	 	 
901	6	1	 	 
901	7	1	 	 
901	8	0	 	 
901	9	1	 	 
901	10	1	 	 
901	11	1	 	 
901	12	1	 	 
901	13	1	 	 
901	14	1	 	 
901	15	0	 	 
901	16	0	20	1
901	17	1	 	 
901	18	0	90	7
901	19	0	20	1
901	20	0	90	7
901	21	0	90	7
901	22	0	90	7
901	23	0	20	1
901	24	0	 	 
901	25	0	 	 
901	27	0	90	7
901	28	0	-88	88
901	29	0	90	7
901	32	1	 	 
902	1	0	 	 
902	2	0	 	 
902	3	0	 	 
902	4	0	 	 
902	5	0	 	 
902	6	0	 	 
902	7	0	 	 
902	8	0	 	 
902	9	1	 	 
902	10	1	 	 
902	11	0	 	 
902	12	0	30	7
902	13	1	 	 
902	14	1	 	 
902	15	0	 	 
902	16	0	30	7
902	17	1	 	 
902	18	0	90	7
902	19	0	30	7
902	20	0	90	7
902	21	0	90	7
902	22	0	90	7
902	23	0	90	7
902	24	0	 	 
902	25	0	 	 
902	27	0	90	7
902	28	0	-88	88
902	29	0	90	7
902	32	1	 	 
903	1	0	 	 
903	2	1	 	 
903	3	0	 	 
903	4	0	 	 
903	5	0	 	 
903	6	0	 	 
903	7	0	 	 
903	8	0	 	 
903	9	1	 	 
903	10	0	-77	88
903	11	0	 	 
903	12	0	60	7
903	13	1	 	 
903	14	1	 	 
903	15	0	 	 
903	16	0	60	7
903	17	0	60	7
903	18	0	60	7
903	19	0	60	7
903	20	0	60	7
903	21	0	60	7
903	22	0	60	7
903	23	0	60	7
903	24	0	 	 
903	25	0	 	 
903	27	0	60	7
903	28	0	-88	8
903	29	0	60	7
903	32	1	 	 
904	1	0	 	 
904	2	0	 	 
904	3	0	 	 
904	4	0	 	 
904	5	0	 	 
904	6	0	 	 
904	7	0	 	 
904	8	0	 	 
904	9	1	 	 
904	10	0	20	6
904	11	1	 	 
904	12	0	20	6
904	13	1	 	 
904	14	1	 	 
904	15	0	 	 
904	16	0	20	6
904	17	0	20	1
904	18	0	20	6
904	19	0	20	6
904	20	0	20	6
904	21	0	20	6
904	22	0	20	6
904	23	0	20	1
904	24	1	 	 
904	25	0	 	 
904	27	0	20	6
904	28	88	 	 
904	29	0	20	6
