PLACEID	SERVIDR4	SERVAVLB	TIM2PLCE	CMNTRNSP
904	32	1	 	 
905	1	0	 	 
905	2	1	 	 
905	3	0	 	 
905	4	0	 	 
905	5	0	 	 
905	6	0	 	 
905	7	0	 	 
905	8	0	 	 
905	9	1	 	 
905	10	1	 	 
905	11	0	 	 
905	12	0	30	7
905	13	1	 	 
905	14	1	 	 
905	15	0	 	 
905	16	0	60	7
905	17	1	 	 
905	18	0	60	7
905	19	0	60	7
905	20	0	60	7
905	21	0	60	7
905	22	0	60	7
905	23	0	60	6
905	24	0	 	 
905	25	0	 	 
905	27	0	60	7
905	28	88	 	 
905	29	0	60	7
905	32	1	 	 
906	1	0	 	 
906	2	1	 	 
906	3	0	 	 
906	4	0	 	 
906	5	0	 	 
906	6	0	 	 
906	7	0	 	 
906	8	0	 	 
906	9	1	 	 
906	10	0	15	7
906	11	0	 	 
906	12	0	90	7
906	13	1	 	 
906	14	1	 	 
906	15	0	 	 
906	16	0	90	7
906	17	0	90	7
906	18	0	15	7
906	19	0	90	7
906	20	0	90	7
906	21	0	90	7
906	22	0	90	7
906	23	0	70	7
906	24	0	 	 
906	25	0	 	 
906	27	0	90	7
906	28	1	 	 
906	29	0	90	7
906	32	1	 	 
907	1	0	 	 
907	2	1	 	 
907	3	0	 	 
907	4	0	 	 
907	5	0	 	 
907	6	0	 	 
907	7	0	 	 
907	8	0	 	 
907	9	1	 	 
907	10	0	20	1
907	11	0	 	 
907	12	0	120	1
907	13	1	 	 
907	14	1	 	 
907	15	0	 	 
907	16	0	140	1
907	17	0	20	1
907	18	0	140	1
907	19	0	140	1
907	20	0	140	1
907	21	0	140	1
907	22	0	140	1
907	23	0	140	1
907	24	0	 	 
907	25	0	 	 
907	27	0	140	1
907	28	0	-88	88
907	29	0	140	1
907	32	1	 	 
908	1	0	 	 
908	2	1	 	 
908	3	0	 	 
908	4	0	 	 
908	5	0	 	 
908	6	0	 	 
908	7	0	 	 
908	8	0	 	 
908	9	1	 	 
908	10	1	 	 
908	11	0	 	 
908	12	0	15	6
908	13	1	 	 
908	14	1	 	 
908	15	1	 	 
908	16	0	25	6
908	17	1	 	 
908	18	0	25	6
908	19	0	25	6
908	20	0	25	6
908	21	0	25	6
908	22	0	25	6
908	23	0	25	6
908	24	1	 	 
908	25	0	 	 
908	27	0	25	6
908	28	0	-88	88
908	29	0	25	6
908	32	1	 	 
909	1	0	 	 
909	2	1	 	 
909	3	0	 	 
909	4	0	 	 
909	5	0	 	 
909	6	0	 	 
909	7	0	 	 
909	8	0	 	 
909	9	1	 	 
909	10	0	15	7
909	11	0	 	 
909	12	1	 	 
909	13	1	 	 
909	14	1	 	 
909	15	1	 	 
909	16	0	15	7
909	17	0	10	7
909	18	0	10	7
909	19	0	15	7
909	20	0	15	7
909	21	0	15	7
909	22	0	15	7
909	23	0	15	7
909	24	1	 	 
909	25	0	 	 
909	27	0	15	7
909	28	88	 	 
909	29	0	15	7
909	32	1	 	 
910	1	0	 	 
910	2	1	 	 
910	3	0	 	 
910	4	0	 	 
910	5	0	 	 
910	6	0	 	 
910	7	0	 	 
910	8	0	 	 
910	9	1	 	 
910	10	0	20	1
910	11	0	 	 
910	12	0	120	1
910	13	1	 	 
910	14	1	 	 
910	15	0	 	 
910	16	0	140	1
910	17	0	20	1
910	18	0	140	1
910	19	0	140	1
910	20	0	140	1
910	21	0	140	1
910	22	0	140	1
910	23	0	140	1
910	24	0	 	 
910	25	0	 	 
910	27	0	140	1
910	28	0	-88	88
910	29	0	140	1
910	32	1	 	 
911	1	0	 	 
911	2	1	 	 
911	3	0	 	 
911	4	0	 	 
911	5	0	 	 
911	6	0	 	 
911	7	0	 	 
911	8	0	 	 
911	9	1	 	 
911	10	0	60	6
911	11	0	 	 
911	12	0	60	6
911	13	1	 	 
911	14	1	 	 
911	15	0	 	 
911	16	0	60	6
911	17	0	40	1
911	18	0	60	6
911	19	0	60	6
911	20	0	60	6
911	21	0	60	6
911	22	0	60	6
911	23	0	60	6
911	24	0	 	 
911	25	0	 	 
911	27	0	60	6
911	28	0	-88	88
911	29	0	60	6
911	32	1	 	 
912	1	0	 	 
912	2	1	 	 
912	3	0	 	 
912	4	0	 	 
912	5	0	 	 
912	6	0	 	 
912	7	0	 	 
912	8	0	 	 
912	9	1	 	 
912	10	0	60	7
912	11	0	 	 
912	12	0	60	7
912	13	1	 	 
912	14	1	 	 
912	15	0	 	 
912	16	0	60	7
912	17	0	30	7
912	18	0	60	7
912	19	0	60	7
912	20	0	60	7
912	21	0	60	7
912	22	0	60	7
912	23	0	60	7
912	24	0	 	 
912	25	0	 	 
912	27	0	60	7
912	28	88	 	 
912	29	0	60	7
912	32	1	 	 
1001	1	1	 	 
1001	2	1	 	 
1001	3	0	 	 
1001	4	0	 	 
1001	5	1	 	 
1001	6	0	 	 
1001	7	0	 	 
1001	8	1	 	 
1001	9	1	 	 
1001	10	1	 	 
1001	11	1	 	 
1001	12	1	 	 
1001	13	1	 	 
1001	14	1	 	 
1001	15	1	 	 
1001	16	1	 	 
1001	17	0	-88	88
1001	18	1	 	 
1001	19	0	10	1
1001	20	1	 	 
1001	21	1	 	 
1001	22	1	 	 
1001	23	1	 	 
1001	24	1	 	 
1001	25	0	 	 
1001	27	1	 	 
1001	28	0	-88	88
1001	29	1	 	 
1001	32	1	 	 
1003	1	0	 	 
1003	2	1	 	 
1003	3	0	 	 
1003	4	0	 	 
1003	5	1	 	 
1003	6	0	 	 
1003	7	0	 	 
1003	8	0	 	 
1003	9	1	 	 
1003	10	1	 	 
1003	11	1	 	 
1003	12	1	 	 
1003	13	1	 	 
1003	14	1	 	 
1003	15	1	 	 
1003	16	0	10	7
1003	17	0	10	7
1003	18	0	10	7
1003	19	0	10	7
1003	20	0	10	7
1003	21	0	10	7
1003	22	1	 	 
1003	23	0	10	7
1003	24	1	 	 
1003	25	0	 	 
1003	27	0	10	7
1003	28	0	-88	88
1003	29	0	10	7
1003	32	1	 	 
1004	1	0	 	 
1004	2	1	 	 
1004	3	0	 	 
1004	4	0	 	 
1004	5	1	 	 
1004	6	0	 	 
1004	7	1	 	 
1004	8	0	 	 
1004	9	0	10	1
1004	10	1	 	 
1004	11	1	 	 
1004	12	1	 	 
1004	13	1	 	 
1004	14	1	 	 
1004	15	1	 	 
1004	16	0	15	1
1004	17	0	10	7
1004	18	0	10	7
1004	19	0	10	7
1004	20	0	10	7
1004	21	0	10	7
1004	22	0	10	1
1004	23	0	10	7
1004	24	1	 	 
1004	25	0	 	 
1004	27	0	10	7
1004	28	0	-88	88
1004	29	0	10	1
1004	32	1	 	 
1005	1	0	 	 
1005	2	1	 	 
1005	3	0	 	 
1005	4	0	 	 
1005	5	1	 	 
1005	6	0	 	 
1005	7	1	 	 
1005	8	0	 	 
1005	9	1	 	 
1005	10	1	 	 
1005	11	1	 	 
1005	12	1	 	 
1005	13	1	 	 
1005	14	1	 	 
1005	15	1	 	 
1005	16	0	15	7
1005	17	0	-88	88
1005	18	0	15	7
1005	19	0	15	7
1005	20	0	15	7
1005	21	0	15	7
1005	22	0	5	1
1005	23	0	15	7
1005	24	1	 	 
1005	25	0	 	 
1005	27	0	15	7
1005	28	88	 	 
1005	29	0	5	1
1005	32	1	 	 
1006	1	0	 	 
1006	2	1	 	 
1006	3	0	 	 
1006	4	0	 	 
1006	5	1	 	 
1006	6	0	 	 
1006	7	0	 	 
1006	8	0	 	 
1006	9	0	15	1
1006	10	1	 	 
1006	11	1	 	 
1006	12	1	 	 
1006	13	1	 	 
1006	14	1	 	 
1006	15	1	 	 
1006	16	1	 	 
1006	17	0	15	7
1006	18	0	15	7
1006	19	0	15	7
1006	20	0	15	7
1006	21	0	15	7
1006	22	1	 	 
1006	23	0	15	7
1006	24	1	 	 
1006	25	0	 	 
1006	27	0	15	7
1006	28	88	 	 
1006	29	0	15	7
1006	32	1	 	 
1101	1	0	 	 
1101	2	1	 	 
1101	3	0	 	 
1101	4	0	 	 
1101	5	0	 	 
1101	6	0	 	 
1101	7	1	 	 
1101	8	0	 	 
1101	9	1	 	 
1101	10	1	 	 
1101	11	0	 	 
1101	12	0	150	7
1101	13	1	 	 
1101	14	1	 	 
1101	15	1	 	 
1101	16	0	150	7
1101	17	1	 	 
1101	18	0	150	7
1101	19	0	150	7
1101	20	0	300	7
1101	21	0	150	7
1101	22	0	150	7
1101	23	0	150	7
1101	24	1	 	 
1101	25	1	 	 
1101	27	0	150	7
1101	28	88	 	 
1101	29	0	150	7
1101	32	1	 	 
1102	1	0	 	 
1102	2	1	 	 
1102	3	0	 	 
1102	4	0	 	 
1102	5	0	 	 
1102	6	0	 	 
1102	7	0	 	 
1102	8	0	 	 
1102	9	1	 	 
1102	10	1	 	 
1102	11	0	 	 
1102	12	0	120	7
1102	13	1	 	 
1102	14	1	 	 
1102	15	1	 	 
1102	16	0	240	7
1102	17	1	 	 
1102	18	0	120	7
1102	19	0	120	7
1102	20	0	-88	88
1102	21	0	120	7
1102	22	0	120	7
1102	23	0	120	7
1102	24	1	 	 
1102	25	0	 	 
1102	27	0	120	7
1102	28	0	-88	88
1102	29	0	120	7
1102	32	1	 	 
1103	1	0	 	 
1103	2	1	 	 
1103	3	0	 	 
1103	4	0	 	 
1103	5	0	 	 
1103	6	0	 	 
1103	7	0	 	 
1103	8	0	 	 
1103	9	1	 	 
1103	10	1	 	 
1103	11	0	 	 
1103	12	0	180	7
1103	13	1	 	 
1103	14	1	 	 
1103	15	0	 	 
1103	16	0	180	7
1103	17	1	 	 
1103	18	0	180	7
1103	19	0	180	7
1103	20	0	390	7
1103	21	0	180	7
1103	22	0	180	7
1103	23	0	180	7
1103	24	1	 	 
1103	25	0	 	 
1103	27	0	180	7
1103	28	88	 	 
1103	29	0	180	7
1103	32	1	 	 
1104	1	1	 	 
1104	2	1	 	 
1104	3	0	 	 
1104	4	0	 	 
1104	5	0	 	 
1104	6	0	 	 
1104	7	0	 	 
1104	8	0	 	 
1104	9	1	 	 
1104	10	1	 	 
1104	11	0	 	 
1104	12	0	120	7
1104	13	1	 	 
1104	14	1	 	 
1104	15	1	 	 
1104	16	0	120	7
1104	17	1	 	 
1104	18	0	120	7
1104	19	0	120	7
1104	20	0	300	6
1104	21	0	120	7
1104	22	0	120	7
1104	23	0	120	7
1104	24	0	 	 
1104	25	0	 	 
1104	27	0	120	7
1104	28	0	-88	88
1104	29	0	120	7
1104	32	1	 	 
1105	1	0	 	 
1105	2	1	 	 
1105	3	0	 	 
1105	4	0	 	 
1105	5	0	 	 
1105	6	0	 	 
1105	7	1	 	 
1105	8	0	 	 
1105	9	1	 	 
1105	10	1	 	 
1105	11	0	 	 
1105	12	0	90	6
1105	13	1	 	 
1105	14	1	 	 
1105	15	1	 	 
1105	16	0	90	6
1105	17	1	 	 
1105	18	0	90	6
1105	19	0	90	6
1105	20	0	210	6
1105	21	0	90	6
1105	22	0	90	6
1105	23	0	90	6
1105	24	1	 	 
1105	25	0	 	 
1105	27	0	90	6
1105	28	0	-88	88
1105	29	0	90	6
1105	32	1	 	 
1106	1	0	 	 
1106	2	1	 	 
1106	3	0	 	 
1106	4	0	 	 
1106	5	0	 	 
1106	6	0	 	 
1106	7	0	 	 
1106	8	0	 	 
1106	9	1	 	 
1106	10	1	 	 
1106	11	0	 	 
1106	12	0	240	7
1106	13	1	 	 
1106	14	0	 	 
1106	15	0	 	 
1106	16	0	240	7
1106	17	1	 	 
1106	18	0	240	7
1106	19	0	240	7
1106	20	0	-88	88
1106	21	0	240	7
1106	22	0	240	7
1106	23	0	240	7
1106	24	0	 	 
1106	25	0	 	 
1106	27	0	240	7
1106	28	88	 	 
1106	29	0	240	7
1106	32	0	 	 
1107	1	0	 	 
1107	2	0	 	 
1107	3	0	 	 
1107	4	0	 	 
1107	5	0	 	 
1107	6	0	 	 
1107	7	0	 	 
1107	8	0	 	 
1107	9	1	 	 
1107	10	1	 	 
1107	11	0	 	 
1107	12	0	45	6
1107	13	1	 	 
1107	14	1	 	 
1107	15	1	 	 
1107	16	0	45	6
1107	17	0	45	6
1107	18	0	45	6
1107	19	0	45	6
1107	20	0	180	6
1107	21	0	45	6
1107	22	0	45	6
1107	23	0	45	6
1107	24	1	 	 
1107	25	0	 	 
1107	27	0	180	6
1107	28	0	-88	88
1107	29	0	45	6
1107	32	1	 	 
1108	1	1	 	 
1108	2	1	 	 
1108	3	0	 	 
1108	4	0	 	 
1108	5	0	 	 
1108	6	0	 	 
1108	7	0	 	 
1108	8	0	 	 
1108	9	1	 	 
1108	10	0	60	1
1108	11	0	 	 
1108	12	0	90	6
1108	13	1	 	 
1108	14	1	 	 
1108	15	1	 	 
1108	16	0	90	6
1108	17	0	60	1
1108	18	0	90	6
1108	19	0	90	6
1108	20	0	225	6
1108	21	0	90	6
1108	22	0	90	6
1108	23	0	90	6
1108	24	1	 	 
1108	25	0	 	 
1108	27	0	90	6
1108	28	0	-88	88
1108	29	0	90	6
1108	32	1	 	 
1202	1	1	 	 
1202	2	1	 	 
1202	3	0	 	 
1202	4	0	 	 
1202	5	0	 	 
1202	6	0	 	 
1202	7	0	 	 
1202	8	0	 	 
1202	9	1	 	 
1202	10	1	 	 
1202	11	1	 	 
1202	12	1	 	 
1202	13	1	 	 
1202	14	1	 	 
1202	15	1	 	 
1202	16	0	7	7
1202	17	0	10	7
1202	18	0	10	7
1202	19	0	30	7
1202	20	0	10	7
1202	21	0	40	6
1202	22	0	10	1
1202	23	0	15	7
1202	24	1	 	 
1202	25	0	 	 
1202	27	0	60	7
1202	28	88	 	 
1202	29	0	6	6
1202	32	1	 	 
1203	1	1	 	 
1203	2	1	 	 
1203	3	1	 	 
1203	4	0	 	 
1203	5	1	 	 
1203	6	0	 	 
1203	7	0	 	 
1203	8	1	 	 
1203	9	1	 	 
1203	10	1	 	 
1203	11	1	 	 
1203	12	1	 	 
1203	13	1	 	 
1203	14	1	 	 
1203	15	1	 	 
1203	16	0	10	7
1203	17	0	10	7
1203	18	0	10	7
1203	19	0	20	7
1203	20	0	5	5
1203	21	0	5	7
1203	22	1	 	 
1203	23	0	5	7
1203	24	1	 	 
1203	25	0	 	 
1203	27	0	20	7
1203	28	88	 	 
1203	29	1	 	 
1203	32	1	 	 
1302	1	1	 	 
1302	2	1	 	 
1302	3	1	 	 
1302	4	0	 	 
1302	5	1	 	 
1302	6	1	 	 
1302	7	1	 	 
1302	8	1	 	 
1302	9	1	 	 
1302	10	1	 	 
1302	11	1	 	 
1302	12	1	 	 
1302	13	1	 	 
1302	14	1	 	 
1302	15	1	 	 
1302	16	1	 	 
1302	17	0	-77	88
1302	18	1	 	 
1302	19	0	25	7
1302	20	1	 	 
1302	21	1	 	 
1302	22	1	 	 
1302	23	1	 	 
1302	24	1	 	 
1302	25	0	 	 
1302	27	0	30	7
1302	28	1	 	 
1302	29	1	 	 
1302	32	1	 	 
1303	1	0	 	 
1303	2	1	 	 
1303	3	0	 	 
1303	4	0	 	 
1303	5	1	 	 
1303	6	0	 	 
1303	7	0	 	 
1303	8	0	 	 
1303	9	1	 	 
1303	10	1	 	 
1303	11	1	 	 
1303	12	1	 	 
1303	13	1	 	 
1303	14	1	 	 
1303	15	1	 	 
1303	16	0	10	7
1303	17	0	-88	8
1303	18	0	10	7
1303	19	0	10	7
1303	20	0	10	7
1303	21	0	-88	88
1303	22	0	-88	88
1303	23	0	10	7
1303	24	1	 	 
1303	25	1	 	 
1303	27	0	30	7
1303	28	88	 	 
1303	29	0	10	7
1303	32	1	 	 
1304	1	1	 	 
1304	2	1	 	 
1304	3	1	 	 
1304	4	1	 	 
1304	5	0	 	 
1304	6	1	 	 
1304	7	0	 	 
1304	8	1	 	 
1304	9	1	 	 
1304	10	1	 	 
1304	11	1	 	 
1304	12	1	 	 
1304	13	1	 	 
1304	14	1	 	 
1304	15	1	 	 
1304	16	1	 	 
1304	17	0	-77	88
1304	18	1	 	 
1304	19	1	 	 
1304	20	1	 	 
1304	21	1	 	 
1304	22	1	 	 
1304	23	1	 	 
1304	24	1	 	 
1304	25	0	 	 
1304	27	1	 	 
1304	28	0	-88	88
1304	29	1	 	 
1304	32	1	 	 
1402	1	0	 	 
1402	2	1	 	 
1402	3	0	 	 
1402	4	0	 	 
1402	5	0	 	 
1402	6	0	 	 
1402	7	1	 	 
1402	8	0	 	 
1402	9	1	 	 
1402	10	1	 	 
1402	11	1	 	 
1402	12	1	 	 
1402	13	1	 	 
1402	14	1	 	 
1402	15	1	 	 
1402	16	0	10	1
1402	17	1	 	 
1402	18	1	 	 
1402	19	0	10	5
1402	20	0	10	5
1402	21	0	12	7
1402	22	1	 	 
1402	23	0	10	5
1402	24	1	 	 
1402	25	0	 	 
1402	27	0	10	5
1402	28	88	 	 
1402	29	1	 	 
1402	32	1	 	 
1403	1	1	 	 
1403	2	1	 	 
1403	3	1	 	 
1403	4	0	 	 
1403	5	1	 	 
1403	6	0	 	 
1403	7	1	 	 
1403	8	1	 	 
1403	9	1	 	 
1403	10	1	 	 
1403	11	1	 	 
1403	12	1	 	 
1403	13	1	 	 
1403	14	1	 	 
1403	15	1	 	 
1403	16	1	 	 
1403	17	1	 	 
1403	18	1	 	 
1403	19	1	 	 
1403	20	1	 	 
1403	21	1	 	 
1403	22	1	 	 
1403	23	1	 	 
1403	24	1	 	 
1403	25	1	 	 
1403	27	1	 	 
1403	28	0	-88	88
1403	29	1	 	 
1403	32	1	 	 
1404	1	1	 	 
1404	2	1	 	 
1404	3	1	 	 
1404	4	0	 	 
1404	5	0	 	 
1404	6	0	 	 
1404	7	1	 	 
1404	8	0	 	 
1404	9	0	5	1
1404	10	1	 	 
1404	11	1	 	 
1404	12	1	 	 
1404	13	1	 	 
1404	14	1	 	 
1404	15	1	 	 
1404	16	0	10	5
1404	17	0	20	7
1404	18	0	20	5
1404	19	0	10	5
1404	20	0	10	5
1404	21	0	10	5
1404	22	0	-88	88
1404	23	0	10	5
1404	24	1	 	 
1404	25	1	 	 
1404	27	0	-88	88
1404	28	0	-88	88
1404	29	0	10	5
1404	32	1	 	 
1501	1	0	 	 
1501	2	1	 	 
1501	3	0	 	 
1501	4	0	 	 
1501	5	0	 	 
1501	6	0	 	 
1501	7	1	 	 
1501	8	0	 	 
1501	9	1	 	 
1501	10	1	 	 
1501	11	1	 	 
1501	12	0	10	1
1501	13	1	 	 
1501	14	1	 	 
1501	15	0	 	 
1501	16	0	10	1
1501	17	1	 	 
1501	18	0	10	1
1501	19	0	10	1
1501	20	0	20	6
1501	21	0	10	1
1501	22	1	 	 
1501	23	0	20	6
1501	24	1	 	 
1501	25	0	 	 
1501	27	0	20	6
1501	28	88	 	 
1501	29	0	10	1
1501	32	1	 	 
1502	1	1	 	 
1502	2	1	 	 
1502	3	0	 	 
1502	4	0	 	 
1502	5	0	 	 
1502	6	0	 	 
1502	7	1	 	 
1502	8	0	 	 
1502	9	1	 	 
1502	10	0	15	7
1502	11	0	 	 
1502	12	0	15	7
1502	13	1	 	 
1502	14	1	 	 
1502	15	0	 	 
1502	16	0	15	7
1502	17	0	15	7
1502	18	0	15	7
1502	19	0	15	7
1502	20	0	60	7
1502	21	0	15	7
1502	22	1	 	 
1502	23	0	15	7
1502	24	1	 	 
1502	25	0	 	 
1502	27	0	15	7
1502	28	88	 	 
1502	29	0	15	7
1502	32	1	 	 
1503	1	1	 	 
1503	2	1	 	 
1503	3	0	 	 
1503	4	0	 	 
1503	5	0	 	 
1503	6	0	 	 
1503	7	0	 	 
1503	8	0	 	 
1503	9	1	 	 
1503	10	1	 	 
1503	11	0	 	 
1503	12	0	10	5
1503	13	1	 	 
1503	14	1	 	 
1503	15	0	 	 
1503	16	0	10	5
1503	17	0	10	5
1503	18	0	10	5
1503	19	0	10	5
1503	20	0	70	6
1503	21	0	10	5
1503	22	0	10	5
1503	23	0	10	5
1503	24	1	 	 
1503	25	0	 	 
1503	27	0	10	5
1503	28	88	 	 
1503	29	0	10	5
1503	32	1	 	 
1504	1	1	 	 
1504	2	1	 	 
1504	3	0	 	 
1504	4	0	 	 
1504	5	0	 	 
1504	6	0	 	 
1504	7	0	 	 
1504	8	0	 	 
1504	9	1	 	 
1504	10	1	 	 
1504	11	0	 	 
1504	12	0	20	6
1504	13	1	 	 
1504	14	1	 	 
1504	15	0	 	 
1504	16	0	20	6
1504	17	1	 	 
1504	18	0	20	6
1504	19	0	20	6
1504	20	0	80	6
1504	21	0	20	6
1504	22	0	20	6
1504	23	0	20	6
1504	24	1	 	 
1504	25	0	 	 
1504	27	0	20	6
1504	28	88	 	 
1504	29	0	15	6
1504	32	1	 	 
1505	1	0	 	 
1505	2	0	 	 
1505	3	0	 	 
1505	4	0	 	 
1505	5	0	 	 
1505	6	0	 	 
1505	7	0	 	 
1505	8	0	 	 
1505	9	1	 	 
1505	10	1	 	 
1505	11	0	 	 
1505	12	0	20	6
1505	13	1	 	 
1505	14	1	 	 
1505	15	0	 	 
1505	16	0	20	6
1505	17	0	5	1
1505	18	0	20	6
1505	19	0	20	6
1505	20	0	80	6
1505	21	0	20	6
1505	22	0	20	6
1505	23	0	20	6
1505	24	1	 	 
1505	25	0	 	 
1505	27	0	20	6
1505	28	88	 	 
1505	29	0	15	6
1505	32	1	 	 
1506	1	0	 	 
1506	2	1	 	 
1506	3	0	 	 
1506	4	0	 	 
1506	5	0	 	 
1506	6	0	 	 
1506	7	1	 	 
1506	8	0	 	 
1506	9	1	 	 
1506	10	1	 	 
1506	11	1	 	 
1506	12	0	15	1
1506	13	1	 	 
1506	14	1	 	 
1506	15	0	 	 
1506	16	0	15	1
1506	17	1	 	 
1506	18	0	15	1
1506	19	0	15	1
1506	20	0	60	6
1506	21	0	15	1
1506	22	0	15	1
1506	23	0	15	1
1506	24	1	 	 
1506	25	0	 	 
1506	27	0	15	1
1506	28	88	 	 
1506	29	1	 	 
1506	32	1	 	 
1507	1	1	 	 
1507	2	1	 	 
1507	3	0	 	 
1507	4	0	 	 
1507	5	0	 	 
1507	6	0	 	 
1507	7	0	 	 
1507	8	0	 	 
1507	9	1	 	 
1507	10	0	30	5
1507	11	0	 	 
1507	12	0	30	5
1507	13	1	 	 
1507	14	1	 	 
1507	15	0	 	 
1507	16	0	30	5
1507	17	0	30	5
1507	18	0	30	5
1507	19	0	30	5
1507	20	0	30	5
1507	21	0	30	5
1507	22	0	20	5
1507	23	0	30	5
1507	24	1	 	 
1507	25	0	 	 
1507	27	0	30	5
1507	28	0	-88	88
1507	29	0	30	5
1507	32	1	 	 
1508	1	0	 	 
1508	2	1	 	 
1508	3	0	 	 
1508	4	0	 	 
1508	5	1	 	 
1508	6	0	 	 
1508	7	0	 	 
1508	8	0	 	 
1508	9	1	 	 
1508	10	1	 	 
1508	11	0	 	 
1508	12	1	 	 
1508	13	1	 	 
1508	14	1	 	 
1508	15	0	 	 
1508	16	0	15	5
1508	17	0	10	5
1508	18	0	15	5
1508	19	0	15	5
1508	20	0	80	6
1508	21	0	15	5
1508	22	0	15	5
1508	23	0	15	5
1508	24	0	 	 
1508	25	0	 	 
1508	27	0	15	5
1508	28	88	 	 
1508	29	0	10	5
1508	32	1	 	 
1509	1	0	 	 
1509	2	1	 	 
1509	3	1	 	 
1509	4	0	 	 
1509	5	1	 	 
1509	6	0	 	 
1509	7	0	 	 
1509	8	1	 	 
1509	9	1	 	 
1509	10	1	 	 
1509	11	1	 	 
1509	12	1	 	 
1509	13	1	 	 
1509	14	1	 	 
1509	15	1	 	 
1509	16	1	 	 
1509	17	0	10	5
1509	18	1	 	 
1509	19	1	 	 
1509	20	0	40	6
1509	21	1	 	 
1509	22	1	 	 
1509	23	1	 	 
1509	24	1	 	 
1509	25	0	 	 
1509	27	0	40	6
1509	28	88	 	 
1509	29	1	 	 
1509	32	1	 	 
1601	1	0	 	 
1601	2	1	 	 
1601	3	88	 	 
1601	4	0	 	 
1601	5	0	 	 
1601	6	0	 	 
1601	7	1	 	 
1601	8	0	 	 
1601	9	1	 	 
1601	10	1	 	 
1601	11	0	 	 
1601	12	0	120	7
1601	13	1	 	 
1601	14	0	 	 
1601	15	0	 	 
1601	16	0	45	7
1601	17	1	 	 
1601	18	0	45	7
1601	19	0	120	7
1601	20	0	120	7
1601	21	0	120	7
1601	22	0	120	7
1601	23	0	45	7
1601	24	1	 	 
1601	25	0	 	 
1601	27	0	120	7
1601	28	88	 	 
1601	29	0	45	7
1601	32	1	 	 
1602	1	1	 	 
1602	2	1	 	 
1602	3	88	 	 
1602	4	0	 	 
1602	5	0	 	 
1602	6	0	 	 
1602	7	1	 	 
1602	8	0	 	 
1602	9	1	 	 
1602	10	1	 	 
1602	11	0	 	 
1602	12	1	 	 
1602	13	1	 	 
1602	14	1	 	 
1602	15	1	 	 
1602	16	1	 	 
1602	17	1	 	 
1602	18	1	 	 
1602	19	0	80	7
1602	20	0	80	7
1602	21	0	80	7
1602	22	0	80	7
1602	23	1	 	 
1602	24	1	 	 
1602	25	0	 	 
1602	27	0	80	7
1602	28	88	 	 
1602	29	1	 	 
1602	32	1	 	 
1603	1	0	 	 
1603	2	1	 	 
1603	3	88	 	 
1603	4	0	 	 
1603	5	0	 	 
1603	6	0	 	 
1603	7	0	 	 
1603	8	0	 	 
1603	9	1	 	 
1603	10	0	60	7
1603	11	0	 	 
1603	12	0	0	7
1603	13	1	 	 
1603	14	1	 	 
1603	15	0	 	 
1603	16	0	60	7
1603	17	1	 	 
1603	18	0	60	7
1603	19	0	90	7
1603	20	0	90	7
1603	21	0	90	7
1603	22	0	90	7
1603	23	0	60	7
1603	24	1	 	 
1603	25	0	 	 
1603	27	0	90	7
1603	28	88	 	 
1603	29	0	60	7
1603	32	0	 	 
1604	1	0	 	 
1604	2	1	 	 
1604	3	0	 	 
1604	4	0	 	 
1604	5	0	 	 
1604	6	0	 	 
1604	7	0	 	 
1604	8	0	 	 
1604	9	1	 	 
1604	10	1	 	 
1604	11	0	 	 
1604	12	1	 	 
1604	13	1	 	 
1604	14	0	 	 
1604	15	0	 	 
1604	16	0	10	7
1604	17	1	 	 
1604	18	0	10	7
1604	19	0	60	7
1604	20	0	60	7
1604	21	0	60	7
1604	22	0	60	7
1604	23	0	10	7
1604	24	1	 	 
1604	25	0	 	 
1604	27	0	60	7
1604	28	88	 	 
1604	29	0	10	7
1604	32	1	 	 
1605	1	1	 	 
1605	2	1	 	 
1605	3	88	 	 
1605	4	0	 	 
1605	5	0	 	 
1605	6	0	 	 
1605	7	1	 	 
1605	8	0	 	 
1605	9	1	 	 
1605	10	1	 	 
1605	11	0	 	 
1605	12	0	150	7
1605	13	1	 	 
1605	14	0	 	 
1605	15	0	 	 
1605	16	0	40	7
1605	17	1	 	 
1605	18	0	40	7
1605	19	0	150	7
1605	20	0	150	7
1605	21	0	150	7
1605	22	0	150	7
1605	23	0	40	7
1605	24	1	 	 
1605	25	0	 	 
1605	27	0	150	7
1605	28	88	 	 
1605	29	0	150	7
1605	32	1	 	 
1606	1	0	 	 
1606	2	1	 	 
1606	3	88	 	 
1606	4	0	 	 
1606	5	0	 	 
1606	6	0	 	 
1606	7	1	 	 
1606	8	0	 	 
1606	9	1	 	 
1606	10	1	 	 
1606	11	1	 	 
1606	12	0	50	7
1606	13	1	 	 
1606	14	1	 	 
1606	15	1	 	 
1606	16	0	20	7
1606	17	1	 	 
1606	18	0	20	7
1606	19	0	50	7
1606	20	0	50	7
1606	21	0	50	7
1606	22	0	50	7
1606	23	0	20	7
1606	24	1	 	 
1606	25	0	 	 
1606	27	0	50	7
1606	28	88	 	 
1606	29	0	50	7
1606	32	1	 	 
1607	1	0	 	 
1607	2	1	 	 
1607	3	88	 	 
1607	4	0	 	 
1607	5	0	 	 
1607	6	0	 	 
1607	7	0	 	 
1607	8	0	 	 
1607	9	1	 	 
1607	10	1	 	 
