PLACEID	TYWKIDR4	TYPEMALE	TYPEFMLE	TYPECHLD
1702	1	-11	20	-11
1702	2	-11	-11	-11
1702	3	40	-11	-11
1702	4	-88	-88	-88
1702	5	 	 	-11
1702	6	 	 	-11
1702	7	 	 	-11
1702	8	 	 	-11
1702	9	-88	-88	-88
1702	10	-88	-88	-88
1702	11	 	 	-88
1702	12	 	 	-88
1703	1	-11	-11	-11
1703	2	-11	-11	-11
1703	3	45	-11	-11
1703	4	-88	-88	-88
1703	5	 	 	-88
1703	6	 	 	-88
1703	7	 	 	-88
1703	8	 	 	-88
1703	9	-88	-88	-88
1703	10	-88	-88	-88
1703	11	 	 	-88
1703	12	 	 	-88
1704	1	-11	-11	-11
1704	2	-88	-88	-88
1704	3	30	-11	7
1704	4	-88	-88	-88
1704	5	 	 	-88
1704	6	 	 	-88
1704	7	 	 	-88
1704	8	 	 	-88
1704	9	-88	-88	-88
1704	10	-88	-88	-88
1704	11	 	 	-88
1704	12	 	 	-88
1705	1	-11	-11	-11
1705	2	-11	12	-11
1705	3	35	-11	-11
1705	4	-88	-88	-88
1705	5	 	 	-88
1705	6	 	 	-88
1705	7	 	 	-88
1705	8	 	 	-88
1705	9	-88	-88	-88
1705	10	-88	-88	-88
1705	11	 	 	-88
1705	12	 	 	-88
1706	1	-11	-11	-11
1706	2	-11	-11	-11
1706	3	25	-11	-11
1706	4	-11	-11	-11
1706	5	 	 	-88
1706	6	 	 	-88
1706	7	 	 	-88
1706	8	 	 	-88
1706	9	-88	-88	-88
1706	10	-88	-88	-88
1706	11	 	 	-88
1706	12	 	 	-88
1708	1	-11	-11	-11
1708	2	-88	-88	-88
1708	3	35	-11	-11
1708	4	-88	-88	-88
1708	5	 	 	-88
1708	6	 	 	-88
1708	7	 	 	-88
1708	8	 	 	-88
1708	9	-11	12	-11
1708	10	-88	-88	-88
1708	11	 	 	-88
1708	12	 	 	-88
1709	1	-11	20	-11
1709	2	-11	-11	-11
1709	3	40	-11	-11
1709	4	-88	-88	-88
1709	5	 	 	-88
1709	6	 	 	-88
1709	7	 	 	-88
1709	8	 	 	-88
1709	9	40	-11	-11
1709	10	-88	-88	-88
1709	11	 	 	-88
1709	12	 	 	-88
1710	1	-11	25	-11
1710	2	35	35	-11
1710	3	40	-11	-11
1710	4	-88	-88	-88
1710	5	 	 	10
1710	6	 	 	10
1710	7	 	 	-11
1710	8	 	 	8
1710	9	-88	-88	-88
1710	10	-88	-88	-88
1710	11	 	 	-88
1710	12	 	 	-88
1711	1	-11	-11	-11
1711	2	-88	-88	-88
1711	3	30	-11	-11
1711	4	-88	-88	-88
1711	5	 	 	-88
1711	6	 	 	-88
1711	7	 	 	-88
1711	8	 	 	-88
1711	9	-88	-88	-88
1711	10	-88	-88	-88
1711	11	 	 	-88
1711	12	 	 	-88
1801	1	-11	-11	-11
1801	2	-88	-88	-88
1801	3	-88	-88	-88
1801	4	-88	-88	-88
1801	5	 	 	-88
1801	6	 	 	-88
1801	7	 	 	-88
1801	8	 	 	-88
1801	9	-88	-88	-88
1801	10	-88	-88	-88
1801	11	 	 	-88
1801	12	 	 	-88
1802	1	-11	-11	-11
1802	2	-88	-88	-88
1802	3	40	-11	-11
1802	4	-88	-88	-88
1802	5	 	 	-88
1802	6	 	 	-88
1802	7	 	 	-88
1802	8	 	 	-88
1802	9	-88	-88	-88
1802	10	-88	-88	-88
1802	11	 	 	-88
1802	12	 	 	-88
1803	1	-11	-11	-11
1803	2	-88	-88	-88
1803	3	60	-11	-11
1803	4	-88	-88	-88
1803	5	 	 	-88
1803	6	 	 	-88
1803	7	 	 	-88
1803	8	 	 	-88
1803	9	-88	-88	-88
1803	10	-88	-88	-88
1803	11	 	 	-88
1803	12	 	 	-88
1804	1	-11	-11	-11
1804	2	30	-11	-11
1804	3	40	-11	-11
1804	4	-88	-88	-88
1804	5	 	 	-88
1804	6	 	 	-88
1804	7	 	 	-88
1804	8	 	 	-88
1804	9	-88	-88	-88
1804	10	-88	-88	-88
1804	11	 	 	-88
1804	12	 	 	-88
1806	1	-11	-11	-11
1806	2	-88	-88	-88
1806	3	-11	-11	-11
1806	4	-88	-88	-88
1806	5	 	 	-88
1806	6	 	 	-88
1806	7	 	 	-88
1806	8	 	 	-88
1806	9	-88	-88	-88
1806	10	-88	-88	-88
1806	11	 	 	-88
1806	12	 	 	-88
1807	1	-11	30	-11
1807	2	35	30	-88
1807	3	40	-11	-11
1807	4	-88	-88	-88
1807	5	 	 	-88
1807	6	 	 	-88
1807	7	 	 	-88
1807	8	 	 	-88
1807	9	-88	-88	-88
1807	10	-88	-88	-88
1807	11	 	 	-88
1807	12	 	 	-88
1901	1	-11	20	-11
1901	2	40	-11	-11
1901	3	50	40	-11
1901	4	-11	-11	-11
1901	5	 	 	-11
1901	6	 	 	-11
1901	7	 	 	-11
1901	8	 	 	-11
1901	9	-11	-11	10
1901	10	-88	-88	-88
1901	11	 	 	-88
1901	12	 	 	-88
1902	1	-11	40	-11
1902	2	-11	-11	-11
1902	3	60	-11	-11
1902	4	-11	-11	-11
1902	5	 	 	-11
1902	6	 	 	-11
1902	7	 	 	-11
1902	8	 	 	-11
1902	9	-88	-88	-88
1902	10	-88	-88	-88
1902	11	 	 	-88
1902	12	 	 	-88
1903	1	-11	-11	-11
1903	2	-11	-11	-11
1903	3	-11	-11	-11
1903	4	-11	-11	-11
1903	5	 	 	-11
1903	6	 	 	-11
1903	7	 	 	-11
1903	8	 	 	-11
1903	9	-88	-88	-88
1903	10	-88	-88	-88
1903	11	 	 	-88
1903	12	 	 	-88
1904	1	-11	25	-11
1904	2	40	-11	-11
1904	3	60	50	-11
1904	4	-11	-11	-11
1904	5	 	 	-11
1904	6	 	 	-11
1904	7	 	 	-11
1904	8	 	 	-11
1904	9	-88	-88	-88
1904	10	-88	-88	-88
1904	11	 	 	-88
1904	12	 	 	-88
1905	1	-11	35	-11
1905	2	-11	-11	-11
1905	3	60	-11	-11
1905	4	-11	-11	-11
1905	5	 	 	-11
1905	6	 	 	-11
1905	7	 	 	-11
1905	8	 	 	-11
1905	9	30	30	25
1905	10	-11	-11	15
1905	11	 	 	-88
1905	12	 	 	-88
2001	1	-11	30	-11
2001	2	40	30	-11
2001	3	50	-11	-11
2001	4	-11	-11	-11
2001	5	 	 	-11
2001	6	 	 	-11
2001	7	 	 	-11
2001	8	 	 	-11
2001	9	-88	-88	-88
2001	10	-88	-88	-88
2001	11	 	 	-88
2001	12	 	 	-88
2002	1	-11	20	0,11
2002	2	50	45	-11
2002	3	40	-11	-11
2002	4	-11	-11	-11
2002	5	 	 	-11
2002	6	 	 	-11
2002	7	 	 	-11
2002	8	 	 	-11
2002	9	-88	-88	-88
2002	10	-88	-88	-88
2002	11	 	 	-88
2002	12	 	 	-88
2003	1	-11	15	-11
2003	2	50	40	-11
2003	3	50	-11	-11
2003	4	-11	-11	-11
2003	5	 	 	-11
2003	6	 	 	-11
2003	7	 	 	-11
2003	8	 	 	-11
2003	9	-88	-88	-88
2003	10	-88	-88	-88
2003	11	 	 	-88
2003	12	 	 	-88
2004	1	20	20	20
2004	2	50	-11	-11
2004	3	50	-11	-11
2004	4	-11	-11	-11
2004	5	 	 	10
2004	6	 	 	5
2004	7	 	 	10
2004	8	 	 	10
2004	9	-88	-88	-88
2004	10	-88	-88	-88
2004	11	 	 	-88
2004	12	 	 	-88
2005	1	-11	15	-11
2005	2	40	40	-11
2005	3	40	-11	-11
2005	4	-11	-11	-11
2005	5	 	 	-11
2005	6	 	 	-11
2005	7	 	 	-11
2005	8	 	 	-11
2005	9	-88	-88	-88
2005	10	88	-88	-88
2005	11	 	 	-88
2005	12	 	 	-88
2006	1	-11	30	-11
2006	2	-11	-11	-11
2006	3	40	-11	-11
2006	4	40	-11	-11
2006	5	 	 	-11
2006	6	 	 	15
2006	7	 	 	-11
2006	8	 	 	-11
2006	9	-88	-88	-88
2006	10	-88	-88	-88
2006	11	 	 	-88
2006	12	 	 	-88
2007	1	-11	25	-11
2007	2	-77	-77	-11
2007	3	50	-11	-11
2007	4	-11	-11	-11
2007	5	 	 	-11
2007	6	 	 	-11
2007	7	 	 	-11
2007	8	 	 	10
2007	9	-88	-88	-88
2007	10	-88	-88	-88
2007	11	 	 	-88
2007	12	 	 	-88
2008	1	-11	25	-11
2008	2	40	40	-11
2008	3	35	-11	-11
2008	4	-11	-11	-11
2008	5	 	 	-11
2008	6	 	 	-11
2008	7	 	 	-11
2008	8	 	 	-11
2008	9	30	25	20
2008	10	-88	-88	-88
2008	11	 	 	-88
2008	12	 	 	-88
8002	1	-11	20	-11
8002	2	25	-11	-11
8002	3	35	35	-11
8002	4	25	25	-11
8002	5	 	 	-11
8002	6	 	 	-11
8002	7	 	 	-11
8002	8	 	 	10
8002	9	25	25	-11
8002	10	25	-11	-11
8002	11	 	 	-88
8002	12	 	 	-88
8003	1	-11	20	-11
8003	2	25	25	-11
8003	3	30	-11	-11
8003	4	30	30	-11
8003	5	 	 	20
8003	6	 	 	15
8003	7	 	 	-11
8003	8	 	 	12
8003	9	30	-11	-11
8003	10	30	-11	-11
8003	11	 	 	-88
8003	12	 	 	-88
8004	1	-11	0	-11
8004	2	40	-11	-11
8004	3	50	-11	-11
8004	4	-11	-11	-11
8004	5	 	 	-11
8004	6	 	 	15
8004	7	 	 	-11
8004	8	 	 	-11
8004	9	50	0	0
8004	10	0	0	0
8004	11	 	 	0
8004	12	 	 	0
8006	1	-11	20	-11
8006	2	25	-11	-11
8006	3	30	-11	-11
8006	4	48	48	-11
8006	5	 	 	-11
8006	6	 	 	-11
8006	7	 	 	-11
8006	8	 	 	15
8006	9	-11	-11	25
8006	10	30	-11	-11
8006	11	 	 	-88
8006	12	 	 	-88
8007	1	-11	20	-11
8007	2	30	-11	-11
8007	3	40	-11	-11
8007	4	40	-11	-11
8007	5	 	 	10
8007	6	 	 	10
8007	7	 	 	-11
8007	8	 	 	8
8007	9	30	-11	-11
8007	10	40	-11	-11
8007	11	 	 	-88
8007	12	 	 	-88
8008	1	-11	20	-11
8008	2	40	40	-11
8008	3	50	-11	-11
8008	4	35	35	-11
8008	5	 	 	10
8008	6	 	 	10
8008	7	 	 	12
8008	8	 	 	10
8008	9	40	-11	15
8008	10	40	-11	20
8008	11	 	 	-88
8008	12	 	 	-88
8010	1	-11	35	-11
8010	2	40	40	-11
8010	3	60	-11	-11
8010	4	-11	-11	-11
8010	5	 	 	-11
8010	6	 	 	-11
8010	7	 	 	-11
8010	8	 	 	-11
8010	9	40	40	-11
8010	10	30	30	-11
8010	11	 	 	-88
8010	12	 	 	-88
8011	1	-11	25	-11
8011	2	50	50	-11
8011	3	50	-11	-11
8011	4	30	30	-11
8011	5	 	 	-11
8011	6	 	 	-11
8011	7	 	 	-11
8011	8	 	 	-11
8011	9	35	35	-11
8011	10	40	40	-11
8011	11	 	 	-11
8011	12	 	 	-11
8012	1	-11	40	-11
8012	2	30	25	-11
8012	3	65	-11	-11
8012	4	-11	-11	-11
8012	5	 	 	-11
8012	6	 	 	-11
8012	7	 	 	10
8012	8	 	 	-11
8012	9	-88	-88	-88
8012	10	-88	-88	-88
8012	11	 	 	-88
8012	12	 	 	-88
8014	1	-11	30	-11
8014	2	25	-11	-11
8014	3	30	-11	-11
8014	4	-11	-11	-11
8014	5	 	 	10
8014	6	 	 	15
8014	7	 	 	-11
8014	8	 	 	10
8014	9	-88	-88	-88
8014	10	-88	-88	-88
8014	11	 	 	-88
8014	12	 	 	-88
8015	1	-11	30	-11
8015	2	-11	-11	-11
8015	3	50	-11	-11
8015	4	-11	-11	-11
8015	5	 	 	-11
8015	6	 	 	-11
8015	7	 	 	-11
8015	8	 	 	-11
8015	9	-88	-88	-88
8015	10	-88	-88	-88
8015	11	 	 	-88
8015	12	 	 	-88
8016	1	-11	20	-11
8016	2	40	40	-11
8016	3	30	-11	-11
8016	4	25	-11	-11
8016	5	 	 	-11
8016	6	 	 	-11
8016	7	 	 	15
8016	8	 	 	10
8016	9	20	25	-11
8016	10	30	30	-11
8016	11	 	 	-88
8016	12	 	 	-88
8017	1	-11	20	-11
8017	2	25	-11	-11
8017	3	50	-11	-11
8017	4	33	33	-11
8017	5	 	 	-11
8017	6	 	 	10
8017	7	 	 	-11
8017	8	 	 	10
8017	9	25	25	-11
8017	10	25	25	-11
8017	11	 	 	-88
8017	12	 	 	-88
8018	1	-11	30	-11
8018	2	50	50	-11
8018	3	55	-11	-11
8018	4	-11	-11	-11
8018	5	 	 	-11
8018	6	 	 	-11
8018	7	 	 	-11
8018	8	 	 	-11
8018	9	-88	-88	-88
8018	10	-88	-88	-88
8018	11	 	 	-88
8018	12	 	 	-88
8019	1	-11	30	-11
8019	2	30	-11	-11
8019	3	60	-11	-11
8019	4	50	40	-11
8019	5	 	 	15
8019	6	 	 	15
8019	7	 	 	-11
8019	8	 	 	10
8019	9	-88	-88	-88
8019	10	-88	-88	-88
8019	11	 	 	-88
8019	12	 	 	-88
8020	1	-11	20	-11
8020	2	25	-11	-11
8020	3	50	-11	-11
8020	4	-88	-88	-88
8020	5	 	 	8
8020	6	 	 	10
8020	7	 	 	-11
8020	8	 	 	10
8020	9	15	-11	10
8020	10	10	10	10
8020	11	 	 	-88
8020	12	 	 	-88
8021	1	-11	30	-11
8021	2	40	40	-11
8021	3	60	-11	-11
8021	4	35	35	-11
8021	5	 	 	-88
8021	6	 	 	-88
8021	7	 	 	-88
8021	8	 	 	-88
8021	9	60	60	-11
8021	10	-88	-88	-88
8021	11	 	 	-88
8021	12	 	 	-88
8022	1	-11	20	-11
8022	2	30	-11	-11
8022	3	35	-11	-11
8022	4	25	-11	-11
8022	5	 	 	-11
8022	6	 	 	-11
8022	7	 	 	-11
8022	8	 	 	-11
8022	9	30	-11	-11
8022	10	-88	-88	-88
8022	11	 	 	-88
8022	12	 	 	-88
8023	1	-11	20	-11
8023	2	40	-11	-11
8023	3	50	-11	-11
8023	4	22,5	-11	-11
8023	5	 	 	-11
8023	6	 	 	-11
8023	7	 	 	-11
8023	8	 	 	-11
8023	9	-88	-88	-88
8023	10	-88	-88	-88
8023	11	 	 	-88
8023	12	 	 	-88
8024	1	-11	-11	-11
8024	2	45	-11	-11
8024	3	45	-11	-11
8024	4	-11	-11	-11
8024	5	 	 	-11
8024	6	 	 	-11
8024	7	 	 	-11
8024	8	 	 	-11
8024	9	-88	-88	-88
8024	10	-88	-88	-88
8024	11	 	 	-88
8024	12	 	 	-88
8025	1	-11	15	-11
8025	2	25	-11	-11
8025	3	30	-11	-11
8025	4	20	20	-11
8025	5	 	 	-11
8025	6	 	 	-11
8025	7	 	 	-11
8025	8	 	 	-11
8025	9	-88	-88	-88
8025	10	-88	-88	-88
8025	11	 	 	-88
8025	12	 	 	-88
8026	1	-11	12	-11
8026	2	15	-11	-11
8026	3	30	-11	-11
8026	4	25	25	-11
8026	5	 	 	3
8026	6	 	 	-11
8026	7	 	 	20
8026	8	 	 	5
8026	9	50	40	-11
8026	10	50	-11	-11
8026	11	 	 	-88
8026	12	 	 	-88
8027	1	-11	30	-11
8027	2	-11	-11	-11
8027	3	50	-11	-11
8027	4	-88	-88	-88
8027	5	 	 	15
8027	6	 	 	15
8027	7	 	 	-88
8027	8	 	 	15
8027	9	-88	-88	-88
8027	10	-88	-88	-88
8027	11	 	 	-88
8027	12	 	 	-88
8028	1	-11	-11	-11
8028	2	35	-11	-11
8028	3	50	-11	-11
8028	4	40	40	-11
8028	5	 	 	-11
8028	6	 	 	-11
8028	7	 	 	-11
8028	8	 	 	-11
8028	9	-88	-88	-88
8028	10	-88	-88	-88
8028	11	 	 	-88
8028	12	 	 	-88
