PLACEID	RSID	AGERES	SEXRES	CAPAC
1507	9	35	2	7
1507	10	40	2	7
1507	11	24	1	3
1507	12	30	2	3
1507	13	28	2	3
1507	14	31	2	3
1507	15	49	1	4
1508	1	34	1	9
1508	2	31	2	10
1508	3	31	2	9
1508	4	33	1	9
1508	5	31	2	10
1508	6	20	1	8
1508	7	32	1	8
1508	8	66	1	7
1508	9	24	2	7
1508	10	48	1	4
1508	11	53	1	4
1508	12	30	2	8
1508	13	28	1	3
1508	14	27	2	3
1508	15	34	1	3
1508	16	42	1	4
1508	17	52	1	8
1509	1	31	1	3
1509	2	46	1	3
1509	3	25	1	3
1509	4	55	1	3
1509	5	45	2	3
1509	6	45	2	3
1509	7	58	2	4
1509	8	49	1	4
1509	9	45	1	8
1509	10	50	1	4
1509	11	60	1	4
1509	12	45	1	8
1509	13	32	1	3
1509	14	47	2	8
1509	15	56	1	8
1509	16	48	1	8
1509	17	45	2	7
1509	18	31	2	7
1509	19	30	2	7
1509	20	31	1	7
1509	21	36	1	7
1509	22	42	2	7
1509	23	38	2	7
1509	24	41	1	7
1509	25	44	1	7
1601	1	45	1	9
1601	2	35	1	9
1601	3	43	1	9
1601	4	28	1	9
1601	5	35	1	1
1601	6	32	1	7
1601	7	38	1	7
1601	8	25	2	10
1601	9	28	2	10
1601	10	38	2	4
1601	11	45	1	10
1601	12	42	1	4
1601	13	36	2	3
1601	14	38	1	3
1602	1	30	1	2
1602	2	42	1	9
1602	3	45	1	9
1602	4	40	2	2
1602	5	53	2	4
1602	6	51	1	4
1602	7	31	2	3
1602	8	30	1	3
1602	9	33	2	3
1602	10	58	2	7
1602	11	44	2	7
1602	12	52	2	7
1602	13	42	1	10
1602	14	61	2	10
1602	15	53	1	10
1602	16	42	2	10
1602	17	43	2	10
1602	18	64	2	10
1602	19	58	1	10
1603	1	43	1	1
1603	2	40	1	9
1603	3	38	1	9
1603	4	30	1	3
1603	5	22	2	3
1603	6	33	2	3
1603	7	32	2	10
1603	8	27	2	10
1603	9	52	1	4
1603	10	50	2	4
1603	11	58	1	7
1603	12	20	2	7
1603	13	45	1	10
1603	14	56	1	10
1604	1	35	1	1
1604	2	40	1	2
1604	3	43	1	9
1604	4	46	1	1
1604	5	51	2	4
1604	6	47	1	4
1604	7	50	2	7
1604	8	42	2	7
1604	9	44	2	10
1604	10	20	2	10
1604	11	28	2	8
1604	12	68	2	10
1604	13	32	2	3
1605	1	38	1	1
1605	2	43	1	2
1605	3	42	1	9
1605	4	60	1	10
1605	5	49	1	10
1605	6	62	1	10
1605	7	53	1	10
1605	8	47	1	10
1605	9	38	1	10
1605	10	54	1	10
1605	11	45	2	3
1605	12	49	2	4
1605	13	47	1	3
1605	14	54	2	7
1605	15	48	2	7
1605	16	42	1	7
1605	17	38	1	7
1606	1	47	1	1
1606	2	32	1	9
1606	3	79	1	10
1606	4	43	1	4
1606	5	27	2	3
1606	6	42	1	3
1606	7	53	1	4
1606	8	31	2	10
1606	9	30	2	10
1606	10	40	1	10
1606	11	48	1	10
1606	12	47	2	10
1606	13	38	2	10
1606	14	23	2	7
1606	15	27	2	7
1607	1	47	1	9
1607	2	35	1	9
1607	3	51	1	9
1607	4	48	1	7
1607	5	58	1	7
1607	6	58	1	10
1607	7	27	1	1
1607	8	56	1	4
1607	9	27	2	3
1607	10	43	1	4
1607	11	51	2	10
1607	12	38	1	10
1607	13	37	2	10
1607	14	41	1	10
1607	15	52	2	10
1607	16	28	2	10
1607	17	49	2	10
1608	1	56	1	9
1608	2	46	1	9
1608	3	33	1	9
1608	4	45	1	1
1608	5	33	1	2
1608	6	28	1	7
1608	7	45	2	7
1608	8	43	1	10
1608	9	43	2	10
1608	10	45	1	4
1608	11	43	1	4
1608	12	27	2	3
1608	13	68	1	10
1608	14	67	2	10
1701	1	55	2	2
1701	2	75	1	10
1701	3	59	1	9
1701	4	48	2	3
1701	5	53	1	4
1701	6	52	1	4
1701	7	42	2	10
1701	8	72	2	10
1701	9	65	1	7
1701	10	32	2	7
1701	11	40	2	7
1701	12	50	1	10
1701	13	18	2	10
1701	14	13	2	7
1701	15	50	2	10
1702	1	32	2	3
1702	2	47	1	3
1702	3	52	1	9
1702	4	25	2	3
1702	5	40	2	4
1702	6	52	1	4
1702	7	24	2	7
1702	8	37	1	10
1702	9	45	1	7
1702	10	40	2	7
1702	11	44	2	1
1702	12	45	1	1
1702	13	31	2	7
1702	14	35	1	10
1702	15	45	2	7
1702	16	28	2	2
1703	1	26	2	9
1703	2	56	1	9
1703	3	65	1	10
1703	4	47	1	9
1703	5	66	1	10
1703	6	80	2	10
1703	7	46	2	2
1703	8	60	1	9
1703	9	76	1	9
1703	10	32	2	7
1703	11	29	2	7
1703	12	50	1	4
1703	13	51	1	4
1703	14	55	1	8
1704	1	25	1	1
1704	2	43	2	4
1704	3	40	2	4
1704	4	24	1	10
1704	5	35	2	7
1704	6	41	1	7
1704	7	58	2	10
1704	8	42	1	10
1704	9	76	2	10
1704	10	55	1	3
1705	1	34	1	1
1705	2	45	1	2
1705	3	45	1	1
1705	4	50	1	1
1705	5	24	2	1
1705	6	34	2	1
1705	7	40	2	1
1705	8	30	1	10
1705	9	32	2	3
1705	10	42	1	10
1705	11	43	1	4
1705	12	39	2	4
1705	13	55	2	4
1705	14	35	2	4
1705	15	48	2	7
1705	16	60	1	7
1705	17	56	1	4
1705	18	40	1	3
1706	1	25	2	8
1706	2	45	1	8
1706	3	44	1	4
1706	4	39	1	9
1706	5	21	2	7
1706	6	33	1	2
1706	7	30	2	6
1706	8	32	2	3
1706	9	47	1	3
1706	10	25	2	3
1706	11	45	1	7
1706	12	40	2	7
1706	13	40	2	4
1708	1	35	1	9
1708	2	60	1	2
1708	3	30	1	7
1708	4	52	2	1
1708	5	43	2	1
1708	6	50	1	2
1708	7	53	1	10
1708	8	48	2	7
1708	9	52	2	4
1708	10	39	1	4
1708	11	38	2	10
1708	12	40	2	10
1708	13	47	1	10
1708	14	36	1	10
1708	15	58	2	10
1708	16	56	1	4
1708	17	40	1	3
1709	1	38	2	7
1709	2	36	2	7
1709	3	48	2	7
1709	4	33	2	1
1709	5	45	1	2
1709	6	56	1	4
1709	7	40	1	3
1709	8	31	2	3
1709	9	56	1	4
1709	10	48	1	1
1709	11	57	1	10
1709	12	56	2	10
1709	13	48	1	4
1710	1	44	1	2
1710	2	32	2	2
1710	3	39	1	2
1710	4	42	1	4
1710	5	51	1	4
1710	6	48	2	3
1710	7	30	2	3
1710	8	28	2	3
1710	9	60	2	7
1710	10	26	2	3
1710	11	35	2	7
1710	12	32	2	7
1710	13	41	2	7
1710	14	30	2	7
1710	15	25	2	7
1710	16	28	2	7
1710	17	36	2	7
1710	18	37	1	7
1710	19	30	2	7
1710	20	34	2	7
1710	21	41	2	7
1710	22	52	1	7
1710	23	38	2	7
1710	24	43	2	7
1710	25	32	2	7
1710	26	29	1	7
1711	1	40	2	4
1711	2	54	1	8
1711	3	51	1	4
1711	4	52	2	10
1711	5	47	2	7
1711	6	55	1	2
1711	7	52	2	7
1711	8	60	2	7
1801	1	27	1	6
1801	2	42	2	10
1801	3	42	1	2
1801	4	43	2	6
1801	5	20	1	1
1801	6	19	1	1
1801	7	30	1	9
1801	8	36	2	7
1801	9	47	1	7
1801	10	50	1	4
1801	11	34	2	3
1801	12	47	1	4
1802	1	52	1	4
1802	2	37	2	7
1802	3	33	2	7
1802	4	34	2	3
1802	5	62	1	1
1802	6	40	1	9
1802	7	36	1	9
1802	8	34	1	1
1802	9	35	1	1
1802	10	48	1	4
1802	11	20	2	10
1802	12	21	2	10
1802	13	42	2	10
1802	14	28	2	10
1802	15	30	1	10
1802	16	32	1	10
1803	1	52	1	1
1803	2	30	1	9
1803	3	47	2	3
1803	4	49	1	4
1803	5	51	1	4
1803	6	28	1	9
1803	7	46	1	1
1803	8	34	1	1
1803	9	30	1	7
1803	10	18	2	7
1803	11	63	1	1
1803	12	46	1	10
1803	13	46	2	10
1803	14	51	1	10
1804	1	50	1	4
1804	2	43	2	7
1804	3	59	1	1
1804	4	45	1	1
1804	5	32	1	1
1804	6	36	1	1
1804	7	50	1	1
1804	8	29	1	1
1804	9	26	1	1
1804	10	29	1	1
1804	11	29	1	1
1804	12	39	1	1
1804	13	40	1	1
1804	14	46	1	1
1804	15	34	2	10
1804	16	26	2	10
1804	17	34	2	3
1804	18	37	2	7
1804	19	52	1	4
1806	1	42	1	1
1806	2	46	2	1
1806	3	30	2	7
1806	4	36	1	10
1806	5	42	2	10
1806	6	35	1	10
1806	7	42	2	10
1806	8	43	1	10
1806	9	24	2	10
1806	10	49	1	4
1806	11	51	1	4
1806	12	47	2	3
1806	13	58	1	10
1806	14	61	1	10
1806	15	70	1	10
1807	1	33	1	2
1807	2	72	1	10
1807	3	70	1	10
1807	4	67	1	4
1807	5	54	1	4
1807	6	27	2	4
1807	7	52	1	4
1807	8	36	1	3
1807	9	50	2	3
1807	10	46	2	7
1807	11	54	1	3
1807	12	62	1	10
1807	13	60	1	10
1807	14	54	2	9
1807	15	47	2	7
1807	16	46	2	7
1901	1	44	1	1
1901	2	45	1	2
1901	3	25	2	8
1901	4	33	2	2
1901	5	57	2	7
1901	6	40	1	7
1901	7	37	1	10
1901	8	50	2	7
1901	9	73	2	7
1901	10	60	1	3
1901	11	52	2	3
1901	12	30	2	9
1901	13	63	2	10
1901	14	37	1	7
1901	15	43	1	4
1901	16	36	2	7
1901	17	28	2	7
1902	1	61	2	2
1902	2	50	1	1
1902	3	61	1	7
1902	4	79	2	7
1902	5	52	2	7
1902	6	48	2	3
1902	7	52	2	3
1902	8	37	1	7
1902	9	58	2	4
1902	10	58	1	4
1902	11	48	2	2
1902	12	39	2	7
1902	13	25	2	7
1902	14	47	2	7
1902	15	50	2	7
1902	16	56	1	7
1902	17	57	2	7
1902	18	36	2	7
1902	19	73	2	7
1903	1	62	1	1
1903	2	43	2	4
1903	3	39	2	3
1903	4	52	1	10
1903	5	30	2	6
1903	6	59	1	2
1903	7	60	1	7
1903	8	30	2	7
1903	9	30	2	10
1903	10	50	1	10
1903	11	43	1	4
1904	1	40	2	3
1904	2	33	2	3
1904	3	40	1	4
1904	4	44	2	4
1904	5	56	1	4
1904	6	50	1	6
1904	7	51	1	7
1904	8	55	1	1
1904	9	51	2	2
1904	10	55	2	8
1904	11	44	1	10
1905	1	47	1	2
1905	2	47	1	2
1905	3	48	2	3
1905	4	33	2	2
1905	5	52	2	3
1905	6	58	1	4
1905	7	44	2	10
1905	8	49	2	10
1905	9	35	1	7
1905	10	37	1	7
1905	11	73	2	7
1905	12	46	2	4
1905	13	38	2	7
1905	14	60	2	7
1905	15	28	1	7
2001	1	20	2	7
2001	2	38	2	7
2001	3	51	1	4
2001	4	27	2	7
2001	5	35	2	3
2001	6	33	2	3
2001	7	52	1	3
2001	8	40	2	3
2001	9	39	1	9
2001	10	42	2	2
2001	11	55	1	4
2001	12	52	1	4
2001	13	25	2	7
2001	14	35	2	7
2001	15	45	1	7
2001	16	47	2	7
2001	17	68	2	10
2001	18	28	2	7
2001	19	36	2	7
2002	1	58	1	1
2002	2	41	1	1
2002	3	62	1	3
2002	4	68	1	3
2002	5	36	2	3
2002	6	32	2	7
2002	7	54	1	1
2002	8	24	2	10
2002	9	38	2	10
2002	10	55	1	4
2002	11	54	1	4
2002	12	47	2	10
2002	13	52	2	7
2002	14	44	2	7
2002	15	46	1	7
2002	16	38	1	7
2002	17	63	2	7
2002	18	25	1	7
2002	19	45	2	7
2002	20	31	2	7
2002	21	53	1	10
2002	22	56	2	10
2002	23	67	1	10
2002	24	42	2	2
2003	1	62	1	1
2003	2	46	1	1
2003	3	61	1	7
2003	4	54	2	7
2003	5	42	2	7
2003	6	38	2	7
2003	7	55	2	7
2003	8	43	2	7
2003	9	44	2	7
2003	10	39	2	7
2003	11	51	2	7
2003	12	62	2	7
2003	13	44	2	7
2003	14	52	2	7
2003	15	38	2	7
2003	16	32	1	3
2003	17	43	2	7
2003	18	48	1	4
2003	19	44	1	4
2003	20	37	2	3
2003	21	33	1	3
2003	22	52	2	7
2003	23	44	2	7
2003	24	46	1	7
2003	25	38	1	7
2003	26	42	2	2
2004	1	51	1	9
2004	2	62	1	9
2004	3	27	1	7
2004	4	62	2	7
2004	5	35	2	3
2004	6	33	2	3
2004	7	52	1	3
2004	8	40	1	3
2004	9	52	1	4
2004	10	48	2	4
2004	11	55	2	6
2004	12	42	2	6
2004	13	56	2	10
2004	14	35	2	7
2004	15	45	2	7
2004	16	25	2	7
2004	17	42	2	2
2005	1	50	1	1
2005	2	58	1	1
2005	3	52	1	4
2005	4	33	1	3
2005	5	59	1	10
2005	6	45	1	10
2005	7	44	2	3
2005	8	34	2	4
2005	9	38	2	7
2005	10	47	2	7
2005	11	60	1	4
2005	12	53	2	4
2005	13	50	2	10
2005	14	50	2	7
2005	15	39	1	7
2005	16	52	2	7
2005	17	44	2	7
2005	18	46	1	7
2005	19	38	1	7
2005	20	22	2	7
2005	21	65	2	7
2005	22	39	2	7
2005	23	41	1	7
2005	24	46	1	7
2005	25	52	1	4
2005	26	42	2	2
2006	1	52	2	7
2006	2	42	2	7
2006	3	39	1	3
2006	4	46	2	3
2006	5	42	1	2
2006	6	59	2	3
2006	7	42	2	10
2006	8	52	1	10
2006	9	30	2	10
2006	10	67	1	9
2006	11	50	1	4
2006	12	51	1	9
2006	13	54	1	4
2006	14	55	2	4
2006	15	25	2	7
2006	16	42	1	7
2006	17	37	2	7
2006	18	40	1	7
2006	19	35	2	7
2007	1	63	1	4
2007	2	61	1	4
2007	3	30	2	7
2007	4	37	2	10
2007	5	36	1	3
2007	6	35	2	3
2007	7	39	2	6
2007	8	32	2	6
2007	9	60	2	10
2007	10	57	1	10
2007	11	50	1	9
2007	12	25	1	7
2007	13	22	2	7
2007	14	35	2	7
2007	15	30	2	7
2007	16	45	1	7
2007	17	38	1	7
2007	18	41	1	7
2007	19	42	2	2
2008	1	58	1	1
2008	2	57	1	1
2008	3	46	2	1
2008	4	48	2	1
2008	5	54	1	1
2008	6	58	1	4
2008	7	27	2	3
2008	8	40	1	4
2008	9	48	1	4
2008	10	42	1	4
2008	11	53	1	1
2008	12	59	1	4
2008	13	42	2	2
2008	14	54	1	7
2008	15	43	2	7
2008	16	61	2	7
2008	17	54	2	7
2008	18	39	2	7
2008	19	48	2	7
2008	20	32	2	7
2008	21	28	2	7
2008	22	37	2	7
2008	23	44	2	7
2008	24	46	2	7
2008	25	38	1	7
2008	26	42	1	7
8002	1	53	1	4
8002	2	35	1	8
8002	3	30	1	8
8002	4	61	1	8
8002	5	32	2	7
8002	6	44	2	7
8002	7	30	1	7
8002	8	26	2	7
8002	9	60	2	7
8002	10	34	2	7
8002	11	25	2	7
8002	12	41	2	7
8002	13	50	2	7
8002	14	32	2	7
8002	15	44	1	8
8002	16	30	1	3
8002	17	26	1	3
8003	1	40	1	4
8003	2	42	1	4
8003	3	45	1	8
8003	4	47	1	8
8003	5	48	1	8
8003	6	32	1	3
8003	7	50	2	3
8003	8	23	1	7
8003	9	46	1	7
8003	10	40	2	7
8003	11	37	2	7
8004	1	43	2	4
8004	2	47	1	1
8004	3	45	2	2
8004	4	53	1	4
8004	5	49	1	3
8004	6	32	1	1
8004	7	43	1	3
8004	8	26	2	7
8004	9	33	2	1
8004	10	55	2	1
8004	11	66	1	9
8004	12	62	2	1
8004	13	48	2	7
8004	14	30	2	7
8004	15	19	2	7
8004	16	23	2	7
8006	1	43	1	4
8006	2	54	1	2
8006	3	24	1	2
8006	4	32	1	2
8006	5	32	2	3
8006	6	43	1	3
8006	7	28	2	7
8006	8	28	2	7
8006	9	32	1	7
8006	10	28	2	7
8006	11	41	2	7
8006	12	32	1	7
8006	13	28	1	7
8007	1	53	2	1
8007	2	52	2	4
8007	3	51	2	4
8007	4	49	1	8
8007	5	48	2	2
8007	6	50	2	9
8007	7	52	2	9
8007	8	33	2	3
8007	9	50	2	3
8007	10	54	2	3
8007	11	50	2	9
8007	12	54	1	7
8007	13	30	2	7
8007	14	37	2	7
8007	15	41	1	7
8007	16	53	1	7
8007	17	50	2	7
8007	18	51	1	7
8007	19	56	1	7
8007	20	43	2	7
8007	21	37	2	7
8007	22	44	2	7
8007	23	50	1	7
8007	24	48	2	7
8008	1	51	1	2
8008	2	31	1	2
8008	3	55	2	2
8008	4	53	1	4
8008	5	62	1	3
8008	6	67	1	4
8008	7	35	2	3
8008	8	38	2	7
8008	9	32	2	7
8008	10	61	2	7
8008	11	49	2	7
8008	12	33	2	7
8008	13	52	1	7
8008	14	29	2	7
8008	15	36	1	7
8008	16	24	2	7
8008	17	31	1	7
8008	18	65	2	7
8008	19	36	1	7
8008	20	61	1	7
8008	21	43	2	7
8008	22	46	2	7
8008	23	29	2	7
8008	24	23	2	7
8008	25	36	1	7
8008	26	28	1	7
8010	1	58	1	3
8010	2	64	1	3
8010	3	28	2	3
8010	4	56	2	2
8010	5	51	1	4
8010	6	56	1	2
8010	7	57	1	10
8010	8	58	2	10
8010	9	39	2	7
8010	10	25	2	7
8010	11	60	2	7
8010	12	47	2	7
8010	13	46	2	7
8010	14	50	2	7
8010	15	63	2	7
8010	16	56	2	7
8010	17	57	2	7
8010	18	36	2	7
8010	19	42	2	7
8010	20	38	1	7
8010	21	73	2	7
8010	22	57	1	7
8010	23	38	2	7
8010	24	60	2	7
8010	25	28	1	7
8010	26	50	1	2
8011	1	62	1	9
8011	2	41	1	3
8011	3	38	2	3
8011	4	29	2	3
8011	5	27	2	3
8011	6	54	1	4
8011	7	60	1	2
8011	8	17	1	7
8011	9	17	1	7
8011	10	68	1	7
8011	11	27	1	7
8011	12	25	1	7
8011	13	38	2	7
8011	14	36	1	7
8011	15	22	1	7
8011	16	17	1	7
8011	17	43	2	7
8011	18	40	2	7
8011	19	33	2	7
8011	20	28	2	7
8011	21	20	2	7
8011	22	42	1	7
8011	23	44	2	9
8011	24	39	2	7
8011	25	35	2	7
8011	26	24	2	7
8011	27	24	2	7
8011	28	24	2	7
8011	29	17	2	7
8011	30	35	2	7
8011	31	60	1	7
8011	32	27	1	7
8011	33	21	1	7
8011	34	-79	2	7
8011	35	-79	1	7
8012	1	52	2	2
8012	2	59	2	3
8012	3	58	2	3
8012	4	52	2	4
8012	5	40	2	4
8012	6	60	2	4
8012	7	40	2	10
8012	8	29	2	10
8012	9	37	2	3
8012	10	30	2	7
8012	11	62	2	7
8012	12	43	2	7
8012	13	47	2	7
8012	14	50	2	7
8012	15	45	2	7
8012	16	46	2	7
8012	17	46	2	7
8012	18	52	1	7
8012	19	23	1	7
8012	20	40	2	7
8012	21	40	2	7
8012	22	24	2	7
8012	23	51	1	1
8012	24	39	1	1
8014	1	54	1	3
8014	2	51	1	3
8014	3	37	1	3
8014	4	26	1	3
8014	5	49	2	3
8014	6	30	2	3
8014	7	45	1	4
8014	8	48	2	4
8014	9	54	1	8
8014	10	62	1	4
8014	11	54	1	4
8014	12	31	2	8
8014	13	32	1	8
8014	14	43	1	8
8014	15	-77	1	8
8014	16	26	2	7
8014	17	46	2	7
8014	18	43	2	7
8014	19	24	2	7
8014	20	28	2	7
8014	21	40	2	7
8014	22	32	1	7
8014	23	45	2	7
8014	24	25	2	7
8014	25	34	2	7
8015	1	48	2	4
8015	2	50	2	8
8015	3	21	2	10
8015	4	26	2	10
8015	5	35	2	10
8015	6	25	2	10
8015	7	30	2	7
8015	8	29	2	7
8015	9	56	2	7
8015	10	49	2	7
8015	11	67	1	8
8015	12	41	1	8
8015	13	35	2	8
8015	14	78	1	8
8015	15	51	1	3
8015	16	37	1	3
8015	17	26	1	3
8015	18	54	1	4
8016	1	63	1	3
8016	2	38	2	3
8016	3	40	2	3
8016	4	42	2	3
8016	5	28	2	3
8016	6	52	1	4
8016	7	45	2	4
8016	8	44	1	8
8016	9	55	2	4
8016	10	40	1	4
8016	11	30	1	10
8016	12	24	2	8
8016	13	42	2	8
8016	14	38	1	8
8016	15	40	1	8
8016	16	42	1	10
8016	17	42	1	7
8016	18	44	2	7
8016	19	39	2	7
8016	20	45	1	7
8016	21	46	2	7
8016	22	34	1	7
8017	1	56	1	8
8017	2	40	2	8
8017	3	34	2	8
8017	4	56	1	8
8017	5	56	1	4
8017	6	42	1	8
8017	7	57	1	4
8017	8	55	2	4
8017	9	48	2	3
8017	10	40	1	3
8017	11	52	1	3
8017	12	46	2	3
8017	13	52	2	3
8017	14	54	2	3
8017	15	54	2	7
8017	16	45	2	7
8017	17	61	2	2
8017	18	38	1	7
8017	19	54	2	7
8017	20	58	2	7
8017	21	52	2	7
8017	22	57	2	7
8017	23	64	1	7
8017	24	54	1	7
8017	25	54	1	7
8017	26	52	2	7
8018	1	59	1	2
8018	2	55	1	2
8018	3	46	2	2
8018	4	58	1	4
8018	5	57	2	4
8018	6	47	2	3
8018	7	45	2	3
8018	8	42	1	3
8018	9	26	2	7
8018	10	43	2	7
8018	11	51	2	7
8018	12	73	2	7
8018	13	36	2	7
8019	1	39	1	2
8019	2	47	2	2
8019	3	43	1	2
8019	4	-77	1	2
8019	5	22	1	8
8019	6	25	2	8
8019	7	-77	2	2
8019	8	45	1	1
8019	9	49	2	2
8019	10	49	2	2
8019	11	52	2	2
8019	12	40	1	1
8019	13	33	2	3
8019	14	50	1	8
8019	15	54	2	1
8019	16	-77	2	3
8019	17	-77	2	8
8019	18	56	2	7
8019	19	28	2	7
8019	20	52	1	7
8019	21	54	1	7
8019	22	54	2	7
8019	23	45	1	7
8019	24	42	2	7
8019	25	48	2	7
8019	26	43	1	7
8019	27	53	1	7
8019	28	56	1	7
8019	29	47	2	7
8019	30	51	2	7
8019	31	49	1	7
8019	32	52	1	7
8019	33	54	2	7
8019	34	48	2	7
8019	35	-77	1	7
8019	36	-77	2	7
8019	37	-77	1	7
8020	1	37	1	3
8020	2	40	2	3
8020	3	46	2	3
8020	4	38	2	3
8020	5	5	1	4
8020	6	52	1	4
8020	7	47	1	4
8020	8	63	1	4
8020	9	35	1	8
8020	10	29	2	8
8020	11	45	1	8
8020	12	44	1	8
8020	13	30	2	8
8020	14	38	1	8
8020	15	25	1	7
8020	16	42	1	7
8020	17	36	2	7
8020	18	48	2	7
8020	19	52	2	7
8020	20	36	2	7
8020	21	28	2	7
8020	22	29	2	7
8020	23	30	2	7
8020	24	38	2	7
8020	25	36	2	7
8020	26	32	2	7
8021	1	59	1	2
8021	2	41	2	2
8021	3	32	1	2
8021	4	37	1	2
8021	5	54	2	4
8021	6	52	1	3
8021	7	38	2	3
8021	8	47	2	3
8021	9	22	2	7
8021	10	60	1	7
8021	11	24	1	7
8021	12	36	2	7
8021	13	45	1	7
8021	14	26	2	7
8021	15	22	2	7
8021	16	44	2	7
8021	17	27	2	10
8021	18	62	2	7
8021	19	49	1	7
8021	20	29	2	7
8021	21	52	1	7
8021	22	38	2	6
8021	23	41	2	7
8022	1	27	1	2
8022	2	46	1	2
8022	3	56	1	4
8022	4	41	2	3
8022	5	35	1	3
8022	6	20	2	7
8022	7	58	2	7
8022	8	25	2	7
8022	9	67	1	7
8022	10	34	2	7
8022	11	46	2	7
8022	12	24	1	7
8023	1	62	1	8
8023	2	47	1	8
8023	3	46	2	8
8023	4	48	1	4
8023	5	35	1	8
8023	6	27	2	7
8023	7	34	1	8
8023	8	27	2	7
8023	9	24	2	7
8023	10	39	2	7
8023	11	39	1	7
8024	1	57	1	8
8024	2	57	1	8
8024	3	50	2	8
8024	4	32	1	4
8024	5	54	2	4
8024	6	36	1	3
8024	7	30	1	7
8024	8	63	1	7
8024	9	51	1	7
8024	10	35	2	7
8025	1	24	1	8
8025	2	24	2	8
8025	3	50	1	4
8025	4	48	2	7
8025	5	43	2	7
8025	6	36	2	7
8025	7	47	2	7
8025	8	37	2	7
8025	9	38	2	7
8025	10	20	1	7
8025	11	38	1	7
8025	12	63	2	7
8025	13	50	2	7
8025	14	40	2	7
8025	15	25	2	7
8025	16	22	2	7
8025	17	20	2	7
8025	18	46	1	8
8026	1	46	1	4
8026	2	52	2	4
8026	3	52	2	4
8026	4	42	2	8
8026	5	56	2	3
8026	6	45	2	3
8026	7	30	2	3
8026	8	31	2	3
8026	9	33	2	8
8026	10	48	2	10
8026	11	53	1	3
8026	12	46	1	3
8026	13	50	1	3
8026	14	48	2	7
8026	15	52	1	7
8026	16	27	2	7
8026	17	48	2	7
8026	18	26	2	7
8026	19	48	2	7
8026	20	49	2	7
8026	21	52	2	7
8026	22	50	1	7
8026	23	28	2	7
8026	24	48	1	7
8026	25	50	2	7
8026	26	36	2	7
8027	1	37	1	2
8027	2	56	1	2
8027	3	39	2	2
8027	4	48	1	2
8027	5	54	1	4
8027	6	43	1	3
8027	7	52	1	3
8027	8	33	1	7
8027	9	48	2	7
8027	10	50	2	7
8027	11	26	2	7
8027	12	39	2	7
8027	13	37	2	7
8027	14	41	1	7
8027	15	32	2	7
8027	16	28	2	7
8027	17	25	2	7
8027	18	29	1	7
8027	19	32	2	7
8027	20	57	1	7
8027	21	37	2	7
8027	22	56	2	7
8027	23	48	2	7
8027	24	42	1	7
8027	25	39	2	7
8027	26	28	2	7
8028	1	39	1	8
8028	2	53	2	4
8028	3	44	2	3
8028	4	69	1	8
8028	5	38	2	7
8028	6	21	2	7
8028	7	48	2	7
8028	8	-79	1	7
8028	9	70	1	7
8028	10	54	1	7
8028	11	65	2	7
8028	12	79	2	7
8028	13	68	2	7
8028	14	63	2	7
8028	15	65	2	7
8028	16	-79	2	7
8028	17	-79	2	7
8028	18	-79	2	7
8028	19	38	2	7
8028	20	28	1	7
8028	21	60	2	7
8028	22	50	2	7
