PLACEID	LCPRIDR4	ITEMPRC1	ITEMVND1	ITEMINF1	ITEMPRC2	ITEMVND2	ITEMINF2
313	37	1,25	1	6	0,8	1	7
313	38	-88	88	88	 	 	 
313	39	0,25	1	6	0,25	1	7
313	40	0,8	1	6	1	1	7
313	41	2	1	6	2	1	7
313	42	6	1	6	6	1	7
313	43	1	1	6	1	1	7
313	44	2,5	1	6	1	1	7
313	45	-88	16	6	 	 	 
313	46	41	1	6	40	1	7
313	61	4,8	1	6	1	1	7
313	70	5	1	6	4	1	7
314	1	1,5	1	5	1,5	1	8
314	2	40	1	5	30	1	8
314	3	13	1	5	12	1	8
314	4	13	1	5	12	1	8
314	5	25	1	5	22	1	8
314	6	22	1	5	20	1	8
314	7	1	9	4	0,5	10	9
314	8	0,1	9	4	0,03	10	9
314	9	0,25	9	4	0,26	10	9
314	10	0,2	9	4	0,08	10	9
314	11	1,2	1	6	1,2	1	7
314	12	1,6	1	6	1,6	1	7
314	13	2,5	1	6	2,6	1	7
314	15	0,7	1	6	0,8	1	7
314	16	3	1	6	3	1	7
314	17	1,8	1	6	1,7	1	7
314	18	-88	88	88	 	 	 
314	19	0,4	1	6	0,5	1	7
314	20	6	1	6	6	1	7
314	21	2	1	6	1,5	1	7
314	23	0,2	1	6	0,2	1	7
314	24	2	1	6	2	1	7
314	25	1	1	6	1,2	1	7
314	27	9	1	6	10	1	7
314	28	10	1	6	12	1	7
314	29	6	1	6	15	1	7
314	30	1,2	1	6	1,2	1	7
314	32	10	1	6	12	1	7
314	33	6	1	6	6	1	7
314	34	1	1	6	1	1	7
314	35	2	1	6	2	1	7
314	36	4,5	1	6	4	1	7
314	37	1,25	1	6	0,8	1	7
314	38	-88	88	88	 	 	 
314	39	0,25	1	6	0,25	1	7
314	40	0,8	1	6	1	1	7
314	41	2	1	6	2	1	7
314	42	6	1	6	6	1	7
314	43	1	1	6	1	1	7
314	44	2,5	1	6	1	1	7
314	45	-88	16	6	 	 	 
314	46	41	1	6	40	1	88
314	61	4,8	1	6	1	1	7
314	70	5	1	6	4	1	7
401	1	1,2	1	1	1,5	1	2
401	2	0	16	1	 	 	 
401	3	0	16	1	 	 	 
401	4	0	1	1	 	 	 
401	5	0	1	1	 	 	 
401	6	0	1	1	 	 	 
401	7	0	10	8	 	 	 
401	8	0,03	10	8	0	16	1
401	9	0,07	10	8	0	16	1
401	10	0,07	10	8	0	16	1
401	11	0,8	1	1	1,3	1	2
401	12	2	1	1	2	1	2
401	13	3,5	1	1	3,5	1	2
401	15	0,7	16	1	0,8	16	2
401	16	3	1	1	3	1	2
401	17	1,8	1	1	2	1	2
401	18	0	16	1	 	 	 
401	19	1,2	1	1	0,7	1	2
401	20	6	1	1	4	1	2
401	21	1,2	1	1	1,2	1	2
401	23	0,2	1	1	0,2	1	2
401	24	2	1	1	2	1	2
401	25	0,6	1	1	1	1	2
401	27	9	1	1	9	1	2
401	28	8	1	1	8	1	2
401	29	8	1	1	9	1	2
401	30	2	1	1	4	1	2
401	32	9	1	1	10	1	2
401	33	6	1	1	7	1	2
401	34	1	1	1	1	1	2
401	35	2	1	1	2	1	2
401	36	4,5	1	1	5	1	2
401	37	0,5	1	1	0,5	1	2
401	38	0	16	1	 	 	 
401	39	0,3	1	1	0,25	1	2
401	40	1	16	1	1	1	2
401	41	1	1	1	1,5	1	2
401	42	0	16	1	 	 	 
401	43	0	16	1	 	 	 
401	44	0	16	1	 	 	 
401	45	6	16	1	4	16	2
401	46	34	16	1	33	16	2
401	61	5	1	1	5	1	2
401	70	4	1	1	4	1	2
402	1	1,5	1	6	1,5	1	12
402	2	40	1	6	40	1	12
402	3	10	1	6	12	1	12
402	4	10	1	6	12	1	12
402	5	20	1	6	25	1	12
402	6	18	1	6	20	1	12
402	7	0,54	10	1	1	9	9
402	8	0,05	10	1	0,2	9	9
402	9	0,1	10	1	0,3	9	9
402	10	0,1	10	1	0,25	9	9
402	11	1	1	6	1	1	12
402	12	2	1	6	2	1	12
402	13	3	1	6	3	1	12
402	15	1	1	6	0,8	1	12
402	16	3	1	6	3	1	12
402	17	2	1	6	2	1	12
402	18	0	16	6	 	 	 
402	19	1	1	6	1	1	12
402	20	6	1	6	6	1	12
402	21	1	1	6	1,2	1	12
402	23	0,2	1	5	0,2	1	12
402	24	3	1	6	3	1	12
402	25	1	1	6	1	1	12
402	27	9,5	1	6	9	14	11
402	28	8	1	6	8	14	11
402	29	8	14	6	8,5	14	11
402	30	2,5	1	6	2,5	1	12
402	32	10	1	6	10	1	12
402	33	6	1	6	6,5	1	12
402	34	1	1	6	1	1	12
402	35	2	1	6	2	1	12
402	36	5	1	6	4,5	1	12
402	37	0,6	1	6	0,6	1	12
402	38	0	16	6	 	 	 
402	39	0,25	1	6	0,25	1	12
402	40	1	1	6	1	1	12
402	41	1	1	6	1	1	12
402	42	3	1	6	4	14	12
402	43	1	1	6	1	1	12
402	44	2,5	1	6	2	14	12
402	45	5	14	6	5	14	12
402	46	36	1	7	38	1	10
402	61	4,8	1	6	4,8	1	12
402	70	3,5	1	6	4	1	12
403	1	1	1	3	1,2	1	4
403	2	30	1	3	30	1	4
403	3	15	1	3	15	1	4
403	4	15	1	3	15	1	4
403	5	25	1	3	20	1	4
403	6	25	1	3	20	1	4
403	7	0,6	10	6	0	16	4
403	8	0,03	10	6	0,3	1	4
403	9	0,1	10	6	0,5	1	4
403	10	0,03	10	6	0	1	4
403	11	0,7	1	3	0,8	1	4
403	12	1,5	1	3	1,5	1	4
403	13	0	16	3	 	 	 
403	15	0,7	1	3	0,7	1	4
403	16	3	1	3	3	1	4
403	17	1,8	1	3	1,8	1	4
403	18	0	16	3	 	 	 
403	19	1	1	3	1	1	4
403	20	5	1	3	2	1	4
403	21	1,2	1	3	1	1	4
403	23	0,2	1	3	0,2	1	4
403	24	2,2	1	3	3	1	4
403	25	1	1	3	1	1	4
403	27	12	1	3	9	1	4
403	28	13	1	3	12	1	4
403	29	8	16	3	9	16	4
403	30	3	1	3	3,5	1	4
403	32	16	1	3	15	1	4
403	33	6	1	3	7	1	4
403	34	1	1	3	1	1	4
403	35	2	1	3	2	1	4
403	36	5	1	3	4,5	1	4
403	37	1	1	3	1	1	4
403	38	0	16	3	 	 	 
403	39	0,3	1	3	0,3	1	4
403	40	1	1	3	1,5	1	4
403	41	0,3	1	3	0,5	1	4
403	42	0	16	3	 	 	 
403	43	1	1	3	1	1	4
403	44	1,2	1	3	1,2	1	4
403	45	5	14	3	6	14	4
403	46	38	1	3	38	1	4
403	61	6	1	3	6	1	4
403	70	3,5	16	3	4	1	4
404	1	1,5	16	6	1,5	16	7
404	2	40	16	6	35	16	7
404	3	15	16	6	15	16	7
404	4	15	16	6	15	16	7
404	5	30	16	6	30	16	7
404	6	30	16	6	30	16	7
404	7	0,6	10	5	1	16	9
404	8	0,03	10	5	0,2	16	9
404	9	0,11	10	5	0,3	16	9
404	10	0,07	10	5	0,25	16	9
404	11	0,8	1	6	1	1	7
404	12	2	1	6	1,8	1	7
404	13	3	1	6	3,2	1	7
404	15	0,6	1	6	0,7	1	7
404	16	3	1	6	3	1	7
404	17	2	1	6	1,8	1	7
404	18	0	16	6	 	 	 
404	19	1	1	6	1	1	7
404	20	2	1	6	2	1	7
404	21	1	1	6	1	1	7
404	23	0,3	1	6	0,3	1	7
404	24	2	1	6	2	1	7
404	25	1	1	6	1	1	7
404	27	9	16	6	9	16	7
404	28	8	16	6	9	16	7
404	29	7	16	6	8	16	7
404	30	3	1	6	2,5	1	7
404	32	10	16	6	11	16	7
404	33	6	1	6	6	1	7
404	34	1	1	6	1	1	7
404	35	2	1	6	2	1	7
404	36	5	1	5	5	1	7
404	37	0,5	1	6	0,5	1	7
404	38	0	16	6	 	 	 
404	39	0,3	1	6	0,3	1	7
404	40	1	1	6	1	1	7
404	41	1	1	6	1	1	7
404	42	3	1	6	2,5	1	7
404	43	1	1	6	1	1	7
404	44	2	1	6	1,5	1	7
404	45	5	16	6	5	16	7
404	46	35	1	6	37	1	7
404	61	4,8	1	6	4,8	1	7
404	70	4	1	6	4,5	1	7
405	1	2	16	4	1	1	8
405	2	40	16	4	30	1	8
405	3	20	16	4	15	1	8
405	4	20	16	4	15	1	8
405	5	30	16	4	25	1	8
405	6	30	16	4	25	1	8
405	7	0,6	10	1	0,6	16	7
405	8	0,03	10	1	0,03	16	7
405	9	0,11	10	1	0,11	16	7
405	10	0,04	10	1	0,07	16	7
405	11	1	1	5	0,8	1	8
405	12	2,2	1	5	1,5	1	8
405	13	3,5	1	5	3,2	1	8
405	15	0,8	1	5	0,7	1	8
405	16	3	1	5	3	1	8
405	17	2	1	5	1,8	1	8
405	18	0	16	5	 	 	 
405	19	1	1	5	1	1	8
405	20	4	1	5	5	1	8
405	21	1,2	1	5	1,2	1	8
405	23	0,2	1	5	0,2	1	8
405	24	2	1	5	2,2	1	8
405	25	1	16	5	1	1	8
405	27	8	16	5	9	1	8
405	28	8	16	5	13	1	8
405	29	8	16	5	9	1	8
405	30	3	1	5	1,5	1	8
405	32	8	16	5	8	1	8
405	33	7	1	5	6	1	8
405	34	1	1	5	1	1	8
405	35	2	16	5	2	1	8
405	36	5	1	5	5	1	8
405	37	0,8	1	5	0,8	1	8
405	38	0	16	5	 	 	 
405	39	0,25	1	5	0,3	1	8
405	40	1,2	1	5	1	1	8
405	41	0,8	1	5	1	1	8
405	42	4	16	5	4	1	8
405	43	1	1	5	1	1	8
405	44	1,6	1	5	1,2	1	8
405	45	5	16	5	5	16	8
405	46	35	16	5	38	1	8
405	61	4,8	1	5	6	1	8
405	70	4	16	5	4	1	8
406	1	1,2	1	6	2,5	1	7
406	2	35	16	6	40	16	7
406	3	20	16	6	15	16	7
406	4	20	16	6	15	16	7
406	5	25	16	6	25	16	7
406	6	25	16	6	25	16	7
406	7	0	10	4	 	 	 
406	8	0,03	10	4	0	16	7
406	9	0,11	10	4	0	16	7
406	10	0,07	10	4	0	16	7
406	11	1,2	1	6	1,2	16	7
406	12	2	1	6	2	1	7
406	13	3	1	6	3	1	7
406	15	0,7	16	6	0,5	16	7
406	16	3	1	6	3	1	7
406	17	2	1	6	2	1	7
406	18	0	16	6	 	 	 
406	19	1	1	6	1	1	7
406	20	6	16	6	4	16	7
406	21	1,3	1	6	1,5	1	7
406	23	0,25	1	6	0,25	1	7
406	24	1,5	1	6	1	1	7
406	25	1	1	6	1	1	7
406	27	9	16	6	9	16	7
406	28	8	16	6	8	16	7
406	29	6	16	6	8	16	7
406	30	3	1	6	2	1	7
406	32	9	16	6	10	16	7
406	33	6	1	6	6,5	1	7
406	34	1	1	6	1	1	7
406	35	2	16	6	2	16	7
406	36	5	1	6	4,5	1	7
406	37	0,5	1	6	0,6	1	7
406	38	0	16	6	 	 	 
406	39	0,25	1	6	0,3	1	7
406	40	1	1	6	1,5	16	7
406	41	1	1	6	1	16	7
406	42	0	16	6	 	 	 
406	43	1,2	16	6	1	16	7
406	44	2,5	16	6	2,4	16	7
406	45	6	16	6	5	16	7
406	46	34	16	6	38	16	7
406	61	5	1	6	5	1	7
406	70	3	16	6	4	1	7
408	1	1,5	16	6	1,5	16	8
408	2	45	16	6	40	16	8
408	3	15	16	6	15	16	8
408	4	15	16	6	15	16	8
408	5	25	16	6	30	16	8
408	6	25	16	6	30	16	8
408	7	0,6	10	5	1	16	9
408	8	0,03	10	5	0,2	16	9
408	9	0,11	10	5	0,3	16	9
408	10	0,07	10	5	0,25	16	9
408	11	1	1	5	1	1	8
408	12	2	1	6	2	1	8
408	13	3	1	6	3	1	8
408	15	0,8	16	6	0,8	1	8
408	16	3	1	5	3	1	8
408	17	2	1	6	2	1	8
408	18	0	16	6	 	 	 
408	19	1	1	6	1	1	8
408	20	6	16	6	6	16	8
408	21	1	1	6	1	1	8
408	23	0,3	1	6	0,3	1	8
408	24	2	1	6	3	1	8
408	25	1	1	6	1	1	8
408	27	9	16	6	9,5	16	8
408	28	8	16	6	8	16	8
408	29	7	16	6	8	16	8
408	30	2,5	1	6	3	1	8
408	32	10	16	6	12	16	8
408	33	6	1	6	6,5	1	8
408	34	1	1	6	1	1	8
408	35	2	16	6	2	16	8
408	36	5	1	6	5	16	8
408	37	0,6	1	6	0,5	1	8
408	38	0	16	6	 	 	 
408	39	0,3	1	6	0,25	1	8
408	40	1	1	5	1,2	1	8
408	41	1	1	6	2	1	8
408	42	3	16	6	4	16	8
408	43	1	1	6	1	1	8
408	44	2	1	6	2	1	7
408	45	5	16	6	6	16	8
408	46	37	1	7	37	1	8
408	61	4,8	1	6	4,8	1	8
408	70	4	1	6	4	1	8
501	1	1,5	1	6	1,5	1	7
501	2	40	1	6	45	1	7
501	3	18	1	6	20	1	7
501	4	18	1	6	25	1	7
501	5	30	1	6	30	1	7
501	6	30	1	6	30	1	7
501	7	0,5	10	2	1,5	9	7
501	8	0,03	10	2	0,2	9	8
501	9	0,14	10	2	0,5	9	8
501	10	0,1	11	2	0,3	9	8
501	11	1,2	1	6	1,4	1	7
501	12	1,8	1	6	2	1	7
501	13	2,8	16	6	3	16	7
501	15	0,6	1	6	1	1	7
501	16	3	1	6	3	1	7
501	17	1,8	1	6	1,7	1	7
501	18	0	16	6	 	 	 
501	19	1,2	1	6	1,5	1	7
501	20	4,5	1	6	3,5	1	7
501	21	1,5	1	6	1	1	7
501	23	0,25	1	6	0,25	1	7
501	24	3	1	6	5	1	7
501	25	1	1	6	1,5	1	7
501	27	10	1	6	10	1	7
501	28	8	1	6	9	1	7
501	29	7	16	6	8	16	7
501	30	2,5	1	6	2,5	1	7
501	32	10	1	6	10	1	7
501	33	4,5	1	6	5	1	7
501	34	1	1	6	1	1	7
501	35	2	1	6	2	1	7
501	36	5	1	6	4,5	1	7
501	37	0,4	1	6	0,4	1	7
501	38	0	16	6	 	 	 
501	39	0,3	1	6	0,25	1	7
501	40	1	1	6	2	1	7
501	41	1,5	1	6	1,5	1	7
501	42	5	16	6	8	16	7
501	43	1,2	1	6	1,5	1	7
501	44	1,2	1	6	2	1	7
501	45	3	16	6	4	16	7
501	46	37	1	6	37	1	7
501	61	4,5	1	6	3	1	7
501	70	4	1	6	4	1	7
503	1	1,5	1	4	1,5	1	6
503	2	45	16	4	50	16	6
503	3	12	16	4	16	16	6
503	4	12	16	4	16	16	6
503	5	35	16	4	30	16	6
503	6	35	16	4	30	16	6
503	7	0,52	10	2	0,6	16	5
503	8	0,02	10	2	0,5	9	5
503	9	0,07	10	2	0,5	9	5
503	10	0,06	10	2	0,2	16	5
503	11	1,2	1	4	1,2	1	6
503	12	1,8	1	4	2	1	6
503	13	3	1	4	3	1	6
503	15	0,8	1	4	1	16	6
503	16	3	1	4	3	1	6
503	17	1,8	1	4	2	1	6
503	18	0	16	4	 	 	 
503	19	1	1	4	1,2	1	6
503	20	6	1	4	6	1	6
503	21	1	1	4	1	1	6
503	23	0,25	1	4	0,25	1	6
503	24	4	1	4	3,5	1	6
503	25	1	1	4	1	1	6
503	27	9	1	4	10	16	6
503	28	8	16	4	8	16	6
503	29	8	16	4	7	16	6
503	30	2,5	1	4	3	1	6
503	32	10	16	4	12	16	6
503	33	6	1	4	6,5	1	6
503	34	1	1	4	1	1	6
503	35	1,5	1	4	1,5	1	6
503	36	5	16	4	5	16	6
503	37	1	1	4	1	1	6
503	38	0	16	4	 	 	 
503	39	0,25	1	4	0,25	1	6
503	40	1	1	4	1,2	1	6
503	41	1,2	1	4	1,5	1	6
503	42	4	16	4	4	16	6
503	43	0,7	1	4	0,7	1	6
503	44	1,5	16	4	1,5	16	6
503	45	4	16	4	5	16	6
503	46	34	1	4	35	1	6
503	61	4	1	4	4	1	6
503	70	3,5	1	4	4	1	6
504	1	1,3	1	7	1,3	1	9
504	2	35	16	7	30	16	9
504	3	20	16	7	20	16	9
504	4	20	16	7	20	16	9
504	5	25	16	7	30	16	9
504	6	25	16	7	30	16	9
504	7	0,5	10	6	0	16	9
504	8	0,03	10	6	0,3	16	9
504	9	0,14	10	6	1	16	9
504	10	0,1	10	6	0,5	16	9
504	11	1	1	7	1,2	1	8
504	12	2,2	1	7	1,8	1	8
504	13	1	1	7	3	1	8
504	15	1	1	7	1	1	9
504	16	3	1	7	3,2	1	9
504	17	2	1	7	1,8	1	9
504	18	0	16	7	 	 	 
504	19	1,2	1	7	1	1	9
504	20	3,5	1	7	3,5	1	9
504	21	1	1	7	1	1	9
504	23	0,2	1	7	0,3	1	9
504	24	3,5	1	7	3	1	8
504	25	1	1	7	1	1	8
504	27	7,5	1	7	10	1	8
504	28	9	16	7	9	1	8
504	29	9	16	7	9	1	8
504	30	2,5	1	7	2	1	8
504	32	9	1	7	12	1	9
504	33	5	1	7	4,5	1	9
504	34	1	1	7	1	1	9
504	35	2	1	7	2	1	9
504	36	5	1	7	4,5	1	9
504	37	1,2	1	7	1	1	9
504	38	0	16	7	 	 	 
504	39	0,25	1	7	0,3	1	9
504	40	1,5	1	7	1,5	1	9
504	41	1,5	1	7	1,5	1	9
504	42	4	16	7	4,5	16	9
504	43	1	1	7	1	1	9
504	44	0,8	1	7	1,2	1	9
504	45	5	16	7	4	16	9
504	46	38	1	7	35	1	9
504	61	4	1	7	3,5	1	9
504	70	4	1	7	4	1	8
505	1	1,5	1	2	1,3	1	5
505	2	40	16	2	45	16	5
505	3	15	16	2	12	16	5
505	4	15	16	2	12	16	5
505	5	30	16	2	25	16	5
505	6	25	16	2	25	16	5
505	7	0,6	10	9	1	16	7
505	8	0,11	10	9	0,1	16	7
505	9	0,2	10	9	0,3	16	7
505	10	0,04	10	9	0,15	16	7
505	11	1,1	1	2	1,2	1	5
505	12	2,4	1	2	1,7	1	5
505	13	3	1	2	3	1	5
505	15	0,6	1	2	0,7	1	5
505	16	3	1	2	3	1	5
505	17	2	1	2	1,8	1	5
505	18	0	16	2	 	 	 
505	19	1	1	2	1	1	5
505	20	7	1	2	6	1	5
505	21	1	1	2	1	1	5
505	23	0,25	1	2	0,2	1	5
505	24	4,5	1	2	4,5	1	5
505	25	1	1	2	1	1	5
505	27	10	16	2	9	1	5
505	28	10	16	2	9	16	5
505	29	10	16	2	9	16	5
505	30	4,5	1	2	2,5	1	5
505	32	15	1	2	12	16	5
505	33	6,5	1	2	6	1	5
505	34	1	1	2	1	1	5
505	35	2	1	2	2	1	5
505	36	5	1	2	5	1	5
505	37	0,6	1	2	0,6	1	5
505	38	0	16	2	 	 	 
505	39	0,25	1	2	0,25	1	5
505	40	1,5	1	2	1	1	5
505	41	1,5	1	2	1,5	1	5
505	42	3	1	2	3	16	5
505	43	0,7	1	2	0,7	1	5
505	44	2	16	2	1,5	16	5
505	45	5	16	2	5	16	5
505	46	37	1	2	36	1	5
505	61	4	1	2	4	1	5
505	70	4,5	1	2	4	1	5
507	1	1,5	16	2	1,5	16	3
507	2	45	16	2	40	16	3
507	3	12	16	2	15	16	3
507	4	12	16	2	15	16	3
507	5	30	16	2	35	16	3
507	6	30	16	2	25	16	3
507	7	0,6	16	5	1,5	9	6
507	8	0,06	16	5	0,2	9	6
507	9	0,14	16	5	0,3	9	6
507	10	0,04	16	5	0,25	9	6
507	11	1	1	2	1,2	1	3
507	12	2	1	2	2	1	3
507	13	3	1	2	3	1	3
507	15	0,8	1	2	1	1	3
507	16	3,4	1	2	3	1	3
507	17	2	1	2	2	1	3
507	18	0	16	2	 	 	 
507	19	1,2	1	2	1,2	1	3
507	20	6	1	2	6	1	3
507	21	1	1	2	1	1	3
507	23	0,25	1	2	0,25	1	3
507	24	3,5	1	2	4	16	3
507	25	1	1	2	1	1	3
507	27	10	1	2	10	1	3
507	28	10	1	2	8	16	3
507	29	10	16	2	10	16	3
507	30	2,5	1	2	3	1	3
507	32	10	1	2	12	1	3
507	33	6,5	1	2	6	1	3
507	34	1	1	2	1	1	3
507	35	2	1	2	2	1	3
507	36	5	16	2	4,5	16	3
507	37	1	1	2	1	1	3
507	38	0	16	2	 	 	 
507	39	0,25	1	2	0,25	1	3
507	40	1	1	2	1	1	3
507	41	1,5	1	2	1,5	1	3
507	42	4	16	2	5	16	3
507	43	0,6	1	2	0,7	1	3
507	44	1,5	1	2	1,2	1	3
507	45	5	16	2	4	16	3
507	46	36	1	2	37	1	3
507	61	4,8	1	2	4,8	1	3
507	70	4	2	2	4,5	1	3
508	1	1,5	1	7	2	14	9
508	2	40	14	10	35	14	9
508	3	25	14	10	25	14	9
508	4	20	14	10	25	14	9
508	5	35	14	10	28	14	9
508	6	25	14	10	30	14	9
508	7	0,6	10	6	1	9	8
508	8	0,06	10	6	0,1	9	8
508	9	0,14	10	6	0,5	9	8
508	10	0,04	10	6	0,17	9	8
508	11	1	1	7	1,2	14	9
508	12	1,8	1	7	2	14	9
508	13	2,5	1	7	3,5	14	9
508	15	1	1	7	1	14	9
508	16	3,5	1	7	3,2	14	9
508	17	1,8	1	7	2	14	9
508	18	0	16	7	 	 	 
508	19	1,2	1	7	1,2	14	9
508	20	3,5	1	7	4	14	9
508	21	1	1	7	1	14	9
508	23	0,25	1	7	0,25	14	9
508	24	4,5	1	7	3,5	14	9
508	25	1	1	7	1	14	9
508	27	8	1	7	10	14	9
508	28	14	1	7	8	14	9
508	29	10	1	7	12	14	9
508	30	2,5	1	7	2	14	9
508	32	10	1	7	12	14	9
508	33	5	1	7	5	14	9
508	34	1	1	7	1	14	9
508	35	2	1	7	2	14	9
508	36	4,5	1	7	4	14	9
508	37	1	1	7	1,3	14	9
508	38	0	16	7	 	 	 
508	39	0,25	1	7	0,25	14	9
508	40	1	1	7	1,5	14	9
508	41	1	1	7	1,5	14	9
508	42	4	1	7	5	14	9
508	43	1	1	7	1	14	9
508	44	2	1	7	1,5	14	9
508	45	4	14	7	4	14	9
508	46	35	1	7	36	14	9
508	61	4	1	7	4,5	14	9
508	70	4,5	1	7	4	14	9
509	1	1,5	1	7	2	14	8
509	2	40	14	9	35	14	8
509	3	25	14	9	25	14	8
509	4	20	14	9	25	14	8
509	5	35	14	9	28	14	8
509	6	35	14	9	30	14	8
509	7	0,6	10	5	1	9	6
509	8	0,06	10	5	0,1	9	6
509	9	0,14	10	5	0,5	9	6
509	10	0,04	10	5	0,17	9	6
509	11	1	1	7	1,5	1	4
509	12	1,8	1	7	2,3	1	4
509	13	2,8	1	7	3	16	4
509	15	1	1	7	0,5	1	4
509	16	3,5	1	7	3	1	4
509	17	1,8	1	7	2,5	1	4
509	18	0	16	7	 	 	 
509	19	1,2	1	7	1,2	1	4
509	20	3,5	1	7	4	14	8
509	21	1	1	7	1	1	4
509	23	0,25	1	7	0,3	1	4
509	24	4,5	1	7	4	16	4
509	25	1	1	7	1	1	4
509	27	8	1	7	9	16	4
509	28	14	1	7	8	16	4
509	29	10	1	7	12	14	8
509	30	2,5	1	7	2	1	4
509	32	10	1	7	12	14	8
509	33	5	1	7	6,5	1	4
509	34	1	1	7	1	1	4
509	35	2	1	7	2	1	4
509	36	4,5	1	7	4	1	4
509	37	1	1	7	1,2	14	8
509	38	0	16	7	 	 	 
509	39	0,25	1	7	0,25	1	4
509	40	1	1	7	1	1	4
509	41	1	1	7	1,5	14	8
509	42	4	1	7	5	14	8
509	43	1	1	7	1	14	8
509	44	2	1	7	1,5	14	8
509	45	4	14	7	3	14	8
509	46	35	1	7	36	16	4
509	61	4	1	7	4	1	4
509	70	4,5	1	7	4	16	4
510	1	1,5	1	2	1,5	1	8
510	2	40	1	3	50	16	8
510	3	15	1	3	20	16	8
510	4	15	1	3	20	16	8
510	5	35	1	3	30	16	8
510	6	30	1	3	35	16	8
510	7	0,6	10	4	1,5	9	7
510	8	0,06	10	3	0,1	9	7
510	9	0,14	10	3	0,3	9	7
510	10	0,04	10	3	0,25	9	7
510	11	1,2	1	2	1	1	8
510	12	2	1	2	2	1	8
510	13	3	16	2	3	16	8
510	15	1	1	2	1	16	8
510	16	3,2	1	2	3	1	8
510	17	1,8	1	2	2	1	8
510	18	0	16	2	 	 	 
510	19	1,2	1	2	1,2	1	8
510	20	7	1	2	6	1	8
510	21	1	1	2	1	1	8
510	23	0,25	1	2	0,25	1	8
510	24	4	16	2	5	16	8
510	25	1	1	2	1	1	8
510	27	10	1	2	10	14	8
510	28	10	1	2	10	14	8
510	29	10	16	2	10	16	8
510	30	3	1	2	2,5	1	8
510	32	12	1	2	14	16	8
510	33	6	1	2	6,5	1	8
510	34	1	1	2	1	1	8
510	35	2	1	2	2	1	8
510	36	4	1	2	4,5	16	8
510	37	1	1	2	1	1	8
510	38	0	16	2	 	 	 
510	39	0,25	1	2	0,25	1	8
510	40	1,5	1	2	1,2	1	8
510	41	1	1	2	1,5	1	8
510	42	4	1	2	5	16	8
510	43	0,7	1	2	0,7	1	8
510	44	1,2	1	2	1,5	1	8
510	45	4	14	2	4	14	8
510	46	37	1	2	36	1	8
510	61	4,8	1	2	4,8	1	8
510	70	4	1	2	4,5	1	8
511	1	1,5	1	2	1,5	1	3
511	2	40	16	2	50	16	3
511	3	15	16	2	10	16	3
511	4	15	16	2	10	16	3
511	5	28	16	2	30	16	3
511	6	30	16	2	30	16	3
511	7	0,52	10	5	1	16	3
511	8	0,02	10	5	0,5	1	3
511	9	0,07	10	5	1,5	1	3
511	10	0,06	10	5	0,15	16	3
511	11	1	1	2	1,2	1	3
511	12	2	1	2	1,7	1	3
511	13	3	16	2	3	1	3
511	15	0,8	16	2	0,7	1	3
511	16	3	1	2	3	1	3
511	17	1,9	1	2	1,7	1	3
511	18	0	16	2	 	 	 
511	19	1	1	2	1	1	3
511	20	3,5	1	2	4	1	3
511	21	1	1	2	1	1	3
511	23	0,25	1	2	0,25	1	3
511	24	4,5	16	2	4	1	3
511	25	1	1	2	1	1	3
511	27	10	1	1	10	1	3
511	28	10	16	2	9	16	3
511	29	9	16	2	9	16	3
511	30	3,5	1	2	2,5	1	3
511	32	12	16	2	10	1	3
511	33	6	1	2	7	1	3
511	34	1	1	2	1	1	3
511	35	2	1	2	2	1	3
511	36	5	16	2	5	16	3
511	37	1	1	2	1	1	3
511	38	0	16	2	 	 	 
511	39	0,25	1	2	0,25	1	3
511	40	1,2	1	2	1	1	3
511	41	1,5	1	2	1,5	1	3
511	42	4	16	2	3,5	16	3
511	43	0,7	1	2	0,7	1	3
511	44	1	16	2	1	16	3
511	45	5	16	2	5	16	3
511	46	35	1	2	34	1	3
511	61	4	2	2	4	1	3
511	70	3,5	1	2	4	1	3
512	1	1,2	1	7	1	14	8
512	2	30	1	7	40	14	8
512	3	10	1	7	15	14	8
512	4	10	1	7	15	14	8
512	5	23	1	7	30	14	8
512	6	23	1	7	30	14	8
512	7	0,5	10	2	0	9	11
512	8	0,06	10	2	0,1	9	11
512	9	0,14	10	2	0,25	9	11
512	10	0,04	10	2	0,2	9	11
512	11	1	14	9	1,2	14	10
512	12	2	14	9	1,8	14	10
512	13	3	14	9	3	14	10
512	15	1	14	9	0,8	14	10
512	16	3,5	14	9	3	14	10
512	17	2	14	9	2	14	10
512	18	0	16	9	 	 	 
512	19	1,2	14	9	1	14	10
512	20	5	14	9	5	14	10
512	21	1	14	9	1	14	10
512	23	0,3	14	9	0,2	14	10
512	24	4	14	9	4	14	10
512	25	1	14	9	1	14	10
512	27	10	14	9	8	14	10
512	28	8	14	9	12	14	10
512	29	9	14	9	9	14	10
512	30	3,5	14	9	2	14	10
512	32	12	14	9	12	14	10
512	33	5	14	9	5	14	10
512	34	1	14	9	1	14	10
512	35	2	14	9	2	14	10
512	36	6	14	9	6	14	10
512	37	1	1	3	1	1	10
512	38	0	16	9	 	 	 
512	39	0,25	14	9	0,25	14	10
512	40	1,5	14	9	1,5	14	10
512	41	1,5	14	9	1,5	14	10
512	42	5	14	9	5	14	10
512	43	0,6	14	9	0,5	14	10
512	44	0,6	14	9	0,8	14	10
512	45	4	14	9	5	14	10
