CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	LIVHSER5	YRDIEDR5	CAREGVR5	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	PANELSIB	SEENMER5	EVRLVDR5	LNGLVDR5	GETMOMBIRTH	GETCHILDBIRTH	THSCOMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPLSTR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR5	PERFR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMTOBR5	MOTTOBR5	OFTSMKR5	MEMALCR5	OFTALCR5
120124	2	 	1	1	 	1	40	 	2	0	0	 	 	 	0	0	 	2	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
120124	3	 	7	4	 	0	21	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120124	4	 	7	1	 	0	20	 	1	 	0	 	 	 	0	0	 	5	1	2	1	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120124	5	 	7	1	 	0	12	 	1	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	5	1	 	 	 	3	1	90	120	3	9	0	1	0	0	10	2	2	0	 	0	 	 	 	 	0	0	 	0	6
120124	6	 	7	1	 	0	9	 	1	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	3	1	 	 	 	3	 	50	120	 	9	0	1	0	0	8	2	4	 	 	 	 	 	 	 	 	 	 	 	 
120124	7	 	16	1	 	0	19	 	2	 	0	 	 	 	0	0	 	6	1	98	98	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120124	8	 	15	1	 	0	2	 	2	 	 	 	 	 	 	 	 	7	 	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	5	0	5	4	 	 	 	1	6	8	1	 	 	 	3	1	0	270	2	8	0	1	1	0	8	1	5	 	 	 	 	 	 	 	 	 	 	 	 
120125	1	 	18	4	 	0	85	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	2	 	6	4	 	0	53	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	3	 	6	4	 	0	53	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	4	 	1	1	 	0	37	 	1	 	0	 	 	 	0	0	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	5	0	 	1	0	1	1	1
120125	5	 	1	1	 	1	36	 	2	0	0	 	 	 	0	0	 	2	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	5	2	2	0	0	 	0	6
120125	6	 	13	4	 	0	26	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	7	 	13	4	 	0	26	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	8	 	7	4	 	0	20	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	15	 	7	2	 	0	17	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120125	16	 	7	2	 	0	15	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	5	0	6	3	 	 	 	1	6	8	1	 	 	 	3	10	0	0	3	10	0	1	0	0	7	1	5	 	 	 	 	 	 	 	 	 	 	 	 
120126	1	 	6	4	 	0	61	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	2	 	6	4	 	0	57	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	3	 	1	1	 	0	34	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	12	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	19	1	5	1	0	0	 	0	4
120126	4	 	13	4	 	0	32	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	5	 	13	4	 	0	31	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	6	 	1	1	 	1	30	 	2	0	0	 	 	 	0	0	 	2	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	19	3	1	1	0	0	 	0	6
120126	7	 	13	4	 	0	28	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	8	 	13	4	 	0	24	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	9	 	13	4	 	0	20	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120126	10	 	7	1	 	0	11	 	1	 	1	 	 	 	0	0	 	5	 	6	3	 	 	 	1	6	5	1	 	 	 	3	10	0	0	1	10	0	1	0	0	7	1	5	0	 	0	 	 	 	 	 	 	 	 	 
120126	11	 	7	1	 	0	9	 	2	 	0	 	 	 	0	0	 	5	 	6	3	 	 	 	1	6	3	1	 	 	 	3	 	0	0	 	10	0	0	0	0	5	2	7	 	 	 	 	 	 	 	 	 	 	 	 
120133	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	4	3	 	 	 	1	6	9	1	 	 	 	3	5	500	3240	2	7	0	1	0	0	8	2	5	 	 	 	 	 	 	 	 	 	 	 	 
120133	1	 	6	3	2009	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120133	2	 	6	4	 	0	66	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120133	3	 	1	1	 	0	34	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	10	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	4
120133	4	 	1	1	 	1	33	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
120133	5	 	13	4	 	0	33	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120133	6	 	7	1	 	0	7	 	1	 	0	 	 	 	0	0	 	5	 	4	3	 	 	 	1	6	0	1	 	 	 	3	 	450	2700	 	7	0	0	0	0	8	2	6	 	 	 	 	 	 	 	 	 	 	 	 
120134	0	 	0	1	 	 	14	 	2	 	0	 	 	 	0	0	 	5	0	3	2	 	 	 	1	6	8	1	 	 	 	3	1	0	0	1	8	0	2	0	0	9.5	2.5	2	 	 	 	 	 	 	 	 	 	 	 	 
120134	1	 	6	3	2014	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120134	2	 	1	1	 	0	51	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	11	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	4
120134	3	 	1	1	 	1	49	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
120134	4	 	7	4	 	0	27	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120134	5	 	7	4	 	0	23	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120134	6	 	7	4	 	0	21	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120134	7	 	7	4	 	0	19	 	2	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120135	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	1	0	0	3	7	0	1	4	0	7	1	3	 	 	 	 	 	 	 	 	 	 	 	 
120135	1	 	1	1	 	0	40	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	3	2	2	1	0	1	1	1
120135	2	 	1	1	 	1	40	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	19	1	2	2	0	0	 	0	4
120135	3	 	7	1	 	0	20	 	1	 	0	 	 	 	0	0	 	5	0	2	1	1	12	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120135	15	 	7	1	 	0	18	 	2	 	1	 	 	 	0	0	 	5	0	2	1	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
120136	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	1	98	1	 	 	 	1	6	1	0	8	8	3	 	 	 	 	 	9	5	3	4	0	0	0	4	 	 	 	 	 	 	 	 	 	 	 	 
120136	1	 	1	1	 	1	40	 	1	 	0	 	 	 	0	0	 	1	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	4
120136	2	 	 	 	 	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120136	3	 	26	1	 	0	18	 	1	 	 	 	 	 	 	 	 	6	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120136	4	 	27	1	 	0	1	 	2	 	 	 	 	 	 	 	 	7	 	0	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120139	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	2	98	 	 	 	1	6	9	1	 	 	 	3	1	0	1944	2	9	0	2	0	0	9	2	2	 	 	 	 	 	 	 	 	 	 	 	 
120139	1	 	1	3	2012	 	 	 	 	 	0	 	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120139	2	 	1	1	 	1	38	 	2	0	0	 	 	 	0	0	 	1	3	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	9	4	1	2	0	0	 	0	6
120139	3	 	7	4	 	0	20	 	2	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120140	0	 	0	1	 	 	14	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	1	180	0	3	8	0	2	3	0	6	2	4	 	 	 	 	 	 	 	 	 	 	 	 
120140	1	 	1	1	 	0	49	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	6	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	6	2	2	1	0	1	1	1
120140	2	 	1	1	 	1	44	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	21	2	1	2	0	0	 	0	5
120140	3	 	7	2	 	0	23	 	1	 	1	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120141	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	990	1224	2	9	0	1	0	0	9	2	3	 	 	 	 	 	 	 	 	 	 	 	 
120141	1	 	1	1	 	0	46	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	3	0	 	1	0	1	0	4
120141	2	 	1	1	 	1	38	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	4	5	1	0	0	 	0	6
120141	3	 	6	4	 	0	77	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120141	4	 	7	1	 	0	10	 	1	 	1	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	4	1	 	 	 	3	1	0	1440	2	9	0	1	0	0	7	2	5	0	 	0	 	 	 	 	 	 	 	 	 
120141	5	 	13	4	 	0	36	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120142	0	 	0	1	 	 	14	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	8	1	 	 	 	3	1	135	0	2	8.5	1	1	.100000001490116	0	5	2	6.40000009536743	 	 	 	 	 	 	 	 	 	 	 	 
120142	1	 	1	1	 	0	45	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	12	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	27	8	2	1	1	0	1	1	1
120142	2	 	1	1	 	1	35	 	2	1	0	 	 	 	0	0	 	2	1	98	98	1	12	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
120142	3	 	7	1	 	0	7	 	1	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	0	1	 	 	 	3	 	45	0	 	9	0	0	0	0	7	1	7	 	 	 	 	 	 	 	 	 	 	 	 
120142	4	 	7	1	 	0	1	 	2	 	 	 	 	 	 	 	 	5	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120146	0	 	0	1	 	 	14	 	2	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	0	 	 	 	24	 	 	 	 	 	 	 	6	3	4	6	0	0	0	4	 	 	 	 	 	 	 	 	 	 	 	 
120146	1	 	1	1	 	0	43	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	0	3
120146	2	 	1	1	 	1	39	 	2	2	0	 	 	 	0	0	 	2	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	7	2	1	0	0	 	0	6
120146	3	 	7	1	 	0	19	 	2	 	0	 	 	 	0	0	 	5	4	2	1	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120146	15	 	7	4	 	0	18	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120146	16	 	7	1	 	0	13	 	2	 	1	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	7	1	 	 	 	3	1	0	0	3	7	2	2	3	0	7	1	3	0	 	0	 	 	 	 	0	0	 	0	6
120146	17	 	7	1	 	0	9	 	2	 	0	 	 	 	0	0	 	5	 	2	1	 	 	 	1	6	3	1	 	 	 	3	 	0	0	 	7	1	2	4	0	7	1	3	 	 	 	 	 	 	 	 	 	 	 	 
120146	18	 	7	1	 	0	8	 	1	 	 	 	 	 	 	 	 	5	 	2	1	 	 	 	1	6	1	1	 	 	 	3	 	0	0	 	10	0	0	0	0	5	0	8	 	 	 	 	 	 	 	 	 	 	 	 
120146	19	 	7	1	 	0	0	4	2	 	 	 	 	 	 	 	 	5	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120148	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	1	2	 	 	 	1	6	9	1	 	 	 	3	1	270	630	3	8	0	0	0	0	8	2	6	 	 	 	 	 	 	 	 	 	 	 	 
120148	1	 	6	1	 	0	70	 	2	 	0	 	 	 	0	0	 	2	1	98	98	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120148	2	 	1	1	 	0	37	 	1	 	0	 	 	 	0	0	 	1	1	0	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	3	5	2	2	1	0	1	1	2
120148	3	 	1	1	 	1	36	 	2	0	0	 	 	 	0	0	 	3	3	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	6	2	2	0	0	 	0	6
120148	4	 	13	4	 	0	35	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120148	5	 	7	1	 	0	10	 	1	 	1	 	 	 	0	0	 	5	 	1	2	 	 	 	1	6	4	1	 	 	 	3	9	270	0	3	8	0	1	0	0	8	3	5	0	 	0	 	 	 	 	 	 	 	 	 
120150	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	9	0	3	98	 	 	 	1	6	9	0	8	15	3	 	 	 	 	 	8	1	1	0	8	0	0	6	 	 	 	 	 	 	 	 	 	 	 	 
120150	1	 	5	4	 	0	55	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	2	 	5	4	 	0	54	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	3	 	1	1	 	1	32	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	6
120150	4	 	13	4	 	0	31	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	5	 	13	4	 	0	29	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	6	 	13	4	 	0	31	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	7	 	13	4	 	0	25	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	8	 	13	4	 	0	24	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	9	 	13	4	 	0	22	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	10	 	2	1	 	0	35	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120150	11	 	7	1	 	0	12	 	1	 	0	 	 	 	0	0	 	5	0	3	10	 	 	 	1	6	6	1	 	 	 	3	 	270	0	 	9.5	.5	1	0	0	6	1	6	 	 	 	 	 	 	 	 	 	 	 	 
120150	12	 	7	1	 	0	6	 	1	 	0	 	 	 	0	0	 	5	 	3	10	 	 	 	1	6	0	1	 	 	 	3	 	80	0	 	9.5	0	0	0	0	7	1	6.5	 	 	 	 	 	 	 	 	 	 	 	 
130001	0	 	0	1	 	 	15	 	2	 	0	 	 	 	0	0	 	5	0	4	3	 	 	 	1	6	8	1	 	 	 	3	1	378	6500	1	7	0	1.5	1	0	8	3	3.5	 	 	 	 	 	 	 	 	 	 	 	 
130001	1	 	6	3	2007	 	 	 	 	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130001	2	 	6	4	 	0	65	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130001	3	 	1	1	 	0	39	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	2
130001	4	 	1	1	 	1	34	 	2	0	0	 	 	 	0	0	 	2	1	98	98	1	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	0	0	 	0	5
130001	5	 	7	1	 	0	9	 	2	 	0	 	 	 	0	0	 	5	 	4	3	 	 	 	1	6	3	1	 	 	 	3	 	0	1500	 	9	0	.5	0	0	6	.5	8	 	 	 	 	 	 	 	 	 	 	 	 
130002	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	7	0	4	3	 	 	 	1	6	9	1	 	 	 	3	5	378	5000	2	8.5	0	.5	1	0	8	1	5	 	 	 	 	 	 	 	 	 	 	 	 
130002	1	 	6	1	 	0	58	 	1	 	0	 	 	 	0	0	 	1	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130002	2	 	6	1	 	0	58	 	2	 	0	 	 	 	0	0	 	2	1	98	98	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130002	3	 	1	1	 	0	37	 	1	 	0	 	 	 	0	0	 	5	1	2	1	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	1	0	1	1	2
130002	4	 	1	1	 	1	34	 	2	0	0	 	 	 	0	0	 	6	1	98	98	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	19	7	1	1	0	0	 	0	4
130002	5	 	13	4	 	0	34	 	1	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130002	6	 	13	4	 	0	27	 	2	 	0	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130002	7	 	7	1	 	0	8	 	2	 	0	 	 	 	0	0	 	7	 	4	3	 	 	 	1	6	2	1	 	 	 	3	 	0	2000	 	9	0	.5	1	0	6.5	1	6	 	 	 	 	 	 	 	 	 	 	 	 
130003	0	 	0	1	 	 	15	 	1	 	0	 	 	 	0	0	 	5	0	2	1	 	 	 	1	6	9	1	 	 	 	3	1	378	6480	3	8	0	2	0	0	8.5	1.5	4	 	 	 	 	 	 	 	 	 	 	 	 
