CHILDID	PLANID	PLAN
IN090096	1	8
IN090097	1	8
IN090098	1	10
IN090098	2	7
IN090099	1	7
IN090099	2	10
IN090100	1	7
IN090100	2	10
IN100001	1	5
IN100001	2	2
IN100002	1	4
IN100002	2	5
IN100003	1	5
IN100003	2	8
IN100004	1	5
IN100004	2	8
IN100005	1	5
IN100005	2	10
IN100006	1	5
IN100006	2	10
IN100007	1	8
IN100008	1	2
IN100008	2	5
IN100009	1	8
IN100009	2	5
IN100010	1	8
IN100010	2	2
IN100011	1	8
IN100012	1	10
IN100012	2	5
IN100013	1	1
IN100014	1	2
IN100014	2	5
IN100015	1	5
IN100015	2	2
IN100017	1	3
IN100017	2	5
IN100018	1	2
IN100018	2	5
IN100019	1	5
IN100019	2	2
IN100020	1	8
IN100020	2	2
IN100021	1	5
IN100021	2	2
IN100022	1	10
IN100022	2	3
IN100023	1	10
IN100023	2	8
IN100024	1	8
IN100024	2	10
IN100025	1	10
IN100025	2	8
IN100026	1	2
IN100026	2	8
IN100027	1	8
IN100028	1	1
IN100029	1	3
IN100029	2	5
IN100030	1	10
IN100030	2	8
IN100031	1	10
IN100031	2	2
IN100032	1	8
IN100032	2	2
IN100033	1	10
IN100033	2	8
IN100034	1	8
IN100034	2	10
IN100035	1	2
IN100035	2	8
IN100036	1	2
IN100036	2	1
IN100037	1	8
IN100037	2	3
IN100038	1	8
IN100038	2	10
IN100039	1	2
IN100039	2	8
IN100040	1	5
IN100040	2	8
IN100041	1	2
IN100041	2	8
IN100042	1	3
IN100042	2	8
IN100043	1	1
IN100043	2	8
IN100044	1	2
IN100044	2	8
IN100045	1	2
IN100045	2	8
IN100046	1	8
IN100046	2	10
IN100047	1	8
IN100047	2	10
IN100048	1	2
IN100048	2	8
IN100049	1	8
IN100049	2	2
IN100050	1	8
IN100050	2	10
IN100051	1	2
IN100051	2	8
IN100052	1	8
IN100052	2	9
IN100053	1	5
IN100053	2	10
IN100054	1	8
IN100054	2	10
IN100055	1	2
IN100055	2	8
IN100056	1	2
IN100056	2	8
IN100057	1	8
IN100057	2	2
IN100058	1	2
IN100058	2	5
IN100059	1	9
IN100059	2	8
IN100060	1	8
IN100060	2	2
IN100061	1	5
IN100061	2	8
IN100062	1	2
IN100062	2	8
IN100063	1	2
IN100063	2	8
IN100064	1	2
IN100064	2	8
IN100065	1	2
IN100065	2	8
IN100066	1	2
IN100066	2	7
IN100067	1	2
IN100067	2	4
IN100068	1	8
IN100068	2	2
IN100069	1	8
IN100070	1	8
IN100070	2	2
IN100071	1	8
IN100071	2	2
IN100072	1	8
IN100072	2	3
IN100073	1	5
IN100073	2	6
IN100074	1	4
IN100074	2	2
IN100075	1	1
IN100076	1	5
IN100076	2	2
IN100077	1	2
IN100077	2	3
IN100078	1	8
IN100078	2	6
IN100079	1	3
IN100079	2	8
IN100080	1	5
IN100080	2	2
IN100081	1	2
IN100081	2	8
IN100082	1	2
IN100082	2	8
IN100083	1	2
IN100083	2	8
IN100084	1	2
IN100084	2	8
IN100085	1	5
IN100085	2	6
IN100086	1	8
IN100086	2	5
IN100087	1	2
IN100087	2	5
IN100088	1	2
IN100088	2	8
IN100089	1	2
IN100089	2	8
IN100090	1	2
IN100090	2	8
IN100091	1	8
IN100091	2	2
IN100092	1	5
IN100092	2	2
IN100093	1	2
IN100093	2	8
IN100094	1	2
IN100094	2	8
IN100095	1	3
IN100095	2	4
IN100096	1	2
IN100096	2	8
IN100097	1	2
IN100097	2	8
IN100098	1	2
IN100098	2	8
IN100099	1	2
IN100099	2	8
IN100100	1	2
IN100100	2	8
IN110001	1	8
IN110001	2	4
IN110002	1	10
IN110003	1	8
IN110003	2	9
IN110004	1	10
IN110005	1	10
IN110005	2	10
IN110006	1	3
IN110006	2	8
IN110007	1	3
IN110007	2	4
IN110008	1	2
IN110008	2	3
IN110009	1	10
IN110010	1	8
IN110011	1	3
IN110011	2	9
IN110012	1	8
IN110012	2	10
IN110013	1	10
IN110013	2	8
IN110014	1	10
IN110014	2	8
IN110015	1	10
IN110016	1	10
IN110017	1	8
IN110017	2	10
IN110018	1	8
IN110018	2	10
IN110019	1	2
IN110019	2	3
IN110020	1	3
IN110020	2	8
IN110021	1	10
IN110021	2	10
IN110022	1	8
IN110022	2	3
IN110023	1	7
IN110023	2	10
IN110024	1	8
IN110024	2	10
IN110025	1	8
IN110025	2	10
IN110027	1	10
IN110028	1	8
IN110028	2	3
IN110029	1	5
IN110029	2	2
IN110030	1	8
IN110030	2	10
IN110031	1	8
IN110031	2	3
IN110032	1	10
IN110033	1	10
IN110033	2	1
IN110034	1	8
IN110034	2	10
IN110035	1	10
IN110036	1	10
IN110037	1	8
IN110037	2	7
IN110038	1	8
IN110038	2	3
IN110039	1	10
IN110040	1	8
IN110040	2	10
IN110041	1	8
IN110041	2	10
IN110042	1	8
IN110042	2	3
IN110043	1	8
IN110043	2	7
IN110044	1	8
IN110044	2	10
IN110045	1	8
IN110046	1	10
IN110046	2	8
IN110047	1	8
IN110047	2	10
IN110048	1	8
IN110048	2	10
IN110049	1	3
IN110049	2	8
IN110050	1	8
IN110050	2	4
IN110051	1	8
IN110051	2	10
IN110052	1	10
IN110053	1	99
IN110054	1	8
IN110055	1	8
IN110055	2	7
IN110056	1	8
IN110056	2	3
IN110057	1	8
IN110057	2	10
IN110058	1	10
IN110058	2	8
IN110059	1	8
IN110059	2	10
IN110060	1	10
IN110061	1	10
IN110062	1	10
IN110063	1	8
IN110063	2	3
IN110064	1	10
IN110064	2	8
IN110065	1	2
IN110065	2	4
IN110066	1	2
IN110066	2	4
IN110067	1	10
IN110068	1	10
IN110069	1	10
IN110070	1	10
IN110070	2	7
IN110071	1	3
IN110071	2	8
IN110072	1	8
IN110072	2	10
IN110073	1	10
IN110073	2	2
IN110074	1	2
IN110074	2	4
IN110075	1	10
IN110076	1	10
IN110077	1	8
IN110078	1	10
IN110079	1	8
IN110079	2	10
IN110080	1	8
IN110080	2	10
IN110081	1	10
IN110081	2	7
IN110082	1	10
IN110082	2	8
IN110083	1	10
IN110083	2	8
IN110084	1	10
IN110085	1	10
IN110086	1	2
IN110086	2	4
IN110087	1	10
IN110088	1	8
IN110088	2	10
IN110090	1	8
IN110090	2	10
IN110091	1	10
IN110092	1	10
IN110093	1	10
IN110094	1	10
IN110094	2	7
IN110095	1	10
IN110095	2	4
IN110096	1	10
IN110097	1	10
IN110098	1	10
IN110099	1	8
IN110099	2	10
IN110100	1	3
IN110100	2	8
IN110101	1	10
IN110102	1	8
IN110103	1	8
IN110103	2	3
IN110104	1	4
IN110104	2	8
IN120001	1	10
IN120002	1	8
IN120002	2	3
IN120003	1	7
IN120003	2	10
IN120004	1	2
IN120004	2	3
IN120005	1	10
IN120005	2	8
IN120006	1	8
IN120006	2	10
IN120007	1	8
IN120007	2	10
IN120008	1	5
IN120008	2	10
IN120009	1	8
IN120009	2	10
IN120010	1	8
IN120011	1	8
IN120011	2	9
IN120012	1	3
IN120012	2	10
IN120013	1	8
IN120013	2	10
IN120014	1	8
IN120014	2	7
IN120015	1	10
IN120015	2	7
IN120016	1	10
IN120016	2	8
IN120017	1	10
IN120018	1	8
IN120018	2	10
IN120019	1	10
IN120020	1	3
IN120020	2	10
IN120021	1	8
IN120021	2	10
IN120022	1	8
IN120022	2	7
IN120023	1	8
IN120023	2	3
IN120024	1	10
IN120025	1	8
IN120025	2	10
IN120026	1	8
IN120026	2	10
IN120027	1	5
IN120027	2	6
IN120028	1	3
IN120029	1	8
IN120029	2	10
IN120030	1	10
IN120030	2	8
IN120031	1	8
IN120031	2	3
IN120032	1	8
IN120032	2	10
IN120033	1	10
IN120034	1	10
IN120035	1	8
IN120035	2	10
IN120036	1	8
IN120036	2	10
IN120037	1	10
IN120038	1	1
IN120038	2	2
IN120039	1	8
IN120039	2	10
IN120040	1	8
IN120040	2	10
IN120041	1	5
IN120042	1	8
IN120042	2	3
IN120043	1	8
IN120043	2	10
IN120044	1	8
IN120044	2	10
IN120045	1	8
IN120045	2	10
IN120046	1	8
IN120046	2	9
IN120047	1	8
IN120048	1	8
IN120048	2	10
IN120049	1	3
IN120049	2	10
IN120050	1	2
IN120050	2	8
IN120051	1	8
IN120051	2	5
IN120052	1	10
IN120052	2	8
IN120053	1	10
IN120054	1	8
IN120054	2	9
IN120055	1	10
IN120056	1	8
IN120056	2	10
IN120057	1	8
IN120057	2	10
IN120058	1	8
IN120058	2	5
IN120059	1	8
IN120059	2	9
IN120060	1	8
IN120060	2	10
IN120061	1	8
IN120061	2	10
IN120062	1	10
IN120062	2	8
IN120063	1	8
IN120063	2	2
IN120064	1	10
IN120065	1	8
IN120066	1	8
IN120066	2	10
IN120067	1	8
IN120067	2	10
IN120068	1	2
IN120068	2	9
IN120069	1	7
IN120069	2	9
IN120070	1	10
IN120070	2	8
IN120071	1	8
IN120071	2	10
IN120072	1	3
IN120072	2	8
IN120073	1	8
IN120073	2	5
IN120074	1	8
IN120074	2	7
IN120075	1	10
IN120075	2	8
IN120076	1	10
IN120076	2	8
IN120077	1	10
IN120077	2	8
IN120078	1	99
IN120079	1	10
IN120080	1	10
IN120081	1	10
IN120082	1	3
IN120082	2	5
IN120083	1	8
IN120083	2	4
IN120084	1	8
IN120084	2	10
IN120085	1	8
IN120085	2	10
IN120086	1	8
IN120087	1	10
IN120088	1	8
IN120088	2	5
IN120089	1	10
IN120090	1	10
IN120090	2	8
IN120091	1	10
IN120092	1	8
IN120092	2	10
IN120093	1	8
IN120093	2	10
IN120094	1	8
IN120095	1	10
IN120096	1	8
IN120096	2	10
IN120097	1	8
IN120097	2	10
IN120098	1	8
IN120099	1	8
IN120100	1	8
IN120100	2	10
IN120101	1	8
IN120101	2	10
IN120102	1	10
IN120102	2	8
IN130001	1	10
IN130001	2	10
IN130002	1	1
IN130002	2	2
IN130003	1	1
IN130004	1	10
IN130004	2	6
IN130005	1	7
IN130005	2	8
IN130006	1	1
IN130006	2	2
IN130007	1	2
IN130008	1	8
IN130009	1	8
IN130009	2	10
IN130010	1	1
IN130010	2	2
IN130011	1	1
IN130011	2	2
IN130012	1	1
IN130012	2	2
IN130013	1	1
IN130013	2	2
IN130014	1	1
IN130014	2	2
IN130015	1	1
IN130015	2	2
IN130016	1	1
IN130016	2	2
IN130017	1	1
IN130017	2	2
IN130018	1	1
IN130018	2	6
IN130019	1	1
IN130020	1	1
IN130020	2	2
IN130021	1	1
IN130021	2	2
IN130022	1	1
IN130022	2	2
IN130023	1	1
IN130023	2	2
IN130024	1	1
IN130024	2	2
IN130025	1	1
IN130026	1	8
IN130027	1	1
IN130027	2	2
IN130028	1	10
IN130028	2	10
IN130029	1	1
IN130029	2	2
IN130030	1	1
IN130030	2	2
IN130031	1	1
IN130031	2	2
IN130032	1	1
IN130033	1	1
IN130034	1	1
IN130034	2	2
IN130035	1	1
IN130035	2	2
IN130036	1	1
IN130036	2	2
IN130037	1	1
IN130037	2	2
IN130038	1	1
IN130038	2	2
IN130039	1	1
IN130039	2	2
IN130040	1	1
IN130041	1	1
IN130042	1	1
IN130043	1	10
IN130044	1	1
IN130044	2	2
IN130045	1	1
IN130045	2	2
IN130046	1	8
IN130047	1	1
IN130048	1	1
IN130049	1	1
IN130049	2	2
IN130050	1	1
IN130051	1	10
IN130052	1	8
IN130052	2	4
IN130053	1	10
IN130054	1	10
IN130055	1	8
IN130055	2	4
IN130056	1	10
IN130056	2	10
IN130057	1	10
IN130057	2	10
IN130059	1	10
IN130059	2	8
IN130060	1	8
IN130060	2	10
IN130061	1	8
IN130061	2	10
IN130062	1	8
IN130062	2	4
IN130063	1	8
IN130063	2	10
IN130064	1	8
IN130065	1	8
IN130065	2	3
IN130066	1	8
IN130066	2	10
IN130067	1	7
IN130067	2	8
IN130068	1	8
IN130068	2	10
IN130069	1	8
IN130069	2	7
IN130070	1	8
IN130070	2	10
IN130071	1	10
IN130071	2	8
IN130072	1	8
IN130072	2	10
IN130073	1	5
IN130074	1	7
IN130074	2	8
IN130075	1	8
IN130075	2	3
IN130076	1	10
IN130076	2	8
IN130077	1	8
IN130077	2	7
IN130078	1	10
IN130078	2	8
IN130079	1	8
IN130079	2	7
IN130080	1	8
IN130080	2	7
IN130081	1	8
IN130081	2	7
IN130082	1	8
IN130082	2	7
IN130083	1	10
IN130084	1	10
IN130084	2	8
IN130085	1	8
IN130085	2	10
IN130086	1	8
IN130086	2	10
IN130087	1	10
IN130088	1	10
IN130088	2	8
IN130089	1	7
IN130089	2	10
IN130090	1	7
IN130090	2	8
IN130091	1	8
IN130091	2	10
IN130092	1	10
IN130093	1	1
IN130094	1	8
IN130094	2	10
IN130095	1	5
IN130095	2	7
IN130096	1	8
IN130096	2	10
IN130097	1	10
IN130098	1	10
IN130099	1	1
IN130100	1	10
IN130100	2	10
IN130101	1	10
IN140001	1	1
IN140002	1	4
IN140003	1	2
IN140004	1	3
IN140005	1	3
IN140006	1	1
IN140007	1	7
IN140007	2	2
IN140008	1	4
IN140009	1	4
IN140010	1	1
IN140011	1	1
IN140012	1	1
IN140013	1	4
IN140014	1	4
IN140015	1	1
IN140016	1	1
IN140017	1	10
IN140018	1	1
IN140019	1	7
IN140020	1	8
IN140020	2	4
IN140021	1	10
IN140021	2	8
IN140022	1	1
IN140023	1	3
IN140024	1	1
IN140025	1	4
IN140025	2	2
IN140026	1	1
IN140027	1	1
IN140028	1	1
IN140029	1	4
IN140030	1	1
IN140030	2	4
IN140031	1	4
IN140032	1	4
IN140033	1	1
IN140034	1	8
IN140035	1	2
IN140035	2	8
IN140036	1	1
IN140037	1	4
IN140038	1	4
IN140039	1	1
IN140040	1	1
IN140041	1	1
IN140042	1	2
IN140043	1	1
IN140044	1	2
IN140044	2	3
IN140045	1	8
IN140046	1	10
IN140046	2	4
IN140047	1	8
IN140047	2	4
IN140048	1	3
IN140048	2	5
IN140049	1	1
IN140050	1	4
IN140050	2	8
IN140051	1	1
IN140052	1	5
IN140052	2	2
IN140053	1	1
IN140054	1	8
IN140054	2	4
IN140055	1	2
IN140056	1	1
IN140057	1	1
IN140058	1	4
IN140058	2	5
IN140059	1	1
IN140060	1	5
IN140060	2	4
IN140061	1	5
IN140061	2	10
IN140062	1	4
IN140063	1	1
IN140064	1	1
IN140065	1	1
IN140066	1	4
IN140067	1	1
IN140068	1	4
IN140069	1	4
IN140070	1	5
IN140070	2	6
IN140071	1	4
IN140072	1	4
IN140072	2	8
IN140073	1	4
IN140073	2	5
IN140074	1	1
IN140075	1	1
IN140076	1	2
IN140076	2	4
IN140077	1	5
IN140077	2	3
IN140078	1	6
IN140079	1	1
IN140080	1	1
IN140081	1	4
IN140082	1	2
IN140082	2	4
IN140083	1	1
IN140084	1	1
IN140085	1	1
IN140086	1	4
IN140086	2	5
IN140087	1	1
IN140088	1	5
IN140088	2	6
IN140089	1	3
IN140089	2	4
IN140090	1	1
IN140091	1	4
IN140091	2	3
IN140092	1	4
IN140093	1	5
IN140093	2	4
IN140094	1	4
IN140095	1	1
IN140096	1	4
IN140096	2	10
IN140097	1	4
IN140098	1	5
IN140098	2	6
IN140099	1	4
IN140099	2	8
IN140100	1	5
IN150001	1	8
IN150002	1	1
IN150003	1	10
IN150003	2	10
IN150004	1	1
IN150005	1	1
IN150006	1	1
IN150007	1	1
IN150008	1	10
IN150009	1	8
IN150010	1	8
IN150011	1	8
IN150012	1	7
IN150013	1	4
IN150014	1	3
IN150015	1	1
IN150016	1	8
IN150017	1	10
IN150018	1	4
IN150019	1	4
IN150020	1	1
IN150021	1	5
IN150022	1	1
IN150023	1	8
IN150024	1	7
IN150025	1	10
IN150026	1	10
IN150027	1	8
IN150028	1	4
IN150028	2	10
IN150029	1	8
IN150030	1	3
IN150031	1	10
IN150031	2	8
IN150032	1	8
IN150032	2	10
IN150033	1	1
IN150034	1	5
IN150034	2	3
IN150035	1	3
IN150035	2	8
IN150036	1	8
IN150037	1	8
IN150037	2	3
IN150038	1	4
IN150038	2	10
IN150039	1	8
IN150039	2	10
IN150040	1	1
IN150040	2	5
IN150041	1	10
IN150042	1	7
IN150043	1	10
IN150044	1	10
IN150045	1	1
IN150046	1	10
IN150047	1	1
IN150048	1	1
IN150049	1	6
IN150049	2	8
IN150050	1	1
IN150051	1	1
IN150052	1	5
IN150052	2	8
IN150053	1	1
IN150054	1	1
IN150055	1	10
IN150056	1	3
IN150057	1	1
IN150058	1	8
IN150059	1	6
IN150059	2	8
IN150060	1	10
IN150061	1	1
IN150062	1	6
IN150062	2	8
IN150063	1	8
IN150064	1	1
IN150065	1	4
IN150066	1	10
IN150066	2	2
IN150067	1	1
IN150067	2	2
IN150068	1	8
IN150069	1	8
IN150069	2	10
IN150070	1	1
IN150070	2	2
IN150071	1	1
IN150071	2	2
IN150072	1	1
IN150072	2	2
IN150073	1	1
IN150073	2	2
IN150074	1	4
IN150075	1	1
IN150076	1	1
IN150077	1	2
IN150077	2	4
IN150078	1	8
IN150078	2	4
IN150079	1	8
IN150079	2	2
IN150080	1	8
IN150080	2	4
IN150081	1	1
IN150082	1	10
IN150082	2	8
IN150083	1	1
IN150084	1	4
IN150084	2	10
IN150085	1	1
IN150086	1	10
IN150086	2	8
IN150087	1	2
IN150088	1	10
IN150088	2	4
IN150089	1	10
IN150089	2	2
IN150090	1	3
IN150090	2	10
IN150091	1	1
IN150092	1	8
IN150092	2	3
IN150093	1	1
IN150094	1	1
IN150095	1	10
IN150096	1	8
IN150097	1	2
IN150098	1	3
IN150098	2	8
IN150099	1	3
IN150100	1	1
IN160001	1	4
IN160001	2	3
IN160002	1	4
IN160002	2	5
IN160003	1	1
IN160004	1	4
IN160005	1	1
IN160006	1	5
IN160006	2	6
IN160007	1	4
IN160008	1	4
IN160009	1	1
IN160010	1	1
IN160011	1	4
IN160011	2	3
IN160012	1	4
IN160013	1	4
IN160014	1	1
IN160015	1	4
IN160016	1	8
IN160016	2	3
IN160017	1	4
IN160018	1	4
IN160019	1	4
IN160019	2	5
IN160020	1	1
IN160021	1	4
IN160022	1	4
IN160023	1	4
IN160023	2	4
IN160024	1	10
IN160024	2	4
IN160025	1	4
IN160026	1	8
IN160026	2	4
IN160027	1	8
IN160027	2	10
IN160028	1	1
IN160029	1	8
IN160029	2	4
IN160030	1	1
IN160030	2	4
IN160031	1	4
IN160032	1	1
IN160033	1	4
IN160034	1	4
IN160034	2	8
IN160035	1	1
IN160036	1	1
IN160037	1	4
IN160038	1	10
IN160039	1	4
IN160039	2	8
IN160040	1	1
IN160041	1	5
IN160042	1	4
IN160043	1	4
IN160044	1	1
IN160045	1	10
IN160046	1	8
IN160046	2	10
IN160047	1	8
IN160047	2	4
IN160048	1	4
IN160048	2	2
IN160049	1	2
IN160050	1	1
IN160051	1	4
IN160051	2	3
IN160052	1	1
IN160053	1	1
IN160054	1	4
IN160055	1	4
IN160055	2	8
IN160056	1	1
IN160057	1	1
IN160058	1	8
IN160058	2	4
IN160059	1	3
IN160059	2	4
IN160060	1	4
IN160061	1	99
IN160062	1	1
IN160063	1	1
IN160064	1	8
IN160064	2	10
IN160065	1	8
IN160065	2	4
IN160066	1	1
IN160067	1	1
IN160068	1	1
IN160069	1	10
IN160070	1	3
IN160070	2	4
IN160071	1	6
IN160072	1	1
IN160073	1	8
IN160074	1	4
IN160074	2	2
IN160075	1	1
IN160076	1	8
IN160077	1	4
IN160077	2	6
IN160078	1	4
IN160079	1	1
IN160080	1	4
IN160081	1	1
IN160082	1	4
IN160083	1	1
IN160084	1	4
IN160084	2	2
IN160085	1	1
IN160086	1	4
IN160086	2	5
IN160087	1	4
IN160088	1	8
IN160088	2	4
IN160089	1	4
IN160090	1	8
IN160091	1	1
IN160092	1	1
IN160093	1	1
IN160094	1	10
IN160095	1	5
IN160095	2	6
IN160096	1	4
IN160096	2	6
IN160097	1	1
IN160098	1	1
IN160098	2	5
IN160099	1	4
IN160100	1	8
IN160100	2	4
IN170001	1	1
IN170002	1	5
IN170002	2	8
IN170003	1	8
IN170003	2	1
IN170004	1	1
IN170005	1	4
IN170005	2	3
IN170006	1	3
IN170006	2	4
IN170007	1	1
IN170008	1	1
IN170009	1	1
IN170010	1	1
IN170011	1	10
IN170011	2	9
IN170012	1	7
IN170012	2	6
IN170013	1	10
IN170014	1	8
IN170014	2	2
IN170015	1	10
IN170016	1	9
IN170016	2	10
IN170017	1	3
IN170017	2	7
IN170018	1	9
IN170019	1	10
IN170019	2	5
IN170020	1	8
IN170020	2	2
IN170021	1	8
IN170021	2	10
IN170022	1	5
IN170022	2	3
IN170023	1	10
IN170024	1	8
IN170024	2	3
IN170025	1	10
IN170025	2	99
IN170026	1	8
IN170027	1	8
IN170028	1	2
IN170029	1	10
IN170029	2	99
IN170030	1	10
IN170030	2	9
IN170031	1	4
IN170032	1	8
IN170033	1	4
IN170034	1	8
IN170035	1	10
IN170035	2	8
IN170036	1	8
IN170036	2	10
IN170037	1	1
IN170038	1	1
IN170039	1	10
IN170040	1	8
IN170040	2	10
IN170041	1	8
IN170041	2	10
IN170042	1	10
IN170043	1	6
IN170043	2	7
IN170044	1	1
IN170045	1	1
IN170046	1	9
IN170046	2	10
IN170047	1	10
IN170047	2	9
IN170048	1	4
IN170049	1	8
IN170050	1	8
IN170051	1	4
IN170052	1	4
IN170052	2	8
IN170053	1	8
IN170054	1	7
IN170055	1	8
IN170055	2	10
IN170056	1	10
IN170057	1	4
IN170058	1	10
IN170058	2	8
IN170059	1	9
IN170059	2	10
IN170060	1	8
IN170060	2	10
IN170061	1	8
IN170061	2	10
IN170062	1	1
IN170063	1	8
IN170063	2	10
IN170064	1	8
IN170064	2	10
IN170065	1	8
IN170065	2	10
IN170066	1	8
IN170066	2	10
IN170067	1	4
IN170068	1	7
IN170068	2	5
IN170069	1	9
IN170069	2	1
IN170070	1	9
IN170070	2	10
IN170071	1	10
IN170071	2	9
IN170072	1	10
IN170072	2	9
IN170073	1	7
IN170074	1	5
IN170074	2	2
IN170075	1	4
IN170076	1	10
IN170077	1	1
IN170078	1	2
IN170078	2	8
IN170079	1	4
IN170079	2	8
IN170080	1	8
IN170080	2	7
IN170081	1	10
IN170082	1	1
IN170083	1	5
IN170084	1	10
IN170085	1	10
IN170085	2	1
IN170086	1	8
IN170086	2	7
IN170087	1	10
IN170087	2	9
IN170088	1	8
IN170088	2	7
IN170089	1	8
IN170089	2	10
IN170090	1	6
IN170090	2	7
IN170091	1	10
IN170091	2	10
IN170092	1	10
IN170092	2	9
IN170093	1	5
IN170093	2	6
IN170094	1	10
IN170095	1	10
IN170096	1	10
IN170096	2	9
IN170097	1	10
IN170098	1	9
IN170098	2	4
IN170099	1	8
IN170100	1	10
IN180001	1	10
IN180001	2	3
IN180002	1	10
IN180003	1	10
IN180004	1	9
IN180004	2	10
IN180005	1	10
IN180006	1	10
IN180007	1	10
IN180007	2	3
IN180008	1	2
IN180008	2	8
IN180009	1	10
IN180010	1	10
IN180010	2	8
IN180011	1	3
IN180011	2	8
IN180012	1	8
IN180012	2	10
IN180013	1	10
IN180013	2	8
IN180014	1	8
IN180014	2	3
IN180015	1	1
IN180016	1	8
IN180016	2	10
IN180017	1	8
IN180017	2	10
IN180018	1	5
IN180019	1	8
IN180019	2	10
IN180020	1	1
IN180021	1	10
IN180021	2	10
IN180022	1	10
IN180022	2	8
IN180023	1	10
IN180023	2	9
IN180024	1	10
IN180024	2	10
IN180025	1	10
IN180026	1	10
IN180027	1	10
IN180028	1	10
IN180029	1	10
IN180030	1	8
IN180030	2	10
IN180031	1	8
IN180031	2	10
IN180032	1	8
IN180032	2	10
IN180033	1	8
IN180033	2	10
IN180034	1	8
IN180034	2	10
IN180035	1	10
IN180036	1	10
IN180036	2	10
IN180037	1	10
IN180037	2	9
IN180038	1	8
IN180038	2	10
IN180039	1	10
IN180040	1	10
IN180041	1	10
IN180041	2	9
IN180042	1	10
IN180043	1	9
IN180043	2	4
IN180044	1	10
IN180045	1	8
IN180045	2	5
IN180046	1	8
IN180046	2	10
IN180047	1	8
IN180047	2	10
IN180048	1	8
IN180048	2	7
IN180049	1	8
IN180049	2	10
IN180050	1	8
IN180050	2	3
IN180051	1	10
IN180052	1	10
IN180053	1	10
IN180054	1	10
IN180055	1	10
IN180056	1	8
IN180056	2	10
IN180058	1	10
IN180059	1	10
IN180060	1	1
IN180061	1	1
IN180062	1	10
IN180062	2	9
IN180063	1	5
IN180063	2	10
IN180064	1	1
IN180065	1	10
IN180065	2	9
IN180066	1	10
IN180067	1	1
IN180068	1	10
IN180069	1	10
IN180069	2	9
IN180070	1	6
IN180070	2	10
IN180071	1	8
IN180071	2	10
IN180072	1	8
IN180073	1	10
IN180074	1	10
IN180075	1	5
IN180075	2	6
IN180076	1	8
IN180076	2	10
IN180077	1	10
IN180078	1	9
IN180079	1	10
IN180080	1	10
IN180081	1	10
IN180081	2	10
IN180082	1	5
IN180082	2	10
IN180083	1	1
IN180083	2	2
IN180084	1	9
IN180084	2	10
IN180085	1	8
IN180085	2	10
IN180086	1	4
IN180086	2	10
IN180087	1	4
IN180087	2	10
IN180088	1	8
IN180088	2	10
IN180089	1	10
IN180090	1	6
IN180091	1	6
IN180092	1	10
IN180093	1	7
IN180093	2	8
IN180094	1	5
IN180094	2	7
IN180095	1	8
IN180095	2	10
IN180096	1	8
IN180096	2	10
IN180097	1	10
IN180098	1	10
IN180099	1	10
IN180099	2	4
IN180100	1	9
IN180100	2	10
IN190001	1	8
IN190001	2	10
IN190002	1	8
IN190002	2	10
IN190003	1	8
IN190003	2	10
IN190004	1	10
IN190004	2	9
IN190005	1	10
IN190006	1	10
IN190007	1	10
IN190008	1	10
IN190009	1	8
IN190009	2	10
IN190010	1	10
IN190011	1	10
IN190012	1	10
IN190012	2	9
IN190013	1	9
IN190014	1	4
IN190015	1	9
IN190015	2	10
IN190016	1	10
IN190016	2	9
IN190017	1	10
IN190018	1	10
IN190019	1	10
IN190020	1	3
IN190020	2	8
IN190021	1	10
IN190022	1	10
IN190023	1	6
IN190024	1	9
IN190024	2	10
IN190025	1	10
IN190026	1	10
IN190027	1	10
IN190028	1	5
IN190029	1	10
IN190030	1	9
IN190030	2	10
IN190031	1	10
IN190031	2	3
IN190032	1	9
IN190032	2	10
IN190033	1	10
IN190034	1	8
IN190034	2	10
IN190035	1	7
IN190035	2	10
IN190036	1	8
IN190036	2	10
IN190037	1	10
IN190037	2	10
IN190038	1	8
IN190038	2	10
IN190039	1	8
IN190039	2	10
IN190040	1	7
IN190040	2	10
IN190041	1	8
IN190041	2	10
IN190042	1	8
IN190042	2	10
IN190043	1	10
IN190044	1	10
IN190045	1	10
IN190045	2	8
IN190046	1	10
IN190047	1	8
IN190047	2	10
IN190048	1	10
IN190049	1	8
IN190049	2	10
IN190050	1	1
IN190051	1	10
IN190052	1	10
IN190053	1	10
IN190054	1	9
IN190055	1	8
IN190055	2	10
IN190056	1	8
IN190056	2	10
IN190057	1	10
IN190058	1	3
IN190058	2	8
IN190059	1	10
IN190060	1	5
IN190060	2	3
IN190061	1	10
IN190062	1	8
IN190062	2	10
IN190063	1	7
IN190063	2	10
IN190064	1	8
IN190064	2	10
IN190065	1	7
IN190065	2	10
IN190066	1	7
IN190066	2	10
IN190067	1	8
IN190067	2	10
IN190068	1	8
IN190068	2	10
IN190069	1	4
IN190069	2	10
IN190070	1	10
IN190071	1	8
IN190072	1	8
IN190072	2	10
IN190073	1	8
IN190073	2	10
IN190074	1	10
IN190075	1	10
IN190076	1	3
IN190076	2	7
IN190077	1	10
IN190078	1	10
IN190079	1	10
IN190080	1	10
IN190081	1	6
IN190082	1	5
IN190082	2	10
IN190083	1	1
IN190083	2	8
IN190084	1	8
IN190084	2	10
IN190085	1	10
IN190086	1	10
IN190087	1	10
IN190088	1	8
IN190088	2	10
IN190089	1	8
IN190089	2	10
