childid	id	age	sex	relate	still	yrschool	disabled	care	support	grading
IN020056	4	5	1	5	 	 	2	 	 	0
IN020057	1	50	1	3	2	0	2	2	2	0
IN020057	2	45	2	3	2	0	2	1	2	0
IN020057	3	25	1	1	2	0	2	1	1	0
IN020057	4	20	2	1	2	0	2	2	2	0
IN020057	5	15	2	4	2	0	2	2	2	0
IN020057	6	13	2	4	1	24	2	2	2	7
IN020057	28	3	1	5	 	 	2	 	 	 
IN020058	1	25	1	1	2	0	2	1	1	0
IN020058	2	20	2	1	2	25	2	1	1	9
IN020058	28	3	2	5	 	 	2	 	 	 
IN020059	1	25	1	1	2	0	2	1	1	0
IN020059	2	23	2	1	2	0	2	1	1	0
IN020059	3	5	1	5	 	 	2	 	 	0
IN020060	1	25	1	1	2	0	2	2	1	0
IN020060	2	20	2	1	2	0	2	1	2	0
IN020061	1	60	1	3	2	0	2	2	2	0
IN020061	2	55	2	3	2	0	2	2	2	0
IN020061	3	25	1	1	2	0	2	1	1	0
IN020061	4	23	2	1	2	0	2	1	1	0
IN020061	5	6	1	5	1	23	2	2	2	1
IN020062	1	28	1	1	2	0	2	2	1	0
IN020062	2	25	2	1	2	0	2	1	2	0
IN020062	28	3	2	5	 	 	2	 	 	 
IN020063	1	26	1	1	2	0	2	1	1	0
IN020063	2	23	2	1	2	0	2	1	1	0
IN020063	28	3	1	5	 	 	2	 	 	 
IN020064	1	70	1	3	2	0	1	2	2	0
IN020064	2	30	1	1	2	0	2	2	1	0
IN020064	3	27	2	1	2	0	2	1	2	0
IN020064	28	4	2	5	 	 	2	 	 	 
IN020065	1	28	1	1	2	25	2	2	1	12
IN020065	2	23	2	1	2	25	2	1	2	8
IN020066	1	25	1	1	2	23	2	2	1	5
IN020066	2	23	2	1	2	24	2	1	2	6
IN020066	3	6	2	5	1	23	2	2	2	1
IN020067	1	25	1	1	1	25	2	2	1	10
IN020067	2	22	2	1	2	25	2	1	2	10
IN020067	28	4	1	5	 	 	2	 	 	 
IN020068	1	26	1	1	2	24	2	2	1	7
IN020068	2	22	2	1	2	0	2	1	2	0
IN020068	28	3	1	5	 	 	2	 	 	 
IN020069	1	25	1	1	1	23	2	1	1	5
IN020069	2	22	2	1	1	0	2	1	1	0
IN020070	1	27	1	1	2	23	2	2	1	5
IN020070	2	23	2	1	2	23	2	1	1	5
IN020070	28	3	1	5	 	 	2	 	 	 
IN020071	1	28	1	1	2	0	2	1	1	0
IN020071	2	25	2	1	2	0	2	1	1	0
IN020072	1	35	1	1	2	25	2	2	1	15
IN020072	2	29	2	1	2	25	2	1	1	12
IN020072	3	6	2	5	1	23	2	2	2	1
IN020073	1	50	1	3	2	0	2	2	1	0
IN020073	2	35	2	3	2	25	2	1	1	10
IN020073	3	24	1	1	2	25	2	1	1	10
IN020073	4	22	1	4	2	25	2	2	1	10
IN020073	5	20	2	1	2	25	2	1	1	9
IN020073	28	3	1	5	 	 	1	 	 	 
IN020074	1	38	1	1	2	24	2	1	1	6
IN020074	2	32	2	1	2	0	2	1	1	0
IN020074	3	13	1	5	1	24	2	2	2	6
IN020074	4	10	1	5	1	23	2	2	2	4
IN020074	5	6	1	5	1	23	2	2	2	2
IN020075	1	60	2	3	2	0	2	2	1	0
IN020075	2	30	2	1	2	23	2	1	1	5
IN020075	3	20	1	4	2	25	2	2	2	10
IN020076	1	50	2	3	2	0	2	1	1	0
IN020076	2	25	1	1	2	0	2	1	1	0
IN020076	3	15	2	1	2	23	2	1	1	5
IN020077	1	25	1	1	2	23	2	2	1	5
IN020077	2	22	2	1	2	0	2	1	2	0
IN020078	1	28	1	1	2	0	2	1	1	0
IN020078	2	22	2	1	2	0	2	1	1	0
IN020078	28	4	2	5	 	 	2	 	 	 
IN020079	1	40	2	3	2	0	2	1	1	0
IN020079	2	25	1	1	2	0	2	1	1	0
IN020079	3	19	2	1	2	23	2	1	1	5
IN020079	4	15	2	4	2	23	2	2	2	5
IN020079	28	2	1	5	 	 	2	 	 	 
IN020080	1	50	1	3	2	0	2	1	1	0
IN020080	2	40	2	3	2	0	2	1	1	0
IN020080	3	25	1	1	2	0	2	1	1	0
IN020080	4	20	2	1	2	25	2	1	1	8
IN020081	1	22	1	1	2	0	2	1	1	0
IN020081	2	20	2	1	2	23	2	1	1	5
IN020082	1	38	2	3	2	0	 	1	1	0
IN020082	2	23	1	1	2	0	 	1	1	0
IN020082	3	20	2	1	2	0	 	1	1	0
IN020082	4	16	2	4	1	25	 	1	2	10
IN020083	1	28	1	1	2	0	2	2	1	0
IN020083	2	25	2	1	2	23	2	1	2	5
IN020083	3	5	2	5	1	0	2	2	2	0
IN020084	1	25	1	1	2	23	2	2	1	5
IN020084	2	20	2	1	2	0	2	1	2	0
IN020084	28	3	1	5	 	 	2	 	 	 
IN020085	1	20	1	1	2	23	2	1	1	5
IN020085	2	18	2	1	2	23	2	1	1	5
IN020085	28	3	1	5	 	 	2	 	 	 
IN020086	1	33	1	1	2	0	2	1	1	0
IN020086	2	27	2	1	2	24	2	1	1	6
IN020086	3	10	1	5	1	23	2	2	2	4
IN020087	1	20	1	1	2	24	2	2	1	7
IN020087	2	19	2	1	2	24	2	1	2	7
IN020088	1	40	1	1	2	0	2	1	1	0
IN020088	2	30	2	1	2	0	2	1	1	0
IN020088	3	14	2	5	1	24	2	2	2	6
IN020088	4	12	2	5	1	24	2	2	2	6
IN020088	5	8	2	5	1	23	2	2	2	4
IN020089	1	50	2	3	2	0	2	1	2	0
IN020089	2	22	1	1	2	25	2	1	1	10
IN020089	3	19	2	1	2	25	2	1	1	10
IN020089	4	15	1	4	2	25	2	2	2	9
IN020090	1	50	2	3	2	0	2	2	2	0
IN020090	2	25	1	1	2	0	2	1	1	0
IN020090	3	20	2	1	2	23	2	1	2	5
IN020090	28	4	2	5	 	 	2	 	 	 
IN020091	1	28	1	1	2	25	2	1	1	10
IN020091	2	20	2	1	2	24	2	1	1	6
IN020091	28	3	2	5	 	 	2	 	 	 
IN020092	1	60	1	3	2	0	1	1	2	0
IN020092	2	30	1	1	2	0	2	2	1	0
IN020092	3	20	2	1	2	0	2	2	1	0
IN020092	4	7	1	5	1	23	2	2	2	2
IN020093	1	27	1	1	2	0	2	1	1	0
IN020093	2	24	2	1	2	24	2	1	2	7
IN020094	1	50	1	3	2	0	2	2	1	0
IN020094	2	42	2	3	2	0	2	2	1	0
IN020094	3	29	1	1	2	25	2	1	1	12
IN020094	4	22	2	1	2	25	2	1	1	10
IN020094	5	12	2	4	1	24	2	2	2	6
IN020095	1	38	1	13	2	25	2	1	1	12
IN020095	2	32	2	13	2	25	2	1	2	12
IN020096	1	40	1	3	2	0	2	2	2	0
IN020096	2	26	1	1	2	25	2	2	2	15
IN020096	3	22	2	1	2	25	2	1	2	10
IN020096	4	14	2	4	1	23	2	2	2	5
IN020096	28	4	1	5	 	 	2	 	 	 
IN020097	1	55	1	3	2	0	2	2	2	0
IN020097	2	50	2	3	2	0	2	2	2	0
IN020097	3	30	1	1	2	0	2	2	2	0
IN020097	4	24	2	1	2	25	2	1	2	10
IN020097	28	3	2	5	 	 	2	 	 	 
IN020098	1	23	1	1	2	25	2	1	1	9
IN020098	2	20	2	1	2	25	2	1	1	10
IN020098	28	4	2	5	 	 	2	 	 	 
IN020099	1	20	1	1	2	23	2	1	1	5
IN020099	2	18	2	1	2	23	2	1	1	5
IN020100	1	60	1	3	2	0	2	2	1	0
IN020100	2	45	2	3	2	0	2	2	1	0
IN020100	3	25	1	1	2	25	2	1	1	12
IN020100	4	22	2	1	2	25	2	1	1	10
IN020100	5	12	2	4	1	24	2	2	2	6
IN030001	1	67	1	3	2	25	2	2	1	12
IN030001	2	56	2	3	2	24	2	2	2	7
IN030001	3	27	1	1	2	25	2	2	1	10
IN030001	4	24	2	1	2	25	2	1	2	15
IN030002	1	50	1	3	2	25	2	2	2	10
IN030002	2	40	2	3	2	0	2	1	2	0
IN030002	3	28	1	1	2	24	2	2	1	6
IN030002	4	25	2	1	2	25	2	1	2	10
IN030002	28	4	2	5	 	 	2	 	 	 
IN030003	1	60	2	3	2	23	2	2	2	5
IN030003	2	34	1	1	2	25	2	2	1	15
IN030003	3	27	2	1	2	25	2	1	2	15
IN030004	1	56	1	3	2	25	2	2	1	10
IN030004	2	52	2	3	2	0	2	1	2	0
IN030004	3	30	1	1	2	25	2	2	1	12
IN030004	4	24	2	1	2	23	2	1	2	4
IN030004	5	19	1	4	1	25	2	2	2	12
IN030004	6	14	2	4	1	25	2	2	2	9
IN030005	1	45	2	3	2	0	2	1	2	0
IN030005	2	29	1	1	2	25	2	1	1	12
IN030005	3	23	2	1	2	23	2	1	1	5
IN030006	1	62	2	3	2	24	2	1	2	6
IN030006	2	30	1	1	2	24	2	1	1	7
IN030006	3	25	2	1	2	25	2	1	1	8
IN030006	28	2	2	5	 	 	2	 	 	 
IN030007	1	31	1	1	2	25	2	1	1	15
IN030007	2	20	2	1	2	25	2	1	1	8
IN030008	1	30	1	4	2	25	2	2	2	10
IN030008	2	27	1	1	2	24	2	1	1	7
IN030008	3	24	1	4	2	24	2	2	2	7
IN030008	4	22	2	4	2	25	2	2	2	10
IN030008	5	21	1	4	1	25	2	2	2	11
IN030008	6	18	2	1	2	23	2	1	 	5
IN030008	7	17	2	4	2	25	2	2	2	10
IN030008	8	14	2	4	1	25	2	2	2	9
IN030008	28	4	1	6	 	 	2	 	 	 
IN030008	29	3	2	6	 	 	2	 	 	 
IN030009	1	48	1	3	2	24	2	2	1	7
IN030009	2	40	2	3	2	24	2	2	2	6
IN030009	3	24	1	1	2	25	2	2	1	8
IN030009	4	22	1	4	2	25	2	2	2	8
IN030009	5	19	2	1	2	25	2	1	2	8
IN030010	1	73	1	3	2	23	1	2	2	4
IN030010	2	62	2	3	2	23	1	2	1	4
IN030010	3	40	1	1	2	25	2	2	1	12
IN030010	4	30	2	1	1	25	2	1	2	9
IN030010	5	30	1	4	2	0	2	1	 	0
IN030010	6	20	2	4	2	25	1	1	2	9
IN030010	7	9	2	5	1	23	2	2	2	3
IN030010	8	5	2	5	1	22	2	2	2	0
IN030010	28	2	1	5	 	 	2	 	 	 
IN030011	1	50	2	3	2	23	2	1	2	5
IN030011	2	32	1	1	2	25	2	1	1	15
IN030011	3	26	2	1	2	25	2	1	1	15
IN030012	1	65	1	3	2	25	2	2	2	10
IN030012	2	35	1	4	2	25	2	2	2	15
IN030012	3	31	1	1	2	25	2	1	1	10
IN030012	4	26	2	4	2	25	2	2	2	10
IN030012	5	20	2	1	2	25	2	1	1	10
IN030013	1	55	2	3	2	24	2	1	2	6
IN030013	2	50	2	3	2	0	2	2	2	0
IN030013	3	45	2	13	2	0	2	2	2	0
IN030013	4	34	1	1	2	25	2	1	1	15
IN030013	5	29	1	4	2	25	2	2	2	12
IN030013	6	27	2	1	2	25	2	1	1	10
IN030013	28	4	1	5	 	 	2	 	 	 
IN030014	1	70	1	3	2	0	2	2	2	0
IN030014	2	27	1	1	2	25	2	2	1	10
IN030014	3	24	2	1	2	25	2	1	2	9
IN030014	28	3	1	5	 	 	2	 	 	 
IN030015	1	36	1	1	2	25	2	2	1	9
IN030015	2	33	2	1	2	23	2	1	2	5
IN030015	3	6	2	5	1	23	2	2	2	1
IN030016	1	64	1	3	2	24	2	2	2	7
IN030016	2	58	2	3	2	23	 	2	2	3
IN030016	3	32	1	1	2	25	2	2	2	15
IN030016	4	25	2	1	2	25	1	2	1	15
IN030017	1	31	1	1	2	25	2	1	1	15
IN030017	2	28	2	1	2	25	1	1	1	15
IN030018	1	75	1	3	2	25	2	2	2	10
IN030018	2	65	2	3	2	23	1	2	1	3
IN030018	3	45	1	4	2	25	2	2	1	15
IN030018	4	40	2	4	2	25	2	1	2	15
IN030018	5	38	1	4	2	25	2	2	1	15
IN030018	6	32	2	4	2	25	2	1	2	10
IN030018	7	30	1	1	2	25	2	2	1	15
IN030018	8	25	2	1	2	0	1	2	1	0
IN030019	1	48	2	3	2	0	2	1	1	0
IN030019	2	32	1	4	2	0	2	2	1	0
IN030019	3	26	2	4	2	0	2	1	1	0
IN030019	4	28	1	1	2	23	2	1	2	4
IN030019	5	25	2	1	2	24	2	1	2	7
IN030019	6	8	2	5	1	23	2	2	2	3
IN030019	7	6	1	5	1	23	2	2	2	1
IN030020	1	70	1	3	2	25	2	2	2	10
IN030020	2	56	2	3	2	23	2	1	2	4
IN030020	3	39	1	4	2	25	2	2	1	15
IN030020	4	34	1	1	2	25	2	2	1	15
IN030020	5	33	2	1	2	25	2	2	2	15
IN030020	6	30	2	4	2	25	2	2	2	12
IN030021	1	50	2	3	2	22	2	2	2	0
IN030021	2	29	1	1	2	24	2	2	1	6
IN030021	3	23	2	1	2	24	2	1	2	6
IN030021	4	15	1	4	2	23	2	2	1	5
IN030022	1	28	1	1	2	25	2	2	1	15
IN030022	2	22	2	1	2	25	2	1	2	10
IN030023	1	22	1	1	2	25	2	1	1	10
IN030023	2	16	2	1	2	24	2	1	2	7
IN030024	1	70	1	3	2	23	2	2	1	5
IN030024	2	65	2	3	2	0	2	2	2	0
IN030024	3	60	2	3	2	23	2	2	1	5
IN030024	4	33	1	1	2	25	2	2	1	15
IN030024	5	28	2	1	2	25	2	1	2	10
IN030024	6	28	1	4	2	25	2	2	2	10
IN030024	7	23	2	4	2	25	2	2	2	15
IN030025	1	48	2	3	2	25	2	2	2	10
IN030025	2	26	1	1	2	25	2	1	1	13
IN030025	3	20	2	1	1	25	2	1	1	10
IN030025	28	3	2	5	 	 	2	 	 	 
IN030026	1	45	1	3	2	0	2	2	2	0
IN030026	2	39	2	3	2	0	2	1	2	0
IN030026	3	23	1	1	2	0	1	1	 	0
IN030026	4	20	1	4	2	25	2	2	2	10
IN030026	5	19	2	1	2	25	2	1	 	12
IN030027	1	70	1	3	2	25	2	2	2	10
IN030027	2	60	2	3	2	23	2	1	2	5
IN030027	3	40	1	4	2	25	2	2	2	10
IN030027	4	35	1	4	2	25	2	2	2	10
IN030027	5	33	1	1	2	25	1	1	1	15
IN030027	6	33	2	4	2	25	2	1	1	10
IN030027	7	28	2	1	2	25	1	1	1	12
IN030027	8	12	1	6	1	24	2	2	2	7
IN030027	9	9	1	6	1	23	2	2	2	3
IN030028	1	54	2	3	2	24	2	1	2	6
IN030028	2	36	1	4	2	25	2	2	2	13
IN030028	3	35	1	1	2	25	2	1	1	15
IN030028	4	34	2	1	2	25	2	1	1	15
IN030028	5	31	2	4	2	25	2	2	2	12
IN030029	1	70	1	3	2	24	2	2	2	7
IN030029	2	60	2	3	2	23	2	1	2	5
IN030029	3	50	2	3	2	24	2	1	2	7
IN030029	4	30	1	1	2	25	2	2	1	15
IN030029	5	24	2	1	2	25	2	1	1	12
IN030029	28	4	1	5	 	 	2	 	 	 
IN030030	1	64	2	7	2	0	2	1	2	0
IN030030	2	41	2	3	2	0	2	1	 	0
IN030030	3	22	1	1	2	24	2	2	 	7
IN030030	4	19	2	1	2	0	2	1	2	0
IN030030	28	2	1	5	 	 	2	 	 	 
IN030031	1	65	1	3	2	23	2	2	2	4
IN030031	2	45	2	3	2	23	2	1	2	4
IN030031	3	32	1	1	2	25	2	2	1	15
IN030031	4	24	2	1	2	25	2	1	2	10
IN030031	5	22	2	4	2	25	2	2	2	10
IN030031	6	21	1	4	2	25	2	2	1	10
IN030031	7	20	1	4	2	25	2	2	1	10
IN030032	1	38	1	1	2	23	2	2	1	4
IN030032	2	33	2	1	2	23	2	1	 	1
IN030033	1	29	1	1	2	25	2	2	1	10
IN030033	2	22	2	1	2	23	2	1	2	5
IN030034	1	44	2	3	2	25	2	2	2	10
IN030034	2	33	1	1	2	25	2	2	1	15
IN030034	3	25	1	4	2	25	2	2	2	10
IN030034	4	25	1	4	2	25	2	2	2	10
IN030034	5	22	2	1	1	25	2	1	2	15
IN030034	6	20	2	4	2	25	2	2	2	10
IN030035	1	56	1	3	2	24	2	2	1	6
IN030035	2	45	2	3	2	23	2	2	2	5
IN030035	3	26	1	1	2	0	2	2	1	0
IN030035	4	25	2	1	2	23	2	1	2	5
IN030036	1	25	1	1	2	25	2	2	1	10
IN030036	2	19	2	1	2	25	2	1	 	10
IN030037	1	65	2	3	2	23	2	2	2	5
IN030037	2	34	1	1	2	25	2	2	1	12
IN030037	3	30	2	1	2	25	2	1	2	10
IN030038	1	28	1	1	2	25	2	1	1	10
IN030038	2	25	2	1	2	24	2	1	1	6
IN030038	3	5	2	5	1	22	2	2	2	0
IN030039	1	30	1	1	2	25	2	1	1	15
IN030039	2	27	2	1	2	25	2	1	1	10
IN030040	1	55	1	3	2	0	2	2	2	0
IN030040	2	45	2	3	2	0	2	1	2	0
IN030040	3	28	1	1	2	22	1	1	1	0
IN030040	4	23	2	1	2	0	2	1	1	0
IN030041	1	62	1	3	2	25	2	2	2	15
IN030041	2	53	2	3	2	25	2	1	2	10
IN030041	3	31	1	1	2	25	2	1	1	15
IN030041	4	28	2	1	2	25	2	1	1	15
IN030042	1	30	1	1	2	25	2	1	1	15
IN030042	2	20	2	1	2	25	2	1	1	11
IN030043	1	70	1	3	2	24	2	2	2	7
IN030043	2	55	2	3	2	0	2	1	2	0
IN030043	3	32	2	4	2	24	2	2	2	7
IN030043	4	30	1	1	2	25	2	1	1	10
IN030043	5	24	2	1	1	25	2	1	1	15
IN030043	6	16	1	6	1	25	2	2	2	11
IN030044	1	35	1	1	2	25	2	1	1	8
IN030044	2	28	2	1	2	23	2	1	1	5
IN030044	3	20	1	4	2	25	2	2	2	8
IN030044	4	12	1	6	1	23	2	2	2	3
IN030044	5	7	2	5	1	0	2	2	2	0
IN030045	1	80	1	3	2	25	2	2	2	8
IN030045	2	66	2	3	2	24	2	2	2	6
IN030045	3	36	1	4	2	25	2	2	2	15
IN030045	4	32	2	4	2	25	2	2	2	15
IN030045	5	32	1	1	2	25	2	1	1	13
IN030045	6	27	2	1	2	25	2	1	1	15
IN030045	7	10	1	6	2	23	2	2	2	5
IN030045	8	5	2	6	1	22	2	2	2	0
IN030046	1	53	1	3	2	0	2	2	2	0
IN030046	2	45	2	3	2	0	2	1	1	0
IN030046	3	27	1	1	2	25	2	1	1	15
IN030046	4	24	2	1	2	25	2	1	1	15
IN030046	5	21	2	4	1	25	2	2	2	12
IN030047	1	70	1	3	2	23	2	2	1	3
IN030047	2	60	2	3	2	0	2	2	2	0
IN030047	3	34	1	1	2	25	2	2	1	9
IN030047	4	28	2	1	2	23	2	1	2	3
IN030048	1	65	1	3	2	25	2	2	1	8
IN030048	2	33	1	1	2	25	2	2	1	12
IN030048	3	30	1	4	2	25	2	2	2	15
IN030048	4	27	1	4	2	25	2	2	2	12
IN030048	5	27	2	1	2	25	2	2	2	9
IN030049	1	63	2	3	2	24	2	2	2	7
IN030049	2	32	1	1	2	25	2	2	1	15
IN030049	3	28	2	1	2	25	2	1	2	12
IN030050	1	60	2	3	2	0	2	2	2	0
IN030050	2	32	1	1	2	25	2	2	1	15
IN030050	3	23	2	1	2	25	2	1	2	10
IN030051	1	30	1	1	2	25	2	2	1	12
IN030051	2	27	2	1	2	 	2	1	2	10
IN030051	3	8	1	5	1	23	2	2	2	4
IN030052	1	63	2	3	2	25	2	2	2	10
IN030052	2	30	1	1	2	25	2	2	1	15
IN030052	3	24	2	1	1	25	2	1	2	15
IN030053	1	74	1	3	2	25	2	2	1	10
IN030053	2	67	2	3	2	25	2	2	2	8
IN030053	3	37	1	1	2	25	2	2	1	15
IN030053	4	30	2	1	2	25	2	1	1	15
IN030053	28	3	2	5	 	 	2	 	 	 
IN030054	1	27	1	1	2	0	2	2	1	0
IN030054	2	22	2	1	2	25	2	1	1	10
IN030055	1	74	2	7	2	0	2	1	2	0
IN030055	2	70	2	7	2	0	1	2	2	0
IN030055	3	53	2	3	2	0	2	1	2	0
IN030055	4	34	1	1	2	25	2	2	1	12
IN030055	5	25	1	4	2	25	2	2	1	9
IN030055	6	23	1	4	2	25	2	2	1	9
IN030055	7	21	1	4	2	24	2	2	2	7
IN030055	8	20	2	1	2	25	2	1	2	9
IN030056	1	24	1	1	2	25	2	2	1	10
IN030056	2	20	2	1	2	24	2	1	2	7
IN030056	28	2	1	5	 	 	2	 	 	 
IN030057	1	30	1	1	2	25	2	2	1	15
IN030057	2	21	2	1	2	25	2	1	2	12
IN030058	1	60	1	3	2	0	2	2	1	0
IN030058	2	48	2	3	2	0	2	1	2	0
IN030058	3	30	1	1	2	25	2	2	1	12
IN030058	4	20	2	1	2	25	2	1	2	12
IN030058	28	4	1	4	 	 	2	 	 	 
IN030059	1	58	2	3	2	23	2	1	2	5
IN030059	2	30	1	1	2	25	2	2	1	9
IN030059	3	22	2	1	2	25	2	1	2	10
IN030060	1	32	1	1	2	25	2	2	1	10
IN030060	2	19	2	1	2	25	2	1	2	9
IN030061	1	28	1	1	2	0	2	1	1	0
IN030061	2	22	2	1	2	25	2	1	1	9
IN030062	1	30	1	4	2	25	2	2	2	10
IN030062	2	29	1	1	2	25	2	1	1	10
IN030062	3	28	2	4	2	0	2	2	2	0
IN030062	4	26	2	1	2	0	2	1	1	0
IN030062	5	24	1	4	2	25	2	2	2	9
IN030062	6	21	2	4	2	23	2	2	2	5
IN030062	7	7	1	6	1	23	2	2	2	1
IN030062	8	6	1	5	1	22	2	2	2	0
IN030062	28	2	1	6	 	 	2	 	 	 
IN030063	1	75	1	3	2	23	2	2	2	5
IN030063	2	65	2	3	2	23	2	2	2	5
IN030063	3	30	1	1	2	25	2	1	1	15
IN030063	4	25	2	1	2	25	2	1	1	10
IN030063	28	4	1	5	 	 	2	 	 	 
IN030064	1	55	1	3	2	25	2	2	2	10
IN030064	2	49	2	3	2	24	2	1	2	7
IN030064	3	29	1	1	2	25	2	1	1	15
IN030064	4	25	2	1	2	25	2	1	1	12
IN030064	5	19	2	4	2	25	2	2	2	10
IN030064	6	18	2	4	1	25	2	2	2	13
IN030065	1	70	2	3	2	23	2	2	2	3
IN030065	2	30	1	1	2	25	2	1	1	12
IN030065	3	28	2	1	2	25	2	1	1	10
IN030065	28	4	1	5	 	 	2	 	 	 
IN030066	1	23	1	1	2	23	2	1	1	5
IN030066	2	20	2	1	2	23	2	1	1	5
IN030067	1	50	2	3	2	0	2	1	2	0
IN030067	2	28	1	1	2	23	2	1	1	4
IN030067	3	22	2	1	2	0	2	1	1	0
IN030068	1	55	2	3	2	23	2	1	2	3
IN030068	2	33	1	1	2	25	2	1	1	10
IN030068	3	22	2	1	2	23	2	1	1	5
IN030068	28	3	1	5	 	 	2	 	 	 
IN030069	1	30	1	1	2	23	2	1	1	5
IN030069	2	25	2	1	2	23	2	1	1	3
IN030069	28	4	2	5	 	 	2	 	 	 
IN030070	1	62	2	3	2	23	1	1	2	4
IN030070	2	27	1	1	2	25	2	2	1	15
IN030070	3	25	2	1	2	24	2	1	2	7
IN030070	28	3	2	5	 	 	2	 	 	 
IN030071	1	32	1	1	2	0	2	2	1	0
IN030071	2	29	2	1	2	0	2	1	1	0
IN030071	3	12	2	5	2	23	2	2	2	1
IN030071	4	8	2	5	1	23	2	2	2	3
IN030072	1	30	1	1	2	0	2	2	1	0
IN030072	2	21	2	1	2	24	2	1	2	6
IN030072	28	3	1	5	 	 	2	 	 	 
IN030073	1	30	1	1	2	25	2	2	1	10
IN030073	2	21	2	1	2	25	2	1	2	12
IN030074	1	83	2	7	2	0	2	2	2	0
IN030074	2	63	1	3	2	25	1	2	2	10
IN030074	3	57	2	3	2	23	2	1	2	5
IN030074	4	39	1	4	2	25	2	2	1	12
IN030074	5	36	2	4	2	23	2	1	2	5
IN030074	6	35	1	1	2	25	2	2	1	10
IN030074	7	25	2	1	2	25	2	1	2	15
IN030074	8	15	2	5	1	25	2	2	2	10
IN030074	9	12	2	5	1	24	2	2	2	7
IN030074	10	8	2	5	1	23	2	2	2	3
IN030074	11	5	2	5	1	22	2	2	2	0
IN030075	1	51	2	3	2	0	2	1	2	0
IN030075	2	30	1	1	2	23	2	2	1	5
IN030075	3	28	2	1	2	23	2	1	1	5
IN030075	4	26	1	4	2	23	2	2	1	5
IN030075	5	23	2	4	2	23	2	1	2	5
IN030075	6	7	1	5	1	23	2	2	2	1
IN030075	7	5	1	5	1	23	2	2	2	1
IN030076	1	22	1	1	2	23	2	2	1	4
IN030076	2	18	2	1	2	23	2	1	2	5
IN030077	1	30	1	1	2	25	2	2	1	11
IN030077	2	25	2	1	2	24	2	1	2	7
IN030077	3	25	1	4	2	25	2	2	1	11
IN030077	28	3	1	5	 	 	2	 	 	 
IN030078	1	55	1	3	2	0	2	2	1	0
IN030078	2	50	2	3	2	0	2	2	1	0
IN030078	3	25	1	1	2	25	2	2	1	9
IN030078	4	19	2	1	2	0	2	1	2	0
IN030078	5	13	1	4	1	25	2	2	2	8
IN030078	6	8	1	4	1	23	2	2	2	3
IN030078	7	6	1	4	1	23	1	2	2	1
IN030078	28	3	1	5	 	 	2	 	 	 
IN030079	1	26	1	1	2	25	2	2	1	10
IN030079	2	20	2	1	2	25	2	1	2	10
IN030080	1	27	1	1	2	24	2	2	1	7
IN030080	2	24	1	4	2	25	2	2	1	10
IN030080	3	22	2	1	2	24	2	1	2	7
IN030080	4	21	2	4	2	24	2	1	2	7
IN030080	5	5	1	5	2	0	2	2	2	0
IN030080	28	3	1	5	 	 	2	 	 	 
IN030081	1	25	1	1	2	25	2	2	1	8
IN030081	2	22	2	1	2	25	2	1	2	10
IN030082	1	55	2	3	2	0	2	2	2	0
IN030082	2	28	1	1	2	25	2	2	1	15
IN030082	3	22	2	1	2	25	2	1	2	12
IN030082	28	3	1	5	 	 	2	 	 	 
IN030083	1	25	1	1	2	23	2	2	1	5
IN030083	2	23	2	1	2	24	2	1	2	7
IN030083	3	5	2	5	1	23	2	1	2	2
IN030084	1	50	2	3	2	23	2	2	2	5
IN030084	2	30	1	1	2	25	2	2	1	12
IN030084	3	20	2	1	2	25	2	1	2	10
IN030085	1	50	2	3	2	23	2	2	2	5
IN030085	2	31	1	1	2	25	2	2	1	15
IN030085	3	24	2	4	2	0	2	2	2	0
IN030085	4	23	2	1	2	24	2	1	2	7
IN030085	5	6	2	5	1	22	2	2	2	0
IN030086	1	61	1	3	2	25	2	2	1	8
IN030086	2	50	2	3	2	23	2	2	2	5
IN030086	3	30	1	1	2	25	2	2	1	15
IN030086	4	26	1	4	2	25	2	2	2	15
IN030086	5	24	1	4	2	25	2	2	1	10
IN030086	6	22	2	1	2	25	2	2	2	10
IN030086	28	2	1	5	 	 	2	 	 	 
IN030087	1	35	1	1	2	24	2	2	1	6
IN030087	2	25	2	1	2	25	2	1	2	10
IN030087	28	4	1	5	 	 	2	 	 	 
IN030088	1	43	2	3	2	23	2	2	2	5
IN030088	2	36	1	1	2	25	2	2	1	10
IN030088	3	24	2	1	2	25	2	1	2	10
IN030088	4	18	1	4	2	25	2	2	1	8
IN030089	1	60	1	3	2	25	2	2	1	12
IN030089	2	50	2	3	2	25	2	2	2	8
IN030089	3	27	1	1	2	25	2	2	1	15
IN030089	4	22	2	1	2	25	2	1	2	15
IN030089	5	21	1	4	2	25	2	2	2	15
IN030089	6	13	1	4	1	25	2	2	2	8
IN030090	1	69	1	3	2	25	2	2	1	10
IN030090	2	55	2	3	2	23	2	2	2	3
IN030090	3	30	1	1	2	25	2	2	1	15
IN030090	4	23	2	1	2	25	2	1	2	12
IN030090	28	4	1	5	 	 	2	 	 	 
IN030091	1	32	1	1	2	25	2	2	1	10
IN030091	2	28	2	1	2	25	2	1	2	10
IN030091	3	8	1	5	1	23	2	2	2	2
IN030092	1	72	1	3	2	23	2	2	1	5
IN030092	2	64	2	3	2	23	2	1	2	4
IN030092	3	39	1	4	2	24	2	2	1	7
IN030092	4	34	2	4	2	23	2	1	2	5
IN030092	5	32	1	1	2	25	2	2	1	10
