PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102
23	11	14.1999998092651	1	12	14	1	13
23	12	10	1	10	10	1	11
23	13	14.5	1	12	14	1	13
23	14	-88	1	12	-88	1	13
23	15	-88	1	12	-88	1	13
23	16	16	19	10	15	19	11
23	17	15	19	9	15	19	10
23	18	9	19	10	9	19	11
23	19	10	19	10	10	19	11
23	20	6	19	10	6	19	9
23	21	10	19	10	10	19	9
23	22	-88	19	10	8	19	11
23	23	-88	19	10	-88	19	11
23	24	25	19	10	25	19	11
23	25	8	19	10	8	19	11
23	26	10	19	10	10	19	11
23	27	10	19	10	10	19	11
23	28	-88	19	10	-88	19	11
23	29	-88	19	9	-88	1	10
23	30	10	1	12	10	1	13
23	31	10	1	12	10	1	13
23	32	110	19	9	120	19	10
23	33	2.25	1	8	2.5	1	9
23	34	-88	19	10	-88	19	11
23	35	-88	19	10	-88	19	11
23	36	-88	19	10	-88	19	11
23	37	-88	19	10	-88	19	11
23	38	-88	19	10	-88	19	11
23	39	-88	19	9	-88	19	10
23	40	100	1	12	120	1	13
23	41	-88	19	9	-88	19	10
23	42	-77	19	10	80	19	9
23	43	-88	1	11	-88	1	12
23	44	-88	1	12	-88	1	13
23	45	50	1	12	-77	1	13
23	46	34	19	12	65	1	13
23	47	9	19	9	-88	1	11
23	48	54	1	12	52	1	13
23	49	-88	1	12	-88	19	13
23	50	26	1	12	26	1	13
23	51	5	1	10	5	1	11
23	52	50	1	12	50	1	13
23	53	26	19	10	25	19	11
23	54	55	19	10	50	1	10
23	55	-88	1	10	-88	1	11
23	56	1.25	1	9	1.25	1	10
23	57	10	77	10	10	19	11
23	58	10	19	10	10	19	11
23	59	6	19	10	4	19	11
23	60	12	19	10	15	19	11
23	61	40	19	10	38	19	10
23	62	6	19	10	4	19	11
23	63	27	19	10	25	19	11
23	64	-88	19	10	-88	19	11
23	65	-88	19	10	-88	19	11
23	66	10	19	10	10	19	11
23	67	-88	19	10	-88	19	11
23	68	-88	19	10	-88	19	11
23	69	19	19	10	18	19	11
23	70	-88	19	10	-88	19	10
23	71	-88	19	10	-88	19	11
24	0	25	1	3	-88	88	3
24	1	5	1	3	5.25	1	4
24	2	60	1	3	70	1	4
24	3	80	1	3	60	1	4
24	4	50	1	3	50	1	4
24	5	120	1	3	150	1	4
24	6	70	1	3	70	1	4
24	7	3	1	3	-88	88	3
24	8	1	1	3	-88	88	3
24	9	.300000011920929	1	3	-88	88	3
24	10	-88	88	3	-88	88	3
24	11	25	1	3	25	1	4
24	12	30	1	3	35	1	4
24	13	18	1	3	18	1	4
24	14	15.3999996185303	1	3	15.3999996185303	1	3
24	15	12.6000003814697	1	3	12.6000003814697	1	4
24	16	15	1	3	17	1	4
24	17	13	1	3	13	1	4
24	18	8	1	3	8	1	4
24	19	9	1	3	8	1	4
24	20	-88	88	3	-88	88	3
24	21	7	1	3	7	1	4
24	22	-88	1	3	-88	88	4
24	23	-88	88	3	-88	88	4
24	24	7.5	1	3	8	1	4
24	25	8.25	1	3	8.25	1	4
24	26	-88	88	3	-88	88	4
24	27	9	1	3	9	1	4
24	28	-88	88	3	-88	88	4
24	29	-88	88	3	-88	88	4
24	30	12	1	3	12	1	4
24	31	20	1	3	-88	88	4
24	32	150	1	3	150	1	4
24	33	2	1	3	2	1	4
24	34	-88	88	3	-88	88	4
24	35	-88	88	3	-88	88	4
24	36	-88	88	3	-88	88	4
24	37	-88	88	3	-88	88	4
24	38	-88	88	3	-88	88	4
24	39	10	1	3	10	1	4
24	40	100	1	3	100	1	4
24	41	-88	88	3	-88	88	4
24	42	-88	88	3	-88	88	4
24	43	-88	88	3	-88	88	4
24	44	-88	88	3	-88	88	4
24	45	90	1	4	-88	88	3
24	46	70	1	3	70	1	4
24	47	14	1	3	15	1	4
24	48	80	1	3	80	1	4
24	49	-88	88	3	-88	88	4
24	50	16	1	3	16	1	4
24	51	6	1	3	6	1	4
24	52	23	1	3	25	1	4
24	53	20	1	3	20	1	4
24	54	35	1	3	36	1	4
24	55	-88	88	3	-88	88	4
24	56	1.5	1	3	1.5	1	4
24	57	-88	88	3	-88	88	4
24	58	6	1	3	6	1	4
24	59	8	1	3	8	1	4
24	60	10	1	3	10	1	4
24	61	35	1	3	35	1	4
24	62	10	1	3	12	1	4
24	63	40	1	3	35	1	4
24	64	-88	88	3	-88	88	4
24	65	20	1	3	20	1	4
24	66	8	1	3	8	1	4
24	67	-88	88	3	-88	88	4
24	68	-88	88	3	-88	88	4
24	69	-88	88	3	-88	88	4
24	70	-88	88	3	-88	88	4
24	71	140	1	3	150	1	4
