comnro	id	price1	vendor1	price2	vendor2
1	1	.9	1	1	1
1	2	36	1	35	1
1	3	15	1	10	1
1	4	14	1	10	1
1	5	999.99	99	25	1
1	6	28	3	35	1
1	7	28	3	35	1
1	8	1	10	1.5	14
1	9	.5	9	.1	10
1	10	1	9	.5	10
1	11	999.99	99	999.99	99
1	12	30	13	0	0
1	13	65	13	0	0
1	14	33.5	13	0	0
1	15	.8	5	.6	5
1	16	1	5	1	5
1	17	2.5	3	2.2	14
1	18	1	1	.4	14
1	19	2	1	2.2	1
1	20	2	3	2	14
1	21	4.2	1	3.3	3
1	22	1	3	.6	1
1	23	4	1	2	1
1	24	1.5	3	1.6	3
1	25	0	0	6.6	14
2	1	1.5	1	888.88	88
2	2	55	1	888.88	88
2	3	15	1	888.88	88
2	4	15	1	888.88	88
2	5	15	1	888.88	88
2	6	15	1	888.88	88
2	7	15	1	888.88	88
2	8	15	1	888.88	88
2	9	.5	1	888.88	88
2	10	1	1	888.88	88
2	11	0	15	888.88	88
2	12	0	15	888.88	88
2	13	0	15	888.88	88
2	14	.15	1	888.88	88
2	15	.7	1	888.88	88
2	16	1.5	1	888.88	88
2	17	2.5	1	888.88	88
2	18	4	1	888.88	88
2	19	1.3	1	888.88	88
2	20	1.5	1	888.88	88
2	21	4	1	888.88	88
2	22	.5	1	888.88	88
2	23	5	1	888.88	88
2	24	2	1	888.88	88
2	25	1.3	1	888.88	88
3	1	1	1	888.88	88
3	2	0	15	888.88	88
3	3	0	15	888.88	88
3	4	0	15	888.88	88
3	5	0	15	888.88	88
3	6	0	15	888.88	88
3	7	0	15	888.88	88
3	8	0	15	888.88	88
3	9	.7	1	888.88	88
3	10	.7	1	888.88	88
3	11	0	15	888.88	88
3	12	26	1	888.88	88
3	13	35	1	888.88	88
3	14	30	1	888.88	88
3	15	1	1	888.88	88
3	16	1.3	1	888.88	88
3	17	2.8	1	888.88	88
3	18	.5	1	888.88	88
3	19	4	1	888.88	88
3	20	1.7	1	888.88	88
3	21	4	1	888.88	88
3	22	.3	1	888.88	88
3	23	3.8	1	888.88	88
3	24	1.8	1	888.88	88
3	25	1	1	888.88	88
4	1	.9	1	888.88	88
4	2	28	1	888.88	88
4	3	15	1	888.88	88
4	4	15	1	888.88	88
4	5	0	1	888.88	88
4	6	25	1	888.88	88
4	7	22	1	888.88	88
4	8	0	0	888.88	88
4	9	.1	10	888.88	88
4	10	.2	10	888.88	88
4	11	0	0	888.88	88
4	12	28	1	888.88	88
4	13	28	1	888.88	88
4	14	30	1	888.88	88
4	15	1	1	888.88	88
4	16	1.2	1	888.88	88
4	17	2.8	1	888.88	88
4	18	.5	1	888.88	88
4	19	2.2	1	888.88	88
4	20	1.8	1	888.88	88
4	21	1.3	1	888.88	88
4	22	.5	1	888.88	88
4	23	2.2	1	888.88	88
4	24	1.4	1	888.88	88
4	25	0	1	888.88	88
5	1	1	1	888.88	88
5	2	0	15	888.88	88
5	3	0	15	888.88	88
5	4	0	15	888.88	88
5	5	0	15	888.88	88
5	6	0	15	888.88	88
5	7	0	15	888.88	88
5	8	0	15	888.88	88
5	9	.5	1	888.88	88
5	10	.5	1	888.88	88
5	11	0	15	888.88	88
5	12	27	1	888.88	88
5	13	31	1	888.88	88
5	14	31	1	888.88	88
5	15	1	1	888.88	88
5	16	1.2	1	888.88	88
5	17	2.8	1	888.88	88
5	18	0	15	888.88	88
5	19	2.3	1	888.88	88
5	20	1.8	1	888.88	88
5	21	4	1	888.88	88
5	22	.5	1	888.88	88
5	23	2.5	1	888.88	88
5	24	1.8	1	888.88	88
5	25	1.2	1	888.88	88
6	1	0	15	.5	1
6	2	0	15	40	1
6	3	0	15	18	1
6	4	0	15	18	1
6	5	0	15	0	1
6	6	0	15	25	1
6	7	0	15	25	1
6	8	0	15	0	10
6	9	.2	10	.6	10
6	10	.3	10	.3	10
6	11	.1	10	1.1	10
6	12	0	15	28	1
6	13	0	15	38	1
6	14	0	15	33	1
6	15	.5	1	.8	1
6	16	1.2	1	1.2	1
6	17	3	1	2.8	1
6	18	0	15	0	15
6	19	0	15	2.3	1
6	20	1.5	1	1.2	1
6	21	5	1	4.2	1
6	22	.3	1	.4	1
6	23	2	1	2	1
6	24	0	15	1.5	1
6	25	1.4	1	1.5	1
7	1	0	15	0	88
7	2	0	15	0	88
7	3	0	15	0	88
7	4	0	15	0	88
7	5	0	15	0	88
7	6	0	15	0	88
7	7	0	15	0	88
7	8	0	15	0	88
7	9	0	15	0	88
7	10	0	15	0	88
7	11	0	15	0	88
7	12	0	15	0	88
7	13	0	15	0	88
7	14	0	15	0	88
7	15	0	15	0	88
7	16	0	15	0	88
7	17	0	15	0	88
7	18	0	15	0	88
7	19	0	15	0	88
7	20	0	15	0	88
7	21	0	15	0	88
7	22	0	15	0	88
7	23	0	15	0	88
7	24	0	15	0	88
7	25	0	15	0	88
8	1	0	15	0	88
8	2	0	15	0	88
8	3	0	15	0	88
8	4	0	15	0	88
8	5	0	15	0	88
8	6	0	15	0	88
8	7	0	15	0	88
8	8	0	15	0	88
8	9	0	15	0	88
8	10	0	15	0	88
8	11	0	15	0	88
8	12	0	15	0	88
8	13	0	15	0	88
8	14	0	15	0	88
8	15	0	15	0	88
8	16	0	15	0	88
8	17	2.8	1	0	88
8	18	0	15	0	88
8	19	0	15	0	88
8	20	0	15	0	88
8	21	0	15	0	88
8	22	0	15	0	88
8	23	3.5	1	0	88
8	24	0	15	0	88
8	25	0	15	0	88
9	1	1	1	.5	1
9	2	0	0	40	1
9	3	10	1	18	1
9	4	10	1	18	1
9	5	0	0	0	15
9	6	20	1	25	1
9	7	0	0	25	1
9	8	0	10	0	10
9	9	.5	1	.6	10
9	10	1	1	28	10
9	11	0	15	1.1	10
9	12	0	0	28	1
9	13	0	0	38	1
9	14	35	1	33	1
9	15	.7	1	.8	1
9	16	1.1	1	1.2	1
9	17	3	1	2.8	1
9	18	0	15	0	15
9	19	2	1	2.3	1
9	20	1.4	1	1.2	1
9	21	4.5	1	4.2	1
9	22	.3	1	.4	1
9	23	.5	1	2	1
9	24	2	1	1.5	1
9	25	2	1	1.5	1
10	1	0	15	0	88
10	2	0	15	0	88
10	3	0	15	0	88
10	4	0	15	0	88
10	5	0	15	0	88
10	6	0	15	0	88
10	7	0	15	0	88
10	8	.5	14	0	88
10	9	.1	14	0	88
10	10	.2	14	0	88
10	11	.2	88	0	88
10	12	0	15	0	88
10	13	0	15	0	88
10	14	0	15	0	88
10	15	.8	1	0	88
10	16	1.3	1	0	88
10	17	3	1	0	88
10	18	0	15	0	88
10	19	2.4	1	0	88
10	20	1.4	1	0	88
10	21	4.5	1	0	88
10	22	.5	1	0	88
10	23	2	1	0	88
10	24	4.5	1	0	88
10	25	1.5	1	0	88
11	1	888.88	88	888.88	88
11	2	888.88	88	888.88	88
11	3	888.88	88	888.88	88
11	4	888.88	88	888.88	88
11	5	888.88	88	888.88	88
11	6	888.88	88	888.88	88
11	7	888.88	88	888.88	88
11	8	888.88	88	888.88	88
11	9	888.88	88	888.88	88
11	10	888.88	88	888.88	88
11	11	888.88	88	888.88	88
11	12	0	15	28	1
11	13	0	15	28	1
11	14	0	15	33	1
11	15	0	15	.8	1
11	16	0	15	1.2	1
11	17	0	15	2.8	1
11	18	0	15	0	1
11	19	0	15	2.3	1
11	20	0	15	1.2	1
11	21	0	15	4.2	1
11	22	0	15	.4	1
11	23	0	15	2	1
11	24	0	15	2.5	1
11	25	0	15	2.5	1
12	1	0	15	0	88
12	2	0	15	0	88
12	3	0	15	0	88
12	4	0	15	0	88
12	5	0	15	0	88
12	6	0	15	0	88
12	7	0	15	0	88
12	8	0	15	0	88
12	9	0	15	0	88
12	10	0	15	0	88
12	11	0	15	0	88
12	12	0	15	0	88
12	13	0	15	0	88
12	14	0	15	0	88
12	15	0	15	0	88
12	16	0	15	0	88
12	17	0	15	0	88
12	18	0	15	0	88
12	19	0	15	0	88
12	20	0	15	0	88
12	21	5	1	0	88
12	22	.5	1	0	88
12	23	3	1	0	88
12	24	0	15	0	88
12	25	1.5	1	0	88
13	1	.5	1	0	88
13	2	40	1	0	88
13	3	18	1	0	88
13	4	18	1	0	88
13	5	0	15	0	88
13	6	25	1	0	88
13	7	25	1	0	88
13	8	0	10	0	88
13	9	.6	10	0	88
13	10	28	10	0	88
13	11	1.1	10	0	88
13	12	28	1	0	88
13	13	38	1	0	88
13	14	33	1	0	88
13	15	.8	1	0	88
13	16	1.2	1	0	88
13	17	2.8	1	0	88
13	18	0	15	0	88
13	19	2.3	1	0	88
13	20	1.2	1	0	88
13	21	4.2	1	0	88
13	22	.4	1	0	88
13	23	2	1	0	88
13	24	1.5	1	0	88
13	25	1.5	1	0	88
14	1	1	1	888.88	88
14	2	0	15	888.88	88
14	3	0	15	888.88	88
14	4	0	15	888.88	88
14	5	0	15	888.88	88
14	6	0	15	888.88	88
14	7	0	15	888.88	88
14	8	0	10	888.88	88
14	9	.2	10	888.88	88
14	10	.6	10	888.88	88
14	11	1.8	10	888.88	88
14	12	0	15	53	1
14	13	0	15	45	1
14	14	0	15	37	1
14	15	.5	1	.5	1
14	16	1.2	1	1	1
14	17	3.1	1	2	1
14	18	4	1	5	1
14	19	2	1	2	1
14	20	1.5	1	1.2	1
14	21	3.5	1	3	1
14	22	.5	1	.5	1
14	23	2	1	1.5	1
14	24	1.5	1	1.5	1
14	25	1	1	1.5	1
15	1	1	1	888.88	88
15	2	30	1	888.88	88
15	3	15	1	888.88	88
15	4	15	1	888.88	88
15	5	42	1	888.88	88
15	6	20	1	888.88	88
15	7	10	1	888.88	88
15	8	0	10	888.88	88
15	9	3.3	10	888.88	88
15	10	4.5	10	888.88	88
15	11	.3	10	888.88	88
15	12	53	1	888.88	88
15	13	45	1	888.88	88
15	14	37	1	888.88	88
15	15	.5	1	888.88	88
15	16	1	1	888.88	88
15	17	2	1	888.88	88
15	18	5	1	888.88	88
15	19	2	1	888.88	88
15	20	1.2	1	888.88	88
15	21	3	1	888.88	88
15	22	.5	1	888.88	88
15	23	1.5	1	888.88	88
15	24	1.5	1	888.88	88
15	25	1.5	1	888.88	88
16	1	.8	1	888.88	88
16	2	24	1	888.88	88
16	3	10	1	888.88	88
16	4	10	1	888.88	88
16	5	0	1	888.88	88
16	6	12	1	888.88	88
16	7	12	1	888.88	88
16	8	0	10	888.88	88
16	9	.2	10	888.88	88
16	10	.4	10	888.88	88
16	11	.5	10	888.88	88
16	12	55	1	888.88	88
16	13	60	1	888.88	88
16	14	48	1	888.88	88
16	15	.1	1	888.88	88
16	16	1.2	1	888.88	88
16	17	2.5	1	888.88	88
16	18	0	15	888.88	88
16	19	2	1	888.88	88
16	20	1.2	1	888.88	88
16	21	4	1	888.88	88
16	22	.7	1	888.88	88
16	23	2.5	1	888.88	88
16	24	1.4	1	888.88	88
16	25	1.7	1	888.88	88
17	1	0	15	1	1
17	2	0	15	30	1
17	3	0	15	15	1
17	4	0	15	15	1
17	5	0	15	42	1
17	6	0	15	20	1
17	7	0	15	10	1
17	8	0	15	0	10
17	9	0	15	3.3	10
17	10	0	15	4.5	10
17	11	0	15	.3	10
17	12	0	15	53	1
17	13	0	15	45	1
17	14	0	15	37	1
17	15	0	15	.5	1
17	16	0	15	1	1
17	17	0	15	2	1
17	18	0	15	5	1
17	19	0	15	2	1
17	20	0	15	1.2	1
17	21	0	15	3	1
17	22	0	15	.5	1
17	23	0	15	1.5	1
17	24	0	15	1.5	1
17	25	0	15	1.5	1
18	1	0	15	1	1
18	2	0	15	30	1
18	3	0	15	15	1
18	4	0	15	15	1
18	5	0	15	42	1
18	6	0	15	20	1
18	7	0	15	10	1
18	8	0	15	0	10
18	9	0	15	3.3	10
18	10	0	15	4.5	10
18	11	0	15	.3	10
18	12	0	15	53	1
18	13	0	15	45	1
18	14	0	15	37	1
18	15	0	15	.5	1
18	16	0	15	1	1
18	17	0	15	2	1
18	18	0	15	5	1
18	19	0	15	2	1
18	20	0	15	1.2	1
18	21	0	15	3	1
18	22	0	15	.5	1
18	23	0	15	1.5	1
18	24	0	15	1.5	1
18	25	0	15	1.5	1
19	1	1	1	1	1
19	2	0	15	30	1
19	3	0	15	15	1
19	4	0	15	15	1
19	5	0	15	42	1
19	6	0	15	20	1
19	7	0	15	10	1
19	8	0	10	0	10
19	9	15	10	3.3	10
19	10	30	10	4.5	10
19	11	1.8	10	.3	10
19	12	0	15	53	1
19	13	0	15	45	1
19	14	0	15	37	1
19	15	.5	1	.5	1
19	16	1	1	1	1
19	17	2.3	1	2	1
19	18	1	1	5	1
19	19	2	1	2	1
19	20	1.3	1	1.2	1
19	21	4	1	3	1
19	22	.8	1	.5	1
19	23	3.5	1	1.5	1
19	24	1.5	1	1.5	1
19	25	3	1	1.5	1
20	1	0	0	0	0
20	2	0	0	0	0
20	3	0	0	0	0
20	4	0	0	0	0
20	5	0	0	0	0
20	6	0	0	0	0
20	7	0	0	0	0
20	8	0	0	0	0
20	9	0	0	0	0
20	10	0	0	0	0
20	11	0	0	0	0
20	12	0	0	0	0
20	13	0	0	0	0
20	14	0	0	0	0
20	15	0	0	0	0
20	16	0	0	0	0
20	17	0	0	0	0
20	18	0	0	0	0
20	19	0	0	0	0
20	20	0	0	0	0
20	21	0	0	0	0
20	22	0	0	0	0
20	23	0	0	0	0
20	24	0	0	0	0
20	25	0	0	0	0
21	1	1	1	1	1
21	2	0	15	30	1
21	3	0	15	15	1
21	4	0	15	15	1
21	5	0	15	42	1
21	6	0	15	20	1
21	7	0	15	10	1
21	8	0	15	0	10
21	9	0	15	3.3	10
21	10	0	15	4.5	10
21	11	0	15	.3	10
21	12	0	15	53	1
21	13	0	15	45	1
21	14	0	15	37	1
21	15	.5	1	.5	1
21	16	1.2	1	1	1
21	17	2.5	1	2	1
21	18	0	15	5	1
