comnro	id	price1	vendor1	price2	vendor2
21	19	2	1	2	1
21	20	1.5	1	1.2	1
21	21	4	1	3	1
21	22	.5	1	.5	1
21	23	3.5	1	1.5	1
21	24	1.5	1	1.5	1
21	25	1.6	1	1.5	1
22	1	1.5	88	888.88	88
22	2	20	88	888.88	88
22	3	5	88	888.88	88
22	4	5	88	888.88	88
22	5	0	88	888.88	88
22	6	15	88	888.88	88
22	7	10	88	888.88	88
22	8	0	88	888.88	88
22	9	.2	88	888.88	88
22	10	.5	88	888.88	88
22	11	.2	88	888.88	88
22	12	0	88	888.88	88
22	13	0	88	888.88	88
22	14	0	88	888.88	88
22	15	.5	88	888.88	88
22	16	1	88	888.88	88
22	17	1.8	88	888.88	88
22	18	0	88	888.88	88
22	19	2	88	888.88	88
22	20	1.5	88	888.88	88
22	21	3	88	888.88	88
22	22	0	88	888.88	88
22	23	0	88	888.88	88
22	24	1	88	888.88	88
22	25	3	88	888.88	88
23	1	.8	1	0	0
23	2	15	1	0	0
23	3	10	1	0	0
23	4	10	1	0	0
23	5	0	15	0	0
23	6	15	1	0	0
23	7	15	1	0	0
23	8	3.5	10	0	0
23	9	2.5	10	0	0
23	10	3.6	10	0	0
23	11	.9	10	0	0
23	12	0	15	0	0
23	13	0	15	0	0
23	14	34	1	0	0
23	15	.5	1	0	0
23	16	1	1	0	0
23	17	2.5	1	0	0
23	18	2	1	0	0
23	19	1.2	1	0	0
23	20	1.5	1	0	0
23	21	3	1	0	0
23	22	.5	1	0	0
23	23	2.5	1	0	0
23	24	1.5	1	0	0
23	25	2	1	0	0
24	1	0	15	0	0
24	2	0	15	0	0
24	3	0	15	0	0
24	4	0	15	0	0
24	5	0	15	0	0
24	6	0	15	0	0
24	7	0	15	0	0
24	8	0	15	0	0
24	9	0	15	0	0
24	10	0	15	0	0
24	11	0	15	0	0
24	12	0	15	0	0
24	13	0	15	0	0
24	14	0	15	0	0
24	15	.5	1	0	0
24	16	1	1	0	0
24	17	2.8	1	0	0
24	18	0	15	0	0
24	19	2	1	0	0
24	20	1.3	1	0	0
24	21	3	1	0	0
24	22	.5	1	0	0
24	23	2	1	0	0
24	24	2	1	0	0
24	25	1	1	0	0
25	1	1	1	0	88
25	2	40	1	0	88
25	3	12	1	0	88
25	4	12	1	0	88
25	5	0	15	0	88
25	6	25	1	0	88
25	7	25	1	0	88
25	8	0	15	0	88
25	9	.5	1	0	88
25	10	12	1	0	88
25	11	.25	10	0	88
25	12	0	15	0	88
25	13	0	15	0	88
25	14	0	15	0	88
25	15	.5	1	0	88
25	16	1	1	0	88
25	17	3	1	0	88
25	18	0	15	0	88
25	19	1.5	1	0	88
25	20	0	15	0	88
25	21	3	1	0	88
25	22	.5	1	0	88
25	23	1.5	1	0	88
25	24	1.8	1	0	88
25	25	1.5	1	0	88
26	1	0	15	888.88	88
26	2	0	15	888.88	88
26	3	0	15	888.88	88
26	4	0	15	888.88	88
26	5	0	15	888.88	88
26	6	0	15	888.88	88
26	7	0	15	888.88	88
26	8	0	10	888.88	88
26	9	.5	10	888.88	88
26	10	1	10	888.88	88
26	11	0	15	888.88	88
26	12	0	15	888.88	88
26	13	0	15	888.88	88
26	14	0	15	888.88	88
26	15	.5	1	888.88	88
26	16	1	1	888.88	88
26	17	2.4	1	888.88	88
26	18	0	15	888.88	88
26	19	2.2	1	888.88	88
26	20	1.5	1	888.88	88
26	21	3.5	1	888.88	88
26	22	.3	1	888.88	88
26	23	4	1	888.88	88
26	24	2	1	888.88	88
26	25	2	1	888.88	88
27	1	1.5	1	888.88	88
27	2	0	15	888.88	88
27	3	0	15	888.88	88
27	4	0	15	888.88	88
27	5	0	15	888.88	88
27	6	0	15	888.88	88
27	7	0	15	888.88	88
27	8	0	15	888.88	88
27	9	.5	1	888.88	88
27	10	1	1	888.88	88
27	11	.6	1	888.88	88
27	12	0	15	888.88	88
27	13	0	15	888.88	88
27	14	0	15	888.88	88
27	15	.5	1	888.88	88
27	16	1	1	888.88	88
27	17	2.5	1	888.88	88
27	18	0	15	888.88	88
27	19	2.2	1	888.88	88
27	20	0	15	888.88	88
27	21	3	1	888.88	88
27	22	.7	1	888.88	88
27	23	2	1	888.88	88
27	24	1	1	888.88	88
27	25	2.3	1	888.88	88
28	1	1	1	888.88	88
28	2	0	15	888.88	88
28	3	0	15	888.88	88
28	4	0	15	888.88	88
28	5	0	15	888.88	88
28	6	0	15	888.88	88
28	7	0	15	888.88	88
28	8	0	15	888.88	88
28	9	0	15	888.88	88
28	10	0	15	888.88	88
28	11	0	15	888.88	88
28	12	888.88	88	888.88	88
28	13	888.88	88	888.88	88
28	14	888.88	88	888.88	88
28	15	888.88	88	888.88	88
28	16	888.88	88	888.88	88
28	17	888.88	88	888.88	88
28	18	888.88	88	888.88	88
28	19	888.88	88	888.88	88
28	20	888.88	88	888.88	88
28	21	888.88	88	888.88	88
28	22	888.88	88	888.88	88
28	23	888.88	88	888.88	88
28	24	888.88	88	888.88	88
28	25	888.88	88	888.88	88
29	1	0	15	888.88	88
29	2	0	15	888.88	88
29	3	0	15	888.88	88
29	4	0	15	888.88	88
29	5	0	15	888.88	88
29	6	0	15	888.88	88
29	7	0	15	888.88	88
29	8	0	15	888.88	88
29	9	0	15	888.88	88
29	10	0	15	888.88	88
29	11	0	15	888.88	88
29	12	888.88	88	888.88	88
29	13	888.88	88	888.88	88
29	14	888.88	88	888.88	88
29	15	888.88	88	888.88	88
29	16	888.88	88	888.88	88
29	17	888.88	88	888.88	88
29	18	888.88	88	888.88	88
29	19	888.88	88	888.88	88
29	20	888.88	88	888.88	88
29	21	888.88	88	888.88	88
29	22	888.88	88	888.88	88
29	23	888.88	88	888.88	88
29	24	888.88	88	888.88	88
29	25	888.88	88	888.88	88
30	1	1.2	1	888.88	88
30	2	0	15	888.88	88
30	3	0	15	888.88	88
30	4	0	15	888.88	88
30	5	0	15	888.88	88
30	6	0	15	888.88	88
30	7	0	15	888.88	88
30	8	0	15	888.88	88
30	9	0	15	888.88	88
30	10	0	15	888.88	88
30	11	0	15	888.88	88
30	12	0	15	888.88	88
30	13	0	15	888.88	88
30	14	0	15	888.88	88
30	15	.5	14	888.88	88
30	16	.8	14	888.88	88
30	17	3	14	888.88	88
30	18	0	15	888.88	88
30	19	2	14	888.88	88
30	20	1.2	14	888.88	88
30	21	3	14	888.88	88
30	22	.75	14	888.88	88
30	23	2	14	888.88	88
30	24	1.2	14	888.88	88
30	25	2	14	888.88	88
31	1	1.1	15	888.88	88
31	2	0	15	888.88	88
31	3	0	15	888.88	88
31	4	0	15	888.88	88
31	5	0	15	888.88	88
31	6	0	15	888.88	88
31	7	0	15	888.88	88
31	8	0	15	888.88	88
31	9	0	15	888.88	88
31	10	0	15	888.88	88
31	11	0	15	888.88	88
31	12	0	15	888.88	88
31	13	0	15	888.88	88
31	14	0	15	888.88	88
31	15	0	15	888.88	88
31	16	0	14	888.88	88
31	17	0	14	888.88	88
31	18	0	99	888.88	88
31	19	0	99	888.88	88
31	20	0	14	888.88	88
31	21	0	14	888.88	88
31	22	0	14	888.88	88
31	23	0	88	888.88	88
31	24	0	88	888.88	88
31	25	0	88	888.88	88
32	1	1.5	1	0	0
32	2	35	1	0	0
32	3	15	1	0	0
32	4	15	1	0	0
32	5	70	1	0	0
32	6	28	1	0	0
32	7	15	1	0	0
32	8	.5	1	0	0
32	9	1	1	0	0
32	10	1	1	0	0
32	11	1.5	1	0	0
32	12	0	15	0	0
32	13	0	15	0	0
32	14	0	15	0	0
32	15	1	1	0	0
32	16	1.5	1	0	0
32	17	1.7	1	0	0
32	18	4	1	0	0
32	19	2.2	1	0	0
32	20	2	1	0	0
32	21	2.8	1	0	0
32	22	.7	1	0	0
32	23	5	1	0	0
32	24	5	1	0	0
32	25	1.8	1	0	0
33	1	1.2	1	1.2	3
33	2	32	1	25	3
33	3	28	1	20	3
33	4	18	1	15	3
33	5	14	1	15	3
33	6	32	1	25	3
33	7	22	1	18	3
33	8	1	9	.5	3
33	9	.3	9	.2	3
33	10	.5	9	.5	3
33	11	6	9	6	3
33	12	60	1	65	3
33	13	60	1	50	3
33	14	55	1	50	3
33	15	.8	1	.05	3
33	16	1.8	1	1.5	3
33	17	3	1	2.8	3
33	18	18	1	15	3
33	19	2	1	2	3
33	20	1.8	1	1.4	3
33	21	4	1	3.8	3
33	22	.6	1	.6	3
33	23	3.8	1	3.5	3
33	24	1.6	1	1.5	3
33	25	1.8	1	2	3
34	1	888.88	15	888.88	15
34	2	888.88	15	888.88	15
34	3	888.88	15	888.88	15
34	4	888.88	15	888.88	15
34	5	888.88	15	888.88	15
34	6	888.88	15	888.88	15
34	7	888.88	15	888.88	15
34	8	0	10	888.88	15
34	9	30	10	888.88	15
34	10	50	10	888.88	15
34	11	6	10	888.88	15
34	12	888.88	15	888.88	15
34	13	888.88	15	888.88	15
34	14	888.88	15	888.88	15
34	15	1	1	888.88	15
34	16	1.5	1	888.88	15
34	17	3	1	888.88	15
34	18	888.88	15	888.88	15
34	19	2	1	888.88	15
34	20	1.8	1	888.88	15
34	21	3.8	1	888.88	15
34	22	60	1	888.88	15
34	23	3.8	1	888.88	15
34	24	1.5	1	888.88	15
34	25	2	1	888.88	15
35	1	1.2	1	1	3
35	2	30	1	22	3
35	3	18	1	15	3
35	4	18	1	15	3
35	5	22	1	20	3
35	6	20	1	20	3
35	7	20	1	18	3
35	8	.5	9	.5	10
35	9	.3	9	.2	10
35	10	.5	9	.5	10
35	11	6	9	5	10
35	12	888.88	15	888.88	15
35	13	888.88	15	888.88	15
35	14	888.88	15	888.88	15
35	15	.8	5	.5	3
35	16	1.8	1	1.4	3
35	17	2.8	1	2.5	3
35	18	14	1	14	3
35	19	2	1	2	3
35	20	1.6	1	1.5	3
35	21	3.5	1	3.3	3
35	22	.7	1	.7	3
35	23	3.5	1	3.3	3
35	24	1.5	1	1.5	3
35	25	2	1	1.8	3
36	1	1.2	1	888.88	15
36	2	25	1	888.88	15
36	3	10	1	888.88	15
36	4	10	1	888.88	15
36	5	888.88	15	888.88	15
36	6	15	1	888.88	15
36	7	15	1	888.88	15
36	8	.5	1	0	10
36	9	.3	1	.2	10
36	10	.5	1	.5	10
36	11	1	1	5	10
36	12	888.88	15	888.88	15
36	13	888.88	15	888.88	15
36	14	888.88	15	888.88	15
36	15	1	1	888.88	15
36	16	1.6	1	888.88	15
36	17	2.8	1	888.88	15
36	18	12	1	888.88	15
36	19	2	1	888.88	15
36	20	1.6	1	888.88	15
36	21	3.8	1	888.88	15
36	22	.7	1	888.88	15
36	23	3.8	1	888.88	15
36	24	1.5	1	888.88	15
36	25	1.8	1	888.88	15
37	1	888.88	15	888.88	15
37	2	888.88	15	888.88	15
37	3	888.88	15	888.88	15
37	4	888.88	15	888.88	15
37	5	888.88	15	888.88	15
37	6	888.88	15	888.88	15
37	7	888.88	15	888.88	15
37	8	888.88	15	0	10
37	9	888.88	15	.2	10
37	10	888.88	15	.5	10
37	11	888.88	15	1	10
37	12	888.88	15	888.88	15
37	13	888.88	15	888.88	15
37	14	888.88	15	888.88	15
37	15	1.2	1	888.88	15
37	16	1.8	1	888.88	15
37	17	3	1	888.88	15
37	18	2.5	1	888.88	15
37	19	2.2	1	888.88	15
37	20	2	1	888.88	15
37	21	4	1	888.88	15
37	22	.7	1	888.88	15
37	23	4	1	888.88	15
37	24	1.6	1	888.88	15
37	25	2	1	888.88	15
38	1	1	3	1	1
38	2	25	3	35	1
38	3	15	3	20	1
38	4	15	3	20	1
38	5	35	3	33	3
38	6	20	3	25	3
38	7	20	3	25	3
38	8	.5	9	0	10
38	9	.3	9	.3	10
38	10	.5	9	.5	10
38	11	.8	9	.5	10
38	12	35	3	30	13
38	13	35	3	30	13
38	14	28	3	25	13
38	15	1	3	1.2	5
38	16	1.4	3	1.5	8
38	17	2.5	3	3	8
38	18	10	3	15	8
38	19	2	3	2	3
38	20	1.4	3	1.8	3
38	21	3.3	3	3.8	3
38	22	.6	3	.8	3
38	23	3	3	3.5	3
38	24	1.4	3	1.8	3
38	25	1.7	3	1.7	4
39	1	1	3	1.2	1
39	2	888.88	15	888.88	15
39	3	0	15	0	15
39	4	0	15	0	15
39	5	0	15	0	15
39	6	0	15	0	15
39	7	0	15	0	15
39	8	0	15	0	15
39	9	0	15	0	15
39	10	0	15	0	15
39	11	0	15	0	15
39	12	0	15	0	15
39	13	0	15	0	15
39	14	0	15	0	15
39	15	1	1	0	15
39	16	1.5	1	0	15
39	17	2.8	1	0	15
39	18	2	1	0	15
39	19	2	1	0	15
39	20	1.6	1	0	15
39	21	4	1	0	15
39	22	.7	1	0	15
39	23	4	1	0	15
39	24	1.5	1	0	15
39	25	2	1	0	15
40	1	888.88	15	888.88	15
40	2	888.88	15	888.88	15
40	3	888.88	15	888.88	15
40	4	888.88	15	888.88	15
40	5	888.88	15	888.88	15
40	6	888.88	15	888.88	15
40	7	888.88	15	888.88	15
40	8	1	10	888.88	88
40	9	.3	10	888.88	88
40	10	.5	10	888.88	88
40	11	5	10	888.88	88
40	12	888.88	15	888.88	15
40	13	888.88	15	888.88	15
40	14	888.88	15	888.88	15
40	15	.5	1	888.88	88
40	16	1.6	1	888.88	88
40	17	2.8	1	888.88	88
40	18	16	1	888.88	88
40	19	2.2	1	888.88	88
40	20	1.8	1	888.88	88
40	21	3.7	1	888.88	88
40	22	.5	1	888.88	88
40	23	0	15	888.88	88
40	24	1.5	1	888.88	88
40	25	2	1	888.88	88
41	1	888.88	15	888.88	15
41	2	888.88	15	888.88	15
41	3	888.88	15	888.88	15
41	4	888.88	15	888.88	15
41	5	888.88	15	888.88	15
41	6	888.88	15	888.88	15
41	7	888.88	15	888.88	15
41	8	1	10	888.88	88
41	9	.2	10	888.88	88
41	10	.5	10	888.88	88
41	11	4	10	888.88	88
41	12	888.88	15	888.88	15
41	13	888.88	15	888.88	15
41	14	888.88	15	888.88	15
41	15	888.88	15	888.88	15
41	16	1.8	1	888.88	88
