comnro	services	seraval	serchng	serdis	sertme
73	4	1	1	0	5
73	5	2	8	88	88
73	6	1	1	0	5
73	7	1	1	0	10
73	8	1	1	0	0
73	9	1	2	0	0
73	10	1	3	0	0
73	11	1	3	0	0
73	12	1	3	0	0
73	13	2	8	88	88
73	14	2	8	88	88
73	15	2	8	88	88
73	16	2	8	88	88
74	1	2	8	2	15
74	2	2	8	88	20
74	3	2	8	1	15
74	4	2	8	1	15
74	5	2	8	1	15
74	6	1	1	0	5
74	7	1	1	0	2
74	8	1	1	0	0
74	9	1	1	0	0
74	10	2	8	88	88
74	11	1	2	0	0
74	12	2	8	1	15
74	13	2	8	88	15
74	14	2	8	88	88
74	15	1	1	0	88
74	16	8	8	88	88
75	1	2	8	8	60
75	2	2	8	8	60
75	3	2	8	15	80
75	4	1	1	4	25
75	5	2	8	8	60
75	6	1	1	88	88
75	7	2	8	4	25
75	8	2	8	8	60
75	9	2	8	4	25
75	10	1	1	88	88
75	11	1	1	88	88
75	12	2	8	8	60
75	13	2	8	8	60
75	14	2	8	8	60
75	15	2	8	88	88
75	16	2	8	88	88
76	1	2	8	7	25
76	2	2	8	7	25
76	3	2	8	7	25
76	4	1	1	88	88
76	5	2	8	7	25
76	6	1	3	88	88
76	7	1	3	88	88
76	8	2	8	7	25
76	9	1	2	88	88
76	10	1	3	88	88
76	11	1	3	88	88
76	12	2	8	7	25
76	13	2	8	7	25
76	14	2	8	7	25
76	15	2	8	88	88
76	16	2	8	88	88
77	1	2	8	16	75
77	2	2	8	16	75
77	3	2	8	23	240
77	4	1	3	88	88
77	5	2	8	16	75
77	6	1	1	88	88
77	7	1	3	88	88
77	8	2	8	16	75
77	9	2	8	10	60
77	10	1	3	88	88
77	11	1	3	88	88
77	12	2	8	16	75
77	13	2	8	16	75
77	14	2	8	16	75
77	15	2	8	88	88
77	16	2	8	88	88
78	1	2	8	40	180
78	2	2	8	40	180
78	3	2	8	115	174
78	4	1	3	0	8
78	5	2	8	115	174
78	6	1	3	0	8
78	7	1	3	0	8
78	8	2	8	115	174
78	9	2	8	8	90
78	10	1	3	0	8
78	11	1	3	0	8
78	12	2	8	40	180
78	13	2	8	115	174
78	14	2	8	40	180
78	15	2	8	88	88
78	16	2	8	88	88
79	1	2	8	30	240
79	2	2	8	6	120
79	3	2	8	180	164
79	4	1	3	88	88
79	5	2	8	30	240
79	6	2	8	6	120
79	7	1	3	88	88
79	8	2	8	180	164
79	9	2	8	6	120
79	10	2	8	6	120
79	11	1	3	88	88
79	12	2	8	30	240
79	13	2	8	180	164
79	14	2	8	180	164
79	15	8	8	88	88
79	16	8	8	88	88
80	1	2	8	20	120
80	2	1	3	88	88
80	3	2	8	130	164
80	4	1	3	88	88
80	5	2	8	130	164
80	6	1	1	88	88
80	7	1	3	88	88
80	8	2	8	130	164
80	9	1	1	88	88
80	10	1	3	88	88
80	11	1	3	88	88
80	12	2	8	20	120
80	13	2	8	130	164
80	14	2	8	20	120
80	15	2	8	88	88
80	16	2	8	88	88
81	1	2	8	40	74
81	2	2	8	40	74
81	3	2	8	40	74
81	4	1	3	88	88
81	5	2	8	40	74
81	6	2	8	10	120
81	7	1	3	88	88
81	8	2	8	118	88
81	9	2	8	15	44
81	10	1	3	88	88
81	11	1	3	8	88
81	12	2	8	40	74
81	13	2	8	118	88
81	14	2	8	40	74
81	15	2	8	88	88
81	16	2	8	88	88
82	1	2	8	8	25
82	2	2	8	8	25
82	3	2	8	8	25
82	4	1	3	0	88
82	5	2	8	8	25
82	6	1	3	0	88
82	7	2	8	8	88
82	8	2	8	8	88
82	9	1	1	0	88
82	10	2	8	8	25
82	11	1	1	0	88
82	12	2	8	8	25
82	13	2	8	8	25
82	14	2	8	8	88
82	15	2	8	88	88
82	16	2	8	88	88
