CHILDCODE	GFMRIDR5	GFTOFDR5	OFNTYUR5	VLNTYUR5	OFNTSPR5	VLNTSPR5	OFSPYUR5	VLSPYUR5	OFSPNTR5	VLSPNTR5
121018	6	 	 	 	 	 	 	 	 	 
121018	7	 	 	 	 	 	 	 	 	 
121018	8	 	 	 	 	 	 	 	 	 
121018	9	 	 	 	 	 	 	 	 	 
121018	10	 	 	 	 	 	 	 	 	 
121018	11	 	 	 	 	 	 	 	 	 
121018	12	 	 	 	 	 	 	 	 	 
121018	13	 	 	 	 	 	 	 	 	 
121020	1	 	 	 	 	 	 	 	 	 
121020	2	 	 	 	 	 	 	 	 	 
121020	3	 	 	 	 	 	 	 	 	 
121020	4	 	 	 	 	 	 	 	 	 
121020	5	 	 	 	 	 	 	 	 	 
121020	6	 	 	 	 	 	 	 	 	 
121020	7	 	 	 	 	 	 	 	 	 
121020	8	 	 	 	 	 	 	 	 	 
121020	9	 	 	 	 	 	 	 	 	 
121020	10	 	 	 	 	 	 	 	 	 
121020	11	 	 	 	 	 	 	 	 	 
121020	12	 	 	 	 	 	 	 	 	 
121020	13	 	 	 	 	 	 	 	 	 
121021	1	 	 	 	 	 	 	 	 	 
121021	2	 	 	 	 	 	 	 	 	 
121021	3	 	 	 	 	 	 	 	 	 
121021	4	 	 	 	 	 	 	 	 	 
121021	5	 	 	 	 	 	 	 	 	 
121021	6	 	 	 	 	 	 	 	 	 
121021	7	 	 	 	 	 	 	 	 	 
121021	8	 	 	 	 	 	 	 	 	 
121021	9	 	 	 	 	 	 	 	 	 
121021	10	 	 	 	 	 	 	 	 	 
121021	11	 	 	 	 	 	 	 	 	 
121021	12	 	 	 	 	 	 	 	 	 
121021	13	 	 	 	 	 	 	 	 	 
121022	1	 	 	 	 	 	 	 	 	 
121022	2	 	 	 	 	 	 	 	 	 
121022	3	 	 	 	 	 	 	 	 	 
121022	4	 	 	 	 	 	 	 	 	 
121022	5	 	 	 	 	 	 	 	 	 
121022	6	 	 	 	 	 	 	 	 	 
121022	7	 	 	 	 	 	 	 	 	 
121022	8	 	 	 	 	 	 	 	 	 
121022	9	 	 	 	 	 	 	 	 	 
121022	10	 	 	 	 	 	 	 	 	 
121022	11	 	 	 	 	 	 	 	 	 
121022	12	 	 	 	 	 	 	 	 	 
121022	13	 	 	 	 	 	 	 	 	 
121023	1	Y	1	1500	0	 	0	 	0	 
121023	2	N	 	 	 	 	 	 	 	 
121023	3	N	 	 	 	 	 	 	 	 
121023	4	N	 	 	 	 	 	 	 	 
121023	5	Y	1	3000	0	 	1	1000	0	 
121023	6	Y	1	3000	0	 	0	 	1	3000
121023	7	N	 	 	 	 	 	 	 	 
121023	8	N	 	 	 	 	 	 	 	 
121023	9	N	 	 	 	 	 	 	 	 
121023	10	N	 	 	 	 	 	 	 	 
121023	11	N	 	 	 	 	 	 	 	 
121023	12	N	 	 	 	 	 	 	 	 
121023	13	N	 	 	 	 	 	 	 	 
121024	1	 	 	 	 	 	 	 	 	 
121024	2	 	 	 	 	 	 	 	 	 
121024	3	 	 	 	 	 	 	 	 	 
121024	4	 	 	 	 	 	 	 	 	 
121024	5	 	 	 	 	 	 	 	 	 
121024	6	 	 	 	 	 	 	 	 	 
121024	7	 	 	 	 	 	 	 	 	 
121024	8	 	 	 	 	 	 	 	 	 
121024	9	 	 	 	 	 	 	 	 	 
121024	10	 	 	 	 	 	 	 	 	 
121024	11	 	 	 	 	 	 	 	 	 
121024	12	 	 	 	 	 	 	 	 	 
121024	13	 	 	 	 	 	 	 	 	 
121026	1	 	 	 	 	 	 	 	 	 
121026	2	 	 	 	 	 	 	 	 	 
121026	3	 	 	 	 	 	 	 	 	 
121026	4	 	 	 	 	 	 	 	 	 
121026	5	 	 	 	 	 	 	 	 	 
121026	6	 	 	 	 	 	 	 	 	 
121026	7	 	 	 	 	 	 	 	 	 
121026	8	 	 	 	 	 	 	 	 	 
121026	9	 	 	 	 	 	 	 	 	 
121026	10	 	 	 	 	 	 	 	 	 
121026	11	 	 	 	 	 	 	 	 	 
121026	12	 	 	 	 	 	 	 	 	 
121026	13	 	 	 	 	 	 	 	 	 
121027	1	 	 	 	 	 	 	 	 	 
121027	2	 	 	 	 	 	 	 	 	 
121027	3	 	 	 	 	 	 	 	 	 
121027	4	 	 	 	 	 	 	 	 	 
121027	5	 	 	 	 	 	 	 	 	 
121027	6	 	 	 	 	 	 	 	 	 
121027	7	 	 	 	 	 	 	 	 	 
121027	8	 	 	 	 	 	 	 	 	 
121027	9	 	 	 	 	 	 	 	 	 
121027	10	 	 	 	 	 	 	 	 	 
121027	11	 	 	 	 	 	 	 	 	 
121027	12	 	 	 	 	 	 	 	 	 
121027	13	 	 	 	 	 	 	 	 	 
121028	1	Y	1	1000	0	 	0	 	0	 
121028	2	Y	0	 	0	 	1	5000	0	 
121028	3	N	 	 	 	 	 	 	 	 
121028	4	N	 	 	 	 	 	 	 	 
121028	5	N	 	 	 	 	 	 	 	 
121028	6	Y	0	 	0	 	1	2000	0	 
121028	7	Y	0	 	1	3000	0	 	0	 
121028	8	Y	0	 	1	12000	0	 	0	 
121028	9	Y	0	 	0	 	0	 	0	 
121028	10	N	 	 	 	 	 	 	 	 
121028	11	N	 	 	 	 	 	 	 	 
121028	12	N	 	 	 	 	 	 	 	 
121028	13	N	 	 	 	 	 	 	 	 
121030	1	 	 	 	 	 	 	 	 	 
121030	2	 	 	 	 	 	 	 	 	 
121030	3	 	 	 	 	 	 	 	 	 
121030	4	 	 	 	 	 	 	 	 	 
121030	5	 	 	 	 	 	 	 	 	 
121030	6	 	 	 	 	 	 	 	 	 
121030	7	 	 	 	 	 	 	 	 	 
121030	8	 	 	 	 	 	 	 	 	 
121030	9	 	 	 	 	 	 	 	 	 
121030	10	 	 	 	 	 	 	 	 	 
121030	11	 	 	 	 	 	 	 	 	 
121030	12	 	 	 	 	 	 	 	 	 
121030	13	 	 	 	 	 	 	 	 	 
121031	1	 	 	 	 	 	 	 	 	 
121031	2	 	 	 	 	 	 	 	 	 
121031	3	 	 	 	 	 	 	 	 	 
121031	4	 	 	 	 	 	 	 	 	 
121031	5	 	 	 	 	 	 	 	 	 
121031	6	 	 	 	 	 	 	 	 	 
121031	7	 	 	 	 	 	 	 	 	 
121031	8	 	 	 	 	 	 	 	 	 
121031	9	 	 	 	 	 	 	 	 	 
121031	10	 	 	 	 	 	 	 	 	 
121031	11	 	 	 	 	 	 	 	 	 
121031	12	 	 	 	 	 	 	 	 	 
121031	13	 	 	 	 	 	 	 	 	 
121034	1	 	 	 	 	 	 	 	 	 
121034	2	 	 	 	 	 	 	 	 	 
121034	3	 	 	 	 	 	 	 	 	 
121034	4	 	 	 	 	 	 	 	 	 
121034	5	 	 	 	 	 	 	 	 	 
121034	6	 	 	 	 	 	 	 	 	 
121034	7	 	 	 	 	 	 	 	 	 
121034	8	 	 	 	 	 	 	 	 	 
121034	9	 	 	 	 	 	 	 	 	 
121034	10	 	 	 	 	 	 	 	 	 
121034	11	 	 	 	 	 	 	 	 	 
121034	12	 	 	 	 	 	 	 	 	 
121034	13	 	 	 	 	 	 	 	 	 
121037	1	 	 	 	 	 	 	 	 	 
121037	2	 	 	 	 	 	 	 	 	 
121037	3	 	 	 	 	 	 	 	 	 
121037	4	 	 	 	 	 	 	 	 	 
121037	5	 	 	 	 	 	 	 	 	 
121037	6	 	 	 	 	 	 	 	 	 
121037	7	 	 	 	 	 	 	 	 	 
121037	8	 	 	 	 	 	 	 	 	 
121037	9	 	 	 	 	 	 	 	 	 
121037	10	 	 	 	 	 	 	 	 	 
121037	11	 	 	 	 	 	 	 	 	 
121037	12	 	 	 	 	 	 	 	 	 
121037	13	 	 	 	 	 	 	 	 	 
121038	1	 	 	 	 	 	 	 	 	 
121038	2	 	 	 	 	 	 	 	 	 
121038	3	 	 	 	 	 	 	 	 	 
121038	4	 	 	 	 	 	 	 	 	 
121038	5	 	 	 	 	 	 	 	 	 
121038	6	 	 	 	 	 	 	 	 	 
121038	7	 	 	 	 	 	 	 	 	 
121038	8	 	 	 	 	 	 	 	 	 
121038	9	 	 	 	 	 	 	 	 	 
121038	10	 	 	 	 	 	 	 	 	 
121038	11	 	 	 	 	 	 	 	 	 
121038	12	 	 	 	 	 	 	 	 	 
121038	13	 	 	 	 	 	 	 	 	 
121039	1	 	 	 	 	 	 	 	 	 
121039	2	 	 	 	 	 	 	 	 	 
121039	3	 	 	 	 	 	 	 	 	 
121039	4	 	 	 	 	 	 	 	 	 
121039	5	 	 	 	 	 	 	 	 	 
121039	6	 	 	 	 	 	 	 	 	 
121039	7	 	 	 	 	 	 	 	 	 
121039	8	 	 	 	 	 	 	 	 	 
121039	9	 	 	 	 	 	 	 	 	 
121039	10	 	 	 	 	 	 	 	 	 
121039	11	 	 	 	 	 	 	 	 	 
121039	12	 	 	 	 	 	 	 	 	 
121039	13	 	 	 	 	 	 	 	 	 
121040	1	Y	0	 	0	 	1	3600	0	 
121040	2	N	 	 	 	 	 	 	 	 
121040	3	N	 	 	 	 	 	 	 	 
121040	4	N	 	 	 	 	 	 	 	 
121040	5	Y	1	3000	0	 	1	3000	0	 
121040	6	N	 	 	 	 	 	 	 	 
121040	7	Y	0	 	0	 	1	500	1	1500
121040	8	Y	1	4000	0	 	0	 	1	10700
121040	9	N	 	 	 	 	 	 	 	 
121040	10	N	 	 	 	 	 	 	 	 
121040	11	N	 	 	 	 	 	 	 	 
121040	12	N	 	 	 	 	 	 	 	 
121040	13	N	 	 	 	 	 	 	 	 
121043	1	 	 	 	 	 	 	 	 	 
121043	2	 	 	 	 	 	 	 	 	 
121043	3	 	 	 	 	 	 	 	 	 
121043	4	 	 	 	 	 	 	 	 	 
121043	5	 	 	 	 	 	 	 	 	 
121043	6	 	 	 	 	 	 	 	 	 
121043	7	 	 	 	 	 	 	 	 	 
121043	8	 	 	 	 	 	 	 	 	 
121043	9	 	 	 	 	 	 	 	 	 
121043	10	 	 	 	 	 	 	 	 	 
121043	11	 	 	 	 	 	 	 	 	 
121043	12	 	 	 	 	 	 	 	 	 
121043	13	 	 	 	 	 	 	 	 	 
121046	1	Y	0	 	0	 	1	1200	0	 
121046	2	N	 	 	 	 	 	 	 	 
121046	3	N	 	 	 	 	 	 	 	 
121046	4	N	 	 	 	 	 	 	 	 
121046	5	Y	1	1500	0	 	1	1500	0	 
121046	6	N	 	 	 	 	 	 	 	 
121046	7	N	 	 	 	 	 	 	 	 
121046	8	Y	0	 	0	 	0	 	1	8000
121046	9	N	 	 	 	 	 	 	 	 
121046	10	N	 	 	 	 	 	 	 	 
121046	11	N	 	 	 	 	 	 	 	 
121046	12	N	 	 	 	 	 	 	 	 
121046	13	N	 	 	 	 	 	 	 	 
121047	1	 	 	 	 	 	 	 	 	 
121047	2	 	 	 	 	 	 	 	 	 
121047	3	 	 	 	 	 	 	 	 	 
121047	4	 	 	 	 	 	 	 	 	 
121047	5	 	 	 	 	 	 	 	 	 
121047	6	 	 	 	 	 	 	 	 	 
121047	7	 	 	 	 	 	 	 	 	 
121047	8	 	 	 	 	 	 	 	 	 
121047	9	 	 	 	 	 	 	 	 	 
121047	10	 	 	 	 	 	 	 	 	 
121047	11	 	 	 	 	 	 	 	 	 
121047	12	 	 	 	 	 	 	 	 	 
121047	13	 	 	 	 	 	 	 	 	 
121050	1	Y	0	 	0	 	1	1500	0	 
121050	2	N	 	 	 	 	 	 	 	 
121050	3	N	 	 	 	 	 	 	 	 
121050	4	N	 	 	 	 	 	 	 	 
121050	5	N	 	 	 	 	 	 	 	 
121050	6	N	 	 	 	 	 	 	 	 
121050	7	Y	0	 	0	 	0	 	1	500
121050	8	Y	0	 	0	 	0	 	1	7000
121050	9	N	 	 	 	 	 	 	 	 
121050	10	N	 	 	 	 	 	 	 	 
121050	11	N	 	 	 	 	 	 	 	 
121050	12	N	 	 	 	 	 	 	 	 
121050	13	N	 	 	 	 	 	 	 	 
121053	1	Y	1	2000	0	 	0	 	0	 
121053	2	N	 	 	 	 	 	 	 	 
121053	3	N	 	 	 	 	 	 	 	 
121053	4	N	 	 	 	 	 	 	 	 
121053	5	N	 	 	 	 	 	 	 	 
121053	6	N	 	 	 	 	 	 	 	 
121053	7	Y	0	 	0	 	0	 	1	1300
121053	8	N	 	 	 	 	 	 	 	 
121053	9	N	 	 	 	 	 	 	 	 
121053	10	N	 	 	 	 	 	 	 	 
121053	11	N	 	 	 	 	 	 	 	 
121053	12	N	 	 	 	 	 	 	 	 
121053	13	Y	0	 	0	 	0	 	1	1500
121054	1	 	 	 	 	 	 	 	 	 
121054	2	 	 	 	 	 	 	 	 	 
121054	3	 	 	 	 	 	 	 	 	 
121054	4	 	 	 	 	 	 	 	 	 
121054	5	 	 	 	 	 	 	 	 	 
121054	6	 	 	 	 	 	 	 	 	 
121054	7	 	 	 	 	 	 	 	 	 
121054	8	 	 	 	 	 	 	 	 	 
121054	9	 	 	 	 	 	 	 	 	 
121054	10	 	 	 	 	 	 	 	 	 
121054	11	 	 	 	 	 	 	 	 	 
121054	12	 	 	 	 	 	 	 	 	 
121054	13	 	 	 	 	 	 	 	 	 
121055	1	 	 	 	 	 	 	 	 	 
121055	2	 	 	 	 	 	 	 	 	 
121055	3	 	 	 	 	 	 	 	 	 
121055	4	 	 	 	 	 	 	 	 	 
121055	5	 	 	 	 	 	 	 	 	 
121055	6	 	 	 	 	 	 	 	 	 
121055	7	 	 	 	 	 	 	 	 	 
121055	8	 	 	 	 	 	 	 	 	 
121055	9	 	 	 	 	 	 	 	 	 
121055	10	 	 	 	 	 	 	 	 	 
121055	11	 	 	 	 	 	 	 	 	 
121055	12	 	 	 	 	 	 	 	 	 
121055	13	 	 	 	 	 	 	 	 	 
121057	1	N	 	 	 	 	 	 	 	 
121057	2	N	 	 	 	 	 	 	 	 
121057	3	N	 	 	 	 	 	 	 	 
121057	4	N	 	 	 	 	 	 	 	 
121057	5	N	 	 	 	 	 	 	 	 
121057	6	N	 	 	 	 	 	 	 	 
121057	7	N	 	 	 	 	 	 	 	 
121057	8	N	 	 	 	 	 	 	 	 
121057	9	N	 	 	 	 	 	 	 	 
121057	10	N	 	 	 	 	 	 	 	 
121057	11	N	 	 	 	 	 	 	 	 
121057	12	N	 	 	 	 	 	 	 	 
121057	13	N	 	 	 	 	 	 	 	 
131001	1	 	 	 	 	 	 	 	 	 
131001	2	 	 	 	 	 	 	 	 	 
131001	3	 	 	 	 	 	 	 	 	 
131001	4	 	 	 	 	 	 	 	 	 
131001	5	 	 	 	 	 	 	 	 	 
131001	6	 	 	 	 	 	 	 	 	 
131001	7	 	 	 	 	 	 	 	 	 
131001	8	 	 	 	 	 	 	 	 	 
131001	9	 	 	 	 	 	 	 	 	 
131001	10	 	 	 	 	 	 	 	 	 
131001	11	 	 	 	 	 	 	 	 	 
131001	12	 	 	 	 	 	 	 	 	 
131001	13	 	 	 	 	 	 	 	 	 
131004	1	 	 	 	 	 	 	 	 	 
131004	2	 	 	 	 	 	 	 	 	 
131004	3	 	 	 	 	 	 	 	 	 
131004	4	 	 	 	 	 	 	 	 	 
131004	5	 	 	 	 	 	 	 	 	 
131004	6	 	 	 	 	 	 	 	 	 
131004	7	 	 	 	 	 	 	 	 	 
131004	8	 	 	 	 	 	 	 	 	 
131004	9	 	 	 	 	 	 	 	 	 
131004	10	 	 	 	 	 	 	 	 	 
131004	11	 	 	 	 	 	 	 	 	 
131004	12	 	 	 	 	 	 	 	 	 
131004	13	 	 	 	 	 	 	 	 	 
131005	1	 	 	 	 	 	 	 	 	 
131005	2	 	 	 	 	 	 	 	 	 
131005	3	 	 	 	 	 	 	 	 	 
131005	4	 	 	 	 	 	 	 	 	 
131005	5	 	 	 	 	 	 	 	 	 
131005	6	 	 	 	 	 	 	 	 	 
131005	7	 	 	 	 	 	 	 	 	 
131005	8	 	 	 	 	 	 	 	 	 
131005	9	 	 	 	 	 	 	 	 	 
131005	10	 	 	 	 	 	 	 	 	 
131005	11	 	 	 	 	 	 	 	 	 
131005	12	 	 	 	 	 	 	 	 	 
131005	13	 	 	 	 	 	 	 	 	 
131006	1	 	 	 	 	 	 	 	 	 
131006	2	 	 	 	 	 	 	 	 	 
131006	3	 	 	 	 	 	 	 	 	 
131006	4	 	 	 	 	 	 	 	 	 
131006	5	 	 	 	 	 	 	 	 	 
131006	6	 	 	 	 	 	 	 	 	 
131006	7	 	 	 	 	 	 	 	 	 
131006	8	 	 	 	 	 	 	 	 	 
131006	9	 	 	 	 	 	 	 	 	 
131006	10	 	 	 	 	 	 	 	 	 
131006	11	 	 	 	 	 	 	 	 	 
131006	12	 	 	 	 	 	 	 	 	 
131006	13	 	 	 	 	 	 	 	 	 
131007	1	 	 	 	 	 	 	 	 	 
131007	2	 	 	 	 	 	 	 	 	 
131007	3	 	 	 	 	 	 	 	 	 
131007	4	 	 	 	 	 	 	 	 	 
131007	5	 	 	 	 	 	 	 	 	 
131007	6	 	 	 	 	 	 	 	 	 
131007	7	 	 	 	 	 	 	 	 	 
131007	8	 	 	 	 	 	 	 	 	 
131007	9	 	 	 	 	 	 	 	 	 
131007	10	 	 	 	 	 	 	 	 	 
131007	11	 	 	 	 	 	 	 	 	 
131007	12	 	 	 	 	 	 	 	 	 
131007	13	 	 	 	 	 	 	 	 	 
131008	1	 	 	 	 	 	 	 	 	 
131008	2	 	 	 	 	 	 	 	 	 
131008	3	 	 	 	 	 	 	 	 	 
131008	4	 	 	 	 	 	 	 	 	 
131008	5	 	 	 	 	 	 	 	 	 
131008	6	 	 	 	 	 	 	 	 	 
131008	7	 	 	 	 	 	 	 	 	 
131008	8	 	 	 	 	 	 	 	 	 
131008	9	 	 	 	 	 	 	 	 	 
131008	10	 	 	 	 	 	 	 	 	 
131008	11	 	 	 	 	 	 	 	 	 
131008	12	 	 	 	 	 	 	 	 	 
131008	13	 	 	 	 	 	 	 	 	 
131009	1	 	 	 	 	 	 	 	 	 
131009	2	 	 	 	 	 	 	 	 	 
131009	3	 	 	 	 	 	 	 	 	 
131009	4	 	 	 	 	 	 	 	 	 
131009	5	 	 	 	 	 	 	 	 	 
131009	6	 	 	 	 	 	 	 	 	 
131009	7	 	 	 	 	 	 	 	 	 
131009	8	 	 	 	 	 	 	 	 	 
131009	9	 	 	 	 	 	 	 	 	 
131009	10	 	 	 	 	 	 	 	 	 
131009	11	 	 	 	 	 	 	 	 	 
131009	12	 	 	 	 	 	 	 	 	 
131009	13	 	 	 	 	 	 	 	 	 
131010	1	N	 	 	 	 	 	 	 	 
131010	2	N	 	 	 	 	 	 	 	 
131010	3	N	 	 	 	 	 	 	 	 
131010	4	N	 	 	 	 	 	 	 	 
131010	5	N	 	 	 	 	 	 	 	 
131010	6	N	 	 	 	 	 	 	 	 
131010	7	Y	1	3000	1	5000	1	2000	0	 
131010	8	N	 	 	 	 	 	 	 	 
131010	9	N	 	 	 	 	 	 	 	 
131010	10	N	 	 	 	 	 	 	 	 
131010	11	N	 	 	 	 	 	 	 	 
131010	12	N	 	 	 	 	 	 	 	 
131010	13	N	 	 	 	 	 	 	 	 
131011	1	 	 	 	 	 	 	 	 	 
131011	2	 	 	 	 	 	 	 	 	 
131011	3	 	 	 	 	 	 	 	 	 
131011	4	 	 	 	 	 	 	 	 	 
131011	5	 	 	 	 	 	 	 	 	 
131011	6	 	 	 	 	 	 	 	 	 
131011	7	 	 	 	 	 	 	 	 	 
131011	8	 	 	 	 	 	 	 	 	 
131011	9	 	 	 	 	 	 	 	 	 
131011	10	 	 	 	 	 	 	 	 	 
131011	11	 	 	 	 	 	 	 	 	 
131011	12	 	 	 	 	 	 	 	 	 
131011	13	 	 	 	 	 	 	 	 	 
131012	1	 	 	 	 	 	 	 	 	 
131012	2	 	 	 	 	 	 	 	 	 
131012	3	 	 	 	 	 	 	 	 	 
131012	4	 	 	 	 	 	 	 	 	 
131012	5	 	 	 	 	 	 	 	 	 
131012	6	 	 	 	 	 	 	 	 	 
131012	7	 	 	 	 	 	 	 	 	 
131012	8	 	 	 	 	 	 	 	 	 
131012	9	 	 	 	 	 	 	 	 	 
131012	10	 	 	 	 	 	 	 	 	 
131012	11	 	 	 	 	 	 	 	 	 
131012	12	 	 	 	 	 	 	 	 	 
131012	13	 	 	 	 	 	 	 	 	 
131013	1	Y	0	 	0	 	1	3700	0	 
131013	2	N	 	 	 	 	 	 	 	 
131013	3	N	 	 	 	 	 	 	 	 
131013	4	N	 	 	 	 	 	 	 	 
131013	5	N	 	 	 	 	 	 	 	 
131013	6	N	 	 	 	 	 	 	 	 
131013	7	Y	0	 	0	 	1	2500	0	 
131013	8	Y	0	 	0	 	0	 	1	1500
131013	9	N	 	 	 	 	 	 	 	 
131013	10	N	 	 	 	 	 	 	 	 
131013	11	N	 	 	 	 	 	 	 	 
131013	12	N	 	 	 	 	 	 	 	 
131013	13	N	 	 	 	 	 	 	 	 
131015	1	 	 	 	 	 	 	 	 	 
131015	2	 	 	 	 	 	 	 	 	 
131015	3	 	 	 	 	 	 	 	 	 
131015	4	 	 	 	 	 	 	 	 	 
131015	5	 	 	 	 	 	 	 	 	 
131015	6	 	 	 	 	 	 	 	 	 
131015	7	 	 	 	 	 	 	 	 	 
131015	8	 	 	 	 	 	 	 	 	 
131015	9	 	 	 	 	 	 	 	 	 
131015	10	 	 	 	 	 	 	 	 	 
131015	11	 	 	 	 	 	 	 	 	 
131015	12	 	 	 	 	 	 	 	 	 
131015	13	 	 	 	 	 	 	 	 	 
131016	1	 	 	 	 	 	 	 	 	 
131016	2	 	 	 	 	 	 	 	 	 
131016	3	 	 	 	 	 	 	 	 	 
131016	4	 	 	 	 	 	 	 	 	 
131016	5	 	 	 	 	 	 	 	 	 
131016	6	 	 	 	 	 	 	 	 	 
131016	7	 	 	 	 	 	 	 	 	 
131016	8	 	 	 	 	 	 	 	 	 
131016	9	 	 	 	 	 	 	 	 	 
131016	10	 	 	 	 	 	 	 	 	 
131016	11	 	 	 	 	 	 	 	 	 
131016	12	 	 	 	 	 	 	 	 	 
131016	13	 	 	 	 	 	 	 	 	 
131018	1	 	 	 	 	 	 	 	 	 
131018	2	 	 	 	 	 	 	 	 	 
131018	3	 	 	 	 	 	 	 	 	 
131018	4	 	 	 	 	 	 	 	 	 
131018	5	 	 	 	 	 	 	 	 	 
131018	6	 	 	 	 	 	 	 	 	 
131018	7	 	 	 	 	 	 	 	 	 
131018	8	 	 	 	 	 	 	 	 	 
131018	9	 	 	 	 	 	 	 	 	 
131018	10	 	 	 	 	 	 	 	 	 
131018	11	 	 	 	 	 	 	 	 	 
131018	12	 	 	 	 	 	 	 	 	 
131018	13	 	 	 	 	 	 	 	 	 
131020	1	 	 	 	 	 	 	 	 	 
131020	2	 	 	 	 	 	 	 	 	 
131020	3	 	 	 	 	 	 	 	 	 
131020	4	 	 	 	 	 	 	 	 	 
131020	5	 	 	 	 	 	 	 	 	 
131020	6	 	 	 	 	 	 	 	 	 
131020	7	 	 	 	 	 	 	 	 	 
131020	8	 	 	 	 	 	 	 	 	 
131020	9	 	 	 	 	 	 	 	 	 
131020	10	 	 	 	 	 	 	 	 	 
131020	11	 	 	 	 	 	 	 	 	 
131020	12	 	 	 	 	 	 	 	 	 
131020	13	 	 	 	 	 	 	 	 	 
131021	1	 	 	 	 	 	 	 	 	 
131021	2	 	 	 	 	 	 	 	 	 
131021	3	 	 	 	 	 	 	 	 	 
131021	4	 	 	 	 	 	 	 	 	 
131021	5	 	 	 	 	 	 	 	 	 
131021	6	 	 	 	 	 	 	 	 	 
131021	7	 	 	 	 	 	 	 	 	 
131021	8	 	 	 	 	 	 	 	 	 
131021	9	 	 	 	 	 	 	 	 	 
131021	10	 	 	 	 	 	 	 	 	 
131021	11	 	 	 	 	 	 	 	 	 
131021	12	 	 	 	 	 	 	 	 	 
131021	13	 	 	 	 	 	 	 	 	 
131022	1	 	 	 	 	 	 	 	 	 
131022	2	 	 	 	 	 	 	 	 	 
131022	3	 	 	 	 	 	 	 	 	 
131022	4	 	 	 	 	 	 	 	 	 
131022	5	 	 	 	 	 	 	 	 	 
131022	6	 	 	 	 	 	 	 	 	 
131022	7	 	 	 	 	 	 	 	 	 
131022	8	 	 	 	 	 	 	 	 	 
131022	9	 	 	 	 	 	 	 	 	 
131022	10	 	 	 	 	 	 	 	 	 
131022	11	 	 	 	 	 	 	 	 	 
131022	12	 	 	 	 	 	 	 	 	 
131022	13	 	 	 	 	 	 	 	 	 
131023	1	 	 	 	 	 	 	 	 	 
131023	2	 	 	 	 	 	 	 	 	 
131023	3	 	 	 	 	 	 	 	 	 
131023	4	 	 	 	 	 	 	 	 	 
131023	5	 	 	 	 	 	 	 	 	 
131023	6	 	 	 	 	 	 	 	 	 
131023	7	 	 	 	 	 	 	 	 	 
131023	8	 	 	 	 	 	 	 	 	 
131023	9	 	 	 	 	 	 	 	 	 
131023	10	 	 	 	 	 	 	 	 	 
131023	11	 	 	 	 	 	 	 	 	 
131023	12	 	 	 	 	 	 	 	 	 
131023	13	 	 	 	 	 	 	 	 	 
131024	1	 	 	 	 	 	 	 	 	 
131024	2	 	 	 	 	 	 	 	 	 
131024	3	 	 	 	 	 	 	 	 	 
131024	4	 	 	 	 	 	 	 	 	 
131024	5	 	 	 	 	 	 	 	 	 
131024	6	 	 	 	 	 	 	 	 	 
131024	7	 	 	 	 	 	 	 	 	 
131024	8	 	 	 	 	 	 	 	 	 
131024	9	 	 	 	 	 	 	 	 	 
131024	10	 	 	 	 	 	 	 	 	 
131024	11	 	 	 	 	 	 	 	 	 
131024	12	 	 	 	 	 	 	 	 	 
131024	13	 	 	 	 	 	 	 	 	 
131025	1	 	 	 	 	 	 	 	 	 
131025	2	 	 	 	 	 	 	 	 	 
131025	3	 	 	 	 	 	 	 	 	 
131025	4	 	 	 	 	 	 	 	 	 
131025	5	 	 	 	 	 	 	 	 	 
131025	6	 	 	 	 	 	 	 	 	 
131025	7	 	 	 	 	 	 	 	 	 
131025	8	 	 	 	 	 	 	 	 	 
131025	9	 	 	 	 	 	 	 	 	 
131025	10	 	 	 	 	 	 	 	 	 
131025	11	 	 	 	 	 	 	 	 	 
131025	12	 	 	 	 	 	 	 	 	 
131025	13	 	 	 	 	 	 	 	 	 
131026	1	 	 	 	 	 	 	 	 	 
131026	2	 	 	 	 	 	 	 	 	 
131026	3	 	 	 	 	 	 	 	 	 
131026	4	 	 	 	 	 	 	 	 	 
131026	5	 	 	 	 	 	 	 	 	 
131026	6	 	 	 	 	 	 	 	 	 
131026	7	 	 	 	 	 	 	 	 	 
131026	8	 	 	 	 	 	 	 	 	 
131026	9	 	 	 	 	 	 	 	 	 
131026	10	 	 	 	 	 	 	 	 	 
131026	11	 	 	 	 	 	 	 	 	 
131026	12	 	 	 	 	 	 	 	 	 
131026	13	 	 	 	 	 	 	 	 	 
131027	1	Y	1	350	0	 	1	350	0	 
131027	2	N	 	 	 	 	 	 	 	 
131027	3	N	 	 	 	 	 	 	 	 
131027	4	N	 	 	 	 	 	 	 	 
131027	5	N	 	 	 	 	 	 	 	 
131027	6	N	 	 	 	 	 	 	 	 
131027	7	Y	1	1010	0	 	0	 	0	 
131027	8	N	 	 	 	 	 	 	 	 
131027	9	N	 	 	 	 	 	 	 	 
131027	10	N	 	 	 	 	 	 	 	 
131027	11	N	 	 	 	 	 	 	 	 
131027	12	N	 	 	 	 	 	 	 	 
131027	13	N	 	 	 	 	 	 	 	 
131028	1	Y	1	2800	1	1650	0	 	0	 
131028	2	N	 	 	 	 	 	 	 	 
131028	3	N	 	 	 	 	 	 	 	 
131028	4	N	 	 	 	 	 	 	 	 
131028	5	N	 	 	 	 	 	 	 	 
131028	6	N	 	 	 	 	 	 	 	 
131028	7	N	 	 	 	 	 	 	 	 
131028	8	N	 	 	 	 	 	 	 	 
