CHILDCODE	LANGIDR5	LNCNSPR5	LNSPKR5	LNREADR5	LNWRTER5
141013	2	19	2	1	1
141013	3	6	3	1	1
141014	1	2	1	1	1
141014	2	6	1	1	1
141014	3	19	2	2	2
141015	1	2	1	1	1
141015	2	19	2	2	2
141016	1	2	1	1	1
141016	2	19	3	3	3
141017	1	2	1	1	1
141017	2	16	1	3	5
141017	3	19	2	1	1
141019	1	2	1	1	1
141019	2	19	4	3	3
141020	1	2	1	1	1
141020	2	16	3	5	5
141020	3	19	3	3	3
141022	1	2	1	1	1
141022	2	19	3	3	3
141022	3	12	4	5	5
141023	1	2	1	1	1
141023	2	19	1	1	1
141025	1	2	1	1	1
141025	2	19	3	2	2
141026	1	2	1	1	1
141026	2	19	4	3	3
141026	3	12	4	3	4
141028	1	2	1	1	1
141028	2	19	2	2	2
141028	3	12	4	2	3
141030	1	2	1	1	1
141030	2	19	2	1	2
141031	1	2	1	1	1
141031	2	12	2	2	2
141031	3	19	3	1	1
141032	1	2	1	1	1
141032	2	19	2	2	2
141033	1	2	1	1	1
141033	2	19	2	2	2
141034	1	2	1	1	1
141034	2	19	3	2	2
141035	1	2	1	1	1
141035	2	16	1	3	3
141035	3	19	1	1	1
141036	1	2	1	1	1
141036	2	19	2	1	2
141036	3	16	3	5	5
141038	1	2	1	1	1
141038	2	19	2	2	2
141039	1	2	1	1	1
141039	2	11	2	2	3
141039	3	19	3	2	2
141040	1	1	1	1	1
141040	2	11	2	2	5
141040	3	19	3	2	2
141040	4	16	2	5	5
141041	1	2	1	1	1
141041	2	16	3	4	3
141041	3	19	3	3	3
141042	1	16	1	4	4
141042	2	2	1	1	2
141044	1	16	1	1	1
141044	2	2	2	2	2
141044	3	19	3	2	1
141045	1	2	1	1	1
141045	2	19	3	2	2
141046	1	2	1	1	1
141046	2	16	2	4	4
141046	3	19	4	2	4
141047	1	2	1	1	1
141047	2	19	2	2	2
141048	1	2	1	1	1
141048	2	19	1	1	2
141048	3	15	2	3	3
141049	1	2	1	1	1
141049	2	19	4	2	2
141050	1	2	1	1	1
141050	2	18	1	4	4
141050	3	16	1	1	1
141050	4	19	2	2	2
151001	1	12	1	5	5
151001	2	2	3	5	5
151002	1	12	1	1	1
151002	2	2	1	1	1
151002	3	19	2	2	2
151005	1	12	1	2	2
151005	2	2	4	5	5
151008	1	12	1	1	1
151008	2	2	3	3	4
151009	1	12	1	1	1
151009	2	2	3	3	4
151010	1	12	1	1	1
151010	2	2	1	1	1
151010	3	19	3	2	2
151011	1	12	1	1	1
151012	1	12	1	2	2
151012	2	2	2	3	3
151012	3	19	4	3	3
151014	1	12	1	1	1
151014	2	2	2	2	2
151014	3	19	4	3	3
151015	1	12	1	1	1
151015	2	2	2	2	2
151015	3	19	3	2	2
151016	1	12	1	1	1
151016	2	2	2	2	1
151016	3	19	4	3	1
151018	1	12	1	3	4
151019	1	12	1	1	1
151020	1	12	1	1	1
151020	2	2	2	2	2
151020	3	19	3	3	4
151021	1	12	1	2	2
151021	2	2	2	2	2
151023	1	12	1	3	3
151023	2	2	2	3	3
151023	3	19	4	4	4
151024	1	2	1	1	1
151024	2	12	1	2	3
151024	3	19	4	2	3
151025	1	12	1	2	2
151025	2	2	2	2	2
151025	3	19	4	3	3
151026	1	12	1	1	1
151026	2	2	1	1	1
151026	3	19	2	2	2
151027	1	12	1	1	1
151027	2	2	3	2	2
151027	3	19	3	3	4
151028	1	12	1	1	1
151028	2	2	2	3	3
151028	3	11	3	3	3
151028	4	5	4	3	3
151028	5	19	3	3	3
151029	1	2	2	2	2
151029	2	12	1	2	2
151029	3	19	2	1	1
151030	1	12	1	1	1
151030	2	19	5	3	3
151031	1	12	1	3	3
151032	1	12	1	1	1
151032	2	2	2	2	2
151033	1	12	1	1	1
151033	2	2	2	1	1
151033	3	19	4	1	2
151034	1	12	1	1	1
151034	2	2	1	1	1
151034	3	19	4	1	2
151039	1	12	1	2	2
151041	1	12	1	1	1
151041	2	2	3	3	3
151041	3	19	4	3	4
151042	1	12	1	4	3
151043	1	12	1	1	1
151043	2	2	2	3	3
151043	3	19	4	3	3
151044	1	12	1	2	2
151044	2	2	3	2	3
151044	3	19	4	3	4
151045	1	12	1	1	1
151045	2	2	3	1	2
151045	3	19	4	2	2
151049	1	12	1	1	1
151049	2	2	4	4	4
151051	1	12	1	1	1
151051	2	2	4	3	3
151051	3	19	4	4	4
151052	1	12	1	1	1
151052	2	2	4	3	3
151052	3	19	5	3	3
151053	1	2	3	2	2
151053	2	12	1	2	2
151053	3	19	4	3	3
151054	1	12	1	2	2
151054	2	2	3	4	4
151056	1	12	1	3	4
151056	2	2	3	4	4
151058	1	12	1	1	1
151058	2	2	2	3	3
151058	3	19	4	2	2
151058	4	18	2	5	5
151059	1	12	1	1	1
151059	2	2	3	4	4
151064	1	12	1	1	1
151064	2	2	1	1	1
151064	3	19	3	1	2
151066	1	12	1	1	1
151066	2	2	2	2	2
151067	1	12	1	1	1
151067	2	2	3	2	2
151068	1	12	1	1	1
151068	2	2	2	2	2
151068	3	19	3	2	3
151069	1	12	1	3	3
151069	2	2	4	4	4
151070	1	12	1	5	5
151070	2	2	4	5	5
161003	1	2	2	1	1
161003	2	7	1	1	1
161006	1	7	1	2	3
161006	2	2	2	2	3
161007	1	7	1	2	2
161007	2	2	3	3	2
161008	1	7	1	2	2
161008	2	2	3	3	3
161009	1	7	1	1	1
161009	2	2	3	2	2
161009	3	19	3	2	3
161010	1	7	1	2	2
161010	2	2	2	2	2
161011	1	7	1	1	1
161011	2	2	3	3	3
161013	1	7	1	1	1
161013	2	2	2	2	2
161013	3	19	4	4	2
161016	1	7	1	1	1
161016	2	2	1	1	1
161016	3	13	5	2	3
161016	4	19	5	3	2
161017	1	7	1	2	3
161017	2	2	2	2	3
161017	3	13	2	2	4
161018	1	7	1	1	1
161018	2	2	1	1	1
161018	3	19	5	3	2
161019	1	7	1	1	1
161019	2	2	3	2	2
161020	1	7	1	3	3
161020	2	2	2	3	3
161020	3	18	3	5	5
161021	1	7	1	4	2
161021	2	2	2	3	3
161021	3	13	4	5	5
161021	4	19	4	4	2
161022	1	7	1	2	2
161022	2	2	3	2	3
161023	1	7	1	1	1
161023	2	2	1	1	1
161023	3	19	2	1	1
161024	1	7	1	1	1
161024	2	2	2	2	2
161024	3	19	3	3	3
161025	1	7	1	5	5
161025	2	2	3	5	5
161026	1	7	1	2	2
161026	2	2	2	2	2
161029	1	7	1	1	1
161029	2	2	3	2	2
161029	3	13	2	3	3
161029	4	19	5	3	3
161030	1	13	1	1	1
161030	2	7	2	2	2
161030	3	12	4	4	4
161031	1	7	1	1	1
161031	2	2	2	1	1
161031	3	19	4	3	3
161032	1	7	1	1	1
161032	2	2	2	2	3
161032	3	19	4	4	3
161034	1	7	1	1	1
161034	2	2	2	2	2
161034	3	19	4	3	2
161035	1	7	1	1	1
161035	2	2	2	2	2
161037	1	7	1	1	1
161037	2	7	1	1	1
161037	3	19	2	2	1
161038	1	7	1	3	3
161038	2	2	3	4	4
161038	3	19	5	4	4
161039	1	7	1	1	1
161039	2	2	3	3	3
161039	3	13	4	3	3
161039	4	19	5	2	4
161041	1	7	1	1	1
161041	2	2	1	2	3
161042	1	7	1	1	1
161042	2	2	2	2	2
161042	3	13	3	4	4
161043	1	7	1	2	1
161043	2	19	5	4	3
161044	1	2	1	1	1
161044	2	7	1	1	1
161045	1	7	1	1	1
161045	2	2	2	2	2
161045	3	13	3	3	2
161046	1	7	1	5	4
161046	2	2	4	5	5
161048	1	7	1	5	5
161048	2	13	1	5	5
161048	3	2	3	4	4
161048	4	18	4	5	5
161049	1	7	1	1	1
161049	2	2	4	5	4
161050	1	7	1	3	3
161050	2	2	3	3	3
171001	1	15	1	5	4
171002	1	15	1	2	2
171003	1	15	1	1	1
171003	2	2	2	2	2
171003	3	19	3	2	2
171006	1	15	1	2	2
171006	2	2	5	3	3
171006	3	19	5	4	4
171007	1	15	1	2	2
171008	1	15	1	1	1
171008	2	2	2	2	2
171009	1	15	1	1	1
171009	2	2	1	1	1
171009	3	19	5	1	3
171010	1	15	1	1	1
171010	2	2	5	2	2
171010	3	19	5	4	2
171012	1	15	1	5	5
171012	2	2	3	5	5
171014	1	15	1	1	1
171014	2	2	3	1	1
171014	3	19	5	1	4
171016	1	15	1	1	1
171016	2	2	5	2	2
171017	1	15	1	2	2
171019	1	15	1	5	5
171020	1	15	1	1	1
171020	2	2	5	3	3
171020	3	19	5	4	4
171021	1	15	1	2	2
171021	2	2	3	2	2
171021	3	19	5	4	4
171022	1	15	1	1	1
171022	2	2	4	2	2
171022	3	19	4	2	3
171023	1	15	1	2	2
171023	2	2	3	4	4
171025	1	15	1	1	1
171025	2	2	2	2	1
171025	3	19	3	2	1
171026	1	15	1	5	5
171028	1	15	1	1	1
171028	2	2	5	2	2
171028	3	19	5	2	2
171029	1	15	1	1	1
171029	2	2	3	2	2
171029	3	19	5	2	2
171031	1	15	1	1	1
171031	2	2	3	1	1
171031	3	19	5	2	2
171032	1	15	1	3	2
171032	2	2	4	4	2
171033	1	15	1	1	1
171033	2	2	4	2	2
171033	3	19	5	3	2
171034	1	15	1	1	1
171034	2	2	4	2	2
171034	3	19	5	4	4
171035	1	15	1	5	4
171038	1	2	2	1	1
171038	2	15	1	1	1
171038	3	19	3	1	1
171040	1	15	1	2	2
171040	2	2	3	2	2
171040	3	19	4	3	3
171042	1	15	1	1	1
171042	2	2	5	2	2
171042	3	19	5	3	3
171043	1	15	1	1	1
171043	2	2	2	2	2
171043	3	19	5	4	4
171045	1	2	5	4	3
171045	2	15	1	2	2
171045	3	19	5	4	4
171046	1	15	1	1	1
171047	1	15	1	2	2
171047	2	2	5	4	4
171048	1	15	1	1	1
171048	2	2	3	1	1
171048	3	19	4	1	1
171049	1	15	1	1	1
171049	2	2	5	2	2
171050	1	15	1	4	5
181001	1	2	3	1	1
181001	2	15	1	1	1
181001	3	19	4	1	1
181002	1	15	1	2	2
181002	2	2	3	2	2
181002	3	11	4	5	5
181002	4	19	4	3	3
181003	1	15	1	5	5
181005	1	15	1	2	2
181005	2	2	2	3	3
181005	3	19	4	4	4
181006	1	15	1	1	1
181006	2	2	1	1	1
181006	3	19	4	4	4
181007	1	2	4	2	2
181007	2	19	1	1	1
181010	1	15	1	1	1
181010	2	2	4	1	1
181010	3	19	5	4	4
181012	1	15	1	1	1
181012	2	2	2	1	1
181012	3	19	4	2	2
181013	1	15	1	1	1
181013	2	2	3	2	2
181013	3	19	4	3	3
181014	1	15	1	1	1
181014	2	2	3	3	3
181016	1	15	1	1	1
181016	2	2	3	1	1
181016	3	19	3	2	3
181017	1	15	1	3	1
181017	2	2	4	3	2
181017	3	19	5	5	5
181019	1	15	1	1	1
181019	2	2	4	2	2
181020	1	15	1	1	1
181020	2	2	2	2	2
181020	3	19	4	2	2
181021	1	15	1	1	1
181021	2	2	1	1	1
181021	3	19	4	4	4
181021	4	1	4	5	5
181022	1	15	1	1	1
181022	2	2	3	2	2
181022	3	19	5	3	3
181023	1	15	1	1	1
181023	2	2	4	3	2
181023	3	19	4	4	3
181024	1	15	1	1	1
181024	2	2	2	2	2
181024	3	19	4	2	2
181025	1	2	2	2	2
181025	2	15	1	1	1
181025	3	19	4	4	4
181026	1	15	1	1	1
181026	2	2	2	1	1
181026	3	19	3	1	1
181027	1	15	1	1	1
181027	2	2	3	1	1
181027	3	19	4	2	2
181028	1	15	1	1	1
181028	2	2	4	2	2
181029	1	15	1	1	1
181029	2	2	4	3	2
181032	1	15	1	1	1
181032	2	2	3	4	3
181033	1	2	4	1	1
181033	2	15	1	1	1
181033	3	19	5	3	3
181034	1	15	1	1	1
181034	2	2	2	1	1
181034	3	19	4	1	1
181036	1	15	1	4	4
181036	2	2	5	5	5
181036	3	19	5	5	5
181037	1	15	1	1	1
181037	2	2	4	1	1
181037	3	19	5	2	1
181038	1	2	1	1	1
181038	2	15	1	1	1
181038	3	19	4	3	3
181039	1	15	1	2	2
181039	2	2	2	2	2
181039	3	19	3	2	2
181039	4	3	4	2	4
181040	1	15	1	1	1
181040	2	2	2	1	1
181041	1	15	1	1	1
181041	2	2	3	1	1
181041	3	19	4	3	3
181043	1	2	2	1	1
181043	2	15	1	1	1
181043	3	19	3	2	2
181045	1	2	4	2	2
181045	2	15	1	1	1
181045	3	19	5	3	3
181047	1	15	1	1	1
181047	2	19	5	3	2
181047	3	2	3	1	1
181048	1	2	4	2	1
181048	2	15	1	1	1
181048	3	19	5	3	4
181049	1	15	1	1	1
181049	2	2	3	1	1
181049	3	19	4	3	3
181050	1	2	3	3	3
181050	2	15	1	1	1
181050	3	19	5	4	4
191001	1	15	1	1	1
191001	2	2	1	1	1
191001	3	19	4	3	3
191002	1	15	1	2	2
191003	1	15	1	1	1
191003	2	2	2	2	1
191004	1	2	3	1	1
191004	2	15	1	1	1
191004	3	19	4	2	2
191005	1	15	1	1	1
191005	2	2	3	2	2
191006	1	15	1	1	1
191006	2	2	2	2	2
191007	1	15	1	1	1
191007	2	2	1	1	1
191007	3	19	2	3	2
191009	1	2	2	2	2
191009	2	15	1	1	1
191009	3	19	4	3	2
191010	1	15	1	1	1
191011	1	15	1	1	1
191011	2	2	3	1	1
191012	1	15	1	1	1
191012	2	2	3	3	3
191012	3	19	5	3	4
191013	1	15	1	1	1
191013	2	2	3	2	2
191014	1	19	5	3	5
191014	2	2	1	1	1
191014	3	15	1	1	1
191014	4	18	1	5	5
191015	1	15	1	1	1
191015	2	2	4	2	3
191016	1	2	3	3	2
191016	2	15	1	1	1
191016	3	19	4	3	2
191017	1	2	1	1	1
191017	2	15	1	1	1
191017	3	19	5	3	3
191018	1	15	1	1	1
191018	2	2	2	1	1
191018	3	19	4	2	2
191022	1	15	1	1	1
191022	2	2	1	1	1
191022	3	19	3	3	3
191023	1	15	1	1	1
191023	2	2	1	1	1
191023	3	19	3	1	1
191024	1	2	3	1	1
191024	2	15	1	1	1
191024	3	19	4	1	3
191026	1	15	1	1	1
191026	2	2	3	1	1
191026	3	19	4	3	3
191027	1	15	1	1	1
191027	2	2	1	1	1
191027	3	19	5	4	3
191029	1	15	1	1	1
191029	2	2	3	1	1
191029	3	19	5	1	1
191030	1	2	3	3	1
191030	2	15	1	1	1
191030	3	18	3	4	5
191031	1	19	2	1	1
191031	2	2	3	1	1
191031	3	15	1	1	1
191033	1	19	3	1	1
191033	2	2	1	1	1
191033	3	15	1	1	1
191034	1	15	1	1	1
191034	2	2	2	2	2
191036	1	2	4	4	4
191036	2	15	1	3	3
191036	3	19	5	5	5
191037	1	15	1	1	1
191037	2	2	2	1	1
191038	1	15	1	1	1
191038	2	19	4	1	1
191038	3	2	3	1	1
191039	1	15	1	1	1
191039	2	2	2	1	1
191040	1	15	1	1	1
191040	2	2	4	1	1
191042	1	2	5	3	1
191042	2	19	5	4	5
191042	3	15	1	1	1
191043	1	2	2	1	1
191043	2	15	1	1	1
191043	3	19	3	2	1
191045	1	15	1	1	1
191045	2	2	1	1	1
191045	3	19	2	1	1
191047	1	15	1	1	1
191048	1	15	1	1	1
191048	2	19	1	1	1
191048	3	2	1	1	1
191049	1	15	1	1	1
191049	2	2	1	1	1
191049	3	19	3	1	1
191050	1	15	1	1	1
191050	2	2	3	3	3
191051	1	2	4	3	3
191051	2	15	1	1	1
191051	3	19	4	3	3
201001	1	15	1	1	1
201001	2	2	2	2	2
201001	3	19	3	3	3
201003	1	15	1	1	1
201003	2	2	1	1	1
201003	3	19	2	2	2
201005	1	15	1	1	1
201005	2	2	2	2	2
201005	3	19	3	2	2
201006	1	15	1	1	1
201006	2	2	2	2	2
201006	3	19	2	2	2
201009	1	15	1	1	1
201009	2	2	1	2	1
201009	3	19	2	1	1
201010	1	15	1	1	1
201010	2	2	2	2	2
201010	3	19	3	3	2
201010	4	1	3	4	4
201011	1	15	1	1	1
201011	2	2	1	1	1
201011	3	19	2	1	1
201012	1	15	1	1	1
201012	2	2	2	2	2
201012	3	19	3	2	2
201013	1	15	1	1	1
201013	2	2	3	1	1
201013	3	19	3	1	1
201015	1	15	1	1	1
201015	2	1	2	1	1
201015	3	19	3	2	2
201017	1	15	1	1	1
201017	2	2	3	2	2
201017	3	19	4	2	2
201018	1	15	1	1	1
201018	2	2	2	2	2
201018	3	19	3	3	3
201019	1	15	1	1	1
201019	2	2	2	2	2
201020	1	15	1	1	1
201020	2	2	4	1	1
201020	3	19	5	2	2
201022	1	15	1	1	1
201022	2	2	2	2	2
201022	3	19	3	2	2
201025	1	15	1	1	1
201025	2	2	1	1	1
201025	3	19	2	1	1
201028	1	15	1	1	1
201028	2	2	3	2	2
201028	3	19	4	3	3
201029	1	15	1	1	1
201029	2	2	2	2	2
201029	3	19	3	3	3
201030	1	15	1	1	1
201030	2	2	2	2	2
201030	3	19	4	3	3
201031	1	15	1	1	1
201031	2	2	2	1	1
201031	3	19	4	1	1
201032	1	15	1	1	1
201032	2	2	5	2	2
201032	3	19	5	4	2
201035	1	15	1	1	1
201035	2	2	1	1	1
201035	3	19	3	1	1
201036	1	15	1	1	1
201036	2	2	2	2	2
201036	3	19	3	3	3
201037	1	15	1	1	1
201037	2	2	2	2	2
201037	3	19	3	2	2
201038	1	15	1	2	2
201038	2	2	2	2	2
201038	3	19	5	4	4
201039	1	19	3	1	1
201039	2	2	2	1	1
201039	3	15	1	1	1
201042	1	15	1	1	1
201042	2	2	2	3	3
201044	1	15	1	1	1
201044	2	2	2	2	2
201044	3	19	3	2	2
201046	1	15	1	1	1
201046	2	2	2	2	1
201046	3	19	4	1	2
201047	1	15	1	1	1
201047	2	2	4	2	2
201047	3	19	5	4	4
201047	4	18	1	5	5
201048	1	15	1	1	1
201048	2	18	2	5	5
201048	3	2	2	2	2
201049	1	15	1	1	1
201049	2	2	2	2	2
201049	3	19	5	4	2
201050	1	15	1	1	1
201050	2	3	1	1	1
201050	3	19	2	1	1
