childid	id	age	sex	relate	still	yrschool	disabled	support	edinicia	grado	anhos
PE118017	4	10	1	5	1	33	2	2	 	3	 
PE118017	5	6	1	5	2	0	2	2	 	 	 
PE118017	15	3	1	5	 	 	2	 	2	 	 
PE118017	16	0	1	5	 	 	2	 	2	 	 
PE118018	1	58	1	1	2	33	2	2	 	 	5
PE118018	2	55	2	1	2	0	2	2	 	 	 
PE118018	3	12	1	5	1	34	2	2	 	 	1
PE118018	4	20	2	5	1	34	1	2	 	 	2
PE118019	1	60	1	1	2	33	2	1	 	 	2
PE118019	2	46	2	1	2	33	2	1	 	 	2
PE118019	3	14	2	5	1	33	2	2	 	6	 
PE118019	4	12	1	5	1	33	2	2	 	4	 
PE118019	5	9	1	5	1	33	2	2	 	1	 
PE118020	1	39	1	1	2	33	2	1	 	 	5
PE118020	2	32	2	1	2	33	2	1	 	 	4
PE118020	3	15	1	5	1	34	2	2	 	 	1
PE118020	4	11	2	5	1	33	2	2	 	6	 
PE118020	5	9	1	5	1	33	2	2	 	3	 
PE118020	6	6	1	5	1	0	2	2	 	 	 
PE118021	1	32	1	1	2	33	2	1	 	 	4
PE118021	2	31	2	1	2	33	2	1	 	 	3
PE118021	3	15	1	5	1	34	2	2	 	 	3
PE118021	4	12	1	5	1	33	2	2	 	4	 
PE118021	5	9	2	5	1	33	2	2	 	4	 
PE118021	6	5	2	5	2	0	2	2	 	 	 
PE118021	15	3	1	5	 	 	2	 	2	 	 
PE118022	1	32	1	1	2	34	2	1	 	 	3
PE118022	2	31	2	1	2	34	2	1	 	 	2
PE118022	3	10	1	5	1	33	2	2	 	3	 
PE118022	4	8	1	5	1	33	2	2	 	2	 
PE118022	15	4	1	5	 	 	2	 	2	 	 
PE118023	1	40	2	1	2	33	2	1	 	 	4
PE118023	2	45	1	1	2	33	2	1	 	 	5
PE118023	3	19	1	5	2	34	2	1	 	 	2
PE118023	4	17	2	5	1	33	2	1	 	3	 
PE118023	5	14	2	5	1	33	2	2	 	2	 
PE118023	6	11	1	5	1	33	2	2	 	3	 
PE118023	7	9	1	5	1	33	2	2	 	2	 
PE118023	15	4	1	5	 	 	2	 	2	 	 
PE118024	1	38	1	1	2	33	2	1	 	 	5
PE118024	2	38	2	1	2	0	2	2	 	 	 
PE118024	3	14	2	5	1	33	2	2	 	2	 
PE118024	4	11	1	5	1	33	2	2	 	3	 
PE118024	5	6	2	5	2	0	2	2	 	 	 
PE118025	1	42	1	1	2	33	2	1	 	 	5
PE118025	2	38	2	1	2	33	2	2	 	 	3
PE118025	3	19	1	5	1	34	2	2	 	 	3
PE118025	4	14	1	5	1	33	2	2	 	3	 
PE118025	5	12	1	5	1	33	2	2	 	3	 
PE118025	6	5	2	5	2	0	2	2	 	 	 
PE118025	7	65	1	3	2	33	2	1	 	 	5
PE118025	15	3	2	5	 	 	2	 	2	 	 
PE118026	1	48	1	1	2	33	2	1	 	 	3
PE118026	2	40	2	1	2	33	2	1	 	 	2
PE118026	3	16	1	5	1	34	2	1	 	 	2
PE118026	15	4	1	5	 	 	2	 	2	 	 
PE118027	1	45	1	1	2	33	2	1	 	 	2
PE118027	2	38	2	1	2	33	2	1	 	 	2
PE118027	3	18	2	10	1	34	2	1	 	 	2
PE118027	4	9	1	5	1	33	2	2	 	2	 
PE118028	1	29	1	1	2	33	2	1	 	5	 
PE118028	2	32	2	1	2	33	2	1	 	 	5
PE118028	3	52	1	3	2	33	2	1	 	 	5
PE118028	4	62	2	3	2	0	2	1	 	 	 
PE118028	15	4	2	5	 	 	2	 	1	 	 
PE118028	16	1	2	5	 	 	2	 	2	 	 
PE118029	1	48	2	1	2	33	2	2	 	 	5
PE118029	2	48	1	1	2	33	2	1	 	 	5
PE118029	3	19	2	5	2	34	2	2	 	 	5
PE118029	4	15	1	5	1	34	2	2	 	 	1
PE118029	5	12	1	5	1	33	2	2	 	5	 
PE118029	6	10	1	5	1	33	2	2	 	3	 
PE118030	1	38	1	1	2	34	2	1	 	 	5
PE118030	2	34	2	1	2	33	2	1	 	 	5
PE118030	3	9	2	5	1	33	2	2	 	3	 
PE118030	4	5	1	5	1	0	2	2	 	 	 
PE118030	15	2	2	5	 	 	2	 	2	 	 
PE128001	1	36	2	1	2	34	2	1	 	 	5
PE128001	2	18	1	5	2	34	2	1	 	5	 
PE128001	3	17	2	5	2	34	2	2	 	5	 
PE128001	4	13	2	5	1	34	2	2	 	2	 
PE128001	5	6	1	5	1	32	2	2	 	 	 
PE128001	6	70	2	3	2	33	2	2	 	 	5
PE128001	7	38	1	4	2	34	2	2	 	 	3
PE128001	8	42	1	4	2	34	2	2	 	 	4
PE128002	1	30	1	1	2	34	2	1	 	1	 
PE128002	2	24	2	1	2	34	2	2	 	1	 
PE128002	3	5	2	5	1	0	1	2	 	 	 
PE128002	4	69	1	3	2	33	2	2	 	 	1
PE128002	15	2	1	5	 	 	2	 	2	 	 
PE128003	1	27	2	1	2	34	2	1	 	2	 
PE128003	2	9	1	5	1	33	2	2	 	3	 
PE128003	3	25	1	4	2	34	2	1	 	3	 
PE128003	4	23	1	4	2	33	2	1	 	6	 
PE128003	5	18	2	4	1	34	2	2	 	3	 
PE128004	1	29	1	1	2	34	2	1	 	5	 
PE128004	2	24	2	1	2	34	2	1	 	4	 
PE128004	3	6	2	5	1	0	2	2	 	 	 
PE128004	15	4	1	5	 	 	2	 	1	 	 
PE128004	16	2	1	5	 	 	2	 	2	 	 
PE128005	1	36	2	1	2	35	2	1	 	 	2
PE128005	2	11	1	5	1	33	2	2	 	6	 
PE128005	3	61	2	3	2	34	2	1	 	 	5
PE128005	15	4	2	5	 	 	2	 	1	 	 
PE128006	1	21	1	10	2	33	2	1	 	6	 
PE128006	2	67	2	3	2	33	2	2	 	 	5
PE128006	3	17	1	5	2	34	2	1	 	1	 
PE128006	4	15	1	5	1	34	2	2	 	2	 
PE128006	5	13	1	5	1	33	2	2	 	6	 
PE128006	6	9	1	5	1	33	2	2	 	3	 
PE128006	7	6	1	5	1	32	2	2	 	 	 
PE128007	1	54	1	3	2	37	2	1	 	 	5
PE128007	2	54	2	3	2	34	2	1	 	 	2
PE128007	3	23	1	4	2	34	2	1	 	5	 
PE128007	4	20	1	4	2	34	2	2	 	5	 
PE128007	5	24	2	4	2	34	2	1	 	 	5
PE128007	6	42	1	4	2	34	2	1	 	 	5
PE128007	7	7	1	6	1	33	2	2	 	1	 
PE128007	8	5	1	6	1	0	2	2	 	 	 
PE128008	1	52	1	1	2	33	2	1	 	 	2
PE128008	2	39	2	1	2	33	2	1	 	 	5
PE128008	3	22	2	10	2	35	2	1	 	 	2
PE128008	4	19	2	10	1	35	2	2	 	 	1
PE128008	5	17	1	10	1	34	2	2	 	4	 
PE128008	6	16	1	10	1	34	2	2	 	2	 
PE128008	7	10	1	5	1	33	2	2	 	4	 
PE128009	1	52	1	3	2	34	2	1	 	 	3
PE128009	2	31	2	1	2	34	2	1	 	 	3
PE128009	3	13	2	5	1	33	2	2	 	6	 
PE128009	4	51	2	3	2	34	1	1	 	 	3
PE128010	1	35	2	1	2	34	2	1	 	 	2
PE128010	2	9	1	5	1	33	2	2	 	4	 
PE128011	1	43	1	1	2	34	2	1	 	 	5
PE128011	2	28	2	1	2	34	2	2	 	5	 
PE128011	3	7	1	5	1	33	2	2	 	1	 
PE128012	1	36	1	1	2	36	2	1	 	 	1
PE128012	2	32	2	1	2	36	2	1	 	 	3
PE128013	1	30	1	1	2	34	2	1	 	 	5
PE128013	2	29	2	1	2	34	2	1	 	 	5
PE128013	3	55	1	3	2	34	1	1	 	 	1
PE128013	4	45	2	3	2	33	1	1	 	 	2
PE128013	5	23	1	4	2	34	2	1	 	 	5
PE128013	15	4	2	5	 	 	2	 	1	 	 
PE128014	1	31	1	1	2	34	2	1	 	 	3
PE128014	2	32	2	1	2	34	2	2	 	 	5
PE128014	3	6	2	5	1	32	2	2	 	 	 
PE128015	1	24	2	1	2	34	2	1	 	 	4
PE128015	2	62	1	3	2	33	1	2	 	 	5
PE128015	3	49	2	3	2	33	2	1	 	 	4
PE128015	4	29	1	4	2	33	1	2	 	3	 
PE128015	5	21	2	4	2	34	2	2	 	 	5
PE128015	6	17	2	4	1	34	2	2	 	 	3
PE128015	7	11	1	4	1	33	2	2	 	6	 
PE128015	8	6	1	5	1	0	2	2	 	 	 
PE128016	1	50	1	1	2	33	2	1	 	 	 
PE128016	2	46	2	1	2	33	2	1	 	 	2
PE128016	3	26	1	5	2	34	2	1	 	5	 
PE128016	4	22	1	5	2	33	2	2	 	6	 
PE128016	5	20	2	5	2	34	2	2	 	5	 
PE128016	6	18	2	5	1	34	2	2	 	4	 
PE128016	7	16	1	5	1	33	2	2	 	5	 
PE128016	8	13	2	5	1	33	2	2	 	5	 
PE128016	9	10	2	5	1	33	2	2	 	2	 
PE128016	10	27	2	11	2	34	2	2	 	5	 
PE128016	11	7	1	9	1	33	2	2	 	1	 
PE128016	15	4	1	9	 	 	2	 	2	 	 
PE128017	1	44	1	1	2	34	1	1	 	 	5
PE128017	2	43	2	1	2	35	1	1	 	 	2
PE128017	3	21	2	5	1	37	2	1	 	 	4
PE128017	4	18	2	5	1	34	2	2	 	 	5
PE128017	5	14	2	5	1	34	2	2	 	 	2
PE128017	6	27	1	11	2	36	2	1	 	 	3
PE128018	1	63	2	3	2	0	2	1	 	 	 
PE128018	2	9	2	5	1	33	2	2	 	3	 
PE128018	3	23	2	4	2	34	1	1	 	5	 
PE128019	1	29	1	1	2	34	2	1	 	5	 
PE128019	2	28	2	1	2	34	2	2	 	5	 
PE128019	3	9	2	5	1	33	2	2	 	5	 
PE128019	15	0	1	5	 	 	2	 	2	 	 
PE128020	1	48	1	1	2	34	2	1	 	 	5
PE128020	2	42	2	1	2	33	2	1	 	 	4
PE128020	3	17	2	5	1	34	2	2	 	 	2
PE128020	4	15	1	5	1	34	2	2	 	 	3
PE128020	5	9	2	5	1	33	2	2	 	4	 
PE128021	1	30	1	1	2	33	2	1	 	6	 
PE128021	2	29	2	1	2	34	2	2	 	 	5
PE128021	3	5	1	5	2	0	2	2	 	 	 
PE128022	1	43	1	1	2	34	2	1	 	 	5
PE128022	2	31	2	1	2	34	2	2	 	 	5
PE128022	3	9	2	5	1	33	2	2	 	4	 
PE128022	4	53	1	3	2	34	1	2	 	 	5
PE128022	5	53	2	3	2	33	2	1	 	 	5
PE128022	6	28	1	4	2	34	2	2	 	 	5
PE128023	1	29	1	1	2	34	2	1	 	 	5
PE128023	2	29	2	1	2	34	2	1	 	 	5
PE128023	15	4	1	5	 	 	2	 	2	 	 
PE128024	1	53	1	1	2	33	2	1	 	 	5
PE128024	2	45	2	1	2	33	2	2	 	 	5
PE128024	3	27	1	5	2	34	2	1	 	 	5
PE128024	4	27	2	11	2	34	2	1	 	 	5
PE128024	15	3	1	9	 	 	2	 	2	 	 
PE128025	1	27	1	1	2	34	2	1	 	5	 
PE128025	2	26	2	1	2	34	2	1	 	5	 
PE128025	3	6	1	5	1	0	2	2	 	 	 
PE128026	1	45	1	1	2	34	2	1	 	 	5
PE128026	2	49	2	1	2	34	2	1	 	 	5
PE128026	3	22	1	5	2	36	2	1	 	 	3
PE128026	4	20	1	5	2	36	2	1	 	 	3
PE128027	1	47	1	1	2	34	2	1	 	 	2
PE128027	2	43	2	1	2	33	2	2	 	 	2
PE128027	3	13	1	5	1	34	2	1	 	1	 
PE128027	4	10	2	5	1	33	2	2	 	6	 
PE128028	1	28	1	1	2	34	2	1	 	 	5
PE128028	2	28	2	1	2	34	2	1	 	 	3
PE128028	3	6	1	5	1	32	2	2	 	 	 
PE128029	1	26	1	1	2	34	2	1	 	 	2
PE128029	2	25	2	1	2	34	2	1	 	 	2
PE128029	15	4	2	5	 	 	2	 	1	 	 
PE128030	1	25	2	1	2	33	2	1	 	6	 
PE128030	2	28	1	4	2	33	2	1	 	6	 
PE128030	3	20	1	4	1	33	1	2	 	6	 
PE128030	4	19	2	4	1	34	2	2	 	 	4
PE128030	5	8	1	6	1	33	2	2	 	1	 
PE128030	6	6	1	5	1	32	2	2	 	 	 
PE128030	7	47	2	3	2	0	2	1	 	 	 
PE128031	1	37	1	1	2	36	2	1	 	 	1
PE128031	2	37	2	1	2	36	2	2	 	 	3
PE128031	3	18	1	5	2	34	2	2	 	5	 
PE128031	4	14	1	5	1	34	2	2	 	3	 
PE128031	5	5	2	5	2	0	2	2	 	 	 
PE128032	1	38	1	1	2	34	2	1	 	 	5
PE128032	2	32	2	1	2	35	2	2	 	 	2
PE128032	15	3	1	5	 	 	2	 	1	 	 
PE128033	1	24	2	1	1	35	2	2	 	 	4
PE128033	2	40	2	3	2	34	2	1	 	 	3
PE128033	3	22	1	4	1	35	2	2	 	 	2
PE128033	4	8	1	4	1	33	2	2	 	2	 
PE128033	5	81	1	13	2	34	2	1	 	 	5
PE128034	1	31	2	4	2	34	2	1	 	 	5
PE128034	2	28	2	1	2	34	2	1	 	 	5
PE128034	3	52	2	3	2	0	2	2	 	 	 
PE128034	4	30	1	4	2	33	2	1	 	4	 
PE128034	5	21	1	4	2	33	2	1	 	6	 
PE128034	6	18	1	4	1	34	2	2	 	4	 
PE128034	7	20	2	4	2	34	2	2	 	4	 
PE128034	15	3	2	6	 	 	2	 	2	 	 
PE128036	1	36	1	1	2	34	2	1	 	 	5
PE128036	2	70	1	3	2	34	2	1	 	 	5
PE128036	3	28	1	4	1	35	2	1	 	 	 
PE128036	4	16	1	6	1	34	2	2	 	 	4
PE128036	5	15	2	6	1	34	2	2	 	 	3
PE128037	1	32	1	1	2	34	2	1	 	 	3
PE128037	2	33	2	1	2	34	2	2	 	 	5
PE128037	3	11	1	5	1	33	2	2	 	5	 
PE128037	4	6	2	5	1	0	2	2	 	 	 
PE128037	5	72	1	3	2	33	2	2	 	 	3
PE128037	6	58	2	3	2	33	2	2	 	 	3
PE128037	7	22	1	4	2	34	2	2	 	 	2
PE128037	8	19	1	4	2	34	2	2	 	 	5
PE128037	9	16	1	4	1	34	2	2	 	 	3
PE128037	10	19	2	4	1	34	2	2	 	 	3
PE128037	11	30	1	4	2	33	1	2	 	4	 
PE128037	12	5	2	6	2	0	2	2	 	 	 
PE128037	15	2	1	5	 	 	2	 	2	 	 
PE128038	1	36	1	1	2	34	2	1	 	 	5
PE128038	2	34	2	1	2	36	2	1	 	 	3
PE128038	3	12	1	5	1	33	2	2	 	6	 
PE128038	4	10	1	5	1	33	2	2	 	4	 
PE128038	15	2	2	5	 	 	2	 	2	 	 
PE128039	1	48	1	1	1	34	2	1	 	 	5
PE128039	2	47	2	1	1	35	2	1	 	 	3
PE128039	3	21	2	5	1	35	2	2	 	 	2
PE128039	4	19	1	5	1	35	2	2	 	 	2
PE128039	5	14	2	5	1	34	2	2	 	 	2
PE128039	6	54	1	4	2	34	2	1	 	 	5
PE128040	1	49	1	1	2	34	2	1	 	 	2
PE128040	2	34	2	1	2	33	2	1	 	 	3
PE128040	3	23	1	5	2	34	2	1	 	 	5
PE128040	4	21	2	5	2	34	2	1	 	 	5
PE128040	5	19	2	5	2	34	2	2	 	 	3
PE128040	6	17	1	5	1	34	2	2	 	 	2
PE128040	7	12	2	5	1	33	2	2	 	5	 
PE128040	8	8	1	5	1	33	2	2	 	1	 
PE128040	9	25	1	11	2	34	2	2	 	 	5
PE128040	15	0	1	9	 	 	2	 	2	 	 
PE128041	1	49	1	1	2	33	2	1	 	 	5
PE128041	2	43	2	1	2	0	2	1	 	 	 
PE128041	3	26	1	10	2	34	2	1	 	2	 
PE128041	4	20	2	5	2	34	2	2	 	5	 
PE128041	5	18	1	5	1	34	2	2	 	4	 
PE128041	6	14	1	5	1	34	2	2	 	1	 
PE128041	7	5	2	5	1	0	2	2	 	 	 
PE128041	8	14	2	6	2	33	2	2	 	6	 
PE128041	9	21	1	11	2	33	2	2	 	6	 
PE128041	15	0	1	9	 	 	2	 	2	 	 
PE128041	16	0	2	9	 	 	2	 	2	 	 
PE128042	1	31	1	1	2	34	2	1	 	 	2
PE128042	2	27	2	1	2	34	2	2	 	 	5
PE128042	3	24	1	4	2	34	2	2	 	 	5
PE128042	4	17	2	6	1	34	2	2	 	 	5
PE128042	15	2	2	5	 	 	2	 	2	 	 
PE128043	1	35	1	1	2	34	2	1	 	 	5
PE128043	2	36	2	1	2	34	2	1	 	 	5
PE128043	3	63	1	3	2	33	2	1	 	 	3
PE128043	4	57	2	3	2	33	2	1	 	 	3
PE128043	5	19	2	4	2	34	2	1	 	5	 
PE128043	6	9	2	5	1	33	2	2	 	3	 
PE128044	1	30	1	1	2	34	2	1	 	 	5
PE128044	2	27	2	1	2	34	2	2	 	 	2
PE128044	3	6	1	5	1	32	2	2	 	 	 
PE128044	15	4	1	5	 	 	2	 	1	 	 
PE128045	1	26	1	1	2	34	2	1	 	 	5
PE128045	2	26	2	1	2	34	2	2	 	 	5
PE128045	3	5	2	5	1	0	2	2	 	 	 
PE128046	1	34	1	1	2	34	2	1	 	 	5
PE128046	2	32	2	1	2	36	2	1	 	 	3
PE128046	15	4	1	5	 	 	2	 	5	 	 
PE128047	1	32	1	1	2	34	2	1	 	 	5
PE128047	2	31	2	1	2	33	1	2	 	 	5
PE128047	3	13	1	5	1	34	2	2	 	1	 
PE128047	4	11	1	5	1	33	2	2	 	4	 
PE128048	1	41	1	1	2	33	2	1	 	 	1
PE128048	2	34	2	1	2	34	2	2	 	 	2
PE128048	3	14	2	5	1	34	2	2	 	 	2
PE128048	4	12	2	5	1	33	2	2	 	5	 
PE128048	5	16	2	6	1	34	2	2	 	 	2
PE128048	6	7	2	6	1	33	2	2	 	2	 
PE128049	1	51	1	1	2	34	2	1	 	 	3
PE128049	2	48	2	1	2	33	2	1	 	 	2
PE128049	3	28	1	5	2	34	2	1	 	 	5
PE128049	4	25	1	5	2	34	2	1	 	 	5
PE128049	5	13	2	5	1	34	2	2	 	 	2
PE128049	6	26	2	11	2	34	2	1	 	 	5
PE128049	15	2	2	9	 	 	2	 	2	 	 
PE128050	1	44	2	1	2	33	2	1	 	 	4
PE128050	2	22	2	5	2	34	2	1	 	 	5
PE128050	3	17	2	5	2	34	2	1	 	 	1
PE128050	4	14	2	5	1	34	2	2	 	 	2
PE128050	15	0	1	4	 	 	2	 	2	 	 
PE128051	1	35	1	1	2	34	2	1	 	 	3
PE128051	2	33	2	1	2	34	2	1	 	 	2
PE128051	3	14	1	5	1	33	2	2	 	5	 
PE128051	4	9	1	5	1	33	2	2	 	2	 
PE128051	5	5	1	5	2	0	2	2	 	 	 
PE138002	1	24	2	1	2	34	2	1	 	 	1
PE138002	2	53	2	3	2	33	1	1	 	 	2
PE138002	3	19	1	4	2	34	2	2	 	 	5
PE138003	1	28	1	1	2	34	1	1	 	 	5
PE138003	2	28	2	1	2	34	2	1	 	 	5
PE138003	15	0	2	5	 	 	2	 	2	 	 
PE138004	1	46	2	1	2	0	2	1	 	 	 
PE138004	2	22	1	5	2	35	2	1	 	 	1
PE138004	3	20	1	5	2	34	2	1	 	 	5
PE138004	4	18	2	5	2	34	2	1	 	 	3
PE138004	5	13	2	5	1	34	2	2	 	 	1
PE138004	6	11	2	5	1	33	2	2	 	5	 
PE138005	1	49	1	1	2	38	2	2	 	 	 
PE138005	2	43	2	1	2	37	2	1	 	 	6
PE138005	3	18	2	5	1	34	2	2	 	 	5
PE138005	4	25	2	7	2	34	2	2	 	 	1
PE138005	5	10	1	5	1	33	2	2	 	4	 
PE138006	1	33	1	1	2	35	2	1	 	 	1
PE138006	2	12	1	5	1	33	2	2	 	6	 
PE138006	3	59	1	3	2	33	2	2	 	 	5
PE138006	4	59	2	3	2	33	2	2	 	 	3
PE138006	5	39	2	4	1	38	2	1	 	 	5
PE138006	6	27	2	4	1	36	2	2	 	 	3
PE138006	7	23	2	4	1	35	2	2	 	 	2
PE138006	8	8	1	6	1	33	2	2	 	2	 
PE138007	1	35	2	1	2	34	2	1	 	 	2
PE138007	15	4	1	10	 	 	2	 	1	 	 
PE138008	1	31	1	1	2	34	2	1	 	 	5
PE138008	2	30	2	1	2	34	2	2	 	 	5
PE138008	15	3	1	5	 	 	2	 	1	 	 
PE138009	1	44	1	1	2	34	2	1	 	 	5
PE138009	2	43	2	1	2	34	2	1	 	 	5
PE138009	3	23	2	5	1	34	2	1	 	 	5
PE138009	4	15	2	5	1	34	2	2	 	 	3
PE138009	5	14	1	5	1	33	2	2	 	6	 
PE138009	6	7	2	9	1	33	2	2	 	2	 
PE138009	7	5	1	9	1	0	2	2	 	 	 
PE138009	15	3	2	9	 	 	2	 	4	 	 
PE138010	1	57	2	3	2	31	2	1	 	 	 
PE138010	2	11	2	5	1	33	2	2	 	6	 
PE138010	3	40	2	4	2	33	2	1	 	 	5
PE138010	4	22	2	4	2	34	2	1	 	 	5
PE138010	5	12	1	6	1	33	2	2	 	6	 
PE138011	1	33	1	1	2	35	2	1	 	 	3
PE138011	2	26	2	1	2	34	2	1	 	 	5
PE138011	3	6	1	5	1	33	2	2	 	1	 
PE138012	1	40	1	1	2	34	2	1	 	 	5
PE138012	2	39	2	1	2	34	2	1	 	 	5
PE138012	3	18	1	5	2	34	2	2	 	 	5
PE138012	4	14	2	5	1	34	2	2	 	 	2
PE138013	1	42	1	1	2	34	2	1	 	 	5
PE138013	2	41	2	1	2	34	2	1	 	 	2
PE138013	3	16	2	5	1	34	2	2	 	 	5
PE138014	1	31	1	1	2	34	1	1	 	 	3
PE138014	2	31	2	1	2	34	2	1	 	 	2
PE138014	3	5	2	5	1	0	2	2	 	 	 
PE138014	15	3	2	5	 	 	2	 	2	 	 
PE138015	1	29	1	1	2	34	2	1	 	 	5
PE138015	2	27	2	1	2	34	2	1	 	 	5
PE138015	3	5	1	5	2	0	2	2	 	 	 
PE138016	1	33	1	2	2	34	2	1	 	 	5
PE138016	2	29	2	1	2	34	2	2	 	 	1
PE138016	15	0	2	10	 	 	2	 	2	 	 
PE138017	1	36	1	1	2	34	2	1	 	 	5
PE138017	2	40	2	1	2	34	2	1	 	 	2
PE138017	15	3	2	5	 	 	2	 	2	 	 
PE138018	1	42	1	1	2	34	2	1	 	 	5
PE138018	2	31	2	1	2	33	2	2	 	 	5
PE138018	3	15	2	10	1	34	2	2	 	 	2
PE138018	4	14	2	10	1	34	2	2	 	 	2
PE138018	5	6	1	5	1	33	2	2	 	1	 
PE138019	1	42	1	1	2	36	2	1	 	 	5
PE138019	2	32	2	1	2	34	2	1	 	 	3
PE138019	3	11	2	5	1	33	2	2	 	5	 
PE138019	4	9	1	5	1	33	2	2	 	3	 
PE138020	1	35	2	1	2	34	2	1	 	 	2
PE138020	2	11	1	5	1	33	2	2	 	3	 
PE138020	15	3	1	5	 	 	2	 	2	 	 
PE138021	1	30	2	1	2	34	2	1	 	 	5
PE138021	2	9	1	5	1	33	2	2	 	1	 
PE138022	1	40	2	1	2	33	2	1	 	 	2
PE138022	2	20	1	5	2	34	2	1	 	 	5
PE138022	3	17	1	5	1	34	2	2	 	 	3
PE138022	4	12	2	5	1	33	2	2	 	6	 
PE138022	5	11	2	6	1	33	2	2	 	5	 
PE138022	6	53	2	4	2	0	1	2	 	 	 
PE138023	1	42	1	2	2	34	2	1	 	 	2
PE138023	2	31	2	1	2	34	2	1	 	 	1
PE138023	3	13	1	5	1	33	2	2	 	6	 
PE138023	4	11	1	5	1	33	2	2	 	5	 
PE138023	5	9	1	5	1	33	2	2	 	3	 
PE138023	15	2	2	10	 	 	1	 	2	 	 
PE138024	1	40	1	1	2	34	2	1	 	 	4
PE138024	2	42	2	1	2	34	2	1	 	 	2
PE138024	3	18	1	5	1	34	2	1	 	 	2
PE138024	4	16	1	5	1	34	2	2	 	 	4
PE138024	5	14	1	5	1	34	2	2	 	 	3
PE138024	6	5	2	5	1	0	2	2	 	 	 
PE138024	7	68	2	3	2	33	2	2	 	 	3
PE138025	1	32	2	1	2	34	2	1	 	 	4
PE138025	2	11	2	5	1	33	2	2	 	6	 
PE138025	15	3	1	5	 	 	2	 	4	 	 
PE138026	1	29	1	1	2	34	2	1	 	 	3
PE138026	2	28	2	1	2	34	1	2	 	 	1
PE138026	3	9	1	5	1	33	2	2	 	5	 
PE138026	4	6	1	5	1	32	2	2	 	 	 
PE138026	15	2	2	5	 	 	2	 	2	 	 
PE138027	1	48	1	1	2	35	2	1	 	 	1
PE138027	2	44	2	1	2	38	2	1	 	 	7
PE138027	3	20	1	5	1	37	2	2	 	 	1
PE138027	4	18	1	5	2	34	1	2	 	 	4
PE138027	5	19	2	11	2	34	2	1	 	 	2
PE138027	15	1	2	9	 	 	2	 	2	 	 
PE138028	1	32	1	1	2	34	2	1	 	 	5
PE138028	2	34	2	1	2	37	1	2	 	 	5
PE138028	15	4	2	5	 	 	2	 	2	 	 
PE138028	16	2	2	5	 	 	2	 	2	 	 
PE138029	1	32	1	1	2	35	2	1	 	 	2
PE138029	2	26	2	1	2	34	2	2	 	 	5
PE138030	1	30	1	1	2	34	2	1	 	 	2
PE138030	2	29	2	1	2	33	2	1	 	6	 
PE138030	3	6	2	5	1	32	2	2	 	 	 
PE138030	15	4	1	5	 	 	2	 	2	 	 
PE138030	16	0	1	5	 	 	2	 	2	 	 
PE138030	17	0	1	5	 	 	2	 	2	 	 
PE138031	1	42	2	1	2	34	2	2	 	 	1
PE138031	2	22	2	10	2	34	1	2	 	 	3
PE138031	3	20	1	10	2	34	2	1	 	 	2
PE138031	4	54	1	4	2	34	1	2	 	 	5
PE138032	1	50	2	1	2	0	2	1	 	 	 
PE138032	2	47	1	1	2	34	2	1	 	 	5
PE138032	3	22	1	5	2	34	2	1	 	 	5
PE138032	4	19	2	5	2	33	2	2	 	6	 
PE138032	5	17	2	5	1	34	2	2	 	 	2
PE138032	6	12	1	5	1	33	2	2	 	5	 
PE138032	7	13	2	5	1	33	2	2	 	5	 
PE138033	1	35	2	1	2	34	2	1	 	 	4
PE138033	2	11	1	10	1	34	2	2	 	 	1
PE138033	3	42	1	13	2	34	2	1	 	 	5
PE138033	4	55	2	3	2	33	2	1	 	 	1
PE138033	5	27	2	4	2	34	2	1	 	 	5
PE138033	6	6	2	6	1	33	2	2	 	2	 
PE138034	1	43	2	1	2	33	2	1	 	 	3
PE138034	2	14	1	5	2	33	2	1	 	4	 
PE138034	3	12	1	5	1	33	2	1	 	2	 
PE138034	4	9	1	5	1	33	2	1	 	1	 
PE138034	5	6	1	5	2	0	2	2	 	 	 
PE138035	1	36	2	1	2	33	2	1	 	 	5
PE138035	2	40	1	1	2	33	2	1	 	 	2
PE138035	3	17	1	5	1	34	2	2	 	 	4
PE138035	4	9	2	5	1	33	2	2	 	4	 
PE138036	1	35	1	1	2	34	2	1	 	 	5
PE138036	2	34	2	1	2	34	2	1	 	 	5
PE138036	3	5	2	5	1	0	2	2	 	 	 
PE138036	4	60	1	3	2	33	2	1	 	 	5
PE138036	5	26	1	4	2	34	2	1	 	 	5
PE138036	6	30	1	4	2	34	2	1	 	 	5
PE138036	7	28	2	4	2	33	2	2	 	6	 
PE138037	1	38	1	1	2	34	2	1	 	 	5
PE138037	2	36	2	1	2	34	2	1	 	 	3
PE138037	3	17	2	5	1	34	2	2	 	 	4
PE138037	4	52	1	3	2	33	2	1	 	 	3
PE138037	5	51	2	3	2	0	2	2	 	 	 
PE138038	1	37	1	1	2	34	2	1	 	 	5
PE138038	2	13	2	5	1	34	2	2	 	 	2
PE138038	3	11	2	5	1	33	2	2	 	5	 
PE138039	1	35	1	1	2	34	2	1	 	 	3
PE138039	2	27	2	1	2	34	2	1	 	 	2
PE138039	3	9	2	5	1	33	2	2	 	3	 
PE138039	4	51	2	3	2	0	1	1	 	 	 
PE138039	5	58	1	3	2	33	2	1	 	 	5
PE138039	6	14	1	4	1	34	2	2	 	 	3
PE138039	7	18	1	4	2	34	2	2	 	 	5
