childid	linecode	id	paymt	months	days	importa	actcode
PE088029	2	1	2	12	1	2	91
PE088030	1	1	2	12	3	2	71
PE088030	2	1	2	12	3	3	74
PE088030	3	1	2	12	3	1	93
PE088031	1	1	1	3	1	1	91
PE088031	2	2	1	12	2	1	93
PE088031	3	3	1	12	2	1	93
PE088031	4	5	2	12	1	1	52
PE088032	1	1	2	6	1	2	72
PE088032	2	1	2	3	1	1	93
PE088032	3	3	2	3	1	1	93
PE088032	4	8	2	3	1	1	93
PE088032	5	9	2	3	1	1	93
PE098001	1	1	2	12	1	1	61
PE098001	2	1	2	10	1	2	61
PE098001	3	2	2	10	1	1	92
PE098001	4	3	2	12	1	1	92
PE098001	5	4	2	12	1	1	92
PE098002	1	1	2	12	1	1	61
PE098002	2	1	2	1	3	2	61
PE098003	1	1	2	12	1	1	61
PE098003	2	2	2	12	1	1	92
PE098003	3	3	1	4	1	1	91
PE098003	4	4	1	11	1	1	32
PE098003	5	5	1	11	1	1	91
PE098004	1	1	2	12	1	1	61
PE098004	2	2	2	12	1	2	92
PE098004	3	2	2	12	1	1	52
PE098004	4	3	2	12	3	1	92
PE098004	5	4	2	12	3	1	92
PE098005	1	1	2	12	1	1	61
PE098005	2	1	2	4	1	2	71
PE098005	3	2	2	12	1	1	61
PE098005	4	3	2	12	3	1	92
PE098005	5	2	2	12	3	2	61
PE098006	1	1	2	12	1	1	61
PE098006	2	1	2	12	2	2	61
PE098007	1	1	2	12	2	1	61
PE098007	2	1	2	12	1	2	83
PE098007	3	1	2	12	3	3	34
PE098007	4	2	2	1	3	1	92
PE098007	5	3	2	12	3	1	61
PE098007	6	4	2	12	1	1	61
PE098008	1	1	2	12	2	1	91
PE098008	2	1	2	12	2	3	61
PE098008	3	1	2	2	1	2	92
PE098008	4	2	2	12	1	1	61
PE098009	1	1	2	12	1	1	61
PE098009	2	1	2	12	1	2	61
PE098009	3	2	2	11	1	1	61
PE098009	4	3	2	12	1	1	61
PE098009	5	1	2	12	3	3	61
PE098010	1	1	1	12	2	2	34
PE098010	2	1	2	12	1	1	61
PE098010	3	1	2	12	1	3	61
PE098010	4	2	2	12	1	1	92
PE098010	5	2	2	12	1	2	61
PE098010	6	3	2	12	1	1	92
PE098011	1	1	2	12	1	1	61
PE098011	2	1	2	12	1	2	61
PE098011	3	2	2	12	1	1	92
PE098011	4	3	2	12	1	1	61
PE098011	5	4	2	12	3	1	92
PE098012	1	2	1	6	1	1	92
PE098012	2	1	2	12	1	1	61
PE098012	3	3	2	12	1	2	 
PE098012	4	4	2	12	1	1	92
PE098013	1	1	2	12	1	1	61
PE098013	2	1	2	12	1	2	61
PE098013	3	1	2	12	3	3	92
PE098013	4	2	2	12	1	1	61
PE098014	1	1	2	12	2	1	61
PE098014	2	2	2	12	2	1	92
PE098015	1	1	2	1	3	2	92
PE098015	2	1	1	1	2	3	93
PE098015	3	1	2	12	2	1	61
PE098015	4	2	2	12	1	2	61
PE098015	5	2	2	12	1	1	91
PE098016	1	1	2	12	1	2	61
PE098016	2	1	2	12	1	1	61
PE098016	3	2	2	12	1	1	92
PE098016	4	3	2	12	3	1	92
PE098016	5	4	2	12	3	1	61
PE098017	1	1	2	12	1	2	92
PE098017	2	1	2	12	1	1	74
PE098017	3	1	2	12	1	1	61
PE098017	4	2	2	12	1	1	92
PE098017	5	3	2	12	1	1	92
PE098017	6	4	2	12	1	1	92
PE098018	1	1	2	12	1	2	24
PE098018	2	1	2	1	1	1	21
PE098019	1	1	2	4	2	1	 
PE098019	2	1	2	10	3	3	91
PE098019	3	1	2	5	3	2	92
PE098019	4	1	2	12	1	1	74
PE098019	5	2	1	12	1	1	92
PE098019	6	3	2	3	1	1	61
PE098019	7	4	2	3	1	1	61
PE098019	8	5	2	3	1	1	92
PE098019	9	6	2	4	1	1	92
PE098019	10	6	2	2	1	1	92
PE098019	11	7	1	8	1	1	92
PE098020	1	1	2	12	1	1	61
PE098020	2	1	2	12	1	2	61
PE098020	3	2	2	12	1	1	61
PE098020	4	1	1	12	1	3	34
PE098021	1	2	2	12	1	1	61
PE098021	2	2	2	12	1	2	61
PE098022	1	1	2	12	1	1	61
PE098022	2	1	2	12	1	2	61
PE098022	3	2	2	12	1	1	92
PE098022	4	4	2	12	3	1	91
PE098022	5	4	1	1	1	2	42
PE098023	1	1	2	12	1	1	61
PE098023	2	1	2	12	2	2	92
PE098023	3	2	2	2	1	1	92
PE098023	4	3	2	12	1	1	61
PE098024	1	1	2	12	1	1	61
PE098024	2	2	2	12	1	1	92
PE098024	3	3	2	12	2	1	92
PE098025	1	1	1	12	1	3	92
PE098025	2	1	2	1	1	2	93
PE098025	3	1	2	12	1	1	61
PE098025	4	2	2	12	1	1	92
PE098025	5	3	2	12	1	1	61
PE098026	1	1	1	12	2	1	51
PE098026	2	1	2	12	1	2	61
PE098026	3	2	2	12	1	1	61
PE098027	1	1	2	12	1	1	83
PE098027	2	2	2	12	1	1	52
PE098028	1	1	2	10	2	1	71
PE098028	2	1	2	2	1	2	61
PE098028	3	2	2	4	1	1	92
PE098029	1	1	1	12	1	1	92
PE098029	2	1	2	12	3	2	61
PE098029	3	2	2	12	1	1	61
PE098029	4	4	2	12	1	1	61
PE098029	5	5	2	12	3	1	92
PE108001	1	1	1	12	2	1	23
PE108001	2	2	2	12	2	1	52
PE108001	3	3	1	12	2	1	41
PE108002	1	1	2	12	1	1	52
PE108003	1	2	1	12	1	1	83
PE108003	2	4	1	1	1	1	23
PE108003	3	5	1	12	2	1	23
PE108004	1	1	1	9	1	1	91
PE108004	2	1	2	2	3	2	91
PE108004	3	2	1	12	1	1	52
PE108004	4	3	2	12	2	1	72
PE108005	1	1	1	12	2	1	51
PE108005	2	4	2	12	2	1	72
PE108006	1	2	1	12	2	1	23
PE108007	1	1	2	12	1	1	52
PE108007	2	2	1	12	1	1	41
PE108008	1	1	2	12	3	1	91
PE108008	2	5	2	12	3	1	91
PE108009	1	1	2	12	3	1	91
PE108009	2	2	1	3	1	1	83
PE108010	1	1	2	12	1	1	83
PE108010	2	3	2	12	2	1	83
PE108011	1	1	1	11	2	1	23
PE108012	1	1	1	12	2	1	23
PE108012	2	1	2	12	2	2	91
PE108013	1	1	1	7	2	1	23
PE108014	1	1	1	1	2	1	42
PE108014	2	1	2	10	1	2	52
PE108015	1	1	1	3	2	1	71
PE108015	2	1	2	3	3	2	93
PE108015	3	3	1	2	2	1	93
PE108016	1	1	2	8	1	1	83
PE108017	1	1	1	12	2	1	24
PE108017	2	1	1	7	2	2	23
PE108017	3	2	2	1	1	1	24
PE108018	1	1	2	12	2	1	51
PE108018	2	2	2	2	1	1	91
PE108018	3	2	1	10	1	2	91
PE108019	1	1	1	12	1	1	91
PE108019	2	2	2	12	1	1	91
PE108020	1	1	2	12	1	1	83
PE108020	2	1	2	1	1	2	71
PE108020	3	2	2	7	1	1	52
PE108021	1	1	1	12	1	1	91
PE108021	2	6	2	12	1	1	91
PE108022	1	1	1	3	1	1	93
PE108022	2	1	2	9	2	2	93
PE108022	3	2	1	12	2	1	51
PE108023	1	1	1	12	1	1	83
PE108023	2	2	1	12	2	1	34
PE108023	3	3	2	12	1	1	52
PE108023	4	6	2	12	1	1	83
PE108024	1	1	2	12	1	1	51
PE108025	1	1	2	12	1	1	83
PE108025	2	4	2	12	1	1	52
PE108026	1	1	1	11	1	1	41
PE108026	2	1	2	12	1	2	72
PE108026	3	1	2	12	2	3	71
PE108026	4	5	2	12	3	1	91
PE108027	1	1	1	6	1	1	83
PE108027	2	4	1	12	1	1	52
PE108028	1	1	1	12	3	1	83
PE108028	2	4	2	12	1	1	71
PE108028	3	5	1	6	1	1	93
PE108028	4	6	1	4	1	1	71
PE108028	5	7	1	6	1	1	93
PE108029	1	1	2	12	1	1	83
PE118001	1	1	1	12	2	1	23
PE118002	1	1	2	12	3	1	92
PE118002	2	2	2	12	1	1	61
PE118002	3	2	2	8	2	2	61
PE118003	1	1	2	12	1	1	61
PE118003	2	4	2	1	1	1	92
PE118003	3	4	2	11	1	2	92
PE118004	1	1	1	2	2	2	11
PE118004	2	1	2	12	3	3	61
PE118004	3	1	1	9	2	1	23
PE118005	1	1	2	10	1	1	61
PE118005	2	1	2	2	1	2	92
PE118005	3	2	2	12	3	1	51
PE118005	4	2	2	12	1	2	61
PE118005	5	3	2	12	2	1	91
PE118005	6	3	2	12	1	2	61
PE118005	7	4	2	12	1	1	92
PE118006	1	1	2	12	3	1	61
PE118006	2	1	1	4	2	2	93
PE118006	3	3	2	8	1	1	42
PE118006	4	2	2	12	3	1	92
PE118006	5	2	2	7	2	2	92
PE118007	1	3	2	12	1	1	61
PE118007	2	4	2	12	1	1	92
PE118007	3	5	1	3	2	1	23
PE118008	1	1	2	12	2	1	61
PE118008	2	1	2	12	3	2	92
PE118008	3	2	2	12	2	1	61
PE118008	4	3	2	2	3	1	92
PE118008	5	3	2	1	2	2	92
PE118008	6	4	2	12	3	1	61
PE118008	7	4	2	12	3	2	92
PE118009	1	1	2	12	1	1	61
PE118009	2	1	2	12	3	2	91
PE118009	3	2	2	12	3	1	92
PE118009	4	1	2	12	3	3	92
PE118009	5	3	2	12	2	2	92
PE118009	6	3	2	12	2	1	92
PE118010	1	1	2	12	1	1	61
PE118010	2	2	2	12	1	1	52
PE118010	3	3	2	12	3	1	92
PE118010	4	4	2	12	3	1	92
PE118010	5	5	2	12	3	1	92
PE118010	6	6	2	12	3	1	92
PE118010	7	7	2	12	3	1	92
PE118011	1	1	2	12	1	1	61
PE118011	2	2	2	12	1	1	92
PE118011	3	3	2	12	3	1	92
PE118011	4	4	2	12	1	1	61
PE118012	1	1	2	12	1	1	92
PE118012	2	1	2	12	3	2	92
PE118012	3	2	2	12	1	1	61
PE118012	4	2	2	12	3	1	92
PE118012	5	2	2	12	2	2	74
PE118013	1	1	2	10	1	1	61
PE118013	2	1	1	1	1	2	93
PE118013	3	2	2	12	2	1	92
PE118013	4	3	2	3	3	1	61
PE118014	1	1	2	2	1	1	61
PE118014	2	1	1	9	1	2	92
PE118014	3	2	2	12	1	1	61
PE118014	4	2	2	12	1	2	61
PE118015	1	1	2	11	1	1	61
PE118015	2	1	2	1	2	2	92
PE118015	3	2	2	12	1	1	61
PE118016	1	2	1	5	1	3	61
PE118016	2	2	2	5	1	2	61
PE118016	3	2	2	2	1	1	71
PE118016	4	1	2	12	1	1	92
PE118016	5	1	2	12	1	2	61
PE118016	6	3	2	12	1	1	92
PE118016	7	3	2	12	1	2	61
PE118016	8	4	2	12	1	1	61
PE118017	1	1	2	12	2	1	61
PE118017	2	1	2	12	3	2	92
PE118017	3	2	2	12	1	1	92
PE118017	4	3	2	12	1	1	92
PE118017	5	4	2	12	3	1	92
PE118018	1	1	2	12	1	1	61
PE118018	2	1	1	12	3	2	92
PE118018	3	2	2	12	3	1	92
PE118018	4	2	2	12	1	1	61
PE118018	5	3	2	12	3	1	92
PE118018	6	3	2	12	3	2	92
PE118018	7	4	2	12	3	1	92
PE118018	8	4	2	12	1	2	61
PE118018	9	4	2	12	3	3	52
PE118019	1	1	2	12	1	1	61
PE118019	2	1	2	12	1	2	61
PE118019	3	2	2	12	1	1	92
PE118019	4	2	2	12	1	2	61
PE118019	5	3	2	12	3	1	92
PE118019	6	3	2	12	3	2	61
PE118019	7	4	2	12	3	1	92
PE118019	8	5	2	12	3	1	92
PE118020	1	1	2	6	3	1	52
PE118020	2	1	2	3	2	2	91
PE118020	3	1	2	2	3	3	61
PE118020	4	1	2	8	3	3	74
PE118020	5	2	2	6	1	1	61
PE118020	6	3	2	3	2	1	61
PE118020	7	4	2	3	2	1	61
PE118021	1	1	2	6	1	1	61
PE118021	2	1	2	6	1	2	61
PE118021	3	2	2	12	1	1	92
PE118021	4	2	2	12	2	2	61
PE118021	5	3	2	12	3	1	92
PE118021	6	4	2	12	3	1	92
PE118021	7	5	2	12	3	1	61
PE118022	1	1	2	11	2	1	61
PE118022	2	1	2	1	1	1	92
PE118022	3	1	2	3	1	1	71
PE118022	4	2	2	12	2	1	92
PE118022	5	2	2	12	3	2	61
PE118022	6	2	2	12	3	3	51
PE118023	1	1	2	12	3	1	92
PE118023	2	2	2	12	1	1	61
PE118023	3	3	2	12	1	1	92
PE118023	4	4	2	12	3	1	92
PE118023	5	5	2	12	3	1	61
PE118023	6	6	2	12	3	1	92
PE118023	7	7	2	12	3	1	92
PE118023	8	2	1	12	1	2	92
PE118024	1	1	2	12	1	1	61
PE118024	2	2	2	12	1	1	61
PE118024	3	3	2	12	3	1	61
PE118024	4	4	2	12	3	1	92
PE118025	1	1	2	12	2	1	61
PE118025	2	1	2	12	3	2	74
PE118025	3	2	2	12	1	1	61
PE118025	4	7	2	12	1	1	92
PE118026	1	1	2	12	1	1	61
PE118026	2	1	2	12	2	2	92
PE118026	3	2	2	12	2	2	92
PE118026	4	3	2	12	2	1	92
PE118027	1	1	2	12	1	1	61
PE118027	2	1	2	12	3	2	92
PE118027	3	2	2	12	3	1	92
PE118027	4	2	2	12	1	1	61
PE118027	5	3	2	12	1	1	61
PE118027	6	4	2	12	3	1	92
PE118027	7	4	2	12	3	1	61
PE118027	8	1	1	1	2	1	92
PE118028	1	1	2	9	1	1	61
PE118028	2	2	2	12	1	1	61
PE118028	3	3	2	12	1	1	61
PE118028	4	4	2	12	1	1	92
PE118029	1	2	2	12	2	1	72
PE118029	2	2	2	12	2	2	61
PE118029	3	1	2	9	2	1	92
PE118029	4	1	2	9	1	2	61
PE118029	5	4	2	12	2	1	92
PE118030	1	1	2	12	2	1	61
PE118030	2	2	2	12	1	1	52
PE128001	1	1	1	6	1	1	82
PE128001	2	2	1	8	2	1	51
PE128001	3	7	1	12	1	1	74
PE128001	4	8	2	12	1	1	91
PE128002	1	1	1	12	1	1	74
PE128003	1	1	1	11	2	1	91
PE128003	2	3	1	12	1	1	51
PE128003	3	3	2	1	3	2	71
PE128003	4	4	1	9	1	1	61
PE128004	1	1	2	12	1	1	91
PE128005	1	1	1	9	2	1	91
PE128005	2	1	2	5	2	2	91
PE128005	3	1	2	2	2	3	91
PE128005	4	3	1	12	1	1	91
PE128006	1	1	2	2	1	1	91
PE128006	2	3	1	2	2	1	93
PE128006	3	3	1	2	2	2	71
PE128007	1	1	2	12	1	1	72
PE128007	2	2	1	12	1	1	91
PE128007	3	3	1	3	1	1	52
PE128007	4	5	1	9	1	1	91
PE128008	1	1	1	10	1	1	71
PE128008	2	2	2	12	1	1	91
PE128008	3	3	1	8	1	1	52
PE128008	4	3	1	5	1	2	52
PE128009	1	1	2	12	2	1	93
PE128009	2	1	2	1	3	2	71
PE128009	3	2	1	9	1	1	51
PE128009	4	3	1	2	1	1	51
PE128009	5	4	2	3	1	1	91
PE128010	1	1	1	11	1	1	74
PE128011	1	1	2	12	1	1	71
PE128011	2	1	2	3	1	2	71
PE128012	1	1	1	12	1	1	51
PE128012	2	1	2	12	2	2	51
PE128012	3	2	1	10	2	1	23
PE128013	1	2	2	12	1	1	52
PE128013	2	3	2	12	2	1	91
PE128013	3	4	2	12	1	1	52
PE128013	4	5	1	12	2	1	51
PE128013	5	1	2	8	1	1	52
PE128014	1	1	2	12	1	1	74
PE128015	1	1	1	12	1	1	91
PE128015	2	2	2	12	1	1	91
PE128015	3	6	1	5	1	1	91
PE128016	1	1	1	6	1	1	91
PE128016	2	1	2	2	1	2	91
PE128016	3	3	1	12	1	1	91
PE128016	4	4	1	12	1	1	74
PE128016	5	2	1	12	1	1	51
PE128017	1	1	2	12	1	1	91
PE128017	2	2	2	12	1	1	91
PE128017	3	3	1	12	1	1	34
PE128017	4	6	2	12	1	1	34
PE128018	1	1	2	2	1	1	91
PE128018	2	1	2	10	2	2	91
PE128018	3	1	2	10	2	3	91
PE128019	1	1	2	12	1	1	83
PE128020	1	1	2	12	1	2	52
PE128020	2	1	1	12	1	1	52
PE128020	3	2	2	12	2	1	51
PE128021	1	1	2	12	1	1	83
PE128022	1	1	1	8	1	1	74
PE128022	2	1	2	4	1	2	74
PE128022	3	5	1	10	2	1	91
PE128022	4	5	1	2	1	2	91
PE128022	5	6	2	2	1	3	52
PE128022	6	6	1	5	2	1	93
PE128022	7	6	2	1	1	2	91
PE128022	8	4	2	2	1	1	52
PE128023	1	1	2	6	3	2	52
PE128023	2	1	2	12	2	1	31
PE128023	3	2	2	12	1	1	34
PE128024	1	1	1	6	1	1	71
PE128024	2	3	2	12	1	1	83
PE128024	3	4	1	8	2	1	74
PE128025	1	1	2	12	1	1	71
PE128025	2	1	2	1	3	2	71
PE128025	3	2	2	12	1	1	91
PE128026	1	1	2	12	1	1	91
PE128026	2	2	2	12	1	1	91
PE128026	3	3	1	12	1	1	32
PE128026	4	4	1	6	1	1	31
PE128027	1	1	2	12	1	1	71
PE128027	2	3	1	9	3	1	91
PE128028	1	1	2	12	2	1	83
PE128028	2	2	2	10	2	1	91
PE128029	1	1	2	12	1	1	83
PE128029	2	2	2	5	1	1	91
PE128029	3	2	1	3	1	2	51
PE128030	1	1	2	12	2	1	91
PE128030	2	1	1	2	1	2	74
PE128030	3	2	2	12	1	1	52
PE128030	4	7	2	12	1	1	91
PE128031	1	1	1	12	1	1	51
PE128032	1	1	2	12	2	1	33
PE128033	1	2	2	3	2	1	91
PE128034	1	1	1	12	1	1	74
PE128034	2	2	1	9	1	1	82
PE128034	3	2	1	3	1	2	82
PE128034	4	4	1	12	2	1	81
PE128034	5	5	1	12	1	1	74
PE128034	6	6	1	3	2	1	74
PE128034	7	7	1	12	1	1	52
PE128034	8	3	1	12	2	1	51
PE128036	1	1	2	12	1	1	91
PE128036	2	2	2	12	1	1	91
PE128036	3	3	2	12	2	1	91
PE128037	1	1	1	12	1	1	83
PE128037	2	7	2	12	1	1	51
PE128037	3	8	1	6	1	1	72
PE128038	1	1	1	12	1	1	51
PE128038	2	2	2	12	3	1	91
PE128038	3	2	1	8	3	2	51
PE128039	1	1	1	12	1	1	91
PE128039	2	1	2	12	1	2	52
PE128039	3	2	2	12	2	1	74
PE128039	4	6	2	11	2	1	71
PE128040	1	1	1	12	1	1	91
PE128040	2	2	2	12	1	1	91
PE128040	3	3	2	12	1	1	52
PE128040	4	4	2	12	1	1	52
PE128040	5	9	1	12	1	1	51
PE128041	1	1	2	10	1	1	71
PE128041	2	2	2	12	1	1	91
PE128041	3	3	2	10	1	1	71
PE128041	4	9	1	12	1	1	91
PE128042	1	1	1	12	1	1	83
PE128042	2	3	2	4	1	1	81
PE128042	3	3	1	6	1	1	81
PE128043	1	1	1	12	1	1	51
PE128043	2	2	2	6	1	1	52
PE128043	3	3	2	1	2	1	81
PE128043	4	4	2	12	1	1	52
PE128043	5	5	1	4	1	1	51
PE128043	6	5	1	1	1	2	52
PE128044	1	1	1	12	1	1	71
PE128044	2	2	1	6	1	1	52
PE128045	1	1	2	12	1	1	71
PE128046	1	1	1	6	3	1	83
PE128046	2	1	1	3	2	2	73
PE128046	3	1	2	12	3	3	83
PE128046	4	2	2	4	1	1	91
PE128046	5	2	2	12	2	2	73
PE128047	1	1	2	8	1	1	83
PE128047	2	1	2	4	3	2	91
PE128047	3	2	2	4	3	1	51
PE128047	4	2	2	2	3	2	91
PE128047	5	3	2	2	3	1	91
PE128047	6	4	2	2	3	1	91
PE128048	1	1	2	11	1	1	83
PE128049	1	1	2	12	1	1	91
PE128049	2	2	2	12	1	1	52
PE128049	3	3	2	12	1	1	83
PE128049	4	4	2	12	1	1	83
PE128049	5	6	1	12	1	1	73
PE128050	1	1	2	12	2	1	91
PE128050	2	1	2	12	2	2	91
PE128050	3	2	2	6	1	1	52
PE128050	4	3	1	12	1	1	42
PE128051	1	1	1	12	1	1	73
PE128051	2	2	2	1	1	1	91
PE138002	1	1	1	6	1	1	74
PE138002	2	2	2	12	1	1	52
PE138003	1	1	1	12	2	1	83
PE138003	2	2	2	9	2	1	91
PE138004	1	1	1	12	1	1	91
PE138004	2	2	1	3	1	1	51
PE138004	3	3	1	12	1	1	51
PE138004	4	4	2	12	1	1	91
PE138004	5	5	2	12	1	1	91
PE138005	1	1	2	12	1	1	52
PE138005	2	2	2	12	1	1	52
PE138006	1	1	2	12	1	1	74
PE138006	2	3	1	12	1	1	74
PE138006	3	5	1	12	1	1	24
PE138006	4	6	1	6	1	1	42
PE138006	5	7	2	6	1	1	91
PE138007	1	1	1	4	1	1	91
PE138008	1	1	1	12	1	1	93
PE138009	1	1	1	5	1	1	74
PE138009	2	2	2	12	1	1	74
PE138009	3	3	2	12	1	1	52
PE138010	1	3	1	12	1	1	91
PE138011	1	1	1	12	1	1	51
PE138011	2	1	2	12	3	2	71
PE138011	3	2	2	12	1	1	91
PE138012	1	1	1	12	2	1	51
PE138012	2	2	2	12	1	1	91
PE138012	3	3	1	8	1	1	74
PE138013	1	1	2	12	1	1	71
PE138013	2	2	2	8	2	1	91
PE138014	1	1	1	12	1	1	74
PE138014	2	2	1	12	2	1	51
PE138015	1	1	1	12	2	1	33
PE138015	2	2	2	6	2	1	91
PE138016	1	1	2	12	1	1	83
PE138017	1	1	1	12	1	1	83
PE138017	2	2	2	12	1	1	52
PE138018	1	1	2	12	1	1	74
PE138019	1	1	1	12	3	1	51
PE138019	2	1	1	3	3	2	51
PE138019	3	2	2	12	1	1	42
PE138020	1	1	1	12	3	1	51
PE138021	1	1	2	8	1	1	91
PE138022	1	1	2	12	3	1	91
PE138022	2	2	2	12	2	1	83
PE138023	1	1	2	1	1	3	74
PE138023	2	1	2	12	1	1	93
PE138023	3	1	2	12	1	2	71
PE138023	4	2	2	12	3	2	91
PE138023	5	2	1	12	1	1	51
PE138023	6	3	2	6	2	1	91
PE138023	7	4	2	6	2	1	91
PE138023	8	5	2	6	2	1	91
PE138024	1	1	2	10	1	1	71
PE138024	2	2	2	12	3	1	91
PE138024	3	3	2	12	1	1	93
PE138025	1	1	1	12	1	1	91
PE138026	1	1	2	12	1	1	91
PE138026	2	2	2	8	3	1	91
PE138027	1	1	2	12	3	1	91
PE138027	2	2	1	12	2	1	23
PE138027	3	3	2	3	1	1	81
PE138028	1	1	1	4	1	1	74
PE138028	2	2	2	11	2	1	91
PE138029	1	1	2	12	1	1	83
PE138030	1	1	2	1	1	2	81
PE138030	2	1	2	8	1	1	52
PE138030	3	2	2	11	1	1	52
PE138031	1	3	2	12	2	1	51
PE138032	1	1	2	12	1	1	91
PE138032	2	2	2	11	1	1	71
PE138032	3	3	2	12	1	1	93
PE138033	1	1	2	12	3	1	91
PE138033	2	3	1	7	1	1	71
PE138033	3	4	1	2	1	1	91
PE138033	4	5	1	12	3	1	91
PE138034	1	1	2	12	2	2	91
PE138034	2	1	2	12	1	3	91
PE138034	3	2	2	12	1	1	91
PE138034	4	4	2	12	1	1	91
PE138034	5	1	1	12	1	1	51
PE138035	1	1	1	12	1	1	91
PE138035	2	2	1	1	2	1	74
PE138036	1	1	2	12	2	1	51
PE138036	2	2	2	12	3	1	74
PE138036	3	5	2	12	2	1	83
PE138036	4	6	2	4	2	1	51
PE138037	1	1	2	12	1	1	72
PE138037	2	2	1	6	1	1	91
PE138037	3	3	2	1	3	1	51
PE138038	1	1	2	10	1	1	72
PE138039	1	1	2	4	1	1	91
PE138039	2	4	2	4	3	1	91
PE138039	3	5	2	4	1	1	91
PE138039	4	5	2	8	1	2	91
PE138039	5	6	2	3	1	2	71
PE138039	6	7	1	2	1	1	74
PE138039	7	8	1	12	1	1	34
PE138040	1	1	2	12	1	1	72
PE138040	2	2	2	12	2	1	91
PE138040	3	3	1	12	1	1	72
PE138041	1	1	1	12	1	1	74
PE138041	2	2	2	12	1	1	52
PE138042	1	1	2	5	3	2	91
PE138042	2	1	2	12	1	1	74
PE138042	3	2	1	12	1	1	51
PE138042	4	3	1	2	1	1	72
PE138043	1	1	1	12	1	1	91
PE138043	2	3	2	12	1	1	71
PE138043	3	4	1	12	1	1	41
PE138044	1	1	2	12	2	1	74
PE138045	1	1	1	8	1	1	51
PE138045	2	2	1	8	3	1	51
PE138046	1	1	2	10	1	1	93
PE138046	2	3	2	12	1	1	52
PE138047	1	1	2	12	2	1	74
PE138047	2	2	2	12	3	1	91
PE138048	1	1	1	12	1	1	74
PE138048	2	2	2	12	1	1	52
PE138049	1	2	1	12	2	1	51
PE138049	2	8	1	1	1	1	72
PE138049	3	6	1	3	1	1	82
PE138049	4	3	1	12	1	1	72
PE138050	1	1	1	12	1	1	33
PE138050	2	3	1	1	1	1	51
PE138051	1	1	1	12	2	1	51
PE138052	1	2	1	3	2	1	92
PE138052	2	2	1	9	1	2	91
PE138053	1	2	2	6	1	1	71
PE148001	1	2	1	12	1	1	51
PE148002	1	1	2	4	2	1	91
PE148002	2	1	2	4	1	2	51
PE148002	3	4	1	12	1	1	74
PE148002	4	4	2	12	3	2	74
PE148002	5	4	1	12	1	3	42
PE148003	1	1	1	12	1	1	52
PE148003	2	4	1	12	1	1	52
PE148004	1	1	2	3	1	1	71
PE148004	2	1	2	2	2	2	91
PE148004	3	1	2	2	1	3	93
PE148005	1	1	1	12	2	1	72
PE148005	2	2	2	12	3	1	51
PE148006	1	1	1	12	1	1	51
PE148006	2	2	2	12	3	1	91
PE148007	1	1	1	12	1	1	72
PE148007	2	2	1	3	1	1	74
PE148007	3	5	1	12	1	1	72
PE148007	4	7	1	12	1	1	21
PE148008	1	1	2	10	1	1	83
PE148008	2	1	2	12	2	2	72
PE148008	3	1	2	1	3	3	72
PE148008	4	2	2	12	3	1	52
PE148008	5	2	1	12	3	2	91
PE148009	1	1	2	4	2	1	34
PE148009	2	2	2	12	1	1	74
PE148009	3	3	1	12	1	1	71
PE148009	4	4	1	12	1	1	41
PE148010	1	1	2	10	1	1	91
PE148010	2	2	2	12	2	1	74
PE148010	3	1	1	3	1	2	93
PE148010	4	2	2	2	3	2	91
PE148010	5	2	1	1	3	3	91
PE148010	6	3	1	5	2	1	93
PE148011	1	1	1	12	4	1	91
PE148011	2	1	1	4	1	2	51
PE148011	3	3	1	2	2	1	74
PE148011	4	3	1	6	3	2	 
PE148012	1	1	2	12	1	1	83
PE148013	1	1	1	12	2	1	74
PE148013	2	1	1	12	3	2	91
PE148013	3	2	1	2	1	1	91
PE148014	1	1	1	12	1	1	74
PE148014	2	2	1	11	3	1	91
PE148014	3	2	2	9	2	2	73
PE148015	1	1	1	12	2	1	34
PE148015	2	4	2	12	1	1	52
PE148015	3	5	2	12	1	1	52
PE148015	4	6	2	12	1	1	52
PE148015	5	7	2	12	2	1	52
PE148015	6	8	2	12	1	1	52
PE148016	1	1	1	12	1	1	51
PE148016	2	2	2	12	1	1	91
PE148017	1	1	1	10	1	1	93
PE148017	2	2	1	6	3	1	91
PE148018	1	1	2	12	1	1	71
PE148018	2	1	1	12	1	2	71
PE148019	1	1	1	12	1	1	51
PE148019	2	2	1	1	3	2	72
PE148020	1	1	1	12	2	1	51
PE148020	2	1	2	12	3	2	83
PE148020	3	1	2	12	2	3	91
PE148020	4	2	2	12	1	1	52
PE148021	1	1	1	12	1	1	91
PE148021	2	1	1	12	3	2	91
PE148021	3	2	1	7	1	1	91
PE148021	4	2	1	12	1	2	52
PE148021	5	3	1	10	1	1	91
PE148021	6	4	1	12	2	1	91
PE148022	1	1	1	12	1	1	73
PE148022	2	1	1	6	3	2	73
PE148023	1	1	2	12	2	1	83
PE148024	1	1	1	12	2	1	72
PE148024	2	2	2	12	1	1	52
PE148025	1	1	2	12	2	1	51
PE148026	1	1	1	12	2	1	51
PE148026	2	1	2	12	2	2	91
PE148026	3	2	1	5	1	1	91
PE148027	1	1	2	12	1	1	74
PE148027	2	1	2	10	3	2	93
PE148027	3	2	2	12	3	2	91
PE148028	1	1	1	12	1	1	91
PE148028	2	3	1	12	3	1	91
PE148028	3	3	1	12	4	2	51
PE148028	4	5	1	12	1	1	91
