CHILDCODE	SCSTIDR4	FEESR4	PAYPERR4	NUMPERR4
158032	6	80	2	8
158032	7	0	88	-88
158032	8	250	2	8
158033	1	30	6	2
158033	2	0	88	0
158033	3	30	2	240
158033	4	0	88	0
158033	5	0	88	0
158033	6	0	88	0
158033	7	0	88	0
158033	8	85	3	1
158034	1	90	6	2
158034	2	342	2	6
158034	3	0	88	0
158034	4	0	88	0
158034	5	20	2	16
158034	6	60	2	16
158034	7	60	3	0
158034	8	10	2	6
158035	1	 	 	 
158035	2	 	 	 
158035	3	 	 	 
158035	4	 	 	 
158035	5	 	 	 
158035	6	 	 	 
158035	7	 	 	 
158035	8	 	 	 
158036	1	210	3	0
158036	2	0	88	-88
158036	3	0	88	-88
158036	4	0	88	-88
158036	5	0	88	-88
158036	6	0	88	-88
158036	7	0	88	-88
158036	8	40	2	20
158037	1	236	3	1
158037	2	236	2	11
158037	3	0	88	0
158037	4	0	88	0
158037	5	15	1	75
158037	6	0	88	0
158037	7	0	88	0
158037	8	0	88	0
158038	1	 	 	 
158038	2	 	 	 
158038	3	 	 	 
158038	4	 	 	 
158038	5	 	 	 
158038	6	 	 	 
158038	7	 	 	 
158038	8	 	 	 
158039	1	 	 	 
158039	2	 	 	 
158039	3	 	 	 
158039	4	 	 	 
158039	5	 	 	 
158039	6	 	 	 
158039	7	 	 	 
158039	8	 	 	 
158040	1	40	3	1
158040	2	0	88	0
158040	3	0	88	0
158040	4	0	88	0
158040	5	0	88	0
158040	6	16	2	8
158040	7	0	88	0
158040	8	0	88	0
158041	1	350	6	2
158041	2	300	2	10
158041	3	0	88	-88
158041	4	0	88	-88
158041	5	100	2	10
158041	6	0	88	-88
158041	7	2000	3	1
158041	8	150	2	10
158042	1	 	 	 
158042	2	 	 	 
158042	3	 	 	 
158042	4	 	 	 
158042	5	 	 	 
158042	6	 	 	 
158042	7	 	 	 
158042	8	 	 	 
158043	1	0	88	0
158043	2	0	88	0
158043	3	0	88	0
158043	4	0	88	0
158043	5	0	88	0
158043	6	560	3	1
158043	7	0	88	0
158043	8	50	3	1
158044	1	 	 	 
158044	2	 	 	 
158044	3	 	 	 
158044	4	 	 	 
158044	5	 	 	 
158044	6	 	 	 
158044	7	 	 	 
158044	8	 	 	 
158045	1	 	 	 
158045	2	 	 	 
158045	3	 	 	 
158045	4	 	 	 
158045	5	 	 	 
158045	6	 	 	 
158045	7	 	 	 
158045	8	 	 	 
158047	1	0	88	-88
158047	2	0	88	-88
158047	3	0	88	-88
158047	4	0	88	-88
158047	5	0	88	-88
158047	6	0	88	-88
158047	7	0	88	-88
158047	8	0	88	-88
158048	1	0	88	0
158048	2	235	2	12
158048	3	0	88	0
158048	4	0	88	0
158048	5	48	2	12
158048	6	96	2	12
158048	7	0	88	0
158048	8	100	6	2
158049	1	50	3	0
158049	2	0	88	0
158049	3	0	88	0
158049	4	0	88	0
158049	5	0	88	0
158049	6	0	88	0
158049	7	0	88	0
158049	8	0	88	0
158050	1	 	 	 
158050	2	 	 	 
158050	3	 	 	 
158050	4	 	 	 
158050	5	 	 	 
158050	6	 	 	 
158050	7	 	 	 
158050	8	 	 	 
158051	1	 	 	 
158051	2	 	 	 
158051	3	 	 	 
158051	4	 	 	 
158051	5	 	 	 
158051	6	 	 	 
158051	7	 	 	 
158051	8	 	 	 
158052	1	 	 	 
158052	2	 	 	 
158052	3	 	 	 
158052	4	 	 	 
158052	5	 	 	 
158052	6	 	 	 
158052	7	 	 	 
158052	8	 	 	 
158053	1	 	 	 
158053	2	 	 	 
158053	3	 	 	 
158053	4	 	 	 
158053	5	 	 	 
158053	6	 	 	 
158053	7	 	 	 
158053	8	 	 	 
158054	1	 	 	 
158054	2	 	 	 
158054	3	 	 	 
158054	4	 	 	 
158054	5	 	 	 
158054	6	 	 	 
158054	7	 	 	 
158054	8	 	 	 
158055	1	 	 	 
158055	2	 	 	 
158055	3	 	 	 
158055	4	 	 	 
158055	5	 	 	 
158055	6	 	 	 
158055	7	 	 	 
158055	8	 	 	 
158056	1	180	6	2
158056	2	0	88	-88
158056	3	0	88	-88
158056	4	0	88	-88
158056	5	240	2	10
158056	6	72	2	10
158056	7	700	3	1
158056	8	800	3	1
158057	1	 	 	 
158057	2	 	 	 
158057	3	 	 	 
158057	4	 	 	 
158057	5	 	 	 
158057	6	 	 	 
158057	7	 	 	 
158057	8	 	 	 
168001	1	80	3	1
168001	2	0	88	-88
168001	3	5	3	1
168001	4	0	88	-88
168001	5	120	2	7
168001	6	24	2	6
168001	7	0	88	-88
168001	8	50	3	1
168002	1	120	3	2
168002	2	0	88	-88
168002	3	100	3	1
168002	4	750	3	1
168002	5	0	88	-88
168002	6	10	2	10
168002	7	0	88	-88
168002	8	200	3	1
168004	1	 	 	 
168004	2	 	 	 
168004	3	 	 	 
168004	4	 	 	 
168004	5	 	 	 
168004	6	 	 	 
168004	7	 	 	 
168004	8	 	 	 
168005	1	 	 	 
168005	2	 	 	 
168005	3	 	 	 
168005	4	 	 	 
168005	5	 	 	 
168005	6	 	 	 
168005	7	 	 	 
168005	8	 	 	 
168006	1	 	 	 
168006	2	 	 	 
168006	3	 	 	 
168006	4	 	 	 
168006	5	 	 	 
168006	6	 	 	 
168006	7	 	 	 
168006	8	 	 	 
168007	1	 	 	 
168007	2	 	 	 
168007	3	 	 	 
168007	4	 	 	 
168007	5	 	 	 
168007	6	 	 	 
168007	7	 	 	 
168007	8	 	 	 
168008	1	 	 	 
168008	2	 	 	 
168008	3	 	 	 
168008	4	 	 	 
168008	5	 	 	 
168008	6	 	 	 
168008	7	 	 	 
168008	8	 	 	 
168009	1	15	3	1
168009	2	0	88	0
168009	3	0	88	0
168009	4	0	88	0
168009	5	35	2	1
168009	6	0	88	0
168009	7	0	88	0
168009	8	0	88	0
168010	1	 	 	 
168010	2	 	 	 
168010	3	 	 	 
168010	4	 	 	 
168010	5	 	 	 
168010	6	 	 	 
168010	7	 	 	 
168010	8	 	 	 
168011	1	 	 	 
168011	2	 	 	 
168011	3	 	 	 
168011	4	 	 	 
168011	5	 	 	 
168011	6	 	 	 
168011	7	 	 	 
168011	8	 	 	 
168012	1	 	 	 
168012	2	 	 	 
168012	3	 	 	 
168012	4	 	 	 
168012	5	 	 	 
168012	6	 	 	 
168012	7	 	 	 
168012	8	 	 	 
168013	1	 	 	 
168013	2	 	 	 
168013	3	 	 	 
168013	4	 	 	 
168013	5	 	 	 
168013	6	 	 	 
168013	7	 	 	 
168013	8	 	 	 
168015	1	 	 	 
168015	2	 	 	 
168015	3	 	 	 
168015	4	 	 	 
168015	5	 	 	 
168015	6	 	 	 
168015	7	 	 	 
168015	8	 	 	 
168016	1	 	 	 
168016	2	 	 	 
168016	3	 	 	 
168016	4	 	 	 
168016	5	 	 	 
168016	6	 	 	 
168016	7	 	 	 
168016	8	 	 	 
168017	1	 	 	 
168017	2	 	 	 
168017	3	 	 	 
168017	4	 	 	 
168017	5	 	 	 
168017	6	 	 	 
168017	7	 	 	 
168017	8	 	 	 
168018	1	 	 	 
168018	2	 	 	 
168018	3	 	 	 
168018	4	 	 	 
168018	5	 	 	 
168018	6	 	 	 
168018	7	 	 	 
168018	8	 	 	 
168019	1	10	3	1
168019	2	0	88	0
168019	3	0	88	0
168019	4	0	88	0
168019	5	0	88	0
168019	6	0	88	0
168019	7	0	88	0
168019	8	600	3	600
168020	1	 	 	 
168020	2	 	 	 
168020	3	 	 	 
168020	4	 	 	 
168020	5	 	 	 
168020	6	 	 	 
168020	7	 	 	 
168020	8	 	 	 
168022	1	 	 	 
168022	2	 	 	 
168022	3	 	 	 
168022	4	 	 	 
168022	5	 	 	 
168022	6	 	 	 
168022	7	 	 	 
168022	8	 	 	 
168023	1	160	4	3
168023	2	160	2	15
168023	3	300	2	15
168023	4	200	2	15
168023	5	100	2	15
168023	6	80	2	15
168023	7	0	88	0
168023	8	350	2	15
168024	1	0	88	-88
168024	2	0	88	-88
168024	3	15	3	1
168024	4	0	88	-88
168024	5	36	2	10
168024	6	0	88	-88
168024	7	0	88	-88
168024	8	170	3	1
168025	1	 	 	 
168025	2	 	 	 
168025	3	 	 	 
168025	4	 	 	 
168025	5	 	 	 
168025	6	 	 	 
168025	7	 	 	 
168025	8	 	 	 
178001	1	150	6	1
178001	2	0	88	0
178001	3	0	88	0
178001	4	0	88	0
178001	5	0	88	0
178001	6	10	1	24
178001	7	50	6	1
178001	8	20	6	1
178002	1	 	 	 
178002	2	 	 	 
178002	3	 	 	 
178002	4	 	 	 
178002	5	 	 	 
178002	6	 	 	 
178002	7	 	 	 
178002	8	 	 	 
178003	1	150	6	2
178003	2	340	2	10
178003	3	0	88	0
178003	4	0	88	0
178003	5	0	88	0
178003	6	0	2	10
178003	7	0	3	0
178003	8	50	2	10
178004	1	 	 	 
178004	2	 	 	 
178004	3	 	 	 
178004	4	 	 	 
178004	5	 	 	 
178004	6	 	 	 
178004	7	 	 	 
178004	8	 	 	 
178006	1	120	3	1
178006	2	0	88	0
178006	3	500	3	1
178006	4	-88	88	-88
178006	5	-88	88	-88
178006	6	40	2	12
178006	7	-88	88	-88
178006	8	100	3	1
178007	1	 	 	 
178007	2	 	 	 
178007	3	 	 	 
178007	4	 	 	 
178007	5	 	 	 
178007	6	 	 	 
178007	7	 	 	 
178007	8	 	 	 
178009	1	 	 	 
178009	2	 	 	 
178009	3	 	 	 
178009	4	 	 	 
178009	5	 	 	 
178009	6	 	 	 
178009	7	 	 	 
178009	8	 	 	 
178010	1	 	 	 
178010	2	 	 	 
178010	3	 	 	 
178010	4	 	 	 
178010	5	 	 	 
178010	6	 	 	 
178010	7	 	 	 
178010	8	 	 	 
178011	1	 	 	 
178011	2	 	 	 
178011	3	 	 	 
178011	4	 	 	 
178011	5	 	 	 
178011	6	 	 	 
178011	7	 	 	 
178011	8	 	 	 
178013	1	130	6	2
178013	2	0	88	-88
178013	3	0	88	-88
178013	4	0	88	-88
178013	5	0	88	-88
178013	6	40	2	10
178013	7	0	88	-88
178013	8	100	3	1
178015	1	50	3	1
178015	2	80	2	10
178015	3	0	88	0
178015	4	0	88	0
178015	5	0	88	0
178015	6	0	88	0
178015	7	0	88	0
178015	8	50	2	10
178019	1	 	 	 
178019	2	 	 	 
178019	3	 	 	 
178019	4	 	 	 
178019	5	 	 	 
178019	6	 	 	 
178019	7	 	 	 
178019	8	 	 	 
178020	1	180	6	2
178020	2	0	88	-88
178020	3	0	88	-88
178020	4	0	88	-88
178020	5	0	88	-88
178020	6	8	1	40
178020	7	0	88	-88
178020	8	100	88	1
178021	1	 	 	 
178021	2	 	 	 
178021	3	 	 	 
178021	4	 	 	 
178021	5	 	 	 
178021	6	 	 	 
178021	7	 	 	 
178021	8	 	 	 
178022	1	200	6	2
178022	2	200	2	10
178022	3	0	88	-88
178022	4	0	88	-88
178022	5	0	88	-88
178022	6	20	1	10
178022	7	0	88	-88
178022	8	50	3	1
178024	1	 	 	 
178024	2	 	 	 
178024	3	 	 	 
178024	4	 	 	 
178024	5	 	 	 
178024	6	 	 	 
178024	7	 	 	 
178024	8	 	 	 
178025	1	 	 	 
178025	2	 	 	 
178025	3	 	 	 
178025	4	 	 	 
178025	5	 	 	 
178025	6	 	 	 
178025	7	 	 	 
178025	8	 	 	 
178026	1	1	3	1
178026	2	0	88	-88
178026	3	50	3	1
178026	4	0	88	-88
178026	5	0	88	-88
178026	6	8	1	40
178026	7	0	88	-88
178026	8	40	3	1
178027	1	120	6	2
178027	2	80	2	10
178027	3	0	88	0
178027	4	0	88	0
178027	5	0	88	0
178027	6	20	1	40
178027	7	0	88	0
178027	8	50	6	2
178028	1	80	4	3
178028	2	0	88	-88
178028	3	0	88	-88
178028	4	0	88	-88
178028	5	0	88	-88
178028	6	32	2	12
178028	7	0	88	-88
178028	8	120	2	12
178029	1	 	 	 
178029	2	 	 	 
178029	3	 	 	 
178029	4	 	 	 
178029	5	 	 	 
178029	6	 	 	 
178029	7	 	 	 
178029	8	 	 	 
178030	1	 	 	 
178030	2	 	 	 
178030	3	 	 	 
178030	4	 	 	 
178030	5	 	 	 
178030	6	 	 	 
178030	7	 	 	 
178030	8	 	 	 
178031	1	 	 	 
178031	2	 	 	 
178031	3	 	 	 
178031	4	 	 	 
178031	5	 	 	 
178031	6	 	 	 
178031	7	 	 	 
178031	8	 	 	 
178035	1	 	 	 
178035	2	 	 	 
178035	3	 	 	 
178035	4	 	 	 
178035	5	 	 	 
178035	6	 	 	 
178035	7	 	 	 
178035	8	 	 	 
178036	1	200	3	1
178036	2	440	2	10
178036	3	-88	88	-88
178036	4	-88	88	-88
178036	5	200	2	12
178036	6	60	2	12
178036	7	1200	3	1
178036	8	200	2	10
188001	1	 	 	 
188001	2	 	 	 
188001	3	 	 	 
188001	4	 	 	 
188001	5	 	 	 
188001	6	 	 	 
188001	7	 	 	 
188001	8	 	 	 
188002	1	 	 	 
188002	2	 	 	 
188002	3	 	 	 
188002	4	 	 	 
188002	5	 	 	 
188002	6	 	 	 
188002	7	 	 	 
188002	8	 	 	 
188003	1	 	 	 
188003	2	 	 	 
188003	3	 	 	 
188003	4	 	 	 
188003	5	 	 	 
188003	6	 	 	 
188003	7	 	 	 
188003	8	 	 	 
188004	1	 	 	 
188004	2	 	 	 
188004	3	 	 	 
188004	4	 	 	 
188004	5	 	 	 
188004	6	 	 	 
188004	7	 	 	 
188004	8	 	 	 
188005	1	0	88	-88
188005	2	25	3	1
188005	3	0	88	-88
188005	4	80	3	1
188005	5	80	2	10
188005	6	20	2	10
188005	7	0	88	-88
188005	8	40	3	1
188006	1	 	 	 
188006	2	 	 	 
188006	3	 	 	 
188006	4	 	 	 
188006	5	 	 	 
188006	6	 	 	 
188006	7	 	 	 
188006	8	 	 	 
188007	1	 	 	 
188007	2	 	 	 
188007	3	 	 	 
188007	4	 	 	 
188007	5	 	 	 
188007	6	 	 	 
188007	7	 	 	 
188007	8	 	 	 
188009	1	75	3	1
188009	2	70	2	10
188009	3	30	3	1
188009	4	0	88	0
188009	5	100	2	10
188009	6	40	2	10
188009	7	0	88	0
188009	8	90	3	1
188010	1	150	6	2
188010	2	0	88	0
188010	3	0	88	0
188010	4	0	88	0
188010	5	40	2	12
188010	6	60	2	12
188010	7	2000	3	1
188010	8	0	88	0
188011	1	58	3	1
188011	2	0	88	0
188011	3	800	3	1
188011	4	100	88	1
188011	5	300	3	1
188011	6	350	3	1
188011	7	50	3	1
188011	8	400	3	1
188012	1	35,3	6	2
188012	2	188	2	9
188012	3	0	88	-88
188012	4	0	88	-88
188012	5	144	2	9
188012	6	38,4	2	9
188012	7	0	88	-88
188012	8	500	3	1
188013	1	 	 	 
188013	2	 	 	 
188013	3	 	 	 
188013	4	 	 	 
188013	5	 	 	 
188013	6	 	 	 
188013	7	 	 	 
188013	8	 	 	 
188014	1	180	6	2
188014	2	0	88	-88
188014	3	0	88	-88
188014	4	100	2	9
188014	5	0	88	-88
188014	6	5	1	36
188014	7	10	3	1
188014	8	0	88	-88
188015	1	173	6	2
188015	2	173	2	12
188015	3	0	88	0
188015	4	0	88	0
188015	5	0	88	0
188015	6	24	2	10
188015	7	0	88	0
188015	8	260	3	260
188016	1	 	 	 
188016	2	 	 	 
188016	3	 	 	 
188016	4	 	 	 
188016	5	 	 	 
188016	6	 	 	 
188016	7	 	 	 
188016	8	 	 	 
188017	1	40	6	2
188017	2	80	2	12
188017	3	0	88	0
188017	4	0	88	0
188017	5	0	88	0
188017	6	40	2	10
188017	7	0	88	0
188017	8	600	3	1
188018	1	 	 	 
188018	2	 	 	 
188018	3	 	 	 
188018	4	 	 	 
188018	5	 	 	 
188018	6	 	 	 
188018	7	 	 	 
188018	8	 	 	 
188019	1	 	 	 
188019	2	 	 	 
188019	3	 	 	 
188019	4	 	 	 
188019	5	 	 	 
188019	6	 	 	 
188019	7	 	 	 
188019	8	 	 	 
188020	1	 	 	 
188020	2	 	 	 
188020	3	 	 	 
188020	4	 	 	 
188020	5	 	 	 
188020	6	 	 	 
188020	7	 	 	 
188020	8	 	 	 
188021	1	50	6	2
188021	2	300	2	12
188021	3	136	6	2
188021	4	0	88	-88
188021	5	200	2	12
188021	6	0	88	-88
188021	7	0	88	-88
188021	8	100	6	2
188022	1	 	 	 
188022	2	 	 	 
188022	3	 	 	 
188022	4	 	 	 
188022	5	 	 	 
188022	6	 	 	 
188022	7	 	 	 
188022	8	 	 	 
188023	1	 	 	 
188023	2	 	 	 
188023	3	 	 	 
188023	4	 	 	 
188023	5	 	 	 
188023	6	 	 	 
188023	7	 	 	 
188023	8	 	 	 
188024	1	80	6	2
188024	2	90	2	12
188024	3	-88	88	-88
188024	4	-88	88	-88
188024	5	-88	88	-88
188024	6	25	2	12
188024	7	1500	3	1
188024	8	300	3	2
188025	1	15	3	1
188025	2	0	88	0
188025	3	20	3	1
188025	4	0	88	0
188025	5	8	2	10
188025	6	0	88	0
188025	7	0	88	0
188025	8	100	3	1
188026	1	40	6	2
188026	2	0	88	-88
188026	3	0	88	-88
188026	4	0	88	-88
188026	5	0	88	-88
188026	6	7	1	10
188026	7	0	88	-88
188026	8	100	2	1
188027	1	55	4	4
188027	2	55	2	12
188027	3	0	88	0
188027	4	0	88	0
188027	5	0	88	0
188027	6	0	88	0
188027	7	500	3	1
188027	8	30	2	12
198001	1	150	3	1
198001	2	130	2	9
198001	3	0	88	-88
198001	4	0	88	-88
198001	5	0	88	-88
198001	6	5	1	36
198001	7	0	88	-88
198001	8	0	88	-88
198002	1	50	3	1
198002	2	150	2	9
198002	3	15	6	2
198002	4	0	88	-88
198002	5	0	88	-88
198002	6	24	2	9
198002	7	0	88	-88
198002	8	100	3	1
198003	1	100	3	1
198003	2	130	2	9
198003	3	15	4	3
198003	4	0	88	-88
198003	5	0	88	-88
198003	6	40	2	9
198003	7	0	88	-88
198003	8	110	3	1
198004	1	 	 	 
198004	2	 	 	 
198004	3	 	 	 
198004	4	 	 	 
198004	5	 	 	 
198004	6	 	 	 
198004	7	 	 	 
198004	8	 	 	 
198006	1	 	 	 
198006	2	 	 	 
198006	3	 	 	 
198006	4	 	 	 
198006	5	 	 	 
198006	6	 	 	 
198006	7	 	 	 
198006	8	 	 	 
198007	1	100	6	2
198007	2	0	88	0
198007	3	0	88	0
198007	4	0	88	0
198007	5	0	88	0
198007	6	20	1	32
198007	7	0	88	0
198007	8	310	3	310
198008	1	100	6	1
198008	2	200	6	8
198008	3	0	88	0
198008	4	0	88	0
198008	5	25	1	36
198008	6	48	2	8
198008	7	0	88	0
198008	8	0	88	0
198009	1	 	 	 
198009	2	 	 	 
198009	3	 	 	 
198009	4	 	 	 
198009	5	 	 	 
198009	6	 	 	 
198009	7	 	 	 
198009	8	 	 	 
198010	1	 	 	 
198010	2	 	 	 
198010	3	 	 	 
198010	4	 	 	 
198010	5	 	 	 
198010	6	 	 	 
198010	7	 	 	 
198010	8	 	 	 
198011	1	80	6	2
198011	2	70	2	12
198011	3	0	88	0
198011	4	0	77	0
198011	5	50	2	12
198011	6	24	2	12
198011	7	0	88	0
198011	8	0	88	0
198012	1	 	 	 
198012	2	 	 	 
198012	3	 	 	 
198012	4	 	 	 
198012	5	 	 	 
198012	6	 	 	 
198012	7	 	 	 
198012	8	 	 	 
198013	1	100	4	3
198013	2	340	1	12
198013	3	0	88	-88
198013	4	0	88	-88
198013	5	0	88	-88
198013	6	150	2	12
198013	7	2000	3	1
198013	8	100	3	1
198014	1	 	 	 
198014	2	 	 	 
198014	3	 	 	 
198014	4	 	 	 
198014	5	 	 	 
198014	6	 	 	 
198014	7	 	 	 
198014	8	 	 	 
198015	1	 	 	 
198015	2	 	 	 
198015	3	 	 	 
198015	4	 	 	 
198015	5	 	 	 
198015	6	 	 	 
198015	7	 	 	 
198015	8	 	 	 
198016	1	7500	5	1
198016	2	0	88	88
198016	3	50	2	10
198016	4	0	88	88
198016	5	0	88	88
198016	6	10	2	10
198016	7	800	5	1
198016	8	2000	3	1
198017	1	 	 	 
198017	2	 	 	 
198017	3	 	 	 
198017	4	 	 	 
198017	5	 	 	 
198017	6	 	 	 
198017	7	 	 	 
198017	8	 	 	 
198018	1	 	 	 
198018	2	 	 	 
198018	3	 	 	 
198018	4	 	 	 
198018	5	 	 	 
198018	6	 	 	 
198018	7	 	 	 
198018	8	 	 	 
198021	1	200	6	2
198021	2	0	88	0
198021	3	100	3	1
198021	4	0	88	0
198021	5	40	2	8
198021	6	40	2	8
198021	7	0	88	0
198021	8	1000	3	1
198022	1	70	3	1
198022	2	220	2	7
198022	3	0	88	-88
198022	4	0	88	-88
198022	5	0	88	-88
198022	6	16	2	7
198022	7	0	88	-88
198022	8	20	2	7
198024	1	200	6	2
198024	2	0	88	0
198024	3	10	6	10
198024	4	0	88	0
198024	5	0	88	0
198024	6	10	1	36
198024	7	0	88	0
198024	8	40	6	2
198025	1	65	6	2
198025	2	145	2	10
198025	3	0	88	0
198025	4	0	88	0
198025	5	30	2	10
198025	6	40	2	10
198025	7	45	3	1
198025	8	0	88	0
198026	1	 	 	 
198026	2	 	 	 
198026	3	 	 	 
198026	4	 	 	 
198026	5	 	 	 
198026	6	 	 	 
198026	7	 	 	 
198026	8	 	 	 
198027	1	250	6	2
198027	2	590	2	10
198027	3	0	88	0
198027	4	0	88	0
198027	5	0	88	0
198027	6	40	2	10
198027	7	0	3	0
198027	8	50	6	2
198028	1	50	3	1
198028	2	150	2	5
198028	3	70	3	1
198028	4	0	88	0
198028	5	200	2	5
198028	6	1,6	1	0
198028	7	0	88	0
198028	8	10	88	0
198030	1	350	6	2
198030	2	240	2	10
198030	3	0	88	0
198030	4	0	88	0
198030	5	0	88	0
198030	6	20	1	40
198030	7	0	88	0
198030	8	0	88	0
198031	1	 	 	 
198031	2	 	 	 
198031	3	 	 	 
198031	4	 	 	 
198031	5	 	 	 
198031	6	 	 	 
198031	7	 	 	 
198031	8	 	 	 
208001	1	110	6	2
208001	2	300	2	10
208001	3	0	88	0
208001	4	0	3	0
208001	5	0	88	0
208001	6	30	2	10
208001	7	0	88	0
208001	8	100	3	1
208002	1	 	 	 
208002	2	 	 	 
208002	3	 	 	 
208002	4	 	 	 
208002	5	 	 	 
208002	6	 	 	 
208002	7	 	 	 
208002	8	 	 	 
208003	1	 	 	 
208003	2	 	 	 
208003	3	 	 	 
208003	4	 	 	 
208003	5	 	 	 
208003	6	 	 	 
208003	7	 	 	 
208003	8	 	 	 
208005	1	80	6	2
208005	2	100	2	10
208005	3	0	88	-88
208005	4	0	88	-88
208005	5	0	88	-88
208005	6	0	88	-88
208005	7	0	88	-88
208005	8	100	3	1
208006	1	 	 	 
208006	2	 	 	 
208006	3	 	 	 
208006	4	 	 	 
208006	5	 	 	 
208006	6	 	 	 
208006	7	 	 	 
208006	8	 	 	 
208007	1	 	 	 
208007	2	 	 	 
208007	3	 	 	 
208007	4	 	 	 
208007	5	 	 	 
208007	6	 	 	 
208007	7	 	 	 
208007	8	 	 	 
208008	1	 	 	 
208008	2	 	 	 
208008	3	 	 	 
208008	4	 	 	 
208008	5	 	 	 
208008	6	 	 	 
208008	7	 	 	 
208008	8	 	 	 
208009	1	 	 	 
208009	2	 	 	 
208009	3	 	 	 
208009	4	 	 	 
208009	5	 	 	 
208009	6	 	 	 
208009	7	 	 	 
208009	8	 	 	 
208010	1	160	6	2
208010	2	315	2	8
208010	3	0	88	-88
208010	4	0	88	-88
208010	5	0	88	-88
208010	6	10	1	32
208010	7	0	88	-88
208010	8	150	6	2
208011	1	 	 	 
208011	2	 	 	 
208011	3	 	 	 
208011	4	 	 	 
208011	5	 	 	 
208011	6	 	 	 
208011	7	 	 	 
208011	8	 	 	 
208012	1	 	 	 
208012	2	 	 	 
208012	3	 	 	 
208012	4	 	 	 
208012	5	 	 	 
208012	6	 	 	 
208012	7	 	 	 
208012	8	 	 	 
208013	1	0	88	-88
208013	2	0	88	-88
208013	3	50	6	2
208013	4	0	88	-88
208013	5	0	88	-88
208013	6	24	2	8
208013	7	800	3	1
208013	8	100	2	8
208014	1	 	 	 
208014	2	 	 	 
208014	3	 	 	 
208014	4	 	 	 
208014	5	 	 	 
208014	6	 	 	 
208014	7	 	 	 
208014	8	 	 	 
208015	1	120	6	2
208015	2	320	2	8
208015	3	0	88	0
208015	4	0	88	0
208015	5	0	88	0
208015	6	50	2	8
208015	7	0	88	0
208015	8	300	6	2
208017	1	102	6	2
208017	2	210	2	8
208017	3	40	4	6
208017	4	0	88	0
208017	5	25	1	32
208017	6	25	2	250
208017	7	0	88	0
208017	8	0	88	0
208018	1	400	6	2
208018	2	310	2	8
208018	3	0	88	0
208018	4	150	2	1
208018	5	300	2	8
208018	6	300	2	8
208018	7	2000	3	1
208018	8	1000	3	1
208019	1	80	6	2
208019	2	205	2	10
208019	3	50	2	10
208019	4	100	2	10
208019	5	300	2	10
208019	6	30	2	10
208019	7	50	3	1
208019	8	50	4	3
208020	1	1050	6	2
208020	2	215	2	8
208020	3	0	88	0
208020	4	0	88	0
208020	5	0	88	0
208020	6	30	1	960
208020	7	700	3	1
208020	8	1500	3	1
208021	1	 	 	 
208021	2	 	 	 
208021	3	 	 	 
208021	4	 	 	 
208021	5	 	 	 
208021	6	 	 	 
208021	7	 	 	 
208021	8	 	 	 
208022	1	 	 	 
208022	2	 	 	 
208022	3	 	 	 
208022	4	 	 	 
208022	5	 	 	 
208022	6	 	 	 
208022	7	 	 	 
208022	8	 	 	 
208023	1	 	 	 
208023	2	 	 	 
208023	3	 	 	 
208023	4	 	 	 
208023	5	 	 	 
208023	6	 	 	 
208023	7	 	 	 
208023	8	 	 	 
208024	1	220	6	2
208024	2	280	2	11
208024	3	0	88	0
208024	4	0	88	0
208024	5	48	2	12
208024	6	48	2	20
208024	7	0	88	0
208024	8	150	3	1
208025	1	80	3	1
208025	2	250	1	1
208025	3	80	3	1
208025	4	0	88	-88
208025	5	0	88	-88
208025	6	7	1	5
208025	7	0	88	-88
208025	8	0	88	-88
208026	1	200	6	2
208026	2	370	2	10
208026	3	50	2	10
208026	4	0	88	0
208026	5	200	2	10
208026	6	40	2	10
208026	7	500	3	1
208026	8	0	88	0
208027	1	120	6	2
208027	2	270	2	10
208027	3	0	88	-88
208027	4	0	88	-88
208027	5	0	88	-88
208027	6	24	2	10
208027	7	0	88	-88
208027	8	160	2	10
208028	1	0	88	88
208028	2	0	88	88
208028	3	60	6	1
208028	4	0	88	88
208028	5	80	2	5
208028	6	40	2	5
208028	7	0	88	88
208028	8	80	2	5
208029	1	640	3	2
208029	2	1840	3	1
208029	3	200	3	1
208029	4	0	88	0
208029	5	900	3	1
208029	6	700	3	1
208029	7	2900	3	1
208029	8	0	88	0
208030	1	150	6	2
208030	2	200	6	2
208030	3	0	88	0
208030	4	0	88	0
208030	5	0	88	0
208030	6	100	2	8
208030	7	0	88	0
208030	8	0	88	0
208031	1	0	88	0
208031	2	0	88	0
208031	3	0	88	0
208031	4	0	88	0
208031	5	1000	3	1
208031	6	1000	3	1
208031	7	0	88	0
208031	8	0	88	0
208032	1	270	6	2
208032	2	195	2	8
208032	3	0	88	0
208032	4	0	88	0
208032	5	10	1	8
208032	6	5	1	8
208032	7	1200	3	1
208032	8	0	88	0
208033	1	 	 	 
208033	2	 	 	 
208033	3	 	 	 
208033	4	 	 	 
208033	5	 	 	 
208033	6	 	 	 
208033	7	 	 	 
208033	8	 	 	 
208034	1	 	 	 
208034	2	 	 	 
208034	3	 	 	 
208034	4	 	 	 
208034	5	 	 	 
208034	6	 	 	 
208034	7	 	 	 
208034	8	 	 	 
208037	1	700	6	1
208037	2	350	2	10
208037	3	0	88	0
208037	4	0	88	0
208037	5	18	2	12
208037	6	16	2	12
208037	7	120	6	12
208037	8	0	88	0
208038	1	115	6	2
208038	2	315	2	8
208038	3	0	88	0
208038	4	0	88	0
