CHILDCODE	SCSTIDR4	FEESR4	PAYPERR4	NUMPERR4
68016	2	0	88	-88
68016	3	0	88	-88
68016	4	0	88	-88
68016	5	0	88	-88
68016	6	0	88	-88
68016	7	1800	3	1
68016	8	800	3	1
68017	1	 	 	 
68017	2	 	 	 
68017	3	 	 	 
68017	4	 	 	 
68017	5	 	 	 
68017	6	 	 	 
68017	7	 	 	 
68017	8	 	 	 
68018	1	 	 	 
68018	2	 	 	 
68018	3	 	 	 
68018	4	 	 	 
68018	5	 	 	 
68018	6	 	 	 
68018	7	 	 	 
68018	8	 	 	 
68019	1	300	4	3
68019	2	190	2	12
68019	3	0	88	0
68019	4	0	88	0
68019	5	100	2	12
68019	6	0	88	0
68019	7	1000	5	1
68019	8	30	5	1
68020	1	 	 	 
68020	2	 	 	 
68020	3	 	 	 
68020	4	 	 	 
68020	5	 	 	 
68020	6	 	 	 
68020	7	 	 	 
68020	8	 	 	 
68021	1	100	3	1
68021	2	140	2	10
68021	3	24	3	1
68021	4	0	88	-88
68021	5	0	88	-88
68021	6	120	2	10
68021	7	0	88	-88
68021	8	50	3	1
68022	1	100	3	1
68022	2	0	88	88
68022	3	0	88	88
68022	4	0	88	88
68022	5	0	88	88
68022	6	0	88	88
68022	7	0	88	88
68022	8	15	2	6
68023	1	 	 	 
68023	2	 	 	 
68023	3	 	 	 
68023	4	 	 	 
68023	5	 	 	 
68023	6	 	 	 
68023	7	 	 	 
68023	8	 	 	 
68024	1	120	6	2
68024	2	0	88	0
68024	3	0	88	0
68024	4	0	88	0
68024	5	15	1	36
68024	6	0	88	0
68024	7	0	88	0
68024	8	50	6	2
68025	1	 	 	 
68025	2	 	 	 
68025	3	 	 	 
68025	4	 	 	 
68025	5	 	 	 
68025	6	 	 	 
68025	7	 	 	 
68025	8	 	 	 
78001	1	795	3	1
78001	2	1725	2	10
78001	3	120	2	12
78001	4	-88	88	-88
78001	5	200	2	12
78001	6	132	2	12
78001	7	1070	3	1
78001	8	120	3	1
78002	1	540	6	1
78002	2	380	2	4
78002	3	0	88	-88
78002	4	0	88	-88
78002	5	20	1	16
78002	6	8	1	16
78002	7	0	88	-88
78002	8	20	1	16
78003	1	550	3	1
78003	2	400	2	5
78003	3	0	88	-88
78003	4	300	2	5
78003	5	140	2	5
78003	6	1125	3	1
78003	7	0	88	-88
78003	8	800	3	5
78005	1	20	3	0
78005	2	40	2	5
78005	3	0	88	0
78005	4	0	88	0
78005	5	0	88	0
78005	6	0	88	0
78005	7	0	88	0
78005	8	25	2	5
78006	1	300	6	2
78006	2	500	2	10
78006	3	115	6	2
78006	4	20	6	2
78006	5	120	2	9
78006	6	100	2	9
78006	7	600	3	1
78006	8	120	6	2
78007	1	710	3	1
78007	2	570	2	9
78007	3	0	88	-88
78007	4	500	5	1
78007	5	0	88	-88
78007	6	15	1	36
78007	7	0	88	-88
78007	8	0	88	-88
78008	1	250	4	1
78008	2	340	2	4
78008	3	15	4	1
78008	4	0	88	-88
78008	5	25	1	12
78008	6	0	88	-88
78008	7	0	88	-88
78008	8	200	4	1
78009	1	 	 	 
78009	2	 	 	 
78009	3	 	 	 
78009	4	 	 	 
78009	5	 	 	 
78009	6	 	 	 
78009	7	 	 	 
78009	8	 	 	 
78010	1	800	3	1
78010	2	1800	2	9
78010	3	0	88	0
78010	4	0	88	0
78010	5	0	88	0
78010	6	20	1	36
78010	7	0	88	0
78010	8	500	3	1
78011	1	27,5	6	2
78011	2	0	88	0
78011	3	0	88	0
78011	4	0	88	0
78011	5	40	2	8
78011	6	32	2	8
78011	7	130	3	1
78011	8	120	2	8
78012	1	 	 	 
78012	2	 	 	 
78012	3	 	 	 
78012	4	 	 	 
78012	5	 	 	 
78012	6	 	 	 
78012	7	 	 	 
78012	8	 	 	 
78013	1	340	4	2
78013	2	500	2	8
78013	3	0	88	-88
78013	4	0	88	-88
78013	5	15	1	75
78013	6	30	1	16
78013	7	0	88	-88
78013	8	200	6	1
78014	1	250	6	2
78014	2	390	2	8
78014	3	0	88	0
78014	4	0	88	0
78014	5	40	2	8
78014	6	32	2	8
78014	7	0	88	0
78014	8	0	88	0
78015	1	190	6	1
78015	2	280	2	5
78015	3	0	88	-88
78015	4	0	88	-88
78015	5	6	1	20
78015	6	0	88	-88
78015	7	2200	3	1
78015	8	110	6	1
78016	1	 	 	 
78016	2	 	 	 
78016	3	 	 	 
78016	4	 	 	 
78016	5	 	 	 
78016	6	 	 	 
78016	7	 	 	 
78016	8	 	 	 
78017	1	 	 	 
78017	2	 	 	 
78017	3	 	 	 
78017	4	 	 	 
78017	5	 	 	 
78017	6	 	 	 
78017	7	 	 	 
78017	8	 	 	 
78018	1	 	 	 
78018	2	 	 	 
78018	3	 	 	 
78018	4	 	 	 
78018	5	 	 	 
78018	6	 	 	 
78018	7	 	 	 
78018	8	 	 	 
78019	1	220	3	1
78019	2	180	2	4
78019	3	18	3	1
78019	4	0	88	-88
78019	5	0	88	-88
78019	6	36	2	4
78019	7	0	88	-88
78019	8	20	3	1
78020	1	 	 	 
78020	2	 	 	 
78020	3	 	 	 
78020	4	 	 	 
78020	5	 	 	 
78020	6	 	 	 
78020	7	 	 	 
78020	8	 	 	 
78021	1	280	6	2
78021	2	340	2	10
78021	3	17	6	2
78021	4	0	88	0
78021	5	0	88	0
78021	6	0	88	0
78021	7	0	88	0
78021	8	0	88	0
78022	1	 	 	 
78022	2	 	 	 
78022	3	 	 	 
78022	4	 	 	 
78022	5	 	 	 
78022	6	 	 	 
78022	7	 	 	 
78022	8	 	 	 
78024	1	235	6	0
78024	2	340	2	5
78024	3	200	2	5
78024	4	0	88	0
78024	5	0	88	0
78024	6	150	2	5
78024	7	0	88	0
78024	8	0	88	0
78026	1	 	 	 
78026	2	 	 	 
78026	3	 	 	 
78026	4	 	 	 
78026	5	 	 	 
78026	6	 	 	 
78026	7	 	 	 
78026	8	 	 	 
78027	1	25	3	0
78027	2	45	2	4
78027	3	0	88	0
78027	4	0	88	0
78027	5	40	2	4
78027	6	0	88	0
78027	7	600	6	1
78027	8	0	88	0
78028	1	27,5	6	2
78028	2	0	88	88
78028	3	20	3	1
78028	4	0	88	88
78028	5	0	88	88
78028	6	32	2	8
78028	7	0	88	88
78028	8	33	6	2
78029	1	190	4	2
78029	2	550	2	4
78029	3	150	2	4
78029	4	-88	88	-88
78029	5	-88	88	-88
78029	6	150	2	4
78029	7	7000	2	1
78029	8	200	3	1
78030	1	20	3	1
78030	2	60	2	9
78030	3	0	88	0
78030	4	0	88	0
78030	5	0	88	0
78030	6	0	88	0
78030	7	60	3	1
78030	8	80	6	2
78031	1	30	3	1
78031	2	30	2	9
78031	3	10	1	36
78031	4	0	88	0
78031	5	8	1	288
78031	6	4	1	144
78031	7	0	88	0
78031	8	12	6	2
78032	1	680	3	1
78032	2	340	2	5
78032	3	0	88	-88
78032	4	0	88	-88
78032	5	50	2	5
78032	6	0	88	-88
78032	7	0	88	-88
78032	8	100	2	5
78033	1	 	 	 
78033	2	 	 	 
78033	3	 	 	 
78033	4	 	 	 
78033	5	 	 	 
78033	6	 	 	 
78033	7	 	 	 
78033	8	 	 	 
78034	1	 	 	 
78034	2	 	 	 
78034	3	 	 	 
78034	4	 	 	 
78034	5	 	 	 
78034	6	 	 	 
78034	7	 	 	 
78034	8	 	 	 
78035	1	360	5	1
78035	2	180	2	10
78035	3	0	88	-88
78035	4	250	4	1
78035	5	0	88	-88
78035	6	25	1	40
78035	7	85	5	-88
78035	8	0	88	-88
78036	1	 	 	 
78036	2	 	 	 
78036	3	 	 	 
78036	4	 	 	 
78036	5	 	 	 
78036	6	 	 	 
78036	7	 	 	 
78036	8	 	 	 
78037	1	 	 	 
78037	2	 	 	 
78037	3	 	 	 
78037	4	 	 	 
78037	5	 	 	 
78037	6	 	 	 
78037	7	 	 	 
78037	8	 	 	 
78038	1	 	 	 
78038	2	 	 	 
78038	3	 	 	 
78038	4	 	 	 
78038	5	 	 	 
78038	6	 	 	 
78038	7	 	 	 
78038	8	 	 	 
78039	1	15	6	1
78039	2	15	2	8
78039	3	100	6	1
78039	4	0	88	0
78039	5	0	88	0
78039	6	10	1	36
78039	7	0	88	0
78039	8	0	88	0
78040	1	150	6	2
78040	2	450	2	8
78040	3	50	6	2
78040	4	0	88	0
78040	5	0	88	0
78040	6	80	2	8
78040	7	0	88	0
78040	8	180	3	1
78041	1	 	 	 
78041	2	 	 	 
78041	3	 	 	 
78041	4	 	 	 
78041	5	 	 	 
78041	6	 	 	 
78041	7	 	 	 
78041	8	 	 	 
78042	1	55	3	1
78042	2	0	88	88
78042	3	13,5	3	1
78042	4	0	88	88
78042	5	0	88	88
78042	6	384	3	1
78042	7	93	3	1
78042	8	0	88	88
78043	1	190	6	2
78043	2	250	2	5
78043	3	20	3	1
78043	4	0	88	0
78043	5	25	1	40
78043	6	40	2	10
78043	7	1550	3	1
78043	8	30	4	2
78044	1	200	2	2
78044	2	280	2	10
78044	3	0	88	0
78044	4	0	88	0
78044	5	0	88	0
78044	6	0	88	0
78044	7	150	3	1
78044	8	0	88	0
78045	1	 	 	 
78045	2	 	 	 
78045	3	 	 	 
78045	4	 	 	 
78045	5	 	 	 
78045	6	 	 	 
78045	7	 	 	 
78045	8	 	 	 
78046	1	30	3	1
78046	2	0	88	0
78046	3	30	6	1
78046	4	0	88	0
78046	5	2	1	40
78046	6	0	88	0
78046	7	0	88	0
78046	8	80	2	5
78047	1	340	6	2
78047	2	340	2	10
78047	3	120	2	10
78047	4	0	88	0
78047	5	100	2	10
78047	6	80	2	10
78047	7	1550	5	0
78047	8	200	3	0
78048	1	 	 	 
78048	2	 	 	 
78048	3	 	 	 
78048	4	 	 	 
78048	5	 	 	 
78048	6	 	 	 
78048	7	 	 	 
78048	8	 	 	 
78049	1	200	3	1
78049	2	179	2	10
78049	3	50	4	3
78049	4	0	88	1
78049	5	0	88	0
78049	6	0	88	0
78049	7	1200	3	0
78049	8	0	88	0
78050	1	80	6	2
78050	2	60	2	8
78050	3	0	88	0
78050	4	0	88	0
78050	5	100	2	8
78050	6	40	2	8
78050	7	0	88	0
78050	8	150	3	1
78051	1	 	 	 
78051	2	 	 	 
78051	3	 	 	 
78051	4	 	 	 
78051	5	 	 	 
78051	6	 	 	 
78051	7	 	 	 
78051	8	 	 	 
78052	1	54	6	1
78052	2	0	88	0
78052	3	10	3	0
78052	4	0	88	0
78052	5	0	88	0
78052	6	20	2	4
78052	7	0	88	0
78052	8	0	88	0
88001	1	 	 	 
88001	2	 	 	 
88001	3	 	 	 
88001	4	 	 	 
88001	5	 	 	 
88001	6	 	 	 
88001	7	 	 	 
88001	8	 	 	 
88002	1	 	 	 
88002	2	 	 	 
88002	3	 	 	 
88002	4	 	 	 
88002	5	 	 	 
88002	6	 	 	 
88002	7	 	 	 
88002	8	 	 	 
88003	1	 	 	 
88003	2	 	 	 
88003	3	 	 	 
88003	4	 	 	 
88003	5	 	 	 
88003	6	 	 	 
88003	7	 	 	 
88003	8	 	 	 
88004	1	50	6	2
88004	2	0	88	0
88004	3	0	88	0
88004	4	0	88	0
88004	5	0	88	0
88004	6	18	1	48
88004	7	70	3	1
88004	8	350	6	2
88005	1	 	 	 
88005	2	 	 	 
88005	3	 	 	 
88005	4	 	 	 
88005	5	 	 	 
88005	6	 	 	 
88005	7	 	 	 
88005	8	 	 	 
88007	1	 	 	 
88007	2	 	 	 
88007	3	 	 	 
88007	4	 	 	 
88007	5	 	 	 
88007	6	 	 	 
88007	7	 	 	 
88007	8	 	 	 
88008	1	 	 	 
88008	2	 	 	 
88008	3	 	 	 
88008	4	 	 	 
88008	5	 	 	 
88008	6	 	 	 
88008	7	 	 	 
88008	8	 	 	 
88009	1	 	 	 
88009	2	 	 	 
88009	3	 	 	 
88009	4	 	 	 
88009	5	 	 	 
88009	6	 	 	 
88009	7	 	 	 
88009	8	 	 	 
88010	1	0	88	-88
88010	2	0	88	-88
88010	3	5	3	1
88010	4	0	88	-88
88010	5	0	88	-88
88010	6	20	2	6
88010	7	0	88	-88
88010	8	70	3	1
88011	1	 	 	 
88011	2	 	 	 
88011	3	 	 	 
88011	4	 	 	 
88011	5	 	 	 
88011	6	 	 	 
88011	7	 	 	 
88011	8	 	 	 
88012	1	0	88	-88
88012	2	0	88	-88
88012	3	0	88	-88
88012	4	0	88	-88
88012	5	0	88	-88
88012	6	24	2	3
88012	7	0	88	-88
88012	8	60	3	1
88013	1	0	88	-88
88013	2	0	88	-88
88013	3	15	2	5
88013	4	0	88	-88
88013	5	0	88	-88
88013	6	200	3	1
88013	7	0	88	-88
88013	8	0	88	-88
88014	1	 	 	 
88014	2	 	 	 
88014	3	 	 	 
88014	4	 	 	 
88014	5	 	 	 
88014	6	 	 	 
88014	7	 	 	 
88014	8	 	 	 
88015	1	330	3	0
88015	2	0	88	0
88015	3	0	88	0
88015	4	0	88	0
88015	5	120	2	4
88015	6	100	2	4
88015	7	0	88	0
88015	8	0	88	0
88016	1	 	 	 
88016	2	 	 	 
88016	3	 	 	 
88016	4	 	 	 
88016	5	 	 	 
88016	6	 	 	 
88016	7	 	 	 
88016	8	 	 	 
88017	1	350	6	700
88017	2	280	2	2240
88017	3	0	88	-88
88017	4	0	88	-88
88017	5	40	2	320
88017	6	480	2	384
88017	7	2200	3	2200
88017	8	0	88	0
88019	1	 	 	 
88019	2	 	 	 
88019	3	 	 	 
88019	4	 	 	 
88019	5	 	 	 
88019	6	 	 	 
88019	7	 	 	 
88019	8	 	 	 
88020	1	0	88	0
88020	2	0	88	0
88020	3	5	3	1
88020	4	0	88	0
88020	5	0	88	0
88020	6	0	88	0
88020	7	30	3	1
88020	8	100	3	1
88021	1	 	 	 
88021	2	 	 	 
88021	3	 	 	 
88021	4	 	 	 
88021	5	 	 	 
88021	6	 	 	 
88021	7	 	 	 
88021	8	 	 	 
88022	1	300	4	3
88022	2	280	2	11
88022	3	0	88	0
88022	4	0	88	0
88022	5	0	88	0
88022	6	10	1	440
88022	7	0	88	0
88022	8	0	88	0
88024	1	130	6	1
88024	2	200	2	9
88024	3	0	88	0
88024	4	0	88	0
88024	5	0	88	0
88024	6	24	2	9
88024	7	0	88	0
88024	8	0	88	0
88025	1	 	 	 
88025	2	 	 	 
88025	3	 	 	 
88025	4	 	 	 
88025	5	 	 	 
88025	6	 	 	 
88025	7	 	 	 
88025	8	 	 	 
88026	1	250	6	2
88026	2	550	2	9
88026	3	0	88	0
88026	4	0	88	0
88026	5	0	88	0
88026	6	96	2	9
88026	7	0	88	0
88026	8	0	88	0
88027	1	 	 	 
88027	2	 	 	 
88027	3	 	 	 
88027	4	 	 	 
88027	5	 	 	 
88027	6	 	 	 
88027	7	 	 	 
88027	8	 	 	 
88028	1	 	 	 
88028	2	 	 	 
88028	3	 	 	 
88028	4	 	 	 
88028	5	 	 	 
88028	6	 	 	 
88028	7	 	 	 
88028	8	 	 	 
88029	1	350	6	2
88029	2	400	2	8
88029	3	0	88	0
88029	4	0	88	0
88029	5	80	2	8
88029	6	60	2	8
88029	7	0	88	0
88029	8	60	6	2
88031	1	 	 	 
88031	2	 	 	 
88031	3	 	 	 
88031	4	 	 	 
88031	5	 	 	 
88031	6	 	 	 
88031	7	 	 	 
88031	8	 	 	 
98001	1	 	 	 
98001	2	 	 	 
98001	3	 	 	 
98001	4	 	 	 
98001	5	 	 	 
98001	6	 	 	 
98001	7	 	 	 
98001	8	 	 	 
98002	1	223	6	2
98002	2	223	2	8
98002	3	0	88	88
98002	4	0	88	88
98002	5	50	2	2
98002	6	0	88	88
98002	7	0	88	88
98002	8	264	4	0
98004	1	 	 	 
98004	2	 	 	 
98004	3	 	 	 
98004	4	 	 	 
98004	5	 	 	 
98004	6	 	 	 
98004	7	 	 	 
98004	8	 	 	 
98006	1	 	 	 
98006	2	 	 	 
98006	3	 	 	 
98006	4	 	 	 
98006	5	 	 	 
98006	6	 	 	 
98006	7	 	 	 
98006	8	 	 	 
98007	1	60	3	1
98007	2	-88	88	-88
98007	3	210	2	10
98007	4	-88	88	-88
98007	5	15	1	4
98007	6	40	2	10
98007	7	100	3	1
98007	8	160	3	1
98008	1	60	6	2
98008	2	-88	88	88
98008	3	-88	88	88
98008	4	-88	88	88
98008	5	40	2	8
98008	6	46	6	2
98008	7	200	3	1
98008	8	-88	88	88
98009	1	15	3	1
98009	2	0	88	0
98009	3	40	6	2
98009	4	0	88	0
98009	5	0	88	0
98009	6	0	88	0
98009	7	0	88	0
98009	8	100	3	1
98010	1	100	6	2
98010	2	250	2	12
98010	3	55	2	12
98010	4	150	3	1
98010	5	0	88	0
98010	6	15	1	48
98010	7	72	3	1
98010	8	0	88	0
98011	1	 	 	 
98011	2	 	 	 
98011	3	 	 	 
98011	4	 	 	 
98011	5	 	 	 
98011	6	 	 	 
98011	7	 	 	 
98011	8	 	 	 
98012	1	 	 	 
98012	2	 	 	 
98012	3	 	 	 
98012	4	 	 	 
98012	5	 	 	 
98012	6	 	 	 
98012	7	 	 	 
98012	8	 	 	 
98013	1	 	 	 
98013	2	 	 	 
98013	3	 	 	 
98013	4	 	 	 
98013	5	 	 	 
98013	6	 	 	 
98013	7	 	 	 
98013	8	 	 	 
98014	1	20	3	1
98014	2	0	88	0
98014	3	0	88	0
98014	4	0	88	0
98014	5	0	88	0
98014	6	0	88	0
98014	7	0	88	0
98014	8	350	3	1
98015	1	 	 	 
98015	2	 	 	 
98015	3	 	 	 
98015	4	 	 	 
98015	5	 	 	 
98015	6	 	 	 
98015	7	 	 	 
98015	8	 	 	 
98016	1	 	 	 
98016	2	 	 	 
98016	3	 	 	 
98016	4	 	 	 
98016	5	 	 	 
98016	6	 	 	 
98016	7	 	 	 
98016	8	 	 	 
98017	1	 	 	 
98017	2	 	 	 
98017	3	 	 	 
98017	4	 	 	 
98017	5	 	 	 
98017	6	 	 	 
98017	7	 	 	 
98017	8	 	 	 
98018	1	 	 	 
98018	2	 	 	 
98018	3	 	 	 
98018	4	 	 	 
98018	5	 	 	 
98018	6	 	 	 
98018	7	 	 	 
98018	8	 	 	 
98020	1	0	88	-88
98020	2	230	2	8
98020	3	0	88	-88
98020	4	0	88	-88
98020	5	0	88	-88
98020	6	20	2	8
98020	7	0	88	-88
98020	8	100	3	1
98022	1	25	3	1
98022	2	0	88	0
98022	3	10	3	1
98022	4	0	88	0
98022	5	0	88	0
98022	6	0	88	0
98022	7	0	88	0
98022	8	150	3	1
98023	1	0	88	0
98023	2	0	88	0
98023	3	12	6	2
98023	4	0	88	0
98023	5	0	88	0
98023	6	0	88	0
98023	7	0	88	0
98023	8	45	3	1
98024	1	10	3	1
98024	2	0	88	0
98024	3	0	88	0
98024	4	0	88	0
98024	5	0	88	0
98024	6	0	88	0
98024	7	0	88	0
98024	8	0	88	0
98025	1	10	3	1
98025	2	0	88	0
98025	3	10	3	1
98025	4	0	88	0
98025	5	0	88	0
98025	6	0	88	0
98025	7	0	88	0
98025	8	20	3	1
98026	1	 	 	 
98026	2	 	 	 
98026	3	 	 	 
98026	4	 	 	 
98026	5	 	 	 
98026	6	 	 	 
98026	7	 	 	 
98026	8	 	 	 
98028	1	 	 	 
98028	2	 	 	 
98028	3	 	 	 
98028	4	 	 	 
98028	5	 	 	 
98028	6	 	 	 
98028	7	 	 	 
98028	8	 	 	 
98029	1	 	 	 
98029	2	 	 	 
98029	3	 	 	 
98029	4	 	 	 
98029	5	 	 	 
98029	6	 	 	 
98029	7	 	 	 
98029	8	 	 	 
108002	1	130	4	0
108002	2	170	2	3
108002	3	0	88	88
108002	4	0	88	-88
108002	5	0	88	-88
108002	6	0	88	-88
108002	7	2400	3	0
108002	8	50	2	3
108003	1	300	4	0
108003	2	250	2	3
108003	3	100	2	3
108003	4	0	88	-88
108003	5	0	88	-88
108003	6	20	1	16
108003	7	2500	3	0
108003	8	150	2	3
108004	1	 	 	 
108004	2	 	 	 
108004	3	 	 	 
108004	4	 	 	 
108004	5	 	 	 
108004	6	 	 	 
108004	7	 	 	 
108004	8	 	 	 
108006	1	60	6	1
108006	2	110	2	6
108006	3	0	88	0
108006	4	0	88	0
108006	5	0	88	0
108006	6	4	1	120
108006	7	0	88	0
108006	8	120	3	0
108007	1	50	6	2
108007	2	0	88	0
108007	3	0	88	0
108007	4	0	88	0
108007	5	5	1	8
108007	6	7,5	1	8
108007	7	0	88	0
108007	8	0	88	0
108008	1	5	3	1
108008	2	0	88	0
108008	3	5	2	8
108008	4	0	88	0
108008	5	0	88	0
108008	6	0	88	0
108008	7	0	88	0
108008	8	0	88	0
108009	1	40	4	1
108009	2	0	88	0
108009	3	5	5	2
108009	4	0	88	0
108009	5	0	88	0
108009	6	10	1	12
108009	7	0	88	0
108009	8	0	88	0
108011	1	30	6	1
108011	2	0	88	0
108011	3	0	88	0
108011	4	0	88	0
108011	5	0	88	0
108011	6	64	2	2
108011	7	0	88	0
108011	8	0	88	0
108013	1	1400	6	2
108013	2	843	2	10
108013	3	400	2	10
108013	4	70	2	2
108013	5	0	88	0
108013	6	0	88	0
108013	7	0	88	0
108013	8	350	6	2
108016	1	50	6	1
108016	2	0	88	0
108016	3	0	88	0
108016	4	0	88	0
108016	5	0	88	0
108016	6	10	1	16
108016	7	2800	3	1
108016	8	60	3	1
108017	1	 	 	 
108017	2	 	 	 
108017	3	 	 	 
108017	4	 	 	 
108017	5	 	 	 
108017	6	 	 	 
108017	7	 	 	 
108017	8	 	 	 
108018	1	 	 	 
108018	2	 	 	 
108018	3	 	 	 
108018	4	 	 	 
108018	5	 	 	 
108018	6	 	 	 
108018	7	 	 	 
108018	8	 	 	 
108020	1	30	3	1
108020	2	0	88	-88
108020	3	10,5	3	1
108020	4	0	88	-88
108020	5	25	2	2
108020	6	0	88	-88
108020	7	0	88	-88
108020	8	400	3	1
108021	1	140	6	3
108021	2	170	2	10
108021	3	5	2	10
108021	4	0	88	0
108021	5	0	88	0
108021	6	0	88	0
108021	7	45	3	1
108021	8	0	88	0
108022	1	30	6	1
108022	2	0	88	0
108022	3	0	88	0
108022	4	0	88	0
108022	5	0	88	0
108022	6	0	88	0
108022	7	1900	3	1
108022	8	80	6	2
108023	1	30	3	1
108023	2	0	88	-88
108023	3	0	88	-88
108023	4	0	88	-88
108023	5	0	88	-88
108023	6	40	2	3
108023	7	0	88	-88
108023	8	0	88	-88
108024	1	30	6	2
108024	2	40	2	8
108024	3	0	88	0
108024	4	0	88	0
108024	5	60	2	8
108024	6	60	2	8
108024	7	1700	3	1
108024	8	0	88	0
108025	1	60	6	1
108025	2	170	2	4
108025	3	0	88	0
108025	4	0	88	0
108025	5	0	88	0
108025	6	10	1	8
108025	7	0	88	0
108025	8	0	88	0
108026	1	 	 	 
108026	2	 	 	 
108026	3	 	 	 
108026	4	 	 	 
108026	5	 	 	 
108026	6	 	 	 
108026	7	 	 	 
108026	8	 	 	 
108028	1	35	6	2
108028	2	0	88	0
108028	3	0	88	0
108028	4	0	88	0
108028	5	0	88	0
108028	6	32	2	8
108028	7	0	88	0
108028	8	15	3	1
108029	1	130	6	2
108029	2	150	2	12
108029	3	10	4	3
108029	4	-88	88	-88
108029	5	40	2	12
108029	6	60	2	12
108029	7	200	3	1
108029	8	20	3	1
118001	1	90	3	1
118001	2	0	88	0
118001	3	50	6	1
118001	4	0	88	0
118001	5	0	88	0
118001	6	140	6	2
118001	7	0	88	0
118001	8	0	88	0
118002	1	15	3	1
118002	2	0	88	0
118002	3	0	88	0
118002	4	0	88	0
118002	5	0	88	0
118002	6	0	88	0
118002	7	0	88	0
118002	8	0	88	0
118004	1	300	6	0
118004	2	150	2	1
118004	3	0	88	0
118004	4	0	88	0
118004	5	0	88	0
118004	6	0	88	0
118004	7	30	3	0
118004	8	0	88	0
118005	1	-77	3	1
118005	2	80	2	10
118005	3	88	88	88
118005	4	88	88	88
118005	5	88	88	88
118005	6	24	2	10
118005	7	300	3	1
118005	8	30	3	1
118006	1	182	3	1
118006	2	182	6	5
118006	3	0	88	-88
118006	4	0	88	-88
118006	5	0	88	-88
118006	6	25	2	5
118006	7	0	88	-88
118006	8	35208	6	1
118007	1	 	 	 
118007	2	 	 	 
118007	3	 	 	 
118007	4	 	 	 
118007	5	 	 	 
118007	6	 	 	 
118007	7	 	 	 
118007	8	 	 	 
118009	1	0	88	-88
118009	2	0	88	-88
118009	3	0	88	-88
118009	4	0	88	-88
118009	5	0	88	-88
118009	6	0	88	-88
118009	7	0	88	-88
118009	8	10	3	1
118011	1	 	 	 
118011	2	 	 	 
118011	3	 	 	 
118011	4	 	 	 
118011	5	 	 	 
118011	6	 	 	 
118011	7	 	 	 
118011	8	 	 	 
118013	1	 	 	 
118013	2	 	 	 
118013	3	 	 	 
118013	4	 	 	 
118013	5	 	 	 
118013	6	 	 	 
118013	7	 	 	 
118013	8	 	 	 
118014	1	-77	77	-77
118014	2	-77	77	-77
118014	3	0	88	-88
118014	4	0	88	-88
118014	5	0	88	-88
118014	6	0	88	-88
118014	7	0	88	-88
118014	8	200	3	1
118015	1	 	 	 
118015	2	 	 	 
118015	3	 	 	 
118015	4	 	 	 
118015	5	 	 	 
118015	6	 	 	 
118015	7	 	 	 
118015	8	 	 	 
118017	1	 	 	 
118017	2	 	 	 
118017	3	 	 	 
118017	4	 	 	 
118017	5	 	 	 
118017	6	 	 	 
118017	7	 	 	 
118017	8	 	 	 
118018	1	15	3	1
118018	2	0	88	0
118018	3	50	3	1
118018	4	0	88	0
118018	5	0	88	0
118018	6	0	88	0
118018	7	0	88	0
118018	8	60	3	1
118019	1	10	3	1
118019	2	0	88	0
118019	3	30	3	1
118019	4	0	88	0
118019	5	0	88	0
118019	6	0	88	0
118019	7	0	88	0
118019	8	200	3	1
118020	1	15	3	1
118020	2	0	88	-88
118020	3	0	88	-88
118020	4	0	88	-88
118020	5	40	2	10
118020	6	0	88	-88
118020	7	0	88	-88
118020	8	50	3	1
118021	1	 	 	 
118021	2	 	 	 
118021	3	 	 	 
118021	4	 	 	 
118021	5	 	 	 
118021	6	 	 	 
118021	7	 	 	 
118021	8	 	 	 
118022	1	 	 	 
118022	2	 	 	 
118022	3	 	 	 
118022	4	 	 	 
118022	5	 	 	 
118022	6	 	 	 
118022	7	 	 	 
118022	8	 	 	 
118023	1	20	3	1
118023	2	0	88	0
118023	3	5	4	3
118023	4	0	88	0
118023	5	0	88	0
118023	6	0	88	0
118023	7	0	88	0
118023	8	280	3	1
118024	1	15	3	1
118024	2	0	88	0
118024	3	0	88	0
118024	4	0	88	0
118024	5	0	88	0
118024	6	0	88	0
118024	7	0	88	0
118024	8	100	3	1
118027	1	 	 	 
118027	2	 	 	 
118027	3	 	 	 
118027	4	 	 	 
118027	5	 	 	 
118027	6	 	 	 
118027	7	 	 	 
118027	8	 	 	 
118028	1	 	 	 
118028	2	 	 	 
118028	3	 	 	 
118028	4	 	 	 
118028	5	 	 	 
118028	6	 	 	 
118028	7	 	 	 
118028	8	 	 	 
118029	1	30	6	2
118029	2	230	2	10
118029	3	60	2	10
118029	4	0	88	-88
118029	5	15	1	40
118029	6	15	1	40
118029	7	800	3	1
118029	8	50	3	1
118030	1	90	6	2
118030	2	0	88	0
118030	3	0	88	0
118030	4	0	88	0
118030	5	67	2	8
118030	6	60	2	8
118030	7	56	5	1
118030	8	100	3	1
128002	1	 	 	 
128002	2	 	 	 
128002	3	 	 	 
128002	4	 	 	 
128002	5	 	 	 
128002	6	 	 	 
128002	7	 	 	 
128002	8	 	 	 
128003	1	 	 	 
128003	2	 	 	 
128003	3	 	 	 
128003	4	 	 	 
128003	5	 	 	 
128003	6	 	 	 
128003	7	 	 	 
128003	8	 	 	 
128004	1	30	3	1
128004	2	0	88	-88
128004	3	0	88	-88
128004	4	0	88	-88
128004	5	0	88	-88
128004	6	20	1	200
128004	7	0	88	-88
128004	8	200	3	1
