CHILDCODE	EDCHSTR4	ATDSCHR4	GRDER4	TYSCR4	SMESCHR4	DEPTR4
78018	9	1	8	7	0	6
78018	10	1	9	7	1	 
78018	11	1	10	7	1	 
78018	12	1	10	1	0	6
78018	13	0	 	 	 	 
78019	9	1	9	4	1	 
78019	10	1	9	4	1	 
78019	11	1	10	4	1	 
78019	12	1	11	4	1	 
78019	13	1	15	1	0	6
78020	9	1	10	4	1	 
78020	10	1	11	4	1	 
78020	11	0	 	 	 	 
78020	12	0	 	 	 	 
78020	13	0	 	 	 	 
78021	9	1	10	1	1	 
78021	10	1	11	1	1	 
78021	11	0	 	 	 	 
78021	12	1	15	1	0	6
78021	13	1	15	1	1	 
78022	9	 	 	 	 	 
78022	10	 	 	 	 	 
78022	11	 	 	 	 	 
78022	12	 	 	 	 	 
78022	13	 	 	 	 	 
78024	9	1	9	1	1	 
78024	10	1	10	1	1	 
78024	11	1	11	1	1	 
78024	12	1	15	1	0	6
78024	13	1	15	1	1	 
78026	9	1	9	4	1	 
78026	10	1	10	4	1	 
78026	11	1	11	4	1	 
78026	12	0	 	 	 	 
78026	13	0	 	 	 	 
78027	9	1	7	4	1	 
78027	10	1	7	4	1	 
78027	11	1	8	4	1	 
78027	12	1	9	4	1	 
78027	13	1	9	4	0	6
78028	9	1	9	4	1	 
78028	10	1	10	4	1	 
78028	11	1	11	4	1	 
78028	12	0	 	 	 	 
78028	13	1	15	4	0	6
78029	9	1	10	1	1	 
78029	10	1	11	1	1	 
78029	11	0	 	 	 	 
78029	12	0	 	 	 	 
78029	13	1	15	1	0	6
78030	9	1	7	4	1	 
78030	10	1	8	4	1	 
78030	11	1	8	4	0	6
78030	12	1	9	1	0	6
78030	13	1	9	1	1	 
78031	9	1	8	4	1	 
78031	10	1	9	4	0	6
78031	11	1	10	1	1	 
78031	12	1	11	1	1	 
78031	13	1	11	1	1	 
78032	9	1	9	1	1	 
78032	10	1	10	4	0	6
78032	11	1	11	4	1	 
78032	12	1	15	1	0	6
78032	13	1	15	1	1	 
78033	9	1	9	4	1	 
78033	10	1	10	4	1	 
78033	11	1	11	4	1	 
78033	12	0	 	 	 	 
78033	13	0	 	 	 	 
78034	9	1	9	4	1	 
78034	10	1	10	4	1	 
78034	11	1	11	4	1	 
78034	12	0	 	 	 	 
78034	13	0	 	 	 	 
78035	9	1	8	4	1	 
78035	10	1	9	4	1	 
78035	11	1	10	4	1	 
78035	12	1	11	4	1	 
78035	13	1	13	1	0	15
78036	9	1	8	1	1	 
78036	10	0	 	 	 	 
78036	11	0	 	 	 	 
78036	12	0	 	 	 	 
78036	13	0	 	 	 	 
78037	9	1	9	1	1	 
78037	10	1	10	1	1	 
78037	11	1	10	1	1	 
78037	12	1	11	1	1	 
78037	13	0	 	 	 	 
78038	9	1	10	1	1	 
78038	10	1	11	1	1	 
78038	11	0	 	 	 	 
78038	12	0	 	 	 	 
78038	13	0	 	 	 	 
78039	9	1	7	4	1	 
78039	10	1	8	1	0	6
78039	11	1	8	1	1	 
78039	12	0	 	 	 	 
78039	13	0	 	 	 	 
78040	9	1	9	4	1	 
78040	10	1	10	4	1	 
78040	11	1	11	4	1	 
78040	12	0	 	 	 	 
78040	13	1	13	1	0	6
78041	9	 	 	 	 	 
78041	10	 	 	 	 	 
78041	11	 	 	 	 	 
78041	12	 	 	 	 	 
78041	13	 	 	 	 	 
78042	9	1	9	4	1	 
78042	10	1	10	4	1	 
78042	11	1	11	4	1	 
78042	12	0	 	 	 	 
78042	13	1	15	4	0	6
78043	9	1	10	4	1	 
78043	10	1	11	4	1	 
78043	11	1	16	1	0	6
78043	12	1	16	1	1	 
78043	13	1	16	1	1	 
78044	9	1	10	4	1	 
78044	10	1	11	4	1	 
78044	11	1	15	1	0	6
78044	12	1	15	1	1	 
78044	13	1	15	1	1	 
78045	9	1	9	4	1	 
78045	10	1	10	4	1	 
78045	11	1	11	4	1	 
78045	12	0	 	 	 	 
78045	13	0	 	 	 	 
78046	9	1	8	4	1	 
78046	10	1	8	4	1	 
78046	11	1	9	4	1	 
78046	12	1	10	4	1	 
78046	13	1	11	4	1	 
78047	9	1	10	4	1	 
78047	10	1	11	4	1	 
78047	11	1	13	1	0	6
78047	12	1	13	1	1	 
78047	13	1	13	1	1	 
78048	9	1	8	4	1	 
78048	10	1	9	4	1	 
78048	11	1	10	4	1	 
78048	12	1	11	4	1	 
78048	13	0	 	 	 	 
78049	9	1	9	4	1	 
78049	10	1	10	4	1	 
78049	11	1	11	4	1	 
78049	12	0	 	 	 	 
78049	13	1	15	1	0	6
78050	9	1	9	4	1	 
78050	10	1	10	4	1	 
78050	11	1	11	4	1	 
78050	12	0	 	 	 	 
78050	13	1	14	4	0	2
78051	9	1	8	4	1	 
78051	10	1	9	4	1	 
78051	11	1	10	4	1	 
78051	12	1	11	4	1	 
78051	13	0	 	 	 	 
78052	9	1	10	4	0	6
78052	10	1	11	4	1	 
78052	11	0	 	 	 	 
78052	12	0	 	 	 	 
78052	13	1	15	4	0	6
88001	9	1	9	4	1	 
88001	10	1	10	4	1	 
88001	11	1	11	4	1	 
88001	12	1	13	1	0	13
88001	13	0	 	 	 	 
88002	9	0	 	 	 	 
88002	10	0	 	 	 	 
88002	11	0	 	 	 	 
88002	12	0	 	 	 	 
88002	13	0	 	 	 	 
88003	9	 	 	 	 	 
88003	10	 	 	 	 	 
88003	11	 	 	 	 	 
88003	12	 	 	 	 	 
88003	13	 	 	 	 	 
88004	9	1	10	1	1	 
88004	10	1	11	1	1	 
88004	11	0	 	 	 	 
88004	12	1	15	4	0	13
88004	13	1	15	4	1	 
88005	9	1	10	4	1	 
88005	10	1	11	4	1	 
88005	11	0	 	 	 	 
88005	12	0	 	 	 	 
88005	13	0	 	 	 	 
88007	9	1	9	4	1	 
88007	10	1	10	4	1	 
88007	11	0	 	 	 	 
88007	12	0	 	 	 	 
88007	13	0	 	 	 	 
88008	9	1	7	4	1	 
88008	10	1	8	4	1	 
88008	11	1	9	1	0	13
88008	12	0	 	 	 	 
88008	13	0	 	 	 	 
88009	9	1	9	4	1	 
88009	10	1	9	4	1	 
88009	11	0	 	 	 	 
88009	12	0	 	 	 	 
88009	13	0	 	 	 	 
88010	9	1	8	4	1	 
88010	10	1	9	4	1	 
88010	11	1	10	4	1	 
88010	12	1	10	4	0	13
88010	13	1	11	4	1	 
88011	9	0	 	 	 	 
88011	10	0	 	 	 	 
88011	11	0	 	 	 	 
88011	12	0	 	 	 	 
88011	13	0	 	 	 	 
88012	9	1	9	4	1	 
88012	10	1	10	4	1	 
88012	11	1	11	4	1	 
88012	12	1	13	4	0	13
88012	13	1	13	4	1	 
88013	9	1	9	4	1	 
88013	10	1	10	4	1	 
88013	11	0	 	 	 	 
88013	12	0	 	 	 	 
88013	13	1	11	4	0	13
88014	9	1	8	4	1	 
88014	10	0	 	 	 	 
88014	11	0	 	 	 	 
88014	12	0	 	 	 	 
88014	13	0	 	 	 	 
88015	9	1	9	4	1	 
88015	10	1	10	4	1	 
88015	11	1	11	4	1	 
88015	12	0	 	 	 	 
88015	13	1	13	4	0	13
88016	9	1	9	4	1	 
88016	10	1	10	4	1	 
88016	11	1	11	4	1	 
88016	12	0	 	 	 	 
88016	13	0	 	 	 	 
88017	9	1	10	4	1	 
88017	10	1	11	4	1	 
88017	11	0	 	 	 	 
88017	12	1	15	1	0	13
88017	13	1	14	1	1	 
88019	9	1	8	4	1	 
88019	10	1	9	4	1	 
88019	11	1	10	4	1	 
88019	12	0	 	 	 	 
88019	13	0	 	 	 	 
88020	9	1	7	4	0	13
88020	10	1	8	4	1	 
88020	11	1	9	4	1	 
88020	12	1	10	4	1	 
88020	13	1	11	4	1	 
88021	9	1	9	4	1	 
88021	10	1	10	4	1	 
88021	11	1	11	4	1	 
88021	12	1	14	1	0	13
88021	13	0	 	 	 	 
88022	9	1	9	4	1	 
88022	10	1	10	4	1	 
88022	11	1	11	4	1	 
88022	12	0	 	 	 	 
88022	13	1	15	1	0	13
88024	9	1	10	4	1	 
88024	10	1	11	4	1	 
88024	11	0	 	 	 	 
88024	12	0	 	 	 	 
88024	13	1	15	1	0	13
88025	9	0	 	 	 	 
88025	10	0	 	 	 	 
88025	11	0	 	 	 	 
88025	12	0	 	 	 	 
88025	13	0	 	 	 	 
88026	9	1	10	1	0	15
88026	10	1	11	1	1	 
88026	11	0	 	 	 	 
88026	12	0	 	 	 	 
88026	13	1	15	1	0	13
88027	9	1	7	4	1	 
88027	10	1	8	1	0	13
88027	11	1	9	1	1	 
88027	12	1	10	1	1	 
88027	13	0	 	 	 	 
88028	9	1	9	4	1	 
88028	10	1	10	4	1	 
88028	11	1	11	4	1	 
88028	12	0	 	 	 	 
88028	13	0	 	 	 	 
88029	9	1	10	4	1	 
88029	10	1	11	4	1	 
88029	11	1	15	1	0	13
88029	12	1	15	1	1	 
88029	13	1	15	1	1	 
88031	9	1	9	4	1	 
88031	10	1	10	4	1	 
88031	11	1	11	4	1	 
88031	12	0	 	 	 	 
88031	13	0	 	 	 	 
98001	9	1	7	4	1	 
98001	10	1	8	4	1	 
98001	11	1	9	4	1	 
98001	12	1	10	4	1	 
98001	13	0	 	 	 	 
98002	9	1	8	4	1	 
98002	10	1	9	4	1	 
98002	11	1	10	4	1	 
98002	12	1	11	4	1	 
98002	13	1	13	1	0	2
98004	9	1	9	4	1	 
98004	10	1	10	4	1	 
98004	11	1	11	4	1	 
98004	12	0	 	 	 	 
98004	13	0	 	 	 	 
98006	9	1	5	4	0	2
98006	10	1	6	4	1	 
98006	11	0	 	 	 	 
98006	12	0	 	 	 	 
98006	13	0	 	 	 	 
98007	9	1	8	4	1	 
98007	10	1	9	4	1	 
98007	11	1	10	4	0	15
98007	12	1	11	4	1	 
98007	13	1	13	1	0	15
98008	9	1	10	4	1	 
98008	10	1	11	4	1	 
98008	11	0	 	 	 	 
98008	12	1	15	4	0	2
98008	13	1	15	4	1	 
98009	9	1	8	4	1	 
98009	10	1	9	4	1	 
98009	11	1	9	4	1	 
98009	12	1	10	4	1	 
98009	13	1	11	4	1	 
98010	9	1	9	4	1	 
98010	10	1	10	4	1	 
98010	11	1	11	4	1	 
98010	12	0	 	 	 	 
98010	13	1	13	1	0	15
98011	9	1	8	4	1	 
98011	10	1	9	4	1	 
98011	11	1	10	4	1	 
98011	12	1	11	4	1	 
98011	13	0	 	 	 	 
98012	9	1	9	4	1	 
98012	10	1	10	4	1	 
98012	11	1	11	4	1	 
98012	12	0	 	 	 	 
98012	13	0	 	 	 	 
98013	9	1	7	3	0	2
98013	10	0	 	 	 	 
98013	11	0	 	 	 	 
98013	12	0	 	 	 	 
98013	13	0	 	 	 	 
98014	9	1	7	4	1	 
98014	10	1	8	4	1	 
98014	11	1	9	4	0	15
98014	12	1	10	4	1	 
98014	13	1	11	4	1	 
98015	9	 	 	 	 	 
98015	10	 	 	 	 	 
98015	11	 	 	 	 	 
98015	12	 	 	 	 	 
98015	13	 	 	 	 	 
98016	9	1	8	1	1	 
98016	10	1	9	1	1	 
98016	11	1	10	1	1	 
98016	12	1	11	1	1	 
98016	13	0	 	 	 	 
98017	9	1	9	4	1	 
98017	10	1	10	4	1	 
98017	11	1	11	4	1	 
98017	12	1	21	4	0	15
98017	13	1	21	4	1	 
98018	9	1	9	4	1	 
98018	10	1	10	4	1	 
98018	11	1	11	4	1	 
98018	12	0	 	 	 	 
98018	13	0	 	 	 	 
98020	9	1	9	4	1	 
98020	10	1	10	4	1	 
98020	11	1	11	4	1	 
98020	12	1	13	1	0	15
98020	13	1	13	1	1	 
98022	9	1	6	4	1	 
98022	10	1	7	4	0	2
98022	11	1	8	4	1	 
98022	12	1	9	4	1	 
98022	13	1	10	4	1	 
98023	9	1	7	4	1	 
98023	10	1	7	4	1	 
98023	11	1	8	4	1	 
98023	12	1	9	4	1	 
98023	13	1	10	4	1	 
98024	9	1	7	4	0	15
98024	10	1	8	4	1	 
98024	11	1	9	4	1	 
98024	12	1	9	4	1	 
98024	13	1	10	4	1	 
98025	9	0	 	 	 	 
98025	10	1	7	4	1	 
98025	11	1	8	4	1	 
98025	12	1	9	4	1	 
98025	13	1	10	4	1	 
98026	9	1	9	4	0	2
98026	10	1	10	4	1	 
98026	11	1	11	4	1	 
98026	12	0	 	 	 	 
98026	13	0	 	 	 	 
98028	9	1	8	4	1	 
98028	10	1	9	4	1	 
98028	11	1	10	4	1	 
98028	12	1	11	4	1	 
98028	13	0	 	 	 	 
98029	9	1	8	4	1	 
98029	10	1	9	4	1	 
98029	11	1	10	4	1	 
98029	12	1	11	4	1	 
98029	13	0	 	 	 	 
108002	9	1	9	4	1	 
108002	10	1	10	4	1	 
108002	11	1	11	4	1	 
108002	12	0	 	 	 	 
108002	13	1	15	1	0	2
108003	9	1	10	1	0	2
108003	10	1	11	1	1	 
108003	11	0	 	 	 	 
108003	12	1	16	1	0	2
108003	13	1	15	1	0	2
108004	9	1	9	4	1	 
108004	10	1	10	4	1	 
108004	11	0	 	 	 	 
108004	12	0	 	 	 	 
108004	13	0	 	 	 	 
108006	9	1	9	4	1	 
108006	10	1	10	4	1	 
108006	11	1	11	4	1	 
108006	12	1	21	1	0	2
108006	13	1	21	1	1	 
108007	9	1	9	4	1	 
108007	10	1	9	1	0	2
108007	11	1	10	1	1	 
108007	12	1	11	1	1	 
108007	13	1	15	4	0	2
108008	9	1	8	4	1	 
108008	10	1	8	4	1	 
108008	11	1	9	4	1	 
108008	12	1	10	4	1	 
108008	13	1	11	4	1	 
108009	9	1	9	7	1	 
108009	10	1	10	7	1	 
108009	11	1	11	7	1	 
108009	12	0	 	 	 	 
108009	13	1	21	3	0	2
108011	9	1	9	1	1	 
108011	10	1	10	1	1	 
108011	11	1	11	1	1	 
108011	12	1	15	4	0	2
108011	13	1	15	4	1	 
108013	9	1	9	4	1	 
108013	10	1	10	4	1	 
108013	11	1	11	4	1	 
108013	12	1	15	1	0	15
108013	13	1	15	1	1	 
108016	9	1	9	4	1	 
108016	10	1	10	4	1	 
108016	11	1	11	4	1	 
108016	12	0	 	 	 	 
108016	13	1	15	4	0	2
108017	9	1	9	4	1	 
108017	10	1	10	4	1	 
108017	11	1	11	4	1	 
108017	12	0	 	 	 	 
108017	13	0	 	 	 	 
108018	9	1	10	4	1	 
108018	10	1	11	4	1	 
108018	11	0	 	 	 	 
108018	12	0	 	 	 	 
108018	13	0	 	 	 	 
108020	9	1	9	7	1	 
108020	10	1	10	7	1	 
108020	11	1	11	7	1	 
108020	12	1	13	4	0	2
108020	13	1	15	4	1	 
108021	9	1	9	4	1	 
108021	10	1	10	4	1	 
108021	11	1	11	4	1	 
108021	12	0	 	 	 	 
108021	13	1	15	1	0	2
108022	9	1	9	4	1	 
108022	10	1	10	4	1	 
108022	11	1	11	4	1	 
108022	12	0	 	 	 	 
108022	13	1	15	4	0	2
108023	9	1	9	7	1	 
108023	10	1	10	7	1	 
108023	11	1	11	7	1	 
108023	12	1	13	4	0	2
108023	13	1	15	4	1	 
108024	9	1	9	4	1	 
108024	10	1	10	4	1	 
108024	11	1	11	4	1	 
108024	12	1	16	4	0	2
108024	13	1	16	4	1	 
108025	9	1	8	4	1	 
108025	10	1	9	4	1	 
108025	11	1	10	4	1	 
108025	12	1	11	4	1	 
108025	13	1	13	1	0	7
108026	9	1	7	1	0	2
108026	10	1	18	1	1	 
108026	11	1	18	1	0	2
108026	12	1	11	1	0	2
108026	13	0	 	 	 	 
108028	9	1	9	4	1	 
108028	10	1	10	4	1	 
108028	11	1	11	4	1	 
108028	12	0	 	 	 	 
108028	13	1	15	4	0	2
108029	9	1	9	4	1	 
108029	10	1	10	4	1	 
108029	11	1	11	4	1	 
108029	12	0	 	 	 	 
108029	13	1	15	1	0	2
118001	9	1	9	4	1	 
118001	10	1	10	4	0	10
118001	11	1	11	4	1	 
118001	12	0	 	 	 	 
118001	13	1	15	4	0	10
118002	9	1	7	4	0	10
118002	10	1	8	4	1	 
118002	11	1	9	4	1	 
118002	12	1	10	4	1	 
118002	13	1	11	4	1	 
118004	9	1	9	4	1	 
118004	10	1	10	4	1	 
118004	11	1	11	4	1	 
118004	12	1	15	1	0	10
118004	13	1	15	1	1	 
118005	9	1	8	4	1	 
118005	10	1	9	4	1	 
118005	11	1	10	4	1	 
118005	12	1	11	4	1	 
118005	13	0	 	 	 	 
118006	9	1	8	4	1	 
118006	10	1	9	4	1	 
118006	11	1	10	4	1	 
118006	12	1	11	4	1	 
118006	13	1	13	4	0	10
118007	9	1	9	4	1	 
118007	10	1	10	4	1	 
118007	11	1	11	4	1	 
118007	12	0	 	 	 	 
118007	13	0	 	 	 	 
118009	9	0	 	 	 	 
118009	10	1	6	4	1	 
118009	11	1	7	4	1	 
118009	12	1	8	4	0	22
118009	13	1	9	4	1	 
118011	9	1	8	4	1	 
118011	10	1	9	4	1	 
118011	11	1	10	4	1	 
118011	12	1	11	4	1	 
118011	13	0	 	 	 	 
118013	9	1	8	4	1	 
118013	10	1	9	4	1	 
118013	11	1	10	4	1	 
118013	12	1	11	4	1	 
118013	13	0	 	 	 	 
118014	9	1	8	4	1	 
118014	10	1	9	4	1	 
118014	11	1	10	4	0	22
118014	12	1	11	4	1	 
118014	13	1	13	1	0	15
118015	9	1	8	4	1	 
118015	10	1	9	4	1	 
118015	11	1	10	4	1	 
118015	12	1	11	4	1	 
118015	13	0	 	 	 	 
118017	9	1	6	4	1	 
118017	10	1	7	4	1	 
118017	11	1	7	4	1	 
118017	12	1	8	4	1	 
118017	13	0	 	 	 	 
118018	9	1	8	4	1	 
118018	10	1	9	4	1	 
118018	11	1	9	4	1	 
118018	12	1	10	4	1	 
118018	13	1	11	4	1	 
118019	9	1	8	4	1	 
118019	10	1	9	4	1	 
118019	11	0	 	 	 	 
118019	12	1	10	4	1	 
118019	13	1	11	4	1	 
118020	9	1	8	4	1	 
118020	10	0	 	 	 	 
118020	11	1	8	4	0	10
118020	12	1	9	4	1	 
118020	13	1	10	4	1	 
118021	9	1	7	4	0	10
118021	10	1	8	4	1	 
118021	11	0	 	 	 	 
118021	12	0	 	 	 	 
118021	13	0	 	 	 	 
118022	9	1	8	4	1	 
118022	10	1	9	4	1	 
118022	11	1	10	4	1	 
118022	12	1	11	4	0	15
118022	13	0	 	 	 	 
118023	9	1	6	4	1	 
118023	10	1	7	4	0	10
118023	11	1	8	4	1	 
118023	12	1	9	4	1	 
118023	13	1	10	4	1	 
118024	9	1	7	4	0	10
118024	10	1	8	4	1	 
118024	11	1	9	4	1	 
118024	12	1	10	4	1	 
118024	13	1	11	4	1	 
118027	9	1	9	4	1	 
118027	10	1	10	4	1	 
118027	11	1	11	4	1	 
118027	12	0	 	 	 	 
118027	13	0	 	 	 	 
118028	9	1	6	4	1	 
118028	10	1	7	4	0	10
118028	11	1	8	4	1	 
118028	12	1	9	4	1	 
118028	13	0	 	 	 	 
118029	9	1	9	4	1	 
118029	10	1	10	4	0	10
118029	11	1	11	4	1	 
118029	12	0	 	 	 	 
118029	13	1	13	1	0	15
118030	9	1	9	4	1	 
118030	10	1	10	4	1	 
118030	11	1	11	4	1	 
118030	12	0	 	 	 	 
118030	13	1	16	4	0	10
128002	9	1	8	4	1	 
128002	10	1	9	4	1	 
128002	11	1	10	4	1	 
128002	12	1	11	4	1	 
128002	13	0	 	 	 	 
128003	9	1	10	4	1	 
128003	10	1	11	4	1	 
128003	11	1	13	1	0	15
128003	12	1	13	1	1	 
128003	13	0	 	 	 	 
128004	9	1	8	4	1	 
128004	10	1	9	4	1	 
128004	11	1	9	4	0	15
128004	12	1	10	4	1	 
128004	13	1	11	4	1	 
128005	9	1	9	4	1	 
128005	10	1	10	4	1	 
128005	11	1	11	4	1	 
128005	12	1	13	1	0	15
128005	13	0	 	 	 	 
128006	9	1	8	4	1	 
128006	10	1	9	4	1	 
128006	11	1	10	4	1	 
128006	12	1	11	4	1	 
128006	13	0	 	 	 	 
128007	9	1	8	4	1	 
128007	10	0	 	 	 	 
128007	11	1	9	4	1	 
128007	12	1	10	4	1	 
128007	13	1	11	4	1	 
128008	9	1	9	4	1	 
128008	10	1	10	4	1	 
128008	11	1	11	4	1	 
128008	12	0	 	 	 	 
128008	13	0	 	 	 	 
128009	9	1	10	1	0	13
128009	10	1	11	1	1	 
128009	11	0	 	 	 	 
128009	12	1	15	1	0	13
128009	13	1	15	1	0	13
128010	9	1	9	1	1	 
128010	10	1	10	1	1	 
128010	11	1	11	1	1	 
128010	12	0	 	 	 	 
128010	13	0	 	 	 	 
128011	9	1	10	4	1	 
128011	10	1	11	4	1	 
128011	11	1	14	1	0	15
128011	12	1	14	1	1	 
128011	13	0	 	 	 	 
128012	9	1	10	1	1	 
128012	10	1	11	1	0	15
128012	11	1	15	1	0	15
128012	12	1	15	1	1	 
128012	13	1	15	1	1	 
128013	9	1	11	4	0	15
128013	10	0	 	 	 	 
128013	11	0	 	 	 	 
128013	12	0	 	 	 	 
128013	13	0	 	 	 	 
128014	9	1	10	4	1	 
128014	10	1	11	4	1	 
128014	11	0	 	 	 	 
128014	12	0	 	 	 	 
128014	13	1	13	1	0	15
128015	9	1	9	4	1	 
128015	10	1	10	4	1	 
128015	11	1	11	4	1	 
128015	12	0	 	 	 	 
128015	13	1	21	4	0	15
128016	9	1	9	4	1	 
128016	10	1	10	4	1	 
128016	11	1	11	4	1	 
128016	12	0	 	 	 	 
128016	13	0	 	 	 	 
128017	9	1	10	1	1	 
128017	10	1	11	1	1	 
128017	11	1	15	1	0	15
128017	12	1	15	1	1	 
128017	13	1	15	1	1	 
128019	9	1	10	4	1	 
128019	10	1	11	4	1	 
128019	11	1	13	1	0	15
128019	12	1	14	1	1	 
128019	13	0	 	 	 	 
128020	9	1	9	4	1	 
128020	10	1	10	4	1	 
128020	11	1	11	4	1	 
128020	12	0	 	 	 	 
128020	13	0	 	 	 	 
128021	9	1	7	3	1	 
128021	10	1	8	4	1	 
128021	11	1	8	4	0	15
128021	12	1	9	4	1	 
128021	13	1	10	1	0	15
128022	9	1	10	4	1	 
128022	10	1	11	4	1	 
128022	11	0	 	 	 	 
128022	12	0	 	 	 	 
128022	13	1	13	1	1	 
128023	9	1	10	1	1	 
128023	10	1	11	1	1	 
128023	11	0	 	 	 	 
128023	12	0	 	 	 	 
128023	13	0	 	 	 	 
128024	9	1	10	1	1	 
128024	10	1	11	1	1	 
128024	11	1	15	1	0	15
128024	12	1	15	1	1	 
128024	13	1	15	1	1	 
128026	9	1	10	4	1	 
128026	10	1	11	4	1	 
128026	11	1	13	1	0	15
128026	12	1	13	1	1	 
128026	13	1	14	1	1	 
128027	9	 	 	 	 	 
128027	10	 	 	 	 	 
128027	11	 	 	 	 	 
128027	12	 	 	 	 	 
128027	13	 	 	 	 	 
128028	9	1	9	4	1	 
128028	10	1	10	1	0	15
128028	11	1	11	1	1	 
128028	12	1	15	1	0	15
128028	13	0	 	 	 	 
128030	9	0	 	 	 	 
128030	10	0	 	 	 	 
128030	11	0	 	 	 	 
128030	12	0	 	 	 	 
128030	13	1	8	1	0	15
128031	9	1	11	4	1	 
128031	10	1	15	1	0	7
128031	11	1	15	1	1	 
128031	12	1	15	1	0	15
128031	13	0	 	 	 	 
128032	9	1	10	7	1	 
128032	10	1	11	7	1	 
128032	11	0	 	 	 	 
128032	12	1	13	1	0	15
128032	13	1	13	1	1	 
128033	9	1	9	1	0	15
128033	10	1	10	1	1	 
128033	11	1	11	1	1	 
128033	12	0	 	 	 	 
128033	13	0	 	 	 	 
128034	9	1	9	4	1	 
128034	10	1	10	4	1	 
128034	11	1	11	4	1	 
128034	12	1	13	1	0	15
128034	13	1	13	1	1	 
128037	9	1	9	4	1	 
128037	10	1	10	4	1	 
128037	11	1	11	4	1	 
128037	12	0	 	 	 	 
128037	13	0	 	 	 	 
128038	9	1	10	4	1	 
128038	10	1	11	1	0	20
128038	11	0	 	 	 	 
128038	12	1	15	4	0	20
128038	13	1	15	4	1	 
128039	9	1	10	4	1	 
128039	10	1	11	4	1	 
128039	11	0	 	 	 	 
128039	12	1	13	4	0	15
128039	13	1	13	4	1	 
128040	9	1	8	4	1	 
128040	10	1	9	4	1	 
128040	11	1	10	4	1	 
128040	12	1	11	4	1	 
128040	13	1	14	1	0	15
128041	9	1	9	4	1	 
128041	10	1	10	4	1	 
128041	11	1	11	4	1	 
128041	12	0	 	 	 	 
128041	13	0	 	 	 	 
128042	9	1	9	4	1	 
128042	10	1	10	1	1	 
128042	11	1	11	4	1	 
128042	12	0	 	 	 	 
128042	13	1	15	1	0	15
128043	9	1	9	4	1	 
128043	10	1	10	4	1	 
128043	11	1	11	4	1	 
128043	12	0	 	 	 	 
128043	13	0	 	 	 	 
128044	9	1	8	4	1	 
128044	10	1	9	4	1	 
128044	11	1	9	4	1	 
128044	12	1	10	1	0	15
128044	13	1	11	1	1	 
128045	9	1	10	4	1	 
128045	10	1	11	4	1	 
128045	11	0	 	 	 	 
128045	12	1	13	1	0	15
128045	13	0	 	 	 	 
128046	9	1	11	4	1	 
128046	10	1	15	4	0	15
128046	11	1	15	4	1	 
128046	12	1	15	4	1	 
128046	13	1	15	4	1	 
128047	9	1	9	4	1	 
128047	10	1	10	4	1	 
128047	11	1	11	1	0	15
128047	12	0	 	 	 	 
128047	13	0	 	 	 	 
128048	9	1	9	4	1	 
128048	10	1	10	4	1	 
128048	11	1	11	4	1	 
128048	12	1	13	1	0	15
128048	13	0	 	 	 	 
128049	9	1	10	4	1	 
128049	10	1	11	4	1	 
128049	11	0	 	 	 	 
128049	12	1	13	1	0	15
128049	13	1	13	1	1	 
128050	9	1	10	1	0	15
128050	10	1	11	1	1	 
128050	11	0	 	 	 	 
128050	12	1	13	1	0	15
128050	13	1	13	1	1	 
128051	9	1	4	4	1	 
128051	10	0	 	 	 	 
128051	11	0	 	 	 	 
128051	12	0	 	 	 	 
128051	13	0	 	 	 	 
138002	9	1	10	1	1	 
138002	10	1	11	1	1	 
138002	11	1	13	4	0	15
138002	12	1	13	4	1	 
138002	13	1	13	4	1	 
138004	9	1	7	4	1	 
138004	10	1	8	4	1	 
138004	11	1	9	4	1	 
138004	12	1	10	4	1	 
138004	13	1	11	4	1	 
138005	9	1	8	1	0	15
138005	10	1	9	1	0	15
138005	11	1	10	1	0	15
138005	12	1	11	1	0	15
138005	13	0	 	 	 	 
138007	9	1	10	4	1	 
138007	10	1	11	4	1	 
138007	11	0	 	 	 	 
138007	12	1	21	1	0	15
138007	13	0	 	 	 	 
138008	9	1	10	1	1	 
138008	10	1	11	1	1	 
138008	11	0	 	 	 	 
138008	12	0	 	 	 	 
138008	13	1	15	4	0	15
138009	9	1	10	1	1	 
138009	10	1	11	1	1	 
138009	11	1	15	1	0	15
138009	12	1	16	1	1	 
138009	13	1	15	1	1	 
138011	9	1	11	4	1	 
138011	10	0	 	 	 	 
138011	11	0	 	 	 	 
138011	12	0	 	 	 	 
138011	13	0	 	 	 	 
138012	9	1	10	1	1	 
138012	10	1	11	1	1	 
138012	11	1	15	4	3	15
138012	12	0	 	 	 	 
138012	13	1	15	1	0	15
138013	9	1	10	1	1	 
138013	10	1	11	1	1	 
138013	11	0	 	 	 	 
138013	12	0	 	 	 	 
138013	13	0	 	 	 	 
138014	9	1	10	4	0	15
138014	10	1	10	4	1	 
138014	11	1	11	4	0	12
138014	12	0	 	 	 	 
138014	13	0	 	 	 	 
138015	9	1	9	1	1	 
138015	10	1	10	1	1	 
138015	11	1	11	1	1	 
138015	12	1	13	1	0	4
138015	13	1	13	1	1	 
138016	9	0	 	 	 	 
138016	10	0	 	 	 	 
138016	11	1	7	4	0	15
138016	12	1	8	4	1	 
138016	13	1	9	4	1	 
138017	9	1	10	1	1	 
138017	10	1	11	1	1	 
138017	11	1	14	4	0	15
138017	12	1	14	4	1	 
