CHILDCODE	ACTIDR4	DESWRKR4	ECNSCTR4	ACTR4	ACTFORR4	ACTMTHR4	ACTDAYMTR4	ACTWEKR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PDPCPRR4	PRFACTR4	MTHPRFR4
168006	1	 	9	11	3	2	24	4	6	6	1	450	0	4	 	0	 
168006	2	 	9	11	1	1	24	4	6	8	1	300	0	4	 	0	 
168006	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168007	1	 	7	11	1	3	24	4	6	11	3	300	180	4	 	0	 
168007	2	 	9	11	1	7	30	4	7	8	3	140	24	3	 	1	2
168007	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168010	1	 	20	23	2	1	24	4	6	10	1	300	156	4	 	1	1
168010	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168010	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168011	1	 	6	11	1	4	24	4	6	7	3	1400	200	4	 	1	12
168011	2	 	1	7	2	5	20	4	5	6	0	 	 	 	 	1	8
168011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168012	1	 	7	11	1	0	15	2	6	9	1	90	0	3	 	1	4
168012	2	 	9	11	1	7	30	4	7	12	1	300	10	4	 	0	 
168012	3	 	1	7	2	4	12	4	3	8	0	 	 	 	 	0	 
168013	1	 	7	11	2	6	15	4	3	6	4	-79	-79	79	 	1	2
168013	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168015	1	 	1	7	2	12	4	4	1	6	0	 	 	 	 	1	12
168015	2	 	6	11	1	3	24	4	6	8	1	1300	40	4	 	1	1
168015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168018	1	 	8	10	7	1	26	4	6	10	1	180	0	3	 	1	3
168018	2	 	7	11	1	2	26	4	6	12	1	350	208	4	 	0	 
168018	3	 	1	7	2	6	16	4	4	8	0	 	 	 	 	1	3
168019	1	 	1	2	3	12	6	3	2	8	1	20	5	2	 	1	1
168019	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168020	1	 	1	2	1	5	26	4	6	7	1	280	42	3	 	1	12
168020	2	 	1	7	2	4	15	4	5	6	0	 	 	 	 	0	 
168020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	1	 	3	11	3	12	24	4	6	8	1	300	0	4	 	1	12
168022	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168023	1	 	15	16	4	12	20	4	5	10	1	250	0	4	 	1	12
168023	2	 	10	12	3	2	10	2	5	5	1	200	0	4	 	0	 
168023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168024	1	 	1	2	3	2	16	4	3	8	1	300	0	4	 	0	 
168024	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	1	 	6	11	1	12	24	4	6	9	1	300	0	3	 	1	12
168025	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	1	 	6	11	3	6	24	4	6	8	1	220	0	3	 	1	12
178001	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178002	1	 	1	2	1	3	24	4	6	8	1	30	0	2	 	1	3
178002	2	 	9	11	1	2	28	4	7	12	1	700	0	4	 	0	 
178002	3	 	7	11	1	2	28	4	6	12	1	400	0	4	 	0	 
178003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178004	1	 	11	11	1	12	26	4	6	8	1	900	0	4	 	1	12
178004	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178004	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178006	1	 	20	11	3	4	24	4	6	7	1	700	0	4	 	0	 
178006	2	 	9	11	3	1	8	4	2	8	1	20	0	2	 	1	1
178006	3	 	15	11	4	3	24	4	6	5	1	5	0	2	 	0	 
178007	1	 	7	11	3	5	16	4	4	6	1	20	10	2	 	0	 
178007	2	 	9	11	3	2	24	4	6	9	1	130	90	3	 	0	 
178007	3	 	7	11	1	1	24	4	6	8	1	250	210	8	 	0	 
178009	1	 	7	11	1	1	30	4	7	5	1	450	0	4	 	1	0
178009	2	 	1	3	1	3	24	4	6	9	1	768	0	4	 	0	 
178009	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	1	 	1	2	3	5	20	4	5	8	1	30	0	2	 	0	 
178010	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178011	1	 	6	11	2	1	12	2	6	7	1	2000	0	3	 	1	12
178011	2	 	6	11	2	1	3	1	3	6	1	250	0	7	 	1	12
178011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178013	1	 	3	11	3	3	24	4	6	8	1	20	0	2	 	0	 
178013	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	1	 	20	23	3	12	30	4	7	8	3	50	300	4	 	1	2
178015	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	1	 	9	11	1	1	26	4	6	8	1	400	120	4	 	0	 
178019	2	 	9	11	3	1	26	4	6	8	1	300	94	4	 	0	 
178019	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178020	1	 	7	12	3	2	30	4	7	9	1	20	5	2	 	0	 
178020	2	 	19	12	3	0	15	2	7	3	1	25	0	2	 	0	 
178020	3	 	19	11	1	10	4	4	1	8	1	25	10	2	 	1	12
178021	1	 	14	11	8	9	24	4	6	8	1	300	0	5	 	1	12
178021	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178021	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178022	1	 	4	11	1	9	20	4	5	10	3	150	30	3	 	1	12
178022	2	 	13	12	1	12	4	4	1	8	1	30	0	2	 	1	12
178022	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178024	1	 	1	3	1	2	24	4	6	10	1	300	0	4	 	0	 
178024	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178025	1	 	2	11	1	12	24	4	6	8	1	2500	0	4	 	1	12
178025	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178025	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178026	1	 	1	2	1	12	24	4	6	8	1	180	0	3	 	1	9
178026	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178026	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178027	1	 	3	11	1	12	24	4	6	8	3	300	30	3	 	1	12
178027	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178027	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178028	1	 	7	11	3	8	20	4	5	8	1	120	0	3	 	1	6
178028	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178028	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178030	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178030	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178031	1	 	7	11	3	6	24	4	6	11	1	150	36	3	 	0	 
178031	2	 	9	11	1	6	4	4	1	9	1	40	6	2	 	1	4
178031	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178035	1	 	9	11	1	5	24	4	6	10	3	800	140	4	 	0	 
178035	2	 	1	3	1	3	24	4	6	2	1	20	0	3	 	0	 
178035	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178036	1	 	9	11	6	1	7	1	7	10	1	128	0	3	 	0	 
178036	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178036	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188001	1	 	3	11	1	6	26	4	6	8	1	1000	0	4	 	0	 
188001	2	 	1	2	1	5	26	4	6	8	1	60	0	2	 	0	 
188001	3	 	1	7	3	1	4	4	1	8	0	 	 	 	 	0	 
188002	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188002	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188003	1	 	3	9	6	3	24	4	6	8	1	2000	0	4	 	1	12
188003	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188003	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188004	1	 	7	11	3	7	28	4	7	11	3	500	322	4	 	1	5
188004	2	 	7	11	3	3	24	4	6	14	1	750	320	4	 	0	 
188004	3	 	1	2	3	2	24	4	6	8	1	30	12	2	 	0	 
188005	1	 	1	7	2	11	8	4	2	9	0	 	 	 	 	1	2
188005	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188005	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188006	1	 	1	7	2	10	8	4	2	8	0	 	 	 	 	1	12
188006	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188006	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188007	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188007	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188009	1	 	7	11	1	8	26	4	6	9	1	180	0	3	 	0	 
188009	2	 	7	11	1	4	26	4	6	10	1	220	0	3	 	1	5
188009	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188011	1	 	1	7	2	12	4	4	1	3	0	 	 	 	 	1	12
188011	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188012	1	 	7	11	1	9	26	4	6	8	1	100	0	3	 	1	12
188012	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188012	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188013	1	 	7	11	3	12	30	4	7	6	1	400	0	4	 	1	12
188013	2	 	1	7	2	12	26	4	6	4	0	 	 	 	 	1	12
188013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188014	1	 	7	11	1	12	28	4	7	8	1	350	0	8	 	1	12
188014	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188014	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188015	1	 	7	11	1	6	12	4	3	8	1	50	12	3	 	1	12
188015	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188016	1	 	3	11	1	12	24	4	6	10	3	259	75	3	 	1	12
188016	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188016	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188017	1	 	1	2	3	12	12	4	3	8	1	25	0	2	 	1	12
188017	2	 	1	7	2	12	12	4	1	8	0	 	 	 	 	1	12
188017	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188018	1	 	1	7	2	12	12	4	3	4	0	 	 	 	 	1	3
188018	2	 	1	2	3	3	14	2	4	8	1	100	0	3	 	1	3
188018	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188019	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188021	1	 	1	7	2	2	4	4	1	8	0	 	 	 	 	1	2
188021	2	 	6	12	1	2	18	4	6	8	1	35	0	2	 	0	 
188021	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188022	1	 	19	11	1	10	24	4	6	12	1	280	0	3	 	1	2
188022	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188022	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188023	1	 	1	7	2	4	20	4	5	8	0	 	 	 	 	1	3
188023	2	 	3	11	1	1	20	5	5	8	1	30	0	2	 	1	3
188023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188024	1	 	20	11	3	2	20	4	5	6	1	150	0	4	 	0	 
188024	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188025	1	 	8	10	7	6	12	4	3	6	1	40	0	2	 	1	6
188025	2	 	7	15	2	3	8	4	2	2	0	 	 	 	 	1	0
188025	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188026	1	 	10	11	3	2	24	4	6	8	1	200	0	4	 	0	 
188026	2	 	15	11	4	2	20	4	5	8	1	150	0	4	 	0	 
188026	3	 	20	11	3	5	20	4	5	5	1	0	80	3	 	1	12
188027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188027	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198001	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198002	1	 	1	2	3	3	26	4	6	8	1	45	0	2	 	0	 
198002	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198002	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198004	1	 	7	11	1	6	24	4	6	10	1	350	6	2	 	0	 
198004	2	 	7	11	1	4	24	4	6	12	1	380	6	2	 	0	 
198004	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198007	1	 	19	12	3	12	4	4	1	8	1	40	0	2	 	1	4
198007	2	 	19	10	7	12	1	1	1	8	1	40	0	2	 	1	12
198007	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198008	1	 	19	10	7	1	1	0	1	4	1	100	0	7	 	0	 
198008	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198008	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198009	1	 	7	11	3	12	24	4	6	8	1	550	10	4	 	1	12
198009	2	 	9	11	3	6	24	4	6	4	1	12	5	2	 	1	6
198009	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198010	1	 	7	14	7	12	20	4	5	3	1	100	0	8	 	1	12
198010	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198010	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198011	1	 	7	11	1	2	26	4	6	7	1	400	0	4	 	1	12
198011	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198012	1	 	8	11	3	11	24	4	6	12	3	20	8	2	 	1	0
198012	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198012	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198013	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198013	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198015	1	 	2	11	1	3	20	3	7	12	1	1050	0	4	 	1	12
198015	2	 	1	2	3	3	24	4	6	12	1	1500	0	4	 	0	 
198015	3	 	7	15	2	2	30	4	6	3	0	 	 	 	 	1	1
198016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198018	1	 	1	7	1	6	24	4	5	8	1	30	0	2	 	0	 
198018	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198018	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198021	1	 	7	11	1	4	26	4	6	6	1	300	0	4	 	0	 
198021	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198021	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198022	1	 	2	11	1	1	20	3	7	10	1	75	0	2	 	0	 
198022	2	 	6	11	3	6	21	3	6	9	1	50	0	2	 	1	6
198022	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198027	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198028	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198028	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198030	1	 	19	11	3	2	24	4	6	8	1	350	0	4	 	0	 
198030	2	 	10	11	3	5	24	4	7	5	1	200	0	4	 	0	 
198030	3	 	19	15	2	3	12	4	3	4	0	 	 	 	 	1	12
198031	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198031	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198031	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208001	1	 	8	10	7	10	20	4	5	6	1	50	0	2	 	1	5
208001	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208001	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208002	1	 	6	12	3	12	24	4	6	7	1	300	0	3	 	1	12
208002	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208002	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208003	1	 	7	14	6	3	30	4	7	14	1	400	0	4	 	0	 
208003	2	 	2	11	7	1	25	4	7	8	1	1000	0	4	 	1	8
208003	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208005	1	 	8	10	7	12	25	4	6	9	1	30	0	2	 	1	12
208005	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208005	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208006	1	 	7	11	2	12	24	4	6	8	1	500	0	4	 	1	12
208006	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208006	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208007	1	 	6	11	3	4	6	4	6	8	1	90	0	3	 	1	12
208007	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208007	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208010	1	 	3	11	1	10	20	4	5	6	1	400	0	4	 	1	12
208010	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208010	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208011	1	 	3	15	2	1	26	4	6	5	0	 	 	 	 	1	12
208011	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208012	1	 	7	11	1	2	26	4	6	12	1	450	0	4	 	0	 
208012	2	 	1	2	3	3	30	4	7	12	2	0	300	4	 	0	 
208012	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208013	1	 	3	11	1	2	20	4	5	5	1	300	0	4	 	0	 
208013	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208014	1	 	6	12	3	4	26	4	6	9	1	200	0	3	 	0	 
208014	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208014	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208015	1	 	3	15	2	4	24	4	6	6	0	 	 	 	 	1	1
208015	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208017	1	 	3	11	1	12	20	4	5	5	1	15	15	2	 	1	12
208017	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208017	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208018	1	 	7	15	2	8	20	5	3	5	0	 	 	 	 	1	8
208018	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208018	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208019	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208020	1	 	18	11	1	12	10	4	2	3	1	400	100	4	 	1	12
208020	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208021	1	 	6	10	6	6	24	4	7	8	1	300	0	3	 	1	6
208021	2	 	1	6	6	6	12	4	3	10	1	800	0	4	 	1	2
208021	3	 	1	2	1	2	24	4	6	5	1	220	0	3	 	1	2
208022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208023	1	 	19	12	3	1	20	4	5	3	1	10	0	2	 	0	 
208023	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208024	1	 	1	7	2	12	4	4	1	8	0	 	 	 	 	1	12
208024	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208025	1	 	3	11	1	6	24	4	6	10	1	230	0	3	 	0	 
208025	2	 	8	10	2	5	30	4	7	6	1	30	0	2	 	1	5
208025	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208027	1	 	9	15	2	12	26	4	6	5	0	 	 	 	 	1	12
208027	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208027	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208028	1	 	1	7	2	2	30	4	7	8	0	 	 	 	 	1	2
208028	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208028	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208030	1	 	7	11	1	5	30	4	7	8	1	30	0	2	 	1	12
208030	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208030	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208031	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208031	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208031	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208032	1	 	7	11	1	2	15	2	5	8	1	10	0	2	 	0	 
