CHILDID	PLOT	LAREA	LOWN	LUSE
VN031038	4	10000	4	8
VN031038	5	4000	4	8
VN031041	1	800	4	1
VN031043	1	3500	4	1
VN031044	1	3000	4	1
VN031044	2	10000	4	8
VN031044	3	20000	4	7
VN031044	4	6000	4	8
VN031045	1	12000	4	7
VN031046	1	2500	1	1
VN031049	1	10000	4	8
VN031049	2	9000	4	1
VN031050	1	1500	4	8
VN031050	2	28500	4	1
VN031052	1	30000	4	8
VN031052	2	30000	4	1
VN031058	1	5000	4	8
VN031058	2	2000	4	1
VN031058	3	15000	4	7
VN031059	1	4000	4	8
VN031059	2	1000	4	1
VN031059	3	1000	4	8
VN031059	4	5000	4	7
VN031060	1	12000	4	8
VN031060	2	7000	4	1
VN031079	1	30000	4	8
VN031079	2	10000	4	1
VN031096	1	22000	4	8
VN031096	2	30000	4	8
VN031096	3	20000	4	7
VN031096	4	10000	4	8
VN031096	5	6000	4	1
VN031098	1	20000	4	8
VN031098	2	18000	4	1
VN031108	1	10000	4	8
VN031108	2	6000	4	8
VN031108	3	4000	4	1
VN031134	1	3000	4	1
VN031134	2	3000	4	8
VN031134	3	7000	4	8
VN031134	4	1000	4	7
VN041002	1	900	4	9
VN041005	1	5900	4	6
VN041007	1	3540	4	9
VN041007	2	2500	4	3
VN041007	3	1500	4	8
VN041014	1	1000	4	8
VN041015	1	3500	3	9
VN041019	1	80	2	4
VN041020	1	500	4	8
VN041021	1	1000	4	7
VN041021	2	60	4	4
VN041023	1	3600	4	9
VN041023	2	620	4	8
VN041023	3	75	4	4
VN041027	1	1200	4	9
VN041028	1	50	4	4
VN041032	1	10000	4	3
VN041042	1	1000	4	1
VN041042	2	1000	4	9
VN041043	1	750	4	1
VN041043	2	1500	1	1
VN041046	1	2100	4	9
VN041047	1	102	4	4
VN041047	2	1500	4	9
VN041049	1	1875	4	9
VN041049	2	140	4	4
VN041050	1	1430	4	9
VN041059	1	4500	4	9
VN041106	1	100	4	7
VN041109	1	1500	4	9
VN041110	1	3000	4	8
VN051001	1	30	1	9
VN051002	1	2000	4	8
VN051002	2	1000	4	7
VN051004	1	1500	4	8
VN051005	1	6000	4	1
VN051006	1	1000	2	9
VN051008	1	3000	4	1
VN051008	2	15000	4	6
VN051009	1	10000	4	1
VN051010	1	5000	4	1
VN051011	1	2000	2	1
VN051012	1	4400	4	9
VN051013	1	3500	4	1
VN051016	1	1300	1	9
VN051017	1	3000	2	1
VN051019	1	7000	4	1
VN051020	1	2500	4	1
VN051021	1	4500	4	8
VN051022	1	4250	4	1
VN051022	2	200	4	6
VN051023	1	2000	4	1
VN051024	1	2600	4	1
VN051025	1	1000	4	1
VN051026	1	2000	4	8
VN051026	2	7000	1	5
VN051027	1	2000	4	8
VN051029	1	1100	4	8
VN051029	2	1500	1	1
VN051031	1	7000	4	8
VN051033	1	3000	4	8
VN051034	1	9500	4	8
VN051034	2	5000	4	7
VN051035	1	10000	4	8
VN051036	1	4015	4	1
VN051037	1	6400	4	1
VN051037	2	5700	4	8
VN051038	1	1500	4	8
VN051041	1	8000	4	1
VN051042	1	3000	4	6
VN051044	1	4000	4	8
VN051045	1	2000	4	8
VN051047	1	5000	4	8
VN051048	1	8000	4	8
VN051048	2	1800	4	1
VN051049	1	250	2	8
VN051050	1	1800	4	1
VN051050	2	1000	4	8
VN051057	1	1000	4	1
VN051070	1	8000	4	9
VN061001	1	6000	4	1
VN061001	2	3000	1	9
VN061003	1	3000	4	1
VN061003	2	3000	4	9
VN061004	1	2000	4	1
VN061009	1	500	4	9
VN061011	1	1500	4	1
VN061014	1	6000	4	1
VN061014	2	5000	4	8
VN061015	1	9000	4	1
VN061016	1	1000	1	9
VN061017	1	8000	4	6
VN061019	1	6000	4	1
VN061020	1	5000	4	1
VN061021	1	10000	4	1
VN061023	1	8500	4	1
VN061023	2	2400	1	1
VN061023	3	384	4	7
VN061024	1	2000	4	6
VN061024	2	1300	1	9
VN061031	1	77000	4	8
VN061032	1	2000	4	1
VN061033	1	10000	4	8
VN061034	1	1000	4	1
VN061035	1	50	2	9
VN061035	2	5500	4	1
VN061036	1	5000	4	1
VN061037	1	5000	4	1
VN061038	1	2000	4	8
VN061038	2	60	4	9
VN061040	1	5000	4	1
VN061041	1	2000	4	1
VN061044	1	7000	1	1
VN061044	2	5000	4	8
VN061047	1	7000	4	1
VN061047	2	12000	4	8
VN061048	1	3000	4	1
VN061048	2	2000	1	1
VN061049	1	2500	4	6
VN061049	2	1500	4	6
VN061050	1	2000	1	1
VN061052	1	220	4	9
VN061055	1	4000	4	1
VN061055	2	2300	4	9
VN061056	1	10000	1	1
VN061057	1	7000	4	1
VN061079	1	1500	2	1
VN061104	1	3500	4	8
VN061104	2	3500	4	6
VN071004	1	3500	4	8
VN071005	1	2000	4	8
VN071005	2	6000	4	8
VN071007	1	10000	4	6
VN071007	2	10000	4	8
VN071007	3	150	4	4
VN071007	4	120	4	8
VN071008	1	2000	4	1
VN071008	2	2000	4	8
VN071009	1	4000	2	1
VN071010	1	4800	4	8
VN071010	2	2200	4	8
VN071011	1	2000	4	1
VN071011	2	1500	4	8
VN071013	1	7000	4	8
VN071014	1	2000	4	8
VN071015	1	1500	4	8
VN071018	1	3500	4	8
VN071019	1	4800	4	8
VN071020	1	2200	4	8
VN071021	1	15500	4	8
VN071023	1	2000	4	8
VN071024	1	3000	4	8
VN071026	1	4500	4	8
VN071028	1	1000	4	9
VN071028	2	8100	4	8
VN071028	3	1200	4	8
VN071029	1	700	4	8
VN071031	1	1500	4	8
VN071032	1	4000	4	8
VN071032	2	1000	4	1
VN071033	1	1800	4	8
VN071034	1	1300	4	8
VN071038	1	5000	4	8
VN071039	1	7000	4	8
VN071041	1	4200	4	8
VN071042	1	2800	4	8
VN071043	1	1800	4	8
VN071044	1	2750	4	8
VN071045	1	5000	4	8
VN071046	1	1700	4	8
VN071047	1	3750	4	8
VN071048	1	8500	4	8
VN071049	1	4000	4	8
VN071073	1	3000	4	8
VN071091	1	14600	4	8
VN071097	1	7000	4	8
VN071097	2	4	4	4
VN071120	1	4000	4	8
VN071121	1	5000	4	8
VN081001	1	8000	4	8
VN081004	1	4000	4	8
VN081006	2	500	4	8
VN081006	3	45	4	9
VN081007	1	2200	4	8
VN081007	2	1300	4	1
VN081008	1	900	4	8
VN081008	2	900	1	1
VN081010	1	3000	4	8
VN081013	1	500	4	8
VN081017	1	2200	4	8
VN081018	1	1000	4	8
VN081019	1	2500	4	1
VN081020	1	3100	4	8
VN081024	1	2700	4	8
VN081026	1	1000	4	8
VN081028	1	2000	4	8
VN081028	2	400	4	9
VN081029	1	2000	4	8
VN081030	1	2400	4	8
VN081031	1	2800	4	8
VN081031	2	150	4	9
VN081032	1	1000	4	8
VN081032	2	50	4	8
VN081034	1	700	4	8
VN081035	1	1800	4	8
VN081035	3	150	4	4
VN081036	1	2000	4	8
VN081036	2	36	4	9
VN081039	1	4700	4	8
VN081041	1	1000	4	8
VN081042	1	1500	4	8
VN081073	1	800	4	8
VN081092	1	1000	4	1
VN081092	2	5	4	4
VN081105	1	1000	4	8
VN081108	1	2800	4	8
VN081120	1	2600	4	8
VN081145	1	1700	4	8
VN081150	1	1000	4	8
VN091001	1	3600	4	1
VN091001	2	8500	4	1
VN091003	1	1800	4	1
VN091005	1	720	4	1
VN091006	1	24080	4	1
VN091008	1	10450	4	1
VN091008	2	20000	4	8
VN091009	1	64800	4	1
VN091010	1	900	4	1
VN091011	1	1100	4	1
VN091011	2	500	4	8
VN091012	1	18000	4	1
VN091012	2	1500	4	1
VN091012	3	6000	4	8
VN091013	1	5280	4	1
VN091013	2	1500	4	8
VN091014	1	7280	4	1
VN091014	2	50000	4	8
VN091015	1	7600	4	1
VN091016	1	1800	4	1
VN091016	2	1080	4	1
VN091016	3	60	4	4
VN091017	1	11520	4	1
VN091017	2	20000	4	8
VN091018	1	1180	4	1
VN091018	2	300	4	8
VN091019	1	6730	4	1
VN091019	2	5400	4	8
VN091020	1	19940	4	1
VN091020	2	20000	4	1
VN091020	3	30000	4	8
VN091021	1	1080	4	1
VN091022	1	21000	4	1
VN091022	2	15000	4	8
VN091024	1	4800	4	1
VN091024	2	15000	4	8
VN091025	1	1800	4	1
VN091025	2	10000	4	8
VN091026	1	17194	4	1
VN091026	2	300	4	9
VN091027	1	4700	4	1
VN091027	2	2100	4	1
VN091028	1	7000	4	1
VN091029	1	5760	4	1
VN091029	2	1800	4	8
VN091030	1	1440	4	1
VN091030	2	1800	4	8
VN091031	1	10720	4	1
VN091032	1	2800	4	1
VN091032	2	8000	4	8
VN091033	1	5810	4	1
VN091033	2	6000	4	8
VN091036	1	13600	4	1
VN091036	2	3000	4	8
VN091037	1	5300	4	1
VN091037	2	1200	4	8
VN091039	1	17200	4	1
VN091039	2	15000	4	8
VN091041	1	12000	2	8
VN091041	2	13000	4	1
VN091041	3	43000	2	1
VN091042	1	10000	4	1
VN091042	2	98000	4	8
VN091044	1	30800	4	1
VN091044	2	9000	4	8
VN091045	1	3600	4	8
VN091045	2	900	4	1
VN091047	1	100	4	8
VN091049	1	3660	4	1
VN091049	2	20000	4	8
VN091050	1	3583	4	1
VN091050	2	5000	4	8
VN091052	1	9000	4	1
VN091052	2	4860	4	8
VN091053	1	9000	4	8
VN091053	2	3000	4	1
VN091053	3	2000	4	7
VN091056	1	6800	4	1
VN091057	1	7140	4	1
VN091057	2	3200	4	8
VN091061	2	5724	4	1
VN091062	1	3600	4	1
VN091062	2	12000	4	8
VN091064	1	1600	4	1
VN091064	2	10000	4	1
VN091064	3	7000	4	8
VN091070	1	1800	4	1
VN091070	2	2000	4	1
VN091070	3	9000	4	8
VN091071	1	2520	4	1
VN091071	2	10200	4	8
VN101001	1	9880	4	1
VN101001	2	180	4	3
VN101004	1	1080	4	1
VN101004	2	15000	4	7
VN101004	3	5000	4	1
VN101005	1	1620	4	1
VN101005	2	25000	4	1
VN101005	3	14000	4	1
VN101006	4	10000	2	1
VN101006	5	160	4	8
VN101006	6	2320	4	1
VN101008	1	11200	4	1
VN101009	1	6480	4	1
VN101009	2	300	4	1
VN101010	1	7020	4	1
VN101010	2	1980	4	3
VN101011	1	2500	4	3
VN101011	2	10000	4	7
VN101011	3	1800	4	1
VN101011	4	30000	4	1
VN101013	1	1500	4	1
VN101014	1	4960	4	1
VN101015	1	180	4	1
VN101016	1	360	4	1
VN101017	1	900	4	1
VN101017	2	500	4	1
VN101018	1	1080	4	1
VN101018	2	13080	4	1
VN101018	3	1440	4	1
VN101018	4	2000	4	3
VN101019	1	1080	4	1
VN101019	2	3600	4	7
VN101020	1	1080	4	1
VN101020	2	10000	4	8
VN101021	1	2800	4	1
VN101022	1	1000	4	3
VN101022	2	9520	4	1
VN101022	3	5400	4	6
VN101023	1	1200	4	1
VN101023	2	6800	4	1
VN101024	1	14080	4	1
VN101025	1	2160	4	1
VN101025	2	9500	4	1
VN101026	1	15400	4	1
VN101027	1	1080	4	1
VN101027	2	15500	4	1
VN101028	1	2160	4	1
VN101028	2	10000	4	3
VN101029	1	8640	4	1
VN101029	2	1000	4	8
VN101030	1	1080	4	1
VN101030	2	1620	4	1
VN101031	1	4320	4	1
VN101034	1	2700	4	1
VN101035	1	1260	4	1
VN101035	2	6600	4	1
VN101036	1	1080	4	1
VN101036	2	1800	2	1
VN101036	3	10000	3	1
VN101036	4	720	2	1
VN101037	1	1800	4	1
VN101037	2	10000	4	1
VN101037	3	5000	4	3
VN101038	1	4940	4	1
VN101038	2	2000	4	3
VN101039	1	1200	4	1
VN101039	2	4160	4	1
VN101039	3	10800	4	1
VN101040	2	420	4	1
VN101041	1	1215	4	1
VN101041	2	1800	4	1
VN101042	1	1080	4	1
VN101042	2	20000	4	1
VN101042	3	10000	4	7
VN101043	1	3400	4	1
VN101043	2	200	4	1
VN101044	1	2300	4	1
VN101044	2	1200	4	1
VN101045	1	135	4	1
VN101045	2	360	2	1
VN101045	3	200	4	1
VN101047	1	1700	4	1
VN101047	2	1200	4	1
VN101048	1	2450	4	1
VN101049	1	1050	4	1
VN101049	2	240	4	1
VN101050	1	2000	4	1
VN101051	1	1080	4	1
VN101054	1	7880	4	1
VN101059	1	25500	4	1
VN101064	1	3240	4	1
VN101064	2	2160	4	1
VN101067	1	5450	4	1
VN101083	1	1600	4	1
VN101083	2	1300	4	1
VN111001	1	220	4	1
VN111001	2	2450	4	1
VN111001	3	1000	4	8
VN111001	4	500	4	1
VN111001	5	200	4	3
VN111002	1	4000	4	8
VN111002	2	240	4	1
VN111002	3	500	4	1
VN111003	1	4165	4	1
VN111004	1	1080	4	1
VN111004	2	2360	4	1
VN111004	3	8000	4	8
VN111005	1	720	4	1
VN111005	2	10000	4	1
VN111005	3	3000	4	8
VN111006	1	3600	4	8
VN111006	2	3600	4	1
VN111006	3	720	4	1
VN111006	4	2100	2	1
VN111008	1	700	4	1
VN111008	2	1200	4	1
VN111009	1	1020	4	1
VN111009	2	750	4	3
VN111009	4	2700	4	1
VN111009	5	3060	1	9
VN111010	1	1080	4	6
VN111010	2	2000	4	8
VN111010	3	10000	4	3
VN111010	4	3000	4	3
VN111011	1	360	4	1
VN111011	2	2000	4	1
VN111011	3	5000	4	8
VN111012	1	3360	4	1
VN111012	2	4000	4	3
VN111013	3	2100	4	1
VN111014	1	3600	4	1
VN111014	2	5400	4	1
VN111014	3	2000	4	1
VN111014	4	10000	4	8
VN111015	1	48	4	7
VN111016	1	32	4	1
VN111017	1	4260	4	1
VN111017	2	1800	4	8
VN111017	3	1440	4	3
VN111017	4	1500	4	8
VN111018	1	600	4	1
VN111019	1	360	4	1
VN111020	1	1440	4	1
VN111020	2	1440	4	1
VN111020	3	1440	4	8
VN111020	4	20000	4	8
VN111020	5	720	4	7
VN111021	1	720	4	1
VN111021	2	720	4	1
VN111021	3	1000	4	8
VN111021	4	180	4	1
VN111022	1	500	4	1
VN111022	2	9500	4	1
VN111022	3	2000	4	8
VN111022	4	3000	4	3
VN111025	1	2160	4	1
VN111025	2	2200	4	1
VN111025	3	1500	4	3
VN111025	4	1000	4	8
VN111025	5	5000	4	8
VN111027	1	4160	4	1
VN111027	2	28000	4	3
VN111027	3	12000	4	7
VN111027	4	4680	4	8
VN111027	5	360	4	9
VN111027	6	400	4	4
VN111028	1	6440	4	1
VN111028	2	5000	4	8
VN111030	1	1080	4	1
VN111030	2	720	4	1
VN111030	3	2000	4	8
VN111030	4	10000	4	3
VN111031	1	1190	4	1
VN111031	2	5000	4	1
VN111031	3	6000	4	8
VN111032	1	360	4	1
VN111032	2	120	2	3
VN111032	3	3688	4	8
VN111033	1	1080	4	1
VN111034	1	360	4	1
VN111034	2	180	4	8
VN111034	3	40	4	9
VN111035	1	5000	4	8
VN111035	2	3000	4	1
VN111035	3	3500	4	1
VN111035	4	2500	4	3
VN111035	5	2500	4	5
VN111036	1	1080	4	1
VN111036	2	6000	4	1
VN111036	3	3000	4	3
VN111037	1	250	4	8
VN111037	2	2520	4	8
VN111038	1	800	4	1
VN111038	2	400	4	8
VN111038	3	1000	4	1
VN111039	1	1440	4	1
VN111039	2	1560	4	1
VN111039	3	5000	4	8
VN111039	4	1000	4	8
VN111040	1	3452	4	1
VN111040	2	7000	4	8
VN111040	3	1800	4	3
VN111040	4	1080	4	8
VN111040	5	1400	1	1
VN111040	6	1260	4	6
VN111040	7	180	4	7
VN111041	1	1080	4	1
VN111041	2	3600	4	9
VN111041	3	5000	4	1
VN111041	4	14000	4	8
VN111041	5	10000	4	8
VN111042	1	6840	4	1
VN111042	2	6000	4	3
VN111042	3	400	4	9
VN111042	4	6000	4	8
VN111043	1	6720	4	1
VN111043	2	3500	4	8
VN111044	1	6080	4	1
VN111044	2	3000	4	8
VN111044	3	1000	4	3
VN111045	1	500	4	1
VN111045	2	2000	4	1
VN111045	3	1000	4	8
VN111047	1	5200	4	1
VN111047	2	5000	4	3
VN111047	3	200	4	9
VN111047	4	8000	4	8
VN111048	1	2000	4	1
VN111048	2	2000	4	8
VN111050	1	1080	4	1
VN111050	2	1000	4	8
VN111050	3	4500	4	1
VN111050	4	600	4	8
VN111057	1	1800	4	1
VN111057	2	17000	4	3
VN111057	3	600	4	9
VN111057	4	5760	4	1
VN111057	5	6600	4	8
VN111065	1	3020	4	1
VN111065	2	7000	4	3
VN111065	3	4000	4	8
VN111065	4	270	4	9
VN111069	1	5220	4	1
VN111069	2	20000	4	3
VN111069	3	5000	4	8
VN111069	4	1260	4	8
VN111069	5	100	4	9
VN111086	1	360	4	1
VN111086	2	2480	4	1
VN111086	3	3960	4	8
VN111086	4	20000	4	3
VN111109	1	10000	4	1
VN111111	1	1440	4	1
VN111111	2	720	4	8
VN111111	3	720	4	9
VN111119	1	2000	4	8
VN111119	2	1000	4	1
VN111119	3	2000	4	1
VN121001	1	5000	4	8
VN121001	2	7440	4	1
VN121002	1	10000	4	3
VN121002	2	2000	4	8
VN121002	3	720	4	1
VN121002	4	4000	4	1
VN121003	1	6000	4	3
VN121003	2	720	4	1
VN121003	3	360	4	1
VN121004	1	720	4	8
VN121004	2	6400	4	1
VN121005	1	1200	4	7
VN121005	2	1300	4	5
VN121005	3	3840	4	1
VN121006	1	7950	4	1
VN121007	1	3000	4	8
VN121007	2	1080	4	1
VN121007	3	1500	2	1
VN121007	4	1000	4	1
VN121008	1	468	4	1
VN121008	2	468	4	1
VN121009	1	5160	4	1
VN121011	1	6000	4	1
VN121011	2	1000	4	9
VN121011	3	3000	4	8
VN121011	4	1000	4	8
VN121012	1	1080	4	1
VN121012	2	5000	2	1
VN121013	1	4300	4	1
VN121013	2	6480	4	8
VN121014	1	3400	4	8
VN121014	2	3400	4	1
VN121014	3	720	4	1
VN121014	4	1200	1	1
VN121014	5	1200	1	8
VN121019	1	1080	4	1
VN121019	2	4680	4	1
VN121019	3	4000	4	1
VN121019	4	40000	4	3
VN121019	5	1440	4	9
VN121019	6	1800	4	8
VN121020	1	5430	4	1
VN121020	2	7200	4	7
VN121020	3	360	4	9
VN121020	4	3500	4	8
VN121021	1	360	4	1
VN121021	2	1000	4	1
VN121022	1	5040	1	9
VN121022	2	4680	1	1
VN121022	3	10000	4	8
VN121022	4	3600	4	1
VN121023	1	1000	4	3
VN121023	2	1440	4	1
VN121025	1	1800	4	1
VN121025	2	3080	4	1
VN121025	3	3000	4	8
VN121025	4	1000	4	8
VN121028	1	2160	4	1
VN121028	2	2160	4	1
VN121028	3	2000	4	3
VN121028	4	200	4	1
VN121028	5	360	4	9
VN121030	1	3800	4	1
VN121031	1	5760	4	1
VN121031	2	10000	4	3
VN121031	3	1440	1	1
VN121032	1	2880	1	1
VN121032	2	1000	2	1
VN121032	3	2000	2	3
VN121033	1	9000	4	3
VN121033	2	1800	4	1
VN121033	3	1800	4	1
VN121034	1	5000	4	3
VN121034	2	2520	4	1
VN121034	3	5000	4	1
VN121035	1	1200	4	1
VN121035	2	5400	4	1
VN121035	3	10000	4	3
VN121035	4	3000	4	8
VN121036	1	2160	4	1
VN121036	2	1080	4	1
VN121036	3	720	4	9
VN121036	4	360	4	3
VN121037	1	1620	4	1
VN121037	2	720	4	1
VN121037	3	360	4	7
VN121037	4	5000	4	8
VN121037	5	6000	4	3
VN121038	1	10000	4	3
VN121038	2	3000	4	8
VN121038	3	900	4	1
VN121038	4	10000	4	1
VN121039	1	2000	4	3
VN121039	2	5000	4	8
VN121039	3	400	4	1
VN121039	4	600	4	1
VN121040	2	1512	4	1
VN121040	3	1800	4	1
VN121041	1	1440	4	1
VN121041	2	456	4	1
VN121041	3	360	4	9
VN121041	4	1080	4	8
VN121041	5	720	4	1
VN121042	1	7200	4	1
VN121042	2	10000	4	8
VN121043	1	3600	4	1
VN121043	2	1080	4	8
VN121044	1	3604	4	1
VN121044	2	168	4	9
VN121044	3	540	4	8
VN121045	1	1800	4	1
VN121045	2	3000	4	1
VN121045	3	720	4	3
VN121045	4	1080	4	8
VN121047	1	3080	4	1
VN121047	2	100000	4	3
VN121048	1	20	4	4
VN121048	2	400	4	1
VN121049	1	1800	4	1
VN121049	2	2720	4	1
VN121049	3	80000	4	3
VN121050	1	2880	4	1
VN121050	2	8600	4	1
VN121050	3	5000	4	3
VN121052	1	1440	4	1
VN121052	2	1000	4	1
VN121052	3	3000	4	8
VN121057	1	1000	4	8
VN121057	2	720	4	1
VN121057	3	500	4	1
VN121057	4	5000	2	1
VN121061	1	1600	4	1
VN121061	2	1600	4	6
VN121061	3	350	4	4
VN121063	1	1800	4	1
VN121063	2	5400	4	1
VN121063	3	1000	4	8
VN121063	4	500	4	1
VN121063	5	2000	4	3
VN121063	6	2000	4	8
VN121063	7	6000	4	9
VN121074	1	2520	4	1
VN121074	2	20000	4	1
VN121074	3	1080	4	3
VN121074	4	5000	4	8
VN121088	1	540	4	1
VN121088	2	1600	4	1
VN121088	3	60000	4	7
VN121094	1	1800	4	1
VN121094	2	1080	4	3
VN121094	3	10000	4	8
VN121094	4	360	4	7
VN121094	5	720	4	1
VN121109	1	3600	4	1
VN121109	2	8000	4	1
VN121109	3	10000	4	3
VN121109	4	3500	4	8
VN121124	1	11080	4	1
VN121124	2	20000	4	3
VN121126	1	20000	4	3
VN121126	2	720	4	9
VN121126	3	3600	4	1
VN131001	1	1368	4	1
VN131002	1	954	1	1
VN131002	2	1368	4	1
VN131003	1	288	2	1
VN131003	2	540	4	1
VN131004	1	1800	4	1
VN131004	2	9000	1	8
VN131005	1	873	4	1
VN131006	1	1728	4	1
VN131007	1	720	4	8
VN131008	1	1163	4	1
VN131008	2	569	1	1
VN131008	3	596	1	1
VN131009	1	1000	4	1
VN131010	1	1440	4	1
VN131011	1	1500	4	1
VN131012	1	100	4	1
VN131013	1	1000	4	1
VN131014	1	1800	4	1
VN131017	1	1000	4	1
VN131019	1	960	4	1
VN131020	1	1980	4	1
VN131021	1	980	4	1
VN131022	1	2160	4	1
VN131023	1	1920	4	1
VN131024	1	1560	4	1
VN131025	1	1818	4	1
VN131026	1	2640	4	1
VN131026	3	48	4	7
VN131027	1	2880	4	1
VN131027	2	10800	1	9
VN131028	1	1440	4	1
VN131028	2	2160	1	1
VN131028	3	200	4	9
VN131028	4	3600	1	9
VN131030	1	1800	4	1
VN131030	2	900	4	1
VN131030	3	360	1	1
VN131031	1	3600	4	1
VN131031	2	360	1	1
VN131033	1	1152	4	1
VN131033	2	648	1	1
VN131033	3	240	1	9
VN131036	1	1800	4	1
VN131036	2	720	1	1
VN131036	3	620	3	1
VN131037	1	10000	4	1
VN131037	2	10000	4	1
VN131037	3	300	1	1
VN131038	1	1488	4	1
VN131039	1	2184	4	1
VN131039	2	360	1	1
VN131040	1	1440	4	1
VN131041	1	1620	4	1
VN131041	2	300	1	1
VN131042	1	1440	4	1
VN131042	2	720	1	1
VN131042	3	720	4	1
VN131042	4	360	1	1
VN131042	5	360	1	1
