CHILDID	REMID	REMREL	REMQNT	REMTYPE	V2070403
VN191038	1	2	10	2	1
VN191039	1	2	5	3	2
VN191039	2	3	3	1	1
VN191041	1	2	6	3	2
VN191041	2	3	3	3	2
VN191041	3	5	2	3	2
VN191043	1	2	10	2	1
VN191043	2	3	10	2	1
VN191043	3	5	5	3	1
VN191044	1	3	3	1	1
VN191044	2	2	2	1	1
VN191045	1	3	3	3	1
VN191045	2	2	100	3	1
VN191046	1	3	3	1	1
VN191046	2	2	5	1	1
VN191047	1	2	2	2	1
VN191047	2	3	1	1	1
VN191047	3	5	3	3	1
VN191049	1	3	6	2	1
VN191049	2	5	5	2	1
VN191050	1	2	5	2	1
VN191052	1	2	12	3	2
VN191055	1	2	1	3	1
VN191055	2	3	1	2	1
VN191057	1	3	2	2	2
VN191057	2	2	2	1	2
VN191070	1	2	3	2	2
VN201002	1	2	6	1	2
VN201002	2	5	1	1	2
VN201004	1	2	5	3	1
VN201004	2	3	3	2	1
VN201004	3	5	10	3	1
VN201005	1	2	4	3	2
VN201007	1	2	8	1	1
VN201007	2	3	2	1	1
VN201008	1	3	5	3	2
VN201008	2	5	10	1	1
VN201008	3	2	4	2	1
VN201010	1	3	10	3	1
VN201013	1	2	18	1	1
VN201013	2	3	4	1	1
VN201013	3	5	15	1	1
VN201014	1	3	20	2	1
VN201016	1	2	2	1	2
VN201016	2	3	10	3	2
VN201017	1	5	5	1	2
VN201023	1	3	10	2	1
VN201023	2	2	12	2	1
VN201023	3	5	2	2	1
VN201025	1	3	5	3	1
VN201025	2	5	3	3	1
VN201025	3	2	4	1	1
VN201030	1	2	2	1	2
VN201031	1	2	5	2	1
VN201031	2	3	24	3	2
VN201031	3	5	1	1	1
VN201032	1	2	30	1	1
VN201032	2	3	10	3	1
VN201032	3	5	3	1	1
VN201034	1	2	12	3	1
VN201034	2	3	3	1	1
VN201034	3	5	1	1	1
VN201038	1	3	10	2	1
VN201038	2	5	5	2	1
VN201039	1	3	3	2	1
VN201044	1	2	3	3	1
VN201044	2	3	3	3	1
VN201044	3	5	3	1	1
VN201044	4	4	12	3	1
VN201046	1	2	20	3	2
VN201046	2	3	10	3	2
VN201046	3	5	5	3	2
VN201051	1	2	4	3	1
VN201051	2	3	3	3	1
VN201051	3	5	6	3	2
VN201052	1	2	1	1	1
VN201052	2	3	2	1	1
VN201052	3	5	3	2	1
VN201054	1	2	10	3	1
VN201054	2	3	7	3	1
VN201054	3	5	5	2	1
VN201056	1	2	3	3	2
VN201064	1	3	20	1	2
VN201064	2	2	10	1	2
VN201068	1	2	9	3	1
VN201071	1	3	3	1	1
VN201071	2	5	4	1	1
VN201071	3	2	2	3	1
VN201073	1	2	7	3	1
VN201073	2	3	12	3	1
VN201073	3	5	3	2	1
VN201074	1	2	1	1	2
VN201082	1	3	4	3	1
VN201082	2	5	2	3	1
VN201084	1	2	2	3	1
VN201084	2	3	2	3	1
VN201086	1	2	6	3	1
VN201086	2	3	6	3	1
VN201086	3	5	3	3	1
VN201090	1	3	3	3	1
VN201090	2	5	12	1	1
VN201090	3	2	5	3	1
