CHILDID	ID	AGE	SEX	RELATE	STILL	YRSCHOOL	DISABLED	SUPPORT	V2020510	V2020511
VN061020	1	41	1	1	2	0	2	1	6	0
VN061020	2	41	2	1	2	0	2	1	0	0
VN061020	3	15	1	5	2	43	2	2	0	0
VN061020	4	12	1	5	2	42	2	2	0	0
VN061020	5	10	1	5	1	42	2	2	0	0
VN061021	1	30	1	1	2	42	2	1	20	0
VN061021	2	28	2	1	2	42	2	1	0	0
VN061021	17	3	1	5	88	88	2	88	88	88
VN061023	1	43	2	1	2	42	2	1	0	0
VN061023	2	40	1	1	2	42	2	1	7	0
VN061023	3	17	1	5	2	42	2	2	0	0
VN061023	4	14	1	5	2	42	2	2	0	0
VN061023	5	10	2	5	1	42	2	2	0	0
VN061024	1	39	1	1	2	0	2	1	20	0
VN061024	2	36	2	1	2	43	2	1	0	0
VN061024	3	11	1	5	1	42	2	2	0	0
VN061024	4	6	2	5	1	42	2	2	0	0
VN061025	1	31	1	1	2	42	2	1	0	0
VN061025	2	30	2	1	2	42	2	1	0	0
VN061026	1	30	1	1	2	0	2	1	10	0
VN061026	2	29	2	1	2	42	2	1	0	0
VN061028	1	37	2	1	2	0	2	1	0	0
VN061028	2	11	1	5	1	42	2	2	0	0
VN061028	17	4	1	5	88	88	2	88	88	88
VN061029	1	33	1	1	2	42	2	1	20	0
VN061029	2	32	2	1	2	42	2	1	0	0
VN061030	1	32	1	1	2	43	2	1	0	0
VN061030	2	31	2	1	2	0	2	1	0	0
VN061030	3	11	1	5	1	42	2	2	0	0
VN061030	4	5	2	5	2	0	2	2	0	0
VN061031	1	35	1	1	2	0	2	1	20	0
VN061031	2	35	2	1	2	0	2	1	0	0
VN061031	3	12	1	5	2	42	2	2	0	0
VN061032	1	32	1	1	2	42	2	1	6	0
VN061032	2	33	2	1	2	42	2	1	0	0
VN061032	17	3	2	5	88	88	2	88	88	88
VN061033	1	35	1	1	2	42	2	1	0	0
VN061033	2	34	2	1	2	0	2	1	0	0
VN061033	3	16	1	5	2	0	2	1	7	0
VN061033	4	15	2	5	2	42	2	1	0	0
VN061034	1	42	1	1	2	42	2	1	0	0
VN061034	2	33	2	1	2	0	2	1	0	0
VN061034	3	11	2	5	1	43	2	2	0	0
VN061035	1	30	1	1	2	42	2	1	2	0
VN061035	2	29	2	1	2	43	2	1	0	0
VN061035	17	2	1	5	88	88	2	88	88	88
VN061036	1	36	1	1	2	0	2	1	99	0
VN061036	2	39	2	1	2	0	2	1	0	0
VN061036	3	12	2	5	1	43	2	2	0	0
VN061037	1	68	2	3	2	0	2	1	0	0
VN061037	2	36	1	1	2	0	2	1	20	0
VN061037	3	33	2	1	2	0	2	1	0	0
VN061037	4	13	2	5	1	43	2	2	0	0
VN061038	1	30	1	1	2	42	2	1	0	0
VN061038	2	29	2	1	2	42	2	1	0	0
VN061039	1	41	1	1	1	46	2	1	10	0
VN061039	2	37	2	1	1	44	2	1	0	0
VN061039	3	13	1	5	1	43	2	2	0	0
VN061040	1	84	2	3	2	0	1	2	0	0
VN061040	2	45	2	4	2	0	2	1	0	0
VN061040	3	40	1	1	2	42	2	1	10	0
VN061040	4	36	2	1	2	0	2	1	0	0
VN061041	1	33	1	1	2	0	2	1	20	0
VN061041	2	32	2	1	2	43	2	1	0	0
VN061042	1	34	1	1	2	45	2	1	0	0
VN061042	2	33	2	1	2	42	2	1	0	0
VN061043	1	30	1	1	2	42	2	1	5	0
VN061043	2	29	2	1	2	42	2	1	0	0
VN061043	17	3	2	5	88	88	2	88	88	88
VN061044	1	77	2	3	2	42	1	2	0	0
VN061044	2	43	1	1	2	43	2	1	0	0
VN061044	3	42	2	1	2	43	2	1	0	0
VN061046	1	29	1	1	2	42	2	1	20	0
VN061046	2	28	2	1	2	0	2	1	0	0
VN061047	1	34	1	1	2	42	2	1	0	0
VN061047	2	30	2	1	2	42	2	1	0	0
VN061047	3	10	1	5	1	42	2	2	0	0
VN061047	4	6	1	5	1	42	2	2	0	0
VN061048	1	29	1	1	2	42	2	1	20	0
VN061048	2	25	2	1	2	0	2	1	0	0
VN061049	1	39	1	1	2	42	2	1	5	0
VN061049	2	34	2	1	2	42	2	1	0	0
VN061050	1	57	2	3	2	0	2	2	0	0
VN061050	2	29	1	1	2	0	2	1	10	0
VN061050	3	27	2	1	2	0	2	1	0	0
VN061050	4	5	1	5	2	0	2	2	0	0
VN061052	1	46	1	1	2	0	2	1	20	0
VN061052	2	43	2	1	2	42	2	1	0	0
VN061052	3	19	1	5	2	0	2	1	0	0
VN061052	4	13	2	5	2	42	2	1	0	0
VN061052	5	10	2	5	1	42	2	2	0	0
VN061055	1	76	2	3	2	0	2	2	10	0
VN061055	2	35	2	1	2	42	2	1	0	0
VN061055	3	34	1	1	2	43	2	1	20	0
VN061055	4	12	2	5	1	43	2	2	0	0
VN061056	1	31	1	1	2	0	2	1	0	0
VN061056	2	30	2	1	2	0	2	1	0	0
VN061057	1	45	1	1	2	0	2	1	0	0
VN061057	2	45	2	1	2	0	2	1	0	0
VN061057	3	20	2	5	2	42	2	1	0	0
VN061057	4	15	2	5	1	43	2	2	0	0
VN061076	1	38	1	1	2	0	2	1	20	0
VN061076	2	33	2	1	2	0	2	1	0	0
VN061076	3	13	1	5	1	43	2	2	0	0
VN061076	4	6	2	5	1	42	2	2	0	0
VN061079	1	30	1	1	2	0	2	1	0	0
VN061079	2	24	2	1	2	0	2	1	0	0
VN061079	17	2	1	5	88	88	2	88	88	88
VN061104	1	69	1	3	2	42	2	1	20	0
VN061104	2	59	2	3	2	0	2	1	0	0
VN061104	3	31	1	1	2	43	2	1	20	0
VN061104	4	29	2	1	2	43	2	1	0	0
VN061104	5	20	2	4	2	0	2	2	0	0
VN071001	1	73	2	3	2	0	2	1	0	0
VN071001	2	46	2	4	2	0	2	1	0	0
VN071001	3	38	1	1	2	43	2	1	20	0
VN071001	4	38	2	1	2	42	2	1	0	0
VN071001	5	12	1	5	1	43	2	2	0	0
VN071002	1	39	1	1	2	0	2	1	20	0
VN071002	2	42	2	1	2	42	2	1	0	0
VN071002	3	11	1	5	2	0	2	2	0	0
VN071003	1	54	1	1	2	0	2	1	20	0
VN071003	2	44	2	1	2	42	2	1	0	0
VN071004	1	39	1	1	2	42	2	1	20	0
VN071004	2	34	2	1	2	0	2	1	0	0
VN071004	3	15	2	5	1	44	2	2	0	0
VN071004	17	2	1	5	88	88	2	88	88	88
VN071005	1	79	2	3	2	0	2	2	0	0
VN071005	2	34	1	1	2	42	2	1	20	0
VN071005	3	32	2	1	2	42	2	1	0	0
VN071005	4	12	2	5	1	43	2	2	0	0
VN071005	5	11	2	5	1	43	2	2	0	0
VN071005	6	9	1	5	1	42	2	2	0	0
VN071006	1	40	1	1	2	42	2	1	10	0
VN071006	2	39	2	1	2	43	2	1	0	0
VN071006	3	17	1	5	2	42	2	1	0	0
VN071007	1	60	2	3	2	0	2	2	0	0
VN071007	2	34	1	1	2	0	2	1	5	0
VN071007	3	34	2	1	2	45	2	1	0	0
VN071007	4	9	1	5	1	42	2	2	0	0
VN071008	1	29	1	1	2	42	2	1	0	0
VN071008	2	25	2	1	2	42	2	1	0	0
VN071008	17	0	1	5	88	88	2	88	88	88
VN071009	1	30	1	1	2	42	2	1	0	0
VN071009	2	30	2	1	2	43	2	1	0	0
VN071010	1	42	1	1	2	46	2	1	0	0
VN071010	2	42	2	1	2	46	2	1	0	0
VN071010	3	15	2	5	1	44	2	2	0	0
VN071011	1	40	1	1	2	42	2	1	20	0
VN071011	2	41	2	1	2	0	2	1	0	0
VN071011	3	10	2	5	1	42	2	2	0	0
VN071012	1	45	1	1	2	44	2	1	10	0
VN071012	2	39	2	1	2	42	2	1	0	0
VN071012	3	17	1	5	1	44	2	2	0	0
VN071013	1	46	2	1	2	0	2	1	0	0
VN071013	2	44	1	1	2	0	2	1	1	0
VN071013	3	18	1	5	1	43	2	2	0	0
VN071013	4	16	1	5	1	43	2	2	0	0
VN071013	5	13	2	5	1	43	2	2	0	0
VN071013	6	9	2	5	1	42	2	2	0	0
VN071013	7	6	1	5	1	42	2	2	0	0
VN071014	1	40	1	1	2	0	2	1	0	0
VN071014	2	40	2	1	2	0	2	1	0	0
VN071014	3	13	1	5	1	43	2	2	0	0
VN071014	4	12	2	5	1	43	2	2	0	0
VN071015	1	42	1	1	2	42	2	1	12	0
VN071015	2	35	2	1	2	42	2	1	0	0
VN071015	3	16	2	5	2	42	2	2	0	0
VN071015	4	13	1	5	1	43	2	2	0	0
VN071018	1	42	1	1	2	0	2	1	15	0
VN071018	2	40	2	1	2	0	2	1	0	0
VN071018	3	18	1	5	2	0	2	1	0	0
VN071018	4	16	2	5	2	0	2	2	0	0
VN071018	5	14	2	5	2	42	2	2	0	0
VN071018	6	12	2	5	1	43	2	2	0	0
VN071019	1	36	1	1	2	43	2	1	0	0
VN071019	2	34	2	1	2	44	2	1	0	0
VN071019	3	12	1	5	1	43	2	2	0	0
VN071020	1	69	1	3	2	0	2	1	10	0
VN071020	2	67	2	3	2	0	2	2	0	0
VN071020	3	30	1	1	2	43	2	1	8	0
VN071020	4	30	2	1	2	42	2	1	0	0
VN071021	1	71	2	3	2	0	2	2	0	0
VN071021	2	36	1	1	2	43	2	1	1	0
VN071021	3	35	2	1	2	44	2	1	0	0
VN071023	1	38	1	1	2	42	2	1	0	0
VN071023	2	33	2	1	2	42	2	1	0	0
VN071023	3	14	2	5	1	43	2	2	0	0
VN071024	1	31	2	1	2	44	2	1	0	0
VN071024	2	30	1	1	2	43	2	1	0	0
VN071024	3	29	1	4	2	43	2	2	1	0
VN071025	1	33	1	1	2	0	2	1	0	0
VN071025	2	28	2	1	2	0	2	1	0	0
VN071025	3	11	2	5	1	43	2	2	0	0
VN071026	1	37	1	1	2	42	2	1	0	0
VN071026	2	27	2	1	2	42	2	1	0	0
VN071026	3	6	1	5	1	42	2	2	0	0
VN071027	1	39	1	1	2	45	2	1	10	0
VN071027	2	34	2	1	2	42	2	1	0	0
VN071027	3	15	2	5	1	44	2	2	0	0
VN071028	1	42	1	1	2	43	2	1	15	0
VN071028	2	33	2	1	2	0	2	1	0	0
VN071028	3	16	1	5	2	42	2	2	0	0
VN071028	4	6	2	5	1	42	2	2	0	0
VN071029	1	39	1	1	2	0	2	1	0	0
VN071029	2	33	2	1	2	0	2	1	0	0
VN071029	3	16	2	5	2	42	2	2	0	0
VN071029	4	14	2	5	2	42	2	2	0	0
VN071029	5	9	1	5	1	42	2	2	0	0
VN071031	1	43	1	1	2	42	2	1	10	0
VN071031	2	39	2	4	2	0	2	2	0	0
VN071031	3	36	2	1	2	0	2	1	0	0
VN071031	17	0	1	5	88	88	2	88	88	88
VN071032	1	32	1	1	2	42	2	1	10	0
VN071032	2	29	2	1	2	42	2	1	0	0
VN071032	3	5	1	5	2	0	2	2	0	0
VN071033	1	44	1	1	2	43	2	1	0	0
VN071033	2	44	2	1	2	0	2	1	0	0
VN071034	1	32	1	1	2	43	2	1	0	0
VN071034	2	30	2	1	2	42	2	1	0	0
VN071035	1	28	1	1	2	42	2	1	10	0
VN071035	2	27	2	1	2	42	2	1	0	0
VN071036	1	41	1	1	2	43	2	1	0	0
VN071036	2	30	2	1	2	42	2	1	0	0
VN071037	1	37	1	1	2	43	2	1	20	0
VN071037	2	35	2	1	2	0	2	1	0	0
VN071037	3	15	1	5	1	44	2	2	0	0
VN071038	1	29	1	1	2	43	2	1	5	0
VN071038	2	28	2	1	2	44	2	1	0	0
VN071038	4	6	2	5	1	42	2	2	0	0
VN071038	17	4	1	5	88	88	2	88	88	88
VN071039	1	62	2	13	2	0	2	2	0	0
VN071039	2	32	1	1	2	0	2	1	7	0
VN071039	3	32	2	1	2	0	2	1	0	0
VN071039	4	13	2	5	1	43	2	2	0	0
VN071041	1	69	2	3	2	0	2	2	0	0
VN071041	2	34	1	1	2	43	2	1	0	0
VN071041	3	35	2	1	2	42	2	1	0	0
VN071041	4	13	2	5	1	43	2	2	0	0
VN071041	5	12	2	5	1	43	2	2	0	0
VN071041	6	9	1	5	1	42	2	2	0	0
VN071041	7	6	1	5	1	42	2	2	0	0
VN071042	1	61	2	3	2	0	2	1	0	0
VN071042	2	32	1	1	2	0	2	1	20	0
VN071042	3	29	2	1	2	42	2	1	0	0
VN071042	4	12	2	5	1	42	2	2	0	0
VN071042	5	6	2	5	1	42	2	2	0	0
VN071043	1	33	1	1	2	0	2	1	0	0
VN071043	2	26	2	1	2	42	2	1	0	0
VN071044	1	31	2	1	2	42	2	1	0	0
VN071044	2	30	1	1	2	0	2	1	20	0
VN071044	3	13	2	5	1	43	2	2	0	0
VN071045	1	44	1	1	2	42	2	1	20	0
VN071045	2	47	2	1	2	0	2	1	0	0
VN071045	3	19	1	5	2	42	2	2	0	0
VN071046	1	30	1	1	2	42	2	1	10	0
VN071046	2	33	2	1	2	42	2	1	0	0
VN071047	1	35	1	1	2	0	2	1	6	0
VN071047	2	35	2	1	2	0	2	1	0	0
VN071048	1	40	1	1	2	42	2	1	10	0
VN071048	2	38	2	1	2	43	2	1	0	0
VN071048	3	14	1	5	1	43	2	2	0	0
VN071048	4	12	1	5	1	43	2	2	0	0
VN071049	1	41	1	1	2	0	2	1	10	0
VN071049	2	39	2	1	2	42	2	1	0	0
VN071049	3	17	1	5	2	42	2	2	1	0
VN071049	4	14	2	5	1	43	2	2	0	0
VN071049	5	11	2	5	1	43	2	2	0	0
VN071073	1	34	2	1	2	0	2	1	0	0
VN071073	2	32	1	1	2	42	2	1	0	0
VN071091	1	36	1	1	2	44	2	1	10	0
VN071091	2	32	2	1	2	43	2	1	0	0
VN071091	3	12	1	5	1	43	2	2	0	0
VN071091	4	10	2	5	1	42	2	2	0	0
VN071097	1	80	2	3	2	42	2	2	0	0
VN071097	2	48	2	4	2	42	2	2	0	0
VN071097	3	41	1	1	1	44	2	1	1	0
VN071097	4	35	2	1	2	45	2	1	0	0
VN071097	5	21	2	5	2	46	2	2	0	0
VN071112	1	29	1	1	2	43	2	1	5	0
VN071112	2	29	2	1	2	43	2	1	0	0
VN071112	17	0	2	5	88	88	2	88	88	88
VN071120	1	87	2	13	2	0	1	2	0	0
VN071120	2	64	2	3	2	42	2	1	0	0
VN071120	3	32	1	1	2	44	2	1	10	0
VN071120	4	32	2	1	2	43	2	1	0	0
VN071120	17	0	1	5	88	88	2	88	88	88
VN071121	1	69	1	3	2	0	2	1	10	0
VN071121	2	68	2	3	2	0	2	1	0	0
VN071121	3	40	1	1	2	0	2	1	4	0
VN071121	4	35	2	1	2	0	2	1	0	0
VN071121	5	22	2	5	2	42	2	1	0	0
VN071121	6	10	1	5	1	42	2	2	0	0
VN071121	7	6	1	5	2	0	2	2	0	0
VN081001	1	33	2	1	2	44	2	1	0	0
VN081001	2	31	1	1	2	0	2	1	0	0
VN081001	3	9	2	5	1	42	2	2	0	0
VN081003	1	27	1	1	2	0	2	1	10	0
VN081003	2	26	2	1	2	42	2	1	0	0
VN081004	1	79	2	3	2	0	2	2	0	0
VN081004	2	36	1	1	2	42	2	1	10	0
VN081004	3	33	2	1	2	0	2	1	0	0
VN081004	4	15	1	5	2	42	2	1	0	0
VN081004	5	9	1	5	1	42	2	2	0	0
VN081005	1	34	1	1	2	44	2	1	0	0
VN081005	2	28	2	1	2	0	2	1	0	0
VN081006	1	27	1	1	2	43	2	1	0	0
VN081006	2	27	2	1	2	42	2	1	0	0
VN081006	3	5	2	5	2	0	2	2	0	0
VN081007	1	30	1	1	2	42	2	1	7	0
VN081007	2	30	2	1	2	43	2	1	0	0
VN081007	3	10	2	5	1	42	2	2	0	0
VN081008	1	30	1	1	2	0	2	1	5	0
VN081008	2	29	2	1	2	42	2	1	0	0
VN081008	17	4	1	5	88	88	2	88	88	88
VN081009	1	57	1	1	2	45	2	1	0	0
VN081009	2	44	2	1	2	43	2	1	0	0
VN081009	3	13	2	5	1	43	2	2	0	0
VN081009	4	10	1	5	1	42	2	2	0	0
VN081010	1	36	1	1	1	45	2	1	3	0
VN081010	2	36	2	1	2	45	2	1	0	0
VN081011	1	34	1	1	2	0	2	1	0	0
VN081011	2	32	2	1	2	0	2	1	0	0
VN081011	3	12	2	5	1	42	2	2	0	0
VN081012	1	40	1	1	2	43	2	1	5	0
VN081012	2	43	2	1	2	43	2	1	0	0
VN081012	3	18	2	5	1	44	2	2	0	0
VN081013	1	39	1	1	2	0	2	1	10	0
VN081013	2	39	2	1	2	0	2	1	0	0
VN081013	3	17	1	5	2	0	2	1	10	0
VN081013	4	15	2	5	2	0	2	1	0	0
VN081013	5	12	1	5	2	0	2	2	0	0
VN081017	1	44	1	1	2	42	2	1	20	0
VN081017	2	43	2	1	2	42	2	1	0	0
VN081017	3	16	1	5	1	44	2	2	0	0
VN081017	4	15	1	5	1	44	2	2	0	0
VN081018	1	42	1	1	2	0	2	1	15	0
VN081018	2	38	2	1	2	0	2	1	0	0
VN081018	3	12	1	5	1	43	2	2	0	0
VN081019	1	50	1	1	2	99	2	1	99	0
VN081019	2	43	2	1	2	0	2	1	0	0
VN081019	3	21	2	5	2	42	2	2	0	0
VN081019	4	17	1	5	2	0	2	2	0	0
VN081019	5	16	1	5	1	43	2	2	0	0
VN081019	6	14	1	5	1	43	2	2	0	0
VN081020	1	72	2	3	2	0	2	1	0	0
VN081020	2	63	1	1	2	42	2	1	10	0
VN081020	3	38	2	1	2	43	2	1	0	0
VN081020	17	2	2	5	88	88	2	88	88	88
VN081021	1	74	2	3	2	0	2	2	0	0
VN081021	2	45	1	1	2	42	2	1	15	0
VN081021	3	39	2	1	2	0	2	1	0	0
VN081021	4	5	1	5	2	0	2	2	0	0
VN081022	1	35	1	1	2	42	2	1	5	0
VN081022	2	31	2	1	2	43	2	1	0	0
VN081023	1	31	1	1	2	0	2	1	20	0
VN081023	2	28	2	1	2	0	2	1	0	0
VN081024	1	36	1	1	2	0	2	1	10	0
VN081024	2	36	2	1	2	42	2	1	0	0
VN081025	1	30	1	1	2	42	2	1	6	0
VN081025	2	33	2	1	2	42	2	1	0	0
VN081025	3	6	1	5	1	42	2	2	0	0
VN081026	1	37	1	1	2	42	2	1	10	0
VN081026	2	34	2	1	2	42	2	1	0	0
VN081026	3	10	2	5	1	42	2	2	0	0
VN081028	1	72	2	3	2	0	2	2	0	0
VN081028	2	34	1	1	2	0	2	1	5	0
VN081028	3	33	2	1	2	43	2	1	0	0
VN081028	4	12	1	5	1	43	2	2	0	0
VN081029	1	73	1	3	2	0	2	1	5	0
VN081029	2	72	2	3	2	0	2	1	0	0
VN081029	3	32	1	1	2	42	2	1	5	0
VN081029	4	32	2	1	2	42	2	1	0	0
VN081029	5	12	2	5	1	43	2	2	0	0
VN081029	6	6	1	5	1	42	2	2	0	0
VN081030	1	47	1	1	2	46	2	1	0	0
VN081030	2	45	2	1	2	42	2	1	0	0
VN081030	3	23	2	5	1	45	2	2	0	0
VN081030	4	19	2	5	1	45	2	2	0	0
VN081030	5	13	2	5	1	43	2	2	0	0
VN081031	1	38	1	1	2	43	2	1	10	0
VN081031	2	37	2	1	2	0	2	1	0	0
VN081032	1	45	1	1	2	42	2	1	10	0
VN081032	2	45	2	1	2	0	2	1	0	0
VN081032	3	22	1	5	2	42	2	1	6	0
VN081032	4	18	2	5	2	43	2	1	0	0
VN081034	1	34	1	1	2	42	2	1	10	0
VN081034	2	28	2	1	2	42	2	1	0	0
VN081034	17	3	2	5	88	88	2	88	88	88
VN081035	1	44	1	1	2	46	2	1	1	0
VN081035	2	36	2	1	2	44	2	1	0	0
VN081036	1	35	1	1	2	42	2	1	0	0
VN081036	2	32	2	1	2	43	2	1	0	0
VN081038	1	39	1	1	2	43	2	1	15	0
VN081038	2	34	2	1	2	42	2	1	0	0
VN081038	17	3	2	5	88	88	2	88	88	88
VN081039	1	69	1	3	2	42	2	1	0	0
VN081039	2	62	2	3	2	42	2	1	0	0
VN081039	3	29	1	1	2	42	2	1	20	0
VN081039	4	28	2	1	2	42	2	1	0	0
VN081041	1	39	1	1	2	43	2	1	5	0
VN081041	2	37	2	1	2	44	2	1	0	0
VN081041	3	15	2	5	1	44	2	2	0	0
VN081041	17	2	2	5	88	88	2	88	88	88
VN081042	1	39	2	1	2	43	2	1	0	0
VN081042	2	34	1	1	2	0	2	1	10	0
VN081042	17	2	1	5	88	88	2	88	88	88
VN081043	1	34	1	1	2	0	2	1	20	0
VN081043	2	32	2	1	2	0	2	1	0	0
VN081045	1	32	1	1	2	43	2	1	5	0
VN081045	2	29	2	1	2	42	2	1	0	0
VN081045	17	0	2	5	88	88	2	88	88	88
VN081046	1	53	1	1	2	99	2	1	0	0
VN081046	2	45	2	1	2	99	2	1	0	0
VN081046	3	22	1	5	2	0	2	1	99	0
VN081046	4	20	2	5	2	42	2	1	0	0
VN081046	5	18	2	5	2	0	2	1	0	0
VN081046	6	16	2	5	2	0	2	1	0	0
VN081046	7	5	2	5	2	0	2	2	0	0
VN081047	1	37	2	1	2	42	2	1	0	0
VN081047	2	12	2	5	1	43	2	2	0	0
VN081049	1	39	1	1	2	43	2	1	10	0
VN081049	2	32	2	1	2	42	2	1	0	0
VN081050	1	40	1	1	2	44	2	1	10	0
VN081050	2	36	2	1	2	43	2	1	0	0
VN081073	1	29	2	1	2	0	2	1	0	0
VN081073	2	28	1	1	2	43	2	1	10	0
VN081073	3	5	1	5	2	0	2	2	0	0
VN081092	1	38	1	1	2	42	2	1	10	0
VN081092	2	34	2	1	2	0	2	1	0	0
VN081092	3	12	2	5	1	43	2	2	0	0
VN081105	1	28	1	1	2	43	2	1	10	0
VN081105	2	27	2	1	2	42	2	1	0	0
VN081108	1	46	1	1	2	0	2	1	0	0
VN081108	2	44	2	1	2	43	2	1	0	0
VN081108	3	15	2	5	2	0	2	1	0	0
VN081120	1	33	1	1	2	46	2	1	10	0
VN081120	2	34	2	1	2	46	2	1	0	0
VN081120	17	2	2	5	88	88	2	88	88	88
VN081130	1	39	1	1	2	42	2	1	20	0
VN081130	2	34	2	1	2	0	2	1	0	0
VN081139	1	33	2	1	2	44	2	1	0	0
VN081139	2	32	1	1	2	43	2	1	0	0
VN081145	1	64	2	3	2	0	2	1	0	0
VN081145	2	34	1	1	2	0	2	1	10	0
VN081145	3	28	2	1	2	0	2	1	0	0
VN081145	17	4	1	5	88	88	2	88	88	88
VN081150	1	36	1	1	2	42	2	1	0	0
VN081150	2	32	2	1	2	43	2	1	0	0
VN081152	1	50	1	1	2	43	2	1	15	0
VN081152	2	46	2	1	2	0	2	1	0	0
VN091001	1	44	2	1	2	0	2	1	0	0
VN091001	2	39	1	1	2	0	2	1	0	99
VN091001	3	21	1	5	2	0	2	1	0	0
VN091001	4	18	2	5	2	0	2	1	0	0
VN091001	5	11	2	5	1	42	2	2	0	0
VN091001	6	6	1	5	2	0	2	2	0	0
VN091001	17	3	1	5	88	88	2	88	88	88
VN091003	1	36	1	1	2	0	2	1	2	3
VN091003	2	36	2	1	2	0	2	1	0	0
VN091003	3	14	2	5	1	43	2	2	0	0
VN091003	4	12	2	5	1	42	2	2	0	0
VN091003	5	10	1	5	1	42	2	2	0	0
VN091005	1	30	2	1	2	42	2	1	0	0
VN091005	2	28	1	1	2	42	2	1	20	0
VN091005	3	12	2	5	1	43	2	2	0	0
VN091005	4	10	1	5	1	42	2	2	0	0
VN091005	17	2	2	5	88	88	2	88	88	88
VN091006	1	34	2	1	2	0	2	1	0	0
VN091006	2	33	1	1	2	0	2	1	0	6
VN091006	3	10	1	5	1	42	2	2	0	0
VN091006	17	3	1	5	88	88	2	88	88	88
VN091008	1	34	1	1	2	0	2	1	0	10
VN091008	2	31	2	1	2	0	2	1	0	0
VN091008	3	14	1	5	1	42	2	1	0	0
VN091008	4	10	2	5	1	42	2	2	0	0
VN091009	1	48	1	3	2	0	2	1	0	4
VN091009	2	31	2	4	2	0	2	1	0	0
VN091009	3	32	1	1	2	0	2	1	10	0
VN091009	4	31	2	4	2	0	2	1	0	0
VN091009	5	29	2	1	2	0	2	1	0	0
VN091009	6	10	1	5	1	42	2	2	0	0
VN091009	7	10	2	6	2	0	2	2	0	0
VN091009	8	7	2	6	2	42	2	2	0	0
VN091009	9	6	2	6	2	0	2	2	0	0
VN091009	10	5	1	6	2	0	2	2	0	0
VN091009	17	4	1	5	88	88	2	88	88	88
VN091010	1	67	1	1	2	0	2	2	0	40
VN091010	2	50	2	1	2	0	2	1	0	0
VN091010	3	18	2	5	2	0	2	2	0	0
VN091011	1	69	2	3	2	0	2	2	0	8
VN091011	2	37	1	1	2	0	2	1	0	4
VN091011	3	34	2	1	2	0	2	1	0	0
VN091011	4	14	1	5	1	42	2	2	0	0
VN091011	5	12	2	5	1	42	2	2	0	0
VN091011	6	10	2	5	2	0	2	2	0	0
VN091011	7	5	1	5	2	0	2	2	0	0
VN091011	17	3	2	5	88	88	2	88	88	88
VN091012	1	62	2	3	2	0	2	1	0	0
VN091012	2	59	1	3	2	0	2	1	0	30
VN091012	3	25	1	1	2	0	2	1	0	0
VN091012	4	23	2	1	2	0	2	1	0	0
VN091012	5	15	2	4	2	0	2	1	0	0
VN091012	6	13	2	4	2	0	2	1	0	0
VN091012	17	3	1	5	88	88	2	88	88	88
VN091012	18	1	2	5	88	88	2	88	88	88
VN091013	1	55	1	1	2	0	2	1	0	5
VN091013	2	53	2	1	2	0	2	1	0	0
VN091013	3	11	1	5	2	0	2	1	0	0
VN091014	1	85	2	3	2	0	2	2	0	0
VN091014	2	38	1	1	2	0	2	1	0	10
VN091014	3	38	2	1	2	0	2	1	0	0
VN091014	4	14	1	5	2	42	2	2	0	0
VN091014	5	12	2	5	1	42	2	2	0	0
VN091015	1	40	1	1	2	0	2	1	0	20
VN091015	2	39	2	1	2	0	2	1	0	0
VN091015	3	20	1	5	2	0	2	1	0	0
VN091015	4	18	2	5	2	0	2	1	0	0
VN091015	5	13	1	5	2	0	2	1	0	0
VN091015	6	11	1	5	2	0	2	2	0	0
VN091015	17	2	2	13	88	88	2	88	88	88
VN091016	1	45	1	1	2	0	2	1	10	0
VN091016	2	45	2	1	2	0	2	1	7	0
VN091016	3	21	1	5	2	0	2	1	6	0
VN091016	4	18	1	5	2	0	2	1	0	0
VN091016	5	16	1	5	2	0	2	2	0	0
VN091016	6	14	2	5	2	0	2	2	0	0
VN091016	7	12	1	5	1	42	2	2	0	0
VN091016	8	6	1	5	1	42	2	2	0	0
VN091016	17	4	2	5	88	88	2	88	88	88
VN091016	18	2	1	5	88	88	2	88	88	88
VN091017	1	51	1	1	2	0	2	1	0	20
VN091017	2	49	2	1	2	0	2	1	0	0
VN091017	3	17	1	5	2	0	2	1	0	0
VN091017	4	17	2	13	2	0	2	1	0	0
VN091017	5	6	1	5	2	0	2	2	0	0
VN091017	6	13	1	5	1	42	2	2	0	0
VN091017	7	9	1	5	1	42	2	2	0	0
VN091017	8	5	1	5	2	0	2	2	0	0
VN091018	1	48	1	1	2	0	2	1	0	3
VN091018	2	45	2	1	2	0	2	1	0	0
VN091018	3	5	1	5	2	0	2	2	0	0
VN091019	1	36	1	1	2	0	2	1	0	0
VN091019	2	35	2	1	2	0	2	1	0	0
VN091019	3	15	2	5	2	0	2	1	0	0
VN091019	4	14	1	5	1	42	2	1	0	0
VN091019	5	12	2	5	2	0	2	1	0	0
VN091019	6	10	2	5	1	42	2	2	0	0
VN091019	7	6	1	5	1	42	2	2	0	0
VN091019	17	1	1	5	88	88	2	88	88	88
VN091020	1	90	1	3	2	0	2	1	0	0
VN091020	2	35	2	1	2	0	2	1	0	0
VN091020	3	30	1	1	2	0	2	1	0	0
VN091020	4	23	1	6	2	0	2	1	0	0
VN091020	5	23	2	6	2	0	2	1	0	0
VN091020	6	19	1	6	2	0	2	1	0	0
VN091020	7	19	2	6	2	0	2	1	0	0
