CHILDID	ID	AGE	SEX	RELATE	STILL	YRSCHOOL	DISABLED	SUPPORT	V2020510	V2020511
VN031031	1	43	1	1	2	42	2	1	10	0
VN031031	2	38	2	1	2	0	2	1	0	0
VN031031	3	18	1	5	2	42	2	2	0	0
VN031031	4	15	2	5	2	42	2	2	0	0
VN031031	5	12	2	5	1	42	2	2	0	0
VN031031	6	10	2	5	1	42	2	2	0	0
VN031032	1	34	1	1	2	42	2	1	20	0
VN031032	2	31	2	1	2	0	2	1	0	0
VN031032	3	6	2	5	1	42	2	2	0	0
VN031032	17	2	2	5	88	88	2	88	88	88
VN031033	1	34	2	1	2	42	2	1	0	0
VN031033	2	29	1	1	2	42	2	1	0	0
VN031033	3	5	1	5	2	0	2	2	0	0
VN031033	17	2	1	5	88	88	2	88	88	88
VN031034	1	37	1	1	2	0	2	1	20	0
VN031034	2	33	2	1	2	0	2	1	0	0
VN031034	3	12	1	5	1	42	2	1	0	0
VN031035	1	31	1	1	2	0	2	1	0	0
VN031035	2	30	2	1	2	0	2	1	0	0
VN031035	3	12	1	5	1	43	2	2	0	0
VN031035	4	11	1	5	1	43	2	2	0	0
VN031035	5	9	2	5	1	42	2	2	0	0
VN031035	6	6	1	5	1	42	2	2	0	0
VN031036	1	32	1	1	2	99	2	1	6	0
VN031036	2	32	2	1	2	42	2	1	0	0
VN031036	17	4	1	5	88	88	2	88	88	88
VN031037	1	37	1	1	2	42	2	1	0	0
VN031037	2	31	2	1	2	42	2	1	0	0
VN031037	3	10	2	5	1	42	2	2	0	0
VN031038	1	36	1	1	2	42	2	1	10	0
VN031038	2	30	2	1	2	42	2	1	0	0
VN031038	3	6	1	5	1	42	2	2	0	0
VN031038	17	4	2	5	88	88	2	88	88	88
VN031039	1	39	1	1	2	42	2	1	10	0
VN031039	2	38	2	1	2	0	2	1	0	0
VN031039	3	13	1	5	1	43	2	2	0	0
VN031039	4	11	2	5	1	43	2	2	0	0
VN031040	1	56	1	1	2	42	2	1	20	0
VN031040	2	52	2	1	2	0	2	1	0	0
VN031040	3	16	1	5	2	42	2	2	0	0
VN031040	4	14	2	5	1	43	2	2	0	0
VN031040	5	11	1	5	1	42	2	2	0	0
VN031040	6	9	1	5	1	42	2	2	0	0
VN031041	1	40	1	1	2	42	2	1	10	0
VN031041	2	37	2	1	2	43	2	1	0	0
VN031041	3	16	2	5	1	44	2	2	0	0
VN031041	4	14	2	5	1	43	2	2	0	0
VN031043	1	34	2	1	2	0	2	1	0	0
VN031043	2	32	1	1	2	42	2	1	3	0
VN031043	3	12	2	5	1	43	2	2	0	0
VN031043	4	11	1	5	1	42	2	2	0	0
VN031044	1	38	1	1	2	44	2	1	5	0
VN031044	2	31	2	1	2	44	2	1	0	0
VN031044	3	10	2	5	1	42	2	2	0	0
VN031044	4	6	2	5	1	42	2	2	0	0
VN031045	1	33	1	1	2	46	2	1	0	0
VN031045	2	29	2	1	2	46	2	1	0	0
VN031045	17	2	1	5	88	88	2	88	88	88
VN031046	1	37	1	1	1	46	2	1	1	0
VN031046	2	29	2	1	1	44	2	1	0	0
VN031046	17	4	2	5	88	88	2	88	88	88
VN031047	1	37	1	1	2	42	2	1	10	0
VN031047	2	34	2	1	2	0	2	1	0	0
VN031047	3	15	2	5	2	42	2	1	0	0
VN031047	4	13	2	5	1	42	2	2	0	0
VN031047	5	10	1	5	1	42	2	2	0	0
VN031048	1	32	1	1	2	43	2	1	3	0
VN031048	2	28	2	1	2	43	2	1	0	0
VN031049	1	46	1	1	2	42	2	1	15	0
VN031049	2	44	2	1	2	42	2	1	0	0
VN031049	3	19	2	5	1	46	2	2	0	0
VN031049	4	15	1	5	1	43	2	2	0	0
VN031049	5	11	1	5	1	42	2	2	0	0
VN031050	1	48	1	1	2	42	2	1	20	0
VN031050	2	46	2	1	2	0	2	1	0	0
VN031050	3	13	2	5	1	43	2	1	0	0
VN031050	4	12	2	5	1	42	2	2	0	0
VN031050	5	10	1	5	1	42	2	2	0	0
VN031052	1	33	1	1	2	44	2	1	10	0
VN031052	2	30	2	1	2	0	2	1	0	0
VN031052	3	10	1	5	1	42	2	2	0	0
VN031058	1	43	2	1	2	42	2	1	0	0
VN031058	2	41	1	1	2	0	2	1	20	0
VN031058	3	17	1	5	2	42	2	1	10	0
VN031058	4	13	1	5	2	42	2	2	0	0
VN031058	5	12	2	5	1	43	2	2	0	0
VN031058	6	11	2	5	1	42	2	2	0	0
VN031059	1	32	1	1	2	42	2	1	10	0
VN031059	2	27	2	1	2	0	2	1	0	0
VN031059	3	11	1	5	1	42	2	2	0	0
VN031059	4	6	1	5	2	0	2	2	0	0
VN031059	17	4	1	5	88	88	2	88	88	88
VN031060	1	75	2	3	2	0	2	2	0	0
VN031060	2	42	1	1	2	42	2	1	20	0
VN031060	3	36	2	1	2	0	2	1	0	0
VN031060	4	17	1	5	1	43	2	2	0	0
VN031060	5	13	2	5	2	0	2	2	0	0
VN031060	6	11	2	5	1	42	2	2	0	0
VN031079	1	46	1	1	2	0	2	1	20	0
VN031079	2	44	2	1	2	0	2	1	0	0
VN031079	3	25	1	5	2	0	2	1	5	0
VN031079	4	19	1	5	2	0	2	1	0	0
VN031079	5	15	2	5	1	42	2	2	0	0
VN031096	1	38	1	1	2	42	2	1	0	0
VN031096	2	34	2	1	2	0	2	1	3	0
VN031096	3	14	1	5	1	43	2	1	0	0
VN031096	4	11	1	5	1	42	2	1	0	0
VN031096	17	4	2	5	88	88	2	88	88	88
VN031096	18	2	2	5	88	88	2	88	88	88
VN031098	1	42	1	1	2	42	2	1	5	0
VN031098	2	34	2	1	2	0	2	1	3	0
VN031098	3	17	1	5	1	42	2	1	0	0
VN031098	4	14	2	5	1	42	2	2	0	0
VN031098	5	10	2	5	1	42	2	2	0	0
VN031098	6	6	2	5	1	42	2	2	0	0
VN031108	1	33	1	1	2	0	2	1	10	0
VN031108	2	28	2	1	2	0	2	1	0	0
VN031108	17	4	2	5	88	88	2	88	88	88
VN031108	18	2	2	5	88	88	2	88	88	88
VN031134	1	45	1	1	2	43	2	1	0	0
VN031134	2	38	2	1	2	0	2	1	0	0
VN031134	3	15	1	5	1	43	2	2	2	0
VN031134	4	13	1	5	1	42	2	1	0	0
VN031134	17	2	2	5	88	88	2	88	88	88
VN041001	1	31	1	1	2	42	2	1	17	0
VN041001	2	30	2	1	2	42	2	1	0	0
VN041001	3	11	2	5	1	43	2	2	0	0
VN041001	17	2	1	5	88	88	2	88	88	88
VN041002	1	36	1	1	2	42	2	1	6	0
VN041002	2	32	2	1	2	0	2	1	0	0
VN041002	3	15	2	5	1	44	2	2	0	0
VN041002	4	13	1	5	1	43	2	2	0	0
VN041002	5	11	1	5	1	42	2	2	0	0
VN041003	1	34	1	1	2	42	2	1	15	0
VN041003	2	35	2	1	2	42	2	1	0	3
VN041003	3	14	2	5	1	43	2	2	0	0
VN041003	4	11	2	5	1	43	2	2	0	0
VN041004	1	32	1	1	2	0	2	1	20	0
VN041004	2	30	2	1	2	42	2	1	0	0
VN041004	3	6	2	5	1	42	2	2	0	0
VN041005	1	56	1	1	2	0	2	1	5	0
VN041005	2	19	2	5	2	42	2	1	0	0
VN041005	3	16	1	5	2	43	2	2	0	0
VN041005	4	13	2	5	1	43	2	2	0	0
VN041006	1	34	1	1	2	42	2	1	20	0
VN041006	2	31	2	1	2	42	2	1	0	0
VN041006	3	10	1	5	1	42	2	2	0	0
VN041007	1	37	2	1	2	0	2	1	20	0
VN041007	2	35	1	1	2	42	2	1	0	0
VN041007	3	16	2	5	2	42	2	1	0	0
VN041007	4	10	1	5	1	42	2	2	0	0
VN041007	5	6	1	5	2	0	2	2	0	0
VN041008	1	34	1	1	2	43	2	1	10	0
VN041008	2	30	2	1	2	42	2	1	0	0
VN041008	17	2	1	5	88	88	2	88	88	88
VN041009	1	29	1	1	2	43	2	1	3	0
VN041009	2	29	2	1	2	43	2	1	0	0
VN041009	3	9	1	5	1	42	2	2	0	0
VN041010	1	32	1	1	2	43	2	1	10	0
VN041010	2	30	2	1	2	0	2	1	0	0
VN041010	3	12	1	5	1	43	2	2	0	0
VN041010	4	11	1	5	1	43	2	2	0	0
VN041011	1	34	1	1	2	42	2	1	10	0
VN041011	2	30	2	1	2	42	2	1	0	0
VN041011	3	9	2	5	1	42	2	2	0	0
VN041012	1	43	1	1	2	0	2	1	10	0
VN041012	2	43	2	1	2	0	2	1	0	0
VN041012	3	19	1	5	2	0	2	1	10	0
VN041012	4	16	2	5	2	42	2	1	0	0
VN041012	5	11	2	5	1	43	2	2	0	0
VN041013	1	46	1	1	2	0	2	1	20	0
VN041013	2	47	2	1	2	0	2	1	0	0
VN041013	3	17	2	5	2	0	2	1	0	0
VN041014	1	30	1	1	2	42	2	1	0	0
VN041014	2	29	2	1	2	0	2	1	0	0
VN041014	3	6	1	5	1	42	2	2	0	0
VN041015	1	36	1	1	2	42	2	1	0	0
VN041015	2	35	2	1	2	0	2	1	0	0
VN041015	3	14	1	5	1	43	2	2	0	0
VN041015	4	11	2	5	1	43	2	2	0	0
VN041016	1	35	1	1	2	46	2	1	99	0
VN041016	2	32	2	1	2	43	2	1	0	0
VN041017	1	62	2	3	2	0	2	1	0	0
VN041017	2	30	1	1	2	42	2	1	7	0
VN041017	3	30	2	1	2	0	2	1	0	0
VN041017	4	12	2	5	1	43	2	2	0	0
VN041019	1	30	1	1	2	43	2	1	2	0
VN041019	2	30	2	1	2	43	2	1	0	0
VN041019	3	10	1	5	1	42	2	2	0	0
VN041020	1	32	1	1	2	42	2	1	3	0
VN041020	2	28	2	1	2	42	2	1	0	0
VN041020	3	6	2	5	1	42	2	2	0	0
VN041020	17	3	1	5	88	88	2	88	88	88
VN041021	1	34	1	1	2	42	2	1	10	0
VN041021	2	32	2	1	2	42	2	1	0	0
VN041021	3	7	2	5	1	42	2	2	0	0
VN041021	17	2	2	5	88	88	2	88	88	88
VN041022	1	37	2	1	2	0	2	1	0	0
VN041022	2	37	1	1	2	42	2	1	20	0
VN041022	3	14	1	5	1	43	2	2	0	0
VN041022	4	11	1	5	1	43	2	2	0	0
VN041023	1	42	1	1	2	43	2	1	5	0
VN041023	2	40	2	1	2	43	2	1	0	0
VN041023	3	5	2	5	2	0	2	2	0	0
VN041023	4	61	2	3	2	42	2	2	0	0
VN041023	5	16	2	5	1	44	2	2	0	0
VN041023	6	15	2	5	1	44	2	2	0	0
VN041024	1	31	1	1	2	43	2	1	10	0
VN041024	2	30	2	1	2	43	2	1	0	0
VN041024	3	10	1	5	1	42	2	2	0	0
VN041024	17	3	2	5	88	88	2	88	88	88
VN041025	1	40	1	1	2	42	2	1	10	0
VN041025	2	38	2	1	2	42	2	1	0	0
VN041025	3	15	2	5	1	43	2	2	0	0
VN041025	4	13	2	5	1	43	2	2	0	0
VN041026	1	34	1	1	2	42	2	1	3	0
VN041026	2	27	2	1	2	42	2	1	0	0
VN041026	3	9	1	5	1	42	2	2	0	0
VN041027	1	35	1	1	2	0	2	1	10	0
VN041027	2	38	2	1	2	0	2	1	0	0
VN041027	3	15	2	5	1	44	2	2	0	0
VN041027	4	11	2	5	1	43	2	2	0	0
VN041027	5	10	1	5	1	42	2	2	0	0
VN041028	1	38	1	1	2	42	2	1	20	0
VN041028	2	37	2	1	2	42	2	1	0	0
VN041028	3	13	1	5	2	42	2	2	0	0
VN041028	4	12	2	5	2	42	2	2	0	0
VN041030	1	30	1	1	2	99	2	1	4	0
VN041030	2	29	2	1	2	42	2	1	0	0
VN041030	3	9	2	5	1	42	2	2	0	0
VN041031	1	52	2	3	2	0	2	1	0	0
VN041031	2	32	1	1	2	42	2	1	5	0
VN041031	3	28	2	1	2	42	2	1	0	0
VN041031	17	3	1	5	88	88	2	88	88	88
VN041032	1	32	1	1	2	0	2	1	30	0
VN041032	2	29	2	1	2	42	2	1	0	0
VN041032	3	10	2	5	1	42	2	2	0	0
VN041032	4	5	2	5	2	0	2	2	0	0
VN041034	1	42	1	1	2	44	2	1	1	0
VN041034	2	38	2	1	2	0	2	1	0	0
VN041034	3	16	2	5	2	42	2	2	0	0
VN041034	4	14	1	5	1	43	2	2	0	0
VN041034	5	12	2	5	1	43	2	2	0	0
VN041034	6	10	1	5	1	42	2	2	0	0
VN041036	1	34	1	1	2	99	2	1	30	0
VN041036	2	33	2	1	2	0	2	1	0	0
VN041036	3	10	2	5	1	42	2	2	0	0
VN041037	1	32	1	1	2	42	2	1	20	0
VN041037	2	28	2	1	2	42	2	1	0	0
VN041037	3	7	2	5	1	42	2	2	0	0
VN041037	17	2	1	5	88	88	2	88	88	88
VN041038	1	39	2	1	2	0	2	1	0	0
VN041038	2	35	1	1	2	42	2	1	20	0
VN041038	3	16	1	5	2	42	2	1	0	0
VN041038	4	11	1	5	1	42	2	2	0	0
VN041038	17	4	1	5	88	88	2	88	88	88
VN041039	1	31	1	1	2	42	2	1	4	0
VN041039	2	29	2	1	2	42	2	1	0	0
VN041039	17	2	1	5	88	88	2	88	88	88
VN041040	1	35	1	1	2	42	2	1	20	0
VN041040	2	31	2	1	2	42	2	1	0	0
VN041040	3	10	1	5	1	42	2	2	0	0
VN041041	1	31	1	1	2	42	2	1	10	0
VN041041	2	29	2	1	2	42	2	1	0	0
VN041041	3	6	2	5	1	42	2	2	0	0
VN041042	1	38	1	1	2	43	2	1	0	0
VN041042	2	37	2	1	2	42	2	1	0	0
VN041042	3	14	1	5	1	43	2	2	0	0
VN041042	4	12	1	5	1	43	2	2	0	0
VN041043	1	43	1	1	2	43	2	1	0	0
VN041043	2	43	2	1	2	42	2	1	0	0
VN041043	3	10	1	5	1	42	2	2	0	0
VN041046	1	36	2	1	2	0	2	1	20	0
VN041046	2	35	1	1	2	0	2	1	0	0
VN041046	3	14	1	5	1	43	2	2	0	0
VN041046	4	11	2	5	1	42	2	2	0	0
VN041047	1	70	1	3	2	99	2	2	0	0
VN041047	2	66	2	3	2	99	2	2	0	0
VN041047	3	34	1	1	2	42	2	1	0	0
VN041047	4	34	2	1	2	44	2	1	0	0
VN041047	5	10	2	5	1	42	2	2	0	0
VN041049	1	41	1	1	2	42	2	1	1	0
VN041049	2	39	2	1	2	42	2	1	0	0
VN041049	3	15	2	5	1	43	2	2	0	0
VN041049	4	13	1	5	1	43	2	2	0	0
VN041050	1	37	1	1	2	42	2	1	3	0
VN041050	2	37	2	1	2	42	2	1	0	0
VN041050	3	13	1	5	1	43	2	2	0	0
VN041050	4	11	1	5	1	42	2	2	0	0
VN041050	17	4	2	5	88	88	2	88	88	88
VN041059	1	31	1	1	2	43	2	1	20	0
VN041059	2	30	2	1	2	43	2	1	0	0
VN041059	3	12	1	5	1	43	2	2	0	0
VN041092	1	36	1	1	2	0	2	1	4	0
VN041092	2	34	2	1	2	42	2	1	0	0
VN041092	3	16	1	5	2	0	2	1	0	0
VN041092	4	14	2	5	2	42	2	1	0	0
VN041092	5	13	2	5	2	42	2	2	0	0
VN041092	6	10	2	5	1	42	2	2	0	0
VN041092	17	3	1	5	88	88	2	88	88	88
VN041106	1	52	2	3	2	0	2	1	0	0
VN041106	2	33	2	1	2	0	2	1	0	0
VN041106	3	33	1	1	2	0	2	1	0	0
VN041106	4	12	1	5	1	43	2	2	0	0
VN041106	5	10	1	5	1	42	2	2	0	0
VN041106	17	3	2	5	88	88	2	88	88	88
VN041106	18	2	2	5	88	88	2	88	88	88
VN041109	1	29	1	1	2	42	2	1	20	0
VN041109	2	28	2	1	2	42	2	1	0	0
VN041109	3	6	2	5	1	42	2	2	0	0
VN041109	17	3	2	5	88	88	2	88	88	88
VN041110	1	46	1	1	2	0	2	1	20	0
VN041110	2	43	2	1	2	0	2	1	0	0
VN041110	3	18	2	5	2	42	2	1	0	0
VN041110	4	15	1	5	2	42	2	1	0	0
VN041110	5	13	1	5	2	42	2	2	0	0
VN041110	6	11	1	5	1	42	2	2	0	0
VN041110	17	4	1	5	88	88	2	88	88	88
VN041114	1	33	1	1	2	42	2	1	20	0
VN041114	2	35	2	1	2	42	2	1	0	0
VN041114	3	14	1	5	1	43	2	2	0	0
VN041114	4	12	2	5	1	43	2	2	0	0
VN041114	5	10	2	5	1	42	2	2	0	0
VN041130	1	34	1	1	2	44	2	1	0	0
VN041130	2	30	2	1	2	42	2	1	0	0
VN041130	17	2	2	5	88	88	2	88	88	88
VN051001	1	41	1	1	2	42	2	1	10	0
VN051001	2	40	2	1	2	42	2	1	0	0
VN051001	3	20	2	5	2	0	2	1	0	0
VN051001	4	15	1	5	2	42	2	1	0	0
VN051001	5	12	1	5	1	42	2	2	0	0
VN051001	6	10	2	5	1	42	2	2	0	0
VN051001	7	5	2	5	2	0	2	2	0	0
VN051002	1	35	1	1	2	46	2	1	0	0
VN051002	2	35	2	1	1	46	2	1	0	0
VN051002	3	12	1	5	1	43	2	2	0	0
VN051003	1	29	1	1	2	0	2	1	99	0
VN051003	2	28	2	1	2	43	2	1	0	0
VN051003	17	4	1	5	88	88	2	88	88	88
VN051004	1	58	2	3	2	0	2	1	0	0
VN051004	2	24	2	1	2	42	2	1	0	0
VN051005	1	66	2	3	2	0	2	2	0	0
VN051005	2	47	1	1	2	0	2	1	20	0
VN051005	3	47	2	1	2	0	2	1	0	0
VN051005	4	20	2	5	2	42	2	2	0	0
VN051005	5	18	1	5	2	42	2	2	0	0
VN051005	6	13	1	5	1	43	2	2	0	0
VN051006	1	30	1	1	2	42	2	1	20	0
VN051006	2	29	2	1	2	0	2	1	0	0
VN051006	3	5	2	5	2	0	2	2	0	0
VN051008	1	72	1	3	2	42	2	1	0	0
VN051008	2	67	2	3	2	0	2	1	0	0
VN051008	3	39	1	1	2	0	2	1	10	0
VN051008	4	39	2	1	2	42	2	1	0	0
VN051008	5	32	2	4	2	0	1	2	0	0
VN051008	6	5	1	5	2	0	2	2	0	0
VN051009	1	81	2	3	2	0	2	2	0	0
VN051009	2	36	1	1	2	42	2	1	7	0
VN051009	3	32	2	1	2	42	2	1	0	0
VN051009	4	6	2	5	1	42	2	2	0	0
VN051009	17	0	1	5	88	88	2	88	88	88
VN051010	1	39	1	1	2	42	2	1	7	0
VN051010	2	34	2	1	2	42	2	1	0	0
VN051010	3	13	1	5	1	43	2	2	0	0
VN051011	1	32	1	1	2	43	2	1	20	0
VN051011	2	32	2	1	2	42	2	1	0	0
VN051011	3	7	1	5	1	42	2	2	0	0
VN051012	1	44	1	1	2	43	2	1	0	0
VN051012	2	44	2	1	2	43	2	1	0	0
VN051013	1	41	1	1	2	42	2	1	10	0
VN051013	2	39	2	1	2	0	2	1	0	0
VN051013	3	18	2	5	2	0	2	1	0	0
VN051015	1	40	1	1	2	0	2	1	5	0
VN051015	2	33	2	1	2	43	2	1	0	0
VN051016	1	34	1	1	2	42	2	1	7	0
VN051016	2	33	2	1	2	42	2	1	0	0
VN051016	3	13	2	5	1	43	2	2	0	0
VN051016	4	10	2	5	1	42	2	2	0	0
VN051017	1	34	1	1	2	43	2	1	20	0
VN051017	2	30	2	1	2	42	2	1	0	0
VN051017	17	4	1	5	88	88	2	88	88	88
VN051018	1	41	1	1	2	0	2	1	20	0
VN051018	2	39	2	1	2	0	2	1	10	0
VN051018	3	20	1	5	2	0	2	1	20	0
VN051018	4	15	2	5	2	0	2	1	0	0
VN051018	5	10	2	5	1	42	2	2	0	0
VN051019	1	57	2	3	2	43	2	1	0	0
VN051019	2	31	2	1	2	0	2	1	0	0
VN051019	3	30	1	1	2	43	2	1	8	0
VN051019	4	26	2	4	2	43	2	1	0	0
VN051019	5	5	2	6	2	0	2	2	0	0
VN051020	1	35	1	1	2	43	2	1	0	0
VN051020	2	34	2	1	2	44	2	1	0	0
VN051020	17	3	1	5	88	88	2	88	88	88
VN051021	1	33	1	1	2	0	2	1	0	0
VN051021	2	32	2	1	2	0	2	1	0	0
VN051022	1	42	1	1	2	42	2	1	20	0
VN051022	2	41	2	1	2	0	2	1	0	0
VN051022	3	17	1	5	1	44	2	2	0	0
VN051023	1	35	1	1	2	43	2	1	10	0
VN051023	2	30	2	1	2	0	2	1	0	0
VN051023	3	13	1	5	1	43	2	2	0	0
VN051023	4	11	1	5	1	43	2	2	0	0
VN051024	1	36	2	1	2	0	2	1	0	0
VN051024	2	11	1	5	1	43	2	2	0	0
VN051025	1	31	1	1	2	42	2	1	0	0
VN051025	2	30	2	1	2	0	2	1	0	0
VN051025	17	3	1	5	88	88	2	88	88	88
VN051026	1	45	1	1	2	42	2	1	0	0
VN051026	2	43	2	1	2	43	2	1	0	0
VN051026	3	13	2	5	1	43	2	2	0	0
VN051027	1	38	1	1	2	43	2	1	6	0
VN051027	2	37	2	1	2	42	2	1	0	0
VN051027	17	3	1	5	88	88	2	88	88	88
VN051028	1	32	1	1	2	42	2	1	15	0
VN051028	2	29	2	1	2	0	2	1	0	0
VN051029	1	40	1	1	2	0	2	1	0	0
VN051029	2	36	2	1	2	0	2	1	0	0
VN051029	3	14	1	5	1	43	2	2	0	0
VN051029	4	11	1	5	1	43	2	2	0	0
VN051030	1	39	1	1	2	42	2	1	10	0
VN051030	2	38	2	1	2	42	2	1	0	0
VN051030	3	19	2	5	2	42	2	1	0	0
VN051030	4	16	2	5	2	42	2	2	0	0
VN051030	5	14	1	5	1	43	2	2	0	0
VN051031	1	38	1	1	2	46	2	1	20	0
VN051031	2	39	2	1	2	46	2	1	0	0
VN051031	3	9	1	5	1	42	2	2	0	0
VN051032	1	36	1	1	2	44	2	1	0	0
VN051032	2	25	2	1	2	42	2	1	0	0
VN051033	1	37	1	1	2	42	2	1	4	0
VN051033	2	36	2	1	2	43	2	1	0	0
VN051034	1	36	1	1	2	45	2	1	10	0
VN051034	2	36	2	1	2	46	2	1	0	0
VN051034	3	14	2	5	1	43	2	2	0	0
VN051035	1	62	2	3	2	42	2	2	0	0
VN051035	2	31	1	1	2	42	2	1	0	0
VN051035	3	32	2	1	2	0	2	1	0	0
VN051035	4	13	1	5	1	43	2	2	0	0
VN051036	1	82	2	3	2	42	2	2	0	0
VN051036	2	41	2	1	2	42	2	1	0	0
VN051036	3	39	1	1	2	42	2	1	3	0
VN051037	1	72	1	3	2	0	2	1	15	0
VN051037	2	36	1	1	2	42	2	1	0	0
VN051037	3	36	2	1	2	0	2	1	0	0
VN051037	4	15	1	5	1	43	2	1	0	0
VN051037	17	3	1	5	88	88	2	88	88	88
VN051038	1	36	1	1	2	45	2	1	1	0
VN051038	2	28	2	1	2	42	2	1	0	0
VN051039	1	38	1	1	2	0	2	1	10	0
VN051039	2	38	2	1	2	0	2	1	0	0
VN051040	1	74	1	3	2	99	2	2	20	0
VN051040	2	64	2	3	2	0	2	2	20	0
VN051040	3	35	1	4	2	0	2	2	20	0
VN051040	4	31	1	1	2	0	2	1	20	0
VN051040	5	28	2	1	2	0	2	1	0	0
VN051040	6	20	2	4	2	0	2	1	0	0
VN051040	7	5	2	5	2	0	2	2	0	0
VN051040	17	2	1	5	88	88	2	88	88	88
VN051041	1	34	1	1	2	42	2	1	0	0
VN051041	2	33	2	1	2	0	2	1	0	0
VN051042	1	38	1	1	2	43	2	1	1	0
VN051042	2	31	2	1	2	0	2	1	0	0
VN051042	3	6	1	5	1	42	2	2	0	0
VN051043	1	43	2	1	2	46	2	1	0	0
VN051043	2	41	1	1	2	46	2	1	0	0
VN051043	17	2	2	5	88	88	2	88	88	88
VN051044	1	83	2	3	2	0	2	2	0	0
VN051044	2	46	1	1	2	0	2	1	20	0
VN051044	3	45	2	1	2	0	2	1	0	0
VN051044	4	23	2	5	2	0	2	1	0	0
VN051044	5	19	1	5	2	0	2	1	0	0
VN051044	6	16	2	5	2	42	2	1	0	0
VN051044	7	14	2	5	2	42	2	2	0	0
VN051045	1	32	1	1	1	44	2	1	0	0
VN051045	2	31	2	1	2	42	2	1	0	0
VN051045	17	3	2	5	88	88	2	88	88	88
VN051046	1	66	2	3	2	0	2	2	0	0
VN051046	2	38	1	1	2	0	2	1	8	0
VN051046	3	32	2	1	2	42	2	1	0	0
VN051047	1	39	1	1	2	42	2	1	10	0
VN051047	2	37	2	1	2	42	2	1	0	0
VN051047	3	11	1	5	1	42	2	2	0	0
VN051048	1	38	1	1	2	44	2	1	3	0
VN051048	2	37	2	1	2	0	2	1	0	0
VN051048	3	18	2	5	1	44	2	2	0	0
VN051048	4	16	1	5	1	44	2	2	0	0
VN051049	1	41	2	1	2	0	2	1	0	0
VN051049	2	39	1	1	2	0	2	1	0	0
VN051049	3	9	2	5	1	42	2	2	0	0
VN051049	4	5	2	5	2	0	2	2	0	0
VN051050	1	36	2	1	2	43	2	1	0	0
VN051050	2	35	1	1	2	0	2	1	0	0
VN051050	3	14	1	5	1	43	2	2	0	0
VN051057	1	36	1	1	2	99	2	1	20	0
VN051057	2	34	2	1	2	44	2	1	0	0
VN051057	3	14	1	5	1	43	2	2	0	0
VN051057	4	11	1	5	1	42	2	2	0	0
VN051070	1	73	2	3	2	0	2	2	0	0
VN051070	2	47	1	1	2	43	2	1	20	0
VN051070	3	32	2	1	2	43	2	1	0	0
VN061001	1	58	1	3	2	42	2	1	0	0
VN061001	2	58	2	3	2	0	2	1	0	0
VN061001	3	30	1	1	2	44	2	1	10	0
VN061001	4	25	2	1	2	0	2	1	0	0
VN061001	5	18	2	4	1	44	2	1	0	0
VN061003	1	40	1	1	2	42	2	1	5	0
VN061003	2	39	2	1	2	0	2	1	0	0
VN061003	3	18	1	5	1	44	2	2	0	0
VN061004	1	33	1	1	2	0	2	1	10	0
VN061004	2	31	2	1	2	0	2	1	0	0
VN061004	3	12	2	5	1	42	2	2	0	0
VN061004	17	3	1	5	88	88	2	88	88	88
VN061006	1	34	1	1	2	0	2	1	0	0
VN061006	2	30	2	1	2	42	2	1	0	0
VN061008	1	31	1	1	2	0	2	1	0	0
VN061008	2	28	2	1	2	42	2	1	0	0
VN061008	17	4	1	5	88	88	2	88	88	88
VN061009	1	33	1	1	2	44	2	1	4	0
VN061009	2	31	2	1	2	43	2	1	0	0
VN061009	3	5	2	5	2	0	2	2	0	0
VN061011	1	36	1	1	2	0	2	1	10	0
VN061011	2	32	2	1	2	0	2	1	0	0
VN061011	17	3	1	5	88	88	2	88	88	88
VN061012	1	34	1	1	2	42	2	1	20	0
VN061012	2	29	2	1	2	0	2	2	0	0
VN061012	3	11	2	5	1	42	2	2	0	0
VN061012	4	5	2	5	2	0	1	2	0	0
VN061013	1	53	1	1	2	43	2	1	10	0
VN061013	2	52	2	1	2	0	2	1	0	0
VN061013	3	23	1	5	2	42	2	2	0	0
VN061013	4	14	1	5	2	0	2	2	0	0
VN061013	5	13	2	5	1	43	2	2	0	0
VN061013	6	10	1	5	1	42	2	2	0	0
VN061013	17	4	1	13	88	88	2	88	88	88
VN061014	1	70	2	3	2	0	2	1	0	0
VN061014	2	45	1	1	2	0	2	1	20	0
VN061014	3	45	2	1	2	0	2	1	0	0
VN061014	4	14	1	5	1	43	2	2	0	0
VN061014	5	11	1	5	1	43	2	2	0	0
VN061014	6	10	1	5	2	0	2	2	0	0
VN061015	1	32	2	1	2	42	2	1	0	0
VN061015	2	30	1	1	2	42	2	1	20	0
VN061015	17	0	1	5	88	88	2	88	88	88
VN061016	1	72	1	3	2	42	2	1	0	0
VN061016	2	64	2	3	2	42	2	1	0	0
VN061016	3	33	1	1	2	42	2	1	20	0
VN061016	4	28	2	1	2	0	2	1	0	0
VN061016	5	6	1	5	1	42	2	2	0	0
VN061017	1	31	1	1	2	0	2	1	0	0
VN061017	2	32	2	1	2	42	2	1	0	0
VN061018	1	33	1	1	2	42	2	1	20	0
VN061018	2	29	2	1	2	42	2	1	0	0
VN061019	1	39	1	1	2	42	2	1	3	0
VN061019	2	38	2	1	2	45	2	1	0	0
VN061019	3	18	2	5	1	46	2	2	0	0
VN061019	4	12	2	5	1	43	2	2	0	0
