CHILDCODE	ACTIDR5	ACTR5	ACTOWNR5	ACTMTHR5	ACTDAYR5	ACTHRSR5	PYMRECR5	PDCASHR5	PDKINDR5	PDTIMER5	PDNMPCR5	KEEPMYR5
50041	1	2	1	12	16	4	0	 	 	 	 	 
50041	2	7	1	11	15	2	0	 	 	 	 	 
50042	1	2	1	12	20	3	0	 	 	 	 	 
50042	2	3	1	12	15	2	0	 	 	 	 	 
50045	1	2	1	9	8	4	0	 	 	 	 	 
50046	1	2	1	12	27	3	0	 	 	 	 	 
50047	1	2	1	12	26	5	0	 	 	 	 	 
50048	1	7	1	8	20	8	0	 	 	 	 	 
50048	2	2	1	8	12	1	0	 	 	 	 	 
50048	3	1	1	3	3	11	0	 	 	 	 	 
50049	1	2	1	11	20	3	0	 	 	 	 	 
50050	1	2	1	12	26	4	0	 	 	 	 	 
50051	1	7	1	12	22	3	0	 	 	 	 	 
50051	2	2	1	12	14	1	0	 	 	 	 	 
50053	1	1	1	10	22	9	0	 	 	 	 	 
50053	2	2	1	10	22	2	0	 	 	 	 	 
50054	1	2	1	12	30	3	0	 	 	 	 	 
50055	1	2	1	12	30	2	0	 	 	 	 	 
50056	1	4	1	12	30	2	0	 	 	 	 	 
50056	2	2	1	12	30	1	0	 	 	 	 	 
50057	1	2	1	12	15	3	0	 	 	 	 	 
50057	2	3	1	12	20	2	0	 	 	 	 	 
50058	1	2	1	12	18	4	0	 	 	 	 	 
50059	1	2	1	12	22	4	0	 	 	 	 	 
50059	2	1	1	6	15	3	0	 	 	 	 	 
50060	1	2	1	9	10	3	0	 	 	 	 	 
50061	1	2	1	12	14	3	0	 	 	 	 	 
50062	1	3	1	12	18	3	0	 	 	 	 	 
50062	2	2	1	12	16	1	0	 	 	 	 	 
50064	1	2	1	12	13	2	0	 	 	 	 	 
50066	1	2	1	12	20	3	0	 	 	 	 	 
50066	2	3	1	12	15	1	0	 	 	 	 	 
50068	1	7	1	12	20	6	0	 	 	 	 	 
50068	2	2	1	12	15	4	0	 	 	 	 	 
50070	1	6	2	3	30	10	1	30	 	7	 	2
50072	1	2	1	5	30	5	0	 	 	 	 	 
50072	2	3	1	5	24	3	0	 	 	 	 	 
50073	1	7	1	12	30	5	0	 	 	 	 	 
50074	1	2	1	12	20	2	0	 	 	 	 	 
50075	1	7	1	12	20	5	0	 	 	 	 	 
50075	2	2	1	12	30	1	0	 	 	 	 	 
50075	3	1	1	3	12	12	0	 	 	 	 	 
50076	1	1	1	6	20	2	0	 	 	 	 	 
50076	2	2	1	12	22	2	0	 	 	 	 	 
50076	3	3	1	12	30	1	0	 	 	 	 	 
50077	1	2	1	12	26	3	0	 	 	 	 	 
50078	1	2	1	12	22	3	0	 	 	 	 	 
50078	2	1	1	6	15	3	0	 	 	 	 	 
50079	1	2	1	12	20	3	0	 	 	 	 	 
50079	2	3	1	12	15	1	0	 	 	 	 	 
50079	3	1	1	12	20	1	0	 	 	 	 	 
50081	1	3	1	10	22	4	0	 	 	 	 	 
50081	2	1	1	3	16	2	0	 	 	 	 	 
50082	1	7	1	12	21	3	0	 	 	 	 	 
50082	2	2	1	12	15	1	0	 	 	 	 	 
50083	1	2	1	12	30	3	0	 	 	 	 	 
50083	2	7	1	12	7	2	0	 	 	 	 	 
50084	1	2	1	12	20	2	0	 	 	 	 	 
50084	2	1	1	4	20	2	0	 	 	 	 	 
50084	3	3	1	12	15	1	0	 	 	 	 	 
50085	1	2	1	12	30	4	0	 	 	 	 	 
50085	2	1	1	10	22	3	0	 	 	 	 	 
50086	1	2	1	12	22	3	0	 	 	 	 	 
50086	2	1	1	10	20	2	0	 	 	 	 	 
50086	3	3	1	10	15	2	0	 	 	 	 	 
50087	1	1	1	12	28	3	0	 	 	 	 	 
50087	2	2	1	12	15	2	0	 	 	 	 	 
50088	1	2	1	12	18	3	0	 	 	 	 	 
50089	1	2	1	12	22	3	0	 	 	 	 	 
50089	2	1	1	6	20	2	0	 	 	 	 	 
50089	3	3	1	5	18	2	0	 	 	 	 	 
50090	1	7	1	12	30	4	0	 	 	 	 	 
50091	1	2	1	12	20	2	0	 	 	 	 	 
50091	2	1	1	12	24	2	0	 	 	 	 	 
50092	1	1	1	12	30	3	0	 	 	 	 	 
50092	2	3	1	10	15	1	0	 	 	 	 	 
50093	1	2	1	12	30	1	0	 	 	 	 	 
50094	1	2	1	12	30	2	0	 	 	 	 	 
50094	2	7	1	12	30	1	0	 	 	 	 	 
50094	3	1	1	1	7	13	0	 	 	 	 	 
50094	4	7	2	5	30	12	1	100	 	4	 	1
50095	1	2	1	12	26	3	0	 	 	 	 	 
50095	2	6	2	12	16	2	1	10	 	6	3	1
50095	3	7	1	12	20	2	0	 	 	 	 	 
50095	4	3	1	12	24	1	0	 	 	 	 	 
50095	5	6	2	2	4	5	1	25	 	2	 	1
50095	6	1	1	2	10	10	0	 	 	 	 	 
50096	1	2	1	12	22	3	0	 	 	 	 	 
50096	2	3	1	12	22	2	0	 	 	 	 	 
50096	3	1	1	3	15	3	0	 	 	 	 	 
50097	1	7	1	10	29	10	0	 	 	 	 	 
50097	2	2	1	12	26	1	0	 	 	 	 	 
50097	3	1	1	2	10	12	0	 	 	 	 	 
50098	1	1	1	12	20	2	0	 	 	 	 	 
50098	2	2	1	12	15	1	0	 	 	 	 	 
50098	3	3	1	12	15	1	0	 	 	 	 	 
50099	1	1	1	12	22	4	0	 	 	 	 	 
50099	2	2	1	12	20	2	0	 	 	 	 	 
50100	1	2	1	12	30	3	0	 	 	 	 	 
60002	1	7	1	12	30	4	0	 	 	 	 	 
60002	2	2	1	12	2	1	0	 	 	 	 	 
60003	1	2	1	12	30	7	0	 	 	 	 	 
60003	2	1	1	8	12	6	0	 	 	 	 	 
60004	1	2	1	12	30	3	0	 	 	 	 	 
60004	2	1	1	12	30	2	0	 	 	 	 	 
60007	1	7	1	9	20	5	0	 	 	 	 	 
60007	2	1	1	4	15	5	0	 	 	 	 	 
60008	1	2	1	3	30	3	0	 	 	 	 	 
60008	2	1	1	12	30	2	0	 	 	 	 	 
60009	1	7	1	12	25	3	0	 	 	 	 	 
60009	2	2	1	12	15	1	0	 	 	 	 	 
60009	3	3	1	12	15	1	0	 	 	 	 	 
60010	1	1	1	2	22	9	0	 	 	 	 	 
60010	2	2	1	12	30	2	0	 	 	 	 	 
60010	3	3	1	2	7	1	0	 	 	 	 	 
60011	1	2	1	12	30	3	0	 	 	 	 	 
60012	1	1	1	3	18	6	0	 	 	 	 	 
60012	2	2	1	12	4	1	0	 	 	 	 	 
60012	3	7	1	8	22	2	0	 	 	 	 	 
60013	1	1	1	10	18	6	0	 	 	 	 	 
60013	2	6	2	2	8	5	1	250	 	4	 	1
60014	1	2	1	12	30	2	0	 	 	 	 	 
60014	2	1	1	12	30	4	0	 	 	 	 	 
60016	1	7	1	11	24	3	0	 	 	 	 	 
60016	2	2	1	12	15	1	0	 	 	 	 	 
60017	1	7	1	5	15	4	0	 	 	 	 	 
60017	2	2	1	7	15	4	0	 	 	 	 	 
60018	1	2	1	12	30	1	0	 	 	 	 	 
60018	2	1	1	12	30	4	0	 	 	 	 	 
60019	1	7	1	9	20	4	0	 	 	 	 	 
60019	2	2	1	12	10	1	0	 	 	 	 	 
60020	1	7	1	12	22	3	0	 	 	 	 	 
60020	2	2	1	12	10	1	0	 	 	 	 	 
60021	1	1	1	12	30	4	0	 	 	 	 	 
60021	2	2	1	12	30	1	0	 	 	 	 	 
60022	1	2	1	12	30	5	0	 	 	 	 	 
60023	1	2	1	12	30	4	0	 	 	 	 	 
60024	1	1	1	12	30	7	0	 	 	 	 	 
60024	2	2	1	12	30	2	0	 	 	 	 	 
60025	1	2	1	12	15	3	0	 	 	 	 	 
60026	1	1	1	11	23	4	0	 	 	 	 	 
60027	1	2	1	12	30	4	0	 	 	 	 	 
60028	1	1	1	12	22	4	0	 	 	 	 	 
60028	2	2	1	12	30	2	0	 	 	 	 	 
60029	1	1	2	12	30	11	2	 	1000	5	 	0
60030	1	7	1	12	30	3	0	 	 	 	 	 
60030	2	2	1	12	15	1	0	 	 	 	 	 
60031	1	1	1	5	24	6	0	 	 	 	 	 
60031	2	2	1	12	20	1	0	 	 	 	 	 
60031	3	7	1	12	30	5	0	 	 	 	 	 
60032	1	7	1	12	25	4	0	 	 	 	 	 
60034	1	7	1	12	30	4	0	 	 	 	 	 
60034	2	2	1	8	20	1	0	 	 	 	 	 
60035	1	7	1	12	30	3	0	 	 	 	 	 
60035	2	1	1	10	15	2	0	 	 	 	 	 
60037	1	1	1	3	8	10	0	 	 	 	 	 
60037	2	2	1	12	30	3	0	 	 	 	 	 
60037	3	7	1	9	15	3	0	 	 	 	 	 
60038	1	1	1	3	15	10	0	 	 	 	 	 
60038	2	2	1	12	15	2	0	 	 	 	 	 
60038	3	3	1	5	15	2	0	 	 	 	 	 
60038	4	7	1	12	30	3	0	 	 	 	 	 
60039	1	1	1	12	30	4	0	 	 	 	 	 
60040	1	7	2	8	30	4	2	 	1170	7	 	2
60040	2	2	2	8	15	1	0	 	 	 	 	 
60041	1	1	1	10	20	2	0	 	 	 	 	 
60041	2	2	1	12	30	3	0	 	 	 	 	 
60042	1	7	1	12	30	4	0	 	 	 	 	 
60043	1	1	1	7	14	5	0	 	 	 	 	 
60043	2	7	1	12	12	5	0	 	 	 	 	 
60043	3	2	1	5	7	1	0	 	 	 	 	 
60045	1	2	1	12	30	3	0	 	 	 	 	 
60045	2	7	1	6	15	2	0	 	 	 	 	 
60046	1	7	1	12	30	5	0	 	 	 	 	 
60047	1	1	1	12	30	6	0	 	 	 	 	 
60047	2	2	1	8	20	2	0	 	 	 	 	 
60048	1	1	1	12	30	3	0	 	 	 	 	 
60048	2	2	1	12	30	1	0	 	 	 	 	 
60049	1	1	1	12	30	3	0	 	 	 	 	 
60049	2	2	1	12	30	2	0	 	 	 	 	 
60050	1	7	1	12	30	4	0	 	 	 	 	 
60050	2	2	1	12	30	1	0	 	 	 	 	 
60050	3	3	1	6	20	1	0	 	 	 	 	 
60051	1	1	1	12	20	5	0	 	 	 	 	 
60054	1	1	1	12	27	4	0	 	 	 	 	 
60054	2	2	1	6	7	1	0	 	 	 	 	 
60055	1	2	1	12	30	4	0	 	 	 	 	 
60055	2	1	1	12	30	1	0	 	 	 	 	 
60056	1	7	1	9	30	5	0	 	 	 	 	 
60056	2	1	1	3	16	5	0	 	 	 	 	 
60058	1	2	1	12	20	2	0	 	 	 	 	 
60059	1	1	1	12	30	4	0	 	 	 	 	 
60059	2	2	1	12	30	2	0	 	 	 	 	 
60060	1	7	1	12	22	2	0	 	 	 	 	 
60060	2	2	1	12	30	2	0	 	 	 	 	 
60061	1	1	1	2	15	8	0	 	 	 	 	 
60061	2	2	1	12	30	2	0	 	 	 	 	 
60061	3	3	1	12	25	5	0	 	 	 	 	 
60062	1	7	1	12	30	2	0	 	 	 	 	 
60062	2	2	1	12	30	1	0	 	 	 	 	 
60062	3	3	1	12	10	1	0	 	 	 	 	 
60063	1	1	1	12	30	4	0	 	 	 	 	 
60063	2	2	1	12	30	2	0	 	 	 	 	 
60064	1	7	1	12	30	3	0	 	 	 	 	 
60064	2	2	1	12	30	2	0	 	 	 	 	 
60065	1	7	1	12	20	4	0	 	 	 	 	 
60066	1	7	1	12	30	3	0	 	 	 	 	 
60066	2	2	1	12	20	1	0	 	 	 	 	 
60067	1	1	1	12	30	4	0	 	 	 	 	 
60068	1	7	1	10	30	3	0	 	 	 	 	 
60068	2	2	1	3	15	1	0	 	 	 	 	 
60071	1	7	1	10	22	3	0	 	 	 	 	 
60071	2	2	1	12	20	1	0	 	 	 	 	 
60072	1	2	1	12	20	2	0	 	 	 	 	 
60072	2	1	1	5	15	2	0	 	 	 	 	 
60073	1	7	2	10	30	11	2	 	2800	5	 	0
60074	1	2	1	12	30	5	0	 	 	 	 	 
60075	1	2	1	12	30	2	0	 	 	 	 	 
60075	2	1	1	12	30	3	0	 	 	 	 	 
60076	1	1	1	7	30	5	0	 	 	 	 	 
60076	2	2	1	3	15	1	0	 	 	 	 	 
60077	1	2	1	12	30	3	0	 	 	 	 	 
60077	2	7	1	4	15	3	0	 	 	 	 	 
60078	1	2	1	12	30	2	0	 	 	 	 	 
60080	1	2	1	12	26	4	0	 	 	 	 	 
60081	1	1	1	12	30	2	0	 	 	 	 	 
60081	2	2	1	12	30	3	0	 	 	 	 	 
60082	1	2	1	12	30	3	0	 	 	 	 	 
60082	2	7	1	5	15	4	0	 	 	 	 	 
60083	1	1	1	12	30	3	0	 	 	 	 	 
60083	2	2	1	12	30	2	0	 	 	 	 	 
60084	1	1	1	4	23	6	0	 	 	 	 	 
60084	2	2	1	12	20	4	0	 	 	 	 	 
60084	3	3	1	12	7	1	0	 	 	 	 	 
60084	4	7	1	12	30	3	0	 	 	 	 	 
60085	1	1	1	12	30	4	0	 	 	 	 	 
60085	2	2	1	12	30	2	0	 	 	 	 	 
60086	1	2	1	12	15	2	0	 	 	 	 	 
60086	2	7	1	3	20	2	0	 	 	 	 	 
60087	1	1	1	1	20	9	0	 	 	 	 	 
60087	2	7	1	6	20	3	0	 	 	 	 	 
60087	3	2	1	12	20	2	0	 	 	 	 	 
60087	4	3	1	12	25	1	0	 	 	 	 	 
60088	1	1	1	2	21	8	0	 	 	 	 	 
60088	2	2	1	12	30	4	0	 	 	 	 	 
60088	3	7	1	3	22	3	0	 	 	 	 	 
60089	1	2	1	12	30	4	0	 	 	 	 	 
60091	1	7	1	12	7	4	0	 	 	 	 	 
60091	2	1	1	3	15	4	0	 	 	 	 	 
60092	1	7	1	6	15	4	0	 	 	 	 	 
60092	2	2	1	12	30	1	0	 	 	 	 	 
60092	3	3	1	5	30	1	0	 	 	 	 	 
60093	1	7	1	12	25	4	0	 	 	 	 	 
60094	1	1	1	3	6	12	0	 	 	 	 	 
60094	2	7	1	12	30	5	0	 	 	 	 	 
60095	1	2	1	12	30	2	0	 	 	 	 	 
60096	1	2	1	12	30	2	0	 	 	 	 	 
60096	2	1	1	6	15	2	0	 	 	 	 	 
60096	3	3	1	12	13	1	0	 	 	 	 	 
60097	1	1	1	12	30	5	0	 	 	 	 	 
60097	2	2	1	12	30	2	0	 	 	 	 	 
60098	1	1	1	12	30	3	0	 	 	 	 	 
60098	2	2	1	10	30	2	0	 	 	 	 	 
60100	1	2	1	12	30	3	0	 	 	 	 	 
70001	1	1	1	5	15	6	0	 	 	 	 	 
70001	2	2	1	1	4	1	0	 	 	 	 	 
70001	3	3	1	2	8	1	0	 	 	 	 	 
70002	1	7	1	12	30	3	0	 	 	 	 	 
70002	2	2	1	12	30	2	0	 	 	 	 	 
70003	1	2	1	12	30	3	0	 	 	 	 	 
70004	1	7	1	10	30	3	0	 	 	 	 	 
70004	2	2	1	12	20	2	0	 	 	 	 	 
70005	1	1	1	11	20	4	0	 	 	 	 	 
70006	1	2	1	3	20	1	0	 	 	 	 	 
70006	2	1	1	3	15	1	0	 	 	 	 	 
70006	3	3	1	6	25	1	0	 	 	 	 	 
70007	1	7	1	12	15	5	0	 	 	 	 	 
70008	1	7	1	12	30	4	0	 	 	 	 	 
70008	2	2	1	12	10	2	0	 	 	 	 	 
70009	1	1	1	5	15	2	0	 	 	 	 	 
70009	2	2	1	12	20	3	0	 	 	 	 	 
70010	1	7	1	12	30	4	0	 	 	 	 	 
70010	2	2	1	12	5	2	0	 	 	 	 	 
70011	1	2	1	12	30	2	0	 	 	 	 	 
70012	1	2	1	12	20	5	0	 	 	 	 	 
70012	2	1	1	6	20	4	0	 	 	 	 	 
70013	1	7	1	12	20	5	0	 	 	 	 	 
70014	1	7	1	3	30	3	0	 	 	 	 	 
70014	2	2	1	12	8	1	0	 	 	 	 	 
70014	3	3	1	12	4	1	0	 	 	 	 	 
70015	1	1	1	12	26	5	0	 	 	 	 	 
70015	2	2	1	1	5	1	0	 	 	 	 	 
70015	3	3	1	12	30	1	0	 	 	 	 	 
70016	1	7	1	12	20	4	0	 	 	 	 	 
70017	1	1	1	12	30	4	0	 	 	 	 	 
70017	2	2	1	12	30	3	0	 	 	 	 	 
70018	1	1	1	12	30	4	0	 	 	 	 	 
70018	2	2	1	10	20	2	0	 	 	 	 	 
70019	1	7	1	12	29	4	0	 	 	 	 	 
70019	2	3	1	12	30	1	0	 	 	 	 	 
70019	3	2	1	6	5	1	0	 	 	 	 	 
70020	1	1	1	12	30	3	0	 	 	 	 	 
70020	2	2	1	12	20	2	0	 	 	 	 	 
70021	1	1	1	3	15	5	0	 	 	 	 	 
70021	2	3	1	3	7	1	0	 	 	 	 	 
70021	3	7	1	12	15	5	0	 	 	 	 	 
70022	1	7	1	7	24	4	0	 	 	 	 	 
70023	1	6	2	1	1	1	1	30	 	2	 	0
70023	2	2	1	12	30	2	0	 	 	 	 	 
70023	3	3	1	12	30	1	0	 	 	 	 	 
70023	4	7	1	1	15	1	0	 	 	 	 	 
70024	1	1	1	10	20	3	0	 	 	 	 	 
70025	1	2	1	12	30	4	0	 	 	 	 	 
70026	1	1	1	4	20	4	0	 	 	 	 	 
70026	2	2	1	6	7	1	0	 	 	 	 	 
70026	3	7	1	12	12	5	0	 	 	 	 	 
70027	1	2	1	12	30	3	0	 	 	 	 	 
70027	2	3	1	12	30	2	0	 	 	 	 	 
70028	1	1	1	12	30	3	0	 	 	 	 	 
70029	1	2	1	12	30	6	0	 	 	 	 	 
70029	2	6	1	12	30	5	0	 	 	 	 	 
70030	1	1	1	4	10	4	0	 	 	 	 	 
70031	1	2	1	12	20	1	0	 	 	 	 	 
70031	2	3	1	12	30	2	0	 	 	 	 	 
70031	3	1	1	12	22	5	0	 	 	 	 	 
70032	1	2	1	12	30	3	0	 	 	 	 	 
70033	1	1	1	12	30	6	0	 	 	 	 	 
70033	2	3	1	3	1	1	0	 	 	 	 	 
70034	1	7	1	12	30	4	0	 	 	 	 	 
70034	2	2	1	6	30	1	0	 	 	 	 	 
70035	1	2	1	12	30	3	0	 	 	 	 	 
70036	1	1	1	6	12	3	0	 	 	 	 	 
70036	2	2	1	12	25	2	0	 	 	 	 	 
70037	1	2	1	12	30	4	0	 	 	 	 	 
70038	1	7	1	12	30	3	0	 	 	 	 	 
70038	2	2	1	12	30	1	0	 	 	 	 	 
70038	3	3	1	8	30	1	0	 	 	 	 	 
70040	1	1	1	12	30	4	0	 	 	 	 	 
70041	1	1	1	10	15	5	0	 	 	 	 	 
70041	2	2	1	3	5	1	0	 	 	 	 	 
70042	1	1	1	12	30	6	0	 	 	 	 	 
70042	2	2	1	12	20	1	0	 	 	 	 	 
70043	1	6	2	3	12	4	1	100	 	3	 	0
70043	2	1	1	12	30	2	0	 	 	 	 	 
70044	1	7	1	12	22	5	0	 	 	 	 	 
70044	2	2	1	12	8	1	0	 	 	 	 	 
70045	1	7	1	12	22	4	0	 	 	 	 	 
70045	2	2	1	12	10	1	0	 	 	 	 	 
70045	3	6	2	1	20	9	1	80	 	2	 	1
70046	1	3	1	9	15	1	0	 	 	 	 	 
70046	2	1	1	3	30	5	0	 	 	 	 	 
70047	1	7	1	12	30	5	0	 	 	 	 	 
70048	1	1	1	12	20	3	0	 	 	 	 	 
70048	2	2	1	12	30	2	0	 	 	 	 	 
70049	1	1	1	8	25	4	0	 	 	 	 	 
70049	2	2	1	8	20	1	0	 	 	 	 	 
70050	1	7	1	10	22	4	0	 	 	 	 	 
70050	2	2	1	12	30	2	0	 	 	 	 	 
70051	1	7	1	12	30	4	0	 	 	 	 	 
70051	2	2	1	12	30	2	0	 	 	 	 	 
70051	3	1	1	2	15	3	0	 	 	 	 	 
70052	1	6	2	2	30	3	1	150	 	4	 	2
70052	2	2	1	10	8	2	0	 	 	 	 	 
70054	1	2	1	12	30	3	0	 	 	 	 	 
70054	2	1	1	2	15	9	0	 	 	 	 	 
70054	3	3	1	6	7	1	0	 	 	 	 	 
70056	1	2	1	12	30	3	0	 	 	 	 	 
70056	2	7	1	5	15	2	0	 	 	 	 	 
70057	1	1	1	6	30	2	0	 	 	 	 	 
70057	2	2	1	12	30	2	0	 	 	 	 	 
70058	1	2	1	12	30	4	0	 	 	 	 	 
70058	2	7	1	1	15	3	0	 	 	 	 	 
70059	1	7	1	12	20	3	0	 	 	 	 	 
70060	1	7	1	12	26	4	0	 	 	 	 	 
70060	2	2	1	12	30	2	0	 	 	 	 	 
70061	1	2	1	12	30	4	0	 	 	 	 	 
70061	2	3	1	6	6	1	0	 	 	 	 	 
70062	1	7	1	10	15	3	0	 	 	 	 	 
70063	1	2	1	12	30	3	0	 	 	 	 	 
70063	2	7	1	1	8	7	0	 	 	 	 	 
70064	1	1	1	12	30	3	0	 	 	 	 	 
70064	2	2	1	8	15	2	0	 	 	 	 	 
70065	1	7	1	12	12	4	0	 	 	 	 	 
70065	2	2	1	12	30	4	0	 	 	 	 	 
70067	1	2	1	12	20	5	0	 	 	 	 	 
70067	2	3	1	12	20	2	0	 	 	 	 	 
70068	1	1	1	12	20	2	0	 	 	 	 	 
70068	2	2	1	12	30	2	0	 	 	 	 	 
70069	1	2	1	12	30	2	0	 	 	 	 	 
70069	2	1	1	12	4	2	0	 	 	 	 	 
70070	1	2	1	12	30	3	0	 	 	 	 	 
70070	2	7	1	12	20	1	0	 	 	 	 	 
70070	3	7	1	12	8	8	0	 	 	 	 	 
70071	1	7	1	12	16	3	0	 	 	 	 	 
70071	2	2	1	12	12	1	0	 	 	 	 	 
70071	3	7	1	12	12	1	0	 	 	 	 	 
70072	1	3	1	12	15	1	0	 	 	 	 	 
70072	2	2	1	1	1	1	0	 	 	 	 	 
70073	1	7	1	12	15	3	0	 	 	 	 	 
70073	2	2	1	12	30	2	0	 	 	 	 	 
70075	1	1	1	12	25	4	0	 	 	 	 	 
70076	1	2	1	12	30	3	0	 	 	 	 	 
70076	2	1	1	6	12	2	0	 	 	 	 	 
70077	1	2	1	12	30	3	0	 	 	 	 	 
70077	2	3	1	12	30	2	0	 	 	 	 	 
70078	1	1	1	12	7	4	0	 	 	 	 	 
70078	2	3	1	12	30	1	0	 	 	 	 	 
70079	1	2	1	12	26	3	0	 	 	 	 	 
70080	1	3	1	12	27	1	0	 	 	 	 	 
70080	2	2	1	12	30	1	0	 	 	 	 	 
70081	1	7	1	8	30	3	0	 	 	 	 	 
70082	1	2	1	12	16	1	0	 	 	 	 	 
70083	1	7	1	12	30	4	0	 	 	 	 	 
70084	1	2	1	12	30	2	0	 	 	 	 	 
70084	2	7	1	3	16	2	0	 	 	 	 	 
70085	1	2	1	12	8	2	0	 	 	 	 	 
70085	2	3	1	12	5	1	0	 	 	 	 	 
70086	1	6	2	12	29	6	1	50	 	2	 	0
70086	2	2	1	12	30	2	0	 	 	 	 	 
70087	1	2	1	12	30	3	0	 	 	 	 	 
70087	2	4	1	9	4	8	1	10	 	2	 	0
70088	1	6	2	6	15	6	1	15	 	2	 	1
70088	2	2	1	6	3	1	0	 	 	 	 	 
70089	1	6	2	12	26	4	1	200	 	3	 	0
70089	2	2	1	12	30	1	0	 	 	 	 	 
70090	1	7	1	10	30	4	0	 	 	 	 	 
70091	1	7	1	12	30	4	0	 	 	 	 	 
70091	2	2	1	3	15	1	0	 	 	 	 	 
70092	1	6	2	12	29	5	1	250	 	3	 	0
70094	1	2	1	12	30	15	0	 	 	 	 	 
70094	2	7	1	10	25	2	0	 	 	 	 	 
70094	3	6	2	2	15	3	1	50	 	3	 	2
70096	1	1	1	8	30	5	0	 	 	 	 	 
70096	2	3	1	4	15	1	0	 	 	 	 	 
70097	1	2	1	12	20	4	0	 	 	 	 	 
70097	2	1	1	7	17	3	0	 	 	 	 	 
70098	1	1	1	12	30	3	0	 	 	 	 	 
70099	1	1	1	12	30	4	0	 	 	 	 	 
70099	2	2	1	9	18	2	0	 	 	 	 	 
70100	1	1	1	12	30	3	0	 	 	 	 	 
70100	2	2	1	12	20	1	0	 	 	 	 	 
80001	1	2	1	12	10	5	0	 	 	 	 	 
80002	1	2	1	12	20	4	0	 	 	 	 	 
80003	1	2	1	12	30	5	0	 	 	 	 	 
80004	1	2	1	12	25	3	0	 	 	 	 	 
80004	2	1	1	1	10	5	0	 	 	 	 	 
80004	3	6	2	2	5	6	1	12	 	2	 	2
80005	1	2	1	12	20	4	0	 	 	 	 	 
80005	2	1	1	1	10	5	0	 	 	 	 	 
80006	1	1	1	3	10	4	0	 	 	 	 	 
80006	2	2	1	12	30	2	0	 	 	 	 	 
80007	1	7	1	12	30	4	0	 	 	 	 	 
80007	2	2	1	6	20	2	0	 	 	 	 	 
80008	1	1	1	2	10	4	0	 	 	 	 	 
80008	2	7	1	3	15	4	0	 	 	 	 	 
80009	1	2	1	12	20	6	0	 	 	 	 	 
80009	2	1	1	2	10	5	0	 	 	 	 	 
80010	1	2	1	12	30	3	0	 	 	 	 	 
80010	2	1	1	2	10	6	0	 	 	 	 	 
80011	1	1	1	1	15	5	0	 	 	 	 	 
80011	2	2	1	12	10	4	0	 	 	 	 	 
80012	1	2	1	12	30	3	0	 	 	 	 	 
80012	2	1	1	3	10	6	0	 	 	 	 	 
80012	3	7	1	5	8	6	0	 	 	 	 	 
80013	1	2	1	12	30	3	0	 	 	 	 	 
80013	2	1	1	4	10	8	0	 	 	 	 	 
80014	1	2	1	12	30	3	0	 	 	 	 	 
80014	2	1	3	3	10	6	1	12	 	6	30	0
80014	3	4	2	1	21	5	1	10	 	6	1	0
80015	1	2	1	10	30	4	0	 	 	 	 	 
80015	2	1	2	4	1	8	1	50	 	2	 	2
80016	1	1	1	5	22	8	0	 	 	 	 	 
80016	2	7	1	3	15	6	0	 	 	 	 	 
80016	3	2	1	5	15	2	0	 	 	 	 	 
80017	1	2	1	12	30	3	0	 	 	 	 	 
80017	2	1	1	4	15	6	0	 	 	 	 	 
80018	1	1	3	8	15	8	3	50	20	3	 	2
80019	1	2	1	12	30	3	0	 	 	 	 	 
80019	2	1	3	3	10	6	1	50	 	2	 	0
80020	1	2	1	12	20	4	0	 	 	 	 	 
80020	2	1	1	2	10	3	0	 	 	 	 	 
80020	3	6	2	1	15	2	2	 	30	2	 	2
80021	1	2	1	12	30	4	0	 	 	 	 	 
80021	2	1	1	1	15	5	0	 	 	 	 	 
80022	1	6	2	4	30	8	1	1000	 	4	 	2
80022	2	1	1	1	10	5	0	 	 	 	 	 
80023	1	1	1	2	10	5	0	 	 	 	 	 
80023	2	4	3	10	10	6	1	1000	 	2	 	2
80024	1	1	1	4	10	3	0	 	 	 	 	 
80024	2	2	1	12	30	3	0	 	 	 	 	 
80024	3	1	2	3	4	10	1	200	 	3	 	0
80025	1	2	1	12	30	3	0	 	 	 	 	 
80025	2	7	1	12	20	3	0	 	 	 	 	 
80025	3	1	2	4	6	3	1	38	 	2	 	0
80027	1	2	1	12	30	3	0	 	 	 	 	 
80027	2	1	1	3	10	6	0	 	 	 	 	 
80028	1	2	1	12	30	3	0	 	 	 	 	 
80028	2	1	3	4	10	6	1	50	 	6	100	0
80028	3	4	2	1	21	5	1	120	 	6	10	0
80029	1	2	1	12	30	4	0	 	 	 	 	 
80029	2	1	3	3	15	6	1	40	 	2	 	0
80030	1	2	1	12	30	2	0	 	 	 	 	 
80030	2	1	1	3	10	7	0	 	 	 	 	 
80031	1	2	1	12	30	3	0	 	 	 	 	 
80031	2	1	1	3	10	6	0	 	 	 	 	 
80032	1	2	1	12	20	5	0	 	 	 	 	 
80032	2	1	1	1	5	6	0	 	 	 	 	 
80033	1	1	1	10	26	4	0	 	 	 	 	 
80033	2	2	1	12	30	1	0	 	 	 	 	 
80033	3	7	1	8	20	3	0	 	 	 	 	 
80034	1	7	1	6	15	4	0	 	 	 	 	 
80034	2	1	1	3	15	4	0	 	 	 	 	 
80034	3	2	1	4	10	2	0	 	 	 	 	 
80035	1	2	1	12	30	3	0	 	 	 	 	 
