CHILDCODE	EDCHSTR5	EDAGR5	ATDSCHR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	ZONER5	SCHNMER5
160027	3	14	1	6	1	0	4	7	702	1839
160027	4	15	1	7	4	0	4	7	702	293
160028	1	12	1	1	1	1	4	7	702	289
160028	2	13	1	2	1	1	 	 	 	 
160028	3	14	1	3	1	1	 	 	 	 
160028	4	15	1	4	4	1	 	 	 	 
160029	1	12	1	5	1	1	4	7	702	293
160029	2	13	1	6	1	1	 	 	 	 
160029	3	14	1	7	1	1	 	 	 	 
160029	4	15	1	8	4	1	 	 	 	 
160030	1	11	1	4	1	1	4	7	702	293
160030	2	12	1	5	1	1	 	 	 	 
160030	3	13	1	6	2	1	 	 	 	 
160030	4	14	1	6	4	1	 	 	 	 
160031	1	11	1	4	1	1	4	7	702	289
160031	2	12	1	5	1	1	 	 	 	 
160031	3	13	1	6	1	1	 	 	 	 
160031	4	14	1	7	4	1	 	 	 	 
160032	1	11	1	3	1	1	4	7	702	289
160032	2	12	1	4	1	1	 	 	 	 
160032	3	13	1	5	1	0	4	7	702	293
160032	4	14	1	6	4	1	 	 	 	 
160033	1	11	1	2	1	0	4	7	702	289
160033	2	12	1	3	1	1	 	 	 	 
160033	3	13	1	4	1	1	 	 	 	 
160033	4	14	1	5	4	0	4	7	702	293
160034	1	12	1	3	3	1	4	7	702	289
160034	2	13	1	3	1	1	 	 	 	 
160034	3	14	1	4	3	1	 	 	 	 
160034	4	15	1	4	4	1	 	 	 	 
160035	1	12	1	5	1	1	4	7	702	293
160035	2	13	1	6	1	1	 	 	 	 
160035	3	14	1	7	1	1	 	 	 	 
160035	4	15	1	8	4	1	 	 	 	 
160037	1	13	1	3	1	1	4	7	702	289
160037	2	14	1	4	3	1	 	 	 	 
160037	3	15	0	 	 	 	 	 	 	 
160037	4	16	0	 	 	 	 	 	 	 
160038	1	11	1	1	1	1	4	7	702	341
160038	2	12	1	2	1	1	 	 	 	 
160038	3	13	1	3	1	1	 	 	 	 
160038	4	14	1	4	4	1	 	 	 	 
160040	1	11	1	3	1	1	4	7	702	341
160040	2	12	1	4	1	1	 	 	 	 
160040	3	13	1	5	3	1	 	 	 	 
160040	4	14	0	 	 	 	 	 	 	 
160041	1	12	1	3	1	1	4	7	702	341
160041	2	13	1	4	1	1	 	 	 	 
160041	3	14	1	5	1	1	 	 	 	 
160041	4	15	1	6	4	1	 	 	 	 
160042	1	12	1	4	1	1	4	7	702	341
160042	2	13	1	5	1	1	 	 	 	 
160042	3	14	1	6	1	1	 	 	 	 
160042	4	15	1	7	1	1	 	 	 	 
160044	1	11	1	3	1	1	4	7	702	341
160044	2	12	1	4	3	1	 	 	 	 
160044	3	13	1	4	3	1	 	 	 	 
160044	4	14	1	4	4	1	 	 	 	 
160045	1	12	1	5	1	1	4	7	702	341
160045	2	13	1	6	1	1	 	 	 	 
160045	3	14	1	7	1	1	 	 	 	 
160045	4	15	1	8	1	1	 	 	 	 
160046	1	11	1	1	1	1	4	7	702	341
160046	2	12	1	2	1	1	 	 	 	 
160046	3	13	1	3	1	1	 	 	 	 
160046	4	14	1	4	4	1	 	 	 	 
160047	1	11	1	3	1	1	4	7	702	341
160047	2	12	1	4	1	1	 	 	 	 
160047	3	13	1	5	1	1	 	 	 	 
160047	4	14	1	6	1	1	 	 	 	 
160048	1	12	1	4	1	1	4	7	702	341
160048	2	13	1	5	1	1	 	 	 	 
160048	3	14	1	6	1	1	 	 	 	 
160048	4	15	1	7	1	1	 	 	 	 
160049	1	11	1	3	3	1	4	7	702	304
160049	2	12	1	3	1	1	 	 	 	 
160049	3	13	1	3	1	0	1	7	702	1066
160049	4	14	1	4	4	0	4	7	702	304
160050	1	11	1	2	1	1	4	7	702	341
160050	2	12	1	3	3	1	 	 	 	 
160050	3	13	1	3	1	1	 	 	 	 
160050	4	14	1	4	4	1	 	 	 	 
160051	1	12	1	5	1	1	4	7	702	341
160051	2	13	1	6	1	1	 	 	 	 
160051	3	14	1	7	1	1	 	 	 	 
160051	4	15	0	 	 	 	 	 	 	 
160053	1	12	1	3	1	1	4	7	702	289
160053	2	13	1	4	3	1	 	 	 	 
160053	3	14	1	4	1	1	 	 	 	 
160053	4	15	1	5	4	0	4	7	702	293
160054	1	12	1	3	1	1	4	7	702	293
160054	2	13	1	4	1	1	 	 	 	 
160054	3	14	1	5	1	1	 	 	 	 
160054	4	15	1	6	4	1	 	 	 	 
160055	1	12	1	5	2	1	4	7	702	264
160055	2	13	1	5	1	1	 	 	 	 
160055	3	14	1	6	1	1	 	 	 	 
160055	4	15	1	7	4	1	 	 	 	 
160056	1	12	1	2	1	1	4	7	702	264
160056	2	13	1	3	1	1	 	 	 	 
160056	3	14	1	4	1	1	 	 	 	 
160056	4	15	1	5	4	1	 	 	 	 
160057	1	12	1	2	1	1	4	7	702	1066
160057	2	13	1	3	1	0	4	7	702	289
160057	3	14	1	4	1	1	 	 	 	 
160057	4	15	1	5	1	0	4	7	702	264
160058	1	11	1	1	1	1	4	7	702	264
160058	2	12	1	2	1	1	 	 	 	 
160058	3	13	1	3	1	1	 	 	 	 
160058	4	14	1	4	4	1	 	 	 	 
160059	1	12	1	3	3	1	4	7	702	264
160059	2	13	1	3	3	1	 	 	 	 
160059	3	14	1	3	3	1	 	 	 	 
160059	4	15	1	4	4	1	 	 	 	 
160061	1	12	1	5	1	1	4	7	702	264
160061	2	13	1	6	1	1	 	 	 	 
160061	3	14	1	7	3	1	 	 	 	 
160061	4	15	1	7	4	1	 	 	 	 
160062	1	11	1	1	1	0	4	7	702	289
160062	2	12	1	2	3	1	 	 	 	 
160062	3	13	1	2	1	0	4	7	702	264
160062	4	14	1	3	4	1	 	 	 	 
160063	1	12	1	3	1	1	4	7	702	264
160063	2	13	1	4	1	1	 	 	 	 
160063	3	14	1	5	3	1	 	 	 	 
160063	4	15	1	5	4	1	 	 	 	 
160065	1	12	1	2	1	1	4	7	702	289
160065	2	13	1	3	1	1	 	 	 	 
160065	3	14	1	4	1	1	 	 	 	 
160065	4	15	1	5	4	0	4	7	702	264
160066	1	12	1	5	1	1	4	7	702	264
160066	2	13	1	5	1	1	 	 	 	 
160066	3	14	1	6	1	1	 	 	 	 
160066	4	15	1	7	4	1	 	 	 	 
160068	1	12	1	3	1	1	4	7	702	264
160068	2	13	1	4	1	1	 	 	 	 
160068	3	14	1	5	1	1	 	 	 	 
160068	4	15	1	6	4	1	 	 	 	 
160069	1	12	1	2	1	1	4	7	702	293
160069	2	13	1	3	1	1	 	 	 	 
160069	3	14	1	4	1	1	 	 	 	 
160069	4	15	1	5	4	1	 	 	 	 
160070	1	12	1	1	1	1	4	7	702	289
160070	2	13	1	2	1	1	 	 	 	 
160070	3	14	1	3	1	1	 	 	 	 
160070	4	15	1	4	4	1	 	 	 	 
160071	1	12	1	3	1	1	4	7	702	293
160071	2	13	1	4	1	1	 	 	 	 
160071	3	14	1	5	1	1	 	 	 	 
160071	4	15	1	6	4	1	 	 	 	 
160072	1	12	1	2	1	1	4	7	702	1840
160072	2	13	1	3	1	1	 	 	 	 
160072	3	14	1	4	1	1	 	 	 	 
160072	4	15	1	5	4	1	 	 	 	 
160073	1	12	1	3	1	1	4	7	702	264
160073	2	13	1	4	1	1	 	 	 	 
160073	3	14	1	5	1	1	 	 	 	 
160073	4	15	1	6	4	1	 	 	 	 
160074	1	12	1	4	1	1	3	7	702	264
160074	2	13	1	5	1	1	 	 	 	 
160074	3	14	1	6	1	1	 	 	 	 
160074	4	15	1	7	1	1	 	 	 	 
160076	1	12	1	4	1	0	4	7	702	1841
160076	2	13	1	5	2	0	4	7	702	293
160076	3	14	1	5	3	1	 	 	 	 
160076	4	15	1	5	4	1	 	 	 	 
160077	1	12	1	5	1	0	4	7	702	264
160077	2	13	1	6	1	1	 	 	 	 
160077	3	14	1	7	1	1	 	 	 	 
160077	4	15	1	8	4	1	 	 	 	 
160078	1	12	1	1	1	1	4	7	702	289
160078	2	13	1	2	1	1	 	 	 	 
160078	3	14	1	3	3	1	 	 	 	 
160078	4	15	0	 	 	 	 	 	 	 
160079	1	12	1	4	1	1	4	7	702	264
160079	2	13	1	5	1	1	 	 	 	 
160079	3	14	1	6	1	1	 	 	 	 
160079	4	15	1	7	4	1	 	 	 	 
160080	1	11	1	1	1	1	4	7	702	289
160080	2	12	1	2	3	1	 	 	 	 
160080	3	13	1	2	1	1	 	 	 	 
160080	4	14	1	3	4	1	 	 	 	 
160081	1	11	1	2	3	1	4	7	702	264
160081	2	12	1	2	3	1	 	 	 	 
160081	3	13	1	2	3	1	 	 	 	 
160081	4	14	1	2	3	1	 	 	 	 
160082	1	12	1	4	3	1	4	7	702	293
160082	2	13	1	4	3	1	 	 	 	 
160082	3	14	1	4	1	1	 	 	 	 
160082	4	15	1	5	4	1	 	 	 	 
160083	1	11	1	5	1	1	4	7	702	293
160083	2	12	1	6	1	1	 	 	 	 
160083	3	13	1	7	1	1	 	 	 	 
160083	4	14	1	8	4	1	 	 	 	 
160084	1	12	1	3	1	1	4	7	702	289
160084	2	13	1	4	1	0	4	7	702	1842
160084	3	14	1	5	2	0	4	7	702	293
160084	4	15	1	5	4	1	 	 	 	 
160085	1	12	0	 	 	 	 	 	 	 
160085	2	13	0	 	 	 	 	 	 	 
160085	3	14	0	 	 	 	 	 	 	 
160085	4	15	0	 	 	 	 	 	 	 
160087	1	12	1	5	1	1	4	7	702	293
160087	2	13	1	6	1	1	 	 	 	 
160087	3	14	1	7	1	1	 	 	 	 
160087	4	15	1	8	4	1	 	 	 	 
160088	1	11	1	2	3	1	4	7	702	1843
160088	2	12	0	 	 	 	 	 	 	 
160088	3	13	0	 	 	 	 	 	 	 
160088	4	14	0	 	 	 	 	 	 	 
160089	1	12	1	3	1	1	4	7	702	293
160089	2	13	1	4	1	1	 	 	 	 
160089	3	14	1	5	2	1	 	 	 	 
160089	4	15	1	5	4	1	 	 	 	 
160090	1	12	1	3	1	1	4	7	702	293
160090	2	13	1	4	1	1	 	 	 	 
160090	3	14	1	5	1	1	 	 	 	 
160090	4	15	1	6	4	1	 	 	 	 
160091	1	12	1	4	1	1	4	7	702	293
160091	2	13	1	5	1	1	 	 	 	 
160091	3	14	1	6	1	1	 	 	 	 
160091	4	15	1	2	4	0	1	7	702	1844
160092	1	12	1	2	1	1	4	7	702	293
160092	2	13	1	3	1	1	 	 	 	 
160092	3	14	1	4	1	1	 	 	 	 
160092	4	15	1	5	4	1	 	 	 	 
160093	1	12	1	2	1	1	4	7	702	293
160093	2	13	1	3	1	1	 	 	 	 
160093	3	14	1	4	1	1	 	 	 	 
160093	4	15	1	5	4	1	 	 	 	 
160094	1	12	1	4	2	1	4	7	702	293
160094	2	13	1	4	3	1	 	 	 	 
160094	3	14	1	4	1	1	 	 	 	 
160094	4	15	1	5	4	1	 	 	 	 
160095	1	12	1	5	1	1	4	7	702	293
160095	2	13	1	6	1	1	 	 	 	 
160095	3	14	1	7	1	1	 	 	 	 
160095	4	15	1	8	4	1	 	 	 	 
160096	1	12	1	3	1	1	4	7	702	1845
160096	2	13	1	4	1	1	 	 	 	 
160096	3	14	1	5	1	1	 	 	 	 
160096	4	15	1	6	4	1	 	 	 	 
160097	1	12	1	3	1	1	4	7	702	293
160097	2	13	1	4	1	1	 	 	 	 
160097	3	14	1	5	1	1	 	 	 	 
160097	4	15	1	6	4	1	 	 	 	 
160098	1	12	1	2	1	1	4	7	702	293
160098	2	13	1	3	1	1	 	 	 	 
160098	3	14	1	4	1	1	 	 	 	 
160098	4	15	1	5	4	1	 	 	 	 
160099	1	12	1	4	1	1	4	7	702	293
160099	2	13	1	5	3	1	 	 	 	 
160099	3	14	1	5	1	1	 	 	 	 
160099	4	15	1	6	4	1	 	 	 	 
160100	1	12	1	2	3	1	4	7	702	1843
160100	2	13	1	2	3	1	 	 	 	 
160100	3	14	1	2	1	0	4	14	1406	508
160100	4	15	1	3	4	1	 	 	 	 
170001	1	12	0	 	 	 	 	 	 	 
170001	2	13	0	 	 	 	 	 	 	 
170001	3	14	0	 	 	 	 	 	 	 
170001	4	15	0	 	 	 	 	 	 	 
170003	1	11	1	5	1	1	4	1	107	385
170003	2	12	1	6	1	1	 	 	 	 
170003	3	13	1	7	1	1	 	 	 	 
170003	4	14	1	8	4	1	 	 	 	 
170004	1	12	0	 	 	 	 	 	 	 
170004	2	13	1	1	1	0	4	1	107	390
170004	3	14	1	2	1	1	 	 	 	 
170004	4	15	1	3	4	1	 	 	 	 
170005	1	11	1	1	1	0	4	1	107	390
170005	2	12	1	2	1	1	 	 	 	 
170005	3	13	1	3	1	1	 	 	 	 
170005	4	14	1	4	4	1	 	 	 	 
170006	1	11	1	5	1	0	4	1	107	390
170006	2	12	1	6	1	1	 	 	 	 
170006	3	13	1	7	1	1	 	 	 	 
170006	4	14	1	8	4	1	 	 	 	 
170007	1	11	0	 	 	 	 	 	 	 
170007	2	12	1	1	1	0	4	1	107	390
170007	3	13	1	2	1	1	 	 	 	 
170007	4	14	1	3	4	1	 	 	 	 
170008	1	12	1	5	1	1	4	1	107	385
170008	2	13	1	6	1	1	 	 	 	 
170008	3	14	0	 	 	 	 	 	 	 
170008	4	15	0	 	 	 	 	 	 	 
170009	1	12	0	 	 	 	 	 	 	 
170009	2	13	0	 	 	 	 	 	 	 
170009	3	14	1	1	1	0	4	1	107	390
170009	4	15	1	2	4	1	 	 	 	 
170010	1	12	1	6	1	1	4	1	107	385
170010	2	13	1	7	1	1	 	 	 	 
170010	3	14	1	8	1	1	 	 	 	 
170010	4	15	1	9	4	0	4	1	106	183
170011	1	12	1	2	1	1	4	1	107	390
170011	2	13	1	3	1	1	 	 	 	 
170011	3	14	1	4	1	1	 	 	 	 
170011	4	15	1	5	4	1	 	 	 	 
170012	1	12	0	 	 	 	 	 	 	 
170012	2	13	0	 	 	 	 	 	 	 
170012	3	14	1	1	1	0	4	1	107	390
170012	4	15	1	2	4	1	 	 	 	 
170013	1	12	0	 	 	 	 	 	 	 
170013	2	13	0	 	 	 	 	 	 	 
170013	3	14	0	 	 	 	 	 	 	 
170013	4	15	1	1	4	0	4	1	107	390
170015	1	12	1	4	1	0	4	1	107	390
170015	2	13	1	5	1	1	 	 	 	 
170015	3	14	1	6	1	1	 	 	 	 
170015	4	15	1	7	4	1	 	 	 	 
170016	1	12	0	 	 	 	 	 	 	 
170016	2	13	0	 	 	 	 	 	 	 
170016	3	14	0	 	 	 	 	 	 	 
170016	4	15	0	 	 	 	 	 	 	 
170017	1	11	1	7	1	1	4	1	107	385
170017	2	12	1	8	1	1	 	 	 	 
170017	3	13	1	9	1	0	4	1	106	183
170017	4	14	1	10	4	1	 	 	 	 
170018	1	11	1	6	1	1	4	1	107	385
170018	2	12	1	7	1	1	 	 	 	 
170018	3	13	1	8	1	1	 	 	 	 
170018	4	14	1	9	4	0	4	1	106	183
170019	1	12	1	6	1	1	4	1	107	385
170019	2	13	1	7	1	1	 	 	 	 
170019	3	14	1	8	1	1	 	 	 	 
170019	4	15	1	9	4	0	4	1	106	183
170020	1	12	1	6	1	1	4	1	107	385
170020	2	13	1	7	1	1	 	 	 	 
170020	3	14	1	8	1	1	 	 	 	 
170020	4	15	1	9	4	0	4	1	106	183
170021	1	11	0	 	 	 	 	 	 	 
170021	2	12	0	 	 	 	 	 	 	 
170021	3	13	1	1	1	0	4	1	107	390
170021	4	14	1	2	4	1	 	 	 	 
170022	1	12	1	7	1	1	4	1	107	385
170022	2	13	1	8	1	1	 	 	 	 
170022	3	14	0	 	 	 	 	 	 	 
170022	4	15	0	 	 	 	 	 	 	 
170023	1	12	0	 	 	 	 	 	 	 
170023	2	13	0	 	 	 	 	 	 	 
170023	3	14	0	 	 	 	 	 	 	 
170023	4	15	1	2	4	0	4	1	107	390
170024	1	11	1	6	1	1	4	1	107	428
170024	2	12	1	7	1	1	 	 	 	 
170024	3	13	1	8	1	1	 	 	 	 
170024	4	14	1	9	4	0	4	1	107	1846
170025	1	11	0	 	 	 	 	 	 	 
170025	2	12	1	5	1	0	4	1	107	385
170025	3	13	1	6	1	1	 	 	 	 
170025	4	14	1	7	4	1	 	 	 	 
170026	1	12	1	1	1	1	4	1	107	385
170026	2	13	1	2	1	1	 	 	 	 
170026	3	14	1	3	1	1	 	 	 	 
170026	4	15	1	4	4	1	 	 	 	 
170027	1	12	0	 	 	 	 	 	 	 
170027	2	13	0	 	 	 	 	 	 	 
170027	3	14	0	 	 	 	 	 	 	 
170027	4	15	0	 	 	 	 	 	 	 
170028	1	12	0	 	 	 	 	 	 	 
170028	2	13	0	 	 	 	 	 	 	 
170028	3	14	0	 	 	 	 	 	 	 
170028	4	15	0	 	 	 	 	 	 	 
170029	1	12	1	7	1	0	4	1	107	385
170029	2	13	1	8	1	1	 	 	 	 
170029	3	14	1	9	1	0	4	1	106	183
170029	4	15	1	10	4	1	 	 	 	 
170030	1	12	0	 	 	 	 	 	 	 
170030	2	13	0	 	 	 	 	 	 	 
170030	3	14	0	 	 	 	 	 	 	 
170030	4	15	0	 	 	 	 	 	 	 
170031	1	11	1	6	1	1	4	1	107	385
170031	2	12	1	7	1	1	 	 	 	 
170031	3	13	1	8	2	1	 	 	 	 
170031	4	14	1	8	4	1	 	 	 	 
170032	1	12	1	8	1	1	4	1	107	385
170032	2	13	1	9	1	0	4	1	106	183
170032	3	14	1	10	1	1	 	 	 	 
170032	4	15	0	 	 	 	 	 	 	 
170033	1	11	1	2	1	1	4	1	107	390
170033	2	12	1	3	1	1	 	 	 	 
170033	3	13	1	4	1	1	 	 	 	 
170033	4	14	1	5	4	1	 	 	 	 
170034	1	12	1	4	1	1	4	1	107	390
170034	2	13	1	5	1	0	4	1	107	385
170034	3	14	1	6	1	1	 	 	 	 
170034	4	15	1	7	4	1	 	 	 	 
170035	1	12	1	5	1	0	4	1	107	385
170035	2	13	1	6	1	1	 	 	 	 
170035	3	14	1	7	1	1	 	 	 	 
170035	4	15	1	8	4	1	 	 	 	 
170036	1	12	0	 	 	 	 	 	 	 
170036	2	13	1	1	1	0	4	1	107	390
170036	3	14	1	2	1	1	 	 	 	 
170036	4	15	1	3	4	1	 	 	 	 
170037	1	12	1	6	1	1	4	1	107	385
170037	2	13	1	7	1	1	 	 	 	 
170037	3	14	1	8	1	1	 	 	 	 
170037	4	15	1	9	4	0	4	1	106	183
170038	1	12	1	6	1	1	4	1	107	385
170038	2	13	0	 	 	 	 	 	 	 
170038	3	14	0	 	 	 	 	 	 	 
170038	4	15	0	 	 	 	 	 	 	 
170039	1	12	1	8	1	1	4	1	107	385
170039	2	13	1	9	1	0	4	1	106	1847
170039	3	14	1	10	1	1	 	 	 	 
170039	4	15	0	 	 	 	 	 	 	 
170042	1	12	0	 	 	 	 	 	 	 
170042	2	13	0	 	 	 	 	 	 	 
170042	3	14	0	 	 	 	 	 	 	 
170042	4	15	0	 	 	 	 	 	 	 
170043	1	11	1	6	1	1	4	1	107	385
170043	2	12	1	7	1	1	 	 	 	 
170043	3	13	1	8	1	1	 	 	 	 
170043	4	14	1	9	4	0	4	1	106	183
170044	1	12	1	4	1	1	4	1	106	1848
170044	2	13	1	5	1	1	 	 	 	 
170044	3	14	1	6	1	1	 	 	 	 
170044	4	15	1	7	4	0	4	1	106	1229
170045	1	11	1	6	1	1	4	1	107	385
170045	2	12	1	7	1	1	 	 	 	 
170045	3	13	1	8	1	1	 	 	 	 
170045	4	14	1	9	4	0	4	1	106	183
170046	1	12	0	 	 	 	 	 	 	 
170046	2	13	1	1	1	0	4	1	107	390
170046	3	14	1	2	1	1	 	 	 	 
170046	4	15	1	3	4	1	 	 	 	 
170047	1	11	1	3	1	1	4	1	107	390
170047	2	12	1	4	1	1	 	 	 	 
170047	3	13	1	5	1	0	4	1	107	385
170047	4	14	1	6	4	1	 	 	 	 
170048	1	12	1	1	1	1	4	1	107	390
170048	2	13	1	2	1	1	 	 	 	 
170048	3	14	1	3	1	1	 	 	 	 
170048	4	15	1	4	4	1	 	 	 	 
170049	1	11	1	3	1	1	4	1	107	390
170049	2	12	1	4	1	1	 	 	 	 
170049	3	13	1	5	1	0	4	1	107	385
170049	4	14	0	 	 	 	 	 	 	 
170050	1	11	0	 	 	 	 	 	 	 
170050	2	12	1	1	1	0	4	1	107	390
170050	3	13	1	2	1	1	 	 	 	 
170050	4	14	1	3	4	1	 	 	 	 
170051	1	12	1	7	1	1	4	1	107	385
170051	2	13	1	8	1	1	 	 	 	 
170051	3	14	1	9	1	0	4	1	106	183
170051	4	15	1	10	4	1	 	 	 	 
170052	1	11	1	7	1	1	4	1	107	429
170052	2	12	1	8	1	1	 	 	 	 
170052	3	13	1	9	1	0	4	1	107	1855
170052	4	14	1	10	4	1	 	 	 	 
170053	1	12	1	6	1	1	4	1	107	385
170053	2	13	1	7	1	1	 	 	 	 
170053	3	14	1	8	1	1	 	 	 	 
170053	4	15	1	9	4	0	4	1	106	183
170054	1	12	1	4	1	1	4	1	107	500
170054	2	13	1	5	3	0	4	1	107	385
170054	3	14	0	 	 	 	 	 	 	 
170054	4	15	0	 	 	 	 	 	 	 
170055	1	12	1	7	1	1	4	1	107	429
170055	2	13	1	8	1	1	 	 	 	 
170055	3	14	1	9	1	0	4	1	107	1855
170055	4	15	1	10	4	1	 	 	 	 
170056	1	12	1	7	1	1	4	1	107	380
170056	2	13	1	8	1	1	 	 	 	 
170056	3	14	1	9	1	0	4	1	107	1855
170056	4	15	1	10	4	1	 	 	 	 
170057	1	12	1	5	1	1	4	1	107	385
170057	2	13	1	6	1	1	 	 	 	 
170057	3	14	1	7	1	1	 	 	 	 
170057	4	15	1	8	4	1	 	 	 	 
170058	1	12	1	3	1	1	4	1	107	385
170058	2	13	1	4	1	1	 	 	 	 
170058	3	14	1	5	1	1	 	 	 	 
170058	4	15	1	6	4	1	 	 	 	 
170059	1	12	0	 	 	 	 	 	 	 
170059	2	13	1	5	1	0	4	1	107	385
170059	3	14	1	6	1	1	 	 	 	 
170059	4	15	1	7	4	1	 	 	 	 
170060	1	12	1	6	1	1	4	1	107	429
170060	2	13	1	7	1	1	 	 	 	 
170060	3	14	1	8	2	1	 	 	 	 
170060	4	15	1	8	4	1	 	 	 	 
170061	1	11	1	7	1	1	4	1	101	429
170061	2	12	1	8	1	1	 	 	 	 
170061	3	13	1	9	1	0	4	2	202	1850
170061	4	14	1	10	4	1	 	 	 	 
170062	1	12	1	6	1	1	4	1	107	385
170062	2	13	1	7	1	1	 	 	 	 
170062	3	14	1	8	1	1	 	 	 	 
170062	4	15	1	9	4	0	4	1	106	183
170063	1	11	1	2	1	1	4	1	107	500
170063	2	12	1	3	1	1	 	 	 	 
170063	3	13	1	4	1	1	 	 	 	 
170063	4	14	1	5	4	0	4	1	107	429
170064	1	12	1	7	1	1	4	1	107	385
170064	2	13	1	8	2	1	 	 	 	 
170064	3	14	1	8	1	1	 	 	 	 
170064	4	15	1	9	4	0	4	1	106	183
170065	1	12	1	1	1	0	4	1	107	500
170065	2	13	1	2	1	1	 	 	 	 
170065	3	14	1	3	1	1	 	 	 	 
170065	4	15	0	 	 	 	 	 	 	 
170066	1	11	1	5	1	1	4	1	107	500
170066	2	12	1	6	1	1	 	 	 	 
170066	3	13	1	7	2	1	 	 	 	 
170066	4	14	1	8	4	1	 	 	 	 
170067	1	12	1	5	2	0	4	1	107	429
170067	2	13	1	5	1	1	 	 	 	 
170067	3	14	1	6	1	1	 	 	 	 
170067	4	15	1	7	4	1	 	 	 	 
170069	1	12	1	5	1	0	4	1	107	385
170069	2	13	1	6	1	1	 	 	 	 
170069	3	14	1	7	1	1	 	 	 	 
170069	4	15	1	8	4	1	 	 	 	 
170070	1	11	1	6	1	1	4	1	107	385
170070	2	12	1	7	1	1	 	 	 	 
170070	3	13	1	8	1	1	 	 	 	 
170070	4	14	1	9	4	0	4	1	106	183
170071	1	11	1	5	1	1	4	1	107	385
170071	2	12	1	6	1	1	 	 	 	 
170071	3	13	1	7	1	1	 	 	 	 
170071	4	14	1	8	4	1	 	 	 	 
170072	1	12	0	 	 	 	 	 	 	 
170072	2	13	0	 	 	 	 	 	 	 
170072	3	14	1	5	1	0	4	1	104	1851
170072	4	15	0	 	 	 	 	 	 	 
170073	1	11	0	 	 	 	 	 	 	 
170073	2	12	0	 	 	 	 	 	 	 
170073	3	13	0	 	 	 	 	 	 	 
170073	4	14	0	 	 	 	 	 	 	 
170074	1	11	1	5	1	1	4	1	107	385
170074	2	12	1	7	1	1	 	 	 	 
170074	3	13	1	8	1	1	 	 	 	 
170074	4	14	1	9	4	0	4	1	106	183
170075	1	12	1	6	1	1	4	1	107	385
170075	2	13	1	7	1	1	 	 	 	 
170075	3	14	1	8	1	1	 	 	 	 
170075	4	15	1	9	4	0	4	1	106	183
170076	1	12	1	6	2	1	5	1	107	385
170076	2	13	1	7	1	1	 	 	 	 
170076	3	14	1	8	1	1	 	 	 	 
170076	4	15	1	9	4	0	4	1	106	183
170077	1	12	1	4	1	1	4	1	107	1852
170077	2	13	1	5	1	1	 	 	 	 
170077	3	14	0	 	 	 	 	 	 	 
170077	4	15	1	6	4	1	 	 	 	 
170079	1	12	1	6	3	1	4	1	107	385
170079	2	13	0	 	 	 	 	 	 	 
170079	3	14	0	 	 	 	 	 	 	 
170079	4	15	1	6	4	1	 	 	 	 
170080	1	12	1	1	1	1	4	1	107	500
170080	2	13	1	2	1	1	 	 	 	 
170080	3	14	1	3	1	1	 	 	 	 
170080	4	15	1	4	4	1	 	 	 	 
170081	1	11	1	6	1	1	4	1	107	429
170081	2	12	1	7	1	1	 	 	 	 
170081	3	13	1	8	1	1	 	 	 	 
170081	4	14	1	9	4	0	4	1	106	183
170082	1	12	0	 	 	 	 	 	 	 
170082	2	13	0	 	 	 	 	 	 	 
170082	3	14	0	 	 	 	 	 	 	 
170082	4	15	0	 	 	 	 	 	 	 
170083	1	11	0	 	 	 	 	 	 	 
170083	2	12	0	 	 	 	 	 	 	 
170083	3	13	0	 	 	 	 	 	 	 
170083	4	14	1	1	4	0	4	1	107	429
170084	1	12	0	 	 	 	 	 	 	 
170084	2	13	0	 	 	 	 	 	 	 
170084	3	14	0	 	 	 	 	 	 	 
170084	4	15	1	5	4	0	4	1	107	429
170085	1	12	1	5	1	1	4	1	107	429
170085	2	13	1	6	1	1	 	 	 	 
170085	3	14	1	7	1	1	 	 	 	 
170085	4	15	1	8	4	1	 	 	 	 
170086	1	11	1	1	1	0	4	1	107	1853
170086	2	12	0	 	 	 	 	 	 	 
170086	3	13	0	 	 	 	 	 	 	 
170086	4	14	0	 	 	 	 	 	 	 
170087	1	11	1	3	1	1	4	1	107	429
170087	2	12	1	4	1	1	 	 	 	 
170087	3	13	1	5	1	1	 	 	 	 
170087	4	14	1	6	4	1	 	 	 	 
170088	1	12	1	4	1	1	4	1	107	429
170088	2	13	1	5	1	1	 	 	 	 
170088	3	14	1	6	1	1	 	 	 	 
170088	4	15	1	7	4	1	 	 	 	 
170089	1	12	0	 	 	 	 	 	 	 
170089	2	13	1	1	1	0	4	1	107	429
170089	3	14	1	2	1	1	 	 	 	 
170089	4	15	1	3	4	1	 	 	 	 
170090	1	12	1	6	1	1	4	1	107	429
170090	2	13	1	7	1	1	 	 	 	 
170090	3	14	1	8	1	1	 	 	 	 
170090	4	15	1	9	4	0	4	1	107	1855
170091	1	12	1	4	1	1	4	1	107	380
170091	2	13	1	5	1	1	 	 	 	 
170091	3	14	1	6	1	1	 	 	 	 
170091	4	15	1	7	4	1	 	 	 	 
170092	1	12	0	 	 	 	 	 	 	 
170092	2	13	0	 	 	 	 	 	 	 
170092	3	14	0	 	 	 	 	 	 	 
170092	4	15	0	 	 	 	 	 	 	 
170093	1	12	1	3	1	1	4	1	107	429
