CHILDCODE	EDCHSTR5	EDAGR5	ATDSCHR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	ZONER5	SCHNMER5
50049	4	14	1	8	4	1	 	 	 	 
50050	1	12	1	1	1	1	4	3	304	1685
50050	2	13	1	2	1	1	 	 	 	 
50050	3	14	1	3	1	0	4	3	303	154
50050	4	15	1	4	4	1	 	 	 	 
50051	1	12	1	4	1	1	4	3	303	154
50051	2	13	1	5	1	1	 	 	 	 
50051	3	14	1	6	1	1	 	 	 	 
50051	4	15	1	7	4	1	 	 	 	 
50052	1	12	1	6	1	1	4	3	303	154
50052	2	13	1	7	1	1	 	 	 	 
50052	3	14	1	8	1	1	 	 	 	 
50052	4	15	1	9	4	0	4	3	303	1420
50053	1	11	0	 	 	 	 	 	 	 
50053	2	12	0	 	 	 	 	 	 	 
50053	3	13	0	 	 	 	 	 	 	 
50053	4	14	0	 	 	 	 	 	 	 
50054	1	12	0	 	 	 	 	 	 	 
50054	2	13	0	 	 	 	 	 	 	 
50054	3	14	1	6	1	0	4	2	201	1686
50054	4	15	1	7	4	0	4	3	303	1687
50055	1	12	1	5	3	1	4	3	303	154
50055	2	13	1	1	1	0	4	3	303	1688
50055	3	14	1	2	1	1	 	 	 	 
50055	4	15	1	3	4	1	 	 	 	 
50056	1	12	1	4	1	1	4	14	1403	1689
50056	2	13	1	5	1	1	 	 	 	 
50056	3	14	1	6	1	1	 	 	 	 
50056	4	15	1	7	4	1	 	 	 	 
50057	1	10	1	5	2	1	4	3	303	154
50057	2	11	1	5	1	1	 	 	 	 
50057	3	12	1	6	1	1	 	 	 	 
50057	4	13	1	7	4	1	 	 	 	 
50058	1	12	1	5	2	1	4	3	303	154
50058	2	13	1	5	1	1	 	 	 	 
50058	3	14	1	6	1	1	 	 	 	 
50058	4	15	1	7	4	1	 	 	 	 
50059	1	11	1	3	3	1	4	3	303	154
50059	2	12	1	3	1	1	 	 	 	 
50059	3	13	1	4	1	1	 	 	 	 
50059	4	14	1	5	4	1	 	 	 	 
50060	1	12	1	4	1	1	4	3	303	154
50060	2	13	1	5	1	1	 	 	 	 
50060	3	14	1	6	3	1	 	 	 	 
50060	4	15	1	6	4	1	 	 	 	 
50061	1	11	1	3	1	1	4	3	303	154
50061	2	12	1	4	1	1	 	 	 	 
50061	3	13	1	5	1	1	 	 	 	 
50061	4	14	1	6	4	1	 	 	 	 
50062	1	12	1	5	1	1	4	3	303	164
50062	2	13	1	6	1	1	 	 	 	 
50062	3	14	1	7	1	1	 	 	 	 
50062	4	15	1	8	4	1	 	 	 	 
50063	1	13	0	 	 	 	 	 	 	 
50063	2	14	0	 	 	 	 	 	 	 
50063	3	15	1	29	1	0	3	3	303	1690
50063	4	16	1	29	4	1	 	 	 	 
50064	1	12	1	4	2	1	4	3	303	154
50064	2	13	1	4	1	1	 	 	 	 
50064	3	14	1	5	1	1	 	 	 	 
50064	4	15	1	6	4	1	 	 	 	 
50066	1	12	1	5	1	1	4	3	303	154
50066	2	13	1	6	1	1	 	 	 	 
50066	3	14	1	7	1	1	 	 	 	 
50066	4	15	1	8	4	1	 	 	 	 
50068	1	12	1	6	1	1	4	3	303	154
50068	2	13	1	7	1	1	 	 	 	 
50068	3	14	1	8	3	1	 	 	 	 
50068	4	15	0	 	 	 	 	 	 	 
50070	1	12	1	6	1	1	4	3	303	154
50070	2	13	1	7	1	1	 	 	 	 
50070	3	14	1	8	1	1	 	 	 	 
50070	4	15	0	 	 	 	 	 	 	 
50072	1	11	1	3	1	1	4	3	303	154
50072	2	12	1	4	1	1	 	 	 	 
50072	3	13	1	5	1	1	 	 	 	 
50072	4	14	0	 	 	 	 	 	 	 
50073	1	12	1	1	1	1	4	3	303	154
50073	2	13	1	2	1	1	 	 	 	 
50073	3	14	1	3	1	1	 	 	 	 
50073	4	15	1	4	4	1	 	 	 	 
50074	1	12	1	6	1	1	4	3	303	154
50074	2	13	1	7	1	1	 	 	 	 
50074	3	14	1	8	1	1	 	 	 	 
50074	4	15	1	9	4	0	4	3	303	1420
50075	1	12	1	6	1	1	4	3	304	154
50075	2	13	1	7	1	1	 	 	 	 
50075	3	14	1	8	1	1	 	 	 	 
50075	4	15	1	9	4	0	4	3	303	1420
50076	1	12	1	6	1	1	4	3	303	154
50076	2	13	1	7	1	1	 	 	 	 
50076	3	14	1	8	2	1	 	 	 	 
50076	4	15	1	8	4	1	 	 	 	 
50077	1	12	1	8	1	1	4	3	303	154
50077	2	13	1	9	1	0	4	3	303	1420
50077	3	14	1	10	1	1	 	 	 	 
50077	4	15	1	11	4	0	4	3	303	1404
50078	1	11	1	4	1	1	4	3	303	153
50078	2	12	1	5	1	1	 	 	 	 
50078	3	13	1	6	1	1	 	 	 	 
50078	4	14	1	7	4	1	 	 	 	 
50079	1	11	1	6	1	1	4	3	303	153
50079	2	12	1	7	1	0	4	3	303	154
50079	3	13	1	8	1	1	 	 	 	 
50079	4	14	1	9	4	0	4	3	303	1420
50081	1	11	1	5	2	1	4	3	303	154
50081	2	12	1	5	3	1	 	 	 	 
50081	3	13	1	5	1	1	 	 	 	 
50081	4	14	1	6	4	1	 	 	 	 
50082	1	12	0	 	 	 	 	 	 	 
50082	2	13	0	 	 	 	 	 	 	 
50082	3	14	0	 	 	 	 	 	 	 
50082	4	15	1	1	4	0	4	3	303	154
50083	1	12	1	3	1	1	4	3	303	153
50083	2	13	1	4	1	1	 	 	 	 
50083	3	14	1	5	1	1	 	 	 	 
50083	4	15	1	6	4	1	 	 	 	 
50084	1	11	1	2	1	1	4	3	303	153
50084	2	12	1	3	1	1	 	 	 	 
50084	3	13	1	4	1	1	 	 	 	 
50084	4	14	1	5	4	1	 	 	 	 
50085	1	12	1	7	1	1	4	3	303	154
50085	2	13	1	8	1	1	 	 	 	 
50085	3	14	1	9	1	0	4	3	303	154
50085	4	15	1	10	4	1	 	 	 	 
50086	1	12	1	3	1	1	4	3	303	154
50086	2	13	1	4	3	1	 	 	 	 
50086	3	14	1	4	1	1	 	 	 	 
50086	4	15	1	5	4	1	 	 	 	 
50087	1	12	1	1	1	1	4	3	303	153
50087	2	13	1	2	3	1	 	 	 	 
50087	3	14	1	2	1	1	 	 	 	 
50087	4	15	1	3	4	1	 	 	 	 
50088	1	12	1	5	2	1	4	3	303	154
50088	2	13	1	5	1	1	 	 	 	 
50088	3	14	1	6	1	1	 	 	 	 
50088	4	15	1	7	4	1	 	 	 	 
50089	1	12	1	8	2	1	4	3	303	154
50089	2	13	1	8	1	1	 	 	 	 
50089	3	14	1	9	1	1	 	 	 	 
50089	4	15	1	10	4	1	 	 	 	 
50090	1	12	1	4	1	1	4	3	303	153
50090	2	13	1	5	1	1	 	 	 	 
50090	3	14	1	6	1	1	 	 	 	 
50090	4	15	1	7	4	1	 	 	 	 
50091	1	12	1	1	1	1	4	3	303	154
50091	2	13	1	2	1	1	 	 	 	 
50091	3	14	1	3	1	1	 	 	 	 
50091	4	15	1	4	4	1	 	 	 	 
50092	1	12	1	5	3	1	4	3	303	154
50092	2	13	0	 	 	 	 	 	 	 
50092	3	14	1	5	1	1	 	 	 	 
50092	4	15	1	6	4	1	 	 	 	 
50093	1	12	1	6	2	1	4	3	303	154
50093	2	13	1	6	1	1	 	 	 	 
50093	3	14	0	 	 	 	 	 	 	 
50093	4	15	1	7	4	1	 	 	 	 
50094	1	12	1	6	1	1	4	3	303	153
50094	2	13	1	7	1	0	4	3	303	154
50094	3	14	1	7	1	1	 	 	 	 
50094	4	15	1	9	1	0	4	3	303	154
50095	1	12	1	5	1	1	4	3	303	154
50095	2	13	1	6	1	1	 	 	 	 
50095	3	14	1	7	1	1	 	 	 	 
50095	4	15	1	8	4	1	 	 	 	 
50096	1	12	1	3	1	1	4	3	303	154
50096	2	13	1	4	1	1	 	 	 	 
50096	3	14	1	5	1	1	 	 	 	 
50096	4	15	1	6	4	1	 	 	 	 
50097	1	11	0	 	 	 	 	 	 	 
50097	2	12	0	 	 	 	 	 	 	 
50097	3	13	0	 	 	 	 	 	 	 
50097	4	14	1	29	77	0	3	3	303	1265
50098	1	12	1	6	1	1	4	3	303	154
50098	2	13	1	7	1	1	 	 	 	 
50098	3	14	1	8	1	1	 	 	 	 
50098	4	15	1	9	4	0	4	3	303	1420
50099	1	12	0	 	 	 	 	 	 	 
50099	2	13	1	1	1	1	 	 	 	 
50099	3	14	1	2	1	1	 	 	 	 
50099	4	15	1	3	4	1	 	 	 	 
50100	1	11	1	4	1	1	4	3	303	153
50100	2	12	1	5	1	1	 	 	 	 
50100	3	13	1	6	1	1	 	 	 	 
50100	4	14	1	7	4	1	 	 	 	 
60002	1	12	0	 	 	 	 	 	 	 
60002	2	13	1	3	1	0	4	3	302	174
60002	3	14	1	4	1	1	 	 	 	 
60002	4	15	1	5	4	0	4	3	302	138
60003	1	12	0	 	 	 	 	 	 	 
60003	2	13	1	1	1	0	4	3	302	145
60003	3	14	0	 	 	 	 	 	 	 
60003	4	15	0	 	 	 	 	 	 	 
60004	1	12	1	6	1	1	4	3	302	542
60004	2	13	1	7	1	1	 	 	 	 
60004	3	14	1	8	3	1	 	 	 	 
60004	4	15	1	8	4	1	 	 	 	 
60007	1	12	1	1	1	0	4	3	302	145
60007	2	13	1	2	1	1	 	 	 	 
60007	3	14	1	3	1	1	 	 	 	 
60007	4	15	1	4	4	1	 	 	 	 
60008	1	11	1	4	1	1	4	3	302	174
60008	2	12	1	5	1	0	4	3	302	138
60008	3	13	1	6	1	1	 	 	 	 
60008	4	14	1	7	4	1	 	 	 	 
60009	1	11	1	3	1	1	4	3	302	174
60009	2	12	1	4	1	1	 	 	 	 
60009	3	13	1	5	1	0	4	3	302	138
60009	4	14	1	6	4	1	 	 	 	 
60010	1	14	1	3	1	1	4	3	302	174
60010	2	13	1	4	1	1	 	 	 	 
60010	3	14	1	5	1	0	4	3	302	138
60010	4	15	1	6	4	1	 	 	 	 
60011	1	11	1	2	1	1	4	3	302	142
60011	2	12	1	3	1	1	 	 	 	 
60011	3	13	1	4	1	1	 	 	 	 
60011	4	14	1	5	4	1	 	 	 	 
60012	1	12	1	3	1	1	4	3	302	174
60012	2	13	1	4	1	1	 	 	 	 
60012	3	14	1	5	1	0	4	3	302	542
60012	4	15	1	6	4	1	 	 	 	 
60013	1	12	1	2	1	1	4	3	302	168
60013	2	13	0	 	 	 	 	 	 	 
60013	3	14	0	 	 	 	 	 	 	 
60013	4	15	1	3	4	1	 	 	 	 
60014	1	12	1	1	1	1	4	3	302	136
60014	2	13	1	2	1	1	 	 	 	 
60014	3	14	1	3	1	1	 	 	 	 
60014	4	15	1	4	4	1	 	 	 	 
60016	1	11	1	3	1	1	4	3	302	257
60016	2	12	1	4	1	1	 	 	 	 
60016	3	13	1	5	1	1	 	 	 	 
60016	4	14	1	6	4	1	 	 	 	 
60017	1	11	1	3	3	1	4	3	302	1691
60017	2	12	1	3	3	1	 	 	 	 
60017	3	13	1	3	1	1	 	 	 	 
60017	4	14	1	4	4	1	 	 	 	 
60018	1	11	0	 	 	 	 	 	 	 
60018	2	12	1	1	1	0	4	3	302	1692
60018	3	13	1	2	1	1	 	 	 	 
60018	4	14	1	3	4	1	 	 	 	 
60019	1	11	1	2	1	1	4	3	302	175
60019	2	12	1	3	1	1	 	 	 	 
60019	3	13	1	4	1	1	 	 	 	 
60019	4	14	1	5	4	0	4	3	302	138
60020	1	11	1	1	3	1	4	3	302	175
60020	2	12	0	 	 	 	 	 	 	 
60020	3	13	1	1	1	0	4	3	302	138
60020	4	14	1	2	1	0	4	3	302	1692
60021	1	12	1	3	1	1	4	3	302	257
60021	2	13	1	4	1	1	 	 	 	 
60021	3	14	1	5	1	1	 	 	 	 
60021	4	15	1	6	4	1	 	 	 	 
60022	1	12	1	2	1	1	4	3	302	168
60022	2	13	1	3	1	1	 	 	 	 
60022	3	14	1	4	1	1	 	 	 	 
60022	4	15	1	5	4	1	 	 	 	 
60023	1	11	1	1	1	1	4	3	302	1693
60023	2	12	1	2	1	1	 	 	 	 
60023	3	13	1	3	1	1	 	 	 	 
60023	4	14	1	4	4	1	 	 	 	 
60024	1	12	0	 	 	 	 	 	 	 
60024	2	13	0	 	 	 	 	 	 	 
60024	3	14	0	 	 	 	 	 	 	 
60024	4	15	0	 	 	 	 	 	 	 
60025	1	12	1	5	1	1	4	3	302	138
60025	2	13	1	5	1	1	 	 	 	 
60025	3	14	1	6	1	1	 	 	 	 
60025	4	15	1	7	4	1	 	 	 	 
60026	1	12	0	 	 	 	 	 	 	 
60026	2	13	0	 	 	 	 	 	 	 
60026	3	14	1	2	3	1	 	 	 	 
60026	4	15	1	2	4	1	 	 	 	 
60027	1	12	1	3	1	1	4	3	302	138
60027	2	13	1	4	1	1	 	 	 	 
60027	3	14	1	5	1	1	 	 	 	 
60027	4	15	1	6	4	1	 	 	 	 
60028	1	12	1	2	1	1	4	3	302	138
60028	2	13	1	3	1	1	 	 	 	 
60028	3	14	1	4	1	1	 	 	 	 
60028	4	15	1	5	4	1	 	 	 	 
60029	1	12	0	 	 	 	 	 	 	 
60029	2	13	0	 	 	 	 	 	 	 
60029	3	14	0	 	 	 	 	 	 	 
60029	4	15	0	 	 	 	 	 	 	 
60030	1	11	1	1	1	0	4	3	302	175
60030	2	12	0	 	 	 	 	 	 	 
60030	3	13	1	1	1	0	4	3	302	138
60030	4	14	1	2	4	1	 	 	 	 
60031	1	12	0	 	 	 	 	 	 	 
60031	2	13	0	 	 	 	 	 	 	 
60031	3	14	1	1	3	1	 	 	 	 
60031	4	15	1	1	4	1	 	 	 	 
60032	1	12	0	 	 	 	 	 	 	 
60032	2	13	1	3	1	0	4	3	302	138
60032	3	14	1	4	1	1	 	 	 	 
60032	4	15	1	5	4	1	 	 	 	 
60033	1	 	 	 	 	 	 	 	 	 
60033	2	 	 	 	 	 	 	 	 	 
60033	3	 	 	 	 	 	 	 	 	 
60033	4	 	 	 	 	 	 	 	 	 
60034	1	11	1	2	1	1	4	3	302	175
60034	2	12	1	3	1	1	 	 	 	 
60034	3	13	1	4	1	1	 	 	 	 
60034	4	14	1	5	4	0	4	3	302	138
60035	1	12	1	3	1	1	4	3	302	542
60035	2	13	1	4	1	1	 	 	 	 
60035	3	14	1	5	1	1	 	 	 	 
60035	4	15	1	6	4	1	 	 	 	 
60037	1	12	1	2	1	1	4	3	302	138
60037	2	13	1	3	1	1	 	 	 	 
60037	3	14	1	4	1	1	 	 	 	 
60037	4	15	1	5	4	1	 	 	 	 
60038	1	12	1	2	1	1	4	3	302	144
60038	2	13	1	3	1	1	 	 	 	 
60038	3	14	1	4	1	1	 	 	 	 
60038	4	15	1	5	4	0	4	3	302	138
60039	1	12	1	3	1	1	4	3	302	138
60039	2	13	1	4	1	1	 	 	 	 
60039	3	14	1	5	1	1	 	 	 	 
60039	4	15	1	6	4	1	 	 	 	 
60040	1	12	1	4	1	1	4	3	302	138
60040	2	13	1	5	1	1	 	 	 	 
60040	3	14	1	6	1	1	 	 	 	 
60040	4	15	1	7	4	1	 	 	 	 
60041	1	12	1	5	1	1	4	3	302	138
60041	2	13	1	6	1	1	 	 	 	 
60041	3	14	1	7	1	1	 	 	 	 
60041	4	15	1	8	4	1	 	 	 	 
60042	1	12	1	3	1	1	4	3	302	1694
60042	2	13	1	4	1	1	 	 	 	 
60042	3	14	1	5	1	0	4	3	302	1695
60042	4	15	1	6	4	1	 	 	 	 
60043	1	11	1	2	1	0	4	3	302	257
60043	2	12	1	3	1	1	 	 	 	 
60043	3	13	1	4	1	1	 	 	 	 
60043	4	14	1	5	4	1	 	 	 	 
60045	1	12	1	3	1	1	4	3	302	542
60045	2	13	1	4	1	1	 	 	 	 
60045	3	14	1	5	1	1	 	 	 	 
60045	4	15	1	6	4	1	 	 	 	 
60046	1	12	1	2	1	1	4	3	302	138
60046	2	13	1	3	1	1	 	 	 	 
60046	3	14	1	4	1	1	 	 	 	 
60046	4	15	1	5	4	1	 	 	 	 
60047	1	12	1	3	1	1	4	3	302	542
60047	2	13	1	4	1	1	 	 	 	 
60047	3	14	0	 	 	 	 	 	 	 
60047	4	15	0	 	 	 	 	 	 	 
60048	1	12	1	2	1	1	4	3	302	138
60048	2	13	1	3	1	1	 	 	 	 
60048	3	14	1	4	1	1	 	 	 	 
60048	4	15	1	5	4	1	 	 	 	 
60049	1	12	1	2	1	1	4	3	302	138
60049	2	13	1	3	1	1	 	 	 	 
60049	3	14	1	4	1	1	 	 	 	 
60049	4	15	1	5	4	1	 	 	 	 
60050	1	12	1	4	1	1	4	3	302	138
60050	2	13	0	 	 	 	 	 	 	 
60050	3	14	1	4	3	0	4	3	302	1696
60050	4	15	1	5	4	1	 	 	 	 
60051	1	12	1	2	1	1	4	3	302	142
60051	2	13	1	3	1	1	 	 	 	 
60051	3	14	1	4	1	1	 	 	 	 
60051	4	15	1	5	4	1	 	 	 	 
60054	1	11	1	3	1	1	4	3	302	174
60054	2	12	1	4	1	1	 	 	 	 
60054	3	13	1	5	1	0	4	3	302	136
60054	4	14	1	6	4	1	 	 	 	 
60055	1	11	1	4	1	1	4	3	302	174
60055	2	12	1	5	1	0	4	3	302	136
60055	3	13	1	6	1	1	 	 	 	 
60055	4	14	1	7	4	1	 	 	 	 
60056	1	12	0	 	 	 	 	 	 	 
60056	2	13	0	 	 	 	 	 	 	 
60056	3	14	1	5	1	0	4	3	302	136
60056	4	15	1	6	4	1	 	 	 	 
60058	1	12	1	3	1	1	4	3	302	1697
60058	2	13	1	4	1	1	 	 	 	 
60058	3	14	1	5	1	0	4	3	301	136
60058	4	15	1	6	4	1	 	 	 	 
60059	1	12	0	 	 	 	 	 	 	 
60059	2	13	1	1	1	0	4	3	302	174
60059	3	14	1	2	1	1	 	 	 	 
60059	4	15	1	3	4	1	 	 	 	 
60060	1	12	1	5	1	1	4	3	302	136
60060	2	13	1	6	1	1	 	 	 	 
60060	3	14	1	7	1	1	 	 	 	 
60060	4	15	1	8	4	1	 	 	 	 
60061	1	12	1	3	2	1	4	3	302	142
60061	2	13	1	3	2	1	 	 	 	 
60061	3	14	1	3	2	1	 	 	 	 
60061	4	15	1	3	4	1	 	 	 	 
60062	1	12	1	5	1	1	4	3	302	136
60062	2	13	1	6	1	1	 	 	 	 
60062	3	14	1	7	1	1	 	 	 	 
60062	4	15	1	8	4	1	 	 	 	 
60063	1	12	1	2	1	1	4	3	302	136
60063	2	13	1	3	1	1	 	 	 	 
60063	3	14	1	4	1	1	 	 	 	 
60063	4	15	1	5	4	1	 	 	 	 
60064	1	11	1	2	1	1	4	3	302	174
60064	2	12	1	3	1	1	 	 	 	 
60064	3	13	1	4	1	1	 	 	 	 
60064	4	14	1	5	4	0	4	3	302	138
60065	1	12	0	 	 	 	 	 	 	 
60065	2	13	1	1	1	0	4	3	302	174
60065	3	14	1	2	1	1	 	 	 	 
60065	4	15	1	3	4	1	 	 	 	 
60066	1	12	1	2	1	1	4	3	302	142
60066	2	13	1	3	3	1	 	 	 	 
60066	3	14	1	3	1	1	 	 	 	 
60066	4	15	1	4	4	1	 	 	 	 
60067	1	11	1	1	3	0	4	3	302	174
60067	2	12	0	 	 	 	 	 	 	 
60067	3	13	0	 	 	 	 	 	 	 
60067	4	14	1	1	4	0	4	3	302	136
60068	1	12	1	5	1	1	4	3	302	168
60068	2	13	1	6	1	1	 	 	 	 
60068	3	14	1	7	1	1	 	 	 	 
60068	4	15	1	8	4	1	 	 	 	 
60071	1	12	1	2	1	1	4	3	302	174
60071	2	13	1	3	1	1	 	 	 	 
60071	3	14	1	4	1	1	 	 	 	 
60071	4	15	1	5	4	0	4	3	302	136
60072	1	12	1	5	1	1	4	3	302	168
60072	2	13	1	6	1	1	 	 	 	 
60072	3	14	1	7	1	1	 	 	 	 
60072	4	15	1	8	4	1	 	 	 	 
60073	1	12	0	 	 	 	 	 	 	 
60073	2	13	0	 	 	 	 	 	 	 
60073	3	14	0	 	 	 	 	 	 	 
60073	4	15	0	 	 	 	 	 	 	 
60074	1	11	1	1	3	1	4	3	302	174
60074	2	12	1	1	1	0	4	3	302	138
60074	3	13	1	2	1	1	 	 	 	 
60074	4	14	1	3	4	1	 	 	 	 
60075	1	11	1	4	1	1	4	3	302	142
60075	2	12	1	5	1	1	 	 	 	 
60075	3	13	1	6	1	1	 	 	 	 
60075	4	14	1	7	4	0	4	3	302	138
60076	1	12	1	4	1	1	4	3	302	142
60076	2	13	1	5	1	1	 	 	 	 
60076	3	14	1	6	1	1	 	 	 	 
60076	4	15	1	7	4	1	 	 	 	 
60077	1	11	1	2	1	1	4	3	302	168
60077	2	12	1	3	1	1	 	 	 	 
60077	3	13	1	4	1	1	 	 	 	 
60077	4	14	1	5	4	1	 	 	 	 
60078	1	12	1	5	1	1	4	3	302	142
60078	2	13	1	6	1	1	 	 	 	 
60078	3	14	1	7	1	1	 	 	 	 
60078	4	15	1	8	4	1	 	 	 	 
60080	1	12	1	7	1	1	4	3	302	142
60080	2	13	1	8	1	1	 	 	 	 
60080	3	14	1	9	1	0	4	3	302	139
60080	4	15	1	10	4	1	 	 	 	 
60081	1	12	1	4	1	1	4	3	302	142
60081	2	13	1	5	1	1	 	 	 	 
60081	3	14	1	6	1	1	 	 	 	 
60081	4	15	1	7	4	1	 	 	 	 
60082	1	12	1	6	1	1	4	3	302	826
60082	2	13	1	7	1	0	4	3	302	142
60082	3	14	1	8	1	1	 	 	 	 
60082	4	15	1	9	4	0	4	3	302	139
60083	1	11	1	4	1	1	4	3	302	142
60083	2	12	1	5	1	1	 	 	 	 
60083	3	13	1	6	1	1	 	 	 	 
60083	4	14	1	7	4	1	 	 	 	 
60084	1	11	0	 	 	 	 	 	 	 
60084	2	12	1	1	1	1	 	 	 	 
60084	3	13	1	2	1	1	 	 	 	 
60084	4	14	1	3	4	1	 	 	 	 
60085	1	12	1	3	1	1	4	3	302	142
60085	2	13	1	4	1	1	 	 	 	 
60085	3	14	1	5	1	1	 	 	 	 
60085	4	15	1	6	4	1	 	 	 	 
60086	1	12	1	1	3	1	4	3	302	142
60086	2	13	1	1	3	1	 	 	 	 
60086	3	14	1	1	1	1	 	 	 	 
60086	4	15	1	2	4	1	 	 	 	 
60087	1	12	1	2	1	1	4	3	302	142
60087	2	13	1	3	1	1	 	 	 	 
60087	3	14	1	4	1	1	 	 	 	 
60087	4	15	1	5	4	1	 	 	 	 
60088	1	12	1	3	1	1	4	3	302	142
60088	2	13	1	4	1	1	 	 	 	 
60088	3	14	1	5	1	1	 	 	 	 
60088	4	15	1	6	4	1	 	 	 	 
60089	1	12	1	4	2	1	4	3	302	155
60089	2	13	1	4	1	1	 	 	 	 
60089	3	14	1	5	1	0	4	3	302	1698
60089	4	15	1	6	4	1	 	 	 	 
60091	1	12	1	3	1	1	4	3	302	142
60091	2	13	0	 	 	 	 	 	 	 
60091	3	14	1	4	1	1	 	 	 	 
60091	4	15	1	5	1	1	 	 	 	 
60092	1	12	1	3	1	1	4	3	302	168
60092	2	13	1	4	3	1	 	 	 	 
60092	3	14	0	 	 	 	 	 	 	 
60092	4	15	0	 	 	 	 	 	 	 
60093	1	12	1	3	1	1	4	3	302	142
60093	2	13	1	4	1	1	 	 	 	 
60093	3	14	1	5	1	1	 	 	 	 
60093	4	15	1	6	4	1	 	 	 	 
60094	1	12	1	1	1	1	4	3	302	168
60094	2	13	1	2	1	1	 	 	 	 
60094	3	14	1	3	1	1	 	 	 	 
60094	4	15	1	4	4	0	4	3	302	142
60095	1	11	1	3	1	1	4	3	302	136
60095	2	12	1	4	1	1	 	 	 	 
60095	3	13	1	5	1	1	 	 	 	 
60095	4	14	1	6	4	1	 	 	 	 
60096	1	12	1	4	1	1	4	3	301	1699
60096	2	13	1	5	1	1	 	 	 	 
60096	3	14	1	6	1	1	 	 	 	 
60096	4	15	1	7	4	1	 	 	 	 
60097	1	12	1	3	2	1	4	3	302	168
60097	2	13	0	 	 	 	 	 	 	 
60097	3	14	0	 	 	 	 	 	 	 
60097	4	15	0	 	 	 	 	 	 	 
60098	1	12	1	4	1	1	4	3	302	168
60098	2	13	1	5	1	1	 	 	 	 
60098	3	14	1	6	1	1	 	 	 	 
60098	4	15	1	7	4	1	 	 	 	 
60100	1	11	1	3	1	1	4	3	302	168
60100	2	12	1	3	2	1	 	 	 	 
60100	3	13	1	4	1	0	4	3	301	1700
60100	4	14	1	5	4	1	 	 	 	 
70001	1	12	1	5	1	1	4	3	302	189
70001	2	13	1	6	1	1	 	 	 	 
70001	3	14	1	7	1	1	 	 	 	 
70001	4	15	1	8	4	1	 	 	 	 
70002	1	12	1	5	1	1	4	3	302	189
70002	2	13	1	6	1	1	 	 	 	 
70002	3	14	1	7	1	1	 	 	 	 
70002	4	15	1	8	4	1	 	 	 	 
70003	1	11	1	6	1	1	4	3	302	189
70003	2	12	1	7	1	1	 	 	 	 
70003	3	13	1	8	1	1	 	 	 	 
70003	4	14	1	9	4	1	 	 	 	 
70004	1	12	1	6	1	1	4	3	302	189
70004	2	13	1	7	1	1	 	 	 	 
70004	3	14	1	8	1	1	 	 	 	 
70004	4	15	1	9	4	0	4	3	302	172
70005	1	12	1	6	1	1	4	3	302	189
70005	2	13	1	7	1	1	 	 	 	 
70005	3	14	1	8	1	1	 	 	 	 
70005	4	15	1	9	4	0	4	3	302	172
70006	1	12	1	7	1	1	4	3	302	189
70006	2	12	1	8	1	1	 	 	 	 
70006	3	13	1	9	1	0	4	3	302	492
70006	4	14	1	10	4	1	 	 	 	 
70007	1	11	1	5	1	1	4	3	302	189
70007	2	12	1	6	1	1	 	 	 	 
70007	3	13	1	7	1	1	 	 	 	 
70007	4	14	1	8	4	1	 	 	 	 
70008	1	12	1	5	1	1	4	3	302	189
70008	2	13	1	6	1	1	 	 	 	 
70008	3	14	1	7	1	1	 	 	 	 
70008	4	15	1	8	4	1	 	 	 	 
70009	1	12	1	2	1	1	4	3	302	493
70009	2	13	1	3	1	1	 	 	 	 
70009	3	14	1	4	1	1	 	 	 	 
70009	4	15	1	5	4	1	 	 	 	 
70010	1	11	1	5	1	1	4	3	302	189
70010	2	12	1	6	1	1	 	 	 	 
70010	3	13	1	7	1	1	 	 	 	 
70010	4	14	1	8	4	1	 	 	 	 
70011	1	12	1	5	3	0	4	3	302	493
70011	2	13	1	5	1	1	 	 	 	 
70011	3	14	1	6	1	1	 	 	 	 
70011	4	15	1	7	4	1	 	 	 	 
70012	1	11	1	5	1	1	4	3	302	189
70012	2	12	1	6	1	1	 	 	 	 
70012	3	13	1	7	1	1	 	 	 	 
70012	4	14	1	8	4	1	 	 	 	 
70013	1	11	1	5	1	1	4	3	302	189
70013	2	12	1	6	1	1	 	 	 	 
70013	3	13	1	7	1	1	 	 	 	 
70013	4	14	1	8	4	1	 	 	 	 
70014	1	11	1	5	1	1	4	3	302	189
70014	2	12	1	6	1	1	 	 	 	 
70014	3	13	1	7	1	1	 	 	 	 
70014	4	14	1	8	4	1	 	 	 	 
70015	1	11	1	4	1	1	4	3	302	189
70015	2	12	1	5	1	1	 	 	 	 
70015	3	13	1	6	1	1	 	 	 	 
70015	4	14	1	7	4	1	 	 	 	 
70016	1	12	1	4	1	1	4	3	302	189
70016	2	13	1	5	1	1	 	 	 	 
70016	3	14	1	6	1	1	 	 	 	 
70016	4	15	1	7	4	1	 	 	 	 
70017	1	12	1	5	1	1	4	3	302	189
70017	2	13	1	6	1	1	 	 	 	 
70017	3	14	1	7	1	1	 	 	 	 
70017	4	15	1	8	4	1	 	 	 	 
70018	1	12	1	5	1	1	4	3	302	189
70018	2	13	1	6	1	1	 	 	 	 
70018	3	14	1	7	1	1	 	 	 	 
70018	4	15	1	8	4	1	 	 	 	 
70019	1	11	1	1	1	1	4	3	302	189
70019	2	12	1	2	1	1	 	 	 	 
