PLACEID	RSID	MODULE	SECTION	SECTION2	SECTION3	AGERES	SEXRES	INFCASTE	CAPAC	LIVRES
IN041	42	1	5	 	 	23	1	4	8	1
IN042	1	1	1	2	4	35	1	3	8	35
IN042	2	1	1	2	3	50	2	3	1	38
IN042	3	1	1	2	3	29	2	3	6	11
IN042	4	1	1	2	4	29	1	3	8	4
IN042	5	1	3	4	 	35	1	1	8	35
IN042	6	1	3	4	 	69	1	3	8	69
IN042	7	1	1	3	5	35	2	4	8	35
IN042	8	1	1	3	5	45	1	3	8	45
IN042	9	1	1	3	5	40	1	4	8	40
IN042	10	1	1	3	4	32	2	4	6	12
IN042	11	1	1	2	 	40	2	3	1	25
IN042	12	1	3	4	 	21	1	3	8	22
IN042	13	1	2	4	5	21	1	3	8	22
IN042	14	1	3	4	 	35	1	3	8	35
IN042	15	1	1	 	 	50	1	4	9	3
IN042	16	1	1	2	 	40	2	3	3	23
IN042	17	1	1	2	 	26	2	3	4	26
IN042	18	2	1	2	5	28	2	1	4	28
IN042	19	2	1	2	 	40	2	1	7	40
IN042	20	2	1	2	 	42	1	1	7	42
IN042	21	2	3	5	 	49	1	4	4	1
IN042	22	2	3	 	 	36	1	1	4	6
IN042	23	2	3	 	 	35	1	4	4	3
IN042	24	2	3	 	 	54	1	4	4	1
IN042	25	2	3	 	 	49	1	4	4	5
IN042	26	2	3	 	 	55	1	4	4	4
IN042	27	2	4	 	 	47	1	4	3	13
IN042	28	2	4	 	 	34	2	4	3	1
IN042	29	2	3	4	 	40	1	1	7	40
IN042	30	2	4	5	 	29	2	3	6	11
IN042	31	2	4	5	 	29	1	3	2	29
IN042	32	1	5	 	 	63	1	4	8	63
IN042	33	1	5	 	 	40	1	4	8	10
IN042	34	1	5	 	 	42	1	4	8	25
IN042	35	1	5	 	 	18	1	4	8	10
IN042	36	1	5	 	 	16	1	4	8	16
IN042	37	1	5	 	 	23	1	4	8	1
IN042	38	1	5	 	 	38	1	4	8	15
IN042	39	1	5	 	 	32	2	4	8	18
IN042	40	1	5	 	 	40	1	2	8	1
IN043	1	1	1	2	4	50	1	3	1	50
IN043	2	1	1	2	4	40	1	3	1	40
IN043	3	1	2	3	4	27	1	1	7	27
IN043	4	1	2	3	4	28	1	4	7	28
IN043	5	1	2	3	4	29	1	4	8	29
IN043	6	1	1	2	5	40	1	3	8	40
IN043	7	1	5	 	 	47	1	3	3	10
IN043	8	1	5	 	 	46	1	3	8	23
IN043	9	1	5	 	 	25	2	4	3	8
IN043	10	1	3	4	5	27	2	3	6	8
IN043	11	2	4	5	 	45	2	3	3	23
IN043	12	2	4	5	 	27	1	4	8	27
IN043	13	2	3	4	 	48	1	2	4	1
IN043	14	2	3	 	 	31	1	1	4	1
IN043	15	2	3	 	 	45	2	3	4	1
IN043	16	2	4	 	 	38	2	4	3	8
IN043	17	2	4	 	 	28	1	4	3	5
IN043	18	2	2	 	 	30	2	3	4	15
IN043	19	2	1	2	 	35	2	3	8	35
IN043	20	2	1	3	5	41	1	4	8	41
IN043	21	2	1	4	5	22	1	4	3	22
IN043	22	1	3	5	 	20	1	4	8	20
IN043	23	1	1	4	 	35	1	1	8	35
IN043	24	1	1	5	 	40	1	1	8	40
IN043	25	2	1	5	 	28	1	4	7	28
IN043	26	2	1	3	5	56	1	4	7	56
IN043	27	1	5	 	 	20	1	3	8	20
IN043	28	1	5	 	 	21	1	3	8	21
IN043	29	1	5	 	 	20	1	3	8	20
IN043	30	1	5	 	 	35	1	3	8	35
IN043	31	1	5	 	 	38	1	4	8	38
IN043	32	1	5	 	 	35	1	3	8	35
IN043	33	1	5	 	 	35	2	3	8	35
IN043	34	1	5	 	 	28	1	1	8	28
IN043	35	1	5	 	 	35	2	4	8	35
IN043	36	1	5	 	 	40	1	3	8	40
IN043	37	1	5	 	 	38	1	4	8	38
IN044	1	1	1	2	 	32	1	4	1	32
IN044	2	1	1	 	 	60	1	4	9	5
IN044	3	1	1	 	 	35	1	1	7	35
IN044	4	1	1	2	 	35	1	3	1	35
IN044	5	1	2	 	 	28	1	3	8	28
IN044	6	1	3	 	 	40	1	3	8	40
IN044	7	1	3	 	 	35	1	4	8	35
IN044	8	1	3	 	 	45	1	1	8	45
IN044	9	1	3	 	 	40	1	1	8	40
IN044	10	1	4	 	 	42	1	3	8	42
IN044	11	1	4	 	 	26	1	3	8	26
IN044	12	1	4	 	 	47	1	3	2	47
IN044	13	1	4	 	 	53	1	4	8	53
IN044	14	2	1	2	4	28	2	3	4	28
IN044	15	2	1	2	4	40	2	3	4	40
IN044	16	2	1	2	4	38	2	3	7	15
IN044	17	2	3	 	 	25	2	4	4	25
IN044	18	2	3	 	 	29	2	1	4	4
IN044	19	2	3	5	 	23	1	4	4	1
IN044	20	2	3	5	 	49	1	3	4	7
IN044	21	2	3	5	 	24	1	1	4	1
IN044	22	2	3	5	 	48	1	3	4	7
IN044	23	1	5	 	 	36	1	4	8	36
IN044	24	1	5	 	 	32	1	4	8	32
IN044	25	1	5	 	 	30	1	3	8	30
IN044	26	2	4	 	 	45	1	4	3	4
IN044	27	2	4	 	 	44	2	3	3	1
IN044	28	1	5	 	 	20	1	3	8	20
IN044	29	1	5	 	 	21	1	3	8	21
IN044	30	1	5	 	 	20	1	3	8	20
IN044	31	1	5	 	 	35	1	3	8	35
IN044	32	1	5	 	 	38	1	4	8	38
IN044	33	1	5	 	 	35	1	3	8	35
IN044	34	1	5	 	 	35	2	3	8	35
IN044	35	1	5	 	 	28	1	1	8	28
IN044	36	1	5	 	 	35	2	4	8	35
IN044	37	1	5	 	 	40	1	3	8	40
IN044	38	1	5	 	 	38	1	4	8	38
IN045	1	1	1	2	3	42	1	3	1	42
IN045	2	1	1	2	3	30	1	1	7	30
IN045	3	1	1	2	5	40	1	3	8	40
IN045	4	1	1	5	 	30	2	3	1	9
IN045	5	1	1	 	 	35	1	3	8	35
IN045	6	1	4	 	 	29	1	3	8	29
IN045	7	1	4	 	 	24	1	3	8	24
IN045	8	1	4	 	 	28	1	3	8	28
IN045	9	1	4	 	 	35	1	3	8	35
IN045	10	1	2	4	 	32	1	3	8	32
IN045	11	1	3	 	 	25	1	1	8	26
IN045	12	1	3	 	 	26	1	3	8	26
IN045	13	1	4	 	 	25	2	3	8	25
IN045	14	2	2	5	 	26	2	3	4	7
IN045	15	2	2	 	 	30	2	3	8	10
IN045	16	1	3	 	 	28	2	3	8	10
IN045	17	1	3	 	 	40	1	4	8	40
IN045	18	1	3	 	 	34	1	4	8	34
IN045	19	2	1	3	 	28	1	3	4	1
IN045	20	2	1	3	 	28	1	3	4	1
IN045	21	1	1	3	 	35	1	3	9	3
IN045	22	1	5	 	 	20	1	3	8	20
IN045	23	1	5	 	 	21	1	3	8	21
IN045	24	1	5	 	 	20	1	3	8	20
IN045	25	1	5	 	 	35	1	3	8	35
IN045	26	1	5	 	 	38	1	4	8	38
IN045	27	1	5	 	 	35	1	3	8	35
IN045	28	1	5	 	 	35	2	3	8	35
IN045	29	1	5	 	 	28	1	1	8	28
IN045	30	1	5	 	 	35	2	4	8	35
IN045	31	1	5	 	 	40	1	3	8	40
IN045	32	1	5	 	 	38	1	4	8	38
IN045	33	2	1	4	5	34	1	4	8	34
IN045	34	2	2	3	5	28	2	3	8	10
IN045	35	2	4	 	 	28	1	4	3	5
IN045	36	2	4	 	 	38	2	4	3	8
IN046	1	1	1	2	3	49	1	3	1	49
IN046	2	1	1	 	 	31	1	1	7	31
IN046	3	1	1	 	 	21	1	3	7	21
IN046	4	1	2	 	 	31	1	1	7	31
IN046	5	1	2	 	 	24	1	3	8	24
IN046	6	1	3	4	 	42	1	1	8	42
IN046	7	1	3	4	 	21	1	4	7	21
IN046	8	1	3	4	 	35	2	1	6	12
IN046	9	1	5	 	 	30	2	4	8	10
IN046	10	1	5	 	 	35	1	4	8	35
IN046	11	1	5	 	 	24	1	4	8	24
IN046	12	1	5	 	 	38	2	3	8	20
IN046	13	2	1	2	4	30	2	4	4	10
IN046	14	2	2	 	 	20	2	3	4	20
IN046	15	2	2	4	 	24	2	3	6	5
IN046	16	1	4	5	 	26	1	3	8	26
IN046	17	2	1	2	4	32	1	3	7	32
IN046	18	2	1	2	4	24	2	3	6	3
IN046	19	1	4	 	 	25	1	4	8	25
IN046	20	2	3	 	 	29	2	3	4	1
IN046	21	2	3	5	 	23	2	1	4	1
IN046	22	2	3	 	 	25	2	3	4	1
IN046	23	2	3	 	 	28	2	2	4	1
IN046	24	2	5	 	 	26	1	4	4	1
IN046	25	2	5	 	 	29	2	4	4	3
IN046	26	2	4	 	 	28	1	3	3	5
IN046	27	2	4	 	 	35	2	3	3	4
IN046	28	2	4	 	 	38	2	4	3	8
IN046	29	1	5	 	 	20	1	3	8	20
IN046	30	1	5	 	 	21	1	3	8	21
IN046	31	1	5	 	 	20	1	3	8	20
IN046	32	1	5	 	 	35	1	3	8	35
IN046	33	1	5	 	 	38	1	4	8	38
IN046	34	1	5	 	 	35	1	3	8	35
IN046	35	1	5	 	 	35	2	3	8	35
IN046	36	1	5	 	 	28	1	1	8	28
IN046	37	1	5	 	 	35	2	4	8	35
IN046	38	1	5	 	 	40	1	3	8	40
IN046	39	1	5	 	 	38	1	4	8	38
IN047	1	1	1	2	3	32	1	3	1	32
IN047	2	1	1	2	5	50	1	4	8	50
IN047	3	1	1	4	5	46	2	4	6	25
IN047	4	1	2	4	5	30	2	4	8	12
IN047	5	1	2	5	3	45	1	4	8	4
IN047	6	1	3	5	4	45	2	4	6	10
IN047	7	1	5	4	3	48	1	4	1	8
IN047	8	1	3	4	2	55	1	4	1	55
IN047	9	1	3	5	2	45	1	4	8	10
IN047	10	1	2	3	4	55	1	4	8	55
IN047	11	1	5	3	2	31	1	4	8	18
IN047	12	2	3	 	 	56	2	4	4	6
IN047	13	2	3	 	 	34	1	4	4	3
IN047	14	2	3	 	 	38	1	4	4	1
IN047	15	2	3	2	 	58	1	3	4	25
IN047	16	2	3	2	 	52	1	4	4	15
IN047	17	2	4	2	 	48	1	4	8	5
IN047	18	2	2	5	4	21	2	1	6	6
IN047	19	2	2	5	3	23	2	1	6	5
IN047	20	2	2	5	3	40	2	1	6	20
IN047	21	2	2	3	5	26	2	4	4	9
IN047	22	2	2	3	4	30	2	1	6	17
IN048	1	2	1	2	 	29	2	1	7	29
IN048	2	2	1	2	 	34	2	1	7	29
IN048	3	2	2	1	 	40	2	3	4	18
IN048	4	2	2	 	 	49	2	3	4	15
IN048	5	2	1	2	 	21	2	1	7	21
IN048	6	2	2	 	 	40	2	1	7	25
IN048	7	2	2	 	 	25	2	1	7	13
IN048	8	2	3	 	 	48	1	1	4	48
IN048	9	2	3	5	 	32	1	3	4	6
IN048	10	2	3	 	 	40	2	3	6	25
IN048	11	2	3	5	 	30	2	1	6	13
IN048	12	2	3	4	 	31	2	1	6	14
IN048	13	2	3	5	 	28	2	1	6	12
IN048	14	2	3	 	 	35	1	1	7	35
IN048	15	1	1	3	4	33	1	1	8	25
IN048	16	1	1	2	3	40	1	1	8	40
IN048	17	1	1	5	4	58	1	3	8	48
IN048	18	1	2	3	4	36	1	1	8	36
IN048	19	1	5	2	3	31	1	1	7	31
IN048	20	2	3	 	 	53	2	4	4	5
IN048	21	2	3	 	 	39	2	3	4	5
IN048	22	2	4	 	 	46	2	4	6	23
IN048	23	2	4	 	 	51	2	4	6	24
IN048	24	1	5	 	 	36	1	1	8	36
IN049	1	2	3	1	5	39	2	4	4	9
IN049	2	2	3	4	2	65	2	4	4	22
IN049	3	2	3	1	2	35	2	3	6	19
IN049	4	2	3	4	5	20	2	3	6	6
IN049	5	2	3	1	2	25	2	3	6	9
IN049	6	2	3	1	4	58	2	4	6	42
IN049	7	2	3	1	5	28	2	1	6	14
IN049	8	2	3	1	2	32	2	3	6	15
IN049	9	1	5	4	3	29	2	4	6	12
IN049	10	1	1	2	3	30	1	4	7	10
IN049	11	1	4	1	5	40	1	3	7	6
IN049	12	1	2	3	4	25	1	3	7	4
IN049	13	1	2	3	5	38	1	3	7	12
IN049	14	2	1	2	3	60	1	4	7	22
IN049	15	2	1	2	4	31	1	3	4	15
IN049	16	1	3	4	5	36	1	3	7	10
IN049	17	2	3	1	4	42	1	3	4	6
IN049	18	2	2	3	4	50	2	4	8	4
IN049	19	1	1	3	 	55	1	1	7	5
IN049	20	1	2	3	5	35	1	1	7	35
IN049	21	1	3	5	 	35	1	1	7	35
IN049	22	1	4	5	 	25	1	1	7	25
IN049	23	1	4	5	 	28	1	1	7	28
IN049	24	1	2	4	 	25	1	1	7	25
IN049	25	1	3	2	5	25	1	1	7	25
IN049	26	2	4	2	3	28	2	3	3	3
IN049	27	2	4	2	3	23	2	3	3	4
IN049	28	2	4	2	 	30	2	1	3	2
IN049	29	2	4	2	 	22	2	4	3	3
IN049	30	2	4	2	 	63	1	3	8	4
IN049	31	2	3	 	 	54	2	3	4	3
IN050	1	1	1	2	5	29	1	4	7	29
IN050	2	1	1	2	5	34	1	4	7	34
IN050	3	1	1	2	5	57	1	4	7	57
IN050	4	1	1	5	 	45	1	4	7	45
IN050	5	1	1	2	5	65	1	3	7	65
IN050	6	1	1	3	4	60	1	4	7	60
IN050	7	1	2	4	5	76	1	4	7	76
IN050	8	1	2	3	4	55	1	3	7	55
IN050	9	1	1	2	 	58	1	3	7	58
IN050	10	1	1	2	3	60	1	4	8	60
IN050	11	1	2	3	4	60	1	4	7	60
IN050	12	1	4	5	3	23	1	3	8	23
IN050	13	1	5	4	3	55	1	4	7	55
IN050	14	1	2	3	4	40	1	4	7	40
IN050	15	1	3	4	5	34	1	4	4	1
IN050	16	1	3	4	5	45	1	4	4	4
IN050	17	2	3	1	5	40	1	4	4	5
IN050	18	2	3	1	5	50	1	4	4	15
IN050	19	2	2	1	4	25	2	3	4	9
IN050	20	2	4	1	2	52	1	4	8	32
IN050	21	2	2	4	5	49	2	1	8	9
IN050	22	2	2	3	4	45	1	4	4	4
IN050	23	2	5	4	3	55	1	4	8	7
IN051	1	1	1	5	 	60	1	1	1	60
IN051	2	1	1	3	5	25	2	1	4	19
IN051	3	1	2	3	5	50	1	1	7	50
IN051	4	1	2	1	 	32	1	1	7	32
IN051	5	1	3	5	 	50	2	1	6	35
IN051	6	2	1	3	4	41	1	1	4	5
IN051	7	2	3	2	1	30	2	3	4	10
IN051	8	2	1	2	3	45	2	3	8	30
IN051	9	2	3	 	 	55	1	3	4	4
IN051	10	1	3	4	2	35	1	3	1	35
IN051	11	1	4	5	 	50	1	3	7	50
IN051	12	2	3	4	 	40	1	3	7	40
IN051	13	2	4	5	 	42	1	3	7	42
IN051	14	1	2	4	5	31	1	3	7	31
IN051	15	1	3	4	5	50	2	3	7	30
IN051	16	1	5	4	 	40	1	3	7	40
IN051	17	2	2	5	 	28	2	3	6	13
IN051	18	2	4	 	 	45	1	4	8	45
IN052	1	1	1	2	4	45	1	1	1	45
IN052	2	2	2	 	 	45	2	3	6	22
IN052	3	2	2	 	 	23	2	3	8	5
IN052	4	2	2	5	 	23	2	4	4	23
IN052	5	2	2	3	4	35	1	3	7	35
IN052	6	2	1	5	 	34	1	4	4	34
IN052	7	2	1	5	 	62	1	4	4	62
IN052	8	2	3	4	 	49	1	4	4	1
IN052	9	2	3	 	 	39	1	2	4	4
IN052	10	2	3	5	 	45	1	3	7	20
IN052	11	2	3	4	 	35	1	4	7	25
IN052	12	1	1	3	 	46	1	4	9	46
IN052	13	1	1	2	5	55	1	1	1	55
IN052	14	1	1	5	 	31	1	4	6	31
IN052	15	1	1	3	5	35	1	4	9	2
IN052	16	1	2	5	 	23	1	1	7	23
IN052	17	1	3	4	 	39	1	4	7	39
IN052	18	1	1	4	 	36	1	4	7	36
IN052	19	1	5	 	 	40	1	1	8	8
IN052	20	1	5	 	 	35	1	4	8	10
IN052	21	1	5	 	 	50	1	4	8	50
IN052	22	2	4	 	 	44	1	4	3	18
IN052	23	2	4	 	 	63	1	4	3	5
IN052	24	2	4	 	 	60	1	4	3	5
IN052	25	2	4	 	 	56	1	4	3	5
IN052	26	1	5	 	 	45	1	3	8	5
IN052	27	1	5	 	 	40	1	3	8	5
IN052	28	1	5	 	 	40	2	1	8	40
IN052	29	1	5	 	 	45	2	3	8	45
IN052	30	1	5	 	 	40	1	4	8	40
IN052	31	2	4	1	 	36	1	4	7	36
IN053	1	1	1	2	 	40	1	4	7	40
IN053	2	1	1	2	 	38	1	4	7	38
IN053	3	2	1	3	 	38	1	4	4	38
IN053	4	1	2	4	 	44	1	1	7	44
IN053	5	1	3	 	 	40	1	1	7	40
IN053	6	1	4	 	 	45	2	1	6	30
IN053	7	1	1	 	 	42	1	1	7	42
IN053	8	2	1	2	5	62	1	1	7	62
IN053	9	2	2	3	4	26	2	4	4	8
IN053	10	2	3	5	 	41	1	3	4	5
IN053	11	2	3	4	 	58	1	3	4	5
IN053	12	1	3	 	 	45	2	1	6	22
IN053	13	1	3	4	 	32	2	4	1	16
IN053	14	2	5	 	 	42	1	4	8	42
IN053	15	2	4	 	 	48	1	4	8	3
IN054	1	1	1	2	3	24	2	3	1	24
IN054	2	2	2	5	1	25	2	3	4	4
IN054	3	2	2	4	 	44	2	3	6	26
IN054	4	1	3	3	4	33	1	3	4	4
IN054	5	1	3	3	5	46	1	3	4	1
IN054	6	1	3	4	5	32	1	3	7	32
IN054	7	2	3	4	 	32	1	3	7	32
IN054	8	2	3	4	 	25	2	3	6	9
IN054	9	1	1	2	4	27	1	3	7	27
IN054	10	1	2	3	5	24	1	3	7	24
IN054	11	1	1	2	3	50	1	3	7	50
IN054	12	1	1	2	4	48	1	3	7	48
IN054	13	1	1	3	4	35	1	3	7	35
IN054	14	1	3	5	 	40	1	3	7	40
IN054	15	1	3	4	5	20	1	3	7	20
IN054	16	1	2	3	4	55	1	3	7	55
IN054	17	2	2	 	 	24	2	3	6	5
IN054	18	2	2	 	 	23	2	4	6	4
IN054	19	2	4	 	 	42	1	4	3	4
IN054	20	2	4	 	 	35	2	4	3	4
IN054	21	2	4	 	 	30	2	3	3	4
IN054	22	2	3	 	 	53	1	4	4	1
IN054	23	2	3	 	 	31	1	3	1	1
IN054	24	1	5	 	 	30	1	3	8	2
IN054	25	2	2	3	1	33	1	3	4	4
IN054	26	2	2	3	5	46	1	3	4	1
IN054	27	2	5	 	 	32	1	3	7	32
IN055	1	1	1	2	 	58	1	4	8	58
IN055	2	1	1	2	3	50	1	4	8	50
IN055	3	1	1	3	4	30	1	3	8	30
IN055	4	1	1	3	4	26	2	3	8	8
IN055	5	1	1	2	3	45	2	3	8	33
IN055	6	1	2	4	5	62	2	3	8	54
IN055	7	1	4	5	3	49	2	4	8	31
IN055	8	2	3	1	 	42	2	4	4	27
IN055	9	2	3	1	 	22	2	4	6	6
IN055	10	1	1	2	5	26	2	4	6	8
IN055	11	1	1	2	5	23	2	4	6	5
IN055	12	2	2	3	 	24	2	4	6	6
IN055	13	2	3	4	 	27	2	4	6	9
IN055	14	2	3	4	5	28	2	4	6	10
IN055	15	2	2	3	 	26	2	4	6	8
IN055	16	2	3	4	 	44	1	3	4	4
IN055	17	2	3	4	 	30	1	3	4	5
IN055	18	2	3	5	 	28	2	4	4	5
IN055	19	2	2	5	 	26	2	2	4	10
IN055	20	2	1	5	 	42	2	2	4	10
IN055	21	2	3	2	 	30	1	4	8	30
IN055	22	2	3	4	 	24	2	2	6	6
IN055	23	2	3	4	 	28	2	2	6	10
IN055	24	2	2	3	 	30	2	4	6	13
IN055	25	2	3	1	 	39	2	1	4	1
IN055	26	2	3	1	5	39	2	1	4	1
IN055	27	2	4	 	 	39	1	2	8	5
IN055	28	2	4	 	 	19	2	3	3	19
IN055	29	1	1	3	4	30	1	3	1	30
IN056	1	1	2	4	5	50	1	4	7	50
IN056	2	1	1	2	4	65	1	4	7	65
IN056	3	1	1	2	3	30	1	4	7	30
IN056	4	1	1	2	4	25	1	4	7	25
IN056	5	1	1	4	5	23	1	1	4	23
IN056	6	1	1	2	5	46	1	4	7	46
IN056	7	1	1	2	3	35	2	4	1	35
IN056	8	1	1	2	3	25	1	4	1	25
IN056	9	1	1	2	3	41	1	4	9	5
IN056	10	1	1	4	5	58	1	4	7	58
IN056	11	1	1	4	5	30	1	4	8	30
IN056	12	2	2	 	 	28	2	4	4	9
IN056	13	2	2	 	 	52	2	4	4	52
IN056	14	2	2	 	 	23	2	4	6	23
IN056	15	2	2	 	 	25	2	4	6	4
IN056	16	2	2	 	 	23	2	4	6	5
IN056	17	2	2	 	 	23	2	4	6	3
IN056	18	2	3	 	 	28	2	1	4	1
IN056	19	2	3	 	 	30	1	1	4	30
IN056	20	2	3	 	 	37	1	1	4	1
IN056	21	2	3	 	 	30	1	3	4	4
IN056	22	2	3	5	 	35	1	4	7	35
IN056	23	2	3	5	 	42	1	1	7	42
IN056	24	2	3	 	 	35	1	4	4	35
IN056	25	2	3	 	 	28	1	3	4	6
IN056	26	2	3	 	 	30	2	4	4	8
IN056	27	2	3	5	 	46	1	4	7	46
IN056	28	2	4	 	 	32	2	4	8	9
IN056	29	2	4	 	 	35	1	4	8	9
IN056	30	2	1	4	5	25	1	4	7	25
IN056	31	2	1	4	5	30	1	4	7	30
IN056	32	2	1	4	5	46	1	4	1	35
IN056	33	2	1	4	5	25	1	4	1	25
IN056	34	2	5	 	 	41	1	4	9	5
IN057	1	1	1	2	3	52	1	4	2	52
IN057	2	1	1	3	5	33	1	4	7	33
IN057	3	1	2	3	5	45	1	1	8	45
IN057	4	1	1	3	5	33	1	4	8	33
IN057	5	2	4	 	 	53	1	4	3	29
IN057	6	2	3	1	 	29	2	2	4	1
IN057	7	2	3	1	 	30	2	1	4	1
IN057	8	2	3	2	 	34	2	1	6	15
IN057	9	2	2	1	 	45	2	1	5	26
IN057	10	2	2	 	 	25	2	1	4	6
IN057	11	2	3	5	 	27	1	1	4	1
IN057	12	2	5	 	 	35	1	3	4	1
IN057	13	1	5	 	 	42	1	4	8	4
IN057	14	1	5	 	 	40	1	3	8	2
IN057	15	2	5	 	 	52	1	4	2	52
IN057	16	2	4	 	 	33	1	4	7	33
IN057	17	2	4	 	 	45	1	1	8	45
IN057	18	2	 	 	 	33	1	4	8	33
IN057	19	1	2	5	 	45	2	1	5	26
IN057	20	1	3	5	 	27	1	1	4	1
IN058	1	1	1	3	5	45	2	1	1	25
IN058	2	2	3	1	5	25	2	1	4	1
IN058	3	2	3	2	 	36	2	1	8	7
IN058	4	2	3	2	 	40	2	1	6	20
IN058	5	2	3	 	 	40	2	1	6	20
IN058	6	2	3	5	 	23	2	1	6	7
IN058	7	2	3	5	 	36	1	1	4	4
IN058	8	2	3	 	 	31	1	3	4	3
IN058	9	2	2	 	 	25	2	4	4	1
IN058	10	2	1	 	 	40	2	1	1	27
IN058	11	2	1	4	 	47	2	1	8	33
IN058	12	1	3	4	5	37	2	1	8	18
IN058	13	1	1	2	3	35	1	4	1	35
IN058	14	1	2	3	5	34	1	4	7	34
IN058	15	1	2	5	 	26	1	3	8	26
IN058	16	1	1	3	4	65	1	4	7	65
IN058	17	1	3	4	 	40	1	3	4	6
IN058	18	1	5	 	 	40	1	3	8	8
IN058	19	1	5	 	 	34	2	3	8	3
IN058	20	1	5	 	 	28	1	1	8	2
IN058	21	2	1	 	 	40	1	3	4	6
IN058	22	2	4	 	 	34	1	4	8	5
IN059	1	1	 	 	 	23	2	3	77	7
IN059	2	1	 	 	 	40	2	3	77	25
IN059	3	1	 	 	 	38	1	3	77	38
IN059	4	2	 	 	 	52	1	3	77	52
IN059	5	 	 	 	 	45	1	4	77	45
IN059	6	 	 	 	 	52	1	4	77	52
IN059	7	 	 	 	 	23	1	3	77	23
IN060	1	1	1	2	3	50	1	4	7	50
IN060	2	2	1	4	5	60	1	3	7	60
IN060	3	1	1	2	5	25	1	4	7	25
IN060	4	1	1	2	3	30	1	4	7	30
IN060	5	1	2	3	5	35	1	4	7	35
IN060	6	1	2	3	5	65	1	4	7	65
IN060	7	1	2	3	5	60	1	4	7	60
IN060	8	1	2	3	4	60	1	4	7	60
IN060	9	1	1	3	5	62	1	4	7	62
IN060	10	1	1	2	3	50	1	4	7	50
IN060	11	1	2	3	4	70	1	4	7	70
IN060	12	1	2	3	5	30	2	4	8	30
IN060	13	1	2	4	5	25	2	4	8	25
IN060	14	1	2	3	5	60	2	4	8	60
IN060	15	1	2	3	4	29	2	4	8	29
IN060	16	1	2	3	4	27	2	4	8	27
IN060	17	1	2	3	5	35	2	3	8	20
IN060	18	1	2	3	5	55	2	3	8	55
IN060	19	1	2	3	5	33	2	4	8	33
IN060	20	1	2	3	5	25	2	4	8	25
IN061	1	1	1	2	3	37	1	3	9	2
IN061	2	1	1	2	3	80	1	4	8	80
IN061	3	1	1	2	 	25	2	4	4	6
IN061	4	1	1	2	3	61	1	3	8	61
IN061	5	1	2	3	4	38	2	1	6	22
IN061	6	1	2	3	5	50	1	2	8	50
IN061	7	1	2	3	4	29	1	3	8	29
IN061	8	1	1	3	4	50	1	1	8	50
IN061	9	1	2	3	4	25	1	1	8	25
IN061	10	1	5	4	3	37	1	4	8	37
IN061	11	1	5	1	4	26	1	2	8	26
IN061	12	1	5	 	 	42	1	4	8	42
IN061	13	1	5	 	 	36	1	4	8	36
IN061	14	1	5	 	 	41	1	3	8	31
IN061	15	1	5	 	 	32	1	3	8	32
IN061	16	1	5	 	 	38	1	3	8	38
IN061	17	1	5	 	 	43	1	3	8	43
IN061	18	1	3	4	 	39	2	1	8	24
IN061	19	2	1	2	5	25	2	4	4	5
IN061	20	2	1	2	4	35	2	3	8	20
IN061	21	2	1	2	3	35	2	1	8	21
IN061	22	2	1	3	5	28	1	2	4	28
IN061	23	2	2	3	5	35	2	2	6	20
IN061	24	2	1	3	5	30	1	2	8	30
IN061	25	2	3	 	 	42	1	4	4	4
IN061	26	2	4	 	 	38	1	3	3	38
IN061	27	2	1	4	5	45	2	2	6	20
IN062	1	1	1	2	3	45	2	3	1	30
IN062	2	1	1	2	3	31	1	4	4	31
IN062	3	1	1	3	4	42	1	3	8	42
IN062	4	1	2	3	4	36	1	1	8	36
IN062	5	1	1	3	4	50	1	1	8	50
IN062	6	1	1	2	3	38	2	1	6	20
IN062	7	1	3	4	 	35	2	3	6	20
IN062	8	1	2	3	4	36	1	3	8	36
IN062	9	2	1	4	 	32	2	3	4	16
IN062	10	2	1	2	 	40	2	3	4	22
IN062	11	2	2	5	 	25	2	3	8	13
IN062	12	2	2	4	5	30	2	3	8	16
IN062	13	1	1	2	3	36	1	1	2	36
IN062	14	2	3	 	 	45	1	4	8	45
IN062	15	2	1	3	 	38	1	1	4	5
IN062	16	2	3	4	 	35	1	3	8	20
IN062	17	1	5	 	 	55	1	3	8	55
IN062	18	1	5	 	 	36	2	4	8	20
IN062	19	1	5	 	 	42	1	4	8	42
IN062	20	1	5	 	 	35	1	4	8	35
IN062	21	1	5	 	 	31	1	3	8	31
IN062	22	1	5	 	 	32	1	3	8	32
IN062	23	1	5	 	 	38	1	3	8	38
IN062	24	1	5	 	 	43	1	3	8	43
IN062	25	2	4	 	 	38	1	3	3	38
IN062	26	2	3	 	 	57	1	3	4	5
IN062	27	2	1	4	5	31	1	4	4	31
IN063	1	1	1	2	3	39	1	3	1	33
IN063	2	1	1	2	3	36	1	4	9	1
IN063	3	1	1	3	4	50	2	4	6	40
IN063	4	1	1	2	3	29	2	3	4	29
IN063	5	1	1	2	4	48	1	3	8	48
IN063	6	1	2	3	4	40	1	1	8	40
IN063	7	1	2	3	4	33	1	3	8	33
IN063	8	1	1	2	3	23	1	1	1	23
IN063	9	2	3	 	 	51	1	3	4	1
IN063	10	1	5	 	 	50	1	4	8	50
IN063	11	1	5	 	 	25	1	3	8	25
IN063	12	1	5	 	 	42	1	4	8	42
