PLACEID	RSID	MODULE	SECTION	SECTION2	SECTION3	AGERES	SEXRES	INFCASTE	CAPAC	LIVRES
IN023	3	2	3	1	 	48	1	4	4	3
IN023	4	2	3	1	 	45	1	3	2	45
IN023	5	2	3	1	 	38	1	3	2	38
IN023	6	2	3	1	 	40	1	3	2	40
IN023	7	1	1	4	5	60	1	3	2	60
IN023	8	1	1	4	5	65	1	3	2	65
IN023	9	1	1	4	5	43	1	3	2	43
IN023	10	1	5	 	 	52	1	4	2	52
IN023	11	1	5	 	 	54	1	4	2	54
IN023	12	1	1	4	 	50	1	3	2	50
IN023	13	1	1	4	5	40	2	3	6	35
IN023	14	1	1	4	5	35	2	3	6	17
IN023	15	2	2	4	5	25	2	3	4	7
IN023	16	2	2	1	5	34	2	3	2	17
IN023	17	2	2	4	5	29	2	3	6	10
IN023	18	2	2	4	5	30	2	3	6	12
IN023	19	1	2	3	 	47	1	3	9	5
IN023	20	1	2	3	 	56	2	2	1	40
IN023	21	1	2	3	 	47	1	3	2	47
IN023	22	1	5	 	 	27	1	4	2	27
IN023	23	1	5	 	 	35	1	3	2	40
IN023	24	1	5	 	 	36	1	4	2	36
IN023	25	2	2	 	 	30	2	3	6	12
IN023	26	2	2	 	 	29	2	3	6	10
IN023	27	2	2	 	 	26	2	3	6	6
IN024	1	1	1	2	3	35	1	4	1	35
IN024	2	1	1	2	3	60	1	3	2	45
IN024	3	1	1	2	3	35	1	4	2	35
IN024	4	1	3	4	 	43	2	4	2	4
IN024	5	1	2	3	4	29	2	4	6	15
IN024	6	1	3	4	 	33	2	3	6	33
IN024	7	1	1	3	4	32	2	4	4	10
IN024	8	1	2	3	5	66	1	4	2	5
IN024	9	1	1	2	3	26	1	4	7	26
IN024	10	1	1	2	4	30	1	4	2	30
IN024	11	1	5	 	 	23	1	4	8	23
IN024	12	1	5	 	 	36	2	4	8	20
IN024	13	1	5	 	 	33	1	4	8	15
IN024	14	1	5	 	 	41	1	4	8	30
IN024	15	1	5	 	 	27	1	4	8	5
IN024	16	1	5	 	 	24	1	3	8	18
IN024	17	1	5	 	 	35	1	3	8	14
IN024	18	1	5	 	 	30	1	3	8	10
IN024	19	2	1	3	5	35	1	4	1	35
IN024	20	2	1	2	5	28	2	4	4	12
IN024	21	2	1	3	5	50	1	4	4	5
IN024	22	2	1	3	5	25	1	3	4	3
IN024	23	2	2	3	4	40	1	4	2	20
IN024	24	2	2	3	4	36	1	4	2	20
IN024	25	2	3	5	 	42	1	3	4	10
IN024	26	2	2	3	5	35	2	4	6	15
IN024	27	2	4	5	 	26	2	4	3	26
IN024	28	2	4	 	 	26	2	3	3	26
IN024	29	2	3	4	5	27	2	3	2	8
IN025	1	1	4	 	 	65	1	4	8	65
IN025	2	2	2	 	 	35	2	3	8	15
IN025	3	2	3	1	 	41	1	3	8	4
IN025	4	2	3	1	 	36	1	3	8	36
IN025	5	2	3	1	 	48	1	4	8	48
IN025	6	1	1	2	3	38	2	3	1	18
IN025	7	1	1	2	3	48	1	3	8	48
IN025	8	1	1	2	3	35	1	3	8	35
IN025	9	1	1	2	5	35	1	3	8	35
IN025	10	1	5	4	 	49	1	3	8	49
IN025	11	2	5	 	 	32	2	3	6	13
IN025	12	2	5	 	 	36	2	3	6	36
IN025	13	1	5	4	 	40	2	3	8	20
IN025	14	2	5	 	 	38	2	3	6	18
IN025	15	2	2	 	 	32	2	3	8	1
IN025	16	2	2	 	 	24	2	4	8	24
IN025	17	2	2	 	 	27	2	3	8	8
IN025	18	2	2	 	 	27	2	3	8	5
IN025	19	2	4	 	 	26	2	4	8	26
IN025	20	2	4	 	 	26	2	3	8	26
IN025	21	2	4	 	 	23	2	4	8	1
IN025	22	1	5	 	 	43	1	4	8	48
IN025	23	1	5	 	 	32	1	3	8	32
IN025	24	1	5	 	 	26	2	4	8	26
IN026	1	2	2	 	 	25	2	4	8	7
IN026	2	2	3	1	 	29	2	4	8	5
IN026	3	2	3	1	 	38	2	3	8	3
IN026	4	2	3	1	 	32	1	4	8	32
IN026	5	2	3	 	 	28	1	4	8	28
IN026	6	1	5	4	3	42	1	3	8	42
IN026	7	2	2	 	 	35	2	4	6	15
IN026	8	2	2	5	 	32	2	3	6	 
IN026	9	1	2	5	 	40	2	3	6	22
IN026	10	1	1	2	3	50	1	3	1	50
IN026	11	1	1	 	 	33	1	3	1	13
IN026	12	2	4	 	 	52	1	4	8	52
IN026	13	1	4	3	 	38	1	4	8	35
IN026	14	1	4	5	 	53	1	4	2	4
IN026	15	1	4	 	 	45	1	4	8	45
IN026	16	2	5	 	 	31	1	4	8	31
IN026	17	2	4	 	 	28	1	4	8	28
IN026	18	2	5	 	 	70	1	4	8	70
IN026	19	1	5	 	 	20	1	4	8	20
IN026	20	1	5	 	 	45	1	4	8	45
IN026	21	1	5	 	 	32	1	4	8	32
IN026	22	2	4	 	 	38	2	3	8	32
IN026	23	1	1	2	3	45	1	4	8	45
IN026	24	2	4	 	 	38	2	3	3	6
IN027	1	1	1	2	3	45	1	2	1	45
IN027	2	1	1	2	3	35	1	2	1	35
IN027	3	1	1	2	4	50	2	2	1	50
IN027	4	1	1	2	3	52	1	2	1	52
IN027	5	1	1	2	3	42	1	2	9	5
IN027	6	1	1	2	4	35	1	2	7	35
IN027	7	1	1	4	5	30	2	2	3	30
IN027	8	1	3	4	 	35	1	2	2	35
IN027	9	1	2	 	 	42	1	4	8	7
IN027	10	1	2	4	5	25	1	2	2	25
IN027	11	1	2	4	5	26	1	2	2	26
IN027	12	1	3	4	5	40	2	2	6	25
IN027	13	1	2	3	4	25	2	2	6	25
IN027	14	1	2	3	5	27	2	2	6	8
IN027	15	1	5	 	 	35	1	4	8	2
IN027	16	1	5	 	 	25	1	4	8	2
IN027	17	1	5	 	 	30	1	4	8	3
IN027	18	1	5	 	 	56	1	4	8	1
IN027	19	1	5	 	 	35	2	4	8	2
IN027	20	1	5	 	 	26	1	4	8	3
IN027	21	2	1	3	5	45	1	2	1	2
IN027	22	2	1	3	4	52	1	2	1	52
IN027	23	2	1	4	5	50	2	2	1	50
IN027	24	2	1	4	5	30	2	2	3	30
IN027	25	2	1	2	5	40	2	2	6	25
IN027	26	2	2	3	4	29	2	2	4	10
IN027	27	2	2	3	5	26	2	2	2	26
IN027	28	2	4	 	 	35	2	2	3	5
IN027	29	2	4	 	 	53	1	3	3	10
IN027	30	2	4	5	 	46	2	3	3	1
IN027	31	2	3	5	 	26	1	2	4	5
IN027	32	2	3	 	 	26	1	2	4	5
IN027	33	2	3	 	 	52	1	3	4	12
IN027	34	2	5	 	 	42	1	2	9	5
IN028	1	1	1	2	3	50	1	2	1	22
IN028	2	1	1	3	 	 	1	2	9	5
IN028	3	1	2	3	 	25	1	2	2	25
IN028	4	1	2	3	 	45	2	2	6	45
IN028	5	1	2	3	 	23	2	2	6	3
IN028	6	1	2	3	 	35	2	2	2	20
IN028	7	1	1	2	3	22	2	2	6	22
IN028	8	1	1	4	 	23	1	2	2	23
IN028	9	1	1	4	 	40	1	2	2	40
IN028	10	1	1	2	3	30	1	4	2	6
IN028	11	1	5	 	 	46	1	4	8	30
IN028	12	1	2	3	 	28	2	2	8	13
IN028	13	1	5	 	 	35	1	4	8	35
IN028	14	1	5	 	 	31	1	4	8	31
IN028	15	1	5	 	 	32	1	4	8	32
IN028	16	1	5	 	 	34	1	4	8	34
IN028	17	1	5	 	 	32	1	4	8	32
IN028	18	1	5	 	 	35	2	3	8	15
IN028	19	1	5	 	 	40	1	4	8	20
IN028	20	1	5	 	 	28	1	3	8	28
IN028	21	2	1	2	5	53	2	4	4	23
IN028	22	2	2	3	 	45	2	2	2	45
IN028	23	2	1	3	5	58	1	1	4	6
IN028	24	2	3	5	 	47	1	2	4	3
IN028	25	2	1	3	5	49	1	1	4	2
IN028	26	2	3	5	 	52	1	1	4	2
IN028	27	2	4	5	 	28	1	1	3	1
IN028	28	2	4	5	 	40	2	2	3	40
IN028	29	2	2	4	5	35	2	2	2	20
IN028	30	2	3	4	5	30	1	4	2	6
IN029	1	1	1	2	3	35	1	3	2	35
IN029	2	1	1	2	3	26	1	3	1	26
IN029	3	1	1	2	3	42	1	2	1	42
IN029	4	1	1	3	4	32	2	3	1	12
IN029	5	1	1	3	4	26	1	4	8	26
IN029	6	1	1	2	3	29	2	2	9	3
IN029	7	1	2	3	4	48	2	4	6	48
IN029	8	1	2	3	4	45	2	3	6	25
IN029	9	1	2	4	5	40	2	3	6	15
IN029	10	1	3	4	5	52	1	3	7	52
IN029	11	1	3	4	5	70	1	3	8	70
IN029	12	1	2	3	5	40	1	3	2	40
IN029	13	1	3	4	5	50	1	3	2	50
IN029	14	1	2	3	4	40	2	3	6	20
IN029	15	1	1	3	4	31	1	3	2	31
IN029	16	1	2	3	 	79	1	4	8	55
IN029	17	1	5	 	 	23	1	4	8	3
IN029	18	1	5	 	 	43	1	4	8	10
IN029	19	1	5	 	 	29	1	4	8	29
IN029	20	1	5	 	 	25	1	4	8	6
IN029	21	1	5	 	 	35	2	4	8	2
IN029	22	1	5	 	 	26	1	4	8	3
IN029	23	1	4	5	 	45	1	3	2	45
IN029	24	1	3	4	5	29	2	3	8	14
IN029	25	2	1	4	5	35	1	3	2	35
IN029	26	2	1	3	5	42	1	2	1	42
IN029	27	2	1	2	5	45	2	3	6	25
IN029	28	2	1	5	 	29	2	2	9	3
IN029	29	2	2	4	5	39	2	3	4	10
IN029	30	2	2	3	5	23	2	4	8	7
IN029	31	2	3	5	 	35	1	1	4	4
IN029	32	2	3	5	 	54	1	1	4	4
IN029	33	2	4	 	 	38	2	4	3	12
IN029	34	2	4	 	 	38	1	3	3	3
IN029	35	2	4	 	 	34	2	4	3	10
IN030	1	1	1	2	 	38	1	2	1	35
IN030	2	1	1	2	 	30	1	2	1	30
IN030	3	1	1	2	 	33	1	2	9	3
IN030	4	1	3	 	 	29	2	2	8	12
IN030	5	1	3	4	 	55	1	1	2	55
IN030	6	1	3	4	 	45	1	2	2	45
IN030	7	1	3	 	 	26	1	1	2	26
IN030	8	1	1	2	 	36	2	2	6	20
IN030	9	1	1	3	 	35	2	1	6	20
IN030	10	1	2	 	 	31	2	1	1	10
IN030	11	1	4	 	 	50	2	1	2	30
IN030	12	1	4	 	 	45	2	2	2	30
IN030	13	1	5	 	 	35	1	4	8	35
IN030	14	1	5	 	 	31	1	4	8	31
IN030	15	1	5	 	 	32	1	4	8	32
IN030	16	1	5	 	 	34	1	4	8	34
IN030	17	1	5	 	 	32	1	4	8	32
IN030	18	1	5	 	 	35	2	3	8	15
IN030	19	1	5	 	 	40	1	4	8	20
IN030	20	1	5	 	 	28	1	3	8	28
IN030	21	1	5	 	 	35	1	4	8	35
IN030	22	2	3	5	 	38	1	2	1	38
IN030	23	2	1	2	3	34	2	2	4	19
IN030	24	2	1	2	3	42	1	1	2	42
IN030	25	2	1	3	 	54	1	1	4	4
IN030	26	2	1	3	 	40	2	1	4	3
IN030	27	2	1	3	 	35	1	1	4	4
IN030	28	2	1	3	 	32	1	2	4	1
IN030	29	2	1	5	 	33	1	2	6	3
IN030	30	2	2	3	 	50	2	1	2	30
IN030	31	2	2	3	 	45	2	2	2	30
IN030	32	2	2	3	 	35	2	1	6	20
IN030	33	2	4	5	 	28	1	1	3	1
IN030	34	2	4	5	 	40	2	2	3	40
IN031	1	1	1	2	3	55	1	2	2	55
IN031	2	1	1	2	3	37	1	2	9	4
IN031	3	1	1	2	3	30	1	2	2	30
IN031	4	1	1	2	4	30	1	2	1	30
IN031	5	1	1	2	3	45	2	2	6	30
IN031	6	1	1	2	4	30	2	2	6	15
IN031	7	1	2	3	5	30	2	2	6	12
IN031	8	1	2	4	5	31	2	2	6	15
IN031	9	1	2	3	5	35	1	1	7	35
IN031	10	1	2	3	5	42	1	2	2	42
IN031	11	1	2	3	4	45	1	2	2	45
IN031	12	1	2	3	5	35	1	2	2	10
IN031	13	1	5	 	 	35	2	4	8	15
IN031	14	1	5	 	 	38	2	2	8	20
IN031	15	1	5	 	 	52	1	1	8	15
IN031	16	1	5	 	 	28	1	4	8	28
IN031	17	1	5	 	 	35	1	4	8	10
IN031	18	1	5	 	 	35	2	3	8	10
IN031	19	1	5	 	 	40	1	4	8	10
IN031	20	1	5	 	 	32	1	4	8	5
IN031	21	1	5	 	 	34	1	4	8	7
IN031	22	2	1	2	5	55	1	2	2	55
IN031	23	2	1	5	 	37	1	2	9	4
IN031	24	2	1	3	5	30	1	2	1	1
IN031	25	2	2	4	5	45	2	2	6	30
IN031	26	2	2	4	5	30	2	2	6	15
IN031	27	2	2	5	 	37	2	4	4	10
IN031	28	2	2	3	5	25	2	2	2	5
IN031	29	2	3	5	 	45	2	2	4	8
IN031	30	2	3	 	 	40	1	1	4	10
IN031	31	2	3	5	 	48	1	3	4	3
IN031	32	2	4	5	 	36	2	2	3	5
IN031	33	2	4	5	 	28	1	1	3	1
IN031	34	2	4	 	 	40	2	2	3	40
IN032	1	1	1	2	3	40	1	2	9	40
IN032	2	1	1	2	3	37	1	4	2	37
IN032	3	1	1	2	4	41	1	2	2	40
IN032	4	1	1	2	3	42	1	2	1	42
IN032	5	1	1	3	4	40	2	2	1	25
IN032	6	1	1	2	4	47	1	2	1	47
IN032	7	1	2	3	4	60	1	2	2	60
IN032	8	1	3	4	 	35	1	2	2	35
IN032	9	1	2	3	4	36	2	2	6	36
IN032	10	1	1	2	4	27	2	2	6	15
IN032	11	1	1	2	4	25	2	2	6	10
IN032	12	1	5	 	 	42	1	4	8	18
IN032	13	1	5	 	 	34	1	4	8	10
IN032	14	1	5	 	 	52	1	4	8	20
IN032	15	1	5	 	 	26	1	4	8	3
IN032	16	1	5	 	 	35	1	4	8	4
IN032	17	1	5	 	 	30	1	4	8	30
IN032	18	1	5	 	 	25	1	4	8	2
IN032	19	1	5	 	 	35	2	4	8	1
IN032	20	1	2	3	5	34	2	2	8	1
IN032	21	1	1	3	4	24	2	2	4	3
IN032	22	2	1	3	5	32	1	2	4	1
IN032	23	2	1	3	5	26	1	2	4	5
IN032	24	2	1	2	5	31	2	2	4	6
IN032	25	2	1	2	4	35	2	2	2	1
IN032	26	2	2	3	4	32	2	2	2	15
IN032	27	2	2	3	4	20	2	2	2	1
IN032	28	2	4	5	 	38	1	3	3	3
IN032	29	2	4	5	 	31	2	1	3	3
IN032	30	2	4	5	 	34	2	4	3	4
IN032	31	2	4	 	 	28	2	2	3	10
IN032	32	2	1	3	5	55	1	3	4	2
IN032	33	2	1	3	 	35	1	2	4	2
IN032	34	2	1	5	 	40	1	2	9	40
IN033	1	1	1	2	4	35	1	3	1	35
IN033	2	1	1	2	3	40	1	3	1	40
IN033	3	1	1	3	 	37	2	4	4	2
IN033	4	1	3	4	 	25	1	3	8	20
IN033	5	1	3	 	 	25	2	3	2	10
IN033	6	1	2	3	4	25	2	3	2	10
IN033	7	1	2	3	 	41	1	3	8	25
IN033	8	1	3	 	 	41	1	3	2	41
IN033	9	1	3	4	 	35	1	3	2	35
IN033	10	1	5	 	 	26	1	4	8	26
IN033	11	1	5	 	 	23	1	3	8	23
IN033	12	1	5	 	 	36	1	3	8	36
IN033	13	1	5	 	 	50	1	4	8	50
IN033	14	1	4	 	 	35	1	1	2	35
IN033	15	1	5	 	 	30	1	4	8	30
IN033	16	1	5	 	 	35	1	4	8	35
IN033	17	1	5	 	 	30	2	4	8	30
IN033	18	1	5	 	 	50	1	4	8	50
IN033	19	2	2	 	 	25	2	4	2	10
IN033	20	1	5	 	 	69	1	4	2	69
IN033	21	2	3	 	 	42	1	4	4	23
IN033	22	2	3	 	 	40	1	4	4	10
IN033	23	2	3	 	 	35	1	1	4	5
IN033	24	2	1	2	5	37	2	4	4	2
IN033	25	2	4	 	 	55	1	4	3	5
IN033	26	2	2	4	 	38	2	4	3	5
IN033	27	2	4	 	 	25	2	1	3	3
IN033	28	2	1	 	 	35	1	3	1	35
IN033	29	2	1	5	 	40	1	3	2	40
IN033	30	2	3	 	 	35	1	1	2	35
IN033	31	2	5	 	 	41	1	3	2	41
IN033	32	1	5	 	 	30	2	3	8	5
IN034	1	1	1	2	3	40	1	4	1	40
IN034	2	1	1	2	3	64	1	3	2	64
IN034	3	1	1	3	4	31	2	3	4	31
IN034	4	1	1	3	4	46	1	3	8	20
IN034	5	1	1	2	4	24	1	3	8	5
IN034	6	1	2	3	5	25	1	3	8	25
IN034	7	1	2	3	4	30	1	3	8	30
IN034	8	1	2	3	4	23	2	3	6	5
IN034	9	1	3	4	5	35	2	3	6	3
IN034	10	1	3	4	5	27	2	3	2	5
IN034	11	1	3	4	5	47	1	3	2	20
IN034	12	1	5	 	 	32	1	4	2	2
IN034	13	1	5	 	 	45	1	3	8	45
IN034	14	1	5	 	 	30	2	4	8	5
IN034	15	1	5	 	 	26	1	4	8	26
IN034	16	1	5	 	 	28	1	4	8	28
IN034	17	1	5	 	 	38	1	3	8	38
IN034	18	1	5	 	 	69	1	4	8	69
IN034	19	2	1	2	5	40	1	4	1	40
IN034	20	2	1	2	5	31	2	3	4	31
IN034	21	2	1	3	5	38	1	3	8	30
IN034	22	2	1	2	3	28	2	3	6	8
IN034	23	2	1	2	3	30	1	4	8	20
IN034	24	2	4	5	 	58	1	4	3	5
IN034	25	2	4	5	 	54	1	4	3	7
IN034	26	2	4	5	 	42	1	4	3	8
IN034	27	2	1	2	5	35	2	3	6	23
IN034	28	2	1	4	5	48	1	4	3	20
IN034	29	2	3	5	 	45	2	4	4	20
IN034	30	2	3	5	 	40	2	4	4	18
IN034	31	2	3	5	 	56	1	4	4	1
IN034	32	1	1	 	 	38	1	3	8	10
IN034	33	1	5	 	 	42	1	4	8	10
IN034	34	1	5	 	 	50	1	3	8	20
IN035	1	1	1	2	 	40	1	4	1	40
IN035	2	1	1	3	 	36	1	4	7	36
IN035	3	1	1	3	 	32	1	3	7	32
IN035	4	1	2	4	 	22	1	3	7	22
IN035	5	1	2	3	4	26	1	3	7	26
IN035	6	1	2	4	 	27	1	3	7	27
IN035	7	2	3	5	 	38	1	4	4	7
IN035	8	2	3	5	 	38	1	4	4	5
IN035	9	2	4	 	 	31	1	2	3	4
IN035	10	2	4	 	 	32	1	3	3	2
IN035	11	2	4	 	 	43	1	4	3	5
IN035	12	2	4	 	 	30	2	3	3	7
IN035	13	2	2	1	5	30	2	3	4	8
IN035	14	2	2	1	 	26	2	1	7	6
IN035	15	2	2	3	 	18	1	1	7	18
IN035	16	2	2	 	 	25	1	1	7	25
IN035	17	2	3	 	 	57	1	3	4	6
IN035	18	2	3	 	 	30	1	4	8	2
IN035	19	1	5	 	 	38	1	3	8	38
IN035	20	1	5	 	 	42	1	4	8	16
IN035	21	1	5	 	 	29	1	4	8	29
IN035	22	1	5	 	 	26	1	4	8	6
IN035	23	1	5	 	 	38	1	4	8	16
IN035	24	1	5	 	 	27	1	3	8	14
IN035	25	1	5	 	 	56	1	1	8	42
IN035	26	1	5	 	 	20	2	1	8	20
IN035	27	1	5	 	 	30	1	3	8	30
IN035	28	1	5	 	 	38	1	3	7	38
IN035	29	1	5	 	 	27	1	3	8	27
IN035	30	1	5	 	 	41	1	3	8	41
IN035	31	1	5	 	 	32	1	3	8	7
IN035	32	2	5	4	 	36	1	4	7	36
IN035	33	1	5	 	 	32	1	3	8	20
IN035	34	1	5	 	 	40	1	4	8	6
IN035	35	2	1	4	 	40	1	4	1	40
IN035	36	2	4	 	 	36	1	4	7	36
IN036	1	2	2	4	5	28	2	1	4	28
IN036	2	2	2	4	5	22	2	1	7	7
IN036	3	2	2	3	4	2	1	1	7	15
IN036	4	2	3	 	 	53	1	3	4	1
IN036	5	2	1	3	5	46	1	4	7	43
IN036	6	2	1	3	5	43	1	4	7	43
IN036	7	2	3	4	1	40	1	4	7	40
IN036	8	2	1	3	 	36	1	1	7	36
IN036	9	2	3	 	 	48	1	4	7	48
IN036	10	2	3	 	 	57	1	3	4	6
IN036	11	2	3	 	 	30	1	4	8	2
IN036	12	1	4	 	 	30	1	3	8	 
IN036	13	1	2	4	 	40	2	1	6	25
IN036	14	1	1	3	 	58	1	3	8	58
IN036	15	1	1	3	 	59	1	4	8	58
IN036	16	1	1	2	3	46	1	4	8	46
IN036	17	1	1	3	4	50	1	1	8	50
IN036	18	1	2	3	 	60	1	3	8	60
IN036	19	2	4	 	 	30	2	1	3	11
IN036	20	2	4	 	 	41	2	3	3	14
IN036	21	1	5	 	 	38	1	3	8	38
IN036	22	1	5	 	 	42	1	4	8	16
IN036	23	1	5	 	 	29	1	4	8	29
IN036	24	1	5	 	 	26	1	4	8	6
IN036	25	1	5	 	 	38	1	4	8	16
IN036	26	1	5	 	 	27	1	3	8	4
IN036	27	1	5	 	 	56	1	1	8	42
IN036	28	1	5	 	 	20	2	1	8	20
IN036	29	1	5	 	 	30	1	3	8	30
IN036	30	1	5	 	 	40	1	4	7	40
IN036	31	1	5	 	 	38	1	3	8	38
IN036	32	1	5	 	 	32	1	3	8	20
IN036	33	1	5	 	 	29	1	4	8	29
IN036	34	1	5	 	 	27	1	3	8	4
IN037	1	1	1	 	 	50	2	4	1	33
IN037	2	1	1	3	4	38	2	3	6	23
IN037	3	1	1	3	4	22	2	1	8	4
IN037	4	1	3	4	 	45	1	4	7	45
IN037	5	1	3	 	 	48	1	3	4	5
IN037	6	1	4	 	 	32	1	3	4	1
IN037	7	2	3	 	 	34	1	1	4	8
IN037	8	2	3	 	 	45	1	3	4	1
IN037	9	2	3	 	 	31	2	4	4	1
IN037	10	2	1	2	4	30	2	1	8	12
IN037	11	2	1	2	 	60	2	1	8	50
IN037	12	1	2	 	 	48	1	3	8	48
IN037	13	1	2	 	 	56	1	4	9	56
IN037	14	1	2	 	 	28	1	4	7	28
IN037	15	2	4	 	 	30	2	1	3	11
IN037	16	2	4	 	 	41	2	3	3	14
IN037	17	2	4	 	 	40	1	3	7	6
IN037	18	1	5	 	 	38	1	3	8	38
IN037	19	1	5	 	 	42	1	4	8	16
IN037	20	1	5	 	 	29	1	4	8	29
IN037	21	1	5	 	 	32	1	3	8	20
IN037	22	1	5	 	 	38	1	4	8	16
IN037	23	1	5	 	 	27	1	3	8	4
IN037	24	1	5	 	 	44	2	4	8	44
IN037	25	1	5	 	 	51	1	1	8	42
IN037	26	1	5	 	 	56	1	1	8	56
IN037	27	1	5	 	 	30	1	3	8	30
IN037	28	1	5	 	 	20	2	1	8	20
IN037	29	2	4	5	 	50	2	4	1	33
IN037	30	2	4	5	 	38	2	3	6	23
IN037	31	2	5	4	 	22	2	1	8	4
IN037	32	2	1	 	 	45	1	4	7	45
IN037	33	1	5	 	 	40	1	4	8	40
IN037	34	2	3	 	 	38	2	3	6	23
IN038	1	2	3	1	 	32	1	3	4	32
IN038	2	2	3	 	 	27	1	4	4	4
IN038	3	2	3	 	 	57	1	3	4	5
IN038	4	2	3	 	 	41	1	4	4	5
IN038	5	2	4	 	 	42	2	1	6	22
IN038	6	2	4	 	 	36	2	1	6	20
IN038	7	2	2	1	3	29	2	3	4	29
IN038	8	2	2	1	4	25	1	1	8	25
IN038	9	1	1	2	3	25	1	3	4	25
IN038	10	1	1	4	5	58	2	3	6	58
IN038	11	1	3	4	5	38	1	3	1	38
IN038	12	1	3	4	1	26	1	3	7	26
IN038	13	2	1	5	3	38	1	3	1	38
IN038	14	1	4	2	 	40	1	2	8	40
IN038	15	2	1	2	3	45	2	2	8	30
IN038	16	2	2	3	 	29	2	2	7	11
IN038	17	1	1	2	 	50	2	2	8	35
IN038	18	1	4	5	 	35	1	2	8	35
IN038	19	1	5	 	 	30	1	3	8	30
IN038	20	1	5	 	 	25	1	4	8	15
IN038	21	1	5	 	 	20	2	1	8	20
IN038	22	1	5	 	 	40	1	4	8	6
IN038	23	1	5	 	 	22	1	4	8	2
IN038	24	1	5	 	 	26	1	4	8	6
IN038	25	1	5	 	 	45	2	3	8	6
IN038	26	1	1	2	3	60	1	3	1	60
IN038	27	2	4	 	 	31	1	2	3	4
IN038	28	2	4	 	 	32	1	3	3	2
IN038	29	2	4	 	 	43	1	4	3	5
IN038	30	1	5	 	 	32	1	3	8	20
IN038	31	1	5	 	 	29	1	3	8	29
IN038	32	1	5	 	 	22	2	1	8	22
IN038	33	1	5	 	 	27	1	3	8	14
IN038	34	2	5	 	 	25	1	3	4	25
IN038	35	2	5	4	 	58	2	3	6	58
IN040	1	1	1	2	3	27	1	3	1	27
IN040	2	1	1	2	 	29	1	1	2	29
IN040	3	1	1	4	 	50	1	4	7	50
IN040	4	1	2	3	4	29	1	4	7	29
IN040	5	1	3	4	 	54	1	1	8	54
IN040	6	2	3	 	 	30	1	1	4	5
IN040	7	2	2	1	 	31	2	3	4	20
IN040	8	2	2	1	 	48	2	3	8	30
IN040	9	2	2	1	 	25	2	3	7	9
IN040	10	2	4	 	 	28	1	2	3	1
IN040	11	2	3	5	 	57	1	3	4	7
IN040	12	2	3	5	 	41	1	4	4	4
IN040	13	2	3	5	 	33	1	4	7	33
IN040	14	2	4	 	 	30	1	3	3	4
IN040	15	1	5	 	 	38	1	3	8	38
IN040	16	1	5	 	 	42	1	4	8	16
IN040	17	1	5	 	 	29	1	4	8	29
IN040	18	1	5	 	 	26	1	4	8	6
IN040	19	1	5	 	 	38	1	4	8	16
IN040	20	1	5	 	 	27	1	3	8	14
IN040	21	1	5	 	 	56	1	1	8	42
IN040	22	1	5	 	 	20	2	1	8	20
IN040	23	1	5	 	 	30	1	3	8	30
IN040	24	1	5	 	 	38	1	4	7	38
IN040	25	1	5	 	 	30	1	3	7	30
IN040	26	1	5	 	 	32	1	3	8	20
IN040	27	2	4	 	 	54	1	1	8	54
IN040	28	1	5	 	 	40	1	4	8	40
IN040	29	2	5	 	 	42	2	3	2	42
IN040	30	2	5	 	 	35	2	1	2	16
IN040	31	2	5	 	 	32	2	3	2	32
IN041	1	1	1	2	 	30	1	4	1	14
IN041	2	1	1	2	3	31	1	3	7	31
IN041	3	1	1	2	3	44	1	2	8	44
IN041	4	1	1	2	3	53	1	1	7	53
IN041	5	1	1	2	3	52	1	4	8	52
IN041	6	1	3	4	 	35	1	3	8	35
IN041	7	1	3	4	 	38	1	4	8	38
IN041	8	1	3	4	 	25	1	1	8	25
IN041	9	1	3	4	 	37	1	3	8	37
IN041	10	1	1	2	3	49	1	4	1	49
IN041	11	1	1	2	3	60	1	3	9	60
IN041	12	1	5	 	 	60	1	4	8	60
IN041	13	1	5	 	 	36	1	4	3	36
IN041	14	1	5	 	 	43	2	3	8	20
IN041	15	1	5	 	 	50	1	4	3	50
IN041	16	1	5	 	 	53	1	3	8	53
IN041	17	1	5	 	 	40	1	3	8	40
IN041	18	1	5	 	 	25	1	4	8	25
IN041	19	1	5	 	 	25	1	4	8	25
IN041	20	1	5	 	 	36	1	2	8	36
IN041	21	1	5	 	 	28	1	3	8	28
IN041	22	1	5	 	 	43	1	3	7	43
IN041	23	2	1	2	4	33	2	3	4	33
IN041	24	2	1	2	4	31	2	4	3	14
IN041	25	2	2	3	4	25	2	3	7	6
IN041	26	2	2	3	4	40	2	3	7	25
IN041	27	2	4	 	 	48	1	4	3	1
IN041	28	2	4	 	 	35	2	3	3	6
IN041	29	2	4	 	 	26	2	3	3	1
IN041	30	2	4	 	 	25	2	3	3	4
IN041	31	2	3	 	 	51	1	3	4	1
IN041	32	2	3	 	 	23	2	1	4	1
IN041	33	2	3	 	 	40	1	4	4	2
IN041	34	2	3	5	 	27	1	1	4	27
IN041	35	2	1	3	 	27	1	3	4	27
IN041	36	2	3	5	 	40	1	3	4	40
IN041	37	2	1	5	 	30	2	4	1	14
IN041	38	1	1	 	 	44	1	4	2	44
IN041	39	2	1	5	 	30	2	4	1	14
IN041	40	1	1	 	 	44	1	4	4	44
IN041	41	1	5	 	 	16	1	4	8	16
