CHILDID	LINECODE	ID	PAYMT	MONTHS	DAYS	actcode
ET050036	1	1	2	12	2	15
ET050037	1	1	2	3	4	1
ET050037	2	1	2	12	2	15
ET050037	3	1	2	12	1	97
ET050037	4	2	2	12	1	97
ET050037	5	2	2	12	3	97
ET050038	1	1	2	10	2	1
ET050038	2	2	2	2	2	1
ET050038	3	2	2	1	2	1
ET050038	4	2	2	6	1	97
ET050039	1	1	2	8	2	1
ET050039	2	2	2	5	2	1
ET050039	3	3	2	12	1	97
ET050040	1	1	2	12	2	1
ET050040	2	2	2	12	2	1
ET050040	3	1	1	2	2	74
ET050040	4	3	2	12	2	97
ET050040	5	3	2	12	4	97
ET050040	6	4	2	12	2	1
ET050041	1	1	2	12	3	15
ET050041	2	1	2	6	2	17
ET050041	3	1	1	3	3	1
ET050042	1	1	2	10	2	1
ET050042	2	2	2	1	1	1
ET050042	3	2	2	2	1	1
ET050042	4	2	2	12	2	97
ET050042	5	3	2	12	1	97
ET050042	6	4	2	12	1	1
ET050043	1	1	2	12	1	97
ET050043	2	1	1	12	2	15
ET050043	3	2	2	12	1	97
ET050043	4	2	2	12	1	97
ET050044	1	1	2	9	99	1
ET050044	2	2	2	12	3	15
ET050044	3	2	2	12	4	97
ET050044	4	3	2	12	4	97
ET050044	5	3	2	12	4	97
ET050045	1	1	2	12	2	1
ET050045	2	1	2	12	3	1
ET050045	3	2	2	6	2	1
ET050045	4	2	2	12	1	1
ET050045	5	3	2	6	2	1
ET050045	6	7	1	12	1	1
ET050046	1	1	1	12	3	74
ET050046	2	2	2	12	3	15
ET050046	3	3	2	4	2	1
ET050046	4	4	2	12	4	97
ET050047	1	1	2	3	3	1
ET050047	2	2	2	6	3	15
ET050047	3	2	2	3	3	1
ET050048	1	1	2	12	3	1
ET050048	2	2	2	12	4	1
ET050048	3	1	1	12	2	15
ET050049	1	1	2	4	2	1
ET050049	2	1	1	12	2	15
ET050049	3	2	2	12	2	1
ET050049	4	3	1	12	1	15
ET050049	5	4	2	12	3	97
ET050049	6	4	2	12	3	97
ET050049	7	5	2	12	2	97
ET050050	1	1	1	4	3	93
ET050050	2	2	1	3	1	1
ET050050	3	1	2	12	1	97
ET050051	1	1	2	3	2	1
ET050051	2	2	2	3	2	1
ET050051	3	3	2	12	1	97
ET050051	4	3	2	12	1	97
ET050052	1	1	2	10	3	1
ET050052	2	1	1	12	2	75
ET050052	3	2	2	12	1	97
ET050052	4	2	2	12	3	96
ET050053	1	1	2	12	3	15
ET050053	2	1	2	3	1	75
ET050054	1	1	2	12	3	15
ET050055	1	1	2	5	3	96
ET050055	2	3	2	3	3	96
ET050055	3	4	2	3	3	96
ET050056	1	1	2	7	2	1
ET050056	2	2	2	12	3	52
ET050056	3	2	2	4	1	52
ET050056	4	3	2	12	2	97
ET050057	1	2	2	12	2	15
ET050057	2	3	2	12	2	97
ET050057	3	3	2	12	3	97
ET050057	4	4	2	12	3	97
ET050057	5	4	2	12	3	97
ET050057	6	2	2	12	1	97
ET050057	7	1	2	12	1	97
ET050058	1	1	2	11	1	1
ET050058	2	2	2	2	2	1
ET050058	3	2	2	5	2	15
ET050058	4	2	1	1	3	74
ET050059	1	1	2	12	2	1
ET050059	2	1	2	6	3	14
ET050059	3	2	2	4	2	1
ET050059	4	2	2	12	1	97
ET050059	5	3	2	12	1	1
ET050059	6	3	2	10	4	97
ET050059	7	3	2	12	4	97
ET050060	1	1	2	8	1	1
ET050060	2	1	1	3	2	45
ET050060	3	2	2	3	3	15
ET050061	1	2	2	10	4	1
ET050061	2	3	2	4	3	74
ET050061	3	3	2	12	3	52
ET050061	4	2	2	10	3	52
ET050062	1	1	2	12	2	1
ET050062	2	1	2	6	3	14
ET050062	3	3	2	12	1	97
ET050062	4	2	2	12	1	97
ET050063	1	1	2	6	3	15
ET050063	2	1	2	6	3	52
ET050064	1	2	2	12	3	15
ET050064	2	2	2	12	3	15
ET050064	3	4	2	12	3	97
ET050065	1	1	2	2	3	1
ET050065	2	1	2	12	2	15
ET050065	3	3	2	12	1	97
ET050065	4	3	2	12	3	97
ET050066	1	1	2	12	2	1
ET050066	2	2	2	12	3	1
ET050067	1	1	2	12	1	1
ET050067	2	1	2	3	3	52
ET050067	3	1	1	12	2	91
ET050067	4	2	2	6	2	1
ET050067	5	2	2	12	1	97
ET050068	1	1	2	12	2	1
ET050068	2	2	2	4	2	1
ET050068	3	3	2	4	2	1
ET050069	1	1	2	12	2	15
ET050069	2	1	2	12	2	52
ET050069	3	1	2	12	3	97
ET050070	1	1	2	12	3	15
ET050070	2	2	2	2	1	97
ET050071	1	1	2	4	4	1
ET050071	2	1	2	3	2	74
ET050071	3	1	2	12	3	15
ET050072	1	1	2	2	3	1
ET050072	2	1	2	3	2	74
ET050072	3	2	1	12	3	97
ET050072	4	1	1	12	1	93
ET050072	5	3	2	12	3	1
ET050073	1	1	2	3	1	1
ET050073	2	2	2	1	1	1
ET050073	3	2	2	12	1	1
ET050073	4	4	2	12	1	97
ET050073	5	5	2	12	3	97
ET050073	6	5	2	12	1	97
ET050074	1	1	2	12	2	1
ET050074	2	1	2	6	3	52
ET050074	3	2	2	12	3	1
ET050074	4	2	2	12	3	15
ET050074	5	3	2	12	4	97
ET050074	6	3	2	12	4	97
ET050074	7	1	2	12	4	97
ET050075	1	1	1	2	4	74
ET050075	2	1	2	6	3	15
ET050076	1	1	2	9	2	1
ET050076	2	1	1	4	1	91
ET050076	3	2	2	8	2	15
ET050076	4	2	1	3	3	93
ET050076	5	3	2	12	3	97
ET050076	6	3	2	12	3	97
ET050076	7	1	2	12	2	74
ET050077	1	1	2	6	2	1
ET050077	2	2	2	12	2	15
ET050077	3	1	1	2	1	1
ET050077	4	2	2	6	2	1
ET050078	1	1	2	10	2	1
ET050078	2	1	2	12	1	1
ET050078	3	2	2	3	2	1
ET050078	4	2	2	3	2	1
ET050078	5	3	2	12	1	97
ET050078	6	4	2	12	2	97
ET050078	7	4	2	12	1	97
ET050079	1	1	2	4	1	1
ET050079	2	2	2	2	1	1
ET050079	3	2	2	12	1	97
ET050079	4	3	2	12	3	1
ET050079	5	3	2	2	2	1
ET050079	6	3	2	12	1	97
ET050079	7	4	2	3	2	1
ET050079	8	4	2	12	2	97
ET050079	9	5	2	12	2	97
ET050080	1	1	2	9	1	1
ET050080	2	1	2	12	3	52
ET050080	3	2	2	12	3	15
ET050080	4	2	2	9	3	1
ET050080	5	3	2	2	1	1
ET050080	6	3	2	9	3	1
ET050080	7	3	2	12	1	97
ET050081	1	1	2	2	4	1
ET050081	2	1	1	2	2	1
ET050081	3	1	2	12	1	15
ET050082	1	1	2	12	1	1
ET050082	2	1	1	2	3	74
ET050082	3	2	2	12	3	1
ET050082	4	3	2	12	3	1
ET050083	1	1	1	1	1	1
ET050083	2	1	1	2	1	1
ET050084	1	1	2	6	2	1
ET050084	2	1	2	12	3	1
ET050084	3	2	2	6	2	1
ET050084	4	2	2	6	2	1
ET050085	1	1	2	12	2	1
ET050085	2	1	2	4	3	1
ET050085	3	1	2	12	1	1
ET050085	4	3	2	4	2	1
ET050085	5	3	2	12	1	1
ET050085	6	4	2	4	3	1
ET050085	7	4	2	12	1	1
ET050086	1	1	2	6	1	1
ET050086	2	1	2	12	1	1
ET050086	3	2	2	6	2	1
ET050086	4	2	2	3	3	1
ET050086	5	2	2	12	1	97
ET050087	1	2	2	4	1	1
ET050087	2	3	2	2	3	1
ET050087	3	3	2	12	1	97
ET050087	4	3	2	2	2	1
ET050088	1	1	2	12	2	1
ET050088	2	1	2	12	1	97
ET050088	3	1	2	12	4	97
ET050089	1	1	2	9	1	1
ET050089	2	2	2	9	1	1
ET050090	1	2	2	11	1	1
ET050090	2	2	2	4	2	1
ET050090	3	3	2	5	3	97
ET050090	4	2	1	1	2	74
ET050091	1	1	2	11	1	1
ET050091	2	2	2	4	2	1
ET050091	3	3	2	10	1	1
ET050091	4	4	2	2	4	97
ET050091	5	6	2	12	1	1
ET050092	1	1	2	6	2	1
ET050092	2	1	2	12	1	1
ET050092	3	1	1	3	3	74
ET050092	4	1	2	4	2	1
ET050092	5	2	2	12	1	97
ET050092	6	2	2	12	1	97
ET050093	1	1	2	4	1	1
ET050093	2	2	2	2	1	1
ET050093	3	3	2	3	2	1
ET050093	4	4	2	12	1	97
ET050093	5	4	2	12	1	97
ET050093	6	5	2	12	1	1
ET050093	7	6	2	12	1	1
ET050093	8	7	2	12	2	97
ET050094	1	1	2	8	2	1
ET050094	2	1	2	4	2	1
ET050094	3	2	2	4	2	1
ET050094	4	2	2	12	3	52
ET050095	1	1	2	6	1	1
ET050095	2	1	2	12	1	1
ET050095	3	2	2	2	2	1
ET050095	4	2	2	12	2	1
ET050096	1	1	2	4	2	1
ET050096	2	1	2	12	3	52
ET050096	3	2	2	2	3	1
ET050096	4	2	2	12	1	97
ET050097	1	1	2	12	1	1
ET050097	2	2	2	3	2	1
ET050097	3	3	2	3	2	1
ET050097	4	4	2	8	1	1
ET050097	5	5	2	4	1	1
ET050098	1	1	2	9	2	1
ET050098	2	1	1	12	2	91
ET050098	3	2	2	9	2	1
ET050099	1	1	2	8	2	1
ET050099	2	2	2	2	3	1
ET050099	3	2	2	2	2	1
ET050099	4	2	2	12	3	97
ET050099	5	2	2	12	1	97
ET050099	6	3	2	12	1	1
ET050099	7	3	2	12	1	97
ET050100	1	1	2	9	1	1
ET050100	2	2	2	9	3	1
ET050100	3	3	2	12	1	1
ET050100	4	3	2	12	3	97
ET050100	5	3	2	12	3	97
ET060001	1	1	2	10	2	1
ET060001	2	2	2	8	2	1
ET060001	3	2	2	7	2	17
ET060001	4	3	2	7	2	17
ET060001	5	3	2	7	2	1
ET060001	6	6	2	12	1	1
ET060002	1	1	2	10	2	1
ET060002	2	2	2	5	2	1
ET060002	3	3	2	10	2	1
ET060002	4	4	2	12	1	1
ET060002	5	5	2	12	1	1
ET060002	6	6	2	12	1	1
ET060003	1	1	2	12	1	1
ET060003	2	1	2	12	1	1
ET060003	3	2	2	12	1	1
ET060004	1	1	2	10	2	1
ET060004	2	2	2	6	2	1
ET060004	3	2	2	3	2	17
ET060004	4	3	2	3	3	1
ET060004	5	4	2	12	1	1
ET060005	1	1	2	10	2	1
ET060005	2	1	2	12	1	1
ET060005	3	2	2	9	2	1
ET060006	1	1	2	12	1	1
ET060006	2	1	2	12	2	1
ET060006	3	2	2	8	2	1
ET060006	4	2	2	12	2	1
ET060007	1	1	2	10	2	1
ET060007	2	1	2	12	1	1
ET060007	3	2	2	5	2	1
ET060007	4	4	2	5	2	1
ET060007	5	5	2	12	1	1
ET060008	1	1	2	4	1	1
ET060008	2	1	2	3	1	1
ET060008	3	2	2	6	2	1
ET060008	4	2	2	6	2	17
ET060009	1	1	2	4	2	1
ET060009	2	1	2	4	2	1
ET060009	3	2	2	2	3	1
ET060009	4	3	2	3	1	1
ET060010	1	1	2	10	2	1
ET060010	2	1	2	12	1	1
ET060011	1	1	2	12	2	1
ET060011	2	2	2	12	2	1
ET060011	3	2	2	6	2	1
ET060011	4	2	2	12	2	1
ET060011	5	3	2	7	2	1
ET060011	6	3	2	12	2	1
ET060011	7	4	2	12	1	1
ET060011	8	5	2	6	2	1
ET060012	1	1	2	4	1	1
ET060012	2	2	2	2	2	1
ET060012	3	3	2	2	2	1
ET060012	4	4	2	3	2	1
ET060012	5	5	2	3	2	1
ET060013	1	1	2	12	2	1
ET060013	2	1	2	12	2	1
ET060013	3	2	2	5	2	1
ET060013	4	2	2	12	2	1
ET060013	5	2	2	2	2	1
ET060014	1	1	2	8	3	1
ET060014	2	1	2	12	1	1
ET060014	3	2	2	4	3	1
ET060014	4	2	2	8	3	17
ET060015	1	1	2	8	2	1
ET060015	2	1	2	4	2	1
ET060015	3	1	2	12	3	1
ET060015	4	2	2	8	3	1
ET060015	5	4	2	12	2	1
ET060016	1	1	2	10	3	1
ET060016	2	1	2	12	4	1
ET060016	3	5	2	12	2	1
ET060016	4	5	2	12	2	1
ET060016	5	2	2	10	3	1
ET060017	1	1	2	12	1	1
ET060017	2	1	2	12	2	1
ET060017	3	2	2	12	1	1
ET060017	4	2	2	10	2	1
ET060018	1	1	2	4	1	1
ET060018	2	1	2	4	2	1
ET060018	3	3	2	3	2	1
ET060018	4	4	2	3	2	1
ET060018	5	5	2	4	4	97
ET060019	1	1	2	10	2	1
ET060019	2	1	2	12	1	1
ET060019	3	2	2	4	2	1
ET060020	1	1	2	12	2	1
ET060020	2	1	2	12	3	1
ET060020	3	2	2	5	2	1
ET060020	4	3	1	12	2	1
ET060020	5	3	1	12	1	1
ET060021	1	1	2	8	2	1
ET060021	2	2	2	8	3	1
ET060021	3	1	2	12	2	1
ET060022	1	1	2	12	1	1
ET060022	2	2	2	12	1	1
ET060022	3	3	2	12	1	1
ET060023	1	1	2	8	2	1
ET060023	2	1	2	12	2	1
ET060023	3	2	2	8	3	1
ET060023	4	2	2	12	3	1
ET060024	1	1	2	9	2	1
ET060024	2	2	2	7	2	17
ET060024	3	2	2	12	2	1
ET060024	4	3	2	12	1	1
ET060025	1	1	2	7	2	1
ET060025	2	2	2	4	2	1
ET060025	3	2	2	3	3	17
ET060025	4	3	2	12	1	1
ET060025	6	5	2	12	1	1
ET060026	1	1	2	8	2	1
ET060026	2	1	2	12	3	1
ET060026	3	2	2	8	4	1
ET060026	4	3	2	8	3	1
ET060026	5	3	2	12	3	1
ET060026	6	5	2	12	2	1
ET060027	1	1	2	10	2	1
ET060027	2	1	2	12	1	1
ET060027	3	2	2	10	3	1
ET060028	1	1	2	10	2	1
ET060028	2	1	2	12	1	1
ET060028	3	3	2	10	2	1
ET060028	4	3	2	12	1	1
ET060029	1	1	2	3	2	1
ET060029	2	2	2	3	2	1
ET060030	1	1	2	12	2	1
ET060030	2	1	2	12	2	1
ET060030	3	2	2	6	2	1
ET060030	4	3	2	12	2	1
ET060031	1	1	2	10	2	1
ET060031	2	2	2	3	3	1
ET060031	3	3	2	3	3	1
ET060031	4	4	2	10	2	1
ET060031	5	5	2	12	1	1
ET060031	6	6	2	12	1	1
ET060031	7	7	2	12	1	1
ET060032	1	1	2	12	2	1
ET060032	2	1	2	12	1	1
ET060032	3	2	2	6	2	1
ET060033	1	1	2	12	1	1
ET060033	2	1	2	12	1	1
ET060033	3	2	2	8	2	1
ET060033	4	2	2	12	1	1
ET060033	5	3	2	12	2	1
ET060033	6	4	2	12	2	1
ET060034	1	1	2	12	2	1
ET060034	2	2	2	4	2	1
ET060034	3	2	2	6	2	17
ET060034	4	3	2	10	2	1
ET060034	5	4	2	12	1	1
ET060034	6	7	2	12	1	1
ET060035	1	1	2	11	2	1
ET060035	2	1	2	12	1	1
ET060035	3	2	2	4	2	1
ET060035	4	3	2	11	2	1
ET060035	5	4	2	11	2	1
ET060035	6	5	2	12	1	1
ET060036	1	1	2	10	2	1
ET060036	2	2	2	9	2	1
ET060036	3	3	1	12	1	1
ET060037	1	1	1	9	2	74
ET060037	2	2	2	9	2	17
ET060037	3	3	2	9	2	17
ET060037	4	4	2	9	2	17
ET060037	5	5	2	3	3	1
ET060038	1	1	2	10	2	1
ET060038	2	2	2	5	2	1
ET060038	3	3	2	10	2	1
ET060038	4	4	2	10	2	1
ET060038	5	5	2	6	2	1
ET060038	6	6	2	9	1	1
ET060038	7	5	2	3	1	1
ET060039	1	1	2	12	2	1
ET060039	2	2	2	4	4	1
ET060039	3	4	2	12	1	1
ET060040	1	1	1	12	1	74
ET060040	2	2	2	12	1	17
ET060041	1	1	2	4	1	1
ET060041	2	3	2	3	2	1
ET060041	3	4	2	3	1	1
ET060041	5	6	2	4	2	1
ET060042	1	1	2	4	1	1
ET060042	2	1	2	4	1	1
ET060042	3	2	2	4	1	1
ET060043	1	1	2	7	2	1
ET060043	2	1	1	3	3	74
ET060043	3	2	2	3	3	1
ET060043	4	2	2	9	2	17
ET060044	1	1	2	9	2	1
ET060044	2	2	2	6	2	1
ET060044	3	3	2	12	1	1
ET060045	1	1	2	12	2	1
ET060045	2	1	2	12	2	1
ET060045	3	2	2	3	2	1
ET060045	4	3	2	5	1	1
ET060046	1	1	2	4	1	1
ET060046	2	2	2	12	1	1
ET060046	3	2	2	4	1	1
ET060046	4	3	1	4	1	1
ET060046	5	3	1	12	1	1
ET060047	1	1	2	12	2	1
ET060047	2	1	2	12	2	1
ET060047	3	2	2	10	2	1
ET060047	4	3	2	4	3	1
ET060047	5	3	2	10	2	1
ET060047	6	4	2	12	2	1
ET060048	1	1	2	10	2	1
ET060049	1	1	2	9	2	1
ET060049	2	2	2	4	3	1
ET060049	3	3	2	4	3	1
ET060049	4	4	2	3	3	1
ET060049	5	5	2	3	3	1
ET060049	6	6	2	3	3	1
ET060049	7	7	2	3	1	1
ET060050	1	1	2	12	1	1
ET060050	2	2	2	12	1	1
ET060051	1	1	2	4	1	1
ET060051	2	2	2	4	2	1
ET060052	1	1	2	9	3	1
ET060052	2	2	2	9	3	1
ET060052	3	3	2	9	2	17
ET060052	4	4	2	12	1	1
ET060053	1	1	2	10	2	1
ET060053	2	2	2	10	2	1
ET060053	3	3	2	12	2	1
ET060053	4	4	2	12	2	1
ET060054	1	1	2	10	2	1
ET060054	2	2	2	4	3	1
ET060054	3	3	2	12	1	1
ET060055	1	1	2	12	1	1
ET060055	2	2	2	10	2	1
ET060055	3	2	2	12	1	1
ET060055	4	1	2	1	2	1
ET060056	1	1	2	12	1	1
ET060056	2	1	2	12	2	1
ET060056	3	2	2	10	2	1
ET060056	4	2	2	12	1	1
ET060056	5	3	2	12	3	1
ET060056	6	4	2	12	2	1
ET060056	7	5	2	12	2	1
ET060057	1	1	2	6	1	1
ET060057	2	1	2	12	1	1
ET060057	3	2	2	6	2	1
ET060057	4	2	2	12	1	1
ET060057	5	2	2	12	2	17
ET060057	6	2	2	10	2	15
ET060057	7	3	2	6	2	1
ET060057	8	4	2	6	2	1
ET060057	9	4	2	12	1	1
ET060057	10	4	2	10	2	15
ET060057	11	5	2	12	1	1
ET060057	12	6	2	12	2	1
ET060058	1	1	2	10	2	1
ET060058	2	1	2	12	4	1
ET060058	3	2	2	4	2	1
ET060058	4	3	2	10	2	1
ET060059	1	1	2	10	2	1
ET060059	2	1	2	12	2	1
ET060059	3	2	2	4	2	1
ET060060	1	1	2	10	2	1
ET060060	2	1	2	12	2	1
ET060060	3	2	2	10	2	1
ET060060	4	2	2	12	1	1
ET060060	5	3	2	12	2	1
ET060060	6	3	2	12	2	1
ET060060	7	4	2	10	2	1
ET060060	8	5	2	12	3	1
ET060060	9	6	1	10	2	1
ET060060	10	6	1	12	1	1
ET060061	1	1	2	9	2	1
ET060061	2	1	2	3	3	74
ET060061	3	2	2	4	2	1
ET060061	4	3	2	3	3	1
ET060062	1	1	2	12	1	1
ET060062	2	1	2	12	1	1
ET060062	3	1	2	12	2	1
ET060062	4	2	2	12	2	1
ET060062	5	2	2	12	2	1
ET060062	6	4	2	10	2	1
ET060062	7	4	2	12	1	1
ET060063	1	1	2	12	2	1
ET060063	2	2	2	12	3	1
ET060064	1	1	2	12	2	1
ET060064	2	2	2	6	2	1
ET060064	3	3	2	12	2	1
ET060064	4	4	2	12	2	1
ET060064	5	5	2	12	1	1
ET060065	1	1	2	12	2	1
ET060065	2	2	2	12	3	1
ET060066	1	1	2	10	2	1
ET060066	2	2	2	4	3	1
ET060066	3	3	2	12	1	1
ET060067	1	1	2	12	2	1
ET060067	2	2	2	6	2	1
ET060067	3	2	2	6	2	17
ET060067	4	3	2	12	1	1
ET060068	1	1	2	12	1	1
ET060068	2	2	2	12	1	1
ET060068	3	3	2	12	3	1
ET060068	4	4	2	12	3	1
ET060068	5	5	2	12	3	1
ET060068	6	6	2	12	3	1
ET060069	1	1	2	12	2	1
ET060069	2	2	2	8	2	1
ET060069	3	5	2	12	1	1
ET060069	4	7	2	12	1	1
ET060070	1	1	2	12	2	1
ET060070	2	2	2	12	3	1
ET060070	3	4	2	12	3	1
ET060070	4	3	2	12	3	1
ET060071	1	1	2	3	1	1
ET060071	2	2	2	3	2	1
ET060071	3	3	2	3	2	1
ET060071	4	4	2	4	3	1
ET060072	1	1	2	10	2	1
ET060072	2	2	2	10	2	1
ET060072	3	4	2	12	1	1
ET060073	1	1	2	10	2	1
ET060073	2	1	2	8	2	17
ET060073	3	2	2	10	2	1
ET060073	4	2	2	8	2	17
ET060074	1	1	2	8	2	1
ET060074	2	2	2	12	3	1
ET060074	3	3	2	12	3	1
ET060075	1	1	2	12	1	1
ET060075	2	1	2	12	1	1
ET060075	3	2	2	10	2	1
ET060075	4	2	2	12	1	1
ET060075	5	3	2	8	2	1
ET060075	6	4	2	8	2	1
ET060075	7	5	2	8	2	1
ET060076	1	1	2	12	2	1
ET060076	2	1	2	12	1	1
ET060076	3	2	2	3	2	1
ET060076	4	4	2	12	1	1
ET060077	1	1	2	8	1	1
ET060077	2	2	2	4	1	1
ET060077	3	3	2	4	2	1
ET060077	4	4	2	5	3	1
ET060077	5	5	2	6	4	97
ET060078	1	1	2	12	1	52
ET060079	1	1	2	12	2	1
ET060079	2	2	2	12	2	1
ET060080	1	1	2	8	2	1
ET060080	2	2	2	4	2	1
ET060081	1	1	2	10	2	1
ET060081	2	1	2	12	1	1
ET060081	3	2	2	4	2	1
ET060081	4	3	2	10	2	1
ET060081	5	4	2	12	1	1
ET060082	1	1	2	10	2	1
ET060082	2	1	2	12	2	1
ET060082	3	1	2	1	2	52
ET060082	4	2	2	5	2	1
ET060082	5	2	2	12	3	1
ET060082	6	3	2	8	2	1
ET060082	7	3	2	12	2	1
ET060082	8	4	2	3	2	1
ET060082	9	5	2	3	2	1
ET060082	10	6	2	10	1	1
ET060083	1	1	2	12	2	1
ET060083	2	2	2	3	2	1
ET060083	3	2	2	3	2	17
ET060083	4	3	2	12	1	1
ET060083	5	4	2	12	2	1
ET060084	1	1	2	10	2	1
ET060084	2	1	2	12	1	1
ET060084	3	2	2	5	2	1
ET060084	4	3	2	10	2	1
ET060084	5	4	2	10	2	1
ET060084	6	5	2	12	1	1
ET060085	1	1	2	12	1	1
ET060085	2	1	2	10	2	1
ET060085	3	2	2	10	2	1
ET060085	4	2	2	10	2	1
ET060085	5	3	2	4	3	1
ET060085	6	3	2	10	2	1
ET060086	1	1	2	10	2	1
ET060086	2	1	2	12	2	1
ET060086	3	1	2	12	1	91
ET060086	4	2	2	12	2	1
ET060086	5	2	2	12	2	52
ET060086	6	2	2	12	1	17
ET060086	7	3	2	12	2	91
ET060086	8	5	1	12	1	1
ET060086	9	5	2	12	1	1
ET060087	1	1	2	4	1	1
ET060087	2	1	2	4	1	1
ET060087	3	2	2	3	1	1
ET060087	4	3	2	12	3	97
ET060088	1	1	2	10	2	1
ET060088	2	1	2	12	1	1
ET060088	3	2	2	6	2	1
ET060088	4	2	2	12	1	1
ET060088	5	3	2	6	2	1
ET060088	6	4	2	12	1	1
ET060088	7	5	2	12	1	1
ET060089	1	1	2	12	2	1
ET060089	2	1	2	12	1	1
ET060089	3	2	2	5	2	1
ET060090	1	1	2	11	2	1
ET060090	2	1	2	12	1	1
ET060090	3	2	2	6	2	1
ET060091	1	1	2	4	1	1
ET060091	2	1	2	12	1	1
ET060091	3	2	2	4	2	1
ET060091	4	5	2	12	1	1
ET060092	1	1	2	11	2	1
ET060092	2	1	2	12	1	1
ET060092	3	2	2	10	2	1
ET060092	4	3	2	12	1	1
ET060093	1	1	2	12	2	1
ET060093	2	1	2	10	2	1
ET060094	1	1	1	12	1	75
ET060094	3	2	2	12	2	17
ET060094	4	3	2	12	2	17
ET060094	5	4	2	12	1	1
ET060095	1	1	2	10	2	1
ET060095	2	1	2	8	1	52
ET060095	3	2	2	4	2	1
ET060096	1	1	2	12	2	17
ET060096	2	2	2	4	3	1
ET060096	3	3	2	12	3	17
ET060096	4	4	1	12	1	1
ET060097	1	1	2	12	2	1
ET060097	2	1	2	12	1	1
ET060097	3	2	2	7	2	1
ET060097	4	3	2	12	1	1
ET060097	5	4	2	12	1	1
ET060098	1	1	2	11	2	1
ET060098	2	1	2	12	1	1
ET060098	3	2	2	9	2	1
ET060098	4	3	2	12	2	1
ET060098	5	4	2	12	1	1
ET060098	6	5	2	12	1	1
ET060099	1	1	2	5	2	1
ET060099	2	2	2	3	2	91
ET060100	1	1	2	7	2	1
ET060100	2	1	2	7	1	1
ET060100	3	2	2	6	2	1
ET060100	4	2	2	12	1	1
ET060100	5	3	2	5	2	1
ET060100	6	4	2	12	1	1
ET060100	7	5	2	3	1	1
ET070001	1	1	2	10	2	1
ET070001	2	1	2	12	2	1
ET070001	3	2	2	2	2	1
ET070002	1	1	2	10	2	1
ET070002	2	1	1	12	3	74
ET070002	3	1	2	12	3	1
ET070002	4	2	2	12	1	74
ET070003	1	1	2	10	2	1
ET070003	2	1	1	1	2	75
ET070003	3	2	2	2	2	1
ET070003	4	3	2	12	2	1
ET070004	1	1	2	10	2	1
ET070004	2	2	2	3	2	1
ET070004	3	3	2	4	3	1
ET070004	4	4	2	3	3	1
ET070004	5	5	2	12	1	1
ET070005	1	1	2	10	2	1
ET070005	2	1	1	1	3	75
ET070005	3	2	2	2	3	1
ET070006	1	1	2	10	2	1
ET070006	2	1	2	4	2	1
ET070006	3	2	2	2	2	1
ET070007	1	1	2	10	2	1
ET070007	2	1	2	12	1	1
ET070007	3	2	2	12	1	74
ET070008	1	1	2	10	2	1
ET070008	2	1	1	1	3	74
ET070008	3	2	2	2	2	1
ET070009	1	3	2	10	2	1
ET070009	2	1	1	1	2	74
ET070009	3	1	2	4	3	1
ET070009	4	2	2	4	3	1
ET070010	1	1	1	10	2	1
ET070010	2	1	2	8	3	1
ET070010	3	1	1	1	3	74
ET070010	4	2	2	3	2	1
ET070011	1	1	2	10	2	1
ET070011	2	1	2	12	2	1
ET070011	3	2	2	4	2	1
ET070011	4	3	2	2	2	1
ET070011	5	4	2	12	2	1
ET070012	1	1	2	9	99	1
ET070012	2	1	1	2	1	74
ET070013	1	1	2	11	2	1
ET070013	2	1	2	2	2	1
ET070013	3	2	2	2	2	1
ET070014	1	1	2	1	2	74
ET070014	2	1	2	10	1	1
ET070014	3	1	2	12	4	1
ET070014	4	2	2	4	3	1
ET070014	5	2	2	6	3	1
ET070014	6	2	2	6	3	1
ET070015	1	1	2	10	2	1
ET070015	2	2	2	4	2	1
ET070015	3	2	2	4	1	1
ET070015	4	2	2	3	2	1
ET070016	1	1	2	10	1	1
ET070016	2	1	1	6	4	1
ET070016	3	2	2	4	3	1
ET070016	4	3	2	12	1	1
ET070016	5	4	2	6	1	1
ET070017	1	1	1	2	3	74
ET070017	2	1	2	10	2	1
ET070017	3	1	2	4	2	1
ET070017	4	2	2	4	2	1
ET070017	5	2	2	12	4	1
ET070018	1	1	2	10	1	1
ET070018	2	1	2	6	2	1
ET070018	3	1	2	1	2	74
ET070018	4	2	2	2	2	1
ET070018	5	4	2	12	1	1
ET070019	1	1	2	9	1	1
ET070019	2	1	2	6	3	1
ET070019	3	1	2	1	2	74
ET070019	4	2	2	3	3	1
ET070019	5	2	2	6	3	1
ET070019	6	3	2	12	1	93
ET070019	7	4	2	12	4	1
ET070020	1	1	2	10	1	1
ET070020	2	1	2	2	3	74
ET070020	3	1	2	3	2	1
ET070020	4	2	2	3	2	1
ET070020	5	3	2	12	2	1
ET070020	6	3	2	3	2	1
ET070020	7	4	2	3	2	1
ET070020	8	4	2	3	3	1
ET070020	9	5	2	12	1	93
ET070020	10	3	2	12	1	1
ET070021	1	1	2	12	2	1
ET070021	2	1	2	4	3	1
ET070021	3	2	2	4	3	1
ET070021	4	3	2	12	4	1
ET070021	5	4	2	12	4	1
ET070021	6	5	2	12	1	93
ET070022	1	1	2	10	2	1
ET070022	2	1	1	2	3	75
ET070022	3	1	2	6	2	1
