CHILDID	PLANID	PLAN
ET130083	1	7
ET130083	2	4
ET130084	1	10
ET130085	1	4
ET130086	1	1
ET130087	1	1
ET130088	1	2
ET130089	1	8
ET130090	1	8
ET130091	1	6
ET130092	1	4
ET130093	1	9
ET130094	1	1
ET130095	1	5
ET130095	2	9
ET130096	1	4
ET130097	1	4
ET130098	1	9
ET130099	1	4
ET130099	2	7
ET130100	1	5
ET130100	2	2
ET140001	1	1
ET140002	1	1
ET140003	1	1
ET140004	1	1
ET140005	1	4
ET140006	1	1
ET140007	1	8
ET140008	1	1
ET140009	1	4
ET140009	2	9
ET140010	1	1
ET140011	1	3
ET140011	2	4
ET140012	1	5
ET140012	2	9
ET140013	1	1
ET140014	1	2
ET140014	2	5
ET140015	1	5
ET140015	2	2
ET140016	1	4
ET140017	1	10
ET140017	2	10
ET140018	1	1
ET140019	1	1
ET140020	1	6
ET140021	1	4
ET140022	1	8
ET140023	1	1
ET140024	1	10
ET140025	1	1
ET140026	1	5
ET140026	2	4
ET140027	1	10
ET140028	1	1
ET140029	1	4
ET140029	2	3
ET140030	1	7
ET140031	1	10
ET140032	1	4
ET140032	2	2
ET140033	1	4
ET140034	1	1
ET140035	1	9
ET140036	1	1
ET140037	1	1
ET140038	1	1
ET140039	1	3
ET140040	1	2
ET140040	2	4
ET140041	1	1
ET140042	1	1
ET140043	1	1
ET140044	1	2
ET140044	2	10
ET140045	1	1
ET140046	1	5
ET140047	1	1
ET140048	1	1
ET140049	1	1
ET140050	1	5
ET140051	1	1
ET140052	1	2
ET140053	1	1
ET140054	1	99
ET140055	1	1
ET140056	1	1
ET140057	1	4
ET140058	1	4
ET140059	1	4
ET140060	1	4
ET140061	1	9
ET140061	2	4
ET140062	1	1
ET140063	1	1
ET140064	1	1
ET140065	1	1
ET140066	1	4
ET140067	1	2
ET140068	1	1
ET140069	1	1
ET140070	1	1
ET140071	1	1
ET140072	1	9
ET140073	1	1
ET140074	1	10
ET140075	1	1
ET140076	1	1
ET140077	1	1
ET140078	1	1
ET140079	1	4
ET140080	1	6
ET140080	2	10
ET140081	1	1
ET140082	1	4
ET140083	1	3
ET140084	1	5
ET140085	1	4
ET140086	1	1
ET140087	1	9
ET140088	1	6
ET140089	1	1
ET140090	1	1
ET140091	1	1
ET140092	1	3
ET140093	1	1
ET140094	1	1
ET140095	1	2
ET140095	2	4
ET140096	1	1
ET140097	1	2
ET140098	1	1
ET140099	1	4
ET140100	1	3
ET150001	1	1
ET150002	1	1
ET150003	1	1
ET150004	1	1
ET150005	1	1
ET150006	1	1
ET150007	1	6
ET150008	1	1
ET150009	1	1
ET150010	1	1
ET150011	1	1
ET150012	1	1
ET150013	1	1
ET150014	1	1
ET150015	1	1
ET150016	1	1
ET150017	1	99
ET150018	1	1
ET150019	1	1
ET150020	1	1
ET150021	1	1
ET150022	1	1
ET150023	1	1
ET150024	1	1
ET150025	1	1
ET150026	1	1
ET150027	1	1
ET150028	1	4
ET150029	1	4
ET150030	1	8
ET150031	1	1
ET150032	1	1
ET150033	1	6
ET150034	1	1
ET150035	1	1
ET150036	1	1
ET150037	1	1
ET150038	1	1
ET150039	1	1
ET150040	1	1
ET150041	1	1
ET150042	1	6
ET150043	1	1
ET150044	1	1
ET150045	1	1
ET150046	1	6
ET150047	1	6
ET150047	2	3
ET150048	1	1
ET150049	1	1
ET150050	1	1
ET150051	1	1
ET150052	1	1
ET150053	1	6
ET150054	1	6
ET150055	1	4
ET150055	2	3
ET150056	1	1
ET150057	1	1
ET150058	1	4
ET150059	1	1
ET150060	1	2
ET150061	1	6
ET150062	1	4
ET150063	1	1
ET150064	1	4
ET150065	1	1
ET150066	1	1
ET150067	1	4
ET150068	1	1
ET150069	1	1
ET150070	1	2
ET150070	2	8
ET150071	1	1
ET150072	1	1
ET150073	1	1
ET150074	1	1
ET150075	1	4
ET150076	1	1
ET150077	1	1
ET150078	1	1
ET150079	1	1
ET150080	1	2
ET150081	1	1
ET150082	1	1
ET150083	1	1
ET150084	1	1
ET150085	1	1
ET150086	1	1
ET150087	1	1
ET150088	1	1
ET150089	1	1
ET150090	1	1
ET150091	1	1
ET150092	1	1
ET150093	1	6
ET150094	1	6
ET150094	2	2
ET150095	1	1
ET150096	1	1
ET150097	1	1
ET150098	1	1
ET150099	1	1
ET150100	1	1
ET160001	1	10
ET160002	1	1
ET160003	1	2
ET160004	1	10
ET160005	1	8
ET160005	2	9
ET160006	1	8
ET160007	1	3
ET160008	1	1
ET160009	1	1
ET160010	1	8
ET160010	2	10
ET160011	1	1
ET160012	1	1
ET160013	1	2
ET160014	1	1
ET160015	1	1
ET160016	1	10
ET160017	1	1
ET160018	1	1
ET160019	1	1
ET160020	1	1
ET160021	1	10
ET160022	1	1
ET160023	1	8
ET160024	1	1
ET160025	1	1
ET160026	1	1
ET160027	1	1
ET160028	1	8
ET160029	1	3
ET160030	1	1
ET160031	1	2
ET160031	2	8
ET160032	1	1
ET160033	1	1
ET160034	1	1
ET160035	1	1
ET160036	1	4
ET160037	1	1
ET160038	1	4
ET160039	1	8
ET160040	1	2
ET160041	1	1
ET160042	1	1
ET160043	1	8
ET160044	1	9
ET160045	1	1
ET160046	1	1
ET160047	1	8
ET160048	1	1
ET160049	1	1
ET160050	1	4
ET160051	1	1
ET160052	1	1
ET160053	1	1
ET160054	1	1
ET160055	1	3
ET160056	1	5
ET160057	1	1
ET160058	1	2
ET160059	1	1
ET160060	1	8
ET160061	1	8
ET160061	2	3
ET160062	1	1
ET160063	1	1
ET160064	1	1
ET160065	1	1
ET160066	1	1
ET160067	1	1
ET160068	1	1
ET160069	1	8
ET160069	2	3
ET160070	1	4
ET160071	1	1
ET160072	1	1
ET160073	1	6
ET160074	1	3
ET160075	1	6
ET160076	1	1
ET160077	1	1
ET160078	1	1
ET160079	1	1
ET160080	1	3
ET160081	1	1
ET160082	1	1
ET160083	1	1
ET160084	1	1
ET160085	1	1
ET160086	1	1
ET160087	1	1
ET160088	1	1
ET160089	1	1
ET160090	1	1
ET160091	1	3
ET160092	1	1
ET160093	1	1
ET160094	1	1
ET160095	1	1
ET160096	1	1
ET160097	1	1
ET160098	1	1
ET160099	1	1
ET160100	1	1
ET170001	1	1
ET170002	1	1
ET170003	1	1
ET170004	1	10
ET170004	2	3
ET170005	1	4
ET170005	2	7
ET170006	1	1
ET170007	1	4
ET170008	1	6
ET170008	2	4
ET170009	1	4
ET170010	1	99
ET170011	1	10
ET170011	2	7
ET170012	1	4
ET170013	1	4
ET170013	2	7
ET170014	1	1
ET170015	1	4
ET170015	2	10
ET170016	1	4
ET170016	2	7
ET170017	1	5
ET170018	1	4
ET170018	2	7
ET170019	1	1
ET170020	1	1
ET170021	1	4
ET170022	1	10
ET170022	2	4
ET170023	1	7
ET170023	2	4
ET170024	1	4
ET170024	2	7
ET170025	1	1
ET170026	1	10
ET170027	1	4
ET170027	2	7
ET170028	1	1
ET170029	1	1
ET170030	1	10
ET170030	2	9
ET170031	1	4
ET170031	2	8
ET170032	1	3
ET170032	2	7
ET170033	1	8
ET170034	1	10
ET170034	2	7
ET170035	1	5
ET170036	1	4
ET170037	1	4
ET170038	1	4
ET170039	1	10
ET170040	1	9
ET170040	2	7
ET170041	1	4
ET170041	2	8
ET170042	1	1
ET170043	1	10
ET170043	2	7
ET170044	1	10
ET170044	2	8
ET170045	1	7
ET170045	2	4
ET170046	1	7
ET170047	1	7
ET170047	2	10
ET170048	1	10
ET170048	2	7
ET170049	1	1
ET170050	1	10
ET170050	2	7
ET170051	1	8
ET170051	2	4
ET170052	1	1
ET170053	1	4
ET170053	2	10
ET170054	1	4
ET170055	1	1
ET170056	1	1
ET170057	1	4
ET170057	2	10
ET170058	1	4
ET170058	2	2
ET170059	1	4
ET170059	2	10
ET170060	1	7
ET170060	2	4
ET170061	1	1
ET170062	1	1
ET170063	1	4
ET170064	1	4
ET170065	1	4
ET170066	1	4
ET170066	2	7
ET170067	1	4
ET170068	1	4
ET170068	2	7
ET170069	1	4
ET170070	1	4
ET170071	1	10
ET170072	1	10
ET170073	1	1
ET170074	1	1
ET170075	1	1
ET170076	1	1
ET170077	1	4
ET170078	1	4
ET170079	1	4
ET170080	1	4
ET170081	1	1
ET170082	1	4
ET170082	2	7
ET170083	1	1
ET170084	1	7
ET170084	2	4
ET170085	1	7
ET170085	2	4
ET170086	1	1
ET170087	1	4
ET170087	2	10
ET170088	1	4
ET170088	2	5
ET170089	1	4
ET170089	2	5
ET170090	1	4
ET170091	1	5
ET170092	1	1
ET170093	1	99
ET170093	2	10
ET170094	1	4
ET170095	1	1
ET170096	1	1
ET170097	1	4
ET170098	1	1
ET170099	1	4
ET170100	1	1
ET180001	1	4
ET180001	2	8
ET180002	1	5
ET180003	1	4
ET180004	1	4
ET180005	1	1
ET180006	1	1
ET180007	1	7
ET180007	2	2
ET180008	1	4
ET180009	1	4
ET180010	1	4
ET180011	1	10
ET180012	1	1
ET180013	1	1
ET180014	1	10
ET180015	1	10
ET180016	1	10
ET180017	1	1
ET180018	1	1
ET180019	1	1
ET180020	1	1
ET180021	1	1
ET180022	1	1
ET180023	1	1
ET180024	1	1
ET180025	1	1
ET180026	1	10
ET180026	2	10
ET180027	1	1
ET180028	1	1
ET180029	1	1
ET180030	1	10
ET180031	1	10
ET180032	1	1
ET180033	1	1
ET180034	1	1
ET180035	1	4
ET180036	1	1
ET180037	1	1
ET180038	1	1
ET180039	1	1
ET180040	1	1
ET180041	1	1
ET180042	1	1
ET180043	1	1
ET180044	1	1
ET180045	1	1
ET180046	1	1
ET180047	1	4
ET180047	2	8
ET180048	1	4
ET180048	2	2
ET180049	1	4
ET180049	2	7
ET180050	1	4
ET180050	2	5
ET180051	1	4
ET180051	2	7
ET180052	1	4
ET180053	1	4
ET180053	2	7
ET180054	1	4
ET180054	2	7
ET180055	1	4
ET180055	2	5
ET180056	1	4
ET180056	2	8
ET180057	1	4
ET180057	2	8
ET180058	1	1
ET180059	1	1
ET180060	1	1
ET180061	1	1
ET180062	1	1
ET180063	1	4
ET180064	1	1
ET180065	1	1
ET180066	1	1
ET180067	1	10
ET180068	1	4
ET180068	2	10
ET180069	1	7
ET180070	1	4
ET180071	1	8
ET180071	2	3
ET180072	1	4
ET180072	2	8
ET180073	1	8
ET180073	2	10
ET180074	1	4
ET180075	1	1
ET180076	1	8
ET180077	1	4
ET180077	2	8
ET180078	1	4
ET180078	2	10
ET180079	1	8
ET180080	1	7
ET180081	1	7
ET180081	2	10
ET180082	1	4
ET180083	1	8
ET180084	1	8
ET180084	2	10
ET180085	1	1
ET180086	1	6
ET180086	2	2
ET180087	1	1
ET180088	1	9
ET180089	1	1
ET180090	1	7
ET180091	1	1
ET180092	1	1
ET180093	1	1
ET180094	1	1
ET180095	1	1
ET180096	1	1
ET180097	1	1
ET180098	1	1
ET180099	1	1
ET180100	1	10
ET190001	1	7
ET190002	1	4
ET190003	1	8
ET190004	1	1
ET190005	1	9
ET190006	1	8
ET190007	1	5
ET190008	1	1
ET190009	1	7
ET190010	1	4
ET190011	1	2
ET190012	1	4
ET190013	1	4
ET190014	1	2
ET190015	1	4
ET190015	2	7
ET190016	1	1
ET190017	1	1
ET190018	1	1
ET190019	1	1
ET190020	1	1
ET190021	1	10
ET190022	1	4
ET190022	2	7
ET190023	1	4
ET190024	1	4
ET190024	2	7
ET190025	1	1
ET190026	1	7
ET190027	1	1
ET190028	1	2
ET190029	1	1
ET190030	1	1
ET190031	1	2
ET190032	1	3
ET190033	1	1
ET190034	1	2
ET190035	1	1
ET190036	1	1
ET190037	1	1
ET190038	1	1
ET190039	1	1
ET190040	1	1
ET190041	1	1
ET190042	1	1
ET190043	1	4
ET190044	1	1
ET190045	1	4
ET190045	2	3
ET190046	1	1
ET190047	1	1
ET190048	1	1
ET190049	1	10
ET190050	1	4
ET190051	1	10
ET190052	1	4
ET190053	1	10
ET190054	1	1
ET190055	1	4
ET190055	2	9
ET190056	1	4
ET190057	1	10
ET190058	1	4
ET190059	1	4
ET190060	1	4
ET190061	1	7
ET190062	1	4
ET190063	1	4
ET190064	1	4
ET190065	1	6
ET190066	1	4
ET190067	1	4
ET190067	2	6
ET190068	1	4
ET190068	2	7
ET190069	1	4
ET190069	2	10
ET190070	1	4
ET190070	2	7
ET190071	1	10
ET190071	2	10
ET190072	1	4
ET190072	2	7
ET190073	1	4
ET190074	1	4
ET190074	2	7
ET190075	1	4
ET190076	1	4
ET190076	2	7
ET190077	1	4
ET190078	1	10
ET190079	1	10
ET190079	2	4
ET190080	1	4
ET190080	2	10
ET190081	1	4
ET190082	1	1
ET190083	1	7
ET190083	2	4
ET190084	1	10
ET190085	1	4
ET190086	1	1
ET190087	1	7
ET190088	1	6
ET190088	2	4
ET190089	1	4
ET190089	2	7
ET190090	1	4
ET190090	2	7
ET190091	1	7
ET190092	1	7
ET190093	1	7
ET190094	1	4
ET190095	1	1
ET190096	1	1
ET190097	1	4
ET190098	1	4
ET190099	1	4
ET190100	1	9
ET190100	2	4
ET200001	1	1
ET200002	1	10
ET200003	1	1
ET200004	1	5
ET200004	2	4
ET200005	1	1
ET200006	1	5
ET200006	2	4
ET200007	1	4
ET200008	1	4
ET200008	2	5
ET200009	1	1
ET200010	1	5
ET200011	1	1
ET200012	1	2
ET200013	1	1
ET200014	1	2
ET200014	2	10
ET200015	1	4
ET200016	1	1
ET200017	1	1
ET200018	1	7
ET200018	2	2
ET200019	1	6
ET200019	2	7
ET200020	1	1
ET200021	1	1
ET200022	1	1
ET200023	1	1
ET200024	1	1
ET200025	1	1
ET200026	1	1
ET200027	1	1
ET200028	1	1
ET200029	1	1
ET200030	1	1
ET200031	1	7
ET200031	2	2
ET200032	1	7
ET200033	1	1
ET200034	1	1
ET200035	1	1
ET200036	1	1
ET200037	1	1
ET200038	1	1
ET200039	1	1
ET200040	1	7
ET200040	2	3
ET200041	1	8
ET200041	2	2
ET200042	1	4
ET200043	1	1
ET200044	1	1
ET200045	1	5
ET200045	2	4
ET200046	1	4
ET200047	1	4
ET200048	1	1
ET200049	1	1
ET200050	1	1
ET200051	1	1
ET200052	1	1
ET200053	1	1
ET200054	1	1
ET200055	1	1
ET200056	1	1
ET200057	1	1
ET200058	1	7
ET200058	2	4
ET200059	1	1
ET200060	1	7
ET200060	2	2
ET200061	1	2
ET200062	1	1
ET200063	1	1
ET200064	1	1
ET200065	1	1
ET200066	1	1
ET200067	1	7
ET200067	2	4
ET200068	1	1
ET200069	1	6
ET200069	2	4
ET200070	1	1
ET200071	1	1
ET200072	1	1
ET200073	1	5
ET200074	1	1
ET200075	1	1
ET200076	1	1
ET200077	1	4
ET200078	1	1
ET200079	1	10
ET200080	1	1
ET200081	1	1
ET200082	1	1
ET200083	1	1
ET200084	1	1
ET200085	1	2
ET200085	2	4
ET200086	1	1
ET200087	1	10
ET200087	2	7
ET200088	1	4
ET200089	1	5
ET200090	1	1
ET200091	1	1
ET200092	1	1
ET200093	1	1
ET200094	1	1
ET200095	1	1
ET200096	1	1
ET200097	1	1
ET200098	1	1
ET200099	1	1
ET200100	1	1
