childid	id	age	sex	relate	still	yrschool	disabled	care	support
ET180078	1	28	2	1	2	0	2	1	2
ET180078	2	5	2	5	2	0	2	2	2
ET180079	1	24	1	1	1	2	1	2	2
ET180079	2	18	2	1	1	2	2	1	2
ET180080	1	30	1	1	2	0	2	2	2
ET180080	2	28	2	1	2	0	2	1	2
ET180080	3	13	1	5	1	3	2	2	2
ET180080	4	11	1	5	2	0	2	2	2
ET180080	15	4	1	5	 	 	2	 	 
ET180081	1	32	1	1	2	0	2	2	2
ET180081	2	26	2	1	2	0	2	1	2
ET180081	3	8	1	5	1	2	2	2	2
ET180081	4	6	2	5	2	0	2	2	2
ET180081	15	4	1	5	 	 	2	 	 
ET180082	1	50	1	1	2	0	2	2	2
ET180082	2	44	2	1	2	0	2	1	2
ET180082	3	22	1	5	1	12	2	2	2
ET180082	4	18	1	5	1	7	2	2	2
ET180082	5	17	2	5	1	7	2	2	2
ET180082	6	14	2	5	1	5	2	2	2
ET180082	7	7	2	5	2	0	2	2	2
ET180083	1	40	1	1	2	0	2	2	2
ET180083	2	35	2	1	2	0	2	1	2
ET180083	3	21	1	5	2	0	2	2	2
ET180083	4	16	2	5	1	3	2	2	2
ET180083	5	13	2	5	1	2	2	2	2
ET180083	6	10	1	5	2	0	2	2	2
ET180083	7	7	1	5	2	0	2	2	2
ET180083	15	3	1	5	 	 	2	 	 
ET180084	1	30	1	1	1	4	2	2	2
ET180084	2	22	2	1	2	0	1	1	2
ET180084	15	4	1	5	 	 	2	 	 
ET180085	1	28	1	1	2	0	2	2	2
ET180085	2	23	2	1	2	0	2	1	2
ET180085	15	4	2	5	 	 	2	 	 
ET180086	1	31	1	1	2	0	2	2	2
ET180086	2	21	2	1	2	0	2	1	2
ET180086	3	5	1	5	2	0	2	2	2
ET180086	15	3	2	5	 	 	2	 	 
ET180087	1	27	1	1	2	0	2	2	2
ET180087	2	24	2	1	2	0	2	1	2
ET180087	3	7	2	5	1	1	2	2	2
ET180087	4	5	2	5	2	0	2	2	2
ET180087	15	3	1	5	 	 	2	 	 
ET180087	16	3	2	5	 	 	2	 	 
ET180088	1	38	1	1	2	0	2	2	2
ET180088	2	30	2	1	2	0	2	1	2
ET180088	3	10	1	5	1	4	2	2	2
ET180088	4	8	2	5	2	0	2	2	2
ET180088	5	6	1	5	2	0	2	2	2
ET180088	15	3	2	5	 	 	2	 	 
ET180089	1	25	1	1	2	0	2	2	2
ET180089	2	18	2	1	2	0	2	2	2
ET180090	1	45	1	1	2	0	2	2	2
ET180090	2	35	2	1	2	0	2	1	2
ET180090	3	10	1	5	1	4	2	2	2
ET180090	4	8	1	5	1	1	2	2	2
ET180090	5	6	1	5	2	0	2	2	2
ET180090	15	4	1	5	 	 	2	 	 
ET180091	1	33	1	1	2	0	2	2	2
ET180091	2	34	2	1	2	0	1	1	2
ET180091	15	3	1	5	 	 	2	 	 
ET180092	1	27	1	1	2	0	2	2	2
ET180092	2	20	2	1	2	0	2	2	2
ET180092	3	8	1	5	2	0	2	2	2
ET180092	4	6	1	5	2	0	2	2	2
ET180093	1	40	1	1	2	0	2	2	2
ET180093	2	27	2	1	2	0	2	1	2
ET180093	3	10	2	5	1	2	2	2	2
ET180093	4	5	1	5	2	0	2	2	2
ET180094	1	45	1	1	2	0	2	2	2
ET180094	2	36	2	1	2	0	1	1	2
ET180094	3	20	2	5	2	0	2	2	2
ET180094	4	17	2	5	2	0	2	2	2
ET180094	5	14	2	5	1	5	2	2	2
ET180094	6	11	1	5	1	3	2	2	2
ET180094	7	8	1	5	1	2	2	2	2
ET180094	8	5	2	5	2	0	2	2	2
ET180094	15	3	2	5	 	 	2	 	 
ET180095	1	25	1	1	1	10	2	2	2
ET180095	2	21	2	1	2	0	2	1	2
ET180096	1	40	1	1	2	0	2	2	2
ET180096	2	30	2	1	2	0	2	1	2
ET180096	3	10	2	5	1	2	2	2	2
ET180096	4	7	1	5	2	0	2	2	2
ET180096	5	5	1	5	2	0	2	2	2
ET180097	1	48	1	1	2	0	2	2	2
ET180097	2	28	2	1	2	0	2	1	2
ET180097	3	12	2	5	1	2	2	2	2
ET180097	4	9	1	5	2	0	2	2	2
ET180097	5	7	1	5	2	0	2	2	2
ET180097	15	4	2	5	 	 	2	 	 
ET180098	1	28	1	1	2	0	2	2	2
ET180098	2	20	2	1	2	0	2	1	2
ET180099	1	30	1	1	2	0	2	2	2
ET180099	2	20	2	1	1	8	2	1	2
ET180100	1	30	2	1	2	3	2	1	2
ET180100	2	15	2	5	1	5	2	2	2
ET180100	3	12	2	5	1	2	2	2	2
ET180100	4	8	1	5	1	2	2	2	2
ET190001	1	38	1	1	2	3	2	2	2
ET190001	2	24	2	1	2	0	2	1	2
ET190001	3	10	1	5	1	2	2	2	2
ET190001	4	7	2	5	2	0	2	2	2
ET190001	5	8	2	5	1	1	2	2	2
ET190001	15	4	2	5	 	 	2	 	 
ET190002	1	35	1	1	2	0	2	2	2
ET190002	2	24	2	1	2	6	2	1	2
ET190003	1	28	2	1	2	3	2	1	2
ET190003	2	11	2	5	1	5	2	2	2
ET190004	1	40	1	1	2	0	1	2	2
ET190004	2	36	2	1	2	0	2	1	2
ET190004	3	13	2	5	1	4	2	2	2
ET190005	1	38	1	1	2	0	2	2	2
ET190005	2	25	2	1	2	0	2	1	2
ET190005	3	10	2	5	1	4	2	2	2
ET190005	4	8	1	5	1	2	2	2	2
ET190005	5	6	1	5	1	1	2	2	2
ET190005	15	3	1	5	 	 	2	 	 
ET190006	1	33	1	1	2	0	2	2	2
ET190006	2	20	2	1	2	0	2	1	2
ET190006	3	8	1	5	1	2	2	2	2
ET190006	15	4	2	5	 	 	2	 	 
ET190007	1	32	1	1	2	12	2	2	2
ET190007	2	24	2	1	2	12	2	1	1
ET190008	1	42	1	1	2	0	2	1	2
ET190008	2	37	2	1	2	0	2	1	2
ET190008	3	15	2	5	1	6	2	2	2
ET190008	4	13	1	5	1	6	2	2	2
ET190008	5	10	1	5	1	1	1	2	2
ET190008	6	5	2	5	2	1	2	2	2
ET190009	1	38	1	1	2	0	2	2	2
ET190009	2	20	2	1	2	0	2	1	1
ET190010	1	38	1	1	2	0	2	2	1
ET190010	2	32	2	1	2	6	2	1	2
ET190010	3	6	2	5	2	0	2	2	2
ET190010	15	4	2	5	 	 	2	 	 
ET190011	1	40	1	1	2	1	2	2	2
ET190011	2	20	2	1	2	0	2	1	2
ET190012	1	30	2	1	2	0	2	1	1
ET190012	2	8	1	5	1	2	2	2	2
ET190012	15	4	2	5	 	 	2	 	 
ET190013	1	57	1	1	2	0	1	2	1
ET190013	2	40	2	1	2	0	2	1	2
ET190013	3	23	1	5	2	12	2	2	2
ET190013	4	20	1	5	2	7	2	2	2
ET190013	5	18	2	5	1	8	2	2	2
ET190013	6	15	1	5	1	6	2	2	2
ET190013	7	12	2	5	1	4	2	2	2
ET190013	8	10	2	5	1	3	2	2	2
ET190013	9	6	2	5	2	0	2	2	2
ET190014	1	29	1	1	2	3	1	2	1
ET190014	2	28	2	1	2	0	2	1	1
ET190014	3	7	2	5	1	1	2	2	2
ET190014	15	3	1	5	 	 	2	 	 
ET190015	1	35	2	1	2	0	2	1	1
ET190015	2	17	1	5	1	8	2	2	2
ET190015	3	16	2	5	1	4	2	2	2
ET190015	4	14	1	5	1	3	2	2	2
ET190015	5	8	1	5	1	1	2	2	2
ET190015	6	6	1	5	1	1	2	2	2
ET190016	1	36	1	1	2	0	2	2	1
ET190016	2	32	2	1	2	0	2	1	2
ET190016	3	58	2	3	2	0	1	2	2
ET190016	4	18	1	4	1	4	2	2	2
ET190016	5	9	1	5	1	2	2	2	2
ET190016	6	7	2	5	1	1	2	2	2
ET190016	7	5	1	5	2	0	2	2	2
ET190017	1	37	1	1	2	2	2	2	2
ET190017	2	27	2	1	2	4	2	1	1
ET190017	3	9	1	5	1	3	2	2	2
ET190017	4	6	2	5	1	1	2	2	2
ET190017	15	4	2	5	 	 	2	 	 
ET190018	1	42	1	1	2	12	2	2	1
ET190018	2	31	2	1	2	8	2	1	2
ET190018	3	15	2	5	1	6	2	2	2
ET190018	4	13	1	5	1	4	2	2	2
ET190018	5	11	1	5	1	2	2	2	2
ET190018	6	8	2	5	1	1	2	2	2
ET190019	1	36	1	1	2	3	2	2	2
ET190019	2	24	2	1	2	0	2	1	1
ET190019	3	6	2	5	2	0	2	2	2
ET190020	1	27	2	1	2	7	2	1	1
ET190020	2	10	1	5	1	1	2	2	2
ET190020	3	7	2	5	1	1	2	2	2
ET190020	15	4	1	5	 	 	2	 	 
ET190021	1	45	1	1	2	6	2	2	1
ET190021	2	30	2	1	2	3	2	1	2
ET190021	3	20	1	5	2	12	2	2	2
ET190021	4	18	1	5	1	8	2	2	2
ET190021	5	16	1	5	1	7	2	2	2
ET190021	6	14	1	5	1	4	2	2	2
ET190021	7	12	1	5	1	3	2	2	2
ET190021	8	9	1	5	1	1	2	2	2
ET190021	9	10	1	5	1	3	2	2	2
ET190022	1	31	2	1	2	0	2	1	1
ET190022	2	14	1	5	1	8	2	2	2
ET190022	3	10	2	5	1	3	2	1	2
ET190022	4	5	2	5	2	0	2	2	2
ET190023	1	55	1	1	2	0	1	2	1
ET190023	2	45	2	1	2	0	2	1	2
ET190023	3	23	2	5	1	12	2	2	2
ET190023	4	16	1	5	1	8	2	2	2
ET190023	5	14	1	5	1	4	2	2	2
ET190023	6	12	2	5	1	3	2	2	2
ET190023	7	7	1	5	1	1	2	2	2
ET190023	15	4	2	5	 	 	2	 	 
ET190024	1	56	1	3	2	0	2	2	1
ET190024	2	50	2	3	2	0	2	2	1
ET190024	3	27	2	1	2	3	2	1	1
ET190024	4	15	1	4	1	7	2	1	2
ET190024	5	13	2	4	1	4	2	1	2
ET190024	6	10	1	5	1	4	2	2	2
ET190024	7	7	2	5	1	1	2	2	2
ET190025	1	40	1	1	2	12	2	2	1
ET190025	2	30	2	1	2	0	2	1	2
ET190025	3	10	1	5	1	3	2	2	2
ET190025	4	8	1	5	1	2	2	2	2
ET190025	5	6	2	5	2	2	2	2	2
ET190025	6	6	2	5	2	2	2	2	2
ET190026	1	38	1	1	2	0	2	2	2
ET190026	2	30	2	1	2	0	2	1	1
ET190026	3	9	1	5	1	1	2	2	2
ET190026	4	7	1	5	2	0	2	2	2
ET190026	15	4	2	5	 	 	2	 	 
ET190027	1	38	1	1	2	6	1	2	1
ET190027	2	32	2	1	2	6	2	1	1
ET190027	3	11	2	5	1	5	2	2	2
ET190027	4	9	1	5	1	3	1	2	2
ET190027	5	7	2	5	1	1	2	2	2
ET190027	6	5	2	5	2	0	2	2	2
ET190028	1	50	2	3	2	0	2	2	2
ET190028	2	18	2	1	2	4	2	1	2
ET190028	3	17	1	4	1	9	2	2	2
ET190028	4	11	2	4	1	3	2	2	2
ET190028	5	8	1	4	1	1	2	2	2
ET190029	1	47	1	1	2	4	2	2	2
ET190029	2	35	2	1	2	2	2	1	2
ET190029	3	13	2	5	1	6	2	2	2
ET190029	4	12	2	5	1	4	2	2	2
ET190029	5	9	1	5	1	3	2	2	2
ET190029	6	6	1	5	2	0	2	2	2
ET190030	1	26	1	1	2	3	2	2	1
ET190030	2	21	2	1	2	3	2	1	2
ET190030	15	4	1	5	 	 	2	 	 
ET190031	1	35	1	1	1	10	2	2	2
ET190031	2	27	2	1	2	4	2	1	1
ET190031	3	8	1	5	1	2	2	2	2
ET190031	4	6	2	5	2	0	2	2	2
ET190031	15	3	1	5	 	 	2	 	 
ET190032	1	27	1	1	2	10	2	2	1
ET190032	2	22	2	1	2	0	2	1	2
ET190033	1	45	1	1	2	0	2	2	1
ET190033	2	35	2	1	2	3	2	1	2
ET190033	3	7	2	5	1	1	2	2	2
ET190033	15	4	1	5	 	 	2	 	 
ET190034	1	36	1	1	1	8	2	2	1
ET190034	2	30	2	1	2	0	2	1	2
ET190034	3	14	1	5	1	7	2	2	2
ET190034	4	11	1	5	1	5	2	2	2
ET190034	5	8	1	5	1	3	2	2	2
ET190035	1	37	1	1	2	5	2	2	1
ET190035	2	21	2	1	2	7	2	1	2
ET190035	15	4	2	5	 	 	2	 	 
ET190036	1	41	1	1	2	0	2	2	1
ET190036	2	35	2	1	2	1	2	1	2
ET190036	3	11	1	5	1	3	2	2	2
ET190036	4	10	2	5	1	2	2	2	2
ET190036	5	8	1	5	1	2	2	2	2
ET190037	1	22	2	1	2	0	2	1	1
ET190037	15	3	2	5	 	 	2	 	 
ET190038	1	53	1	1	2	0	2	2	2
ET190038	2	32	2	1	2	0	2	1	1
ET190038	3	75	1	3	2	0	1	2	2
ET190038	4	14	1	4	1	7	2	2	2
ET190038	5	12	1	5	1	3	2	2	2
ET190038	6	8	1	5	1	2	2	2	2
ET190038	15	4	1	5	 	 	2	 	 
ET190039	1	38	2	3	2	0	2	2	2
ET190039	2	18	2	1	2	7	2	1	1
ET190039	3	20	1	4	2	6	2	2	2
ET190039	4	14	2	4	1	7	2	2	1
ET190039	5	9	2	4	1	2	2	2	2
ET190040	1	42	1	1	2	0	2	2	1
ET190040	2	29	2	1	2	0	2	1	2
ET190040	3	15	1	5	1	5	2	2	2
ET190040	4	13	2	5	1	6	2	2	2
ET190040	5	7	2	5	1	1	2	2	2
ET190040	15	4	1	5	 	 	2	 	 
ET190041	1	47	2	3	2	0	2	1	2
ET190041	2	23	2	1	2	4	2	1	1
ET190041	3	21	1	4	2	6	2	2	1
ET190041	4	18	1	4	1	7	2	2	2
ET190041	5	14	2	4	1	4	2	1	2
ET190041	6	12	1	4	1	5	2	2	2
ET190041	7	9	2	4	1	3	2	2	2
ET190041	8	7	1	4	2	0	2	2	2
ET190042	1	45	2	3	2	0	2	1	1
ET190042	2	25	2	1	2	0	2	1	1
ET190042	3	18	1	4	2	10	2	2	2
ET190042	4	12	2	4	1	3	2	2	2
ET190042	5	10	1	4	1	6	2	2	2
ET190042	15	4	1	5	 	 	2	 	 
ET190043	1	32	1	1	2	3	2	2	1
ET190043	2	23	2	1	2	2	2	1	2
ET190043	15	4	1	5	 	 	2	 	 
ET190044	1	22	2	1	2	3	2	1	1
ET190044	2	8	2	4	1	2	2	2	2
ET190044	15	3	2	5	 	 	2	 	 
ET190045	1	20	2	1	2	8	2	1	1
ET190045	2	28	1	1	2	8	2	2	1
ET190046	1	41	1	1	2	3	2	2	1
ET190046	2	30	2	1	2	0	1	1	1
ET190046	3	18	2	5	1	7	2	1	2
ET190046	4	11	1	5	1	5	2	2	2
ET190046	5	7	2	5	1	2	2	2	2
ET190046	15	3	2	5	 	 	2	 	 
ET190047	1	62	2	3	2	0	2	1	1
ET190047	2	32	1	4	2	12	2	1	1
ET190047	3	20	2	1	2	6	1	1	2
ET190047	4	18	2	4	1	10	2	2	2
ET190047	5	16	1	4	1	10	2	2	2
ET190047	6	14	2	7	2	0	2	1	2
ET190047	15	3	2	5	 	 	2	 	 
ET190048	1	24	1	1	2	4	2	2	1
ET190048	2	18	2	1	2	5	2	1	2
ET190049	1	48	2	3	2	0	1	1	1
ET190049	2	27	2	1	2	0	2	1	1
ET190049	3	6	1	5	2	0	2	2	2
ET190049	4	14	2	6	1	5	2	2	2
ET190050	1	58	2	3	2	0	2	2	2
ET190050	2	24	2	1	2	4	2	1	1
ET190050	3	5	2	5	2	0	2	2	2
ET190051	1	40	1	1	2	3	2	2	2
ET190051	2	35	2	1	2	0	2	1	1
ET190051	3	15	1	5	1	6	2	2	2
ET190051	4	12	2	5	1	4	2	2	2
ET190051	5	9	2	5	1	2	2	1	2
ET190051	6	6	1	5	1	0	2	2	2
ET190051	7	5	2	5	2	0	2	2	2
ET190051	8	13	2	6	1	7	2	2	2
ET190052	1	35	1	1	2	6	2	1	1
ET190052	2	35	2	1	2	0	2	1	1
ET190052	3	16	1	5	2	5	2	2	2
ET190052	4	14	1	5	2	4	2	2	2
ET190052	5	8	2	5	1	1	2	2	2
ET190053	1	45	1	1	2	0	2	2	2
ET190053	2	40	2	1	2	0	2	1	1
ET190053	3	7	1	5	1	0	2	2	2
ET190053	4	4	2	5	 	 	2	 	 
ET190054	1	35	2	1	2	2	2	1	1
ET190054	2	17	2	5	1	7	2	1	2
ET190054	3	14	2	5	1	6	2	1	2
ET190054	4	12	1	5	1	5	2	2	2
ET190054	5	8	2	5	1	3	2	2	2
ET190055	1	48	1	1	2	0	2	2	2
ET190055	2	38	2	1	2	0	2	1	1
ET190055	3	11	1	5	1	4	2	2	2
ET190055	4	9	1	5	1	2	2	2	2
ET190055	5	6	2	5	1	1	2	2	2
ET190055	15	4	2	5	 	 	2	 	 
ET190056	1	30	1	1	2	5	2	2	1
ET190056	2	28	2	1	2	0	2	1	1
ET190056	3	7	2	5	2	0	2	1	2
ET190057	1	42	1	1	2	0	2	2	1
ET190057	2	28	2	1	2	0	2	1	1
ET190057	3	7	2	5	1	2	2	1	2
ET190057	4	5	1	5	2	0	2	2	2
ET190057	15	3	2	5	 	 	2	 	 
ET190058	1	29	2	1	2	0	2	1	1
ET190058	2	6	2	5	2	0	2	2	2
ET190059	1	35	2	1	2	0	2	1	1
ET190059	2	15	1	5	1	6	2	2	2
ET190059	3	10	1	5	1	3	2	2	2
ET190059	4	7	2	5	1	2	2	2	2
ET190060	1	35	1	1	2	4	2	2	2
ET190060	2	25	2	1	2	8	2	1	1
ET190060	3	17	2	7	2	0	2	1	2
ET190060	15	3	2	5	 	 	2	 	 
ET190061	1	60	1	1	2	0	2	2	1
ET190061	2	42	2	1	2	0	2	1	2
ET190061	3	18	2	5	1	10	2	1	2
ET190061	4	16	1	5	2	5	1	2	2
ET190061	5	14	2	5	1	10	2	1	2
ET190061	6	12	1	5	1	5	2	2	2
ET190061	7	10	2	5	1	4	2	2	2
ET190061	8	8	2	5	1	3	2	2	2
ET190061	9	7	1	5	1	3	2	2	2
ET190061	15	4	1	5	 	 	2	 	 
ET190062	1	23	1	1	2	7	2	2	1
ET190062	2	18	2	1	2	6	2	1	1
ET190063	1	32	1	1	2	2	2	1	1
ET190063	2	25	2	1	2	0	2	1	1
ET190063	3	8	1	5	1	2	2	1	2
ET190063	4	6	2	5	2	0	2	1	2
ET190063	15	3	1	5	 	 	2	 	 
ET190064	1	25	2	1	2	3	2	1	1
ET190064	2	12	1	4	1	6	2	2	2
ET190064	3	5	2	5	2	0	2	2	2
ET190065	1	20	1	1	2	4	2	2	1
ET190065	2	18	2	1	2	3	2	1	2
ET190066	1	36	2	1	2	0	2	1	1
ET190066	2	14	2	5	1	8	2	2	2
ET190066	3	8	1	5	1	2	2	2	2
ET190066	4	5	2	5	2	0	2	2	2
ET190067	1	36	1	1	2	0	2	2	1
ET190067	2	26	2	1	2	0	2	1	2
ET190068	1	30	2	1	2	2	2	1	1
ET190068	2	16	1	5	1	10	2	2	2
ET190068	3	14	1	5	1	8	2	2	2
ET190068	4	12	1	5	1	5	2	2	2
ET190068	5	9	1	5	1	3	2	2	2
ET190069	1	38	1	1	2	0	2	2	1
ET190069	2	27	2	1	2	0	2	1	2
ET190069	3	7	2	5	1	1	2	2	2
ET190069	15	3	1	5	 	 	2	 	 
ET190070	1	35	1	1	2	0	2	2	2
ET190070	2	25	2	1	2	0	2	1	2
ET190070	3	5	2	5	2	0	2	2	2
ET190071	1	35	2	1	2	0	1	1	1
ET190071	2	13	1	5	1	3	2	2	2
ET190072	1	50	2	3	2	0	2	1	2
ET190072	2	26	2	1	2	4	2	1	1
ET190072	15	3	1	5	 	 	2	 	 
ET190073	1	29	1	1	2	7	2	2	1
ET190073	2	20	2	1	2	0	2	1	2
ET190074	1	80	2	3	2	0	2	2	2
ET190074	2	50	2	3	2	0	2	1	1
ET190074	3	40	1	1	2	6	2	2	2
ET190074	4	28	2	1	2	0	2	1	2
ET190074	5	15	1	5	1	8	2	2	2
ET190074	6	12	1	5	1	6	2	2	2
ET190074	15	3	2	5	 	 	2	 	 
ET190075	1	48	2	3	2	0	2	1	2
ET190075	2	25	2	1	2	6	2	1	1
ET190076	1	37	1	1	2	0	1	2	2
ET190076	2	28	2	1	2	6	2	1	2
ET190076	3	9	1	5	1	2	2	2	2
ET190076	4	6	1	5	1	1	2	2	2
ET190076	5	6	1	5	1	1	2	2	2
ET190076	15	4	1	5	 	 	2	 	 
ET190077	1	77	2	3	2	0	2	1	1
ET190077	2	37	2	1	2	13	2	1	2
ET190077	3	34	2	4	2	10	2	2	2
ET190077	4	17	2	4	1	9	2	2	2
ET190078	1	38	2	3	2	0	1	1	1
ET190078	2	17	2	1	2	0	2	1	2
ET190078	3	12	1	4	2	0	2	2	2
ET190079	1	28	1	1	2	0	2	2	1
ET190079	2	23	2	1	2	0	2	1	2
ET190079	3	5	1	5	2	0	2	2	2
ET190080	1	39	2	1	2	0	2	1	1
ET190080	2	10	2	5	1	3	2	2	2
ET190080	3	5	1	5	2	0	2	2	2
ET190081	1	23	1	1	2	12	2	2	1
ET190081	2	22	2	1	2	0	1	1	2
ET190082	1	45	2	1	2	0	2	1	1
ET190082	2	21	1	5	1	12	2	2	2
ET190082	3	18	2	5	1	8	2	2	2
ET190082	4	15	1	5	1	4	2	2	2
ET190082	5	10	1	5	1	3	2	2	2
ET190082	6	7	1	5	1	1	2	2	2
ET190082	7	6	2	5	2	0	2	2	2
ET190083	1	30	1	1	2	0	2	2	1
ET190083	2	25	2	1	2	0	2	1	2
ET190083	15	4	1	5	 	 	1	 	 
ET190084	1	33	2	1	2	0	2	1	2
ET190084	2	18	2	5	1	9	2	2	2
ET190084	15	4	1	5	 	 	2	 	 
ET190085	1	19	2	1	2	5	2	1	1
ET190085	15	4	2	5	 	 	2	 	 
ET190086	1	25	1	1	2	0	2	2	2
ET190086	2	23	2	1	2	8	1	1	2
ET190086	3	20	2	4	2	0	2	1	2
ET190087	1	30	1	1	2	0	2	2	1
ET190087	2	20	2	1	2	0	2	1	1
ET190087	3	6	1	5	1	1	2	2	2
ET190087	15	3	1	5	 	 	2	 	 
ET190088	1	54	1	1	2	12	2	2	1
ET190088	2	30	2	1	2	12	2	1	1
ET190088	3	16	2	7	2	6	2	1	2
ET190088	4	13	1	5	1	5	2	2	2
ET190088	5	9	2	5	1	3	2	2	2
ET190088	15	4	2	5	 	 	2	 	 
ET190089	1	30	2	1	2	0	2	1	2
ET190089	2	8	1	5	1	2	2	2	2
ET190089	3	7	2	5	1	1	2	2	2
ET190090	1	35	1	1	2	0	2	2	2
ET190090	2	28	2	1	2	0	2	1	2
ET190090	3	9	2	5	1	3	2	2	2
ET190090	4	5	2	5	2	0	2	2	2
ET190090	15	3	1	5	 	 	2	 	 
ET190091	1	60	1	1	2	4	2	2	1
ET190091	2	35	2	1	2	1	2	1	1
ET190091	3	20	1	5	2	7	2	2	2
ET190091	4	18	1	5	2	5	2	2	2
ET190091	5	16	2	5	1	8	2	2	2
ET190091	6	14	1	5	1	6	2	2	2
ET190091	7	11	1	5	1	5	2	2	2
ET190091	8	9	2	5	1	2	2	2	2
ET190091	9	7	1	5	1	1	2	2	2
ET190091	15	4	1	5	 	 	2	 	 
ET190092	1	45	1	1	2	7	2	2	2
ET190092	2	41	2	1	2	2	2	1	2
ET190092	3	17	1	5	1	10	2	2	2
ET190092	4	15	1	5	1	8	2	2	2
ET190092	5	10	2	5	1	3	2	2	2
ET190092	6	5	2	5	1	0	2	2	2
ET190093	1	35	1	1	2	0	1	2	2
ET190093	2	24	2	1	2	0	2	1	2
ET190093	3	8	2	4	1	1	2	2	2
ET190093	4	5	1	5	2	0	2	2	2
ET190094	1	60	1	1	2	0	2	2	2
ET190094	2	36	2	1	2	0	2	1	2
ET190094	3	22	1	5	1	14	2	2	2
ET190094	4	19	1	5	2	12	2	2	2
ET190094	5	15	2	5	1	8	2	2	2
ET190094	6	17	1	5	1	8	2	2	2
ET190094	7	15	1	5	1	5	2	2	2
ET190094	8	14	2	5	1	9	2	2	2
ET190094	9	7	1	5	1	1	2	2	2
ET190094	15	4	2	5	 	 	2	 	 
ET190095	1	46	1	1	2	9	2	2	2
ET190095	2	20	2	1	2	0	2	1	2
ET190095	15	4	2	5	 	 	2	 	 
ET190096	1	46	1	1	2	2	1	2	2
ET190096	2	35	2	1	2	0	2	1	2
ET190096	3	15	2	5	1	7	1	2	2
ET190096	4	12	1	5	1	4	2	2	2
ET190096	5	9	1	5	1	2	1	2	2
ET190096	6	7	2	5	1	1	2	2	2
ET190096	15	4	2	5	 	 	2	 	 
ET190097	1	80	1	3	2	0	2	2	2
ET190097	2	52	2	3	2	0	2	2	2
ET190097	3	48	1	4	2	0	2	2	2
ET190097	4	30	1	4	2	0	2	2	2
ET190097	5	27	1	4	1	10	2	2	2
ET190097	6	25	1	4	2	0	2	2	2
ET190097	7	23	1	4	2	0	2	2	2
ET190097	8	21	2	1	1	4	2	1	2
ET190097	9	16	1	4	1	7	2	2	2
ET190097	10	15	2	6	1	7	2	2	2
ET190097	11	12	2	6	1	3	2	2	2
ET190098	1	45	1	1	2	0	2	2	2
ET190098	2	28	2	1	2	0	2	1	2
ET190098	3	11	1	5	1	2	2	2	2
ET190098	4	6	1	5	2	1	2	2	2
ET190099	1	30	2	4	2	0	2	2	2
ET190099	2	25	2	1	2	0	2	2	2
ET190099	3	13	2	6	1	4	2	2	2
ET190099	4	8	2	6	1	1	2	2	2
ET190099	15	2	2	6	 	 	2	 	 
ET190100	1	46	1	1	2	0	2	2	2
ET190100	2	35	2	1	2	0	2	1	2
ET190100	3	20	2	5	1	7	2	2	2
ET190100	4	18	1	5	1	10	2	2	2
ET190100	5	15	1	5	1	6	2	2	2
ET190100	6	12	1	5	1	6	2	2	2
ET190100	7	10	2	5	1	3	2	2	2
ET190100	15	3	1	5	 	 	2	 	 
ET200001	1	24	2	1	1	14	2	2	1
ET200001	2	15	2	7	2	0	2	2	 
ET200002	1	41	1	1	2	0	2	1	1
ET200002	2	28	2	1	2	0	2	1	1
ET200002	3	10	2	5	1	3	2	1	1
ET200002	4	7	2	5	1	0	2	1	1
ET200002	15	4	2	5	 	 	2	 	 
ET200003	1	28	1	1	1	3	2	2	1
ET200003	2	26	2	1	1	1	2	2	1
ET200003	3	7	1	5	1	0	2	2	2
ET200003	15	3	1	5	 	 	2	 	 
ET200004	1	30	1	1	2	0	2	2	2
ET200004	2	27	2	1	2	0	2	2	2
ET200004	3	7	2	5	1	1	2	2	2
ET200004	15	4	2	5	 	 	2	 	 
ET200005	1	66	1	3	2	0	2	2	2
ET200005	2	58	2	3	2	0	2	2	2
ET200005	3	26	1	1	1	4	2	2	2
ET200005	4	18	2	1	1	4	2	2	2
ET200005	5	12	2	6	1	3	2	2	2
ET200005	6	7	1	6	1	0	2	2	2
ET200005	7	16	2	6	1	8	2	2	2
ET200006	1	32	1	1	1	14	2	2	1
ET200006	2	20	2	1	1	6	2	1	1
ET200006	3	5	1	5	2	0	2	2	2
ET200006	4	5	1	5	2	0	2	2	2
ET200007	1	40	1	1	2	0	2	1	1
ET200007	2	20	2	1	1	5	2	1	1
ET200007	15	4	2	5	 	 	2	 	 
ET200008	1	30	1	1	2	3	2	1	1
ET200008	2	20	2	1	2	4	2	1	1
ET200009	1	27	2	1	2	0	2	1	1
ET200009	2	11	2	5	1	1	2	1	2
ET200009	3	7	1	5	1	0	1	1	2
ET200009	4	5	1	5	2	0	2	2	2
ET200010	1	 	1	1	1	13	1	1	1
ET200010	2	18	2	1	1	5	2	1	1
ET200010	3	16	1	4	1	6	2	1	2
ET200010	15	4	1	5	 	 	2	 	 
ET200011	1	30	2	1	2	0	2	1	1
ET200011	2	50	1	2	1	2	2	1	1
ET200011	3	13	2	12	1	5	2	1	2
ET200011	4	9	1	12	1	2	2	1	2
ET200011	5	7	1	12	1	1	2	1	2
ET200012	1	28	2	1	2	0	2	2	1
ET200012	2	10	1	5	1	2	2	2	2
ET200012	3	5	1	5	2	0	2	2	2
