CHILDID	PLOT	LAREA	LOWN	LUSE
ET080031	2	2500	4	1
ET080031	3	2500	4	1
ET080031	4	2500	4	1
ET080032	1	2500	1	1
ET080032	2	2500	1	1
ET080033	1	10000	4	1
ET080034	1	5000	4	1
ET080034	2	2500	4	1
ET080035	1	30000	4	1
ET080036	1	10000	1	1
ET080037	1	30000	4	1
ET080038	1	2500	4	1
ET080039	1	5000	4	1
ET080040	1	2500	1	1
ET080040	2	2500	1	1
ET080040	3	2500	1	1
ET080041	1	5000	4	1
ET080041	2	5000	4	1
ET080042	1	5000	4	1
ET080043	1	10000	4	1
ET080044	1	5000	1	1
ET080045	1	2500	4	1
ET080045	2	2500	4	1
ET080045	3	2500	4	1
ET080048	1	2500	1	1
ET080049	1	40000	4	1
ET080051	1	2500	1	1
ET080051	2	2500	1	1
ET080052	1	2500	4	1
ET080052	2	2500	4	1
ET080052	3	2500	4	1
ET080052	4	2500	4	1
ET080052	5	2500	4	1
ET080053	1	2500	4	1
ET080053	2	2500	4	1
ET080053	3	2500	4	1
ET080053	4	2500	4	1
ET080053	5	2500	4	1
ET080053	6	2500	4	1
ET080056	1	5000	4	1
ET080056	2	2500	4	1
ET080056	3	2500	4	1
ET080057	1	5000	4	1
ET080057	2	2500	4	1
ET080058	1	10000	1	1
ET080059	1	2500	4	1
ET080060	1	2500	4	1
ET080060	2	2500	4	1
ET080060	3	2500	4	1
ET080060	4	2500	4	1
ET080060	5	2500	4	1
ET080061	1	5000	4	1
ET080061	2	5000	4	1
ET080063	1	5000	4	1
ET080063	2	2500	4	1
ET080064	1	5000	4	1
ET080065	1	2500	4	1
ET080065	2	2500	4	1
ET080067	1	2500	1	1
ET080067	2	2500	1	1
ET080068	1	20000	4	1
ET080069	1	5000	4	1
ET080069	2	5000	1	1
ET080069	3	7500	3	1
ET080072	1	500	4	1
ET080073	1	2500	4	1
ET080073	2	2500	4	1
ET080074	1	2500	4	1
ET080074	2	2500	4	1
ET080074	3	2500	4	1
ET080074	4	2500	4	1
ET080074	5	2500	4	1
ET080075	1	5000	4	1
ET080077	1	10000	4	1
ET080079	1	2500	1	1
ET080079	2	2500	1	1
ET080080	1	1500	4	1
ET080081	1	10000	4	1
ET080082	1	2500	4	1
ET080082	2	2500	4	1
ET080084	1	2500	2	1
ET080084	2	2500	2	1
ET080085	1	2500	1	1
ET080085	2	2500	1	1
ET080086	1	2500	4	1
ET080086	2	2500	4	1
ET080086	3	2500	4	1
ET080087	1	10000	1	1
ET080088	1	20000	4	1
ET080089	1	10000	4	1
ET080090	1	2500	2	1
ET080091	1	2500	4	1
ET080091	2	2500	4	1
ET080092	1	2500	4	1
ET080093	1	2500	4	1
ET080093	2	2500	1	1
ET080094	1	5000	4	1
ET080094	2	2500	4	1
ET080094	3	2500	4	1
ET080095	1	20000	1	1
ET080097	1	10000	4	1
ET080098	1	2500	1	1
ET080099	1	5000	4	1
ET090001	1	2500	4	1
ET090001	2	10000	3	1
ET090002	1	15000	1	1
ET090003	1	15000	4	1
ET090004	1	5000	1	1
ET090004	2	5000	3	1
ET090004	3	27500	4	1
ET090005	1	10000	4	1
ET090005	2	17500	1	1
ET090006	1	10000	4	1
ET090007	1	12500	4	1
ET090008	1	30000	4	1
ET090009	1	40000	4	1
ET090010	1	10000	4	1
ET090011	1	15000	4	1
ET090012	1	5000	4	1
ET090012	2	12500	1	1
ET090013	1	12500	4	1
ET090014	1	20000	4	1
ET090015	1	5000	4	1
ET090015	2	20000	1	1
ET090016	1	2500	4	1
ET090016	2	15000	1	1
ET090017	1	30000	4	1
ET090018	1	10000	4	1
ET090019	1	12500	1	1
ET090020	1	5000	4	1
ET090022	1	20000	1	1
ET090023	1	15000	1	1
ET090025	1	20000	4	1
ET090026	1	2500	4	1
ET090026	2	6250	1	1
ET090026	3	10000	3	1
ET090027	1	17500	4	1
ET090027	2	6250	1	1
ET090028	1	22500	4	1
ET090028	2	7500	1	1
ET090029	1	12500	4	1
ET090030	1	15000	4	1
ET090031	1	30000	4	1
ET090032	1	20000	4	1
ET090032	2	15000	3	1
ET090033	1	20000	2	1
ET090033	2	20000	3	1
ET090034	1	20000	4	4
ET090035	1	10000	4	1
ET090035	2	5000	1	1
ET090036	1	12500	4	1
ET090036	2	2500	1	1
ET090037	1	30000	4	1
ET090038	1	30000	4	1
ET090039	1	5000	4	1
ET090039	2	5000	1	1
ET090040	1	30000	4	1
ET090041	1	10000	1	1
ET090042	1	10000	1	1
ET090043	1	20000	1	1
ET090044	1	20000	4	1
ET090045	1	15000	4	1
ET090046	1	15000	4	1
ET090047	1	17500	4	1
ET090048	1	15000	4	1
ET090049	1	10000	4	6
ET090049	2	12500	4	1
ET090050	1	7500	1	1
ET090051	1	35000	1	1
ET090052	1	25000	4	1
ET090053	1	25000	4	1
ET090054	1	20000	4	1
ET090055	1	25000	4	1
ET090056	1	15000	4	1
ET090057	1	15000	1	1
ET090058	1	12500	1	1
ET090059	1	5000	3	1
ET090060	1	30000	4	1
ET090061	1	15000	4	1
ET090062	1	15000	4	1
ET090063	1	15000	1	1
ET090064	1	30000	4	1
ET090065	1	5000	1	1
ET090067	1	12500	1	1
ET090067	2	17500	3	1
ET090068	1	5000	4	1
ET090068	2	12500	1	1
ET090068	3	5000	1	1
ET090069	1	15000	4	1
ET090070	1	15000	4	1
ET090071	1	15000	4	1
ET090072	1	10000	1	1
ET090072	2	5000	3	1
ET090073	1	12500	1	1
ET090074	1	2500	1	1
ET090074	2	20000	3	1
ET090075	1	10000	4	1
ET090075	2	5000	1	1
ET090075	3	5000	3	1
ET090076	1	15000	4	1
ET090077	1	15000	4	1
ET090077	2	10000	4	1
ET090078	1	25000	4	1
ET090078	2	5000	4	2
ET090078	3	8750	1	1
ET090079	1	20000	4	1
ET090079	2	10000	1	1
ET090080	1	5000	4	1
ET090081	1	5000	2	1
ET090081	2	5000	2	1
ET090082	1	20000	4	1
ET090083	1	10000	4	1
ET090084	1	12500	2	1
ET090084	2	2500	4	1
ET090085	1	15000	4	1
ET090086	1	20000	4	1
ET090087	1	10000	4	1
ET090087	2	5000	3	1
ET090088	1	10000	4	1
ET090088	2	12500	2	1
ET090089	1	5000	2	1
ET090089	2	15000	1	1
ET090090	1	10000	2	1
ET090090	2	5000	1	1
ET090091	1	35000	4	1
ET090091	2	12500	1	1
ET090092	1	15000	3	1
ET090092	2	5000	1	1
ET090093	1	7500	4	1
ET090093	2	7500	3	1
ET090094	1	7500	4	1
ET090094	2	10000	2	1
ET090095	1	10000	4	1
ET090095	2	10000	1	1
ET090096	1	10000	4	1
ET090096	2	5000	1	1
ET090098	1	10000	4	1
ET100005	1	20000	1	1
ET100020	1	20000	3	1
ET100023	1	5000	3	1
ET100028	1	6250	1	1
ET100030	1	5000	4	1
ET100032	1	35000	1	1
ET100041	1	2500	4	4
ET100041	2	5000	3	1
ET100064	1	2500	3	1
ET100065	1	5000	4	1
ET100069	1	2500	4	1
ET100079	1	5000	3	1
ET110001	1	5000	4	1
ET110001	2	5000	4	1
ET110001	3	2500	4	1
ET110002	1	10000	4	1
ET110003	1	5000	4	1
ET110003	2	7500	4	1
ET110003	3	2500	4	1
ET110003	4	2500	4	1
ET110004	1	5000	4	1
ET110004	2	7500	4	1
ET110004	3	2500	4	2
ET110005	1	2500	4	1
ET110005	2	2500	4	1
ET110005	3	2500	4	1
ET110006	1	7500	4	1
ET110006	2	5000	4	1
ET110006	3	2500	4	1
ET110006	4	2500	4	1
ET110008	1	10000	1	1
ET110008	2	10000	4	1
ET110009	1	5000	4	1
ET110009	2	5000	1	1
ET110011	1	5000	4	1
ET110011	2	2500	4	1
ET110011	3	2500	4	1
ET110011	4	2500	4	1
ET110011	5	2500	4	1
ET110011	6	2500	4	1
ET110011	7	2500	4	1
ET110012	1	2500	4	1
ET110013	1	2500	4	1
ET110014	1	7500	1	1
ET110014	2	3750	1	1
ET110014	3	3750	1	1
ET110014	4	3750	1	1
ET110014	5	2500	1	1
ET110014	6	2500	1	1
ET110014	7	1250	1	1
ET110014	8	1250	1	1
ET110015	1	10000	4	1
ET110015	2	10000	4	1
ET110016	1	3750	4	1
ET110016	2	3750	4	1
ET110017	1	6250	4	1
ET110017	2	5000	4	1
ET110017	3	2500	4	1
ET110019	1	7500	4	1
ET110019	2	5000	4	1
ET110019	3	5000	4	1
ET110019	4	5000	4	1
ET110020	1	5000	4	1
ET110020	2	2500	5	1
ET110022	1	7500	4	1
ET110022	2	5000	4	1
ET110025	1	10000	4	1
ET110026	1	5000	4	1
ET110026	2	5000	4	1
ET110026	3	7500	4	1
ET110026	4	7500	4	1
ET110027	1	10000	4	1
ET110027	2	5000	4	1
ET110027	3	12500	4	1
ET110029	1	2500	4	1
ET110029	2	2500	4	1
ET110030	1	5000	4	1
ET110030	2	5000	3	1
ET110030	3	2500	4	1
ET110030	4	2500	4	1
ET110030	5	2500	3	1
ET110031	1	7500	4	1
ET110031	2	5000	4	1
ET110032	1	2500	1	1
ET110032	2	2500	1	1
ET110032	3	2500	1	1
ET110032	4	2500	1	1
ET110033	1	2500	4	1
ET110033	2	2500	4	1
ET110033	3	2500	4	1
ET110033	4	2500	4	1
ET110033	5	2500	4	1
ET110033	6	2500	4	1
ET110034	1	7500	4	1
ET110034	2	5000	4	1
ET110034	3	2500	4	1
ET110035	1	5000	4	1
ET110035	2	2500	4	1
ET110035	3	2500	4	1
ET110037	1	10000	4	1
ET110037	2	2500	4	1
ET110037	3	2500	4	1
ET110037	4	2500	4	1
ET110038	1	5000	1	1
ET110038	2	2500	1	1
ET110039	1	2500	2	1
ET110039	2	2500	2	1
ET110039	3	2500	2	6
ET110042	1	10000	4	1
ET110043	1	5000	4	1
ET110043	2	2500	1	1
ET110045	1	-9999	4	1
ET110047	1	2500	4	1
ET110047	2	2500	4	1
ET110047	3	5000	1	1
ET110047	4	5000	1	1
ET110048	1	5000	4	1
ET110048	2	5000	4	1
ET110048	3	5000	1	1
ET110049	1	5000	4	6
ET110049	2	5000	4	6
ET110051	1	5000	1	1
ET110051	2	2500	1	1
ET110051	3	2500	1	1
ET110051	4	2500	1	1
ET110051	5	2500	1	1
ET110052	1	7500	4	1
ET110052	2	2500	4	1
ET110052	3	2500	4	1
ET110052	4	2500	4	1
ET110053	1	2500	4	1
ET110054	1	10000	4	1
ET110055	1	10000	4	1
ET110055	2	15000	4	1
ET110055	3	5000	4	1
ET110056	1	2500	3	1
ET110056	2	2500	3	1
ET110056	3	2500	3	1
ET110056	4	2500	3	1
ET110057	1	2500	4	6
ET110058	1	5000	5	1
ET110060	1	30000	4	1
ET110061	1	7500	4	1
ET110064	1	5000	4	1
ET110064	2	5000	4	1
ET110064	3	5000	4	1
ET110064	4	2500	4	1
ET110064	5	2500	4	1
ET110064	6	2500	1	1
ET110065	1	10000	4	1
ET110065	2	2500	2	2
ET110066	1	2500	4	1
ET110066	2	5000	4	1
ET110066	3	2500	4	1
ET110067	1	2500	1	1
ET110069	1	10000	4	1
ET110069	2	5000	4	1
ET110069	3	2500	4	1
ET110070	1	10000	4	1
ET110070	2	5000	4	1
ET110071	1	20000	4	1
ET110071	2	10000	1	1
ET110072	1	2500	4	1
ET110073	1	7500	3	1
ET110073	2	2500	4	1
ET110073	3	2500	4	1
ET110074	1	2500	3	1
ET110074	2	2500	3	1
ET110074	3	2500	3	1
ET110075	1	7500	4	1
ET110077	1	5000	4	1
ET110077	2	5000	4	1
ET110077	3	5000	2	1
ET110078	1	20000	4	1
ET110079	1	15000	4	1
ET110080	1	5000	4	1
ET110080	2	5000	4	1
ET110081	1	5000	4	1
ET110081	2	2500	4	1
ET110082	1	20000	4	1
ET110083	1	10000	4	1
ET110085	1	2500	4	1
ET110085	2	2500	4	1
ET110086	1	7500	4	1
ET110086	2	5000	4	1
ET110086	3	2500	4	1
ET110087	1	25000	4	1
ET110088	1	7500	4	1
ET110089	1	2500	4	1
ET110089	2	2500	4	1
ET110090	1	10000	4	1
ET110091	1	20000	4	1
ET110092	1	7500	4	1
ET110092	2	5000	4	1
ET110092	3	2500	4	1
ET110092	4	2500	4	1
ET110093	1	7500	4	1
ET110093	2	5000	4	1
ET110094	1	2500	1	1
ET110094	2	2500	1	1
ET110094	3	2500	1	1
ET110094	4	2500	1	1
ET110097	1	15000	4	1
ET110098	1	2500	4	1
ET110098	2	2500	4	1
ET110098	3	2500	4	1
ET110098	4	2500	4	1
ET110098	5	5000	4	1
ET110099	1	10000	4	1
ET110100	1	17500	4	1
ET120001	1	625	4	1
ET120002	1	625	2	1
ET120002	2	625	3	1
ET120002	3	625	2	3
ET120003	1	2500	2	1
ET120003	2	1875	2	1
ET120003	3	1250	4	1
ET120004	1	7500	3	1
ET120004	2	1250	4	1
ET120005	1	6250	4	1
ET120005	2	625	4	3
ET120006	1	2500	1	1
ET120006	2	2500	4	1
ET120006	3	2500	4	1
ET120006	4	2500	4	1
ET120006	5	2500	4	1
ET120006	6	625	4	2
ET120006	7	625	4	3
ET120007	1	2500	4	1
ET120007	2	1250	4	1
ET120007	3	1250	4	1
ET120008	1	17500	1	1
ET120008	2	5000	1	1
ET120008	3	3750	1	1
ET120008	4	2500	3	1
ET120008	5	1250	4	1
ET120008	6	625	4	1
ET120008	7	125	4	1
ET120009	1	2500	4	1
ET120009	2	2500	3	1
ET120010	1	5000	4	1
ET120010	2	2500	3	1
ET120010	3	2500	4	1
ET120011	1	5000	4	1
ET120011	2	2500	4	1
ET120011	3	1250	4	1
ET120011	4	1250	4	1
ET120011	5	625	4	1
ET120012	1	2500	4	1
ET120012	2	2500	4	1
ET120012	3	2500	4	1
ET120012	4	1250	4	1
ET120012	5	1250	4	1
ET120012	6	1250	4	1
ET120014	1	7500	3	1
ET120014	2	2500	4	1
ET120014	3	625	4	2
ET120015	1	2500	4	1
ET120015	2	5000	3	1
ET120015	3	2500	4	1
ET120016	1	5000	4	1
ET120016	2	2500	4	1
ET120016	3	2500	4	1
ET120016	4	2500	4	1
ET120017	1	2500	4	1
ET120017	2	2500	4	1
ET120017	3	1250	4	1
ET120018	1	5000	1	1
ET120018	2	5000	1	1
ET120018	3	5000	1	1
ET120018	4	3750	4	1
ET120018	5	2500	4	1
ET120018	6	1250	4	2
ET120018	7	1250	4	3
ET120019	1	5000	1	1
ET120021	1	5000	4	1
ET120022	1	1875	4	1
ET120022	2	5000	4	1
ET120023	1	2500	4	1
ET120023	2	2500	4	1
ET120023	3	2500	3	1
ET120023	4	2500	3	1
ET120024	1	5000	4	1
ET120024	2	625	4	2
ET120025	1	2500	4	1
ET120025	2	2500	4	1
ET120026	1	2500	4	1
ET120026	2	2500	4	1
ET120026	3	2500	3	1
ET120026	4	2500	3	1
ET120027	1	5000	1	1
ET120027	2	2500	1	1
ET120027	3	2500	4	1
ET120027	4	2500	4	2
ET120027	5	625	4	1
ET120028	1	2500	4	1
ET120028	2	1250	4	1
ET120028	3	625	4	1
ET120028	4	625	4	1
ET120028	5	625	4	2
ET120029	1	7500	1	1
ET120029	2	2500	4	1
ET120029	3	1250	4	1
ET120029	4	1250	4	2
ET120030	1	2500	4	1
ET120030	2	2500	4	1
ET120030	3	2500	4	1
ET120030	4	2500	3	1
ET120030	5	2500	3	1
ET120031	1	2500	4	1
ET120031	2	2500	4	1
ET120031	3	2500	4	1
ET120032	1	5000	4	1
ET120032	2	2500	4	1
ET120032	3	5000	3	1
ET120033	1	2500	4	1
ET120033	2	625	4	1
ET120034	1	7500	4	1
ET120034	2	2500	1	1
ET120034	3	1250	4	3
ET120034	4	625	4	2
ET120035	1	5000	4	1
ET120035	2	3750	4	1
ET120035	3	2500	1	1
ET120035	4	2500	4	3
ET120035	5	1250	4	2
ET120035	6	625	4	1
ET120036	1	5000	4	1
ET120036	2	2500	4	1
ET120036	3	2500	4	1
ET120036	4	2500	4	1
ET120037	1	2500	4	1
ET120038	1	7500	3	1
ET120038	2	2500	4	1
ET120039	1	2500	4	1
ET120039	2	2500	4	1
ET120039	3	2500	4	1
ET120039	4	625	4	1
ET120040	1	2500	4	1
ET120040	2	2500	4	1
ET120040	3	2500	1	1
ET120041	1	2500	4	1
ET120042	1	7500	4	1
ET120042	2	5000	1	1
ET120042	3	3750	4	1
ET120042	4	2500	2	1
ET120042	5	625	4	3
ET120043	1	2500	4	1
ET120043	2	2500	4	1
ET120043	3	2500	4	1
ET120043	4	2500	3	1
ET120043	5	625	4	1
ET120044	1	2500	4	1
ET120044	2	5000	3	1
ET120045	1	5000	3	1
ET120045	2	2500	4	1
ET120046	1	15000	4	1
ET120046	2	5000	1	1
ET120046	3	2500	4	1
ET120046	4	1250	4	3
ET120047	1	2500	4	1
ET120047	2	2500	4	1
ET120047	3	2500	4	1
ET120047	4	2500	4	1
ET120047	5	2500	4	1
ET120047	6	2500	4	1
ET120048	1	5000	4	1
ET120048	2	3750	4	1
ET120048	3	2500	4	1
ET120048	4	1250	4	3
ET120049	1	5000	4	1
ET120049	2	3750	4	1
ET120049	3	2500	4	1
ET120049	4	250	4	1
ET120050	1	2500	4	1
ET120050	2	5000	4	1
ET120050	3	625	4	1
ET120050	4	312.5	4	1
ET120051	1	5000	4	1
ET120051	2	5000	4	1
ET120051	3	1250	4	3
ET120052	1	3750	4	1
ET120053	1	2500	2	1
ET120053	2	2500	2	1
ET120054	1	5000	4	1
ET120054	2	2500	4	1
ET120054	3	1250	4	1
ET120054	4	2500	4	1
ET120055	1	5000	2	1
ET120055	2	2500	2	1
ET120055	3	2500	2	1
ET120056	1	6250	4	1
ET120057	1	1250	4	1
ET120057	2	2500	4	6
ET120057	3	2500	4	6
ET120058	1	2500	4	1
ET120059	1	2500	4	1
ET120059	2	3750	4	1
ET120059	3	1250	4	1
ET120059	4	2500	4	1
ET120060	1	2500	4	1
ET120060	2	2500	3	1
ET120061	1	10000	4	1
ET120061	2	1250	2	1
ET120061	3	625	3	1
ET120062	1	2500	4	1
ET120062	2	3750	4	1
ET120062	3	833	4	3
ET120063	1	5000	4	1
ET120063	2	2500	4	1
ET120063	3	250	4	3
ET120064	1	2500	4	1
ET120064	2	1250	4	1
ET120065	1	7500	4	1
ET120065	2	2500	4	1
ET120066	1	2500	4	1
ET120066	2	5000	3	1
ET120067	1	2500	4	1
ET120067	2	625	4	2
ET120069	1	2500	4	1
ET120070	1	3750	4	1
ET120070	2	625	4	1
ET120071	1	2500	4	1
ET120071	2	2500	4	1
ET120072	1	5000	4	1
ET120072	2	250	4	3
ET120073	1	5000	4	1
ET120073	2	5000	4	1
ET120073	3	2500	4	1
ET120073	4	2500	4	1
ET120073	5	1250	4	1
ET120074	1	5000	2	1
ET120074	2	2500	4	1
ET120074	3	2500	4	1
ET120075	1	3750	4	1
ET120076	1	1250	4	1
ET120076	2	250	4	2
ET120077	1	2500	4	1
ET120077	2	1250	4	1
ET120077	3	2500	4	1
ET120078	1	5000	3	1
ET120079	1	2500	4	1
ET120079	2	2500	4	1
ET120080	1	2500	4	1
ET120080	2	1250	4	1
ET120081	1	2500	4	1
ET120081	2	2500	4	1
ET120081	3	5000	4	1
ET120081	4	5000	4	1
ET120082	1	2500	1	7
ET120083	1	2500	4	1
ET120083	2	2500	4	1
ET120083	3	2500	4	1
ET120083	4	2500	4	1
ET120083	5	2500	3	1
ET120083	6	2500	3	1
ET120084	1	5000	2	1
ET120084	2	2500	2	1
ET120084	3	1250	1	1
ET120084	4	2500	2	1
ET120085	1	5000	4	1
ET120085	2	2500	4	1
ET120086	1	2500	4	1
ET120086	2	2500	1	1
ET120086	3	1250	4	1
ET120086	4	250	4	1
ET120086	5	125	4	1
ET120087	1	5000	4	1
ET120087	2	2500	4	1
ET120087	3	2500	4	1
ET120087	4	250	4	1
ET120087	5	125	4	1
ET120087	6	125	4	1
ET120088	1	5000	4	1
ET120088	2	1250	4	1
ET120088	3	2500	1	1
ET120088	4	125	4	1
ET120089	1	2500	4	1
ET120089	2	2500	4	1
ET120089	3	2500	4	1
ET120090	1	5000	4	1
ET120090	2	2500	4	1
ET120090	3	2500	4	1
ET120090	4	2500	4	1
ET120091	1	5000	4	1
ET120091	2	2500	1	2
ET120091	3	5000	4	1
ET120091	4	1250	4	1
ET120092	1	2500	4	1
ET120092	2	2500	4	1
ET120092	3	2500	4	1
ET120092	4	5000	4	2
ET120093	1	2500	4	1
ET120093	2	2500	4	1
ET120093	3	2500	4	1
ET120093	4	5000	4	2
ET120094	1	6250	4	1
ET120095	1	5000	4	1
ET120095	2	5000	4	1
ET120095	3	7500	4	1
ET120095	4	2500	4	2
ET120096	1	2500	4	1
ET120096	2	2500	4	1
ET120097	1	5000	4	1
ET120098	1	1250	4	1
ET120098	2	2500	4	1
ET120099	1	2500	4	1
ET120099	2	5000	4	1
ET120099	3	2500	4	1
ET120099	4	2500	4	1
ET120099	5	2500	4	1
ET120100	1	5000	4	1
ET120100	2	2500	4	1
ET130003	1	7500	4	1
ET130020	1	1250	3	1
ET130024	1	1250	4	1
ET130027	1	5000	1	1
ET130027	2	2500	1	1
ET130029	1	5000	4	1
ET130030	1	6250	4	1
ET130031	1	7500	4	1
ET130032	1	1250	1	1
ET130034	1	2500	4	2
ET130036	1	1250	1	1
ET130037	1	7500	1	1
ET130039	1	3750	4	1
ET130049	1	2500	4	1
ET130050	1	2500	1	1
ET130059	1	5000	4	1
ET130060	1	7500	4	1
ET130061	1	5000	1	1
ET130062	1	2500	4	1
ET130063	1	5000	4	1
ET130063	2	5000	3	1
ET130076	1	2500	4	1
ET130077	1	5000	4	1
ET130078	1	5000	4	1
ET130079	1	1250	4	1
ET130081	1	2500	4	1
ET130084	1	7500	4	1
ET130089	1	2500	4	1
ET130090	1	7500	4	1
ET130093	1	2500	4	1
ET130093	2	2500	4	2
ET130095	1	5000	1	1
ET130100	1	12500	4	1
ET140011	1	7500	4	1
ET140011	2	7500	4	1
ET140012	1	-9999	3	1
ET140012	2	-9999	3	1
ET140016	1	200	4	4
ET140066	1	5000	4	1
ET140073	1	350	4	4
ET150001	1	2500	4	1
ET150002	1	2500	4	1
ET150002	2	2500	4	1
ET150003	1	1250	4	1
ET150003	2	1250	4	1
ET150004	1	1250	4	1
ET150004	2	1250	4	1
ET150005	1	1250	4	1
ET150005	2	1250	4	1
ET150005	3	1250	4	1
ET150006	1	2500	4	1
ET150006	2	2500	4	1
ET150006	3	1250	4	3
ET150007	1	12500	4	1
ET150008	1	7250	4	1
ET150009	1	2500	4	1
ET150009	2	2500	4	1
ET150010	1	10000	4	1
ET150011	1	5000	4	1
ET150012	1	5000	4	1
ET150013	1	2500	4	1
ET150013	2	2500	4	1
ET150014	1	7500	4	1
ET150015	1	2500	4	1
ET150016	1	1250	4	1
ET150017	1	5000	4	1
ET150018	1	2500	4	1
ET150019	1	2500	4	1
ET150020	1	2500	4	1
ET150020	2	2500	4	1
ET150020	3	1250	4	3
ET150021	1	2500	4	1
ET150021	2	2500	4	1
ET150022	1	2500	4	1
ET150023	1	5000	4	1
ET150023	2	2500	4	1
ET150024	1	5000	4	1
ET150025	1	2500	4	1
ET150025	2	2500	4	1
ET150026	1	5000	4	1
ET150027	1	5000	4	1
ET150028	1	5000	4	1
ET150029	1	7500	4	1
ET150030	1	2500	4	1
ET150031	1	2500	4	1
ET150032	1	2500	4	1
ET150032	2	2500	4	1
ET150033	1	12500	4	1
ET150034	1	10000	4	1
ET150035	1	2500	3	1
ET150035	2	2500	4	1
ET150036	1	2500	4	1
ET150037	1	1250	4	1
ET150037	2	2500	4	1
ET150038	1	5000	4	1
ET150039	1	5000	4	1
ET150040	1	5000	4	1
ET150041	1	2500	4	1
ET150042	1	7500	4	1
ET150043	1	2500	4	1
ET150043	2	1250	4	1
ET150044	1	1250	4	2
ET150045	1	2500	4	1
ET150046	1	2500	4	1
ET150047	1	5000	4	1
ET150047	2	2500	4	1
ET150048	1	5000	4	1
ET150048	2	2500	4	1
ET150048	3	2500	4	1
ET150048	4	1250	4	3
ET150049	1	2500	4	1
ET150049	2	2500	4	1
ET150050	1	5000	4	1
ET150050	2	2500	4	1
ET150051	1	2500	4	1
ET150052	1	7500	4	1
ET150053	1	5000	4	1
ET150054	1	5000	4	1
ET150055	1	7500	4	1
ET150055	2	3750	4	1
ET150055	3	1250	4	3
ET150056	1	5000	4	1
ET150056	2	5000	4	2
ET150056	3	1250	4	1
ET150057	1	1250	4	1
ET150057	2	2500	4	1
ET150058	1	2500	4	1
ET150058	2	1250	4	1
ET150058	3	1250	4	2
ET150060	1	3750	4	1
ET150060	2	2500	4	1
ET150060	3	1250	4	1
ET150061	1	5000	4	1
ET150061	2	12500	4	3
ET150061	3	5000	4	1
ET150062	1	5000	4	1
ET150063	1	7500	4	1
ET150063	2	1250	4	3
ET150063	3	1250	4	1
ET150064	1	5000	4	1
ET150064	2	5000	4	1
ET150065	1	5000	4	1
ET150065	2	2500	4	1
ET150066	1	1250	4	1
ET150066	2	1250	4	1
ET150067	1	5000	4	1
ET150067	2	1250	1	1
ET150068	1	2500	4	1
ET150069	1	2500	4	1
ET150070	1	7500	4	1
ET150070	2	2500	4	2
ET150070	3	2500	3	1
ET150071	1	5000	4	1
ET150072	1	2500	4	1
ET150072	2	1250	4	1
ET150073	1	2500	4	1
ET150074	1	3750	3	1
ET150074	2	1250	3	1
ET150075	1	5000	4	1
ET150075	2	2500	4	1
ET150076	1	2500	4	1
ET150077	1	2500	4	1
ET150077	2	2500	4	1
ET150077	3	1250	1	1
ET150078	1	6250	4	1
ET150079	1	1250	4	1
ET150079	2	2500	1	1
ET150080	1	5000	4	1
ET150081	1	5000	4	1
ET150082	1	5000	4	1
ET150082	2	1250	4	3
ET150083	1	2500	4	1
ET150084	1	2500	4	1
ET150084	2	5000	4	1
ET150085	1	1250	4	1
ET150086	1	2500	4	1
ET150087	1	2500	4	1
ET150088	1	5000	4	1
ET150089	1	5000	4	1
ET150090	1	5000	4	1
ET150090	2	5000	4	1
ET150091	1	5000	4	1
ET150091	2	5000	4	1
ET150092	1	2500	4	1
ET150092	2	2500	4	1
ET150093	1	2500	4	1
ET150093	2	5000	3	1
ET150093	3	1250	3	1
ET150094	1	5000	4	1
ET150094	2	2500	4	3
ET150095	1	5000	4	1
ET150095	2	1250	4	1
ET150096	1	2500	4	1
ET150096	2	2500	4	1
ET150097	1	5000	4	1
ET150097	2	7500	4	1
ET150098	1	5000	3	1
ET150098	2	5000	4	1
ET150099	1	2500	4	1
ET150100	1	1250	4	1
ET160001	1	7500	4	1
ET160001	2	3750	3	1
ET160002	1	2500	4	1
ET160002	2	5000	4	1
ET160003	1	2500	4	1
ET160003	2	2500	4	1
ET160003	3	2500	3	1
ET160004	1	3750	1	1
ET160004	2	5000	4	1
ET160004	3	1250	4	3
ET160005	1	3750	4	1
ET160005	2	5000	1	1
ET160006	1	2500	4	1
ET160007	1	2500	4	1
ET160008	1	2500	4	1
ET160008	2	2500	4	1
ET160008	3	2500	3	1
ET160009	1	2500	4	1
ET160009	2	5000	4	1
ET160010	1	5000	4	1
ET160010	2	2500	3	1
ET160011	1	5000	4	1
ET160011	2	2500	3	1
ET160011	3	2500	1	1
ET160012	1	2500	4	1
ET160012	2	5000	3	1
ET160013	1	2500	1	1
ET160013	2	2500	4	1
ET160013	3	2500	4	1
ET160014	1	5000	4	1
ET160014	2	2500	4	1
ET160015	1	5000	4	1
ET160015	2	2500	4	1
ET160017	1	3750	4	1
ET160017	2	2500	4	1
ET160018	1	5000	4	1
ET160018	2	3750	4	3
ET160019	1	2500	4	1
ET160021	1	2500	4	1
ET160021	2	2500	3	1
ET160022	1	2500	4	1
ET160022	2	2500	1	1
ET160023	1	2500	4	1
ET160023	2	2500	3	1
ET160024	1	5000	4	1
ET160025	1	2500	4	1
ET160026	1	2500	4	1
ET160027	1	2500	4	1
ET160027	2	2500	3	1
ET160028	1	1250	4	1
