CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSVILR5	HHCSTER5	DOBHHMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPATDR5
171038	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	2	 	4	 	56	59	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	3	 	4	 	39	42	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	4	 	4	 	34	37	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	5	 	4	 	29	32	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	6	 	4	 	21	24	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	7	 	4	 	15	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	8	 	4	 	12	15	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	9	 	4	 	10	13	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	10	 	1	 	60	63	 	2	26	 	23	 	3	3	0	98	99	0	 	 	 	 	 	 	 	 
171038	11	 	4	 	27	30	 	1	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	12	 	4	 	24	27	 	2	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	13	 	1	 	25	28	 	1	25	 	23	 	 	1	0	10	99	1	12	0	 	 	 	 	 	 
171038	14	 	4	 	6	9	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	15	 	4	 	4	7	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171038	16	 	1	 	1	4	 	1	27	 	23	 	2	 	0	0	13	 	 	 	 	 	 	 	 	 
171038	17	 	1	 	 	1	 	2	27	 	23	 	2	 	0	0	13	 	 	 	 	 	 	 	 	 
171039	0	 	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	10	0	 	 	 	 	 	 
171039	1	 	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	2	 	4	 	39	42	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	3	 	4	 	25	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	4	 	4	 	23	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171039	5	 	1	 	29	32	 	1	25	 	23	 	 	1	0	98	98	1	10	0	 	 	 	 	 	 
171039	6	 	1	 	1	4	 	2	27	 	23	 	2	 	0	0	5	 	 	 	 	 	 	 	 	 
171039	7	 	1	 	 	22	 	1	28	 	23	 	4	0	0	98	98	1	12	1	 	 	 	 	 	 
171039	8	 	3	2016	 	0	0	2	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	0	 	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	6	0	 	 	 	 	 	 
171040	1	 	4	 	37	40	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	2	 	4	 	34	37	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	3	 	4	 	17	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	4	 	4	 	10	13	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	5	 	4	 	7	10	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	28	 	4	 	15	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	29	 	4	 	13	16	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	30	 	1	 	54	57	 	1	26	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
171040	31	 	1	 	49	52	 	2	26	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
171040	32	 	1	 	47	50	 	2	26	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
171040	33	 	1	 	25	28	 	1	25	 	23	 	 	1	0	31	30	0	 	 	 	 	 	 	 	 
171040	34	 	4	 	23	26	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171040	35	 	1	 	21	24	 	1	16	 	23	 	4	0	0	32	30	1	5	0	 	 	 	 	 	 
171040	36	 	1	 	2	5	 	2	19	 	23	9	2	 	0	0	33	 	 	 	1	0	1	 	 	1
171040	37	 	1	 	 	2	 	1	27	 	23	 	2	 	0	0	33	 	 	 	 	 	 	 	 	 
171041	0	 	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	10	0	 	 	 	 	 	 
171041	1	 	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	2	 	4	 	41	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	3	 	4	 	19	22	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	4	 	4	 	17	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	5	 	4	 	22	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	28	 	4	 	14	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171041	29	 	1	 	25	28	 	1	25	 	23	 	 	1	0	30	99	1	8	0	 	 	 	 	 	 
171041	30	 	1	 	46	49	 	2	26	 	23	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
171041	31	 	1	 	11	14	 	2	15	 	23	9	6	0	0	98	98	 	 	 	1	9	1	 	 	3
171041	32	 	1	 	 	2	 	2	27	 	23	 	2	 	0	0	29	 	 	 	 	 	 	 	 	 
171042	0	 	1	 	19	22	 	1	0	 	24	 	2	0	0	3	2	1	15	0	 	 	 	 	 	 
171042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171042	2	 	1	 	47	50	 	1	1	 	24	 	 	1	0	99	99	1	6	0	 	 	 	 	 	 
171042	3	 	1	 	40	43	 	2	1	 	24	 	1	1	0	98	99	1	5	0	 	 	 	 	 	 
171042	4	 	1	 	27	30	 	1	7	 	24	 	2	0	0	3	2	1	16	0	 	 	 	 	 	 
171042	5	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	0	 	1	 	18	21	 	1	0	 	23	 	 	0	0	99	99	1	12	1	 	 	 	 	 	 
171043	1	 	3	2014	51	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171043	2	 	3	2000	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	0	1	1	 	 	22	 	2	0	 	23	 	1	1	0	98	98	1	11	0	 	 	 	 	 	 
171044	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	2	2	3	2012	 	66	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	3	0	4	 	 	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	4	0	4	 	 	47	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	5	0	4	 	 	13	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171044	6	3	1	 	 	23	 	1	25	 	23	 	 	1	0	98	99	1	11	0	 	 	 	 	 	 
171044	7	3	1	 	 	2	 	1	27	 	23	 	2	 	0	0	6	 	 	 	 	 	 	 	 	 
171044	8	3	1	 	 	0	6	2	27	 	23	 	2	 	0	0	6	 	 	 	 	 	 	 	 	 
171045	0	 	1	 	19	22	 	2	0	 	23	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
171045	1	 	1	 	41	44	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
171045	2	 	1	 	36	39	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
171045	3	 	1	 	16	19	 	1	7	 	23	 	2	0	0	2	1	1	11	1	 	 	 	 	 	 
171045	4	 	4	 	22	25	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171045	28	 	1	 	15	18	 	2	7	 	23	 	2	0	0	2	1	1	11	1	 	 	 	 	 	 
171045	29	 	1	 	12	15	 	2	7	 	23	3	2	0	0	2	1	 	 	 	1	8	1	 	 	3
171046	0	1	1	 	19	22	 	2	0	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
171046	1	0	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	2	0	4	 	39	42	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	3	0	4	 	23	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	4	0	4	 	21	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171046	5	3	1	 	 	29	 	1	25	 	23	 	2	1	0	7	99	1	10	0	 	 	 	 	 	 
171046	6	3	1	 	 	1	 	2	27	 	23	 	5	 	0	0	5	 	 	 	 	 	 	 	 	 
171046	7	3	1	 	 	45	 	2	26	 	23	 	 	3	0	98	99	0	 	 	 	 	 	 	 	 
171046	8	3	1	 	 	23	 	1	28	 	23	 	2	0	0	7	99	1	10	0	 	 	 	 	 	 
171047	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	99	1	10	0	 	 	 	 	 	 
171047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	2	 	1	 	49	52	 	2	1	 	23	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
171047	3	 	2	 	29	32	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	4	 	2	 	27	30	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	5	 	2	 	23	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	6	 	2	 	25	28	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	7	 	2	 	18	21	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	8	 	2	 	3	6	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	9	 	2	 	0	3	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171047	10	 	2	 	0	3	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171048	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
171048	1	 	1	 	61	64	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
171048	2	 	1	 	51	54	 	2	1	 	23	 	2	1	0	99	99	0	 	 	 	 	 	 	 	 
171048	3	 	1	 	25	28	 	1	7	 	23	 	2	1	0	2	1	1	10	0	 	 	 	 	 	 
171048	4	 	1	 	23	26	 	1	7	 	23	 	2	1	0	2	1	1	15	0	 	 	 	 	 	 
171048	5	 	1	 	21	24	 	1	7	 	23	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
171048	6	 	1	 	17	20	 	1	7	 	23	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
171048	7	 	1	 	16	19	 	2	16	 	23	 	6	1	0	98	98	1	8	0	 	 	 	 	 	 
171048	8	 	2	 	5	8	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171048	9	 	2	 	3	6	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171048	10	 	1	 	 	21	 	2	16	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
171048	11	 	1	 	 	3	 	1	22	 	23	 	5	 	0	7	3	 	 	 	 	 	 	 	 	 
171048	12	 	1	 	 	0	10	1	22	 	23	 	5	 	0	7	3	 	 	 	 	 	 	 	 	 
171049	0	 	1	 	19	22	 	2	0	 	23	 	6	1	0	98	98	1	9	0	 	 	 	 	 	 
171049	1	 	3	2005	81	84	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	2	 	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	3	 	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	4	 	4	 	21	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	5	 	4	 	42	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171049	6	 	1	 	68	71	 	1	26	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
171049	7	 	1	 	55	58	 	2	26	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
171049	8	 	1	 	25	28	 	1	25	 	23	 	2	1	0	7	6	1	12	0	 	 	 	 	 	 
171049	9	 	1	 	23	26	 	1	16	 	23	 	2	0	0	7	6	1	12	0	 	 	 	 	 	 
171049	10	 	1	 	 	2	 	1	27	 	23	 	5	 	0	0	8	 	 	 	 	 	 	 	 	 
171049	11	 	1	 	 	0	11	1	27	 	23	 	5	 	0	0	8	 	 	 	 	 	 	 	 	 
171050	0	1	1	 	19	22	 	2	0	 	24	 	6	1	0	98	98	1	15	0	 	 	 	 	 	 
171050	1	0	 	 	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	2	0	 	 	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	3	0	 	 	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171050	4	3	1	 	 	29	 	1	25	 	24	 	2	1	0	6	5	1	15	0	 	 	 	 	 	 
171050	5	3	1	 	 	51	 	1	26	 	24	 	 	1	1	98	99	1	8	0	 	 	 	 	 	 
171050	6	3	1	 	 	45	 	2	26	 	24	 	1	1	0	99	98	1	5	0	 	 	 	 	 	 
171050	7	3	1	 	 	1	 	2	27	 	24	 	5	 	0	0	4	 	 	 	 	 	 	 	 	 
181001	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	4	3	1	15	0	 	 	 	 	 	 
181001	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181001	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181001	3	 	1	 	51	54	 	1	1	 	23	 	 	1	0	99	99	1	8	0	 	 	 	 	 	 
181001	4	 	1	 	41	44	 	2	1	 	23	 	1	1	0	99	99	1	7	0	 	 	 	 	 	 
181001	5	 	4	 	18	21	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181001	6	 	1	 	16	19	 	2	7	 	23	 	2	0	0	4	3	1	12	1	 	 	 	 	 	 
181002	0	 	1	 	19	22	 	2	0	 	23	 	6	1	0	98	98	1	2	0	 	 	 	 	 	 
181002	1	 	4	 	56	59	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	2	 	4	 	49	52	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	3	 	4	 	23	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	4	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	5	 	4	 	18	21	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	6	 	4	 	17	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	28	 	4	 	15	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181002	29	 	1	 	58	61	 	1	26	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
181002	30	 	1	 	55	58	 	2	26	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
181002	31	 	1	 	28	31	 	1	25	 	23	 	2	1	0	30	29	1	2	0	 	 	 	 	 	 
181002	32	 	1	 	1	4	 	2	27	 	23	 	2	 	0	0	31	 	 	 	 	 	 	 	 	 
181002	33	 	1	 	 	1	 	1	27	 	23	 	5	 	0	0	31	 	 	 	 	 	 	 	 	 
181003	0	1	1	 	19	22	 	2	0	 	24	 	1	1	0	98	98	1	11	0	 	 	 	 	 	 
181003	1	0	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	2	0	4	 	41	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	3	0	4	 	17	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181003	4	3	1	 	 	31	 	1	25	 	24	 	 	1	0	6	99	1	10	0	 	 	 	 	 	 
181003	5	3	1	 	 	1	 	2	27	 	24	 	2	 	0	0	4	 	 	 	 	 	 	 	 	 
181003	6	3	1	 	 	50	 	2	26	 	24	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
181003	7	3	1	 	 	28	 	1	28	 	24	 	4	1	0	6	99	1	10	0	 	 	 	 	 	 
181003	8	3	1	 	 	23	 	2	19	 	24	 	8	1	0	99	99	0	 	 	 	 	 	 	 	 
181003	9	3	1	 	 	2	 	2	19	 	24	 	2	 	0	8	7	 	 	 	 	 	 	 	 	 
181003	10	3	1	 	 	1	 	1	19	 	24	 	2	 	0	8	7	 	 	 	 	 	 	 	 	 
181003	11	3	1	 	 	25	 	1	28	 	24	 	4	0	0	6	99	1	10	0	 	 	 	 	 	 
181004	0	 	1	 	19	22	 	1	0	 	24	 	2	1	0	2	1	1	12	0	 	 	 	 	 	 
181004	1	 	1	 	43	46	 	1	1	 	24	 	 	1	0	99	99	1	5	0	 	 	 	 	 	 
181004	2	 	1	 	39	42	 	2	1	 	24	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
181004	3	 	1	 	18	21	 	1	7	 	24	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
181004	4	 	1	 	16	19	 	2	7	 	24	 	2	0	1	2	1	1	10	0	 	 	 	 	 	 
181004	5	 	3	2015	80	83	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181004	6	 	1	 	 	20	 	2	25	 	24	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
181005	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
181005	1	 	1	 	46	49	 	1	1	 	21	 	 	1	0	99	99	1	12	0	 	 	 	 	 	 
181005	2	 	1	 	41	44	 	2	1	 	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
181005	3	 	1	 	21	24	 	1	7	 	21	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
181005	4	 	1	 	17	20	 	1	7	 	21	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
181006	0	 	1	 	19	22	 	2	0	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
181006	1	 	4	 	70	73	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	2	 	4	 	61	64	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	3	 	4	 	46	49	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	4	 	4	 	36	39	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	5	 	4	 	41	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	6	 	4	 	36	39	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	7	 	4	 	18	21	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	8	 	4	 	15	18	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	28	 	4	 	14	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	29	 	4	 	12	15	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181006	30	 	1	 	22	25	 	1	25	 	23	 	2	1	0	32	31	1	10	0	 	 	 	 	 	 
181006	31	 	1	 	50	53	 	1	13	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
181006	32	 	1	 	43	46	 	2	13	 	23	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
181006	33	 	1	 	 	1	 	2	27	 	23	 	5	 	0	0	30	 	 	 	 	 	 	 	 	 
181006	34	 	1	 	 	0	2	2	27	 	23	 	5	 	0	0	31	 	 	 	 	 	 	 	 	 
181007	0	1	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	12	0	 	 	 	 	 	 
181007	1	2	3	2014	96	99	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181007	2	0	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181007	3	0	4	 	36	39	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181007	4	0	4	 	16	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181007	28	0	4	 	12	15	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181007	29	3	1	 	 	26	 	1	25	 	23	 	 	1	0	31	30	1	6	0	 	 	 	 	 	 
181007	30	3	1	 	 	71	 	1	26	 	23	 	3	1	0	99	99	1	3	0	 	 	 	 	 	 
181007	31	3	1	 	 	63	 	2	26	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
181007	32	3	1	 	 	0	6	1	27	 	23	 	2	 	0	0	29	 	 	 	 	 	 	 	 	 
181008	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
181008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181008	2	 	1	 	56	59	 	1	1	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
181008	3	 	1	 	46	49	 	2	1	 	21	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
181008	4	 	4	 	26	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181008	5	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181008	6	 	1	 	18	21	 	1	7	 	21	 	2	0	0	3	2	1	12	1	 	 	 	 	 	 
181008	7	 	1	 	10	13	 	1	15	 	21	11	5	0	0	98	98	 	 	 	1	7	1	 	 	3
181008	8	 	4	 	7	10	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181008	9	 	4	 	7	10	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181009	0	 	1	 	19	22	 	1	0	 	24	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
181009	1	 	1	 	46	49	 	1	1	 	24	 	 	1	0	99	99	1	12	0	 	 	 	 	 	 
181009	2	 	1	 	39	42	 	2	1	 	24	 	1	1	0	98	98	1	6	0	 	 	 	 	 	 
181009	3	 	4	 	41	44	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181009	4	 	4	 	33	36	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181009	5	 	1	 	22	25	 	1	7	 	24	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
181009	6	 	4	 	17	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181009	7	 	4	 	8	11	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	0	 	1	 	19	22	 	2	0	 	23	 	1	1	0	98	99	1	11	0	 	 	 	 	 	 
181010	1	 	3	2006	56	59	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	2	 	4	 	46	49	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	3	 	4	 	20	23	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	4	 	4	 	80	83	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	5	 	4	 	70	73	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	6	 	2	 	55	58	 	1	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	7	 	2	 	40	43	 	2	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	8	 	1	 	21	24	 	1	25	 	23	 	 	1	0	98	98	1	7	0	 	 	 	 	 	 
181010	9	 	2	 	19	22	 	1	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181010	10	 	2	 	13	16	 	1	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181011	0	 	1	 	19	22	 	1	0	 	24	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
181011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181011	2	 	1	 	51	54	 	1	1	 	24	 	 	1	0	99	99	1	7	0	 	 	 	 	 	 
181011	3	 	1	 	46	49	 	2	1	 	24	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
181011	4	 	4	 	28	31	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181011	5	 	1	 	25	28	 	1	7	 	24	 	2	0	0	3	2	1	15	0	 	 	 	 	 	 
181012	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
181012	1	 	3	2013	61	64	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181012	2	 	1	 	41	44	 	1	1	 	23	 	 	1	0	99	99	1	5	0	 	 	 	 	 	 
181012	3	 	1	 	36	39	 	2	1	 	23	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
181012	4	 	4	 	18	21	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181012	5	 	1	 	17	20	 	2	7	 	23	 	2	0	0	3	2	1	12	1	 	 	 	 	 	 
181013	0	 	1	 	19	22	 	1	0	 	23	 	2	1	0	3	2	1	8	0	 	 	 	 	 	 
181013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181013	2	 	1	 	46	49	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
181013	3	 	1	 	39	42	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
181013	4	 	1	 	21	24	 	1	7	 	23	 	2	1	0	3	2	1	6	0	 	 	 	 	 	 
181013	28	 	1	 	15	18	 	1	7	 	23	 	2	0	0	3	2	1	7	0	 	 	 	 	 	 
181013	29	 	1	 	19	22	 	2	16	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
181013	30	 	1	 	 	19	 	2	25	 	23	 	6	1	0	98	99	0	 	 	 	 	 	 	 	 
