CHILDCODE	NREGIDR5	MEMREGR5	NEG1DYR5	NEG1WGR5	NEG2DYR5	NEG2WGR5
61008	1	3	20	1600	15	1500
61009	1	3	18	1915	0	 
61009	2	4	58	7131	0	 
61010	1	2	18	2189	14	1542
61010	2	0	24	2643	19	2317
61010	3	32	19	2100	12	1278
61011	1	1	48	5376	0	 
61011	2	2	48	5376	0	 
61012	1	3	18	1750	0	 
61012	2	0	6	510	0	 
61013	1	5	30	3400	0	 
61013	2	4	30	3600	0	 
61014	1	2	30	4000	30	3000
61015	1	3	36	3934	0	 
61015	2	4	48	6132	0	 
61016	1	1	8	1017	12	1325
61016	2	2	32	3421	28	3024
61017	1	2	15	950	0	 
61017	2	1	15	950	0	 
61018	1	3	30	2200	0	 
61021	1	31	30	3400	0	 
61022	1	4	24	2800	0	 
61024	1	4	36	5000	0	 
61025	1	1	32	3517	0	 
61025	2	2	30	3410	0	 
61025	3	3	34	3861	0	 
61027	1	3	86	11449	0	 
61028	1	5	30	3500	0	 
61030	1	6	15	1150	0	 
61030	2	8	15	1150	0	 
61031	1	1	24	2800	0	 
61031	2	2	6	700	0	 
61031	3	3	6	700	0	 
61032	1	0	30	3400	0	 
61032	2	5	30	3500	0	 
61032	3	10	30	3200	0	 
61033	1	1	52	4082	0	 
61033	2	2	49	3371	0	 
61034	1	1	23	2452	12	1343
61034	2	2	21	2385	11	1231
61034	3	0	6	612	0	 
61036	1	31	69	7000	0	 
61038	1	3	34	4471	0	 
61038	2	4	52	6923	0	 
61041	1	3	46	6177	10	1170
61041	2	4	65	8999	9	1086
61043	1	4	20	2500	0	 
61045	1	1	24	2548	32	3427
61048	1	1	10	550	0	 
61048	2	2	10	550	0	 
61049	1	2	12	1260	0	 
61050	1	2	12	1320	0	 
61050	2	3	12	1260	0	 
71001	1	1	34	3647	8	986
71001	2	2	36	3890	14	1648
71001	3	29	42	4658	28	3267
71005	1	2	32	3765	12	1327
71005	2	3	28	3270	12	1346
71006	1	7	48	5000	0	 
71007	1	2	12	1050	0	 
71011	1	6	30	3400	0	 
71013	1	2	20	2318	24	2640
71014	1	1	5	648	21	2654
71014	2	5	24	2654	38	4328
71016	1	6	30	2400	0	 
71016	2	7	30	2400	0	 
71017	1	30	45	3500	43	3870
71017	2	31	40	3200	35	3150
71019	1	0	0	 	20	2000
71019	2	1	0	 	10	1000
71019	3	2	0	 	20	2000
71020	1	2	60	7600	25	2150
71021	2	2	18	1828	0	 
71023	1	1	35	3050	0	 
71024	1	29	15	2225	10	1500
71025	1	1	40	3000	0	 
71025	2	2	60	6000	0	 
71026	1	3	50	5250	25	3750
71027	1	4	25	2600	10	1200
71027	2	5	32	3200	0	 
71030	1	2	15	1345	0	 
71031	1	3	48	6803	0	 
71033	1	1	49	6370	0	 
71033	2	2	71	9230	0	 
71034	1	2	40	4200	0	 
71034	2	3	45	4500	0	 
71034	3	5	16	2300	0	 
71035	1	3	30	3000	0	 
71035	2	4	40	3200	0	 
71035	3	5	20	2000	0	 
71036	1	29	36	3408	0	 
71039	1	5	70	7000	0	 
71043	2	4	78	9253	0	 
71047	1	1	6	645	0	 
71048	1	1	22	2420	0	 
71048	2	2	31	3288	0	 
71050	1	6	40	3200	0	 
81001	1	3	20	2000	0	 
81002	1	2	65	4550	25	1875
81003	1	5	90	7200	0	 
81003	2	4	80	7200	0	 
81006	1	2	18	1800	0	 
81007	1	1	10	700	0	 
81007	2	5	30	2000	0	 
81008	1	2	40	3400	0	 
81010	1	1	25	2500	0	 
81010	2	2	25	2500	0	 
81017	1	0	65	6500	30	2800
81017	2	4	55	5500	35	3100
81017	3	6	49	3900	35	3355
81017	4	5	64	5900	44	4100
81021	1	2	1	129	0	 
81034	1	2	50	4500	0	 
81034	2	3	50	4500	0	 
81035	1	2	30	2923	0	 
81038	1	4	30	3000	0	 
81040	1	2	25	2500	0	 
81040	2	3	25	2500	0	 
81043	1	1	30	2700	0	 
81043	2	2	30	2700	0	 
81044	1	2	50	3500	0	 
81044	2	0	7	300	0	 
81044	3	3	21	900	0	 
81046	1	4	50	4000	0	 
91001	1	1	0	 	50	3500
91002	1	2	1	100	0	 
91003	1	2	0	 	20	1500
91005	1	2	30	2400	10	1000
91005	2	1	40	3600	0	 
91006	1	1	24	3700	0	 
91006	2	2	24	3500	0	 
91007	1	7	100	60000	0	 
91007	2	8	100	60000	0	 
91009	1	1	0	 	14	465
91009	2	2	0	 	14	445
91012	1	2	25	2250	0	 
91013	1	2	20	1800	10	1000
91013	2	6	20	1400	10	800
91014	1	5	20	2600	25	3250
91015	1	2	14	1400	7	1050
91018	1	34	20	800	25	1800
91018	2	33	18	1000	15	850
91018	3	36	45	3650	35	2400
91018	4	35	44	3800	36	2850
91019	1	6	150	16800	0	 
91022	1	0	25	2500	15	1800
91022	2	34	25	2750	10	1200
91026	1	18	20	2500	0	 
91037	1	2	50	3000	30	1800
91043	1	2	0	 	30	3000
91045	1	 	 	 	 	 
91047	1	3	25	2500	15	1350
101039	1	5	40	4800	0	 
111001	1	1	17	1650	45	4200
111001	2	2	17	1590	45	4530
111001	3	3	17	1690	43	4530
111001	4	5	17	1590	42	3890
111001	5	0	17	1690	51	4564
111003	1	1	20	2400	0	 
111003	2	2	20	2200	0	 
111006	1	7	51	6451	0	 
111006	2	8	52	6672	0	 
111007	1	0	32	2765	20	1880
111007	2	11	45	3565	24	1645
111008	1	1	60	5000	0	 
111008	2	2	60	5000	0	 
111009	1	1	42	6310	4	360
111009	2	2	42	5500	4	360
111010	1	1	46	3980	6	600
111010	2	2	47	3980	6	600
111011	1	1	30	2000	0	 
111011	2	2	30	2000	0	 
111012	1	1	23	2500	9	1000
111012	2	2	45	5600	9	763
111014	1	4	60	4200	0	 
111014	2	7	60	4200	0	 
111015	1	2	60	5400	40	3600
111015	2	3	60	5400	40	3600
111019	1	3	24	4027	8	846
111019	2	4	24	4195	8	888
111020	1	4	18	2712	0	 
111020	2	1	18	2530	0	 
111020	3	2	12	1623	0	 
111020	4	0	12	1094	0	 
111023	1	2	26	2600	0	 
111023	2	3	26	2600	0	 
111023	3	5	26	2600	0	 
111024	1	3	21	2520	0	 
111024	2	6	21	2520	0	 
111024	3	4	21	2520	0	 
111024	4	2	17	2040	0	 
111026	1	2	24	2841	0	 
111026	2	3	18	2880	12	1400
111026	3	0	18	2560	12	1500
111031	1	1	40	6000	0	 
111031	2	2	20	2800	0	 
111031	3	0	30	4200	0	 
111032	1	6	36	3842	0	 
111032	2	7	30	3323	0	 
111033	1	1	35	4310	10	1500
111033	2	2	35	4310	10	1500
111035	1	5	20	2000	0	 
111035	2	8	20	2000	0	 
111035	3	7	20	2000	0	 
111035	4	10	20	2000	0	 
111038	1	3	24	2400	0	 
111038	2	4	24	2400	0	 
111038	3	4	24	2400	0	 
111039	1	1	60	48000	0	 
111039	2	2	30	2400	0	 
111041	1	29	6	869	0	 
111044	1	10	12	1800	0	 
111044	2	11	12	1800	0	 
111047	1	2	5	250	0	 
111048	1	2	72	4258	0	 
111048	2	0	72	4132	0	 
111048	3	3	72	4090	0	 
111048	4	6	72	4090	0	 
111055	1	31	36	5567	0	 
121003	1	6	0	 	24	2200
121003	2	5	0	 	22	2200
121016	1	1	14	1680	0	 
121016	2	2	14	1680	0	 
121023	1	2	28	3696	0	 
121023	2	3	28	3696	0	 
121025	1	3	0	 	6	768
121025	2	2	0	 	2	239
121026	1	30	12	1200	18	2518
121026	2	31	10	1032	18	1876
121029	1	0	5	689	0	 
121029	2	3	5	675	0	 
121031	1	1	0	 	36	5161
121031	2	2	0	 	36	5000
121032	1	1	21	3990	0	 
121032	2	2	21	3990	0	 
121035	1	1	6	457	0	 
121035	2	2	42	7102	90	13002
121036	1	3	60	6000	0	 
121036	2	4	60	6000	0	 
121038	1	1	50	5000	0	 
121038	2	2	50	5000	0	 
121044	1	2	14	1680	0	 
121047	1	5	18	4180	0	 
121047	3	4	18	4165	0	 
121050	1	5	50	5000	0	 
121050	2	6	50	5000	0	 
121050	3	4	50	5000	0	 
131005	1	1	0	 	36	4180
131005	2	2	0	 	36	3896
131006	1	2	0	 	30	3600
131006	2	1	0	 	30	4800
131028	1	3	0	 	28	3268
131028	2	4	0	 	28	3124
131038	1	0	36	5568	9	1846
131038	2	3	36	5435	9	1698
131039	1	12	12	1440	18	2740
131039	2	13	12	1400	18	2070
131039	3	14	12	1440	18	2740
131046	1	1	24	3105	36	5216
131046	2	1	18	2136	30	4270
131046	3	2	18	2098	30	4097
131049	1	1	18	2372	13	1491
131049	2	2	18	2247	13	1345
141021	1	5	40	3932	45	4050
141021	2	6	40	3932	45	4050
141021	3	8	40	3958	45	4250
141021	4	7	40	3958	45	4250
151003	1	 	 	 	 	 
151003	2	 	 	 	 	 
151009	1	4	14	1180	0	 
151009	2	2	14	1460	0	 
151009	3	3	14	1140	0	 
151010	1	2	45	6750	7	240
151010	2	1	45	6750	7	240
151011	1	2	15	1000	0	 
151011	2	0	15	1000	0	 
151011	3	4	15	1000	0	 
151012	1	1	5	500	0	 
151012	2	2	4	400	0	 
151012	3	3	3	300	0	 
151015	1	4	14	1000	0	 
151015	2	3	14	1000	0	 
151017	1	1	14	1600	0	 
151017	2	2	16	1600	0	 
151017	3	0	14	1400	0	 
151019	1	2	70	3000	0	 
151019	2	1	70	3000	0	 
151020	1	2	7	0	0	 
151020	2	3	7	0	0	 
151021	1	1	14	740	0	 
151021	2	2	14	740	0	 
151021	3	0	14	740	0	 
151023	1	2	30	1500	0	 
151023	3	1	10	650	0	 
151024	1	1	20	1300	0	 
151024	2	2	20	1300	0	 
151025	1	 	 	 	 	 
151026	1	2	14	800	0	 
151026	2	1	14	0	0	 
151029	1	0	9	580	0	 
151030	1	0	21	2100	0	 
151030	2	6	23	2300	0	 
151034	1	4	10	1000	0	 
151038	1	1	10	0	0	 
151038	2	2	10	0	0	 
151039	1	1	12	1800	0	 
151042	1	2	11	1045	0	 
151042	2	0	12	900	0	 
151042	3	3	11	960	0	 
161008	1	1	6	480	0	 
161008	2	2	6	480	0	 
161010	1	1	0	 	14	1000
161018	1	0	7	415	0	 
161019	1	1	7	200	0	 
161021	1	4	5	0	4	0
161021	2	3	5	0	4	0
161028	1	1	8	800	0	 
161028	2	2	8	800	0	 
161031	1	5	20	2600	0	 
161031	2	6	22	2500	0	 
161031	3	8	10	1200	0	 
161033	1	1	30	1200	0	 
161033	2	2	30	1200	0	 
161037	1	34	28	400	0	 
161037	2	0	28	400	0	 
161045	1	7	0	 	7	1000
161045	2	8	0	 	7	1000
171005	1	2	20	2500	0	 
171008	1	2	19	2600	0	 
171008	2	1	20	2800	0	 
171009	1	30	24	2500	20	2300
171010	1	2	33	4950	24	3672
171014	1	2	7	900	0	 
171014	2	3	7	900	0	 
171016	1	1	24	3260	0	 
171018	1	3	48	5800	42	5506
171019	1	1	31	4185	4	535
171019	2	2	52	6500	5	650
171021	1	2	32	4165	8	1040
171022	1	1	28	3973	68	9847
171022	2	2	29	3912	52	8038
171023	1	0	28	4344	0	 
171023	2	1	28	4344	0	 
171024	1	2	50	6000	30	3000
171025	1	2	64	8490	3	410
171026	1	3	47	4966	0	 
171026	2	4	46	5450	0	 
171027	1	1	30	1556	0	 
171027	2	2	65	7199	0	 
171028	1	2	10	600	5	400
171029	1	29	24	3694	0	 
171031	1	3	28	3584	7	896
171038	1	0	28	4200	0	 
171038	2	13	14	2100	0	 
171045	1	2	20	3000	0	 
171045	2	1	20	2850	0	 
171046	1	5	42	4620	0	 
171046	2	7	42	4620	0	 
171047	1	2	35	3758	0	 
171047	2	0	20	2265	0	 
171048	1	1	45	6850	0	 
171048	2	2	49	6860	0	 
171049	1	7	25	3800	0	 
171049	2	6	25	3800	0	 
171050	1	6	30	3450	0	 
181002	1	0	3	430	0	 
181005	1	2	27	3870	11	1367
181007	1	29	12	1100	0	 
181007	2	30	12	1100	0	 
181007	3	31	12	1100	0	 
181007	4	0	12	1100	0	 
181008	1	3	34	4080	8	1250
181013	1	2	28	3640	13	1690
181013	2	3	32	4160	16	2080
181014	1	2	50	6543	0	 
181016	1	39	18	2250	19	2406
181020	1	2	26	3150	17	2210
181020	2	3	31	3720	14	1320
181023	1	2	45	4686	0	 
181023	2	3	45	4543	0	 
181025	1	3	16	2245	4	535
181026	1	3	60	7654	0	 
181026	2	4	37	4876	0	 
181027	1	1	48	5280	0	 
181027	2	2	48	5280	0	 
181027	3	1	48	5280	0	 
181028	1	2	23	3245	9	1140
181029	1	1	30	3654	0	 
181029	2	2	43	4567	0	 
181031	1	3	36	4350	14	1950
181032	1	1	30	2000	0	 
181032	2	2	32	2200	0	 
181032	3	0	31	2342	0	 
181032	4	3	34	3452	0	 
181037	1	0	30	3700	31	3650
181038	1	11	30	3800	10	1500
181040	1	17	14	1985	0	 
181044	1	30	28	1550	0	 
181045	1	2	25	3450	10	1575
181047	1	9	40	4800	0	 
181047	2	10	20	2500	0	 
181049	1	2	20	1600	0	 
181049	2	1	25	2000	0	 
191003	1	4	30	3210	0	 
191003	2	0	20	2340	0	 
191004	1	1	34	3567	0	 
191004	2	2	38	4120	0	 
191007	1	2	22	2930	12	1650
191008	1	3	32	2860	0	 
191008	2	4	34	2780	0	 
191008	3	5	31	27620	0	 
191008	5	12	33	2830	0	 
191013	1	5	34	3280	0	 
191013	2	6	36	3250	0	 
191013	3	0	28	2670	0	 
191013	4	3	33	3014	0	 
191014	1	3	15	1250	0	 
191015	1	11	30	2400	0	 
191015	2	12	50	4000	0	 
191016	1	1	34	3200	0	 
191016	2	2	32	3000	0	 
191016	3	0	36	3140	0	 
191020	1	1	30	3300	0	 
191020	2	2	40	4400	0	 
191021	1	1	32	3300	0	 
191021	2	2	30	3000	0	 
191022	1	8	45	4300	20	2200
191022	2	9	45	4300	20	2200
191023	1	2	34	4020	0	 
191027	1	1	31	4750	11	1550
191029	1	6	30	3500	10	1150
191029	2	5	30	3500	10	1150
191032	1	4	22	2750	0	 
191033	1	2	36	2600	20	2400
191034	1	2	12	1450	0	 
191035	1	1	30	3000	0	 
191035	2	2	28	2600	0	 
191036	1	1	36	5400	8	1200
191036	2	2	26	3900	5	750
191038	1	1	15	2340	10	1200
191038	2	2	9	1350	10	1200
191040	1	29	30	3800	0	 
191040	2	32	30	3800	0	 
191046	1	9	8	1100	0	 
191046	2	19	8	1200	0	 
191046	3	12	8	1200	0	 
191047	1	2	35	2800	0	 
191047	2	4	36	3210	0	 
191048	1	8	40	4900	0	 
191048	2	0	30	3800	0	 
191049	1	0	6	900	0	 
