CHILDCODE	VSIMPR5	PPVTDAY	PPVTMTH	PPVTYEAR	STRTHRPP	STRTMNPP	ENDHRPP	ENDMNPP	PPVT004	PPVT007	PPVT008	PPVT009	PPVT011	PPVT012	PPVT016	PPVT023	PPVT024	PPVT025	PPVT026	PPVT028	PPVT029	PPVT030	PPVT031	PPVT033	PPVT035	PPVT039	PPVT045	PPVT046	PPVT047	PPVT052	PPVT055	PPVT057	PPVT059	PPVT060	PPVT063	PPVT064	PPVT071	PPVT074	PPVT075	PPVT077	PPVT078	PPVT079	PPVT080	PPVT082	PPVT084	PPVT087	PPVT088	PPVT090	PPVT091	PPVT092	PPVT101	PPVT103	PPVT106	PPVT107	PPVT110	PPVT120	PPVT129	PPVT130	PPVT131	PPVT151	PPVT163	PPVT179	PPVT197	ENGDAY	ENGMTH	ENGYEAR	STRTHREN	STRTMNEN	ENDHREN	ENDMNEN	ENGITM01	ENGITM02	ENGITM03	ENGITM04	ENGITM05	ENGITM06	ENGITM07	ENGITM08	ENGITM09	ENGITM10	ENGITM11	ENGITM12	ENGITM13	ENGITM14	ENGITM15	ENGITM16	ENGITM17	ENGITM18	ENGITM19	ENGITM20	ENGITM21	ENGITM22	ENGITM23	ENGITM24	ENGITM25	ENGITM26	ENGITM27	MATHDAY	MATHMTH	MATHYEAR	STRTHRMT	STRTMNMT	ENDHRMT	ENDMNMT	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	LANGPPVT	LANGMATH	LANGREAD	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct30maths	correct06maths	correct07maths	correct08maths	correct15maths	correct29maths	maths_raw	maths_perco	correct01read	correct02read	correct03read	correct04read	correct05read	correct06read	correct07read	correct08read	correct09read	correct10read	correct11read	correct12read	correct13read	correct14read	correct15read	correct16read	correct17read	correct18read	correct19read	correct20read	correct21read	correct22read	correct23read	correct24read	correct25read	correct26read	correct27read	reading_raw	reading_perco	correct004ppvt	correct007ppvt	correct008ppvt	correct009ppvt	correct011ppvt	correct012ppvt	correct016ppvt	correct023ppvt	correct024ppvt	correct025ppvt	correct026ppvt	correct028ppvt	correct029ppvt	correct030ppvt	correct031ppvt	correct033ppvt	correct035ppvt	correct039ppvt	correct045ppvt	correct046ppvt	correct047ppvt	correct052ppvt	correct055ppvt	correct057ppvt	correct059ppvt	correct060ppvt	correct063ppvt	correct064ppvt	correct071ppvt	correct074ppvt	correct075ppvt	correct077ppvt	correct078ppvt	correct079ppvt	correct080ppvt	correct082ppvt	correct084ppvt	correct087ppvt	correct088ppvt	correct090ppvt	correct091ppvt	correct092ppvt	correct101ppvt	correct103ppvt	correct106ppvt	correct107ppvt	correct110ppvt	correct120ppvt	correct129ppvt	correct130ppvt	correct131ppvt	correct151ppvt	correct163ppvt	correct179ppvt	correct197ppvt	ppvt_raw	ppvt_perco
30011	0	2	3	2009	15	40	15	51	1	2	3	4	2	3	1	2	4	1	3	4	1	3	3	2	4	3	4	2	3	2	1	2	3	4	2	3	1	3	4	1	3	2	1	4	3	3	2	1	1	2	2	3	4	3	3	1	1	1	1	4	2	4	1	2	3	2009	15	55	16	25	2	3	2	3	3	2	1	2	4	1	1	2	4	4	4	3	3	3	1	3	3	3	2	4	4	1	4	2	3	2009	16	28	16	58	5	921	-77	45	-77	6.55	1.623	7.6	15l	2	1	2	2	2	-77	1	4	2	2	1	4	1	1	2	4	2	99	1	-77	1	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	8	26.6666660308838	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	40.7407417297363	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	38	69.0909118652344
30013	0	22	4	2009	14	11	14	21	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	22	4	2009	14	59	15	22	2	1	1	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	1	3	1	2	4	1	2	4	3	22	4	2009	14	22	14	58	5	624	240	45	3	17.43	18.03	18/24	6000	2	2	3	4	2	4	1	4	1	2	3	2	2	3	2	3	1	1	1	6	3	2	2	2	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	17	56.6666679382324	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
30014	0	15	4	2009	12	9	12	19	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	3	1	2	3	4	1	3	4	2	4	1	16	4	2009	12	59	13	16	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	2	2	2	4	1	1	2	3	1	3	4	3	15	4	2009	12	20	12	58	5	634	240	45	3	17.43	18.03	.75	60	3	1	3	4	4	30	1	1	1	2	1	1	2	2	2	3	3	2	1	36	2	2	2	2	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	21	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	23	85.185188293457	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	51	92.7272720336914
30015	0	2	3	2009	14	52	15	6	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	1	4	3	1	3	2	1	4	4	1	2	1	4	3	4	3	2	3	2	3	4	1	4	4	2	4	1	2	3	2009	14	24	14	50	2	1	2	3	1	2	1	2	4	1	3	2	4	4	1	2	2	2	2	1	1	2	2	4	4	4	2	2	3	2009	11	17	11	54	5	624	240	45	3	17.43	18.21	0	200	3	2	1	2	2	-99	4	4	3	2	4	2	1	4	4	4	4	3	1	3/6	2	2	2	2	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	11	36.6666679382324	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	20	74.0740737915039	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	49	89.0909118652344
30016	0	27	2	2009	16	40	16	59	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	1	2	2	3	4	1	4	4	2	4	1	27	2	2009	15	0	15	30	2	1	2	3	3	2	1	2	4	1	1	3	4	1	4	3	2	2	4	2	1	2	2	4	2	4	2	27	2	2009	14	15	14	50	5	624	240	45	3	17.43	18.03	181/24	9.6	1	2	3	2	3	6/5	2	2	3	99	1	2	1	2	4	1	2	4	2	22	3	2	2	2	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	11	36.6666679382324	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	19	70.3703689575195	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	51	92.7272720336914
30018	0	3	3	2009	9	56	10	12	1	3	3	4	2	3	1	2	4	1	3	4	3	2	3	2	4	3	4	2	3	1	1	2	3	4	2	3	1	4	3	1	3	2	3	4	4	1	1	3	2	2	3	3	4	1	2	1	1	1	3	3	2	4	1	3	3	2009	10	13	10	37	2	3	2	3	3	2	1	2	4	1	1	3	4	3	1	2	1	2	2	2	4	2	1	2	4	4	2	3	3	2009	10	37	11	12	5	602	240	45	3	17.43	18.2	18/24	2.8	4	2	2	4	3	6140	2	3	1	3	1	2	1	1	3	4	1	99	4	21	4	2	2	2	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	12	40	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	18	66.6666641235352	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	39	70.9090881347656
30019	0	27	4	2009	15	20	15	31	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	1	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	4	2	2	3	4	1	4	4	2	4	1	27	4	2009	15	34	15	54	1	1	1	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	1	1	2	3	1	3	4	2	27	4	2009	15	58	16	32	5	624	240	45	3	17.43	18.03	3/4	60	5	4	3	4	4	12	3	4	1	2	2	3	2	2	2	1	3	2	4	7	2	2	2	2	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	18	60	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	23	85.185188293457	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	50	90.9090881347656
30020	0	1	3	2009	13	20	13	45	1	2	3	4	2	3	1	2	4	1	3	4	2	2	3	2	4	2	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	1	3	2009	14	3	14	37	2	3	2	3	3	2	1	2	4	1	3	2	4	3	4	2	2	2	4	3	1	2	1	1	2	4	2	1	3	2009	14	50	15	30	5	624	240	45	3	17.43	91.15	18/24	6000	4	4	3	4	2	36	1	2	1	2	2	3	1	3	2	1	2	2	4	7	2	2	2	2	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	17	56.6666679382324	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
30021	0	12	2	2009	8	2	8	16	1	4	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	1	1	4	1	4	2	4	3	3	1	2	3	4	1	4	4	2	4	1	12	2	2009	8	43	9	10	2	1	1	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	1	1	1	2	3	1	1	3	3	12	2	2009	8	5	8	41	5	625	240	45	3	17.43	18.21	9/12	no answer	3	3	3	99	4	6/5	1	4	4	2	2	2	1	1	2	3	3	1	4	25	1	2	2	2	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	13	43.3333320617676	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	20	74.0740737915039	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	50	90.9090881347656
30022	0	5	2	2009	13	55	14	7	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	3	1	3	4	1	4	4	2	4	1	5	2	2009	14	10	14	35	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	3	2	2	4	1	4	2	3	4	3	1	2	5	2	2009	14	38	15	17	5	624	240	45	3	17.43	1803	1824	60	1	99	3	3	2	9	2	1	3	1	1	1	1	3	1	1	1	1	3	3	2	2	2	2	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	12	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	21	77.7777786254883	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	51	92.7272720336914
30023	0	22	4	2009	15	15	15	43	1	2	3	4	2	3	1	2	4	1	3	4	1	3	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	2	2	3	4	1	4	4	2	4	1	22	4	2009	14	3	14	26	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	1	2	1	2	4	1	99	4	99	22	4	2009	14	28	15	3	5	624	240	45	3	17.43	18.03	18/24	60	4	2	3	4	1	4	3	99	1	2	3	99	99	3	2	4	1	2	4	7	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	20	66.6666641235352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	24	88.8888854980469	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	51	92.7272720336914
30024	1	12	2	2009	9	35	9	44	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	12	2	2009	10	26	10	45	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	4	1	1	1	4	2	1	3	4	3	12	2	2009	9	46	10	24	5	624	240	45	3	17.43	1821	43	-77	4	2	3	4	4	30	1	4	1	2	3	1	1	3	4	1	3	2	2	9	3	2	2	2	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	18	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	21	77.7777786254883	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
30025	0	15	2	2009	10	10	10	45	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	1	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	15	2	2009	8	45	9	15	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	2	1	2	4	1	3	4	4	15	2	2009	9	20	10	0	5	624	240	45	3	11.43	18.03	1.79	60	4	3	3	4	4	4	3	2	1	2	3	2	1	3	2	3	3	2	3	3	2	2	2	2	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	20	66.6666641235352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	26	96.2962951660156	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52	94.5454559326172
30026	0	17	2	2009	10	17	10	31	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	1	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	3	4	1	4	2	4	3	2	3	2	3	4	1	4	4	2	4	1	17	2	2009	9	23	9	44	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	1	1	2	2	4	1	2	4	1	17	2	2009	9	45	10	16	5	624	240	45	3	17.43	18.21	18/24	220	4	2	3	4	2	6	1	3	4	3	4	1	1	1	2	1	4	1	1	12	2	2	2	2	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	17	56.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	50	90.9090881347656
30027	0	5	2	2009	10	0	10	12	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	3	2	3	3	1	2	3	4	1	1	4	2	4	1	5	2	2009	10	14	10	44	2	1	2	3	2	3	1	2	2	1	3	2	3	1	1	2	4	2	4	2	1	2	1	2	2	1	1	5	2	2009	10	45	11	20	5	300	206	44	80	106	30	909	1006	3	2	1	2	1	11	3	2	2	3	2	1	2	2	2	2	2	2	3	3	3	2	2	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	7	23.3333339691162	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	16	59.2592582702637	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	49	89.0909118652344
30028	0	5	2	2009	12	10	12	40	1	2	3	4	2	3	1	2	4	1	3	4	1	3	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	3	4	3	2	1	2	3	4	1	4	4	2	4	1	5	2	2009	9	0	9	25	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	1	1	2	4	1	3	4	2	5	2	2009	9	30	10	0	5	624	240	45	3	17.43	18	1	60	4	1	3	4	4	30	3	4	1	2	3	3	1	2	2	3	3	2	4	3	2	2	2	2	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	0	21	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	26	96.2962951660156	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
30029	0	11	2	2009	16	2	16	12	1	2	3	4	2	3	1	2	4	1	4	3	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	11	2	2009	16	15	16	37	2	1	2	3	1	2	1	2	4	1	1	2	4	3	1	2	2	2	4	1	1	2	3	4	3	4	2	12	2	2009	7	4	7	38	5	674	240	45	3	17.43	1803	83	5	5	3	1	2	4	10	3	4	1	2	4	4	2	3	1	3	3	2	1	15	4	2	2	2	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	12	40	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
30032	0	18	3	2009	12	25	12	36	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	4	4	3	1	3	2	1	4	4	1	4	1	4	2	3	3	2	1	2	3	4	1	4	4	2	4	1	18	3	2009	12	40	13	9	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	3	2	2	2	1	1	2	4	1	4	2	2	18	3	2009	13	13	13	50	11	624	240	45	-77	17.43	18,2,1	78	-77	4	2	2	4	4	910	1	3	1	1	2	3	1	4	4	1	3	3	4	7	2	2	2	2	0	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	11	36.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
30033	0	19	4	2009	16	51	16	59	1	2	3	4	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	19	4	2009	16	30	16	50	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	3	1	2	2	1	2	2	4	19	4	2009	15	49	16	29	5	614	240	45	3	17.43	18.21	18/24	185	3	2	2	4	4	-79	3	2	1	2	1	2	3	3	99	99	99	99	99	-79	99	2	2	2	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	12	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	22	81.4814834594727	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	96.363639831543
30034	0	27	2	2009	11	40	12	8	1	2	3	4	2	3	1	2	4	1	3	4	2	2	3	2	3	3	4	2	3	2	1	2	3	4	2	3	3	4	3	1	3	2	1	3	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	27	2	2009	12	40	13	16	2	1	1	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	1	99	4	4	4	1	3	3	3	27	2	2009	13	18	13	59	5	624	240	45	3	17.43	18.03	-99	-99	4	99	3	4	3	-99	99	99	1	2	3	99	1	99	2	3	99	99	99	-99	99	2	2	2	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	16	53.3333320617676	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	20	74.0740737915039	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50	90.9090881347656
30035	0	4	3	2009	16	30	16	46	1	2	3	4	2	3	1	2	4	1	3	4	1	3	3	2	4	3	4	2	3	2	2	2	3	4	2	3	3	4	3	1	3	2	1	4	4	1	4	1	4	2	4	3	2	1	2	3	4	1	4	4	2	4	1	4	3	2009	15	43	16	11	2	1	2	3	3	2	1	2	4	1	3	2	4	3	1	2	2	2	4	1	1	2	4	1	3	3	2	4	3	2009	15	3	15	41	5	624	240	45	3	16.143	18.03	18/24	60	2	4	3	2	3	4	3	4	1	2	2	2	4	3	4	4	4	2	3	1	2	2	2	2	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	14	46.6666679382324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	25	92.5925903320313	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	92.7272720336914
30036	0	19	2	2009	10	23	10	33	1	2	3	4	2	3	1	2	4	1	3	4	1	3	3	2	4	3	4	2	3	1	1	2	3	4	2	3	3	4	3	1	3	2	1	2	4	1	4	1	4	2	2	3	2	1	2	3	4	1	4	2	3	4	1	19	3	2009	10	37	11	3	2	3	2	3	3	2	1	2	4	99	3	2	4	3	1	2	2	2	4	1	1	2	2	3	1	2	3	19	2	2009	9	7	9	48	5	10.29	240	45	9	17.43	18.03	18/27	265	1	4	1	3	2	9	99	3	1	99	2	2	4	4	3	1	2	4	4	22	4	2	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	7	23.3333339691162	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	19	70.3703689575195	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	47	85.4545440673828
