CHILDCODE	VSIMPR5	PPVTDAY	PPVTMTH	PPVTYEAR	STRTHRPP	STRTMNPP	ENDHRPP	ENDMNPP	PPVT004	PPVT007	PPVT008	PPVT009	PPVT011	PPVT012	PPVT016	PPVT023	PPVT024	PPVT025	PPVT026	PPVT028	PPVT029	PPVT030	PPVT031	PPVT033	PPVT035	PPVT039	PPVT045	PPVT046	PPVT047	PPVT052	PPVT055	PPVT057	PPVT059	PPVT060	PPVT063	PPVT064	PPVT071	PPVT074	PPVT075	PPVT077	PPVT078	PPVT079	PPVT080	PPVT082	PPVT084	PPVT087	PPVT088	PPVT090	PPVT091	PPVT092	PPVT101	PPVT103	PPVT106	PPVT107	PPVT110	PPVT120	PPVT129	PPVT130	PPVT131	PPVT151	PPVT163	PPVT179	PPVT197	ENGDAY	ENGMTH	ENGYEAR	STRTHREN	STRTMNEN	ENDHREN	ENDMNEN	ENGITM01	ENGITM02	ENGITM03	ENGITM04	ENGITM05	ENGITM06	ENGITM07	ENGITM08	ENGITM09	ENGITM10	ENGITM11	ENGITM12	ENGITM13	ENGITM14	ENGITM15	ENGITM16	ENGITM17	ENGITM18	ENGITM19	ENGITM20	ENGITM21	ENGITM22	ENGITM23	ENGITM24	ENGITM25	ENGITM26	ENGITM27	MATHDAY	MATHMTH	MATHYEAR	STRTHRMT	STRTMNMT	ENDHRMT	ENDMNMT	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	LANGPPVT	LANGMATH	LANGREAD	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct30maths	correct06maths	correct07maths	correct08maths	correct15maths	correct29maths	maths_raw	maths_perco	correct01read	correct02read	correct03read	correct04read	correct05read	correct06read	correct07read	correct08read	correct09read	correct10read	correct11read	correct12read	correct13read	correct14read	correct15read	correct16read	correct17read	correct18read	correct19read	correct20read	correct21read	correct22read	correct23read	correct24read	correct25read	correct26read	correct27read	reading_raw	reading_perco	correct004ppvt	correct007ppvt	correct008ppvt	correct009ppvt	correct011ppvt	correct012ppvt	correct016ppvt	correct023ppvt	correct024ppvt	correct025ppvt	correct026ppvt	correct028ppvt	correct029ppvt	correct030ppvt	correct031ppvt	correct033ppvt	correct035ppvt	correct039ppvt	correct045ppvt	correct046ppvt	correct047ppvt	correct052ppvt	correct055ppvt	correct057ppvt	correct059ppvt	correct060ppvt	correct063ppvt	correct064ppvt	correct071ppvt	correct074ppvt	correct075ppvt	correct077ppvt	correct078ppvt	correct079ppvt	correct080ppvt	correct082ppvt	correct084ppvt	correct087ppvt	correct088ppvt	correct090ppvt	correct091ppvt	correct092ppvt	correct101ppvt	correct103ppvt	correct106ppvt	correct107ppvt	correct110ppvt	correct120ppvt	correct129ppvt	correct130ppvt	correct131ppvt	correct151ppvt	correct163ppvt	correct179ppvt	correct197ppvt	ppvt_raw	ppvt_perco
160003	0	15	2	2009	8	40	8	50	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	15	2	2009	10	20	11	5	2	2	1	4	2	2	4	2	1	3	3	2	1	1	3	3	1	4	1	1	1	2	3	4	3	3	3	15	2	2009	9	0	10	15	45	7	9	40	60	62	2	2	40	4	3	4	4	99	blank miss	4	4	1	2	3	1	3	3	3	2	3	1	2	blank miss	3	88	3	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	20	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	8	29.6296291351318	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160004	0	19	6	2009	13	47	14	3	1	2	3	2	2	3	1	2	4	1	3	4	1	2	3	2	4	3	4	2	3	2	1	1	3	4	2	3	3	4	3	1	3	2	1	4	4	1	1	1	4	2	4	3	2	1	2	3	4	1	2	4	2	4	1	19	6	2009	11	46	12	17	2	3	2	3	3	2	1	2	4	1	1	2	4	3	1	2	99	99	99	99	99	4	4	1	3	4	4	19	6	2009	12	20	13	0	5	624	240	45	30	-99	18.21	18/24	-99	3	99	3	1	4	1/5x6=9	99	99	1	2	1	99	99	99	4	1	99	99	99	-99	2	2	2	2	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	10	33.3333320617676	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	18	66.6666641235352	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	49	89.0909118652344
160005	0	16	2	2009	9	40	9	50	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	16	2	2009	10	2	10	56	3	99	2	2	1	3	3	4	2	4	4	4	4	2	3	1	3	3	3	2	3	3	3	2	99	3	2	16	2	2009	11	0	12	5	5	624	2040	45	0	104	1821	0	0	3	1	4	2	4	Miss blank	4	3	3	4	2	1	3	2	3	4	2	3	3	blank miss	2	88	3	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	7	23.3333339691162	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	14.8148145675659	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160006	0	16	2	2009	15	10	15	12	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	16	2	2009	15	13	15	38	2	2	1	2	3	1	2	2	1	3	4	2	1	1	2	2	1	2	3	2	1	4	1	2	2	2	1	16	2	2009	15	43	16	20	11	30	8	14	825	9272	328	152	542	5	4	1	1	1	256	1	3	2	2	4	1	3	1	1	2	4	2	2	43	1	88	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	4	13.3333330154419	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	8	29.6296291351318	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160008	0	13	2	2009	10	40	10	50	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	13	2	2009	10	55	11	50	2	1	2	3	1	3	3	4	1	2	1	3	3	1	3	1	3	1	2	3	4	4	2	4	4	3	3	13	2	2009	9	20	10	52	5	624	240	59	60	10028	1825	32	265	3	4	2	2	3	Lamiyoonito	4	3	3	4	4	1	1	2	4	3	4	1	4	Sanne	3	88	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	6	20	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14.8148145675659	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160009	0	10	3	2009	14	4	14	7	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	3	2009	14	10	14	51	2	1	2	4	3	1	1	3	4	2	3	4	2	1	2	3	1	4	2	2	4	4	2	1	3	3	3	10	3	2009	15	10	15	49	3	467	828	1800	986	240	22	9/8	200	3	1	2	4	2	26	3	1	3	3	2	3	2	1	1	4	3	1	2	42	1	88	3	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	13.3333330154419	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	10	37.037036895752	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160010	0	11	2	2009	14	55	14	58	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	11	2	2009	9	0	9	45	2	2	2	2	1	2	4	3	1	3	4	4	4	4	3	4	4	3	2	1	2	1	3	3	3	3	3	11	2	2009	15	50	16	30	5	9210	60	45	30	952	17	2	21	1	2	2	3	3	blank missing	2	3	2	3	2	3	2	3	3	3	3	3	3	blank missing	3	88	3	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	13.3333330154419	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	18.518518447876	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160011	0	13	2	2009	16	50	16	55	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	13	2	2009	14	50	15	30	2	2	1	3	3	2	1	2	4	1	3	3	2	3	4	4	3	1	1	4	2	3	2	2	2	1	3	13	2	2009	15	40	16	30	5	624	240	45	30	17.43	18.21	16/27	60	5	3	1	2	4	blank missing	2	4	2	3	2	2	2	4	3	2	2	2	1	Blank missing	4	88	3	3	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	10	33.3333320617676	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	37.037036895752	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160012	0	15	2	2009	13	55	13	58	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	15	2	2009	14	0	15	0	1	3	2	3	4	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	15	2	2009	15	5	15	38	5	807	2108	40	30	1006	800	102	50	1	1	3	3	2	15	1	1	3	3	2	2	3	3	3	3	3	1	2	18	1	88	3	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	13.3333330154419	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	6	22.2222213745117	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160013	0	13	2	2009	14	39	14	41	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	13	2	2009	14	43	15	45	2	2	2	3	1	2	1	1	1	1	1	3	3	1	2	1	1	1	2	1	1	1	1	1	1	1	1	13	2	2009	15	52	16	37	11	157	53	59	70	27	20	22	27	1	4	2	2	1	100	1	2	1	2	2	1	1	1	1	1	2	1	2	6	1	88	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	6	20	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	8	29.6296291351318	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160014	0	12	2	2009	14	0	14	5	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	12	2	2009	14	8	14	50	2	3	2	1	2	1	1	2	2	1	3	2	2	1	1	1	3	1	3	1	1	1	2	2	1	1	1	12	2	2009	15	5	15	48	5	624	240	45	30	17.38	18.21	16/27	60%	5	1	1	1	2	blank/missing	2	2	2	1	1	2	2	1	2	3	1	1	1	Blank/mising	2	88	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	9	30	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	9	33.3333320617676	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160015	0	11	2	2009	13	20	13	25	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	11	2	2009	13	30	14	0	2	2	2	4	3	4	4	1	1	3	2	1	99	3	2	3	3	3	1	3	1	3	4	3	1	2	3	11	2	2009	14	5	14	33	5	1067	2025	45	3	48	33	42	5	3	2	3	3	1	115	2	4	4	3	4	1	1	2	4	3	2	2	4	61	2	88	3	3	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	11	36.6666679382324	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	6	22.2222213745117	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160016	0	5	2	2009	14	20	14	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	5	2	2009	14	45	15	30	2	1	2	3	3	2	1	2	4	1	1	2	4	3	1	3	2	2	3	3	2	1	2	4	2	3	3	5	2	2009	15	40	16	43	2	1057	56	7	75	2050	35	27	57	1	3	3	3	2	Blank	2	4	2	2	2	2	4	1	3	2	4	3	3	-77	1	88	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	10	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	16	59.2592582702637	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160017	0	6	5	2009	14	59	14	59	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	6	5	2009	16	1	16	26	2	2	1	99	2	2	1	2	4	2	3	2	4	99	1	2	2	2	2	1	3	2	2	3	4	2	2	6	5	2009	15	20	16	0	5	624	240	45	3	17.43	18.43	18/24	60	5	99	1	1	4	-79	4	4	1	2	4	99	1	3	2	1	4	1	3	-79	2	88	2	2	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	14	46.6666679382324	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	14	51.8518524169922	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160018	0	7	2	2009	14	25	14	2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	7	2	2009	14	30	15	10	2	1	2	1	1	2	4	1	3	3	1	99	2	2	2	2	4	3	2	2	2	1	2	3	4	3	3	7	2	2009	15	30	16	10	5	579	240	45	60	1689	18.23	18/24	3	1	4	4	2	3	6	2	3	2	3	2	3	3	2	2	2	1	4	4	85	3	88	3	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	16.6666660308838	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	6	22.2222213745117	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160019	0	15	2	2009	8	30	8	33	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	15	2	2009	8	35	9	5	2	1	2	1	4	4	1	2	1	2	4	4	4	1	1	1	2	1	2	2	1	4	1	1	1	2	1	15	2	2009	9	10	10	8	5	424	240	45	3	11.43	18.21	1	275	4	4	1	2	4	23km	1	3	1	2	4	1	1	4	1	1	1	1	2	22km	1	88	3	3	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	33.3333320617676	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	11	40.7407417297363	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160020	0	10	3	2009	9	3	9	55	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	3	2009	16	0	16	40	3	3	2	3	1	2	4	2	4	1	3	2	4	3	1	4	2	4	2	4	3	2	2	4	2	3	2	10	3	2009	17	1	17	50	5	624	240	45	30	17.43	18.03	16/27	60	5	3	4	2	4	12	1	3	4	1	4	2	1	2	1	3	1	4	4	4km	4	2	3	3	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	10	33.3333320617676	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	14	51.8518524169922	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160021	0	26	2	2009	11	0	11	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	26	2	2009	10	26	11	10	2	1	1	2	4	1	3	3	3	4	1	2	3	4	2	2	2	3	2	3	3	2	3	3	2	3	1	26	2	2009	11	15	12	10	5	447	25	45	60	200	140	40	56	1	2	1	1	4	Dabbachcha	3	3	4	3	2	3	3	2	1	3	4	1	3	kmisatane	4	88	3	6	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	20	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	6	22.2222213745117	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160022	0	4	2	2009	16	5	16	45	1	1	3	4	2	1	1	2	4	1	3	1	1	1	3	1	4	3	2	2	4	1	1	3	3	2	2	3	3	4	2	1	4	2	1	4	4	1	4	3	4	1	4	4	2	2	1	4	3	1	1	1	1	1	1	4	2	2009	15	43	16	48	2	2	1	2	3	3	4	2	4	1	3	3	1	4	4	3	2	3	1	4	1	2	2	4	3	3	3	4	2	2009	14	30	15	35	5	619	240	45	60	17.43	1821	18	2890	3	2	2	3	4	blank miss	4	3	2	1	4	4	2	3	4	3	4	4	4	blank miss	1	2	3	3	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	23.3333339691162	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	10	37.037036895752	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	31	56.3636360168457
160023	0	3	2	2009	9	45	9	48	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	2	2009	9	50	10	25	2	1	2	3	3	2	1	2	4	1	3	2	4	3	4	2	1	4	4	2	3	1	2	1	3	2	3	3	2	2009	10	30	11	25	5	624	240	55	30	9. 88. 62	18. 23. 0.2	42	265%	1	4	4	2	3	7/5	2	3	1	1	2	2	1	3	2	3	2	2	2	3k/m	2	88	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	10	33.3333320617676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	19	70.3703689575195	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160024	0	4	2	2009	15	30	15	50	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	6	2	2009	15	15	15	50	2	2	2	2	3	2	1	4	3	3	1	2	2	2	2	2	3	3	4	2	4	3	4	4	3	3	4	6	2	2009	15	58	16	28	5	3624	240	45	60	91	1827	1627	60	3	2	4	3	3	blank/missing	4	4	1	3	4	4	1	2	2	3	2	3	2	Blank missing	2	88	3	3	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	11	36.6666679382324	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	11	40.7407417297363	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160025	0	2	3	2009	17	35	17	45	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	3	2009	16	10	16	40	2	1	2	3	3	2	1	2	4	1	3	2	4	3	3	3	1	2	4	1	2	2	2	4	2	1	3	2	3	2009	16	45	17	30	5	723	240	45	30	17.42	18.01	67	275%	5	3	4	2	4	18	1	3	3	1	2	1	1	2	2	2	4	2	2	blank missing	2	2	3	3	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	9	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	17	62.962963104248	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
