placeid	departid	clustid	survcode	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	firmafct	frmdump4	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	timerelg	timetele	timeintr	trnsrelg	trnstele	trnsint	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	infdaycr	cmsuppre	prvpresc	prmrysc	secdrysc	hlthest	demuna	prvcbltv	pubcbltv	cellphne	serpost	othserv1	othserv2	othserv3	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timeday	timecpr	timeppr	timeprm	timesec	timehlt	timeprc	timeser	timeoth1	timeoth2	timeoth3	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnsday	trnscpr	trnsppr	trnspri	trnssec	trnshlt	trnsprc	trnsser	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	pipedwll	pipewatr	prvttube	pubfntn	pubwell	wtrtruck	spring	other	access	days	typchrg	typngo	typwtoth	trtngo	trtwtoth	whtrngo	whtrwtot	oftnngo	oftnwtot	tyrango	tyrawtot	grbgtrck	street	wastland	regulate	rivergrb	buried	pigfeed	cropflds	othrgrb	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	promlibr	altbsced	laptopch	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	promo4yr	altbs4yr	lptop4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	prgimmz	hemoflu	hepb	fieamar	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	primm4yr	heflu4yr	hepb4yr	fieam4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	recycprg	juntoprg	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	recycl4y	juntos4y	a_4yothr1	a_4yothr2	agrimale	othrmale	mmonagri	mmonothr	agrifmle	othrfmle	fmonagri	fmonothr	agrchld	othrchld	cmonagri	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	paprchld	shoechld	carwchld	stvnchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	mtchprc1	prcirrgt	prcdry	prcbuild	minirrgt	mindry	minbuild	maxirrgt	maxdry	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	mxbull	othanml	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	minmxbll	minotanm	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	maxmxbll	maxotanm	priccrop	mincrop	maxcrop
PE14MC05	15	14	34	20	7	2009	7/20/2009	-77	1	2	88	5	5	5	5	5	5	3	88	1	30	7	88	88	30	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	1	0	1	0	1	1	88	88	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	1	1	1	1	88	88	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	88	0	0	0	0	1	1	1	1	1	1	1	0	1	1	88	88	88	88	-88	-88	10	10	15	15	-88	-88	-88	-88	-88	-88	-88	15	-88	-88	-88	88	88	7	7	7	7	88	88	88	88	88	88	88	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	88	88	1	1	0	1	0	88	88	1	1	1	0	1	0	0	1	0	88	88	1	1	1	0	1	1	0	1	0	 	88	1	1	1	1	1	1	1	0	0	1	1	1	1	88	1	1	1	1	1	1	1	0	0	1	1	1	1	88	0	0	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	30	25	-88	-88	15	20	-11	25	-88	-88	-11	-11	-11	-11	-11	10	10	8	-88	-88	-88	-88	1.29999995231628	33	10	10	28	24	.879999995231628	.0299999993294477	.150000005960464	.109999999403954	1	2.40000009536743	2.90000009536743	-88	1	2.5	1.89999997615814	5.5	.800000011920929	3.79999995231628	1.20000004768372	9.80000019073486	.200000002980232	-88	-88	375	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE14MC06	15	14	34	16	7	2009	7/16/2009	750	5	1	88	5	5	5	5	5	5	2	88	1	20	7	88	88	20	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	1	1	0	0	0	0	0	88	88	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	-88	5	5	88	1	1	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	88	88	88	10	-88	10	20	20	10	20	10	10	10	5	5	10	20	-88	-88	-88	1	88	5	7	7	1	7	1	1	5	5	5	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	1	0	1	1	88	88	1	1	0	1	1	88	88	0	0	1	0	1	0	0	0	0	88	88	0	0	1	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	1	88	1	1	1	1	1	1	1	1	1	1	0	1	1	88	0	0	0	0	0	0	0	0	0	1	88	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	20	15	-88	-88	15	-11	-11	15	-88	-88	5	-11	-11	-11	-11	-11	10	10	-88	-88	-88	-88	1.5	42	12	12	30	28	.879999995231628	.0299999993294477	.150000005960464	.109999999403954	1	2.79999995231628	2.90000009536743	-88	1	2.5	2	5.5	.800000011920929	3.79999995231628	1.20000004768372	10.5	.200000002980232	-88	-88	75	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE14MC07	15	14	16	3	8	2009	8/3/2009	18692	5	1	88	5	5	5	5	5	3	2	88	1	15	7	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	1	0	88	88	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	88	88	88	88	88	88	88	88	88	88	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	88	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	88	88	88	-88	-88	15	15	15	15	-88	-88	-88	-88	-88	-88	-88	15	-88	-88	-88	88	88	7	7	7	7	88	88	88	88	88	88	88	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	88	0	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	1	1	0	88	88	0	0	1	1	0	88	88	1	1	1	0	1	1	1	0	0	88	88	1	1	1	0	1	1	1	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	18	40	-77	-88	-88	20	15	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	12	-88	-88	-88	-88	1.20000004768372	55	12	12	28	25	.879999995231628	.0299999993294477	.150000005960464	.109999999403954	.899999976158142	2.20000004768372	2.90000009536743	-88	1	2.5	1.89999997615814	6	.800000011920929	5	1.20000004768372	10.5	.200000002980232	-88	-88	22	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	20	15	-88	-88	-88	-88	88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE14MC08	15	14	34	21	7	2009	7/21/2009	200	5	1	88	5	5	5	5	5	5	2	88	1	60	7	88	88	60	-88	88	88	88	-88	1	1	0	0	0	0	0	88	1	1	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	1	1	1	1	0	0	1	88	88	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	0	1	1	0	88	88	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	-88	-88	10	88	88	1	0	88	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	88	88	88	20	-88	60	20	20	45	20	20	20	20	20	20	60	20	-88	-88	-88	1	88	7	1	1	7	1	1	1	1	1	1	7	1	88	88	88	1	0	0	0	0	0	0	88	0	0	0	0	0	1	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	0	0	88	88	1	0	0	0	0	88	88	0	0	1	0	1	0	0	0	0	88	88	0	0	1	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	0	0	1	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	20	20	-88	-88	18	-11	-11	20	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1	35	10	10	29	25	.879999995231628	.0299999993294477	.150000005960464	.109999999403954	1.20000004768372	1.89999997615814	3.20000004768372	-88	1	2.5	1.89999997615814	5.90000009536743	1.20000004768372	4	1.5	13.3000001907349	.300000011920929	-88	-88	51	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE14MC09	15	14	64	5	9	2009	9/5/2009	1200	1	2	88	5	5	5	5	5	3	5	88	1	10	5	88	88	10	20	7	88	88	20	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	1	0	0	1	0	1	0	88	88	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	1	0	0	0	1	1	88	88	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	10	-88	-88	7	88	88	0	88	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	88	88	88	10	-88	3	20	10	5	20	10	-88	5	5	3	15	20	-88	-88	-88	1	88	5	7	7	5	1	5	88	5	5	1	5	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	0	88	1	0	0	0	88	88	1	1	0	0	0	88	88	0	0	1	0	1	0	0	1	0	88	88	0	0	1	0	1	0	0	1	0	 	88	1	1	1	1	1	1	1	0	0	1	1	1	88	88	1	0	0	1	1	0	1	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	20	30	30	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	7	7	18	18	.5	.0299999993294477	.170000001788139	.180000007152557	1	2	3.59999990463257	8	.600000023841858	2.5	2	5.5	.5	4	1	-88	.200000002980232	-88	-88	180	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE15MC02	12	15	76	2	12	2009	12/2/2009	260	2	5	88	1	4	5	5	5	5	3	88	1	20	5	88	88	20	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	0	0	0	 	 	1	0	1	0	0	0	1	0	0	88	88	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	-88	20	20	88	5	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	88	88	88	20	20	20	20	95	20	20	20	20	-88	-88	-88	20	95	-88	-88	-88	5	5	5	5	6	5	5	5	5	88	88	88	5	6	88	88	88	0	0	0	1	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	0	88	0	88	88	88	88	0	0	0	0	0	0	0	1	88	1	0	1	0	88	88	1	0	0	1	0	88	88	0	0	1	0	1	1	0	0	0	1	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	1	1	0	1	0	1	0	0	0	1	88	1	0	0	0	0	0	0	0	0	1	88	20	-88	0	88	15	-88	0	88	10	-88	2	88	-11	-11	25	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	20	-11	-11	7	5	-11	-88	-88	-88	-88	2.79999995231628	35	20	20	30	30	.5	.0299999993294477	.140000000596046	.0399999991059303	1	2.5	3	-77	1	2.79999995231628	2.5	7	.800000011920929	5	1.20000004768372	-77	30	-88	3000	-88	-88	-88	10	-88	-88	15	-88	-88	-88	-88	-88	150	-88	-88	25	-88	15	-88	-88	-88	-88	800	800	-88	-88	-88	-88	300	-88	-88	-88	-88	800	-88	-88	1000	1200	-88	-88	-88	-88	500	-88	-88	-88	-88	1200	-88	2.5	-88	-88
PE15MC03	12	15	76	1	12	2009	12/1/2009	200	2	5	88	1	4	5	5	5	5	3	88	1	15	5	88	88	15	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	0	0	88	88	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	-88	-88	-88	88	88	88	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	88	88	88	15	15	15	15	90	15	15	-88	15	-88	10	15	15	90	-88	-88	-88	5	5	5	5	7	5	5	88	5	88	1	5	5	6	88	88	88	0	0	0	1	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	0	88	0	88	88	88	88	0	0	0	0	0	1	0	0	88	1	0	1	0	88	88	1	1	0	1	0	88	88	0	1	1	0	0	1	0	0	0	88	88	0	1	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	88	88	0	0	0	0	0	0	0	1	0	88	88	0	0	0	1	0	0	0	0	0	1	88	1	0	0	0	0	0	0	0	0	1	88	15	-88	2	88	15	-88	2	88	12	-88	2	88	-11	-11	30	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	15	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	35	15	15	28	28	.5	.0299999993294477	.140000000596046	.0399999991059303	1	1.79999995231628	3	-77	.699999988079071	2.79999995231628	2.40000009536743	6	1	5	1	-77	.25	-88	-88	7.5	-88	4000	-88	-88	5000	-88	-88	-77	-77	-88	-88	-88	-88	-77	25	-88	15	-88	-77	-88	-88	600	700	-88	-88	-88	-88	200	-88	-88	-88	-88	700	-88	-88	700	900	-88	-88	-88	-88	300	-88	-88	-88	-88	900	-88	2.5	-88	-88
PE15MC04	12	15	76	3	12	2009	12/3/2009	600	2	5	88	1	4	5	5	5	5	3	88	1	50	6	88	88	50	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	1	0	0	88	88	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	88	88	88	88	5	88	88	88	88	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	-88	-88	50	88	88	6	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	88	88	88	50	10	50	50	120	50	50	-88	50	-88	-88	-88	50	120	-88	-88	-88	6	1	6	6	6	6	6	88	6	88	88	88	6	6	88	88	88	0	1	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	0	1	88	1	88	1	88	7	88	7	0	0	0	0	0	1	0	0	88	1	0	1	0	88	88	1	1	0	1	0	88	88	0	1	1	0	1	0	0	0	1	88	88	0	1	1	0	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	0	1	1	1	88	1	1	1	1	1	0	1	1	1	0	0	1	1	88	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	1	0	0	0	0	0	0	0	0	88	88	1	0	0	0	0	0	0	0	0	88	88	20	-88	2	88	15	-88	2	88	15	-88	2	88	-11	20	25	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	10	15	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.79999995231628	35	17	17	25	25	.5	.0299999993294477	.140000000596046	.0399999991059303	1.5	2	3	-77	.699999988079071	3	2.79999995231628	6	1	6	1.20000004768372	-77	.300000011920929	-88	3000	-88	-88	-88	10	-88	-88	30	3000	1500	-88	-88	1000	-88	-88	200	20	-88	10	-88	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	6	-88	-88
PE15MC05	12	15	22	3	12	2009	12/3/2009	700	4	4	4	1	2	5	5	5	4	3	4	1	60	6	88	88	60	-88	88	88	88	-88	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	0	0	88	88	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	-88	30	60	88	1	6	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	88	88	88	60	60	60	60	60	60	60	-88	60	-88	-88	-88	60	120	-88	-88	-88	6	6	6	6	6	6	6	88	6	88	88	88	6	6	88	88	88	0	0	1	0	0	0	0	88	0	1	0	0	0	0	0	88	88	88	0	0	88	88	88	88	88	88	88	88	88	0	0	0	0	0	1	0	0	88	1	0	1	0	88	88	1	0	0	1	0	88	88	0	1	1	0	0	1	0	0	1	88	88	0	1	1	0	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	1	88	1	1	1	1	1	0	1	1	1	1	0	1	1	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	15	-88	6	88	-11	-88	88	88	-11	-88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	27	10	10	28	28	.5	.100000001490116	.100000001490116	.100000001490116	1	3.20000004768372	3.20000004768372	-88	.5	3	2.20000004768372	5	1	-77	1.79999995231628	-88	.300000011920929	-88	8	-88	-88	-88	-88	-88	-88	-88	1300	600	-88	-88	-88	-88	-88	200	30	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	6	-88	-88
PE15MC06	12	15	66	13	12	2009	12/13/2009	300	5	5	1	1	3	2	5	5	5	5	88	1	600	11	6	88	600	480	11	6	88	480	0	0	1	0	1	0	0	88	0	0	1	0	1	0	0	88	1	0	0	1	0	 	 	1	1	1	1	1	0	0	0	0	1	88	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	1	0	88	88	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	-88	300	600	88	11	11	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	88	88	88	600	-77	-77	600	600	-77	600	480	480	-88	-88	-88	600	600	-88	-88	-88	11	88	88	11	11	88	11	11	11	88	88	88	11	11	88	88	88	0	0	0	0	1	1	0	88	0	1	0	0	0	0	0	88	88	88	0	0	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	1	1	0	1	0	88	88	1	0	0	0	0	88	88	0	0	1	0	1	1	0	0	0	88	88	0	0	1	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	88	88	1	1	1	1	1	1	1	1	1	1	0	1	88	88	1	1	0	0	1	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	1	0	0	0	0	0	1	88	0	0	0	0	0	0	0	0	0	0	88	-22	-22	88	88	-22	-22	88	88	-22	-88	88	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	2	-77	-77	-77	-77	-77	1.5	.5	.5	.5	-77	4	3.5	-77	-77	3.5	2	8	1	10	2.5	-77	5	-88	-88	-88	-88	-88	-88	-88	-88	-88	3500	1200	1500	-88	-88	-88	-88	-88	25	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE15MC07	12	15	23	30	11	2009	11/30/2009	200	5	5	88	1	5	5	5	5	5	5	88	1	240	1	88	88	240	240	6	88	88	240	0	1	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	0	0	88	88	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	240	240	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	88	88	88	240	-77	240	240	-77	240	-44	120	240	-88	120	120	240	240	-88	-88	-88	1	88	1	1	88	1	88	1	1	88	1	1	1	1	88	88	88	0	1	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	88	88	1	88	0	88	0	88	88	88	88	0	0	0	0	0	0	0	1	88	1	0	0	0	88	88	1	0	0	0	0	88	88	0	0	0	0	1	1	0	0	0	88	88	0	0	0	0	1	0	0	0	0	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	15	-88	1	88	15	-88	1	88	5	-88	1	88	-11	-11	-11	-11	-88	-88	-22	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.20000004768372	30	20	20	25	25	.5	.0399999991059303	.00999999977648258	.200000002980232	.200000002980232	3	3.5	-77	1	3	2.5	7	.899999976158142	-77	1.60000002384186	-77	.300000011920929	8000	-77	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	150	25	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	10	-88	-88
