CHILDCODE	SITUIDR5	LADCURR5	LADOLDR5
11001	1	5	4
11001	2	4	4
11001	3	5	4
11001	4	6	5
11001	5	6	4
11001	6	4	5
11001	7	4	5
11001	8	4	4
11001	9	5	4
11001	10	4	4
11001	11	4	3
11001	12	2	4
11001	13	1	1
11001	14	5	5
11002	1	6	5
11002	2	5	5
11002	3	5	5
11002	4	6	5
11002	5	5	5
11002	6	6	5
11002	7	6	6
11002	8	5	5
11002	9	5	5
11002	10	4	6
11002	11	6	6
11002	12	5	5
11002	13	5	5
11002	14	6	5
11003	1	8	5
11003	2	6	4
11003	3	5	4
11003	4	6	4
11003	5	5	5
11003	6	7	8
11003	7	6	7
11003	8	8	4
11003	9	6	7
11003	10	5	5
11003	11	4	4
11003	12	2	2
11003	13	2	2
11003	14	7	6
11004	1	5	3
11004	2	2	4
11004	3	2	3
11004	4	4	3
11004	5	5	5
11004	6	4	4
11004	7	5	4
11004	8	4	3
11004	9	3	3
11004	10	2	2
11004	11	2	2
11004	12	2	2
11004	13	2	2
11004	14	4	4
11005	1	7	7
11005	2	8	6
11005	3	7	4
11005	4	6	6
11005	5	7	5
11005	6	8	6
11005	7	8	6
11005	8	8	5
11005	9	7	6
11005	10	8	8
11005	11	8	8
11005	12	7	6
11005	13	7	6
11005	14	9	5
11006	1	9	7
11006	2	6	6
11006	3	6	5
11006	4	8	6
11006	5	8	6
11006	6	8	7
11006	7	8	8
11006	8	9	7
11006	9	4	4
11006	10	6	6
11006	11	8	6
11006	12	3	3
11006	13	5	4
11006	14	6	4
11007	1	5	5
11007	2	6	5
11007	3	6	4
11007	4	6	6
11007	5	7	5
11007	6	7	7
11007	7	6	5
11007	8	5	5
11007	9	6	6
11007	10	5	5
11007	11	5	5
11007	12	3	3
11007	13	3	3
11007	14	6	6
11008	1	4	6
11008	2	7	4
11008	3	5	3
11008	4	4	4
11008	5	6	6
11008	6	7	7
11008	7	6	7
11008	8	8	8
11008	9	7	7
11008	10	5	5
11008	11	4	4
11008	12	5	5
11008	13	4	4
11008	14	8	8
11009	1	7	5
11009	2	7	5
11009	3	6	5
11009	4	7	6
11009	5	8	6
11009	6	5	6
11009	7	8	5
11009	8	7	5
11009	9	5	6
11009	10	5	5
11009	11	5	5
11009	12	77	77
11009	13	77	77
11009	14	7	6
11010	1	8	6
11010	2	5	3
11010	3	6	5
11010	4	7	7
11010	5	6	3
11010	6	7	7
11010	7	7	3
11010	8	6	6
11010	9	7	6
11010	10	7	7
11010	11	8	8
11010	12	6	6
11010	13	5	5
11010	14	7	7
11011	1	7	7
11011	2	4	4
11011	3	3	5
11011	4	6	6
11011	5	6	6
11011	6	6	4
11011	7	7	5
11011	8	7	6
11011	9	3	2
11011	10	3	3
11011	11	3	3
11011	12	4	4
11011	13	4	4
11011	14	3	2
11012	1	5	6
11012	2	6	5
11012	3	6	5
11012	4	5	5
11012	5	4	5
11012	6	5	6
11012	7	5	6
11012	8	6	6
11012	9	5	5
11012	10	4	5
11012	11	4	5
11012	12	5	5
11012	13	5	5
11012	14	6	6
11015	1	6	5
11015	2	6	4
11015	3	5	4
11015	4	6	4
11015	5	5	5
11015	6	5	5
11015	7	5	5
11015	8	6	5
11015	9	6	6
11015	10	4	4
11015	11	5	5
11015	12	3	3
11015	13	3	3
11015	14	5	5
11016	1	3	7
11016	2	7	5
11016	3	5	5
11016	4	7	6
11016	5	7	6
11016	6	6	6
11016	7	6	5
11016	8	8	8
11016	9	5	8
11016	10	3	4
11016	11	3	7
11016	12	5	5
11016	13	4	4
11016	14	5	7
11018	1	2	1
11018	2	1	1
11018	3	1	1
11018	4	2	1
11018	5	1	1
11018	6	7	5
11018	7	9	8
11018	8	6	6
11018	9	6	7
11018	10	9	5
11018	11	9	7
11018	12	5	3
11018	13	2	1
11018	14	5	5
11019	1	4	7
11019	2	7	7
11019	3	6	5
11019	4	6	6
11019	5	5	5
11019	6	9	3
11019	7	9	5
11019	8	6	8
11019	9	8	6
11019	10	9	9
11019	11	9	6
11019	12	5	5
11019	13	3	3
11019	14	8	8
11020	1	5	6
11020	2	4	5
11020	3	5	4
11020	4	7	5
11020	5	5	6
11020	6	5	6
11020	7	6	5
11020	8	6	5
11020	9	4	5
11020	10	3	5
11020	11	4	5
11020	12	5	5
11020	13	5	5
11020	14	6	5
11021	1	5	4
11021	2	5	3
11021	3	6	4
11021	4	6	4
11021	5	5	6
11021	6	6	5
11021	7	7	5
11021	8	7	4
11021	9	6	5
11021	10	5	7
11021	11	6	6
11021	12	5	5
11021	13	4	4
11021	14	7	5
11022	1	4	3
11022	2	1	1
11022	3	4	3
11022	4	4	4
11022	5	4	2
11022	6	7	7
11022	7	6	5
11022	8	5	4
11022	9	4	5
11022	10	6	5
11022	11	8	8
11022	12	2	2
11022	13	2	3
11022	14	3	3
11024	1	5	4
11024	2	6	5
11024	3	3	3
11024	4	4	4
11024	5	4	4
11024	6	4	4
11024	7	6	5
11024	8	4	4
11024	9	3	4
11024	10	3	4
11024	11	4	4
11024	12	2	4
11024	13	2	2
11024	14	7	6
11025	1	6	5
11025	2	6	2
11025	3	4	3
11025	4	4	4
11025	5	3	7
11025	6	7	7
11025	7	5	3
11025	8	2	1
11025	9	3	5
11025	10	4	4
11025	11	5	4
11025	12	3	3
11025	13	3	3
11025	14	5	4
11026	1	8	8
11026	2	7	7
11026	3	7	7
11026	4	8	8
11026	5	8	7
11026	6	7	7
11026	7	8	8
11026	8	8	8
11026	9	7	7
11026	10	8	6
11026	11	8	8
11026	12	6	5
11026	13	5	5
11026	14	6	6
11029	1	5	4
11029	2	5	3
11029	3	5	1
11029	4	5	5
11029	5	6	6
11029	6	6	6
11029	7	6	6
11029	8	6	6
11029	9	5	5
11029	10	5	5
11029	11	6	6
11029	12	2	2
11029	13	2	2
11029	14	6	6
11030	1	6	5
11030	2	7	4
11030	3	6	4
11030	4	7	5
11030	5	4	6
11030	6	5	7
11030	7	5	5
11030	8	5	5
11030	9	6	5
11030	10	4	7
11030	11	5	6
11030	12	5	5
11030	13	5	5
11030	14	6	5
11031	1	7	7
11031	2	7	2
11031	3	5	2
11031	4	9	5
11031	5	3	7
11031	6	3	7
11031	7	3	7
11031	8	8	8
11031	9	5	7
11031	10	7	4
11031	11	8	4
11031	12	5	6
11031	13	5	5
11031	14	5	7
11032	1	7	3
11032	2	8	2
11032	3	5	1
11032	4	7	2
11032	5	5	2
11032	6	5	6
11032	7	6	5
11032	8	7	4
11032	9	2	5
11032	10	2	6
11032	11	3	7
11032	12	5	5
11032	13	6	5
11032	14	8	5
11033	1	6	7
11033	2	8	4
11033	3	2	2
11033	4	5	5
11033	5	7	7
11033	6	8	8
11033	7	9	9
11033	8	6	6
11033	9	7	6
11033	10	1	1
11033	11	7	8
11033	12	5	6
11033	13	4	6
11033	14	6	6
11034	1	7	6
11034	2	7	5
11034	3	6	5
11034	4	8	5
11034	5	7	5
11034	6	6	6
11034	7	7	7
11034	8	8	7
11034	9	7	6
11034	10	5	6
11034	11	8	8
11034	12	5	5
11034	13	6	6
11034	14	7	6
11035	1	5	8
11035	2	5	8
11035	3	4	6
11035	4	3	5
11035	5	1	4
11035	6	4	5
11035	7	1	6
11035	8	4	5
11035	9	1	6
11035	10	1	4
11035	11	2	4
11035	12	1	1
11035	13	1	1
11035	14	4	6
11037	1	7	2
11037	2	7	4
11037	3	6	3
11037	4	5	7
11037	5	3	6
11037	6	7	7
11037	7	5	6
11037	8	4	7
11037	9	6	7
11037	10	4	4
11037	11	7	7
11037	12	3	3
11037	13	3	3
11037	14	6	7
11038	1	5	5
11038	2	5	5
11038	3	6	6
11038	4	6	6
11038	5	7	7
11038	6	5	5
11038	7	6	4
11038	8	5	5
11038	9	7	5
11038	10	7	7
11038	11	7	7
11038	12	4	4
11038	13	3	3
11038	14	5	5
11039	1	6	5
11039	2	5	4
11039	3	5	4
11039	4	7	5
11039	5	5	5
11039	6	5	5
11039	7	6	4
11039	8	5	5
11039	9	4	5
11039	10	6	6
11039	11	6	6
11039	12	6	5
11039	13	77	77
11039	14	7	5
11040	1	2	4
11040	2	5	4
11040	3	4	4
11040	4	3	3
11040	5	4	4
11040	6	5	5
11040	7	5	5
11040	8	5	5
11040	9	5	5
11040	10	2	2
11040	11	6	5
11040	12	2	2
11040	13	2	2
11040	14	5	5
11041	1	5	3
11041	2	5	4
11041	3	3	1
11041	4	6	2
11041	5	4	3
11041	6	7	6
11041	7	5	3
11041	8	4	2
11041	9	5	5
11041	10	4	4
11041	11	4	4
11041	12	3	3
11041	13	3	3
11041	14	5	3
11042	1	4	3
11042	2	3	3
11042	3	3	3
11042	4	3	3
11042	5	4	4
11042	6	3	3
11042	7	4	4
11042	8	5	3
11042	9	4	4
11042	10	6	6
11042	11	5	5
11042	12	7	7
11042	13	3	3
11042	14	4	3
11043	1	4	4
11043	2	6	5
11043	3	2	7
11043	4	5	8
11043	5	1	3
11043	6	4	6
11043	7	3	7
11043	8	4	5
11043	9	3	6
11043	10	2	7
11043	11	8	7
11043	12	3	5
11043	13	6	1
11043	14	5	3
11044	1	7	5
11044	2	7	4
11044	3	6	4
11044	4	5	5
11044	5	4	6
11044	6	4	6
11044	7	5	5
11044	8	5	5
11044	9	5	4
11044	10	5	7
11044	11	5	6
11044	12	5	5
11044	13	6	5
11044	14	7	5
11047	1	6	5
11047	2	6	6
11047	3	3	3
11047	4	5	3
11047	5	4	2
11047	6	6	6
11047	7	5	4
11047	8	4	4
11047	9	3	3
11047	10	4	4
11047	11	5	3
11047	12	5	2
11047	13	2	2
11047	14	4	4
11048	1	7	4
11048	2	8	1
11048	3	6	1
11048	4	7	6
11048	5	6	5
11048	6	8	5
11048	7	7	4
11048	8	8	7
11048	9	8	5
11048	10	5	3
11048	11	8	5
11048	12	5	3
11048	13	5	5
11048	14	7	6
11050	1	4	3
11050	2	5	3
11050	3	5	3
11050	4	3	3
11050	5	5	5
11050	6	7	7
11050	7	5	5
11050	8	5	5
11050	9	5	5
11050	10	6	6
11050	11	5	5
11050	12	2	2
11050	13	2	2
11050	14	7	7
11052	1	9	5
11052	2	8	4
11052	3	6	2
11052	4	9	4
11052	5	3	2
11052	6	7	4
11052	7	8	4
11052	8	6	4
11052	9	7	5
11052	10	1	3
11052	11	1	1
11052	12	1	1
11052	13	3	3
11052	14	6	4
11061	1	5	4
11061	2	7	4
11061	3	5	3
11061	4	6	3
11061	5	5	5
11061	6	9	9
11061	7	5	4
11061	8	3	1
11061	9	4	4
11061	10	3	3
11061	11	4	4
11061	12	3	2
11061	13	1	1
11061	14	7	6
11063	1	6	6
11063	2	4	3
11063	3	3	3
11063	4	6	5
11063	5	6	6
11063	6	6	6
11063	7	7	7
11063	8	7	7
11063	9	7	6
11063	10	7	7
11063	11	6	6
11063	12	7	6
11063	13	5	5
11063	14	5	4
11069	1	3	4
11069	2	4	3
11069	3	4	3
11069	4	3	4
11069	5	5	4
11069	6	5	5
11069	7	5	4
11069	8	5	5
11069	9	6	5
11069	10	6	6
11069	11	5	4
11069	12	5	5
11069	13	4	4
11069	14	5	4
11074	1	8	8
11074	2	7	7
11074	3	6	6
11074	4	4	4
11074	5	7	7
11074	6	8	8
11074	7	9	9
11074	8	8	8
11074	9	8	8
11074	10	9	9
11074	11	7	7
11074	12	8	8
11074	13	8	8
11074	14	9	9
11088	1	6	5
11088	2	6	5
11088	3	7	4
11088	4	6	6
11088	5	5	5
11088	6	6	6
11088	7	6	6
11088	8	5	5
11088	9	6	6
11088	10	5	5
11088	11	6	5
11088	12	5	5
11088	13	5	5
11088	14	6	6
21002	1	6	4
21002	2	7	4
21002	3	7	5
21002	4	6	5
21002	5	5	6
21002	6	5	8
21002	7	7	5
21002	8	6	5
21002	9	5	5
21002	10	5	6
21002	11	5	6
21002	12	5	5
21002	13	6	5
21002	14	6	5
21004	1	4	6
21004	2	5	3
21004	3	5	4
21004	4	7	4
21004	5	5	8
21004	6	5	7
21004	7	4	7
21004	8	4	6
21004	9	5	5
21004	10	2	7
21004	11	4	7
21004	12	4	7
21004	13	5	6
21004	14	3	7
21005	1	7	5
21005	2	6	5
21005	3	5	5
21005	4	7	5
21005	5	6	6
21005	6	6	8
21005	7	7	8
21005	8	6	8
21005	9	7	7
21005	10	8	8
21005	11	8	8
21005	12	8	8
21005	13	7	7
21005	14	6	7
21007	1	6	6
21007	2	5	4
21007	3	6	5
21007	4	7	5
21007	5	6	6
21007	6	7	7
21007	7	7	5
21007	8	6	6
21007	9	7	7
21007	10	7	7
21007	11	7	7
21007	12	6	6
21007	13	3	3
21007	14	7	6
21008	1	9	6
21008	2	8	5
21008	3	7	5
21008	4	9	6
21008	5	7	3
21008	6	6	8
21008	7	6	5
21008	8	6	5
21008	9	6	5
21008	10	2	9
21008	11	5	8
21008	12	6	4
21008	13	5	5
21008	14	7	5
21009	1	7	5
21009	2	7	5
21009	3	5	5
21009	4	7	7
21009	5	8	6
21009	6	7	7
21009	7	7	7
21009	8	8	7
21009	9	6	5
21009	10	5	5
21009	11	7	6
21009	12	6	6
21009	13	6	5
21009	14	7	7
21011	1	2	2
21011	2	4	4
21011	3	4	3
21011	4	3	5
21011	5	3	5
21011	6	5	5
21011	7	4	7
21011	8	5	5
21011	9	6	5
21011	10	8	8
21011	11	9	9
21011	12	1	1
21011	13	1	1
21011	14	5	5
21012	1	6	5
21012	2	7	6
21012	3	7	5
21012	4	7	6
21012	5	6	5
21012	6	7	6
21012	7	7	6
21012	8	7	6
21012	9	7	6
21012	10	5	5
21012	11	6	6
21012	12	5	5
21012	13	5	5
21012	14	7	6
21013	1	4	3
21013	2	4	3
21013	3	3	2
21013	4	5	4
21013	5	5	3
21013	6	6	6
21013	7	7	7
21013	8	5	5
21013	9	7	6
21013	10	5	5
21013	11	6	6
21013	12	4	4
21013	13	2	2
21013	14	6	6
21015	1	5	5
21015	2	6	5
21015	3	6	4
21015	4	5	5
21015	5	3	5
21015	6	4	6
21015	7	4	5
21015	8	4	6
21015	9	4	5
21015	10	5	6
21015	11	5	6
21015	12	5	5
21015	13	4	4
21015	14	4	5
21017	1	7	5
21017	2	5	4
21017	3	5	4
21017	4	8	6
21017	5	8	6
21017	6	8	6
21017	7	8	7
21017	8	6	7
21017	9	8	6
21017	10	8	6
21017	11	7	5
21017	12	8	6
21017	13	7	6
21017	14	9	7
21018	1	4	5
21018	2	4	4
21018	3	3	3
21018	4	6	6
21018	5	6	6
21018	6	7	7
21018	7	6	6
21018	8	8	8
21018	9	5	5
21018	10	6	6
21018	11	5	4
21018	12	6	6
21018	13	7	6
21018	14	8	8
21020	1	5	5
21020	2	5	6
21020	3	5	5
21020	4	6	6
21020	5	7	7
21020	6	7	7
21020	7	6	7
21020	8	7	5
21020	9	6	5
21020	10	8	6
21020	11	6	8
21020	12	7	7
21020	13	6	6
21020	14	8	7
21022	1	4	3
21022	2	5	4
21022	3	5	3
21022	4	5	4
21022	5	5	4
21022	6	4	5
21022	7	5	4
21022	8	4	5
21022	9	4	5
21022	10	4	5
21022	11	4	5
21022	12	4	5
21022	13	5	4
21022	14	5	4
21023	1	6	6
21023	2	6	5
21023	3	7	5
21023	4	7	6
21023	5	5	5
21023	6	7	6
21023	7	6	6
21023	8	7	5
21023	9	6	6
21023	10	5	5
21023	11	5	5
21023	12	4	4
21023	13	3	3
21023	14	5	5
21024	1	7	5
21024	2	7	5
21024	3	6	5
21024	4	8	6
21024	5	6	8
21024	6	8	6
21024	7	8	5
21024	8	8	6
21024	9	7	5
21024	10	8	6
21024	11	7	5
21024	12	5	5
21024	13	5	4
21024	14	8	6
21025	1	2	6
21025	2	6	6
21025	3	7	3
21025	4	5	5
21025	5	6	4
21025	6	5	5
21025	7	5	5
21025	8	6	5
21025	9	5	5
21025	10	3	3
21025	11	4	4
21025	12	3	3
21025	13	3	3
21025	14	7	7
21026	1	4	4
21026	2	3	3
21026	3	4	4
21026	4	5	5
21026	5	4	3
21026	6	8	8
21026	7	5	5
21026	8	5	4
21026	9	4	4
21026	10	7	7
21026	11	7	7
21026	12	8	8
21026	13	9	9
21026	14	9	9
21027	1	4	3
21027	2	5	4
21027	3	3	3
21027	4	5	6
21027	5	8	3
21027	6	5	2
21027	7	2	5
21027	8	5	3
21027	9	5	2
21027	10	4	4
21027	11	6	3
21027	12	5	3
21027	13	4	2
21027	14	5	5
21029	1	6	7
21029	2	7	6
21029	3	6	5
21029	4	7	7
21029	5	6	5
21029	6	5	6
21029	7	6	7
21029	8	6	6
21029	9	6	7
21029	10	6	6
21029	11	6	7
21029	12	5	5
21029	13	4	4
21029	14	7	7
21030	1	6	5
21030	2	7	4
21030	3	4	3
21030	4	5	4
21030	5	6	5
21030	6	5	5
21030	7	6	4
21030	8	5	5
21030	9	7	3
21030	10	5	5
21030	11	6	6
21030	12	5	5
21030	13	4	4
21030	14	5	3
21031	1	9	4
21031	2	7	4
21031	3	6	2
21031	4	9	7
21031	5	9	6
21031	6	2	7
21031	7	2	5
21031	8	3	9
21031	9	3	5
21031	10	1	5
21031	11	1	5
21031	12	1	1
21031	13	1	1
21031	14	9	8
21032	1	7	5
21032	2	7	6
21032	3	7	6
21032	4	7	6
21032	5	7	6
21032	6	7	7
21032	7	7	7
21032	8	7	7
21032	9	7	6
21032	10	7	7
21032	11	7	7
21032	12	5	5
21032	13	4	4
21032	14	7	6
21033	1	5	3
21033	2	5	2
21033	3	4	2
21033	4	5	5
21033	5	5	3
21033	6	5	4
21033	7	5	5
21033	8	5	5
21033	9	5	3
21033	10	5	5
21033	11	3	3
21033	12	79	79
21033	13	79	79
21033	14	6	3
21034	1	5	3
21034	2	7	5
21034	3	8	2
21034	4	7	6
21034	5	7	3
21034	6	7	8
21034	7	7	7
21034	8	8	5
21034	9	6	7
21034	10	6	5
21034	11	5	5
21034	12	2	2
21034	13	3	5
21034	14	7	5
21036	1	6	5
21036	2	6	4
21036	3	6	5
21036	4	7	6
21036	5	7	5
21036	6	6	4
21036	7	7	6
21036	8	7	6
21036	9	6	6
21036	10	4	4
21036	11	5	4
21036	12	5	5
21036	13	5	5
21036	14	6	5
21037	1	8	6
21037	2	7	6
21037	3	7	6
21037	4	8	6
21037	5	8	6
21037	6	7	7
21037	7	8	6
21037	8	7	7
21037	9	7	7
21037	10	6	7
21037	11	6	6
21037	12	6	6
21037	13	6	6
21037	14	8	7
21039	1	2	4
21039	2	3	4
21039	3	2	1
21039	4	2	4
21039	5	2	3
21039	6	2	4
21039	7	2	4
21039	8	2	4
21039	9	4	4
21039	10	4	3
21039	11	2	4
21039	12	1	1
21039	13	1	1
21039	14	3	3
21040	1	5	5
21040	2	6	5
21040	3	7	5
21040	4	7	7
21040	5	6	6
21040	6	5	5
21040	7	5	7
21040	8	6	6
21040	9	7	6
21040	10	4	7
21040	11	4	8
21040	12	4	4
21040	13	5	5
21040	14	6	6
21041	1	7	3
21041	2	9	4
21041	3	7	5
21041	4	7	4
21041	5	7	3
21041	6	6	6
21041	7	7	7
21041	8	7	5
21041	9	6	4
21041	10	8	1
21041	11	8	7
21041	12	5	5
21041	13	5	5
21041	14	7	7
21042	1	4	3
21042	2	5	5
21042	3	4	5
21042	4	8	6
21042	5	5	5
21042	6	7	5
21042	7	7	7
21042	8	5	5
21042	9	7	6
21042	10	5	4
21042	11	7	7
21042	12	5	4
21042	13	4	4
21042	14	5	5
21043	1	7	4
21043	2	8	8
21043	3	6	6
21043	4	7	6
21043	5	8	7
21043	6	6	6
21043	7	9	8
21043	8	9	8
21043	9	9	7
21043	10	8	7
21043	11	8	7
21043	12	77	77
21043	13	77	77
21043	14	9	7
21044	1	6	7
21044	2	8	6
21044	3	7	9
21044	4	4	1
21044	5	9	7
21044	6	3	2
21044	7	6	2
21044	8	3	2
21044	9	8	6
21044	10	4	2
21044	11	1	2
21044	12	1	4
21044	13	3	2
21044	14	2	1
21046	1	4	1
21046	2	2	4
21046	3	4	4
21046	4	5	4
21046	5	5	5
21046	6	5	5
21046	7	5	5
21046	8	5	4
21046	9	5	5
21046	10	5	5
21046	11	5	5
21046	12	3	3
21046	13	4	3
21046	14	6	6
21047	1	6	4
21047	2	7	3
21047	3	5	3
21047	4	7	5
21047	5	7	5
21047	6	8	5
21047	7	7	7
21047	8	8	6
21047	9	7	5
21047	10	8	5
21047	11	6	4
21047	12	7	5
21047	13	7	5
21047	14	8	6
21048	1	77	77
21048	2	5	2
21048	3	5	3
21048	4	9	77
21048	5	5	7
21048	6	4	6
21048	7	7	5
21048	8	6	5
21048	9	4	7
21048	10	5	3
21048	11	5	6
21048	12	5	4
21048	13	4	4
21048	14	6	6
21056	1	5	3
21056	2	6	3
21056	3	3	5
21056	4	6	4
21056	5	5	4
21056	6	5	5
21056	7	6	5
21056	8	7	6
21056	9	6	5
21056	10	5	6
21056	11	6	4
21056	12	4	4
21056	13	4	4
21056	14	6	5
21069	1	9	5
21069	2	7	4
21069	3	6	2
21069	4	9	7
21069	5	7	1
21069	6	8	6
21069	7	8	6
21069	8	7	5
21069	9	8	6
21069	10	5	5
21069	11	8	5
21069	12	3	3
21069	13	5	5
21069	14	6	6
21072	1	5	5
21072	2	6	5
21072	3	5	5
21072	4	7	5
21072	5	4	5
21072	6	7	5
21072	7	6	6
21072	8	8	6
21072	9	7	6
21072	10	6	7
21072	11	5	8
21072	12	5	5
21072	13	5	5
21072	14	6	6
21083	1	6	6
21083	2	3	3
21083	3	4	4
21083	4	6	6
21083	5	4	5
21083	6	9	9
21083	7	9	9
21083	8	8	9
21083	9	9	9
21083	10	9	9
21083	11	5	6
21083	12	5	6
21083	13	7	7
21083	14	8	9
21089	1	5	5
21089	2	6	4
21089	3	4	4
21089	4	5	4
21089	5	4	4
21089	6	4	4
21089	7	5	5
21089	8	5	5
21089	9	5	5
