CHILDCODE	ACTIDR5	ACTR5	ACTOWNR5	ACTMTHR5	ACTWEKR5	ACTHRSR5	PYMRECR5	ERNCSHR5	ERNKNDR5	HWPAIDR5	PDPCPRR5	PRFACTR5	MTHPRFR5
71048	2	88	 	 	 	 	 	 	 	 	 	 	 
71048	3	88	 	 	 	 	 	 	 	 	 	 	 
71049	1	 	 	 	 	 	 	 	 	 	 	 	 
71049	2	 	 	 	 	 	 	 	 	 	 	 	 
71049	3	 	 	 	 	 	 	 	 	 	 	 	 
71073	1	13	1	12	26	8	1	3400	 	4	 	1	12
71073	2	1	2	2	3	7	0	 	 	 	 	0	 
71073	3	88	 	 	 	 	 	 	 	 	 	 	 
71097	1	13	1	12	20	8	1	7000	 	4	 	1	12
71097	2	88	 	 	 	 	 	 	 	 	 	 	 
71097	3	88	 	 	 	 	 	 	 	 	 	 	 
71112	1	13	1	12	26	8	1	7000	 	4	 	1	12
71112	2	9	3	12	30	4	1	15000	 	3	 	1	12
71112	3	88	 	 	 	 	 	 	 	 	 	 	 
71120	1	 	 	 	 	 	 	 	 	 	 	 	 
71120	2	 	 	 	 	 	 	 	 	 	 	 	 
71120	3	 	 	 	 	 	 	 	 	 	 	 	 
71121	1	2	2	12	30	7	0	 	 	 	 	1	12
71121	2	6	3	12	2	5	1	200	 	2	 	0	 
71121	3	88	 	 	 	 	 	 	 	 	 	 	 
81001	1	20	3	12	26	8	1	200	 	2	 	1	12
81001	2	88	 	 	 	 	 	 	 	 	 	 	 
81001	3	88	 	 	 	 	 	 	 	 	 	 	 
81003	1	12	1	2	26	4	0	 	 	 	 	1	1
81003	2	88	 	 	 	 	 	 	 	 	 	 	 
81003	3	88	 	 	 	 	 	 	 	 	 	 	 
81004	1	12	3	12	26	8	1	1080	 	3	 	1	2
81004	2	1	2	12	3	5	0	 	 	 	 	1	12
81004	3	88	 	 	 	 	 	 	 	 	 	 	 
81005	1	13	1	12	26	8	1	4500	 	4	 	1	12
81005	2	2	2	12	3	2	0	 	 	 	 	1	12
81005	3	88	 	 	 	 	 	 	 	 	 	 	 
81006	1	13	1	12	26	8	1	4500	 	4	 	1	12
81006	2	88	 	 	 	 	 	 	 	 	 	 	 
81006	3	88	 	 	 	 	 	 	 	 	 	 	 
81007	1	13	1	12	28	8	1	7000	 	4	 	1	12
81007	2	88	 	 	 	 	 	 	 	 	 	 	 
81007	3	88	 	 	 	 	 	 	 	 	 	 	 
81008	1	13	1	12	30	8	1	4000	 	4	 	1	12
81008	2	88	 	 	 	 	 	 	 	 	 	 	 
81008	3	88	 	 	 	 	 	 	 	 	 	 	 
81009	1	 	 	 	 	 	 	 	 	 	 	 	 
81009	2	 	 	 	 	 	 	 	 	 	 	 	 
81009	3	 	 	 	 	 	 	 	 	 	 	 	 
81010	1	13	1	12	26	8	1	4000	 	4	 	1	12
81010	2	88	 	 	 	 	 	 	 	 	 	 	 
81010	3	88	 	 	 	 	 	 	 	 	 	 	 
81011	1	13	3	6	30	8	1	3500	 	4	 	1	2
81011	2	12	3	2	25	8	1	150	 	2	 	0	 
81011	3	88	 	 	 	 	 	 	 	 	 	 	 
81012	1	13	1	12	20	8	1	4000	 	4	 	1	2
81012	2	88	 	 	 	 	 	 	 	 	 	 	 
81012	3	88	 	 	 	 	 	 	 	 	 	 	 
81013	1	4	6	12	30	3	0	 	 	 	 	1	-77
81013	2	88	 	 	 	 	 	 	 	 	 	 	 
81013	3	88	 	 	 	 	 	 	 	 	 	 	 
81017	1	13	1	8	26	8	1	4500	 	4	 	0	 
81017	2	2	1	2	30	3	0	 	 	 	 	0	 
81017	3	88	 	 	 	 	 	 	 	 	 	 	 
81018	1	13	1	11	26	10	1	4400	 	4	 	0	 
81018	2	2	2	3	12	3	0	 	 	 	 	1	4
81018	3	88	 	 	 	 	 	 	 	 	 	 	 
81019	1	13	1	12	26	10	1	5000	 	4	 	1	12
81019	2	88	 	 	 	 	 	 	 	 	 	 	 
81019	3	88	 	 	 	 	 	 	 	 	 	 	 
81020	1	13	1	12	26	8	1	4000	 	4	 	1	12
81020	2	88	 	 	 	 	 	 	 	 	 	 	 
81020	3	88	 	 	 	 	 	 	 	 	 	 	 
81021	1	13	1	10	24	8	1	3900	 	4	 	1	12
81021	2	88	 	 	 	 	 	 	 	 	 	 	 
81021	3	88	 	 	 	 	 	 	 	 	 	 	 
81022	1	13	1	12	26	8	1	4500	 	4	 	0	 
81022	2	88	 	 	 	 	 	 	 	 	 	 	 
81022	3	88	 	 	 	 	 	 	 	 	 	 	 
81023	1	13	1	12	26	8	1	4500	 	4	 	1	12
81023	2	88	 	 	 	 	 	 	 	 	 	 	 
81023	3	88	 	 	 	 	 	 	 	 	 	 	 
81024	1	13	1	12	26	8	1	3800	 	4	 	1	12
81024	2	2	2	12	4	1	0	 	 	 	 	1	12
81024	3	5	3	12	3	5	1	150	 	2	 	1	12
81025	1	5	3	6	24	5	1	35	 	1	 	1	5
81025	2	88	 	 	 	 	 	 	 	 	 	 	 
81025	3	88	 	 	 	 	 	 	 	 	 	 	 
81026	1	13	1	12	26	8	1	6000	 	4	 	1	12
81026	2	88	 	 	 	 	 	 	 	 	 	 	 
81026	3	88	 	 	 	 	 	 	 	 	 	 	 
81028	1	13	7	12	26	8	1	3500	 	4	 	1	12
81028	2	88	 	 	 	 	 	 	 	 	 	 	 
81028	3	88	 	 	 	 	 	 	 	 	 	 	 
81029	1	13	1	12	26	8	1	5200	 	4	 	1	12
81029	2	88	 	 	 	 	 	 	 	 	 	 	 
81029	3	88	 	 	 	 	 	 	 	 	 	 	 
81030	1	13	1	6	26	8	1	3000	 	4	 	0	 
81030	2	88	 	 	 	 	 	 	 	 	 	 	 
81030	3	88	 	 	 	 	 	 	 	 	 	 	 
81031	1	13	1	12	26	8	1	4500	 	4	 	1	12
81031	2	1	2	3	7	2	0	 	 	 	 	0	 
81031	3	88	 	 	 	 	 	 	 	 	 	 	 
81032	1	13	1	12	26	8	1	4000	 	4	 	1	12
81032	2	88	 	 	 	 	 	 	 	 	 	 	 
81032	3	88	 	 	 	 	 	 	 	 	 	 	 
81035	1	10	2	12	1	13	0	 	 	 	 	1	12
81035	2	13	1	4	26	8	1	5800	 	4	 	1	12
81035	3	12	3	3	8	6	1	700	 	4	 	0	 
81036	1	 	 	 	 	 	 	 	 	 	 	 	 
81036	2	 	 	 	 	 	 	 	 	 	 	 	 
81036	3	 	 	 	 	 	 	 	 	 	 	 	 
81038	1	13	1	4	26	8	1	3460	 	4	 	1	9
81038	2	10	2	6	30	3	0	 	 	 	 	0	 
81038	3	88	 	 	 	 	 	 	 	 	 	 	 
81039	1	 	 	 	 	 	 	 	 	 	 	 	 
81039	2	 	 	 	 	 	 	 	 	 	 	 	 
81039	3	 	 	 	 	 	 	 	 	 	 	 	 
81041	1	13	3	10	27	12	1	2500	 	4	 	1	12
81041	2	88	 	 	 	 	 	 	 	 	 	 	 
81041	3	88	 	 	 	 	 	 	 	 	 	 	 
81042	1	13	4	6	30	12	6	8000	0	4	 	1	12
81042	2	88	 	 	 	 	 	 	 	 	 	 	 
81042	3	88	 	 	 	 	 	 	 	 	 	 	 
81043	1	13	1	12	26	4	1	2600	 	4	 	0	 
81043	2	13	3	12	26	8	1	3200	 	4	 	1	3
81043	3	88	 	 	 	 	 	 	 	 	 	 	 
81045	1	12	3	12	27	8	1	4800	 	4	 	1	12
81045	2	88	 	 	 	 	 	 	 	 	 	 	 
81045	3	88	 	 	 	 	 	 	 	 	 	 	 
81046	1	13	1	7	26	12	1	3500	 	4	 	1	12
81046	2	88	 	 	 	 	 	 	 	 	 	 	 
81046	3	88	 	 	 	 	 	 	 	 	 	 	 
81047	1	13	1	12	21	11	1	4100	 	4	 	1	12
81047	2	88	 	 	 	 	 	 	 	 	 	 	 
81047	3	88	 	 	 	 	 	 	 	 	 	 	 
81049	1	13	1	12	24	8	1	6700	 	4	 	1	12
81049	2	88	 	 	 	 	 	 	 	 	 	 	 
81049	3	88	 	 	 	 	 	 	 	 	 	 	 
81050	1	12	3	5	20	8	1	1200	 	4	 	1	12
81050	2	4	2	12	12	2	0	 	 	 	 	1	0
81050	3	88	 	 	 	 	 	 	 	 	 	 	 
81073	1	13	3	11	25	8	1	1200	 	3	 	1	12
81073	2	2	2	12	5	1	0	 	 	 	 	1	12
81073	3	88	 	 	 	 	 	 	 	 	 	 	 
81092	1	13	3	5	25	8	1	5000	 	4	 	1	12
81092	2	88	 	 	 	 	 	 	 	 	 	 	 
81092	3	88	 	 	 	 	 	 	 	 	 	 	 
81105	1	13	1	12	27	8	1	5500	 	4	 	1	12
81105	2	88	 	 	 	 	 	 	 	 	 	 	 
81105	3	88	 	 	 	 	 	 	 	 	 	 	 
81108	1	5	3	4	3	8	1	70	 	2	 	1	-77
81108	2	88	 	 	 	 	 	 	 	 	 	 	 
81108	3	88	 	 	 	 	 	 	 	 	 	 	 
81120	1	13	1	12	20	8	1	6500	 	4	 	1	12
81120	2	88	 	 	 	 	 	 	 	 	 	 	 
81120	3	88	 	 	 	 	 	 	 	 	 	 	 
81130	1	12	3	3	7	8	1	160	 	2	 	0	 
81130	2	5	3	3	10	3	1	30	 	1	 	1	4
81130	3	88	 	 	 	 	 	 	 	 	 	 	 
81139	1	13	1	12	25	8	1	6000	 	4	 	1	1
81139	2	88	 	 	 	 	 	 	 	 	 	 	 
81139	3	88	 	 	 	 	 	 	 	 	 	 	 
81145	1	13	2	11	28	8	1	3000	 	4	 	1	12
81145	2	88	 	 	 	 	 	 	 	 	 	 	 
81145	3	88	 	 	 	 	 	 	 	 	 	 	 
81150	1	13	1	12	22	8	1	2700	 	4	 	1	12
81150	2	88	 	 	 	 	 	 	 	 	 	 	 
81150	3	88	 	 	 	 	 	 	 	 	 	 	 
81152	1	13	1	12	30	12	1	5000	 	4	 	1	12
81152	2	88	 	 	 	 	 	 	 	 	 	 	 
81152	3	88	 	 	 	 	 	 	 	 	 	 	 
91001	1	1	2	8	26	6	0	 	 	 	 	1	12
91001	2	19	2	8	30	1	0	 	 	 	 	1	12
91001	3	88	 	 	 	 	 	 	 	 	 	 	 
91003	1	13	1	4	28	8	1	6000	 	4	 	0	 
91003	2	88	 	 	 	 	 	 	 	 	 	 	 
91003	3	88	 	 	 	 	 	 	 	 	 	 	 
91005	1	13	3	12	26	5	1	3000	 	4	 	1	6
91005	2	12	3	5	10	5	1	20	 	1	 	1	-77
91005	3	88	 	 	 	 	 	 	 	 	 	 	 
91006	1	13	1	12	30	8	1	150	 	2	 	0	 
91006	2	19	3	12	30	8	1	100	 	2	 	1	4
91006	3	88	 	 	 	 	 	 	 	 	 	 	 
91008	1	1	2	6	30	5	0	 	 	 	 	1	12
91008	2	4	2	12	30	4	0	 	 	 	 	1	12
91008	3	88	 	 	 	 	 	 	 	 	 	 	 
91009	1	4	2	9	30	8	0	 	 	 	 	1	12
91009	2	5	1	3	20	8	1	200	 	2	 	0	 
91009	3	88	 	 	 	 	 	 	 	 	 	 	 
91010	1	13	1	12	26	8	1	7000	 	4	 	1	12
91010	2	1	2	4	15	4	0	 	 	 	 	1	5
91010	3	88	 	 	 	 	 	 	 	 	 	 	 
91011	1	1	2	12	26	8	0	 	 	 	 	1	3
91011	2	5	1	3	30	8	1	150	 	2	 	1	3
91011	3	88	 	 	 	 	 	 	 	 	 	 	 
91012	1	12	3	3	20	9	1	100	 	2	 	1	5
91012	2	1	6	4	30	8	2	 	12000	4	 	1	4
91012	3	88	 	 	 	 	 	 	 	 	 	 	 
91014	1	1	2	10	26	6	0	 	 	 	 	1	12
91014	2	5	3	2	20	8	1	1500	 	4	 	1	2
91014	3	88	 	 	 	 	 	 	 	 	 	 	 
91015	1	5	3	6	20	8	1	200	 	2	 	1	7
91015	2	1	2	6	15	5	0	 	 	 	 	1	5
91015	3	88	 	 	 	 	 	 	 	 	 	 	 
91016	1	1	2	12	27	9	0	 	 	 	 	1	12
91016	2	5	3	1	8	8	1	100	 	2	 	1	1
91016	3	88	 	 	 	 	 	 	 	 	 	 	 
91017	1	1	2	2	25	6	0	 	 	 	 	1	-77
91017	2	88	 	 	 	 	 	 	 	 	 	 	 
91017	3	88	 	 	 	 	 	 	 	 	 	 	 
91019	1	5	3	4	20	8	0	 	 	 	 	0	 
91019	2	19	3	2	16	4	1	1200	 	4	 	0	 
91019	3	88	 	 	 	 	 	 	 	 	 	 	 
91020	1	4	2	12	26	7	0	 	 	 	 	1	12
91020	2	88	 	 	 	 	 	 	 	 	 	 	 
91020	3	88	 	 	 	 	 	 	 	 	 	 	 
91021	1	1	2	10	22	8	0	 	 	 	 	1	12
91021	2	20	1	2	26	8	1	2500	 	4	 	0	 
91021	3	88	 	 	 	 	 	 	 	 	 	 	 
91022	1	1	2	12	15	4	0	 	 	 	 	1	12
91022	2	88	 	 	 	 	 	 	 	 	 	 	 
91022	3	88	 	 	 	 	 	 	 	 	 	 	 
91024	1	1	2	8	25	8	3	14400	15000	5	 	1	8
91024	2	88	 	 	 	 	 	 	 	 	 	 	 
91024	3	88	 	 	 	 	 	 	 	 	 	 	 
91025	1	 	 	 	 	 	 	 	 	 	 	 	 
91025	2	 	 	 	 	 	 	 	 	 	 	 	 
91025	3	 	 	 	 	 	 	 	 	 	 	 	 
91026	1	4	2	12	30	4	0	 	 	 	 	1	1
91026	2	88	 	 	 	 	 	 	 	 	 	 	 
91026	3	88	 	 	 	 	 	 	 	 	 	 	 
91027	1	1	2	6	25	8	0	 	 	 	 	1	6
91027	2	88	 	 	 	 	 	 	 	 	 	 	 
91027	3	88	 	 	 	 	 	 	 	 	 	 	 
91028	1	4	2	12	30	5	0	 	 	 	 	1	12
91028	2	88	 	 	 	 	 	 	 	 	 	 	 
91028	3	88	 	 	 	 	 	 	 	 	 	 	 
91029	1	4	2	12	30	8	0	 	 	 	 	1	12
91029	2	88	 	 	 	 	 	 	 	 	 	 	 
91029	3	88	 	 	 	 	 	 	 	 	 	 	 
91030	1	1	2	6	30	8	3	6000	12000	5	 	1	6
91030	2	88	 	 	 	 	 	 	 	 	 	 	 
91030	3	88	 	 	 	 	 	 	 	 	 	 	 
91031	1	1	2	12	27	8	0	 	 	 	 	1	12
91031	2	88	 	 	 	 	 	 	 	 	 	 	 
91031	3	88	 	 	 	 	 	 	 	 	 	 	 
91032	1	1	2	12	27	8	0	 	 	 	 	1	12
91032	2	5	3	1	15	8	1	120	 	2	 	1	2
91032	3	88	 	 	 	 	 	 	 	 	 	 	 
91033	1	12	3	4	30	9	1	150	 	2	 	1	4
91033	2	1	6	4	27	7	2	 	14000	5	 	1	4
91033	3	88	 	 	 	 	 	 	 	 	 	 	 
91036	1	4	2	12	25	7	0	 	 	 	 	1	12
91036	2	88	 	 	 	 	 	 	 	 	 	 	 
91036	3	88	 	 	 	 	 	 	 	 	 	 	 
91037	1	1	2	10	22	7	0	 	 	 	 	1	12
91037	2	88	 	 	 	 	 	 	 	 	 	 	 
91037	3	88	 	 	 	 	 	 	 	 	 	 	 
91039	1	1	2	12	18	7	0	 	 	 	 	1	12
91039	2	9	1	12	10	7	1	1500	 	4	 	1	12
91039	3	88	 	 	 	 	 	 	 	 	 	 	 
91042	1	1	2	12	27	8	0	 	 	 	 	1	12
91042	2	5	3	2	15	8	1	150	 	2	 	1	2
91042	3	88	 	 	 	 	 	 	 	 	 	 	 
91044	1	1	6	12	25	8	3	30000	10000	5	 	1	12
91044	2	88	 	 	 	 	 	 	 	 	 	 	 
91044	3	88	 	 	 	 	 	 	 	 	 	 	 
91045	1	1	2	6	25	8	0	 	 	 	 	1	6
91045	2	88	 	 	 	 	 	 	 	 	 	 	 
91045	3	88	 	 	 	 	 	 	 	 	 	 	 
91046	1	13	1	12	28	8	1	6000	 	3	 	1	12
91046	2	88	 	 	 	 	 	 	 	 	 	 	 
91046	3	88	 	 	 	 	 	 	 	 	 	 	 
91047	1	13	1	10	28	10	1	3000	 	4	 	1	12
91047	2	88	 	 	 	 	 	 	 	 	 	 	 
91047	3	88	 	 	 	 	 	 	 	 	 	 	 
91048	1	1	2	6	20	6	0	 	 	 	 	1	6
91048	2	4	2	3	15	4	0	 	 	 	 	1	3
91048	3	19	2	12	25	2	0	 	 	 	 	1	12
91049	1	12	3	6	15	8	1	120	 	2	 	1	12
91049	2	88	 	 	 	 	 	 	 	 	 	 	 
91049	3	88	 	 	 	 	 	 	 	 	 	 	 
91052	1	12	3	10	10	8	1	300	 	2	 	1	10
91052	2	1	2	2	30	8	0	 	 	 	 	1	2
91052	3	88	 	 	 	 	 	 	 	 	 	 	 
91053	1	2	2	12	30	9	0	 	 	 	 	1	12
91053	2	88	 	 	 	 	 	 	 	 	 	 	 
91053	3	88	 	 	 	 	 	 	 	 	 	 	 
91056	1	1	2	10	30	6	3	30000	10000	5	 	1	10
91056	2	88	 	 	 	 	 	 	 	 	 	 	 
91056	3	88	 	 	 	 	 	 	 	 	 	 	 
91057	1	1	2	10	20	8	0	 	 	 	 	1	12
91057	2	4	2	12	30	2	0	 	 	 	 	1	12
91057	3	88	 	 	 	 	 	 	 	 	 	 	 
91061	1	1	2	5	20	6	3	10000	10000	5	 	1	5
91061	2	88	 	 	 	 	 	 	 	 	 	 	 
91061	3	88	 	 	 	 	 	 	 	 	 	 	 
91062	1	4	2	12	27	4	1	15000	 	5	 	1	12
91062	2	1	2	6	15	5	3	10000	12000	5	 	1	6
91062	3	88	 	 	 	 	 	 	 	 	 	 	 
91070	1	1	2	4	20	8	0	 	 	 	 	1	4
91070	2	88	 	 	 	 	 	 	 	 	 	 	 
91070	3	88	 	 	 	 	 	 	 	 	 	 	 
91071	1	1	2	12	26	8	0	 	 	 	 	1	12
91071	2	5	3	2	15	9	1	130	 	2	 	1	2
91071	3	88	 	 	 	 	 	 	 	 	 	 	 
101001	1	1	2	12	24	6	3	12000	10000	5	 	1	12
101001	2	88	 	 	 	 	 	 	 	 	 	 	 
101001	3	88	 	 	 	 	 	 	 	 	 	 	 
101004	1	13	4	12	24	8	1	4000	 	4	 	1	12
101004	2	1	2	12	30	2	0	 	 	 	 	1	12
101004	3	88	 	 	 	 	 	 	 	 	 	 	 
101005	1	 	 	 	 	 	 	 	 	 	 	 	 
101005	2	 	 	 	 	 	 	 	 	 	 	 	 
101005	3	 	 	 	 	 	 	 	 	 	 	 	 
101010	1	13	1	11	27	12	1	8000	 	4	 	1	12
101010	2	88	 	 	 	 	 	 	 	 	 	 	 
101010	3	88	 	 	 	 	 	 	 	 	 	 	 
101011	1	13	4	9	22	8	1	6000	 	4	 	1	9
101011	2	1	2	12	27	2	0	 	 	 	 	1	12
101011	3	88	 	 	 	 	 	 	 	 	 	 	 
101013	1	13	1	12	26	4	1	4000	 	4	 	1	12
101013	2	88	 	 	 	 	 	 	 	 	 	 	 
101013	3	88	 	 	 	 	 	 	 	 	 	 	 
101014	1	13	1	12	28	8	1	5300	 	4	 	1	12
101014	2	88	 	 	 	 	 	 	 	 	 	 	 
101014	3	88	 	 	 	 	 	 	 	 	 	 	 
101015	1	13	2	12	20	8	1	4000	 	4	 	0	 
101015	2	88	 	 	 	 	 	 	 	 	 	 	 
101015	3	88	 	 	 	 	 	 	 	 	 	 	 
101016	1	 	 	 	 	 	 	 	 	 	 	 	 
101016	2	 	 	 	 	 	 	 	 	 	 	 	 
101016	3	 	 	 	 	 	 	 	 	 	 	 	 
101017	1	 	 	 	 	 	 	 	 	 	 	 	 
101017	2	 	 	 	 	 	 	 	 	 	 	 	 
101017	3	 	 	 	 	 	 	 	 	 	 	 	 
101018	1	13	1	12	24	9	1	7500	 	4	 	1	12
101018	2	88	 	 	 	 	 	 	 	 	 	 	 
101018	3	88	 	 	 	 	 	 	 	 	 	 	 
101019	1	13	1	12	30	8	1	10000	 	4	 	1	12
101019	2	88	 	 	 	 	 	 	 	 	 	 	 
101019	3	88	 	 	 	 	 	 	 	 	 	 	 
101020	1	12	3	7	28	8	1	200	 	2	 	0	 
101020	2	1	2	5	20	7	0	 	 	 	 	1	12
101020	3	88	 	 	 	 	 	 	 	 	 	 	 
101021	1	9	2	12	20	8	1	6000	 	4	 	1	12
101021	2	88	 	 	 	 	 	 	 	 	 	 	 
101021	3	88	 	 	 	 	 	 	 	 	 	 	 
101022	1	 	 	 	 	 	 	 	 	 	 	 	 
101022	2	 	 	 	 	 	 	 	 	 	 	 	 
101022	3	 	 	 	 	 	 	 	 	 	 	 	 
101024	1	1	2	12	25	9	0	 	 	 	 	1	12
101024	2	5	3	3	20	8	1	140	 	2	 	1	3
101024	3	88	 	 	 	 	 	 	 	 	 	 	 
101025	1	13	3	12	30	10	1	3500	 	4	 	1	3
101025	2	88	 	 	 	 	 	 	 	 	 	 	 
101025	3	88	 	 	 	 	 	 	 	 	 	 	 
101027	1	10	1	3	28	9	1	3000	 	4	 	1	12
101027	2	1	2	2	27	8	0	 	 	 	 	0	 
101027	3	88	 	 	 	 	 	 	 	 	 	 	 
101028	1	9	2	12	30	6	1	4000	 	4	 	1	12
101028	2	88	 	 	 	 	 	 	 	 	 	 	 
101028	3	88	 	 	 	 	 	 	 	 	 	 	 
101030	1	9	6	12	30	8	1	4000	 	4	 	1	12
101030	2	88	 	 	 	 	 	 	 	 	 	 	 
101030	3	88	 	 	 	 	 	 	 	 	 	 	 
101031	1	 	 	 	 	 	 	 	 	 	 	 	 
101031	2	 	 	 	 	 	 	 	 	 	 	 	 
101031	3	 	 	 	 	 	 	 	 	 	 	 	 
101034	1	12	1	4	30	8	1	2000	 	4	 	1	2
101034	2	88	 	 	 	 	 	 	 	 	 	 	 
101034	3	88	 	 	 	 	 	 	 	 	 	 	 
101035	1	20	3	12	26	8	1	5000	 	4	 	1	12
101035	2	1	2	2	5	8	0	 	 	 	 	1	2
101035	3	88	 	 	 	 	 	 	 	 	 	 	 
101036	1	13	1	12	26	9	1	4000	 	4	 	1	12
101036	2	1	2	4	4	3	0	 	 	 	 	1	4
101036	3	88	 	 	 	 	 	 	 	 	 	 	 
101037	1	13	1	12	28	8	1	6000	 	4	 	1	12
101037	2	1	2	3	4	4	0	 	 	 	 	1	12
101037	3	88	 	 	 	 	 	 	 	 	 	 	 
101038	1	20	3	10	26	10	1	5500	 	4	 	1	12
101038	2	1	2	3	15	8	0	 	 	 	 	1	3
101038	3	88	 	 	 	 	 	 	 	 	 	 	 
101040	1	13	1	12	27	9	1	4000	 	4	 	1	12
101040	2	4	2	12	3	8	0	 	 	 	 	1	12
101040	3	88	 	 	 	 	 	 	 	 	 	 	 
101041	1	13	1	12	30	8	1	160	 	2	 	1	0
101041	2	88	 	 	 	 	 	 	 	 	 	 	 
101041	3	88	 	 	 	 	 	 	 	 	 	 	 
101043	1	12	3	12	15	8	1	200	 	2	 	1	12
101043	2	88	 	 	 	 	 	 	 	 	 	 	 
101043	3	88	 	 	 	 	 	 	 	 	 	 	 
101044	1	4	2	4	25	7	0	 	 	 	 	1	12
101044	2	88	 	 	 	 	 	 	 	 	 	 	 
101044	3	88	 	 	 	 	 	 	 	 	 	 	 
101045	1	1	2	8	28	7	0	 	 	 	 	1	12
101045	2	12	1	4	26	10	1	5000	 	4	 	0	 
101045	3	88	 	 	 	 	 	 	 	 	 	 	 
101047	1	5	3	10	20	8	1	240	 	2	 	1	10
101047	2	19	2	2	25	8	0	 	 	 	 	1	2
101047	3	88	 	 	 	 	 	 	 	 	 	 	 
101048	1	13	1	12	24	12	1	7000	 	4	 	1	12
101048	2	88	 	 	 	 	 	 	 	 	 	 	 
101048	3	88	 	 	 	 	 	 	 	 	 	 	 
101049	1	1	2	2	20	4	0	 	 	 	 	1	12
101049	2	9	2	12	5	8	0	 	 	 	 	1	12
101049	3	88	 	 	 	 	 	 	 	 	 	 	 
101050	1	13	4	12	22	5	1	1100	 	4	 	1	12
101050	2	5	3	12	15	4	1	2000	 	4	 	1	12
101050	3	88	 	 	 	 	 	 	 	 	 	 	 
101064	1	 	 	 	 	 	 	 	 	 	 	 	 
101064	2	 	 	 	 	 	 	 	 	 	 	 	 
101064	3	 	 	 	 	 	 	 	 	 	 	 	 
101075	1	 	 	 	 	 	 	 	 	 	 	 	 
101075	2	 	 	 	 	 	 	 	 	 	 	 	 
101075	3	 	 	 	 	 	 	 	 	 	 	 	 
101083	1	12	3	6	26	7	1	7000	 	4	 	1	8
101083	2	88	 	 	 	 	 	 	 	 	 	 	 
101083	3	88	 	 	 	 	 	 	 	 	 	 	 
111001	1	1	2	11	26	8	0	 	 	 	 	1	1
111001	2	88	 	 	 	 	 	 	 	 	 	 	 
111001	3	88	 	 	 	 	 	 	 	 	 	 	 
111002	1	9	3	6	30	12	1	4500	 	4	 	1	2
111002	2	88	 	 	 	 	 	 	 	 	 	 	 
111002	3	88	 	 	 	 	 	 	 	 	 	 	 
111003	1	12	1	5	30	10	1	2700	 	4	 	0	 
111003	2	4	2	12	30	4	1	20000	 	5	 	1	12
111003	3	12	3	3	30	15	1	3000	 	4	 	0	 
111004	1	13	1	12	29	12	1	6500	 	4	 	1	12
111004	2	88	 	 	 	 	 	 	 	 	 	 	 
111004	3	88	 	 	 	 	 	 	 	 	 	 	 
111005	1	1	2	12	26	4	0	 	 	 	 	1	12
111005	2	2	2	12	26	3	0	 	 	 	 	1	12
111005	3	4	2	12	26	2	0	 	 	 	 	1	12
111006	1	1	2	1	20	8	0	 	 	 	 	0	 
111006	2	88	 	 	 	 	 	 	 	 	 	 	 
111006	3	88	 	 	 	 	 	 	 	 	 	 	 
111008	1	4	2	2	7	3	5	300	 	4	 	0	 
111008	2	12	1	12	20	4	1	6000	 	4	 	1	3
111008	3	88	 	 	 	 	 	 	 	 	 	 	 
111009	1	13	1	6	25	8	1	3500	 	4	 	1	10
111009	2	1	2	3	20	8	0	 	 	 	 	1	3
111009	3	88	 	 	 	 	 	 	 	 	 	 	 
111010	1	13	1	12	26	8	1	5500	 	4	 	1	12
111010	2	88	 	 	 	 	 	 	 	 	 	 	 
111010	3	88	 	 	 	 	 	 	 	 	 	 	 
111011	1	1	2	3	10	5	0	 	 	 	 	1	3
111011	2	4	2	5	30	1	0	 	 	 	 	0	 
111011	3	2	2	3	7	4	0	 	 	 	 	1	0
111012	1	13	1	6	26	8	1	3000	 	4	 	0	 
111012	2	1	2	4	15	6	0	 	 	 	 	1	12
111012	3	88	 	 	 	 	 	 	 	 	 	 	 
111013	1	 	 	 	 	 	 	 	 	 	 	 	 
111013	2	 	 	 	 	 	 	 	 	 	 	 	 
111013	3	 	 	 	 	 	 	 	 	 	 	 	 
111014	1	 	 	 	 	 	 	 	 	 	 	 	 
111014	2	 	 	 	 	 	 	 	 	 	 	 	 
111014	3	 	 	 	 	 	 	 	 	 	 	 	 
111015	1	20	6	12	8	2	1	200	 	2	 	1	12
111015	2	20	1	3	26	8	6	4000	0	4	 	1	12
111015	3	88	 	 	 	 	 	 	 	 	 	 	 
111016	1	13	1	12	22	8	1	7000	 	4	 	1	12
111016	2	88	 	 	 	 	 	 	 	 	 	 	 
111016	3	88	 	 	 	 	 	 	 	 	 	 	 
111018	1	13	1	2	28	8	1	4000	 	4	 	0	 
111018	2	88	 	 	 	 	 	 	 	 	 	 	 
111018	3	88	 	 	 	 	 	 	 	 	 	 	 
111019	1	13	3	2	20	8	1	2000	 	4	 	1	-77
111019	2	10	6	4	30	12	0	 	 	 	 	0	 
111019	3	88	 	 	 	 	 	 	 	 	 	 	 
111020	1	13	1	12	25	9	1	7000	 	4	 	1	12
111020	2	1	2	3	3	4	0	 	 	 	 	1	12
111020	3	88	 	 	 	 	 	 	 	 	 	 	 
111021	1	4	6	12	30	3	2	 	100	4	 	1	12
111021	2	88	 	 	 	 	 	 	 	 	 	 	 
111021	3	88	 	 	 	 	 	 	 	 	 	 	 
111022	1	13	3	7	26	9	1	5500	 	4	 	1	12
