CHILDCODE	MEMIDR4	AGER3	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	LIVHSER4	YRDIEDR4	CHCSTER3	CHCSTER4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	AGEGRDR4	TYPATDR4	MEMCNSR4
171027	3	17	21	 	2	7	7	 	1	 	 	23	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
171027	4	12	16	 	1	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	10	1	 	 	1	Y
171027	5	70	74	 	1	6	6	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171028	0	15	19	 	2	0	0	1	1	 	24	24	5	0	0	2	98	1	11	1	0	 	 	 	 	 	 	Y
171028	1	47	51	 	1	1	1	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171028	2	35	39	 	2	1	1	 	1	 	 	24	4	1	0	98	98	1	1	0	0	 	 	 	 	 	 	Y
171028	3	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171028	4	 	60	 	2	 	6	 	1	 	 	24	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171029	0	14	18	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	9	1	4	 	 	 	 	 	 	N
171029	1	72	76	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171029	2	47	51	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171029	3	35	39	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171029	4	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171029	5	7	11	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171029	28	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171029	29	 	45	 	2	 	26	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171029	30	 	21	 	1	 	25	 	1	 	 	23	3	1	0	29	98	0	 	 	 	 	 	 	 	 	 	Y
171029	31	 	18	 	1	 	16	 	1	 	 	23	3	0	0	29	98	1	10	1	0	 	 	 	 	 	 	Y
171029	32	 	13	 	1	 	16	 	1	 	 	23	3	0	0	29	98	 	 	 	 	1	7	1	 	 	3	Y
171029	33	 	2	 	2	 	27	 	1	 	 	23	5	0	0	0	30	 	 	 	 	 	 	 	 	 	 	N
171031	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	3	98	1	12	1	1	 	 	 	 	 	 	Y
171031	1	67	71	 	2	5	5	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171031	2	47	51	 	1	1	1	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171031	3	42	46	 	2	1	1	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171031	28	10	14	 	2	7	7	 	1	 	 	23	3	0	0	3	98	 	 	 	 	1	8	1	 	 	3	N
171032	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	2	1	1	10	1	1	 	 	 	 	 	 	N
171032	1	55	59	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171032	2	47	51	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171032	3	33	37	 	1	7	7	 	1	 	 	23	3	1	0	2	1	0	 	 	 	 	 	 	 	 	 	N
171032	4	25	29	 	2	16	16	 	1	 	 	23	4	1	0	98	98	1	5	0	0	 	 	 	 	 	 	Y
171032	5	25	29	 	1	7	7	 	1	 	 	23	3	1	0	2	1	0	 	 	 	 	 	 	 	 	 	N
171032	6	21	25	 	1	7	7	 	1	 	 	23	3	1	1	2	1	1	3	0	0	 	 	 	 	 	 	N
171032	7	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171032	8	7	11	 	1	15	15	 	1	 	 	23	5	0	0	4	3	 	 	 	 	1	3	1	 	 	1	N
171032	9	3	7	 	2	15	15	 	1	 	 	23	5	0	0	4	3	 	 	 	 	1	1	1	 	 	1	N
171032	10	20	24	 	2	16	16	 	1	 	 	23	4	1	0	98	98	1	12	0	0	 	 	 	 	 	 	Y
171032	11	1	5	 	1	15	15	 	1	 	 	23	5	0	0	10	5	 	 	 	 	1	0	1	 	 	1	N
171032	12	 	19	 	2	 	16	 	1	 	 	23	4	1	0	98	98	1	8	1	0	 	 	 	 	 	 	Y
171032	13	 	3	 	2	 	15	 	1	 	 	23	5	0	0	10	5	 	 	 	 	 	 	 	 	 	 	N
171033	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	7	1	0	 	 	 	 	 	 	N
171033	1	57	61	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	2	47	51	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	3	35	39	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	4	27	31	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	5	22	26	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	6	25	29	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	7	19	23	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	28	9	13	 	1	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	29	20	24	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	30	0	4	 	1	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	31	6	10	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	32	3	7	 	2	15	15	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	33	 	56	 	2	 	26	 	1	 	 	23	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171033	34	 	25	 	1	 	25	 	1	 	 	23	3	1	0	33	98	1	9	0	0	 	 	 	 	 	 	N
171033	35	 	30	 	1	 	16	 	1	 	 	23	3	1	0	33	98	1	10	0	0	 	 	 	 	 	 	Y
171033	36	 	24	 	2	 	14	 	1	 	 	23	4	1	0	98	98	1	12	1	0	 	 	 	 	 	 	N
171033	37	 	32	 	1	 	16	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	38	 	26	 	2	 	14	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171033	39	 	17	 	2	 	16	 	1	 	 	23	3	0	0	33	98	 	 	 	 	1	9	4	 	 	3	Y
171035	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	3	2	1	15	1	1	 	 	 	 	 	 	N
171035	1	62	66	 	2	6	6	 	1	 	 	23	6	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171035	2	47	51	 	1	1	1	 	1	 	 	23	1	1	0	1	98	1	5	0	0	 	 	 	 	 	 	N
171035	3	42	46	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171035	4	21	25	 	1	7	7	 	1	 	 	23	3	1	0	3	2	1	15	1	4	 	 	 	 	 	 	N
171035	5	16	20	 	2	7	7	 	1	 	 	23	3	0	0	3	2	1	10	1	0	 	 	 	 	 	 	N
171035	6	13	17	 	1	7	7	 	1	 	 	23	3	0	0	3	2	 	 	 	 	1	11	1	 	 	3	N
171035	7	 	23	 	2	 	16	 	1	 	 	23	4	1	1	98	98	1	15	1	1	 	 	 	 	 	 	N
171036	0	15	19	 	2	0	0	0	1	 	23	23	3	0	0	2	1	1	9	1	0	 	 	 	 	 	 	Y
171036	1	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	Y
171036	2	32	36	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171036	3	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171037	0	15	19	 	1	0	0	0	1	 	21	21	3	0	0	3	2	1	8	1	1	 	 	 	 	 	 	Y
171037	1	77	81	 	2	6	6	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171037	2	37	41	 	1	1	1	 	1	 	 	21	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171037	3	32	36	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171037	4	12	16	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171037	5	43	47	 	1	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171037	6	38	42	 	2	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171037	7	13	17	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171037	8	9	13	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171037	9	11	15	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171037	28	8	12	 	2	7	7	 	1	 	 	21	3	0	0	3	2	 	 	 	 	1	7	1	 	 	3	N
171038	0	15	19	 	2	0	0	1	1	 	23	23	4	1	0	98	98	1	14	1	0	 	 	 	 	 	 	N
171038	1	62	66	 	1	6	6	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171038	2	52	56	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171038	3	35	39	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171038	4	30	34	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171038	5	25	29	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171038	6	17	21	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171038	7	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	10	1	 	 	3	N
171038	8	8	12	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	7	1	 	 	3	N
171038	9	6	10	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	4	1	 	 	3	N
171038	10	 	60	 	2	 	26	 	1	 	 	23	1	3	1	98	98	1	2	0	0	 	 	 	 	 	 	Y
171038	11	 	27	 	1	 	28	 	1	 	 	23	3	1	0	10	98	0	 	 	 	 	 	 	 	 	 	Y
171038	12	 	24	 	2	 	19	 	1	 	 	23	4	1	0	98	98	1	1	0	0	 	 	 	 	 	 	N
171038	13	 	25	 	1	 	25	 	1	 	 	23	3	1	0	10	98	1	12	0	0	 	 	 	 	 	 	N
171038	14	 	6	 	1	 	14	 	1	 	 	23	5	0	0	12	11	 	 	 	 	1	0	1	 	 	1	N
171038	15	 	4	 	2	 	14	 	1	 	 	23	5	0	0	12	11	 	 	 	 	 	 	 	 	 	 	N
171038	16	 	1	 	1	 	27	 	1	 	 	23	5	0	0	0	13	 	 	 	 	 	 	 	 	 	 	N
171039	0	15	19	 	2	0	0	0	1	 	23	23	2	1	0	98	98	1	10	1	0	 	 	 	 	 	 	Y
171039	1	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171039	2	35	39	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171039	3	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171039	4	19	23	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171039	5	 	29	 	1	 	25	 	1	 	 	23	2	1	0	98	98	1	10	0	0	 	 	 	 	 	 	Y
171039	6	 	1	 	2	 	27	 	1	 	 	23	3	0	0	0	5	 	 	 	 	 	 	 	 	 	 	Y
171040	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	7	0	0	 	 	 	 	 	 	N
171040	1	33	37	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	2	30	34	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	3	13	17	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	4	6	10	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	5	3	7	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	28	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	29	9	13	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	30	50	54	 	1	26	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171040	31	45	49	 	2	26	26	 	1	 	 	23	2	1	1	98	98	0	 	 	 	 	 	 	 	 	 	N
171040	32	43	47	 	2	26	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171040	33	21	25	 	1	25	25	 	1	 	 	23	3	1	0	31	30	1	2	0	0	 	 	 	 	 	 	Y
171040	34	19	23	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	35	17	21	 	1	16	16	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171040	36	 	2	 	2	 	19	 	1	 	 	23	5	0	0	0	33	 	 	 	 	 	 	 	 	 	 	Y
171041	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	10	1	0	 	 	 	 	 	 	Y
171041	1	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171041	2	37	41	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171041	3	15	19	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171041	4	13	17	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171041	5	18	22	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171041	28	10	14	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171041	29	 	25	 	1	 	25	 	1	 	 	23	3	1	0	30	98	1	8	0	0	 	 	 	 	 	 	Y
171041	30	 	46	 	2	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171041	31	 	11	 	2	 	15	 	1	 	 	23	5	0	0	98	98	 	 	 	 	1	6	1	 	 	3	Y
171042	0	15	19	 	1	0	0	1	1	 	24	24	3	0	0	3	2	1	12	1	1	 	 	 	 	 	 	Y
171042	1	67	71	 	2	6	6	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171042	2	43	47	 	1	1	1	 	1	 	 	24	1	1	0	98	98	1	10	0	0	 	 	 	 	 	 	Y
171042	3	36	40	 	2	1	1	 	1	 	 	24	2	1	0	98	98	1	9	0	0	 	 	 	 	 	 	Y
171042	4	23	27	 	1	7	7	 	1	 	 	24	3	0	0	3	2	1	16	1	1	 	 	 	 	 	 	Y
171042	5	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171043	0	14	18	 	1	0	0	1	1	 	23	23	3	0	0	98	1	1	11	1	1	 	 	 	 	 	 	N
171043	1	47	51	 	1	1	1	 	1	 	 	23	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	Y
171043	2	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171045	0	15	19	 	2	0	0	0	1	 	23	23	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	N
171045	1	37	41	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171045	2	32	36	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171045	3	12	16	 	1	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	9	1	 	 	3	N
171045	4	18	22	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171045	28	11	15	 	2	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	8	1	 	 	3	Y
171045	29	8	12	 	2	7	7	 	1	 	 	23	3	0	1	2	1	 	 	 	 	1	4	1	 	 	3	N
171046	0	15	19	 	2	0	0	1	1	 	23	23	3	0	0	2	1	1	10	0	0	 	 	 	 	 	 	Y
171046	1	42	46	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	5	0	0	 	 	 	 	 	 	Y
171046	2	35	39	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171046	3	19	23	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	12	0	0	 	 	 	 	 	 	Y
171046	4	17	21	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	14	1	0	 	 	 	 	 	 	N
171047	0	15	19	 	1	0	0	1	1	 	23	23	11	0	0	2	98	1	10	1	0	 	 	 	 	 	 	N
171047	1	58	62	 	1	1	1	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171047	2	45	49	 	2	1	1	 	1	 	 	23	12	3	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171047	3	25	29	 	1	7	7	 	1	 	 	23	1	1	0	2	98	0	 	 	 	 	 	 	 	 	 	N
171047	4	23	27	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171047	5	19	23	 	1	7	7	 	1	 	 	23	11	1	0	2	98	0	 	 	 	 	 	 	 	 	 	N
171047	6	21	25	 	2	16	16	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171047	7	 	18	 	2	 	16	 	1	 	 	23	7	1	0	98	98	1	8	0	0	 	 	 	 	 	 	N
171047	8	 	3	 	1	 	14	 	1	 	 	23	3	0	0	6	3	 	 	 	 	 	 	 	 	 	 	N
171047	9	 	0	0	1	 	14	 	1	 	 	23	3	0	0	6	3	 	 	 	 	 	 	 	 	 	 	N
171047	10	 	0	7	1	 	14	 	1	 	 	23	3	0	0	7	5	 	 	 	 	 	 	 	 	 	 	N
171048	0	15	19	 	1	0	0	1	1	 	23	23	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
171048	1	57	61	 	1	1	1	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171048	2	47	51	 	2	1	1	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171048	3	21	25	 	1	7	7	 	1	 	 	23	3	1	0	2	1	1	10	1	0	 	 	 	 	 	 	N
171048	4	19	23	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
171048	5	17	21	 	1	7	7	 	1	 	 	23	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
171048	6	13	17	 	1	7	7	 	1	 	 	23	3	0	0	2	1	 	 	 	 	1	9	1	 	 	3	N
171048	7	 	16	 	2	 	16	 	1	 	 	23	4	1	0	98	98	 	 	 	 	1	8	0	21	14	 	Y
171048	8	 	5	 	1	 	15	 	1	 	 	23	5	0	0	98	98	 	 	 	 	1	0	1	 	 	3	N
171048	9	 	3	 	2	 	15	 	1	 	 	23	5	0	0	98	98	 	 	 	 	 	 	 	 	 	 	N
171049	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	10	1	0	 	 	 	 	 	 	N
171049	1	77	81	 	1	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171049	2	42	46	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171049	3	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171049	4	17	21	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171049	5	38	42	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
171049	6	 	68	 	1	 	26	 	1	 	 	23	1	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
171049	7	 	55	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
171049	8	 	25	 	1	 	25	 	1	 	 	23	3	1	0	7	6	1	12	1	2	 	 	 	 	 	 	N
171049	9	 	23	 	1	 	16	 	1	 	 	23	3	0	0	7	6	1	15	0	0	 	 	 	 	 	 	Y
171050	0	15	19	 	2	0	0	0	1	 	24	24	3	0	0	2	1	1	15	1	1	 	 	 	 	 	 	Y
171050	1	42	46	 	1	1	1	 	1	 	 	24	1	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
171050	2	36	40	 	2	1	1	 	1	 	 	24	2	1	0	98	98	1	5	0	0	 	 	 	 	 	 	N
171050	3	22	26	 	1	7	7	 	1	 	 	24	3	0	0	2	1	1	12	1	2	 	 	 	 	 	 	Y
181001	0	15	19	 	1	0	0	0	1	 	23	23	3	0	0	4	3	1	12	1	1	 	 	 	 	 	 	N
181001	1	76	80	 	1	6	6	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181001	2	66	70	 	2	6	6	 	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181001	3	47	51	 	1	1	1	 	1	 	 	23	1	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
181001	4	37	41	 	2	1	1	 	1	 	 	23	2	1	0	98	98	1	6	0	0	 	 	 	 	 	 	N
181001	5	14	18	 	2	7	7	 	1	 	 	23	3	0	0	4	3	1	12	1	1	 	 	 	 	 	 	N
181001	6	12	16	 	2	7	7	 	1	 	 	23	3	0	0	4	3	 	 	 	 	1	10	1	 	 	1	N
181002	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	3	0	0	 	 	 	 	 	 	Y
181002	1	52	56	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181002	2	45	49	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181002	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181002	4	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181002	5	14	18	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181002	6	13	17	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181002	28	11	15	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181002	29	 	58	 	1	 	26	 	1	 	 	23	1	1	1	98	98	0	 	 	 	 	 	 	 	 	 	Y
181002	30	 	55	 	2	 	26	 	1	 	 	23	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
181002	31	 	28	 	1	 	25	 	1	 	 	23	3	1	0	30	29	0	 	 	 	 	 	 	 	 	 	N
181002	32	 	1	 	2	 	27	 	1	 	 	23	5	0	0	0	31	 	 	 	 	 	 	 	 	 	 	N
181003	0	15	19	 	2	0	0	0	1	 	24	24	3	0	0	2	1	1	12	1	0	 	 	 	 	 	 	N
181003	1	42	46	 	1	1	1	 	1	 	 	24	1	1	0	98	98	1	9	0	0	 	 	 	 	 	 	N
181003	2	37	41	 	2	1	1	 	1	 	 	24	2	1	0	98	98	1	3	0	0	 	 	 	 	 	 	N
181003	3	13	17	 	2	7	7	 	1	 	 	24	3	0	0	2	1	 	 	 	 	1	4	1	 	 	3	N
181004	0	15	19	 	1	0	0	1	1	 	24	24	3	0	0	2	1	1	11	1	1	 	 	 	 	 	 	Y
181004	1	39	43	 	1	1	1	 	1	 	 	24	1	1	0	98	5	0	 	 	 	 	 	 	 	 	 	Y
181004	2	35	39	 	2	1	1	 	1	 	 	24	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	Y
181004	3	14	18	 	1	7	7	 	1	 	 	24	3	0	0	2	1	1	7	1	0	 	 	 	 	 	 	N
181004	4	12	16	 	2	7	7	 	1	 	 	24	3	0	1	2	1	 	 	 	 	1	9	0	24	18	 	Y
181004	5	76	80	 	1	6	6	 	1	 	 	24	6	3	0	98	98	1	5	0	0	 	 	 	 	 	 	Y
181005	0	15	19	 	1	0	0	1	1	 	21	21	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	Y
181005	1	42	46	 	1	1	1	 	1	 	 	21	1	1	0	98	98	1	12	0	0	 	 	 	 	 	 	Y
181005	2	37	41	 	2	1	1	 	1	 	 	21	2	1	0	98	98	0	 	 	 	 	 	 	 	 	 	N
181005	3	17	21	 	1	7	7	 	1	 	 	21	3	0	0	2	1	1	12	1	1	 	 	 	 	 	 	N
181005	4	13	17	 	1	7	7	 	1	 	 	21	3	0	0	2	1	 	 	 	 	1	11	1	 	 	3	Y
181006	0	15	19	 	2	0	0	0	1	 	23	23	4	1	0	98	98	1	10	1	0	 	 	 	 	 	 	N
181006	1	66	70	 	1	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	2	57	61	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	3	42	46	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	4	32	36	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	5	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	6	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	7	14	18	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	8	11	15	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	28	10	14	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
181006	29	8	12	 	1	14	14	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
