CHILDCODE	FOODIDR4	HHCONSR4	VLRPR4	OWNVR4	GFTVR4	GFSRR4
11006	14	Y	70	0	0	 
11006	15	Y	32	0	0	 
11006	18	N	 	 	 	 
11006	19	N	 	 	 	 
11006	21	N	 	 	 	 
11007	1	Y	70	0	0	 
11007	2	Y	280	0	22	2
11007	3	N	 	 	 	 
11007	5	Y	160	0	0	 
11007	7	Y	660	0	0	 
11007	11	Y	400	0	0	 
11007	13	Y	70	0	40	2
11007	14	Y	90	0	52	2
11007	15	Y	60	0	7	2
11007	18	Y	60	0	0	 
11007	19	N	 	 	 	 
11007	21	N	 	 	 	 
11008	1	Y	75	0	40	2
11008	2	Y	240	0	35	2
11008	3	Y	45	0	17	2
11008	5	Y	200	0	0	 
11008	7	Y	350	0	0	 
11008	11	Y	300	0	0	 
11008	13	Y	30	0	5	2
11008	14	Y	85	0	40	2
11008	15	Y	80	0	7	2
11008	18	Y	50	0	0	 
11008	19	N	 	 	 	 
11008	21	N	 	 	 	 
11009	1	Y	40	0	0	 
11009	2	Y	0	0	16	2
11009	3	Y	0	0	17	2
11009	5	Y	70	0	0	 
11009	7	Y	100	0	0	 
11009	11	Y	150	0	0	 
11009	13	Y	50	0	0	 
11009	14	Y	0	0	40	2
11009	15	Y	0	0	7	2
11009	18	Y	10	0	0	 
11009	19	N	 	 	 	 
11009	21	Y	400	0	0	 
11010	1	Y	40	0	0	 
11010	2	Y	0	600	0	 
11010	3	Y	0	0	45	2
11010	5	Y	120	0	0	 
11010	7	Y	600	0	0	 
11010	11	Y	300	0	0	 
11010	13	Y	80	0	0	 
11010	14	Y	70	0	40	2
11010	15	Y	45	0	7	2
11010	18	Y	40	0	0	 
11010	19	N	 	 	 	 
11010	21	N	 	 	 	 
11011	1	Y	60	0	0	 
11011	2	Y	450	0	8	2
11011	3	Y	22	0	0	 
11011	5	Y	220	0	0	 
11011	7	Y	300	0	0	 
11011	11	Y	300	0	0	 
11011	13	Y	120	0	0	 
11011	14	Y	220	0	20	2
11011	15	Y	75	0	0	 
11011	18	Y	42	0	0	 
11011	19	Y	72	0	0	 
11011	21	Y	240	0	0	 
11012	1	Y	80	0	40	2
11012	2	Y	240	0	10	2
11012	3	Y	40	0	22	2
11012	5	N	 	 	 	 
11012	7	Y	250	0	0	 
11012	11	Y	150	0	0	 
11012	13	Y	40	0	0	 
11012	14	Y	90	0	45	2
11012	15	Y	50	0	7	2
11012	18	Y	30	0	0	 
11012	19	N	 	 	 	 
11012	21	N	 	 	 	 
11013	1	Y	30	0	0	 
11013	2	Y	600	0	5	2
11013	3	Y	200	0	0	 
11013	5	Y	300	0	0	 
11013	7	Y	720	0	0	 
11013	11	Y	300	0	0	 
11013	13	Y	100	0	0	 
11013	14	Y	240	0	0	 
11013	15	Y	40	0	7	2
11013	18	Y	60	0	0	 
11013	19	N	 	 	 	 
11013	21	N	 	 	 	 
11014	1	Y	100	0	0	 
11014	2	Y	300	0	0	 
11014	3	N	 	 	 	 
11014	5	Y	200	0	0	 
11014	7	Y	350	0	0	 
11014	11	Y	200	0	0	 
11014	13	N	 	 	 	 
11014	14	Y	90	0	45	2
11014	15	Y	0	0	7	2
11014	18	Y	30	0	0	 
11014	19	N	 	 	 	 
11014	21	N	 	 	 	 
11015	1	Y	30	0	0	 
11015	2	Y	210	0	16	2
11015	3	Y	0	0	16	2
11015	5	Y	120	0	0	 
11015	7	Y	300	0	0	 
11015	11	Y	250	0	0	 
11015	13	Y	30	0	40	2
11015	14	Y	80	0	45	2
11015	15	Y	30	0	7	2
11015	18	Y	30	0	0	 
11015	19	N	 	 	 	 
11015	21	Y	100	0	0	 
11016	1	Y	80	0	40	2
11016	2	Y	240	0	16	2
11016	3	Y	40	0	22	2
11016	5	Y	60	0	0	 
11016	7	Y	150	0	0	 
11016	11	Y	150	0	0	 
11016	13	Y	20	0	5	2
11016	14	Y	80	0	45	2
11016	15	Y	30	0	7	2
11016	18	Y	30	0	0	 
11016	19	N	 	 	 	 
11016	21	N	 	 	 	 
11018	1	Y	85	0	50	2
11018	2	Y	900	0	15	2
11018	3	Y	28	0	0	 
11018	5	Y	320	0	0	 
11018	7	Y	0	600	0	 
11018	11	Y	450	0	0	 
11018	13	Y	180	0	0	 
11018	14	Y	170	0	40	2
11018	15	Y	72	0	0	 
11018	18	Y	35	0	0	 
11018	19	N	 	 	 	 
11018	21	Y	200	0	0	 
11019	1	Y	75	0	0	 
11019	2	Y	300	0	0	 
11019	3	N	 	 	 	 
11019	5	N	 	 	 	 
11019	7	Y	225	0	0	 
11019	11	Y	300	0	0	 
11019	13	Y	60	0	0	 
11019	14	Y	120	0	0	 
11019	15	Y	30	0	0	 
11019	18	Y	30	0	0	 
11019	19	N	 	 	 	 
11019	21	N	 	 	 	 
11021	1	Y	30	0	0	 
11021	2	Y	0	0	20	2
11021	3	N	 	 	 	 
11021	5	Y	50	0	0	 
11021	7	N	 	 	 	 
11021	11	Y	50	0	0	 
11021	13	Y	50	0	0	 
11021	14	Y	0	0	45	2
11021	15	N	 	 	 	 
11021	18	N	 	 	 	 
11021	19	N	 	 	 	 
11021	21	N	 	 	 	 
11022	1	Y	180	0	0	 
11022	2	Y	900	0	0	 
11022	3	Y	86	0	0	 
11022	5	N	 	 	 	 
11022	7	Y	600	0	0	 
11022	11	Y	600	0	0	 
11022	13	Y	80	0	0	 
11022	14	Y	200	0	0	 
11022	15	Y	37	0	0	 
11022	18	Y	60	0	0	 
11022	19	Y	50	0	0	 
11022	21	N	 	 	 	 
11023	1	Y	0	0	40	2
11023	2	Y	420	0	0	 
11023	3	Y	0	0	40	2
11023	5	Y	120	0	0	 
11023	7	Y	300	0	0	 
11023	11	Y	300	0	0	 
11023	13	Y	30	0	40	2
11023	14	Y	0	0	40	2
11023	15	Y	30	0	7	2
11023	18	Y	30	0	0	 
11023	19	N	 	 	 	 
11023	21	Y	750	0	0	 
11024	1	Y	0	0	25	2
11024	2	Y	600	0	0	 
11024	3	Y	40	0	0	 
11024	5	Y	120	0	0	 
11024	7	Y	150	0	0	 
11024	11	Y	250	0	0	 
11024	13	Y	60	0	0	 
11024	14	Y	45	0	20	2
11024	15	Y	20	0	7	2
11024	18	Y	30	0	0	 
11024	19	N	 	 	 	 
11024	21	N	 	 	 	 
11025	1	Y	40	0	0	 
11025	2	Y	150	0	10	2
11025	3	Y	30	0	0	 
11025	5	Y	200	0	0	 
11025	7	Y	300	0	0	 
11025	11	Y	300	0	0	 
11025	13	Y	80	0	0	 
11025	14	Y	60	0	45	2
11025	15	Y	42	0	7	2
11025	18	Y	50	0	0	 
11025	19	N	 	 	 	 
11025	21	N	 	 	 	 
11026	1	Y	60	0	45	2
11026	2	Y	160	0	16	2
11026	3	Y	70	0	0	 
11026	5	N	 	 	 	 
11026	7	Y	300	0	0	 
11026	11	Y	200	0	0	 
11026	13	Y	100	0	0	 
11026	14	Y	45	0	40	2
11026	15	Y	20	0	7	2
11026	18	Y	20	0	0	 
11026	19	N	 	 	 	 
11026	21	N	 	 	 	 
11027	1	Y	40	0	0	 
11027	2	Y	750	0	0	 
11027	3	Y	30	0	0	 
11027	5	Y	160	0	0	 
11027	7	Y	660	0	0	 
11027	11	Y	350	0	0	 
11027	13	Y	68	0	0	 
11027	14	Y	180	0	0	 
11027	15	Y	40	0	0	 
11027	18	Y	46	0	0	 
11027	19	N	 	 	 	 
11027	21	N	 	 	 	 
11029	1	Y	100	0	0	 
11029	2	Y	450	0	0	 
11029	3	Y	40	0	0	 
11029	5	Y	200	0	0	 
11029	7	Y	300	0	0	 
11029	11	Y	300	0	0	 
11029	13	Y	100	0	0	 
11029	14	Y	120	0	0	 
11029	15	Y	40	0	0	 
11029	18	Y	50	0	0	 
11029	19	N	 	 	 	 
11029	21	Y	200	0	0	 
11030	1	Y	70	0	0	 
11030	2	Y	250	0	0	 
11030	3	Y	64	0	0	 
11030	5	N	 	 	 	 
11030	7	Y	350	0	0	 
11030	11	Y	200	0	0	 
11030	13	Y	50	0	0	 
11030	14	Y	70	0	0	 
11030	15	Y	0	0	7	2
11030	18	Y	45	0	0	 
11030	19	N	 	 	 	 
11030	21	N	 	 	 	 
11031	1	Y	80	0	20	2
11031	2	Y	510	0	10	2
11031	3	Y	34	0	0	 
11031	5	Y	120	0	0	 
11031	7	Y	270	0	0	 
11031	11	Y	250	0	0	 
11031	13	Y	120	0	0	 
11031	14	Y	85	0	40	2
11031	15	Y	37	0	3	2
11031	18	Y	60	0	0	 
11031	19	N	 	 	 	 
11031	21	N	 	 	 	 
11032	1	Y	100	0	0	 
11032	2	Y	450	0	6	2
11032	3	Y	45	0	0	 
11032	5	Y	200	0	0	 
11032	7	Y	600	0	0	 
11032	11	Y	350	0	0	 
11032	13	Y	90	0	0	 
11032	14	Y	150	0	0	 
11032	15	Y	25	0	0	 
11032	18	Y	60	0	0	 
11032	19	N	 	 	 	 
11032	21	Y	200	0	0	 
11034	1	Y	30	0	0	 
11034	2	Y	600	0	0	 
11034	3	Y	65	0	0	 
11034	5	Y	200	0	0	 
11034	7	Y	600	0	0	 
11034	11	Y	300	0	0	 
11034	13	Y	100	0	0	 
11034	14	Y	150	0	0	 
11034	15	Y	45	0	0	 
11034	18	Y	60	0	0	 
11034	19	Y	65	0	0	 
11034	21	N	 	 	 	 
11035	1	Y	150	0	0	 
11035	2	Y	900	0	0	 
11035	3	Y	30	0	0	 
11035	5	Y	300	0	0	 
11035	7	Y	450	0	0	 
11035	11	Y	300	0	0	 
11035	13	Y	180	0	0	 
11035	14	Y	200	0	0	 
11035	15	Y	65	0	0	 
11035	18	Y	50	0	0	 
11035	19	N	 	 	 	 
11035	21	N	 	 	 	 
11036	1	Y	45	0	45	2
11036	2	Y	16	0	16	2
11036	3	Y	22	0	22	2
11036	5	Y	120	0	0	 
11036	7	Y	150	0	0	 
11036	11	Y	200	0	0	 
11036	13	Y	50	0	5	2
11036	14	Y	80	0	45	2
11036	15	Y	7	0	7	2
11036	18	Y	30	0	0	 
11036	19	Y	100	0	0	 
11036	21	N	 	 	 	 
11037	1	Y	30	0	0	 
11037	2	Y	448	0	16	2
11037	3	N	 	 	 	 
11037	5	N	 	 	 	 
11037	7	Y	315	0	0	 
11037	11	Y	350	0	0	 
11037	13	Y	80	0	0	 
11037	14	Y	170	0	0	 
11037	15	Y	40	0	7	2
11037	18	Y	35	0	0	 
11037	19	N	 	 	 	 
11037	21	N	 	 	 	 
11038	1	Y	0	0	50	2
11038	2	Y	200	0	16	2
11038	3	N	 	 	 	 
11038	5	Y	150	0	0	 
11038	7	Y	330	0	0	 
11038	11	Y	400	0	0	 
11038	13	Y	100	0	0	 
11038	14	Y	60	0	40	2
11038	15	Y	40	0	0	 
11038	18	Y	50	0	0	 
11038	19	N	 	 	 	 
11038	21	N	 	 	 	 
11039	1	Y	30	0	20	2
11039	2	Y	0	0	20	2
11039	3	N	 	 	 	 
11039	5	Y	80	0	0	 
11039	7	Y	100	0	0	 
11039	11	Y	200	0	0	 
11039	13	Y	75	0	5	2
11039	14	Y	70	0	20	2
11039	15	Y	0	0	7	2
11039	18	Y	15	0	0	 
11039	19	N	 	 	 	 
11039	21	N	 	 	 	 
11040	1	Y	25	0	0	 
11040	2	Y	450	0	0	 
11040	3	Y	45	0	0	 
11040	5	N	 	 	 	 
11040	7	Y	450	0	0	 
11040	11	Y	400	0	0	 
11040	13	Y	60	0	0	 
11040	14	Y	150	0	0	 
11040	15	Y	45	0	0	 
11040	18	Y	60	0	0	 
11040	19	N	 	 	 	 
11040	21	N	 	 	 	 
11041	1	Y	200	0	0	 
11041	2	Y	600	0	0	 
11041	3	Y	20	0	0	 
11041	5	Y	300	0	0	 
11041	7	Y	450	0	0	 
11041	11	Y	350	0	0	 
11041	13	Y	150	0	0	 
11041	14	Y	160	0	0	 
11041	15	Y	60	0	0	 
11041	18	Y	45	0	0	 
11041	19	Y	100	0	0	 
11041	21	N	 	 	 	 
11042	1	Y	100	0	0	 
11042	2	Y	300	0	10	2
11042	3	N	 	 	 	 
11042	5	N	 	 	 	 
11042	7	Y	250	0	0	 
11042	11	Y	400	0	0	 
11042	13	Y	80	0	0	 
11042	14	Y	120	0	0	 
11042	15	Y	35	0	0	 
11042	18	Y	50	0	0	 
11042	19	N	 	 	 	 
11042	21	N	 	 	 	 
11043	1	Y	250	0	0	 
11043	2	Y	1000	0	0	 
11043	3	Y	60	0	0	 
11043	5	Y	750	0	0	 
11043	7	Y	900	0	0	 
11043	11	Y	450	0	0	 
11043	13	Y	200	0	0	 
11043	14	Y	360	0	0	 
11043	15	Y	132	0	0	 
11043	18	Y	100	0	0	 
11043	19	Y	300	0	0	 
11043	21	N	 	 	 	 
11044	1	Y	50	0	40	2
11044	2	Y	100	0	12	2
11044	3	Y	0	0	20	2
11044	5	Y	100	0	0	 
11044	7	Y	200	0	0	 
11044	11	Y	250	0	0	 
11044	13	Y	50	0	0	 
11044	14	Y	35	0	40	2
11044	15	Y	40	0	7	2
11044	18	Y	20	0	0	 
11044	19	N	 	 	 	 
11044	21	Y	150	0	0	 
11045	1	Y	100	0	0	 
11045	2	Y	350	0	0	 
11045	3	Y	20	0	0	 
11045	5	Y	200	0	0	 
11045	7	Y	300	0	0	 
11045	11	Y	200	0	0	 
11045	13	Y	130	0	0	 
11045	14	Y	110	0	0	 
11045	15	Y	40	0	0	 
11045	18	Y	35	0	0	 
11045	19	N	 	 	 	 
11045	21	N	 	 	 	 
11046	1	Y	0	0	75	2
11046	2	Y	250	0	6	2
11046	3	Y	30	0	0	 
11046	5	Y	150	0	0	 
11046	7	Y	120	0	0	 
11046	11	Y	250	0	0	 
11046	13	Y	80	0	20	2
11046	14	Y	120	0	0	 
11046	15	Y	20	0	0	 
11046	18	Y	45	0	0	 
11046	19	N	 	 	 	 
11046	21	Y	150	0	0	 
11047	1	Y	0	0	30	2
11047	2	Y	250	0	0	 
11047	3	N	 	 	 	 
11047	5	Y	150	0	0	 
11047	7	Y	170	0	0	 
11047	11	Y	200	0	0	 
11047	13	Y	50	0	0	 
11047	14	Y	50	0	40	2
11047	15	Y	30	0	0	 
11047	18	Y	30	0	0	 
11047	19	N	 	 	 	 
11047	21	N	 	 	 	 
11048	1	Y	0	0	40	2
11048	2	Y	0	540	12	2
11048	3	Y	0	0	16	2
11048	5	Y	60	0	0	 
11048	7	Y	0	300	0	 
11048	11	Y	200	20	0	 
11048	13	Y	20	0	30	2
11048	14	Y	70	0	40	2
11048	15	Y	30	0	7	2
11048	18	Y	35	0	0	 
11048	19	N	 	 	 	 
11048	21	N	 	 	 	 
11049	1	Y	64	0	0	 
11049	2	Y	300	0	0	 
11049	3	Y	32	0	20	2
11049	5	Y	200	0	0	 
11049	7	Y	300	0	0	 
11049	11	Y	300	0	0	 
11049	13	Y	70	0	0	 
11049	14	Y	0	0	90	2
11049	15	Y	30	0	0	 
11049	18	Y	41	0	0	 
11049	19	N	 	 	 	 
11049	21	N	 	 	 	 
11050	1	Y	0	0	40	2
11050	2	Y	600	0	16	2
11050	3	Y	20	0	40	2
11050	5	N	 	 	 	 
11050	7	Y	330	0	0	 
11050	11	Y	350	0	0	 
11050	13	Y	70	0	40	2
11050	14	Y	90	0	40	2
11050	15	Y	30	0	7	2
11050	18	Y	30	0	0	 
11050	19	N	 	 	 	 
11050	21	N	 	 	 	 
21001	1	Y	70	0	50	2
21001	2	Y	275	0	20	2
21001	3	N	 	 	 	 
21001	5	Y	200	0	0	 
21001	7	Y	65	0	0	 
21001	11	Y	200	0	0	 
21001	13	Y	50	0	0	 
21001	14	Y	100	0	45	2
21001	15	Y	40	0	7	2
21001	18	Y	30	0	0	 
21001	19	N	 	 	 	 
21001	21	Y	70	0	0	 
21002	1	N	 	 	 	 
21002	2	Y	15	0	35	2
21002	3	N	 	 	 	 
21002	5	Y	120	0	0	 
21002	7	N	 	 	 	 
21002	11	Y	200	0	0	 
21002	13	Y	50	0	5	2
21002	14	Y	45	0	45	2
21002	15	Y	50	0	7	2
21002	18	N	 	 	 	 
21002	19	N	 	 	 	 
21002	21	N	 	 	 	 
21003	1	Y	20	0	30	2
21003	2	Y	220	0	20	2
21003	3	N	 	 	 	 
21003	5	Y	100	0	0	 
21003	7	N	 	 	 	 
21003	11	Y	150	30	0	 
21003	13	Y	60	0	5	2
21003	14	Y	45	0	20	2
21003	15	N	 	 	 	 
21003	18	N	 	 	 	 
21003	19	N	 	 	 	 
21003	21	N	 	 	 	 
21004	1	Y	30	0	30	2
21004	2	Y	0	0	20	2
21004	3	N	 	 	 	 
21004	5	Y	90	0	0	 
21004	7	N	 	 	 	 
21004	11	Y	400	0	0	 
21004	13	Y	60	0	0	 
21004	14	Y	120	0	0	 
21004	15	N	 	 	 	 
21004	18	N	 	 	 	 
21004	19	N	 	 	 	 
21004	21	Y	100	0	0	 
21005	1	N	 	 	 	 
21005	2	Y	0	0	16	2
21005	3	Y	35	0	0	 
21005	5	Y	160	0	0	 
21005	7	Y	150	0	0	 
21005	11	Y	150	0	0	 
21005	13	Y	60	0	0	 
21005	14	Y	80	0	0	 
21005	15	Y	30	0	0	 
21005	18	Y	28	0	0	 
21005	19	N	 	 	 	 
21005	21	Y	250	0	0	 
21006	1	N	 	 	 	 
21006	2	Y	600	0	20	2
21006	3	N	 	 	 	 
21006	5	Y	200	0	0	 
21006	7	N	 	 	 	 
21006	11	Y	450	0	0	 
21006	13	Y	80	0	0	 
21006	14	Y	100	0	20	2
21006	15	Y	0	0	7	2
21006	18	N	 	 	 	 
21006	19	N	 	 	 	 
21006	21	Y	150	0	0	 
21007	1	Y	0	0	40	2
21007	2	Y	210	0	8	2
21007	3	Y	0	0	40	2
21007	5	Y	60	0	0	 
21007	7	Y	60	0	0	 
21007	11	Y	150	0	0	 
21007	13	Y	0	0	40	2
21007	14	Y	0	0	40	2
21007	15	Y	30	0	7	2
21007	18	Y	30	0	0	 
21007	19	N	 	 	 	 
21007	21	N	 	 	 	 
21008	1	Y	50	0	0	 
21008	2	Y	600	0	0	 
21008	3	N	 	 	 	 
21008	5	N	 	 	 	 
21008	7	Y	230	0	0	 
21008	11	Y	350	0	0	 
21008	13	Y	60	0	0	 
21008	14	Y	200	0	0	 
21008	15	Y	40	0	0	 
21008	18	Y	25	0	0	 
21008	19	N	 	 	 	 
21008	21	N	 	 	 	 
21009	1	Y	70	20	0	 
21009	2	Y	440	0	10	2
21009	3	N	 	 	 	 
21009	5	Y	120	0	0	 
21009	7	Y	30	0	0	 
21009	11	Y	150	100	20	2
21009	13	Y	110	0	0	 
21009	14	Y	90	0	0	 
21009	15	Y	0	0	7	2
21009	18	Y	60	0	0	 
21009	19	N	 	 	 	 
21009	21	N	 	 	 	 
21010	1	N	 	 	 	 
21010	2	Y	22	0	22	2
21010	3	N	 	 	 	 
21010	5	Y	200	0	0	 
21010	7	Y	75	0	0	 
21010	11	Y	300	0	0	 
21010	13	Y	100	0	0	 
21010	14	Y	70	0	0	 
21010	15	Y	7	0	20	2
21010	18	Y	30	0	0	 
21010	19	N	 	 	 	 
21010	21	Y	10	0	0	 
21011	1	Y	0	0	50	2
21011	2	Y	300	0	16	2
21011	3	N	 	 	 	 
21011	5	Y	200	0	0	 
21011	7	Y	450	0	0	 
21011	11	Y	300	0	0	 
21011	13	Y	70	0	0	 
21011	14	Y	100	0	40	2
21011	15	Y	30	0	7	2
21011	18	Y	100	0	0	 
21011	19	N	 	 	 	 
21011	21	N	 	 	 	 
21012	1	Y	80	0	0	 
21012	2	Y	300	0	12	2
21012	3	N	 	 	 	 
21012	5	Y	200	0	0	 
21012	7	Y	350	0	0	 
21012	11	Y	200	0	0	 
21012	13	Y	50	0	10	2
21012	14	Y	80	0	45	2
21012	15	Y	40	0	8	2
21012	18	Y	22	0	0	 
21012	19	Y	30	0	0	 
21012	21	Y	300	0	0	 
21013	1	Y	70	0	0	 
21013	2	Y	0	300	20	2
21013	3	Y	40	0	0	 
21013	5	Y	300	0	0	 
21013	7	Y	0	600	0	 
21013	11	Y	600	0	0	 
21013	13	Y	60	0	0	 
21013	14	Y	35	0	40	2
21013	15	Y	20	0	7	2
21013	18	Y	80	0	0	 
21013	19	N	 	 	 	 
21013	21	N	 	 	 	 
21014	1	Y	50	0	20	2
21014	2	Y	400	0	0	 
21014	3	Y	16	0	0	 
21014	5	Y	160	0	0	 
21014	7	Y	150	0	0	 
21014	11	Y	250	0	0	 
21014	13	Y	150	0	0	 
21014	14	Y	90	0	40	2
21014	15	Y	32	0	7	2
21014	18	Y	45	0	0	 
21014	19	N	 	 	 	 
21014	21	N	 	 	 	 
21015	1	Y	60	0	0	 
21015	2	Y	450	0	4	2
21015	3	N	 	 	 	 
21015	5	N	 	 	 	 
21015	7	N	 	 	 	 
21015	11	Y	250	0	0	 
21015	13	Y	30	0	0	 
21015	14	Y	80	0	0	 
21015	15	Y	0	0	7	2
21015	18	N	 	 	 	 
21015	19	N	 	 	 	 
21015	21	N	 	 	 	 
21016	1	Y	100	0	40	2
21016	2	Y	500	0	20	2
21016	3	Y	0	0	17	2
21016	5	Y	200	0	0	 
21016	7	Y	150	0	0	 
21016	11	Y	300	0	0	 
21016	13	Y	150	0	0	 
21016	14	Y	60	0	40	2
21016	15	Y	35	0	7	2
21016	18	N	 	 	 	 
21016	19	N	 	 	 	 
21016	21	N	 	 	 	 
21017	1	Y	80	0	25	2
21017	2	Y	0	750	8	2
21017	3	N	 	 	 	 
21017	5	Y	120	0	0	 
21017	7	Y	75	0	0	 
21017	11	Y	400	0	0	 
21017	13	Y	60	0	10	2
21017	14	Y	150	0	40	2
21017	15	Y	30	0	7	2
21017	18	Y	20	0	0	 
21017	19	N	 	 	 	 
21017	21	Y	0	200	0	 
21018	1	Y	300	0	0	 
21018	2	Y	225	150	0	 
21018	3	Y	100	0	0	 
21018	5	Y	350	0	0	 
21018	7	Y	375	375	0	 
21018	11	Y	400	0	0	 
21018	13	Y	100	0	0	 
21018	14	Y	250	0	0	 
21018	15	Y	50	0	0	 
21018	18	Y	50	0	0	 
21018	19	Y	60	0	0	 
21018	21	N	 	 	 	 
21019	1	Y	35	0	30	2
21019	2	Y	25	0	25	2
21019	3	N	 	 	 	 
21019	5	N	 	 	 	 
21019	7	N	 	 	 	 
21019	11	Y	300	0	0	 
21019	13	Y	5	0	5	2
21019	14	Y	50	0	0	 
21019	15	Y	8	0	8	2
21019	18	N	 	 	 	 
21019	19	N	 	 	 	 
21019	21	N	 	 	 	 
21020	1	Y	135	0	55	2
21020	2	Y	440	0	16	2
21020	3	N	 	 	 	 
21020	5	Y	500	0	0	 
21020	7	Y	180	0	0	 
21020	11	Y	300	0	0	 
21020	13	Y	20	0	0	 
21020	14	Y	200	0	45	2
21020	15	Y	20	0	7	2
21020	18	Y	150	0	0	 
21020	19	N	 	 	 	 
21020	21	N	 	 	 	 
21021	1	Y	40	0	50	2
21021	2	Y	400	0	15	2
21021	3	Y	0	0	17	2
21021	5	Y	160	0	0	 
21021	7	Y	150	0	0	 
21021	11	Y	400	0	0	 
21021	13	Y	120	0	5	2
21021	14	Y	90	0	40	2
21021	15	Y	40	0	7	2
21021	18	Y	50	0	0	 
21021	19	N	 	 	 	 
21021	21	N	 	 	 	 
21022	1	Y	50	0	0	 
21022	2	Y	640	0	10	2
21022	3	N	 	 	 	 
21022	5	Y	100	0	0	 
21022	7	Y	60	0	0	 
21022	11	Y	450	0	0	 
21022	13	Y	40	0	0	 
21022	14	Y	90	0	40	2
21022	15	Y	0	0	7	2
21022	18	Y	30	0	0	 
21022	19	N	 	 	 	 
21022	21	N	 	 	 	 
21023	1	Y	65	0	40	2
21023	2	Y	300	0	15	2
21023	3	Y	0	0	17	2
21023	5	Y	300	0	0	 
21023	7	Y	150	0	0	 
21023	11	Y	350	0	0	 
21023	13	Y	100	0	15	2
21023	14	Y	60	0	40	2
21023	15	Y	35	0	7	2
21023	18	Y	40	0	0	 
21023	19	N	 	 	 	 
21023	21	N	 	 	 	 
21024	1	Y	150	0	0	 
21024	2	Y	650	0	0	 
21024	3	N	 	 	 	 
21024	5	Y	300	0	0	 
21024	7	Y	200	0	0	 
21024	11	Y	200	0	0	 
21024	13	Y	70	0	0	 
21024	14	Y	100	0	0	 
21024	15	Y	32	0	0	 
21024	18	Y	40	0	0	 
21024	19	N	 	 	 	 
21024	21	N	 	 	 	 
21025	1	Y	15	0	0	 
21025	2	Y	450	0	0	 
21025	3	N	 	 	 	 
21025	5	Y	100	0	0	 
21025	7	Y	150	0	0	 
21025	11	Y	300	0	0	 
21025	13	Y	60	0	30	2
21025	14	Y	100	0	0	 
21025	15	Y	30	0	0	 
21025	18	Y	30	0	0	 
21025	19	N	 	 	 	 
21025	21	N	 	 	 	 
21026	1	Y	50	0	0	 
21026	2	Y	0	450	5	2
21026	3	N	 	 	 	 
21026	5	Y	100	0	0	 
21026	7	Y	0	300	0	 
21026	11	Y	400	0	0	 
21026	13	Y	50	0	15	2
21026	14	Y	150	0	0	 
21026	15	Y	40	0	0	 
21026	18	Y	30	0	0	 
21026	19	N	 	 	 	 
21026	21	N	 	 	 	 
21027	1	Y	40	0	0	 
21027	2	Y	290	0	0	 
21027	3	Y	35	0	0	 
21027	5	Y	200	0	0	 
21027	7	Y	450	0	0	 
21027	11	Y	200	0	0	 
21027	13	Y	80	0	0	 
21027	14	Y	160	0	0	 
21027	15	Y	45	0	0	 
21027	18	Y	55	0	0	 
21027	19	N	 	 	 	 
21027	21	N	 	 	 	 
21028	1	Y	210	0	0	 
21028	2	Y	500	0	0	 
21028	3	Y	80	0	0	 
21028	5	N	 	 	 	 
