CHILDCODE	SHCKIDR4	EVNTR4	EV2010R4	EV2011R4	EV2012R4	EV2013R4
11001	1	N	 	 	 	 
11001	10	N	 	 	 	 
11001	12	N	 	 	 	 
11001	13	N	 	 	 	 
11001	14	N	 	 	 	 
11001	16	N	 	 	 	 
11001	23	N	 	 	 	 
11001	24	N	 	 	 	 
11001	25	N	 	 	 	 
11001	26	N	 	 	 	 
11001	27	N	 	 	 	 
11001	28	N	 	 	 	 
11001	29	N	 	 	 	 
11001	30	N	 	 	 	 
11001	31	N	 	 	 	 
11001	32	N	 	 	 	 
11001	34	N	 	 	 	 
11001	35	N	 	 	 	 
11001	36	N	 	 	 	 
11001	37	N	 	 	 	 
11001	38	N	 	 	 	 
11001	39	N	 	 	 	 
11001	40	N	 	 	 	 
11001	41	N	 	 	 	 
11001	42	N	 	 	 	 
11001	43	N	 	 	 	 
11001	45	N	 	 	 	 
11001	47	Y	N	N	N	Y
11002	1	N	 	 	 	 
11002	10	N	 	 	 	 
11002	12	N	 	 	 	 
11002	13	N	 	 	 	 
11002	14	N	 	 	 	 
11002	16	N	 	 	 	 
11002	23	N	 	 	 	 
11002	24	N	 	 	 	 
11002	25	N	 	 	 	 
11002	26	N	 	 	 	 
11002	27	N	 	 	 	 
11002	28	N	 	 	 	 
11002	29	N	 	 	 	 
11002	30	N	 	 	 	 
11002	31	N	 	 	 	 
11002	32	N	 	 	 	 
11002	34	N	 	 	 	 
11002	35	N	 	 	 	 
11002	36	N	 	 	 	 
11002	37	N	 	 	 	 
11002	38	N	 	 	 	 
11002	39	N	 	 	 	 
11002	40	N	 	 	 	 
11002	41	N	 	 	 	 
11002	42	N	 	 	 	 
11002	43	N	 	 	 	 
11002	45	N	 	 	 	 
11002	47	Y	N	N	N	Y
11003	1	N	 	 	 	 
11003	10	N	 	 	 	 
11003	12	N	 	 	 	 
11003	13	N	 	 	 	 
11003	14	N	 	 	 	 
11003	16	N	 	 	 	 
11003	23	N	 	 	 	 
11003	24	N	 	 	 	 
11003	25	N	 	 	 	 
11003	26	N	 	 	 	 
11003	27	N	 	 	 	 
11003	28	N	 	 	 	 
11003	29	N	 	 	 	 
11003	30	N	 	 	 	 
11003	31	N	 	 	 	 
11003	32	N	 	 	 	 
11003	34	N	 	 	 	 
11003	35	N	 	 	 	 
11003	36	N	 	 	 	 
11003	37	N	 	 	 	 
11003	38	N	 	 	 	 
11003	39	N	 	 	 	 
11003	40	N	 	 	 	 
11003	41	N	 	 	 	 
11003	42	N	 	 	 	 
11003	43	N	 	 	 	 
11003	45	N	 	 	 	 
11003	47	Y	N	N	N	Y
11004	1	N	 	 	 	 
11004	10	N	 	 	 	 
11004	12	N	 	 	 	 
11004	13	N	 	 	 	 
11004	14	N	 	 	 	 
11004	16	N	 	 	 	 
11004	23	N	 	 	 	 
11004	24	N	 	 	 	 
11004	25	N	 	 	 	 
11004	26	N	 	 	 	 
11004	27	N	 	 	 	 
11004	28	N	 	 	 	 
11004	29	N	 	 	 	 
11004	30	N	 	 	 	 
11004	31	N	 	 	 	 
11004	32	N	 	 	 	 
11004	34	N	 	 	 	 
11004	35	N	 	 	 	 
11004	36	N	 	 	 	 
11004	37	N	 	 	 	 
11004	38	N	 	 	 	 
11004	39	N	 	 	 	 
11004	40	N	 	 	 	 
11004	41	N	 	 	 	 
11004	42	N	 	 	 	 
11004	43	N	 	 	 	 
11004	45	N	 	 	 	 
11004	47	N	 	 	 	 
11005	1	N	 	 	 	 
11005	10	N	 	 	 	 
11005	12	N	 	 	 	 
11005	13	N	 	 	 	 
11005	14	N	 	 	 	 
11005	16	N	 	 	 	 
11005	23	N	 	 	 	 
11005	24	N	 	 	 	 
11005	25	N	 	 	 	 
11005	26	N	 	 	 	 
11005	27	N	 	 	 	 
11005	28	N	 	 	 	 
11005	29	N	 	 	 	 
11005	30	N	 	 	 	 
11005	31	N	 	 	 	 
11005	32	N	 	 	 	 
11005	34	N	 	 	 	 
11005	35	N	 	 	 	 
11005	36	N	 	 	 	 
11005	37	N	 	 	 	 
11005	38	N	 	 	 	 
11005	39	N	 	 	 	 
11005	40	N	 	 	 	 
11005	41	N	 	 	 	 
11005	42	Y	N	N	Y	N
11005	43	N	 	 	 	 
11005	45	N	 	 	 	 
11005	47	Y	N	N	N	Y
11006	1	N	 	 	 	 
11006	10	N	 	 	 	 
11006	12	N	 	 	 	 
11006	13	N	 	 	 	 
11006	14	N	 	 	 	 
11006	16	N	 	 	 	 
11006	23	N	 	 	 	 
11006	24	N	 	 	 	 
11006	25	N	 	 	 	 
11006	26	N	 	 	 	 
11006	27	N	 	 	 	 
11006	28	N	 	 	 	 
11006	29	N	 	 	 	 
11006	30	N	 	 	 	 
11006	31	N	 	 	 	 
11006	32	N	 	 	 	 
11006	34	N	 	 	 	 
11006	35	N	 	 	 	 
11006	36	N	 	 	 	 
11006	37	N	 	 	 	 
11006	38	N	 	 	 	 
11006	39	N	 	 	 	 
11006	40	N	 	 	 	 
11006	41	N	 	 	 	 
11006	42	N	 	 	 	 
11006	43	N	 	 	 	 
11006	45	N	 	 	 	 
11006	47	Y	N	N	N	Y
11007	1	N	 	 	 	 
11007	10	N	 	 	 	 
11007	12	N	 	 	 	 
11007	13	N	 	 	 	 
11007	14	N	 	 	 	 
11007	16	N	 	 	 	 
11007	23	N	 	 	 	 
11007	24	N	 	 	 	 
11007	25	N	 	 	 	 
11007	26	N	 	 	 	 
11007	27	N	 	 	 	 
11007	28	N	 	 	 	 
11007	29	N	 	 	 	 
11007	30	N	 	 	 	 
11007	31	N	 	 	 	 
11007	32	N	 	 	 	 
11007	34	N	 	 	 	 
11007	35	N	 	 	 	 
11007	36	N	 	 	 	 
11007	37	N	 	 	 	 
11007	38	N	 	 	 	 
11007	39	N	 	 	 	 
11007	40	N	 	 	 	 
11007	41	N	 	 	 	 
11007	42	N	 	 	 	 
11007	43	N	 	 	 	 
11007	45	N	 	 	 	 
11007	47	Y	N	N	N	Y
11008	1	N	 	 	 	 
11008	10	N	 	 	 	 
11008	12	N	 	 	 	 
11008	13	N	 	 	 	 
11008	14	N	 	 	 	 
11008	16	Y	N	N	Y	N
11008	23	N	 	 	 	 
11008	24	N	 	 	 	 
11008	25	N	 	 	 	 
11008	26	N	 	 	 	 
11008	27	N	 	 	 	 
11008	28	N	 	 	 	 
11008	29	N	 	 	 	 
11008	30	N	 	 	 	 
11008	31	N	 	 	 	 
11008	32	N	 	 	 	 
11008	34	N	 	 	 	 
11008	35	N	 	 	 	 
11008	36	N	 	 	 	 
11008	37	N	 	 	 	 
11008	38	N	 	 	 	 
11008	39	N	 	 	 	 
11008	40	N	 	 	 	 
11008	41	N	 	 	 	 
11008	42	Y	N	N	Y	N
11008	43	N	 	 	 	 
11008	45	N	 	 	 	 
11008	47	Y	N	N	N	Y
11009	1	N	 	 	 	 
11009	10	N	 	 	 	 
11009	12	N	 	 	 	 
11009	13	N	 	 	 	 
11009	14	N	 	 	 	 
11009	16	N	 	 	 	 
11009	23	N	 	 	 	 
11009	24	N	 	 	 	 
11009	25	N	 	 	 	 
11009	26	N	 	 	 	 
11009	27	N	 	 	 	 
11009	28	N	 	 	 	 
11009	29	N	 	 	 	 
11009	30	N	 	 	 	 
11009	31	N	 	 	 	 
11009	32	N	 	 	 	 
11009	34	N	 	 	 	 
11009	35	N	 	 	 	 
11009	36	N	 	 	 	 
11009	37	N	 	 	 	 
11009	38	N	 	 	 	 
11009	39	N	 	 	 	 
11009	40	N	 	 	 	 
11009	41	N	 	 	 	 
11009	42	N	 	 	 	 
11009	43	N	 	 	 	 
11009	45	N	 	 	 	 
11009	47	Y	N	N	N	Y
11010	1	N	 	 	 	 
11010	10	N	 	 	 	 
11010	12	N	 	 	 	 
11010	13	N	 	 	 	 
11010	14	N	 	 	 	 
11010	16	N	 	 	 	 
11010	23	N	 	 	 	 
11010	24	N	 	 	 	 
11010	25	N	 	 	 	 
11010	26	N	 	 	 	 
11010	27	N	 	 	 	 
11010	28	N	 	 	 	 
11010	29	N	 	 	 	 
11010	30	N	 	 	 	 
11010	31	N	 	 	 	 
11010	32	N	 	 	 	 
11010	34	N	 	 	 	 
11010	35	N	 	 	 	 
11010	36	N	 	 	 	 
11010	37	N	 	 	 	 
11010	38	N	 	 	 	 
11010	39	N	 	 	 	 
11010	40	N	 	 	 	 
11010	41	N	 	 	 	 
11010	42	N	 	 	 	 
11010	43	N	 	 	 	 
11010	45	N	 	 	 	 
11010	47	Y	N	N	N	Y
11011	1	N	 	 	 	 
11011	10	N	 	 	 	 
11011	12	N	 	 	 	 
11011	13	N	 	 	 	 
11011	14	N	 	 	 	 
11011	16	N	 	 	 	 
11011	23	N	 	 	 	 
11011	24	N	 	 	 	 
11011	25	N	 	 	 	 
11011	26	N	 	 	 	 
11011	27	N	 	 	 	 
11011	28	N	 	 	 	 
11011	29	N	 	 	 	 
11011	30	N	 	 	 	 
11011	31	N	 	 	 	 
11011	32	N	 	 	 	 
11011	34	N	 	 	 	 
11011	35	N	 	 	 	 
11011	36	N	 	 	 	 
11011	37	N	 	 	 	 
11011	38	N	 	 	 	 
11011	39	N	 	 	 	 
11011	40	N	 	 	 	 
11011	41	N	 	 	 	 
11011	42	N	 	 	 	 
11011	43	N	 	 	 	 
11011	45	N	 	 	 	 
11011	47	Y	N	N	N	Y
11012	1	N	 	 	 	 
11012	10	N	 	 	 	 
11012	12	N	 	 	 	 
11012	13	N	 	 	 	 
11012	14	N	 	 	 	 
11012	16	N	 	 	 	 
11012	23	N	 	 	 	 
11012	24	N	 	 	 	 
11012	25	N	 	 	 	 
11012	26	N	 	 	 	 
11012	27	N	 	 	 	 
11012	28	N	 	 	 	 
11012	29	N	 	 	 	 
11012	30	N	 	 	 	 
11012	31	N	 	 	 	 
11012	32	N	 	 	 	 
11012	34	N	 	 	 	 
11012	35	N	 	 	 	 
11012	36	N	 	 	 	 
11012	37	N	 	 	 	 
11012	38	N	 	 	 	 
11012	39	Y	N	N	N	Y
11012	40	N	 	 	 	 
11012	41	N	 	 	 	 
11012	42	N	 	 	 	 
11012	43	N	 	 	 	 
11012	45	N	 	 	 	 
11012	47	N	 	 	 	 
11013	1	N	 	 	 	 
11013	10	N	 	 	 	 
11013	12	N	 	 	 	 
11013	13	N	 	 	 	 
11013	14	N	 	 	 	 
11013	16	N	 	 	 	 
11013	23	N	 	 	 	 
11013	24	N	 	 	 	 
11013	25	N	 	 	 	 
11013	26	N	 	 	 	 
11013	27	N	 	 	 	 
11013	28	N	 	 	 	 
11013	29	N	 	 	 	 
11013	30	N	 	 	 	 
11013	31	N	 	 	 	 
11013	32	N	 	 	 	 
11013	34	N	 	 	 	 
11013	35	N	 	 	 	 
11013	36	N	 	 	 	 
11013	37	N	 	 	 	 
11013	38	Y	N	N	N	Y
11013	39	N	 	 	 	 
11013	40	N	 	 	 	 
11013	41	N	 	 	 	 
11013	42	N	 	 	 	 
11013	43	N	 	 	 	 
11013	45	N	 	 	 	 
11013	47	N	 	 	 	 
11014	1	N	 	 	 	 
11014	10	N	 	 	 	 
11014	12	N	 	 	 	 
11014	13	N	 	 	 	 
11014	14	N	 	 	 	 
11014	16	N	 	 	 	 
11014	23	N	 	 	 	 
11014	24	N	 	 	 	 
11014	25	N	 	 	 	 
11014	26	N	 	 	 	 
11014	27	N	 	 	 	 
11014	28	N	 	 	 	 
11014	29	N	 	 	 	 
11014	30	N	 	 	 	 
11014	31	N	 	 	 	 
11014	32	N	 	 	 	 
11014	34	N	 	 	 	 
11014	35	N	 	 	 	 
11014	36	N	 	 	 	 
11014	37	N	 	 	 	 
11014	38	N	 	 	 	 
11014	39	N	 	 	 	 
11014	40	N	 	 	 	 
11014	41	N	 	 	 	 
11014	42	N	 	 	 	 
11014	43	N	 	 	 	 
11014	45	N	 	 	 	 
11014	47	Y	N	N	N	Y
11015	1	N	 	 	 	 
11015	10	N	 	 	 	 
11015	12	N	 	 	 	 
11015	13	N	 	 	 	 
11015	14	N	 	 	 	 
11015	16	N	 	 	 	 
11015	23	N	 	 	 	 
11015	24	N	 	 	 	 
11015	25	N	 	 	 	 
11015	26	N	 	 	 	 
11015	27	N	 	 	 	 
11015	28	N	 	 	 	 
11015	29	N	 	 	 	 
11015	30	N	 	 	 	 
11015	31	N	 	 	 	 
11015	32	N	 	 	 	 
11015	34	N	 	 	 	 
11015	35	N	 	 	 	 
11015	36	N	 	 	 	 
11015	37	N	 	 	 	 
11015	38	N	 	 	 	 
11015	39	N	 	 	 	 
11015	40	N	 	 	 	 
11015	41	N	 	 	 	 
11015	42	N	 	 	 	 
11015	43	N	 	 	 	 
11015	45	N	 	 	 	 
11015	47	Y	N	N	N	Y
11016	1	N	 	 	 	 
11016	10	N	 	 	 	 
11016	12	N	 	 	 	 
11016	13	N	 	 	 	 
11016	14	N	 	 	 	 
11016	16	N	 	 	 	 
11016	23	N	 	 	 	 
11016	24	N	 	 	 	 
11016	25	N	 	 	 	 
11016	26	N	 	 	 	 
11016	27	N	 	 	 	 
11016	28	N	 	 	 	 
11016	29	N	 	 	 	 
11016	30	N	 	 	 	 
11016	31	N	 	 	 	 
11016	32	N	 	 	 	 
11016	34	N	 	 	 	 
11016	35	N	 	 	 	 
11016	36	Y	N	N	Y	N
11016	37	N	 	 	 	 
11016	38	N	 	 	 	 
11016	39	N	 	 	 	 
11016	40	N	 	 	 	 
11016	41	N	 	 	 	 
11016	42	N	 	 	 	 
11016	43	N	 	 	 	 
11016	45	N	 	 	 	 
11016	47	Y	N	N	N	Y
11018	1	N	 	 	 	 
11018	10	N	 	 	 	 
11018	12	N	 	 	 	 
11018	13	N	 	 	 	 
11018	14	N	 	 	 	 
11018	16	N	 	 	 	 
11018	23	N	 	 	 	 
11018	24	N	 	 	 	 
11018	25	N	 	 	 	 
11018	26	N	 	 	 	 
11018	27	N	 	 	 	 
11018	28	N	 	 	 	 
11018	29	N	 	 	 	 
11018	30	N	 	 	 	 
11018	31	N	 	 	 	 
11018	32	N	 	 	 	 
11018	34	N	 	 	 	 
11018	35	N	 	 	 	 
11018	36	N	 	 	 	 
11018	37	N	 	 	 	 
11018	38	N	 	 	 	 
11018	39	N	 	 	 	 
11018	40	N	 	 	 	 
11018	41	N	 	 	 	 
11018	42	N	 	 	 	 
11018	43	N	 	 	 	 
11018	45	N	 	 	 	 
11018	47	Y	N	N	Y	N
11019	1	N	 	 	 	 
11019	10	N	 	 	 	 
11019	12	N	 	 	 	 
11019	13	N	 	 	 	 
11019	14	N	 	 	 	 
11019	16	N	 	 	 	 
11019	23	N	 	 	 	 
11019	24	N	 	 	 	 
11019	25	N	 	 	 	 
11019	26	N	 	 	 	 
11019	27	N	 	 	 	 
11019	28	N	 	 	 	 
11019	29	N	 	 	 	 
11019	30	N	 	 	 	 
11019	31	N	 	 	 	 
11019	32	N	 	 	 	 
11019	34	N	 	 	 	 
11019	35	N	 	 	 	 
11019	36	N	 	 	 	 
11019	37	N	 	 	 	 
11019	38	N	 	 	 	 
11019	39	N	 	 	 	 
11019	40	N	 	 	 	 
11019	41	N	 	 	 	 
11019	42	N	 	 	 	 
11019	43	N	 	 	 	 
11019	45	N	 	 	 	 
11019	47	N	 	 	 	 
11021	1	N	 	 	 	 
11021	10	N	 	 	 	 
11021	12	N	 	 	 	 
11021	13	N	 	 	 	 
11021	14	N	 	 	 	 
11021	16	N	 	 	 	 
11021	23	N	 	 	 	 
11021	24	N	 	 	 	 
11021	25	N	 	 	 	 
11021	26	N	 	 	 	 
11021	27	N	 	 	 	 
11021	28	N	 	 	 	 
11021	29	N	 	 	 	 
11021	30	N	 	 	 	 
11021	31	N	 	 	 	 
11021	32	N	 	 	 	 
11021	34	N	 	 	 	 
11021	35	N	 	 	 	 
11021	36	Y	N	N	Y	N
11021	37	N	 	 	 	 
11021	38	N	 	 	 	 
11021	39	N	 	 	 	 
11021	40	N	 	 	 	 
11021	41	N	 	 	 	 
11021	42	N	 	 	 	 
11021	43	N	 	 	 	 
11021	45	N	 	 	 	 
11021	47	Y	N	N	N	Y
11022	1	N	 	 	 	 
11022	10	N	 	 	 	 
11022	12	N	 	 	 	 
11022	13	N	 	 	 	 
11022	14	N	 	 	 	 
11022	16	N	 	 	 	 
11022	23	N	 	 	 	 
11022	24	N	 	 	 	 
11022	25	N	 	 	 	 
11022	26	N	 	 	 	 
11022	27	N	 	 	 	 
11022	28	N	 	 	 	 
11022	29	N	 	 	 	 
11022	30	N	 	 	 	 
11022	31	N	 	 	 	 
11022	32	N	 	 	 	 
11022	34	N	 	 	 	 
11022	35	N	 	 	 	 
11022	36	Y	Y	N	N	N
11022	37	N	 	 	 	 
11022	38	N	 	 	 	 
11022	39	N	 	 	 	 
11022	40	N	 	 	 	 
11022	41	N	 	 	 	 
11022	42	N	 	 	 	 
11022	43	N	 	 	 	 
11022	45	N	 	 	 	 
11022	47	N	 	 	 	 
11023	1	N	 	 	 	 
11023	10	N	 	 	 	 
11023	12	N	 	 	 	 
11023	13	N	 	 	 	 
11023	14	N	 	 	 	 
11023	16	N	 	 	 	 
11023	23	N	 	 	 	 
11023	24	N	 	 	 	 
11023	25	N	 	 	 	 
11023	26	N	 	 	 	 
11023	27	N	 	 	 	 
11023	28	N	 	 	 	 
11023	29	N	 	 	 	 
11023	30	N	 	 	 	 
11023	31	N	 	 	 	 
11023	32	N	 	 	 	 
11023	34	N	 	 	 	 
11023	35	N	 	 	 	 
11023	36	N	 	 	 	 
11023	37	N	 	 	 	 
11023	38	N	 	 	 	 
11023	39	N	 	 	 	 
11023	40	N	 	 	 	 
11023	41	N	 	 	 	 
11023	42	N	 	 	 	 
11023	43	N	 	 	 	 
11023	45	N	 	 	 	 
11023	47	Y	N	N	N	Y
11024	1	N	 	 	 	 
11024	10	N	 	 	 	 
11024	12	N	 	 	 	 
11024	13	N	 	 	 	 
11024	14	N	 	 	 	 
11024	16	N	 	 	 	 
11024	23	N	 	 	 	 
11024	24	N	 	 	 	 
11024	25	N	 	 	 	 
11024	26	N	 	 	 	 
11024	27	N	 	 	 	 
11024	28	N	 	 	 	 
11024	29	N	 	 	 	 
11024	30	N	 	 	 	 
11024	31	N	 	 	 	 
11024	32	N	 	 	 	 
11024	34	N	 	 	 	 
11024	35	N	 	 	 	 
11024	36	N	 	 	 	 
11024	37	N	 	 	 	 
11024	38	N	 	 	 	 
11024	39	N	 	 	 	 
11024	40	N	 	 	 	 
11024	41	N	 	 	 	 
11024	42	N	 	 	 	 
11024	43	N	 	 	 	 
11024	45	N	 	 	 	 
11024	47	Y	N	N	N	Y
11025	1	N	 	 	 	 
11025	10	N	 	 	 	 
11025	12	N	 	 	 	 
11025	13	N	 	 	 	 
11025	14	N	 	 	 	 
11025	16	N	 	 	 	 
11025	23	N	 	 	 	 
11025	24	N	 	 	 	 
11025	25	N	 	 	 	 
11025	26	N	 	 	 	 
11025	27	N	 	 	 	 
11025	28	N	 	 	 	 
