CHILDCODE	HHITMIDR4	OWNITMR4	NUMOWNR4
11009	8	Y	2
11009	9	N	 
11009	10	Y	1
11009	11	Y	2
11009	12	N	 
11009	13	Y	1
11009	14	N	 
11009	15	N	 
11009	16	N	 
11009	17	N	 
11009	18	N	 
11009	19	N	 
11009	20	N	 
11010	1	Y	1
11010	2	N	 
11010	3	N	 
11010	4	Y	2
11010	5	N	 
11010	6	N	 
11010	7	Y	1
11010	8	Y	4
11010	9	N	 
11010	10	Y	2
11010	11	Y	3
11010	12	Y	1
11010	13	Y	1
11010	14	Y	1
11010	15	Y	1
11010	16	N	 
11010	17	N	 
11010	18	Y	1
11010	19	N	 
11010	20	Y	2
11011	1	Y	1
11011	2	N	 
11011	3	N	 
11011	4	Y	1
11011	5	Y	1
11011	6	N	 
11011	7	Y	2
11011	8	Y	6
11011	9	Y	1
11011	10	Y	3
11011	11	Y	2
11011	12	Y	1
11011	13	Y	2
11011	14	N	 
11011	15	Y	1
11011	16	N	 
11011	17	N	 
11011	18	N	 
11011	19	N	 
11011	20	N	 
11012	1	Y	1
11012	2	N	 
11012	3	N	 
11012	4	N	 
11012	5	Y	1
11012	6	N	 
11012	7	Y	2
11012	8	Y	4
11012	9	N	 
11012	10	Y	6
11012	11	Y	2
11012	12	Y	1
11012	13	Y	1
11012	14	N	 
11012	15	N	 
11012	16	N	 
11012	17	Y	1
11012	18	Y	1
11012	19	N	 
11012	20	N	 
11013	1	Y	1
11013	2	N	 
11013	3	N	 
11013	4	N	 
11013	5	Y	2
11013	6	N	 
11013	7	Y	1
11013	8	Y	6
11013	9	Y	1
11013	10	Y	3
11013	11	Y	3
11013	12	Y	1
11013	13	Y	1
11013	14	N	 
11013	15	N	 
11013	16	N	 
11013	17	N	 
11013	18	N	 
11013	19	N	 
11013	20	Y	2
11014	1	Y	1
11014	2	N	 
11014	3	N	 
11014	4	Y	1
11014	5	N	 
11014	6	N	 
11014	7	Y	2
11014	8	Y	4
11014	9	Y	1
11014	10	Y	6
11014	11	Y	3
11014	12	Y	1
11014	13	Y	1
11014	14	N	 
11014	15	Y	1
11014	16	N	 
11014	17	N	 
11014	18	N	 
11014	19	N	 
11014	20	N	 
11015	1	Y	1
11015	2	N	 
11015	3	N	 
11015	4	N	 
11015	5	Y	1
11015	6	N	 
11015	7	Y	2
11015	8	Y	3
11015	9	N	 
11015	10	Y	2
11015	11	Y	1
11015	12	N	 
11015	13	Y	1
11015	14	N	 
11015	15	N	 
11015	16	N	 
11015	17	N	 
11015	18	N	 
11015	19	N	 
11015	20	Y	1
11016	1	Y	1
11016	2	N	 
11016	3	N	 
11016	4	N	 
11016	5	Y	2
11016	6	N	 
11016	7	Y	2
11016	8	Y	2
11016	9	N	 
11016	10	Y	2
11016	11	Y	1
11016	12	N	 
11016	13	Y	1
11016	14	N	 
11016	15	Y	1
11016	16	N	 
11016	17	N	 
11016	18	N	 
11016	19	N	 
11016	20	Y	1
11018	1	Y	1
11018	2	N	 
11018	3	N	 
11018	4	Y	1
11018	5	Y	1
11018	6	N	 
11018	7	Y	2
11018	8	Y	4
11018	9	N	 
11018	10	Y	2
11018	11	Y	2
11018	12	N	 
11018	13	Y	1
11018	14	N	 
11018	15	N	 
11018	16	N	 
11018	17	N	 
11018	18	N	 
11018	19	N	 
11018	20	N	 
11019	1	N	 
11019	2	N	 
11019	3	N	 
11019	4	N	 
11019	5	N	 
11019	6	N	 
11019	7	Y	1
11019	8	Y	2
11019	9	N	 
11019	10	Y	1
11019	11	Y	1
11019	12	N	 
11019	13	Y	1
11019	14	N	 
11019	15	N	 
11019	16	N	 
11019	17	N	 
11019	18	N	 
11019	19	N	 
11019	20	Y	1
11021	1	Y	1
11021	2	N	 
11021	3	N	 
11021	4	N	 
11021	5	N	 
11021	6	N	 
11021	7	Y	1
11021	8	N	 
11021	9	N	 
11021	10	Y	1
11021	11	N	 
11021	12	N	 
11021	13	Y	1
11021	14	N	 
11021	15	N	 
11021	16	N	 
11021	17	N	 
11021	18	N	 
11021	19	N	 
11021	20	N	 
11022	1	Y	1
11022	2	N	 
11022	3	N	 
11022	4	Y	2
11022	5	Y	2
11022	6	Y	1
11022	7	Y	4
11022	8	Y	10
11022	9	N	 
11022	10	Y	6
11022	11	Y	6
11022	12	Y	1
11022	13	Y	1
11022	14	Y	1
11022	15	Y	1
11022	16	N	 
11022	17	N	 
11022	18	N	 
11022	19	N	 
11022	20	Y	3
11023	1	Y	1
11023	2	N	 
11023	3	N	 
11023	4	N	 
11023	5	Y	1
11023	6	N	 
11023	7	Y	2
11023	8	Y	2
11023	9	N	 
11023	10	Y	2
11023	11	Y	2
11023	12	N	 
11023	13	Y	1
11023	14	N	 
11023	15	N	 
11023	16	N	 
11023	17	N	 
11023	18	N	 
11023	19	N	 
11023	20	N	 
11024	1	Y	1
11024	2	N	 
11024	3	N	 
11024	4	Y	1
11024	5	Y	1
11024	6	N	 
11024	7	Y	2
11024	8	Y	3
11024	9	N	 
11024	10	Y	2
11024	11	Y	4
11024	12	N	 
11024	13	Y	1
11024	14	N	 
11024	15	N	 
11024	16	N	 
11024	17	N	 
11024	18	N	 
11024	19	N	 
11024	20	N	 
11025	1	Y	1
11025	2	N	 
11025	3	N	 
11025	4	Y	1
11025	5	Y	1
11025	6	N	 
11025	7	Y	2
11025	8	Y	4
11025	9	Y	1
11025	10	Y	2
11025	11	Y	2
11025	12	Y	1
11025	13	Y	1
11025	14	N	 
11025	15	Y	1
11025	16	N	 
11025	17	N	 
11025	18	N	 
11025	19	N	 
11025	20	Y	2
11026	1	Y	1
11026	2	N	 
11026	3	N	 
11026	4	Y	1
11026	5	N	 
11026	6	N	 
11026	7	Y	2
11026	8	Y	2
11026	9	Y	2
11026	10	Y	4
11026	11	Y	2
11026	12	Y	1
11026	13	Y	1
11026	14	N	 
11026	15	N	 
11026	16	N	 
11026	17	N	 
11026	18	N	 
11026	19	N	 
11026	20	N	 
11027	1	Y	1
11027	2	N	 
11027	3	N	 
11027	4	Y	2
11027	5	Y	1
11027	6	Y	1
11027	7	Y	3
11027	8	Y	3
11027	9	N	 
11027	10	Y	5
11027	11	Y	3
11027	12	Y	1
11027	13	Y	1
11027	14	Y	1
11027	15	Y	1
11027	16	Y	1
11027	17	N	 
11027	18	Y	1
11027	19	N	 
11027	20	Y	3
11029	1	Y	1
11029	2	N	 
11029	3	N	 
11029	4	N	 
11029	5	Y	1
11029	6	N	 
11029	7	Y	1
11029	8	Y	6
11029	9	N	 
11029	10	Y	3
11029	11	Y	3
11029	12	Y	1
11029	13	Y	1
11029	14	N	 
11029	15	N	 
11029	16	N	 
11029	17	N	 
11029	18	Y	1
11029	19	N	 
11029	20	Y	2
11030	1	Y	1
11030	2	N	 
11030	3	N	 
11030	4	Y	1
11030	5	Y	1
11030	6	N	 
11030	7	Y	1
11030	8	Y	4
11030	9	N	 
11030	10	Y	2
11030	11	Y	1
11030	12	N	 
11030	13	Y	1
11030	14	N	 
11030	15	N	 
11030	16	N	 
11030	17	N	 
11030	18	N	 
11030	19	N	 
11030	20	N	 
11031	1	Y	1
11031	2	N	 
11031	3	N	 
11031	4	N	 
11031	5	Y	1
11031	6	N	 
11031	7	Y	1
11031	8	Y	3
11031	9	N	 
11031	10	Y	1
11031	11	Y	1
11031	12	N	 
11031	13	Y	1
11031	14	N	 
11031	15	N	 
11031	16	N	 
11031	17	N	 
11031	18	N	 
11031	19	N	 
11031	20	N	 
11032	1	Y	1
11032	2	N	 
11032	3	N	 
11032	4	N	 
11032	5	N	 
11032	6	N	 
11032	7	Y	2
11032	8	Y	4
11032	9	N	 
11032	10	Y	2
11032	11	Y	2
11032	12	Y	2
11032	13	Y	1
11032	14	N	 
11032	15	N	 
11032	16	N	 
11032	17	N	 
11032	18	N	 
11032	19	N	 
11032	20	Y	2
11034	1	Y	1
11034	2	N	 
11034	3	N	 
11034	4	Y	1
11034	5	N	 
11034	6	Y	1
11034	7	Y	2
11034	8	Y	10
11034	9	Y	2
11034	10	Y	5
11034	11	Y	3
11034	12	Y	1
11034	13	Y	1
11034	14	Y	1
11034	15	N	 
11034	16	N	 
11034	17	Y	1
11034	18	Y	1
11034	19	N	 
11034	20	N	 
11035	1	Y	1
11035	2	N	 
11035	3	N	 
11035	4	N	 
11035	5	Y	1
11035	6	N	 
11035	7	Y	3
11035	8	Y	20
11035	9	N	 
11035	10	Y	5
11035	11	Y	2
11035	12	Y	1
11035	13	Y	1
11035	14	N	 
11035	15	Y	1
11035	16	N	 
11035	17	N	 
11035	18	N	 
11035	19	N	 
11035	20	Y	3
11036	1	Y	1
11036	2	N	 
11036	3	N	 
11036	4	Y	1
11036	5	Y	1
11036	6	N	 
11036	7	Y	1
11036	8	Y	2
11036	9	N	 
11036	10	Y	2
11036	11	Y	2
11036	12	N	 
11036	13	Y	1
11036	14	N	 
11036	15	N	 
11036	16	N	 
11036	17	N	 
11036	18	N	 
11036	19	N	 
11036	20	N	 
11037	1	Y	1
11037	2	N	 
11037	3	N	 
11037	4	Y	1
11037	5	N	 
11037	6	N	 
11037	7	Y	1
11037	8	Y	3
11037	9	N	 
11037	10	Y	2
11037	11	Y	2
11037	12	Y	1
11037	13	Y	2
11037	14	Y	1
11037	15	Y	1
11037	16	N	 
11037	17	N	 
11037	18	N	 
11037	19	N	 
11037	20	N	 
11038	1	Y	1
11038	2	N	 
11038	3	N	 
11038	4	Y	1
11038	5	N	 
11038	6	N	 
11038	7	Y	2
11038	8	Y	2
11038	9	N	 
11038	10	Y	2
11038	11	Y	2
11038	12	Y	1
11038	13	Y	1
11038	14	Y	1
11038	15	Y	1
11038	16	N	 
11038	17	N	 
11038	18	N	 
11038	19	N	 
11038	20	N	 
11039	1	Y	1
11039	2	N	 
11039	3	N	 
11039	4	N	 
11039	5	Y	1
11039	6	N	 
11039	7	Y	1
11039	8	Y	2
11039	9	N	 
11039	10	Y	1
11039	11	Y	2
11039	12	N	 
11039	13	Y	1
11039	14	N	 
11039	15	Y	1
11039	16	N	 
11039	17	N	 
11039	18	N	 
11039	19	N	 
11039	20	N	 
11040	1	Y	1
11040	2	Y	1
11040	3	N	 
11040	4	N	 
11040	5	Y	1
11040	6	N	 
11040	7	Y	1
11040	8	Y	4
11040	9	N	 
11040	10	Y	4
11040	11	Y	2
11040	12	Y	1
11040	13	Y	1
11040	14	N	 
11040	15	Y	1
11040	16	N	 
11040	17	N	 
11040	18	Y	1
11040	19	N	 
11040	20	Y	2
11041	1	Y	1
11041	2	N	 
11041	3	N	 
11041	4	Y	2
11041	5	Y	1
11041	6	N	 
11041	7	Y	3
11041	8	Y	6
11041	9	N	 
11041	10	Y	3
11041	11	Y	2
11041	12	Y	1
11041	13	Y	1
11041	14	N	 
11041	15	Y	1
11041	16	N	 
11041	17	N	 
11041	18	Y	1
11041	19	N	 
11041	20	Y	1
11042	1	Y	1
11042	2	N	 
11042	3	N	 
11042	4	N	 
11042	5	Y	2
11042	6	N	 
11042	7	Y	1
11042	8	Y	4
11042	9	N	 
11042	10	Y	1
11042	11	Y	3
11042	12	N	 
11042	13	Y	1
11042	14	N	 
11042	15	N	 
11042	16	N	 
11042	17	N	 
11042	18	N	 
11042	19	N	 
11042	20	N	 
11043	1	Y	3
11043	2	N	 
11043	3	Y	1
11043	4	Y	2
11043	5	N	 
11043	6	Y	1
11043	7	Y	4
11043	8	Y	12
11043	9	Y	2
11043	10	Y	8
11043	11	Y	6
11043	12	Y	2
11043	13	Y	2
11043	14	Y	1
11043	15	Y	2
11043	16	N	 
11043	17	N	 
11043	18	Y	1
11043	19	N	 
11043	20	Y	4
11044	1	Y	1
11044	2	N	 
11044	3	N	 
11044	4	N	 
11044	5	Y	1
11044	6	N	 
11044	7	Y	2
11044	8	Y	3
11044	9	N	 
11044	10	Y	2
11044	11	Y	1
11044	12	N	 
11044	13	N	 
11044	14	N	 
11044	15	N	 
11044	16	N	 
11044	17	N	 
11044	18	N	 
11044	19	N	 
11044	20	N	 
11045	1	Y	1
11045	2	N	 
11045	3	N	 
11045	4	N	 
11045	5	Y	1
11045	6	N	 
11045	7	Y	2
11045	8	Y	4
11045	9	N	 
11045	10	Y	2
11045	11	Y	2
11045	12	Y	1
11045	13	Y	1
11045	14	N	 
11045	15	N	 
11045	16	N	 
11045	17	N	 
11045	18	N	 
11045	19	N	 
11045	20	Y	1
11046	1	Y	1
11046	2	N	 
11046	3	N	 
11046	4	N	 
11046	5	Y	1
11046	6	N	 
11046	7	Y	1
11046	8	Y	2
11046	9	N	 
11046	10	Y	1
11046	11	Y	2
11046	12	N	 
11046	13	Y	1
11046	14	N	 
11046	15	N	 
11046	16	N	 
11046	17	N	 
11046	18	N	 
11046	19	N	 
11046	20	Y	1
11047	1	Y	1
11047	2	N	 
11047	3	N	 
11047	4	N	 
11047	5	Y	2
11047	6	N	 
11047	7	Y	2
11047	8	Y	3
11047	9	N	 
11047	10	Y	3
11047	11	Y	2
11047	12	Y	1
11047	13	Y	1
11047	14	N	 
11047	15	N	 
11047	16	N	 
11047	17	N	 
11047	18	N	 
11047	19	N	 
11047	20	N	 
11048	1	Y	1
11048	2	N	 
11048	3	N	 
11048	4	N	 
11048	5	Y	1
11048	6	N	 
11048	7	Y	2
11048	8	Y	4
11048	9	N	 
11048	10	Y	2
11048	11	Y	2
11048	12	N	 
11048	13	Y	1
11048	14	Y	1
11048	15	N	 
11048	16	N	 
11048	17	N	 
11048	18	N	 
11048	19	N	 
11048	20	Y	2
11049	1	Y	1
11049	2	N	 
11049	3	N	 
11049	4	Y	1
11049	5	N	 
11049	6	N	 
11049	7	Y	1
11049	8	Y	2
11049	9	N	 
11049	10	Y	2
11049	11	Y	2
11049	12	Y	1
11049	13	Y	1
11049	14	N	 
11049	15	N	 
11049	16	N	 
11049	17	N	 
11049	18	N	 
11049	19	N	 
11049	20	N	 
11050	1	Y	1
11050	2	N	 
11050	3	N	 
11050	4	Y	2
11050	5	Y	1
11050	6	N	 
11050	7	Y	2
11050	8	Y	4
11050	9	N	 
11050	10	Y	3
11050	11	Y	2
11050	12	Y	1
11050	13	Y	1
11050	14	N	 
11050	15	N	 
11050	16	N	 
11050	17	N	 
11050	18	N	 
11050	19	N	 
11050	20	Y	2
21001	1	Y	1
21001	2	N	 
21001	3	N	 
21001	4	N	 
21001	5	Y	1
21001	6	N	 
21001	7	Y	2
21001	8	Y	2
21001	9	N	 
21001	10	Y	1
21001	11	Y	2
21001	12	N	 
21001	13	N	 
21001	14	N	 
21001	15	N	 
21001	16	N	 
21001	17	N	 
21001	18	N	 
21001	19	N	 
21001	20	N	 
21002	1	N	 
21002	2	N	 
21002	3	N	 
21002	4	N	 
21002	5	N	 
21002	6	N	 
21002	7	Y	2
21002	8	Y	2
21002	9	N	 
21002	10	Y	1
21002	11	Y	3
21002	12	N	 
21002	13	N	 
21002	14	N	 
21002	15	N	 
21002	16	N	 
21002	17	N	 
21002	18	N	 
21002	19	N	 
21002	20	N	 
21003	1	N	 
21003	2	N	 
21003	3	N	 
21003	4	N	 
21003	5	Y	1
21003	6	N	 
21003	7	Y	1
21003	8	Y	2
21003	9	N	 
21003	10	N	 
21003	11	N	 
21003	12	N	 
21003	13	N	 
21003	14	N	 
21003	15	N	 
21003	16	N	 
21003	17	N	 
21003	18	N	 
21003	19	N	 
21003	20	N	 
21004	1	Y	1
21004	2	N	 
21004	3	N	 
21004	4	Y	1
21004	5	Y	1
21004	6	N	 
21004	7	Y	1
21004	8	N	 
21004	9	N	 
21004	10	N	 
21004	11	Y	3
21004	12	N	 
21004	13	N	 
21004	14	N	 
21004	15	N	 
21004	16	N	 
21004	17	N	 
21004	18	N	 
21004	19	N	 
21004	20	N	 
21005	1	N	 
21005	2	N	 
21005	3	N	 
21005	4	N	 
21005	5	N	 
21005	6	N	 
21005	7	Y	1
21005	8	Y	4
21005	9	N	 
21005	10	N	 
21005	11	Y	3
21005	12	N	 
21005	13	N	 
21005	14	N	 
21005	15	N	 
21005	16	N	 
21005	17	N	 
21005	18	N	 
21005	19	N	 
21005	20	N	 
21006	1	N	 
21006	2	N	 
21006	3	N	 
21006	4	N	 
21006	5	N	 
21006	6	N	 
21006	7	Y	1
21006	8	Y	3
21006	9	N	 
21006	10	N	 
21006	11	Y	1
21006	12	N	 
21006	13	N	 
21006	14	N	 
21006	15	N	 
21006	16	N	 
21006	17	N	 
21006	18	N	 
21006	19	N	 
21006	20	N	 
21007	1	Y	1
21007	2	N	 
21007	3	N	 
21007	4	N	 
21007	5	N	 
21007	6	N	 
21007	7	N	 
21007	8	Y	4
21007	9	Y	1
21007	10	Y	2
21007	11	Y	2
21007	12	N	 
21007	13	N	 
21007	14	N	 
21007	15	N	 
21007	16	N	 
21007	17	N	 
21007	18	N	 
21007	19	N	 
21007	20	N	 
21008	1	Y	1
21008	2	N	 
21008	3	N	 
21008	4	Y	1
21008	5	N	 
21008	6	Y	1
21008	7	Y	1
21008	8	Y	5
21008	9	Y	1
21008	10	Y	3
21008	11	Y	2
21008	12	N	 
21008	13	Y	1
21008	14	N	 
21008	15	N	 
21008	16	N	 
21008	17	N	 
21008	18	Y	1
21008	19	N	 
21008	20	N	 
21009	1	N	 
21009	2	N	 
21009	3	N	 
21009	4	N	 
21009	5	Y	2
21009	6	N	 
21009	7	Y	1
21009	8	Y	2
21009	9	N	 
21009	10	Y	1
21009	11	N	 
21009	12	N	 
21009	13	N	 
21009	14	N	 
21009	15	N	 
21009	16	N	 
21009	17	N	 
21009	18	N	 
21009	19	N	 
21009	20	N	 
21010	1	N	 
21010	2	N	 
21010	3	N	 
21010	4	N	 
21010	5	Y	1
21010	6	N	 
21010	7	N	 
21010	8	Y	2
21010	9	N	 
21010	10	N	 
21010	11	Y	1
21010	12	N	 
21010	13	N	 
21010	14	N	 
21010	15	N	 
21010	16	N	 
21010	17	N	 
21010	18	N	 
21010	19	N	 
21010	20	N	 
21011	1	Y	1
21011	2	N	 
21011	3	N	 
21011	4	Y	1
21011	5	N	 
21011	6	N	 
21011	7	N	 
21011	8	Y	6
21011	9	Y	2
21011	10	Y	2
21011	11	Y	3
21011	12	Y	1
21011	13	Y	1
21011	14	N	 
21011	15	N	 
21011	16	N	 
21011	17	N	 
21011	18	N	 
21011	19	N	 
21011	20	N	 
21012	1	N	 
21012	2	N	 
21012	3	N	 
21012	4	N	 
21012	5	N	 
21012	6	N	 
21012	7	Y	1
21012	8	N	 
21012	9	N	 
21012	10	N	 
21012	11	Y	2
21012	12	N	 
21012	13	N	 
21012	14	N	 
21012	15	N	 
21012	16	N	 
21012	17	N	 
21012	18	N	 
21012	19	N	 
21012	20	N	 
21013	1	Y	1
21013	2	N	 
21013	3	N	 
21013	4	N	 
21013	5	Y	1
21013	6	N	 
21013	7	Y	1
21013	8	Y	2
21013	9	N	 
21013	10	Y	1
21013	11	Y	4
21013	12	N	 
21013	13	N	 
21013	14	N	 
21013	15	N	 
21013	16	N	 
21013	17	N	 
21013	18	N	 
21013	19	N	 
21013	20	N	 
21014	1	Y	1
21014	2	N	 
21014	3	N	 
21014	4	N	 
21014	5	N	 
21014	6	N	 
21014	7	Y	2
21014	8	Y	4
21014	9	N	 
21014	10	Y	2
21014	11	Y	4
21014	12	N	 
21014	13	Y	1
21014	14	N	 
21014	15	Y	1
21014	16	N	 
21014	17	N	 
21014	18	N	 
21014	19	N	 
21014	20	N	 
21015	1	N	 
21015	2	N	 
21015	3	N	 
21015	4	N	 
21015	5	Y	1
21015	6	N	 
21015	7	Y	1
21015	8	Y	2
21015	9	N	 
21015	10	Y	2
21015	11	Y	1
21015	12	N	 
21015	13	N	 
21015	14	N	 
21015	15	N	 
21015	16	N	 
21015	17	N	 
21015	18	N	 
21015	19	N	 
21015	20	N	 
21016	1	Y	1
21016	2	N	 
21016	3	N	 
21016	4	N	 
21016	5	Y	1
21016	6	N	 
21016	7	Y	2
21016	8	Y	2
21016	9	N	 
21016	10	N	 
21016	11	Y	2
21016	12	N	 
21016	13	N	 
21016	14	N	 
21016	15	N	 
21016	16	N	 
21016	17	N	 
21016	18	N	 
21016	19	N	 
21016	20	N	 
21017	1	N	 
21017	2	N	 
21017	3	N	 
21017	4	N	 
21017	5	N	 
21017	6	N	 
21017	7	Y	1
21017	8	Y	6
21017	9	Y	1
21017	10	Y	1
21017	11	Y	5
21017	12	N	 
21017	13	N	 
21017	14	N	 
21017	15	N	 
21017	16	N	 
21017	17	N	 
21017	18	N	 
21017	19	N	 
21017	20	N	 
21018	1	Y	1
21018	2	N	 
21018	3	N	 
21018	4	Y	1
21018	5	Y	1
21018	6	N	 
21018	7	Y	1
21018	8	Y	8
21018	9	N	 
21018	10	Y	2
21018	11	Y	5
21018	12	N	 
21018	13	N	 
21018	14	N	 
21018	15	N	 
21018	16	N	 
21018	17	N	 
21018	18	N	 
21018	19	N	 
21018	20	N	 
21019	1	N	 
21019	2	N	 
21019	3	N	 
21019	4	N	 
21019	5	N	 
21019	6	N	 
21019	7	N	 
21019	8	Y	2
21019	9	N	 
21019	10	N	 
21019	11	Y	2
21019	12	N	 
21019	13	N	 
21019	14	N	 
21019	15	N	 
21019	16	N	 
21019	17	N	 
21019	18	N	 
21019	19	N	 
21019	20	N	 
21020	1	Y	1
21020	2	N	 
21020	3	N	 
21020	4	N	 
21020	5	Y	1
21020	6	N	 
21020	7	Y	1
21020	8	Y	2
21020	9	N	 
21020	10	Y	2
21020	11	Y	3
21020	12	N	 
21020	13	Y	1
21020	14	N	 
21020	15	N	 
21020	16	N	 
21020	17	N	 
21020	18	N	 
21020	19	N	 
21020	20	N	 
21021	1	Y	1
21021	2	N	 
21021	3	N	 
21021	4	N	 
21021	5	Y	1
21021	6	N	 
21021	7	Y	4
21021	8	Y	2
21021	9	N	 
21021	10	Y	1
21021	11	Y	2
21021	12	N	 
21021	13	N	 
21021	14	N	 
21021	15	N	 
21021	16	N	 
21021	17	N	 
21021	18	N	 
21021	19	N	 
21021	20	N	 
21022	1	Y	1
21022	2	N	 
21022	3	N	 
21022	4	N	 
21022	5	Y	1
21022	6	N	 
21022	7	Y	1
21022	8	Y	3
21022	9	N	 
21022	10	Y	2
21022	11	Y	4
21022	12	N	 
21022	13	N	 
21022	14	N	 
21022	15	N	 
21022	16	N	 
21022	17	N	 
21022	18	N	 
21022	19	N	 
21022	20	N	 
21023	1	Y	1
21023	2	N	 
21023	3	N	 
21023	4	N	 
21023	5	Y	1
21023	6	N	 
21023	7	Y	2
21023	8	Y	5
21023	9	N	 
21023	10	Y	1
21023	11	Y	3
21023	12	N	 
21023	13	Y	1
21023	14	N	 
21023	15	N	 
21023	16	N	 
21023	17	N	 
21023	18	N	 
21023	19	N	 
21023	20	N	 
21024	1	Y	1
21024	2	N	 
21024	3	N	 
21024	4	Y	1
21024	5	Y	1
21024	6	N	 
21024	7	Y	2
21024	8	Y	4
21024	9	N	 
21024	10	Y	2
21024	11	Y	4
21024	12	N	 
21024	13	Y	1
21024	14	N	 
21024	15	N	 
21024	16	N	 
21024	17	N	 
21024	18	N	 
21024	19	N	 
21024	20	N	 
21025	1	Y	1
21025	2	N	 
21025	3	N	 
21025	4	N	 
21025	5	Y	1
21025	6	N	 
21025	7	Y	1
21025	8	Y	3
21025	9	N	 
21025	10	Y	1
21025	11	Y	2
21025	12	N	 
21025	13	Y	1
21025	14	N	 
21025	15	N	 
21025	16	N	 
21025	17	N	 
21025	18	N	 
21025	19	N	 
21025	20	N	 
21026	1	Y	1
21026	2	N	 
21026	3	N	 
21026	4	N	 
21026	5	Y	1
21026	6	N	 
21026	7	N	 
21026	8	Y	3
21026	9	N	 
21026	10	Y	1
21026	11	Y	2
21026	12	N	 
21026	13	N	 
21026	14	N	 
21026	15	N	 
21026	16	N	 
21026	17	N	 
21026	18	N	 
21026	19	N	 
21026	20	N	 
21027	1	Y	1
21027	2	N	 
21027	3	N	 
21027	4	Y	1
21027	5	Y	1
21027	6	N	 
21027	7	Y	2
21027	8	Y	6
21027	9	N	 
21027	10	Y	3
21027	11	Y	3
21027	12	Y	1
21027	13	Y	1
21027	14	N	 
21027	15	N	 
21027	16	N	 
21027	17	N	 
21027	18	N	 
21027	19	N	 
21027	20	N	 
21028	1	Y	1
21028	2	Y	1
21028	3	Y	1
21028	4	Y	1
21028	5	Y	1
21028	6	Y	1
21028	7	Y	1
21028	8	Y	7
21028	9	Y	2
21028	10	Y	5
21028	11	Y	2
21028	12	Y	2
21028	13	Y	1
21028	14	Y	1
21028	15	Y	1
21028	16	N	 
21028	17	N	 
21028	18	Y	1
21028	19	N	 
21028	20	N	 
21029	1	Y	1
21029	2	Y	1
21029	3	N	 
