CHILDCODE	IMEVIDR4	RKEVR4	LOSS10R4	LOSS11R4	LOSS12R4	LOSS13R4	RESEVR41	RESEVR42	RESEVR43
51035	1	38	 	2	 	 	16	18	7
51035	2	47	 	 	 	2	2	7	88
51035	3	88	 	 	 	 	 	 	 
51036	1	37	 	 	 	3	16	88	 
51036	2	88	 	 	 	 	 	 	 
51036	3	88	 	 	 	 	 	 	 
51037	1	42	 	 	4	 	23	88	 
51037	2	14	 	4	 	 	17	9	88
51037	3	88	 	 	 	 	 	 	 
51038	1	34	 	 	 	2	16	88	 
51038	2	88	 	 	 	 	 	 	 
51038	3	88	 	 	 	 	 	 	 
51039	1	88	 	 	 	 	 	 	 
51039	2	88	 	 	 	 	 	 	 
51039	3	88	 	 	 	 	 	 	 
51040	1	37	 	 	 	2	9	88	 
51040	2	47	 	 	2	2	2	88	 
51040	3	88	 	 	 	 	 	 	 
51041	1	36	 	 	2	 	16	18	88
51041	2	25	 	2	 	2	18	88	 
51041	3	29	 	 	 	2	18	88	 
51042	1	45	 	 	4	 	9	16	88
51042	2	88	 	 	 	 	 	 	 
51042	3	88	 	 	 	 	 	 	 
51043	1	37	 	 	 	2	16	88	 
51043	2	42	 	 	2	3	18	16	88
51043	3	38	 	 	2	 	16	88	 
51044	1	42	 	 	 	2	9	88	 
51044	2	47	 	 	2	2	2	88	 
51044	3	88	 	 	 	 	 	 	 
51045	1	88	 	 	 	 	 	 	 
51045	2	88	 	 	 	 	 	 	 
51045	3	88	 	 	 	 	 	 	 
51046	1	37	 	 	3	 	16	18	88
51046	2	25	 	 	 	2	10	18	88
51046	3	88	 	 	 	 	 	 	 
51047	1	37	 	2	2	2	6	2	88
51047	2	88	 	 	 	 	 	 	 
51047	3	88	 	 	 	 	 	 	 
51048	1	25	 	3	 	 	10	16	88
51048	2	39	 	 	2	 	16	18	88
51048	3	41	 	 	 	2	17	16	88
51049	1	25	 	 	3	 	10	17	88
51049	2	88	 	 	 	 	 	 	 
51049	3	88	 	 	 	 	 	 	 
51050	1	34	4	 	 	 	8	18	88
51050	2	38	 	 	 	4	8	18	88
51050	3	88	 	 	 	 	 	 	 
61001	1	36	 	 	4	 	18	16	88
61001	2	29	 	 	4	 	10	18	88
61001	3	31	 	 	3	 	16	88	 
61002	1	29	 	4	 	 	16	10	88
61002	2	31	 	 	3	 	16	88	 
61002	3	12	 	 	3	 	2	88	 
61003	1	14	 	 	4	 	19	88	 
61003	2	29	 	 	2	 	19	9	22
61003	3	13	 	 	 	2	19	88	 
61004	1	45	 	4	 	 	27	88	 
61004	2	88	 	 	 	 	 	 	 
61004	3	88	 	 	 	 	 	 	 
61005	1	29	 	 	2	 	9	88	 
61005	2	14	 	2	 	 	10	88	 
61005	3	47	 	 	 	2	2	88	 
61006	1	39	 	 	 	2	7	88	 
61006	2	88	 	 	 	 	 	 	 
61006	3	88	 	 	 	 	 	 	 
61007	1	47	 	 	2	2	88	 	 
61007	2	88	 	 	 	 	 	 	 
61007	3	88	 	 	 	 	 	 	 
61008	1	45	 	 	 	1	18	19	88
61008	2	88	 	 	 	 	 	 	 
61008	3	88	 	 	 	 	 	 	 
61009	1	42	 	2	2	2	19	16	17
61009	2	41	 	2	 	2	16	2	18
61009	3	24	 	 	 	2	18	16	88
61010	1	14	 	 	4	3	7	88	 
61010	2	37	 	2	2	2	16	21	88
61010	3	41	 	 	2	 	16	17	88
61011	1	45	 	3	 	 	16	2	18
61011	2	47	 	 	 	2	18	2	7
61011	3	88	 	 	 	 	 	 	 
61012	1	39	 	4	 	 	16	7	88
61012	2	45	 	 	 	2	16	18	88
61012	3	88	 	 	 	 	 	 	 
61013	1	14	 	 	4	 	16	18	88
61013	2	41	 	 	 	3	20	88	 
61013	3	88	 	 	 	 	 	 	 
61014	1	39	 	 	2	 	16	88	 
61014	2	88	 	 	 	 	 	 	 
61014	3	88	 	 	 	 	 	 	 
61015	1	25	 	4	 	 	10	16	88
61015	2	24	3	 	2	 	16	18	88
61015	3	36	 	 	3	 	16	88	 
61016	1	25	 	4	 	 	10	16	88
61016	2	24	3	 	2	 	16	18	88
61016	3	88	 	 	 	 	 	 	 
61017	1	25	 	 	4	 	1	7	88
61017	2	88	 	 	 	 	 	 	 
61017	3	88	 	 	 	 	 	 	 
61018	1	25	 	3	2	 	1	88	 
61018	2	88	 	 	 	 	 	 	 
61018	3	88	 	 	 	 	 	 	 
61019	1	29	 	 	2	 	9	88	 
61019	2	47	 	 	 	2	2	88	 
61019	3	88	 	 	 	 	 	 	 
61020	1	42	 	 	4	 	16	2	88
61020	2	88	 	 	 	 	 	 	 
61020	3	88	 	 	 	 	 	 	 
61021	1	14	 	 	4	 	21	16	88
61021	2	37	4	 	 	 	18	2	88
61021	3	88	 	 	 	 	 	 	 
61022	1	47	 	 	3	3	2	88	 
61022	2	88	 	 	 	 	 	 	 
61022	3	88	 	 	 	 	 	 	 
61023	1	37	 	4	 	 	9	17	88
61023	2	36	 	 	 	2	18	2	88
61023	3	88	 	 	 	 	 	 	 
61024	1	36	4	4	 	 	16	19	88
61024	2	29	2	 	 	 	16	88	 
61024	3	88	 	 	 	 	 	 	 
61025	1	47	 	 	 	2	2	88	 
61025	2	88	 	 	 	 	 	 	 
61025	3	88	 	 	 	 	 	 	 
61026	1	36	 	 	4	 	7	88	 
61026	2	88	 	 	 	 	 	 	 
61026	3	88	 	 	 	 	 	 	 
61027	1	38	 	 	 	2	7	88	 
61027	2	88	 	 	 	 	 	 	 
61027	3	88	 	 	 	 	 	 	 
61028	1	45	4	 	 	 	19	88	 
61028	2	47	 	 	2	 	2	88	 
61028	3	88	 	 	 	 	 	 	 
61029	1	25	 	 	3	 	10	16	88
61029	2	24	 	 	 	2	16	88	 
61029	3	28	 	2	 	 	18	88	 
61030	1	39	 	 	4	 	21	16	88
61030	2	29	 	2	 	 	2	18	88
61030	3	88	 	 	 	 	 	 	 
61031	1	25	 	 	4	 	21	16	88
61031	2	41	 	3	 	2	18	16	17
61031	3	38	 	 	 	3	2	18	16
61032	1	14	 	 	2	 	9	88	 
61032	2	29	 	 	2	 	13	88	 
61032	3	47	 	 	 	2	2	88	 
61033	1	36	 	 	 	4	2	16	88
61033	2	25	 	 	2	 	21	2	88
61033	3	41	 	2	 	 	16	17	18
61034	1	47	 	 	 	2	18	88	 
61034	2	88	 	 	 	 	 	 	 
61034	3	88	 	 	 	 	 	 	 
61035	1	25	4	 	2	 	10	16	88
61035	2	38	 	 	 	3	16	88	 
61035	3	24	 	2	 	 	18	88	 
61036	1	25	 	2	2	2	18	16	2
61036	2	41	2	 	2	 	2	16	17
61036	3	47	 	 	 	2	18	17	2
61037	1	24	 	 	2	 	7	88	 
61037	2	38	 	2	 	 	16	88	 
61037	3	16	 	 	 	2	18	7	88
61038	1	29	2	 	 	2	18	88	 
61038	2	88	 	 	 	 	 	 	 
61038	3	88	 	 	 	 	 	 	 
61039	1	39	 	3	 	 	9	88	 
61039	2	47	 	 	2	2	2	88	 
61039	3	88	 	 	 	 	 	 	 
61040	1	45	 	 	4	 	17	88	 
61040	2	88	 	 	 	 	 	 	 
61040	3	88	 	 	 	 	 	 	 
61041	1	29	3	2	 	 	2	88	 
61041	2	88	 	 	 	 	 	 	 
61041	3	88	 	 	 	 	 	 	 
61042	1	39	4	 	 	 	16	88	 
61042	2	88	 	 	 	 	 	 	 
61042	3	88	 	 	 	 	 	 	 
61043	1	14	 	4	 	 	7	88	 
61043	2	88	 	 	 	 	 	 	 
61043	3	88	 	 	 	 	 	 	 
61044	1	36	 	2	 	 	16	18	88
61044	2	88	 	 	 	 	 	 	 
61044	3	88	 	 	 	 	 	 	 
61045	1	38	 	 	3	 	6	10	2
61045	2	39	 	 	3	 	6	2	12
61045	3	88	 	 	 	 	 	 	 
61046	1	45	 	4	 	 	16	6	88
61046	2	36	 	 	 	2	2	88	 
61046	3	88	 	 	 	 	 	 	 
61047	1	25	2	 	 	2	2	88	 
61047	2	31	2	 	 	 	16	88	 
61047	3	29	2	 	 	 	17	19	88
61048	1	38	 	 	 	2	9	88	 
61048	2	47	 	 	 	2	19	88	 
61048	3	88	 	 	 	 	 	 	 
61049	1	38	 	 	 	4	17	18	88
61049	2	88	 	 	 	 	 	 	 
61049	3	88	 	 	 	 	 	 	 
61050	1	45	 	 	2	 	2	16	88
61050	2	47	 	 	2	2	19	2	88
61050	3	29	2	 	 	 	2	88	 
71001	1	12	 	 	2	2	16	18	2
71001	2	42	 	 	4	4	2	16	21
71001	3	25	 	3	 	 	10	2	16
71002	1	42	 	2	 	 	18	88	 
71002	2	88	 	 	 	 	 	 	 
71002	3	88	 	 	 	 	 	 	 
71003	1	32	 	 	4	 	16	18	7
71003	2	88	 	 	 	 	 	 	 
71003	3	88	 	 	 	 	 	 	 
71004	1	47	 	 	3	4	2	88	 
71004	2	45	 	 	 	4	18	88	 
71004	3	88	 	 	 	 	 	 	 
71005	1	25	 	 	4	 	9	16	7
71005	2	39	 	 	3	 	16	7	88
71005	3	24	 	2	 	 	9	18	7
71006	1	29	 	 	3	 	9	18	88
71006	2	47	 	 	3	4	2	88	 
71006	3	88	 	 	 	 	 	 	 
71007	1	47	 	 	3	2	2	88	 
71007	2	88	 	 	 	 	 	 	 
71007	3	88	 	 	 	 	 	 	 
71008	1	29	 	2	 	 	10	2	88
71008	2	88	 	 	 	 	 	 	 
71008	3	88	 	 	 	 	 	 	 
71009	1	88	 	 	 	 	 	 	 
71009	2	88	 	 	 	 	 	 	 
71009	3	88	 	 	 	 	 	 	 
71010	1	25	4	 	 	 	10	9	7
71010	2	42	 	 	3	 	16	7	88
71010	3	24	 	2	 	 	7	88	 
71011	1	45	4	 	 	 	16	6	88
71011	2	24	 	 	2	2	16	9	88
71011	3	32	 	 	 	2	18	88	 
71012	1	88	 	 	 	 	 	 	 
71012	2	88	 	 	 	 	 	 	 
71012	3	88	 	 	 	 	 	 	 
71013	1	25	 	4	 	 	16	13	7
71013	2	24	 	 	3	 	18	7	88
71013	3	38	 	 	2	 	16	7	88
71014	1	35	4	 	 	 	16	88	 
71014	2	88	 	 	 	 	 	 	 
71014	3	88	 	 	 	 	 	 	 
71015	1	29	 	 	4	 	2	88	 
71015	2	32	 	 	 	1	7	88	 
71015	3	38	 	 	4	 	16	88	 
71016	1	25	 	3	 	 	2	9	18
71016	2	12	 	 	2	2	9	17	16
71016	3	13	 	 	3	3	2	21	18
71017	1	39	2	 	 	 	6	9	18
71017	2	28	 	2	 	 	2	21	16
71017	3	47	 	 	 	2	2	18	16
71018	1	25	 	3	 	 	2	21	6
71018	2	14	 	4	 	 	16	18	88
71018	3	45	 	 	 	2	18	16	2
71019	1	45	 	1	 	 	7	88	 
71019	2	88	 	 	 	 	 	 	 
71019	3	88	 	 	 	 	 	 	 
71020	1	25	4	 	 	 	10	18	7
71020	2	28	 	 	 	4	16	18	7
71020	3	47	 	 	 	1	2	88	 
71021	1	47	 	 	 	2	6	18	16
71021	2	45	 	 	2	 	18	2	6
71021	3	88	 	 	 	 	 	 	 
71022	1	34	 	 	4	 	25	88	 
71022	2	47	 	 	 	2	2	88	 
71022	3	88	 	 	 	 	 	 	 
71023	1	16	 	 	 	3	9	16	7
71023	2	42	 	 	 	2	18	2	7
71023	3	88	 	 	 	 	 	 	 
71024	1	29	 	4	 	 	16	9	7
71024	2	47	 	 	 	1	2	18	7
71024	3	88	 	 	 	 	 	 	 
71025	1	29	 	 	 	4	2	16	88
71025	2	25	 	 	2	 	18	88	 
71025	3	88	 	 	 	 	 	 	 
71026	1	29	4	4	 	 	6	9	88
71026	2	24	 	 	3	 	2	88	 
71026	3	13	 	 	4	 	9	88	 
71027	1	25	 	3	 	 	9	10	88
71027	2	14	2	 	 	 	2	18	17
71027	3	12	 	 	2	2	9	7	88
71028	1	38	 	 	 	2	18	88	 
71028	2	88	 	 	 	 	 	 	 
71028	3	88	 	 	 	 	 	 	 
71030	1	32	4	 	 	 	9	88	 
71030	2	38	 	 	4	 	9	88	 
71030	3	47	 	 	3	 	2	88	 
71031	1	88	 	 	 	 	 	 	 
71031	2	88	 	 	 	 	 	 	 
71031	3	88	 	 	 	 	 	 	 
71032	1	16	 	 	4	4	2	19	9
71032	2	14	 	4	 	2	2	9	16
71032	3	41	 	 	2	 	9	2	88
71033	1	24	 	3	 	 	10	9	88
71033	2	25	2	 	 	 	9	7	88
71033	3	47	 	 	 	1	2	7	88
71034	1	25	 	4	 	 	10	16	88
71034	2	24	2	 	 	 	10	9	88
71034	3	47	 	 	 	1	2	7	88
71035	1	25	4	 	 	 	16	9	7
71035	2	24	 	3	 	 	10	16	7
71035	3	47	 	 	 	1	2	18	7
71036	1	39	 	 	 	4	16	17	88
71036	2	29	 	 	3	 	18	88	 
71036	3	24	 	1	 	 	6	88	 
71038	1	25	 	 	3	 	10	16	88
71038	2	24	 	2	 	 	16	88	 
71038	3	14	 	 	 	2	7	88	 
71039	1	14	3	4	2	2	7	88	 
71039	2	30	 	 	2	 	1	7	88
71039	3	88	 	 	 	 	 	 	 
71040	1	47	 	 	3	3	16	88	 
71040	2	88	 	 	 	 	 	 	 
71040	3	88	 	 	 	 	 	 	 
71041	1	45	 	2	 	 	16	88	 
71041	2	41	 	 	2	 	9	88	 
71041	3	88	 	 	 	 	 	 	 
71042	1	47	 	 	 	2	2	88	 
71042	2	88	 	 	 	 	 	 	 
71042	3	88	 	 	 	 	 	 	 
71043	1	29	 	2	 	 	2	6	88
71043	2	12	 	 	2	2	2	9	88
71043	3	37	 	2	 	 	17	18	88
71044	1	24	4	 	 	 	10	6	88
71044	2	39	 	2	 	 	6	7	88
71044	3	28	 	 	2	 	6	88	 
71045	1	88	 	 	 	 	 	 	 
71045	2	88	 	 	 	 	 	 	 
71045	3	88	 	 	 	 	 	 	 
71046	1	28	 	 	4	 	17	88	 
71046	2	25	 	4	 	 	10	17	88
71046	3	88	 	 	 	 	 	 	 
71047	1	42	 	 	2	 	18	16	88
71047	2	88	 	 	 	 	 	 	 
71047	3	88	 	 	 	 	 	 	 
71048	1	88	 	 	 	 	 	 	 
71048	2	88	 	 	 	 	 	 	 
71048	3	88	 	 	 	 	 	 	 
71049	1	12	 	2	2	 	17	88	 
71049	2	88	 	 	 	 	 	 	 
71049	3	88	 	 	 	 	 	 	 
71050	1	45	 	 	4	 	9	88	 
71050	2	47	 	 	 	1	2	88	 
71050	3	88	 	 	 	 	 	 	 
81001	1	47	3	2	2	2	2	88	 
81001	2	88	 	 	 	 	 	 	 
81001	3	88	 	 	 	 	 	 	 
81002	1	47	2	2	2	2	2	88	 
81002	2	88	 	 	 	 	 	 	 
81002	3	88	 	 	 	 	 	 	 
81003	1	88	 	 	 	 	 	 	 
81003	2	88	 	 	 	 	 	 	 
81003	3	88	 	 	 	 	 	 	 
81004	1	88	 	 	 	 	 	 	 
81004	2	88	 	 	 	 	 	 	 
81004	3	88	 	 	 	 	 	 	 
81006	1	88	 	 	 	 	 	 	 
81006	2	88	 	 	 	 	 	 	 
81006	3	88	 	 	 	 	 	 	 
81007	1	47	4	4	4	4	2	88	 
81007	2	88	 	 	 	 	 	 	 
81007	3	88	 	 	 	 	 	 	 
81008	1	29	 	 	4	 	9	88	 
81008	2	88	 	 	 	 	 	 	 
81008	3	88	 	 	 	 	 	 	 
81009	1	88	 	 	 	 	 	 	 
81009	2	88	 	 	 	 	 	 	 
81009	3	88	 	 	 	 	 	 	 
81010	1	39	2	 	 	 	2	88	 
81010	2	88	 	 	 	 	 	 	 
81010	3	88	 	 	 	 	 	 	 
81011	1	88	 	 	 	 	 	 	 
81011	2	88	 	 	 	 	 	 	 
81011	3	88	 	 	 	 	 	 	 
81012	1	47	2	2	2	2	2	88	 
81012	2	88	 	 	 	 	 	 	 
81012	3	88	 	 	 	 	 	 	 
81013	1	39	 	 	 	4	16	88	 
81013	2	38	 	 	 	2	7	88	 
81013	3	88	 	 	 	 	 	 	 
81014	1	39	 	 	2	 	16	88	 
81014	2	88	 	 	 	 	 	 	 
81014	3	88	 	 	 	 	 	 	 
81015	1	38	 	 	 	2	9	88	 
81015	2	88	 	 	 	 	 	 	 
81015	3	88	 	 	 	 	 	 	 
81016	1	88	 	 	 	 	 	 	 
81016	2	88	 	 	 	 	 	 	 
81016	3	88	 	 	 	 	 	 	 
81017	1	29	2	 	 	 	12	22	88
81017	2	88	 	 	 	 	 	 	 
81017	3	88	 	 	 	 	 	 	 
81018	1	37	 	 	4	4	2	88	 
81018	2	88	 	 	 	 	 	 	 
81018	3	88	 	 	 	 	 	 	 
81019	1	39	 	 	3	 	8	88	 
81019	2	88	 	 	 	 	 	 	 
81019	3	88	 	 	 	 	 	 	 
81020	1	29	 	4	3	 	16	9	88
81020	2	88	 	 	 	 	 	 	 
81020	3	88	 	 	 	 	 	 	 
81021	1	88	 	 	 	 	 	 	 
81021	2	88	 	 	 	 	 	 	 
81021	3	88	 	 	 	 	 	 	 
81022	1	88	 	 	 	 	 	 	 
81022	2	88	 	 	 	 	 	 	 
81022	3	88	 	 	 	 	 	 	 
81023	1	39	4	 	 	 	9	88	 
81023	2	88	 	 	 	 	 	 	 
81023	3	88	 	 	 	 	 	 	 
81025	1	41	 	 	 	2	2	21	6
81025	2	88	 	 	 	 	 	 	 
81025	3	88	 	 	 	 	 	 	 
81027	1	14	2	 	 	 	7	88	 
81027	2	88	 	 	 	 	 	 	 
81027	3	88	 	 	 	 	 	 	 
81028	1	36	 	 	 	1	88	 	 
81028	2	88	 	 	 	 	 	 	 
81028	3	88	 	 	 	 	 	 	 
81029	1	32	2	 	 	 	2	88	 
81029	2	88	 	 	 	 	 	 	 
81029	3	88	 	 	 	 	 	 	 
81030	1	29	 	4	 	 	8	88	 
81030	2	88	 	 	 	 	 	 	 
81030	3	88	 	 	 	 	 	 	 
81031	1	88	 	 	 	 	 	 	 
81031	2	88	 	 	 	 	 	 	 
81031	3	88	 	 	 	 	 	 	 
81032	1	31	 	 	 	3	22	17	88
81032	2	88	 	 	 	 	 	 	 
81032	3	88	 	 	 	 	 	 	 
81033	1	88	 	 	 	 	 	 	 
81033	2	88	 	 	 	 	 	 	 
81033	3	88	 	 	 	 	 	 	 
81034	1	88	 	 	 	 	 	 	 
81034	2	88	 	 	 	 	 	 	 
81034	3	88	 	 	 	 	 	 	 
81035	1	88	 	 	 	 	 	 	 
81035	2	88	 	 	 	 	 	 	 
81035	3	88	 	 	 	 	 	 	 
81036	1	35	 	 	1	 	88	 	 
81036	2	88	 	 	 	 	 	 	 
81036	3	88	 	 	 	 	 	 	 
81037	1	29	 	 	4	 	16	88	 
81037	2	88	 	 	 	 	 	 	 
81037	3	88	 	 	 	 	 	 	 
81038	1	39	 	2	 	 	2	18	88
81038	2	29	3	 	 	 	2	88	 
81038	3	14	 	 	2	 	7	88	 
81039	1	29	 	 	4	 	9	16	88
81039	2	88	 	 	 	 	 	 	 
81039	3	88	 	 	 	 	 	 	 
81040	1	29	 	 	4	 	8	88	 
81040	2	88	 	 	 	 	 	 	 
81040	3	88	 	 	 	 	 	 	 
81041	1	47	 	 	2	2	2	88	 
81041	2	88	 	 	 	 	 	 	 
81041	3	88	 	 	 	 	 	 	 
81042	1	47	 	 	 	2	2	1	88
81042	2	88	 	 	 	 	 	 	 
81042	3	88	 	 	 	 	 	 	 
81043	1	14	 	 	2	 	7	88	 
81043	2	29	 	 	2	 	2	18	88
81043	3	88	 	 	 	 	 	 	 
81044	1	29	 	3	 	 	7	88	 
81044	2	88	 	 	 	 	 	 	 
81044	3	88	 	 	 	 	 	 	 
81045	1	88	 	 	 	 	 	 	 
81045	2	88	 	 	 	 	 	 	 
81045	3	88	 	 	 	 	 	 	 
81046	1	34	 	 	 	4	9	88	 
81046	2	38	 	 	3	 	9	88	 
81046	3	24	 	 	3	 	8	88	 
81047	1	35	 	 	 	4	21	9	88
81047	2	45	 	 	3	 	8	88	 
81047	3	88	 	 	 	 	 	 	 
81048	1	88	 	 	 	 	 	 	 
81048	2	88	 	 	 	 	 	 	 
81048	3	88	 	 	 	 	 	 	 
81049	1	29	 	 	4	 	7	88	 
81049	2	88	 	 	 	 	 	 	 
81049	3	88	 	 	 	 	 	 	 
81050	1	88	 	 	 	 	 	 	 
81050	2	88	 	 	 	 	 	 	 
81050	3	88	 	 	 	 	 	 	 
91001	1	88	 	 	 	 	 	 	 
91001	2	88	 	 	 	 	 	 	 
91001	3	88	 	 	 	 	 	 	 
91002	1	88	 	 	 	 	 	 	 
91002	2	88	 	 	 	 	 	 	 
91002	3	88	 	 	 	 	 	 	 
91003	1	25	 	4	 	 	9	7	88
91003	2	88	 	 	 	 	 	 	 
91003	3	88	 	 	 	 	 	 	 
91004	1	88	 	 	 	 	 	 	 
91004	2	88	 	 	 	 	 	 	 
91004	3	88	 	 	 	 	 	 	 
91005	1	14	 	 	4	 	18	88	 
91005	2	29	 	 	2	 	2	18	88
91005	3	88	 	 	 	 	 	 	 
91006	1	47	 	 	2	2	2	88	 
91006	2	24	 	 	2	 	18	25	88
91006	3	88	 	 	 	 	 	 	 
91007	1	24	 	 	2	2	1	2	9
91007	2	29	2	3	 	 	1	2	18
91007	3	47	 	 	 	3	1	2	22
91008	1	88	 	 	 	 	 	 	 
91008	2	88	 	 	 	 	 	 	 
91008	3	88	 	 	 	 	 	 	 
91009	1	37	 	 	 	4	9	88	 
91009	2	24	 	2	 	 	2	7	88
91009	3	88	 	 	 	 	 	 	 
91010	1	14	 	 	3	 	2	17	7
91010	2	24	 	3	2	3	1	2	7
91010	3	47	 	 	3	2	2	1	7
91012	1	24	 	3	 	 	2	7	88
91012	2	88	 	 	 	 	 	 	 
91012	3	88	 	 	 	 	 	 	 
91013	1	13	 	 	2	 	2	88	 
91013	2	88	 	 	 	 	 	 	 
91013	3	88	 	 	 	 	 	 	 
91014	1	39	 	3	 	 	9	88	 
91014	2	88	 	 	 	 	 	 	 
91014	3	88	 	 	 	 	 	 	 
91015	1	24	 	1	3	3	2	17	7
91015	2	30	 	 	2	 	18	2	7
91015	3	47	 	 	3	3	18	2	20
91016	1	36	 	 	3	 	2	88	 
91016	2	88	 	 	 	 	 	 	 
91016	3	88	 	 	 	 	 	 	 
91017	1	47	 	 	2	 	7	88	 
91017	2	88	 	 	 	 	 	 	 
91017	3	88	 	 	 	 	 	 	 
91018	1	14	 	 	 	4	18	88	 
91018	2	88	 	 	 	 	 	 	 
91018	3	88	 	 	 	 	 	 	 
91019	1	39	 	 	 	4	17	9	88
91019	2	29	4	 	 	 	8	88	 
91019	3	88	 	 	 	 	 	 	 
91020	1	29	 	4	 	 	9	7	88
91020	2	38	 	 	 	3	18	88	 
91020	3	47	3	3	3	3	2	7	88
91021	1	88	 	 	 	 	 	 	 
91021	2	88	 	 	 	 	 	 	 
91021	3	88	 	 	 	 	 	 	 
91022	1	88	 	 	 	 	 	 	 
91022	2	88	 	 	 	 	 	 	 
91022	3	88	 	 	 	 	 	 	 
91023	1	42	 	 	2	 	18	9	7
91023	2	47	 	 	 	2	2	9	7
91023	3	88	 	 	 	 	 	 	 
91025	1	39	 	 	4	 	11	88	 
91025	2	88	 	 	 	 	 	 	 
91025	3	88	 	 	 	 	 	 	 
91026	1	13	 	4	 	 	9	88	 
91026	2	24	2	 	 	 	6	9	88
91026	3	47	4	 	 	4	1	2	6
91027	1	88	 	 	 	 	 	 	 
91027	2	88	 	 	 	 	 	 	 
91027	3	88	 	 	 	 	 	 	 
91028	1	14	 	 	2	 	7	88	 
91028	2	88	 	 	 	 	 	 	 
91028	3	88	 	 	 	 	 	 	 
91029	1	29	2	 	 	 	2	18	6
91029	2	47	 	 	 	3	2	9	7
91029	3	88	 	 	 	 	 	 	 
91030	1	88	 	 	 	 	 	 	 
91030	2	88	 	 	 	 	 	 	 
91030	3	88	 	 	 	 	 	 	 
91033	1	36	 	 	1	 	88	 	 
91033	2	88	 	 	 	 	 	 	 
91033	3	88	 	 	 	 	 	 	 
91034	1	47	 	 	2	2	2	18	88
91034	2	88	 	 	 	 	 	 	 
91034	3	88	 	 	 	 	 	 	 
91036	1	34	4	 	 	 	2	88	 
91036	2	88	 	 	 	 	 	 	 
91036	3	88	 	 	 	 	 	 	 
91037	1	36	2	 	 	 	9	7	88
91037	2	88	 	 	 	 	 	 	 
91037	3	88	 	 	 	 	 	 	 
91039	1	14	 	 	 	4	9	7	88
91039	2	88	 	 	 	 	 	 	 
91039	3	88	 	 	 	 	 	 	 
91040	1	88	 	 	 	 	 	 	 
91040	2	88	 	 	 	 	 	 	 
91040	3	88	 	 	 	 	 	 	 
91041	1	29	 	 	4	 	19	88	 
91041	2	88	 	 	 	 	 	 	 
91041	3	88	 	 	 	 	 	 	 
91042	1	14	 	2	 	 	2	88	 
91042	2	88	 	 	 	 	 	 	 
91042	3	88	 	 	 	 	 	 	 
91043	1	37	 	 	2	 	2	88	 
91043	2	88	 	 	 	 	 	 	 
91043	3	88	 	 	 	 	 	 	 
91044	1	88	 	 	 	 	 	 	 
91044	2	88	 	 	 	 	 	 	 
91044	3	88	 	 	 	 	 	 	 
91045	1	88	 	 	 	 	 	 	 
91045	2	88	 	 	 	 	 	 	 
91045	3	88	 	 	 	 	 	 	 
91046	1	29	 	 	 	4	9	88	 
91046	2	88	 	 	 	 	 	 	 
91046	3	88	 	 	 	 	 	 	 
91047	1	24	 	 	2	 	2	88	 
91047	2	47	 	 	2	 	2	20	88
91047	3	88	 	 	 	 	 	 	 
91049	1	88	 	 	 	 	 	 	 
91049	2	88	 	 	 	 	 	 	 
91049	3	88	 	 	 	 	 	 	 
91050	1	88	 	 	 	 	 	 	 
91050	2	88	 	 	 	 	 	 	 
91050	3	88	 	 	 	 	 	 	 
101001	1	37	 	 	2	 	2	88	 
101001	2	39	 	 	 	2	2	88	 
101001	3	88	 	 	 	 	 	 	 
101003	1	88	 	 	 	 	 	 	 
101003	2	88	 	 	 	 	 	 	 
101003	3	88	 	 	 	 	 	 	 
101004	1	88	 	 	 	 	 	 	 
101004	2	88	 	 	 	 	 	 	 
101004	3	88	 	 	 	 	 	 	 
101005	1	88	 	 	 	 	 	 	 
101005	2	88	 	 	 	 	 	 	 
101005	3	88	 	 	 	 	 	 	 
101006	1	88	 	 	 	 	 	 	 
101006	2	88	 	 	 	 	 	 	 
101006	3	88	 	 	 	 	 	 	 
101008	1	88	 	 	 	 	 	 	 
101008	2	88	 	 	 	 	 	 	 
101008	3	88	 	 	 	 	 	 	 
101009	1	45	 	 	 	4	16	9	17
101009	2	88	 	 	 	 	 	 	 
101009	3	88	 	 	 	 	 	 	 
101011	1	88	 	 	 	 	 	 	 
101011	2	88	 	 	 	 	 	 	 
101011	3	88	 	 	 	 	 	 	 
101012	1	88	 	 	 	 	 	 	 
101012	2	88	 	 	 	 	 	 	 
101012	3	88	 	 	 	 	 	 	 
101013	1	88	 	 	 	 	 	 	 
101013	2	88	 	 	 	 	 	 	 
101013	3	88	 	 	 	 	 	 	 
101017	1	88	 	 	 	 	 	 	 
101017	2	88	 	 	 	 	 	 	 
101017	3	88	 	 	 	 	 	 	 
101018	1	88	 	 	 	 	 	 	 
101018	2	88	 	 	 	 	 	 	 
101018	3	88	 	 	 	 	 	 	 
101019	1	88	 	 	 	 	 	 	 
101019	2	88	 	 	 	 	 	 	 
101019	3	88	 	 	 	 	 	 	 
101020	1	39	 	 	 	2	9	21	88
101020	2	88	 	 	 	 	 	 	 
101020	3	88	 	 	 	 	 	 	 
101021	1	88	 	 	 	 	 	 	 
101021	2	88	 	 	 	 	 	 	 
101021	3	88	 	 	 	 	 	 	 
101022	1	88	 	 	 	 	 	 	 
101022	2	88	 	 	 	 	 	 	 
101022	3	88	 	 	 	 	 	 	 
101023	1	88	 	 	 	 	 	 	 
101023	2	88	 	 	 	 	 	 	 
101023	3	88	 	 	 	 	 	 	 
