CHILDCODE	FVVLIDR4	FVVALR4	SLVALR4
21043	4	7	700
21043	5	10	700
21044	1	1	4500
21044	2	5	1500
21044	3	10	1500
21044	4	7	1000
21044	5	11	900
21046	1	1	400
21046	2	11	600
21046	3	5	300
21046	4	8	100
21047	1	11	3000
21047	2	10	800
21047	3	7	700
21047	4	8	300
21048	1	10	600
21048	2	5	700
21048	3	8	200
21049	1	4	20000
21049	2	12	6000
21049	3	10	2500
21049	4	11	3000
21049	5	13	2000
21050	1	1	4000
21050	2	7	1200
21050	3	10	1000
21050	4	8	800
21050	5	11	600
31002	1	4	40000
31002	2	1	8300
31002	3	11	7545
31002	4	7	6785
31002	5	13	5500
31004	1	4	20000
31004	2	1	3000
31004	3	8	800
31004	4	5	500
31005	1	1	4500
31005	2	13	4000
31005	3	11	3800
31005	4	7	2300
31005	5	10	700
31006	1	1	2500
31006	2	5	1500
31006	3	13	1400
31006	4	7	1100
31006	5	8	600
31007	1	1	6500
31007	2	7	5000
31007	3	13	4200
31007	4	11	3500
31007	5	15	3000
31009	1	14	16400
31009	2	1	3200
31009	3	13	1800
31009	4	8	1200
31009	5	10	9200
31010	1	4	20000
31010	2	11	8000
31010	3	1	5600
31010	4	13	4500
31010	5	20	4000
31011	1	11	7450
31011	2	1	5245
31011	3	7	4225
31011	4	5	3000
31011	5	9	2785
31012	1	1	4000
31012	2	13	3000
31012	3	7	5000
31012	4	15	1000
31013	1	4	16000
31013	2	12	12000
31013	3	1	6000
31013	4	7	5000
31013	5	13	3500
31014	1	1	8500
31014	2	13	5345
31014	3	7	3500
31014	4	11	1545
31014	5	10	1000
31014	6	8	845
31015	1	1	6800
31015	2	13	5500
31015	3	7	3245
31015	4	5	1800
31015	5	10	1000
31016	1	13	5200
31016	2	1	4500
31016	3	5	3000
31016	4	7	1800
31016	5	10	1245
31018	1	14	35000
31018	2	1	7000
31018	3	7	1500
31018	4	5	500
31019	1	4	35000
31019	2	14	25000
31019	3	12	9000
31019	4	18	8000
31019	5	1	7500
31020	1	4	30000
31020	2	18	6000
31020	3	1	5000
31020	4	13	4000
31020	5	7	3500
31022	1	1	6500
31022	2	12	4800
31022	3	7	4000
31022	4	11	2500
31022	5	13	 
31023	1	11	15000
31023	2	12	10000
31023	3	1	8000
31023	4	18	7500
31023	5	7	7000
31024	1	1	6000
31024	2	11	5000
31024	3	13	4500
31024	4	7	3500
31024	5	10	2000
31025	1	1	6500
31025	2	13	4700
31025	3	11	4500
31025	4	5	2500
31025	5	10	2300
31026	1	1	4500
31026	2	13	4000
31026	3	7	2500
31026	4	10	1700
31026	5	11	1500
31027	1	1	3000
31027	2	11	2500
31027	3	5	1500
31027	4	13	1300
31027	5	7	1100
31028	1	1	7500
31028	2	7	5000
31028	3	13	4000
31028	4	11	3000
31028	5	10	2500
31029	1	1	5000
31029	2	13	4800
31029	3	11	4500
31029	4	10	2000
31029	5	7	1800
31030	1	1	4500
31030	2	7	3600
31030	3	11	3500
31030	4	10	900
31030	5	13	750
31031	1	4	18000
31031	2	12	13000
31031	3	1	6000
31031	4	13	4000
31031	5	11	3500
31032	1	1	4000
31032	2	13	3500
31032	3	7	2500
31032	4	5	1500
31032	5	10	700
31033	1	1	7000
31033	2	20	6000
31033	3	13	4500
31033	4	7	3000
31033	5	11	2500
31034	1	13	5500
31034	2	7	2300
31034	3	1	1500
31034	4	5	1000
31034	5	10	845
31034	6	8	685
31035	1	13	5500
31035	2	5	3245
31035	3	7	2430
31035	4	1	1545
31035	5	10	1200
31036	1	1	5500
31036	2	5	3200
31036	3	7	3000
31036	4	11	2800
31036	5	15	1800
31038	1	4	35000
31038	2	14	30000
31038	3	11	20000
31038	4	12	9000
31038	5	1	7000
31039	1	11	3800
31039	2	20	2400
31039	3	1	2100
31039	4	13	1900
31039	5	8	560
31041	1	13	2100
31041	2	11	1820
31041	3	8	1140
31041	4	7	920
31041	5	10	800
31042	1	1	6300
31042	2	13	5500
31042	3	20	2000
31042	4	11	1845
31042	5	7	1565
31043	1	4	28000
31043	2	7	8000
31043	3	1	7000
31043	4	15	1500
31047	1	11	3420
31047	2	20	2100
31047	3	1	1820
31047	4	10	1300
31047	5	7	1000
31048	1	13	2320
31048	2	5	1750
31048	3	10	800
31048	4	1	600
31048	5	7	500
31049	1	20	45000
31049	2	11	13000
31049	3	9	10000
31049	4	12	7000
31049	5	13	4800
31050	1	4	15000
31050	2	1	4000
31050	3	7	3500
31050	4	13	3000
31050	5	8	 
41001	1	7	1500
41001	2	11	1200
41001	3	10	1000
41001	4	8	800
41002	1	11	3000
41002	2	10	800
41002	3	8	500
41003	1	1	4000
41003	2	8	700
41003	3	11	650
41003	4	7	500
41004	1	11	1700
41004	2	10	600
41004	3	5	600
41004	4	7	550
41004	5	8	400
41005	1	7	3000
41005	2	11	3000
41005	3	5	2000
41005	4	10	1000
41005	5	8	400
41006	1	11	1500
41006	2	10	500
41006	3	8	100
41007	1	1	4000
41007	2	15	3000
41007	3	5	2000
41007	4	11	1000
41007	5	10	300
41009	1	11	1500
41009	2	7	800
41009	3	10	600
41009	4	8	120
41010	1	1	4000
41010	2	11	3000
41010	3	5	2000
41010	4	10	1500
41010	5	7	1000
41011	1	1	6000
41011	2	15	3000
41011	3	11	1500
41011	4	7	700
41012	1	11	3000
41012	2	10	700
41013	1	11	4500
41013	2	10	800
41013	3	8	300
41014	1	11	1000
41015	1	8	2000
41015	2	10	1000
41015	3	7	900
41015	4	11	800
41016	1	11	6000
41016	2	1	3500
41016	3	7	3000
41016	4	10	2000
41016	5	13	1500
41017	1	1	2000
41017	2	7	1600
41017	3	11	1600
41017	4	10	800
41017	5	8	400
41018	1	7	700
41018	2	5	600
41018	3	11	900
41019	1	11	1800
41019	2	7	1200
41019	3	5	800
41019	4	10	700
41019	5	8	100
41020	1	1	7000
41020	2	11	3000
41020	3	10	1000
41020	4	7	800
41020	5	8	400
41021	1	5	2000
41021	2	10	1200
41021	3	8	800
41021	4	11	800
41022	1	7	2500
41022	2	10	1800
41022	3	11	1000
41022	4	8	500
41023	1	7	3000
41023	2	11	2500
41023	3	8	500
41024	1	11	3000
41024	2	8	1000
41024	3	7	800
41024	4	2	300
41025	1	7	3000
41025	2	11	2000
41025	3	5	1000
41026	1	11	1000
41026	2	7	800
41026	3	8	600
41027	1	4	50000
41027	2	1	7000
41027	3	11	5000
41027	4	5	1200
41027	5	10	1000
41028	1	4	35000
41028	2	12	10000
41028	3	11	10000
41028	4	13	5000
41028	5	1	5000
41029	1	4	15000
41029	2	18	7000
41029	3	1	6000
41029	4	11	4000
41029	5	7	3000
41031	1	1	7000
41031	2	11	4000
41031	3	10	1000
41031	4	7	800
41031	5	13	750
41032	1	4	12000
41032	2	1	6000
41032	3	11	3000
41032	4	5	2000
41032	5	13	1500
41033	1	1	6000
41033	2	5	2000
41033	3	10	1200
41033	4	7	1000
41033	5	8	800
41034	1	4	30000
41034	2	12	5000
41034	3	11	4000
41034	4	1	3500
41034	5	20	2000
41035	1	4	20000
41035	2	11	5000
41035	3	1	4000
41035	4	13	1500
41035	5	5	1000
41036	1	13	6000
41036	2	1	4000
41036	3	11	3000
41036	4	7	3000
41036	5	10	1000
41037	1	5	1200
41037	2	7	1000
41037	3	10	850
41037	4	11	650
41037	5	8	350
41039	1	13	1500
41039	2	10	1000
41039	3	11	900
41039	4	7	800
41039	5	8	400
41040	1	4	30000
41040	2	14	25000
41040	3	12	8000
41040	4	11	7000
41040	5	1	6000
41041	1	11	12000
41041	2	1	8000
41041	3	15	4000
41041	4	13	1500
41041	5	7	1200
41042	1	4	30000
41042	2	12	10000
41042	3	9	10000
41042	4	11	7000
41042	5	18	6500
41043	1	4	30000
41043	2	1	8000
41043	3	12	7000
41043	4	11	4000
41043	5	10	2000
41044	1	4	30000
41044	2	12	9000
41044	3	1	6000
41044	4	11	5000
41044	5	15	3000
41045	1	5	2000
41045	2	7	1000
41045	3	8	800
41045	4	10	700
41045	5	11	600
41046	1	1	7000
41046	2	11	5000
41046	3	13	3500
41046	4	7	1000
41046	5	20	1000
41047	1	11	4000
41047	2	13	1600
41047	3	10	900
41047	4	8	700
41048	1	7	5000
41048	2	11	2000
41048	3	10	1500
41048	4	8	1000
41048	5	5	800
41049	1	14	50000
41049	2	4	30000
41049	3	12	10000
41049	4	1	8000
41049	5	13	6000
41050	1	4	50000
41050	2	14	30000
41050	3	11	15000
41050	4	12	12000
41050	5	18	9000
51001	1	1	4000
51001	2	11	3900
51001	3	13	3600
51001	4	7	3500
51001	5	20	3200
51002	1	1	5000
51002	2	5	1400
51002	3	7	1000
51002	4	11	800
51002	5	10	450
51003	1	1	4500
51003	2	7	3200
51003	3	10	2300
51003	4	11	1000
51003	5	8	700
51004	1	1	3100
51004	2	5	1800
51004	3	7	1200
51004	4	11	800
51005	1	1	4000
51005	2	7	3800
51005	3	10	2000
51005	4	11	1600
51005	5	8	600
51006	1	11	8000
51006	2	1	5500
51006	3	7	2000
51006	4	8	500
51006	5	10	350
51007	1	11	6000
51007	2	1	4000
51007	3	7	2600
51007	4	8	450
51007	5	10	350
51008	1	1	5500
51008	2	13	4000
51008	3	7	3500
51008	4	11	2500
51008	5	5	1500
51009	1	4	25000
51009	2	1	16000
51009	3	11	9000
51009	4	9	5500
51009	5	13	3000
51010	1	7	800
51010	2	10	300
51011	1	4	12000
51011	2	1	7500
51011	3	13	4000
51011	4	11	3500
51011	5	9	2500
51012	1	1	7500
51012	2	13	5000
51012	3	11	3000
51012	4	7	1800
51012	5	10	700
51013	1	1	3500
51013	2	10	650
51013	3	8	400
51013	4	11	250
51014	1	11	2000
51014	2	10	900
51014	3	7	800
51014	4	8	400
51015	1	11	750
51015	2	10	450
51016	1	1	5500
51016	2	13	4000
51016	3	7	2500
51016	4	5	1800
51016	5	15	1500
51018	1	13	3200
51018	2	7	2000
51018	3	1	1800
51018	4	5	1500
51018	5	11	1400
51019	1	7	2600
51019	2	10	700
51019	3	11	600
51019	4	8	200
51021	1	1	5500
51021	2	11	1000
51021	3	7	700
51022	1	1	1800
51022	2	7	600
51022	3	10	340
51022	4	8	320
51022	5	11	130
51023	1	1	3000
51023	2	10	1800
51023	3	7	1700
51023	4	11	1200
51023	5	8	400
51024	1	11	5000
51024	2	13	4325
51024	3	1	4000
51024	4	7	3400
51024	5	5	2000
51025	1	1	1620
51025	2	10	800
51025	3	11	450
51025	4	8	320
51026	1	11	6500
51026	2	1	4500
51026	3	7	3500
51026	4	5	1800
51026	5	13	1400
51027	1	11	1000
51027	2	7	2800
51027	3	13	1800
51027	4	8	400
51027	5	10	350
51028	1	7	2500
51028	2	10	850
51028	3	11	700
51028	4	8	350
51029	1	1	1000
51029	2	7	850
51029	3	10	350
51030	1	11	3200
51030	2	1	2400
51030	3	13	1800
51030	4	10	1600
51030	5	7	1230
51031	1	7	2500
51031	2	1	2000
51031	3	11	2000
51031	4	10	1000
51032	1	3	100000
51032	2	7	2300
51032	3	11	2000
51032	4	8	1550
51033	1	1	3800
51033	2	11	2200
51033	3	13	1450
51033	4	5	1300
51033	5	7	1800
51034	1	4	52000
51034	2	1	7400
51034	3	13	5000
51034	4	11	3000
51034	5	7	2500
51035	1	4	30000
51035	2	11	3500
51035	3	7	3000
51035	4	5	1500
51035	5	13	1400
51036	1	1	4500
51036	2	11	4000
51036	3	10	1500
51036	4	7	1400
51036	5	8	800
51037	1	1	1500
51037	2	7	1000
51037	3	10	300
51038	1	4	22000
51038	2	11	5600
51038	3	1	4500
51038	4	8	2500
51038	5	5	1500
51040	1	13	4200
51040	2	1	3500
51040	3	7	1200
51040	4	10	750
51040	5	8	300
51041	1	11	2000
51041	2	1	1500
51041	3	10	700
51041	4	7	500
51041	5	8	 
51042	1	10	800
51042	2	8	450
51042	3	11	300
51043	1	1	4500
51043	2	7	2500
51043	3	5	1200
51043	4	10	750
51043	5	11	550
51044	1	12	12000
51044	2	13	4250
51044	3	1	4000
51044	4	11	3525
51044	5	7	2345
51045	1	1	4500
51045	2	11	3200
51045	3	9	1800
51045	4	8	800
51045	5	10	600
51046	1	1	6500
51046	2	7	2500
51046	3	10	1200
51046	4	5	900
51046	5	8	300
51047	1	1	1000
51047	2	11	800
51047	3	10	600
51048	1	1	5500
51048	2	11	3500
51048	3	7	2000
51048	4	5	1500
51048	5	10	1200
51049	1	4	22000
51049	2	12	12000
51049	3	11	7500
51049	4	1	6500
51049	5	9	5500
51050	1	10	350
51050	2	11	300
61001	1	1	6000
61001	2	13	4000
61001	3	11	4000
61002	1	7	4000
61002	2	11	2500
61003	1	13	5500
61003	2	7	1500
61003	3	10	850
61003	4	8	685
61003	5	11	600
61004	1	7	2600
61004	2	10	1200
61004	3	11	1000
61004	4	8	400
61005	1	1	5345
61005	2	13	3850
61005	3	7	2100
61005	4	10	865
61005	5	8	745
61006	1	13	2500
61006	2	1	1500
61006	3	7	1000
61006	4	11	900
61006	5	8	500
61007	1	10	1100
61007	2	7	1000
61007	3	11	800
61007	4	8	600
61008	1	1	6000
61008	2	11	4500
61008	3	7	3000
61008	4	10	1200
61008	5	8	1000
61009	1	7	2300
61009	2	10	1300
61009	3	11	1100
61009	4	8	550
61010	1	1	13000
61010	2	8	1600
61010	3	5	1200
61010	4	7	1000
61010	5	11	800
61011	1	11	7000
61011	2	1	4500
61011	3	7	2500
61011	4	5	1200
61011	5	10	650
61012	1	1	5000
61012	2	13	3500
61012	3	7	2500
61012	4	10	1500
61012	5	11	1000
61013	1	11	6000
61013	2	1	2000
61013	3	5	1000
61014	1	1	6700
61014	2	5	1500
61014	3	7	1450
61014	4	10	600
61014	5	8	500
61015	1	7	10000
61015	2	11	4500
61015	3	13	2500
61015	4	5	1200
61015	5	10	800
61016	1	7	3000
61016	2	11	1500
61016	3	5	1200
61016	4	10	900
61016	5	8	500
61017	1	1	3100
61017	2	8	800
61017	3	7	700
61017	4	10	500
61018	1	1	4200
61018	2	5	2300
61018	3	13	2200
61018	4	7	900
61018	5	10	800
61019	1	1	6430
61019	2	13	5200
61019	3	7	3100
61019	4	5	1500
61019	5	10	850
61019	6	11	635
61019	7	8	520
61020	1	12	14000
61020	2	4	5000
61020	3	13	3000
61020	4	11	1500
61021	1	7	2000
61021	2	5	1500
61021	3	10	1000
61021	4	8	800
61022	1	1	4000
61022	2	7	2000
61022	3	10	1000
61023	1	1	2000
61023	2	10	1500
61023	3	8	1000
61024	1	13	4500
61024	2	1	4000
61024	3	11	3000
61024	4	20	2500
61024	5	7	2000
61025	1	1	4200
61025	2	13	4000
61025	3	10	2400
61025	4	7	2200
61025	5	11	500
61026	1	1	1230
61026	2	7	630
61026	3	10	520
61026	4	11	420
61026	5	8	300
61027	1	7	3000
61027	2	5	800
61027	3	10	600
61027	4	8	400
61027	5	1	300
61028	1	10	320
61028	2	11	1150
61028	3	8	100
61029	1	4	25000
61029	2	1	6000
61029	3	11	4500
61029	4	13	3500
61029	5	7	3000
61030	1	4	30000
61030	2	11	10000
61030	3	1	10000
61031	1	1	6500
61031	2	11	3500
61031	3	7	3000
61031	4	5	1700
61031	5	10	1500
61032	1	11	13000
61032	2	13	5500
61032	3	1	4345
61032	4	5	3000
61032	5	7	1500
61032	6	10	980
61032	7	8	550
61033	1	1	6000
61033	2	5	2000
61033	3	7	1300
61033	4	10	500
61033	5	8	450
61034	1	1	4200
61034	2	13	4000
61034	3	10	1200
61034	4	7	1000
61034	5	11	600
61035	1	1	6500
61035	2	13	4000
61035	3	7	3000
61035	4	10	1800
61035	5	15	1500
61036	1	11	9000
61036	2	1	5000
61036	3	10	800
61036	4	8	400
61037	1	7	5000
61037	2	13	3500
61037	3	10	1500
61037	4	8	800
61038	1	4	25000
61038	2	1	8000
61038	3	13	5000
61038	4	7	3000
61038	5	10	2000
61039	1	1	1500
61039	2	7	850
61039	3	10	680
61039	4	11	500
61039	5	8	450
61040	1	7	4000
61040	2	11	3000
61040	3	10	500
61041	1	13	4500
61041	2	1	4000
61041	3	7	3000
61041	4	11	2700
61041	5	10	1700
61042	1	7	5000
61042	2	11	5000
61042	3	13	4000
61043	1	20	2800
61043	2	1	2300
61043	3	13	2100
61043	4	10	1300
61043	5	7	1000
61044	1	1	3000
61044	2	7	2500
61044	3	20	2000
61044	4	8	1500
61045	1	1	2500
61045	2	10	1800
61045	3	8	450
61045	4	11	400
61046	1	11	6000
61046	2	1	4000
61046	3	7	2500
61046	4	15	1500
61047	1	4	25000
61047	2	13	5000
61047	3	1	4500
61047	4	7	4300
61047	5	10	2300
61047	6	5	2000
61047	7	11	1800
61047	8	8	1500
61048	1	1	4000
61048	2	7	2500
61048	3	10	850
61048	4	8	780
61048	5	11	450
61050	1	1	3500
61050	2	7	2300
61050	3	10	1100
61050	4	11	800
61050	5	8	500
71001	1	11	5500
71001	2	1	4500
71001	3	7	3000
71001	4	5	1800
71001	5	8	1000
71002	1	1	4500
71002	2	7	1500
71002	3	10	1000
71002	4	8	700
71003	1	12	8000
71003	2	11	6500
71003	3	13	4000
71003	4	10	1800
71003	5	7	1500
71004	1	1	8700
71004	2	7	2000
71004	3	8	650
71004	4	10	550
71004	5	11	500
71005	1	13	4500
71005	2	11	3000
71005	3	7	1500
71005	4	10	1200
71005	5	8	300
71006	1	5	4500
71006	2	7	2500
71006	3	10	756
71006	4	11	890
71006	5	8	500
71007	1	1	6000
71007	2	11	2500
71007	3	7	1200
71007	4	8	1800
71007	5	13	 
71008	1	11	5000
71008	2	4	9000
71008	3	1	3400
71008	4	10	2600
71008	5	8	2400
71009	1	11	5000
71009	2	1	3000
71009	3	13	1500
71010	1	4	35000
71010	2	7	10000
71010	3	1	6000
71010	4	11	4500
71010	5	13	3500
71011	1	1	4000
71011	2	7	3000
71011	3	11	1000
71011	4	5	600
71011	5	10	300
71012	1	4	17000
71012	2	1	6000
71012	3	10	3500
71012	4	13	2100
71012	5	8	 
71013	1	1	4000
71013	2	7	3500
71013	3	10	1500
71013	4	5	1000
71013	5	11	600
71014	1	1	4000
71014	2	5	2500
71014	3	7	2000
71014	4	11	2000
71014	5	8	 
71015	1	1	2500
71015	2	15	1500
71015	3	20	1000
71016	1	4	20000
71016	2	11	8000
71016	3	1	5000
71016	4	7	2000
71016	5	10	1800
71017	1	1	4200
71017	2	15	1500
71017	3	7	1200
71017	4	10	1500
71017	5	8	650
71018	1	10	2300
71018	2	11	2000
71018	3	7	1800
71018	4	15	1500
71018	5	5	1300
71019	1	1	1000
71019	2	7	500
71019	3	10	300
71020	1	1	5500
71020	2	7	3000
71020	3	5	1500
71020	4	10	1800
71020	5	8	1200
71021	1	4	50000
71021	2	1	4300
71021	3	7	2100
71021	4	8	600
71022	1	7	2000
71022	2	10	650
71022	3	8	200
71023	1	4	8000
71023	2	1	5000
71023	3	13	4000
71023	4	7	3500
71023	5	10	1600
71024	1	7	2500
71024	2	10	800
71024	3	8	400
71025	1	1	3000
71025	2	7	1200
71025	3	8	900
71025	4	10	800
71025	5	5	500
71026	1	1	4000
71026	2	5	2000
71026	3	10	400
71027	1	11	5000
71027	2	7	2200
71027	3	5	900
71027	4	8	800
71027	5	10	450
71028	1	7	2200
71028	2	10	350
71030	1	8	500
71031	1	1	5000
71031	2	7	3000
71031	3	11	1200
71031	4	10	1000
71031	5	8	820
71032	1	1	4000
71032	2	13	2000
71032	3	20	1400
71032	4	7	900
71032	5	10	400
71033	1	4	19000
71033	2	1	6000
71033	3	7	3500
71033	4	10	2000
71033	5	15	1500
71034	1	1	3000
71034	2	7	1500
71034	3	10	700
71034	4	11	400
71034	5	8	200
71035	1	1	4000
71035	2	7	3500
71035	3	15	1500
71035	4	10	1200
71035	5	8	200
71036	1	1	6000
71036	2	13	4000
71036	3	11	4000
71036	4	15	2000
71036	5	10	1200
71038	1	7	1400
71038	2	10	800
71038	3	11	500
71038	4	8	300
