CHILDCODE	RNKINCR4	IMPACTR4	INCPEBR4
131022	1	11	8
131022	2	9	4
131022	3	1	3
131022	4	10	3
131022	5	2	2
131023	1	2	16
131023	2	1	4
131024	1	9	8
131024	2	10	7
131024	3	1	4
131024	4	11	1
131025	1	10	14
131025	2	1	3
131025	3	9	3
131026	1	2	11
131026	2	10	4
131026	3	1	3
131026	4	11	2
131027	1	8	12
131027	2	1	4
131027	3	6	3
131027	4	11	1
131028	1	6	12
131028	2	1	8
131029	1	2	12
131029	2	10	7
131029	3	1	3
131030	1	1	11
131030	2	10	5
131030	3	9	3
131031	1	6	14
131031	2	10	6
131032	1	9	8
131032	2	10	6
131032	3	1	4
131032	4	2	2
131034	1	2	10
131034	2	1	4
131034	3	10	4
131034	4	11	2
131035	1	10	8
131035	2	1	6
131035	3	2	4
131035	4	11	2
131036	1	10	16
131036	2	9	3
131036	3	11	1
131037	1	10	10
131037	2	9	6
131037	3	1	4
131038	1	9	20
131039	1	8	6
131039	2	1	5
131039	3	10	2
131039	4	6	5
131039	5	2	2
131040	1	6	15
131040	2	1	5
131041	1	8	16
131041	2	1	4
131042	1	10	7
131042	2	8	5
131042	3	9	4
131042	4	2	4
131043	1	1	20
131044	1	1	17
131044	2	2	2
131044	3	11	1
131045	1	10	10
131045	2	9	6
131045	3	1	4
131046	1	6	10
131046	2	1	6
131046	3	8	4
131047	1	10	20
131048	1	6	7
131048	2	7	4
131048	3	1	4
131048	4	10	3
131048	5	11	2
131049	1	9	10
131049	2	10	6
131049	3	2	4
131050	1	10	20
141001	1	10	12
141001	2	7	6
141001	3	11	2
141002	1	10	17
141002	2	11	3
141003	1	7	20
141004	1	10	14
141004	2	7	6
141005	1	8	13
141005	2	10	5
141005	3	11	2
141006	1	5	16
141006	2	10	4
141007	1	10	16
141007	2	9	4
141008	1	8	17
141008	2	10	3
141009	1	10	16
141009	2	11	4
141010	1	10	20
141011	1	10	18
141011	2	7	2
141012	1	8	12
141012	2	11	8
141013	1	10	17
141013	2	11	3
141014	1	8	20
141015	1	10	20
141016	1	10	19
141016	2	11	1
141017	1	6	20
141018	1	10	20
141020	1	8	20
141021	1	10	20
141022	1	5	18
141022	2	10	2
141023	1	10	11
141023	2	7	9
141024	1	7	19
141024	2	11	1
141025	1	8	20
141026	1	10	20
141027	1	6	20
141028	1	8	20
141029	1	6	15
141029	2	10	5
141030	1	8	20
141031	1	5	15
141031	2	8	5
141032	1	10	20
141033	1	5	17
141033	2	10	3
141034	1	7	10
141034	2	8	9
141034	3	11	1
141035	1	6	20
141036	1	10	20
141037	1	6	18
141037	2	7	2
141038	1	10	11
141038	2	9	6
141038	3	7	3
141040	1	8	19
141040	2	11	1
141041	1	8	16
141041	2	7	4
141042	1	10	20
141043	1	8	20
141044	1	3	10
141044	2	11	7
141044	3	8	3
141045	1	10	17
141045	2	1	3
141046	1	8	20
141047	1	10	12
141047	2	7	6
141047	3	11	2
141048	1	5	20
141049	1	10	20
141050	1	8	20
151001	1	1	12
151001	2	5	8
151002	1	1	13
151002	2	9	6
151002	3	8	1
151003	1	1	14
151003	2	11	3
151003	3	2	2
151003	4	8	1
151004	1	1	12
151004	2	9	6
151004	3	6	1
151004	4	11	1
151005	1	9	12
151005	2	1	6
151005	3	11	2
151006	1	10	7
151006	2	9	6
151006	3	1	4
151006	4	11	3
151007	1	6	10
151007	2	10	10
151008	1	9	14
151008	2	1	5
151008	3	10	1
151009	1	1	15
151009	2	9	5
151010	1	1	9
151010	2	6	9
151010	3	2	2
151011	1	9	14
151011	2	1	6
151012	1	1	15
151012	2	9	4
151012	3	10	1
151013	1	1	12
151013	2	9	5
151013	3	10	3
151014	1	10	20
151015	1	1	13
151015	2	9	7
151016	1	10	8
151016	2	1	7
151016	3	7	5
151017	1	1	14
151017	2	9	4
151017	3	7	2
151018	1	1	12
151018	2	6	8
151019	1	1	13
151019	2	9	6
151019	3	2	1
151020	1	8	18
151020	2	1	2
151021	1	1	12
151021	2	9	4
151021	3	10	2
151021	4	2	2
151022	1	5	9
151022	2	1	4
151022	3	9	4
151022	4	8	2
151022	5	2	1
151023	1	1	12
151023	2	5	5
151023	3	2	2
151023	4	8	1
151024	1	9	10
151024	2	1	6
151024	3	2	2
151024	4	10	2
151025	1	1	15
151025	2	9	4
151025	3	11	1
151026	1	5	13
151026	2	9	6
151026	3	10	1
151027	1	1	13
151027	2	8	7
151028	1	1	10
151028	2	9	6
151028	3	10	4
151029	1	9	10
151029	2	1	6
151029	3	10	3
151029	4	2	1
151030	1	10	18
151030	2	6	2
151031	1	9	14
151031	2	2	3
151031	3	11	3
151032	1	9	12
151032	2	10	7
151032	3	11	1
151033	1	1	9
151033	2	9	4
151033	3	6	4
151033	4	2	2
151034	1	1	11
151034	2	9	9
151035	1	9	12
151035	2	1	8
151036	1	8	13
151036	2	1	4
151036	3	10	3
151037	1	5	12
151037	2	9	6
151037	3	10	2
151038	1	1	18
151038	2	8	2
151039	1	9	8
151039	2	3	4
151039	3	1	5
151039	4	10	3
151040	1	1	15
151040	2	6	3
151040	3	2	2
151041	1	1	16
151041	2	9	4
151042	1	3	8
151042	2	1	6
151042	3	9	4
151042	4	2	2
151043	1	8	16
151043	2	9	2
151043	3	1	2
151044	1	7	18
151044	2	9	2
151045	1	1	16
151045	2	2	2
151045	3	9	2
151046	1	8	11
151046	2	9	8
151046	3	11	1
151047	1	1	12
151047	2	9	6
151047	3	11	2
151048	1	9	14
151048	2	10	4
151048	3	11	2
151049	1	8	16
151049	2	9	4
161001	1	9	18
161001	2	11	2
161002	1	7	14
161002	2	10	6
161003	1	10	13
161003	2	1	7
161004	1	10	13
161004	2	1	7
161005	1	6	11
161005	2	10	9
161006	1	6	20
161007	1	10	13
161007	2	9	4
161007	3	8	3
161008	1	1	14
161008	2	9	6
161009	1	1	15
161009	2	2	3
161009	3	9	2
161010	1	9	18
161010	2	1	1
161010	3	11	1
161011	1	1	15
161011	2	7	3
161011	3	9	2
161012	1	10	12
161012	2	9	8
161013	1	1	12
161013	2	2	6
161013	3	8	2
161014	1	10	14
161014	2	9	5
161014	3	1	1
161015	1	1	15
161015	2	10	3
161015	3	2	2
161016	1	1	12
161016	2	2	6
161016	3	9	2
161017	1	5	9
161017	2	10	9
161017	3	11	2
161018	1	1	20
161019	1	9	20
161020	1	6	17
161020	2	11	3
161021	1	1	9
161021	2	2	4
161021	3	9	7
161022	1	1	12
161022	2	2	6
161022	3	7	2
161023	1	7	12
161023	2	9	8
161024	1	1	12
161024	2	5	6
161024	3	8	2
161025	1	1	13
161025	2	2	4
161025	3	9	3
161026	1	1	9
161026	2	6	6
161026	3	9	3
161026	4	2	1
161026	5	11	1
161027	1	1	10
161027	2	11	8
161027	3	9	2
161028	1	1	12
161028	2	2	6
161028	3	9	2
161029	1	2	10
161029	2	1	7
161029	3	10	2
161029	4	11	1
161030	1	1	11
161030	2	9	6
161030	3	8	2
161030	4	11	1
161031	1	6	12
161031	2	1	8
161032	1	10	20
161033	1	1	18
161033	2	10	2
161034	1	10	18
161034	2	11	2
161035	1	5	20
161036	1	1	15
161036	2	9	4
161036	3	10	1
161037	1	1	19
161037	2	2	1
161038	1	5	13
161038	2	9	7
161039	1	9	10
161039	2	10	6
161039	3	11	4
161040	1	9	13
161040	2	10	6
161040	3	11	1
161041	1	10	10
161041	2	1	6
161041	3	9	4
161042	1	10	12
161042	2	9	8
161043	1	10	14
161043	2	9	6
161044	1	10	12
161044	2	9	6
161044	3	5	2
161045	1	9	6
161045	2	1	14
161046	1	10	6
161046	2	1	5
161046	3	11	7
161046	4	2	2
161047	1	10	20
161048	1	8	17
161048	2	1	3
161049	1	1	9
161049	2	10	6
161049	3	2	5
161050	1	9	18
161050	2	11	2
171002	1	10	15
171002	2	7	5
171003	1	10	9
171003	2	9	7
171003	3	11	2
171003	4	1	2
171004	1	10	10
171004	2	1	5
171004	3	8	4
171004	4	11	2
171005	1	10	7
171005	2	1	5
171005	3	9	4
171005	4	8	4
171006	1	1	8
171006	2	10	6
171006	3	9	3
171006	4	11	3
171007	1	1	8
171007	2	10	5
171007	3	9	5
171007	4	11	2
171008	1	1	15
171008	2	10	5
171009	1	1	10
171009	2	9	5
171009	3	8	5
171010	1	2	10
171010	2	10	4
171010	3	1	3
171010	4	9	3
171011	1	10	15
171011	2	1	3
171011	3	9	2
171012	1	9	10
171012	2	10	4
171012	3	8	3
171012	4	1	2
171012	5	11	1
171013	1	1	7
171013	2	9	3
171013	3	2	3
171013	4	10	6
171013	5	11	1
171014	1	1	14
171014	2	10	6
171015	1	5	18
171015	2	11	2
171016	1	9	12
171016	2	10	6
171016	3	11	2
171017	1	10	8
171017	2	9	6
171017	3	1	4
171017	4	11	2
171018	1	10	12
171018	2	9	6
171018	3	11	2
171019	1	1	8
171019	2	9	5
171019	3	10	5
171019	4	11	2
171020	1	1	10
171020	2	9	4
171020	3	10	4
171020	4	11	2
171021	1	10	7
171021	2	9	6
171021	3	1	5
171021	4	8	2
171022	1	1	10
171022	2	2	6
171022	3	7	4
171023	1	9	9
171023	2	1	8
171023	3	10	3
171024	1	10	8
171024	2	1	6
171024	3	9	3
171024	4	7	3
171025	1	1	10
171025	2	10	6
171025	3	9	4
171026	1	1	8
171026	2	10	5
171026	3	2	4
171026	4	9	3
171027	1	9	10
171027	2	1	4
171027	3	10	4
171027	4	11	2
171028	1	9	12
171028	2	1	6
171028	3	10	2
171029	1	10	6
171029	2	5	5
171029	3	1	3
171029	4	9	2
171029	5	8	2
171029	6	11	2
171031	1	9	7
171031	2	8	5
171031	3	5	6
171031	4	1	2
171032	1	1	6
171032	2	10	6
171032	3	2	5
171032	4	9	2
171032	5	11	1
171033	1	1	8
171033	2	2	6
171033	3	9	3
171033	4	8	2
171033	5	11	1
171035	1	7	10
171035	2	1	6
171035	3	9	3
171035	4	11	1
171036	1	10	20
171037	1	10	15
171037	2	1	5
171038	1	1	8
171038	2	9	6
171038	3	5	4
171038	4	11	2
171039	1	6	20
171040	1	6	8
171040	2	1	6
171040	3	9	4
171040	4	8	2
171041	1	6	12
171041	2	5	7
171041	3	10	1
171042	1	5	10
171042	2	1	6
171042	3	9	4
171043	1	9	10
171043	2	1	7
171043	3	10	2
171043	4	11	1
171045	1	9	10
171045	2	1	5
171045	3	10	3
171045	4	11	2
171046	1	1	9
171046	2	6	5
171046	3	10	2
171046	4	7	2
171046	5	9	2
171047	1	10	14
171047	2	1	6
171048	1	9	8
171048	2	10	4
171048	3	2	2
171048	4	1	5
171048	5	11	1
171049	1	10	7
171049	2	1	6
171049	3	9	3
171049	4	7	2
171049	5	8	1
171049	6	11	1
171050	1	1	12
171050	2	10	5
171050	3	6	3
181001	1	1	10
181001	2	10	10
181002	1	2	8
181002	2	9	6
181002	3	1	3
181002	4	10	2
181002	5	11	1
181003	1	10	10
181003	2	9	8
181003	3	1	2
181004	1	1	10
181004	2	9	5
181004	3	5	3
181004	4	11	1
181004	5	8	1
181005	1	8	20
181006	2	10	20
181007	1	9	8
181007	2	1	7
181007	3	2	3
181007	4	10	2
181008	1	5	7
181008	2	1	5
181008	3	9	4
181008	4	8	3
181008	5	11	1
181009	1	10	18
181009	2	1	2
181010	1	5	6
181010	2	1	4
181010	3	6	3
181010	4	10	3
181010	5	9	2
181010	6	11	1
181010	7	8	1
181011	1	1	15
181011	2	10	5
181012	1	6	9
181012	2	10	9
181012	3	11	1
181012	4	7	1
181013	1	1	6
181013	2	10	5
181013	3	9	4
181013	4	5	3
181013	5	8	1
181013	6	11	1
181014	1	10	18
181014	2	1	2
181015	1	10	17
181015	2	1	3
181016	1	1	5
181016	2	10	10
181016	3	3	4
181016	4	11	1
181017	1	7	18
181017	2	9	2
181018	1	10	15
181018	2	9	5
181019	1	1	11
181019	2	5	8
181019	3	8	1
181020	1	9	9
181020	2	10	6
181020	3	1	3
181020	4	8	2
181021	1	1	9
181021	2	7	6
181021	3	11	3
181021	4	10	2
181023	1	9	9
181023	2	1	6
181023	3	10	4
181023	4	11	1
181024	1	9	9
181024	2	10	10
181024	3	11	1
181025	1	1	8
181025	2	5	1
181025	3	9	7
181025	4	10	3
181025	5	11	1
181026	1	1	5
181026	2	2	10
181026	3	9	4
181026	4	10	1
181027	1	1	15
181027	2	9	3
181027	3	10	2
181028	1	9	6
181028	2	1	7
181028	3	10	7
181029	1	1	9
181029	2	2	6
181029	3	9	3
181029	4	10	2
181030	1	1	6
181030	2	2	4
181030	3	9	4
181030	4	10	5
181030	5	11	1
181031	1	1	7
181031	2	9	10
181031	3	10	2
181031	4	11	1
181032	1	2	9
181032	2	9	5
181032	3	1	5
181032	4	10	1
181033	1	6	16
181033	2	9	3
181033	3	1	1
181035	1	7	11
181035	2	1	4
181035	3	10	3
181035	4	11	2
181036	1	10	10
181036	2	1	10
181037	1	1	10
181037	2	9	4
181037	3	2	3
181037	4	8	3
181038	1	1	9
181038	2	2	6
181038	3	5	4
181038	4	8	1
181039	1	2	12
181039	2	1	3
181039	3	11	1
181039	4	8	4
181040	1	1	8
181040	2	10	6
181040	3	2	5
181040	4	8	1
181041	1	1	10
181041	2	5	7
181041	3	10	3
181042	1	10	10
181042	2	9	9
181042	3	1	1
181043	1	6	20
181044	1	5	15
181044	2	9	5
181045	1	10	16
181045	2	1	3
181045	3	11	1
181046	1	10	18
181046	2	1	2
181047	1	10	15
181047	2	8	3
181047	3	1	2
181048	1	10	10
181048	2	1	8
181048	3	6	2
181049	1	9	13
181049	2	1	7
181050	1	8	20
191001	1	10	12
191001	3	1	4
191001	4	9	3
191001	5	11	1
191002	1	9	8
191002	2	1	6
191002	3	7	3
191002	4	10	2
191002	5	11	1
191003	1	9	9
191003	2	1	6
191003	3	8	4
191003	4	11	1
191004	1	1	12
191004	2	9	5
191004	3	10	2
191004	4	11	1
191005	1	10	9
191005	2	8	7
191005	3	1	4
191006	1	1	12
191006	2	9	8
191007	1	1	13
191007	2	9	4
191007	3	10	2
191007	4	11	1
191008	1	9	10
191008	2	10	5
191008	3	1	3
191008	4	2	1
191008	5	11	1
191010	1	10	6
191010	2	6	5
191010	3	11	3
191010	4	7	2
191010	5	1	4
191011	1	9	8
191011	2	10	8
191011	3	1	4
191012	1	2	8
191012	2	1	6
191012	3	9	4
191012	4	8	2
191013	1	1	9
191013	2	9	6
191013	3	8	4
191013	4	11	1
191014	1	9	10
191014	2	1	4
191014	3	10	4
191014	4	11	2
191015	1	1	10
191015	2	10	7
191015	3	7	2
191015	4	11	1
191016	1	1	10
191016	2	9	6
191016	3	8	4
191017	1	8	10
191017	2	9	4
191017	3	1	4
191017	4	10	1
191017	5	11	1
191018	1	10	12
191018	2	9	8
191019	1	5	18
191019	2	11	2
191020	1	10	20
191021	1	10	8
191021	2	9	5
191021	3	1	4
191021	4	8	2
191021	5	11	1
191022	1	9	12
191022	2	1	8
191023	1	1	8
191023	2	9	6
191023	3	10	5
191023	4	11	1
191024	1	1	10
191024	2	9	6
191024	3	8	3
191024	4	11	1
191025	1	9	20
191026	1	9	16
191026	2	11	4
191027	1	1	10
191027	2	7	5
191027	3	9	3
191027	4	8	2
191028	1	1	10
191028	2	9	3
191028	3	7	6
191028	4	10	1
191029	1	1	10
191029	2	6	5
191029	3	10	5
191030	1	1	12
191030	2	10	8
191031	1	1	12
191031	2	7	6
191031	3	8	4
191032	1	1	12
191032	2	10	4
191032	3	6	3
191032	4	11	1
191033	1	1	10
191033	2	9	5
191033	3	6	4
191033	4	11	1
191034	1	1	10
191034	2	5	7
191034	3	8	2
191034	4	11	1
191035	1	1	12
191035	2	9	7
191035	3	10	1
191036	1	10	10
191036	2	1	6
191036	3	9	3
191036	4	8	1
191037	1	1	10
191037	2	9	4
191037	3	7	4
191037	4	10	2
191038	1	1	12
191038	2	7	8
191039	1	10	20
191040	1	1	12
191040	2	2	6
191040	3	11	2
191041	1	4	10
191041	2	9	4
191041	3	1	3
191041	4	2	2
191041	5	11	1
191042	1	7	13
191042	2	10	5
191042	3	1	2
191043	1	10	11
191043	2	7	8
191043	3	1	1
191044	1	10	20
191045	1	1	15
191045	2	10	5
191046	1	1	10
191046	2	5	5
191046	3	9	3
191046	4	10	2
191046	5	11	1
191047	1	1	8
191047	2	2	8
191047	3	9	3
191047	4	11	1
191048	1	9	11
191048	2	1	7
191048	3	11	2
191049	1	9	9
191049	2	1	7
191049	3	11	3
191049	4	8	1
191050	1	1	12
191050	2	9	5
191050	3	10	3
201001	1	1	2
201001	2	10	18
201002	1	10	12
201002	2	7	8
201003	1	7	11
201003	2	8	5
201003	3	1	4
201004	1	6	15
201004	2	8	5
201005	1	8	20
201006	1	6	12
201006	2	10	5
201006	3	8	3
201007	1	6	20
201008	1	10	8
201008	2	6	6
201008	3	1	5
201008	4	8	1
201009	1	8	12
201009	2	7	6
201010	1	6	11
201010	2	1	5
201010	3	8	4
201011	1	10	16
201011	2	8	4
201012	1	10	12
201012	2	8	8
201013	1	10	12
201013	2	6	8
201014	1	10	20
201015	1	10	15
201015	2	8	5
201016	1	10	20
201017	1	10	15
201018	1	10	10
201018	2	11	5
201018	3	7	5
201019	1	6	15
201019	2	8	5
201020	1	6	20
201021	1	10	12
201021	2	5	7
201021	3	6	1
201022	1	8	20
201023	1	10	10
201023	2	8	5
201023	3	7	5
201024	1	8	20
201025	1	10	12
201025	2	7	6
201025	3	8	2
201026	1	7	12
201026	2	8	8
201027	1	10	12
201027	2	1	8
201028	1	10	16
201028	2	8	4
201029	1	10	13
201029	2	8	7
201030	1	5	15
201030	2	10	5
201032	1	7	20
201033	1	10	15
201033	2	8	5
201034	1	7	20
201036	1	8	16
201036	2	11	4
201037	1	8	10
201037	2	6	6
201037	3	10	4
201038	1	10	20
201039	1	6	20
201040	1	8	20
201041	1	7	14
201041	2	10	6
201042	1	5	13
201042	2	10	7
201044	1	6	9
201044	2	7	6
201044	3	10	5
201045	1	6	12
201045	2	8	8
201046	1	8	20
201047	1	10	20
201048	1	5	12
201048	2	7	8
201049	1	7	11
201049	2	8	9
201050	1	6	20
201051	1	6	13
201051	2	7	4
201051	3	10	3
