PLACEID	SERVIDR5	SERVAVLB
1403	21	1
1403	22	1
1403	23	1
1403	24	1
1403	25	1
1403	27	1
1403	28	1
1403	29	1
1403	32	1
1404	1	1
1404	2	1
1404	3	1
1404	4	0
1404	5	0
1404	6	0
1404	7	1
1404	8	0
1404	9	1
1404	10	1
1404	11	1
1404	12	1
1404	13	1
1404	14	1
1404	15	1
1404	16	0
1404	17	0
1404	18	0
1404	19	0
1404	20	0
1404	21	0
1404	22	0
1404	23	0
1404	24	1
1404	25	0
1404	27	0
1404	28	0
1404	29	0
1404	32	1
1501	1	0
1501	2	1
1501	3	0
1501	4	0
1501	5	0
1501	6	0
1501	7	0
1501	8	0
1501	9	1
1501	10	0
1501	11	1
1501	12	0
1501	13	1
1501	14	1
1501	15	1
1501	16	0
1501	17	0
1501	18	0
1501	19	0
1501	20	0
1501	21	0
1501	22	0
1501	23	0
1501	24	1
1501	25	0
1501	27	0
1501	28	0
1501	29	0
1501	32	1
1502	1	1
1502	2	1
1502	3	1
1502	4	0
1502	5	0
1502	6	0
1502	7	1
1502	8	0
1502	9	1
1502	10	0
1502	11	0
1502	12	1
1502	13	1
1502	14	1
1502	15	0
1502	16	0
1502	17	0
1502	18	0
1502	19	0
1502	20	0
1502	21	0
1502	22	1
1502	23	0
1502	24	1
1502	25	0
1502	27	0
1502	28	0
1502	29	0
1502	32	1
1503	1	1
1503	2	1
1503	3	1
1503	4	0
1503	5	0
1503	6	0
1503	7	0
1503	8	0
1503	9	1
1503	10	0
1503	11	0
1503	12	0
1503	13	1
1503	14	0
1503	15	0
1503	16	0
1503	17	0
1503	18	0
1503	19	0
1503	20	0
1503	21	0
1503	22	0
1503	23	0
1503	24	1
1503	25	0
1503	27	0
1503	28	0
1503	29	0
1503	32	1
1504	1	0
1504	2	1
1504	3	0
1504	4	0
1504	5	0
1504	6	0
1504	7	0
1504	8	0
1504	9	1
1504	10	1
1504	11	0
1504	12	0
1504	13	1
1504	14	1
1504	15	1
1504	16	0
1504	17	1
1504	18	0
1504	19	0
1504	20	0
1504	21	0
1504	22	0
1504	23	0
1504	24	1
1504	25	0
1504	27	0
1504	28	0
1504	29	0
1504	32	1
1505	1	0
1505	2	1
1505	3	0
1505	4	0
1505	5	0
1505	6	0
1505	7	1
1505	8	0
1505	9	1
1505	10	0
1505	11	0
1505	12	0
1505	13	1
1505	14	0
1505	15	0
1505	16	0
1505	17	0
1505	18	0
1505	19	0
1505	20	0
1505	21	0
1505	22	0
1505	23	0
1505	24	1
1505	25	0
1505	27	0
1505	28	0
1505	29	0
1505	32	1
1506	1	1
1506	2	1
1506	3	0
1506	4	0
1506	5	1
1506	6	0
1506	7	0
1506	8	0
1506	9	1
1506	10	1
1506	11	1
1506	12	1
1506	13	1
1506	14	0
1506	15	1
1506	16	0
1506	17	1
1506	18	0
1506	19	0
1506	20	0
1506	21	0
1506	22	1
1506	23	0
1506	24	1
1506	25	0
1506	27	0
1506	28	0
1506	29	1
1506	32	1
1507	1	1
1507	2	1
1507	3	1
1507	4	0
1507	5	0
1507	6	0
1507	7	1
1507	8	0
1507	9	1
1507	10	0
1507	11	0
1507	12	0
1507	13	1
1507	14	0
1507	15	0
1507	16	0
1507	17	0
1507	18	0
1507	19	0
1507	20	0
1507	21	0
1507	22	0
1507	23	0
1507	24	0
1507	25	0
1507	27	0
1507	28	0
1507	29	0
1507	32	1
1508	1	1
1508	2	1
1508	3	0
1508	4	0
1508	5	0
1508	6	0
1508	7	0
1508	8	0
1508	9	1
1508	10	0
1508	11	0
1508	12	0
1508	13	1
1508	14	0
1508	15	0
1508	16	0
1508	17	0
1508	18	0
1508	19	0
1508	20	0
1508	21	0
1508	22	1
1508	23	0
1508	24	1
1508	25	0
1508	27	0
1508	28	0
1508	29	0
1508	32	1
1509	1	0
1509	2	1
1509	3	0
1509	4	0
1509	5	1
1509	6	0
1509	7	1
1509	8	1
1509	9	1
1509	10	1
1509	11	1
1509	12	1
1509	13	1
1509	14	1
1509	15	1
1509	16	1
1509	17	0
1509	18	1
1509	19	1
1509	20	1
1509	21	1
1509	22	1
1509	23	1
1509	24	1
1509	25	0
1509	27	1
1509	28	0
1509	29	1
1509	32	1
1601	1	0
1601	2	1
1601	3	88
1601	4	0
1601	5	0
1601	6	1
1601	7	1
1601	8	0
1601	9	1
1601	10	0
1601	11	0
1601	12	0
1601	13	1
1601	14	1
1601	15	0
1601	16	0
1601	17	0
1601	18	1
1601	19	0
1601	20	0
1601	21	0
1601	22	1
1601	23	0
1601	24	1
1601	25	0
1601	27	0
1601	28	0
1601	29	0
1601	32	1
1602	1	1
1602	2	1
1602	3	0
1602	4	0
1602	5	0
1602	6	0
1602	7	1
1602	8	0
1602	9	1
1602	10	1
1602	11	0
1602	12	1
1602	13	1
1602	14	1
1602	15	1
1602	16	1
1602	17	1
1602	18	1
1602	19	0
1602	20	0
1602	21	0
1602	22	1
1602	23	1
1602	24	1
1602	25	0
1602	27	0
1602	28	0
1602	29	0
1602	32	1
1603	1	1
1603	2	1
1603	3	88
1603	4	0
1603	5	0
1603	6	0
1603	7	0
1603	8	0
1603	9	1
1603	10	1
1603	11	1
1603	12	0
1603	13	1
1603	14	1
1603	15	0
1603	16	0
1603	17	0
1603	18	1
1603	19	0
1603	20	0
1603	21	0
1603	22	1
1603	23	0
1603	24	1
1603	25	0
1603	27	0
1603	28	0
1603	29	0
1603	32	1
1604	1	0
1604	2	1
1604	3	0
1604	4	0
1604	5	0
1604	6	0
1604	7	0
1604	8	0
1604	9	1
1604	10	1
1604	11	1
1604	12	1
1604	13	1
1604	14	1
1604	15	0
1604	16	0
1604	17	1
1604	18	0
1604	19	0
1604	20	0
1604	21	0
1604	22	1
1604	23	0
1604	24	1
1604	25	0
1604	27	0
1604	28	0
1604	29	0
1604	32	1
1605	1	1
1605	2	1
1605	3	0
1605	4	0
1605	5	0
1605	6	1
1605	7	1
1605	8	0
1605	9	1
1605	10	1
1605	11	0
1605	12	0
1605	13	1
1605	14	1
1605	15	0
1605	16	0
1605	17	1
1605	18	0
1605	19	0
1605	20	0
1605	21	0
1605	22	0
1605	23	0
1605	24	1
1605	25	0
1605	27	0
1605	28	0
1605	29	0
1605	32	1
1606	1	1
1606	2	1
1606	3	1
1606	4	0
1606	5	0
1606	6	0
1606	7	1
1606	8	0
1606	9	1
1606	10	1
1606	11	1
1606	12	0
1606	13	1
1606	14	1
1606	15	1
1606	16	0
1606	17	0
1606	18	0
1606	19	0
1606	20	0
1606	21	0
1606	22	0
1606	23	0
1606	24	1
1606	25	0
1606	27	0
1606	28	0
1606	29	0
1606	32	1
1607	1	0
1607	2	0
1607	3	88
1607	4	0
1607	5	0
1607	6	0
1607	7	0
1607	8	0
1607	9	1
1607	10	0
1607	11	0
1607	12	0
1607	13	1
1607	14	1
1607	15	0
1607	16	0
1607	17	0
1607	18	0
1607	19	0
1607	20	0
1607	21	0
1607	22	0
1607	23	0
1607	24	1
1607	25	0
1607	27	0
1607	28	0
1607	29	0
1607	32	1
1608	1	0
1608	2	1
1608	3	88
1608	4	0
1608	5	0
1608	6	0
1608	7	1
1608	8	0
1608	9	1
1608	10	0
1608	11	0
1608	12	0
1608	13	1
1608	14	1
1608	15	0
1608	16	0
1608	17	0
1608	18	0
1608	19	0
1608	20	0
1608	21	0
1608	22	1
1608	23	0
1608	24	1
1608	25	0
1608	27	0
1608	28	0
1608	29	0
1608	32	1
1701	1	0
1701	2	1
1701	3	0
1701	4	0
1701	5	0
1701	6	0
1701	7	0
1701	8	0
1701	9	1
1701	10	0
1701	11	1
1701	12	0
1701	13	1
1701	14	1
1701	15	1
1701	16	0
1701	17	1
1701	18	0
1701	19	0
1701	20	0
1701	21	0
1701	22	1
1701	23	1
1701	24	1
1701	25	0
1701	27	0
1701	28	0
1701	29	0
1701	32	1
1702	1	0
1702	2	1
1702	3	0
1702	4	0
1702	5	0
1702	6	1
1702	7	0
1702	8	0
1702	9	1
1702	10	1
1702	11	1
1702	12	1
1702	13	1
1702	14	1
1702	15	1
1702	16	1
1702	17	0
1702	18	1
1702	19	0
1702	20	0
1702	21	0
1702	22	1
1702	23	1
1702	24	1
1702	25	1
1702	27	0
1702	28	0
1702	29	0
1702	32	1
1703	1	0
1703	2	1
1703	3	88
1703	4	0
1703	5	0
1703	6	0
1703	7	0
1703	8	0
1703	9	1
1703	10	0
1703	11	0
1703	12	0
1703	13	1
1703	14	1
1703	15	1
1703	16	0
1703	17	0
1703	18	0
1703	19	0
1703	20	0
1703	21	0
1703	22	0
1703	23	0
1703	24	1
1703	25	0
1703	27	0
1703	28	0
1703	29	0
1703	32	1
1704	1	0
1704	2	1
1704	3	88
1704	4	0
1704	5	0
1704	6	0
1704	7	0
1704	8	0
1704	9	1
1704	10	0
1704	11	0
1704	12	0
1704	13	1
1704	14	1
1704	15	1
1704	16	0
1704	17	1
1704	18	0
1704	19	0
1704	20	0
1704	21	0
1704	22	0
1704	23	0
1704	24	1
1704	25	0
1704	27	0
1704	28	0
1704	29	0
1704	32	1
1705	1	0
1705	2	1
1705	3	88
1705	4	0
1705	5	0
1705	6	0
1705	7	0
1705	8	0
1705	9	1
1705	10	0
1705	11	0
1705	12	0
1705	13	1
1705	14	0
1705	15	0
1705	16	0
1705	17	1
1705	18	0
1705	19	0
1705	20	0
1705	21	0
1705	22	1
1705	23	0
1705	24	1
1705	25	0
1705	27	0
1705	28	0
1705	29	0
1705	32	1
1708	1	0
1708	2	0
1708	3	88
1708	4	0
1708	5	0
1708	6	1
1708	7	0
1708	8	0
1708	9	1
1708	10	0
1708	11	1
1708	12	0
1708	13	1
1708	14	1
1708	15	0
1708	16	0
1708	17	0
1708	18	0
1708	19	0
1708	20	0
1708	21	0
1708	22	0
1708	23	0
1708	24	1
1708	25	0
1708	27	0
1708	28	0
1708	29	0
1708	32	1
1709	1	1
1709	2	1
1709	3	1
1709	4	0
1709	5	0
1709	6	0
1709	7	0
1709	8	0
1709	9	1
1709	10	1
1709	11	0
1709	12	1
1709	13	1
1709	14	1
1709	15	1
1709	16	0
1709	17	1
1709	18	0
1709	19	0
1709	20	0
1709	21	1
1709	22	1
1709	23	1
1709	24	1
1709	25	0
1709	27	0
1709	28	0
1709	29	1
1709	32	1
1710	1	1
1710	2	1
1710	3	1
1710	4	0
1710	5	1
1710	6	1
1710	7	1
1710	8	0
1710	9	1
1710	10	1
1710	11	1
1710	12	1
1710	13	1
1710	14	1
1710	15	1
1710	16	1
1710	17	0
1710	18	1
1710	19	1
1710	20	0
1710	21	1
1710	22	1
1710	23	1
1710	24	1
1710	25	0
1710	27	0
1710	28	0
1710	29	1
1710	32	1
1711	1	0
1711	2	0
1711	3	0
1711	4	0
1711	5	0
1711	6	0
1711	7	0
1711	8	0
1711	9	1
1711	10	0
1711	11	0
1711	12	0
1711	13	1
1711	14	1
1711	15	1
1711	16	0
1711	17	1
1711	18	0
1711	19	0
1711	20	0
1711	21	0
1711	22	0
1711	23	0
1711	24	1
1711	25	0
1711	27	0
1711	28	0
1711	29	0
1711	32	1
1801	1	0
1801	2	1
1801	3	88
1801	4	0
1801	5	0
1801	6	0
1801	7	0
1801	8	0
1801	9	1
1801	10	0
1801	11	0
1801	12	0
1801	13	1
1801	14	1
1801	15	0
1801	16	0
1801	17	0
1801	18	0
1801	19	0
1801	20	0
1801	21	0
1801	22	0
1801	23	0
1801	24	1
1801	25	0
1801	27	0
1801	28	0
1801	29	0
1801	32	1
1802	1	1
1802	2	1
1802	3	0
1802	4	0
1802	5	0
1802	6	0
1802	7	1
1802	8	0
1802	9	1
1802	10	1
1802	11	1
1802	12	1
1802	13	1
1802	14	1
1802	15	0
1802	16	0
1802	17	1
1802	18	0
1802	19	0
1802	20	0
1802	21	0
1802	22	1
1802	23	0
1802	24	1
1802	25	0
1802	27	0
1802	28	0
1802	29	0
1802	32	1
1803	1	1
1803	2	1
1803	3	0
1803	4	0
1803	5	0
1803	6	0
1803	7	0
1803	8	0
1803	9	1
1803	10	0
1803	11	1
1803	12	1
1803	13	1
1803	14	1
1803	15	0
1803	16	0
1803	17	1
1803	18	0
1803	19	0
1803	20	0
1803	21	1
1803	22	0
1803	23	0
1803	24	1
1803	25	0
1803	27	0
1803	28	0
1803	29	0
1803	32	1
1804	1	0
1804	2	1
1804	3	88
1804	4	0
1804	5	0
1804	6	0
1804	7	0
1804	8	0
1804	9	1
1804	10	0
1804	11	0
1804	12	0
1804	13	1
1804	14	1
1804	15	0
1804	16	0
1804	17	0
1804	18	0
1804	19	0
1804	20	0
1804	21	0
1804	22	1
1804	23	0
1804	24	1
1804	25	0
1804	27	0
1804	28	0
1804	29	0
1804	32	1
1805	1	0
1805	2	1
1805	3	88
1805	4	0
1805	5	0
1805	6	0
1805	7	0
1805	8	0
1805	9	0
1805	10	0
1805	11	0
1805	12	0
1805	13	1
1805	14	1
1805	15	0
1805	16	0
1805	17	0
1805	18	0
1805	19	0
1805	20	0
1805	21	0
1805	22	0
1805	23	0
1805	24	1
1805	25	0
1805	27	0
1805	28	0
1805	29	0
1805	32	1
1806	1	0
1806	2	1
1806	3	88
1806	4	0
1806	5	0
1806	6	0
1806	7	0
1806	8	0
1806	9	0
1806	10	0
1806	11	0
1806	12	0
1806	13	1
1806	14	1
1806	15	0
1806	16	0
1806	17	0
1806	18	0
1806	19	0
1806	20	0
1806	21	0
1806	22	0
1806	23	0
1806	24	1
1806	25	0
1806	27	0
1806	28	0
1806	29	0
1806	32	1
1807	1	1
1807	2	1
1807	3	0
1807	4	0
1807	5	0
1807	6	0
1807	7	1
1807	8	0
1807	9	1
1807	10	1
1807	11	1
1807	12	1
1807	13	1
1807	14	1
1807	15	1
1807	16	1
1807	17	1
1807	18	1
1807	19	1
1807	20	1
1807	21	0
1807	22	1
1807	23	1
1807	24	1
1807	25	0
1807	27	0
1807	28	0
1807	29	1
1807	32	1
1901	1	1
1901	2	1
1901	3	0
1901	4	0
1901	5	0
1901	6	1
1901	7	0
1901	8	0
1901	9	1
1901	10	1
1901	11	1
1901	12	1
1901	13	1
1901	14	1
1901	15	1
1901	16	1
1901	17	0
1901	18	1
1901	19	0
1901	20	0
1901	21	0
1901	22	1
1901	23	1
1901	24	1
1901	25	0
1901	27	0
1901	28	0
1901	29	0
1901	32	1
1902	1	1
1902	2	1
1902	3	0
1902	4	0
1902	5	1
1902	6	1
1902	7	1
1902	8	0
1902	9	1
1902	10	1
1902	11	1
1902	12	1
1902	13	1
1902	14	1
1902	15	1
1902	16	0
1902	17	0
1902	18	0
1902	19	0
1902	20	0
1902	21	0
1902	22	0
1902	23	0
1902	24	1
1902	25	0
1902	27	0
1902	28	0
1902	29	0
1902	32	1
1903	1	0
1903	2	1
1903	3	0
1903	4	0
1903	5	0
1903	6	0
1903	7	0
1903	8	0
1903	9	1
1903	10	0
1903	11	0
1903	12	0
1903	13	0
1903	14	1
1903	15	0
1903	16	0
1903	17	0
1903	18	0
1903	19	0
1903	20	0
1903	21	0
1903	22	0
1903	23	0
1903	24	0
1903	25	0
1903	27	0
1903	28	1
1903	29	0
1903	32	0
1904	1	0
1904	2	1
1904	3	0
1904	4	0
1904	5	0
1904	6	0
1904	7	1
1904	8	0
1904	9	1
1904	10	1
1904	11	1
1904	12	1
1904	13	1
1904	14	1
1904	15	1
1904	16	1
1904	17	0
1904	18	1
1904	19	1
1904	20	0
1904	21	0
1904	22	1
1904	23	1
1904	24	1
1904	25	0
1904	27	0
1904	28	0
1904	29	1
1904	32	1
1905	1	1
1905	2	1
1905	3	0
1905	4	0
1905	5	0
1905	6	0
1905	7	0
1905	8	0
1905	9	1
1905	10	1
1905	11	1
1905	12	1
1905	13	1
1905	14	1
1905	15	1
1905	16	0
1905	17	0
1905	18	0
1905	19	0
1905	20	0
1905	21	0
1905	22	0
1905	23	0
1905	24	1
1905	25	0
1905	27	0
1905	28	0
1905	29	0
1905	32	1
2001	1	0
2001	2	0
2001	3	0
2001	4	0
2001	5	0
2001	6	0
2001	7	0
2001	8	0
2001	9	1
2001	10	1
2001	11	1
2001	12	1
2001	13	1
2001	14	1
2001	15	1
2001	16	0
2001	17	0
2001	18	0
2001	19	0
2001	20	1
2001	21	1
2001	22	0
2001	23	1
2001	24	0
2001	25	0
2001	27	0
2001	28	0
2001	29	0
2001	32	1
2002	1	1
2002	2	1
2002	3	0
2002	4	0
2002	5	1
2002	6	0
2002	7	0
2002	8	0
2002	9	1
2002	10	1
2002	11	1
2002	12	1
2002	13	1
2002	14	1
2002	15	1
2002	16	0
2002	17	0
2002	18	0
2002	19	0
2002	20	0
2002	21	0
2002	22	0
2002	23	0
2002	24	1
2002	25	0
2002	27	0
2002	28	0
2002	29	1
2002	32	1
2003	1	1
2003	2	1
2003	3	0
2003	4	0
2003	5	1
2003	6	0
2003	7	1
2003	8	0
2003	9	1
2003	10	1
2003	11	1
2003	12	1
2003	13	1
2003	14	1
2003	15	1
2003	16	0
2003	17	0
2003	18	0
2003	19	0
2003	20	0
2003	21	0
2003	22	1
2003	23	0
2003	24	1
2003	25	0
2003	27	0
2003	28	0
2003	29	0
2003	32	1
2004	1	1
2004	2	1
2004	3	0
2004	4	0
2004	5	0
2004	6	0
2004	7	1
2004	8	0
2004	9	0
2004	10	1
2004	11	1
2004	12	1
2004	13	1
2004	14	1
2004	15	1
2004	16	0
2004	17	0
2004	18	0
2004	19	0
2004	20	0
2004	21	0
2004	22	1
2004	23	0
2004	24	1
2004	25	0
2004	27	0
2004	28	88
2004	29	0
2004	32	1
2005	1	0
2005	2	0
2005	3	0
2005	4	0
2005	5	0
2005	6	0
2005	7	0
2005	8	0
2005	9	1
2005	10	1
2005	11	1
2005	12	1
2005	13	1
2005	14	1
2005	15	1
2005	16	0
2005	17	0
2005	18	0
2005	19	0
2005	20	0
2005	21	0
2005	22	0
2005	23	0
2005	24	1
2005	25	0
2005	27	0
2005	28	0
2005	29	0
2005	32	1
2006	1	0
2006	2	1
2006	3	0
2006	4	0
2006	5	0
2006	6	0
2006	7	1
2006	8	0
2006	9	1
2006	10	1
2006	11	1
2006	12	1
2006	13	1
2006	14	1
2006	15	1
2006	16	1
2006	17	0
2006	18	0
2006	19	0
2006	20	0
2006	21	0
2006	22	0
2006	23	0
2006	24	1
2006	25	0
2006	27	0
2006	28	0
2006	29	0
2006	32	1
2007	1	1
2007	2	1
2007	3	0
2007	4	1
2007	5	0
2007	6	0
2007	7	0
2007	8	0
2007	9	1
2007	10	1
2007	11	1
2007	12	1
2007	13	1
2007	14	1
2007	15	1
2007	16	0
2007	17	0
2007	18	0
2007	19	0
2007	20	0
2007	21	0
2007	22	1
2007	23	0
2007	24	1
2007	25	0
2007	27	0
2007	28	0
2007	29	0
2007	32	1
2008	1	0
2008	2	0
2008	3	0
2008	4	0
2008	5	0
2008	6	0
2008	7	0
2008	8	0
2008	9	1
2008	10	1
2008	11	1
2008	12	1
2008	13	1
2008	14	0
2008	15	0
2008	16	0
2008	17	0
2008	18	0
2008	19	0
2008	20	0
2008	21	0
2008	22	1
2008	23	0
2008	24	1
2008	25	0
2008	27	0
2008	28	0
2008	29	0
2008	32	1
8002	1	1
8002	2	1
8002	3	1
8002	4	0
8002	5	1
8002	6	1
8002	7	1
8002	8	1
8002	9	1
8002	10	1
8002	11	1
8002	12	1
8002	13	1
8002	14	1
8002	15	1
8002	16	1
8002	17	0
8002	18	1
8002	19	1
8002	20	1
8002	21	1
8002	22	0
8002	23	1
8002	24	1
8002	25	0
8002	27	1
8002	28	88
8002	29	1
8002	32	1
8003	1	1
8003	2	1
8003	3	1
8003	4	0
8003	5	0
8003	6	1
8003	7	1
8003	8	1
8003	9	1
8003	10	1
8003	11	1
8003	12	1
8003	13	1
8003	14	1
8003	15	1
8003	16	1
8003	17	0
8003	18	1
8003	19	1
8003	20	1
8003	21	1
8003	22	1
8003	23	1
8003	24	1
8003	25	0
8003	27	0
8003	28	1
8003	29	1
8003	32	1
8004	1	1
8004	2	1
8004	3	1
8004	4	0
8004	5	1
8004	6	1
8004	7	1
8004	8	1
8004	9	1
8004	10	1
8004	11	1
8004	12	1
8004	13	1
8004	14	1
8004	15	1
8004	16	1
8004	17	0
8004	18	0
8004	19	1
8004	20	1
8004	21	1
8004	22	1
8004	23	1
8004	24	1
8004	25	0
8004	27	1
8004	28	1
8004	29	1
8004	32	1
8006	1	1
8006	2	1
8006	3	1
8006	4	0
8006	5	1
8006	6	1
8006	7	1
8006	8	0
8006	9	1
8006	10	1
8006	11	1
8006	12	1
8006	13	1
8006	14	1
8006	15	1
8006	16	1
8006	17	0
8006	18	1
8006	19	1
8006	20	0
8006	21	0
8006	22	1
8006	23	1
8006	24	1
8006	25	0
8006	27	0
8006	28	88
8006	29	1
8006	32	1
8007	1	1
8007	2	1
8007	3	0
8007	4	0
8007	5	1
8007	6	1
8007	7	1
8007	8	1
8007	9	1
8007	10	1
8007	11	1
8007	12	1
8007	13	1
8007	14	1
8007	15	1
8007	16	1
8007	17	0
8007	18	0
8007	19	0
8007	20	0
8007	21	1
8007	22	1
8007	23	1
8007	24	1
8007	25	0
8007	27	0
8007	28	0
8007	29	1
8007	32	1
8008	1	1
8008	2	1
8008	3	1
8008	4	1
8008	5	1
8008	6	1
8008	7	1
8008	8	1
8008	9	1
8008	10	1
8008	11	1
8008	12	1
8008	13	1
8008	14	1
8008	15	1
8008	16	1
8008	17	0
8008	18	1
8008	19	1
8008	20	1
8008	21	1
8008	22	1
8008	23	1
8008	24	1
8008	25	0
8008	27	1
8008	28	0
8008	29	1
8008	32	1
8009	1	1
8009	2	1
8009	3	1
8009	4	1
8009	5	0
8009	6	1
8009	7	1
8009	8	1
8009	9	1
8009	10	1
8009	11	1
8009	12	1
8009	13	1
8009	14	1
8009	15	1
8009	16	1
8009	17	0
8009	18	1
8009	19	1
8009	20	1
8009	21	1
8009	22	1
8009	23	1
8009	24	1
8009	25	0
8009	27	0
8009	28	0
8009	29	1
8009	32	1
8010	1	1
8010	2	1
8010	3	1
8010	4	88
8010	5	1
8010	6	1
8010	7	1
8010	8	1
8010	9	1
8010	10	1
8010	11	1
8010	12	1
8010	13	1
8010	14	1
8010	15	1
8010	16	1
8010	17	0
8010	18	1
8010	19	1
8010	20	1
8010	21	1
8010	22	1
8010	23	1
8010	24	1
8010	25	0
8010	27	0
8010	28	88
8010	29	1
8010	32	1
8011	1	1
8011	2	1
8011	3	1
8011	4	0
8011	5	1
8011	6	0
8011	7	1
8011	8	0
8011	9	1
8011	10	1
8011	11	0
8011	12	1
8011	13	1
8011	14	0
8011	15	0
8011	16	1
8011	17	1
8011	18	0
8011	19	0
8011	20	1
8011	21	0
8011	22	1
8011	23	1
8011	24	1
8011	25	0
8011	27	1
8011	28	1
8011	29	1
8011	30	1
8011	31	1
8011	32	1
8011	33	1
8011	34	1
8011	35	1
8012	1	1
8012	2	1
8012	3	0
8012	4	0
8012	5	1
8012	6	1
8012	7	1
8012	8	0
8012	9	1
8012	10	1
8012	11	1
8012	12	1
8012	13	1
8012	14	1
8012	15	1
8012	16	1
8012	17	1
8012	18	0
8012	19	1
8012	20	1
8012	21	1
8012	22	1
8012	23	1
8012	24	1
8012	25	0
8012	27	0
8012	28	0
8012	29	1
8012	32	1
8014	1	1
8014	2	1
8014	3	1
8014	4	0
8014	5	1
8014	6	1
8014	7	0
8014	8	1
8014	9	1
8014	10	1
8014	11	1
8014	12	1
8014	13	1
8014	14	1
8014	15	1
8014	16	1
8014	17	0
8014	18	0
8014	19	1
8014	20	1
8014	21	1
8014	22	1
8014	23	1
8014	24	1
8014	25	0
8014	27	1
8014	28	0
8014	29	1
8014	32	1
8015	1	0
8015	2	0
8015	3	0
8015	4	0
8015	5	0
8015	6	0
8015	7	0
8015	8	0
8015	9	1
8015	10	0
8015	11	0
8015	12	0
8015	13	1
8015	14	1
8015	15	1
8015	16	0
8015	17	0
8015	18	0
8015	19	0
8015	20	0
8015	21	0
8015	22	0
8015	23	0
8015	24	1
8015	25	0
8015	27	0
8015	28	0
8015	29	0
8015	32	1
8016	1	1
8016	2	1
8016	3	1
8016	4	0
8016	5	1
8016	6	1
8016	7	1
8016	8	1
8016	9	1
8016	10	1
8016	11	1
8016	12	1
8016	13	1
8016	14	1
8016	15	1
8016	16	1
8016	17	0
8016	18	0
8016	19	1
8016	20	1
8016	21	1
8016	22	1
8016	23	1
8016	24	1
8016	25	0
8016	27	0
8016	28	0
8016	29	1
8016	32	1
8017	1	1
8017	2	1
8017	3	1
8017	4	1
8017	5	1
8017	6	1
8017	7	1
8017	8	1
8017	9	1
8017	10	1
8017	11	1
8017	12	1
8017	13	1
8017	14	1
8017	15	1
8017	16	1
8017	17	0
8017	18	0
8017	19	1
8017	20	1
8017	21	1
8017	22	1
8017	23	1
8017	24	1
8017	25	0
8017	27	1
8017	28	1
8017	29	1
8017	32	1
8018	1	1
8018	2	1
8018	3	0
8018	4	0
8018	5	1
8018	6	1
8018	7	0
8018	8	0
8018	9	1
8018	10	1
8018	11	1
8018	12	1
8018	13	1
8018	14	1
8018	15	1
8018	16	1
8018	17	0
8018	18	1
8018	19	1
8018	20	1
8018	21	1
8018	22	1
8018	23	1
8018	24	1
8018	25	0
8018	27	0
8018	28	0
8018	29	1
8018	32	1
8019	1	1
8019	2	1
8019	3	1
8019	4	1
8019	5	1
8019	6	0
8019	7	0
8019	8	1
8019	9	1
8019	10	1
8019	11	1
8019	12	1
8019	13	1
8019	14	1
8019	15	1
8019	16	1
8019	17	0
8019	18	1
8019	19	1
8019	20	1
8019	21	1
8019	22	1
8019	23	1
8019	24	1
8019	25	0
8019	27	1
8019	28	1
8019	29	1
8019	32	1
8020	1	0
8020	2	1
8020	3	0
8020	4	0
8020	5	0
8020	6	1
8020	7	0
8020	8	0
8020	9	1
8020	10	1
8020	11	1
8020	12	1
8020	13	1
8020	14	1
8020	15	1
8020	16	1
8020	17	0
8020	18	1
8020	19	1
8020	20	1
8020	21	1
8020	22	1
8020	23	1
8020	24	1
8020	25	0
8020	27	0
8020	28	0
8020	29	1
8020	32	1
8021	1	1
8021	2	1
8021	3	1
8021	4	0
8021	5	1
8021	6	1
8021	7	1
8021	8	0
8021	9	1
8021	10	1
8021	11	1
8021	12	1
8021	13	1
8021	14	1
8021	15	1
8021	16	1
8021	17	1
8021	18	0
8021	19	0
8021	20	0
8021	21	0
8021	22	1
8021	23	1
8021	24	1
8021	25	0
8021	27	0
8021	28	0
8021	29	1
8021	32	1
8022	1	1
8022	2	1
8022	3	1
8022	4	0
8022	5	1
8022	6	1
8022	7	1
8022	8	0
8022	9	1
8022	10	1
8022	11	1
8022	12	1
8022	13	1
8022	14	1
8022	15	1
8022	16	1
8022	17	1
8022	18	1
8022	19	1
8022	20	1
8022	21	1
8022	22	0
8022	23	1
8022	24	1
8022	25	0
8022	27	1
8022	28	88
8022	29	1
8022	32	1
8023	1	1
8023	2	1
8023	3	1
8023	4	0
8023	5	0
8023	6	0
8023	7	1
8023	8	0
8023	9	1
8023	10	0
8023	11	1
8023	12	1
8023	13	1
8023	14	1
8023	15	1
8023	16	1
8023	17	1
8023	18	0
8023	19	0
8023	20	0
8023	21	0
8023	22	1
8023	23	1
8023	24	1
8023	25	0
8023	27	0
8023	28	0
8023	29	1
8023	32	1
8024	1	1
8024	2	1
8024	3	88
8024	4	0
8024	5	0
8024	6	1
8024	7	1
8024	8	0
8024	9	1
8024	10	0
8024	11	0
8024	12	0
8024	13	1
8024	14	1
8024	15	1
8024	16	0
8024	17	1
8024	18	0
8024	19	0
8024	20	0
8024	21	0
8024	22	0
8024	23	1
8024	24	1
8024	25	0
8024	27	0
8024	28	0
8024	29	1
8024	32	1
8025	1	1
8025	2	1
8025	3	1
8025	4	1
8025	5	1
8025	6	1
8025	7	1
8025	8	0
8025	9	1
8025	10	1
